for	pre	for	pre	ADP	ADP;ACC
gjorde	spravil	gjere	spraviť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gjorde	urobila	gjere	urobiť	V;IND;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
gjorde	urobil	gjere	urobiť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
familien	rodinka	familie	rodinka	N;DEF;MASC;SG	N;NOM;FEM;SG
familien	rodine	familie	rodina	N;DEF;MASC;SG	N;DAT;FEM;SG
familien	family	familie	famila	N;DEF;MASC;SG	N;NOM;FEM;SG
familien	rodina	familie	rodina	N;DEF;MASC;SG	N;NOM;FEM;SG
eksempel	vzorku	eksempel	vzork	N;INDF;NEUT;SG	N;ACC;FEM;SG
eksempel	vzorka	eksempel	vzorka	N;INDF;NEUT;SG	N;NOM;FEM;SG
eksempel	ukážka	eksempel	ukážka	N;INDF;NEUT;SG	N;NOM;FEM;SG
eksempel	príklad	eksempel	príklad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ganger	krát	gange	krát	N;INDF;MASC;PL	N;NOM;MASC;PL
ganger	časy	gange	čas	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
artikkel	článku	artikkel	článok	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
artikkel	článok	artikkel	článok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ser	hľadám	sjå	hľadať	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
ser	pozerá	sjå	pozerať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
ser	pozerať	sjå	pozerať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
ser	pozerám	sjå	pozerať	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
frankrike	francúzska	frankrike	francúzsky	N;INDF;NEUT;SG	N;NOM;FEM;SG
like	rovnaké	lik	rovnaký	ADJ;SG	ADJ;NOM;NEUT;SG
like	rovnaký	lik	rovnaký	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
like	rovné	lik	rovný	ADJ;SG	ADJ;NOM;NEUT;SG
satt	stanovené	sitje	stanovený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sett	zachytené	setje	zachytený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sett	stanovené	setje	stanovený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sett	sledované	setje	sledovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gruppe	skupinu	gruppe	skupina	N;INDF;FEM;SG	N;ACC;FEM;SG
gruppe	skupina	gruppe	skupina	N;INDF;FEM;SG	N;NOM;FEM;SG
deretter	potom	deretter	potom	ADV	ADV
deretter	vtedy	deretter	vtedy	ADV	ADV
lang	dlhý	lang	dlhý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
lang	dlhé	lang	dlhý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
lang	dlhá	lang	dlhý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
europa	európa	europa	európa	N;DEF;NEUT;SG	N;NOM;FEM;SG
europa	európu	europa	európ	N;DEF;NEUT;SG	N;ACC;FEM;SG
europa	európe	europa	európa	N;DEF;NEUT;SG	N;DAT;FEM;SG
medlem	členka	medlem	členka	N;INDF;MASC;SG	N;NOM;FEM;SG
medlem	členom	medlem	člen	N;INDF;MASC;SG	N;ANIM;INS;MASC;SG
medlem	člena	medlem	člen	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
medlem	poslanec	medlem	poslanec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
medlem	člen	medlem	člen	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
fem	piati	fem	piati	NUM;PL	NUM;ANIM;NOM;MASC;PL
england	anglicka	england	anglicko	N;INDF;NEUT;SG	N;NOM;FEM;SG
nok	dosť	nok	dosť	ADV	ADV
deler	zdieľania	del	zdieľanie	N;INDF;MASC;PL	N;NOM;NEUT;PL
deler	akcie	del	akcia	N;INDF;MASC;PL	N;NOM;FEM;PL
deler	podiely	del	podiel	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
deler	zdieľania	del	zdieľanie	N;INDF;MASC;PL	N;NOM;NEUT;PL
deler	diely	del	diely	N;INDF;MASC;PL	N;NOM;FEM;PL
deler	súčiastky	del	súčiastka	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
deler	častí	del	časť	N;INDF;MASC;PL	N;GEN;FEM;PL
deler	oddiely	del	oddiel	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
deler	úseky	del	úsek	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
deler	sekcií	del	sekcia	N;INDF;MASC;PL	N;GEN;FEM;PL
deler	sekcie	del	sekcia	N;INDF;MASC;PL	N;NOM;FEM;PL
gitt	daný	gi	daný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG
gitt	dané	gi	daný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gitt	daná	gi	daň	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
gitt	poskytnuté	gi	poskytnutý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gitt	udelené	gi	udelený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gitt	poskytnutá	gi	poskytnutý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
gitt	udelená	gi	udelený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fordi	pretože	fordi	pretože	CONJ	CONJ
står	stáť	stå	stáť	V;IND;PRS;FIN	V;IPFV;POS;NFIN
står	stojí	stå	stáť	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
året	roku	år	rok	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
året	rok	år	rok	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
året	roka	år	rok	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
perioden	obdobie	periode	obdobie	N;DEF;MASC;SG	N;NOM;NEUT;SG
perioden	doba	periode	doba	N;DEF;MASC;SG	N;NOM;FEM;SG
perioden	lehota	periode	lehota	N;DEF;MASC;SG	N;NOM;FEM;SG
består	pozostáva	bestå	pozostávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
sønn	syna	sønn	syn	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
sønn	syn	sønn	syn	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
sønn	synček	sønn	synček	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
språk	jazyk	språk	jazyk	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
språk	jazyka	språk	jazyk	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
språk	jazyku	språk	jazyk	N;INDF;NEUT;SG	N;INAN;DAT;MASC;SG
nasjonale	vnútroštátnych	nasjonal	vnútroštátny	ADJ;PL	ADJ;GEN;MASC;PL
forfatter	spisovateľ	forfatter	spisovateľ	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
forfatter	spisovateľka	forfatter	spisovateľka	N;INDF;FEM;SG	N;NOM;FEM;SG
forfatter	autor	forfatter	autor	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
forfatter	autora	forfatter	autor	N;INDF;FEM;SG	N;ANIM;ACC;MASC;SG
forfatter	autorka	forfatter	autorka	N;INDF;FEM;SG	N;NOM;FEM;SG
forfatter	autorom	forfatter	autor	N;INDF;FEM;SG	N;ANIM;INS;MASC;SG
fil	súboru	fil	súbor	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
fil	súbor	fil	súbor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
menn	mužov	mann	muž	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
menn	muži	mann	muž	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
menn	pánske	mann	pánsky	N;INDF;MASC;PL	N;NOM;FEM;PL
barn	deti	barn	dieťa	N;INDF;NEUT;PL	N;NOM;NEUT;PL
barn	decká	barn	decko	N;INDF;NEUT;PL	N;NOM;NEUT;PL
barn	deti	barn	dieťa	N;INDF;NEUT;PL	N;NOM;NEUT;PL
barn	dieťaťa	barn	dieťa	N;INDF;NEUT;PL	N;NOM;NEUT;PL
kamper	zápasy	kamp	zápas	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
kamper	zhody	kamp	zhod	N;INDF;FEM;PL	N;NOM;FEM;PL
kamper	zápalky	kamp	zápalka	N;INDF;FEM;PL	N;NOM;FEM;PL
kamper	bitky	kamp	bitka	N;INDF;FEM;PL	N;NOM;FEM;PL
kamper	boje	kamp	boj	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
kamper	zápasy	kamp	zápas	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
kamper	hádky	kamp	hádka	N;INDF;FEM;PL	N;NOM;FEM;PL
kamper	zápasy	kamp	zápas	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
kamper	hry	kamp	hra	N;INDF;FEM;PL	N;NOM;FEM;PL
kamper	hier	kamp	hier	N;INDF;FEM;PL	N;GEN;FEM;PL
kamper	boje	kamp	boj	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
kamper	bitky	kamp	bitka	N;INDF;FEM;PL	N;NOM;FEM;PL
spiller	prehráva	spille	prehráva	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
spiller	hrá	spille	hrať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
spiller	hrať	spille	hrať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
spiller	hrajú	spille	hrať	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
personer	osobám	person	osobať	N;INDF;FEM;PL	N;DAT;FEM;PL
personer	osoby	person	osoba	N;INDF;FEM;PL	N;NOM;FEM;PL
personer	osôb	person	osoba	N;INDF;FEM;PL	N;GEN;FEM;PL
personer	ludia	person	ludia	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
personer	ľudia	person	človek	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
personer	ľudí	person	človek	N;INDF;FEM;PL	N;ANIM;ACC;MASC;PL
gir	rozdáva	gi	rozdávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gir	dávať	gi	dávať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
gir	dáva	gi	dávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gir	dať	gi	dať	V;IND;PRS;FIN	V;POS;NFIN
gull	zlato	gull	zlato	N;INDF;NEUT;SG	N;NOM;NEUT;SG
gjort	hotová	gjere	hotový	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
gjort	urobené	gjere	urobený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gjort	hotové	gjere	hotový	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG
gjort	vykonané	gjere	vykonaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
godt	dobrá	god	dobrý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
godt	dobré	god	dobrý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
godt	dobrý	god	dobrý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
historie	príbeh	historie	príbeh	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
historie	reportáž	historie	reportáž	N;INDF;FEM;SG	N;NOM;FEM;SG
historie	histórii	historie	história	N;INDF;FEM;SG	N;DAT;FEM;SG
historie	históriu	historie	história	N;INDF;FEM;SG	N;ACC;FEM;SG
historie	história	historie	história	N;INDF;FEM;SG	N;NOM;FEM;SG
liv	života	liv	život	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
liv	život	liv	život	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fransk	francúzština	fransk	francúzština	N;INDF;MASC;SG	N;NOM;FEM;SG
fransk	francúzsky	fransk	francúzsky	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
fransk	francúz	fransk	francúz	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
fransk	francúzska	fransk	francúzsky	N;INDF;MASC;SG	N;NOM;FEM;SG
university	univerzita	university	univerzita	N;INDF;NEUT;SG	N;NOM;FEM;SG
university	univerzite	university	univerzite	N;INDF;NEUT;SG	N;NOM;FEM;SG
fotball	futbal	fotball	futbať	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
resultat	vysledok	resultat	vysledok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
resultat	výsledok	resultat	výsledok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tredje	tretia	tredje	tretí	ADJ;DEF;SG	ADJ;NOM;FEM;SG
tredje	tretí	tredje	tretí	ADJ;DEF;SG	ADJ;ANIM;NOM;MASC;SG
tredje	tretie	tredje	tretí	ADJ;DEF;SG	ADJ;NOM;NEUT;SG
stort	veľké	stor	veľký	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
stort	veľká	stor	veľký	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
stort	veľký	stor	veľký	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
stort	veľký	stor	veľký	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
stort	veľké	stor	veľký	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
stort	veľká	stor	veľký	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
paris	paríža	paris	paríž	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
paris	paríži	paris	paríž	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
slekt	rodinka	slekkje	rodinka	N;INDF;FEM;SG	N;NOM;FEM;SG
slekt	rodine	slekkje	rodina	N;INDF;FEM;SG	N;DAT;FEM;SG
slekt	family	slekkje	famila	N;INDF;FEM;SG	N;NOM;FEM;SG
slekt	rodina	slekkje	rodina	N;INDF;FEM;SG	N;NOM;FEM;SG
viser	ukazovať	vise	ukazovať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
viser	ukáže	vise	ukázať	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
viser	ukazuje	vise	ukazovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
viser	zobrazí	vise	zobraziť	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
viser	zobrazuje	vise	zobrazovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
viktig	dôležitá	viktig	dôležitý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
viktig	dôležité	viktig	dôležitý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
viktig	dôležitý	viktig	dôležitý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
mulig	možná	mulig	možný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
mulig	možné	mulig	možný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
mulig	možný	mulig	možný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
york	yorku	york	yorka	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
president	prezidentka	president	prezidentka	N;INDF;MASC;SG	N;NOM;FEM;SG
president	prezident	president	prezident	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
president	predseda	president	predseda	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
president	prezidenta	president	prezident	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
bilde	fotka	bilde	fotka	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	obrázok	bilde	obrázok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bilde	obraz	bilde	obraz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bilde	image	bilde	imag	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bilde	obrázok	bilde	obrázok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bilde	obraz	bilde	obraz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bilde	foto	bilde	foto	N;INDF;NEUT;SG	N;NOM;NEUT;SG
bilde	fotografia	bilde	fotografia	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	fotka	bilde	fotka	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	fotku	bilde	fotka	N;INDF;NEUT;SG	N;ACC;FEM;SG
sesongen	sezóna	sesong	sezón	N;DEF;MASC;SG	N;NOM;FEM;SG
sesongen	sezónu	sesong	sezón	N;DEF;MASC;SG	N;ACC;FEM;SG
style	štýl	style	štýl	N	N;INAN;NOM;MASC;SG
style	styling	style	styling	N	N;INAN;NOM;MASC;SG
liten	malá	liten	malý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
liten	malý	liten	malý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
liten	malé	liten	malý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
liten	malá	liten	malý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
liten	malé	liten	malý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
liten	malý	liten	malý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
skuespiller	herečka	skuespille	herečka	N;INDF;MASC;SG	N;NOM;FEM;SG
skuespiller	herec	skuespille	herec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
skuespiller	herca	skuespille	herec	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
tidlig	skoré	tidlig	skorý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
form	tvar	form	tvar	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
form	tvare	form	tvar	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
millioner	milióny	million	milión	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
krigen	vojna	krig	vojna	N;DEF;MASC;SG	N;NOM;FEM;SG
basert	založený	basere	založený	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
basert	založená	basere	založený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
basert	založené	basere	založený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
storbritannia	británia	storbritanni	británie	N;INDF;MASC;SG	N;NOM;FEM;SG
storbritannia	britániu	storbritanni	británium	N;INDF;MASC;SG	N;ACC;FEM;SG
yrke	povolanie	yrke	povolanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
yrke	profesia	yrke	profesi	N;INDF;NEUT;SG	N;NOM;NEUT;SG
spesielt	konkrétne	spesiell	konkrétny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
spesielt	špeciálny	spesiell	špeciálny	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
spesielt	výnimočná	spesiell	výnimočný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
spesielt	osobitné	spesiell	osobitný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
spesielt	špeciálna	spesiell	špeciálny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kvinner	samice	kvinne	samica	N;INDF;FEM;PL	N;NOM;NEUT;PL
kvinner	samíc	kvinne	samíc	N;INDF;FEM;PL	N;GEN;NEUT;PL
kvinner	ženy	kvinne	žena	N;INDF;FEM;PL	N;NOM;FEM;PL
kvinner	ženy	kvinne	žena	N;INDF;FEM;PL	N;NOM;FEM;PL
kvinner	žien	kvinne	žena	N;INDF;FEM;PL	N;GEN;FEM;PL
kvinner	dámske	kvinne	dámsky	N;INDF;FEM;PL	N;NOM;FEM;PL
flyttet	presunuté	flytt	presunutý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
god	dobrá	god	dobrý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
god	dobré	god	dobrý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
god	dobrý	god	dobrý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
nytt	nová	ny	nový	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nytt	nový	ny	nový	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
nytt	nové	ny	nový	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
vanlig	pravidelné	vanlig	pravidelný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
vanlig	pravidelná	vanlig	pravidelný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vanlig	pravidelný	vanlig	pravidelný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
vanlig	časté	vanlig	častý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
vanlig	obyčajná	vanlig	obyčajný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vanlig	obyčajné	vanlig	obyčajný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
vanlig	bežný	vanlig	bežný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
vanlig	obyčajný	vanlig	obyčajný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
vanlig	zvyčajný	vanlig	zvyčajný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
vanlig	obvyklé	vanlig	obvyklý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bilder	zobrazenia	bilder	zobrazenie	N;INDF;FEM;PL	N;NOM;NEUT;PL
bilder	obrázkov	bilder	obrázok	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
bilder	obrázky	bilder	obrázok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
bilder	obrazy	bilder	obraz	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
bilder	fotografie	bilder	fotografia	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	fotky	bilder	fotka	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	fotiek	bilder	fotka	N;INDF;FEM;PL	N;GEN;FEM;PL
bilder	obrazy	bilder	obraz	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
bilder	fotky	bilder	fotka	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	obrázkov	bilder	obrázok	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
bilder	obrázky	bilder	obrázok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
sport	šport	sport	šport	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
sport	šport	sport	šport	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
lite	malá	lite	malý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lite	malý	lite	malý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
lite	malé	lite	malý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
lite	malá	lite	malý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lite	malé	lite	malý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
lite	malý	lite	malý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
førte	viedlo	føre	viesť	V;IND;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
førte	viedol	føre	viesť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
seks	šiestich	seks	šesť	NUM;PL	NUM;GEN;MASC;PL
seks	šiesti	seks	šiesť	NUM;PL	NUM;ANIM;NOM;MASC;PL
albumet	album	album	album	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
albumet	albumu	album	album	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
slaget	bitka	slag	bitka	N;DEF;NEUT;SG	N;NOM;FEM;SG
slaget	súboj	slag	súboj	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
nummer	číslo	nummer	číslo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
nummer	počet	nummer	počet	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
nummer	čislo	nummer	čislo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
internasjonale	medzinárodných	internasjonal	medzinárodný	ADJ;PL	ADJ;GEN;MASC;PL
universitetet	univerzita	universitet	univerzita	N;DEF;NEUT;SG	N;NOM;FEM;SG
universitetet	univerzite	universitet	univerzite	N;DEF;NEUT;SG	N;NOM;FEM;SG
skole	skola	skole	skola	N;INDF;MASC;SG	N;NOM;FEM;SG
skole	školu	skole	škola	N;INDF;MASC;SG	N;ACC;FEM;SG
skole	škola	skole	škola	N;INDF;MASC;SG	N;NOM;FEM;SG
film	filmom	film	film	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
film	film	film	film	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
film	filmom	film	film	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
film	film	film	film	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
opprinnelig	originálny	opprinnelig	originálny	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
opprinnelig	pôvodný	opprinnelig	pôvodný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
opprinnelig	originálne	opprinnelig	originálne	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
opprinnelig	pôvodné	opprinnelig	pôvodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
moderne	moderné	moderne	moderný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
moderne	moderný	moderne	moderný	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
moderne	moderná	moderne	moderný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
øya	ostrove	øy	ostrov	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
øya	ostrov	øy	ostrov	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
periode	obdobie	periode	obdobie	N;INDF;MASC;SG	N;NOM;NEUT;SG
periode	doba	periode	doba	N;INDF;MASC;SG	N;NOM;FEM;SG
periode	lehota	periode	lehota	N;INDF;MASC;SG	N;NOM;FEM;SG
heller	skôr	heller	skôr	ADV	ADV
antall	číslo	antall	číslo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
antall	počet	antall	počet	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
antall	čislo	antall	čislo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
antall	množstvo	antall	množstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
team	mužstvo	team	mužstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
team	tím	team	tím	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
