arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;NOM;SG	N;NOM;NEUT;SG
seksuaalinen	σεξουαλική	seksuaalinen	σεξουαλικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
seksuaalinen	σεξουαλικός	seksuaalinen	σεξουαλικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
seksuaalinen	σεξουαλικό	seksuaalinen	σεξουαλικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
miranda	μιράντα	miranda	μιράντα	N;NOM;SG	N;NOM;FEM;SG
egyptiläinen	αιγυπτιακό	egyptiläinen	αιγυπτιακός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
egyptiläinen	αιγυπτιακή	egyptiläinen	αιγυπτιακός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
fakta	γεγονός	fakta	γεγονός	N;NOM;SG	N;NOM;NEUT;SG
fakta	γεγονος	fakta	γεγονος	N;NOM;SG	N;NOM;NEUT;SG
kriittisesti	κριτικά	kriittisesti	κριτικός	ADV	ADV
pettymys	απογοήτευση	pettymys	απογοήτευση	N;NOM;SG	N;NOM;FEM;SG
tilapäisesti	προσωρινά	tila#päisesti	προσωρινά	ADV	ADV
kävely	περπάτημα	kävely	περπάτημα	N;NOM;SG	N;NOM;NEUT;SG
kävely	βόλτα	kävely	βόλτα	N;NOM;SG	N;NOM;FEM;SG
kävely	περπάτημα	kävely	περπάτημα	N;NOM;SG	N;NOM;NEUT;SG
fury	μένος	fury	μένος	N;NOM;SG	N;NOM;NEUT;SG
alhaalla	κάτω	alhaalla	κάτω	ADV	ADV
lokit	γλάροι	loki	γλάρος	N;NOM;PL	N;NOM;MASC;PL
eno	θείος	eno	θείος	N;NOM;SG	N;NOM;MASC;SG
tulivuori	ηφαίστειο	tuli#vuori	ηφαίστειο	N;NOM;SG	N;NOM;NEUT;SG
kaula	λαιμό	kaula	λαιμός	N;NOM;SG	N;NOM;NEUT;SG
kaula	σβέρκο	kaula	σβέρκο	N;NOM;SG	N;NOM;NEUT;SG
kaula	λαιμός	kaula	λαιμός	N;NOM;SG	N;NOM;MASC;SG
yksityisesti	ιδιωτικά	yksityisesti	ιδιωτικός	ADV	ADV
diktaattori	δικτάτορας	diktaattori	δικτάτορα	N;NOM;SG	N;NOM;MASC;SG
rinnakkain	παράλληλα	rinnakkain	παράλληλα	ADV	ADV
perusteellisesti	διεξοδικά	perusteellisesti	διεξοδικά	ADV	ADV
hyönteiset	έντομα	hyönteinen	έντομα	N;NOM;PL	N;NOM;NEUT;PL
tuomarit	δικαστές	tuomari	δικαστής	N;NOM;PL	N;NOM;MASC;PL
suosii	προτιμάει	suosia	προτιμώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
suosii	προτιμά	suosia	προτιμώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
suosii	ευνοεί	suosia	εύνομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
suosii	ευνοεί	suosia	εύνομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
talonpojat	χωριάτες	talon#poika	χωριάτης	N;NOM;PL	N;NOM;MASC;PL
muslimit	μουσουλμάνοι	muslimi	μουσουλμάνος	N;NOM;PL	N;NOM;MASC;PL
muslimit	μουσουλμάνοι	muslimi	μουσουλμάνος	N;NOM;PL	N;NOM;MASC;PL
perinteet	παραδόσεις	perinne	παράδοση	N;NOM;PL	N;NOM;FEM;PL
seppä	σμίθ	seppä	σμίθ	N;NOM;SG	N
vanessa	βανέσσα	vanessa	βανέσσα	N;NOM;SG	N;NOM;FEM;SG
solut	κελιά	solu	κελί	N;NOM;PL	N;NOM;NEUT;PL
solut	κύτταρα	solu	κύτταρα	N;NOM;PL	N;NOM;NEUT;PL
solut	κυψέλες	solu	κυψέλα	N;NOM;PL	N;NOM;FEM;PL
baptiste	μπαπτίστ	baptiste	μπαπτίστ	N;NOM;SG	N
