اتھاہ	깊게	اتھاہ	깊+게		
بُدھ	수요일	بُدھ	수요일		
بُدھ	신중	بُدھ	신중		
بُدھ	지혜	بُدھ	지혜		
بذر	정액	بذر	정액		
بذر	정자	بذر	정자		
بذر	시드	بذر	시드		
بذر	씨앗	بذر	씨앗		
بذل	비용	بذل	비용		
بر	무릎	بر	무릎		
بر	욕망	بر	욕망		
بر	욕망이	بر	욕망+이		
بر	육지	بر	육지		
بر	랜드	بر	랜드		
بر	소원	بر	소원		
بر	신랑	بر	신랑		
بر	축복	بر	축복		
بر	캐리어	بر	캐리어		
بر	리프	بر	리프		
بر	wasp	بر	wasp		
بر	과일	بر	과일		
بر	열매	بر	열매		
بر	약혼자	بر	약혼자		
برخورد	행복	برخورد	행복	N	N
برخورد	성공적	برخورد	성공+적	N	N
برخورد	성공	برخورد	성공	N	N
برآر	프로듀서	برآر	프로호서		
برآر	공연자	برآر	공연자		
برآمدگی	복구	برآمدگی	복구	N;NOM;FEM;SG;3	N
برآمدگی	회복	برآمدگی	회복	N;NOM;FEM;SG;3	N
برجا	정확한	برجا	정확+하+ㄴ	V;MASC;SG;V.PTCP;ACT	V
برجستہ	준비	برجستہ	준비		
برجستہ	준비	برجستہ	준비		
برحق	진짜	برحق	진짜	N;NOM;MASC;SG;3	N
برحق	정답	برحق	정답	N;NOM;MASC;SG;3	N
برحق	실제	برحق	실제	N;NOM;MASC;SG;3	N
برحق	정당화	برحق	정당화	N;NOM;MASC;SG;3	N
برحق	오른쪽	برحق	오른쪽	N;NOM;MASC;SG;3	N
برخوردار	아들	برخوردار	아들	N	N
برطرفی	방전	برطرفی	방전	N;NOM;MASC;SG;3	N
برطرفی	퇴원	برطرفی	퇴원	N;NOM;MASC;SG;3	N
بُر	질질	بُر	질질		
براحال	슬픔	براحال	슬픔	N	N
برابر	같은	برابر	같+ㄴ	ADJ	ADJ
برات	순서	برات	순서	N;NOM;MASC;PL;3	N
برات	주문	برات	주문	N;NOM;MASC;PL;3	N
برات	송금	برات	송금	N;NOM;MASC;PL;3	N
برات	결제	برات	결제	N;NOM;MASC;PL;3	N
برات	다중	برات	다중	N;NOM;MASC;PL;3	N
برات	군중	برات	군중	N;NOM;MASC;PL;3	N
برات	방전	برات	방전	N;NOM;MASC;PL;3	N
برات	퇴원	برات	퇴원	N;NOM;MASC;PL;3	N
بِرادری	공동체	بِرادری	공동체	N;NOM;MASC;SG;3	N
برارا	줄넘기	برارا	줄히+기		
براری	사막	براری	사막	N;NOM;MASC;SG;3	N
برّاق	하얀	برّاق	하얗+ㄴ		
برّاق	화이트	برّاق	화이트		
برّاق	흰색	برّاق	흰+색		
برّاق	하얀색	برّاق	하얀색		
برّاق	번쩍	برّاق	번쩍		
برّاق	스마트	برّاق	스마트		
برّاق	스위프트	برّاق	스위프트		
برّاق	빛나	برّاق	빛나+아		
براقت	빛나	براقت	빛나+아		
بِرام	정적	بِرام	정적		
بِرام	쉬어	بِرام	쉬+어		
بِرانا	이상한	بِرانا	이상+하+ㄴ	V;SG;NFIN;ACT	V
بِرانا	이상하다	بِرانا	이상+하+다	V;SG;NFIN;ACT	V
براوا	속임수	براوا	속임수		
براوا	계략	براوا	계략		
براوا	속임수	براوا	속임수		
براوا	트릭	براوا	트릭		
براہ	돼지	براہ	돼지		
براہ	비아	براہ	비+아		
براہ	via	براہ	via		
براہ	돼지	براہ	돼지		
بُرائی	부정부패	بُرائی	부정+부패	N;NOM;FEM;SG;3	N
بُرائی	부패	بُرائی	부패	N;NOM;FEM;SG;3	N
بربادی	파괴	بربادی	파괴	N;NOM;MASC;SG;3	N
بربادی	상실	بربادی	상실	N;NOM;MASC;SG;3	N
بربادی	손실	بربادی	손실	N;NOM;MASC;SG;3	N
بربادی	낭비	بربادی	낭비	N;NOM;MASC;SG;3	N
بربادی	폐기물	بربادی	폐기물	N;NOM;MASC;SG;3	N
بربس	파워	بربس	파우+어		
بربس	포스	بربس	포스		
بربست	커스텀	بربست	커스텀		
بربست	맞춤	بربست	맞추+ㄴ		
بربھس	속임수	بربھس	속임수		
بربھس	위선	بربھس	위선		
بربھس	속임수	بربھس	속임수		
بربھس	속임수	بربھس	속임수		
بربھس	트릭	بربھس	트릭		
برپاکرنا	올리기	برپاکرنا	올리+기	V;NFIN;ACT	V
برَت	표시	برَت	표시		
برَت	마르크	برَت	마르크		
برَت	마크	برَت	마크		
برَت	맹세	برَت	맹세		
برَت	속죄	برَت	속죄		
برَت	빨라	برَت	빠르+아		
برَت	빠름	برَت	빠르+ㅁ		
برَت	줄넘기	برَت	줄히+기		
برت	사용하다	برت	사용+하+다		
برتانا	이용하기	برتانا	이용+하+기	V;MASC;SG;NFIN;ACT	V
برتانا	사용하기	برتانا	사용+하+기	V;MASC;SG;NFIN;ACT	V
برتائو	커스텀	برتائو	커스텀		
برتائو	맞춤	برتائو	맞추+ㄴ		
برتن	선박	برتن	선박	N;NOM;MASC;SG;3	N
برتن	선박	برتن	선박	N;NOM;MASC;SG;3	N
برتنا	적용하기	برتنا	적용+하+기	V;NFIN;ACT	V
برتنا	이용하기	برتنا	이용+하+기	V;NFIN;ACT	V
برتنا	사용하기	برتنا	사용+하+기	V;NFIN;ACT	V
بُرج	보루	بُرج	보루		
بُرج	타워	بُرج	타우+어		
برچخ	스피어	برچخ	스피어		
برخ	파트	برخ	파트		
برخ	리틀	برخ	리틀		
بُرد	캐치	بُرد	캐치		
بُرد	내기	بُرد	내+기		
بُرد	이득	بُرد	이득		
بُرد	인수	بُرد	인수		
بُرد	내기	بُرد	내+기		
برداری	베어링	برداری	베어링	N;NOM;MASC;SG;3	N
برداشت	관용	برداشت	관용	N;NOM;FEM;SG;3	N
برداشتہ	삭제됨	برداشتہ	삭제되+ㄴ	V;SG;ACT	V
برداشتہ	삭제되었습니다	برداشتہ	삭제+되+었+습니다	V;SG;ACT	V
بردہ	노예	بردہ	노예	N;NOM;MASC;SG;3	N
بردہ	노예제	بردہ	노예제	N;NOM;MASC;SG;3	N
بردہ	포로	بردہ	포로	N;NOM;MASC;SG;3	N
بردھ	황소	بردھ	황소		
برر	오만	برر	오만		
برزخ	형식	برزخ	형식		
برزخ	스크린	برزخ	스크린		
برزخ	분리	برزخ	분리		
برسنا	부어	برسنا	붓+어		
برسوں	연령	برس	연령	N;ACC;MASC;PL;3	N
برف	얼음	برف	얼+음	N;NOM;MASC;SG;3	N
برقیہ	전보	برقیہ	전보	N;NOM;MASC;SG;3	N
برقیہ	전보	برقیہ	전보	N;NOM;MASC;SG;3	N
برقیہ	전자	برقیہ	전자	N;NOM;MASC;SG;3	N
برکت	증가	برکت	증가	N;NOM;FEM;SG;3	N
برنگ	키키	برنگ	키키		
بُرُوں	바깥	بُرا	바깥	N;ACC;MASC;PL;3	N
بِرہ	분리	بِرہ	분리		
برّہ	키드	برّہ	키드		
بِرہا	분리	بِرہا	분리		
برَہم	하느님	برَہم	하느님		
برہمانڈ	월드	برہمانڈ	월드		
برہمانڈ	글로브	برہمانڈ	글로브		
برہمانڈ	코스모스	برہمانڈ	코스모스		
برہمی	혼란	برہمی	혼란	N;NOM;MASC;SG;3	N
برہمی	혼돈	برہمی	혼돈	N;NOM;MASC;SG;3	N
برہمی	경련	برہمی	경련	N;NOM;MASC;SG;3	N
برہمی	분노	برہمی	분노	N;NOM;MASC;SG;3	N
بِرہن	별거	بِرہن	별거		
بُری	나쁜	بُری	나쁘+ㄴ	ADJ;FEM	ADJ
بُری	나쁘다	بُری	나쁘+다	ADJ;FEM	ADJ
بِریاں	튀김	بِری	튀김	N;NOM;MASC;PL;3	N
برید	게시글	برید	게시글		
برید	포스트	برید	포스트		
برید	메일	برید	메일		
برید	메신저	برید	메신저		
بڑ	자랑	بڑ	자랑		
بڑبک	멍청이	بڑبک	멍청이		
بڑبک	바보	بڑبک	바보		
بڑبک	바보	بڑبک	바보		
بُڑک	깨물어	بُڑک	깨물+어		
بڑنا	입력합니다	بڑنا	입력+하+ㅂ니다	V;SG;NFIN;ACT	V
بڑنا	입력하기	بڑنا	입력+하+기	V;SG;NFIN;ACT	V
بڑھانا	확장하기	بڑھا	확장+하+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	펼치기	بڑھا	펼치+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	끝내기	بڑھا	끝내+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	지우기	بڑھا	지우+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	삭제하기	بڑھا	삭제+하+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	닫아	بڑھا	닫+아	V;MASC;SG;NFIN;ACT	V
بڑھانا	올리기	بڑھا	올리+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	홍보하기	بڑھا	홍보+하+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	확장하기	بڑھا	확장+하+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	펼치기	بڑھا	펼치+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	추가하기	بڑھا	추가+하+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	끝내기	بڑھا	끝내+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	지우기	بڑھا	지우+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	삭제하기	بڑھا	삭제+하+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	닫아	بڑھا	닫+아	V;MASC;SG;NFIN;ACT	V
بڑھانا	올리기	بڑھا	올리+기	V;MASC;SG;NFIN;ACT	V
بڑھانا	홍보하기	بڑھا	홍보+하+기	V;MASC;SG;NFIN;ACT	V
بڑھنا	확장하기	بڑھ	확장+하+기	V;MASC;SG;NFIN;ACT	V
بڑھنا	펼치기	بڑھ	펼치+기	V;MASC;SG;NFIN;ACT	V
بڑھنا	진행하기	بڑھ	진행+하+기	V;MASC;SG;NFIN;ACT	V
بڑھنا	확장하기	بڑھ	확장+하+기	V;MASC;SG;NFIN;ACT	V
بڑھنا	펼치기	بڑھ	펼치+기	V;MASC;SG;NFIN;ACT	V
بڑھنا	진행하기	بڑھ	진행+하+기	V;MASC;SG;NFIN;ACT	V
بڑھیا	훌륭한	بڑھیا	훌륭+하+ㄴ	V;PFV;FEM;SG;V.PTCP;ACT	V
بُز	양양	بُز	양양		
بزر	시드	بزر	시드		
بزر	씨앗	بزر	씨앗		
بُزرگ	존경받는	بُزرگ	존경받+는		
بُزرگ	노블	بُزرگ	노블		
بُزرگ	세인트	بُزرگ	세인트		
بس	전체	بس	전체	N;NOM;MASC;SG;3	N
بس	전력	بس	전력	N;NOM;MASC;SG;3	N
بس	권력	بس	권력	N;NOM;MASC;SG;3	N
بس	종료	بس	종료	N;NOM;MASC;SG;3	N
بس	통제	بس	통제	N;NOM;MASC;SG;3	N
بس	제어	بس	제어	N;NOM;MASC;SG;3	N
بس	지금	بس	지금	N;NOM;MASC;SG;3	N
بس	명령	بس	명령	N;NOM;MASC;SG;3	N
بس	명령어	بس	명령+어	N;NOM;MASC;SG;3	N
بس	사령부	بس	사령부	N;NOM;MASC;SG;3	N
بس	완료	بس	완료	N;NOM;MASC;SG;3	N
بس	권위	بس	권위	N;NOM;MASC;SG;3	N
بس	전체	بس	전체	N;NOM;MASC;SG;3	N
بس	전력	بس	전력	N;NOM;MASC;SG;3	N
بس	권력	بس	권력	N;NOM;MASC;SG;3	N
بس	종료	بس	종료	N;NOM;MASC;SG;3	N
بس	통제	بس	통제	N;NOM;MASC;SG;3	N
بس	제어	بس	제어	N;NOM;MASC;SG;3	N
بس	지금	بس	지금	N;NOM;MASC;SG;3	N
بس	명령	بس	명령	N;NOM;MASC;SG;3	N
بس	명령어	بس	명령+어	N;NOM;MASC;SG;3	N
بس	사령부	بس	사령부	N;NOM;MASC;SG;3	N
بس	완료	بس	완료	N;NOM;MASC;SG;3	N
بس	권위	بس	권위	N;NOM;MASC;SG;3	N
بِس	독도	بِس	독도		
بِسات	상품	بِسات	상품	N;NOM;MASC;PL;3	N
بِسات	물품	بِسات	물품	N;NOM;MASC;PL;3	N
بِساط	전력	بِساط	전력	N	N
بِساط	권력	بِساط	권력	N	N
بِساط	공간	بِساط	공간	N	N
بِساط	우주	بِساط	우주	N	N
بِساط	침대	بِساط	침대	N	N
بِساط	용량	بِساط	용량	N	N
بِساط	자본	بِساط	자본	N	N
بِساط	자본주의	بِساط	자본주의	N	N
بِساط	침구	بِساط	침구	N	N
بِساط	부동산	بِساط	부동산	N	N
بِسانا	받기	بِسانا	받+기	V;SG;NFIN;ACT	V
بساوٹ	향기	بساوٹ	향기		
بساوٹ	향기	بساوٹ	향기		
بِساہا	유독성	بِساہا	유독성		
بست	바운드	بست	바운드		
بست	shut	بست	shut		
بِست	스물	بِست	스물		
بِست	스무	بِست	스무		
بستر	의류	بستر	의류	N;NOM;MASC;SG;3	N
بستر	드레스	بستر	드레스	N;NOM;MASC;SG;3	N
بستر	의류	بستر	의류	N;NOM;MASC;SG;3	N
بستر	옷이	بستر	옷+이	N;NOM;MASC;SG;3	N
بستر	드레스	بستر	드레스	N;NOM;MASC;SG;3	N
بستگی	구속력	بستگی	구속력		
بستہ	묶여	بستہ	묶이+어		
بستہ	닫힌	بستہ	닫히+ㄴ		
بستہ	책가방	بستہ	책가방		
بستہ	슬픈	بستہ	슬프+ㄴ		
بستہ	슬프다	بستہ	슬프다		
بستہ	바운드	بستہ	바운드		
بستہ	냉동	بستہ	냉동		
بستہ	프로즌	بستہ	프로즌		
بستہ	소포	بستہ	소포		
بستہ	구획	بستہ	구획		
بستہ	shut	بستہ	shut		
بستی	식민지	بس	식민지	N;NOM;FEM;SG;3	N
بِسرام	위안부	بِسرام	위안부	N	N
بِسرام	숙박	بِسرام	숙박	N	N
بِسرام	중지	بِسرام	중지	N	N
بِسرام	중단	بِسرام	중단	N	N
بِسرام	정지	بِسرام	정지	N	N
بِسرنا	잊어	بِسر	잊+어		
بسط	스코프	بسط	스코프		
بسط	번영	بسط	번영		
بسنت	천연두	بسنت	천연두	N;NOM;MASC;SG;3	N
بِشن	비슈누	بِشن	비슈누		
بصارت	이해	بصارت	이해	N;NOM;MASC;SG;3	N
بصارت	통찰력	بصارت	통찰력	N;NOM;MASC;SG;3	N
بصارت	시력	بصارت	시력	N;NOM;MASC;SG;3	N
بصارت	시각	بصارت	시각	N;NOM;MASC;SG;3	N
بصر	비전	بصر	비전		
بصر	광경	بصر	광경		
بصری	광안리	بصری	광안리		
بصری	광화문	بصری	광화문		
بصری	광안리	بصری	광안리		
بصری	광화문	بصری	광화문		
بصری	비주얼	بصری	비주얼		
بصل	양파	بصل	양파		
بصیرت	통찰력	بصیرت	통찰력	N;NOM;MASC;SG;3	N
بصیرت	능력	بصیرت	능력	N;NOM;MASC;SG;3	N
بصیرت	기술	بصیرت	기술	N;NOM;MASC;SG;3	N
بصیرت	실력	بصیرت	실력	N;NOM;MASC;SG;3	N
بصیرت	스킬	بصیرت	스키+ㄹ	N;NOM;MASC;SG;3	N
بصیرت	솜씨	بصیرت	솜씨	N;NOM;MASC;SG;3	N
بصیرت	이해	بصیرت	이해	N;NOM;MASC;SG;3	N
بصیرت	시력	بصیرت	시력	N;NOM;MASC;SG;3	N
بصیرت	시각	بصیرت	시각	N;NOM;MASC;SG;3	N
بصیرت	인식	بصیرت	인식	N;NOM;MASC;SG;3	N
بصیرت	통찰력	بصیرت	통찰력	N;NOM;MASC;SG;3	N
بصیرت	능력	بصیرت	능력	N;NOM;MASC;SG;3	N
بصیرت	기술	بصیرت	기술	N;NOM;MASC;SG;3	N
بصیرت	실력	بصیرت	실력	N;NOM;MASC;SG;3	N
بصیرت	스킬	بصیرت	스키+ㄹ	N;NOM;MASC;SG;3	N
بصیرت	솜씨	بصیرت	솜씨	N;NOM;MASC;SG;3	N
بصیرت	이해	بصیرت	이해	N;NOM;MASC;SG;3	N
بصیرت	시력	بصیرت	시력	N;NOM;MASC;SG;3	N
بصیرت	시각	بصیرت	시각	N;NOM;MASC;SG;3	N
بصیرت	인식	بصیرت	인식	N;NOM;MASC;SG;3	N
بطخا	드레이크	بطخا	드레이크		
بطر	오만	بطر	오만		
بطش	파워	بطش	파우+어		
بطل	히어로	بطل	히어+로		
بُطل	속임수	بُطل	속임수		
بُطل	허위	بُطل	허위		
بُطلان	허영	بُطلان	허영		
بطن	위장	بطن	위장	N;NOM;MASC;SG;3	N
بطن	자궁	بطن	자궁	N;NOM;MASC;SG;3	N
بطن	복부	بطن	복부	N;NOM;MASC;SG;3	N
بُعد	차원	بُعد	차원	N;NOM;MASC;SG;3	N
بُعد	거리	بُعد	거리	N;NOM;MASC;SG;3	N
بُعد	차이	بُعد	차이	N;NOM;MASC;SG;3	N
بعیر	카멜	بعیر	카멜		
بغاوت	반란	بغاوت	반란	N;NOM;MASC;SG;3	N
بغاوت	반역죄	بغاوت	반역죄	N;NOM;MASC;SG;3	N
بغاوت	반역	بغاوت	반역	N;NOM;MASC;SG;3	N
بغاوت	반란	بغاوت	반란	N;NOM;MASC;SG;3	N
بغاوت	반역죄	بغاوت	반역죄	N;NOM;MASC;SG;3	N
بغاوت	반역	بغاوت	반역	N;NOM;MASC;SG;3	N
بغاوت	반란	بغاوت	반란	N;NOM;MASC;SG;3	N
بغاوت	반란	بغاوت	반란	N;NOM;MASC;SG;3	N
بُغض	미움	بُغض	미움		
بغی	불복종	بغی	불복종		
بق	모기	بق	모기		
بقا	생존	بقا	생존	N;NOM;MASC;SG;3	N
بقر	황소	بقر	황소		
بُقراطیت	중력	بُقراطیت	중력	N;NOM;MASC;SG;3	N
بُقعہ	하우스	بُقعہ	하우스		
بقیہّ	균형	بقیہّ	균형		
بکاول	요리사	بکاول	요리사		
بکتر	기갑	بکتر	기갑	N;NOM;MASC;SG;3	N
بِکٹ	하드	بِکٹ	하드		
بِکٹ	어려워	بِکٹ	어렵+어		
بِکٹ	거대	بِکٹ	거대		
بِکٹ	어려워	بِکٹ	어렵+어		
بِکٹ	피켓	بِکٹ	피켓		
بِکر	희귀한	بِکر	희귀+하+ㄴ	V;V.CVB	V
بِکس	무기력	بِکس	무기력		
بِکسنا	블룸	بِکسنا	블룸		
بِکسنا	오픈	بِکسنا	오프+ㄴ		
بِکسنا	열기	بِکسنا	열+기		
بکّل	껍질	بکّل	껍질		
بکّل	나무껍질	بکّل	나무껍질		
بکّل	스킨	بکّل	스킨		
بُکم	벙어리	بُکم	벙어리		
بکنا	말하기	بک	말하+기	V;SG;NFIN;ACT	V
بِکھ	독도	بِکھ	독도		
بکھاننا	설명해	بکھان	설명+하+어	V;NFIN;ACT	V
بکھاننا	설명하기	بکھان	설명+하+기	V;NFIN;ACT	V
بِکھم	불규칙	بِکھم	불규칙		
بِگاڑ	싸움	بِگاڑ	싸움		
بِگاڑ	반달리즘	بِگاڑ	반달리즘		
بِگڑا	앵그리	بِگڑا	앵그리		
بِگڑا	화나	بِگڑا	화나		
بِگڑا	화난	بِگڑا	화난		
بِگڑنا	파괴됨	بِگڑنا	파괴+되+ㄴ	V;NFIN;ACT	V
بل	차이	بل	차이	N;NOM;MASC;SG;3	N
بل	희생	بل	희생	N;NOM;MASC;SG;3	N
بل	왜곡	بل	왜곡	N;NOM;MASC;SG;3	N
بل	경련	بل	경련	N;NOM;MASC;SG;3	N
بل	체력	بل	체력	N;NOM;MASC;SG;3	N
بل	지원	بل	지원	N;NOM;MASC;SG;3	N
بل	후원	بل	후원	N;NOM;MASC;SG;3	N
بل	턴제	بل	턴제	N;NOM;MASC;SG;3	N
بل	능력	بل	능력	N;NOM;MASC;SG;3	N
بل	능력자	بل	능력자	N;NOM;MASC;SG;3	N
بل	차이	بل	차이	N;NOM;MASC;SG;3	N
بل	희생	بل	희생	N;NOM;MASC;SG;3	N
بل	왜곡	بل	왜곡	N;NOM;MASC;SG;3	N
بل	경련	بل	경련	N;NOM;MASC;SG;3	N
بل	체력	بل	체력	N;NOM;MASC;SG;3	N
بل	지원	بل	지원	N;NOM;MASC;SG;3	N
بل	후원	بل	후원	N;NOM;MASC;SG;3	N
بل	턴제	بل	턴제	N;NOM;MASC;SG;3	N
بل	전력	بل	전력	N;NOM;MASC;SG;3	N
بل	권력	بل	권력	N;NOM;MASC;SG;3	N
بل	능력	بل	능력	N;NOM;MASC;SG;3	N
بل	능력자	بل	능력자	N;NOM;MASC;SG;3	N
بُل	질질	بُل	질질		
بلا	샤프	بلا	샤프		
بلا	예리	بلا	예리		
بلا	영리	بلا	영리		
بلا	교통사고	بلا	교통+사고		
بلا	사고	بلا	사고		
بِلاس	즐거움	بِلاس	즐거움		
بِلاس	기쁨	بِلاس	기쁘+ㅁ		
بِلاس	즐거움	بِلاس	즐거움		
بلاغت	수사학	بلاغت	수사학	N;NOM;MASC;SG;3	N
بِلانا	사라져	بِلانا	사라지+어	V;SG;NFIN;ACT	V
بلاہر	메신저	بلاہر	메신저		
بلد	시티	بلد	시티		
بلد	시골	بلد	시골		
بلد	컨트리	بلد	컨트리		
بلد	리더	بلد	리더		
بلد	황소	بلد	황소		
بلد	타운	بلد	타우+ㄴ		
بِلسنا	즐길	بِلسنا	즐기+ㄹ		
بِلسنا	즐겨라	بِلسنا	즐기+어라		
بلع	흡수	بلع	흡수		
بلغم	가래	بلغم	가래	N;NOM;MASC;SG;3	N
بلنا	굽기	بل	굽+기	V;MASC;SG;NFIN;ACT	V
بلند	높음	بلند	높음	ADJ	ADJ
بلندی	키는	بلندی	키+는	N;NOM;FEM;SG;3	N
بلوان	스트롱	بلوان	스트롱		
بلوان	스타우트	بلوان	스타우트		
بلوان	강력	بلوان	강력		
بُلہ	바보	بُلہ	바보		
بُلہ	멍청이	بُلہ	멍청이		
بُلہ	바보	بُلہ	바보		
بُلہ	어리석은	بُلہ	어리석+ㄴ		
بُلہ	어리석음	بُلہ	어리석음		
بلیٰ	예스	بلیٰ	예스		
بلی	희생	بلی	희생	N;NOM;FEM;SG;3	N
بلے	오른쪽	بلا	오른쪽	N;NOM;MASC;SG;3	N
بلیغ	포괄적	بلیغ	포괄+적	N;NOM;MASC;SG;3	N
بم	폭탄	بم	폭탄	N;NOM;MASC;SG;3	N
بم	소음	بم	소음	N;NOM;MASC;SG;3	N
بم	시위	بم	시위	N;NOM;MASC;SG;3	N
بم	펌프	بم	펌프	N;NOM;MASC;SG;3	N
بمبا	운하	بمبا	운하		
بمبا	누르세요	بمبا	누르+세요		
بمبا	누르면	بمبا	누르+면		
بمباری	포격	بمباری	포격	N;NOM;MASC;SG;3	N
بمباری	폭격	بمباری	폭격	N;NOM;MASC;SG;3	N
بمباری	폭파	بمباری	폭파	N;NOM;MASC;SG;3	N
بمبُو	대나무	بمبُو	대나무		
بمکنا	자랑	بمک	자랑		
بُن	밑바닥	بُن	밑+바닥		
بُن	하단	بُن	하단		
بُن	바닥	بُن	바닥		
بُن	루트	بُن	루트		
بُن	뿌리	بُن	뿌리		
بُن	재단	بُن	재단		
بنا	완료되었습니다	بنا	완료+되+었+습니다	V;ACT	V
بنا	완료되었습니다	بنا	완료+되+었+습니다	V;ACT	V
بنان	손가락	بنان	손가락		
بنانا	꾸미기	بنا	꾸미+기	V;MASC;SG;NFIN;ACT	V
بنانا	준비하기	بنا	준비+하+기	V;MASC;SG;NFIN;ACT	V
بنانا	만들기	بنا	만들+기	V;MASC;SG;NFIN;ACT	V
بنانا	꾸미기	بنا	꾸미+기	V;MASC;SG;NFIN;ACT	V
بنانا	준비하기	بنا	준비+하+기	V;MASC;SG;NFIN;ACT	V
بنانا	만들기	بنا	만들+기	V;MASC;SG;NFIN;ACT	V
بناوٹ	형성	بناوٹ	형성	N;NOM;MASC;SG;3	N
بناوٹ	구조물	بناوٹ	구조물	N;NOM;MASC;SG;3	N
بناوٹ	구조	بناوٹ	구조	N;NOM;MASC;SG;3	N
بناوٹ	형태	بناوٹ	형태	N;NOM;MASC;SG;3	N
بناوٹ	모양	بناوٹ	모양	N;NOM;MASC;SG;3	N
بناوٹ	빌드	بناوٹ	빌드	N;NOM;MASC;SG;3	N
بناوٹ	공사	بناوٹ	공사	N;NOM;MASC;SG;3	N
بناوٹ	건설	بناوٹ	건설	N;NOM;MASC;SG;3	N
بناوٹ	건축	بناوٹ	건축	N;NOM;MASC;SG;3	N
بناوٹ	그림	بناوٹ	그림	N;NOM;MASC;SG;3	N
بناوٹ	헌법	بناوٹ	헌법	N;NOM;MASC;SG;3	N
بناوٹ	외모	بناوٹ	외모	N;NOM;MASC;SG;3	N
بناوٹ	모양	بناوٹ	모양	N;NOM;MASC;SG;3	N
بناوٹ	출연	بناوٹ	출연	N;NOM;MASC;SG;3	N
بناوٹ	형성	بناوٹ	형성	N;NOM;MASC;SG;3	N
بناوٹ	구조물	بناوٹ	구조물	N;NOM;MASC;SG;3	N
بناوٹ	구조	بناوٹ	구조	N;NOM;MASC;SG;3	N
بناوٹ	형태	بناوٹ	형태	N;NOM;MASC;SG;3	N
بناوٹ	모양	بناوٹ	모양	N;NOM;MASC;SG;3	N
بناوٹ	빌드	بناوٹ	빌드	N;NOM;MASC;SG;3	N
بناوٹ	공사	بناوٹ	공사	N;NOM;MASC;SG;3	N
بناوٹ	건설	بناوٹ	건설	N;NOM;MASC;SG;3	N
بناوٹ	건축	بناوٹ	건축	N;NOM;MASC;SG;3	N
بناوٹ	그림	بناوٹ	그림	N;NOM;MASC;SG;3	N
بناوٹ	헌법	بناوٹ	헌법	N;NOM;MASC;SG;3	N
بناوٹ	외모	بناوٹ	외모	N;NOM;MASC;SG;3	N
بناوٹ	모양	بناوٹ	모양	N;NOM;MASC;SG;3	N
بناوٹ	출연	بناوٹ	출연	N;NOM;MASC;SG;3	N
بنائو	콩코드	بنا	콩코드		
بنائو	드레싱	بنا	드레싱		
بنائو	화해	بنا	화하+어		
بنائو	준비	بنا	준비		
بنائو	하모니	بنا	하모+니		
بنائو	화합	بنا	화합		
بِنت	딸이	بِنت	딸+이		
بنٹ	파트	بنٹ	파트		
بنٹ	piece	بنٹ	piece		
بنٹانا	공유해	بنٹا	공유+하+어	V;MASC;SG;NFIN;ACT	V
بنٹانا	공유하기	بنٹا	공유+하+기	V;MASC;SG;NFIN;ACT	V
بنَج	트레이드	بنَج	트레이드		
بنَج	커머스	بنَج	커머스		
بندگان	명인	بندگانِ_خدا	명인		
بندگی	순종	بندگی	순종	N;NOM;MASC;SG;3	N
بندگی	서비스	بندگی	서비스	N;NOM;MASC;SG;3	N
بندگی	노예제도	بندگی	노예제+도	N;NOM;MASC;SG;3	N
بندگی	노예제	بندگی	노예제	N;NOM;MASC;SG;3	N
بندگی	헌신	بندگی	헌신	N;NOM;MASC;SG;3	N
بندگی	예배	بندگی	예배	N;NOM;MASC;SG;3	N
بندگی	찬양	بندگی	찬양	N;NOM;MASC;SG;3	N
بندگی	예배	بندگی	예배	N;NOM;MASC;SG;3	N
بندگی	숭배	بندگی	숭배	N;NOM;MASC;SG;3	N
بندن	칭찬	بندن	칭찬		
بندن	찬미	بندن	찬미		
بندن	경배	بندن	경배		
بندوبست	순서	بندوبست	순서	N;NOM;MASC;SG;3	N
بندوبست	주문	بندوبست	주문	N;NOM;MASC;SG;3	N
بندوبست	체계	بندوبست	체계	N;NOM;MASC;SG;3	N
بندوبست	시스템	بندوبست	시스템	N;NOM;MASC;SG;3	N
بندوبست	경영	بندوبست	경영	N;NOM;MASC;SG;3	N
بندوبست	관리	بندوبست	관리	N;NOM;MASC;SG;3	N
بندوبست	편곡	بندوبست	편곡	N;NOM;MASC;SG;3	N
بندوبست	규제	بندوبست	규제	N;NOM;MASC;SG;3	N
بندوبست	규정	بندوبست	규정	N;NOM;MASC;SG;3	N
بندوبست	경제	بندوبست	경제	N;NOM;MASC;SG;3	N
بندوبست	조직	بندوبست	조직	N;NOM;MASC;SG;3	N
