この	cette	この	ce	DET	DET;FEM;SG
脚本	scénario	脚本	scénario	N	N;MASC;SG
脚本	scénario	脚本	scénario	N	N;MASC;SG
脚本	script	脚本	script	N	N;MASC;SG
目的	objectifs	目的	objectif	N	N;MASC;PL
目的	buts	目的	but	N	N;MASC;PL
目的	objectifs	目的	objectif	N	N;MASC;PL
目的	finalités	目的	finalité	N	N;FEM;PL
目的	objet	目的	objet	N	N;MASC;SG
目的	finalité	目的	finalité	N	N;FEM;SG
目的	but	目的	but	N	N;MASC;SG
目的	objectif	目的	objectif	N	N;MASC;SG
目的	objectif	目的	objectif	N	N;MASC;SG
カード	cartes	カード	carte	N	N;FEM;PL
基本	bases	基本	base	N	N;FEM;PL
基本	fondements	基本	fondement	N	N;MASC;PL
基本	basic	基本	basic	N	N;MASC;SG
女優	actrices	女優	acteur	N	N;FEM;PL
女優	actrice	女優	acteur	N	N;FEM;SG
不明	inconnue	不明	inconnu	ADJ	ADJ;FEM;SG
不明	inconnu	不明	inconnu	ADJ	ADJ;MASC;SG
不明	inconnus	不明	inconnu	ADJ	ADJ;MASC;PL
不明	inconnues	不明	inconnu	ADJ	ADJ;FEM;PL
タイトル	titres	タイトル	titre	N	N;MASC;PL
タイトル	titre	タイトル	titre	N	N;MASC;SG
電気	electricité	電気	electricité	N	N;FEM;SG
電気	électricité	電気	électricité	N	N;FEM;SG
警察	policiers	警察	policier	N	N;MASC;PL
警察	police	警察	police	N	N;FEM;SG
警察	policier	警察	policier	N	N;MASC;SG
作成	créer	作成	créer	V	V;NFIN
作成	créez	作成	créer	V	V;IMP;PL;2;PRS;FIN
作成	crée	作成	créer	V	V;FEM;SG;PST;V.PTCP
作成	créent	作成	créer	V	V;IND;PL;3;PRS;FIN
作成	créée	作成	créer	V	V;FEM;SG;PST;V.PTCP
作成	créé	作成	créer	V	V;MASC;SG;PST;V.PTCP
作成	crée	作成	créer	V	V;FEM;SG;PST;V.PTCP
作成	crées	作成	créer	V	V;FEM;PL;PST;V.PTCP
作成	créés	作成	créer	V	V;MASC;PL;PST;V.PTCP
ガン	fusil	ガン	fusil	N	N;MASC;SG
ガン	pistolet	ガン	pistolet	N	N;MASC;SG
ガン	arme	ガン	arme	N	N;FEM;SG
ガン	revolver	ガン	revolver	N	N;MASC;SG
スター	étoile	スター	étoile	N	N;FEM;SG
スター	vedette	スター	vedette	N	N;FEM;SG
スター	etoiles	スター	etoile	N	N;FEM;PL
スター	star	スター	star	N	N;FEM;SG
スター	étoiles	スター	étoile	N	N;FEM;PL
自由	gratuit	自由	gratuit	ADJ	ADJ;MASC;SG
自由	libre	自由	libre	ADJ	ADJ;MASC;SG
陸軍	armée	陸軍	armée	N	N;FEM;SG
表示	afficher	表示	afficher	V	V;NFIN
表示	vue	表示	voir	V	V;FEM;SG;PST;V.PTCP
表示	voir	表示	voir	V	V;NFIN
表示	visualiser	表示	visualiser	V	V;NFIN
社長	présidente	社長	président	N	N;FEM;SG
社長	président	社長	président	N	N;MASC;SG
社長	présidents	社長	président	N	N;MASC;PL
団体	organismes	団体	organisme	N	N;MASC;PL
団体	organisations	団体	organisation	N	N;FEM;PL
団体	organisation	団体	organisation	N	N;FEM;SG
通り	rues	通り	rue	N	N;FEM;PL
通り	rue	通り	rue	N	N;FEM;SG
外部	extérieur	外部	extérieur	N	N;MASC;SG
通信	correspondances	通信	correspondance	N	N;FEM;PL
通信	correspondance	通信	correspondance	N	N;FEM;SG
通信	communication	通信	communication	N	N;FEM;SG
通信	communications	通信	communication	N	N;FEM;PL
俳優	acteurs	俳優	acteur	N	N;MASC;PL
俳優	comédiens	俳優	comédien	N	N;MASC;PL
俳優	actrice	俳優	acteur	N	N;FEM;SG
俳優	comédien	俳優	comédien	N	N;MASC;SG
俳優	acteur	俳優	acteur	N	N;MASC;SG
少年	garçon	少年	garçon	N	N;MASC;SG
少年	boy	少年	boy	N	N;MASC;SG
病院	hopital	病院	hopital	N	N;MASC;SG
病院	hôpital	病院	hôpital	N	N;MASC;SG
病院	hospitalisation	病院	hospitalisation	N	N;FEM;SG
病院	hôpitaux	病院	hôpital	N	N;MASC;PL
病院	hôpital	病院	hôpital	N	N;MASC;SG
病院	hôpitaux	病院	hôpital	N	N;MASC;PL
個人	personnel	個人	personnel	N	N;MASC;SG
個人	particuliers	個人	particulier	N	N;MASC;PL
個人	individus	個人	individu	N	N;MASC;PL
区間	intervalle	区間	intervalle	N	N;MASC;SG
区間	entracte	区間	entract	N	N;MASC;SG
区間	intervalles	区間	intervalle	N	N;MASC;PL
銀行	banques	銀行	banque	N	N;FEM;PL
銀行	banque	銀行	banque	N	N;FEM;SG
銀行	banques	銀行	banque	N	N;FEM;PL
銀行	banque	銀行	banque	N	N;FEM;SG
研究所	institute	研究所	instituter	N	N;MASC;SG
研究所	institut	研究所	institut	N	N;MASC;SG
主に	principalement	主に	principalement	ADV	ADV
主に	essentiellement	主に	essentiellement	ADV	ADV
主に	principalement	主に	principalement	ADV	ADV
彼女	she	彼女	she	PRO	PRO
彼女	elle	彼女	elle	PRO	PRO;FEM;SG;3
ニュース	nouveautés	ニュース	nouveauté	N	N;FEM;PL
ニュース	actualité	ニュース	actualité	N	N;FEM;SG
ニュース	actualités	ニュース	actualité	N	N;FEM;PL
ソフト	douce	ソフト	doux	ADJ	ADJ;FEM;SG
ソフト	doux	ソフト	doux	ADJ	ADJ;MASC;SG
ソフト	douces	ソフト	doux	ADJ	ADJ;FEM;PL
文学	littérature	文学	littérature	N	N;FEM;SG
能力	capacité	能力	capacité	N	N;FEM;SG
能力	aptitude	能力	aptitude	N	N;FEM;SG
学者	érudit	学者	érudit	N	N;MASC;SG
空港	aéroports	空港	aéroport	N	N;MASC;PL
空港	aéroport	空港	aéroport	N	N;MASC;SG
空港	aéroports	空港	aéroport	N	N;MASC;PL
高速	rapide	高速	rapide	ADJ	ADJ;MASC;SG
高速	rapides	高速	rapide	ADJ	ADJ;MASC;PL
言語	langues	言語	langue	N	N;FEM;PL
言語	langue	言語	langue	N	N;FEM;SG
言語	langage	言語	langage	N	N;MASC;SG
言語	langues	言語	langue	N	N;FEM;PL
リリース	release	リリース	releaser	N	N;FEM;SG
リリース	libération	リリース	libération	N	N;FEM;SG
リリース	rejets	リリース	rejet	N	N;MASC;PL
ベスト	gilet	ベスト	gilet	N	N;MASC;SG
会議	conférences	会議	conférence	N	N;FEM;PL
会議	conférence	会議	conférence	N	N;FEM;SG
会議	rencontres	会議	rencontre	N	N;FEM;PL
会議	réunions	会議	réunion	N	N;FEM;PL
会議	rencontre	会議	rencontre	N	N;FEM;SG
会議	réunion	会議	réunion	N	N;FEM;SG
バンド	groupe	バンド	groupe	N	N;MASC;SG
バンド	orchestre	バンド	orchestre	N	N;MASC;SG
バンド	bande	バンド	bande	N	N;FEM;SG
バンド	bandes	バンド	bande	N	N;FEM;PL
バンド	groupes	バンド	groupe	N	N;MASC;PL
追加	ajouter	追加	ajouter	V	V;NFIN
追加	ajoute	追加	ajouter	V	V;IND;SG;3;PRS;FIN
追加	ajoutez	追加	ajouter	V	V;IMP;PL;2;PRS;FIN
追加	ajoute	追加	ajouter	V	V;IND;SG;3;PRS;FIN
成功	réussi	成功	réussir	V	V;MASC;SG;PST;V.PTCP
移動	bouger	移動	bouger	V	V;NFIN
移動	déménager	移動	déménager	V	V;NFIN
移動	déplacer	移動	déplacer	V	V;NFIN
移動	bouger	移動	bouger	V	V;NFIN
移動	déménager	移動	déménager	V	V;NFIN
オリンピック	olympiades	オリンピック	olympiad	N	N;FEM;PL
国民	nation	国民	nation	N	N;FEM;SG
ファン	fans	ファン	fan	N	N;MASC;PL
ファン	ventilateurs	ファン	ventilateur	N	N;MASC;PL
ファン	adeptes	ファン	adepte	N	N;MASC;PL
ファン	ventilateur	ファン	ventilateur	N	N;MASC;SG
ファン	éventail	ファン	éventail	N	N;MASC;SG
ファン	ventilateurs	ファン	ventilateur	N	N;MASC;PL
環境	environnement	環境	environnement	N	N;MASC;SG
環境	environnements	環境	environnement	N	N;MASC;PL
大きな	gros	大きな	gros	ADJ	ADJ;MASC;SG
大きな	grosse	大きな	gros	ADJ	ADJ;FEM;SG
大きな	grande	大きな	grand	ADJ	ADJ;FEM;SG
大きな	grand	大きな	grand	ADJ	ADJ;MASC;SG
競技	compétition	競技	compétition	N	N;FEM;SG
競技	concurrence	競技	concurrence	N	N;FEM;SG
競技	concours	競技	concours	N	N;MASC;SG
会長	présidente	会長	président	N	N;FEM;SG
会長	président	会長	président	N	N;MASC;SG
会長	président	会長	président	N	N;MASC;SG
形式	forme	形式	forme	N	N;FEM;SG
形式	formulaire	形式	formulaire	N	N;MASC;SG
工場	usines	工場	usine	N	N;FEM;PL
工場	usine	工場	usine	N	N;FEM;SG
相手	adversaire	相手	adversaire	N	N;MASC;SG
戦闘	combattre	戦闘	combattre	V	V;NFIN
事務所	bureaux	事務所	bureau	N	N;MASC;PL
事務所	bureau	事務所	bureau	N	N;MASC;SG
限定	limitée	限定	limiter	V	V;FEM;SG;PST;V.PTCP
限定	limitées	限定	limiter	V	V;FEM;PL;PST;V.PTCP
限定	limité	限定	limiter	V	V;MASC;SG;PST;V.PTCP
限定	limités	限定	limiter	V	V;MASC;PL;PST;V.PTCP
データ	données	データ	donnée	N	N;FEM;PL
作戦	fonctionnement	作戦	fonctionnement	N	N;MASC;SG
作戦	opération	作戦	opération	N	N;FEM;SG
オリジナル	originale	オリジナル	original	ADJ	ADJ;FEM;SG
オリジナル	original	オリジナル	original	ADJ	ADJ;MASC;SG
オリジナル	originaux	オリジナル	original	ADJ	ADJ;MASC;PL
オリジナル	originaux	オリジナル	original	ADJ	ADJ;MASC;PL
可能性	possibilités	可能性	possibilité	N	N;FEM;PL
可能性	possibilité	可能性	possibilité	N	N;FEM;SG
種類	type	種類	type	N	N;MASC;SG
種類	types	種類	type	N	N;MASC;PL
文字	caractère	文字	caractère	N	N;MASC;SG
文字	personnage	文字	personnage	N	N;MASC;SG
文字	personnages	文字	personnage	N	N;MASC;PL
文字	caractères	文字	caractère	N	N;MASC;PL
大統領	présidente	大統領	président	N	N;FEM;SG
大統領	président	大統領	président	N	N;MASC;SG
連邦	fédération	連邦	fédération	N	N;FEM;SG
ネット	filets	ネット	filet	N	N;MASC;PL
ネット	filet	ネット	filet	N	N;MASC;SG
ネット	filets	ネット	filet	N	N;MASC;PL
共和国	république	共和国	république	N	N;FEM;SG
引退	retraités	引退	retraiter	V	V;MASC;PL;PST;V.PTCP
引退	retraité	引退	retraité	V	V;MASC;SG;PST;V.PTCP
部門	département	部門	département	N	N;MASC;SG
産業	industrie	産業	industrie	N	N;FEM;SG
決勝	finale	決勝	finale	N	N;FEM;SG
プロデューサー	producteurs	プロデューサー	producteur	N	N;MASC;PL
プロデューサー	producteur	プロデューサー	producteur	N	N;MASC;SG
プロデューサー	productrice	プロデューサー	producteur	N	N;FEM;SG
プロデューサー	producteurs	プロデューサー	producteur	N	N;MASC;PL
系統	lignée	系統	lignée	N	N;FEM;SG
レース	course	レース	course	N	N;FEM;SG
レース	race	レース	race	N	N;FEM;SG
レース	course	レース	course	N	N;FEM;SG
レース	racing	レース	racing	N	N;MASC;SG
レース	courses	レース	course	N	N;FEM;PL
レース	lacets	レース	lacet	N	N;MASC;PL
レース	dentelle	レース	dentelle	N	N;FEM;SG
レース	lacet	レース	lacet	N	N;MASC;SG
レース	lace	レース	lace	N	N;MASC;SG
レース	dentelles	レース	dentelle	N	N;FEM;PL
郵便	courrier	郵便	courrier	N	N;MASC;SG
郵便	mail	郵便	mail	N	N;MASC;SG
カップ	coupes	カップ	coupe	N	N;FEM;PL
カップ	tasses	カップ	tasse	N	N;FEM;PL
カップ	gobelets	カップ	gobelet	N	N;MASC;PL
カップ	gobelet	カップ	gobelet	N	N;MASC;SG
カップ	tasse	カップ	tasse	N	N;FEM;SG
カップ	coupe	カップ	coupe	N	N;FEM;SG
レイ	raie	レイ	raie	N	N;FEM;SG
移転	transférer	移転	transférer	V	V;NFIN
ほぼ	presque	ほぼ	presque	ADV	ADV
ほぼ	quasi	ほぼ	quasi	ADV	ADV
ほぼ	pratiquement	ほぼ	pratiquement	ADV	ADV
ほぼ	quasiment	ほぼ	quasiment	ADV	ADV
ほぼ	presque	ほぼ	presque	ADV	ADV
交差点	croisement	交差点	croisement	N	N;MASC;SG
交差点	intersection	交差点	intersection	N	N;FEM;SG
交差点	carrefour	交差点	carrefour	N	N;MASC;SG
イベント	évènements	イベント	évènement	N	N;MASC;PL
イベント	evénements	イベント	evénement	N	N;MASC;PL
イベント	evenements	イベント	evenement	N	N;MASC;PL
イベント	événements	イベント	événement	N	N;MASC;PL
イベント	évènement	イベント	évènement	N	N;MASC;SG
イベント	événement	イベント	événement	N	N;MASC;SG
イベント	evénement	イベント	evénement	N	N;MASC;SG
出典	sources	出典	source	N	N;FEM;PL
出典	source	出典	source	N	N;FEM;SG
出典	sources	出典	source	N	N;FEM;PL
ほとんど	presque	ほとんど	presque	ADV	ADV
ほとんど	quasi	ほとんど	quasi	ADV	ADV
ほとんど	pratiquement	ほとんど	pratiquement	ADV	ADV
ほとんど	quasiment	ほとんど	quasiment	ADV	ADV
重要	importante	重要	important	ADJ	ADJ;FEM;SG
重要	important	重要	important	ADJ	ADJ;MASC;SG
重要	importantes	重要	important	ADJ	ADJ;FEM;PL
重要	importants	重要	important	ADJ	ADJ;MASC;PL
プロジェクト	projet	プロジェクト	projet	N	N;MASC;SG
プロジェクト	projets	プロジェクト	projet	N	N;MASC;PL
電車	train	電車	train	N	N;MASC;SG
電車	trains	電車	train	N	N;MASC;PL
建築	architecture	建築	architecture	N	N;FEM;SG
クラス	classes	クラス	classe	N	N;FEM;PL
クラス	classe	クラス	classe	N	N;FEM;SG
普通	ordinaire	普通	ordinaire	ADJ	ADJ;MASC;SG
普通	ordinaires	普通	ordinaire	ADJ	ADJ;MASC;PL
普通	normale	普通	normal	ADJ	ADJ;FEM;SG
普通	normaux	普通	normal	ADJ	ADJ;MASC;PL
普通	normales	普通	normal	ADJ	ADJ;FEM;PL
普通	normal	普通	normal	ADJ	ADJ;MASC;SG
施行	forcées	施行	forcé	V	V;FEM;PL;PST;V.PTCP
施行	forcée	施行	forcé	V	V;FEM;SG;PST;V.PTCP
舞台	étapes	舞台	étape	N	N;FEM;PL
舞台	étape	舞台	étape	N	N;FEM;SG
舞台	stade	舞台	stade	N	N;MASC;SG
舞台	scène	舞台	scène	N	N;FEM;SG
意見	opinion	意見	opinion	N	N;FEM;SG
意見	avis	意見	avis	N	N;MASC;SG
意見	opinions	意見	opinion	N	N;FEM;PL
再び	encore	再び	encore	ADV	ADV
発見	découvrir	発見	découvrir	V	V;NFIN
発見	découvrez	発見	découvrir	V	V;IMP;PL;2;PRS;FIN
発見	découverte	発見	découvrir	V	V;FEM;SG;PST;V.PTCP
発見	découvrir	発見	découvrir	V	V;NFIN
発見	découverte	発見	découvrir	V	V;FEM;SG;PST;V.PTCP
発見	découvertes	発見	découvrir	V	V;FEM;PL;PST;V.PTCP
ローマ	roman	ローマ	roman	N	N;MASC;SG
ローマ	rom	ローマ	rom	N	N;FEM;SG
ローマ	roms	ローマ	rom	N	N;MASC;PL
保護	protéger	保護	protéger	V	V;NFIN
保護	protégeant	保護	protéger	V	V;PRS;V.PTCP
保護	protège	保護	protéger	V	V;IND;SG;3;PRS;FIN
保護	protégez	保護	protéger	V	V;IMP;PL;2;PRS;FIN
保護	protéger	保護	protéger	V	V;NFIN
保護	protègent	保護	protéger	V	V;IND;PL;3;PRS;FIN
少女	fille	少女	fille	N	N;FEM;SG
少女	fillette	少女	fillette	N	N;FEM;SG
試験	examen	試験	examen	N	N;MASC;SG
試験	examen	試験	examen	N	N;MASC;SG
試験	examens	試験	examen	N	N;MASC;PL
きく	ets	きく	et		
作家	auteurs	作家	auteur	N	N;MASC;PL
作家	rédacteur	作家	rédacteur	N	N;MASC;SG
作家	auteur	作家	auteur	N	N;MASC;SG
作家	écrivain	作家	écrivain	N	N;MASC;SG
作家	scénariste	作家	scénariste	N	N;MASC;SG
作家	scénaristes	作家	scénariste	N	N;MASC;PL
作家	auteurs	作家	auteur	N	N;MASC;PL
作家	écrivains	作家	écrivain	N	N;MASC;PL
作家	auteure	作家	auteure	N	N;FEM;SG
作家	auteur	作家	auteur	N	N;MASC;SG
地球	earth	地球	earth	N	N;MASC;SG
地球	terre	地球	terre	N	N;FEM;SG
方法	méthode	方法	méthode	N	N;FEM;SG
特徴	fonctions	特徴	fonction	N	N;FEM;PL
特徴	fonctionnalités	特徴	fonctionnalité	N	N;FEM;PL
特徴	fonctionnalité	特徴	fonctionnalité	N	N;FEM;SG
ベース	base	ベース	base	N	N;FEM;SG
ベース	contrebasse	ベース	contrebasse	N	N;FEM;SG
ベース	bassiste	ベース	bassiste	N	N;MASC;SG
男性	mâle	男性	mâle	N	N;MASC;SG
男性	homme	男性	homme	N	N;MASC;SG
男性	hommes	男性	homme	N	N;MASC;PL
男性	homme	男性	homme	N	N;MASC;SG
男性	man	男性	man	N	N;MASC;SG
男性	mec	男性	mec	N	N;MASC;SG
男性	homme	男性	homme	N	N;MASC;SG
ケース	cas	ケース	cas	N	N;MASC;SG
ケース	étui	ケース	étui	N	N;MASC;SG
ケース	affaire	ケース	affaire	N	N;FEM;SG
ケース	cas	ケース	cas	N	N;MASC;SG
子供	enfants	子供	enfant	N	N;MASC;PL
子供	enfants	子供	enfant	N	N;MASC;PL
子供	enfant	子供	enfant	N	N;MASC;SG
子供	enfant	子供	enfant	N	N;MASC;SG
大臣	ministre	大臣	ministre	N	N;MASC;SG
大臣	ministres	大臣	ministre	N	N;MASC;PL
オープン	ouverture	オープン	ouverture	N	N;FEM;SG
コーナー	corner	コーナー	corner	N	N;MASC;SG
コーナー	coin	コーナー	coin	N	N;MASC;SG
取締役	directeur	取締役	directeur	N	N;MASC;SG
取締役	directrice	取締役	directrice	N	N;FEM;SG
取締役	réalisateur	取締役	réalisateur	N	N;MASC;SG
取締役	administrateurs	取締役	administrateur	N	N;MASC;PL
取締役	réalisateurs	取締役	réalisateur	N	N;MASC;PL
取締役	directeurs	取締役	directeur	N	N;MASC;PL
人気	popularité	人気	popularité	N	N;FEM;SG
説明	expliquez	説明	expliquer	V	V;IMP;PL;2;PRS;FIN
説明	expliquer	説明	expliquer	V	V;NFIN
説明	explique	説明	expliquer	V	V;IND;SG;3;PRS;FIN
ドル	dollars	ドル	dollar	N	N;MASC;PL
ドル	dollars	ドル	dollar	N	N;MASC;PL
ドル	dollar	ドル	dollar	N	N;MASC;SG
投票	votez	投票	votez	V	V;IMP;PL;2;PRS;FIN
投票	voter	投票	voter	V	V;NFIN
投票	voter	投票	voter	V	V;NFIN
雑誌	revue	雑誌	revue	N	N;FEM;SG
雑誌	magazine	雑誌	magazine	N	N;MASC;SG
雑誌	magasine	雑誌	magasine	N	N;MASC;SG
雑誌	revues	雑誌	revue	N	N;FEM;PL
雑誌	magazines	雑誌	magazine	N	N;MASC;PL
学科	département	学科	département	N	N;MASC;SG
学科	départements	学科	département	N	N;MASC;PL
登録	enregistrer	登録	enregistrer	V	V;NFIN
登録	enregistrez	登録	enregistrer	V	V;IMP;PL;2;PRS;FIN
ステージ	étapes	ステージ	étape	N	N;FEM;PL
ステージ	étape	ステージ	étape	N	N;FEM;SG
ステージ	stade	ステージ	stade	N	N;MASC;SG
ステージ	scène	ステージ	scène	N	N;FEM;SG
学生	étudiants	学生	étudiant	N	N;MASC;PL
学生	etudiants	学生	etudiant	N	N;MASC;PL
学生	élèves	学生	élève	N	N;MASC;PL
学生	étudiant	学生	étudiant	N	N;MASC;SG
学生	étudiants	学生	étudiant	N	N;MASC;PL
学生	etudiant	学生	etudiant	N	N;MASC;SG
周辺	environs	周辺	environs	N	N;MASC;PL
周辺	alentours	周辺	alentours	N	N;MASC;PL
周辺	périphérie	周辺	périphérie	N	N;FEM;SG
言葉	mot	言葉	mot	N	N;MASC;SG
言葉	mots	言葉	mot	N	N;MASC;PL
教会	églises	教会	église	N	N;FEM;PL
教会	eglises	教会	eglise	N	N;FEM;PL
教会	église	教会	église	N	N;FEM;SG
教会	eglise	教会	eglise	N	N;FEM;SG
内閣	armoire	内閣	armoire	N	N;FEM;SG
内閣	cabinet	内閣	cabinet	N	N;MASC;SG
主張	réclamer	主張	réclamer	V	V;NFIN
主張	revendiquer	主張	revendiquer	V	V;NFIN
ロック	écluse	ロック	écluse	N	N;FEM;SG
ロック	serrure	ロック	serrure	N	N;FEM;SG
ロック	verrou	ロック	verrou	N	N;MASC;SG
ロック	rock	ロック	rock	N	N;MASC;SG
事故	accident	事故	accident	N	N;MASC;SG
事故	accidents	事故	accident	N	N;MASC;PL
状況	circonstances	状況	circonstance	N	N;FEM;PL
状況	circonstance	状況	circonstance	N	N;FEM;SG
状況	situations	状況	situation	N	N;FEM;PL
状況	situation	状況	situation	N	N;FEM;SG
状況	circonstances	状況	circonstance	N	N;FEM;PL
家族	famille	家族	famille	N	N;FEM;SG
家族	familles	家族	famille	N	N;FEM;PL
距離	distance	距離	distance	N	N;FEM;SG
距離	éloignement	距離	éloignement	N	N;MASC;SG
距離	distances	距離	distance	N	N;FEM;PL
距離	distances	距離	distance	N	N;FEM;PL
新しい	nouveau	新しい	nouveau	ADJ	ADJ;MASC;SG
新しい	nouvelle	新しい	nouveau	ADJ	ADJ;FEM;SG
新しい	nouvelles	新しい	nouveau	ADJ	ADJ;FEM;PL
新しい	nouveaux	新しい	nouveau	ADJ	ADJ;MASC;PL
ホール	trou	ホール	trou	N	N;MASC;SG
ホール	hall	ホール	hall	N	N;MASC;SG
体重	poids	体重	poids	N	N;MASC;SG
血液	sang	血液	sang	N	N;MASC;SG
同意	accepté	同意	accepter	V	V;MASC;SG;PST;V.PTCP
同意	convenu	同意	convenu	V	V;MASC;SG;PST;V.PTCP
これら	ces	これら	ce	PRO	PRO;PL;3
由来	origine	由来	origine	N	N;FEM;SG
由来	origines	由来	origine	N	N;FEM;PL
平均	moyenne	平均	moyenne	N	N;FEM;SG
店舗	magasins	店舗	magasin	N	N;MASC;PL
店舗	commerces	店舗	commerce	N	N;MASC;PL
店舗	magasins	店舗	magasin	N	N;MASC;PL
店舗	boutiques	店舗	boutique	N	N;FEM;PL
店舗	boutique	店舗	boutique	N	N;FEM;SG
店舗	magasin	店舗	magasin	N	N;MASC;SG
カテゴリ	catégorie	カテゴリ	catégorie	N	N;FEM;SG
カテゴリ	catégories	カテゴリ	catégorie	N	N;FEM;PL
カテゴリ	catégories	カテゴリ	catégorie	N	N;FEM;PL
メートル	compteurs	メートル	compteur	N	N;MASC;PL
メートル	mètres	メートル	mètre	N	N;MASC;PL
メートル	mètre	メートル	mètre	N	N;MASC;SG
メートル	mètres	メートル	mètre	N	N;MASC;PL
芸術	arts	芸術	art	N	N;MASC;PL
芸術	art	芸術	art	N	N;MASC;SG
主人	protagoniste	主人	protagoniste	N	N;MASC;SG
複数	pluriel	複数	pluriel	N	N;MASC;SG
観光	tourisme	観光	tourisme	N	N;MASC;SG
観光	touriste	観光	touriste	N	N;MASC;SG
観光	vacance	観光	vacance	N	N;FEM;SG
取得	réclamer	取得	réclamer	V	V;NFIN
取得	revendiquer	取得	revendiquer	V	V;NFIN
取得	récupérer	取得	récupérer	V	V;NFIN
王国	royaume	王国	royaume	N	N;MASC;SG
電話	telephone	電話	telephone	N	N;MASC;SG
電話	téléphone	電話	téléphone	N	N;MASC;SG
刑事	inspectrice	刑事	inspecteur	N	N;FEM;SG
刑事	inspecteur	刑事	inspecteur	N	N;MASC;SG
刑事	détective	刑事	détective	N	N;MASC;SG
レコード	record	レコード	record	N	N;MASC;SG
レコード	enregistrements	レコード	enregistrement	N	N;MASC;PL
レコード	records	レコード	record	N	N;MASC;PL
トップ	top	トップ	top	N	N;MASC;SG
飛行	vol	飛行	vol	N	N;MASC;SG
メイン	main	メイン	main	N	N;FEM;SG
メイン	maine	メイン	maine	N	N;MASC;SG
ロード	chargement	ロード	chargement	N	N;MASC;SG
