css	css	css	css	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kvaliteten	kakovost	kvalitet	kakovost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
kvaliteten	kvaliteta	kvalitet	kvaliteta	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
kvaliteten	kakovosti	kvalitet	kakovost	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
teknikken	tehnika	teknik	tehnika	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
teknikken	tehniko	teknik	tehnika	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
hangarskibe	nosilci	hangarskib	nosilec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
hangarskibe	prevozniki	hangarskib	prevoznik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
geologi	geologija	geologi	geologija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaff	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
begrænsninger	omejitve	begrænsning	omejitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
begrænsninger	omejitve	begrænsning	omejitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
begrænsninger	omejitve	begrænsning	omejitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
begrænsninger	meje	begrænsning	meja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
begrænsninger	omejitve	begrænsning	omejitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gaver	darili	gave	darilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
gaver	darila	gave	darilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
gaver	darovi	gave	dar	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
gaver	darila	gave	darilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
soldaterne	vojaki	soldat	vojak	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
oplevelse	doživetje	oplevelse	doživetje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oplevelse	izkušnja	oplevelse	izkušnja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
massakren	masaker	massakr	masaker	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
massakren	pokol	massakr	pokol	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
paradise	paradiž	paradis	paradiža	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
paradise	raj	paradis	raje	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
paradise	paradise	paradis	paradis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kvartfinalen	četrtfinale	kvartfinale	četrtfinale	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
krater	krater	krate	krater	N;INDF;NEUT;SG	N;NOM;MASC;SG
bestilt	naročila	bestille	naročiti	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
bestilt	naročil	bestille	naročiti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
astronomi	astronomijo	astronomi	astronomija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
profession	poklic	profession	poklic	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rigeste	najbogatejših	rig	bogat	ADJ;DEF;RL	ADJ;GEN;RL;MASC;PL
rigeste	najbogatejši	rig	bogat	ADJ;DEF;RL	ADJ;NOM;DEF;RL;MASC;SG
rigeste	najbogatejših	rig	bogat	ADJ;DEF;RL	ADJ;GEN;RL;MASC;PL
forretningsmand	poslovnež	forretningsmand	poslovnež	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
karakterer	ocene	karakter	ocena	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
karakterer	stopnje	karakter	stopnja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
karakterer	ocen	karakter	ocena	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
karakterer	liki	karakter	lik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
karakterer	znaki	karakter	znak	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
karakterer	znakov	karakter	znak	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
provinserne	province	provins	provinec	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
provinserne	provincah	provins	provinca	N;DEF;MASC+FEM;PL	N;ESS;FEM;PL
provinserne	pokrajine	provins	pokrajina	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
ondt	kruto	ondt	krut	ADV	ADV
arving	dedinja	arving	dedinja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
arving	naslednica	arving	naslednica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
arving	dedič	arving	dedič	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
arving	naslednik	arving	naslednik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
arving	dediča	arving	dedič	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fattig	uboga	fattig	ubog	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
juliane	juliane	juliane	juliana	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
funktionen	funkcija	funktion	funkcija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
funktionen	funkcijo	funktion	funkcija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
funktionen	lastnost	funktion	lastnost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
funktionen	značilnost	funktion	značilnost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fauna	favna	fauna	faven	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udsatte	ranljive	udsat	ranljiv	ADJ;PL	ADJ;NOM;FEM;PL
udsatte	ranljivi	udsat	ranljiv	ADJ;PL	ADJ;NOM;MASC;PL
beregninger	izračuni	beregning	izračun	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
stjernen	zvezdica	stjerne	zvezdica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
stjernen	zvezdo	stjerne	zvezda	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
stjernen	zvezda	stjerne	zvezda	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
håndværkere	obrtnikov	håndværker	obrtnik	N;INDF;NEUT;PL	N;GEN;MASC;PL
håndværkere	mojstri	håndværker	mojster	N;INDF;NEUT;PL	N;NOM;MASC;PL
kalk	kalcij	kalk	kalcija	N;INDF;NEUT;SG	N;NOM;MASC;SG
kalk	kalcijev	kalk	kalcij	N;INDF;NEUT;SG	N;NOM;MASC;SG
kalk	kalcija	kalk	kalcija	N;INDF;NEUT;SG	N;NOM;FEM;SG
kalk	apna	kalk	apna	N;INDF;NEUT;SG	N;NOM;MASC;SG
kalk	apno	kalk	apen	N;INDF;NEUT;SG	N;NOM;FEM;SG
distribution	razdelitev	distribution	razdelitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
distribution	porazdelitev	distribution	porazdelitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
distribution	distribucija	distribution	distribucija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
distribution	razdeljevanje	distribution	razdeljevanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
distribution	razporeditev	distribution	razporeditev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
smal	ozka	smal	ozek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smal	ozek	smal	ozek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
mekaniske	mehanski	mekanisk	mehanski	ADJ;PL	ADJ;NOM;MASC;PL
mekaniske	mehanske	mekanisk	mehanski	ADJ;PL	ADJ;NOM;FEM;PL
litterær	literarni	litterær	literaren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
fylde	zapolni	fylde	zapolniti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
fylde	napolni	fylde	napolen	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
dokumentar	dokumentarec	dokumentar	dokumentarec	N;INDF;NEUT;SG	N;NOM;MASC;SG
platforme	platforme	platform	platform	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gener	genov	gen	gen	N;INDF;NEUT;PL	N;GEN;MASC;PL
gener	geni	gen	geniti	N;INDF;NEUT;PL	N;NOM;MASC;PL
generaler	generali	general	general	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
generaler	generalov	general	general	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
teatre	gledališča	teater	gledališče	N;INDF;NEUT;PL	N;NOM;NEUT;PL
teatre	kinih	teater	kino	N;INDF;NEUT;PL	N;ESS;MASC;PL
teatre	gledališča	teater	gledališče	N;INDF;NEUT;PL	N;NOM;NEUT;PL
understøtter	podpira	understøtte	podpirati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
flytning	selitev	flytning	selitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flytning	premikanje	flytning	premikanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
flytning	premestitev	flytning	premestitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flytning	preselitev	flytning	preselitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flytning	premikanje	flytning	premikanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
flytning	gibanje	flytning	gibanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
munke	menihov	munke	menih	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
munke	menihi	munke	menih	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
undersøgte	preučila	undersøge	preučiti	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
mexicansk	mehiško	mexicansk	mehiški	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
mexicansk	mehiški	mexicansk	mehiški	ADJ;INDF;SG	ADJ;NOM;MASC;SG
mexicansk	mehiška	mexicansk	mehiški	ADJ;INDF;SG	ADJ;NOM;FEM;SG
offensiven	ofenzivo	offensiv	ofenziv	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
elektroner	elektroni	elektrone	elektron	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
påstande	trditve	påstande	trditev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
påstande	terjatve	påstande	terjatev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
påstande	trditve	påstande	trditev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
påstande	trditve	påstande	trditev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kigger	gledal	kigge	gledati	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
kigger	opazovati	kigge	opazovati	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
kigger	opazuje	kigge	opazovati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
wisconsin	wisconsinu	wisconsin	wisconsin	N;INDF;NEUT;SG	N;DAT;MASC;SG
vedligeholdelse	vzdrževanje	vedligeholdelse	vzdrževanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
perfekt	popolna	perfekt	popoln	ADJ;INDF;SG	ADJ;NOM;FEM;SG
perfekt	popoln	perfekt	popoln	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
perfekt	popolno	perfekt	popoln	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
fugtige	vlažne	fugtig	vlažen	ADJ;PL	ADJ;NOM;FEM;PL
seere	gledalce	seer	gledalec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
seere	gledalci	seer	gledalec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
seere	gledalcem	seer	gledalec	N;INDF;MASC+FEM;PL	N;DAT;MASC;PL
udfald	izid	udfald	izid	N;INDF;NEUT;SG	N;NOM;MASC;SG
persisk	perzijski	persisk	perzijski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
forudsætning	predpogoj	forudsætning	predpog	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forudsætning	predpostavka	forudsætning	predpostavka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forudsætning	predpogoj	forudsætning	predpog	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hovedperson	protagonist	hovedperson	protagonist	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kunstig	umetna	kunstig	umeten	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
kunstig	umetnega	kunstig	umeten	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;NEUT;SG
fods	nogo	fod	noga	N;INDF	N;ACC;FEM;SG
fods	noga	fod	nog	N;INDF	N;NOM;FEM;SG
fods	stopalo	fod	stopalo	N;INDF	N;NOM;NEUT;SG
fænomenet	fenomen	fænomene	fenomen	N;DEF;NEUT;SG	N;NOM;MASC;SG
fænomenet	pojav	fænomene	pojav	N;DEF;NEUT;SG	N;NOM;MASC;SG
dramatiker	dramatik	dramatiker	dramatik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bæres	nosil	bære	nositi	V;IND;PRS;FIN;PASS	V;IPFV;MASC;SG;V.PTCP
fotos	fotografije	fotos	fotografija	N;INDF;NEUT;PL	N;NOM;FEM;PL
fotos	fotografije	fotos	fotografija	N;INDF;NEUT;PL	N;NOM;FEM;PL
fotos	slike	fotos	slika	N;INDF;NEUT;PL	N;NOM;FEM;PL
fotos	fotografij	fotos	fotografija	N;INDF;NEUT;PL	N;GEN;FEM;PL
stage	faza	stage	faza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stage	oder	stage	oder	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mistanke	osumljenec	mistanke	osumljenec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mistanke	sum	mistanke	sum	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mistanke	sum	mistanke	sum	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
digitalt	digitalno	digitalt	digitalen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
digitalt	digitalnega	digitalt	digitalen	ADJ;INDF;NEUT;SG	ADJ;GEN;NEUT;SG
digitalt	digitalna	digitalt	digitalen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
digitalt	digitalno	digitalt	digitalen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
digitalt	digitalni	digitalt	digitalen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
paradis	paradiž	paradis	paradiža	N;INDF;NEUT;SG	N;NOM;MASC;SG
paradis	raj	paradis	raje	N;INDF;NEUT;SG	N;NOM;MASC;SG
paradis	paradise	paradis	paradis	N;INDF;NEUT;SG	N;NOM;MASC;SG
svømmer	plava	svømme	plavati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
maine	maine	maine	main	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
helikoptere	helikopterje	helikopter	helikopter	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
helikoptere	helikopterji	helikopter	helikopter	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
moderat	zmerna	moderat	zmeren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
moderat	zmeren	moderat	zmeren	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
købmænd	trgovci	købmand	trgovec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kontinent	celina	kontinent	celina	N;INDF;NEUT;SG	N;NOM;FEM;SG
kontinent	celini	kontinent	celina	N;INDF;NEUT;SG	N;DAT;FEM;SG
kontinent	celino	kontinent	celina	N;INDF;NEUT;SG	N;ACC;FEM;SG
baser	baz	base	baza	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
baser	baze	base	baza	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
oplyste	prižgal	oplyse	prižgati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
opretter	ustvarja	oprette	ustvarjati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
opretter	ustvari	oprette	ustvariti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
opretter	ustvarjati	oprette	ustvarjati	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
opretter	ustvariti	oprette	ustvariti	V;IND;PRS;FIN;ACT	V;PFV;NFIN
opretter	ustvari	oprette	ustvariti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
maximilian	maximilian	maximilian	maximilian	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
positioner	položaji	position	položaj	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
positioner	stališča	position	stališče	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
positioner	pozicije	position	pozicija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
lægen	zdravnik	læge	zdravnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
lægen	zdravnika	læge	zdravnik	N;DEF;MASC+FEM;SG	N;ACC;MASC;SG
lægen	zdravnica	læge	zdravnica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
lægen	doktor	læge	doktor	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
taktik	taktiko	taktik	taktika	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
taktik	taktika	taktik	taktika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
taktik	taktika	taktik	taktika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
munden	gobec	mund	gobec	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kæmpet	boril	kæmpe	boriti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
filmet	snemal	film	snemati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
filmet	posneti	film	posnet	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
filmet	posnel	film	posneti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
demonstrationer	proteste	demonstration	protest	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
demonstrationer	protesti	demonstration	protest	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
demonstrationer	demonstracij	demonstration	demonstracija	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
demonstrationer	predstavitve	demonstration	predstavitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
demonstrationer	demonstracije	demonstration	demonstracija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
footballdatabase	footballdatabase	footballdatabase	footballdatabas	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
afviser	zavrača	afvise	zavračati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
sorg	žalovanje	sorg	žalovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sorg	žalost	sorg	žalost	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
sorg	žalosti	sorg	žalost	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
sorg	žalost	sorg	žalost	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
sorg	žalost	sorg	žalost	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
sorg	žalovanje	sorg	žalovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sorg	žalovanja	sorg	žalovanje	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
anseelse	sloves	anseelse	sloves	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
anseelse	ugled	anseelse	ugled	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
smed	vrgel	smide	vreči	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
malere	slikarjev	male	slikar	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
aske	pepel	aske	pepel	N;INDF;NEUT;SG	N;NOM;MASC;SG
aske	pepel	aske	pepel	N;INDF;NEUT;SG	N;NOM;MASC;SG
aske	ash	aske	anh	N;INDF;NEUT;SG	N;NOM;MASC;SG
kardinal	kardinal	kardinal	kardinal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sår	rano	sår	ran	N;INDF;NEUT;SG	N;ACC;FEM;SG
sår	rana	sår	ran	N;INDF;NEUT;SG	N;NOM;FEM;SG
affære	afera	affære	afera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
affære	afero	affære	afera	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kulturarv	dediščina	kulturarv	dediščina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kulturarv	dediščino	kulturarv	dediščina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
regime	ureditev	regime	ureditev	N;INDF;NEUT;SG	N;NOM;FEM;SG
regime	režim	regime	režim	N;INDF;NEUT;SG	N;NOM;MASC;SG
alliancen	zavezništvo	alliance	zavezništvo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
udfordringer	izzive	udfordring	izziv	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
udfordringer	izzivi	udfordring	izziv	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
protein	protein	protein	protein	N;INDF;NEUT;SG	N;NOM;MASC;SG
netværket	mreža	netværk	mreža	N;DEF;NEUT;SG	N;NOM;FEM;SG
netværket	omrežje	netværk	omrežje	N;DEF;NEUT;SG	N;NOM;NEUT;SG
klipper	pečine	klippe	pečina	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
klipper	skale	klippe	skala	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
klipper	kamenje	klippe	kamenje	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
klipper	kamni	klippe	kamen	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
ekspansion	razširitev	ekspansion	razširitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ekspansion	širjenje	ekspansion	širjenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ekspansion	širitev	ekspansion	širitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
genetisk	gensko	genetisk	genski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
genetisk	genetsko	genetisk	genetsko	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
genetisk	gensko	genetisk	genski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
genetisk	genetsko	genetisk	genetsko	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
intellektuelle	intelektualne	intellektuel	intelektualen	ADJ;PL	ADJ;NOM;FEM;PL
hellig	sveto	hellig	svet	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	N;NOM;MASC;SG
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	N;NOM;MASC;SG
digtere	pesniki	digter	pesnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
terminal	terminal	terminal	terminal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
terminal	terminalu	terminal	terminal	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
indkomst	dohodek	indkomst	dohodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indkomst	dohodka	indkomst	dohodek	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
indkomst	prihodek	indkomst	prihodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tegneserie	komik	tegneserie	komik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tegneserie	strip	tegneserie	strip	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tegneserie	risanko	tegneserie	risanka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tegneserie	risanka	tegneserie	risanka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bedrifter	imetja	bedrifter	imetje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
bedrifter	deleži	bedrifter	delež	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bedrifter	gospodarstev	bedrifter	gospodarstvo	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
bedrifter	dosežke	bedrifter	dosežek	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
bedrifter	dosežki	bedrifter	dosežek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
koalition	koalicijo	koalition	koalicija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
indstillede	prenehal	indstille	prenehati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
dynamo	dinamo	dynamo	dinama	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
perron	ploščad	perron	ploščad	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
perron	platforma	perron	platform	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
perron	platformo	perron	platforma	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
blok	blokada	blok	blokad	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blok	blok	blok	blok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
blok	block	blok	block	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
spænder	zapirali	spænde	zapirati	V;IND;PRS;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
spænder	zapirala	spænde	zapirati	V;IND;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
word	beseda	word	beseda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
word	besedo	word	beseda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
allmusic	allmusic	allmusic	allmusic	N;INDF;NEUT;SG	N;NOM;MASC;SG
manuskripter	rokopisi	manuskript	rokopis	N;INDF;NEUT;PL	N;NOM;MASC;PL
manuskripter	scenariji	manuskript	scenarij	N;INDF;NEUT;PL	N;NOM;MASC;PL
manuskripter	scenarije	manuskript	scenarija	N;INDF;NEUT;PL	N;NOM;FEM;PL
pligt	dajatev	pligt	dajatev	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
pligt	dolžnost	pligt	dolžnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pligt	obveznost	pligt	obveznost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pligt	obveza	pligt	obveza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
onsdag	sredo	onsdag	sreda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
onsdag	sreda	onsdag	sreda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
biologi	biologijo	biologi	biologija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
biologi	biologija	biologi	biologija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gult	rumena	gult	rumen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
gult	rumen	gult	rumen	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
palme	dlan	palme	dlan	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
palme	dlani	palme	dlan	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
frekvens	frekvenca	frekve	frekvenca	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
