پُف	puff	پُف	puff		
تصویر	obrazek	تصویر	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	obraz	تصویر	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	fotografia	تصویر	fotografia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصویر	zdjęcie	تصویر	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	rysunek	تصویر	rysunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	obrazek	تصویر	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	obraz	تصویر	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	zdjęcie	تصویر	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویری	obrazkowe	تصویری	obrazkowy	ADJ	ADJ;NOM;NEUT;SG
تضاد	kontrast	تضاد	kontrast	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تضاد	niezgodność	تضاد	niezgodność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تضاد	sprzeczność	تضاد	sprzeczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تضاد	kontrast	تضاد	kontrast	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تضاد	niezgodność	تضاد	niezgodność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تضاد	opozycja	تضاد	opozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تضاد	sprzeciw	تضاد	sprzeciw	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تضحیکی	niedorzeczne	تضحیکی	niedorzeczny	ADJ	ADJ;NOM;NEUT;SG
تضحیکی	śmieszne	تضحیکی	śmieszny	ADJ	ADJ;NOM;NEUT;SG
تضمین	włączenie	تضمین	włączyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تضمین	integracja	تضمین	integracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تطابُق	dostosowanie	تطابُق	dostosowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تطابُق	przystosowanie	تطابُق	przystosowanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تطابُق	korespondencja	تطابُق	korespondencja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تطاوُل	tyranii	تطاوُل	tyrania		
تطبیق	porównania	تطبیق	porównanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تطبیق	porównywanie	تطبیق	porównywać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تطبیق	porównanie	تطبیق	porównać	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعارض	rywalizacja	تعارض	rywalizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعارض	konkurencja	تعارض	konkurencja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعارض	konkurs	تعارض	konkurs	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعارض	niezgodność	تعارض	niezgodność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعارض	opozycja	تعارض	opozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعارض	sprzeciw	تعارض	sprzeciw	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعارض	sprzeczność	تعارض	sprzeczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعارف	wprowadzanie	تعارف	wprowadzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعارف	wstęp	تعارف	wstęp	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعارف	wprowadzenie	تعارف	wprowadzić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تعاقب	pościg	تعاقب	pościg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعاقب	pościg	تعاقب	pościg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعاوُن	współpracy	تعاوُن	współpraca		
تعبُّس	drażliwość	تعبُّس	drażliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعبیر	wyjaśnienie	تعبیر	wyjaśnić	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعبیر	wyjaśnienia	تعبیر	wyjaśnienie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعداد	numer	تعداد	numer	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعداد	liczba	تعداد	liczba	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	kwota	تعداد	kwota	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	suma	تعداد	suma	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	siła	تعداد	siła	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	wytrzymałość	تعداد	wytrzymałość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	kwota	تعداد	kwota	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	ilość	تعداد	ilość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعداد	obliczenie	تعداد	obliczyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعداد	wyliczenie	تعداد	wyliczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تعداد	wyliczenia	تعداد	wyliczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;V.MSDR
تعدیل	dostosowanie	تعدیل	dostosowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعدیل	regulacja	تعدیل	regulacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعدیل	dostosowanie	تعدیل	dostosowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعدیل	regulacja	تعدیل	regulacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعریف	definicja	تعریف	definicja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعریف	wyjaśnienie	تعریف	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعریف	wyjaśnienia	تعریف	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعریف	definicja	تعریف	definicja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعریف	wyjaśnienie	تعریف	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعریف	wyjaśnienia	تعریف	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعزیر	kara	تعزیر	kara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعزیر	kara	تعزیر	kara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعزیر	karne	تعزیر	karny	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعزیر	kara	تعزیر	kara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعسُّر	trudność	تعسُّر	trudność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعسُّر	bieda	تعسُّر	bieda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعسُّر	ubóstwo	تعسُّر	ubóstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعشُّق	miłość	تعشُّق	miłość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعشُّق	pragnienie	تعشُّق	pragnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعشُّق	pożądanie	تعشُّق	pożądać	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعشُّق	pożądania	تعشُّق	pożądanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعشُّق	tęsknota	تعشُّق	tęsknota	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعشُّق	życzenie	تعشُّق	życzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعطیل	święto	تعطیل	święto	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعطیل	urlop	تعطیل	urlop	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تعظیم	poszanowanie	تعظیم	poszanowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعظیم	poszanowanie	تعظیم	poszanowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعظیم	adoracja	تعظیم	adoracja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعلُّقہ	posiadanie	تعلُّقہ	posiadać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعلیم	nauczanie	تعلیم	nauczanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعلیم	nauczania	تعلیم	nauczanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعلیم	kształcenie	تعلیم	kształcenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعلیم	wykształcenie	تعلیم	wykształcenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعلیم	edukacja	تعلیم	edukacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعلیم	instrukcja	تعلیم	instrukcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعلیم	nauczanie	تعلیم	nauczanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعلیم	nauczania	تعلیم	nauczanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعلیم	kształcenie	تعلیم	kształcenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعلیم	wykształcenie	تعلیم	wykształcenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعلیم	edukacja	تعلیم	edukacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعمیر	budowanie	تعمیر	budować	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعمیر	budynek	تعمیر	budynek	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تعمیر	struktura	تعمیر	struktura	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعمیر	konstrukcja	تعمیر	konstrukcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعمیر	konstrukcja	تعمیر	konstrukcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعمیر	budownictwo	تعمیر	budownictwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تعمیر	budowanie	تعمیر	budować	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تعمیر	budynek	تعمیر	budynek	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تعمیر	struktura	تعمیر	struktura	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعمیر	konstrukcja	تعمیر	konstrukcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تعمیری	konstruktywne	تعمیری	konstruktywny	ADJ	ADJ;NOM;NEUT;SG
تعمیل	realizacja	تعمیل	realizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعمیل	egzekucja	تعمیل	egzekucja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعمیل	wykonanie	تعمیل	wykonać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تعمیل	wykonanie	تعمیل	wykonać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تعمیل	skuteczność	تعمیل	skuteczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعمیل	posłuszeństwo	تعمیل	posłuszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تعمیل	realizacja	تعمیل	realizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعمیل	egzekucja	تعمیل	egzekucja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعمیل	wykonanie	تعمیل	wykonać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تعمیل	wykonanie	تعمیل	wykonać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تعمیل	skuteczność	تعمیل	skuteczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تعمیل	posłuszeństwo	تعمیل	posłuszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تغذیہ	pokarm	تغذیہ	pokarm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تغذیہ	karmienie	تغذیہ	karmienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تغذیہ	karmienia	تغذیہ	karmienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تغذیہ	pokarm	تغذیہ	pokarm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تغذیہ	karmienie	تغذیہ	karmienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تغذیہ	karmienia	تغذیہ	karmienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تَف	upał	تَف	upał		
تَف	heat	تَف	heat		
تَف	ciepło	تَف	ciepło		
تَف	ciepła	تَف	ciepło		
تَف	parowa	تَف	parowy		
تَف	pary	تَف	para		
تَف	para	تَف	para		
تُف	klątwa	تُف	klątwa		
تُف	spray	تُف	sprać		
تفارُق	wydział	تفارُق	wydział	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفارُق	rozdzielenie	تفارُق	rozdzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفارُق	oddzielenie	تفارُق	oddzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفارُق	różnica	تفارُق	różnica	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفت	hot	تفت	hot		
تفت	upał	تفت	upał		
تفت	heat	تفت	heat		
تفت	ciepło	تفت	ciepło		
تفت	ciepła	تفت	ciepło		
تفت	ciepła	تفت	ciepło		
تفت	ciepło	تفت	ciepło		
تفت	ciepła	تفت	ciepło		
تفت	ciepło	تفت	ciepło		
تفتیش	badanie	تفتیش	badanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تفتیش	egzamin	تفتیش	egzamin	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تفتیش	sonda	تفتیش	sonda	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تفتیش	śledztwo	تفتیش	śledztwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تفتیش	dochodzenie	تفتیش	dochodzenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تفتیش	dochodzenia	تفتیش	dochodzić	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تفتیش	zapytanie	تفتیش	zapytać	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفتیش	dochodzenie	تفتیش	dochodzenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تفتیش	dochodzenia	تفتیش	dochodzić	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تفحُّص	wyszukiwanie	تفحُّص	wyszukiwać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تفحُّص	wyszukiwarka	تفحُّص	wyszukiwarka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفحُّص	śledztwo	تفحُّص	śledztwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفحُّص	dochodzenie	تفحُّص	dochodzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفحُّص	dochodzenia	تفحُّص	dochodzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفرقہ	wydział	تفرقہ	wydział	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفرقہ	rozdzielenie	تفرقہ	rozdzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفرقہ	oddzielenie	تفرقہ	oddzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفرہ	pycha	تفرہ	pychać		
تفریح	zabawa	تفریح	zabawa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفریح	dywersja	تفریح	dywersja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفریح	rozrywka	تفریح	rozrywka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفریحی	rekreacyjnych	تفریحی	rekreacyjny	ADJ	ADJ;GEN;MASC;PL
تفریحی	rekreacyjne	تفریحی	rekreacyjny	ADJ	ADJ;NOM;NEUT;SG
تفریط	niedobór	تفریط	niedobór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	rozróżnienie	تفریق	rozróżnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	wyróżnienie	تفریق	wyróżnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	wyjazd	تفریق	wyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	wylot	تفریق	wylot	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	odjazd	تفریق	odjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	nieporozumienie	تفریق	nieporozumienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	nieporozumienia	تفریق	nieporozumienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	zazdrość	تفریق	zazdrość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفریق	rozdzielenie	تفریق	rozdzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفریق	oddzielenie	تفریق	oddzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفریق	klasyfikacja	تفریق	klasyfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفریق	rozróżnienie	تفریق	rozróżnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	wyróżnienie	تفریق	wyróżnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	wyjazd	تفریق	wyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	wylot	تفریق	wylot	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	odjazd	تفریق	odjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تفریق	odejmowanie	تفریق	odejmować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تفریق	nieporozumienie	تفریق	nieporozumienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	nieporozumienia	تفریق	nieporozumienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفریق	zazdrość	تفریق	zazdrość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفریق	rozdzielenie	تفریق	rozdzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفریق	oddzielenie	تفریق	oddzielenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفریق	klasyfikacja	تفریق	klasyfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تفصیل	wyjaśnienie	تفصیل	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفصیل	wyjaśnienia	تفصیل	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفصیلی	szczegółowy	تفصیلی	szczegółowy	ADJ	ADJ;NOM;MASC;SG
تفصیلی	szczegółowe	تفصیلی	szczegółowy	ADJ	ADJ;NOM;NEUT;SG
تفل	śliny	تفل	ślina		
تفل	brud	تفل	brud		
تفہیم	wyjaśnienie	تفہیم	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفہیم	wyjaśnienia	تفہیم	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تفہیم	poinformowanie	تفہیم	poinformować	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفہیم	nauczanie	تفہیم	nauczanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تفہیم	nauczania	تفہیم	nauczanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تقاتُل	walka	تقاتُل	walka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقارُب	bliskość	تقارُب	bliskość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقارُب	konwergencja	تقارُب	konwergencja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقارُب	zbieżność	تقارُب	zbieżność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقاصُر	obniżka	تقاصُر	obniżka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقاصُر	redukcja	تقاصُر	redukcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقاصُر	zmniejszenie	تقاصُر	zmniejszenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقاصُر	spadek	تقاصُر	spadka	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تقاصُر	zmniejszenie	تقاصُر	zmniejszenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقاضا	popyt	تقاضا	popyt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تقاضا	zapotrzebowanie	تقاضا	zapotrzebowanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقاضا	żądanie	تقاضا	żądanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقاضا	roszczenia	تقاضا	roszczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقاضا	roszczenie	تقاضا	roszczyć	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تقاضا	twierdzenie	تقاضا	twierdzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقاضائی	naciśnięcie	تقاضائی	naciśnięcie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقاطُع	skrzyżowania	تقاطُع	skrzyżowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقاطُع	skrzyżowanie	تقاطُع	skrzyżowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقبُّض	skurcz	تقبُّض	skurcz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تقدُّس	świętość	تقدُّس	świętość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقدُّس	czystość	تقدُّس	czystość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقدُّس	świętość	تقدُّس	świętość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقدیر	oszacowanie	تقدیر	oszacować	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقدیر	los	تقدیر	los	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقدیر	przeznaczenie	تقدیر	przeznaczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقدیر	szczęście	تقدیر	szczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقدیر	oszacowanie	تقدیر	oszacować	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقدیر	przeznaczenie	تقدیر	przeznaczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقدیر	los	تقدیر	los	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقدیر	przeznaczenie	تقدیر	przeznaczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقدیر	szczęście	تقدیر	szczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	festiwal	تقریب	festiwal	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریب	święto	تقریب	święto	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	przyczyna	تقریب	przyczynać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	zalecenie	تقریب	zalecenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	podejście	تقریب	podejść	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	bliskość	تقریب	bliskość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	okazja	تقریب	okazja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	wprowadzanie	تقریب	wprowadzać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تقریب	wstęp	تقریب	wstęp	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریب	wprowadzenie	تقریب	wprowadzić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقریب	przyczyna	تقریب	przyczynać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	powód	تقریب	powód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریب	festiwal	تقریب	festiwal	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریب	święto	تقریب	święto	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	przyczyna	تقریب	przyczynać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	zalecenie	تقریب	zalecenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	podejście	تقریب	podejść	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریب	bliskość	تقریب	bliskość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	okazja	تقریب	okazja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	ceremonia	تقریب	ceremonia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	uroczystość	تقریب	uroczystość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	wprowadzanie	تقریب	wprowadzać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تقریب	wstęp	تقریب	wstęp	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریب	wprowadzenie	تقریب	wprowadzić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقریب	przyczyna	تقریب	przyczynać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریب	powód	تقریب	powód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریباً	prawie	تقریباً	prawie	PART	PART
تقریباً	około	تقریباً	około	PART	PART
تقریباً	niemal	تقریباً	niemal	PART	PART
تقریباً	prawie	تقریباً	prawie	PART	PART
تقریر	wykład	تقریر	wykład	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریر	przemowa	تقریر	przemować	N;NOM;FEM;SG;3	N;NOM;FEM;SG
تقریر	przemówienie	تقریر	przemówienie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریر	wystąpienie	تقریر	wystąpienie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
تقریر	wykład	تقریر	wykład	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقریرکرنا	mów	تقریرکرنا	mówić	V;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
تقریری	werbalne	تقریری	werbalny	ADJ	ADJ;NOM;NEUT;SG
تقریری	doustne	تقریری	doustny	ADJ	ADJ;NOM;NEUT;SG
تقسیم	wydział	تقسیم	wydział	N;NOM;FEM;SG;3	N;NOM;MASC;SG
تقسیم	podzielenie	تقسیم	podzielenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقسیم	udostępnienie	تقسیم	udostępnić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقسیم	udostępnianie	تقسیم	udostępniać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
