ve	ja	ve	ja	CONJ	CONJ
daire	huoneisto	daire	huoneisto	N;NOM;SG;3	N;NOM;SG
ilişkisi	suhde	ilişki	suhde	N;NOM;SG;3	N;NOM;SG
haritası	kartta	harita	kartta	N;NOM;SG;3	N;NOM;SG
makine	laite	makine	laite	N;NOM;SG;3	N;NOM;SG
makine	kone	makine	kone	N;NOM;SG;3	N;NOM;SG
makine	koneisto	makine	koneisto	N;NOM;SG;3	N;NOM;SG
sessiz	hiljainen	sessiz	hiljainen	ADJ	ADJ;NOM;SG
sessiz	hiljaista	sessiz	hiljainen	ADJ	ADJ;PRT;SG
sessiz	hiljainen	sessiz	hiljainen	ADJ	ADJ;NOM;SG
antrenör	kouluttaja	antrenör	kouluttaja	N;NOM;SG;3	N;NOM;SG
antrenör	valmentaja	antrenör	valmentaja	N;NOM;SG;3	N;NOM;SG
antrenör	valmentaja	antrenör	valmentaja	N;NOM;SG;3	N;NOM;SG
eğlence	virkistys	eğlence	virkistys	N;NOM;SG;3	N;NOM;SG
eğlence	viihde	eğlence	viihde	N;NOM;SG;3	N;NOM;SG
miktarı	summa	miktar	summa	N;NOM;SG;3	N;NOM;SG
miktarı	määrä	miktar	määrä	N;NOM;SG;3	N;NOM;SG
miktarı	määrä	miktar	määrä	N;NOM;SG;3	N;NOM;SG
maçlar	ottelut	maç	ottelu	N;NOM;PL;3	N;NOM;PL
maçlar	pelit	maç	peli	N;NOM;PL;3	N;NOM;PL
maçlar	kisat	maç	kisa	N;NOM;PL;3	N;NOM;PL
parçalar	osat	parça	osa	N;NOM;PL;3	N;NOM;PL
parçalar	osat	parça	osa	N;NOM;PL;3	N;NOM;PL
parçalar	komponentit	parça	komponentti	N;NOM;PL;3	N;NOM;PL
görüldü	nähty	gör	nähdä	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
görüldü	havaittu	gör	havaita	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
görüldü	huomattu	gör	huomata	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
görüldü	nähty	gör	nähdä	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
hıristiyan	christian	hıristiyan	christian	N;NOM;SG;3	N;NOM;SG
hıristiyan	kristian	hıristiyan	kristian	N;NOM;SG;3	N;NOM;SG
yapılar	rakenteet	yap	rakenne	N;NOM;PL;3	N;NOM;PL
mükemmel	täydelliset	mükemmel	täydellinen	ADJ	ADJ;NOM;PL
mükemmel	täydellistä	mükemmel	täydellinen	ADJ	ADJ;PRT;SG
mükemmel	täydellinen	mükemmel	täydellinen	ADJ	ADJ;NOM;SG
mükemmel	erinomainen	mükemmel	erinomainen	ADJ	ADJ;NOM;SG
görünümü	ulkonäkö	görün	ulko#näkö	N;NOM;SG;3	N;NOM;SG
görünümü	ulkoasu	görün	ulko#asu	N;NOM;SG;3	N;NOM;SG
görünümü	näkymä	görün	näkymä	N;NOM;SG;3	N;NOM;SG
görünümü	view	görün	view	N;NOM;SG;3	N;NOM;SG
trafik	ruuhka	trafik	ruuhka	N;NOM;SG;3	N;NOM;SG
trafik	liikenne	trafik	liikenne	N;NOM;SG;3	N;NOM;SG
dinamo	dynamo	dinamo	dynamo	N;NOM;SG;3	N;NOM;SG
ittifak	liitto	ittifak	liitto	N;NOM;SG;3	N;NOM;SG
ittifak	allianssi	ittifak	allianssi	N;NOM;SG;3	N;NOM;SG
günler	päivät	gün	päivä	N;NOM;PL;3	N;NOM;PL
bölgeler	alueet	bölge	alue	N;NOM;PL;3	N;NOM;PL
bölgeler	alueet	bölge	alue	N;NOM;PL;3	N;NOM;PL
bölgeler	piirit	bölge	piiri	N;NOM;PL;3	N;NOM;PL
bölgeler	alueet	bölge	alue	N;NOM;PL;3	N;NOM;PL
muharebe	taistelu	muharebe	taistelu	N;NOM;SG;3	N;NOM;SG
muharebe	taisto	muharebe	taisto	N;NOM;SG;3	N;NOM;SG
turnuvası	turnaus	turnuva	turnaus	N;NOM;SG;3	N;NOM;SG
yıldızlar	tähdet	yıl	tähti	N;NOM;PL;3	N;NOM;PL
turnuva	turnaus	tur	turnaus	N;NOM;SG;3	N;NOM;SG
okudu	opiskeli	oku	opiskella	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
okudu	tutkittu	oku	tutkia	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
taarruz	hyökkäys	taarruz	hyökkäys	N;NOM;SG;3	N;NOM;SG
taarruz	pahoinpitely	taarruz	pahoin#pitely	N;NOM;SG;3	N;NOM;SG
yazılar	artikkelit	yazı	artikkeli	N;NOM;PL;3	N;NOM;PL
yazılar	artiklat	yazı	artikla	N;NOM;PL;3	N;NOM;PL
yazılar	kirjoitukset	yazı	kirjoitus	N;NOM;PL;3	N;NOM;PL
düzeni	muodostaminen	düzen	muodostaminen	N;NOM;SG;3	N;NOM;SG
düzeni	muodostuminen	düzen	muodostuminen	N;NOM;SG;3	N;NOM;SG
düzeni	ulkoasu	düzen	ulko#asu	N;NOM;SG;3	N;NOM;SG
düzeni	asettelu	düzen	asettelu	N;NOM;SG;3	N;NOM;SG
hürriyet	vapaus	hürriyet	vapaus	N;NOM;SG;3	N;NOM;SG
hürriyet	vapaus	hürriyet	vapaus	N;NOM;SG;3	N;NOM;SG
uygulamaları	sovellukset	uygulama	sovellus	N;NOM;PL;3	N;NOM;PL
uygulamaları	hakemukset	uygulama	hakemus	N;NOM;PL;3	N;NOM;PL
uygulamaları	käytännöt	uygulama	käytäntö	N;NOM;PL;3	N;NOM;PL
uygulamaları	sovellukset	uygulama	sovellus	N;NOM;PL;3	N;NOM;PL
ürünler	erät	ürün	erä	N;NOM;PL;3	N;NOM;PL
ürünler	kohdat	ürün	kohta	N;NOM;PL;3	N;NOM;PL
ürünler	kohteet	ürün	kohde	N;NOM;PL;3	N;NOM;PL
ürünler	tavarat	ürün	tavara	N;NOM;PL;3	N;NOM;PL
ürünler	tuotteet	ürün	tuote	N;NOM;PL;3	N;NOM;PL
olağanüstü	poikkeuksellisia	olağanüstü	poikkeuksellinen	ADJ	ADJ;PRT;PL
olağanüstü	poikkeuksellinen	olağanüstü	poikkeuksellinen	ADJ	ADJ;NOM;SG
olağanüstü	poikkeukselliset	olağanüstü	poikkeuksellinen	ADJ	ADJ;NOM;PL
olağanüstü	poikkeuksellinen	olağanüstü	poikkeuksellinen	ADJ	ADJ;NOM;SG
olağanüstü	poikkeuksellista	olağanüstü	poikkeuksellinen	ADJ	ADJ;PRT;SG
olağanüstü	ilmiömäinen	olağanüstü	ilmiömäinen	ADJ	ADJ;NOM;SG
olağanüstü	erinomainen	olağanüstü	erinomainen	ADJ	ADJ;NOM;SG
gene	uudestaan	gene	uudestaan	ADV	ADV
gene	uudelleen	gene	uudelleen	ADV	ADV
gene	taas	gene	taas	ADV	ADV
gene	jälleen	gene	jälleen	ADV	ADV
geliştirilmiş	parannettu	geliş	parantaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geliştirilmiş	parannettu	geliş	parantaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geliştirilmiş	tehostettu	geliş	tehostaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geliştirilmiş	kehitetty	geliş	kehittää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geliştirilmiş	kehitettiin	geliş	kehittää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
kardeşler	sisarukset	kardeş	sisarus	N;NOM;PL;3	N;NOM;PL
kardeşler	siskot	kardeş	sisko	N;NOM;PL;3	N;NOM;PL
kardeşler	sisaret	kardeş	sisar	N;NOM;PL;3	N;NOM;PL
kardeşler	sisarukset	kardeş	sisarus	N;NOM;PL;3	N;NOM;PL
kardeşler	veljet	kardeş	veli	N;NOM;PL;3	N;NOM;PL
kardeşler	veljekset	kardeş	veli	N;NOM;PL;3	N;NOM;PL
ücretsiz	ilmainen	ücretsiz	ilmainen	ADJ	ADJ;NOM;SG
ücretsiz	vapaa	ücretsiz	vapaa	ADJ	ADJ;NOM;SG
ücretsiz	ilmaiseksi	ücretsiz	ilmainen	ADJ	ADJ;TRANS;SG
bisiklet	polkupyörä	bisiklet	polku#pyörä	N;NOM;SG;3	N;NOM;SG
bisiklet	pyörä	bisiklet	pyörä	N;NOM;SG;3	N;NOM;SG
bisiklet	polkupyörä	bisiklet	polku#pyörä	N;NOM;SG;3	N;NOM;SG
fizikçi	fyysikko	fizikçi	fyysikko	N;NOM;SG;3	N;NOM;SG
limanı	satama	liman	satama	N;NOM;SG;3	N;NOM;SG
faaliyetleri	toiminnat	faaliyet	toiminta	N;NOM;PL;3	N;NOM;PL
faaliyetleri	toimet	faaliyet	toimi	N;NOM;PL;3	N;NOM;PL
faaliyetleri	toiminnot	faaliyet	toiminto	N;NOM;PL;3	N;NOM;PL
yayıncılık	julkaiseminen	yayıncılık	julkaiseminen	N;NOM;SG;3	N;NOM;SG
yayıncılık	julkaisu	yayıncılık	julkaisu	N;NOM;SG;3	N;NOM;SG
yayıncılık	julkaiseminen	yayıncılık	julkaiseminen	N;NOM;SG;3	N;NOM;SG
yayıncılık	julkaisu	yayıncılık	julkaisu	N;NOM;SG;3	N;NOM;SG
kuramı	teoria	kuram	teoria	N;NOM;SG;3	N;NOM;SG
sözleşmesi	sopimus	sözleşme	sopimus	N;NOM;SG;3	N;NOM;SG
açıklandı	ilmoitettu	açıkla	ilmoittaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
açıklandı	julkistettu	açıkla	julkistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yararlı	hyödyllinen	yararlı	hyödyllinen	ADJ	ADJ;NOM;SG
yararlı	hyödyllisiä	yararlı	hyödyllinen	ADJ	ADJ;PRT;PL
yararlı	hyödyllistä	yararlı	hyödyllinen	ADJ	ADJ;PRT;SG
yararlı	hyödyllinen	yararlı	hyödyllinen	ADJ	ADJ;NOM;SG
yararlı	hyödyllisiä	yararlı	hyödyllinen	ADJ	ADJ;PRT;PL
yararlı	hyödyllistä	yararlı	hyödyllinen	ADJ	ADJ;PRT;SG
gönderdi	lähetetty	gönder	lähettää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
cezası	seuraamus	ceza	seuraamus	N;NOM;SG;3	N;NOM;SG
cezası	rangaistus	ceza	rangaistus	N;NOM;SG;3	N;NOM;SG
cezası	rangaistus	ceza	rangaistus	N;NOM;SG;3	N;NOM;SG
lake	järvi	lake	järvi	N;NOM;SG;3	N;NOM;SG
konum	asema	konum	asema	N;NOM;SG;3	N;NOM;SG
konum	asento	konum	asento	N;NOM;SG;3	N;NOM;SG
konum	kanta	konum	kanta	N;NOM;SG;3	N;NOM;SG
konum	sijainti	konum	sijainti	N;NOM;SG;3	N;NOM;SG
konum	sijainti	konum	sijainti	N;NOM;SG;3	N;NOM;SG
örnekler	esimerkit	örnek	esi#merkki	N;NOM;PL;3	N;NOM;PL
örnekler	näytteet	örnek	näyte	N;NOM;PL;3	N;NOM;PL
yöneticisi	ylläpito	yönetici	ylläpito	N;NOM;SG;3	N;NOM;SG
yöneticisi	ylläpitäjä	yönetici	ylläpitäjä	N;NOM;SG;3	N;NOM;SG
yöneticisi	esimies	yönetici	esi#mies	N;NOM;SG;3	N;NOM;SG
yöneticisi	johtaja	yönetici	johtaja	N;NOM;SG;3	N;NOM;SG
yöneticisi	manageri	yönetici	manageri	N;NOM;SG;3	N;NOM;SG
görünüm	ulkonäkö	görün	ulko#näkö	N;NOM;SG;3	N;NOM;SG
görünüm	ulkoasu	görün	ulko#asu	N;NOM;SG;3	N;NOM;SG
görünüm	näyttö	görün	näyttö	N;NOM;SG;3	N;NOM;SG
görünüm	näkymä	görün	näkymä	N;NOM;SG;3	N;NOM;SG
görünüm	view	görün	view	N;NOM;SG;3	N;NOM;SG
görünen	ilmestyvät	görün	ilmestyä	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
ahşap	puu	ahşap	puu	N;NOM;SG;3	N;NOM;SG
emniyet	turvallisuus	emniyet	turvallisuus	N;NOM;SG;3	N;NOM;SG
resimler	kuvat	resim	kuva	N;NOM;PL;3	N;NOM;PL
resimler	kuvat	resim	kuva	N;NOM;PL;3	N;NOM;PL
resimler	taulut	resim	taulu	N;NOM;PL;3	N;NOM;PL
resimler	maalaukset	resim	maalaus	N;NOM;PL;3	N;NOM;PL
resimler	valokuvat	resim	valo#kuva	N;NOM;PL;3	N;NOM;PL
resimler	kuvat	resim	kuva	N;NOM;PL;3	N;NOM;PL
çekilmiş	vedetty	çek	vetää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
çekilmiş	piirretty	çek	piirtää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
çekilmiş	peruutettu	çek	peruuttaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yüzlerce	satoja	yüzlerce	sata	NUM	NUM;PRT;PL
yayınlanmış	julkaistu	yayınla	julkaista	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
yayınlanmış	julkaistut	yayınla	julkaista	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
kimlik	tunnistaminen	kimlik	tunnistaminen	N;NOM;SG;3	N;NOM;SG
kimlik	tunniste	kimlik	tunniste	N;NOM;SG;3	N;NOM;SG
kimlik	tunnistus	kimlik	tunnistus	N;NOM;SG;3	N;NOM;SG
kimlik	identiteetti	kimlik	identiteetti	N;NOM;SG;3	N;NOM;SG
kimlik	henkilöllisyys	kimlik	henkilöllisyys	N;NOM;SG;3	N;NOM;SG
görevleri	velvollisuudet	görev	velvollisuus	N;NOM;PL;3	N;NOM;PL
görevleri	tullit	görev	tulli	N;NOM;PL;3	N;NOM;PL
görevleri	roolit	görev	rooli	N;NOM;PL;3	N;NOM;PL
eleştiriler	kriitikot	eleştiri	kriitikko	N;NOM;PL;3	N;NOM;PL
sayılar	luvut	say	luku	N;NOM;PL;3	N;NOM;PL
sayılar	numerot	say	numero	N;NOM;PL;3	N;NOM;PL
sayılar	luvut	say	luku	N;NOM;PL;3	N;NOM;PL
deprem	maanjäristys	deprem	maan#järistys	N;NOM;SG;3	N;NOM;SG
deprem	järistys	deprem	järistys	N;NOM;SG;3	N;NOM;SG
kullanılmış	käytetty	kullan	käyttää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
kuvvetler	joukot	kuvvet	joukko	N;NOM;PL;3	N;NOM;PL
kuvvetler	voimat	kuvvet	voima	N;NOM;PL;3	N;NOM;PL
gönderilen	toimitettu	gönder	toimittaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
gönderilen	toimitetut	gönder	toimittaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
gönderilen	lähetetty	gönder	lähettää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
gönderilen	lähetetyt	gönder	lähettää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
kurgusal	kuvitteellinen	kurgusal	kuvitteellinen	ADJ	ADJ;NOM;SG
değerleri	arvot	değer	arvo	N;NOM;PL;3	N;NOM;PL
mektup	kirjain	mektup	kirjain	N;NOM;SG;3	N;NOM;SG
mektup	kirjain	mektup	kirjain	N;NOM;SG;3	N;NOM;SG
mektup	kirje	mektup	kirje	N;NOM;SG;3	N;NOM;SG
senin	sinun	sen	sinä	PRO;GEN;SG;2	PRO;GEN;SG;2
senin	sinun	sen	sinä	PRO;GEN;SG;2	PRO;GEN;SG;2
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;NOM;SG
kamera	videokamera	kamera	video#kamera	N;NOM;SG;3	N;NOM;SG
kaldırıldı	poistettiin	kal	poistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
kaldırıldı	poistettu	kal	poistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
konuşulan	puhuttu	konuş	puhua	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
atılan	heitetty	at	heittää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
ifadesi	lauseke	ifade	lauseke	N;NOM;SG;3	N;NOM;SG
ifadesi	ilmaisu	ifade	ilmaisu	N;NOM;SG;3	N;NOM;SG
parlamentosu	parlamentti	parlamentosu	parlamentti	N;NOM;SG;3	N;NOM;SG
tahmini	arvio	tahmin	arvio	N;NOM;SG;3	N;NOM;SG
tahmini	arvio	tahmin	arvio	N;NOM;SG;3	N;NOM;SG
tahmini	ennuste	tahmin	ennuste	N;NOM;SG;3	N;NOM;SG
tahmini	ennustus	tahmin	ennustus	N;NOM;SG;3	N;NOM;SG
tahmini	arvio	tahmin	arvio	N;NOM;SG;3	N;NOM;SG
diplomatik	diplomaatti	diplomatik	diplomaatti	N;NOM;SG;3	N;NOM;SG
analiz	analytics	analiz	analytics	N;NOM;SG;3	N;NOM;SG
analiz	analyysi	analiz	analyysi	N;NOM;SG;3	N;NOM;SG
analiz	analysointi	analiz	analysointi	N;NOM;SG;3	N;NOM;SG
ekran	ruutu	ekran	ruutua	N;NOM;SG;3	N;NOM;SG
ekran	näyttö	ekran	näyttö	N;NOM;SG;3	N;NOM;SG
ekran	näyttö	ekran	näyttö	N;NOM;SG;3	N;NOM;SG
parçacık	elementti	parçacık	elementti	N;NOM;SG;3	N;NOM;SG
rakibi	kilpailija	rakip	kilpailija	N;NOM;SG;3	N;NOM;SG
rakibi	kilpailija	rakip	kilpailija	N;NOM;SG;3	N;NOM;SG
rakibi	vastustaja	rakip	vastustaja	N;NOM;SG;3	N;NOM;SG
sanatçılar	esiintyjät	sanatçı	esiintyjä	N;NOM;PL;3	N;NOM;PL
sanatçılar	taiteilijat	sanatçı	taiteilija	N;NOM;PL;3	N;NOM;PL
sözlük	sanasto	sözlük	sanasto	N;NOM;SG;3	N;NOM;SG
sözlük	sanasto	sözlük	sanasto	N;NOM;SG;3	N;NOM;SG
sözlük	sanakirja	sözlük	sana#kirja	N;NOM;SG;3	N;NOM;SG
yolculuk	matkustaminen	yolculuk	matkustaminen	N;NOM;SG;3	N;NOM;SG
yolculuk	matkustaminen	yolculuk	matkustaminen	N;NOM;SG;3	N;NOM;SG
yolculuk	matkailu	yolculuk	matkailu	N;NOM;SG;3	N;NOM;SG
yolculuk	matka	yolculuk	matka	N;NOM;SG;3	N;NOM;SG
yolculuk	matka	yolculuk	matka	N;NOM;SG;3	N;NOM;SG
yolculuk	kyyti	yolculuk	kyyti	N;NOM;SG;3	N;NOM;SG
yolculuk	reissu	yolculuk	reissu	N;NOM;SG;3	N;NOM;SG
yolculuk	matka	yolculuk	matka	N;NOM;SG;3	N;NOM;SG
havaalanı	lentokenttä	havaalanı	lento#kenttä	N;NOM;SG;3	N;NOM;SG
havaalanı	lentoasema	havaalanı	lento#asema	N;NOM;SG;3	N;NOM;SG
psikolojik	psykologinen	psikolojik	psykologinen	ADJ	ADJ;NOM;SG
ilgisi	merkitys	ilgi	merkitys	N;NOM;SG;3	N;NOM;SG
ilgisi	tärkeys	ilgi	tärkeys	N;NOM;SG;3	N;NOM;SG
sayısal	numeerinen	sayısal	numeerinen	ADJ	ADJ;NOM;SG
sayısal	numeerinen	sayısal	numeerinen	ADJ	ADJ;NOM;SG
sayısal	digitaaliset	sayısal	digitaalinen	ADJ	ADJ;NOM;PL
sayısal	digitaalisen	sayısal	digitaalinen	ADJ	ADJ;GEN;SG
sayısal	digitaalinen	sayısal	digitaalinen	ADJ	ADJ;NOM;SG
kapasitesi	kapasiteetti	kapasite	kapasiteetti	N;NOM;SG;3	N;NOM;SG
kapasitesi	valmius	kapasite	valmius	N;NOM;SG;3	N;NOM;SG
kalıntıları	jäännökset	kalıntı	jäännös	N;NOM;PL;3	N;NOM;PL
kalıntıları	jäänteet	kalıntı	jäänne	N;NOM;PL;3	N;NOM;PL
şehirleri	kaupungit	şehir	kaupunki	N;NOM;PL;3	N;NOM;PL
mühendisi	insinööri	mühendis	insinööri	N;NOM;SG;3	N;NOM;SG
orkestrası	orkesteri	orkestra	orkesteri	N;NOM;SG;3	N;NOM;SG
arkadaşlar	ystävät	arkadaş	ystävä	N;NOM;PL;3	N;NOM;PL
arkadaşlar	kaverit	arkadaş	kaveri	N;NOM;PL;3	N;NOM;PL
eliptik	elliptinen	eliptik	elliptinen	ADJ	ADJ;NOM;SG
duyurdu	ilmoitettu	duyur	ilmoittaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
duyurdu	julkistettu	duyur	julkistaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
duyurdu	ilmoitti	duyur	ilmoittaa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
rahat	rento	rahat	rento	ADJ	ADJ;NOM;SG
rahat	mukavat	rahat	mukava	ADJ	ADJ;NOM;PL
değiştirildi	muutettu	değiş	muuttaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirildi	vaihdettu	değiş	vaihtaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirildi	muunnettu	değiş	muuntaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirildi	muutettu	değiş	muuttaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirildi	muokattu	değiş	muokata	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
anahtar	key	anahtar	keydä	N;NOM;SG;3	N;NOM;SG
anahtar	avain	anahtar	avain	N;NOM;SG;3	N;NOM;SG
bayanlar	naiset	bayan	nainen	N;NOM;PL;3	N;NOM;PL
açılmış	avattu	aç	avata	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
açılmış	avattiin	aç	avata	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
yollar	keinot	yol	keino	N;NOM;PL;3	N;NOM;PL
yollar	tavat	yol	tavata	N;NOM;PL;3	N;NOM;PL
yollar	tiet	yol	tie	N;NOM;PL;3	N;NOM;PL
havacılık	lentoliikenne	havacılık	lento#liikenne	N;NOM;SG;3	N;NOM;SG
havacılık	ilmailu	havacılık	ilmailu	N;NOM;SG;3	N;NOM;SG
havacılık	aerospace	havacılık	aerospace	N;NOM;SG;3	N;NOM;SG
havacılık	ilmailu	havacılık	ilmailu	N;NOM;SG;3	N;NOM;SG
firma	luja	firma	luja	N;NOM;SG;3	N;NOM;SG
firma	yritys	firma	yritys	N;NOM;SG;3	N;NOM;SG
firma	yhtiö	firma	yhtiö	N;NOM;SG;3	N;NOM;SG
firma	seura	firma	seura	N;NOM;SG;3	N;NOM;SG
firma	komppania	firma	komppani	N;NOM;SG;3	N;NOM;SG
sundu	esiteltiin	sun	esitellä	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
sundu	esitellyt	sun	esitellä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
sundu	esitelty	sun	esitellä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
sundu	esitti	sun	esittää	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
alıyor	ottaa	al	ottaa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
alıyor	ottaen	al	ottaa	V;PROG;IND;SG;3;POS;INFM;PRS	V;INS;SG;NFIN;ACT
alıyor	ottamassa	al	ottaa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IN+ESS;SG;NFIN;ACT
maliyeti	hinta	maliyet	hinta	N;NOM;SG;3	N;NOM;SG
maliyeti	kustannus	maliyet	kustannus	N;NOM;SG;3	N;NOM;SG
sayfalar	sivut	sayfa	sivu	N;NOM;PL;3	N;NOM;PL
yorumlar	arviot	yorum	arvio	N;NOM;PL;3	N;NOM;PL
yorumlar	arvostelut	yorum	arvostelu	N;NOM;PL;3	N;NOM;PL
yorumlar	kommentit	yorum	kommentti	N;NOM;PL;3	N;NOM;PL
yorumlar	huomautukset	yorum	huomautus	N;NOM;PL;3	N;NOM;PL
izleyen	katsella	izle	katsella	V;PFV;IND;POS;PRS;V.PTCP	V;SG;NFIN;ACT
izleyen	katsomassa	izle	katsoa	V;PFV;IND;POS;PRS;V.PTCP	V;IN+ESS;SG;NFIN;ACT
izleyen	katselee	izle	katsella	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
izleyen	katsoo	izle	katsoa	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
komuta	komento	komut	komento	N;NOM;SG;3	N;NOM;SG
kuşlar	linnut	kuş	lintu	N;NOM;PL;3	N;NOM;PL
önlemek	estettävä	önle	estää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NOM;SG;V.PTCP;PASS
önlemek	ehkäistä	önle	ehkäistä	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
önlemek	estää	önle	estää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;PRS;FIN;ACT
notlar	muistiinpanot	not	muistiin#pano	N;NOM;PL;3	N;NOM;PL
notlar	huomautukset	not	huomautus	N;NOM;PL;3	N;NOM;PL
notlar	arvosanat	not	arvo#sana	N;NOM;PL;3	N;NOM;PL
heyeti	lähetystö	heyet	lähetystö	N;NOM;SG;3	N;NOM;SG
heyeti	valtuuskunta	heyet	valtuus#kunta	N;NOM;SG;3	N;NOM;SG
kişiliği	persoonallisuus	kişilik	persoonallisuus	N;NOM;SG;3	N;NOM;SG
kişiliği	luonne	kişilik	luonne	N;NOM;SG;3	N;NOM;SG
kişiliği	persoona	kişilik	persoona	N;NOM;SG;3	N;NOM;SG
çalışmak	opiskelee	çalış	opiskella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
çalışmak	opiskella	çalış	opiskella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
gitmek	poistuu	git	poistua	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
gitmek	lähtevät	git	lähteä	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;3;PRS;FIN;ACT
ruslar	venäläiset	rus	venäläinen	N;NOM;PL;3	N;NOM;PL
tapınağı	temppeli	tapınak	temppeli	N;NOM;SG;3	N;NOM;SG
çıkarıldı	poistettiin	çıkar	poistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
çıkarıldı	poistettu	çıkar	poistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
töreni	seremonia	tören	seremonia	N;NOM;SG;3	N;NOM;SG
doğrusal	lineaarinen	doğrusal	lineaarinen	ADJ	ADJ;NOM;SG
