que	你	que	你	PRO	PRO;2
cariño	蜂蜜	cariño	蜂蜜	N	N
cariño	嬰兒	cariño	嬰兒	N	N
cariño	寶貝	cariño	寶貝	N	N
cariño	寶寶	cariño	寶寶	N	N
cariño	鴨	cariño	鴨	N	N
cariño	鴨子	cariño	鴨子	N	N
fixemos	完成	facer	完成	V	V
coller	接住	coller	接住	V	V
coller	獲取	coller	獲取	V	V
coller	獲得	coller	獲得	V	V
coller	得到	coller	得到	V	V
papel	紙	papel	紙	N	N
papel	紙張	papel	紙張	N	N
papel	論文	papel	論文	N	N
papel	作用	papel	作用	N	N
papel	角色	papel	角色	N	N
carne	血肉	carne	血肉	N	N
carne	肉體	carne	肉體	N	N
carne	肉	carne	肉	N	N
carne	肉類	carne	肉類	N	N
chan	下限	chan	下限	N	N
chan	地板	chan	地板	N	N
chan	地面	chan	地面	N	N
chan	往下	chan	往下	N	N
roupa	服裝	roupa	服裝	N	N
roupa	衣物	roupa	衣物	N	N
roupa	衣服	roupa	衣服	N	N
roupa	洗衣	roupa	洗衣	N	N
roupa	洗衣	roupa	洗衣	N	N
roupa	服裝	roupa	服裝	N	N
roupa	衣物	roupa	衣物	N	N
roupa	衣服	roupa	衣服	N	N
vista	視力	vista	視力	N	N
libro	圖書	libro	圖書	N	N
libro	書	libro	書	N	N
libro	書籍	libro	書籍	N	N
café	咖啡	café	咖啡	N	N
café	咖啡	café	咖啡	N	N
café	咖啡	café	咖啡	N	N
café	咖啡	café	咖啡	N	N
café	咖啡	café	咖啡	N	N
vella	老了	vella	老了	N	N
vella	年長	vella	年長	N	N
vella	老年	vella	老年	N	N
vella	彩虹	vella	彩虹	N	N
lei	法律	lei	法律	N	N
incluso	甚至	incluso	甚至	ADV	ADV
hospital	醫院	hospital	醫院	N	N
volve	獲取	volver	獲取	V	V
volve	獲得	volver	獲得	V	V
volve	得到	volver	得到	V	V
idade	年紀	idade	年紀	N	N
idade	年齡	idade	年齡	N	N
idade	老了	idade	老了	N	N
precisamos	需要	precisar	需要	V	V
diferente	不同	diferente	不同	ADJ	ADJ
asunto	企業	asunto	企業	N	N
asunto	業務	asunto	業務	N	N
asunto	商業	asunto	商業	N	N
asunto	商務	asunto	商務	N	N
vive	生活	vivir	生活	V	V
vive	直播	vivir	直播	V	V
chamar	致電	chamar	致電	V	V
chamar	打電	chamar	打電	V	V
chamar	呼叫	chamar	呼叫	V	V
chamar	呼叫	chamar	呼叫	V	V
media	中間	media	中間	N	N
media	半數	media	半數	N	N
media	半夜	media	半夜	N	N
media	午夜	media	午夜	N	N
cinema	電影	cinema	電影	N	N
cinema	影片	cinema	影片	N	N
cinema	電影	cinema	電影	N	N
cinema	電影	cinema	電影	N	N
cinema	電影	cinema	電影	N	N
cinema	戲院	cinema	戲院	N	N
cinema	電影	cinema	電影	N	N
cinema	膠片	cinema	膠片	N	N
cinema	影片	cinema	影片	N	N
talvez	或	talvez	或	ADV	ADV
talvez	也	talvez	也	ADV	ADV
talvez	或	talvez	或	ADV	ADV
loita	格鬥	loita	格鬥	N	N
loita	打架	loita	打架	N	N
loita	戰鬥	loita	戰鬥	N	N
loita	鬥爭	loita	鬥爭	N	N
loita	奮鬥	loita	奮鬥	N	N
loita	打架	loita	打架	N	N
loita	戰鬥	loita	戰鬥	N	N
médico	醫療	médico	醫療	N	N
médico	醫務	médico	醫務	N	N
médico	醫學	médico	醫學	N	N
médico	醫師	médico	醫師	N	N
médico	醫生	médico	醫生	N	N
médico	博士	médico	博士	N	N
médico	內科	médico	內科	N	N
política	政治	política	政治	N	N
política	政治	política	政治	N	N
política	政治	política	政治	N	N
política	政策	política	政策	N	N
ler	讀	ler	讀	V	V
ler	讀取	ler	讀取	V	V
ler	讀取	ler	讀取	V	V
ler	讀	ler	讀	V	V
saúde	健康	saúde	健康	N	N
saúde	歡呼	saúde	歡呼	N	N
voz	語音	voz	語音	N	N
voz	嗓子	voz	嗓子	N	N
voz	聲音	voz	聲音	N	N
par	夫妻	par	夫妻	N	N
par	情侶	par	情侶	N	N
par	夫婦	par	夫婦	N	N
can	犬	can	犬	N	N
can	狗	can	狗	N	N
can	獵犬	can	獵犬	N	N
can	獵狗	can	獵狗	N	N
viaxe	旅途	viaxe	旅途	N	N
viaxe	旅程	viaxe	旅程	N	N
viaxe	旅行	viaxe	旅行	N	N
viaxe	行程	viaxe	行程	N	N
semanas	星期	semana	星期	N	N
semanas	週數	semana	週數	N	N
cámara	鏡頭	cámara	鏡頭	N	N
cámara	相機	cámara	相機	N	N
partido	比賽	partido	比賽	N	N
partido	遊戲	partido	遊戲	N	N
partido	黨	partido	黨	N	N
partido	政黨	partido	政黨	N	N
partido	宴會	partido	宴會	N	N
partido	聚會	partido	聚會	N	N
partido	共產	partido	共產	N	N
mortos	死	morto	死	N	N
sae	出局	saír	出局	V	V
sae	獲取	saír	獲取	V	V
sae	獲得	saír	獲得	V	V
sae	得到	saír	得到	V	V
dixeches	說	dixeche	說	V	V
cambio	氣候	cambio	氣候	N	N
escribir	書寫	escribir	書寫	V	V
escribir	寫入	escribir	寫入	V	V
escribir	寫	escribir	寫	V	V
escribir	撰寫	escribir	撰寫	V	V
escribir	撰寫	escribir	撰寫	V	V
escribir	寫	escribir	寫	V	V
escribir	寫信	escribir	寫信	V	V
escribir	寫入	escribir	寫入	V	V
esquerda	左側	esquerda	左側	N	N
esquerda	左	esquerda	左	N	N
esquerda	左翼	esquerda	左翼	N	N
esquerda	左邊	esquerda	左邊	N	N
marido	丈夫	marido	丈夫	N	N
dicía	說	dicir	說	V	V
haberá	將	haber	將	V	V;CAUS
fábrica	廠	fábrica	廠	N	N
fábrica	工廠	fábrica	工廠	N	N
fábrica	磨坊	fábrica	磨坊	N	N
fábrica	廠	fábrica	廠	N	N
fábrica	植物	fábrica	植物	N	N
fábrica	工廠	fábrica	工廠	N	N
fotos	圖片	foto	圖片	N	N
fotos	像片	foto	像片	N	N
fotos	圖畫	foto	圖畫	N	N
fotos	照片	foto	照片	N	N
fotos	像片	foto	像片	N	N
fotos	照片	foto	照片	N	N
intre	秒	intre	秒	N	N
intre	時光	intre	時光	N	N
intre	時間	intre	時間	N	N
intre	時刻	intre	時刻	N	N
intre	分鐘	intre	分鐘	N	N
abonda	停止	abondar	停止	V	V
llo	你	llo	你	PRO	PRO;2
alteza	恩典	altezar	恩典	N	N
estados	國家	estado	國家	N	N
cambiar	改變	cambiar	改變	V	V
cambiar	改變	cambiar	改變	V	V
cambiar	變更	cambiar	變更	V	V
cambiar	變	cambiar	變	V	V
oportunidade	機遇	oportunidade	機遇	N	N
oportunidade	機會	oportunidade	機會	N	N
oportunidade	機會	oportunidade	機會	N	N
foto	照片	foto	照片	N	N
foto	圖片	foto	圖片	N	N
foto	像片	foto	像片	N	N
foto	照片	foto	照片	N	N
foto	像片	foto	像片	N	N
foto	照片	foto	照片	N	N
relación	戀愛	relación	戀愛	N	N
relación	感情	relación	感情	N	N
relación	關係	relación	關係	N	N
relación	關係	relación	關係	N	N
televisión	電視	televisión	電視	N	N
televisión	電視	televisión	電視	N	N
televisión	電視	televisión	電視	N	N
4	四	4	四	NUM	NUM
4	四	4	四	NUM	NUM
4	四	4	四	NUM	NUM
ceo	天空	ceo	天空	N	N
ceo	天國	ceo	天國	N	N
ceo	天堂	ceo	天堂	N	N
casar	嫁	casar	嫁	V	V
casar	獲取	casar	獲取	V	V
casar	獲得	casar	獲得	V	V
casar	得到	casar	得到	V	V
casas	家	casa	家	N	N
casas	住家	casa	住家	N	N
casas	住家	casa	住家	N	N
casas	房屋	casa	房屋	N	N
casas	房子	casa	房子	N	N
mellores	最好	mellor	最好	ADJ	ADJ
mellores	更好	mellor	更好	ADJ	ADJ
diferentes	不同	diferente	不同	ADJ	ADJ
modo	模式	modo	模式	N	N
pagar	付費	pagar	付費	V	V
pagar	付費	pagar	付費	V	V
pagar	付款	pagar	付款	V	V
pagar	支付	pagar	支付	V	V
armas	武器	arma	武器	N	N
armas	兵器	arma	兵器	N	N
armas	槍支	arma	槍支	N	N
armas	槍械	arma	槍械	N	N
armas	軍	arma	軍	N	N
raíña	女王	raíña	女王	N	N
raíña	皇后	raíña	皇后	N	N
raíña	王后	raíña	王后	N	N
diga	說	dicir	說	V	V
fora	出局	ir	出局	V	V
resposta	答	resposta	答	N	N
resposta	答案	resposta	答案	N	N
mirar	尋找	mirar	尋找	V	V
mirar	觀看	mirar	觀看	V	V
mirar	觀看	mirar	觀看	V	V
silencio	寂	silencio	寂	N	N
aire	空中	aire	空中	N	N
aire	航空	aire	航空	N	N
aire	空氣	aire	空氣	N	N
sra	太太	srar	太太	N	N
centro	中心	centro	中心	N	N
centro	市區	centro	市區	N	N
centro	中心	centro	中心	N	N
doutor	醫師	doutor	醫師	N	N
doutor	醫生	doutor	醫生	N	N
doutor	博士	doutor	博士	N	N
loitar	打	loitar	打	V	V
terá	將	ter	將	V	V;CAUS
espazo	太空	espazo	太空	N	N
espazo	空間	espazo	空間	N	N
espazo	房間	espazo	房間	N	N
espazo	房	espazo	房	N	N
revolución	革命	revolución	革命	N	N
estraño	陌生	estraño	陌生	ADJ	ADJ
estraño	怪異	estraño	怪異	ADJ	ADJ
ouro	黃金	ouro	黃金	N	N
ouro	金色	ouro	金色	N	N
ouro	黃金	ouro	黃金	N	N
ouro	金色	ouro	金色	N	N
hei	將	hei	將	V	V;CAUS
información	資訊	información	資訊	N	N
información	資料	información	資料	N	N
viño	酒	vir	酒	N	N
viño	葡萄	vir	葡萄	N	N
vemos	見	ver	見	V	V
paso	台階	paso	台階	N	N
paso	步驟	paso	步驟	N	N
paso	步	paso	步	N	N
cuestión	問題	cuestión	問題	N	N
negocio	企業	negocio	企業	N	N
negocio	業務	negocio	業務	N	N
negocio	商業	negocio	商業	N	N
negocio	商務	negocio	商務	N	N
persoal	個人	persoal	個人	N	N
persoal	人員	persoal	人員	N	N
persoal	人事	persoal	人事	N	N
pan	麵	pan	麵	N	N
parvo	啞	parvo	啞	N	N
parvo	蠢	parvo	蠢	N	N
parvo	愚蠢	parvo	愚蠢	N	N
unidos	在	unir	在	V	V
opinión	意見	opinión	意見	N	N
opinión	頭腦	opinión	頭腦	N	N
opinión	心靈	opinión	心靈	N	N
escoitar	聽著	escoitar	聽著	V	V
escoitar	聆聽	escoitar	聆聽	V	V
cor	色	cor	色	N	N
cor	彩色	cor	彩色	N	N
cor	顏色	cor	顏色	N	N
cor	色彩	cor	色彩	N	N
cor	有色	cor	有色	N	N
cor	彩色	cor	彩色	N	N
cor	彩色	cor	彩色	N	N
cor	顏色	cor	顏色	N	N
cor	色彩	cor	色彩	N	N
pon	獲取	poñer	獲取	V	V
pon	獲得	poñer	獲得	V	V
pon	得到	poñer	得到	V	V
irmáns	兄妹	irmán	兄妹	N	N
educación	教育	educación	教育	N	N
educación	學歷	educación	學歷	N	N
ideas	想法	idea	想法	N	N
fondo	深層	fondo	深層	N	N
fondo	往下	fondo	往下	N	N
fondo	下方	fondo	下方	N	N
fondo	底	fondo	底	N	N
fondo	底部	fondo	底部	N	N
fondo	底下	fondo	底下	N	N
causa	原因	causa	原因	N	N
causa	起因	causa	起因	N	N
verán	見	ver	見	V	V
ademais	而且	ademais	而且	ADV	ADV
ademais	還	ademais	還	ADV	ADV
vaite	獲取	vaite	獲取	V	V
vaite	獲得	vaite	獲得	V	V
vaite	得到	vaite	得到	V	V
vaite	出局	vaite	出局	V	V
imaxe	影象	imaxe	影象	N	N
imaxe	影像	imaxe	影像	N	N
imaxe	圖片	imaxe	圖片	N	N
imaxe	照片	imaxe	照片	N	N
imaxe	圖片	imaxe	圖片	N	N
bonito	漂亮	bonito	漂亮	N	N
bonito	美女	bonito	美女	N	N
bonito	美麗	bonito	美麗	N	N
bonito	漂亮	bonito	漂亮	N	N
bebé	嬰兒	bebé	嬰兒	N	N
bebé	寶貝	bebé	寶貝	N	N
bebé	寶寶	bebé	寶寶	N	N
simple	簡單	simple	簡單	ADJ	ADJ
metade	半數	metade	半數	N	N
metade	中間	metade	中間	N	N
usar	利用	usar	利用	V	V
usar	使用	usar	使用	V	V
usar	使用	usar	使用	V	V
batalla	戰	batalla	戰	N	N
batalla	戰役	batalla	戰役	N	N
batalla	戰鬥	batalla	戰鬥	N	N
batalla	戰地	batalla	戰地	N	N
batalla	戰場	batalla	戰場	N	N
pelo	頭髮	pelo	頭髮	N	N
pelo	髮型	pelo	髮型	N	N
pelo	發	pelo	發	N	N
festa	黨	festa	黨	N	N
festa	政黨	festa	政黨	N	N
festa	宴會	festa	宴會	N	N
festa	聚會	festa	聚會	N	N
festa	宴會	festa	宴會	N	N
festa	盛宴	festa	盛宴	N	N
conseguir	獲取	conseguir	獲取	V	V
conseguir	獲得	conseguir	獲得	V	V
conseguir	得到	conseguir	得到	V	V
elas	她們	el	她	PRO	PRO;PL;3
elas	他們	el	他	PRO	PRO;PL;3
elas	它們	el	它	PRO	PRO;PL;3
proba	測試	proba	測試	N	N
proba	試驗	proba	試驗	N	N
proba	測驗	proba	測驗	N	N
proba	證據	proba	證據	N	N
respecto	尊重	respecto	尊重	N	N
linguaxe	語言	linguaxe	語言	N	N
linguaxe	語	linguaxe	語	N	N
linguaxe	語文	linguaxe	語文	N	N
entra	獲取	entrar	獲取	V	V
entra	獲得	entrar	獲得	V	V
entra	得到	entrar	得到	V	V
vila	城鎮	vila	城鎮	N	N
vila	鎮	vila	鎮	N	N
vila	村	vila	村	N	N
vila	鄉村	vila	鄉村	N	N
vila	村	vila	村	N	N
vila	村落	vila	村落	N	N
vila	村子	vila	村子	N	N
lista	名單	lista	名單	N	N
lista	清單	lista	清單	N	N
lista	捲	lista	捲	N	N
lista	卷	lista	卷	N	N
lista	電話	lista	電話	N	N
lista	通話	lista	通話	N	N
mente	頭腦	mente	頭腦	N	N
mente	心靈	mente	心靈	N	N
gañar	贏	gañar	贏	V	V
gañar	掙	gañar	掙	V	V
gañar	賺取	gañar	賺取	V	V
gañar	賺	gañar	賺	V	V
dixeron	說	dacer	說	V	V
pena	壞	pena	壞	N	N
pena	悲痛	pena	悲痛	N	N
6	六	6	六	NUM	NUM
6	六	6	六	NUM	NUM
minuto	分鐘	minuto	分鐘	N	N
calor	燙	calor	燙	N	N
calor	溫暖	calor	溫暖	N	N
calor	熱火	calor	熱火	N	N
calor	熱力	calor	熱力	N	N
calor	熱量	calor	熱量	N	N
doce	甜蜜	doce	甜蜜	N	N
doce	甜	doce	甜	N	N
mesa	書	mesa	書	N	N
lembro	記住	lembro	記住	V	V
lembro	召回	lembro	召回	V	V
comunista	共產	comunista	共產	N	N
comunista	紅	comunista	紅	N	N
comunista	紅色	comunista	紅色	N	N
ollo	眼	ollo	眼	N	N
ollo	眼睛	ollo	眼睛	N	N
natureza	自然	natureza	自然	N	N
natureza	性質	natureza	性質	N	N
pronto	很快	pronto	很快	ADV	ADV
igrexa	教會	igrexir	教會	N	N
igrexa	教堂	igrexir	教堂	N	N
rapazas	女孩	rapaz	女孩	N	N
rapazas	女生	rapaz	女生	N	N
rapazas	女	rapaz	女	N	N
liña	線	liña	線	N	N
liña	線路	liña	線路	N	N
alma	靈魂	alma	靈魂	N	N
viches	見	viche	見	V	V
posible	最好	posible	最好	ADJ	ADJ
aquel	那	aquel	那	DET	DET
acción	動作	acción	動作	N	N
acción	行動	acción	行動	N	N
arte	美術	arte	美術	N	N
arte	藝術	arte	藝術	N	N
arte	藝術	arte	藝術	N	N
ficar	留	ficar	留	V	V
ficar	留下	ficar	留下	V	V
ficar	留下	ficar	留下	V	V
preguntas	問題	pregunta	問題	N	N
1	一	1	一	NUM	NUM
1	一	1	一	NUM	NUM
novos	新	novo	新	ADJ	ADJ
novos	年輕	novo	年輕	ADJ	ADJ
película	電影	película	電影	N	N
película	膠片	película	膠片	N	N
película	影片	película	影片	N	N
película	電影	película	電影	N	N
película	影片	película	影片	N	N
mercar	購買	mercar	購買	V	V
mercar	買	mercar	買	V	V
mercar	獲取	mercar	獲取	V	V
mercar	獲得	mercar	獲得	V	V
mercar	得到	mercar	得到	V	V
dirección	方向	dirección	方向	N	N
dirección	地址	dirección	地址	N	N
dirección	住址	dirección	住址	N	N
éxito	命中	éxito	命中	N	N
éxito	成功	éxito	成功	N	N
éxito	成功	éxito	成功	N	N
crear	創建	crear	創建	V	V
crear	創建	crear	創建	V	V
crear	建	crear	建	V	V
crear	建立	crear	建立	V	V
dor	痛	dor	痛	N	N
dor	傷痛	dor	傷痛	N	N
dor	疼痛	dor	疼痛	N	N
dor	痛苦	dor	痛苦	N	N
dor	悲痛	dor	悲痛	N	N
servizo	職責	servizo	職責	N	N
nenas	女孩	neno	女孩	N	N
nenas	女生	neno	女生	N	N
nenas	女	neno	女	N	N
nenas	兒童	neno	兒童	N	N
movemento	運動	movemento	運動	N	N
movemento	動議	movemento	動議	N	N
movemento	運動	movemento	運動	N	N
movemento	動	movemento	動	N	N
dálle	獲取	dálle	獲取	V	V
dálle	獲得	dálle	獲得	V	V
dálle	得到	dálle	得到	V	V
tenda	帳篷	tenda	帳篷	N	N
tenda	帳蓬	tenda	帳蓬	N	N
tenda	購物	tenda	購物	N	N
tenda	店鋪	tenda	店鋪	N	N
tenda	店	tenda	店	N	N
tenda	商店	tenda	商店	N	N
tenda	店	tenda	店	N	N
tenda	商店	tenda	商店	N	N
aqueles	那些	aquel	那些	DET	DET
experiencia	體驗	experiencia	體驗	N	N
experiencia	經驗	experiencia	經驗	N	N
baixa	往下	baixa	往下	N	N
baixa	低低	baixa	低低	N	N
viu	見	ver	見	V	V
proxecto	項目	proxecto	項目	N	N
americanos	美式	americano	美式	N	N
cabrón	陰戶	cabrón	陰戶	N	N
memoria	記憶	memoria	記憶	N	N
memoria	記憶	memoria	記憶	N	N
memoria	記憶	memoria	記憶	N	N
tema	角	tema	角	N	N
tema	點	tema	點	N	N
tema	專題	tema	專題	N	N
tema	主題	tema	主題	N	N
tema	主題	tema	主題	N	N
tema	題目	tema	題目	N	N
tema	話題	tema	話題	N	N
tema	專題	tema	專題	N	N
tema	主題	tema	主題	N	N
cabo	之後	cabo	之後	N	N
cabo	角	cabo	角	N	N
cabo	下士	cabo	下士	N	N
rúas	街道	rúa	街道	N	N
rúas	街頭	rúa	街頭	N	N
rúas	街道	rúa	街道	N	N
rúas	街	rúa	街	N	N
produción	產量	produción	產量	N	N
chamada	致電	chamar	致電	V	V
chamada	打電	chamar	打電	V	V
chamada	呼叫	chamar	呼叫	V	V
sala	房間	sala	房間	N	N
sala	房	sala	房	N	N
valor	勇氣	valor	勇氣	N	N
valor	價值	valor	價值	N	N
valor	數值	valor	數值	N	N
valor	值	valor	值	N	N
tía	姑姑	tía	姑姑	N	N
tía	姨媽	tía	姨媽	N	N
tía	姑姑	tía	姑姑	N	N
tía	姨媽	tía	姨媽	N	N
pés	英尺	pés	英尺	N	N
pés	腳	pés	腳	N	N
trata	嘗試	tratar	嘗試	V	V
trata	試試	tratar	試試	V	V
vinte	鋸	vinte	鋸	N	N
vinte	鋸子	vinte	鋸子	N	N
digas	說	dicir	說	V	V
barco	船	barco	船	N	N
barco	船隻	barco	船隻	N	N
barco	艇	barco	艇	N	N
barco	船	barco	船	N	N
barco	船隻	barco	船隻	N	N
barco	艦	barco	艦	N	N
barco	船舶	barco	船舶	N	N
comunistas	共產	comunista	共產	N	N
manter	維持	manter	維持	V	V
arma	槍支	arma	槍支	N	N
arma	槍	arma	槍	N	N
arma	炮	arma	炮	N	N
arma	武器	arma	武器	N	N
arma	兵器	arma	兵器	N	N
queira	喜歡	queira	喜歡	V	V
cantidade	金額	cantidade	金額	N	N
cantidade	款額	cantidade	款額	N	N
cantidade	數額	cantidade	數額	N	N
cantidade	數字	cantidade	數字	N	N
cantidade	數	cantidade	數	N	N
cantidade	號碼	cantidade	號碼	N	N
cantidade	編號	cantidade	編號	N	N
cantidade	數量	cantidade	數量	N	N
cantidade	量	cantidade	量	N	N
cantidade	圖	cantidade	圖	N	N
compañía	公司	compañía	公司	N	N
beber	喝	beber	喝	V	V
beber	喝酒	beber	喝酒	V	V
beber	飲酒	beber	飲酒	V	V
listo	聰明	listo	聰明	N	N
risos	笑聲	riso	笑聲	N	N
risos	大笑	riso	大笑	N	N
presidente	總統	presidente	總統	N	N
presidente	主席	presidente	主席	N	N
presidente	主席	presidente	主席	N	N
pequenos	小	pequeno	小	ADJ	ADJ
pequenos	微小	pequeno	微小	ADJ	ADJ
cedo	及	cedo	及	ADV	ADV
cedo	很快	cedo	很快	ADV	ADV
farei	將	facer	將	V	V;CAUS
veñen	來	vir	來	V	V
banda	樂團	banda	樂團	N	N
banda	樂隊	banda	樂隊	N	N
banda	側	banda	側	N	N
banda	手	banda	手	N	N
banda	幫派	banda	幫派	N	N
principio	原則	principio	原則	N	N
principio	原理	principio	原理	N	N
mire	見	mirar	見	V	V
proceso	審訊	proceso	審訊	N	N
proceso	審判	proceso	審判	N	N
dereita	右	dereita	右	N	N
espectáculo	奇觀	espectáculo	奇觀	N	N
cociña	廚房	cociñar	廚房	N	N
cociña	烹飪	cociñar	烹飪	N	N
cociña	烹調	cociñar	烹調	N	N
preguntar	提問	preguntar	提問	V	V
totalmente	完全	total	完全	ADV	ADV
totalmente	完全	total	完全	ADV	ADV
totalmente	絕對	total	絕對	ADV	ADV
fácil	輕鬆	fácil	輕鬆	ADJ	ADJ
fácil	簡單	fácil	簡單	ADJ	ADJ
francos	法郎	franco	法郎	N	N
fermosa	很好	fermosa	很好	ADJ	ADJ
esposa	妻子	esposa	妻子	N	N
falando	聊	falar	聊	V	V
río	河	río	河	N	N
río	江河	río	江河	N	N
río	河流	río	河流	N	N
lugares	地方	lugar	地方	N	N
lugares	地點	lugar	地點	N	N
12	十二	12	十二	NUM	NUM
busca	尋找	buscar	尋找	V	V
busca	追求	buscar	追求	V	V
busca	追逐	buscar	追逐	V	V
busca	追擊	buscar	追擊	V	V
busca	找到	buscar	找到	V	V
busca	尋找	buscar	尋找	V	V
necesito	需要	necesito	需要	V	V
príncipe	王子	príncipe	王子	N	N
príncipe	太子	príncipe	太子	N	N
príncipe	親王	príncipe	親王	N	N
tipos	類型	tipo	類型	N	N
datos	資料	dato	資料	N	N
datos	資料	dato	資料	N	N
imaxes	影像	imaxe	影像	N	N
imaxes	圖片	imaxe	圖片	N	N
imaxes	圖片	imaxe	圖片	N	N
imaxes	像片	imaxe	像片	N	N
imaxes	圖畫	imaxe	圖畫	N	N
imaxes	照片	imaxe	照片	N	N
xenial	偉大	xenial	偉大	ADJ	ADJ
andar	散步	andar	散步	V	V
andar	行走	andar	行走	V	V
andar	走路	andar	走路	V	V
andar	散步	andar	散步	V	V
andar	走路	andar	走路	V	V
parar	停止	parar	停止	V	V
equipo	團隊	equipo	團隊	N	N
equipo	球隊	equipo	球隊	N	N
equipo	隊伍	equipo	隊伍	N	N
equipo	裝備	equipo	裝備	N	N
equipo	船員	equipo	船員	N	N
demo	魔鬼	demo	魔鬼	N	N
demo	妖	demo	妖	N	N
demo	地獄	demo	地獄	N	N
consello	安理	consello	安理	N	N
consello	聽力	consello	聽力	N	N
consello	聽覺	consello	聽覺	N	N
aldea	村	aldea	村	N	N
aldea	鄉村	aldea	鄉村	N	N
aldea	村	aldea	村	N	N
aldea	村落	aldea	村落	N	N
aldea	村子	aldea	村子	N	N
aldea	城鎮	aldea	城鎮	N	N
aldea	鎮	aldea	鎮	N	N
negocios	企業	negocio	企業	N	N
negocios	業務	negocio	業務	N	N
negocios	商業	negocio	商業	N	N
negocios	商務	negocio	商務	N	N
dúbida	疑問	dúbida	疑問	N	N
dúbida	問題	dúbida	問題	N	N
animal	動物	animal	動物	N	N
entendes	挖	entender	挖	V	V
costas	背後	costa	背後	N	N
costas	後面	costa	後面	N	N
costas	身後	costa	身後	N	N
cea	晚飯	cear	晚飯	N	N
cea	晚餐	cear	晚餐	N	N
cea	晚餐	cear	晚餐	N	N
avoa	奶奶	avoa	奶奶	N	N
avoa	祖母	avoa	祖母	N	N
matou	被	matar	被	V	V;PASS
doado	輕鬆	doado	輕鬆	ADJ	ADJ
doado	簡單	doado	簡單	ADJ	ADJ
falamos	聊	falar	聊	V	V
reino	王國	reino	王國	N	N
reino	國度	reino	國度	N	N
reino	王國	reino	王國	N	N
reino	境界	reino	境界	N	N
semella	看	semellar	看	V	V
semella	喜歡	semellar	喜歡	V	V
tempos	時代	tempo	時代	N	N
tempos	時報	tempo	時報	N	N
tempos	時光	tempo	時光	N	N
tempos	時間	tempo	時間	N	N
tempos	日子	tempo	日子	N	N
tempos	天數	tempo	天數	N	N
planeta	行星	planeta	行星	N	N
planeta	星球	planeta	星球	N	N
sentir	感受	sentir	感受	V	V
sentir	感受	sentir	感受	V	V
gustaría	喜歡	gustar	喜歡	V	V
fogar	家	fogar	家	N	N
fogar	住家	fogar	住家	N	N
tratar	對待	tratar	對待	V	V
tratar	交易	tratar	交易	V	V
tratar	嘗試	tratar	嘗試	V	V
tratar	嘗試	tratar	嘗試	V	V
tratar	試試	tratar	試試	V	V
8	八	8	八	NUM	NUM
8	八	8	八	NUM	NUM
serán	將	ser	將	V	V;CAUS
vellos	老了	vello	老了	N	N
rematar	結束	rematar	結束	V	V
rematar	完成	rematar	完成	V	V
fermoso	很好	fermoso	很好	ADJ	ADJ
historias	故事	historia	故事	N	N
historias	動態	historia	動態	N	N
condicións	條件	condición	條件	N	N
condicións	術語	condición	術語	N	N
condicións	條款	condición	條款	N	N
espírito	精神	espírito	精神	N	N
espírito	鬼	espírito	鬼	N	N
espírito	鬼	espírito	鬼	N	N
espírito	幽靈	espírito	幽靈	N	N
disco	相簿	disco	相簿	N	N
disco	專輯	disco	專輯	N	N
disco	唱片	disco	唱片	N	N
disco	紀錄	disco	紀錄	N	N
posición	職位	posición	職位	N	N
posición	位置	posición	位置	N	N
posición	立場	posición	立場	N	N
vidas	生命	vida	生命	N	N
vidas	人生	vida	人生	N	N
mirade	觀看	mirade	觀看	V	V
mirade	見	mirade	見	V	V
agardo	希望	agardo	希望	V	V
quente	燙	quente	燙	N	N
quente	溫暖	quente	溫暖	N	N
quente	暖	quente	暖	N	N
zona	面積	zona	面積	N	N
zona	地區	zona	地區	N	N
zona	區域	zona	區域	N	N
zona	區	zona	區	N	N
zona	區	zona	區	N	N
zona	區域	zona	區域	N	N
medios	媒體	medio	媒體	N	N
