村	마을	村	마을	N	N
規格	사양	規格	사양	N	N
規格	사양	規格	사양	N	N
規格	사양	規格	사양	N	N
雕	독수리	雕	독수리	N	N
地獄	지옥	地獄	지옥	N	N
混淆	혼란	混淆	혼란	N	N
混淆	혼돈	混淆	혼돈	N	N
混淆	혼란	混淆	혼란	N	N
混淆	혼란	混淆	혼란	N	N
參數	매개변수	參數	매개변수	N	N
參數	인자	參數	인자	N	N
共用	공유해	共用	공유+하+어	V	V
共用	공유하기	共用	공유+하+기	V	V
樂器	악기	樂器	악기	N	N
樂器	인스트루먼트	樂器	인스트프랑트	N	N
樂器	악기	樂器	악기	N	N
樂器	계기	樂器	계기	N	N
來賓	참석자	來賓	참석자	N	N
來賓	참석자	來賓	참석자	N	N
來賓	손님들	來賓	손님+들	N	N
雕塑	조각상	雕塑	조각상	N	N
雕塑	조각	雕塑	조각	N	N
雕塑	조각	雕塑	조각	N	N
雕塑	동상	雕塑	동상	N	N
雕塑	조각상	雕塑	조각상	N	N
藝術	음악가	藝術	음악가	N	N
藝術	예술가	藝術	예술가	N	N
藝術	아티스트	藝術	아티스트	N	N
藝術	아티스트가	藝術	아티스트+가	N	N
藝術	음악가	藝術	음악가	N	N
藝術	예술가	藝術	예술가	N	N
藝術	아티스트	藝術	아티스트	N	N
藝術	아티스트가	藝術	아티스트+가	N	N
命運	운명	命運	운명	N	N
命運	운명	命運	운명	N	N
房子	주택	房子	주택	N	N
例外	예외	例外	예외		
例外	예외	例外	예외		
指南	가이드	指南	가이드	N	N
指南	안내	指南	안내	N	N
指南	가이드	指南	가이드	N	N
財務	재무	財務	재무	N	N
財務	금융	財務	금융	N	N
財務	재무	財務	재무	N	N
財務	재정	財務	재정	N	N
財務	금융	財務	금융	N	N
財務	재정	財務	재정	N	N
公平	공정	公平	공정	N	N
公平	박람회	公平	박람회	N	N
公平	공정성	公平	공정성	N	N
電池	전지	電池	전지	N	N
電池	배터리	電池	배터리	N	N
電池	전지	電池	전지	N	N
電池	배터리	電池	배터리	N	N
獵人	사냥꾼	獵人	사냥꾼	N	N
獵人	사냥꾼	獵人	사냥꾼	N	N
老闆	사장님	老闆	사장님	N	N
靈魂	영혼	靈魂	영혼	N	N
靈魂	영혼	靈魂	영혼	N	N
工程	기술자	工程	기술자	N	N
工程	공학자	工程	공학자	N	N
用法	사용법	用法	사용법	N	N
用法	사용량	用法	사용량	N	N
用法	사용	用法	사용	N	N
手術	수술	手術	수술	N	N
手術	외과	手術	외+과	N	N
手術	작동	手術	작동	N	N
手術	작전	手術	작전	N	N
行李	수화물	行李	수화물	N	N
行李	수하물	行李	수하물	N	N
行李	수하물	行李	수하물	N	N
穿	입고	穿	입+고	V	V
機體	생물	機體	생물	N	N
機體	생명체	機體	생명체	N	N
氮	질소	氮	질소	N	N
同性	동성애	同性	동성애	N	N
情感	정서	情感	정서	N	N
情感	감정	情感	감정	N	N
情感	감정	情感	감정	N	N
情感	감정	情感	감정	N	N
妖	악마	妖	악마	N	N
臉	얼굴	臉	얼굴	N	N
臉	얼굴들	臉	얼굴+들	N	N
臉	얼굴	臉	얼굴	N	N
臉	얼굴이	臉	얼굴+이	N	N
效應	영향	效應	영향	N	N
效應	효과	效應	효과	N	N
效應	영향	效應	영향	N	N
效應	효과	效應	효과	N	N
交叉	십자가	交叉	십자가	N	N
分數	점수	分數	점수	N	N
分數	득점	分數	득점	N	N
分數	점수	分數	점수	N	N
分數	득점	分數	득점	N	N
遊客	방문자	遊客	방문자	N	N
遊客	방문객	遊客	방문객	N	N
遊客	관광객	遊客	관광객	N	N
遊客	관광객	遊客	관광객	N	N
騎兵	기병대	騎兵	기병대	N	N
騎兵	기병	騎兵	기병	N	N
女生	소녀	女生	소녀	N	N
女生	소녀	女生	소녀	N	N
女生	소녀들	女生	소녀+들	N	N
女生	걸스	女生	걸스	N	N
蒸汽	증기	蒸汽	증기	N	N
蒸汽	증기	蒸汽	증기	N	N
鍵	채권	鍵	채권	N	N
鍵	결합	鍵	결합	N	N
氯	염소	氯	염소	N	N
經理	관리자	經理	관리자	N	N
假日	휴일	假日	휴일	N	N
假日	명절	假日	명절	N	N
假日	연휴	假日	연휴	N	N
假日	휴가	假日	휴가	N	N
假日	공휴일	假日	공휴+이+ㄹ	N	N
假日	휴일	假日	휴일	N	N
假日	연휴	假日	연휴	N	N
假日	공휴일	假日	공휴+이+ㄹ	N	N
假日	명절	假日	명절	N	N
物業	자산	物業	자산	N	N
物業	재산권	物業	재산권	N	N
物業	속성	物業	속성	N	N
物業	재산	物業	재산	N	N
預算	예산	預算	예산	N	N
預算	예산	預算	예산	N	N
閃	플래시	閃	플래시	N	N
雕像	동상	雕像	동상	N	N
雕像	조각상	雕像	조각상	N	N
雕像	동상	雕像	동상	N	N
雕像	조각상	雕像	조각상	N	N
貨	화물	貨	화물	N	N
首頁	고향	首頁	고향		
首頁	가정	首頁	가정		
首頁	홈페이지	首頁	홈페+이+지		
引力	중력	引力	중력	N	N
霧	안개	霧	안개	N	N
霧	포기	霧	포기	N	N
霧	안개	霧	안개	N	N
霧	안개	霧	안개	N	N
市鎮	코뮌	市鎮	코뮌	N	N
免疫	면역	免疫	면역	N	N
免疫	면역	免疫	면역	N	N
編碼	인코딩	編碼	인코딩	N	N
編碼	부호	編碼	부호	N	N
編碼	부호화	編碼	부호화	N	N
編碼	인코딩	編碼	인코딩	N	N
編碼	부호화	編碼	부호화	N	N
啤酒	맥주	啤酒	맥주	N	N
向前	전달	向前	전달	N	N
時裝	패션	時裝	패션	N	N
火炮	대포	火炮	대포	N	N
魔女	마녀	魔女	마녀	N	N
擴張	확장하기	擴張	확장+하+기	V	V
擴張	펼치기	擴張	펼치+기	V	V
斷	부러진	斷	부러지+ㄴ		
甲基	메틸	甲基	메너+ㄴ	N	N
進步	진행	進步	진행	N	N
進步	진보주의	進步	진보주의	N	N
進步	프로그레시브	進步	프로그레시브	N	N
強度	강도	強度	강도	N	N
強度	강조	強度	강조	N	N
強度	체력	強度	체력	N	N
白金	백금	白金	백금	N	N
走廊	복도	走廊	복도	N	N
金額	금액	金額	금액	N	N
表格	양식	表格	양식	N	N
表格	형태	表格	형태	N	N
表格	양식	表格	양식	N	N
創新	혁신	創新	혁신	N	N
創新	혁신	創新	혁신	N	N
農民	농민	農民	농민	N	N
農民	농부	農民	농부	N	N
農民	농부	農民	농부	N	N
理性	이유	理性	이유	N	N
理性	합리적	理性	합리+적	N	N
外表	외모	外表	외모	N	N
外表	출연	外表	출연	N	N
外表	외모	外表	외모	N	N
外表	모양	外表	모양	N	N
外表	출연	外表	출연	N	N
承諾	약속	承諾	약속		
承諾	약속	承諾	약속		
稅	세금	稅	세금	N	N
稅	세금	稅	세금	N	N
缸	실린더	缸	실린더	N	N
童年	어릴적	童年	어릴+적	N	N
百科	대백과사전	百科	대백과류전	N	N
彩色	채색	彩色	채색	N	N
工會	동맹	工會	동맹	N	N
工會	연맹	工會	연맹	N	N
工會	연합	工會	연합	N	N
蜘蛛	거미	蜘蛛	거미	N	N
享受	즐기기	享受	즐기+기	V	V
享受	즐겼다	享受	즐기+었+다	V	V
肌	근육	肌	근육	N	N
美女	미녀	美女	미녀	N	N
美女	미용	美女	미용	N	N
美女	미모	美女	미모	N	N
助手	조교	助手	조교	N	N
助手	보조	助手	보조	N	N
助手	보좌	助手	보좌	N	N
混亂	혼란	混亂	혼란	N	N
混亂	혼돈	混亂	혼돈	N	N
混亂	혼란	混亂	혼란	N	N
混亂	혼돈	混亂	혼돈	N	N
裸	누드	裸	누드	N	N
廠	벤더	廠	벤더	N	N
廠	제조사	廠	제조사	N	N
廠	제조업체	廠	제조업체	N	N
廠	제조사	廠	제조사	N	N
光學	광학	光學	광학	N	N
卵	달걀	卵	달걀	N	N
軍方	군사	軍方	군사	N	N
街頭	거리가	街頭	거리+가	N	N
街頭	거리	街頭	거리	N	N
背面	꼬리	背面	꼬리	N	N
醫藥	의학	醫藥	의학	N	N
醫藥	약물	醫藥	약물	N	N
醫藥	의약품	醫藥	의약품	N	N
推理	추정	推理	추정	N	N
推理	추론	推理	추론	N	N
推理	추리	推理	추리	N	N
推理	추론	推理	추론	N	N
變更	바뀌기	變更	바뀌+기	V	V
變更	바꾸기	變更	바꾸+기	V	V
新手	초보	新手	초보	N	N
膠	접착제	膠	접착제	N	N
分歧	차이	分歧	차이	N	N
分歧	발산	分歧	발산	N	N
怪物	괴물이	怪物	괴물+이	N	N
書寫	쓰기	書寫	쓰+기	V	V
書寫	글쓰기	書寫	글쓰기	V	V
色情	포르노그래피	色情	포르노그래피	N	N
色情	포르노그래피	色情	포르노그래피	N	N
股東	주주	股東	주주	N	N
股東	주주	股東	주주	N	N
股東	주주	股東	주주	N	N
劫	강도	劫	강도	N	N
人群	군중	人群	군중	N	N
人群	군중	人群	군중	N	N
簡化	간소화된	簡化	간소화+되+ㄴ	V	V
土壤	토양	土壤	토양	N	N
水中	수중	水中	수중	N	N
消費	소비	消費	소비	N	N
洗	씻기	洗	씻+기	V	V
洗	씻어	洗	씻+어	V	V
洗	씻기	洗	씻+기	V	V
隕石	운석	隕石	운석	N	N
船隻	혈관	船隻	혈관	N	N
船隻	선박	船隻	선박	N	N
船隻	보트	船隻	보트	N	N
船隻	선박	船隻	선박	N	N
船隻	보트	船隻	보트	N	N
物體	객체	物體	객체	N	N
物體	개체	物體	개체	N	N
物體	물체	物體	물체	N	N
物體	천체	物體	천체	N	N
元件	컴포넌트	元件	컴포넌트	N	N
元件	구성요소	元件	구성+요소	N	N
元件	구성요소	元件	구성+요소	N	N
元件	부품	元件	부품	N	N
元件	성분	元件	성분	N	N
元件	요소	元件	요소	N	N
元件	원소	元件	원소	N	N
尾巴	꼬리	尾巴	꼬리	N	N
妖怪	괴물이	妖怪	괴물+이	N	N
選民	유권자	選民	유권자	N	N
演技	연기	演技	연기	N	N
肌肉	근육	肌肉	근육	N	N
肌肉	근육	肌肉	근육	N	N
肌肉	근육	肌肉	근육	N	N
火車	열차	火車	열차	N	N
火車	열차	火車	열차	N	N
蛙	개구리	蛙	개구리	N	N
答案	응답	答案	응답	N	N
答案	정답	答案	정답	N	N
答案	대답	答案	대답	N	N
答案	답변	答案	답변	N	N
答案	답변	答案	답변	N	N
答案	대답	答案	대답	N	N
鏡頭	렌즈	鏡頭	렌즈	N	N
鏡頭	사진기	鏡頭	사진기	N	N
頭銜	제목	頭銜	제목	N	N
時尚	패션	時尚	패션	N	N
審判	재판	審判	재판	N	N
審判	재판	審判	재판	N	N
軍艦	군함	軍艦	군함	N	N
透明	투명	透明	투명	N	N
透明	투명성	透明	투명성	N	N
透明	투명	透明	투명	N	N
督察	경감	督察	경감	N	N
督察	조사관	督察	조사관	N	N
野生	야생	野生	야생	N	N
用品	용품	用品	용품	N	N
用品	공급	用品	공급	N	N
秋季	가을	秋季	가을	N	N
同事	동료들	同事	동료+들	N	N
群眾	군중	群眾	군중	N	N
外交	외교관	外交	외교관	N	N
外交	외교관	外交	외교관	N	N
底部	아래쪽	底部	아래+쪽	N	N
底部	아래	底部	아래	N	N
衣服	의류	衣服	의류	N	N
衣服	옷이	衣服	옷+이	N	N
終	종료	終	종료	N	N
風險	위험	風險	위험	N	N
風險	리스크	風險	리스크	N	N
風險	위험	風險	위험	N	N
風險	리스크	風險	리스크	N	N
象棋	체스	象棋	체스	N	N
標記	태그	標記	태그	N	N
標記	태그	標記	태그	N	N
鋼鐵	강철	鋼鐵	강철	N	N
鋼鐵	스틸	鋼鐵	스틸	N	N
速率	평가	速率	평가	N	N
速率	비율	速率	비율	N	N
年級	성적	年級	성+적	N	N
年級	학년	年級	학년	N	N
聚會	파티	聚會	파티	N	N
聚會	수집	聚會	수집	N	N
聚會	모임	聚會	모임	N	N
烈士	순교자	烈士	순교자	N	N
烈士	순교자	烈士	순교자	N	N
寵物	애완동물	寵物	애완동물	N	N
寵物	애완동물	寵物	애완동물	N	N
夫婦	커플	夫婦	커플	N	N
夫婦	부부	夫婦	부부	N	N
夫婦	커플	夫婦	커플	N	N
夫婦	부부	夫婦	부부	N	N
屍	시체	屍	시체	N	N
螢幕	화면	螢幕	화면	N	N
真菌	곰팡이	真菌	곰팡이	N	N
真菌	곰팡이	真菌	곰팡이	N	N
號碼	숫자	號碼	숫자	N	N
號碼	번호	號碼	번호	N	N
鞋	신발	鞋	신발	N	N
鞋	신발	鞋	신발	N	N
鞋	구두	鞋	구두	N	N
羽毛	깃털	羽毛	깃털	N	N
羽毛	깃털	羽毛	깃털	N	N
羽毛	깃털	羽毛	깃털	N	N
期限	기간	期限	기간	N	N
肥	지방	肥	지방	N	N
社交	사회주의	社交	사회주의	N	N
社交	사회	社交	사회	N	N
社交	사회적	社交	사회+적	N	N
概率	확률	概率	확률	N	N
登山	등산	登山	등산	N	N
登山	등반	登山	등반	N	N
登山	하이킹	登山	하이킹	N	N
溶液	해결책	溶液	해결책	N	N
溶液	솔루션	溶液	솔루션	N	N
吸血	흡혈귀	吸血	흡혈귀	N	N
血管	정맥	血管	정맥	N	N
彈藥	탄약	彈藥	탄약	N	N
決戰	결투	決戰	결투	N	N
殺手	살인범	殺手	살인범	N	N
偷	훔쳐	偷	훔치+어	V	V
隱藏	숨김	隱藏	숨김	N	N
星星	항성	星星	항성	N	N
星星	항성	星星	항성	N	N
道具	소품	道具	소품	N	N
道具	소품	道具	소품	N	N
合金	합금	合金	합금	N	N
合金	합금	合金	합금	N	N
矮	난쟁이	矮	난쟁+이	N	N
酒吧	술집	酒吧	술집	N	N
民兵	민병대	民兵	민병대	N	N
制服	유니폼	制服	유니히	N	N
制服	유니폼	制服	유니히	N	N
場景	장면	場景	장면	N	N
場景	장면	場景	장면	N	N
炮兵	대포	炮兵	대포	N	N
痛	통증	痛	통증	N	N
痛	통증이	痛	통증+이	N	N
痛	고통	痛	고통	N	N
證券	증권	證券	증권	N	N
星雲	성운	星雲	성운	N	N
山區	산악	山區	산악	N	N
進口	수입	進口	수입	N	N
進口	수입	進口	수입	N	N
進口	수입	進口	수입	N	N
共和	공화당	共和	공화당	N	N
中型	미디어	中型	미디어	N	N
中型	중간	中型	중간	N	N
陽光	태양	陽光	태양	N	N
陽光	햇빛	陽光	햇빛	N	N
陽光	햇빛	陽光	햇빛	N	N
宗旨	목적	宗旨	목적	N	N
宗旨	목표	宗旨	목표	N	N
猜	추측	猜	추측		
行程	여행	行程	여행	N	N
鄉村	마을	鄉村	마을	N	N
鄉村	마을	鄉村	마을	N	N
房間	객실	房間	객실	N	N
溪流	스트림	溪流	스트림	N	N
溪流	스트림	溪流	스트림	N	N
有	유용하다	有	유용+하+다	V	V
有	유용합니다	有	유용+하+ㅂ니다	V	V
瘤	종양	瘤	종양	N	N
瘤	종양	瘤	종양	N	N
電信	통신	電信	통신	N	N
電信	통신	電信	통신	N	N
電信	통신	電信	통신	N	N
情緒	정서	情緒	정서	N	N
情緒	감정	情緒	감정	N	N
情緒	감정	情緒	감정	N	N
夫妻	커플	夫妻	커플	N	N
夫妻	부부	夫妻	부부	N	N
夫妻	커플	夫妻	커플	N	N
夫妻	부부	夫妻	부부	N	N
演講	강연	演講	강연	N	N
演講	연설	演講	연설	N	N
演講	음성	演講	음성	N	N
演講	강연	演講	강연	N	N
榴彈	유탄	榴彈	유탄	N	N
榴彈	수류탄	榴彈	수류탄	N	N
榴彈	수류탄	榴彈	수류탄	N	N
體制	기관	體制	기관	N	N
參觀	방문하기	參觀	방문+하+기	V	V
淨	net	淨	net		
土星	토성	土星	토성	N	N
槍械	총기	槍械	총기	N	N
喉	목구멍	喉	목구멍	N	N
順序	순서	順序	순서	N	N
順序	주문	順序	주문	N	N
順序	순서	順序	순서	N	N
順序	시퀀스	順序	시퀀스	N	N
護照	여권	護照	여권	N	N
護照	여권	護照	여권	N	N
罪行	범죄	罪行	범죄	N	N
條款	조항	條款	조항	N	N
條款	약관	條款	약관	N	N
條款	용어	條款	용어	N	N
邏輯	논리적	邏輯	논리+적	N	N
邏輯	논리학	邏輯	논리학	N	N
邏輯	논리	邏輯	논리	N	N
宗教	종교	宗教	종교	N	N
墓地	묘지	墓地	묘지	N	N
墓地	묘지	墓地	묘지	N	N
看台	스탠드	看台	스탠드	N	N
終身	평생	終身	평생	N	N
歡樂	기쁨이	歡樂	기쁘+ㅁ+이	N	N
笛	플루트	笛	플루트	N	N
心臟	심장	心臟	심장	N	N
心臟	마음	心臟	마음	N	N
公正	공정성	公正	공정성	N	N
鳥類	새들	鳥類	새+들	N	N
虛擬	가상	虛擬	가상	N	N
虛擬	버추얼	虛擬	버추+ㄴ	N	N
電機	모터	電機	모터	N	N
電機	전동기	電機	전동기	N	N
圖案	패턴	圖案	패턴	N	N
昆蟲	곤충	昆蟲	곤충	N	N
昆蟲	곤충	昆蟲	곤충	N	N
部件	위젯	部件	위젯	N	N
部件	부품	部件	부품	N	N
部件	부분	部件	부분	N	N
男友	남자친구	男友	남자친구	N	N
卡片	카드	卡片	카드	N	N
卡片	카드	卡片	카드	N	N
集體	집단	集體	집단	N	N
近似	대략적인	近似	대략+적+이+ㄴ	V	V
人名	이름	人名	이름	N	N
熱門	인기	熱門	인기	N	N
熱門	인기가	熱門	인기+가	N	N
熱門	인기	熱門	인기	N	N
熱門	인기	熱門	인기	N	N
崛起	상승	崛起	상승	N	N
分手	해체	分手	해체	N	N
貨運	화물	貨運	화물	N	N
貨運	배송	貨運	배송	N	N
貨運	발송	貨運	발송	N	N
貨運	화물	貨運	화물	N	N
貨運	운송	貨運	운송	N	N
水泥	시멘트	水泥	시멘트	N	N
教皇	교황	教皇	교황	N	N
大使	대사관	大使	대사관	N	N
大使	대사관	大使	대사관	N	N
初始	초기	初始	초기	N	N
財產	자산	財產	자산	N	N
財產	재산권	財產	재산권	N	N
財產	속성	財產	속성	N	N
財產	재산	財產	재산	N	N
優先	우선순위	優先	우선+순위	N	N
碎片	단편	碎片	단편	N	N
碎片	먼지	碎片	먼지	N	N
怒	분노	怒	분노	N	N
怒	화가	怒	화+가	N	N
怒	분노	怒	분노	N	N
怒	분노의	怒	분노+의	N	N
怒	분노	怒	분노	N	N
缺陷	결함	缺陷	결함	N	N
缺陷	결함	缺陷	결함	N	N
缺陷	결함	缺陷	결함	N	N
對稱	대칭	對稱	대칭	N	N
電訊	통신	電訊	통신	N	N
電訊	통신	電訊	통신	N	N
電訊	통신	電訊	통신	N	N
戲院	영화관	戲院	영화관	N	N
戲院	극장	戲院	극장	N	N
戲院	연극	戲院	연극	N	N
戲院	극장	戲院	극장	N	N
戲院	영화관	戲院	영화관	N	N
戲院	연극	戲院	연극	N	N
戲院	극장	戲院	극장	N	N
戲院	영화	戲院	영화	N	N
星球	행성	星球	행성	N	N
長者	노인	長者	노인	N	N
航海	요트	航海	요트	N	N
師團	분열	師團	분열	N	N
末端	종료	末端	종료	N	N
痛苦	고통	痛苦	고통	N	N
痛苦	통증	痛苦	통증	N	N
痛苦	통증이	痛苦	통증+이	N	N
痛苦	고통	痛苦	고통	N	N
助攻	어시스트	助攻	어시스트	N	N
數值	가치관	數值	가치관	N	N
數值	가치	數值	가치	N	N
數值	숫자	數值	숫자	N	N
數值	가치	數值	가치	N	N
司機	운전사	司機	운전사	N	N
司機	운전사	司機	운전사	N	N
叛亂	반란	叛亂	반란	N	N
叛亂	반란	叛亂	반란	N	N
叛亂	반란	叛亂	반란	N	N
叛亂	반란	叛亂	반란	N	N
階級	학급	階級	학급	N	N
階級	계급	階級	계급	N	N
階級	클래스	階級	클래스	N	N
階級	수업	階級	수업	N	N
圓形	순환	圓形	순환	N	N
帳號	계좌	帳號	계좌	N	N
帳號	계정	帳號	계정	N	N
動態	피드	動態	피드	N	N
動態	이야기	動態	이야기	N	N
動態	스토리	動態	스토리	N	N
動態	소식	動態	소식	N	N
動態	동적	動態	동적	N	N
動態	스토리	動態	스토리	N	N
動態	소식	動態	소식	N	N
動態	활동	動態	활동	N	N
動態	역학	動態	역학	N	N
大氣	대기	大氣	대기	N	N
預期	예상	預期	예상	N	N
流感	감기	流感	감기	N	N
流感	독감	流感	독감	N	N
劇院	영화관	劇院	영화관	N	N
劇院	극장	劇院	극장	N	N
劇院	연극	劇院	연극	N	N
劇院	극장	劇院	극장	N	N
劇院	영화관	劇院	영화관	N	N
劇院	연극	劇院	연극	N	N
劇院	극장	劇院	극장	N	N
人格	성격	人格	성격	N	N
人格	성격	人格	성격	N	N
人格	인격	人格	인격	N	N
瘋狂	광기	瘋狂	광기	N	N
幽默	유머	幽默	유머	N	N
幽默	유머	幽默	유머	N	N
獎章	메달	獎章	메달	N	N
獎章	메달	獎章	메달	N	N
獎章	메달	獎章	메달	N	N
症狀	증상	症狀	증상	N	N
症狀	증세	症狀	증세	N	N
症狀	증상	症狀	증상	N	N
症狀	증세	症狀	증세	N	N
清除	지우기	清除	지우+기	V	V
學位	학위	學位	학위	N	N
景點	관광지	景點	관광지	N	N
景點	명소	景點	명소	N	N
景點	관광지	景點	관광지	N	N
適用	적용하기	適用	적용+하+기	V	V
鯊	상어	鯊	상어	N	N
腹	복부	腹	복부	N	N
腹	복부	腹	복부	N	N
寬頻	광대역	寬頻	광대역	N	N
致命	치명적	致命	치명+적	N	N
致命	치명적	致命	치명+적	N	N
致命	치명적	致命	치명+적	N	N
魚雷	어뢰	魚雷	어뢰	N	N
魚雷	어뢰	魚雷	어뢰	N	N
猿	유인원	猿	유인원	N	N
猿	유인원	猿	유인원	N	N
極限	한계	極限	한계	N	N
極限	제한	極限	제한	N	N
極限	한계	極限	한계	N	N
極限	제한	極限	제한	N	N
極限	극단	極限	극단	N	N
蜂	꿀벌	蜂	꿀벌	N	N
拼	철자	拼	철자	N	N
集會	집회	集會	집회	N	N
集會	랠리	集會	랠리	N	N
區分	구별	區分	구별	N	N
區分	구별	區分	구별	N	N
傷亡	사상자	傷亡	사상자	N	N
信心	신념	信心	신념	N	N
信心	신앙	信心	신앙	N	N
信心	자신감	信心	자신감	N	N
信心	자신감	信心	자신감	N	N
法文	프랑스인	法文	프랑스인	N	N
明天	내일	明天	내일	N	N
場合	행사	場合	행사	N	N
杖	지팡이	杖	지팡이	N	N
先鋒	개척자	先鋒	개척자	N	N
先鋒	선구자	先鋒	선구자	N	N
體積	볼륨	體積	볼륨	N	N
暗殺	암살	暗殺	암살	N	N
燃燒	굽기	燃燒	굽+기	V	V
射程	범위	射程	범위	N	N
魅力	매력	魅力	매력	N	N
魅力	매력	魅力	매력	N	N
起義	폭동	起義	폭동	N	N
起義	봉기	起義	봉기	N	N
起義	반란	起義	반란	N	N
兵團	연대	兵團	연대	N	N
培訓	훈련	培訓	훈련	N	N
培訓	트레이닝	培訓	트레이닝	N	N
生育	출산	生育	출산	N	N
雲端	구름	雲端	구름	N	N
屍體	시체	屍體	시체	N	N
屍體	몸매	屍體	몸매	N	N
屍體	몸매가	屍體	몸매+가	N	N
時刻	순간	時刻	순간	N	N
時刻	순간	時刻	순간	N	N
蝦	새우	蝦	새우	N	N
蝦	새우	蝦	새우	N	N
專利	특허	專利	특허	N	N
專利	특허	專利	특허	N	N
田徑	육상	田徑	육상	N	N
售票	티켓	售票	티켓	N	N
售票	항공권	售票	항공권	N	N
區別	구별	區別	구별	N	N
區別	차이	區別	차이	N	N
村落	마을	村落	마을	N	N
音樂	뮤지컬	音樂	껍지+ㄴ	N	N
樸	공원	樸	공원	N	N
半徑	반지름	半徑	반지름	N	N
標籤	레이블	標籤	레이블	N	N
標籤	라벨	標籤	라벨	N	N
標籤	태그	標籤	태그	N	N
標籤	태그	標籤	태그	N	N
標籤	레이블	標籤	레이블	N	N
標籤	라벨	標籤	라벨	N	N
屬性	속성	屬性	속성	N	N
屬性	자산	屬性	자산	N	N
屬性	재산권	屬性	재산권	N	N
屬性	속성	屬性	속성	N	N
屬性	재산	屬性	재산	N	N
屬性	특성	屬性	특성	N	N
屬性	자산	屬性	자산	N	N
屬性	속성	屬性	속성	N	N
屬性	속성	屬性	속성	N	N
氫	수소	氫	수소	N	N
數百	수백명이	數百	수백명+이	NUM	NUM
數百	수백	數百	수백	NUM	NUM
名譽	명예	名譽	명예	N	N
名譽	명예	名譽	명예	N	N
名譽	평판	名譽	평판	N	N
名譽	명예	名譽	명예	N	N
特點	특성	特點	특성	N	N
特點	특징	特點	특징	N	N
特點	특징	特點	특징	N	N
特點	기능	特點	기능	N	N
特點	특성	特點	특성	N	N
特點	특징	特點	특징	N	N
品種	품종	品種	품종	N	N
品種	품종	品種	품종	N	N
書記	사무원	書記	사무원	N	N
電流	현재	電流	현재	N	N
電流	전류	電流	전류	N	N
密碼	부호	密碼	부호	N	N
密碼	비밀번호	密碼	비밀+번호	N	N
密碼	암호	密碼	암호	N	N
密碼	비밀번호	密碼	비밀+번호	N	N
密碼	암호	密碼	암호	N	N
帽子	모자	帽子	모자	N	N
帽子	모자	帽子	모자	N	N
普查	인구조사	普查	인구+조사	N	N
海軍	해병대	海軍	해병대	N	N
焦點	집중	焦點	집중	N	N
焦點	포커스	焦點	포커스	N	N
冬天	겨울	冬天	겨울	N	N
資本	자본	資本	자본	N	N
資本	자본주의	資本	자본주의	N	N
幹部	간부	幹部	간부	N	N
拓展	확장하기	拓展	확장+하+기	V	V
拓展	펼치기	拓展	펼치+기	V	V
團	통일	團	통일	N	N
團	단결	團	단결	N	N
團	연대	團	연대	N	N
魔鬼	악마	魔鬼	악마	N	N
獎勵	보상	獎勵	보상	N	N
獎勵	수상	獎勵	수상	N	N
獎勵	보상	獎勵	보상	N	N
合唱	합창	合唱	합창	N	N
國防	방위	國防	방위	N	N
國防	국방	國防	국방	N	N
國防	디펜스	國防	디펜스	N	N
國防	방위	國防	방위	N	N
國防	국방	國防	국방	N	N
國防	디펜스	國防	디펜스	N	N
文書	악기	文書	악기	N	N
文書	계기	文書	계기	N	N
文書	악기	文書	악기	N	N
文書	인스트루먼트	文書	인스트프랑트	N	N
物件	객체	物件	객체	N	N
物件	개체	物件	개체	N	N
物件	대상	物件	대상	N	N
物件	천체	物件	천체	N	N
物件	객체	物件	객체	N	N
物件	개체	物件	개체	N	N
物件	물체	物件	물체	N	N
物件	천체	物件	천체	N	N
背叛	배신	背叛	배신	N	N
物流	물류	物流	물류	N	N
味道	취향	味道	취향	N	N
味道	맛이	味道	맛+이	N	N
味道	냄새	味道	냄새	N	N
體驗	경험	體驗	경험	N	N
體驗	체험	體驗	체험	N	N
體驗	경험	體驗	경험	N	N
體驗	체험	體驗	체험	N	N
禽	가금류	禽	가금류	N	N
總數	합계	總數	합계	N	N
裝飾	장식	裝飾	장식	N	N
裝飾	장식	裝飾	장식	N	N
婚禮	결혼식	婚禮	결혼식	N	N
婚禮	결혼식	婚禮	결혼식	N	N
婚禮	웨딩	婚禮	웨딩	N	N
術語	용어	術語	용어	N	N
術語	약관	術語	약관	N	N
術語	용어	術語	용어	N	N
術語	용어	術語	용어	N	N
倒塌	붕괴	倒塌	붕괴	N	N
倒塌	축소	倒塌	축소	N	N
明日	내일	明日	내일	N	N
櫻花	사쿠라	櫻花	사쿠라		
上限	천장	上限	천장	N	N
上限	한계	上限	한계	N	N
上限	제한	上限	제한	N	N
星期	화보	星期	화보	N	N
補給	충전	補給	충전	N	N
指標	지표	指標	지표	N	N
指標	지표	指標	지표	N	N
徹底	철저	徹底	철저		
句子	문장	句子	문장	N	N
句子	문장	句子	문장	N	N
商務	상거래	商務	상거래	N	N
商務	상업	商務	상업	N	N
商務	업체	商務	업체	N	N
商務	사업	商務	사업	N	N
議長	스피커	議長	스피커	N	N
過往	과거	過往	과거	N	N
教導	가르침	教導	가르치+ㅁ	V	V
兔子	토끼	兔子	토끼	N	N
兔子	토끼	兔子	토끼	N	N
針	바늘	針	바늘	N	N
針	바늘	針	바늘	N	N
褐	갈색	褐	갈색	N	N
