serena	serena	serna	serena	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
byliny	örter	býlina	ört	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
byliny	örter	býlina	ört	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
dánské	danskt	dánský	danskt	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
dánské	dansk	dánský	dansk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
kvartet	kvartetten	kvartet	kvartett	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
plavání	simning	plavání	simning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
výrazy	termer	výraz	term	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
výrazy	begrepp	výraz	begrepp	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
výrazy	villkor	výraz	villkor	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
popsat	beskriver	popsat	beskriva	V;POS;NFIN	V;IND;PRS;FIN;ACT
popsat	beskriv	popsat	beskriv	V;POS;NFIN	V;IMP;FIN;ACT
popsat	beskriva	popsat	beskriva	V;POS;NFIN	V;IMP;FIN;ACT
těžká	tungt	těžký	tung	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
těžká	tung	těžký	tung	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
zdánlivě	skenbart	zdánlivě	skenbar	ADV;POS	ADV
svazky	buntar	svazek	bunta	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
svazky	volymer	svazek	volym	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
stoupá	stiger	stoupat	stiga	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
kódování	kodning	kódování	kodning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
kódování	kodningen	kódování	kodning	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
kódování	kodning	kódování	kodning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
výměna	växling	výměna	växling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
výměna	utväxling	výměna	utväxling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
výměna	exchange	výměna	exchange	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
výměna	utbyte	výměna	utbyte	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
vyjednávání	förhandling	vyjednávání	förhandling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyjednávání	överläggning	vyjednávání	överläggning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyjednávání	förhandling	vyjednávání	förhandling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyjednávání	förhandling	vyjednávání	förhandling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyjednávání	förhandling	vyjednávání	förhandling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
smetana	grädde	smetana	gräda	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
smetana	kräm	smetana	kräm	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
smetana	cream	smetana	cream	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
zachovat	bevara	zachovat	bevara	V;POS;NFIN	V;IMP;FIN;ACT
zachovat	upprätthålla	zachovat	upprätthålla	V;POS;NFIN	V;IMP;FIN;ACT
zachovat	underhålla	zachovat	underhålla	V;POS;NFIN	V;IMP;FIN;ACT
zachovat	bibehålla	zachovat	bibehålla	V;POS;NFIN	V;NFIN;ACT
zachovat	behåll	zachovat	behålla	V;POS;NFIN	V;IMP;FIN;ACT
příroda	natur	příroda	natur	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
příroda	naturen	příroda	natur	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
příroda	nature	příroda	nature	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
maďarská	ungersk	maďarský	ungersk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
formulace	formulering	formulace	formulering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
formulace	ordalydelse	formulace	ordalydelse	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
formulace	formulering	formulace	formulering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
formulace	formulering	formulace	formulering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
experimenty	experiment	experiment	experiment	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
odpovídají	motsvarar	odpovídat	motsvara	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
lidský	mänsklig	lidský	mänsklig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
lidský	mänskligt	lidský	mänsklig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
svatyně	helgedomen	svatyně	helgedom	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
svatyně	tillflyktsort	svatyně	tillflyktsort	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
svatyně	fristad	svatyně	fristad	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
svatyně	helgedom	svatyně	helgedom	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
svatyně	helgedom	svatyně	helgedom	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
svatyně	templet	svatyně	tempel	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
svatyně	tempel	svatyně	tempel	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
svatyně	temple	svatyně	temple	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
fiat	fiat	fiat	fia	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
jam	garn	jam	garn	N;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
jam	marmelad	jam	marmela	N;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
jam	jam	jam	jam	N;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
jam	sylt	jam	sylt	N;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
magnetické	magnetiska	magnetický	magnetisk	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
potlačení	repression	potlačení	repression	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
potlačení	förtryck	potlačení	förtryck	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
potlačení	förtryck	potlačení	förtryck	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
musica	musica	music	music	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
omezit	inskränka	omezit	inskränka	V;PFV;POS;NFIN	V;IMP;FIN;ACT
omezit	begränsa	omezit	begränsa	V;PFV;POS;NFIN	V;NFIN;ACT
omezit	förminska	omezit	förminsk	V;PFV;POS;NFIN	V;IMP;NFIN;ACT
omezit	minska	omezit	minska	V;PFV;POS;NFIN	V;IMP;NFIN;ACT
omezit	reducera	omezit	reducera	V;PFV;POS;NFIN	V;IMP;FIN;ACT
omezit	begränsa	omezit	begränsa	V;PFV;POS;NFIN	V;NFIN;ACT
nehody	olycksfall	nehoda	olycksfall	N;NOM;FEM;PL;POS	N;NOM;INDF;NEUT;PL
nehody	olyckor	nehoda	olycka	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
hrobky	gravar	hrobka	grav	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
referendum	folkomröstningen	referendum	folkomröstning	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
referendum	folkomröstning	referendum	folkomröstning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
referendum	folkomröstning	referendum	folkomröstning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
přepis	transkription	přepis	transkription	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
přepis	utskrift	přepis	utskrift	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
slabší	svagare	slabý	svag	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;NOM;CMPR
určeno	avsett	určený	avse	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
určeno	avsedd	určený	avse	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
larvy	yngel	larva	yngel	N;NOM;FEM;PL;POS	N;NOM;INDF;NEUT;PL
larvy	larver	larva	larv	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
larvy	larver	larva	larv	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
larvy	maskar	larva	maske	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
reklamy	annonser	reklama	annons	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
reklamy	annonser	reklama	annons	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
vyhnout	undvik	vyhnout	undvik	V;POS;NFIN	V;IMP;FIN;ACT
vyhnout	undvika	vyhnout	undvika	V;POS;NFIN	V;IMP;NFIN;ACT
vyhnout	undviks	vyhnout	undvika	V;POS;NFIN	V;IND;PRS;FIN;PASS
vyhnout	undvikas	vyhnout	undvika	V;POS;NFIN	V;NFIN;PASS
vyhnout	undvikit	vyhnout	undvika	V;POS;NFIN	V;V.CVB;ACT
vyhnout	undvek	vyhnout	undvek	V;POS;NFIN	V;IND;PST;FIN;ACT
tenis	tennis	tenis	tennis	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
uzel	nod	uzel	nod	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
uzel	knop	uzel	knop	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
hostinec	inn	hostinec	inn	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
hostinec	värdshus	hostinec	värdshus	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
léčby	behandling	léčba	behandling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
léčby	behandlingen	léčba	behandling	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
bayern	bayern	bayern	bay	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
návštěva	besök	návštěva	besök	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
limit	gräns	limit	gräns	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
limit	gränsvärde	limit	gränsvärde	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
pevný	solitt	pevný	solitt	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
pevný	bestämd	pevný	bestämd	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
přítomen	nuvarande	přítomný	nuvarande	ADJ;MASC;SG;POS	ADJ;NOM;PRS;V.PTCP
specifický	specifik	specifický	specifik	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
stáhnout	hämta	stáhnout	hämta	V;POS;NFIN	V;IMP;FIN;ACT
stáhnout	återkalla	stáhnout	återkalla	V;POS;NFIN	V;IMP;NFIN;ACT
kolegové	kollegor	kolega	kollegor	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
kolegové	kolleger	kolega	kolleg	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
kolegové	kollegor	kolega	kollegor	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
kolegové	kolleger	kolega	kolleg	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
kolegové	arbetskamrater	kolega	arbetskamrat	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
kolegové	medarbetare	kolega	medarbetare	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
očekávání	förväntan	očekávání	förväntan	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
očekávání	förväntan	očekávání	förväntan	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
nowrap	nowrap	nowrap	nowrap	N;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
vyrobené	tillverkade	vyrobený	tillverkad	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;PST;V.PTCP
vyrobené	gjorda	vyrobený	göra	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;PST;V.PTCP
vyrobené	tillverkade	vyrobený	tillverkad	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;PST;V.PTCP
potřebují	behöver	potřebovat	behöva	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
překonat	övervinna	překonat	övervinna	V;PFV;POS;NFIN	V;IMP;FIN;ACT
víra	tron	víra	tron	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
víra	tron	víra	tron	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
víra	övertygelse	víra	övertygelse	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
okrsek	distriktet	okrsek	distrikt	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
okrsek	distrikt	okrsek	distrikt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
marián	marián	marián	marián	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
specialista	specialist	specialista	specialist	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
erupce	utbrott	erupce	utbrott	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
masakr	slakt	masakr	slakt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
masakr	blodbad	masakr	blodba	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
nezávislá	självständig	závislý	självständig	ADJ;NOM;FEM;SG;NEG	ADJ;NOM;INDF;MASC+FEM;SG
nezávislá	oberoende	závislý	oberoende	ADJ;NOM;FEM;SG;NEG	ADJ;NOM;PRS;V.PTCP
nezávislá	självständigt	závislý	självständig	ADJ;NOM;FEM;SG;NEG	ADJ;NOM;INDF;NEUT;SG
nezávislá	fristående	závislý	fristående	ADJ;NOM;FEM;SG;NEG	ADJ;NOM;PRS;V.PTCP
bezprostřední	förestående	bezprostřední	förestående	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PRS;V.PTCP
bezprostřední	överhängande	bezprostřední	överhänga	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PRS;V.PTCP
bezprostřední	omedelbar	bezprostřední	omedelbar	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
zasáhl	ingripit	zasáhnout	ingripa	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.CVB;ACT
zasáhl	ingrep	zasáhnout	ingrep	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IMP;FIN;ACT
pozdě	sen	pozdě	sen	ADV;POS	ADV
pozdě	sent	pozdě	sen	ADV;POS	ADV
kousek	bit	kousek	bit	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
kousek	stycke	kousek	stycke	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
schéma	diagram	schéma	diagram	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
schéma	schema	schéma	schema	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
schéma	diagram	schéma	diagram	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
oblíbený	populärt	oblíbený	populär	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
oblíbený	populär	oblíbený	populär	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
posouzení	bedömning	posouzení	bedömning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
posouzení	utvärdering	posouzení	utvärdering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnova	restaurering	obnova	restaurering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnova	återställning	obnova	återställning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnova	återupprättande	obnova	återupprättande	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
obnova	återvinning	obnova	återvinning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnova	återhämtning	obnova	återhämtning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnova	indrivning	obnova	indrivning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnova	förnyelse	obnova	förnyelse	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
encyklopedické	encyklopediskt	encyklopedický	encyklopedisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
epidemie	utbrott	epidemie	utbrott	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
epidemie	utbrottet	epidemie	utbrott	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
epidemie	epidemi	epidemie	epidemi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
epidemie	epidemin	epidemie	epidemin	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
mimořádné	extraordinära	mimořádný	extraordinär	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
mimořádné	exceptionella	mimořádný	exceptionell	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
přežití	överlevnad	přežití	överlevnad	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
řekové	greker	řekový	grek	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
řekové	grekerna	řekový	grek	N;ANIM;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
přiznal	erkände	přiznat	erkande	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
přiznal	bekände	přiznat	bekände	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
novely	romaner	novela	roman	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
novely	noveller	novela	novell	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
herečky	skådespelerskor	herečka	skådespelerska	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
reprezentativní	representativ	reprezentativní	representativ	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
reprezentativní	representativt	reprezentativní	representativ	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
těhotenství	graviditet	těhotenství	graviditet	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
občan	medborgaren	občan	medborgare	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
ohrožené	utrotningshotade	ohrožený	utrotningshotad	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
ohrožené	hotade	ohrožený	hota	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
instrumentální	bidragande	instrumentální	bidragande	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PRS;V.PTCP
alpy	alperna	alpum	alp	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
spolky	samhällen	spolek	samhälle	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
tramvaj	spårvagn	tramvaj	spårvagn	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
tramvaj	vagn	tramvaj	vagn	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
tramvaj	spårvagn	tramvaj	spårvagn	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odmítli	avböjde	odmítnout	avböja	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
dáno	givet	daný	giv	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dáno	given	daný	given	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
přijel	anlände	přijet	anlände	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
specializované	specialiserad	specializovaný	specialiserad	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
specializované	specialiserat	specializovaný	specialisera	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
specializované	specialiserat	specializovaný	specialisera	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
specializované	specialiserad	specializovaný	specialiserad	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
parc	parc	parc	parc	N;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
parky	parker	park	park	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
kost	bone	kost	bone	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kost	benvävnad	kost	benvävnad	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
znalost	kunskap	znalost	kunskap	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
znalost	kännedom	znalost	kännedom	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
znalost	vetskap	znalost	vetskap	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
podvozek	chassi	podvozek	chassi	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
podvozek	boggi	podvozek	boggi	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
klobouk	hatten	klobouk	hatt	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
klobouk	keps	klobouk	keps	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
klobouk	mössa	klobouk	möss	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
klobouk	hatt	klobouk	hatt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
protesty	protester	protest	protest	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
protesty	protesterna	protest	protest	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
protesty	protester	protest	protest	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
posloupnost	ordningsföljd	posloupnost	ordningsföljd	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
posloupnost	sekvens	posloupnost	sekvens	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
posloupnost	sekvensen	posloupnost	sekvens	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
nedostatky	brister	nedostatek	brist	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
nedostatky	tillkortakommanden	nedostatek	tillkortakommande	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
nedostatky	brister	nedostatek	brist	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
nedostatky	brister	nedostatek	brist	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
nedostatky	svagheter	nedostatek	svaghet	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
daň	skatt	daň	skatt	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
soutěžní	konkurrenskraftigt	soutěžní	konkurrenskraftig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
soutěžní	konkurrenskraftig	soutěžní	konkurrenskraftig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
dodávky	leveranser	dodávka	leverans	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
dodávky	förnödenheter	dodávka	förnödenhet	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
dodávky	leveranser	dodávka	leverans	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
oblouk	båge	oblouk	båge	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
oblouk	arc	oblouk	arc	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
oblouk	båge	oblouk	båge	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
trenéři	utbildare	trenér	utbildare	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
čtrnáct	fjorton	čtrnáct	fjorton	NUM;NOM;SG	NUM;NOM
reagoval	svarade	reagovat	svara	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
cestování	travel	cestování	travel	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
cestování	resa	cestování	resa	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
cestování	resande	cestování	resa	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
cestování	resa	cestování	resa	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
cestování	resande	cestování	resa	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
cestování	resa	cestování	resa	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
cestování	resande	cestování	resa	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
holub	duva	holub	duva	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
logické	logisk	logický	logisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
logické	logiskt	logický	logisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
logické	logisk	logický	logisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
logické	logiskt	logický	logisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
pozvání	inbjudan	pozvání	inbjuda	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
