com	مع	com	مَعَ	ADP	ADP;ACC
edição	تحرير	edição	تَحرِير	N;FEM;SG	N;NOM;INDF;SG
edição	التحرير	edição	تَحرِير	N;FEM;SG	N;NOM;DEF;SG
edição	نشر	edição	نَشر	N;FEM;SG	N;NOM;INDF;SG
edição	النشر	edição	نَشر	N;FEM;SG	N;NOM;DEF;SG
mundial	عالميا	mundial	عَالَمِيّ	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
português	بالبرتغالية	português	بالبرتغالية	N;MASC;SG	N;NOM;DEF;SG
rei	الملك	rei	مَلِك	N;MASC;SG	N;NOM;DEF;SG
água	الماء	água	مَاء	N;FEM;SG	N;NOM;DEF;SG
água	ماء	água	مَاء	N;FEM;SG	N;NOM;INDF;SG
quatro	اربع	quatro	أَربَعَة	NUM	NUM;NOM;INDF;FEM
quatro	اربعة	quatro	أَربَعَة	NUM	NUM;NOM;INDF;MASC
época	موسم	época	مَوسِم	N;FEM;SG	N;NOM;INDF;SG
época	الموسم	época	مَوسِم	N;FEM;SG	N;NOM;DEF;SG
época	حقبة	época	حِقبَة	N;FEM;SG	N;NOM;INDF;SG
exemplo	مثال	exemplo	مِثَال	N;MASC;SG	N;NOM;INDF;SG
exemplo	المثال	exemplo	مِثَال	N;MASC;SG	N;NOM;DEF;SG
morte	الموت	morte	مَوت	N;FEM;SG	N;NOM;DEF;SG
morte	الوفاة	morte	وَفَاة	N;FEM;SG	N;NOM;DEF;SG
morte	وفاة	morte	وَفَاة	N;FEM;SG	N;NOM;INDF;SG
sob	تحت	sob	تَحتَ	ADP	ADP;ACC
produção	الانتاج	produção	إِنتَاج	N;FEM;SG	N;NOM;DEF;SG
produção	انتاج	produção	إِنتَاج	N;FEM;SG	N;NOM;INDF;SG
temporada	موسم	temporada	مَوسِم	N;FEM;SG	N;NOM;INDF;SG
temporada	الموسم	temporada	مَوسِم	N;FEM;SG	N;NOM;DEF;SG
seguinte	القادم	seguinte	قَادِم	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
seguinte	التالي	seguinte	تَالِي	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
wikipédia	ويكيبيديا	wikipédia	ويكيبيديا	N;FEM;SG	N;NOM;DEF;SG
time	وقت	time	وَقت	N;MASC;SG	N;NOM;INDF;SG
time	الزمن	time	زَمَن	N;MASC;SG	N;NOM;DEF;SG
time	الوقت	time	وَقت	N;MASC;SG	N;NOM;DEF;SG
time	زمن	time	زَمَن	N;MASC;SG	N;NOM;INDF;SG
time	الزمان	time	زَمَان	N;MASC;SG	N;NOM;DEF;SG
time	الفريق	time	فَرِيق	N;MASC;SG	N;NOM;DEF;SG
time	فريق	time	فَرِيق	N;MASC;SG	N;NOM;INDF;SG
faz	يصنع	fazer	صَنَع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
faz	يجعل	fazer	جَعَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
geral	عام	geral	عَام	N;MASC;SG	N;NOM;INDF;SG
geral	لواء	geral	لِوَاء	N;MASC;SG	N;NOM;INDF;SG
geral	اللواء	geral	لِوَاء	N;MASC;SG	N;NOM;DEF;SG
geral	الجنرال	geral	جِنِرَال	N;MASC;SG	N;NOM;DEF;SG
aqui	هنا	aqui	هُنَا	ADV	ADV
style	اسلوب	style	أُسلُوب	N;MASC;SG	N;NOM;INDF;SG
style	النمط	style	نَمَط	N;MASC;SG	N;NOM;DEF;SG
style	الاسلوب	style	أُسلُوب	N;MASC;SG	N;NOM;DEF;SG
versão	النسخة	versão	نُسخَة	N;FEM;SG	N;NOM;DEF;SG
versão	اصدار	versão	إِصدَار	N;FEM;SG	N;NOM;INDF;SG
versão	الاصدار	versão	إِصدَار	N;FEM;SG	N;NOM;DEF;SG
fim	نهاية	fim	نِهَايَة	N;MASC;SG	N;NOM;INDF;SG
fim	النهاية	fim	نِهَايَة	N;MASC;SG	N;NOM;DEF;SG
programa	البرنامج	programa	بَرنَامَج	N;MASC;SG	N;NOM;DEF;SG
programa	برنامج	programa	بَرنَامَج	N;MASC;SG	N;NOM;INDF;SG
programa	البرنامج	programa	بَرنَامَج	N;MASC;SG	N;NOM;DEF;SG
programa	برنامج	programa	بَرنَامَج	N;MASC;SG	N;NOM;INDF;SG
porto	ميناء	porto	مِينَاء	N;MASC;SG	N;NOM;INDF;SG
porto	الميناء	porto	مِينَاء	N;MASC;SG	N;NOM;DEF;SG
porto	منفذ	porto	مَنفَذ	N;MASC;SG	N;NOM;INDF;SG
porto	المنفذ	porto	مَنفَذ	N;MASC;SG	N;NOM;DEF;SG
fontes	مصادر	fonte	مَصدَر	N;FEM;PL	N;NOM;INDF;PL
fontes	المصادر	fonte	مَصدَر	N;FEM;PL	N;NOM;DEF;PL
fontes	الخطوط	fonte	خَطّ	N;FEM;PL	N;NOM;DEF;PL
fontes	خطوط	fonte	خَطّ	N;FEM;PL	N;NOM;INDF;PL
fontes	نوافير	fonte	نَافِير	N;FEM;PL	N;NOM;INDF;PL
deve	ينبغي	dever	اِنبَغَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
deve	يجب	dever	وَجَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
livro	الكتاب	livro	كِتَاب	N;MASC;SG	N;NOM;DEF;SG
livro	كتاب	livro	كِتَاب	N;MASC;SG	N;NOM;INDF;SG
lado	جانب	lado	جَانِب	N;MASC;SG	N;NOM;INDF;SG
lado	الجانب	lado	جَانِب	N;MASC;SG	N;NOM;DEF;SG
equipe	الفريق	equipe	فَرِيق	N;FEM;SG	N;NOM;DEF;SG
equipe	فريق	equipe	فَرِيق	N;FEM;SG	N;NOM;INDF;SG
escola	مدرسة	escola	مَدرَسَة	N;FEM;SG	N;NOM;INDF;SG
escola	المدرسة	escola	مَدرَسَة	N;FEM;SG	N;NOM;DEF;SG
dados	البيانات	dado	بَيَان	N;MASC;PL	N;NOM;DEF;PL
dados	بيانات	dado	بَيَان	N;MASC;PL	N;NOM;INDF;PL
copa	كوب	copa	كُوب	N;FEM;SG	N;NOM;INDF;SG
copa	فنجان	copa	فنجان	N;FEM;SG	N;NOM;INDF;SG
copa	الكوب	copa	كُوب	N;FEM;SG	N;NOM;DEF;SG
posição	موقف	posição	مَوقِف	N;FEM;SG	N;NOM;INDF;SG
posição	المنصب	posição	مَنصِب	N;FEM;SG	N;NOM;DEF;SG
posição	الموضع	posição	مُوَضَّع	N;FEM;SG	N;NOM;DEF;SG
posição	الموقف	posição	مَوقِف	N;FEM;SG	N;NOM;DEF;SG
internacional	الدولية	internacional	دُوَلِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
internacional	الدولي	internacional	دُوَلِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
internacional	دولية	internacional	دُوَلِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
internacional	دولي	internacional	دُوَلِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
província	مقاطعة	província	مُقَاطَعَة	N;FEM;SG	N;NOM;INDF;SG
província	المحافظة	província	مُحَافَظَة	N;FEM;SG	N;NOM;DEF;SG
província	محافظة	província	مُحَافَظَة	N;FEM;SG	N;NOM;INDF;SG
província	المقاطعة	província	مُقَاطَعَة	N;FEM;SG	N;NOM;DEF;SG
team	الفريق	team	فَرِيق	N;MASC;SG	N;NOM;DEF;SG
team	فريق	team	فَرِيق	N;MASC;SG	N;NOM;INDF;SG
países	بلدان	país	بَلَد	N;MASC;PL	N;NOM;INDF;PL
países	البلدان	país	بَلَد	N;MASC;PL	N;NOM;DEF;PL
países	الدول	país	دَولَة	N;MASC;PL	N;NOM;DEF;PL
inglês	الانجليزية	inglês	إِنجلِيزِيَّة	N;MASC;SG	N;NOM;DEF;SG
projeto	مشروع	projeto	مَشرُوع	N;MASC;SG	N;NOM;INDF;SG
projeto	المشروع	projeto	مَشرُوع	N;MASC;SG	N;NOM;DEF;SG
atual	الحالي	atual	حَالِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
ordem	امر	ordem	أَمر	N;FEM;SG	N;NOM;INDF;SG
ordem	طلب	ordem	طَلَب	N;FEM;SG	N;NOM;INDF;SG
ordem	ترتيب	ordem	تَرتِيب	N;FEM;SG	N;NOM;INDF;SG
ordem	الطلب	ordem	طَلَب	N;FEM;SG	N;NOM;DEF;SG
ordem	النظام	ordem	نِظَام	N;FEM;SG	N;NOM;DEF;SG
estádio	ملعب	estádio	مَلعَب	N;MASC;SG	N;NOM;INDF;SG
estádio	استاد	estádio	استاد	N;MASC;SG	N;NOM;INDF;SG
estádio	ملعب	estádio	مَلعَب	N;MASC;SG	N;NOM;INDF;SG
estádio	الملعب	estádio	مَلعَب	N;MASC;SG	N;NOM;DEF;SG
partido	حفلة	partido	حَفلَة	N;MASC;SG	N;NOM;INDF;SG
partido	الطرف	partido	طَرَف	N;MASC;SG	N;NOM;DEF;SG
partido	حزب	partido	حِزب	N;MASC;SG	N;NOM;INDF;SG
partido	حفل	partido	حَفل	N;MASC;SG	N;NOM;INDF;SG
partido	الحزب	partido	حِزب	N;MASC;SG	N;NOM;DEF;SG
começou	بدات	começar	بَدَأ	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
começou	بدا	começar	بَدَا	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
passou	قضيت	passar	قَضَى	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
passou	مرت	passar	مَرّ	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
ilha	الجزيرة	ilha	جَزِيرَة	N;FEM;SG	N;NOM;DEF;SG
ilha	جزيرة	ilha	جَزِيرَة	N;FEM;SG	N;NOM;INDF;SG
carreira	مسير	carreira	مَسِير	N;FEM;SG	N;NOM;INDF;SG
carreira	المهنة	carreira	مُهَنِّئ	N;FEM;SG	N;NOM;DEF;SG
carreira	مهنة	carreira	مِهنَة	N;FEM;SG	N;NOM;INDF;SG
campo	الميدان	campo	مَيدَان	N;MASC;SG	N;NOM;DEF;SG
campo	حقل	campo	حقل	N;MASC;SG	N;NOM;INDF;SG
campo	الحقل	campo	حَقل	N;MASC;SG	N;NOM;DEF;SG
campo	ميدان	campo	مَيدَان	N;MASC;SG	N;NOM;INDF;SG
campo	المخيم	campo	مُخَيَّم	N;MASC;SG	N;NOM;DEF;SG
campo	مخيم	campo	مُخَيَّم	N;MASC;SG	N;NOM;INDF;SG
campo	معسكر	campo	مُعَسكَر	N;MASC;SG	N;NOM;INDF;SG
campo	المعسكر	campo	مُعَسكَر	N;MASC;SG	N;NOM;DEF;SG
placar	النتيجة	placar	نَتِيجَة	N;MASC;SG	N;NOM;DEF;SG
uso	الاستعمال	uso	اِستِعمَال	N;MASC;SG	N;NOM;DEF;SG
uso	الاستخدام	uso	اِستِخدَام	N;MASC;SG	N;NOM;DEF;SG
uso	استعمال	uso	اِستِعمَال	N;MASC;SG	N;NOM;INDF;SG
uso	الاستعمال	uso	اِستِعمَال	N;MASC;SG	N;NOM;DEF;SG
uso	استخدام	uso	اِستِخدَام	N;MASC;SG	N;NOM;INDF;SG
uso	الاستخدام	uso	اِستِخدَام	N;MASC;SG	N;NOM;DEF;SG
linha	سطر	linha	سِطر	N;FEM;SG	N;NOM;INDF;SG
linha	السطر	linha	سِطر	N;FEM;SG	N;NOM;DEF;SG
linha	الخط	linha	خَطّ	N;FEM;SG	N;NOM;DEF;SG
linha	خط	linha	خَطّ	N;FEM;SG	N;NOM;INDF;SG
poder	قوة	poder	قُوَّة	N;MASC;SG	N;NOM;INDF;SG
poder	طاقة	poder	طَاقَة	N;MASC;SG	N;NOM;INDF;SG
poder	الطاقة	poder	طَاقَة	N;MASC;SG	N;NOM;DEF;SG
poder	القوة	poder	قُوَّة	N;MASC;SG	N;NOM;DEF;SG
poder	السلطة	poder	سُلطَة	N;MASC;SG	N;NOM;DEF;SG
reino	مملكة	reino	مَملَكَة	N;MASC;SG	N;NOM;INDF;SG
reino	المملكة	reino	مَملَكَة	N;MASC;SG	N;NOM;DEF;SG
reino	مملكة	reino	مَملَكَة	N;MASC;SG	N;NOM;INDF;SG
reino	المملكة	reino	مَملَكَة	N;MASC;SG	N;NOM;DEF;SG
conta	الحساب	conta	حِسَاب	N;FEM;SG	N;NOM;DEF;SG
conta	حساب	conta	حِسَاب	N;FEM;SG	N;NOM;INDF;SG
volta	الظهر	volta	ظُهر	N;FEM;SG	N;NOM;DEF;SG
volta	العودة	volta	عَودَة	N;FEM;SG	N;NOM;DEF;SG
volta	عودة	volta	عَودَة	N;FEM;SG	N;NOM;INDF;SG
vila	بلدة	vila	بَلدَة	N;FEM;SG	N;NOM;INDF;SG
vila	المدينة	vila	مَدِينَة	N;FEM;SG	N;NOM;DEF;SG
vila	البلدة	vila	بَلدَة	N;FEM;SG	N;NOM;DEF;SG
vila	قرية	vila	قَريَة	N;FEM;SG	N;NOM;INDF;SG
vila	القرية	vila	قَريَة	N;FEM;SG	N;NOM;DEF;SG
política	السياسة	política	سِيَاسَة	N;FEM;SG	N;NOM;DEF;SG
política	سياسة	política	سِيَاسَة	N;FEM;SG	N;NOM;INDF;SG
política	السياسة	política	سِيَاسَة	N;FEM;SG	N;NOM;DEF;SG
política	سياسة	política	سِيَاسَة	N;FEM;SG	N;NOM;INDF;SG
base	القاعدة	base	قَاعِدَة	N;FEM;SG	N;NOM;DEF;SG
base	قاعدة	base	قَاعِدَة	N;FEM;SG	N;NOM;INDF;SG
base	اساس	base	أَسَاس	N;FEM;SG	N;NOM;INDF;SG
base	الاساس	base	أَسَاس	N;FEM;SG	N;NOM;DEF;SG
direito	الحق	direito	حَقّ	N;MASC;SG	N;NOM;DEF;SG
direito	حق	direito	حَقّ	N;MASC;SG	N;NOM;INDF;SG
direito	القانون	direito	قَانُون	N;MASC;SG	N;NOM;DEF;SG
direito	قانون	direito	قَانُون	N;MASC;SG	N;NOM;INDF;SG
nem	ولا	nem	وَلّ	CONJ	CONJ
real	ريال	real	رِيَال	N;MASC;SG	N;NOM;INDF;SG
real	الملكي	real	مَلَكِيّ	N;MASC;SG	N;NOM;DEF;SG
rede	الشبكة	rede	شَبَكَة	N;FEM;SG	N;NOM;DEF;SG
rede	شبكة	rede	شَبَكَة	N;FEM;SG	N;NOM;INDF;SG
rede	الشبكة	rede	شَبَكَة	N;FEM;SG	N;NOM;DEF;SG
chamado	دعا	chamar	دَعَا	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
chamado	اتصلت	chamar	اِتَّصَل	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
público	جمهور	público	جُمهُور	N;MASC;SG	N;NOM;INDF;SG
público	الجمهور	público	جُمهُور	N;MASC;SG	N;NOM;DEF;SG
público	الجمهور	público	جُمهُور	N;MASC;SG	N;NOM;DEF;SG
público	عام	público	عَام	N;MASC;SG	N;NOM;INDF;SG
público	العامة	público	عَامَّة	N;MASC;SG	N;NOM;DEF;SG
fase	الطور	fase	طُور	N;FEM;SG	N;NOM;DEF;SG
fase	المرحلة	fase	مَرحَلَة	N;FEM;SG	N;NOM;DEF;SG
fase	مرحلة	fase	مَرحَلَة	N;FEM;SG	N;NOM;INDF;SG
lisboa	لشبونة	lisboa	لشبونة	N;FEM;SG	N;NOM;INDF;SG
capital	العاصمة	capital	عَاصِمَة	N;MASC;SG	N;NOM;DEF;SG
capital	عاصمة	capital	عَاصِمَة	N;MASC;SG	N;NOM;INDF;SG
ponto	نقطة	ponto	نُقطَة	N;MASC;SG	N;NOM;INDF;SG
ponto	نقطة	ponto	نُقطَة	N;MASC;SG	N;NOM;INDF;SG
ponto	النقطة	ponto	نُقطَة	N;MASC;SG	N;NOM;DEF;SG
empresa	شركة	empresa	شَرِكَة	N;FEM;SG	N;NOM;INDF;SG
empresa	الشركة	empresa	شَرِكَة	N;FEM;SG	N;NOM;DEF;SG
empresa	رفقة	empresa	رِفقَة	N;FEM;SG	N;NOM;INDF;SG
empresa	المؤسسة	empresa	مُؤَسَّسَة	N;FEM;SG	N;NOM;DEF;SG
single	عزباء	single	عَزِيب	N;MASC;SG	N;NOM;INDF;SG
corpo	الجسد	corpo	جَسَد	N;MASC;SG	N;NOM;DEF;SG
corpo	جسم	corpo	جَسم	N;MASC;SG	N;NOM;INDF;SG
corpo	جثة	corpo	جُثَّة	N;MASC;SG	N;NOM;INDF;SG
corpo	الجسم	corpo	جِسم	N;MASC;SG	N;NOM;DEF;SG
divisão	شعبة	divisão	شُعبَة	N;FEM;SG	N;NOM;INDF;SG
divisão	الشعبة	divisão	شُعبَة	N;FEM;SG	N;NOM;DEF;SG
relação	علاقة	relação	عَلَاقَة	N;FEM;SG	N;NOM;INDF;SG
relação	العلاقة	relação	عَلَاقَة	N;FEM;SG	N;NOM;DEF;SG
república	الجمهورية	república	جُمهُورِيَّة	N;FEM;SG	N;NOM;DEF;SG
república	جمهورية	república	جُمهُورِيَّة	N;FEM;SG	N;NOM;INDF;SG
votação	التصويت	votação	تَصوِيت	N;FEM;SG	N;NOM;DEF;SG
votação	تصويت	votação	تَصوِيت	N;FEM;SG	N;NOM;INDF;SG
votação	التصويت	votação	تَصوِيت	N;FEM;SG	N;NOM;DEF;SG
votação	تصويت	votação	تَصوِيت	N;FEM;SG	N;NOM;INDF;SG
data	موعد	data	مَوعِد	N;FEM;SG	N;NOM;INDF;SG
data	الموعد	data	مَوعِد	N;FEM;SG	N;NOM;DEF;SG
data	التاريخ	data	تَارِيخ	N;FEM;SG	N;NOM;DEF;SG
data	تاريخ	data	تَارِيخ	N;FEM;SG	N;NOM;INDF;SG
condado	مقاطعة	condar	مُقَاطَعَة	N;MASC;SG	N;NOM;INDF;SG
condado	المقاطعة	condar	مُقَاطَعَة	N;MASC;SG	N;NOM;DEF;SG
desenvolvimento	التنمية	desenvolvimento	تَنمِيَة	N;MASC;SG	N;NOM;DEF;SG
desenvolvimento	تنمية	desenvolvimento	تَنمِيَة	N;MASC;SG	N;NOM;INDF;SG
desenvolvimento	التطوير	desenvolvimento	تَطوِير	N;MASC;SG	N;NOM;DEF;SG
diretor	مديرة	diretor	مُدِيرَة	N;MASC;SG	N;NOM;INDF;SG
diretor	مدير	diretor	مُدِير	N;MASC;SG	N;NOM;INDF;SG
diretor	المديرة	diretor	مُدِير	N;MASC;SG	N;NOM;DEF;SG
diretor	المدير	diretor	مُدِير	N;MASC;SG	N;NOM;DEF;SG
diretor	المخرج	diretor	مُخرِج	N;MASC;SG	N;NOM;DEF;SG
diretor	مخرج	diretor	مَخرَج	N;MASC;SG	N;NOM;INDF;SG
categoria	الفئة	categoria	فِئَة	N;FEM;SG	N;NOM;DEF;SG
categoria	فئة	categoria	فِئَة	N;FEM;SG	N;NOM;INDF;SG
cintura	الخصر	cintura	خَصر	N;FEM;SG	N;NOM;DEF;SG
mar	البحر	mar	بَحر	N;MASC;SG	N;NOM;DEF;SG
mar	بحر	mar	بَحر	N;MASC;SG	N;NOM;INDF;SG
militar	الجيش	militar	جَيش	N;MASC;SG	N;NOM;DEF;SG
campeão	بطل	campeão	بَطَل	N;MASC;SG	N;NOM;INDF;SG
campeão	البطل	campeão	بَطَل	N;MASC;SG	N;NOM;DEF;SG
campeão	بطل	campeão	بَطَل	N;MASC;SG	N;NOM;INDF;SG
campeão	البطل	campeão	بَطَل	N;MASC;SG	N;NOM;DEF;SG
diz	تقول	dizer	قَال	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
diz	يقول	dizer	قَال	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
diz	اخبر	dizer	أَخبَر	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
sucesso	النجاح	sucesso	نَجَاح	N;MASC;SG	N;NOM;DEF;SG
sucesso	التوفيق	sucesso	تَوفِيق	N;MASC;SG	N;NOM;DEF;SG
sucesso	نجاح	sucesso	نَجَاح	N;MASC;SG	N;NOM;INDF;SG
original	الاصلي	original	أَصلِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
original	الاصلية	original	أَصلِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
original	اصلية	original	أَصلِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
comunidade	مجتمع	comunidade	مُجتَمَع	N;FEM;SG	N;NOM;INDF;SG
comunidade	المجتمع	comunidade	مُجتَمَع	N;FEM;SG	N;NOM;DEF;SG
comunidade	الجماعة	comunidade	جَمَاعَة	N;FEM;SG	N;NOM;DEF;SG
idade	السن	idade	سِنّ	N;FEM;SG	N;NOM;DEF;SG
idade	العمر	idade	عُمر	N;FEM;SG	N;NOM;DEF;SG
portuguesa	بالبرتغالية	portuguesa	بالبرتغالية	N;FEM;SG	N;NOM;DEF;SG
cinco	خمسة	cinco	خَمسَة	NUM	NUM;NOM;INDF;MASC
cinco	خمس	cinco	خَمسَة	NUM	NUM;NOM;INDF;FEM
maioria	الاغلبية	maioria	أَغلَبِيَّة	N;FEM;SG	N;NOM;DEF;SG
maioria	اغلبية	maioria	أَغلَبِيَّة	N;FEM;SG	N;NOM;INDF;SG
maioria	الغالبية	maioria	غَالِبِيَّة	N;FEM;SG	N;NOM;DEF;SG
recebeu	استقبل	receber	اِستَقبَل	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
recebeu	تلقت	receber	تَلَقَّى	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
recebeu	وردت	receber	وَرَد	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
departamento	القسم	departamento	قِسم	N;MASC;SG	N;NOM;DEF;SG
departamento	قسم	departamento	قِسم	N;MASC;SG	N;NOM;INDF;SG
departamento	الادارة	departamento	إِدَارَة	N;MASC;SG	N;NOM;DEF;SG
boa	خير	bom	خَير	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
boa	جيد	bom	جَيِّد	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
processo	العملية	processo	عَمَلِيَّة	N;MASC;SG	N;NOM;DEF;SG
processo	عملية	processo	عَمَلِيَّة	N;MASC;SG	N;NOM;INDF;SG
último	الاخيرة	último	أَخِير	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
último	اخر	último	آخَر	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
último	اخير	último	أَخِير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
último	الاخير	último	أَخِير	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
bom	خير	bom	خَير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
bom	جيد	bom	جَيِّد	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
rock	الصخرة	rock	صُخرَة	N;MASC;SG	N;NOM;DEF;SG
rock	صخرة	rock	صُخرَة	N;MASC;SG	N;NOM;INDF;SG
arte	الفن	arte	فَنّ	N;FEM;SG	N;NOM;DEF;SG
total	المجموع	total	مَجمُوع	N;MASC;SG	N;NOM;DEF;SG
total	اجمالي	total	إِجمَالِيّ	N;MASC;SG	N;NOM;INDF;SG
lei	القانون	lei	قَانُون	N;FEM;SG	N;NOM;DEF;SG
lei	قانون	lei	قَانُون	N;FEM;SG	N;NOM;INDF;SG
importante	هام	importante	هَامّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
importante	مهم	importante	مُهِمّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
obras	اشغال	obra	شُغل	N;FEM;PL	N;NOM;INDF;PL
presente	الحالي	presente	حَالِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
censo	التعداد	censo	تَعدَاد	N;MASC;SG	N;NOM;DEF;SG
ficou	بقيت	ficar	بَقِي	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
feito	صنعت	fazer	صَنَع	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
feito	صنع	fazer	صَنَع	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
feito	جعل	fazer	جَعَل	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
feito	فعلت	fazer	فَعَل	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
feito	تمت	fazer	تَمّ	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
feito	تم	fazer	تَمّ	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
feito	انتهيت	fazer	اِنتَهَى	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
central	الوسطى	central	أَوسَط	N;FEM;SG	N;NOM;DEF;SG
central	وسط	central	وَسط	N;FEM;SG	N;NOM;INDF;SG
língua	لسان	língua	لِسَان	N;FEM;SG	N;NOM;INDF;SG
língua	اللسان	língua	لِسَان	N;FEM;SG	N;NOM;DEF;SG
língua	لغة	língua	لُغَة	N;FEM;SG	N;NOM;INDF;SG
língua	اللغة	língua	لُغَة	N;FEM;SG	N;NOM;DEF;SG
sede	العطش	sede	عَطش	N;FEM;SG	N;NOM;DEF;SG
sede	المقر	sede	مَقَرّ	N;FEM;SG	N;NOM;DEF;SG
pontos	النقاط	ponto	نُقطَة	N;MASC;PL	N;NOM;DEF;PL
pontos	نقط	ponto	نَقَط	N;MASC;PL	N;NOM;INDF;PL
pontos	نقاط	ponto	نُقطَة	N;MASC;PL	N;NOM;INDF;PL
pontos	النقاط	ponto	نُقطَة	N;MASC;PL	N;NOM;DEF;PL
pontos	نقاط	ponto	نُقطَة	N;MASC;PL	N;NOM;INDF;PL
costa	الساحل	costa	سَاحِل	N;FEM;SG	N;NOM;DEF;SG
origem	المصدر	origem	مَصدَر	N;FEM;SG	N;NOM;DEF;SG
origem	مصدر	origem	مَصدَر	N;FEM;SG	N;NOM;INDF;SG
exército	الجيش	exército	جَيش	N;MASC;SG	N;NOM;DEF;SG
exército	جيش	exército	جَيش	N;MASC;SG	N;NOM;INDF;SG
santo	قديس	santo	قِدِّيس	N;MASC;SG	N;NOM;INDF;SG
santo	القديس	santo	قِدِّيس	N;MASC;SG	N;NOM;DEF;SG
santo	المقدس	santo	مُقَدَّس	N;MASC;SG	N;NOM;DEF;SG
ouro	الذهب	ouro	ذَهَب	N;MASC;SG	N;NOM;DEF;SG
federal	فيدرالي	federal	فِيدِرَالِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
federal	اتحادية	federal	اِتِّحَادِيَّة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
federal	الاتحادي	federal	اِتِّحَادِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
federal	اتحادي	federal	اِتِّحَادِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
federal	فيدرالية	federal	فِيدِرَالِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
texto	نص	texto	نَصّ	N;MASC;SG	N;NOM;INDF;SG
texto	النص	texto	نَصّ	N;MASC;SG	N;NOM;DEF;SG
membros	اطراف	membro	طَرَف	N;MASC;PL	N;NOM;INDF;PL
membros	الاطراف	membro	طَرَف	N;MASC;PL	N;NOM;DEF;PL
membros	الاعضاء	membro	عُضو	N;MASC;PL	N;NOM;DEF;PL
membros	اعضاء	membro	عُضو	N;MASC;PL	N;NOM;INDF;PL
altura	الطول	altura	طُول	N;FEM;SG	N;NOM;DEF;SG
altura	الارتفاع	altura	اِرتِفَاع	N;FEM;SG	N;NOM;DEF;SG
