sonra	اذن	sonra	إِذَن	ADV	ADV
hareket	حركة	hareket	حَرَكَة	N;NOM;SG;3	N;NOM;INDF;SG
adil	عدل	adil	عدل		
bölgesi	منطقة	bölge	مِنطَقَة	N;NOM;SG;3	N;NOM;INDF;SG
bölgesi	المنطقة	bölge	مِنطَقَة	N;NOM;SG;3	N;NOM;DEF;SG
sahibi	صاحب	sahip	صَاحِب	N;NOM;SG;3	N;NOM;INDF;SG
sahibi	المالك	sahip	مَالِك	N;NOM;SG;3	N;NOM;DEF;SG
bilim	العلم	bilim	عِلم	N;NOM;SG;3	N;NOM;DEF;SG
verdi	اعطى	ver	أَعطَى	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;ACT
verdi	اعطيت	ver	أَعطَى	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;PASS
ifade	بيان	ifade	بَيَان	N;NOM;SG;3	N;NOM;INDF;SG
ifade	البيان	ifade	بَيَان	N;NOM;SG;3	N;NOM;DEF;SG
ifade	الشهادة	ifade	شَهَادَة	N;NOM;SG;3	N;NOM;DEF;SG
ifade	شهادة	ifade	شَهَادَة	N;NOM;SG;3	N;NOM;INDF;SG
ifade	تعبير	ifade	تَعبِير	N;NOM;SG;3	N;NOM;INDF;SG
ifade	التعبير	ifade	تَعبِير	N;NOM;SG;3	N;NOM;DEF;SG
şey	الشيء	şey	شَيء	N;NOM;SG;3	N;NOM;DEF;SG
rapor	الابلاغ	rapor	إِبلَاغ	N;NOM;SG;3	N;NOM;DEF;SG
rapor	التقرير	rapor	تَقرِير	N;NOM;SG;3	N;NOM;DEF;SG
rapor	تقرير	rapor	تَقرِير	N;NOM;SG;3	N;NOM;INDF;SG
rapor	بلاغ	rapor	بَلَغ	N;NOM;SG;3	N;NOM;INDF;SG
kurulan	انشئت	kur	أَنشَأ	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
kurulan	اسست	kur	أَسَاس	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
altı	ستة	altı	سِتَّة	NUM	NUM;NOM;INDF;MASC
dizi	مسلسل	dizi	مُسَلسَل	N;NOM;SG;3	N;NOM;INDF;SG
dizi	سلسلة	dizi	سِلسِلَة	N;NOM;SG;3	N;NOM;INDF;SG
dizi	السلسلة	dizi	سِلسِلَة	N;NOM;SG;3	N;NOM;DEF;SG
dizi	المصفوفة	dizi	مَصفُوف	N;NOM;SG;3	N;NOM;DEF;SG
dizi	التسلسل	dizi	تَسَلسُل	N;NOM;SG;3	N;NOM;DEF;SG
dizi	تسلسل	dizi	تسِلسِل	N;NOM;SG;3	N;NOM;INDF;SG
ayrı	منفصل	ayrı	مُنفَصِل	ADJ	ADJ;NOM;INDF;MASC;SG
ayrı	منفصل	ayrı	مُنفَصِل	ADJ	ADJ;NOM;INDF;MASC;SG
ayrı	منفصلة	ayrı	مُنفَصِل	ADJ	ADJ;NOM;INDF;FEM;SG
şampiyonası	البطولة	şampiyon	بُطُولَة	N;NOM;SG;3	N;NOM;DEF;SG
şampiyonası	بطولة	şampiyon	بُطُولَة	N;NOM;SG;3	N;NOM;INDF;SG
göz	تصفح	göz	تَصَفُّح	N;NOM;SG;3	N;NOM;INDF;SG
göz	العين	göz	عَين	N;NOM;SG;3	N;NOM;DEF;SG
televizyon	تلفاز	televizyon	تَلفَاز	N;NOM;SG;3	N;NOM;INDF;SG
televizyon	التلفاز	televizyon	تَلَفُّز	N;NOM;SG;3	N;NOM;DEF;SG
televizyon	تلفزيون	televizyon	تِلفِزيُون	N;NOM;SG;3	N;NOM;INDF;SG
televizyon	التلفزيون	televizyon	تِلفِزيُون	N;NOM;SG;3	N;NOM;DEF;SG
durum	الوضع	durum	وَضع	N;NOM;SG;3	N;NOM;DEF;SG
durum	الحالة	durum	حَالَة	N;NOM;SG;3	N;NOM;DEF;SG
durum	حالة	durum	حَالَة	N;NOM;SG;3	N;NOM;INDF;SG
durum	الوضع	durum	وَضع	N;NOM;SG;3	N;NOM;DEF;SG
durum	الموقف	durum	مَوقِف	N;NOM;SG;3	N;NOM;DEF;SG
durum	الحالة	durum	حَالَة	N;NOM;SG;3	N;NOM;DEF;SG
durum	حالة	durum	حَالَة	N;NOM;SG;3	N;NOM;INDF;SG
durum	شرط	durum	شَرط	N;NOM;SG;3	N;NOM;INDF;SG
durum	الحالة	durum	حَالَة	N;NOM;SG;3	N;NOM;DEF;SG
durum	الشرط	durum	شَرط	N;NOM;SG;3	N;NOM;DEF;SG
gelenek	تقليد	gelenek	تَقلِيد	N;NOM;SG;3	N;NOM;INDF;SG
gelenek	التقليد	gelenek	تَقلِيد	N;NOM;SG;3	N;NOM;DEF;SG
yanlış	خاطئ	yanlış	خَاطِئ	ADJ	ADJ;NOM;INDF;MASC;SG
yanlış	زائف	yanlış	زَائِف	ADJ	ADJ;NOM;INDF;MASC;SG
al	احصل	al	احصل	V;PFV;IMP;SG;2;POS;PRS	V;MASC;IMP;SG
ses	الصوت	ses	صَوت	N;NOM;SG;3	N;NOM;DEF;SG
ses	صوت	ses	صَوت	N;NOM;SG;3	N;NOM;INDF;SG
ses	الصوت	ses	صَوت	N;NOM;SG;3	N;NOM;DEF;SG
ses	صوت	ses	صَوت	N;NOM;SG;3	N;NOM;INDF;SG
ses	الصوت	ses	صَوت	N;NOM;SG;3	N;NOM;DEF;SG
ses	صوت	ses	صَوت	N;NOM;SG;3	N;NOM;INDF;SG
ses	ضجيج	ses	ضَجِيج	N;NOM;SG;3	N;NOM;INDF;SG
ses	ضوضاء	ses	ضَوضَاء	N;NOM;SG;3	N;NOM;INDF;SG
ses	الضجيج	ses	ضَجِيج	N;NOM;SG;3	N;NOM;DEF;SG
ses	الضوضاء	ses	ضَوضَاء	N;NOM;SG;3	N;NOM;DEF;SG
ses	الحجم	ses	حَجم	N;NOM;SG;3	N;NOM;DEF;SG
ses	المجلد	ses	مَجلَد	N;NOM;SG;3	N;NOM;DEF;SG
ses	حجم	ses	حَجم	N;NOM;SG;3	N;NOM;INDF;SG
milli	وطنية	milli	وَطَنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
milli	وطني	milli	وَطَنِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
kitap	الكتاب	kitap	كِتَاب	N;NOM;SG;3	N;NOM;DEF;SG
kitap	كتاب	kitap	كِتَاب	N;NOM;SG;3	N;NOM;INDF;SG
ödülleri	جوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;INDF;PL
ödülleri	الجوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;DEF;PL
ödülleri	جوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;INDF;PL
ödülleri	الجوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;DEF;PL
kaldı	بقيت	kal	بَقِي	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
bakanı	وزير	bakan	وَزِير	N;NOM;SG;3	N;NOM;INDF;SG
bakanı	وزيرة	bakan	وَزِيرَة	N;NOM;SG;3	N;NOM;INDF;SG
bakanı	الوزيرة	bakan	وَزِيرَة	N;NOM;SG;3	N;NOM;DEF;SG
bakanı	الوزير	bakan	وَزِير	N;NOM;SG;3	N;NOM;DEF;SG
geçti	مرت	geç	مَرّ	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
krallık	مملكة	krallık	مَملَكَة	N;NOM;SG;3	N;NOM;INDF;SG
krallık	المملكة	krallık	مَملَكَة	N;NOM;SG;3	N;NOM;DEF;SG
doğdu	ولدت	doğ	وَلَد	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;PASS
başkanlığı	الرئاسة	başkanlık	رِئَاسَة	N;NOM;SG;3	N;NOM;DEF;SG
başkanlığı	رئاسة	başkanlık	رِئَاسَة	N;NOM;SG;3	N;NOM;INDF;SG
bakanlığı	وزارة	bakanlık	وِزَارَة	N;NOM;SG;3	N;NOM;INDF;SG
bakanlığı	الوزارة	bakanlık	وِزَارَة	N;NOM;SG;3	N;NOM;DEF;SG
kurulmuştur	انشئت	kur	أَنشَأ	V;PFV;NFH;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
durumu	الوضع	durum	وَضع	N;NOM;SG;3	N;NOM;DEF;SG
durumu	الحالة	durum	حَالَة	N;NOM;SG;3	N;NOM;DEF;SG
durumu	حالة	durum	حَالَة	N;NOM;SG;3	N;NOM;INDF;SG
durumu	حالة	durum	حَالَة	N;NOM;SG;3	N;NOM;INDF;SG
durumu	شرط	durum	شَرط	N;NOM;SG;3	N;NOM;INDF;SG
durumu	الحالة	durum	حَالَة	N;NOM;SG;3	N;NOM;DEF;SG
durumu	الشرط	durum	شَرط	N;NOM;SG;3	N;NOM;DEF;SG
kırmızı	حمراء	kırmızı	أَحمَر	ADJ	ADJ;NOM;INDF;FEM;SG
araştırma	بحث	araştır	بَحَث	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
yardım	المساعدة	yardım	مُسَاعَدَة	N;NOM;SG;3	N;NOM;DEF;SG
yardım	مساعدة	yardım	مُسَاعَدَة	N;NOM;SG;3	N;NOM;INDF;SG
oranı	المعدل	oran	مُعَدَّل	N;NOM;SG;3	N;NOM;DEF;SG
oranı	معدل	oran	مُعَدَّل	N;NOM;SG;3	N;NOM;INDF;SG
oranı	النسبة	oran	نِسبَة	N;NOM;SG;3	N;NOM;DEF;SG
oranı	نسبة	oran	نِسبَة	N;NOM;SG;3	N;NOM;INDF;SG
şarkıcı	مغني	şarkıcı	مَغِين	N;NOM;SG;3	N;NOM;INDF;SG
şarkıcı	المغني	şarkıcı	مَغَنِيّ	N;NOM;SG;3	N;NOM;DEF;SG
hafta	الاسبوع	hafta	أُسبُوع	N;NOM;SG;3	N;NOM;DEF;SG
hafta	اسبوع	hafta	أُسبُوع	N;NOM;SG;3	N;NOM;INDF;SG
ekonomik	اقتصادية	ekonomik	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
ekonomik	اقتصادي	ekonomik	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
ekonomik	اقتصادية	ekonomik	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
adam	الرجل	adam	رَجُل	N;NOM;SG;3	N;NOM;DEF;SG
adam	رجل	adam	رَجُل	N;NOM;SG;3	N;NOM;INDF;SG
adam	الرجل	adam	رَجُل	N;NOM;SG;3	N;NOM;DEF;SG
kendisi	نفسه	kendi	نفسه	PRO;NOM;SG;3;REFL	PRO;NOM;MASC;SG;3
hizmet	الخدمة	hizmet	خِدمَة	N;NOM;SG;3	N;NOM;DEF;SG
hizmet	خدمة	hizmet	خِدمَة	N;NOM;SG;3	N;NOM;INDF;SG
düzenlenen	عقدت	düzenle	عَقَد	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
girdi	دخلت	gir	دَخَل	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
yıllar	السنين	yıl	سَنَة	N;NOM;PL;3	N;NOM;DEF;PL
yıllar	اعوام	yıl	عَام	N;NOM;PL;3	N;NOM;INDF;PL
yıllar	سنين	yıl	سَنَة	N;NOM;PL;3	N;NOM;INDF;PL
yıllar	السنوات	yıl	سَنَة	N;NOM;PL;3	N;NOM;DEF;PL
yıllar	سنوات	yıl	سَنَة	N;NOM;PL;3	N;NOM;INDF;PL
kullanımı	الاستعمال	kullanım	اِستِعمَال	N;NOM;SG;3	N;NOM;DEF;SG
kullanımı	الاستخدام	kullanım	اِستِخدَام	N;NOM;SG;3	N;NOM;DEF;SG
kullanımı	استعمال	kullanım	اِستِعمَال	N;NOM;SG;3	N;NOM;INDF;SG
kullanımı	استعمال	kullanım	اِستِعمَال	N;NOM;SG;3	N;NOM;INDF;SG
kullanımı	استخدام	kullanım	اِستِخدَام	N;NOM;SG;3	N;NOM;INDF;SG
kullanımı	باستخدام	kullanım	باستخدام	N;NOM;SG;3	N;NOM;DEF;SG
kullanımı	الاستعمال	kullanım	اِستِعمَال	N;NOM;SG;3	N;NOM;DEF;SG
kullanımı	استخدام	kullanım	اِستِخدَام	N;NOM;SG;3	N;NOM;INDF;SG
kullanımı	الاستخدام	kullanım	اِستِخدَام	N;NOM;SG;3	N;NOM;DEF;SG
hızlı	سريعة	hızlı	سَرِيع	ADJ	ADJ;NOM;INDF;FEM;SG
hızlı	سريع	hızlı	سَرِيع	ADJ	ADJ;NOM;INDF;MASC;SG
hızlı	سريعة	hızlı	سَرِيع	ADJ	ADJ;NOM;INDF;FEM;SG
hızlı	سريع	hızlı	سَرِيع	ADJ	ADJ;NOM;INDF;MASC;SG
oynadı	لعبت	oyna	لَعِب	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
kiralık	ايجار	kiralık	إِيجَار	N;NOM;SG;3	N;NOM;INDF;SG
kiralık	استئجار	kiralık	اِستِئجَار	N;NOM;SG;3	N;NOM;INDF;SG
kiralık	ايجار	kiralık	إِيجَار	N;NOM;SG;3	N;NOM;INDF;SG
madalya	وسام	madalya	وَسِيمَة	N;NOM;SG;3	N;NOM;INDF;SG
madalya	الميدالية	madalya	مِيدَالِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
madalya	ميدالية	madalya	مِيدَالِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
sayfası	صفحة	sayfa	صَفحَة	N;NOM;SG;3	N;NOM;INDF;SG
sayfası	الصفحة	sayfa	صَفحَة	N;NOM;SG;3	N;NOM;DEF;SG
değişiklik	التعديل	değişiklik	تَعدِيل	N;NOM;SG;3	N;NOM;DEF;SG
değişiklik	التغير	değişiklik	تَغَيُّر	N;NOM;SG;3	N;NOM;DEF;SG
değişiklik	تغيير	değişiklik	تَغيِير	N;NOM;SG;3	N;NOM;INDF;SG
değişiklik	التغيير	değişiklik	تَغيِير	N;NOM;SG;3	N;NOM;DEF;SG
değişiklik	تغير	değişiklik	تَغَيُّر	N;NOM;SG;3	N;NOM;INDF;SG
maddeler	المواد	madde	مَادَّة	N;NOM;PL;3	N;NOM;DEF;PL
kulübü	النادي	kulüb	نَادِي	N;NOM;SG;3	N;NOM;DEF;SG
kulübü	ناد	kulüb	نَادِي	N;NOM;SG;3	N;NOM;INDF;SG
tanımlar	تعاريف	tanım	تَعرِيف	N;NOM;PL;3	N;NOM;INDF;PL
tanımlar	التعريفات	tanım	تَعرِيف	N;NOM;PL;3	N;NOM;DEF;PL
tanımlar	التعاريف	tanım	تَعرِيف	N;NOM;PL;3	N;NOM;DEF;PL
tanımlar	تعريفات	tanım	تَعرِيف	N;NOM;PL;3	N;NOM;INDF;PL
fark	الفرق	fark	فِرقَة	N;NOM;SG;3	N;NOM;DEF;SG
fark	اختلاف	fark	اِختِلَاف	N;NOM;SG;3	N;NOM;INDF;SG
fark	الاختلاف	fark	اِختِلَاف	N;NOM;SG;3	N;NOM;DEF;SG
ilçesi	المنطقة	ilçe	مِنطَقَة	N;NOM;SG;3	N;NOM;DEF;SG
ilçesi	المقاطعة	ilçe	مُقَاطَعَة	N;NOM;SG;3	N;NOM;DEF;SG
ilçesi	منطقة	ilçe	مِنطَقَة	N;NOM;SG;3	N;NOM;INDF;SG
yalnızca	فقط	yalnızca	فَقَط	ADV	ADV
baş	الراس	baş	رَأس	N;NOM;SG;3	N;NOM;DEF;SG
yaşam	الحياة	yaşam	حَيَاة	N;NOM;SG;3	N;NOM;DEF;SG
yaşam	الحياه	yaşam	حِيَاه	N;NOM;SG;3	N;NOM;DEF;SG
yaşam	حياة	yaşam	حَيَاة	N;NOM;SG;3	N;NOM;INDF;SG
isim	اسم	isim	اِسم	N;NOM;SG;3	N;NOM;INDF;SG
isim	الاسم	isim	اِسم	N;NOM;SG;3	N;NOM;DEF;SG
verir	يعطي	ver	أَعطَى	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
verir	تعطي	ver	أَعطَى	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
gece	ليلا	gece	ليلا	N;NOM;SG;3	N;NOM;INDF;SG
gece	الليل	gece	لَيل	N;NOM;SG;3	N;NOM;DEF;SG
gece	ليلة	gece	لَيلَة	N;NOM;SG;3	N;NOM;INDF;SG
gece	ليل	gece	لَيل	N;NOM;SG;3	N;NOM;INDF;SG
emin	واثقة	emin	وَاثِق	ADJ	ADJ;NOM;INDF;FEM;SG
bilgiler	المعلومات	bilgi	مَعلُومَة	N;NOM;PL;3	N;NOM;DEF;PL
bilgiler	معلومات	bilgi	مَعلُومَة	N;NOM;PL;3	N;NOM;INDF;PL
bilgiler	المعلومات	bilgi	مَعلُومَة	N;NOM;PL;3	N;NOM;DEF;PL
bilgiler	معلومات	bilgi	مَعلُومَة	N;NOM;PL;3	N;NOM;INDF;PL
sınıf	الطبقة	sınıf	طَبَقَة	N;NOM;SG;3	N;NOM;DEF;SG
sınıf	الفصل	sınıf	فَصل	N;NOM;SG;3	N;NOM;DEF;SG
sınıf	صف	sınıf	صَفّ	N;NOM;SG;3	N;NOM;INDF;SG
sınıf	الصف	sınıf	صَفّ	N;NOM;SG;3	N;NOM;DEF;SG
sınıf	الفئة	sınıf	فِئَة	N;NOM;SG;3	N;NOM;DEF;SG
dizisi	التسلسل	dizi	تَسَلسُل	N;NOM;SG;3	N;NOM;DEF;SG
dizisi	تسلسل	dizi	تسِلسِل	N;NOM;SG;3	N;NOM;INDF;SG
seçildi	انتخب	seç	اِنتَخَب	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;PASS
seçildi	اختير	seç	اِختَار	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;PASS
yapılmış	صنعت	yap	صَنَع	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
yapmak	جعل	yap	جَعَل	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
yapmak	صنع	yap	صَنَع	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
yapıldı	صنعت	yap	صَنَع	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
park	حديقة	park	حَدِيقَة	N;NOM;SG;3	N;NOM;INDF;SG
edebiyat	ادبي	edebiyat	أَدبَى	N;NOM;SG;3	N;NOM;INDF;SG
edebiyat	الادب	edebiyat	أَدَب	N;NOM;SG;3	N;NOM;DEF;SG
haber	خبر	haber	خَبَر	N;NOM;SG;3	N;NOM;INDF;SG
annesi	الام	anne	أُمّ	N;NOM;SG;3	N;NOM;DEF;SG
çalıştı	عملت	çalış	عَمِل	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
yönetimi	ادارة	yönetim	إِدَارَة	N;NOM;SG;3	N;NOM;INDF;SG
yönetimi	الادارة	yönetim	إِدَارَة	N;NOM;SG;3	N;NOM;DEF;SG
yönetimi	الادارة	yönetim	إِدَارَة	N;NOM;SG;3	N;NOM;DEF;SG
bulundu	وجد	bulun	وَجَد	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;ACT
bulundu	خلصت	bulun	خَلَّص	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
bulundu	وجدت	bulun	وَجَد	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
doğum	ميلاد	doğum	ميلاد	N;NOM;SG;3	N;NOM;INDF;SG
doğum	الميلاد	doğum	مِيلَاد	N;NOM;SG;3	N;NOM;DEF;SG
doğum	الولادة	doğum	وِلَادَة	N;NOM;SG;3	N;NOM;DEF;SG
doğum	ولادة	doğum	وِلَادَة	N;NOM;SG;3	N;NOM;INDF;SG
doğum	الامومة	doğum	أَمُومَة	N;NOM;SG;3	N;NOM;DEF;SG
doğum	التوليد	doğum	تَولِيد	N;NOM;SG;3	N;NOM;DEF;SG
güvenlik	الامن	güvenlik	أَمن	N;NOM;SG;3	N;NOM;DEF;SG
güvenlik	الامنية	güvenlik	أُمنِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
güvenlik	السلامة	güvenlik	سَلَامَة	N;NOM;SG;3	N;NOM;DEF;SG
güvenlik	سلامة	güvenlik	سَلَامَة	N;NOM;SG;3	N;NOM;INDF;SG
güvenlik	الامان	güvenlik	أَمَان	N;NOM;SG;3	N;NOM;DEF;SG
başkenti	العاصمة	başkent	عَاصِمَة	N;NOM;SG;3	N;NOM;DEF;SG
başkenti	عاصمة	başkent	عَاصِمَة	N;NOM;SG;3	N;NOM;INDF;SG
camii	مسجد	camii	مَسجِد	N;NOM;SG;3	N;NOM;INDF;SG
camii	المسجد	camii	مَسجِد	N;NOM;SG;3	N;NOM;DEF;SG
camii	الجامع	camii	جَامِع	N;NOM;SG;3	N;NOM;DEF;SG
derneği	جمعية	dernek	جَمعِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
derneği	الرابطة	dernek	رَابِطَة	N;NOM;SG;3	N;NOM;DEF;SG
derneği	رابطة	dernek	رَابِطَة	N;NOM;SG;3	N;NOM;INDF;SG
derneği	الجمعية	dernek	جَمعِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
kuruldu	اسست	kur	أَسَاس	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
kuruldu	انشئت	kur	أَنشَأ	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
enstitüsü	المعهد	enstitü	مَعهَد	N;NOM;SG;3	N;NOM;DEF;SG
enstitüsü	معهد	enstitü	مَعهَد	N;NOM;SG;3	N;NOM;INDF;SG
öğretim	كلية	öğretim	كُلِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
öğretim	الكلية	öğretim	كُلِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
öğretim	تدريس	öğretim	تَدرِيس	N;NOM;SG;3	N;NOM;INDF;SG
öğretim	التدريس	öğretim	تَدرِيس	N;NOM;SG;3	N;NOM;DEF;SG
öğretim	تعليم	öğretim	تَعلِيم	N;NOM;SG;3	N;NOM;INDF;SG
dikkat	الاهتمام	dikkat	اِهتِمَام	N;NOM;SG;3	N;NOM;DEF;SG
dikkat	انتباه	dikkat	اِنتِبَاه	N;NOM;SG;3	N;NOM;INDF;SG
dikkat	الانتباه	dikkat	اِنتِبَاه	N;NOM;SG;3	N;NOM;DEF;SG
dikkat	اهتمام	dikkat	اِهتِمَام	N;NOM;SG;3	N;NOM;INDF;SG
kurulmuş	اسست	kur	أَسَاس	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
kurulmuş	انشئت	kur	أَنشَأ	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
bilimsel	علمية	bilimsel	عِلمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
bilimsel	علميا	bilimsel	عِلمِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
aşk	العشق	aşk	عِشق	N;NOM;SG;3	N;NOM;DEF;SG
aşk	حب	aşk	حُبّ	N;NOM;SG;3	N;NOM;INDF;SG
aşk	الحب	aşk	حُبّ	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	الاثر	etki	أَثَر	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	تاثير	etki	تَأثِير	N;NOM;SG;3	N;NOM;INDF;SG
etkisi	التاثير	etki	تَاثِير	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	الاصطدام	etki	اِصطِدَام	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	النفوذ	etki	نُفُوذ	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	تاثير	etki	تَأثِير	N;NOM;SG;3	N;NOM;INDF;SG
etkisi	التاثير	etki	تَاثِير	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	الاثر	etki	أَثَر	N;NOM;SG;3	N;NOM;DEF;SG
etkisi	تاثير	etki	تَأثِير	N;NOM;SG;3	N;NOM;INDF;SG
etkisi	التاثير	etki	تَاثِير	N;NOM;SG;3	N;NOM;DEF;SG
müdürlüğü	المديرية	müdürlük	مُدِيرِيّ	N;NOM;SG;3	N;NOM;DEF;SG
müdürlüğü	مديرية	müdürlük	مُدِيرِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
ailesi	عائلة	aile	عَائِلَة	N;NOM;SG;3	N;NOM;INDF;SG
ailesi	الاسرة	aile	أُسرَة	N;NOM;SG;3	N;NOM;DEF;SG
ailesi	اسرة	aile	أُسرَة	N;NOM;SG;3	N;NOM;INDF;SG
ailesi	العائلة	aile	عَائِلَة	N;NOM;SG;3	N;NOM;DEF;SG
insanlar	اشخاص	insan	شَخص	N;NOM;PL;3	N;NOM;INDF;PL
insanlar	اناس	insan	اناس	N;NOM;PL;3	N;NOM;INDF;PL
insanlar	الاشخاص	insan	شَخص	N;NOM;PL;3	N;NOM;DEF;PL
insanlar	الناس	insan	إِنسَان	N;NOM;PL;3	N;NOM;DEF;PL
parçası	جزء	parça	جُزء	N;NOM;SG;3	N;NOM;INDF;SG
parçası	الجزء	parça	جُزء	N;NOM;SG;3	N;NOM;DEF;SG
bilgisayar	الحاسوب	bilgisayar	حَاسُوب	N;NOM;SG;3	N;NOM;DEF;SG
bilgisayar	حاسب	bilgisayar	حَاسِب	N;NOM;SG;3	N;NOM;INDF;SG
bilgisayar	حاسوب	bilgisayar	حاسوب	N;NOM;SG;3	N;NOM;INDF;SG
bilgisayar	الكمبيوتر	bilgisayar	كَمبيُوتِر	N;NOM;SG;3	N;NOM;DEF;SG
sınırları	حدود	sınır	حَدّ	N;NOM;PL;3	N;NOM;INDF;PL
sınırları	الحدود	sınır	حَدّ	N;NOM;PL;3	N;NOM;DEF;PL
sınırları	حدود	sınır	حَدّ	N;NOM;PL;3	N;NOM;INDF;PL
sınırları	الحدود	sınır	حَدّ	N;NOM;PL;3	N;NOM;DEF;PL
sınırları	حدود	sınır	حَدّ	N;NOM;PL;3	N;NOM;INDF;PL
parlaklık	السطوع	parlaklık	سُطُوع	N;NOM;SG;3	N;NOM;DEF;SG
demokratik	ديمقراطي	demokratik	دِيمُقرَاطِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
demokratik	ديمقراطية	demokratik	دِيمُقرَاطِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
sistem	نظام	sistem	نِظَام	N;NOM;SG;3	N;NOM;INDF;SG
sistem	النظام	sistem	نِظَام	N;NOM;SG;3	N;NOM;DEF;SG
sistem	المنظومة	sistem	مَنظُومَة	N;NOM;SG;3	N;NOM;DEF;SG
amacı	غرض	amaç	غَرَض	N;NOM;SG;3	N;NOM;INDF;SG
amacı	الغاية	amaç	غَايَة	N;NOM;SG;3	N;NOM;DEF;SG
amacı	الغرض	amaç	غَرَض	N;NOM;SG;3	N;NOM;DEF;SG
özellikleri	خصائص	özellik	خَصِيصَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikleri	الخصائص	özellik	خَصِيصَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikleri	صفات	özellik	صِفَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikleri	السمات	özellik	سَمَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikleri	الصفات	özellik	صِفَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikleri	سمات	özellik	سِمَّة	N;NOM;PL;3	N;NOM;INDF;PL
özellikleri	الملامح	özellik	مَلَامِح	N;NOM;PL;3	N;NOM;DEF;PL
özellikleri	سمات	özellik	سِمَّة	N;NOM;PL;3	N;NOM;INDF;PL
