van	از	van	از	ADP	ADP
lichaam	b	lichaam	b	N;NEUT;SG	N;SG
census	سرشماری	census	سرشماری	N;NEUT;SG	N;SG
wedstrijd	بازی	wedstrijd	بازی	N;MASC+FEM;SG	N;SG
wedstrijd	گیم	wedstrijd	گیم	N;MASC+FEM;SG	N;SG
wedstrijd	مسابقه	wedstrijd	مسابقه	N;MASC+FEM;SG	N;SG
school	مدرسه	school	مدرسه	N;MASC+FEM;SG	N;SG
school	مکتب	school	مکتب	N;MASC+FEM;SG	N;SG
willem	ویلیام	willem	ویلیام	N;MASC+FEM;SG	N;SG
willem	ویلم	willem	ویلم	N;MASC+FEM;SG	N;SG
duidelijk	روشن	duidelijk	روشن	ADJ	ADJ
duidelijk	واضح	duidelijk	واضح	ADJ	ADJ
beter	بهتر	goed	به	ADJ;CMPR	ADJ;CMPR
beter	بهترش	goed	بهترش	ADJ;CMPR	ADJ;CMPR
versie	نسخۀ	versie	نسخۀ	N;MASC+FEM;SG	N;SG
versie	نسخه	versie	نسخه	N;MASC+FEM;SG	N;SG
eiland	آیلند	eiland	آیلند	N;NEUT;SG	N;SG
eiland	جزیره	eiland	جزیره	N;NEUT;SG	N;SG
nooit	هرگز	nooit	هرگز	ADV	ADV;NEG
geeft	میدهد	geven	داد#ده	V;SG;PRS;FIN	V;SG;3;PRS
diverse	گوناگون	divers	گوناگون	ADJ	ADJ
dier	حیوانی	dier	حیوانی	N;NEUT;SG	N;SG
dier	حیوان	dier	None	N;NEUT;SG	N;SG
lijn	خط	lijn	خط	N;MASC+FEM;SG	N;SG
slag	رزم	slag	رزم	N;MASC+FEM;SG	N;SG
slag	کارزار	slag	کارزار	N;MASC+FEM;SG	N;SG
slag	بتل	slag	بتل	N;MASC+FEM;SG	N;SG
slag	نبرد	slag	None	N;MASC+FEM;SG	N;SG
slag	نوازش	slag	نوازش	N;MASC+FEM;SG	N;SG
slag	سکته	slag	سکته	N;MASC+FEM;SG	N;SG
park	park	park	park	N;NEUT;SG	N;SG
park	پارک	park	None	N;NEUT;SG	N;SG
vrij	آزاد	vrij	آزاد	ADJ	ADJ
belangrijke	مهم	belangrijk	مهم	ADJ	ADJ
leger	لشگر	leger	لشگر	N;NEUT;SG	N;SG
leger	ارتش	leger	ارتش	N;NEUT;SG	N;SG
leger	ارتشی	leger	ارتشی	N;NEUT;SG	N;SG
leger	سپاه	leger	سپاه	N;NEUT;SG	N;SG
leger	لشکر	leger	None	N;NEUT;SG	N;SG
peter	پتر	peter	پتر	N;MASC+FEM;SG	N;SG
peter	پیتر	peter	پیتر	N;MASC+FEM;SG	N;SG
peter	پطرس	peter	پطرس	N;MASC+FEM;SG	N;SG
oost	شرق	oost	شرق	N;MASC+FEM;SG	N;SG
oost	شرقی	oost	شرقی	N;MASC+FEM;SG	N;SG
spelers	بازیکنان	speler	بازیکن	N;PL	N;PL
single	تکی	single	تکی	N;MASC+FEM;SG	N;SG
single	single	single	single	N;MASC+FEM;SG	N;SG
single	تک	single	تک	N;MASC+FEM;SG	N;SG
leden	اعضای	lid	عضو	N;PL	N;PL
leden	اعضا	lid	عضو	N;PL	N;PL
bureau	سازمان	bureau	سازمان	N;NEUT;SG	N;SG
bureau	نمایندگی	bureau	نمایندگی	N;NEUT;SG	N;SG
bureau	آژانس	bureau	آژانس	N;NEUT;SG	N;SG
bureau	اداره	bureau	اداره	N;NEUT;SG	N;SG
bureau	دفتر	bureau	دفتر	N;NEUT;SG	N;SG
bureau	میز	bureau	میز	N;NEUT;SG	N;SG
bijna	تقریباً	bijna	تقریباً	ADV	ADV
bijna	تقریبا	bijna	None	ADV	ADV
bedrijf	شرکت	bedrijf	شرکت	N;NEUT;SG	N;SG
bedrijf	company	bedrijf	None	N;NEUT;SG	N;SG
bedrijf	کمپانی	bedrijf	کمپانی	N;NEUT;SG	N;SG
bedrijf	تجارت	bedrijf	تجارت	N;NEUT;SG	N;SG
bedrijf	کسب	bedrijf	کسب	N;NEUT;SG	N;SG
bedrijf	b	bedrijf	b	N;NEUT;SG	N;SG
vrouwen	زنانی	vrouw	None	N;PL	N;PL
vrouwen	زنها	vrouw	None	N;PL	N;PL
vrouwen	زنان	vrouw	زن	N;PL	N;PL
oud	کهنه	oud	کهنه	ADJ	ADJ
schip	سفینه	schip	سفینه	N;NEUT;SG	N;SG
schip	کشتی	schip	کشتی	N;NEUT;SG	N;SG
county	شهرستان	county	شهرستان	N;MASC+FEM;SG	N;SG
county	کانتی	county	کانت#کان	N;MASC+FEM;SG	N;SG
hoge	بلند	hoog	بلند	ADJ	ADJ
onderzoek	تحقیق	onderzoek	تحقیق	N;NEUT;SG	N;SG
onderzoek	استعلام	onderzoek	None	N;NEUT;SG	N;SG
onderzoek	تحقیق	onderzoek	تحقیق	N;NEUT;SG	N;SG
onderzoek	پژوهش	onderzoek	پژوهش	N;NEUT;SG	N;SG
maria	ماری	maria	None	N;MASC+FEM;SG	N;SG
maria	مریم	maria	مریم	N;MASC+FEM;SG	N;SG
maria	مری	maria	None	N;MASC+FEM;SG	N;SG
maria	ماریا	maria	ماریا	N;MASC+FEM;SG	N;SG
sterk	قوی	sterk	قوی	ADJ	ADJ
sommige	برخی	sommig	برخی	PRO	PRO
functie	کارکرد	functie	None	N;MASC+FEM;SG	N;SG
functie	تابع	functie	None	N;MASC+FEM;SG	N;SG
functie	ویژگی	functie	ویژگی	N;MASC+FEM;SG	N;SG
zee	دریا	zee	دریا	N;MASC+FEM;SG	N;SG
zee	دریای	zee	دریا	N;MASC+FEM;SG	N;SG
voormalige	سابق	voormalig	سابق	ADJ	ADJ
punten	نقاط	punt	نقطه	N;PL	N;PL
schreef	نوشتم	schrijven	نوشت#نویس	V;SG;PST;FIN	V;SG;1;PST
laat	بزار	laten	بزار	V;SG;PRS;FIN	V;IMP;SG;2
algemeen	عمومی	algemeen	عمومی	ADJ	ADJ
dagen	روزها	dag	روز	N;PL	N;PL
dagen	روزهایی	dag	روز	N;PL	N;PL
dagen	روزای	dag	روزا	N;PL	N;PL
dagen	روزهای	dag	روز	N;PL	N;PL
jean	ژان	jean	ژان	N;MASC+FEM;SG	N;SG
blijven	بمانی	blijven	بمانی	V;PL;PRS;FIN	V;IMP;2
blijven	بمانید	blijven	None	V;PL;PRS;FIN	V;SBJV;PL;2;PRS
korte	کوتاه	kort	کوتاه	ADJ	ADJ
mannen	مردانی	mannen	مردانی	N;PL	N;PL
mannen	مردها	mannen	مرد	N;PL	N;PL
mannen	مردان	mannen	مرد	N;PL	N;PL
taal	زبان	taal	زبان	N;MASC+FEM;SG	N;SG
hele	کل	heel	کل	ADJ	ADJ
generaal	ژنرال	generaal	ژنرال	N;MASC+FEM;SG	N;SG
generaal	جنرال	generaal	جنرال	N;MASC+FEM;SG	N;SG
leeftijd	عصر	leeftijd	عصر	N;MASC+FEM;SG	N;SG
leeftijd	سنی	leeftijd	سنی	N;MASC+FEM;SG	N;SG
leeftijd	سن	leeftijd	سن	N;MASC+FEM;SG	N;SG
miljoen	میلیونی	miljoen	میلیونی	N;NEUT;SG	N;SG
miljoen	ملیون	miljoen	ملیون	N;NEUT;SG	N;SG
moment	لحظه	moment	لحظه	N;NEUT;SG	N;SG
moment	گشتاور	moment	گشتاور	N;NEUT;SG	N;SG
programma	برنامۀ	programma	برنامۀ	N;NEUT;SG	N;SG
programma	پروگرام	programma	پروگرام	N;NEUT;SG	N;SG
programma	برنامه	programma	برنامه	N;NEUT;SG	N;SG
programma	برنامه	programma	برنامه	N;NEUT;SG	N;SG
nodig	نیازمند	nodig	نیازمند	ADJ	ADJ
nodig	لازم	nodig	لازم	ADJ	ADJ
nodig	لازم	nodig	لازم	ADJ	ADJ
nodig	ضروری	nodig	ضروری	ADJ	ADJ
wapen	تفنگ	wapen	None	N;NEUT;SG	N;SG
wapen	تفنگی	wapen	تفنگی	N;NEUT;SG	N;SG
klein	کوچک	klein	کوچک	ADJ	ADJ
klein	اندکی	klein	اندکی	ADJ	ADJ
klein	کوچک	klein	کوچک	ADJ	ADJ
klein	کم	klein	کم	ADJ	ADJ
gemeenten	شهرهای	gemeente	شهر	N;PL	N;PL
gemeenten	دهستانهای	gemeente	دهستان	N;PL	N;PL
verhaal	داستان	verhaal	داستان	N;NEUT;SG	N;SG
verhaal	داستانی	verhaal	داستان	N;NEUT;SG	N;SG
verhaal	قصه	verhaal	None	N;NEUT;SG	N;SG
zes	شش	zes	شش	NUM	NUM
zes	شیش	zes	شیش	NUM	NUM
noorden	شمالی	noorden	شمالی	N;NEUT;SG	N;SG
noorden	نورث	noorden	نورث	N;NEUT;SG	N;SG
noorden	شمال	noorden	شمال	N;NEUT;SG	N;SG
foto	فتو	foto	فتو	N;MASC+FEM;SG	N;SG
foto	photo	foto	photo	N;MASC+FEM;SG	N;SG
foto	عکس	foto	عکس	N;MASC+FEM;SG	N;SG
foto	عکس	foto	عکس	N;MASC+FEM;SG	N;SG
foto	عکسه	foto	عکسه	N;MASC+FEM;SG	N;SG
foto	عکس	foto	عکس	N;MASC+FEM;SG	N;SG
gewone	معمولی	gewoon	معمولی	ADJ	ADJ
elke	هر	elk	هر	DET	DET
elke	هر	elk	هر	DET	DET
politicus	سیاستمدار	politicus	سیاستمدار	N;MASC+FEM;SG	N;SG
burgemeester	شهردار	burgemeester	شهردار	N;MASC+FEM;SG	N;SG
bronnen	منابع	bron	منبع	N;PL	N;PL
bronnen	منابع	bron	منبع	N;PL	N;PL
totaal	کل	totaal	کل	ADJ	ADJ
weet	میداند	weten	دانست#دان	V;SG;PRS;FIN	V;SG;3;PRS
weet	داند	weten	دانست#دان	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
gedeelte	جزء	gedeelte	جزء	N;NEUT;SG	N;SG
gedeelte	قسمت	gedeelte	قسمت	N;NEUT;SG	N;SG
gedeelte	پارت	gedeelte	پارت	N;NEUT;SG	N;SG
minister	وزیر	minister	وزیر	N;MASC+FEM;SG	N;SG
minister	وزیری	minister	وزیری	N;MASC+FEM;SG	N;SG
dochter	دختر	dochter	دختر	N;MASC+FEM;SG	N;SG
kampioen	قهرمان	kampioen	قهرمان	N;MASC+FEM;SG	N;SG
kampioen	قهرمان	kampioen	قهرمان	N;MASC+FEM;SG	N;SG
kampioen	پهلوان	kampioen	None	N;MASC+FEM;SG	N;SG
kampioen	champion	kampioen	None	N;MASC+FEM;SG	N;SG
basis	پایه	basis	پایه	N;MASC+FEM;SG	N;SG
basis	مبنا	basis	مبنا	N;MASC+FEM;SG	N;SG
basis	پایگاه	basis	None	N;MASC+FEM;SG	N;SG
kop	تیتر	kop	تیتر	N;MASC+FEM;SG	N;SG
kop	سرآیند	kop	سرآیند	N;MASC+FEM;SG	N;SG
kop	سر	kop	سر	N;MASC+FEM;SG	N;SG
acteur	هنرپیشه	acteur	هنرپیشه	N;MASC+FEM;SG	N;SG
acteur	بازیگر	acteur	بازیگر	N;MASC+FEM;SG	N;SG
acteur	actor	acteur	actor	N;MASC+FEM;SG	N;SG
vierde	چهارم	vier	چهارم	ADJ	ADJ
toernooi	تورنومنت	toernooi	تورنومنت	N;NEUT;SG	N;SG
toernooi	تورنمنت	toernooi	تورنمنت	N;NEUT;SG	N;SG
woord	سخن	woord	سخن	N;NEUT;SG	N;SG
woord	کلمه	woord	کلمه	N;NEUT;SG	N;SG
woord	واژه	woord	واژه	N;NEUT;SG	N;SG
woord	کلام	woord	کلام	N;NEUT;SG	N;SG
regering	دولتی	regering	دولتی	N;MASC+FEM;SG	N;SG
regering	حکومت	regering	حکومت	N;MASC+FEM;SG	N;SG
regering	دولت	regering	دولت	N;MASC+FEM;SG	N;SG
zuiden	ساوت	zuiden	ساوت	N;NEUT;SG	N;SG
zuiden	جنوب	zuiden	جنوب	N;NEUT;SG	N;SG
zuiden	جنوبی	zuiden	جنوبی	N;NEUT;SG	N;SG
rijk	غنی	rijk	غنی	ADJ	ADJ
uur	ساعت	uur	ساعت	N;NEUT;SG	N;SG
uur	ساعتی	uur	ساعت	N;NEUT;SG	N;SG
uur	ساعت	uur	ساعت	N;NEUT;SG	N;SG
extra	اضافه	extra	اضافه	ADJ	ADJ
kasteel	قصر	kasteel	None	N;NEUT;SG	N;SG
kasteel	کاستل	kasteel	کاستل	N;NEUT;SG	N;SG
kasteel	کستل	kasteel	کستل	N;NEUT;SG	N;SG
kasteel	قلعه	kasteel	قلعه	N;NEUT;SG	N;SG
verloop	گرادیان	verloop	گرادی	N;NEUT;SG	N;SG
hoogste	بالاترین	hoog	بالا	ADJ;RL	ADJ;RL
hoogste	بلندترین	hoog	بلند	ADJ;RL	ADJ;RL
categorie	مقوله	categorie	مقوله	N;MASC+FEM;SG	N;SG
categorie	دسته	categorie	دسته	N;MASC+FEM;SG	N;SG
reden	دلیلی	reden	دلیل	N;MASC+FEM;SG	N;SG
reden	علت	reden	علت	N;MASC+FEM;SG	N;SG
reden	دلیل	reden	دلیل	N;MASC+FEM;SG	N;SG
manier	راه	manier	راه	N;MASC+FEM;SG	N;SG
kort	کوتاه	kort	کوتاه	ADJ	ADJ
moeder	مادر	moeder	مادر	N;MASC+FEM;SG	N;SG
moeder	مامان	moeder	مامان	N;MASC+FEM;SG	N;SG
moeder	مادر	moeder	مادر	N;MASC+FEM;SG	N;SG
moeder	مادری	moeder	مادر	N;MASC+FEM;SG	N;SG
robert	رابرت	robert	None	N;MASC+FEM;SG	N;SG
robert	روبرت	robert	روبرت	N;MASC+FEM;SG	N;SG
robert	robert	robert	None	N;MASC+FEM;SG	N;SG
robert	روبر	robert	روبر	N;MASC+FEM;SG	N;SG
schrijver	نویسنده	schrijver	نویسنده	N;MASC+FEM;SG	N;SG
schrijver	مؤلف	schrijver	مؤلف	N;MASC+FEM;SG	N;SG
schrijver	نویسندۀ	schrijver	نویسندۀ	N;MASC+FEM;SG	N;SG
schrijver	نویسنده	schrijver	نویسنده	N;MASC+FEM;SG	N;SG
dienst	خدمت	dienst	خدمت	N;MASC+FEM;SG	N;SG
dienst	سرویس	dienst	سرویس	N;MASC+FEM;SG	N;SG
les	درس	les	درس	N;MASC+FEM;SG	N;SG
les	درسی	les	درسی	N;MASC+FEM;SG	N;SG
les	لیس	les	None	N;MASC+FEM;SG	N;SG
les	له	les	له	N;MASC+FEM;SG	N;SG
les	les	les	les	N;MASC+FEM;SG	N;SG
les	لز	les	لز	N;MASC+FEM;SG	N;SG
les	لس	les	لس	N;MASC+FEM;SG	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	N;MASC+FEM;SG	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	N;MASC+FEM;SG	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	N;MASC+FEM;SG	N;SG
misschien	شاید	misschien	شاید	ADV	ADV
iii	iii	iii	iii	N;MASC+FEM;SG	N;SG
tour	تور	tour	تور	N;MASC+FEM;SG	N;SG
tour	tour	tour	tour	N;MASC+FEM;SG	N;SG
vraag	سؤال	vraag	سؤال	N;MASC+FEM;SG	N;SG
vraag	سوال	vraag	None	N;MASC+FEM;SG	N;SG
vraag	پرسش	vraag	پرسش	N;MASC+FEM;SG	N;SG
lengte	ارتفاعی	lengte	ارتفاعی	N;MASC+FEM;SG	N;SG
lengte	بلندی	lengte	بلندی	N;MASC+FEM;SG	N;SG
lengte	ارتفاع	lengte	ارتفاع	N;MASC+FEM;SG	N;SG
lengte	height	lengte	height	N;MASC+FEM;SG	N;SG
gebruiker	کاربر	gebruiker	کاربر	N;MASC+FEM;SG	N;SG
rivier	ریور	rivier	ریور	N;MASC+FEM;SG	N;SG
rivier	رودخانه	rivier	رودخانه	N;MASC+FEM;SG	N;SG
doet	کند	doen	کرد#کن	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
doet	بکند	doen	None	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
echt	واقعی	echt	واقعی	ADJ	ADJ
positie	موضع	positie	موضع	N;MASC+FEM;SG	N;SG
positie	موقعیت	positie	موقعیت	N;MASC+FEM;SG	N;SG
piano	piano	piano	piano	N;MASC+FEM;SG	N;SG
piano	پیانوی	piano	پیانوی	N;MASC+FEM;SG	N;SG
piano	پیانو	piano	پیانو	N;MASC+FEM;SG	N;SG
centrum	سنتر	centrum	سنتر	N;NEUT;SG	N;SG
centrum	مرکزش	centrum	مرکزش	N;NEUT;SG	N;SG
centrum	مرکز	centrum	مرکز	N;NEUT;SG	N;SG
centrum	سنتر	centrum	سنتر	N;NEUT;SG	N;SG
centrum	مرکز	centrum	مرکز	N;NEUT;SG	N;SG
type	تیپ	type	None	N;NEUT;SG	N;SG
type	نوع	type	نوع	N;NEUT;SG	N;SG
type	تایپ	type	تایپ	N;NEUT;SG	N;SG
omvat	بپوشد	omvatten	بود#باش	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
politieke	سیاسی	politiek	سیاسی	ADJ	ADJ
hymenoptera	بالاخانواده	hymenoptera	بالاخانواده	N;MASC+FEM;SG	N;SG
loopt	میرود	lopen	میرود	V;SG;PRS;FIN	V;SG;3;PRS
succes	کامیابی	succes	کامیابی	N;NEUT;SG	N;SG
succes	success	succes	success	N;NEUT;SG	N;SG
succes	موفقیت	succes	موفقیت	N;NEUT;SG	N;SG
gebieden	سرزمینهای	gebied	سرزمین	N;PL	N;PL
gebieden	نواحی	gebied	ناحیه	N;PL	N;PL
gebieden	مناطق	gebied	منطقه	N;PL	N;PL
koninkrijk	فرمانروایی	koninkrijk	فرمانروایی	N;NEUT;SG	N;SG
koninkrijk	پادشاهی	koninkrijk	پادشاه	N;NEUT;SG	N;SG
hand	دست	hand	دست	N;MASC+FEM;SG	N;SG
oosten	شرق	oosten	شرق	N;NEUT;SG	N;SG
oosten	شرقی	oosten	شرقی	N;NEUT;SG	N;SG
hoogte	ارتفاع	hoogte	ارتفاع	N;MASC+FEM;SG	N;SG
hoogte	بلندی	hoogte	بلندی	N;MASC+FEM;SG	N;SG
hoogte	ارتفاعی	hoogte	ارتفاعی	N;MASC+FEM;SG	N;SG
hoogte	بلندی	hoogte	بلندی	N;MASC+FEM;SG	N;SG
hoogte	ارتفاع	hoogte	ارتفاع	N;MASC+FEM;SG	N;SG
hoogte	height	hoogte	height	N;MASC+FEM;SG	N;SG
bevolking	جمعیت	bevolking	جمعیت	N;MASC+FEM;SG	N;SG
bevolking	جمعیتی	bevolking	جمعیتی	N;MASC+FEM;SG	N;SG
adres	آدرس	adres	آدرس	N;NEUT;SG	N;SG
adres	نشانی	adres	None	N;NEUT;SG	N;SG
architect	معمار	architect	معمار	N;MASC+FEM;SG	N;SG
architect	architect	architect	architect	N;MASC+FEM;SG	N;SG
punt	نکته	punt	نکته	N;NEUT;SG	N;SG
punt	نقطه	punt	نقطه	N;NEUT;SG	N;SG
punt	پوینت	punt	پوینت	N;NEUT;SG	N;SG
vindt	بفهمد	vinden	فهمید#فهم	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
vindt	بیابد	vinden	آمد#آ	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
radio	رادیویی	radio	رادیویی	N;MASC+FEM;SG	N;SG
radio	رادیو	radio	رادیو	N;MASC+FEM;SG	N;SG
radio	بیسیم	radio	دیست#ییس	N;MASC+FEM;SG	N;SG
persoon	شخص	persoon	شخص	N;MASC+FEM;SG	N;SG
walter	والتر	walter	None	N;MASC+FEM;SG	N;SG
paar	زوج	paar	زوج	N;NEUT;SG	N;SG
paar	جفت	paar	None	N;NEUT;SG	N;SG
paar	زوجی	paar	None	N;NEUT;SG	N;SG
paar	زوج	paar	زوج	N;NEUT;SG	N;SG
zeggen	بگویید	zeggen	None	V;NFIN	V;SBJV;PL;2;PRS
zeggen	بگو	zeggen	None	V;NFIN	V;IMP;SG;2
personen	اشخاص	persoon	شخص	N;PL	N;PL
personen	افراد	persoon	فرد	N;PL	N;PL
personen	مردمان	persoon	مردم	N;PL	N;PL
personen	آدمها	persoon	آدم	N;PL	N;PL
maanden	ماهها	maanden	ماه	N;PL	N;PL
maanden	ماههای	maanden	ماه	N;PL	N;PL
insee	insee	insee	insee	N;MASC+FEM;SG	N;SG
keizer	امپراتور	keizer	امپراتور	N;MASC+FEM;SG	N;SG
keizer	امپراطور	keizer	امپراطور	N;MASC+FEM;SG	N;SG
kanton	کانتون	kanton	کانتون	N;NEUT;SG	N;SG
volledig	سرشار	volledig	سرشار	ADJ	ADJ
overzicht	خلاصۀ	overzicht	خلاصۀ	N;NEUT;SG	N;SG
overzicht	خلاصه	overzicht	خلاصه	N;NEUT;SG	N;SG
hoofdstad	پایتخت	hoofdstad	پایتخت	N;MASC+FEM;SG	N;SG
hoofdstad	سرمایه	hoofdstad	سرمایه	N;MASC+FEM;SG	N;SG
ontwikkeling	توسعه	ontwikkeling	توسعه	N;MASC+FEM;SG	N;SG
ontwikkeling	تکامل	ontwikkeling	تکامل	N;MASC+FEM;SG	N;SG
ontwikkeling	فرگشت	ontwikkeling	فرگشت	N;MASC+FEM;SG	N;SG
ontwikkeling	تحول	ontwikkeling	تحول	N;MASC+FEM;SG	N;SG
ontwikkeling	evolution	ontwikkeling	evolution	N;MASC+FEM;SG	N;SG
ontwikkeling	اوولوشن	ontwikkeling	اوولوشن	N;MASC+FEM;SG	N;SG
broer	برادر	broer	برادر	N;MASC+FEM;SG	N;SG
broer	داداش	broer	داداش	N;MASC+FEM;SG	N;SG
waarom	چرا	waarom	چرا	ADV	ADV
carrière	حرفه	carrière	None	N;MASC+FEM;SG	N;SG
carrière	شغل	carrière	شغل	N;MASC+FEM;SG	N;SG
voormalig	سابق	voormalig	سابق	ADJ	ADJ
george	جرج	georg	جرج	N;MASC+FEM;SG	N;SG
george	گئورگ	georg	گئورگ	N;MASC+FEM;SG	N;SG
george	جورج	georg	None	N;MASC+FEM;SG	N;SG
auto	خودرو	auto	خودرو	N;MASC+FEM;SG	N;SG
auto	خودروی	auto	خودرو	N;MASC+FEM;SG	N;SG
auto	ماشین	auto	ماشین	N;MASC+FEM;SG	N;SG
nationaal	ملی	nationaal	ملی	ADJ	ADJ
wist	دانستم	weten	دانست#دان	V;SG;PST;FIN	V;SG;1;PST
voorbeeld	پیشنمایش	voorbeeld	پیشنمایش	N;NEUT;SG	N;SG
voorbeeld	مثلی	voorbeeld	مثلی	N;NEUT;SG	N;SG
voorbeeld	مثال	voorbeeld	مثال	N;NEUT;SG	N;SG
voorbeeld	نمونه	voorbeeld	نمونه	N;NEUT;SG	N;SG
richting	قبله	richting	قبله	N;MASC+FEM;SG	N;SG
java	جاوا	java	جاوا	N;MASC+FEM;SG	N;SG
java	جاوه	java	جاوه	N;MASC+FEM;SG	N;SG
discussie	بحثش	discussie	بحثش	N;MASC+FEM;SG	N;SG
discussie	بحث	discussie	بحث	N;MASC+FEM;SG	N;SG
discussie	مناظره	discussie	مناظره	N;MASC+FEM;SG	N;SG
spel	بازی	spel	بازی	N;NEUT;SG	N;SG
spel	گیم	spel	گیم	N;NEUT;SG	N;SG
prijs	قیمتش	prijs	قیمتش	N;MASC+FEM;SG	N;SG
prijs	بهای	prijs	None	N;MASC+FEM;SG	N;SG
prijs	پرایس	prijs	پرایس	N;MASC+FEM;SG	N;SG
prijs	بهایی	prijs	بهایی	N;MASC+FEM;SG	N;SG
prijs	قیمتی	prijs	None	N;MASC+FEM;SG	N;SG
prijs	قیمت	prijs	قیمت	N;MASC+FEM;SG	N;SG
doel	گل	doel	گل	N;NEUT;SG	N;SG
doel	هدف	doel	هدف	N;NEUT;SG	N;SG
doel	مقصود	doel	مقصود	N;NEUT;SG	N;SG
doel	هدفی	doel	هدفی	N;NEUT;SG	N;SG
doel	هدف	doel	هدف	N;NEUT;SG	N;SG
doel	هدفگیری	doel	هدفگیری	N;NEUT;SG	N;SG
componist	مؤلف	componist	مؤلف	N;MASC+FEM;SG	N;SG
componist	composer	componist	composer	N;MASC+FEM;SG	N;SG
componist	آهنگساز	componist	آهنگساز	N;MASC+FEM;SG	N;SG
grond	زمینی	grond	زمینی	N;MASC+FEM;SG	N;SG
grond	خاک	grond	خاک	N;MASC+FEM;SG	N;SG
grond	خشکی	grond	خشکی	N;MASC+FEM;SG	N;SG
grond	land	grond	land	N;MASC+FEM;SG	N;SG
grond	سرزمین	grond	سرزمین	N;MASC+FEM;SG	N;SG
weten	بدانند	weten	دانست#دان	V;NFIN	V;SBJV;PL;3;PRS
weten	بدانید	weten	None	V;NFIN	V;IMP;PL;2
kampioenschap	قهرمانی	kampioenschap	قهرمانی	N;NEUT;SG	N;SG
westen	وست	westen	None	N;NEUT;SG	N;SG
westen	باختر	westen	باخت#باز	N;NEUT;SG	N;SG
westen	غرب	westen	غرب	N;NEUT;SG	N;SG
best	بهترین	best	به	ADJ;RL	ADJ;RL
project	پروژه	project	پروژه	N;NEUT;SG	N;SG
lat	لات	lat	لات	N;MASC+FEM;SG	N;SG
michael	میکائیل	michael	میکائیل	N;MASC+FEM;SG	N;SG
michael	مایکل	michael	مایکل	N;MASC+FEM;SG	N;SG
gevolg	دارودسته	gevolg	دارودسته	N;NEUT;SG	N;SG
echte	واقعی	echt	واقعی	ADJ	ADJ
tien	ده	tien	ده	NUM	NUM
gouden	طلایی	gouden	طلایی	ADJ	ADJ
stijl	سبک	stijl	سبک	N;MASC+FEM;SG	N;SG
actrice	بازیگر	actrice	بازیگر	N;MASC+FEM;SG	N;SG
actrice	actress	actrice	actress	N;MASC+FEM;SG	N;SG
bracht	آورده	brengen	آورد#آور	V;SG;PST;FIN	V;SG;3;V.PTCP
unie	یونیون	unie	یونیون	N;MASC+FEM;SG	N;SG
unie	اتحادیه	unie	اتحادیه	N;MASC+FEM;SG	N;SG
unie	اتحاد	unie	اتحاد	N;MASC+FEM;SG	N;SG
witte	سفید	wit	سفید	ADJ	ADJ
reeds	قبلا	reeds	None	ADV	ADV
orkest	ارکستر	orkest	ارکستر	N;NEUT;SG	N;SG
raad	شورای	raad	شورا	N;MASC+FEM;SG	N;SG
raad	شورا	raad	شورا	N;MASC+FEM;SG	N;SG
raad	انجمن	raad	انجمن	N;MASC+FEM;SG	N;SG
schrijven	نوشت	schrijven	نوشت#نویس	V;NFIN	V;SG;3;PST
schrijven	نویسند	schrijven	نویست#نویس	V;NFIN	V;SBJV;PL;3;PRS
schrijven	بنویسید	schrijven	نسود#آو	V;NFIN	V;SBJV;PL;2;PRS
schrijven	بنویسد	schrijven	نوشت#نویس	V;NFIN	V;SBJV;SG;3;PRS
zin	حکم	zin	حکم	N;MASC+FEM;SG	N;SG
zin	جمله	zin	جمله	N;MASC+FEM;SG	N;SG
zin	زین	zin	None	N;MASC+FEM;SG	N;SG
zin	عبارت	zin	عبارت	N;MASC+FEM;SG	N;SG
holland	هالند	holland	هالند	N;NEUT;SG	N;SG
holland	هلند	holland	هلند	N;NEUT;SG	N;SG
brengen	بیاورد	brengen	آورد#آور	V;NFIN	V;SBJV;SG;3;PRS
brengen	بیاورید	brengen	آورد#آور	V;NFIN	V;SBJV;PL;2;PRS
medaille	مدال	medaille	مدال	N;MASC+FEM;SG	N;SG
dieren	جانوران	dier	جانور	N;PL	N;PL
dieren	حیوانات	dier	حیوان	N;PL	N;PL
gekozen	برگزیده	kiezen	برگزیده	V;V.PTCP	V;SG;3;V.PTCP
gekozen	برگزیده	kiezen	برگزیده	V;V.PTCP	V;SG;3;V.PTCP
systeem	سامانه	systeem	سامانه	N;NEUT;SG	N;SG
systeem	سیستم	systeem	سیستم	N;NEUT;SG	N;SG
william	ویلیام	william	ویلیام	N;MASC+FEM;SG	N;SG
vereniging	انجمن	vereniging	انجمن	N;MASC+FEM;SG	N;SG
genomen	گرفته	nemen	گرفت#گیر	V;V.PTCP	V;SG;3;V.PTCP
lon	لون	lon	لون	N;MASC+FEM;SG	N;SG
lon	لان	lon	لان	N;MASC+FEM;SG	N;SG
