krateret	cráter	kratere	cráter	N;DEF;NEUT;SG	N;MASC;SG
huden	piel	huden	piel	N;DEF;MASC+FEM;SG	N;FEM;SG
huden	cutis	huden	cuti	N;DEF;MASC+FEM;SG	N;MASC;SG
huden	skin	huden	skin	N;DEF;MASC+FEM;SG	N
passager	pasajero	passager	pasajero	N;INDF;MASC+FEM;SG	N;MASC;SG
fattigdom	pobreza	fattigdom	pobreza	N;INDF;MASC+FEM;SG	N;FEM;SG
slægtninge	parientes	slægtning	pariente	N;INDF;MASC+FEM;PL	N;PL
slægtninge	familiares	slægtning	familiar	N;INDF;MASC+FEM;PL	N;MASC;PL
sammenbrud	desglose	sammenbrud	desglose	N;INDF;NEUT;SG	N;MASC;SG
sammenbrud	choque	sammenbrud	choque	N;INDF;NEUT;SG	N;MASC;SG
sammenbrud	crash	sammenbrud	crash	N;INDF;NEUT;SG	N
sammenbrud	accidente	sammenbrud	accidente	N;INDF;NEUT;SG	N;MASC;SG
sammenbrud	caída	sammenbrud	caída	N;INDF;NEUT;SG	N;FEM;SG
sammenbrud	colapso	sammenbrud	colapso	N;INDF;NEUT;SG	N;MASC;SG
sammenbrud	desplome	sammenbrud	desplome	N;INDF;NEUT;SG	N;MASC;SG
sammenbrud	derrumbe	sammenbrud	derrumbe	N;INDF;NEUT;SG	N;MASC;SG
konferencen	conferencia	konference	conferencia	N;DEF;MASC+FEM;SG	N;FEM;SG
depression	depresión	depression	depresión	N;INDF;MASC+FEM;SG	N;FEM;SG
tænkte	pensó	tænke	pensar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tænkte	pensando	tænke	pensar	V;IND;PST;FIN;ACT	V;V.MSDR
tænkte	pensar	tænke	pensar	V;IND;PST;FIN;ACT	V;NFIN
erklærer	declarar	erklære	declarar	V;IND;PRS;FIN;ACT	V;NFIN
erklærer	declarando	erklære	declarar	V;IND;PRS;FIN;ACT	V;V.MSDR
erklærer	declarar	erklære	declarar	V;IND;PRS;FIN;ACT	V;NFIN
erklærer	declara	erklære	declarar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
erklærer	declaran	erklære	declarar	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
erklærer	declaro	erklære	declarar	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
erklærer	declara	erklære	declarar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
slås	luchando	slås	luchar	V;NFIN;PASS	V;V.MSDR
relevans	relevancia	relevans	relevancia	N;INDF;MASC+FEM;SG	N;FEM;SG
relevans	pertinencia	relevans	pertinencia	N;INDF;MASC+FEM;SG	N;FEM;SG
værft	astillero	værft	astillero	N;INDF;NEUT;SG	N;MASC;SG
værft	yard	værft	yard	N;INDF;NEUT;SG	N;SG
værft	yarda	værft	yarda	N;INDF;NEUT;SG	N;FEM;SG
værft	patio	værft	patio	N;INDF;NEUT;SG	N;MASC;SG
foreslå	proponga	foreslå	proponer	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
foreslå	proponer	foreslå	proponer	V;NFIN;ACT	V;NFIN
foreslå	propone	foreslå	proponer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
foreslå	proponen	foreslå	proponer	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
foreslå	propondrá	foreslå	proponer	V;NFIN;ACT	V;IND;SG;3;FUT;FIN
foreslå	sugieren	foreslå	sugerir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
foreslå	sugiera	foreslå	sugerir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
foreslå	sugerir	foreslå	sugerir	V;NFIN;ACT	V;NFIN
foreslå	sugiere	foreslå	sugerir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
hjemmesider	webs	hjemmeside	webs	N;INDF;MASC+FEM;PL	N;FEM;PL
hjemmesider	sitios	hjemmeside	sitio	N;INDF;MASC+FEM;PL	N;MASC;PL
forlangte	exigió	forlange	exigir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
krisen	crisis	kris	crisis	N;DEF;MASC+FEM;SG	N;FEM
palæstinensiske	palestinas	palæstinensisk	palestino	ADJ;PL	ADJ;FEM;PL
flyveplads	aeródromo	flyveplads	aeródromo	N;INDF;MASC+FEM;SG	N;MASC;SG
flyveplads	aeródromo	flyveplads	aeródromo	N;INDF;MASC+FEM;SG	N;MASC;SG
wiener	salchicha	wiener	salchicha	N;INDF;MASC+FEM;SG	N;FEM;SG
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	N;SG
wiener	viena	wiener	vieno	N;INDF;MASC+FEM;SG	N;FEM;SG
graven	tumba	grav	tumba	N;DEF;MASC+FEM;SG	N;FEM;SG
efterretningstjeneste	inteligencia	efterretningstjeneste	inteligencia	N;INDF;MASC+FEM;SG	N;FEM;SG
mongoliet	mongolia	mongolium	mongolia	N;DEF;NEUT;SG	N;FEM;SG
udløste	desencadenó	udløse	desencadenar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
anvendelser	aplicaciones	anvendelse	aplicación	N;INDF;MASC+FEM;PL	N;FEM;PL
anvendelser	solicitudes	anvendelse	solicitud	N;INDF;MASC+FEM;PL	N;FEM;PL
anvendelser	usos	anvendelse	uso	N;INDF;MASC+FEM;PL	N;MASC;PL
renovering	renovación	renovering	renovación	N;INDF;MASC+FEM;SG	N;FEM;SG
renovering	reacondicionamiento	renovering	reacondicionamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
renovering	remodelación	renovering	remodelación	N;INDF;MASC+FEM;SG	N;FEM;SG
face	rostro	face	rostro	N;INDF;NEUT;SG	N;MASC;SG
face	carita	face	carita	N;INDF;NEUT;SG	N;FEM;SG
face	cara	face	cara	N;INDF;NEUT;SG	N;FEM;SG
face	face	face	facer	N;INDF;NEUT;SG	N
mineraler	minerales	mineral	mineral	N;INDF;NEUT;PL	N;PL
bosættelser	asentamientos	bosættelse	asentamiento	N;INDF;MASC+FEM;PL	N;MASC;PL
bosættelser	liquidaciones	bosættelse	liquidación	N;INDF;MASC+FEM;PL	N;FEM;PL
flair	flair	flair	flair	N;INDF;MASC+FEM;SG	N;SG
radar	radar	radar	radar	N;INDF;MASC+FEM;SG	N;MASC;SG
elias	elias	elias	elia	N;INDF;MASC+FEM;SG	N;FEM;SG
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	N;MASC;SG
halsen	garganta	hals	garganta	N;DEF;MASC+FEM;SG	N;FEM;SG
halsen	cuello	hals	cuello	N;DEF;MASC+FEM;SG	N;MASC;SG
repræsentation	representación	repræsentation	representación	N;INDF;MASC+FEM;SG	N;FEM;SG
sprang	saltó	springe	saltar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tårne	towers	tå	tower	N;INDF;MASC+FEM;PL	N
tårne	torres	tå	torre	N;INDF;MASC+FEM;PL	N;FEM;PL
glee	glee	gle	gleer	N;INDF;MASC+FEM;SG	N;FEM;SG
glee	regocijo	gle	regocijo	N;INDF;MASC+FEM;SG	N;MASC;SG
gotisk	gótica	gotisk	gótico	ADJ;INDF;SG	ADJ;FEM;SG
gotisk	gótico	gotisk	gótico	ADJ;INDF;SG	ADJ;MASC;SG
tvinge	obligue	tvinge	obligar	V;NFIN;ACT	V;IMP;SG;3;FIN
tvinge	obligar	tvinge	obligar	V;NFIN;ACT	V;NFIN
fed	atrevido	fed	atreverse	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
fed	audaz	fed	audaz	ADJ;INDF;MASC+FEM;SG	ADJ;SG
fed	gordo	fed	gordo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
fed	gorda	fed	gordo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
iss	iss	iss	iss	N;INDF;NEUT;SG	N;SG
ministerium	cancillería	ministerium	cancillería	N;INDF;NEUT;SG	N;FEM;SG
ministerium	ministerio	ministerium	ministerio	N;INDF;NEUT;SG	N;MASC;SG
tusinder	millares	tusinde	millar	N;INDF;NEUT;PL	N;MASC;PL
ækvator	ecuador	ækvator	ecuador	N;INDF;MASC+FEM;SG	N;MASC;SG
prøvet	intenté	prøve	intentar	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
biografier	biografías	biografi	biografía	N;INDF;MASC+FEM;PL	N;FEM;PL
sagn	legend	sagn	legend	N;INDF;NEUT;SG	N
sagn	leyenda	sagn	leyenda	N;INDF;NEUT;SG	N;FEM;SG
sagn	folklore	sagn	folklorar	N;INDF;NEUT;SG	N;MASC;SG
sagn	folclore	sagn	folclorar	N;INDF;NEUT;SG	N;MASC;SG
sagn	leyenda	sagn	leyenda	N;INDF;NEUT;SG	N;FEM;SG
blank	blanco	blank	blanco	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
dårligere	peor	dårlig	peor	ADV;CMPR	ADV
aktuelt	actual	aktuel	actual	ADJ;INDF;NEUT;SG	ADJ;SG
leningrad	leningrado	leningrad	leningrado	N;INDF;MASC+FEM;SG	N;MASC;SG
tilfældigt	aleatoriamente	tilfældigt	aleatoriamente	ADV	ADV
atlantis	atlantis	atlantis	atlanti	N;INDF;MASC+FEM;SG	N
smart	listo	smart	listo	ADJ;INDF;SG	ADJ;MASC;SG
smart	astuto	smart	astuto	ADJ;INDF;SG	ADJ;MASC;SG
smart	inteligente	smart	inteligente	ADJ;INDF;SG	ADJ;SG
smart	listo	smart	listo	ADJ;INDF;SG	ADJ;MASC;SG
smart	inteligente	smart	inteligente	ADJ;INDF;SG	ADJ;SG
fangenskab	cautiva	fangenskab	cautivar	N;INDF;MASC+FEM;SG	N;FEM;SG
fangenskab	cautiverio	fangenskab	cautiverio	N;INDF;MASC+FEM;SG	N;MASC;SG
fangenskab	cautividad	fangenskab	cautividad	N;INDF;MASC+FEM;SG	N;FEM;SG
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	N;MASC;SG
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	N;SG
primitive	primitivos	primitiv	primitivo	ADJ;PL	ADJ;MASC;PL
primitive	primitivas	primitiv	primitivo	ADJ;PL	ADJ;FEM;PL
udnævnelse	candidatura	udnævnelse	candidatura	N;INDF;MASC+FEM;SG	N;FEM;SG
udnævnelse	nominación	udnævnelse	nominación	N;INDF;MASC+FEM;SG	N;FEM;SG
udnævnelse	nombramiento	udnævnelse	nombramiento	N;INDF;MASC+FEM;SG	N;MASC;SG
udnævnelse	cita	udnævnelse	cita	N;INDF;MASC+FEM;SG	N;FEM;SG
udnævnelse	designación	udnævnelse	designación	N;INDF;MASC+FEM;SG	N;FEM;SG
udnævnelse	nombramiento	udnævnelse	nombramiento	N;INDF;MASC+FEM;SG	N;MASC;SG
ligue	ligue	ligue	ligue	N;INDF;MASC+FEM;SG	N;FEM;SG
cirkus	circus	cirkus	circus	N;INDF;NEUT;SG	N
cirkus	circo	cirkus	circo	N;INDF;NEUT;SG	N;MASC;SG
hud	hud	hud	hud	N;INDF;MASC+FEM;SG	N;MASC;SG
hud	piel	hud	piel	N;INDF;MASC+FEM;SG	N;FEM;SG
hud	cutis	hud	cuti	N;INDF;MASC+FEM;SG	N;MASC;SG
hud	skin	hud	skin	N;INDF;MASC+FEM;SG	N
landing	desembarco	landing	desembarco	N;INDF;MASC+FEM;SG	N;MASC;SG
landing	desembarque	landing	desembarque	N;INDF;MASC+FEM;SG	N;MASC;SG
landing	aterrizaje	landing	aterrizaje	N;INDF;MASC+FEM;SG	N;MASC;SG
skyder	disparar	skyde	disparar	V;IND;PRS;FIN;ACT	V;NFIN
skyder	dispara	skyde	disparar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
skyder	dispara	skyde	disparar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
skyder	disparando	skyde	disparar	V;IND;PRS;FIN;ACT	V;V.MSDR
indledning	introducción	indledning	introducción	N;INDF;MASC+FEM;SG	N;FEM;SG
indledning	iniciación	indledning	iniciación	N;INDF;MASC+FEM;SG	N;FEM;SG
syndrom	síndrome	syndrom	síndrome	N;INDF;MASC+FEM;SG	N;MASC;SG
orientering	orientación	orientering	orientación	N;INDF;MASC+FEM;SG	N;FEM;SG
hegn	esgrima	hegn	esgrimo	N;INDF;NEUT;SG	N;FEM;SG
hegn	valla	hegn	valla	N;INDF;NEUT;SG	N;FEM;SG
massiv	masivo	massiv	masivo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
massiv	masiva	massiv	masivo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
meninger	dictámenes	mening	dictamen	N;INDF;MASC+FEM;PL	N;MASC;PL
meninger	opiniones	mening	opinión	N;INDF;MASC+FEM;PL	N;FEM;PL
groft	aproximadamente	groft	aproximadamente	ADV	ADV
krydset	intersección	kryds	intersección	N;DEF;NEUT;SG	N;FEM;SG
krydset	cruce	kryds	cruce	N;DEF;NEUT;SG	N;MASC;SG
litteraturen	literatura	litteratur	literatura	N;DEF;MASC+FEM;SG	N;FEM;SG
gennemgang	examen	gennemgang	examen	N;INDF;MASC+FEM;SG	N;MASC;SG
gennemgang	revisión	gennemgang	revisión	N;INDF;MASC+FEM;SG	N;FEM;SG
gennemgang	reseña	gennemgang	reseñar	N;INDF;MASC+FEM;SG	N;FEM;SG
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	N;MASC;SG
butler	mayordomo	butle	mayordomo	N;INDF;MASC+FEM;SG	N;MASC;SG
kaos	caos	kaos	caos	N;INDF;NEUT;SG	N;MASC
kaos	kaos	kaos	kao	N;INDF;NEUT;SG	N
kaos	caos	kaos	caos	N;INDF;NEUT;SG	N;MASC
kaos	desmadre	kaos	desmadre	N;INDF;NEUT;SG	N;MASC;SG
marina	marina	marina	marina	N;INDF;MASC+FEM;SG	N;FEM;SG
konsul	cónsul	konsul	cónsul	N;INDF;MASC+FEM;SG	N;MASC;SG
kvaliteten	quality	kvalitet	quality	N;DEF;MASC+FEM;SG	N
kvaliteten	calidad	kvalitet	calidad	N;DEF;MASC+FEM;SG	N;FEM;SG
kvaliteten	cualidad	kvalitet	cualidad	N;DEF;MASC+FEM;SG	N;FEM;SG
teknikken	tecnica	teknik	tecnicar	N;DEF;MASC+FEM;SG	N;FEM;SG
teknikken	técnica	teknik	técnica	N;DEF;MASC+FEM;SG	N;FEM;SG
hangarskibe	porteadores	hangarskib	porteador	N;INDF;MASC+FEM;PL	N;MASC;PL
hangarskibe	portaaviones	hangarskib	portavión	N;INDF;MASC+FEM;PL	N;MASC;PL
hangarskibe	transportistas	hangarskib	transportista	N;INDF;MASC+FEM;PL	N;PL
hangarskibe	portadores	hangarskib	portador	N;INDF;MASC+FEM;PL	N;MASC;PL
geologi	geología	geologi	geología	N;INDF;MASC+FEM;SG	N;FEM;SG
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	N;MASC;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffe	N;INDF;MASC+FEM;SG	N;FEM;SG
begrænsninger	limitaciones	begrænsning	limitación	N;INDF;MASC+FEM;PL	N;FEM;PL
begrænsninger	restricciones	begrænsning	restricción	N;INDF;MASC+FEM;PL	N;FEM;PL
begrænsninger	límites	begrænsning	límite	N;INDF;MASC+FEM;PL	N;MASC;PL
begrænsninger	limites	begrænsning	limit	N;INDF;MASC+FEM;PL	N;MASC;PL
begrænsninger	condicionamientos	begrænsning	condicionamiento	N;INDF;MASC+FEM;PL	N;MASC;PL
begrænsninger	limitaciones	begrænsning	limitación	N;INDF;MASC+FEM;PL	N;FEM;PL
begrænsninger	restricciones	begrænsning	restricción	N;INDF;MASC+FEM;PL	N;FEM;PL
gaver	obsequios	gave	obsequio	N;INDF;MASC+FEM;PL	N;MASC;PL
gaver	regalos	gave	regalo	N;INDF;MASC+FEM;PL	N;MASC;PL
gaver	regalos	gave	regalo	N;INDF;MASC+FEM;PL	N;MASC;PL
soldaterne	soldados	soldat	soldado	N;DEF;MASC+FEM;PL	N;MASC;PL
oplevelse	experiencia	oplevelse	experiencia	N;INDF;MASC+FEM;SG	N;FEM;SG
mystiske	misteriosos	mystisk	misterioso	ADJ;PL	ADJ;MASC;PL
mystiske	misteriosas	mystisk	misterioso	ADJ;PL	ADJ;FEM;PL
mystiske	místicos	mystisk	místico	ADJ;PL	ADJ;MASC;PL
mystiske	místicos	mystisk	místico	ADJ;PL	ADJ;MASC;PL
massakren	matanza	massakr	matanza	N;DEF;MASC+FEM;SG	N;FEM;SG
massakren	masacre	massakr	masacre	N;DEF;MASC+FEM;SG	N;FEM;SG
paradise	paraiso	paradis	paraiso	N;INDF;MASC+FEM;SG	N;MASC;SG
paradise	paraíso	paradis	paraíso	N;INDF;MASC+FEM;SG	N;MASC;SG
paradise	paradise	paradis	paradise	N;INDF;MASC+FEM;SG	N;SG
glade	felices	glad	feliz	ADJ;PL	ADJ;PL
krater	cráter	krate	cráter	N;INDF;NEUT;SG	N;MASC;SG
bestilt	ordenó	bestille	ordenar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	N;SG
astronomi	astronomía	astronomi	astronomía	N;INDF;MASC+FEM;SG	N;FEM;SG
afsluttende	finalizando	afslutte	finalizar	V;PRS;V.PTCP	V;V.MSDR
afsluttende	terminando	afslutte	terminar	V;PRS;V.PTCP	V;V.MSDR
afsluttende	acabando	afslutte	acabar	V;PRS;V.PTCP	V;V.MSDR
afsluttende	cerrando	afslutte	cerrar	V;PRS;V.PTCP	V;V.MSDR
afsluttende	cerrar	afslutte	cerrar	V;PRS;V.PTCP	V;NFIN
profession	profesión	profession	profesión	N;INDF;MASC+FEM;SG	N;FEM;SG
forretningsmand	empresario	forretningsmand	empresario	N;INDF;MASC+FEM;SG	N;MASC;SG
karakterer	grados	karakter	grado	N;INDF;MASC+FEM;PL	N;MASC;PL
karakterer	caracteres	karakter	carácter	N;INDF;MASC+FEM;PL	N;MASC;PL
karakterer	personajes	karakter	personaje	N;INDF;MASC+FEM;PL	N;MASC;PL
provinserne	provincias	provins	provincia	N;DEF;MASC+FEM;PL	N;FEM;PL
ondt	mal	ondt	mal	ADV	ADV
arving	heredera	arving	heredera	N;INDF;MASC+FEM;SG	N;FEM;SG
arving	heredera	arving	heredera	N;INDF;MASC+FEM;SG	N;FEM;SG
arving	heredero	arving	heredero	N;INDF;MASC+FEM;SG	N;MASC;SG
fattig	pobrecito	fattig	pobrecito	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
fattig	pobre	fattig	pobre	ADJ;INDF;MASC+FEM;SG	ADJ;SG
juliane	juliane	juliane	juliane	N;INDF;MASC+FEM;SG	N;FEM;SG
funktionen	función	funktion	función	N;DEF;MASC+FEM;SG	N;FEM;SG
funktionen	característica	funktion	característica	N;DEF;MASC+FEM;SG	N;FEM;SG
funktionen	rasgo	funktion	rasgo	N;DEF;MASC+FEM;SG	N;MASC;SG
funktionen	largometraje	funktion	largometraje	N;DEF;MASC+FEM;SG	N;MASC;SG
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	N;FEM;SG
fauna	fauna	fauna	fauna	N;INDF;MASC+FEM;SG	N;FEM;SG
udsatte	vulnerables	udsat	vulnerable	ADJ;PL	ADJ;PL
beregninger	cálculos	beregning	cálculo	N;INDF;MASC+FEM;PL	N;MASC;PL
stjernen	estrella	stjerne	estrella	N;DEF;MASC+FEM;SG	N;FEM;SG
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	N
håndværkere	artesanos	håndværker	artesano	N;INDF;NEUT;PL	N;MASC;PL
håndværkere	artesanos	håndværker	artesano	N;INDF;NEUT;PL	N;MASC;PL
kalk	calcio	kalk	calcio	N;INDF;NEUT;SG	N;MASC;SG
kalk	lima	kalk	lima	N;INDF;NEUT;SG	N;FEM;SG
kalk	cal	kalk	cal	N;INDF;NEUT;SG	N;FEM;SG
distribution	reparto	distribution	reparto	N;INDF;MASC+FEM;SG	N;MASC;SG
distribution	distribución	distribution	distribución	N;INDF;MASC+FEM;SG	N;FEM;SG
smal	angosto	smal	angosto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	estrecha	smal	estrecho	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
smal	estrecho	smal	estrecho	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
mekaniske	mecánicos	mekanisk	mecánico	ADJ;PL	ADJ;MASC;PL
mekaniske	mecánicas	mekanisk	mecánico	ADJ;PL	ADJ;FEM;PL
litterær	literaria	litterær	literario	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
litterær	literario	litterær	literario	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
fylde	reabastecer	fylde	reabastecer	V;NFIN;ACT	V;NFIN
fylde	rellena	fylde	rellenar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
fylde	llenar	fylde	llenar	V;NFIN;ACT	V;NFIN
fylde	rellenar	fylde	rellenar	V;NFIN;ACT	V;NFIN
farvande	aguas	farvand	agua	N;INDF;NEUT;PL	N;FEM;PL
farvande	waters	farvand	waters	N;INDF;NEUT;PL	N
platforme	plataformas	platform	plataforma	N;INDF;MASC+FEM;PL	N;FEM;PL
gener	molestias	gen	molestia	N;INDF;NEUT;PL	N;FEM;PL
gener	genes	gen	gen	N;INDF;NEUT;PL	N;MASC;PL
generaler	generales	general	general	N;INDF;MASC+FEM;PL	N;MASC;PL
teatre	teatros	teater	teatro	N;INDF;NEUT;PL	N;MASC;PL
teatre	cines	teater	cine	N;INDF;NEUT;PL	N;MASC;PL
teatre	teatros	teater	teatro	N;INDF;NEUT;PL	N;MASC;PL
understøtter	apoya	understøtte	apoyar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
flytning	mudanza	flytning	mudanza	N;INDF;MASC+FEM;SG	N;FEM;SG
flytning	reubicación	flytning	reubicación	N;INDF;MASC+FEM;SG	N;FEM;SG
flytning	traslado	flytning	traslado	N;INDF;MASC+FEM;SG	N;MASC;SG
flytning	deslocalización	flytning	deslocalización	N;INDF;MASC+FEM;SG	N;FEM;SG
flytning	movimiento	flytning	movimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
munke	monjes	munke	monje	N;INDF;MASC+FEM;PL	N;MASC;PL
undersøgte	investigó	undersøge	investigar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
undersøgte	examinó	undersøge	examinar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mexicansk	mexicana	mexicansk	mexicano	ADJ;INDF;SG	ADJ;FEM;SG
offensiven	ofensiva	offensiv	ofensiva	N;DEF;MASC+FEM;SG	N;FEM;SG
turnerede	recorrió	turnere	recorrer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
elektroner	electrones	elektrone	electrón	N;INDF;MASC+FEM;PL	N;MASC;PL
anerkende	reconozcan	anerkende	reconocer	V;NFIN;ACT	V;IMP;PL;3;FIN
anerkende	reconocer	anerkende	reconocer	V;NFIN;ACT	V;NFIN
anerkende	reconocer	anerkende	reconocer	V;NFIN;ACT	V;NFIN
påstande	siniestros	påstande	siniestro	N;INDF;MASC+FEM;PL	N;MASC;PL
påstande	reclamos	påstande	reclamo	N;INDF;MASC+FEM;PL	N;MASC;PL
påstande	reclamaciones	påstande	reclamación	N;INDF;MASC+FEM;PL	N;FEM;PL
påstande	alegaciones	påstande	alegación	N;INDF;MASC+FEM;PL	N;FEM;PL
påstande	denuncias	påstande	denuncia	N;INDF;MASC+FEM;PL	N;FEM;PL
påstande	acusaciones	påstande	acusación	N;INDF;MASC+FEM;PL	N;FEM;PL
påstande	alegatos	påstande	alegato	N;INDF;MASC+FEM;PL	N;MASC;PL
påstande	afirmaciones	påstande	afirmación	N;INDF;MASC+FEM;PL	N;FEM;PL
kigger	mirando	kigge	mirar	V;IND;PRS;FIN;ACT	V;V.MSDR
kigger	buscando	kigge	buscar	V;IND;PRS;FIN;ACT	V;V.MSDR
kigger	mirando	kigge	mirar	V;IND;PRS;FIN;ACT	V;V.MSDR
kigger	viendo	kigge	ver	V;IND;PRS;FIN;ACT	V;V.MSDR
kigger	observando	kigge	observar	V;IND;PRS;FIN;ACT	V;V.MSDR
wisconsin	wisconsin	wisconsin	wisconsin	N;INDF;NEUT;SG	N;MASC;SG
deutschen	deutschen	deutschen	deutschar	N;INDF;MASC+FEM;SG	N
vedligeholdelse	manutención	vedligeholdelse	manutención	N;INDF;MASC+FEM;SG	N;FEM;SG
vedligeholdelse	mantenimiento	vedligeholdelse	mantenimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	N;MASC;SG
perfekt	perfecto	perfekt	perfecto	ADJ;INDF;SG	ADJ;MASC;SG
perfekt	perfecta	perfekt	perfecto	ADJ;INDF;SG	ADJ;FEM;SG
fugtige	húmedos	fugtig	húmedo	ADJ;PL	ADJ;MASC;PL
fugtige	húmedos	fugtig	húmedo	ADJ;PL	ADJ;MASC;PL
seere	espectadores	seer	espectador	N;INDF;MASC+FEM;PL	N;MASC;PL
seere	televidentes	seer	televidente	N;INDF;MASC+FEM;PL	N;PL
sild	arenques	sild	arenque	N;INDF;MASC+FEM;PL	N;MASC;PL
udfald	desenlace	udfald	desenlace	N;INDF;NEUT;SG	N;MASC;SG
udfald	resultado	udfald	resultado	N;INDF;NEUT;SG	N;MASC;SG
forudsætning	premisa	forudsætning	premisa	N;INDF;MASC+FEM;SG	N;FEM;SG
forudsætning	requisito	forudsætning	requisito	N;INDF;MASC+FEM;SG	N;MASC;SG
hovedperson	protagonista	hovedperson	protagonista	N;INDF;MASC+FEM;SG	N;SG
wanderers	wanderers	wandere	wanderers	N;INDF;MASC+FEM;SG	N;SG
kunstig	artificial	kunstig	artificial	ADJ;INDF;MASC+FEM;SG	ADJ;SG
fods	foot	fod	foot	N;INDF	N
fods	pie	fod	pie	N;INDF	N;MASC;SG
spørge	preguntar	spørge	preguntar	V;NFIN;ACT	V;NFIN
spørge	preguntando	spørge	preguntar	V;NFIN;ACT	V;V.MSDR
spørge	pidiendo	spørge	pedir	V;NFIN;ACT	V;V.MSDR
fænomenet	fenómeno	fænomene	fenómeno	N;DEF;NEUT;SG	N;MASC;SG
dramatiker	dramaturgo	dramatiker	dramaturgo	N;INDF;MASC+FEM;SG	N;MASC;SG
fotos	fotografias	fotos	fotografia	N;INDF;NEUT;PL	N;FEM;PL
fotos	fotos	fotos	foto	N;INDF;NEUT;PL	N;FEM;PL
fotos	fotografías	fotos	fotografía	N;INDF;NEUT;PL	N;FEM;PL
fotos	fotos	fotos	foto	N;INDF;NEUT;PL	N;FEM;PL
fotos	fotografías	fotos	fotografía	N;INDF;NEUT;PL	N;FEM;PL
stage	etapa	stage	etapa	N;INDF;MASC+FEM;SG	N;FEM;SG
stage	escenario	stage	escenario	N;INDF;MASC+FEM;SG	N;MASC;SG
stage	stage	stage	stage	N;INDF;MASC+FEM;SG	N
mistanke	sospecha	mistanke	sospecha	N;INDF;MASC+FEM;SG	N;FEM;SG
mistanke	sospecha	mistanke	sospecha	N;INDF;MASC+FEM;SG	N;FEM;SG
digitalt	digital	digitalt	digital	ADJ;INDF;NEUT;SG	ADJ;SG
antager	asumir	antage	asumir	V;IND;PRS;FIN;ACT	V;NFIN
antager	asume	antage	asumir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
antager	asume	antage	asumir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
antager	suponiendo	antage	suponer	V;IND;PRS;FIN;ACT	V;V.MSDR
antager	asumiendo	antage	asumir	V;IND;PRS;FIN;ACT	V;V.MSDR
