van	從	van	從	ADP	ADP
vind	尋找	vinden	尋找	V;SG;PRS;FIN	V
piano	鋼琴	piano	鋼琴	N;MASC+FEM;SG	N
centrum	中心	centrum	中心	N;NEUT;SG	N
centrum	中心	centrum	中心	N;NEUT;SG	N
type	型態	type	型態	N;NEUT;SG	N
type	類型	type	類型	N;NEUT;SG	N
omvat	包括	omvatten	包括	V;SG;PRS;FIN	V
leiden	領先	leiden	領先	V;NFIN	V
leiden	帶頭	leiden	帶頭	V;NFIN	V
vervangen	取代	vervangen	取代	V;V.PTCP	V
vervangen	替代	vervangen	替代	V;V.PTCP	V
vervangen	取代	vervangen	取代	V;V.PTCP	V
vervangen	替換	vervangen	替換	V;V.PTCP	V
vervangen	更換	vervangen	更換	V;V.PTCP	V
vervangen	代替	vervangen	代替	V;V.PTCP	V
verwijderen	刪除	verwijderen	刪除	V;NFIN	V
verwijderen	移除	verwijderen	移除	V;NFIN	V
verwijderen	刪除	verwijderen	刪除	V;NFIN	V
verwijderen	刪去	verwijderen	刪去	V;NFIN	V
succes	成功	succes	成功	N;NEUT;SG	N
gebieden	領土	gebied	領土	N;PL	N
gebieden	地區	gebied	地區	N;PL	N
verwijderd	刪除	verwijderen	刪除	V;V.PTCP	V
koninkrijk	王國	koninkrijk	王國	N;NEUT;SG	N
koninkrijk	國度	koninkrijk	國度	N;NEUT;SG	N
hand	手	hand	手	N;MASC+FEM;SG	N
oosten	東	oosten	東	N;NEUT;SG	N
oosten	東部	oosten	東部	N;NEUT;SG	N
oosten	東方	oosten	東方	N;NEUT;SG	N
oosten	東區	oosten	東區	N;NEUT;SG	N
gevonden	找到	vinden	找到	V;V.PTCP	V
gevonden	發現	vinden	發現	V;V.PTCP	V
gebaseerd	基	baseren	基	V;V.PTCP	V
hoogte	海拔	hoogte	海拔	N;MASC+FEM;SG	N
hoogte	高度	hoogte	高度	N;MASC+FEM;SG	N
hoogte	海拔	hoogte	海拔	N;MASC+FEM;SG	N
hoogte	身高	hoogte	身高	N;MASC+FEM;SG	N
hoogte	高度	hoogte	高度	N;MASC+FEM;SG	N
bevolking	人口	bevolking	人口	N;MASC+FEM;SG	N
adres	地址	adres	地址	N;NEUT;SG	N
adres	住址	adres	住址	N;NEUT;SG	N
punt	角	punt	角	N;NEUT;SG	N
punt	點	punt	點	N;NEUT;SG	N
radio	電台	radio	電台	N;MASC+FEM;SG	N
radio	廣播	radio	廣播	N;MASC+FEM;SG	N
radio	廣播	radio	廣播	N;MASC+FEM;SG	N
jonge	年輕	jong	年輕	ADJ	ADJ
paar	夫妻	paar	夫妻	N;NEUT;SG	N
paar	情侶	paar	情侶	N;NEUT;SG	N
paar	夫婦	paar	夫婦	N;NEUT;SG	N
voorzitter	總統	voorzitter	總統	N;MASC+FEM;SG	N
voorzitter	主席	voorzitter	主席	N;MASC+FEM;SG	N
voorzitter	主席	voorzitter	主席	N;MASC+FEM;SG	N
zeggen	說	zeggen	說	V;NFIN	V
personen	人	persoon	人	N;PL	N
personen	人們	persoon	人	N;PL	N;PL
personen	人民	persoon	人民	N;PL	N
maanden	月	maanden	月	N;PL	N
maanden	月份	maanden	月份	N;PL	N
tellingen	人口	telling	人口	N;PL	N
tellingen	普查	telling	普查	N;PL	N
keizer	皇帝	keizer	皇帝	N;MASC+FEM;SG	N
keizer	天皇	keizer	天皇	N;MASC+FEM;SG	N
kanton	縣	kanton	縣	N;NEUT;SG	N
hoofdstad	資本	hoofdstad	資本	N;MASC+FEM;SG	N
hoofdstad	首都	hoofdstad	首都	N;MASC+FEM;SG	N
broer	弟弟	broer	弟弟	N;MASC+FEM;SG	N
broer	師兄	broer	師兄	N;MASC+FEM;SG	N
broer	哥哥	broer	哥哥	N;MASC+FEM;SG	N
broer	兄弟	broer	兄弟	N;MASC+FEM;SG	N
carrière	職業	carrière	職業	N;MASC+FEM;SG	N
carrière	職業	carrière	職業	N;MASC+FEM;SG	N
auto	車	auto	車	N;MASC+FEM;SG	N
auto	汽車	auto	汽車	N;MASC+FEM;SG	N
voorbeeld	範例	voorbeeld	範例	N;NEUT;SG	N
richting	方向	richting	方向	N;MASC+FEM;SG	N
voorkomen	防止	voorkomen	防止	V;NFIN	V
voorkomen	防止	voorkomen	防止	V;NFIN	V
discussie	辯論	discussie	辯論	N;MASC+FEM;SG	N
spel	比賽	spel	比賽	N;NEUT;SG	N
spel	遊戲	spel	遊戲	N;NEUT;SG	N
prijs	價	prijs	價	N;MASC+FEM;SG	N
prijs	價錢	prijs	價錢	N;MASC+FEM;SG	N
prijs	價格	prijs	價格	N;MASC+FEM;SG	N
doel	目標	doel	目標	N;NEUT;SG	N
doel	目標	doel	目標	N;NEUT;SG	N
grond	地面	grond	地面	N;MASC+FEM;SG	N
grond	泥土	grond	泥土	N;MASC+FEM;SG	N
grond	土壤	grond	土壤	N;MASC+FEM;SG	N
grond	土	grond	土	N;MASC+FEM;SG	N
grond	陸地	grond	陸地	N;MASC+FEM;SG	N
grond	土地	grond	土地	N;MASC+FEM;SG	N
kampioenschap	錦標	kampioenschap	錦標	N;NEUT;SG	N
westen	西邊	westen	西邊	N;NEUT;SG	N
westen	西	westen	西	N;NEUT;SG	N
westen	西部	westen	西部	N;NEUT;SG	N
best	最好	best	最好	ADJ;RL	ADJ
uitgebracht	獲釋	uitbrengen	獲釋	V;V.PTCP	V
project	項目	project	項目	N;NEUT;SG	N
lat	緯度	lat	緯度	N;MASC+FEM;SG	N
gevolg	後果	gevolg	後果	N;NEUT;SG	N
echte	真實	echt	真實	ADJ	ADJ
tien	十	tien	十	NUM	NUM
tien	十	tien	十	NUM	NUM
stijl	樣式	stijl	樣式	N;MASC+FEM;SG	N
stijl	風格	stijl	風格	N;MASC+FEM;SG	N
actrice	女	actrice	女	N;MASC+FEM;SG	N
actrice	女	actrice	女	N;MASC+FEM;SG	N
actrice	演員	actrice	演員	N;MASC+FEM;SG	N
unie	聯盟	unie	聯盟	N;MASC+FEM;SG	N
unie	工會	unie	工會	N;MASC+FEM;SG	N
reeds	已經	reeds	已經	ADV	ADV
orkest	管弦	orkest	管弦	N;NEUT;SG	N
orkest	樂團	orkest	樂團	N;NEUT;SG	N
zeven	七七	zeven	七七	NUM	NUM
zeven	七	zeven	七	NUM	NUM
zeven	七	zeven	七	NUM	NUM
raad	安理	raad	安理	N;MASC+FEM;SG	N
schrijven	撰寫	schrijven	撰寫	V;NFIN	V
schrijven	寫	schrijven	寫	V;NFIN	V
schrijven	寫信	schrijven	寫信	V;NFIN	V
schrijven	寫入	schrijven	寫入	V;NFIN	V
schrijven	書寫	schrijven	書寫	V;NFIN	V
schrijven	寫入	schrijven	寫入	V;NFIN	V
schrijven	寫	schrijven	寫	V;NFIN	V
schrijven	撰寫	schrijven	撰寫	V;NFIN	V
zin	句子	zin	句子	N;MASC+FEM;SG	N
zin	刑期	zin	刑期	N;MASC+FEM;SG	N
zin	片語	zin	片語	N;MASC+FEM;SG	N
brengen	帶	brengen	帶	V;NFIN	V
medaille	獎章	medaille	獎章	N;MASC+FEM;SG	N
medaille	勳章	medaille	勳章	N;MASC+FEM;SG	N
medaille	獎牌	medaille	獎牌	N;MASC+FEM;SG	N
dieren	動物	dier	動物	N;PL	N
gekozen	當選	kiezen	當選	V;V.PTCP	V
gekozen	選取	kiezen	選取	V;V.PTCP	V
systeem	系統	systeem	系統	N;NEUT;SG	N
vereniging	協會	vereniging	協會	N;MASC+FEM;SG	N
league	聯盟	league	聯盟	N;MASC+FEM;SG	N
league	同盟	league	同盟	N;MASC+FEM;SG	N
league	聯賽	league	聯賽	N;MASC+FEM;SG	N
sjabloon	樣板	sjabloon	樣板	N;NEUT;SG	N
sjabloon	模板	sjabloon	模板	N;NEUT;SG	N
graaf	數	graaf	數	N;MASC+FEM;SG	N
graaf	伯爵	graaf	伯爵	N;MASC+FEM;SG	N
graaf	數數	graaf	數數	N;MASC+FEM;SG	N
graaf	計數	graaf	計數	N;MASC+FEM;SG	N
term	任期	term	任期	N;MASC+FEM;SG	N
term	術語	term	術語	N;MASC+FEM;SG	N
term	學期	term	學期	N;MASC+FEM;SG	N
organisatie	組織	organisatie	組織	N;MASC+FEM;SG	N
organisatie	組織	organisatie	組織	N;MASC+FEM;SG	N
web	網	webben	網	N;NEUT;SG	N
web	網路	webben	網路	N;NEUT;SG	N
verloren	失	verliezen	失	V;V.PTCP	V
verloren	輸	verliezen	輸	V;V.PTCP	V
verloren	輸	verliezen	輸	V;V.PTCP	V
verloren	遺失	verliezen	遺失	V;V.PTCP	V
verloren	迷失	verliezen	迷失	V;V.PTCP	V
onderwerp	題目	onderwerp	題目	N;NEUT;SG	N
onderwerp	話題	onderwerp	話題	N;NEUT;SG	N
onderwerp	專題	onderwerp	專題	N;NEUT;SG	N
onderwerp	主題	onderwerp	主題	N;NEUT;SG	N
onderwerp	主題	onderwerp	主題	N;NEUT;SG	N
auteur	作者	auteur	作者	N;MASC+FEM;SG	N
iedereen	大家	iedereen	大家	PRO;3	PRO
heilige	神聖	heilige	神聖	ADJ	ADJ
heilige	神聖	heilige	神聖	ADJ	ADJ
acht	八	acht	八	NUM	NUM
acht	八	acht	八	NUM	NUM
handen	手	hand	手	N;PL	N
films	影片	film	影片	N;PL	N
films	電影	film	電影	N;PL	N
steden	城市	stad	城市	N;PL	N
prins	王子	prins	王子	N;MASC+FEM;SG	N
prins	太子	prins	太子	N;MASC+FEM;SG	N
prins	親王	prins	親王	N;MASC+FEM;SG	N
voetbal	足球	voetbal	足球	N;NEUT;SG	N
voetbal	足球	voetbal	足球	N;NEUT;SG	N
voetbal	美式	voetbal	美式	N;NEUT;SG	N
voetbal	橄欖	voetbal	橄欖	N;NEUT;SG	N
reeks	系列	reeks	系列	N;MASC+FEM;SG	N
stichting	基金	stichting	基金	N;MASC+FEM;SG	N
helft	半數	helft	半數	N;MASC+FEM;SG	N
bouw	施工	bouw	施工	N;MASC+FEM;SG	N
bouw	建築	bouw	建築	N;MASC+FEM;SG	N
winnaar	勝者	winnaar	勝者	N;MASC+FEM;SG	N
winnaar	贏家	winnaar	贏家	N;MASC+FEM;SG	N
natuurlijk	天然	natuurlijk	天然	ADJ	ADJ
afbeelding	影象	afbeelding	影象	N;MASC+FEM;SG	N
afbeelding	影像	afbeelding	影像	N;MASC+FEM;SG	N
afbeelding	圖片	afbeelding	圖片	N;MASC+FEM;SG	N
problemen	麻煩	probleem	麻煩	N;PL	N
boeken	圖書	boek	圖書	N;PL	N
boeken	書	boek	書	N;PL	N
boeken	書籍	boek	書籍	N;PL	N
probleem	問題	probleem	問題	N;NEUT;SG	N
speler	球員	speler	球員	N;MASC+FEM;SG	N
speler	玩家	speler	玩家	N;MASC+FEM;SG	N
hoofd	頭	hoofd	頭	N;NEUT;SG	N
hoofd	頭部	hoofd	頭部	N;NEUT;SG	N
schepen	船隻	schip	船隻	N;PL	N
schepen	船舶	schip	船舶	N;PL	N
volgt	跟	volgen	跟	V;SG;PRS;FIN	V
verkocht	賣	verkopen	賣	V;V.PTCP	V
verkocht	售出	verkopen	售出	V;V.PTCP	V
macht	電力	macht	電力	N;MASC+FEM;SG	N
macht	電源	macht	電源	N;MASC+FEM;SG	N
macht	動力	macht	動力	N;MASC+FEM;SG	N
macht	權力	macht	權力	N;MASC+FEM;SG	N
republiek	共和	republiek	共和	N;MASC+FEM;SG	N
republiek	共和	republiek	共和	N;MASC+FEM;SG	N
marathon	馬拉松	marathon	馬拉松	N;MASC+FEM;SG	N
portaal	門戶	portaal	門戶	N;NEUT;SG	N
kant	蕾絲	kant	蕾絲	N;MASC+FEM;SG	N
kant	花邊	kant	花邊	N;MASC+FEM;SG	N
kant	側	kant	側	N;MASC+FEM;SG	N
belangrijk	重要	belangrijk	重要	ADJ	ADJ
beeld	影象	beeld	影象	N;NEUT;SG	N
beeld	影像	beeld	影像	N;NEUT;SG	N
beeld	圖片	beeld	圖片	N;NEUT;SG	N
beeld	雕塑	beeld	雕塑	N;NEUT;SG	N
week	星期	week	星期	N;MASC+FEM;SG	N
week	週	week	週	N;MASC+FEM;SG	N
weken	星期	week	星期	N;PL	N
weken	週數	week	週數	N;PL	N
huwelijk	婚姻	huwelijk	婚姻	N;NEUT;SG	N
huwelijk	婚禮	huwelijk	婚禮	N;NEUT;SG	N
waarde	價值	waarde	價值	N;MASC+FEM;SG	N
waarde	數值	waarde	數值	N;MASC+FEM;SG	N
waarde	值	waarde	值	N;MASC+FEM;SG	N
records	紀錄	record	紀錄	N;PL	N
beroep	職業	beroep	職業	N;NEUT;SG	N
beroep	專業	beroep	專業	N;NEUT;SG	N
beroep	職業	beroep	職業	N;NEUT;SG	N
belang	興趣	belang	興趣	N;NEUT;SG	N
belang	利息	belang	利息	N;NEUT;SG	N
ruim	寬敞	ruim	寬敞	ADJ	ADJ
productie	產量	productie	產量	N;MASC+FEM;SG	N
editie	版	editie	版	N;MASC+FEM;SG	N
licht	光線	licht	光線	N;NEUT;SG	N
licht	光	licht	光	N;NEUT;SG	N
licht	燈光	licht	燈光	N;NEUT;SG	N
licht	光明	licht	光明	N;NEUT;SG	N
licht	燈	licht	燈	N;NEUT;SG	N
licht	燈光	licht	燈光	N;NEUT;SG	N
stadion	體育	stadion	體育	N;NEUT;SG	N
stadion	球場	stadion	球場	N;NEUT;SG	N
contract	合同	contract	合同	N;NEUT;SG	N
contract	合約	contract	合約	N;NEUT;SG	N
grens	邊界	grens	邊界	N;MASC+FEM;SG	N
grens	邊界	grens	邊界	N;MASC+FEM;SG	N
grens	邊框	grens	邊框	N;MASC+FEM;SG	N
grens	邊境	grens	邊境	N;MASC+FEM;SG	N
grens	邊疆	grens	邊疆	N;MASC+FEM;SG	N
grens	前	grens	前	N;MASC+FEM;SG	N
grens	邊境	grens	邊境	N;MASC+FEM;SG	N
minuten	分鐘	minuut	分鐘	N;PL	N
kamer	房間	kamer	房間	N;MASC+FEM;SG	N
kamer	房	kamer	房	N;MASC+FEM;SG	N
aflevering	插曲	aflevering	插曲	N;MASC+FEM;SG	N
aflevering	集	aflevering	集	N;MASC+FEM;SG	N
wet	法律	wet	法律	N;MASC+FEM;SG	N
opdracht	任務	opdracht	任務	N;MASC+FEM;SG	N
politiek	政治	politiek	政治	N;MASC+FEM;SG	N
politiek	政治	politiek	政治	N;MASC+FEM;SG	N
politiek	政治	politiek	政治	N;MASC+FEM;SG	N
onderwijs	教育	onderwijs	教育	N;NEUT;SG	N
onderwijs	學歷	onderwijs	學歷	N;NEUT;SG	N
competitie	競爭	competitie	競爭	N;MASC+FEM;SG	N
competitie	競賽	competitie	競賽	N;MASC+FEM;SG	N
kunst	藝術	kunst	藝術	N;MASC+FEM;SG	N
kunst	美術	kunst	美術	N;MASC+FEM;SG	N
kunst	藝術	kunst	藝術	N;MASC+FEM;SG	N
kunst	藝術	kunst	藝術	N;MASC+FEM;SG	N
strijd	戰	strijd	戰	N;MASC+FEM;SG	N
strijd	戰役	strijd	戰役	N;MASC+FEM;SG	N
strijd	戰鬥	strijd	戰鬥	N;MASC+FEM;SG	N
strijd	鬥爭	strijd	鬥爭	N;MASC+FEM;SG	N
strijd	奮鬥	strijd	奮鬥	N;MASC+FEM;SG	N
strijd	打架	strijd	打架	N;MASC+FEM;SG	N
strijd	戰鬥	strijd	戰鬥	N;MASC+FEM;SG	N
directeur	主任	directeur	主任	N;MASC+FEM;SG	N
directeur	司長	directeur	司長	N;MASC+FEM;SG	N
druk	繁忙	druk	繁忙	ADJ	ADJ
stand	站	stand	站	N;MASC+FEM;SG	N
status	狀況	status	狀況	N;MASC+FEM;SG	N
status	狀態	status	狀態	N;MASC+FEM;SG	N
status	現況	status	現況	N;MASC+FEM;SG	N
ruimte	太空	ruimte	太空	N;MASC+FEM;SG	N
ruimte	空間	ruimte	空間	N;MASC+FEM;SG	N
encyclopedie	百科	encyclopedie	百科	N;MASC+FEM;SG	N
nummers	曲目	nummer	曲目	N;PL	N
nummers	軌道	nummer	軌道	N;PL	N
nummers	數字	nummer	數字	N;PL	N
nummers	歌曲	nummer	歌曲	N;PL	N
nummers	歌	nummer	歌	N;PL	N
geld	金錢	geld	金錢	N;NEUT;SG	N
geld	錢	geld	錢	N;NEUT;SG	N
woorden	詞語	woord	詞語	N;PL	N
woorden	字	woord	字	N;PL	N
woorden	詞	woord	詞	N;PL	N
kleur	色	kleur	色	N;MASC+FEM;SG	N
kleur	彩色	kleur	彩色	N;MASC+FEM;SG	N
kleur	顏色	kleur	顏色	N;MASC+FEM;SG	N
kleur	色彩	kleur	色彩	N;MASC+FEM;SG	N
kleur	彩色	kleur	彩色	N;MASC+FEM;SG	N
kleur	顏色	kleur	顏色	N;MASC+FEM;SG	N
kleur	色彩	kleur	色彩	N;MASC+FEM;SG	N
live	活	live	活	N;MASC+FEM;SG	N
reclame	廣告	reclame	廣告	N;MASC+FEM;SG	N
reclame	廣告	reclame	廣告	N;MASC+FEM;SG	N
reclame	廣告	reclame	廣告	N;MASC+FEM;SG	N
gevallen	案例	geval	案例	N;PL	N
straal	光束	straal	光束	N;MASC+FEM;SG	N
straal	半徑	straal	半徑	N;MASC+FEM;SG	N
middel	腰	middel	腰	N;NEUT;SG	N
middel	腰部	middel	腰部	N;NEUT;SG	N
roman	小說	roman	小說	N;MASC+FEM;SG	N
troepen	部隊	troep	部隊	N;PL	N
aarde	大地	aarde	大地	N;MASC+FEM;SG	N
bezit	持有	bezitten	持有	V;SG;PRS;FIN	V
bezit	擁有	bezitten	擁有	V;SG;PRS;FIN	V
bezit	佔有	bezitten	佔有	V;SG;PRS;FIN	V
mens	人類	mens	人類	N;MASC+FEM;SG	N
talen	語言	taal	語言	N;PL	N
talen	語文	taal	語文	N;PL	N
zanger	歌手	zanger	歌手	N;MASC+FEM;SG	N
graafschap	郡	graafschap	郡	N;NEUT;SG	N
graafschap	縣	graafschap	縣	N;NEUT;SG	N
kind	小孩	kind	小孩	N;NEUT;SG	N
kind	兒童	kind	兒童	N;NEUT;SG	N
kind	孩子	kind	孩子	N;NEUT;SG	N
berg	山	berg	山	N;MASC+FEM;SG	N
berg	山區	berg	山區	N;MASC+FEM;SG	N
berg	山地	berg	山地	N;MASC+FEM;SG	N
uitgegeven	花費	uitgeven	花費	V;V.PTCP	V
uitgegeven	出版	uitgeven	出版	V;V.PTCP	V
uitgegeven	發表	uitgeven	發表	V;V.PTCP	V
eilanden	群島	eiland	群島	N;PL	N
eilanden	島嶼	eiland	島嶼	N;PL	N
stemmen	選票	stem	選票	N;PL	N
paus	教皇	paus	教皇	N;MASC+FEM;SG	N
paus	教宗	paus	教宗	N;MASC+FEM;SG	N
kennis	熟人	kennis	熟人	N;MASC+FEM;SG	N
kennis	知識	kennis	知識	N;MASC+FEM;SG	N
bezig	繁忙	bezig	繁忙	ADJ	ADJ
vallen	墜落	vallen	墜落	V;NFIN	V
vallen	跌	vallen	跌	V;NFIN	V
brug	橋	brug	橋	N;MASC+FEM;SG	N
brug	艦橋	brug	艦橋	N;MASC+FEM;SG	N
brug	大橋	brug	大橋	N;MASC+FEM;SG	N
plan	計畫	plan	計畫	N;NEUT;SG	N
vlag	旗幟	vlag	旗幟	N;MASC+FEM;SG	N
vlag	國旗	vlag	國旗	N;MASC+FEM;SG	N
vlag	旗	vlag	旗	N;MASC+FEM;SG	N
vlag	旗子	vlag	旗子	N;MASC+FEM;SG	N
datum	日期	datum	日期	N;MASC+FEM;SG	N
datum	約會	datum	約會	N;MASC+FEM;SG	N
inhoud	內容	inhoud	內容	N;MASC+FEM;SG	N
parlement	國會	parlement	國會	N;NEUT;SG	N
parlement	議會	parlement	議會	N;NEUT;SG	N
bestuur	董事	bestuur	董事	N;NEUT;SG	N
bestuur	施政	bestuur	施政	N;NEUT;SG	N
bestuur	治理	bestuur	治理	N;NEUT;SG	N
toren	塔	toren	塔	N;MASC+FEM;SG	N
toren	塔台	toren	塔台	N;MASC+FEM;SG	N
straat	街道	straat	街道	N;MASC+FEM;SG	N
straat	街頭	straat	街頭	N;MASC+FEM;SG	N
straat	街道	straat	街道	N;MASC+FEM;SG	N
straat	街	straat	街	N;MASC+FEM;SG	N
straat	海峽	straat	海峽	N;MASC+FEM;SG	N
site	網站	site	網站	N;MASC+FEM;SG	N
site	工地	site	工地	N;MASC+FEM;SG	N
uitgebreid	延伸	uitbreiden	延伸	V;V.PTCP	V
uitgebreid	擴展	uitbreiden	擴展	V;V.PTCP	V
uitgebreid	延長	uitbreiden	延長	V;V.PTCP	V
uitgebreid	擴大	uitbreiden	擴大	V;V.PTCP	V
uitgebreid	擴大	uitbreiden	擴大	V;V.PTCP	V
series	系列	serie	系列	N;PL	N
gesloten	鎖定	sluiten	鎖定	V;V.PTCP	V
gebruikte	使用	gebruiken	使用	V;SG;PST;FIN	V
publiek	觀眾	publiek	觀眾	N;NEUT;SG	N
publiek	公眾	publiek	公眾	N;NEUT;SG	N
resultaten	成果	resultaat	成果	N;PL	N
resultaten	結果	resultaat	結果	N;PL	N
mark	標記	mark	標記	N;MASC+FEM;SG	N
model	模範	model	模範	N;NEUT;SG	N
model	模型	model	模型	N;NEUT;SG	N
model	型號	model	型號	N;NEUT;SG	N
model	模特	model	模特	N;NEUT;SG	N
wijze	明智	wijze	明智	N;MASC+FEM;SG	N
stem	語音	stem	語音	N;MASC+FEM;SG	N
stem	嗓子	stem	嗓子	N;MASC+FEM;SG	N
stem	聲音	stem	聲音	N;MASC+FEM;SG	N
markt	市場	markt	市場	N;MASC+FEM;SG	N
molen	風車	molen	風車	N;MASC+FEM;SG	N
molen	磨坊	molen	磨坊	N;MASC+FEM;SG	N
geschat	估計	schatten	估計	V;V.PTCP	V
geschat	預估	schatten	預估	V;V.PTCP	V
koningin	女王	koningin	女王	N;MASC+FEM;SG	N
koningin	皇后	koningin	皇后	N;MASC+FEM;SG	N
koningin	王后	koningin	王后	N;MASC+FEM;SG	N
mening	意見	mening	意見	N;MASC+FEM;SG	N
kans	機會	kans	機會	N;MASC+FEM;SG	N
kans	機遇	kans	機遇	N;MASC+FEM;SG	N
kans	機會	kans	機會	N;MASC+FEM;SG	N
niveau	層次	niveau	層次	N;NEUT;SG	N
niveau	級別	niveau	級別	N;NEUT;SG	N
niveau	等級	niveau	等級	N;NEUT;SG	N
niveau	關卡	niveau	關卡	N;NEUT;SG	N
bisschop	主教	bisschop	主教	N;MASC+FEM;SG	N
ploeg	犁	ploeg	犁	N;MASC+FEM;SG	N
ploeg	犁	ploeg	犁	N;MASC+FEM;SG	N
hertog	公爵	hertog	公爵	N;MASC+FEM;SG	N
rechten	權利	recht	權利	N;PL	N
golf	海灣	golf	海灣	N;MASC+FEM;SG	N
golf	浪潮	golf	浪潮	N;MASC+FEM;SG	N
golf	波	golf	波	N;MASC+FEM;SG	N
golf	波浪	golf	波浪	N;MASC+FEM;SG	N
zomer	夏日	zomer	夏日	N;MASC+FEM;SG	N
zomer	夏季	zomer	夏季	N;MASC+FEM;SG	N
zomer	暑假	zomer	暑假	N;MASC+FEM;SG	N
zomer	夏天	zomer	夏天	N;MASC+FEM;SG	N
teams	團隊	team	團隊	N;PL	N
teams	球隊	team	球隊	N;PL	N
teams	隊伍	team	隊伍	N;PL	N
groter	更高	groot	更高	ADJ;CMPR	ADJ
groter	更大	groot	更大	ADJ;CMPR	ADJ
college	學院	college	學院	N;NEUT;SG	N
college	書院	college	書院	N;NEUT;SG	N
college	大學	college	大學	N;NEUT;SG	N
grotere	更大	groot	更大	ADJ;CMPR	ADJ
relatie	戀愛	relatie	戀愛	N;MASC+FEM;SG	N
relatie	感情	relatie	感情	N;MASC+FEM;SG	N
relatie	關係	relatie	關係	N;MASC+FEM;SG	N
race	比賽	race	比賽	N;MASC+FEM;SG	N
race	賽	race	賽	N;MASC+FEM;SG	N
race	種族	race	種族	N;MASC+FEM;SG	N
race	競賽	race	競賽	N;MASC+FEM;SG	N
baan	工作	baan	工作	N;MASC+FEM;SG	N
festival	節慶	festival	節慶	N;NEUT;SG	N
festival	節日	festival	節日	N;NEUT;SG	N
reactie	反應	reactie	反應	N;MASC+FEM;SG	N
buurt	鄰里	buurt	鄰里	N;MASC+FEM;SG	N
buurt	鄰里	buurt	鄰里	N;MASC+FEM;SG	N
koor	合唱	koor	合唱	N;NEUT;SG	N
koor	合唱	koor	合唱	N;NEUT;SG	N
koor	合唱	koor	合唱	N;NEUT;SG	N
hulp	援助	hulp	援助	N;MASC+FEM;SG	N
samenwerking	協作	samenwerking	協作	N;MASC+FEM;SG	N
leider	領袖	leider	領袖	N;MASC+FEM;SG	N
lied	歌曲	lied	歌曲	N;NEUT;SG	N
lied	首歌	lied	首歌	N;NEUT;SG	N
lied	歌	lied	歌	N;NEUT;SG	N
sport	體育	sport	體育	N;MASC+FEM;SG	N
sport	運動	sport	運動	N;MASC+FEM;SG	N
langer	更高	langer	更高	ADJ;CMPR	ADJ
opleiding	培訓	opleiding	培訓	N;MASC+FEM;SG	N
media	媒體	media	媒體	N;PL	N
media	媒介	media	媒介	N;PL	N
trainer	教練	trainer	教練	N;MASC+FEM;SG	N
groet	問候	groet	問候	N;MASC+FEM;SG	N
groepen	群組	groep	群組	N;PL	N
groepen	團體	groep	團體	N;PL	N
georganiseerd	主辦	organiseren	主辦	V;V.PTCP	V
gitaar	吉他	gitaar	吉他	N;MASC+FEM;SG	N
situatie	情況	situatie	情況	N;MASC+FEM;SG	N
verband	繃帶	verband	繃帶	N;NEUT;SG	N
verband	紗布	verband	紗布	N;NEUT;SG	N
verband	繃帶	verband	繃帶	N;NEUT;SG	N
betekenis	含義	betekenis	含義	N;MASC+FEM;SG	N
hoger	較高	hoog	較高	ADJ;CMPR	ADJ
hoger	更高	hoog	更高	ADJ;CMPR	ADJ
selectie	甄選	selectie	甄選	N;MASC+FEM;SG	N
parochie	教區	parochie	教區	N;MASC+FEM;SG	N
jong	年輕	jong	年輕	ADJ	ADJ
bouwen	建築	bouwen	建築	V;NFIN	V
bouwen	建設	bouwen	建設	V;NFIN	V
bouwen	建	bouwen	建	V;NFIN	V
bouwen	建立	bouwen	建立	V;NFIN	V
locatie	位置	locatie	位置	N;MASC+FEM;SG	N
locatie	地點	locatie	地點	N;MASC+FEM;SG	N
hof	法庭	hof	法庭	N;NEUT;SG	N
hof	法院	hof	法院	N;NEUT;SG	N
lopen	散步	lopen	散步	V;NFIN	V
lopen	行走	lopen	行走	V;NFIN	V
lopen	走路	lopen	走路	V;NFIN	V
lopen	散步	lopen	散步	V;NFIN	V
lopen	走路	lopen	走路	V;NFIN	V
zaak	案例	zaak	案例	N;MASC+FEM;SG	N
zaak	個案	zaak	個案	N;MASC+FEM;SG	N
zaak	案件	zaak	案件	N;MASC+FEM;SG	N
gegevens	資訊	gegeven	資訊	N;PL	N
gegevens	資料	gegeven	資料	N;PL	N
premier	總理	premier	總理	N;MASC+FEM;SG	N
aangepast	定制	aanpassen	定制	V;V.PTCP	V
aangepast	改編	aanpassen	改編	V;V.PTCP	V
aangepast	修改	aanpassen	修改	V;V.PTCP	V
aangepast	定制	aanpassen	定制	V;V.PTCP	V
aangepast	自訂	aanpassen	自訂	V;V.PTCP	V
jeugd	青年	jeugd	青年	N;MASC+FEM;SG	N
jeugd	青春	jeugd	青春	N;MASC+FEM;SG	N
jeugd	青少	jeugd	青少	N;MASC+FEM;SG	N
jeugd	童年	jeugd	童年	N;MASC+FEM;SG	N
gebouwen	建築	gebouw	建築	N;PL	N
beweging	動議	beweging	動議	N;MASC+FEM;SG	N
beweging	運動	beweging	運動	N;MASC+FEM;SG	N
beweging	運動	beweging	運動	N;MASC+FEM;SG	N
overwinning	勝利	overwinning	勝利	N;MASC+FEM;SG	N
klooster	寺院	klooster	寺院	N;NEUT;SG	N
literatuur	文獻	literatuur	文獻	N;MASC+FEM;SG	N
