жлези	αδένες	жлез	άδενα	N;INDF;FEM;PL	N;NOM;MASC;PL
родина	πατρίδα	родина	πατρίδα	N;INDF;FEM;SG	N;ACC;FEM;SG
родина	πατρίδα	родина	πατρίδα	N;INDF;FEM;SG	N;ACC;FEM;SG
гласът	φωνή	глас	φωνή	N;DEF;MASC;SG	N;ACC;FEM;SG
гласът	φωνη	глас	φωνη	N;DEF;MASC;SG	N;NOM;FEM;SG
подчертава	τονίζει	подчертавам	τονίζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
подчертава	επισημαίνει	подчертавам	επισημαίνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
лидерите	αρχηγοί	лидер	αρχηγός	N;DEF;MASC;PL	N;NOM;MASC;PL
лидерите	ηγέτες	лидер	ηγέτης	N;DEF;MASC;PL	N;NOM;MASC;PL
пшеница	σιταριού	пшеница	σιταριός	N;INDF;FEM;SG	N;NOM;NEUT;SG
пшеница	σιτάρι	пшеница	σιτάρι	N;INDF;FEM;SG	N;NOM;NEUT;SG
пшеница	σίτου	пшеница	σίτο	N;INDF;FEM;SG	N;GEN;NEUT;SG
баланс	ισορροπία	баланс	ισορροπία	N;INDF;MASC;SG	N;ACC;FEM;SG
баланс	ισοζύγιο	баланс	ισοζύγιος	N;INDF;MASC;SG	N;NOM;NEUT;SG
кучето	σκύλος	куче	σκύλος	N;DEF;NEUT;SG	N;NOM;MASC;SG
кучето	σκυλί	куче	σκυλί	N;DEF;NEUT;SG	N;NOM;NEUT;SG
свидетел	μάρτυς	свидетел	μάρτυς	N;INDF;MASC;SG	N;NOM;MASC;SG
свидетел	μάρτυρας	свидетел	μάρτυρας	N;INDF;MASC;SG	N;NOM;MASC;SG
свидетел	μάρτυρα	свидетел	μάρτυρα	N;INDF;MASC;SG	N;ACC;MASC;SG
орбитата	τροχιά	орбита	τροχιά	N;DEF;FEM;SG	N;NOM;FEM;SG
подвид	υποείδος	подвид	υποείδος	N;INDF;MASC;SG	N;NOM;NEUT;SG
отпадъци	απορρίμματα	отпадък	απόρριμμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
отпадъци	αποβλήτων	отпадък	απόβλητος	N;INDF;MASC;PL	N;GEN;NEUT;PL
отпадъци	απόβλητα	отпадък	απόβλητα	N;INDF;MASC;PL	N;NOM;NEUT;PL
отпадъци	απόβλητα	отпадък	απόβλητα	N;INDF;MASC;PL	N;NOM;NEUT;PL
централа	αρχηγείο	централа	αρχηγείο	N;INDF;FEM;SG	N;NOM;NEUT;SG
централа	έδρα	централа	έδρα	N;INDF;FEM;SG	N;NOM;FEM;SG
сватба	γάμο	сватба	γάμος	N;INDF;FEM;SG	N;NOM;NEUT;SG
сватба	γάμος	сватба	γάμος	N;INDF;FEM;SG	N;NOM;MASC;SG
сватба	γάμο	сватба	γάμος	N;INDF;FEM;SG	N;NOM;NEUT;SG
сватба	γάμος	сватба	γάμος	N;INDF;FEM;SG	N;NOM;MASC;SG
литра	λίτρα	литра	λίτρα	N;DEF;MASC;SG	N;NOM;NEUT;SG
литра	λίτρα	литра	λίτρα	N;DEF;MASC;SG	N;NOM;NEUT;SG
резерв	αποθεματικό	резерв	αποθεματικός	N;INDF;MASC;SG	N;NOM;NEUT;SG
резерв	απόθεμα	резерв	απόθεμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
резерв	ρεζέρβα	резерв	ρεζέρβος	N;INDF;MASC;SG	N;NOM;FEM;SG
резерв	αποθεματικό	резерв	αποθεματικός	N;INDF;MASC;SG	N;NOM;NEUT;SG
лицата	πρόσωπα	лице	πρόσωπο	N;DEF;NEUT;PL	N;NOM;NEUT;PL
мъченици	μάρτυρες	мъченик	μάρτυρας	N;INDF;MASC;PL	N;NOM;MASC;PL
отделяне	διαχωρισμός	отделяне	διαχωρισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
отделяне	χωρισμός	отделяне	χωρισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
отделяне	διαχωρισμού	отделяне	διαχωρισμός	N;INDF;NEUT;SG	N;GEN;MASC;SG
видях	είδα	видя-(се)	είδα	V;PFV;IND;SG;1;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
конен	ιππασίας	конен	ιππασία	N;INDF;MASC;SG	N;GEN;FEM;SG
способен	ικανός	способен	ικανός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
способен	ικανό	способен	ικανός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
способен	ικανή	способен	ικανός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
гледам	παρακολουθώ	гледам	παρακολουθώ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
гледам	βλέποντας	гледам	βλέπω	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
гледам	παρακολουθώντας	гледам	παρακολουθώ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
траките	θρακιώτες	трак	θρακιώτης	N;DEF;FEM;PL	N;NOM;MASC;PL
диапазон	εύρος	диапазон	εύρος	N;INDF;MASC;SG	N;ACC;NEUT;SG
диапазон	εμβέλεια	диапазон	εμβέλεια	N;INDF;MASC;SG	N;ACC;FEM;SG
диапазон	απόσταση	диапазон	απόσταση	N;INDF;MASC;SG	N;ACC;FEM;SG
напоследък	πρόσφατα	напоследък	πρόσφατα	ADV	ADV
напоследък	προσφάτως	напоследък	προσφάτως	ADV	ADV
напоследък	τελευταία	напоследък	τελευταία	ADV	ADV
документация	τεκμηρίωση	документация	τεκμηρίωση	N;INDF;FEM;SG	N;ACC;FEM;SG
последици	επιπτώσεις	последица	επίπτωση	N;INDF;FEM;PL	N;NOM;FEM;PL
последици	συνέπειες	последица	συνέπεια	N;INDF;FEM;PL	N;NOM;FEM;PL
последици	επιπτώσεις	последица	επίπτωση	N;INDF;FEM;PL	N;NOM;FEM;PL
последици	συνέπειες	последица	συνέπεια	N;INDF;FEM;PL	N;NOM;FEM;PL
последици	επιπτώσεις	последица	επίπτωση	N;INDF;FEM;PL	N;NOM;FEM;PL
последици	επιδράσεις	последица	επίδραση	N;INDF;FEM;PL	N;NOM;FEM;PL
пътека	μονοπάτι	пътека	μονοπάτι	N;INDF;FEM;SG	N;NOM;NEUT;SG
пътека	διαδρομή	пътека	διαδρομή	N;INDF;FEM;SG	N;ACC;FEM;SG
пътека	διάδρομος	пътека	διάδρομος	N;INDF;FEM;SG	N;NOM;MASC;SG
пътека	διάδρομο	пътека	διάδρομος	N;INDF;FEM;SG	N;ACC;MASC;SG
пътека	μονοπάτι	пътека	μονοπάτι	N;INDF;FEM;SG	N;NOM;NEUT;SG
учителите	διδάσκοντες	учител	διδάσκων	N;DEF;MASC;PL	N;NOM;MASC;PL
учителите	δασκάλους	учител	δάσκαλος	N;DEF;MASC;PL	N;ACC;MASC;PL
учителите	δάσκαλοι	учител	δάσκαλος	N;DEF;MASC;PL	N;NOM;MASC;PL
учителите	καθηγητές	учител	καθηγητής	N;DEF;MASC;PL	N;NOM;MASC;PL
осман	οσμάν	осман	οσμάν	N;INDF;MASC;SG	N;NOM;MASC;SG
изстрелване	εκτόξευση	изстрелване	εκτόξευση	N;INDF;NEUT;SG	N;ACC;FEM;SG
изстрелване	εκτόξευση	изстрелване	εκτόξευση	N;INDF;NEUT;SG	N;ACC;FEM;SG
колела	τροχών	колело	τροχή	N;INDF;NEUT;PL	N;GEN;FEM;PL
колела	τροχούς	колело	τροχός	N;INDF;NEUT;PL	N;ACC;MASC;PL
колела	ρόδες	колело	ρόδος	N;INDF;NEUT;PL	N;NOM;FEM;PL
колела	τροχοί	колело	τροχός	N;INDF;NEUT;PL	N;NOM;MASC;PL
федерална	ομοσπονδιακός	федерален	ομοσπονδιακός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
федерална	ομοσπονδιακό	федерален	ομοσπονδιακός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
правомощия	εξουσίες	правомощие	εξουσία	N;INDF;NEUT;PL	N;NOM;FEM;PL
правомощия	πάουερς	правомощие	πάουηρ	N;INDF;NEUT;PL	N
правомощия	δυνάμεις	правомощие	δύναμη	N;INDF;NEUT;PL	N;NOM;FEM;PL
правомощия	δυναμεις	правомощие	δύναμη	N;INDF;NEUT;PL	N;NOM;FEM;PL
вълк	λύκος	вълк	λύκος	N;INDF;MASC;SG	N;NOM;MASC;SG
слаб	αδύνατος	слаб	άδυνα	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
слаб	αδύναμη	слаб	αδύναμη	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
слаб	αδύναμο	слаб	αδύναμο	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
слаб	λεπτή	слаб	λεπτό	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
слаб	αδύνατος	слаб	άδυνα	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
способни	ικανοί	способен	ικανός	ADJ;INDF;PL	ADJ;NOM;MASC;PL
способни	ικανές	способен	ικανός	ADJ;INDF;PL	ADJ;NOM;FEM;PL
разновидност	ποικιλία	разновидност	ποικιλία	N;INDF;FEM;SG	N;NOM;FEM;SG
екшън	δραση	екшън	δραση	N;INDF;MASC;SG	N;NOM;FEM;SG
екшън	δράση	екшън	δράση	N;INDF;MASC;SG	N;NOM;FEM;SG
екшън	δράσης	екшън	δράση	N;INDF;MASC;SG	N;GEN;FEM;SG
отдих	ψυχαγωγία	отдих	ψυχαγωγία	N;INDF;MASC;SG	N;NOM;FEM;SG
отдих	αναψυχή	отдих	αναψυχή	N;INDF;MASC;SG	N;NOM;FEM;SG
отдих	αναψυχής	отдих	αναψυχή	N;INDF;MASC;SG	N;GEN;FEM;SG
отдих	αναψυχή	отдих	αναψυχή	N;INDF;MASC;SG	N;NOM;FEM;SG
отдих	ψυχαγωγία	отдих	ψυχαγωγία	N;INDF;MASC;SG	N;NOM;FEM;SG
отдих	χαλάρωση	отдих	χαλάρωση	N;INDF;MASC;SG	N;NOM;FEM;SG
духовен	πνευματική	духовен	πνευματικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
духовен	πνευματικός	духовен	πνευματικός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
духовен	πνευματικό	духовен	πνευματικός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
гръб	πλάτη	гръб	πλάτος	N;INDF;MASC;SG	N;NOM;FEM;SG
гнездото	φωλιά	гнездо	φωλιός	N;DEF;NEUT;SG	N;NOM;FEM;SG
предприемачи	επιχειρηματίες	предприемач	επιχειρηματίας	N;INDF;MASC;PL	N;NOM;MASC;PL
предприемачи	προγραμματιστές	предприемач	προγραμματιστής	N;INDF;MASC;PL	N;NOM;MASC;PL
предприемачи	εργολάβους	предприемач	εργολάβος	N;INDF;MASC;PL	N;ACC;MASC;PL
въстания	εξεγέρσεις	въстане	εξέγερση	N;INDF;NEUT;PL	N;NOM;FEM;PL
яйцата	αβγά	яйце	αβγά	N;DEF;NEUT;PL	N;NOM;NEUT;PL
яйцата	αυγά	яйце	αυγά	N;DEF;NEUT;PL	N;NOM;NEUT;PL
реконструкция	ανακατασκευή	реконструкция	ανακατασκευή	N;INDF;FEM;SG	N;NOM;FEM;SG
реконструкция	ανασυγκρότηση	реконструкция	ανασυγκρότηση	N;INDF;FEM;SG	N;ACC;FEM;SG
реконструкция	ανοικοδόμηση	реконструкция	ανοικοδόμηση	N;INDF;FEM;SG	N;ACC;FEM;SG
тухли	τούβλα	тухля-(се)	τούβλα	N;INDF;MASC;PL	N;NOM;NEUT;PL
затворници	κρατούμενοι	затворник	κρατούμενος	N;INDF;MASC;PL	N;NOM;MASC;PL
затворници	κρατούμενοι	затворник	κρατούμενος	N;INDF;MASC;PL	N;NOM;MASC;PL
правителствата	κυβερνήσεις	правителство	κυβέρνηση	N;DEF;NEUT;PL	N;NOM;FEM;PL
записана	καταγεγραμμένη	запиша-(се)	καταγεγράμμενος	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
записана	καταγράφηκε	запиша-(се)	καταγράφω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ушите	αυτιά	ухо	αυτιό	N;DEF;NEUT;PL	N;NOM;NEUT;PL
ушите	αφτιά	ухо	αφτιό	N;DEF;NEUT;PL	N;NOM;NEUT;PL
продуктите	προϊόντα	продукт	προϊόν	N;DEF;MASC;PL	N;NOM;NEUT;PL
министрите	υπουργών	министър	υπουργός	N;DEF;MASC;PL	N;GEN;MASC;PL
министрите	υπουργοί	министър	υπουργός	N;DEF;MASC;PL	N;NOM;MASC;PL
министрите	υπουργούς	министър	υπουργός	N;DEF;MASC;PL	N;ACC;MASC;PL
дарява	δωρίζει	дарявам	δωρίζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
афера	δεσμός	афера	δεσμός	N;INDF;FEM;SG	N;NOM;MASC;SG
нормална	φυσιολογικός	нормален	φυσιολογικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
нормална	κανονικό	нормален	κανονικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
нормална	φυσιολογική	нормален	φυσιολογικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
нормална	φυσιολογικό	нормален	φυσιολογικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
нормална	κανονική	нормален	κανονικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
рая	παράδεισος	рай	παράδεισος	N;INDF;MASC;SG	N;NOM;MASC;SG
рая	παράδεισο	рай	παράδεισος	N;INDF;MASC;SG	N;ACC;MASC;SG
рая	παράδεισος	рай	παράδεισος	N;INDF;MASC;SG	N;NOM;MASC;SG
рая	παράδεισο	рай	παράδεισος	N;INDF;MASC;SG	N;ACC;MASC;SG
съотношение	αναλογία	съотношение	αναλογία	N;INDF;NEUT;SG	N;ACC;FEM;SG
съотношение	αναλογία	съотношение	αναλογία	N;INDF;NEUT;SG	N;ACC;FEM;SG
съчетание	συνδυασμός	съчетание	συνδυασμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
съчетание	συνδυασμό	съчетание	συνδυασμός	N;INDF;NEUT;SG	N;ACC;MASC;SG
духовно	πνευματικά	духовен	πνευματικά	ADV	ADV
духовно	πνευματικά	духовен	πνευματικά	ADV	ADV
частно	ιδιωτικά	частен	ιδιωτικός	ADV	ADV
разрешава	επιτρέπει	разрешавам	επιτρέπω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
стипендия	υποτροφία	стипендия	υποτροφία	N;INDF;FEM;SG	N;NOM;FEM;SG
блато	βάλτος	блато	βάλτος	N;INDF;NEUT;SG	N;NOM;MASC;SG
илюстрации	απεικονίσεις	илюстрация	απεικόνιση	N;INDF;FEM;PL	N;NOM;FEM;PL
илюстрации	εικονογραφήσεις	илюстрация	εικονογράφηση	N;INDF;FEM;PL	N;NOM;FEM;PL
укрепления	οχυρώσεις	укрепление	οχύρωση	N;INDF;NEUT;PL	N;NOM;FEM;PL
нарушава	παραβιάζει	нарушавам-(се)	παραβιάζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
дворецът	παλάτι	дворец	παλάτι	N;DEF;MASC;SG	N;NOM;NEUT;SG
дъска	σανίδα	дъска	σανίδα	N;INDF;FEM;SG	N;NOM;FEM;SG
дъска	σανίδα	дъска	σανίδα	N;INDF;FEM;SG	N;NOM;FEM;SG
излъчването	μετάδοση	излъчване	μετάδοση	N;DEF;NEUT;SG	N;ACC;FEM;SG
проектиране	σχεδιασμό	проектиране	σχεδιασμός	N;INDF;NEUT;SG	N;ACC;MASC;SG
проектиране	σχεδίαση	проектиране	σχεδίαση	N;INDF;NEUT;SG	N;ACC;FEM;SG
проектиране	σχέδιο	проектиране	σχέδιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
проектиране	σχεδιασμός	проектиране	σχεδιασμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
бесарабия	βεσσαραβία	бесарабия	βεσσαραβία	N;INDF;FEM;SG	N;ACC;FEM;SG
учебници	εγχειρίδια	учебник	εγχειρίδιο	N;INDF;MASC;PL	N;NOM;NEUT;PL
корен	ρίζα	корен	ρίζος	N;INDF;MASC;SG	N;NOM;FEM;SG
експозиция	έκθεση	експозиция	έκθεση	N;INDF;FEM;SG	N;ACC;FEM;SG
експозиция	εκθεση	експозиция	εκθεση	N;INDF;FEM;SG	N;ACC;FEM;SG
алпийски	αλπική	алпийски	αλπικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
модерен	σύγχρονο	модерен	σύγχρονο	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
модерен	σύγχρονη	модерен	σύγχρονος	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
остра	κοφτερό	остър	κοφτερός	N;INDF;FEM;SG	N;NOM;NEUT;SG
остра	σαρπ	остър	σαρπ	N;INDF;FEM;SG	N
наблизо	κοντά	наблизо	κοντά	ADV	ADV
включването	ενσωμάτωση	включване	ενσωμάτωση	N;DEF;NEUT;SG	N;ACC;FEM;SG
балет	μπαλέτο	балет	μπάλετος	N;INDF;MASC;SG	N;NOM;NEUT;SG
трайно	μόνιμα	траен	μόνιμα	ADV	ADV
последователност	συνεκτικότητα	последователност	συνεκτικότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
последователност	συνοχή	последователност	συνοχή	N;INDF;FEM;SG	N;NOM;FEM;SG
последователност	αλληλουχία	последователност	αλληλουχία	N;INDF;FEM;SG	N;NOM;FEM;SG
последователност	ακολουθία	последователност	ακολουθία	N;INDF;FEM;SG	N;NOM;FEM;SG
последователност	συνεκτικότητα	последователност	συνεκτικότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
последователност	συνέπεια	последователност	συνέπεια	N;INDF;FEM;SG	N;ACC;FEM;SG
последователност	συνοχή	последователност	συνοχή	N;INDF;FEM;SG	N;NOM;FEM;SG
излага	εκθέτει	излагам-(се)	εκθέτω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
мъртъв	νεκρή	мъртъв	νεκρός	N;INDF;MASC;SG	N;NOM;FEM;SG
мъртъв	νεκρό	мъртъв	νεκρός	N;INDF;MASC;SG	N;ACC;MASC;SG
заряд	φόρτιση	заряд	φόρτιση	N;INDF;MASC;SG	N;ACC;FEM;SG
заряд	χρέωση	заряд	χρέωση	N;INDF;MASC;SG	N;ACC;FEM;SG
подправки	καρυκεύματα	подправка	καρύκευμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
подправки	καρυκεύματα	подправка	καρύκευμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
подправки	καρυκεύματα	подправка	καρύκευμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
разтвор	διάλυμα	разтвор	διάλυμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
разтвор	λυση	разтвор	λυση	N;INDF;MASC;SG	N;ACC;FEM;SG
разтвор	λύση	разтвор	λύση	N;INDF;MASC;SG	N;NOM;FEM;SG
ума	νου	ум	νου	N;DEF;MASC;SG	N;NOM;NEUT;SG
ума	μυαλό	ум	μυαλός	N;DEF;MASC;SG	N;NOM;NEUT;SG
установена	εγκατεστημένος	установя-(се)	εγκατεστημένος	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
черво	έντερο	черво	έντερος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
черво	έντερο	черво	έντερος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
черво	εντέρου	черво	έντερος	N;INDF;NEUT;SG	N;GEN;NEUT;SG
