von	من	von	مِن	ADP	ADP
werk	المصنع	werk	مَصنَع	N;NOM;NEUT;SG	N;NOM;DEF;SG
entwicklung	التنمية	entwicklung	تَنمِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
entwicklung	تنمية	entwicklung	تَنمِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
entwicklung	التطوير	entwicklung	تَطوِير	N;NOM;FEM;SG	N;NOM;DEF;SG
entwicklung	التطور	entwicklung	تَطَوُّر	N;NOM;FEM;SG	N;NOM;DEF;SG
entwicklung	تطور	entwicklung	تَطَوُّر	N;NOM;FEM;SG	N;NOM;INDF;SG
bau	البناء	bau	بِنَاء	N;SG	N;NOM;DEF;SG
bau	التشييد	bau	تَشيِيد	N;SG	N;NOM;DEF;SG
bau	تشييد	bau	تَشيِيد	N;SG	N;NOM;INDF;SG
bau	بناء	bau	بِنَاء	N;SG	N;ACC;INDF;SG
bau	الانشاء	bau	إِنشَاء	N;SG	N;NOM;DEF;SG
benutzer	المستعمل	benutzer	مُستَعمَل	ADJ	ADJ;NOM;DEF;MASC;SG
sehen	ترى	sehen	رَأَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
bleibt	يبقى	bleiben	بَقِي	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schule	مدرسة	schule	مَدرَسَة	N;NOM;FEM;SG	N;NOM;INDF;SG
schule	المدرسة	schule	مَدرَسَة	N;NOM;FEM;SG	N;NOM;DEF;SG
archivierung	الارشيف	archivierung	اَلأَرشِيف	N;NOM;FEM;SG	N;NOM;DEF;SG
archivierung	الارشيف	archivierung	اَلأَرشِيف	N;NOM;FEM;SG	N;NOM;DEF;SG
dorf	قرية	dorf	قَريَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
dorf	القرية	dorf	قَريَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
stark	قويا	stark	قَوِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
stark	قوية	stark	قَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
stark	قوي	stark	قَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
gewählt	انتخب	wählen	اِنتَخَب	V;V.PTCP	V;PFV;MASC;SG;3;PASS
gewählt	اختير	wählen	اِختَار	V;V.PTCP	V;PFV;MASC;SG;3;PASS
spielen	تلعب	spielen	لَعِب	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
spielen	لعب	spielen	لَعِب	V;NFIN	V;PFV;MASC;SG;3;ACT
spielen	يلعب	spielen	لَعِب	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
weiß	تعرف	wissen	عَرَف	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;PASS
weiß	يعرف	wissen	عَرَف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;PASS
weiß	يعلم	wissen	عَلِم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
amt	المكتب	amt	مَكتَب	N;NOM;NEUT;SG	N;NOM;DEF;SG
amt	مكتب	amt	مَكتَب	N;NOM;NEUT;SG	N;NOM;INDF;SG
amt	المنصب	amt	مَنصِب	N;NOM;NEUT;SG	N;NOM;DEF;SG
blieb	بقيت	bleiben	بَقِي	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
sogar	حتى	sogar	حَتَّى	ADV	ADV
version	النسخة	version	نُسخَة	N;NOM;FEM;SG	N;NOM;DEF;SG
version	اصدار	version	إِصدَار	N;NOM;FEM;SG	N;NOM;INDF;SG
version	الاصدار	version	إِصدَار	N;NOM;FEM;SG	N;NOM;DEF;SG
international	الدولية	international	دُوَلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
international	الدولي	international	دُوَلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
international	دولية	international	دُوَلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
international	دولي	international	دُوَلِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
international	دوليا	international	دُوَلِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
tage	الايام	tagen	يَوم	N;NOM;MASC;PL	N;NOM;DEF;PL
tage	ايام	tagen	يَوم	N;NOM;MASC;PL	N;NOM;INDF;PL
werke	مصانع	werk	مَصنَع	N;NOM;NEUT;PL	N;NOM;INDF;PL
werke	المصانع	werk	مَصنَع	N;NOM;NEUT;PL	N;NOM;DEF;PL
werke	اشغال	werk	شُغل	N;NOM;NEUT;PL	N;NOM;INDF;PL
kommen	تعالوا	kommen	تَعَالَى	V;NFIN	V;PFV;MASC;PL;3;ACT
deutlich	واضح	deutlich	وَاضِح	ADJ	ADJ;NOM;INDF;MASC;SG
deutlich	واضحة	deutlich	وَاضِح	ADJ	ADJ;NOM;INDF;FEM;SG
autor	الكاتب	autor	كَاتِب	N;NOM;MASC;SG	N;NOM;DEF;SG
autor	كاتب	autor	كَاتِب	N;NOM;MASC;SG	N;NOM;INDF;SG
spiel	لعبة	spielen	لُعبَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
spiel	مباراة	spielen	مُبَارَاة	N;NOM;NEUT;SG	N;NOM;INDF;SG
spiel	المباراة	spielen	مُبَارَاة	N;NOM;NEUT;SG	N;NOM;DEF;SG
spiel	اللعبة	spielen	لَعبَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
spiel	مسرحية	spielen	مَسرَحِيّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
spiel	تشغيل	spielen	تَشغِيل	N;NOM;NEUT;SG	N;NOM;INDF;SG
spiel	اللعب	spielen	لَعب	N;NOM;NEUT;SG	N;NOM;DEF;SG
spiel	المطابقة	spielen	مُطَابَقَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
spiel	مطابقة	spielen	مُطَابَقَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
spiel	مباراة	spielen	مُبَارَاة	N;NOM;NEUT;SG	N;NOM;INDF;SG
spiel	المباراة	spielen	مُبَارَاة	N;NOM;NEUT;SG	N;NOM;DEF;SG
serie	مسلسل	serie	مُسَلسَل	N;NOM;FEM;SG	N;NOM;INDF;SG
serie	سلسلة	serie	سِلسِلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
serie	السلسلة	serie	سِلسِلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
erreichte	حققت	erreichen	حَقَّق	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
schweizer	سويسرية	schweizer	سُوِيسرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
natürlich	طبيعيا	natürlich	طَبِيعِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
arbeiten	يعمل	arbeiten	عَمِل	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
arbeiten	يعمل	arbeiten	عَمِل	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
arbeiten	يشتغل	arbeiten	اِشتَغَل	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
arbeiten	ينفع	arbeiten	نَفَع	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
tag	يوم	tagen	يَوم	N;NOM;MASC;SG	N;NOM;INDF;SG
entstand	برز	entstehen	برز	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
errichtet	بنيت	errichten	بَنَى	V;V.PTCP	V;PFV;FEM;SG;3;PASS
literatur	الادبية	literatur	أَدَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
einsatz	الاستعمال	einsatz	اِستِعمَال	N	N;NOM;DEF;SG
einsatz	الاستخدام	einsatz	اِستِخدَام	N	N;NOM;DEF;SG
einsatz	استعمال	einsatz	اِستِعمَال	N	N;NOM;INDF;SG
einsatz	الانتشار	einsatz	اِنتِشَار	N	N;NOM;DEF;SG
zahlreiche	الكثيرون	zahlreich	كَثِير	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;PL
zahlreiche	كثيرون	zahlreich	كَثِير	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;PL
jahres	عام	jahres	عَام	N;NOM;NEUT;SG	N;NOM;INDF;SG
jahres	العام	jahres	عَام	N;NOM;NEUT;SG	N;NOM;DEF;SG
jahres	السنه	jahres	سَنه	N;NOM;NEUT;SG	N;NOM;DEF;SG
jahres	سنة	jahres	سَنَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
jahres	سنه	jahres	سنه	N;NOM;NEUT;SG	N;NOM;INDF;SG
jahres	السنة	jahres	سَنَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
erneut	مجددا	erneut	مُجَدَّد	ADJ	ADJ;ACC;INDF;MASC;SG
erneut	ثانية	erneut	ثَانِي	ADJ	ADJ;NOM;INDF;FEM;SG
krieg	حرب	kriegen	حَرب	N	N;NOM;INDF;SG
krieg	الحرب	kriegen	حَرب	N	N;NOM;DEF;SG
krieg	حروب	kriegen	حَرب	N	N;NOM;INDF;PL
krieg	الحروب	kriegen	حَرب	N	N;NOM;DEF;PL
besser	افضل	gut	أَفضَل	ADJ	ADJ;NOM;INDF;MASC;SG
sprache	خطبة	sprechen	خُطبَة	N;NOM;FEM;SG	N;NOM;INDF;SG
sprache	كلام	sprechen	كَلَام	N;NOM;FEM;SG	N;NOM;INDF;SG
sprache	الكلام	sprechen	كَلَام	N;NOM;FEM;SG	N;NOM;DEF;SG
sprache	الخطاب	sprechen	خِطَاب	N;NOM;FEM;SG	N;NOM;DEF;SG
sprache	لغة	sprechen	لُغَة	N;NOM;FEM;SG	N;NOM;INDF;SG
sprache	اللغة	sprechen	لُغَة	N;NOM;FEM;SG	N;NOM;DEF;SG
erster	اول	erst	أَوَّل	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
erster	الاول	erst	أَوَّل	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
erster	الاولى	erst	أَوَّل	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
zeigt	اظهر	zeigen	أَظهَر	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
zeigt	يظهر	zeigen	ظَهَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
kunst	الفن	kunst	فَنّ	N;NOM;FEM;SG	N;NOM;DEF;SG
schauspieler	فعاليات	schauspieler	فَعَّالِيّ	ADJ	ADJ;NOM;INDF;FEM;PL
schauspieler	فاعل	schauspieler	فَاعِل	ADJ	ADJ;NOM;INDF;MASC;SG
auswahl	خيار	auswahl	خِيَار	N;NOM;SG	N;NOM;INDF;SG
auswahl	اختيار	auswahl	اِختِيَار	N;NOM;SG	N;NOM;INDF;SG
auswahl	الاختيار	auswahl	اِختِيَار	N;NOM;SG	N;NOM;DEF;SG
auswahl	الخيار	auswahl	خِيَار	N;NOM;SG	N;NOM;DEF;SG
auswahl	انتقاء	auswahl	اِنتِقَاء	N;NOM;SG	N;NOM;INDF;SG
auswahl	الانتقاء	auswahl	اِنتِقَاء	N;NOM;SG	N;NOM;DEF;SG
auswahl	اختيار	auswahl	اِختِيَار	N;NOM;SG	N;NOM;INDF;SG
auswahl	الاختيار	auswahl	اِختِيَار	N;NOM;SG	N;NOM;DEF;SG
auswahl	التحديد	auswahl	تَحدِيد	N;NOM;SG	N;NOM;DEF;SG
auswahl	تحديد	auswahl	تَحدِيد	N;NOM;SG	N;NOM;INDF;SG
gemeinsam	المشتركة	gemeinsam	مُشتَرَك	ADJ	ADJ;NOM;DEF;FEM;SG
gemeinsam	مشترك	gemeinsam	مُشتَرَك	ADJ	ADJ;NOM;INDF;MASC;SG
gemeinsam	مشتركة	gemeinsam	مُشتَرَك	ADJ	ADJ;NOM;INDF;FEM;SG
beschreibung	الوصف	Beschreibung	وَصف	N;NOM;FEM;SG	N;NOM;DEF;SG
direkt	مباشر	direkt	مُبَاشِر	ADJ	ADJ;NOM;INDF;MASC;SG
direkt	المباشر	direkt	مُبَاشِر	ADJ	ADJ;NOM;DEF;MASC;SG
schriftsteller	المؤلفين	schriftsteller	مُؤَلِّف	ADJ	ADJ;ACC;DEF;MASC;PL
schriftsteller	كاتبة	schriftsteller	كَاتِب	ADJ	ADJ;NOM;INDF;FEM;SG
schriftsteller	مؤلف	schriftsteller	مؤلف	ADJ	ADJ;NOM;INDF;MASC;SG
alter	قديمة	alt	قَدِيم	ADJ	ADJ;NOM;INDF;FEM;SG
alter	قديم	alt	قَدِيم	ADJ	ADJ;NOM;INDF;MASC;SG
alter	القديم	alt	قَدِيم	ADJ	ADJ;NOM;DEF;MASC;SG
gemeinden	بلديات	gemeinden	بَلَدِيَّة	N;NOM;FEM;PL	N;NOM;INDF;PL
gemeinden	البلديات	gemeinden	بَلَدِيَّة	N;NOM;FEM;PL	N;NOM;DEF;PL
gemeinden	بلديات	gemeinden	بَلَدِيَّة	N;NOM;FEM;PL	N;NOM;INDF;PL
gemeinden	التجمعات	gemeinden	تَجَمُّع	N;NOM;FEM;PL	N;NOM;DEF;PL
gemeinden	البلدات	gemeinden	بَلدَة	N;NOM;FEM;PL	N;NOM;DEF;PL
gemeinden	المدن	gemeinden	مَدِينَة	N;NOM;FEM;PL	N;NOM;DEF;PL
gemeinden	بلدات	gemeinden	بَلدَة	N;NOM;FEM;PL	N;NOM;INDF;PL
gemeinden	مدن	gemeinden	مَدِينَة	N;NOM;FEM;PL	N;NOM;INDF;PL
professor	استاذ	professor	استاذ	N;NOM;MASC;SG	N;NOM;INDF;SG
professor	استاذة	professor	استاذة	N;NOM;MASC;SG	N;NOM;INDF;SG
ebenso	ايضا	ebenso	أَيضًا	ADV	ADV
häufig	شائعة	häufig	شَائِعَة	ADJ	ADJ;NOM;INDF;FEM;SG
häufig	شائع	häufig	شَائِع	ADJ	ADJ;NOM;INDF;MASC;SG
häufig	متكرر	häufig	مُتَكَرِّر	ADJ	ADJ;NOM;INDF;MASC;SG
häufig	متكررة	häufig	مُتَكَرِّر	ADJ	ADJ;NOM;INDF;FEM;SG
häufig	غالبا	häufig	غَالِب	ADJ	ADJ;ACC;INDF;MASC;SG
gemacht	صنعت	machen	صَنَع	V;V.PTCP	V;PFV;FEM;SG;3;PASS
gemacht	صنع	machen	صَنَع	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gemacht	جعل	machen	جَعَل	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gemacht	فعلت	machen	فَعَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gemacht	تمت	machen	تَمّ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gemacht	تم	machen	تَمّ	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gemacht	انتهيت	machen	اِنتَهَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gehören	تنتمي	gehören	اِنتَمَى	V;IND;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
bestand	اصر	bestehen	أَصَرّ	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
bestand	اصرت	bestehen	أَصَرّ	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
stellen	تشكل	stellen	شَكَّل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
erwähnt	ذكرت	erwähnen	ذَكَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
erwähnt	يذكر	erwähnen	ذَكَر	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;PASS
letzte	الاخيرة	letzt	أَخِير	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
letzte	اخر	letzt	آخَر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
letzte	اخير	letzt	أَخِير	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
letzte	الاخير	letzt	أَخِير	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
letzte	النهائي	letzt	نِهَائِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
meister	الماجستير	meist	الماجستير	N;NOM;MASC;SG	N;NOM;DEF;SG
meister	معلم	meist	مُعَلِّم	N;NOM;MASC;SG	N;NOM;INDF;SG
meister	المعلم	meist	مُعلِم	N;NOM;MASC;SG	N;NOM;DEF;SG
meister	بطل	meist	بَطَل	N;NOM;MASC;SG	N;NOM;INDF;SG
meister	البطل	meist	بَطَل	N;NOM;MASC;SG	N;NOM;DEF;SG
sicher	امنة	sicher	امنة	ADJ	ADJ;NOM;INDF;FEM;SG
sicher	متاكد	sicher	مُتَأَكِّد	ADJ	ADJ;NOM;INDF;MASC;SG
insel	الجزيرة	insel	جَزِيرَة	N;NOM;FEM;SG	N;NOM;DEF;SG
insel	جزيرة	insel	جَزِيرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
klar	واضح	klar	وَاضِح	ADJ	ADJ;NOM;INDF;MASC;SG
klar	واضحة	klar	وَاضِح	ADJ	ADJ;NOM;INDF;FEM;SG
klar	متاكد	klar	مُتَأَكِّد	ADJ	ADJ;NOM;INDF;MASC;SG
veröffentlicht	نشرت	veröffentlichen	نَشَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
veröffentlicht	نشرت	veröffentlichen	نَشَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
ursprünglich	الاصلي	ursprünglich	أَصلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
ursprünglich	الاصلية	ursprünglich	أَصلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
ursprünglich	اصلية	ursprünglich	أَصلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
sieben	سبع	sieben	سَبعَة	NUM	NUM;NOM;INDF;FEM
sieben	سبعة	sieben	سَبعَة	NUM	NUM;NOM;INDF;MASC
sieben	السبعة	sieben	سَبعَة	NUM	NUM;NOM;DEF;MASC
bevölkerung	الديمغرافية	bevölkerung	دِيمُغرَافِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
problem	مشكلة	probel	مُشكِلَة	N;NOM;SG	N;NOM;INDF;SG
problem	المشكلة	probel	مُشكِلَة	N;NOM;SG	N;NOM;DEF;SG
problem	مشكل	probel	مُشكِلَة	N;NOM;SG	N;NOM;INDF;SG
problem	ورطة	probel	وَرَطَة	N;NOM;SG	N;NOM;INDF;SG
problem	مشكلة	probel	مُشكِلَة	N;NOM;SG	N;NOM;INDF;SG
mitglieder	الاعضاء	mitglied	عُضو	N;NOM;NEUT;PL	N;NOM;DEF;PL
mitglieder	اعضاء	mitglied	عُضو	N;NOM;NEUT;PL	N;NOM;INDF;PL
national	وطنية	national	وَطَنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
national	وطني	national	وَطَنِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
national	وطنيا	national	وَطَنِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
hinter	وراء	hinter	وَرَاءَ	ADP	ADP;ACC
eben	فقط	eben	فَقَط	ADV	ADV
arten	الانواع	arten	نَوع	N;PL	N;NOM;DEF;PL
arten	انواع	arten	نَوع	N;PL	N;NOM;INDF;PL
arten	الانواع	arten	نَوع	N;PL	N;NOM;DEF;PL
geboren	تولد	gebären	تَوَلُّد	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
geboren	يولد	gebären	وَلَّد	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
geboren	ولدت	gebären	وَلَد	V;V.PTCP	V;PFV;FEM;SG;3;PASS
sitz	المقر	sitz	مَقَرّ	N;NOM;MASC;SG	N;NOM;DEF;SG
sitz	المقر	sitz	مَقَرّ	N;NOM;MASC;SG	N;NOM;DEF;SG
sitz	مقعد	sitz	مَقعَد	N;NOM;MASC;SG	N;NOM;INDF;SG
sitz	المقعد	sitz	مَقعَد	N;NOM;MASC;SG	N;NOM;DEF;SG
zog	سحبت	ziehen	سَحَب	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
zog	انتقلت	ziehen	اِنتَقَل	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
zog	تحركت	ziehen	تَحَرَّك	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
wasser	الماء	wasser	مَاء	N;NOM;NEUT;SG	N;NOM;DEF;SG
wasser	ماء	wasser	مَاء	N;NOM;NEUT;SG	N;NOM;INDF;SG
zehn	العشرة	zehn	عَشَرَة	NUM	NUM;NOM;DEF;MASC
zehn	عشرة	zehn	عَشَرَة	NUM	NUM;MASC
zehn	عشر	zehn	عَشَرَة	NUM	NUM;MASC
system	نظام	system	نِظَام	N;NOM;NEUT;SG	N;NOM;INDF;SG
system	النظام	system	نِظَام	N;NOM;NEUT;SG	N;NOM;DEF;SG
system	المنظومة	system	مَنظُومَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
bilder	الصور	Bild	الصور	N;NOM;NEUT;PL	N;NOM;DEF;PL
bilder	صور	Bild	صُورَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
bilder	الصور	Bild	الصور	N;NOM;NEUT;PL	N;NOM;DEF;PL
bilder	صور	Bild	صُورَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
bilder	الصور	Bild	الصور	N;NOM;NEUT;PL	N;NOM;DEF;PL
bilder	صور	Bild	صُورَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
vermutlich	المحتمل	vermutlich	مُحتَمَل	ADJ	ADJ;NOM;DEF;MASC;SG
erreicht	حققت	erreichen	حَقَّق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
erreicht	انجزت	erreichen	أَنجَز	V;V.PTCP	V;PFV;FEM;SG;3;PASS
enthält	تحتوي	enthalten	اِحتَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
enthält	يحتوي	enthalten	اِحتَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
enthält	تحوي	enthalten	تَحَوِّي	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
enthält	يشمل	enthalten	شَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
enthält	يتضمن	enthalten	تَضَمَّن	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
enthält	تتضمن	enthalten	تَضَمَّن	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
enthält	تشمل	enthalten	شَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
beitrag	مساهم	beitregen	مُسَاهِم	N;SG	N;NOM;INDF;SG
beitrag	المساهم	beitregen	مُسَاهِم	N;SG	N;NOM;DEF;SG
beitrag	منشور	beitregen	مَنشُور	N;SG	N;NOM;INDF;SG
beitrag	النشر	beitregen	نَشر	N;SG	N;NOM;DEF;SG
beitrag	المنشور	beitregen	مَنشُور	N;SG	N;NOM;DEF;SG
beitrag	الاسهام	beitregen	إِسهَام	N;SG	N;NOM;DEF;SG
beitrag	مساهمة	beitregen	مُسَاهَمَة	N;SG	N;NOM;INDF;SG
beitrag	المساهمة	beitregen	مُسَاهَمَة	N;SG	N;NOM;DEF;SG
linie	النسب	linie	نِسبَة	N	N;NOM;DEF;PL
linie	سطر	linie	سِطر	N	N;NOM;INDF;SG
linie	السطر	linie	سِطر	N	N;NOM;DEF;SG
linie	الخط	linie	خَطّ	N	N;NOM;DEF;SG
linie	خط	linie	خَطّ	N	N;NOM;INDF;SG
bahnhof	قطار	bahnhof	قِطَار	N;NOM;MASC;SG	N;NOM;INDF;SG
bahnhof	القطار	bahnhof	قِطَار	N;NOM;MASC;SG	N;NOM;DEF;SG
bahnhof	المحطة	bahnhof	مَحَطَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
bahnhof	محطة	bahnhof	مَحَطَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
acht	ثمان	acht	ثَمَانِيَة	NUM	NUM;NOM;INDF;FEM
acht	ثمانية	acht	ثَمَانِيَة	NUM	NUM;NOM;INDF;MASC
acht	ثماني	acht	ثَمَانِيَة	NUM	NUM;NOM;INDF;FEM
scheint	يشع	scheinen	شَعَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
scheint	يبدو	scheinen	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
scheint	يبدو	scheinen	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
scheint	يظهر	scheinen	ظَهَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
ziel	الهدف	ziel	هَدَف	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	الاتجاه	ziel	اِتِّجَاه	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	وجهة	ziel	وِجهَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
ziel	المقصد	ziel	مُقَصَّد	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	الوجهة	ziel	وِجهَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	المرمى	ziel	مَرمَى	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	هدف	ziel	هَدَف	N;NOM;NEUT;SG	N;NOM;INDF;SG
ziel	الهدف	ziel	هَدَف	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	هدف	ziel	هَدَف	N;NOM;NEUT;SG	N;NOM;INDF;SG
ziel	الهدف	ziel	هَدَف	N;NOM;NEUT;SG	N;NOM;DEF;SG
ziel	استهداف	ziel	اِستِهدَاف	N;NOM;NEUT;SG	N;NOM;INDF;SG
lediglich	فقط	lediglich	فَقَط	ADV	ADV
sieht	يرى	sehen	رَأَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sieht	يبدو	sehen	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
per	عبر	per	عَبرَ	ADP	ADP;ACC
roman	رواية	roman	رِوَايَة	N;NOM;MASC;SG	N;NOM;INDF;SG
liga	الدوري	liga	دَورِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
spiele	المباريات	spiel	مُبَارَاة	N;NOM;NEUT;PL	N;NOM;DEF;PL
spiele	مباريات	spiel	مُبَارَاة	N;NOM;NEUT;PL	N;NOM;INDF;PL
spiele	المباريات	spiel	مُبَارَاة	N;NOM;NEUT;PL	N;NOM;DEF;PL
spiele	الالعاب	spiel	لَعب	N;NOM;NEUT;PL	N;NOM;DEF;PL
spiele	مباريات	spiel	مُبَارَاة	N;NOM;NEUT;PL	N;NOM;INDF;PL
folgen	اتبع	folgen	اِتَّبَع	V;NFIN	V;PFV;MASC;SG;3;ACT
uhr	ساعة	uhr	سَاعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
uhr	مشاهدة	uhr	مُشَاهَدَة	N;NOM;FEM;SG	N;NOM;INDF;SG
uhr	الساعة	uhr	سَاعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
uhr	ساعة	uhr	سَاعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
uhr	الساعه	uhr	اَلسَّاعه	N;NOM;FEM;SG	N;NOM;DEF;SG
liegen	اكذب	liegen	أَكذَب	V;NFIN	V;PFV;MASC;SG;ACT
liegen	يكذب	liegen	كَذَّب	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
liegen	تكذب	liegen	كَذَب	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
benannt	سميت	benennen	سَمَّى	V;V.PTCP	V;PFV;FEM;SG;3;PASS
