nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
budynek	बिल्डिंग	budynek	बिल्डिंग	N;NOM;MASC;SG	N;NOM;FEM;SG;3
budynek	भवन	budynek	भवन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wydany	जारी	wydać	जारी	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
prawie	लगभग	prawie	लगभग	PART	PART
aktorka	अदाकारा	aktorka	अदाकारा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
aktorka	अभिनेत्री	aktorka	अभिनेत्री	N;NOM;FEM;SG	N;NOM;FEM;SG;3
dom	मुखपृष्ठ	dom	मुखपृष्ठ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dom	गृह	dom	गृह	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dom	घर	dom	घर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dom	घर	dom	घर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dom	मकान	dom	मकान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dom	हाउस	dom	हाउस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pow	पाउ	pow	पाउ		
zdjęcia	छवियां	zdjęcie	छवी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
zdjęcia	छवियाँ	zdjęcie	छवी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
zdjęcia	तस्वीरें	zdjęcie	तस्वीर	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
zdjęcia	छवियाँ	zdjęcie	छवी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
zdjęcia	पिक्चर्स	zdjęcie	पिक्चर	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
zdjęcia	तस्वीरें	zdjęcie	तस्वीर	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
najlepszy	बेहतरीन	dobry	बेहतरीन	ADJ;NOM;CMPR;MASC;SG	ADJ
związek	रिश्ता	związek	रिश्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
związek	संबंध	związek	संबंध	N;NOM;MASC;SG	N;NOM;MASC;SG;3
związek	यूनियन	związek	यूनियन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
związek	संघ	związek	संघ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rząd	पंक्ति	rząd	पंक्ति	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rząd	सरकार	rząd	सरकार	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ostatni	अंतिम	ostatni	अंतिम	ADJ;NOM;MASC;SG	ADJ;NOM
ostatni	आखिरी	ostatni	आखिरी	ADJ;NOM;MASC;SG	ADJ
ostatni	पिछला	ostatni	पिछला	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
bieg	गियर	bieg	गियर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	रंग	kolor	रंग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	रंग	kolor	रंग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
linia	लाइन	linia	लाइन	N;NOM;FEM;SG	N;NOM;FEM;SG;3
linia	पंक्ति	linia	पंक्ति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
linia	रेखा	linia	रेखा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
linia	लकीर	linia	लकीर	N;NOM;FEM;SG	N;NOM;FEM;SG;3
najczęściej	अधिकांशतः	często	अधिकांशतः	ADV;RL	ADV
imię	नाम	imię	नाम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
masa	द्रव्यमान	masa	द्रव्यमान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rodzina	फैमिली	rodzina	फैमिली	N;NOM;FEM;SG	N;NOM;FEM;SG;3
rodzina	परिवार	rodzina	परिवार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ojciec	बाप	ojciec	बाप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ojciec	पिता	ojciec	पिता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
postać	कैरेक्टर	postać	कैरेक्टर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	वर्ण	postać	वर्ण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	अक्षर	postać	अक्षर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	प्रपत्र	postać	प्रपत्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	फॉर्म	postać	फॉर्म	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	फार्म	postać	फार्म	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	रूप	postać	रूप	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	किरदार	postać	किरदार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	अक्षर	postać	अक्षर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	वर्ण	postać	वर्ण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czterech	चार	cztery	चार	NUM;ACC;MASC;PL	NUM
droga	रोड	droga	रोड	N;NOM;FEM;SG	N;NOM;FEM;SG;3
droga	सड़क	droga	सड़क	N;NOM;FEM;SG	N;NOM;FEM;SG;3
los	तकदीर	los	तकदीर	N;NOM;MASC;SG	N;NOM;FEM;SG;3
los	भाग्य	los	भाग्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kraj	देश	kraj	देश	N;NOM;MASC;SG	N;NOM;MASC;SG;3
słowo	वर्ड	słowo	वर्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	शब्द	słowo	शब्द	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
urząd	आफिस	urząd	आफिस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	ऑफिस	urząd	ऑफिस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	कार्यालय	urząd	कार्यालय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	ऑफ़िस	urząd	ऑफ़िस	N;NOM;MASC;SG	N;NOM;FEM;SG;3
urząd	दफ्तर	urząd	दफ्तर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kategoria	वर्ग	kategoria	वर्ग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kategoria	श्रेणी	kategoria	श्रेणी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
partia	दल	partia	दल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
partia	पार्टी	partia	पार्टी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
partia	बैच	partia	बैच	N;NOM;FEM;SG	N;NOM;MASC;SG;3
powrócił	लौटाया	powrócić	लौटा	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
pisarz	रचनाकार	pisarz	रचनाकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisarz	लेखक	pisarz	लेखक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
program	प्रोग्राम	program	प्रोग्राम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
program	कार्यक्रम	program	कार्यक्रम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
program	कार्यक्रम	program	कार्यक्रम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niektóre	कुछ	niektóry	कुछ	DET;NOM;MASC;SG	DET
wzrost	वृद्धि	wzrost	वृद्धि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	वृद्धि	wzrost	वृद्धि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	विकास	wzrost	विकास	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	ऊंचाई	wzrost	ऊंचाई	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	ऊँचाई	wzrost	ऊँचाई	N;NOM;MASC;SG	N;NOM;FEM;SG;3
projekt	परियोजना	projekt	परियोजना	N;NOM;MASC;SG	N;NOM;FEM;SG;3
projekt	प्रोजेक्ट	projekt	प्रोजेक्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	डिजाइन	projekt	डिजाइन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	डिज़ाइन	projekt	डिज़ाइन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wkrótce	जल्द	wkrótce	जल्द	ADV	ADV
wielka	बड़ा	wielki	बड़ा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wielka	बड़ी	wielki	बडा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
drogi	प्रिय	droga	प्रिय		
szczególnie	विशेषकर	szczególnie	विशेषकर	ADV	ADV
szczególnie	विशेषकर	szczególnie	विशेषकर	ADV	ADV
piosenki	गीतों	piosenka	गीत	N;ACC;FEM;PL	N;ACC;MASC;PL;3
produkcja	उत्पादन	produkcja	उत्पादन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
produkcja	विनिर्माण	produkcja	विनिर्माण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
produkcja	निर्माण	produkcja	निर्माण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawsze	हमेशा	zawsze	हमेशा	ADV	ADV
wojna	युद्ध	wojna	युद्ध	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cały	पूरी	cały	पूरा	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
cały	पूरा	cały	पूरा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
województwo	प्रान्त	województwo	प्रान्त	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
województwo	प्रांत	województwo	प्रांत	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	पहिया	koło	पहिया	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	चक्र	koło	चक्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	व्हील	koło	व्हील	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	सर्किल	koło	सर्किल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	घेरा	koło	घेरा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	वृत	koło	वृत	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	वृत्त	koło	वृत्त	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
północ	मध्यरात्रि	północ	मध्यरात्रि	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oddział	दस्ता	oddział	दस्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oddział	दस्ते	oddział	दस्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oddział	स्क्वाड	oddział	स्क्वाड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oddział	शाखा	oddział	शाखा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	ख़ाका	układ	ख़ाका	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	खाका	układ	खाका	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	अभिन्यास	układ	अभिन्यास	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	लेआउट	układ	लेआउट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	तंत्र	układ	तंत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	सिस्टम	układ	सिस्टम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	तन्त्र	układ	तन्त्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	प्रणाली	układ	प्रणाली	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	सौदा	układ	सौदा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	व्यवस्था	układ	व्यवस्था	N;NOM;MASC;SG	N;NOM;FEM;SG;3
des	देस	des	देस		
linie	पंक्तियां	linąć	पंक्ति	N;NOM;FEM;PL	N;NOM;FEM;PL;3
linie	पंक्तियाँ	linąć	पंक्ति	N;NOM;FEM;PL	N;NOM;FEM;PL;3
linie	रेखाएं	linąć	रेखा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
linie	लकीरें	linąć	लकीर	N;NOM;FEM;PL	N;NOM;FEM;PL;3
drugie	दूसरा	drugi	दूसरा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
drugie	दूसरी	drugi	दूसरा	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
liga	लीग	liga	लीग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
niestandardowe	अनुकूलित	upandardowy	अनुकूलित	ADJ;NOM;NEUT;SG	ADJ
wspólnie	साथ	wspólnie	साथ	ADV	ADV;NOM;MASC;SG;3
wysokość	ऊँचाई	wysokość	ऊँचाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wysokość	ऊंचाई	wysokość	ऊंचाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wysokość	ऊँचाई	wysokość	ऊँचाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
firmy	कंपनियाँ	firma	कंपनी	N;NOM;FEM;PL	N;NOM;FEM;PL;3
tysięcy	हजारों	tysiąc	हजार	N;ACC;MASC;PL	N;ACC;MASC;PL;3
tysięcy	हज़ारों	tysiąc	हज़ार	N;ACC;MASC;PL	N;ACC;MASC;PL;3
książki	पुस्तकें	książka	पुस्तक	N;NOM;FEM;PL	N;NOM;FEM;PL;3
książki	किताबें	książka	किताब	N;NOM;FEM;PL	N;NOM;FEM;PL;3
gatunki	प्रजातियां	gatunek	प्रजाति	N;NOM;MASC;PL	N;NOM;FEM;PL;3
amerykańska	अमरीकी	amerykański	अमरीकी	ADJ;NOM;FEM;SG	ADJ
black	ब्लैक	black	ब्लैक		
mecz	गेम	mecz	गेम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	खेल	mecz	खेल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	माचिस	mecz	माचिस	N;NOM;MASC;SG	N;NOM;FEM;SG;3
mecz	मिलान	mecz	मिलान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	मैच	mecz	मैच	N;NOM;MASC;SG	N;NOM;MASC;SG;3
generał	जनरल	generał	जनरल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
generał	सामान्य	generał	सामान्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wariant	चर	wariant	चर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wariant	रूपांतर	wariant	रूपांतर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bezpieczeństwa	मिलावट	bezpieczeństwo	मिलावट	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
bezpieczeństwa	सुरक्षा	bezpieczeństwo	सुरक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
bezpieczeństwa	सुरक्षा	bezpieczeństwo	सुरक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
profesor	प्रोफ़ेसर	profesor	प्रोफ़ेसर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
profesor	प्रोफेसर	profesor	प्रोफेसर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
profesor	प्राध्यापक	profesor	प्राध्यापक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
duże	बड़ा	duży	बड़ा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
duże	बड़ी	duży	बडा	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
duże	विशाल	duży	विशाल	ADJ;NOM;NEUT;SG	ADJ;NOM
duże	बड़ा	duży	बड़ा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
duże	बड़ी	duży	बडा	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
xvii	xvii	xvii	xvii		
zostać	रहें	zostać	रह	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
przykład	उदाहरण	przykład	उदाहरण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
artykuły	वस्तुएँ	artykuł	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
artykuły	वस्तुएं	artykuł	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
pasażerów	यात्रियों	pasażer	यात्री	N;ACC;MASC;PL	N;ACC;MASC;PL;3
siedziba	अधिवास	siedziba	अधिवास	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	मुख्यालय	siedziba	मुख्यालय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	मुख्यालय	siedziba	मुख्यालय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	सीट	siedziba	सीट	N;NOM;FEM;SG	N;NOM;FEM;SG;3
szybko	जल्दी	szybko	जल्दी	ADV	ADV
szybko	जल्दी	szybko	जल्दी	ADV	ADV
minister	मंत्री	minister	मंत्री	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	खिलाड़ी	zawodnik	खिलाडी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	लड़ाकू	zawodnik	लड़ाकू	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	फाइटर	zawodnik	फाइटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	सेनानी	zawodnik	सेनानी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	प्रतियोगी	zawodnik	प्रतियोगी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wygrał	जीता	wygrać	जीत	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
wygrał	जीते	wygrać	जीत	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
wygrał	जीती	wygrać	जीत	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
tekst	पाठ	tekst	पाठ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tekst	टेक्स्ट	tekst	टेक्स्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
druga	दूसरा	drugi	दूसरा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
druga	दूसरी	drugi	दूसरा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
obraz	तस्वीर	obraz	तस्वीर	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obraz	पिक्चर	obraz	पिक्चर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obraz	चित्र	obraz	चित्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obraz	छवि	obraz	छवि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obraz	प्रतिबिम्ब	obraz	प्रतिबिम्ब	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obraz	चित्र	obraz	चित्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obraz	चित्रकारी	obraz	चित्रकारी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obraz	चित्रकला	obraz	चित्रकला	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obraz	पेंटिंग	obraz	पेंटिंग	N;NOM;MASC;SG	N;NOM;FEM;SG;3
temperatura	तापमान	temperatura	तापमान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
batalion	बटालियन	batalion	बटालियन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
osada	अधिवास	osada	अधिवास	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osada	निपटान	osada	निपटान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osada	उपनिवेश	osada	उपनिवेश	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cmentarz	कब्रिस्तान	cmentarz	कब्रिस्तान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
marii	मरिया	maria	मरिया		
góra	उपर	góra	उपर		
góra	टॉप	góra	टॉप		
stopnie	कदम	stopień	कदम	N;NOM;MASC;PL	N;NOM;MASC;PL;3
top	उपर	top	उपर		
top	टॉप	top	टॉप		
rozwój	विकास	rozwój	विकास	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozwój	वृद्धि	rozwój	वृद्धि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rozwój	विकास	rozwój	विकास	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sieci	नेट	sieć	नेट		
sieci	संजाल	sieć	संजाल		
sieci	संजाल	sieć	संजाल		
ludność	जनसंख्या	ludność	जनसंख्या	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ludność	आबादी	ludność	आबादी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ludność	जनसांख्यिकी	ludność	जनसांख्यिकी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
różne	अलग	różny	अलग	ADJ;NOM;NEUT;SG	ADJ
różne	विभिन्न	różny	विभिन्न	ADJ;NOM;NEUT;SG	ADJ
różne	विभिन्न	różny	विभिन्न	ADJ;NOM;NEUT;SG	ADJ
różne	वर्गीकृत	różny	वर्गीकृत	ADJ;NOM;NEUT;SG	ADJ
położony	स्तिथ	położyć	स्तिथ		
instytut	इंस्टीट्यूट	instytut	इंस्टीट्यूट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
znaczenie	अहमियत	znaczenie	अहमियत	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
znaczenie	महत्ता	znaczenie	महत्ता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
znaczenie	महत्व	znaczenie	महत्व	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	प्रासंगिकता	znaczenie	प्रासंगिकता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
mln	मिलियन	mlna	मिलियन		
itp	etc	itp	etc		
itp	इत्यादि	itp	इत्यादि		
jezioro	झील	jezioro	झील	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
śmierć	निधन	śmierć	निधन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
śmierć	मृत्यु	śmierć	मृत्यु	N;NOM;FEM;SG	N;NOM;FEM;SG;3
śmierć	मौत	śmierć	मौत	N;NOM;FEM;SG	N;NOM;FEM;SG;3
członkowie	सदस्य	członek	सदस्य	N;NOM;MASC;PL	N;NOM;MASC;PL;3
zbyt	भी	zbyt	भी	PART	PART
kobiety	स्त्रियाँ	kobieta	स्त्री	N;NOM;FEM;PL	N;NOM;FEM;PL;3
kobiety	महिलाएँ	kobieta	महिला	N;NOM;FEM;PL	N;NOM;FEM;PL;3
kobiety	महिलाएं	kobieta	महिला	N;NOM;FEM;PL	N;NOM;FEM;PL;3
płyty	प्लेटों	płyta	प्लेट	N;ACC;FEM;PL	N;ACC;MASC;PL;3
zamek	लॉक	zamek	लॉक		
trzeci	तीसरा	trzeci	तीसरा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
reżyser	निर्देशक	reżyser	निर्देशक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
reżyser	निदेशक	reżyser	निदेशक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stopień	ग्रेड	stopień	ग्रेड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stopień	पद	stopień	पद	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stopień	दर्जा	stopień	दर्जा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stopień	डिग्री	stopień	डिग्री	N;NOM;MASC;SG	N;NOM;FEM;SG;3
stopień	उपाधि	stopień	उपाधि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
świat	दुनिया	świat	दुनिया	N;NOM;MASC;SG	N;NOM;FEM;SG;3
świat	विश्व	świat	विश्व	N;NOM;MASC;SG	N;NOM;MASC;SG;3
świat	संसार	świat	संसार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
żona	पत्नी	żona	पत्नी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
żona	बीवी	żona	बीवी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vii	vii	vii	vii		
utwory	गाने	utwór	गाना	N;NOM;MASC;PL	N;NOM;MASC;PL;3
utwory	गीत	utwór	गीत	N;NOM;MASC;PL	N;NOM;MASC;PL;3
pięć	पांच	pięć	पांच	NUM;ACC;MASC;PL	NUM
pięć	पाँच	pięć	पाँच	NUM;ACC;MASC;PL	NUM
serial	धारावाहिक	serial	धारावाहिक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
serial	सीरियल	serial	सीरियल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
reprezentacja	प्रतिनिधित्व	reprezentacja	प्रतिनिधित्व	N;NOM;FEM;SG	N;NOM;MASC;SG;3
inny	अलग	inny	अलग	ADJ;NOM;MASC;SG	ADJ
znalazł	मिली	znaleźć	मिल	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
znalazł	मिले	znaleźć	मिल	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
znalazł	पाया	znaleźć	पा	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
znalazł	मिला	znaleźć	मिल	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
seria	श्रेणी	seria	श्रेणी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wiek	उम्र	wiek	उम्र	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wiek	आयु	wiek	आयु	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wiek	शतक	wiek	शतक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wiek	शताब्दी	wiek	शताब्दी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
teatr	थिएटर	teatr	थिएटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
teatr	सिनेमाघर	teatr	सिनेमाघर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
teatr	रंगमंच	teatr	रंगमंच	N;NOM;MASC;SG	N;NOM;MASC;SG;3
teatr	थिएटर	teatr	थिएटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kto	कौन	kto	कौन	PRO;NOM;MASC;SG	PRO
charakter	कैरेक्टर	charakter	कैरेक्टर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
charakter	वर्ण	charakter	वर्ण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
charakter	अक्षर	charakter	अक्षर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
charakter	प्रकृति	charakter	प्रकृति	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okręt	जहाज	okręt	जहाज	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okręt	जलयान	okręt	जलयान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
utworzono	बनाया	utworzyć	बना	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
utworzono	बनाए	utworzyć	बना	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
