les	els	le	el	DET;DEF;PL	DET;DEF;MASC;PL
objet	objecte	objet	objecte	N;MASC;SG	N;MASC;SG
objet	finalitat	objet	finalitat	N;MASC;SG	N;FEM;SG
objet	propòsit	objet	propòsit	N;MASC;SG	N;MASC;SG
objet	assignatura	objet	assignatura	N;MASC;SG	N;FEM;SG
lorsque	quan	lorsque	quan	CONJ	CONJ
cinéma	cinema	cinéma	cinema	N;MASC;SG	N;MASC;SG
plan	mapa	plan	mapa	N;MASC;SG	N;MASC;SG
plan	pla	plan	pla	N;MASC;SG	N;MASC;SG
médaille	medalla	médaille	medalla	N;FEM;SG	N;FEM;SG
œuvres	obres	œuvre	obra	N;FEM;PL	N;FEM;PL
zone	zona	zone	zona	N;FEM;SG	N;FEM;SG
zone	àmbit	zone	àmbit	N;FEM;SG	N;MASC;SG
zone	àrea	zone	àrea	N;FEM;SG	N;FEM;SG
écrivain	escriptor	écrivain	escriptor	N;MASC;SG	N;MASC;SG
compagnie	companyia	compagnie	companyia	N;FEM;SG	N;FEM;SG
compagnie	empresa	compagnie	empresa	N;FEM;SG	N;FEM;SG
italien	italià	italien	italià	ADJ;MASC;SG	ADJ;MASC;SG
championnats	campionats	championnat	campionat	N;MASC;PL	N;MASC;PL
laquelle	qual	lequel	qual	PRO;FEM;SG	PRO;SG
films	films	film	film	N;MASC;PL	N;MASC;PL
surtout	sobretot	surtout	sobretot	ADV	ADV
surtout	especialment	surtout	especialment	ADV	ADV
surtout	majoritàriament	surtout	majoritàriament	ADV	ADV
parfois	ocasionalment	parfois	ocasionalment	ADV	ADV
sources	fonts	source	font	N;FEM;PL	N;FEM;PL
parc	parc	parc	parc	N;MASC;SG	N;MASC;SG
mouvement	moviment	mouvement	moviment	N;MASC;SG	N;MASC;SG
succès	èxit	succès	èxit	N;MASC;SG	N;MASC;SG
rivière	riu	rivière	riu	N;FEM;SG	N;MASC;SG
jamais	mai	jamais	mai	ADV	ADV
vidéo	vídeo	vidéo	vídeo	N;MASC;SG	N;MASC;SG
vidéo	video	vidéo	video	N;MASC;SG	N;MASC;SG
député	congressista	député	congressista	N;MASC;SG	N;SG
moyen	mitjà	moyen	mitjà	ADJ;MASC;SG	ADJ;MASC;SG
bon	bona	bon	bo	ADJ;MASC;SG	ADJ;FEM;SG
peintre	pintor	peintre	pintor	N;MASC;SG	N;MASC;SG
rouge	roig	rouge	roig	ADJ;MASC;SG	ADJ;MASC;SG
rouge	vermell	rouge	vermell	ADJ;MASC;SG	ADJ;MASC;SG
district	districte	district	districte	N;MASC;SG	N;MASC;SG
seulement	només	seulement	només	ADV	ADV
pont	pont	pont	pont	N;MASC;SG	N;MASC;SG
pont	baralla	pont	baralla	N;MASC;SG	N;FEM;SG
libre	lliure	libre	lliure	ADJ;MASC;SG	ADJ;SG
libre	gratuït	libre	gratuït	ADJ;MASC;SG	ADJ;MASC;SG
air	aire	air	aire	N;MASC;SG	N;MASC;SG
milieu	centrecampista	milieu	centrecampista	N;MASC;SG	N;SG
festival	festival	festival	festival	N;MASC;SG	N;MASC;SG
belgique	bèlgica	belgique	bèlgic	ADJ;MASC;SG	ADJ;FEM;SG
grands	grans	grand	gran	ADJ;MASC;PL	ADJ;PL
gauche	esquerra	gauche	esquerre	ADJ;MASC;SG	ADJ;FEM;SG
travaux	obres	travail	obra	N;MASC;PL	N;FEM;PL
donne	donar	donner	donar	V;IND;SG;3;PRS;FIN	V;NFIN
diffusion	emissió	diffusion	emissió	N;FEM;SG	N;FEM;SG
diffusion	difusió	diffusion	difusió	N;FEM;SG	N;FEM;SG
diffusion	radiodifusió	diffusion	radiodifusió	N;FEM;SG	N;FEM;SG
diffusion	difusió	diffusion	difusió	N;FEM;SG	N;FEM;SG
action	acció	action	acció	N;FEM;SG	N;FEM;SG
réseau	xarxa	réseau	xarxa	N;MASC;SG	N;FEM;SG
femmes	femelles	femme	femella	N;FEM;PL	N;FEM;PL
femmes	dones	femme	dona	N;FEM;PL	N;FEM;PL
minutes	minuts	minute	minut	N;FEM;PL	N;MASC;PL
belge	belga	belge	belga	ADJ;MASC;SG	ADJ;SG
certaines	alguns	certain	algun	PRO;FEM;PL	PRO;MASC;PL
certaines	algunes	certain	algun	PRO;FEM;PL	PRO;FEM;PL
durée	durada	durée	durada	N;FEM;SG	N;FEM;SG
durée	duració	durée	duració	N;FEM;SG	N;FEM;SG
espèces	espècies	espèce	espècie	N;FEM;PL	N;FEM;PL
monuments	monuments	monument	monument	N;MASC;PL	N;MASC;PL
personne	persona	personne	persona	N;FEM;SG	N;FEM;SG
municipalité	municipi	municipalité	municipi	N;FEM;SG	N;MASC;SG
frère	germà	frère	germà	N;MASC;SG	N;MASC;SG
frère	germà	frère	germà	N;MASC;SG	N;MASC;SG
rencontre	sessió	rencontre	sessió	N;FEM;SG	N;FEM;SG
rencontre	reunió	rencontre	reunió	N;FEM;SG	N;FEM;SG
rencontre	trobada	rencontre	trobada	N;FEM;SG	N;FEM;SG
matchs	mistos	match	mist	N;MASC;PL	N;MASC;PL
matchs	partits	match	partit	N;MASC;PL	N;MASC;PL
matchs	coincidències	match	coincidència	N;MASC;PL	N;FEM;PL
domaine	àmbit	domaine	àmbit	N;MASC;SG	N;MASC;SG
domaine	camp	domaine	camp	N;MASC;SG	N;MASC;SG
domaine	domini	domaine	domini	N;MASC;SG	N;MASC;SG
domaine	àmbit	domaine	àmbit	N;MASC;SG	N;MASC;SG
domaine	àrea	domaine	àrea	N;MASC;SG	N;FEM;SG
eux	ells	soi	ell	PRO;MASC;PL;3	PRO;MASC;PL;3
professeur	catedràtic	professeur	catedràtic	N;MASC;SG	N;MASC;SG
professeur	professor	professeur	professor	N;MASC;SG	N;MASC;SG
professeur	mestra	professeur	mestra	N;MASC;SG	N;FEM;SG
particulier	particular	particulier	particular	ADJ;MASC;SG	ADJ;SG
quartier	barri	quartier	barri	N;MASC;SG	N;MASC;SG
scientifique	científic	scientifique	científic	ADJ;MASC;SG	ADJ;MASC;SG
seule	sola	seul	sol	ADJ;FEM;SG	ADJ;FEM;SG
rien	res	rien	res	PRO;SG	PRO;SG
nouvelles	noves	nouveau	nou	ADJ;FEM;PL	ADJ;FEM;PL
administration	administració	administration	administració	N;FEM;SG	N;FEM;SG
suivante	pròxima	suivant	pròxim	ADJ;FEM;SG	ADJ;FEM;SG
suivante	següent	suivant	següent	ADJ;FEM;SG	ADJ;SG
suivante	propera	suivant	proper	ADJ;FEM;SG	ADJ;FEM;SG
hockey	hoquei	hockey	hoquaa	N;MASC;SG	N;MASC;SG
journal	diari	journal	diari	N;MASC;SG	N;MASC;SG
journal	cronologia	journal	cronologia	N;MASC;SG	N;FEM;SG
journal	diari	journal	diari	N;MASC;SG	N;MASC;SG
journal	diari	journal	diari	N;MASC;SG	N;MASC;SG
différents	diferents	différent	diferent	ADJ;MASC;PL	ADJ;PL
possible	possible	possible	possible	ADJ;MASC;SG	ADJ;SG
dix	deu	dix	deu	NUM	NUM;PL
taille	cintura	taille	cintura	N;FEM;SG	N;FEM;SG
taille	alçada	taille	alçada	N;FEM;SG	N;FEM;SG
taille	alçària	taille	alçari	N;FEM;SG	N;FEM;SG
taille	altura	taille	altura	N;FEM;SG	N;FEM;SG
taille	mida	taille	mida	N;FEM;SG	N;FEM;SG
sport	esport	sport	esport	N;MASC;SG	N;MASC;SG
sport	sport	sport	sport	N;MASC;SG	N;MASC;SG
principal	principal	principal	principal	ADJ;MASC;SG	ADJ;SG
sujet	temàtica	sujet	temàtica	N;MASC;SG	N;FEM;SG
sujet	tema	sujet	tema	N;MASC;SG	N;MASC;SG
sujet	assignatura	sujet	assignatura	N;MASC;SG	N;FEM;SG
élections	eleccions	élection	elecció	N;FEM;PL	N;FEM;PL
titres	títols	titre	títol	N;MASC;PL	N;MASC;PL
enfin	finalment	enfin	finalment	ADV	ADV
millions	milions	million	milió	N;MASC;PL	N;MASC;PL
millions	milions	million	milió	N;MASC;PL	N;MASC;PL
agglomération	sinterització	agglomération	sinterització	N;FEM;SG	N;FEM;SG
agglomération	aglomeració	agglomération	aglomeració	N;FEM;SG	N;FEM;SG
moment	moment	moment	moment	N;MASC;SG	N;MASC;SG
chapelle	capella	chapelle	capella	N;FEM;SG	N;FEM;SG
russe	rus	russe	rus	ADJ;MASC;SG	ADJ;MASC;SG
prince	príncep	prince	príncep	N;MASC;SG	N;MASC;SG
malgré	malgrat	malgré	malgrat	ADP	ADP
activités	activitats	activité	activitat	N;FEM;PL	N;FEM;PL
réalisateur	director	réalisateur	director	N;MASC;SG	N;MASC;SG
réalisateur	directora	réalisateur	directora	N;MASC;SG	N;FEM;SG
réalisateur	realitzador	réalisateur	realitzador	N;MASC;SG	N;MASC;SG
réalisateur	cineasta	réalisateur	cineasta	N;MASC;SG	N;SG
monument	monument	monument	monument	N;MASC;SG	N;MASC;SG
sciences	ciències	science	ciència	N;FEM;PL	N;FEM;PL
radio	ràdio	radio	ràdio	N;FEM;SG	N;FEM;SG
classe	aula	classe	aula	N;FEM;SG	N;FEM;SG
classe	classe	classe	classe	N;FEM;SG	N;FEM;SG
lieux	ubicacions	lieu	ubicació	N;MASC;PL	N;FEM;PL
lieux	localitzacions	lieu	localització	N;MASC;PL	N;FEM;PL
lieux	llocs	lieu	lloc	N;MASC;PL	N;MASC;PL
actuel	actual	actuel	actual	ADJ;MASC;SG	ADJ;SG
actuel	present	actuel	present	ADJ;MASC;SG	ADJ;SG
espace	espai	espace	espai	N;MASC;SG	N;MASC;SG
villes	ciutats	ville	ciutat	N;FEM;PL	N;FEM;PL
fer	planxa	fer	planxa	N;MASC;SG	N;FEM;SG
activité	activitat	activité	activitat	N;FEM;SG	N;FEM;SG
organisation	organització	organisation	organització	N;FEM;SG	N;FEM;SG
sélection	selecció	sélection	selecció	N;FEM;SG	N;FEM;SG
assez	prou	assez	prou	ADV	ADV
participe	participa	participer	participar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
institut	institut	institut	institut	N;MASC;SG	N;MASC;SG
internationale	internacional	international	internacional	ADJ;FEM;SG	ADJ;SG
internationale	international	international	international	ADJ;FEM;SG	ADJ;SG
internationale	internationale	international	internationale	ADJ;FEM;SG	ADJ;SG
cadre	fotograma	cadre	fotograma	N;MASC;SG	N;MASC;SG
sept	set	sept	set	NUM	NUM;PL
différentes	diferents	différent	diferent	ADJ;FEM;PL	ADJ;PL
lac	llac	lac	llac	N;MASC;SG	N;MASC;SG
affaires	negocis	affaire	negoci	N;FEM;PL	N;MASC;PL
télévision	televisió	télévision	televisió	N;FEM;SG	N;FEM;SG
personnage	caràcter	personnage	caràcter	N;MASC;SG	N;MASC;SG
personnage	personatge	personnage	personatge	N;MASC;SG	N;MASC;SG
précédent	anterior	précédent	anterior	ADJ;MASC;SG	ADJ;SG
évêque	bisbe	évêque	bisbe	N;MASC;SG	N;MASC;SG
évêque	alfil	évêque	alfil	N;MASC;SG	N;MASC;SG
cour	pati	cour	pati	N;FEM;SG	N;MASC;SG
cour	tribunal	cour	tribunal	N;FEM;SG	N;MASC;SG
résultats	resultats	résultat	resultat	N;MASC;PL	N;MASC;PL
problème	problema	problème	problema	N;MASC;SG	N;MASC;SG
finalement	eventualment	finalement	eventualment	ADV	ADV
finalement	finalment	finalement	finalment	ADV	ADV
bonne	bona	bon	bo	ADJ;FEM;SG	ADJ;FEM;SG
nature	naturalesa	nature	naturalesa	N;FEM;SG	N;FEM;SG
grandes	grans	grand	gran	ADJ;FEM;PL	ADJ;PL
vol	robatori	vol	robatori	N;MASC;SG	N;MASC;SG
port	port	port	port	N;MASC;SG	N;MASC;SG
premières	primers	premier	primer	ADJ;FEM;PL	ADJ;MASC;PL
donné	donara	donner	donar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;FIN
discussion	debat	discussion	debat	N;FEM;SG	N;MASC;SG
discussion	discussió	discussion	discussió	N;FEM;SG	N;FEM;SG
dame	senyora	dame	senyora	N;FEM;SG	N;FEM;SG
épouse	núvia	épouse	núvia	N;FEM;SG	N;FEM;SG
épouse	cònjuge	épouse	cònjuge	N;FEM;SG	N;MASC;SG
épouse	esposa	épouse	esposar	N;FEM;SG	N;FEM;SG
axe	eix	axe	eix	N;MASC;SG	N;MASC;SG
mesure	mesura	mesure	mesura	N;FEM;SG	N;FEM;SG
mesure	mesurament	mesure	mesurament	N;FEM;SG	N;MASC;SG
mesure	mesura	mesure	mesura	N;FEM;SG	N;FEM;SG
important	important	important	important	ADJ;MASC;SG	ADJ;SG
données	dades	donnée	dada	N;FEM;PL	N;FEM;PL
lequel	qual	lequel	qual	PRO;MASC;SG	PRO;SG
couleur	color	couleur	color	N;FEM;SG	N;MASC;SG
couleur	color	couleur	color	N;FEM;SG	N;MASC;SG
actrice	actriu	acteur	actriu	N;FEM;SG	N;FEM;SG
régiment	regiment	régiment	regiment	N;MASC;SG	N;MASC;SG
station	estació	station	estació	N;FEM;SG	N;FEM;SG
bande	cinta	bande	cinta	N;FEM;SG	N;FEM;SG
capitale	capital	capitale	capital	N;FEM;SG	N;MASC;SG
côte	costella	côte	costella	N;FEM;SG	N;FEM;SG
côte	litoral	côte	litoral	N;FEM;SG	N;MASC;SG
étape	etapa	étape	etapa	N;FEM;SG	N;FEM;SG
étape	escenari	étape	escenari	N;FEM;SG	N;MASC;SG
combat	batalla	combat	batalla	N;MASC;SG	N;FEM;SG
footballeur	futbolista	footballeur	futbolista	N;MASC;SG	N;SG
forces	forces	force	força	N;FEM;PL	N;FEM;PL
mètres	metres	mètre	metre	N;MASC;PL	N;MASC;PL
mètres	metres	mètre	metre	N;MASC;PL	N;MASC;PL
possède	posseeix	posséder	posseir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
presse	premsa	presse	premsa	N;FEM;SG	N;FEM;SG
académie	academia	académie	academia	N;FEM;SG	N;FEM;SG
académie	acadèmia	académie	acadèmia	N;FEM;SG	N;FEM;SG
tournoi	torneig	tournoi	torneig	N;MASC;SG	N;MASC;SG
épisodes	episodis	épisode	episodi	N;MASC;PL	N;MASC;PL
passage	passatge	passage	passatge	N;MASC;SG	N;MASC;SG
revue	diari	revue	diari	N;FEM;SG	N;MASC;SG
revue	revista	revue	revista	N;FEM;SG	N;FEM;SG
revue	revisió	revue	revisió	N;FEM;SG	N;FEM;SG
présence	assiduïtat	présence	assiduïtat	N;FEM;SG	N;FEM;SG
présence	presència	présence	presència	N;FEM;SG	N;FEM;SG
course	cursa	course	cursa	N;FEM;SG	N;FEM;SG
course	racing	course	racing	N;FEM;SG	N;MASC;SG
ceinture	cinturó	ceinture	cinturó	N;FEM;SG	N;MASC;SG
meilleure	millor	meilleur	millor	ADJ;FEM;SG	ADJ;SG
heures	heures	heure	heure	N;FEM;PL	N;FEM;PL
maître	mestre	maître	mestre	N;MASC;SG	N;MASC;SG
services	serveis	service	servei	N;MASC;PL	N;MASC;PL
single	single	single	single	N;MASC;SG	N;MASC;SG
intérieur	indoor	intérieur	indoor	N;MASC;SG	N;MASC;SG
toutefois	tanmateix	toutefois	tanmateix	ADV	ADV
locales	locals	local	local	ADJ;FEM;PL	ADJ;PL
olympique	olympic	olympique	olympic	ADJ;MASC;SG	ADJ;MASC;SG
olympique	olímpic	olympique	olímpic	ADJ;MASC;SG	ADJ;MASC;SG
subdivision	subdivisió	subdivision	subdivisió	N;FEM;SG	N;FEM;SG
qualité	qualitat	qualité	qualitat	N;FEM;SG	N;FEM;SG
langues	llengües	langue	llengua	N;FEM;PL	N;FEM;PL
langues	idiomes	langue	idioma	N;FEM;PL	N;MASC;PL
propre	propi	propre	propi	ADJ;MASC;SG	ADJ;MASC;SG
chine	xina	chine	xina	N;FEM;SG	N;FEM;SG
politiques	polítiques	politique	polític	ADJ;MASC;PL	ADJ;FEM;PL
patrimoine	patrimoni	patrimoine	patrimoni	N;MASC;SG	N;MASC;SG
évolution	evolució	évolution	evolució	N;FEM;SG	N;FEM;SG
compositeur	compositor	compositeur	compositor	N;MASC;SG	N;MASC;SG
joueurs	jugadors	joueur	jugador	N;MASC;PL	N;MASC;PL
généralement	habitualment	généralement	habitualment	ADV	ADV
généralement	normalment	généralement	normalment	ADV	ADV
généralement	típicament	généralement	típicament	ADV	ADV
généralement	generalment	généralement	generalment	ADV	ADV
amérique	amèrica	amérique	amèrica	ADJ;MASC;SG	ADJ;FEM;SG
amérique	amèrica	amérique	amèrica	ADJ;MASC;SG	ADJ;FEM;SG
mal	malament	mal	malament	ADV	ADV
rock	roca	rock	roca	N;MASC;SG	N;FEM;SG
rock	rock	rock	rock	N;MASC;SG	N;MASC;SG
abbaye	abadia	abbaye	abadir	N;FEM;SG	N;FEM;SG
nuit	nuit	nuit	nuit	N;FEM;SG	N;FEM;SG
principalement	majoritàriament	principalement	majoritàriament	ADV	ADV
principalement	principalment	principalement	principalment	ADV	ADV
principalement	predominantment	principalement	predominantment	ADV	ADV
avaient	havien	avoir	haver	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
clubs	clubs	club	club	N;MASC;PL	N;MASC;PL
générale	general	général	general	ADJ;FEM;SG	ADJ;SG
vitesse	velocitat	vitesse	velocitat	N;FEM;SG	N;FEM;SG
vitesse	velocitat	vitesse	velocitat	N;FEM;SG	N;FEM;SG
scénario	script	scénario	script	N;MASC;SG	N;MASC;SG
scénario	guió	scénario	guió	N;MASC;SG	N;MASC;SG
chemin	camí	chemin	camí	N;MASC;SG	N;MASC;SG
chemin	carretera	chemin	carretera	N;MASC;SG	N;FEM;SG
réalisation	realització	réalisation	realització	N;FEM;SG	N;FEM;SG
réalisation	realització	réalisation	realització	N;FEM;SG	N;FEM;SG
réalisation	concreció	réalisation	concreció	N;FEM;SG	N;FEM;SG
centrale	central	central	central	ADJ;FEM;SG	ADJ;SG
statut	estatut	statut	estatut	N;MASC;SG	N;MASC;SG
groupes	bandes	groupe	banda	N;MASC;PL	N;FEM;PL
groupes	grups	groupe	grup	N;MASC;PL	N;MASC;PL
avis	opinió	avis	opinió	N;MASC;SG	N;FEM;SG
avis	dictamen	avis	dictamen	N;MASC;SG	N;MASC;SG
éléments	elements	élément	element	N;MASC;PL	N;MASC;PL
salle	sala	salle	sala	N;FEM;SG	N;FEM;SG
salle	habitació	salle	habitació	N;FEM;SG	N;FEM;SG
carte	mapa	carte	mapa	N;FEM;SG	N;MASC;SG
sociale	social	social	social	ADJ;FEM;SG	ADJ;SG
valeur	valor	valeur	valor	N;FEM;SG	N;MASC;SG
utilisation	ús	utilisation	ús	N;FEM;SG	N;MASC;SG
utilisation	utilització	utilisation	utilització	N;FEM;SG	N;FEM;SG
utilisation	ús	utilisation	ús	N;FEM;SG	N;MASC;SG
allemande	alemany	allemand	alemany	ADJ;FEM;SG	ADJ;MASC;SG
allemande	alemanda	allemand	alemanda	ADJ;FEM;SG	ADJ;FEM;SG
émission	emissió	émission	emissió	N;FEM;SG	N;FEM;SG
situation	situació	situation	situació	N;FEM;SG	N;FEM;SG
droits	drets	droit	dret	N;MASC;PL	N;MASC;PL
court	curt	court	curt	ADJ;MASC;SG	ADJ;MASC;SG
vallée	vall	vallée	vall	N;FEM;SG	N;FEM;SG
comité	comitè	comité	comitè	N;MASC;SG	N;MASC;SG
rugby	rugbi	rugby	rugbi	N;MASC;SG	N;MASC;SG
occasion	ocasió	occasion	ocasió	N;FEM;SG	N;FEM;SG
nationalité	nacionalitat	nationalité	nacionalitat	N;FEM;SG	N;FEM;SG
nationalité	ciutadania	nationalité	ciutadania	N;FEM;SG	N;FEM;SG
chambre	sala	chambre	sala	N;FEM;SG	N;FEM;SG
chambre	habitació	chambre	habitació	N;FEM;SG	N;FEM;SG
chambre	dormitori	chambre	dormitori	N;FEM;SG	N;MASC;SG
nouveaux	noves	nouveau	nou	ADJ;MASC;PL	ADJ;FEM;PL
glace	gel	glace	gel	N;FEM;SG	N;MASC;SG
originale	original	original	original	ADJ;FEM;SG	ADJ;SG
huit	vuit	huit	vuit	NUM	NUM;PL
assemblée	assemblea	assemblée	assemblea	N;FEM;SG	N;FEM;SG
populaire	popular	populaire	popular	ADJ;MASC;SG	ADJ;SG
critique	crític	critique	crític	ADJ;MASC;SG	ADJ;MASC;SG
critique	crític	critique	crític	ADJ;MASC;SG	ADJ;MASC;SG
publication	publicació	publication	publicació	N;FEM;SG	N;FEM;SG
publication	publicació	publication	publicació	N;FEM;SG	N;FEM;SG
publication	edició	publication	edició	N;FEM;SG	N;FEM;SG
japonais	japonès	japonais	japonès	ADJ;MASC;SG	ADJ;MASC;SG
hôtel	hotel	hôtel	hotel	N;MASC;SG	N;MASC;SG
catholique	catòlic	catholique	catòlic	ADJ;MASC;SG	ADJ;MASC;SG
catholique	catòlica	catholique	catòlic	ADJ;MASC;SG	ADJ;FEM;SG
mission	missió	mission	missió	N;FEM;SG	N;FEM;SG
accord	acord	accord	acord	N;MASC;SG	N;MASC;SG
campagne	campanya	campagne	campanya	N;FEM;SG	N;FEM;SG
rapidement	ràpidament	rapidement	ràpidament	ADV	ADV
traduction	traducció	traduction	traducció	N;FEM;SG	N;FEM;SG
étude	estudi	étude	estudi	N;FEM;SG	N;MASC;SG
programme	programa	programme	programa	N;MASC;SG	N;MASC;SG
programme	programa	programme	programa	N;MASC;SG	N;MASC;SG
importante	important	important	important	ADJ;FEM;SG	ADJ;SG
choix	selecció	choix	selecció	N;MASC;SG	N;FEM;SG
choix	elecció	choix	elecció	N;MASC;SG	N;FEM;SG
enfant	nen	enfant	nen	N;MASC;SG	N;MASC;SG
information	informació	information	informació	N;FEM;SG	N;FEM;SG
contrôle	control	contrôle	control	N;MASC;SG	N;MASC;SG
noms	noms	nom	nom	N;MASC;PL	N;MASC;PL
internet	internet	internet	internet	N;MASC;SG	N;SG
hiver	hivern	hiver	hivern	N;MASC;SG	N;MASC;SG
fondation	fonament	fondation	fonament	N;FEM;SG	N;MASC;SG
fondation	fundació	fondation	fundació	N;FEM;SG	N;FEM;SG
européenne	european	européen	europeun	ADJ;FEM;SG	ADJ;SG
troupes	efectius	troupe	efectiu	N;FEM;PL	N;MASC;PL
troupes	tropes	troupe	tropa	N;FEM;PL	N;FEM;PL
file	cua	file	cua	N;FEM;SG	N;FEM;SG
cœur	nucli	cœur	nucli	N;MASC;SG	N;MASC;SG
îles	illes	île	illa	N;FEM;PL	N;FEM;PL
marine	armada	marine	armat	N;FEM;SG	N;FEM;SG
marine	marine	marine	marine	N;FEM;SG	N;SG
bâtiment	edifici	bâtiment	edifici	N;MASC;SG	N;MASC;SG
bâtiment	edificació	bâtiment	edificació	N;MASC;SG	N;FEM;SG
juste	només	juste	només	ADV	ADV
seine	sena	seine	sena	N;FEM;SG	N;MASC;SG
amour	amor	amour	amor	N;MASC;SG	N;MASC;SG
statistiques	estadístiques	statistique	estadística	N;FEM;PL	N;FEM;PL
science	ciència	science	ciència	N;FEM;SG	N;FEM;SG
personnages	personatges	personnage	personatge	N;MASC;PL	N;MASC;PL
personnages	caràcters	personnage	caràcter	N;MASC;PL	N;MASC;PL
altitude	elevació	altitude	elevació	N;FEM;SG	N;FEM;SG
économique	econòmic	économique	econòmic	ADJ;MASC;SG	ADJ;MASC;SG
économique	econòmica	économique	econòmic	ADJ;MASC;SG	ADJ;FEM;SG
unité	unitat	unité	unitat	N;FEM;SG	N;FEM;SG
particulièrement	particularment	particulièrement	particularment	ADV	ADV
particulièrement	sobretot	particulièrement	sobretot	ADV	ADV
particulièrement	especialment	particulièrement	especialment	ADV	ADV
lignes	files	ligne	fila	N;FEM;PL	N;FEM;PL
lignes	línies	ligne	línia	N;FEM;PL	N;FEM;PL
montre	mostra	montrer	mostrar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
idée	idea	idée	idea	N;FEM;SG	N;FEM;SG
éditeur	editor	éditeur	editor	N;MASC;SG	N;MASC;SG
littérature	literatura	littérature	literatura	N;FEM;SG	N;FEM;SG
attaque	atac	attaque	atac	N;FEM;SG	N;MASC;SG
records	rècords	record	rècord	N;MASC;PL	N;MASC;PL
records	registres	record	registre	N;MASC;PL	N;MASC;PL
principaux	principals	principal	principal	ADJ;MASC;PL	ADJ;PL
sol	sòl	sol	sòl	N;MASC;SG	N;MASC;SG
sol	pis	sol	pis	N;MASC;SG	N;MASC;SG
chaîne	cadena	chaîne	cadena	N;FEM;SG	N;FEM;SG
chaîne	canal	chaîne	canal	N;FEM;SG	N;MASC;SG
chaîne	cadena	chaîne	cadena	N;FEM;SG	N;FEM;SG
actuellement	actualment	actuellement	actualment	ADV	ADV
reçoit	rep	recevoir	rebre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mode	modalitat	mode	modalitat	N;FEM;SG	N;FEM;SG
mode	mode	mode	mode	N;FEM;SG	N;MASC;SG
original	original	original	original	ADJ;MASC;SG	ADJ;SG
espagnol	espanyol	espagnol	espanyol	ADJ;MASC;SG	ADJ;MASC;SG
producteur	productor	producteur	productor	N;MASC;SG	N;MASC;SG
artiste	artista	artiste	artista	N;MASC;SG	N;SG
créer	crear	créer	crear	V;NFIN	V;NFIN
créer	crea	créer	crear	V;NFIN	V;IND;SG;3;PRS;FIN
composition	composició	composition	composició	N;FEM;SG	N;FEM;SG
décide	decideix	décider	decidir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
garde	guàrdia	garde	guàrdia	N;FEM;SG	N;SG
sécurité	seguretat	sécurité	seguretat	N;FEM;SG	N;FEM;SG
sécurité	seguretat	sécurité	seguretat	N;FEM;SG	N;FEM;SG
fédération	federació	fédération	federació	N;FEM;SG	N;FEM;SG
quatrième	quarta	quatrième	quart	ADJ;MASC;SG	ADJ;FEM;SG
police	policia	police	policia	N;FEM;SG	N;SG
bruxelles	brussels	bruxelle	brussel	ADJ;MASC;PL	ADJ;PL
empereur	emperador	empereur	emperador	N;MASC;SG	N;MASC;SG
xxe	vintena	xxe	vintè	ADJ;MASC;SG	ADJ;FEM;SG
infanterie	infanteria	infanterie	infanteria	N;FEM;SG	N;FEM;SG
ministère	ministeri	ministère	ministeri	N;MASC;SG	N;MASC;SG
armes	armes	arme	arma	N;FEM;PL	N;FEM;PL
armes	armes	arme	arma	N;FEM;PL	N;FEM;PL
armes	guns	arme	guns	N;FEM;PL	N;MASC
livres	llibres	livre	llibre	N;MASC;PL	N;MASC;PL
principales	principals	principal	principal	ADJ;FEM;PL	ADJ;PL
personnalités	personalitats	personnalité	personalitat	N;FEM;PL	N;FEM;PL
unique	únic	unique	únic	ADJ;MASC;SG	ADJ;MASC;SG
commission	comissió	commission	comissió	N;FEM;SG	N;FEM;SG
décision	decisió	décision	decisió	N;FEM;SG	N;FEM;SG
actuelle	actual	actuel	actual	ADJ;FEM;SG	ADJ;SG
classique	clàssica	classique	clàssic	ADJ;MASC;SG	ADJ;FEM;SG
classique	clàssic	classique	clàssic	ADJ;MASC;SG	ADJ;MASC;SG
présent	present	présent	present	ADJ;MASC;SG	ADJ;SG
mandat	mandat	mandat	mandat	N;MASC;SG	N;MASC;SG
taux	taxa	taux	taxa	N;MASC;SG	N;FEM;SG
surface	superfície	surface	superfície	N;FEM;SG	N;FEM;SG
architecture	arquitectura	architecture	arquitectura	N;FEM;SG	N;FEM;SG
astéroïde	asteroide	astéroïde	asteroide	N;MASC;SG	N;MASC;SG
transport	transport	transport	transport	N;MASC;SG	N;MASC;SG
transport	transport	transport	transport	N;MASC;SG	N;MASC;SG
sort	encanteri	sort	encanteri	N;MASC;SG	N;MASC;SG
annonce	anunci	annonce	anunci	N;FEM;SG	N;MASC;SG
pièce	moneda	pièce	moneda	N;FEM;SG	N;FEM;SG
pratique	convenient	pratique	convenient	ADJ;FEM;SG	ADJ;SG
pratique	pràctica	pratique	pràctic	ADJ;FEM;SG	ADJ;FEM;SG
