رده	клас	رده	клас	N;SG	N;INAN;NOM;MASC;SG
شامل	включені	شامل	включений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
شدن	становлення	شدن	становлення	N;SG	N;INAN;NOM;NEUT;SG
شدن	отримання	شدن	отримання	N;SG	N;INAN;NOM;NEUT;SG
بهترین	найкраща	به	найкращий	ADJ;RL	ADJ;NOM;RL;FEM;SG
بهترین	найкращі	به	найкращий	ADJ;RL	ADJ;NOM;RL;PL
دولت	стан	دولت	стан	N;SG	N;INAN;NOM;MASC;SG
دولت	держава	دولت	держава	N;SG	N;INAN;NOM;FEM;SG
دولت	правління	دولت	правління	N;SG	N;INAN;NOM;NEUT;SG
دولت	уряд	دولت	уряд	N;SG	N;INAN;NOM;MASC;SG
چپ	ліва	چپ	лівий	N;SG	N;INAN;NOM;FEM;SG
ایتالیا	італієць	ایتالیا	італієць	N;SG	N;ANIM;NOM;MASC;SG
صفحه	сторінку	صفحه	сторінка	N;SG	N;INAN;ACC;FEM;SG
صفحه	сторінка	صفحه	сторінка	N;SG	N;INAN;NOM;FEM;SG
مجلس	парламент	مجلس	парламент	N;SG	N;INAN;NOM;MASC;SG
تحت	під	تحت	під	ADP	ADP;ACC
آغاز	старт	آغاز	старт	N;SG	N;INAN;NOM;MASC;SG
آغاز	початок	آغاز	початок	N;SG	N;INAN;NOM;MASC;SG
آغاز	початок	آغاز	початок	N;SG	N;INAN;NOM;MASC;SG
آغاز	початок	آغاز	початок	N;SG	N;INAN;NOM;MASC;SG
آغاز	запуск	آغاز	запуск	N;SG	N;INAN;NOM;MASC;SG
راه	контур	راه	контура	N;SG	N;INAN;NOM;MASC;SG
راه	шлях	راه	шлях	N;SG	N;INAN;NOM;MASC;SG
راه	спосіб	راه	спосіб	N;SG	N;INAN;NOM;MASC;SG
راه	шлях	راه	шлях	N;SG	N;INAN;NOM;MASC;SG
کشتی	судно	کشتی	судно	N;SG	N;INAN;NOM;NEUT;SG
کشتی	корабель	کشتی	корабель	N;SG	N;INAN;NOM;MASC;SG
کشتی	боротьба	کشتی	боротьба	N;SG	N;INAN;NOM;FEM;SG
کشتی	човен	کشتی	човен	N;SG	N;INAN;NOM;MASC;SG
بودند	були	بود	бути	V;PL;3;PST	V;IPFV;IND;PL;PST;FIN
الگو	взірець	الگو	взірець	N;SG	N;INAN;NOM;MASC;SG
الگو	взірцем	الگو	взірець	N;SG	N;INAN;INS;MASC;SG
الگو	візерунок	الگو	візерунок	N;SG	N;INAN;NOM;MASC;SG
الگو	шаблон	الگو	шаблон	N;SG	N;INAN;NOM;MASC;SG
توجه	увага	توجه	увага	N;SG	N;INAN;NOM;FEM;SG
همه	все	همه	все	PRO	PRO;INAN;NOM;NEUT;SG
همه	всіх	همه	всі	PRO	PRO;ANIM;ACC
همه	всім	همه	всі	PRO	PRO;ANIM;DAT
همه	усім	همه	усе	PRO	PRO;INAN;INS;NEUT;SG
همه	всіх	همه	всі	PRO	PRO;ANIM;ACC
کوچک	малий	کوچک	малий	ADJ	ADJ;NOM;MASC;SG
کوچک	малі	کوچک	малий	ADJ	ADJ;NOM;PL
کوچک	маленькі	کوچک	маленький	ADJ	ADJ;NOM;PL
کوچک	маленька	کوچک	маленький	ADJ	ADJ;NOM;FEM;SG
کوچک	маленький	کوچک	маленький	ADJ	ADJ;NOM;MASC;SG
کوچک	маленькі	کوچک	маленький	ADJ	ADJ;NOM;PL
کوچک	незначна	کوچک	незначний	ADJ	ADJ;NOM;FEM;SG
کوچک	незначний	کوچک	незначний	ADJ	ADJ;NOM;MASC;SG
رسمی	офіційні	رسمی	офіційний	ADJ	ADJ;NOM;PL
رسمی	офіційна	رسمی	офіційний	ADJ	ADJ;NOM;FEM;SG
رسمی	офіційний	رسمی	офіційний	ADJ	ADJ;NOM;MASC;SG
رسمی	офіційне	رسمی	офіційний	ADJ	ADJ;NOM;NEUT;SG
رسمی	формальні	رسمی	формальний	ADJ	ADJ;NOM;PL
رسمی	формальна	رسمی	формальний	ADJ	ADJ;NOM;FEM;SG
اسلام	іслам	اسلام	іслам	N;SG	N;INAN;NOM;MASC;SG
سپتامبر	вересня	سپتامبر	вересень	N;SG	N;INAN;GEN;MASC;SG
سپتامبر	вересень	سپتامبر	вересень	N;SG	N;INAN;NOM;MASC;SG
پرونده	регістр	پرونده	регістр	N;SG	N;INAN;NOM;MASC;SG
پرونده	справа	پرونده	справа	N;SG	N;INAN;NOM;FEM;SG
پرونده	випадок	پرونده	випадок	N;SG	N;INAN;NOM;MASC;SG
پرونده	файл	پرونده	файл	N;SG	N;INAN;NOM;MASC;SG
ماه	місяця	ماه	місяць	N;SG	N;INAN;GEN;MASC;SG
ماه	місяць	ماه	місяць	N;SG	N;INAN;NOM;MASC;SG
ماه	місяця	ماه	місяць	N;SG	N;INAN;GEN;MASC;SG
ماه	місяць	ماه	місяць	N;SG	N;INAN;NOM;MASC;SG
ماه	супутник	ماه	супутник	N;SG	N;INAN;NOM;MASC;SG
اوت	серпня	اوت	серпень	N;SG	N;INAN;GEN;MASC;SG
اوت	серпень	اوت	серпень	N;SG	N;INAN;NOM;MASC;SG
تابستانی	літо	تابستانی	літо	N;SG	N;INAN;NOM;NEUT;SG
چون	адже	چون	адже	CONJ	CONJ
چون	бо	چون	бо	CONJ	CONJ
آوریل	квітень	None	квітень	N;SG	N;INAN;NOM;MASC;SG
آوریل	квітня	None	квітень	N;SG	N;INAN;GEN;MASC;SG
تغییر	зміна	تغییر	зміна	N;SG	N;INAN;NOM;FEM;SG
تغییر	зміна	تغییر	зміна	N;SG	N;INAN;NOM;FEM;SG
تغییر	зміна	تغییر	зміна	N;SG	N;INAN;NOM;FEM;SG
مجموعه	колекція	مجموعه	колекція	N;SG	N;INAN;NOM;FEM;SG
مجموعه	збірка	مجموعه	збірка	N;SG	N;INAN;NOM;FEM;SG
مجموعه	козачка	مجموعه	козачка	N;SG	N;ANIM;NOM;FEM;SG
سیاسی	політичний	سیاسی	політичний	ADJ	ADJ;NOM;MASC;SG
سیاسی	політичне	سیاسی	політичний	ADJ	ADJ;NOM;NEUT;SG
سیاسی	політична	سیاسی	політичний	ADJ	ADJ;NOM;FEM;SG
سیاسی	політичні	سیاسی	політичний	ADJ	ADJ;NOM;PL
شکل	форму	شکل	форма	N;SG	N;INAN;ACC;FEM;SG
شکل	форма	شکل	форма	N;SG	N;INAN;NOM;FEM;SG
شکل	форму	شکل	форма	N;SG	N;INAN;ACC;FEM;SG
شکل	форма	شکل	форма	N;SG	N;INAN;NOM;FEM;SG
شکل	фігура	شکل	фігура	N;SG	N;INAN;NOM;FEM;SG
مارس	березень	مارس	березень	N;SG	N;INAN;NOM;MASC;SG
مارس	березня	مارس	березень	N;SG	N;INAN;GEN;MASC;SG
درخواست	запит	درخواست	запит	N;SG	N;INAN;NOM;MASC;SG
کیلومتر	кілометр	کیلومتر	кілометр	N;SG	N;INAN;NOM;MASC;SG
کیلومتر	кілометр	کیلومتر	кілометр	N;SG	N;INAN;NOM;MASC;SG
جمله	вирок	جمله	вирка	N;SG	N;INAN;NOM;MASC;SG
گردشگری	туризм	گردشگری	туризм	N;SG	N;INAN;NOM;MASC;SG
گردشگری	турист	گردشگری	турист	N;SG	N;ANIM;NOM;MASC;SG
شهری	урбан	شهر	урбан	N;SG	N;ANIM;NOM;MASC;SG
شهری	місто	شهر	місто	N;SG	N;INAN;NOM;NEUT;SG
ممکن	можливе	ممکن	можливий	ADJ	ADJ;NOM;NEUT;SG
ممکن	можлива	ممکن	можливий	ADJ	ADJ;NOM;FEM;SG
لیگ	ліга	لیگ	ліг	N;SG	N;INAN;NOM;FEM;SG
منابع	джерела	منبع	джерело	N;PL	N;INAN;NOM;NEUT;PL
منابع	джерел	منبع	джерело	N;PL	N;INAN;GEN;NEUT;PL
منابع	виконавців	منبع	виконавець	N;PL	N;ANIM;ACC;MASC;PL
منابع	виконавці	منبع	виконавець	N;PL	N;ANIM;NOM;MASC;PL
منابع	ресурси	منبع	ресурс	N;PL	N;INAN;NOM;MASC;PL
شاه	король	شاه	король	N;SG	N;ANIM;NOM;MASC;SG
شاه	цар	شاه	цар	N;SG	N;ANIM;NOM;MASC;SG
شاه	шах	شاه	шах	N;SG	N;ANIM;NOM;MASC;SG
جنوب	південь	جنوب	південь	N;SG	N;INAN;NOM;MASC;SG
طور	гора	طور	гора	N;SG	N;INAN;NOM;FEM;SG
طور	монтування	طور	монтування	N;SG	N;INAN;NOM;NEUT;SG
تشکیل	формування	تشکیل	формування	N;SG	N;INAN;NOM;NEUT;SG
تشکیل	зборі	تشکیل	збір	N;SG	N;INAN;DAT;MASC;SG
فوت	нога	فوت	нога	N;SG	N;INAN;NOM;FEM;SG
فوت	ногою	فوت	нога	N;SG	N;INAN;INS;FEM;SG
فوت	лапка	فوت	лапка	N;SG	N;INAN;NOM;FEM;SG
اکتبر	жовтень	اکتبر	жовтень	N;SG	N;INAN;NOM;MASC;SG
اکتبر	жовтня	اکتبر	жовтень	N;SG	N;INAN;GEN;MASC;SG
ژوئن	червня	None	червень	N;SG	N;INAN;GEN;MASC;SG
ژوئن	червень	None	червень	N;SG	N;INAN;NOM;MASC;SG
امکان	можливість	امکان	можливість	N;SG	N;INAN;NOM;FEM;SG
نویسندگان	авторів	نویسنده	автор	N;PL	N;ANIM;NOM;MASC;PL
نویسندگان	автори	نویسنده	автор	N;PL	N;ANIM;NOM;MASC;PL
سر	голова	سر	голова	N;SG	N;ANIM;NOM;FEM;SG
سر	голівка	سر	голівка	N;SG	N;INAN;NOM;FEM;SG
حزب	вечірка	حزب	вечірка	N;SG	N;INAN;NOM;FEM;SG
حزب	партії	حزب	партія	N;SG	N;INAN;GEN;FEM;SG
حزب	партія	حزب	партія	N;SG	N;INAN;NOM;FEM;SG
فرهنگ	культура	فرهنگ	культура	N;SG	N;INAN;NOM;FEM;SG
برندگان	переможці	برنده	переможець	N;PL	N;ANIM;NOM;MASC;PL
قابل	портативні	قابل	портативний	ADJ	ADJ;NOM;PL
بدون	без	بدون	без	ADP	ADP;GEN
خانه	будинок	خانه	будинок	N;SG	N;INAN;NOM;MASC;SG
خانه	дім	خانه	дім	N;SG	N;INAN;NOM;MASC;SG
خانه	домівка	خانه	домівка	N;SG	N;INAN;NOM;FEM;SG
دسامبر	грудень	دسامبر	грудень	N;SG	N;INAN;NOM;MASC;SG
دسامبر	грудня	دسامبر	грудень	N;SG	N;INAN;GEN;MASC;SG
موارد	елементів	مورد	елемент	N;PL	N;INAN;GEN;MASC;PL
موارد	пункти	مورد	пункт	N;PL	N;INAN;NOM;MASC;PL
موارد	елементи	مورد	елемент	N;PL	N;INAN;NOM;MASC;PL
موارد	випадках	مورد	випадок	N;PL	N;INAN;ESS;MASC;PL
موارد	випадки	مورد	випадок	N;PL	N;INAN;NOM;MASC;PL
موارد	випадків	مورد	випадок	N;PL	N;INAN;GEN;MASC;PL
آلبوم	альбому	آلبوم	альбий	N;SG	N;INAN;GEN;MASC;SG
آلبوم	альбом	آلبوم	альбом	N;SG	N;INAN;NOM;MASC;SG
آزاد	вільна	آزاد	вільний	ADJ	ADJ;NOM;FEM;SG
آزاد	безкоштовне	آزاد	безкоштовний	ADJ	ADJ;NOM;NEUT;SG
آزاد	вільний	آزاد	вільний	ADJ	ADJ;NOM;MASC;SG
چاپ	друк	چاپ	друк	N;SG	N;INAN;NOM;MASC;SG
چاپ	друку	چاپ	друк	N;SG	N;INAN;GEN;MASC;SG
چاپ	друк	چاپ	друк	N;SG	N;INAN;NOM;MASC;SG
علمی	наука	علمی	наука	N;SG	N;INAN;NOM;FEM;SG
نوامبر	листопаді	نوامبر	листопад	N;SG	N;INAN;NOM;MASC;SG
نوامبر	листопад	نوامبر	листопад	N;SG	N;INAN;NOM;MASC;SG
نوامبر	листопада	نوامبر	листопад	N;SG	N;INAN;GEN;MASC;SG
شمال	північ	شمال	північ	N;SG	N;INAN;NOM;FEM;SG
پایان	кінець	پایان	кінець	N;SG	N;INAN;NOM;MASC;SG
پایان	закінчення	پایان	закінчення	N;SG	N;INAN;NOM;NEUT;SG
پایان	кінець	پایان	кінець	N;SG	N;INAN;NOM;MASC;SG
علوم	науки	علم	наука	N;PL	N;INAN;NOM;FEM;PL
علوم	наук	علم	наука	N;PL	N;INAN;GEN;FEM;PL
قرن	ст	قرن	ст.	N;SG	N;INAN;NOM;NEUT;SG
قرن	століття	قرن	століття	N;SG	N;INAN;NOM;NEUT;SG
بازیگر	актриса	بازیگر	актриса	N;SG	N;ANIM;NOM;FEM;SG
بازیگر	акторка	بازیگر	акторка	N;SG	N;ANIM;NOM;FEM;SG
بازیگر	актор	بازیگر	актор	N;SG	N;ANIM;NOM;MASC;SG
صنایع	галузі	صنعت	галузь	N;PL	N;INAN;NOM;FEM;PL
صنایع	індустрії	صنعت	індустрія	N;PL	N;INAN;NOM;FEM;PL
صنایع	галузі	صنعت	галузь	N;PL	N;INAN;NOM;FEM;PL
گونه	виді	گونه	вид	N;SG	N;INAN;DAT;MASC;SG
گونه	вид	گونه	вид	N;SG	N;INAN;NOM;MASC;SG
اسپانیا	іспанію	اسپانیا	іспанія	N;SG	N;INAN;ACC;FEM;SG
اسپانیا	іспанія	اسپانیا	іспанія	N;SG	N;INAN;NOM;FEM;SG
زمین	землею	زمین	земля	N;SG	N;INAN;INS;FEM;SG
زمین	земля	زمین	земля	N;SG	N;INAN;NOM;FEM;SG
رئیس	начальник	رئیس	начальник	N;SG	N;ANIM;NOM;MASC;SG
رئیس	бос	رئیس	бос	N;SG	N;ANIM;NOM;MASC;SG
برزیل	бразилія	برزیل	бразилія	N;SG	N;INAN;NOM;FEM;SG
سبک	світлі	سبک	світло	N;SG	N;INAN;NOM;NEUT;SG
سبک	світло	سبک	світло	N;SG	N;INAN;NOM;NEUT;SG
سبک	стиль	سبک	стиль	N;SG	N;INAN;NOM;MASC;SG
بالا	згори	بالا	згори	ADV;ESS	ADV
بالا	зверху	بالا	зверху	ADV;ESS	ADV
جدید	нові	جدید	новий	ADJ	ADJ;NOM;PL
جدید	нове	جدید	новий	ADJ	ADJ;NOM;NEUT;SG
جدید	нова	جدید	новий	ADJ	ADJ;NOM;FEM;SG
جدید	новий	جدید	новий	ADJ	ADJ;NOM;MASC;SG
تصویر	зображення	تصویر	зображення	N;SG	N;INAN;NOM;NEUT;SG
حضور	приїзд	حضور	приїзд	N;SG	N;INAN;NOM;MASC;SG
حضور	присутність	حضور	присутність	N;SG	N;INAN;NOM;FEM;SG
عضو	член	عضو	член	N;SG	N;ANIM;NOM;MASC;SG
عضو	учасник	عضو	учасник	N;SG	N;ANIM;NOM;MASC;SG
عضو	учасника	عضو	учасник	N;SG	N;ANIM;ACC;MASC;SG
عضو	члена	عضو	член	N;SG	N;ANIM;ACC;MASC;SG
عضو	пожертва	عضو	пожертва	N;SG	N;INAN;NOM;FEM;SG
عضو	пожертву	عضو	пожертва	N;SG	N;INAN;ACC;FEM;SG
میراث	спадок	میراث	спадок	N;SG	N;INAN;NOM;MASC;SG
میراث	спадщина	میراث	спадщина	N;SG	N;INAN;NOM;FEM;SG
زنان	жінок	زن	жінка	N;PL	N;ANIM;ACC;FEM;PL
زنان	жінки	زن	жінка	N;PL	N;ANIM;NOM;FEM;PL
جای	місце	جا	місце	N;SG	N;INAN;NOM;NEUT;SG
چین	чин	چین	чина	N;SG	N;INAN;NOM;MASC;SG
چین	підборіддя	چین	підборіддя	N;SG	N;INAN;NOM;NEUT;SG
سیستم	система	سیستم	система	N;SG	N;INAN;NOM;FEM;SG
ظاهر	вигляд	ظاهر	вигляд	N;SG	N;INAN;NOM;MASC;SG
درجه	класі	درجه	клас	N;SG	N;INAN;DAT;MASC;SG
درجه	звання	درجه	звання	N;SG	N;INAN;NOM;NEUT;SG
درجه	градус	درجه	градус	N;SG	N;INAN;NOM;MASC;SG
درجه	ступінь	درجه	ступінь	N;SG	N;INAN;NOM;MASC;SG
انتخاب	вибір	انتخاب	вибір	N;SG	N;INAN;NOM;MASC;SG
انتخاب	вибір	انتخاب	вибір	N;SG	N;INAN;NOM;MASC;SG
موجود	доступні	موجود	доступний	ADJ	ADJ;NOM;PL
موجود	доступний	موجود	доступний	ADJ	ADJ;NOM;MASC;SG
موجود	наявні	موجود	наявний	ADJ	ADJ;NOM;PL
موجود	наявний	موجود	наявний	ADJ	ADJ;NOM;MASC;SG
موجود	існуюче	موجود	існуюче	ADJ	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
موجود	існуючий	موجود	існуючий	ADJ	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
موجود	існуючі	موجود	існуюча	ADJ	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT
موجود	існуючу	موجود	існуюча	ADJ	ADJ;IPFV;ACC;FEM;SG;PRS;V.PTCP;ACT
دستی	підручник	دست	підручник	N;SG	N;INAN;NOM;MASC;SG
فقط	щойно	فقط	щойно	ADV	ADV
اعلام	декларація	اعلام	декларація	N;SG	N;INAN;NOM;FEM;SG
اعلام	оголошення	اعلام	оголошення	N;SG	N;INAN;NOM;NEUT;SG
اعضای	учасники	عضو	учасник	N;PL	N;ANIM;NOM;MASC;PL
اعضای	члени	عضو	член	N;PL	N;ANIM;NOM;MASC;PL
تلفن	телефон	تلفن	телефон	N;SG	N;INAN;NOM;MASC;SG
تلفن	телефон	تلفن	телефон	N;SG	N;INAN;NOM;MASC;SG
تلفن	телефоном	تلفن	телефон	N;SG	N;INAN;INS;MASC;SG
داستان	історія	داستان	історія	N;SG	N;INAN;NOM;FEM;SG
داستان	сюжет	داستان	сюжет	N;SG	N;INAN;NOM;MASC;SG
داستان	розповідь	داستان	розповідь	N;SG	N;INAN;NOM;FEM;SG
داستان	публікація	داستان	публікація	N;SG	N;INAN;NOM;FEM;SG
سوم	третій	سوم	третій	ADJ	ADJ;NOM;MASC;SG
سوم	третя	سوم	третій	ADJ	ADJ;NOM;FEM;SG
خط	лінія	خط	лінія	N;SG	N;INAN;NOM;FEM;SG
خط	рядок	خط	рядок	N;SG	N;INAN;NOM;MASC;SG
خط	рядка	خط	рядок	N;SG	N;INAN;GEN;MASC;SG
قانون	закон	قانون	закон	N;SG	N;INAN;NOM;MASC;SG
قانون	право	قانون	право	N;SG	N;INAN;NOM;NEUT;SG
قانون	правило	قانون	правило	N;SG	N;INAN;NOM;NEUT;SG
علت	причина	علت	причина	N;SG	N;INAN;NOM;FEM;SG
علت	привід	علت	привід	N;SG	N;INAN;NOM;MASC;SG
علت	причина	علت	причина	N;SG	N;INAN;NOM;FEM;SG
علت	причиною	علت	причина	N;SG	N;INAN;INS;FEM;SG
مهم	важлива	مهم	важливий	ADJ	ADJ;NOM;FEM;SG
مهم	важливі	مهم	важливий	ADJ	ADJ;NOM;PL
مهم	важливий	مهم	важливий	ADJ	ADJ;NOM;MASC;SG
مهم	важливе	مهم	важливий	ADJ	ADJ;NOM;NEUT;SG
منبع	джерело	منبع	джерело	N;SG	N;INAN;NOM;NEUT;SG
منبع	виконавця	منبع	виконавець	N;SG	N;ANIM;ACC;MASC;SG
منبع	ресурсу	منبع	ресурс	N;SG	N;INAN;GEN;MASC;SG
منبع	ресурс	منبع	ресурс	N;SG	N;INAN;NOM;MASC;SG
منبع	виконавець	منبع	виконавець	N;SG	N;ANIM;NOM;MASC;SG
کمک	допомога	کمک	допомога	N;SG	N;INAN;NOM;FEM;SG
کمک	довідка	کمک	довідка	N;SG	N;INAN;NOM;FEM;SG
کمک	допомогу	کمک	допомога	N;SG	N;INAN;ACC;FEM;SG
هوایی	повітряна	هوایی	повітряний	ADJ	ADJ;NOM;FEM;SG
هوایی	повітряна	هوایی	повітряний	ADJ	ADJ;NOM;FEM;SG
نمایش	шоу	نمایش	шоу	N;SG	N;INAN;NOM;NEUT;SG
ناحیه	ділянку	ناحیه	ділянка	N;SG	N;INAN;ACC;FEM;SG
ناحیه	регіон	ناحیه	регіон	N;SG	N;INAN;NOM;MASC;SG
ناحیه	улус	ناحیه	улус	N;SG	N;INAN;NOM;MASC;SG
ناحیه	округ	ناحیه	округ	N;SG	N;INAN;NOM;MASC;SG
ناحیه	район	ناحیه	район	N;SG	N;INAN;NOM;MASC;SG
ناحیه	область	ناحیه	область	N;SG	N;INAN;NOM;FEM;SG
ناحیه	ділянка	ناحیه	ділянка	N;SG	N;INAN;NOM;FEM;SG
ناحیه	площа	ناحیه	площа	N;SG	N;INAN;NOM;FEM;SG
ناحیه	місцевість	ناحیه	місцевість	N;SG	N;INAN;NOM;FEM;SG
طراحی	проектування	طراحی	проектування	N;SG	N;INAN;NOM;NEUT;SG
طراحی	дизайн	طراحی	дизайн	N;SG	N;INAN;NOM;MASC;SG
طراحی	розробка	طراحی	розробка	N;SG	N;INAN;NOM;FEM;SG
طراحی	розробка	طراحی	розробка	N;SG	N;INAN;NOM;FEM;SG
آموزش	тренування	آموزش	тренування	N;SG	N;INAN;NOM;NEUT;SG
آموزش	тренінг	آموزش	тренінг	N;SG	N;INAN;NOM;MASC;SG
آموزش	освіта	آموزش	освіта	N;SG	N;INAN;NOM;FEM;SG
قلعه	замок	قلعه	замка	N;SG	N;INAN;NOM;MASC;SG
