anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
graafinen	grafisch	graafinen	grafisch	ADJ;NOM;SG	ADJ
graafinen	grafische	graafinen	grafisch	ADJ;NOM;SG	ADJ
applen	appel	appli	appel	N;GEN;SG	N;MASC+FEM;SG
applen	apple	appli	apple	N;GEN;SG	N;MASC+FEM;SG
iloinen	vrolijk	iloinen	vrolijk	ADJ;NOM;SG	ADJ
iloinen	vrolijke	iloinen	vrolijk	ADJ;NOM;SG	ADJ
iloinen	blij	iloinen	blij	ADJ;NOM;SG	ADJ
iloinen	vrolijk	iloinen	vrolijk	ADJ;NOM;SG	ADJ
iloinen	blij	iloinen	blij	ADJ;NOM;SG	ADJ
iloinen	tevreden	iloinen	tevreden	ADJ;NOM;SG	ADJ
iloinen	gelukkig	iloinen	gelukkig	ADJ;NOM;SG	ADJ
matematiikka	wiskunde	matematiikka	wiskunde	N;NOM;SG	N;MASC+FEM;SG
matematiikka	wiskunde	matematiikka	wiskunde	N;NOM;SG	N;MASC+FEM;SG
matematiikka	wiskunde	matematiikka	wiskunde	N;NOM;SG	N;MASC+FEM;SG
konsensus	consensus	konsensus	consensus	N;NOM;SG	N;MASC+FEM;SG
näyttelyssä	tentoonstelling	näyttely	tentoonstelling	N;IN+ESS;SG	N;MASC+FEM;SG
näyttelyssä	expositie	näyttely	expositie	N;IN+ESS;SG	N;MASC+FEM;SG
kasvatus	opvoeding	kasvatus	opvoeding	N;NOM;SG	N;MASC+FEM;SG
kasvatus	opvoeding	kasvatus	opvoeding	N;NOM;SG	N;MASC+FEM;SG
kasvatus	ouderschap	kasvatus	ouderschap	N;NOM;SG	N;NEUT;SG
kasvatus	foster	kasvatus	foster	N;NOM;SG	N;MASC+FEM;SG
kasvatus	pleegkind	kasvatus	pleegkind	N;NOM;SG	N;NEUT;SG
kasvatus	pleeggezin	kasvatus	pleeggezin	N;NOM;SG	N;NEUT;SG
kasvatus	fokkerij	kasvatus	fokkerij	N;NOM;SG	N;MASC+FEM;SG
kasvatus	fok	kasvatus	fok	N;NOM;SG	N;MASC+FEM;SG
kasvatus	opvoeding	kasvatus	opvoeding	N;NOM;SG	N;MASC+FEM;SG
vuokra	verhuur	vuokra	verhuur	N;NOM;SG	N;MASC+FEM;SG
säilyttämistä	behoud	säilyttäminen	behoud	N;PRT;SG	N;NEUT;SG
rikas	rijk	rikas	rijk	ADJ;NOM;SG	ADJ
mittakaavassa	schaal	mitta#kaava	schaal	N;IN+ESS;SG	N;MASC+FEM;SG
läpimitta	diameter	läpi#mitta	diameter	N;NOM;SG	N;MASC+FEM;SG
läpimitta	diagonaal	läpi#mitta	diagonaal	N;NOM;SG	N;MASC+FEM;SG
valvonta	controle	valvonta	controle	N;NOM;SG	N;MASC+FEM;SG
valvonta	monitoring	valvonta	monitoring	N;NOM;SG	N;MASC+FEM;SG
valvonta	toezicht	valvonta	toezicht	N;NOM;SG	N;NEUT;SG
valvonta	toezicht	valvonta	toezicht	N;NOM;SG	N;NEUT;SG
valvonta	bewaking	valvonta	bewaking	N;NOM;SG	N;MASC+FEM;SG
valvonta	supervisie	valvonta	supervisie	N;NOM;SG	N;MASC+FEM;SG
valvonta	toezicht	valvonta	toezicht	N;NOM;SG	N;NEUT;SG
painava	zwaar	painava	zwaar	ADJ;NOM;SG	ADJ
painava	zware	painava	zwaar	ADJ;NOM;SG	ADJ
painava	heftig	painava	heftig	ADJ;NOM;SG	ADJ
taisto	battle	taisto	battle	N;NOM;SG	N;MASC+FEM;SG
taisto	slag	taisto	slag	N;NOM;SG	N;MASC+FEM;SG
taisto	strijd	taisto	strijd	N;NOM;SG	N;MASC+FEM;SG
taisto	gevecht	taisto	gevecht	N;NOM;SG	N;NEUT;SG
taisto	veldslag	taisto	veldslag	N;NOM;SG	N;MASC+FEM;SG
tuhoutunut	vernietigd	tuhoutua	vernietigen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
tuhoutunut	vernietigde	tuhoutua	vernietigen	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
tuhoutunut	vernield	tuhoutua	vernielen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
tuhoutunut	verwoest	tuhoutua	verwoesten	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
eesti	eesti	eesti	eesti	N;NOM;SG	N;MASC+FEM;SG
suositeltu	aanbevolen	suositella	aanbevelen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suositeltu	aangeraden	suositella	aanraden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suositeltu	uitgelicht	suositella	uitlichten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suositeltu	uitgelichte	suositella	uitlichten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suositeltu	aanbevolen	suositella	aanbevelen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osastolla	ward	osasto	warden	N;AT+ESS
;SG	N;MASC+FEM;SG
perinteitä	tradities	perinne	traditie	N;PRT;PL	N;PL
perinteitä	tradities	perinne	traditie	N;PRT;PL	N;PL
nopeampi	sneller	nopea	snel	ADJ;NOM;CMPR;SG	ADJ;CMPR
nopeampi	vlugger	nopea	vlug	ADJ;NOM;CMPR;SG	ADJ;CMPR
nopeampi	sneller	nopea	snel	ADJ;NOM;CMPR;SG	ADJ;CMPR
nopeampi	snellere	nopea	snel	ADJ;NOM;CMPR;SG	ADJ;CMPR
nopeampi	vlugger	nopea	vlug	ADJ;NOM;CMPR;SG	ADJ;CMPR
nero	genie	nero	genie	N;NOM;SG	N;NEUT;SG
nero	genius	nero	genius	N;NOM;SG	N;MASC+FEM;SG
nero	nero	nero	nero	N;NOM;SG	N;MASC+FEM;SG
patricia	patricia	patrici	patricia	N;NOM;SG	N;MASC+FEM;SG
löydä	vinden	löydä	vinden	V;IMP;SG;2;FIN;ACT	V;NFIN
löydä	vind	löydä	vinden	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
löydä	ontdek	löydä	ontdek	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
löydä	ontdekken	löydä	ontdekken	V;IMP;SG;2;FIN;ACT	V;NFIN
gustafsson	gustafsson	gustafsson	gustafsson	N;NOM;SG	N;MASC+FEM;SG
tintti	kuifje	tintti	kuifje	N;NOM;SG	N;NEUT;SG
luontoa	natuur	luonto	natuur	N;PRT;SG	N;MASC+FEM;SG
perhonen	vlinder	perhonen	vlinder	N;NOM;SG	N;MASC+FEM;SG
muuttavat	migreren	muuttaa	migreren	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
yhdisteet	verbindingen	yhdiste	verbinding	N;NOM;PL	N;PL
viiva	dash	viiva	dash	N;NOM;SG	N;MASC+FEM;SG
viiva	line	viiva	lin	N;NOM;SG	N;MASC+FEM;SG
viiva	lijn	viiva	lijn	N;NOM;SG	N;MASC+FEM;SG
uudistus	hervorming	uudistus	hervorming	N;NOM;SG	N;MASC+FEM;SG
yhdistäminen	aggregatie	yhdistäminen	aggregatie	N;NOM;SG	N;MASC+FEM;SG
yhdistäminen	samenvoeging	yhdistäminen	samenvoeging	N;NOM;SG	N;MASC+FEM;SG
yhdistäminen	samenvoeging	yhdistäminen	samenvoeging	N;NOM;SG	N;MASC+FEM;SG
yhdistäminen	samenvoeging	yhdistäminen	samenvoeging	N;NOM;SG	N;MASC+FEM;SG
vieraita	vreemdelingen	vieras	vreemdeling	N;PRT;PL	N;PL
vieraita	bezoekers	vieras	bezoeker	N;PRT;PL	N;PL
vieraita	gasten	vieras	gast	N;PRT;PL	N;PL
manga	manga	manga	manga	N;NOM;SG	N;MASC+FEM;SG
varattiin	geboekt	varata	boeken	V;IND;PST;FIN;PASS	V;V.PTCP
tietoinen	bewust	tietoinen	bewust	ADJ;NOM;SG	ADJ
tietoinen	bewuste	tietoinen	bewust	ADJ;NOM;SG	ADJ
tietoinen	bewust	tietoinen	bewust	ADJ;NOM;SG	ADJ
kulttuurien	cultures	kulttuuri	culture	N;GEN;PL	N;PL
kulttuurien	culturen	kulttuuri	cultuur	N;GEN;PL	N;PL
debyytti	debuut	debyyttää	debuut	N;NOM;SG	N;NEUT;SG
raskaansarjan	zwaargewicht	raskaan#sarja	zwaargewicht	N;GEN;SG	N;MASC+FEM;SG
lausutaan	uitgesproken	lausua	uitspreken	V;IND;PRS;FIN;PASS	V;V.PTCP
toimitus	verzending	toimitus	verzending	N;NOM;SG	N;MASC+FEM;SG
toimitus	scheepvaart	toimitus	scheepvaart	N;NOM;SG	N;MASC+FEM;SG
toimitus	bezorging	toimitus	bezorging	N;NOM;SG	N;MASC+FEM;SG
toimitus	oplevering	toimitus	oplevering	N;NOM;SG	N;MASC+FEM;SG
toimitus	levering	toimitus	levering	N;NOM;SG	N;MASC+FEM;SG
vika	defect	vika	defect	N;NOM;SG	N;NEUT;SG
vika	insect	vika	insect	N;NOM;SG	N;NEUT;SG
vika	bug	vika	bug	N;NOM;SG	N;MASC+FEM;SG
wrc	wrc	wrc	wrc	N;NOM;SG	N;MASC+FEM;SG
perusteltu	gerechtvaardigd	perustella	echtvaardigen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
ilmiötä	fenomeen	ilmiö	fenomeen	N;PRT;SG	N;NEUT;SG
ilmiötä	fenomeen	ilmiö	fenomeen	N;PRT;SG	N;NEUT;SG
ilmiötä	verschijnsel	ilmiö	verschijnsel	N;PRT;SG	N;NEUT;SG
draama	drama	draama	drama	N;NOM;SG	N;NEUT;SG
etniset	etnisch	etninen	etnisch	ADJ;NOM;PL	ADJ
chl	chl	chl	chl	N;NOM;SG	N;MASC+FEM;SG
kaasun	gas	kaasu	gas	N;GEN;SG	N;NEUT;SG
journalisti	journaliste	journalisti	journalist	N;NOM;SG	N;MASC+FEM;SG
journalisti	journalist	journalisti	journalist	N;NOM;SG	N;MASC+FEM;SG
marin	marin	mari	marin	N;NOM;SG	N;MASC+FEM;SG
rahoitusta	financiering	rahoitus	financiering	N;PRT;SG	N;MASC+FEM;SG
rahoitusta	financiering	rahoitus	financiering	N;PRT;SG	N;MASC+FEM;SG
kaipaa	mist	kaivata	missen	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
aktivisti	activist	aktivisti	activist	N;NOM;SG	N;MASC+FEM;SG
vision	visioen	visio	visioen	N;GEN;SG	N;NEUT;SG
vision	visie	visio	visie	N;GEN;SG	N;MASC+FEM;SG
vision	vision	visio	vision	N;GEN;SG	N;MASC+FEM;SG
vision	zicht	visio	zicht	N;GEN;SG	N;NEUT;SG
haku	zoektocht	haku	zoektocht	N;NOM;SG	N;MASC+FEM;SG
haku	zoekopdracht	haku	zoekopdracht	N;NOM;SG	N;MASC+FEM;SG
myrskyn	noodweer	myrsky	noodweer	N;GEN;SG	N;NEUT;SG
myrskyn	onweer	myrsky	onweer	N;GEN;SG	N;NEUT;SG
myrskyn	storm	myrsky	storm	N;GEN;SG	N;MASC+FEM;SG
pimeä	duister	pimeä	duister	ADJ;NOM;SG	ADJ
pimeä	donker	pimeä	donker	ADJ;NOM;SG	ADJ
pimeä	donkere	pimeä	donker	ADJ;NOM;SG	ADJ
väitteitä	beschuldigingen	väite	beschuldiging	N;PRT;PL	N;PL
väitteitä	aantijgingen	väite	aantijging	N;PRT;PL	N;PL
väitteitä	beweringen	väite	bewering	N;PRT;PL	N;PL
käännöksiä	vertalingen	käännös	vertaling	N;PRT;PL	N;PL
dell	dell	dell	dell	N;NOM;SG	N;MASC+FEM;SG
iskujen	aanslagen	isku	aanslaan	N;GEN;PL	N;PL
iskujen	aanvallen	isku	aanval	N;GEN;PL	N;PL
robertson	robertson	robertson	robertson	N;NOM;SG	N;MASC+FEM;SG
ram	ram	ram	ram	N;NOM;SG	N;MASC+FEM;SG
anatoli	anatoly	anatoli	anatoly	N;NOM;SG	N;MASC+FEM;SG
avain	key	avain	key	N;NOM;SG	N;MASC+FEM;SG
avain	sleutel	avain	sleutel	N;NOM;SG	N;MASC+FEM;SG
avain	toets	avain	toets	N;NOM;SG	N;MASC+FEM;SG
tuomarina	rechter	tuomari	rechter	N;FRML;SG	N;MASC+FEM;SG
tuomarina	judge	tuomari	judg	N;FRML;SG	N;MASC+FEM;SG
pohjaa	bodem	pohja	bodem	N;PRT;SG	N;MASC+FEM;SG
pohjaa	onderkant	pohja	onderkant	N;PRT;SG	N;MASC+FEM;SG
pohjaa	bottom	pohja	bottom	N;PRT;SG	N;MASC+FEM;SG
christine	christine	christine	christine	N;NOM;SG	N;MASC+FEM;SG
veljet	brothers	veli	brother	N;NOM;PL	N;PL
veljet	broeders	veli	broeder	N;NOM;PL	N;PL
veljet	broertjes	veli	broer	N;NOM;PL	N;PL
veljet	gebroeders	veli	gebroeder	N;NOM;PL	N;PL
veljet	broers	veli	broer	N;NOM;PL	N;PL
kutsun	uitnodiging	kutsu	uitnodiging	N;GEN;SG	N;MASC+FEM;SG
piirtää	tekenen	piirtää	tekenen	V;IND;SG;FIN;ACT	V;NFIN
piirtää	trekken	piirtää	trekken	V;IND;SG;FIN;ACT	V;NFIN
piirtää	tekent	piirtää	tekenen	V;IND;SG;FIN;ACT	V;SG;PRS;FIN
piirtää	trekt	piirtää	trekken	V;IND;SG;FIN;ACT	V;SG;PRS;FIN
piirtää	tekenen	piirtää	tekenen	V;IND;SG;FIN;ACT	V;NFIN
rikollinen	misdadig	rikollinen	misdadig	ADJ;NOM;SG	ADJ
studion	atelier	studio	atelier	N;GEN;SG	N;NEUT;SG
studion	studio	studio	studio	N;GEN;SG	N;MASC+FEM;SG
kirjastossa	bibliotheek	kirjasto	bibliotheek	N;IN+ESS;SG	N;MASC+FEM;SG
kirkkaus	helderheid	kirkkaus	helderheid	N;NOM;SG	N;MASC+FEM;SG
aito	echte	aito	echt	ADJ;NOM;SG	ADJ
aito	echt	aito	echt	ADJ;NOM;SG	ADJ
aito	reëel	aito	reëel	ADJ;NOM;SG	ADJ
aito	authentiek	aito	authentiek	ADJ;NOM;SG	ADJ
aito	authentieke	aito	authentiek	ADJ;NOM;SG	ADJ
aito	legaal	aito	legaal	ADJ;NOM;SG	ADJ
aito	legitiem	aito	legitiem	ADJ;NOM;SG	ADJ
muuri	prikbord	muuri	prikbord	N;NOM;SG	N;NEUT;SG
muuri	wand	muuri	wand	N;NOM;SG	N;MASC+FEM;SG
muuri	muur	muuri	muur	N;NOM;SG	N;MASC+FEM;SG
moldovan	moldavië	moldova	moldavië	N;GEN;SG	N;NEUT;SG
tang	tang	tang	tang	N;NOM;SG	N;MASC+FEM;SG
lisääntynyt	toegenomen	lisääntyä	toenemen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
lisääntynyt	verhoogd	lisääntyä	verhogen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
lisääntynyt	verhoogde	lisääntyä	verhogen	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
munat	eieren	muna	ei	N;NOM;PL	N;PL
munat	eitjes	muna	eit	N;NOM;PL	N;PL
munat	ballen	muna	bal	N;NOM;PL	N;PL
munat	balletjes	muna	bal	N;NOM;PL	N;PL
munat	eieren	muna	ei	N;NOM;PL	N;PL
tulokas	nieuwkomer	tulokas	nieuwkomer	N;NOM;SG	N;MASC+FEM;SG
tulokas	beginneling	tulokas	beginneling	N;NOM;SG	N;MASC+FEM;SG
tulokas	nieuweling	tulokas	nieuweling	N;NOM;SG	N;MASC+FEM;SG
tulokas	groentje	tulokas	groen	N;NOM;SG	N;NEUT;SG
tulokas	rookie	tulokas	rookie	N;NOM;SG	N;MASC+FEM;SG
tallinnassa	tallinn	tallinta	tallinn	N;IN+ESS;SG	N;NEUT;SG
elli	elli	elli	elli	N;NOM;SG	N;MASC+FEM;SG
elli	helena	elli	helena	N;NOM;SG	N;MASC+FEM;SG
tuomioistuin	hof	tuomio#istuin	hof	N;NOM;SG	N;NEUT;SG
yhtälö	vergelijking	yhtälö	vergelijking	N;NOM;SG	N;MASC+FEM;SG
libanonin	libanon	libanon	libanon	N;GEN;SG	N;NEUT;SG
teot	handelingen	teko	handeling	N;NOM;PL	N;PL
teot	acts	teko	acts	N;NOM;PL	N;PL
teot	aktes	teko	aktes	N;NOM;PL	N;PL
teot	daden	teko	daad	N;NOM;PL	N;PL
nestettä	vloeistof	neste	vloeistof	N;PRT;SG	N;MASC+FEM;SG
nestettä	vloeistof	neste	vloeistof	N;PRT;SG	N;MASC+FEM;SG
päätökset	beslissingen	päätös	beslissing	N;NOM;PL	N;PL
päätökset	besluiten	päätös	besluit	N;NOM;PL	N;PL
päätökset	beschikkingen	päätös	beschikking	N;NOM;PL	N;PL
koiria	honden	koira	hond	N;PRT;PL	N;PL
ranskalaisia	frieten	ranska#lainen	friet	N;PRT;PL	N;PL
riian	riga	riian	riga	N;GEN;SG	N;NEUT;SG
brien	brie	brien	brie	N;NOM;SG	N;MASC+FEM;SG
alueelliset	territoriale	alueellinen	territoriaal	ADJ;NOM;PL	ADJ
alueelliset	territoriaal	alueellinen	territoriaal	ADJ;NOM;PL	ADJ
alueelliset	regionale	alueellinen	regionaal	ADJ;NOM;PL	ADJ
alueelliset	regionaal	alueellinen	regionaal	ADJ;NOM;PL	ADJ
avenue	laan	avetua	laan	N;NOM;SG	N;MASC+FEM;SG
avenue	avenue	avetua	avenue	N;NOM;SG	N;MASC+FEM;SG
yötä	avond	yö	avond	N;PRT;SG	N;MASC+FEM;SG
yötä	nacht	yö	nacht	N;PRT;SG	N;MASC+FEM;SG
yötä	avondje	yö	avond	N;PRT;SG	N;NEUT;SG
suunnitelmia	plannen	suunnitelma	plan	N;PRT;PL	N;PL
polttaa	branden	polttaa	branden	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
polttaa	verbranden	polttaa	verbranden	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
polttaa	verbranden	polttaa	verbranden	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
polttaa	brandend	polttaa	branden	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
polttaa	branden	polttaa	branden	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
polttaa	brandende	polttaa	branden	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
polttaa	roken	polttaa	roken	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
taitoja	vaardigheden	taito	vaardigheid	N;PRT;PL	N;PL
taitoja	skills	taito	skill	N;PRT;PL	N;PL
prikaati	brigade	prikaati	brigade	N;NOM;SG	N;MASC+FEM;SG
vapautuu	vrijgelaten	vapautua	vrijlaten	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vapautuu	vrijgegeven	vapautua	vrijgeven	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vapautuu	uitgebracht	vapautua	uitbrengen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
winston	winston	winston	winston	N;NOM;SG	N;MASC+FEM;SG
liha	vlees	liha	vlees	N;NOM;SG	N;NEUT;SG
liha	vlees	liha	vlees	N;NOM;SG	N;NEUT;SG
rikhard	richard	rikhard	richard	N;NOM;SG	N;MASC+FEM;SG
nesteen	vloeistof	neste	vloeistof	N;GEN;SG	N;MASC+FEM;SG
nesteen	vloeistof	neste	vloeistof	N;GEN;SG	N;MASC+FEM;SG
poikkeus	uitzondering	poikkeus	uitzondering	N;NOM;SG	N;MASC+FEM;SG
poikkeus	vrijstelling	poikkeus	vrijstelling	N;NOM;SG	N;MASC+FEM;SG
poikkeus	ontheffing	poikkeus	ontheffing	N;NOM;SG	N;MASC+FEM;SG
poikkeus	afwijking	poikkeus	afwijking	N;NOM;SG	N;MASC+FEM;SG
demokratia	democratie	demokratia	democratie	N;NOM;SG	N;MASC+FEM;SG
kieltäytyy	weigert	kieltäytyä	weigeren	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
älykäs	slimme	älykäs	slim	ADJ;NOM;SG	ADJ
älykäs	slim	älykäs	slim	ADJ;NOM;SG	ADJ
älykäs	intelligente	älykäs	intelligent	ADJ;NOM;SG	ADJ
älykäs	intelligent	älykäs	intelligent	ADJ;NOM;SG	ADJ
älykäs	slimme	älykäs	slim	ADJ;NOM;SG	ADJ
älykäs	slim	älykäs	slim	ADJ;NOM;SG	ADJ
automaattinen	automatisch	automaattinen	automatisch	ADJ;NOM;SG	ADJ
automaattinen	automatische	automaattinen	automatisch	ADJ;NOM;SG	ADJ
automaattinen	automatisch	automaattinen	automatisch	ADJ;NOM;SG	ADJ
tumman	duister	tumma	duister	ADJ;GEN;SG	ADJ
tumman	donker	tumma	donker	ADJ;GEN;SG	ADJ
tumman	donkere	tumma	donker	ADJ;GEN;SG	ADJ
fleming	fleming	fleming	fleming	N;NOM;SG	N;MASC+FEM;SG
sandra	sandra	sandra	sandra	N;NOM;SG	N;MASC+FEM;SG
rakennelmat	constructies	rakennelma	constructie	N;NOM;PL	N;PL
falun	falun	falu	falun	N;NOM;SG	N;MASC+FEM;SG
etninen	etnisch	etninen	etnisch	ADJ;NOM;SG	ADJ
hypännyt	gesprongen	hypätä	springen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
hypännyt	sprong	hypätä	springen	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
halu	begeerte	halu	begeerte	N;NOM;SG	N;MASC+FEM;SG
halu	verlangen	halu	verlangen	N;NOM;SG	N;NEUT;SG
tanssia	dansen	tanssia	dansen	V;SG;NFIN;ACT	V;NFIN
tanssia	dansen	tanssia	dansen	V;SG;NFIN;ACT	V;NFIN
diesel	dieselolie	diesel	dieselolie	N;NOM;SG	N;MASC+FEM;SG
diesel	diesel	diesel	diesel	N;NOM;SG	N;MASC+FEM;SG
lehdistö	pers	lehdistö	pers	N;NOM;SG	N;MASC+FEM;SG
työttömyys	werkloosheid	työttömyys	werkloosheid	N;NOM;SG	N;MASC+FEM;SG
koulut	scholen	koulu	school	N;NOM;PL	N;PL
äänesti	gestemd	äänestää	stemmen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
äänesti	stemde	äänestää	stemmen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
clinton	clinton	clinton	clinton	N;NOM;SG	N;MASC+FEM;SG
sodankäynnin	oorlogsvoering	sodan#käynti	oorlogsvoering	N;GEN;SG	N;MASC+FEM;SG
sodankäynnin	oorlogvoering	sodan#käynti	oorlogvoering	N;GEN;SG	N;MASC+FEM;SG
matkoja	trips	matka	trips	N;PRT;PL	N;PL
islanti	ijsland	islanti	ijsland	N;NOM;SG	N;NEUT;SG
toteutus	uitvoering	toteutus	uitvoering	N;NOM;SG	N;MASC+FEM;SG
toteutus	tenuitvoerlegging	toteutus	tenuitvoerlegging	N;NOM;SG	N;MASC+FEM;SG
toteutus	implementatie	toteutus	implementatie	N;NOM;SG	N;MASC+FEM;SG
toteutus	uitvoering	toteutus	uitvoering	N;NOM;SG	N;MASC+FEM;SG
toteutus	terechtstelling	toteutus	terechtstelling	N;NOM;SG	N;MASC+FEM;SG
toteutus	executie	toteutus	executie	N;NOM;SG	N;MASC+FEM;SG
augusta	augusta	augu	augusta	N;NOM;SG	N;MASC+FEM;SG
marianne	marianne	marianne	marianne	N;NOM;SG	N;MASC+FEM;SG
taistelevat	vechten	taistella	vechten	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
jatkuvaa	constante	jatkuva	constant	ADJ;PRT;SG	ADJ
jatkuvaa	constant	jatkuva	constant	ADJ;PRT;SG	ADJ
jatkuvaa	continue	jatkuva	continue	ADJ;PRT;SG	ADJ
jatkuvaa	continu	jatkuva	continu	ADJ;PRT;SG	ADJ
rengas	ring	rengas	ring	N;NOM;SG	N;MASC+FEM;SG
toteutunut	besefte	toteutua	beseffen	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
toteutunut	gerealiseerde	toteutua	realiseren	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
toteutunut	gerealiseerd	toteutua	realiseren	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
hakee	ophalen	hakea	ophalen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
syn	syn	syn	syn	N;NOM;SG	N;MASC+FEM;SG
hammond	hammond	hammond	hammond	N;NOM;SG	N;MASC+FEM;SG
vaihtoehtoisia	alternatieve	vaihto#ehtoinen	alternatief	ADJ;PRT;PL	ADJ
luokitus	waardering	luokitus	waardering	N;NOM;SG	N;MASC+FEM;SG
luokitus	rating	luokitus	rating	N;NOM;SG	N;MASC+FEM;SG
luokitus	beoordeling	luokitus	beoordeling	N;NOM;SG	N;MASC+FEM;SG
luokitus	indeling	luokitus	indeling	N;NOM;SG	N;MASC+FEM;SG
luokitus	classificatie	luokitus	classificatie	N;NOM;SG	N;MASC+FEM;SG
reuna	rand	reuna	rand	N;NOM;SG	N;MASC+FEM;SG
reuna	edge	reuna	edg	N;NOM;SG	N;MASC+FEM;SG
maakunnat	provincies	maa#kunta	provincie	N;NOM;PL	N;PL
maakunnat	provincies	maa#kunta	provincie	N;NOM;PL	N;PL
hedelmät	vruchten	hedelmä	vrucht	N;NOM;PL	N;PL
hedelmät	vruchten	hedelmä	vrucht	N;NOM;PL	N;PL
säteilyä	straling	säteily	straling	N;PRT;SG	N;MASC+FEM;SG
säteilyä	bestraling	säteily	bestraling	N;PRT;SG	N;MASC+FEM;SG
ikuinen	eeuwige	ikuinen	eeuwig	ADJ;NOM;SG	ADJ
ikuinen	eeuwigdurende	ikuinen	eeuwigdurend	ADJ;NOM;SG	ADJ
ikuinen	eeuwige	ikuinen	eeuwig	ADJ;NOM;SG	ADJ
ikuinen	eeuwig	ikuinen	eeuwig	ADJ;NOM;SG	ADJ
ikuinen	eeuwigdurende	ikuinen	eeuwigdurend	ADJ;NOM;SG	ADJ
opettanut	onderwezen	opettaa	onderwezen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
opettanut	onderwees	opettaa	onderwees	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
lue	lezen	lukea	lezen	V;IMP;SG;2;FIN;ACT	V;NFIN
lue	gelezen	lukea	lezen	V;IMP;SG;2;FIN;ACT	V;V.PTCP
lue	lees	lukea	lezen	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
torino	torino	torino	torino	N;NOM;SG	N;MASC+FEM;SG
torino	turijn	torino	turijn	N;NOM;SG	N;NEUT;SG
ideoita	ideeën	idea	idee	N;PRT;PL	N;PL
ideoita	ideeen	idea	ideeen	N;PRT;PL	N;PL
ideoita	ideetjes	idea	idee	N;PRT;PL	N;PL
juhli	vieren	juhlia	vieren	V;IND;SG;2;PST;FIN;ACT	V;NFIN
juhli	gevierd	juhlia	vieren	V;IND;SG;2;PST;FIN;ACT	V;V.PTCP
juhli	vieren	juhlia	vieren	V;IND;SG;2;PST;FIN;ACT	V;NFIN
torpedo	torpedo	torpedo	torpedo	N;NOM;SG	N;MASC+FEM;SG
palestiinan	palestina	palestiina	palestina	N;GEN;SG	N;NEUT;SG
karsinnat	audities	karsinta	auditie	N;NOM;PL	N;PL
litran	liter	litra	liter	N;GEN;SG	N;MASC+FEM;SG
litran	liter	litra	liter	N;GEN;SG	N;MASC+FEM;SG
laskeutui	geland	laskeutua	landen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
laskeutui	landde	laskeutua	landen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
laskeutui	aangeland	laskeutua	aanlanden	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
laskeutui	aangevoerde	laskeutua	aanvoeren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
askel	step	askel	step	N;NOM;SG	N;MASC+FEM;SG
askel	stap	askel	stap	N;NOM;SG	N;MASC+FEM;SG
askel	stapje	askel	stap	N;NOM;SG	N;NEUT;SG
