que	че	que	че	CONJ	CONJ
política	политика	política	политика	N;FEM;SG	N;INDF;FEM;SG
política	политиката	política	политика	N;FEM;SG	N;DEF;FEM;SG
política	политика	política	политика	N;FEM;SG	N;INDF;FEM;SG
largo	дълъг	largo	дълъг	ADJ;MASC;SG	ADJ;INDF;MASC;SG
hijo	син	hijo	син	N;MASC;SG	N;INDF;MASC;SG
algunas	някои	alguno	някой	PRO;FEM;PL	PRO;NOM;PL
carrera	кариера	carrera	кариера	N;FEM;SG	N;INDF;FEM;SG
carrera	надпревара	carrera	надпревара	N;FEM;SG	N;INDF;FEM;SG
carrera	надбягване	carrera	надбягване	N;FEM;SG	N;INDF;NEUT;SG
carrera	състезание	carrera	състезание	N;FEM;SG	N;INDF;NEUT;SG
carrera	раса	carrera	раса	N;FEM;SG	N;INDF;FEM;SG
carrera	карера	carrera	карер	N;FEM;SG	N;INDF;FEM;SG
pueblo	град	pueblo	град	N;MASC;SG	N;INDF;MASC;SG
pueblo	градът	pueblo	град	N;MASC;SG	N;DEF;MASC;SG
pueblo	градче	pueblo	градче	N;MASC;SG	N;INDF;NEUT;SG
pueblo	пуебло	pueblo	пуебло	N;MASC;SG	N;INDF;MASC;SG
pueblo	народ	pueblo	народ	N;MASC;SG	N;INDF;MASC;SG
pueblo	село	pueblo	село	N;MASC;SG	N;INDF;NEUT;SG
departamento	отдел	departamento	отдел	N;MASC;SG	N;INDF;MASC;SG
departamento	департамент	departamento	департамент	N;MASC;SG	N;INDF;MASC;SG
departamento	апартамент	departamento	апартамент	N;MASC;SG	N;INDF;MASC;SG
localidades	места	localidad	място	N;FEM;PL	N;INDF;NEUT;PL
localidades	местоположения	localidad	местоположение	N;FEM;PL	N;INDF;NEUT;PL
veces	времена	vez	време	N;FEM;PL	N;INDF;NEUT;PL
reino	кралство	reino	кралство	N;MASC;SG	N;INDF;NEUT;SG
reino	царство	reino	царство	N;MASC;SG	N;INDF;NEUT;SG
central	централен	central	централен	ADJ;SG	ADJ;INDF;MASC;SG
central	централна	central	централен	ADJ;SG	ADJ;INDF;FEM;SG
ejemplo	мостра	ejemplo	мостра	N;MASC;SG	N;INDF;FEM;SG
ejemplo	проба	ejemplo	проба	N;MASC;SG	N;INDF;FEM;SG
ejemplo	извадка	ejemplo	извадка	N;MASC;SG	N;INDF;FEM;SG
ejemplo	пример	ejemplo	пример	N;MASC;SG	N;INDF;MASC;SG
género	жанр	género	жанр	N;MASC;SG	N;INDF;MASC;SG
género	пол	género	пол	N;MASC;SG	N;INDF;MASC;SG
género	пола	género	пола	N;MASC;SG	N;INDF;FEM;SG
género	род	género	род	N;MASC;SG	N;INDF;MASC;SG
padre	баща	padre	баща	N;MASC;SG	N;INDF;MASC;SG
padre	татко	padre	татко	N;MASC;SG	N;INDF;MASC;SG
isbn	isbn	isbn	isbn	N	N;INDF;FEM;SG
campo	полето	campo	поле	N;MASC;SG	N;DEF;NEUT;SG
campo	поле	campo	поле	N;MASC;SG	N;INDF;NEUT;SG
campo	лагер	campo	лагер	N;MASC;SG	N;INDF;MASC;SG
isla	острова	isla	острова	N;FEM;SG	N;DEF;MASC;SG
isla	island	isla	islanа	N;FEM;SG	N;INDF;MASC;SG
isla	остров	isla	остров	N;FEM;SG	N;INDF;MASC;SG
isla	островът	isla	остров	N;FEM;SG	N;DEF;MASC;SG
isla	айлънд	isla	айлънд	N;FEM;SG	N;INDF;MASC;SG
isla	исла	isla	ислам	N;FEM;SG	N;INDF;MASC;SG
hacer	направи	hacer	направя-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
conocido	позната	conocido	познат	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
conocido	известна	conocido	известен	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
conocido	известен	conocido	известен	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
conocido	позната	conocido	познат	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
http	http	http	http	N	N;INDF;MASC;SG
países	държави	país	държава	N;MASC;PL	N;INDF;FEM;PL
países	страни	país	страна	N;MASC;PL	N;INDF;FEM;PL
frente	фронт	frente	фронт	N	N;INDF;MASC;SG
frente	чело	frente	чело	N	N;INDF;NEUT;SG
frente	челото	frente	чело	N	N;DEF;NEUT;SG
frente	чело	frente	чело	N	N;INDF;NEUT;SG
frente	челото	frente	чело	N	N;DEF;NEUT;SG
frente	вежди	frente	вежда	N	N;INDF;FEM;PL
antonio	тони	antonio	тони	N;MASC;SG	N;INDF;MASC;SG
antonio	антоний	antonio	антоний	N;MASC;SG	N;INDF;MASC;SG
director	директорът	director	директор	N;MASC;SG	N;DEF;MASC;SG
director	режисьор	director	режисьор	N;MASC;SG	N;INDF;MASC;SG
director	директор	director	директор	N;MASC;SG	N;INDF;MASC;SG
días	дни	día	ден	N;MASC;PL	N;INDF;MASC;PL
española	испанска	español	испански	ADJ;FEM;SG	ADJ;INDF;FEM;SG
española	испански	español	испански	ADJ;FEM;SG	ADJ;INDF;MASC;SG
versión	версия	versión	версия	N;FEM;SG	N;INDF;FEM;SG
varias	няколко	varios	няколко	PRO;FEM;PL	PRO;INDF
actual	текущ	actual	текущ	ADJ;SG	ADJ;INDF;MASC;SG
actual	текуща	actual	текущ	ADJ;SG	ADJ;INDF;FEM;SG
momento	момент	momento	момент	N;MASC;SG	N;INDF;MASC;SG
momento	миг	momento	миг	N;MASC;SG	N;INDF;MASC;SG
lista	списък	lista	списък	N;FEM;SG	N;INDF;MASC;SG
densidad	плътност	densidad	плътност	N;FEM;SG	N;INDF;FEM;SG
campeonato	първенство	campeonato	първенство	N;MASC;SG	N;INDF;NEUT;SG
campeonato	шампионат	campeonato	шампионат	N;MASC;SG	N;INDF;MASC;SG
campeonato	първенство	campeonato	първенство	N;MASC;SG	N;INDF;NEUT;SG
campeonato	шампионат	campeonato	шампионат	N;MASC;SG	N;INDF;MASC;SG
tarde	късно	tarde	късно	ADV	ADV
tarde	вечерно	tarde	вечерен	ADV	ADV
tarde	следобяд	tarde	следобяд	ADV	ADV
tarde	следобед	tarde	следобед	ADV	ADV
ejército	армията	ejército	армия	N;MASC;SG	N;DEF;FEM;SG
ejército	армеец	ejército	армеец	N;MASC;SG	N;INDF;MASC;SG
ejército	армия	ejército	армия	N;MASC;SG	N;INDF;FEM;SG
estación	станция	estación	станция	N;FEM;SG	N;INDF;FEM;SG
estación	station	estación	station	N;FEM;SG	N;INDF;MASC;SG
estación	гара	estación	гара	N;FEM;SG	N;INDF;FEM;SG
observatorio	обсерватория	observatorio	обсерватор	N;MASC;SG	N;INDF;FEM;SG
observatorio	обсерваторията	observatorio	обсерватория	N;MASC;SG	N;DEF;FEM;SG
desarrollo	развитие	desarrollo	развитие	N;MASC;SG	N;INDF;NEUT;SG
desarrollo	разработване	desarrollo	разработване	N;MASC;SG	N;INDF;NEUT;SG
desarrollo	разработка	desarrollo	разработка	N;MASC;SG	N;INDF;FEM;SG
escuela	училището	escuela	училище	N;FEM;SG	N;DEF;NEUT;SG
escuela	школа	escuela	школа	N;FEM;SG	N;INDF;FEM;SG
escuela	училище	escuela	училище	N;FEM;SG	N;INDF;NEUT;SG
programa	програмата	programa	програма	N;MASC;SG	N;DEF;FEM;SG
programa	програма	programa	програма	N;MASC;SG	N;INDF;FEM;SG
programa	програма	programa	програма	N;MASC;SG	N;INDF;FEM;SG
información	информация	información	информация	N;FEM;SG	N;INDF;FEM;SG
información	инфо	información	инфо	N;FEM;SG	N;INDF;MASC;SG
información	информация	información	информация	N;FEM;SG	N;INDF;FEM;SG
información	информиране	información	информиране	N;FEM;SG	N;INDF;NEUT;SG
importante	важен	importante	важен	ADJ;SG	ADJ;INDF;MASC;SG
importante	важна	importante	важен	ADJ;SG	ADJ;INDF;FEM;SG
último	последен	último	последен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
último	последна	último	последен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
canciones	песните	canción	песен	N;FEM;PL	N;DEF;FEM;PL
canciones	песни	canción	песен	N;FEM;PL	N;INDF;FEM;PL
uso	използване	uso	използване	N;MASC;SG	N;INDF;NEUT;SG
uso	употреба	uso	употреба	N;MASC;SG	N;INDF;FEM;SG
uso	използване	uso	използване	N;MASC;SG	N;INDF;NEUT;SG
uso	употреба	uso	употреба	N;MASC;SG	N;INDF;FEM;SG
juegos	игри	juego	игра	N;MASC;PL	N;INDF;FEM;PL
juegos	игри	juego	игра	N;MASC;PL	N;INDF;FEM;PL
localidad	местност	localidad	местност	N;FEM;SG	N;INDF;FEM;SG
base	основа	base	основа	N;SG	N;INDF;FEM;SG
base	база	base	база	N;SG	N;INDF;FEM;SG
punto	пунто	punto	пунто	N;MASC;SG	N;INDF;NEUT;SG
punto	точка	punto	точка	N;MASC;SG	N;INDF;FEM;SG
posición	позиция	posición	позиция	N;FEM;SG	N;INDF;FEM;SG
posición	положение	posición	положение	N;FEM;SG	N;INDF;NEUT;SG
posición	длъжност	posición	длъжност	N;FEM;SG	N;INDF;FEM;SG
alemania	вермахт	alemania	верма	N;FEM;SG	N;INDF;MASC;SG
ubicación	разполагане	ubicación	разполагане	N;FEM;SG	N;INDF;NEUT;SG
ubicación	поставяне	ubicación	поставяне	N;FEM;SG	N;INDF;NEUT;SG
ubicación	позициониране	ubicación	позициониране	N;FEM;SG	N;INDF;NEUT;SG
ubicación	местоположение	ubicación	местоположение	N;FEM;SG	N;INDF;NEUT;SG
ubicación	място	ubicación	място	N;FEM;SG	N;INDF;NEUT;SG
ubicación	местонахождение	ubicación	местонахождение	N;FEM;SG	N;INDF;NEUT;SG
ubicación	локация	ubicación	локация	N;FEM;SG	N;INDF;FEM;SG
partidos	мачове	partido	мач	N;MASC;PL	N;INDF;MASC;PL
partidos	съвпадения	partido	съвпадя	N;MASC;PL	N;INDF;NEUT;PL
grupos	групи	grupo	група	N;MASC;PL	N;INDF;FEM;PL
miembros	членове	miembro	член	N;MASC;PL	N;INDF;MASC;PL
miembros	членовете	miembro	член	N;MASC;PL	N;DEF;MASC;PL
capital	столица	capital	столица	N;FEM;SG	N;INDF;FEM;SG
capital	капитал	capital	капитал	N;FEM;SG	N;INDF;MASC;SG
capital	столицата	capital	столица	N;FEM;SG	N;DEF;FEM;SG
primeros	ранни	primero	ранна	ADJ;MASC;PL	ADJ;INDF;PL
teatro	театър	teatro	театър	N;MASC;SG	N;INDF;MASC;SG
teatro	театър	teatro	театър	N;MASC;SG	N;INDF;MASC;SG
datos	данни	dato	данна	N;MASC;PL	N;INDF;FEM;PL
manera	начин	manera	начин	N;FEM;SG	N;INDF;MASC;SG
laboratorio	лаборатория	laboratorio	лаборатория	N;MASC;SG	N;INDF;FEM;SG
laboratorio	лабораторията	laboratorio	лаборатория	N;MASC;SG	N;DEF;FEM;SG
laboratorio	лаборатория	laboratorio	лаборатория	N;MASC;SG	N;INDF;FEM;SG
socorro	облекчение	socorro	облекчение	N;MASC;SG	N;INDF;NEUT;SG
libro	тефтер	libro	тефтер	N;MASC;SG	N;INDF;MASC;SG
libro	книга	libro	книга	N;MASC;SG	N;INDF;FEM;SG
estudios	студия	estudio	студия	N;MASC;PL	N;INDF;NEUT;PL
estudios	изследвания	estudio	изследване	N;MASC;PL	N;INDF;NEUT;PL
estudios	проучвания	estudio	проучване	N;MASC;PL	N;INDF;NEUT;PL
diferentes	различни	diferente	различен	ADJ;PL	ADJ;INDF;PL
barcelona	барселона	barcelona	барселон	N;FEM;SG	N;INDF;FEM;SG
nivel	равнище	nivel	равнище	N;MASC;SG	N;INDF;NEUT;SG
nivel	ниво	nivel	ниво	N;MASC;SG	N;INDF;NEUT;SG
mayoría	мнозинство	mayoría	мнозинство	N;FEM;SG	N;INDF;NEUT;SG
mayoría	мнозинството	mayoría	мнозинство	N;FEM;SG	N;DEF;NEUT;SG
unión	профсъюз	unión	профсъюз	N;FEM;SG	N;INDF;MASC;SG
unión	съюз	unión	съюз	N;FEM;SG	N;INDF;MASC;SG
unión	съюза	unión	съюз	N;FEM;SG	N;DEF;MASC;SG
unión	юниън	unión	юниън	N;FEM;SG	N;INDF;MASC;SG
unión	свързване	unión	свързване	N;FEM;SG	N;INDF;NEUT;SG
edad	възраст	edad	възраст	N;FEM;SG	N;INDF;FEM;SG
artículos	изделия	artículo	изделие	N;MASC;PL	N;INDF;NEUT;PL
artículos	статии	artículo	статия	N;MASC;PL	N;INDF;FEM;PL
artículos	артикули	artículo	артикул	N;MASC;PL	N;INDF;MASC;PL
artículos	позиции	artículo	позиция	N;MASC;PL	N;INDF;FEM;PL
artículos	артикули	artículo	артикул	N;MASC;PL	N;INDF;MASC;PL
artículos	предмети	artículo	предмет	N;MASC;PL	N;INDF;MASC;PL
artículos	елементи	artículo	елемент	N;MASC;PL	N;INDF;MASC;PL
juego	хазарт	juego	хазарт	N;MASC;SG	N;INDF;MASC;SG
juego	мач	juego	мач	N;MASC;SG	N;INDF;MASC;SG
juego	гейм	juego	гейм	N;MASC;SG	N;INDF;MASC;SG
juego	играта	juego	игра	N;MASC;SG	N;DEF;FEM;SG
juego	игра	juego	игра	N;MASC;SG	N;INDF;FEM;SG
juego	хазарт	juego	хазарт	N;MASC;SG	N;INDF;MASC;SG
juego	залагане	juego	залагане	N;MASC;SG	N;INDF;NEUT;SG
juego	хазарта	juego	хазарт	N;MASC;SG	N;DEF;MASC;SG
arte	изкуство	arte	изкуство	N;SG	N;INDF;NEUT;SG
arte	арт	arte	арт	N;SG	N;INDF;NEUT;SG
arte	изкуството	arte	изкуство	N;SG	N;DEF;NEUT;SG
arte	art	arte	art	N;SG	N;INDF;MASC;SG
arte	изкуство	arte	изкуство	N;SG	N;INDF;NEUT;SG
especies	видове	especie	вид	N;FEM;PL	N;INDF;MASC;PL
estilo	стил	estilo	стил	N;MASC;SG	N;INDF;MASC;SG
cine	киното	cine	кино	N;MASC;SG	N;DEF;NEUT;SG
cine	кино	cine	кино	N;MASC;SG	N;INDF;NEUT;SG
cine	филм	cine	филм	N;MASC;SG	N;INDF;MASC;SG
cine	филм	cine	филм	N;MASC;SG	N;INDF;MASC;SG
cine	лента	cine	лента	N;MASC;SG	N;INDF;FEM;SG
proyecto	проект	proyecto	проект	N;MASC;SG	N;INDF;MASC;SG
proyecto	проектът	proyecto	проект	N;MASC;SG	N;DEF;MASC;SG
proyecto	проекта	proyecto	проект	N;MASC;SG	N;DEF;MASC;SG
center	център	center	център	N;MASC;SG	N;INDF;MASC;SG
selección	селекция	selección	селекция	N;FEM;SG	N;INDF;FEM;SG
selección	подбор	selección	подбор	N;FEM;SG	N;INDF;MASC;SG
selección	избор	selección	избор	N;FEM;SG	N;INDF;MASC;SG
costa	коста	costa	коста	N;FEM;SG	N;INDF;FEM;SG
costa	крайбрежие	costa	крайбрежие	N;FEM;SG	N;INDF;NEUT;SG
costa	крайбрежие	costa	крайбрежие	N;FEM;SG	N;INDF;NEUT;SG
costa	бряг	costa	бряг	N;FEM;SG	N;INDF;MASC;SG
equipos	отбори	equipo	отбор	N;MASC;PL	N;INDF;MASC;PL
equipos	екипи	equipo	екип	N;MASC;PL	N;INDF;MASC;PL
origen	произход	origen	произход	N;MASC;SG	N;INDF;MASC;SG
origen	източник	origen	източник	N;MASC;SG	N;INDF;MASC;SG
origen	произход	origen	произход	N;MASC;SG	N;INDF;MASC;SG
código	код	código	код	N;MASC;SG	N;INDF;MASC;SG
museo	музей	museo	музей	N;MASC;SG	N;INDF;MASC;SG
puntos	точки	punto	точка	N;MASC;PL	N;INDF;FEM;PL
puntos	шевове	punto	шев	N;MASC;PL	N;INDF;MASC;PL
puntos	шевовете	punto	шев	N;MASC;PL	N;DEF;MASC;PL
militar	военен	militar	военен	ADJ;SG	ADJ;INDF;MASC;SG
militar	военна	militar	военен	ADJ;SG	ADJ;INDF;FEM;SG
producción	продукция	producción	продукция	N;FEM;SG	N;INDF;FEM;SG
producción	изход	producción	изход	N;FEM;SG	N;INDF;MASC;SG
producción	продукция	producción	продукция	N;FEM;SG	N;INDF;FEM;SG
producción	производство	producción	производство	N;FEM;SG	N;INDF;NEUT;SG
wikipedia	уикипедия	wikipedia	уикипедия	N;FEM;SG	N;INDF;FEM;SG
plantas	растения	planta	растение	N;FEM;PL	N;INDF;NEUT;PL
plantas	заводи	planta	завод	N;FEM;PL	N;INDF;MASC;PL
plantas	растенията	planta	растение	N;FEM;PL	N;DEF;NEUT;PL
plantas	инсталации	planta	инсталация	N;FEM;PL	N;INDF;FEM;PL
comenzó	започна	comenzar	започна	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
debe	дължи	deber	дължа	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
siempre	винаги	siempre	винаги	ADV	ADV
metros	метри	metro	метър	N;MASC;PL	N;INDF;MASC;PL
metros	метри	metro	метър	N;MASC;PL	N;INDF;MASC;PL
oro	злато	oro	злато	N;MASC;SG	N;INDF;NEUT;SG
posteriormente	впоследствие	posteriormente	впоследствие	ADV	ADV
casi	почти	casi	почти	ADV	ADV
construcción	изграждане	construcción	изграждане	N;FEM;SG	N;INDF;NEUT;SG
construcción	сграда	construcción	сграда	N;FEM;SG	N;INDF;FEM;SG
construcción	сградата	construcción	сграда	N;FEM;SG	N;DEF;FEM;SG
construcción	изграждане	construcción	изграждане	N;FEM;SG	N;INDF;NEUT;SG
construcción	строеж	construcción	строеж	N;FEM;SG	N;INDF;MASC;SG
construcción	конструкция	construcción	конструкция	N;FEM;SG	N;INDF;FEM;SG
construcción	строителство	construcción	строителство	N;FEM;SG	N;INDF;NEUT;SG
local	локална	local	локален	ADJ;SG	ADJ;INDF;FEM;SG
local	местна	local	местен	ADJ;SG	ADJ;INDF;FEM;SG
francés	французина	francés	французин	N;MASC;SG	N;DEF;MASC;SG
francés	французин	francés	французин	N;MASC;SG	N;INDF;MASC;SG
francés	французин	francés	французин	N;MASC;SG	N;INDF;MASC;SG
cultura	култура	cultura	култура	N;FEM;SG	N;INDF;FEM;SG
santiago	сантяго	santiago	сантяго	N;MASC;SG	N;INDF;MASC;SG
cerca	близко	cerca	близък	ADV	ADV
cerca	близо	cerca	близо	ADV	ADV
cerca	близко	cerca	близък	ADV	ADV
cerca	близо	cerca	близо	ADV	ADV
cerca	наблизо	cerca	наблизо	ADV	ADV
estudio	учене	estudio	учене	N;MASC;SG	N;INDF;NEUT;SG
estudio	проучване	estudio	проучване	N;MASC;SG	N;INDF;NEUT;SG
estudio	изучаване	estudio	изучаване	N;MASC;SG	N;INDF;NEUT;SG
estudio	изследване	estudio	изследване	N;MASC;SG	N;INDF;NEUT;SG
estudio	ателие	estudio	ателие	N;MASC;SG	N;INDF;NEUT;SG
estudio	студио	estudio	студио	N;MASC;SG	N;INDF;NEUT;SG
principales	основни	principal	основен	ADJ;PL	ADJ;INDF;PL
principales	главни	principal	главен	ADJ;PL	ADJ;INDF;PL
usuario	потребител	usuario	потребител	N;MASC;SG	N;INDF;MASC;SG
usuario	ползвател	usuario	ползвател	N;MASC;SG	N;INDF;MASC;SG
cinco	пет	cinco	пет	NUM;PL	NUM;INDF;PL
anterior	предишна	anterior	предишен	ADJ;SG	ADJ;INDF;FEM;SG
anterior	предишен	anterior	предишен	ADJ;SG	ADJ;INDF;MASC;SG
cargo	товар	cargo	товар	N;MASC;SG	N;INDF;MASC;SG
cargo	зареждане	cargo	зареждане	N;MASC;SG	N;INDF;NEUT;SG
cargo	заряд	cargo	заряд	N;MASC;SG	N;INDF;MASC;SG
batalla	битката	batalla	битка	N;FEM;SG	N;DEF;FEM;SG
batalla	битка	batalla	битка	N;FEM;SG	N;INDF;FEM;SG
derecho	закон	derecho	закон	N;MASC;SG	N;INDF;MASC;SG
imagen	имидж	imagen	имидж	N;FEM;SG	N;INDF;MASC;SG
imagen	картинка	imagen	картинка	N;FEM;SG	N;INDF;FEM;SG
imagen	образ	imagen	образ	N;FEM;SG	N;INDF;MASC;SG
imagen	изображение	imagen	изображение	N;FEM;SG	N;INDF;NEUT;SG
kitt	кит	kitt	кит	N;MASC;SG	N;INDF;MASC;SG
puerto	пуерто	puerto	пуерто	N;MASC;SG	N;INDF;MASC;SG
puerto	пристанище	puerto	пристанище	N;MASC;SG	N;INDF;NEUT;SG
puerto	пристанището	puerto	пристанище	N;MASC;SG	N;DEF;NEUT;SG
puerto	порт	puerto	порт	N;MASC;SG	N;INDF;MASC;SG
puerto	пристанище	puerto	пристанище	N;MASC;SG	N;INDF;NEUT;SG
torneo	турнир	torneo	турнир	N;MASC;SG	N;INDF;MASC;SG
