culto	kult	culto	kult	N	N;NOM;MASC;SG
carreta	prikazni	carreta	prikazen	N	N;NOM;MASC;PL
carreta	fantom	carreta	fant	N	N;DAT;MASC;PL
carreta	voziček	carreta	voziček	N	N;NOM;MASC;SG
deberá	mora	deber	morati	V	V;IPFV;IND;SG;3;PRS;FIN
buscaba	bil	buscar	biti	V	V;MASC;SG;V.PTCP
buscaba	bila	buscar	biti	V	V;FEM;SG;V.PTCP
suor	znoj	suor	znoj	N	N;NOM;MASC;SG
merca	nakup	merca	nakup	N	N;NOM;MASC;SG
copas	pijačo	copa	pijača	N	N;ACC;FEM;SG
copas	pijače	copa	pijača	N	N;NOM;FEM;PL
copas	pijača	copa	pijača	N	N;NOM;FEM;SG
recto	ravne	recto	raven	N	N;NOM;FEM;PL
falabamos	govoril	falabar	govoriti	V	V;IPFV;MASC;SG;V.PTCP
abrazo	objem	abrazo	objem	N	N;NOM;MASC;SG
dicircho	povej	dicircho	povedati	V	V;PFV;IMP;SG;2;FIN
dicircho	si	dicircho	biti	V	V;IND;SG;2;POS;PRS;FIN
tea	krpo	tea	krpa	N	N;ACC;FEM;SG
prefires	si	prefer	biti	V	V;IND;SG;2;POS;PRS;FIN
inspección	inšpekcija	inspección	inšpekcija	N	N;NOM;FEM;SG
máximo	največja	máximo	velik	ADJ	ADJ;NOM;RL;FEM;SG
cambiaches	si	cambiaches	biti	V	V;IND;SG;2;POS;PRS;FIN
cambiaches	spremeni	cambiaches	spremeniti	V	V;PFV;IND;SG;3;PRS;FIN
interesan	zanima	interesar	zanimati	V	V;IPFV;IND;SG;3;PRS;FIN
peitos	her	peito	hera	N	N;NOM;MASC;SG
peitos	prsi	peito	prsi	N	N;NOM;FEM;PL
peitos	dojke	peito	dojka	N	N;NOM;FEM;SG
peitos	dojk	peito	dojka	N	N;NOM;FEM;SG
peitos	dojke	peito	dojka	N	N;NOM;FEM;SG
peitos	prsi	peito	prsi	N	N;NOM;FEM;PL
peitos	dojk	peito	dojka	N	N;NOM;FEM;SG
baleiras	prazno	baleira	prazen	ADJ	ADJ;NOM;NEUT;SG
baleiras	prazni	baleira	prazen	ADJ	ADJ;NOM;MASC;PL
baleiras	prazna	baleira	prazen	ADJ	ADJ;NOM;FEM;SG
baleiras	prazen	baleira	prazen	ADJ	ADJ;NOM;INDF;MASC;SG
furioso	besni	furioso	besen	ADJ	ADJ;NOM;MASC;PL
furioso	besna	furioso	besen	ADJ	ADJ;NOM;FEM;SG
furioso	drzni	furioso	drzen	ADJ	ADJ;NOM;DEF;MASC;SG
vina	videl	vina	videti	V	V;MASC;SG;V.PTCP
vina	vidu	vina	vido	V	V;MASC;SG;V.PTCP
retiro	upokojitev	retiro	upokojitev	N	N;NOM;FEM;SG
peles	kože	pel	koža	N	N;GEN;FEM;SG
peles	dlako	pel	dlako	N	N;ACC;FEM;SG
peles	kožuh	pel	kožuh	N	N;NOM;MASC;SG
cranio	lobanjo	cranio	lobanja	N	N;ACC;FEM;SG
cranio	lobanje	cranio	lobanje	N	N;NOM;FEM;PL
cranio	lobanja	cranio	lobanja	N	N;NOM;FEM;SG
fique	stati	fique	stati	V	V;IPFV;NFIN
destruíron	so	destruír	biti	V	V;IND;PL;3;POS;PRS;FIN
batallóns	bataljoni	batallón	bataljon	N	N;NOM;MASC;PL
conquista	osvajanja	conquista	osvajanje	N	N;NOM;NEUT;PL
conquista	osvojitev	conquista	osvojitev	N	N;NOM;FEM;SG
conquista	osvajanje	conquista	osvajanje	N	N;NOM;NEUT;SG
veteranos	veterani	veterano	veteran	N	N;NOM;MASC;PL
veteranos	veterani	veterano	veteran	N	N;NOM;MASC;PL
valentía	pogum	valentía	pogum	N	N;NOM;MASC;SG
defende	brani	defender	braniti	V	V;IPFV;IND;SG;3;PRS;FIN
torna	postane	torna	postati	V	V;PFV;IND;SG;3;PRS;FIN
cheguemos	dobil	cheguer	dobiti	V	V;PFV;MASC;SG;V.PTCP
cheguemos	dobi	cheguer	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
atoparei	poišči	atopar	poiskati	V	V;PFV;IMP;SG;2;FIN
atoparei	najdi	atopar	najdi	V	V;PFV;IMP;SG;2;FIN
tesouro	zaklad	tesouro	zaklad	N	N;NOM;MASC;SG
chamarme	pokliči	chamarme	poklic	V	V;PFV;IMP;SG;2;FIN
chamarme	pokličite	chamarme	poklicati	V	V;PFV;IMP;PL;2;FIN
delicioso	okusna	delicioso	okusen	ADJ	ADJ;NOM;FEM;SG
pau	palica	pau	palica	N	N;NOM;FEM;SG
pau	palico	pau	palica	N	N;ACC;FEM;SG
filliña	dopis	filliña	dopis	N	N;NOM;MASC;SG
filliña	črka	filliña	črka	N	N;NOM;FEM;SG
filliña	pismo	filliña	pismo	N	N;NOM;NEUT;SG
filliña	ljub	filliña	ljub	N	N;NOM;MASC;SG
filliña	punca	filliña	punca	N	N;NOM;FEM;SG
filliña	deklica	filliña	deklica	N	N;NOM;FEM;SG
filliña	dekle	filliña	dekle	N	N;NOM;NEUT;SG
filliña	punco	filliña	punca	N	N;ACC;FEM;SG
excusas	izgovori	excusa	izgovor	N	N;NOM;MASC;PL
mineral	rude	mineral	rud	N	N;NOM;FEM;PL
cantaba	pel	cantar	peti	V	V;IPFV;MASC;SG;V.PTCP
tentaron	probal	tentar	probati	V	V;PFV;MASC;SG;V.PTCP
tentaron	poskusil	tentar	poskusiti	V	V;PFV;MASC;SG;V.PTCP
tentaron	poskušal	tentar	poskušati	V	V;IPFV;MASC;SG;V.PTCP
gaspare	gaspare	gaspare	gaspara	N	N;NOM;MASC;SG
executado	usmrtili	executar	usmrtiti	V	V;PFV;MASC;PL;V.PTCP
anarquista	anarhist	anarquista	anarhist	N	N;NOM;MASC;SG
escribo	napiši	escribir	napisati	V	V;PFV;IMP;SG;2;FIN
escribo	piši	escribir	pišati	V	V;IPFV;IND;SG;3;PRS;FIN
revolucionarios	revolucionarji	revolucionario	revolucionar	N	N;NOM;MASC;PL
irlandeses	irci	irlander	irca	N	N;NOM;MASC;PL
detido	aretirali	deter	aretirati	V	V;MASC;PL;V.PTCP
artillería	topništvo	artillería	topništvo	N	N;NOM;NEUT;SG
terroristas	teroriste	terrorista	terorist	N	N;ACC;MASC;PL
terroristas	teroristi	terrorista	terorist	N	N;NOM;MASC;PL
terroristas	teroristov	terrorista	terorist	N	N;GEN;MASC;PL
punk	mulc	punk	mulc	N	N;NOM;MASC;SG
punk	punk	punk	punk	N	N;NOM;MASC;SG
condesa	grofica	condesa	grofica	N	N;NOM;FEM;SG
zhong	zhong	zhong	zhong	N	N;NOM;MASC;SG
profes	učiteljev	profe	učitelj	N	N;GEN;MASC;PL
profes	učitelji	profe	učitelj	N	N;NOM;MASC;PL
profes	učiteljice	profe	učiteljica	N	N;NOM;FEM;PL
profes	učitelje	profe	učitelj	N	N;ACC;MASC;PL
profes	profesorji	profe	profesor	N	N;NOM;MASC;PL
asteroides	asteroidi	asteroide	asteroid	N	N;NOM;MASC;PL
asteroides	asteroid	asteroide	asteroid	N	N;NOM;MASC;SG
desexaba	upala	desexar	upati	V	V;IPFV;FEM;SG;V.PTCP
desexaba	upal	desexar	upati	V	V;IPFV;MASC;SG;V.PTCP
ensina	uči	ensinar	uči	V	V;IPFV;IND;SG;3;PRS;FIN
ensina	poučuje	ensinar	poučevati	V	V;IPFV;IND;SG;3;PRS;FIN
solucionar	reši	solucionar	reša	V	V;PFV;IND;SG;3;PRS;FIN
ángeles	angelesu	ángele	angeles	N	N;DAT;MASC;SG
doenzas	bolezni	doenza	bolezen	N	N;NOM;FEM;PL
hormona	hormona	hormona	hormon	N	N;NOM;MASC;SG
hormona	hormon	hormona	hormon	N	N;NOM;MASC;SG
doutores	zdravnikov	doutor	zdravnik	N	N;GEN;MASC;PL
doutores	doktorji	doutor	doktor	N	N;NOM;MASC;PL
doutores	zdravniki	doutor	zdravnik	N	N;NOM;MASC;PL
doutores	zdravnike	doutor	zdravnik	N	N;ACC;MASC;PL
cambiando	spreminja	cambiar	spreminjati	V	V;IPFV;IND;SG;3;PRS;FIN
tocamos	igraj	tocar	igraj	V	V;IPFV;IMP;SG;2;FIN
bendición	blagoslova	bendición	blagoslov	N	N;NOM;MASC;SG
bendición	blagoslov	bendición	blagosl	N	N;NOM;MASC;SG
inspiración	navdih	inspiración	navdih	N	N;NOM;MASC;SG
inspiración	navdiha	inspiración	navdih	N	N;GEN;MASC;SG
sabia	vedel	sabia	vedeti	V	V;IPFV;MASC;SG;V.PTCP
sabia	vedela	sabia	vedeti	V	V;IPFV;FEM;SG;V.PTCP
ministerio	ministrstvo	ministerio	ministrstvo	N	N;NOM;NEUT;SG
ministerio	pisarna	ministerio	pisarna	N	N;NOM;FEM;SG
ministerio	urad	ministerio	urad	N	N;NOM;MASC;SG
noventa	devetdeset	noventa	devetdeset	NUM	NUM;NOM;PL
pensaría	misli	pensar	misliti	V	V;IPFV;IND;SG;3;PRS;FIN
nostalxia	nostalgija	nostalxia	nostalgija	N	N;NOM;FEM;SG
existía	bil	existir	biti	V	V;MASC;SG;V.PTCP
existía	bila	existir	biti	V	V;FEM;SG;V.PTCP
seguise	bil	seguir	biti	V	V;MASC;SG;V.PTCP
seguise	bila	seguir	biti	V	V;FEM;SG;V.PTCP
seguise	vzemite	seguir	vzeti	V	V;PFV;IMP;PL;2;FIN
seguise	vzemi	seguir	vzeme	V	V;PFV;IMP;SG;2;FIN
poemas	pesmi	poema	pesem	N	N;NOM;FEM;PL
adoitan	so	adoitar	biti	V	V;IND;PL;3;POS;PRS;FIN
ducias	ducate	ducia	ducata	N	N;NOM;FEM;PL
ducias	desetine	ducia	desetina	N	N;NOM;FEM;PL
ensaios	sojenja	ensalo	sojenje	N	N;NOM;NEUT;PL
ensaios	preizkušnje	ensalo	preizkušnja	N	N;NOM;FEM;PL
táboa	preglednica	táboa	preglednica	N	N;NOM;FEM;SG
táboa	razpredelnica	táboa	razpredelnica	N	N;NOM;FEM;SG
táboa	miza	táboa	miza	N	N;NOM;FEM;SG
táboa	tabela	táboa	tabela	N	N;NOM;FEM;SG
errada	napačno	errada	napačen	ADJ	ADJ;NOM;NEUT;SG
errada	napačen	errada	napačen	ADJ	ADJ;NOM;INDF;MASC;SG
illamento	osamitev	illamento	osamitev	N	N;NOM;FEM;SG
illamento	izolacija	illamento	izolacija	N	N;NOM;FEM;SG
illamento	izolacijo	illamento	izolacija	N	N;ACC;FEM;SG
aparellos	naprave	aparello	naprava	N	N;NOM;FEM;PL
aparellos	naprav	aparello	naprava	N	N;GEN;FEM;PL
aparellos	pripomočki	aparello	pripomoček	N	N;NOM;MASC;PL
negociacións	pogajanja	negociación	pogajanje	N	N;NOM;NEUT;PL
competición	konkurenca	competición	konkurenca	N	N;NOM;FEM;SG
competición	tekmovanje	competición	tekmovanje	N	N;NOM;NEUT;SG
competición	natečaj	competición	natečaj	N	N;NOM;MASC;SG
finxir	pretvarjati	finxir	pretvarjati	V	V;IPFV;NFIN
posicións	položaji	posición	položaj	N	N;NOM;MASC;PL
posicións	stališča	posición	stališče	N	N;NOM;NEUT;PL
posicións	pozicije	posición	pozicija	N	N;NOM;FEM;PL
aplicar	uveljavi	aplicar	uveljava	V	V;PFV;IND;SG;3;PRS;FIN
positiva	pozitiven	positivo	pozitiven	ADJ	ADJ;NOM;INDF;MASC;SG
positiva	pozitivni	positivo	pozitiven	ADJ	ADJ;NOM;MASC;SG
positiva	pozitivna	positivo	pozitiven	ADJ	ADJ;NOM;FEM;SG
positiva	pozitivne	positivo	pozitiven	ADJ	ADJ;NOM;FEM;PL
sufrín	trpel	sufrín	trpeti	V	V;IPFV;MASC;SG;V.PTCP
sufrín	trpela	sufrín	trpeti	V	V;IPFV;FEM;SG;V.PTCP
seriamente	resno	seriamente	resno	ADV	ADV
pides	si	peder	biti	V	V;IND;SG;2;POS;PRS;FIN
ecuación	enačba	ecuación	enačba	N	N;NOM;FEM;SG
axudas	pomagaj	axuda	pomagaj	N	N;ACC;MASC;SG
axudas	pomoč	axuda	pomoč	N	N;NOM;FEM;SG
típica	tipičen	típico	tipičen	ADJ	ADJ;NOM;INDF;MASC;SG
típica	značilno	típico	značilen	ADJ	ADJ;NOM;NEUT;SG
deixara	imelo	deixar	imeti	V	V;IPFV;NEUT;SG;V.PTCP
deixara	imeli	deixar	imeti	V	V;IPFV;MASC;PL;V.PTCP
deixara	imel	deixar	imeti	V	V;IPFV;MASC;SG;V.PTCP
deixara	imela	deixar	imeti	V	V;IPFV;FEM;SG;V.PTCP
xenocidio	genocid	xenocidio	genocid	N	N;NOM;MASC;SG
nixeria	nigeriji	nixeria	nigerija	N	N;DAT;FEM;SG
casco	čelado	casco	čelada	N	N;ACC;FEM;SG
casco	čelada	casco	čelada	N	N;NOM;FEM;SG
africana	afriški	africano	afriški	ADJ	ADJ;NOM;MASC;SG
africana	afriška	africano	afriški	ADJ	ADJ;NOM;FEM;SG
africana	afriške	africano	afriški	ADJ	ADJ;NOM;FEM;PL
africana	afriško	africano	afriški	ADJ	ADJ;NOM;NEUT;SG
paisaxes	pokrajine	paisaxe	pokrajina	N	N;NOM;FEM;PL
imitar	oponašati	imitar	oponašati	V	V;IPFV;NFIN
recoñeceu	prepoznal	recoñecer	prepoznati	V	V;PFV;MASC;SG;V.PTCP
fragmentos	delčki	fragmento	delček	N	N;NOM;MASC;PL
fragmentos	delci	fragmento	delec	N	N;NOM;MASC;PL
atrapar	ujeti	atrapar	ujeti	V	V;PFV;NFIN
morrían	umrla	morrer	umreti	V	V;PFV;FEM;SG;V.PTCP
morrían	umrl	morrer	umreti	V	V;PFV;MASC;SG;V.PTCP
morrían	so	morrer	biti	V	V;IND;PL;3;POS;PRS;FIN
existente	obstoječa	existente	obstoječ	ADJ	ADJ;NOM;FEM;SG;V.PTCP
existente	obstoječo	existente	obstoječ	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
existente	obstoječe	existente	obstoječ	ADJ	ADJ;NOM;FEM;PL;V.PTCP
existente	obstoječi	existente	obstoječ	ADJ	ADJ;NOM;MASC;PL;V.PTCP
electrónica	elektronska	electrónico	elektronski	ADJ	ADJ;NOM;FEM;SG
eficacia	učinkovitosti	eficacia	učinkovitost	N	N;GEN;FEM;SG
eficacia	izkoristek	eficacia	izkoristek	N	N;NOM;MASC;SG
eficacia	učinkovitost	eficacia	učinkovitost	N	N;NOM;FEM;SG
eficacia	izkoristek	eficacia	izkoristek	N	N;NOM;MASC;SG
eficacia	učinkovitost	eficacia	učinkovitost	N	N;NOM;FEM;SG
debuxar	narisal	debuxar	narisati	V	V;PFV;MASC;SG;V.PTCP
balea	kita	balea	kita	N	N;NOM;MASC;SG
tráxico	tragično	tráxico	tragičen	ADJ	ADJ;NOM;NEUT;SG
tráxico	tragične	tráxico	tragičen	ADJ	ADJ;NOM;FEM;PL
tráxico	tragičen	tráxico	tragičen	ADJ	ADJ;NOM;INDF;MASC;SG
tráxico	tragična	tráxico	tragičen	ADJ	ADJ;NOM;FEM;SG
rexeita	zavrača	rexeitar	zavračati	V	V;IPFV;IND;SG;3;PRS;FIN
rexeita	odkloni	rexeitar	odkloniti	V	V;PFV;IND;SG;3;PRS;FIN
rexeita	zavrne	rexeitar	zavrniti	V	V;PFV;IND;SG;3;PRS;FIN
biolóxico	biološko	biolóxico	biološki	ADJ	ADJ;NOM;NEUT;SG
biolóxico	biološke	biolóxico	biološki	ADJ	ADJ;NOM;FEM;PL
biolóxico	biološki	biolóxico	biološki	ADJ	ADJ;NOM;MASC;PL
biolóxico	biološka	biolóxico	biološki	ADJ	ADJ;NOM;FEM;SG
abren	odpri	abren	odpreti	V	V;PFV;IMP;SG;2;FIN
variedade	sorta	variedade	sorta	N	N;NOM;FEM;SG
variedade	sorte	variedade	sorta	N	N;NOM;FEM;PL
variedade	raznolikost	variedade	raznolikost	N	N;NOM;FEM;SG
caribe	karibih	caribe	karib	N	N;ESS;MASC;PL
recuperación	predelava	recuperación	predelava	N	N;NOM;FEM;SG
recuperación	okrevanje	recuperación	okrevanje	N	N;NOM;NEUT;SG
recuperación	vračilo	recuperación	vračilo	N	N;NOM;NEUT;SG
contaminación	onesnaževanje	contaminación	onesnaževanje	N	N;NOM;NEUT;SG
contaminación	onesnaženje	contaminación	onesnaženje	N	N;NOM;NEUT;SG
pedazos	koščki	pedazo	košček	N	N;NOM;MASC;PL
pedazos	kosi	pedazo	kosa	N	N;NOM;MASC;PL
bases	baz	base	baza	N	N;GEN;FEM;PL
bases	baze	base	baza	N	N;NOM;FEM;PL
minte	lagal	minte	lagal	V	V;IPFV;MASC;SG;V.PTCP
minte	lažejo	minte	laheti	V	V;IPFV;IND;PL;3;PRS;FIN
exercicios	vaje	exercicio	vaja	N	N;NOM;FEM;PL
exercicios	vaj	exercicio	vaja	N	N;GEN;FEM;PL
lixeiramente	rahlo	lixeiramente	rahlo	ADV	ADV
ventos	vetrovi	vento	veter	N	N;NOM;MASC;PL
atopen	poišči	atopar	poiskati	V	V;PFV;IMP;SG;2;FIN
atopen	najdi	atopar	najdi	V	V;PFV;IMP;SG;2;FIN
atopen	so	atopar	biti	V	V;IND;PL;3;POS;PRS;FIN
fundación	fundacija	fundación	fundacija	N	N;NOM;FEM;SG
fundación	temelj	fundación	temelj	N	N;NOM;MASC;SG
fundación	sklad	fundación	sklad	N	N;NOM;MASC;SG
fundación	temelje	fundación	temelj	N	N;ACC;MASC;PL
construir	zgradi	construir	zgraditi	V	V;PFV;IND;SG;3;PRS;FIN
construir	zgraditi	construir	zgraditi	V	V;PFV;NFIN
construir	zgradil	construir	zgraditi	V	V;PFV;MASC;SG;V.PTCP
farrapos	krpe	farrapo	krpa	N	N;NOM;FEM;PL
farrapos	cunje	farrapo	cunja	N	N;NOM;FEM;PL
tarda	vzame	tarda	vzeti	V	V;PFV;IND;SG;3;PRS;FIN
tarda	jemlje	tarda	jemati	V	V;IPFV;IND;SG;3;PRS;FIN
traballaban	delovalo	traballar	delovati	V	V;IPFV;NEUT;SG;V.PTCP
traballaban	delal	traballar	delati	V	V;IPFV;MASC;SG;V.PTCP
tiveran	imajo	ter	imeti	V	V;IPFV;IND;PL;3;POS;PRS;FIN
tiveran	imeti	ter	imeti	V	V;IPFV;NFIN
tiveran	imelo	ter	imeti	V	V;IPFV;NEUT;SG;V.PTCP
tiveran	imeli	ter	imeti	V	V;IPFV;MASC;PL;V.PTCP
tiveran	imel	ter	imeti	V	V;IPFV;MASC;SG;V.PTCP
tiveran	imela	ter	imeti	V	V;IPFV;FEM;SG;V.PTCP
tiveran	so	ter	biti	V	V;IND;PL;3;POS;PRS;FIN
ainda	vseeno	ainda	vseeno	ADV	ADV
optimista	optimističen	optimista	optimističen	ADJ	ADJ;NOM;INDF;MASC;SG
optimista	optimistični	optimista	optimističen	ADJ	ADJ;NOM;MASC;PL
optimista	optimistična	optimista	optimističen	ADJ	ADJ;NOM;FEM;SG
medran	rastejo	medrar	rasti	V	V;IPFV;IND;PL;3;PRS;FIN
medran	rasti	medrar	rasti	V	V;IPFV;NFIN
medran	gojil	medrar	gojiti	V	V;IPFV;MASC;SG;V.PTCP
medran	zrasti	medrar	zrasti	V	V;PFV;NFIN
cadela	kuža	cadela	kuža	N	N;NOM;MASC;SG
cadela	pes	cadela	pes	N	N;NOM;MASC;SG
cadela	prasica	cadela	prasica	N	N;NOM;FEM;SG
cadela	kurba	cadela	kurba	N	N;NOM;FEM;SG
virtude	vrlina	virtude	vrlina	N	N;NOM;FEM;SG
virtude	kreposti	virtude	krepost	N	N;NOM;FEM;PL
virtude	krepost	virtude	krepost	N	N;NOM;FEM;SG
perigos	nevarnosti	perigo	nevarnost	N	N;GEN;FEM;PL
intencións	namere	intención	namera	N	N;NOM;FEM;SG
cursos	tečaje	curso	tečaj	N	N;ACC;MASC;PL
cursos	tečaji	curso	tečaj	N	N;NOM;MASC;PL
cursos	seminarji	curso	seminar	N	N;NOM;MASC;PL
herbas	trava	herba	trava	N	N;NOM;FEM;SG
herbas	trave	herba	trava	N	N;NOM;FEM;PL
herbas	travo	herba	trava	N	N;ACC;FEM;SG
herbas	zelišča	herba	zelišče	N	N;NOM;NEUT;PL
computadora	računalnik	computar	računalnik	N	N;NOM;MASC;SG
arquitecto	arhitekta	arquitecto	arhitekt	N	N;ACC;MASC;SG
arquitecto	arhitekt	arquitecto	arhitekt	N	N;NOM;MASC;SG
catedral	katedrala	catedral	katedrala	N	N;NOM;MASC;SG
catedral	katedrali	catedral	katedrala	N	N;NOM;FEM;SG
catedral	katedralo	catedral	katedrala	N	N;ACC;FEM;SG
comparar	primerjaj	comparar	primerjaj	V	V;IPFV;IMP;SG;2;FIN
comparar	primerjati	comparar	primerjati	V	V;IPFV;NFIN
manexar	uredil	manexar	urediti	V	V;PFV;MASC;SG;V.PTCP
española	špansko	español	španski	ADJ	ADJ;NOM;NEUT;SG
española	španski	español	španski	ADJ	ADJ;NOM;DEF;MASC;SG
española	španska	español	španski	ADJ	ADJ;NOM;FEM;SG
xogador	igralec	xogador	igralec	N	N;NOM;MASC;SG
xogador	predvajalnik	xogador	predvajalnik	N	N;NOM;MASC;SG
xogador	igralca	xogador	igralec	N	N;NOM;MASC;SG
xogador	kockar	xogador	kockar	N	N;NOM;MASC;SG
computadores	računalniki	computador	računalnik	N	N;NOM;MASC;PL
computadores	računalnike	computador	računalnik	N	N;ACC;MASC;PL
durmía	spi	durmía	spati	V	V;IPFV;IND;SG;3;PRS;FIN
durmía	spati	durmía	spati	V	V;IPFV;NFIN
durmía	spala	durmía	spati	V	V;IPFV;FEM;SG;V.PTCP
durmía	spal	durmía	spati	V	V;IPFV;MASC;SG;V.PTCP
bacteria	bakterija	bacteria	bakterija	N	N;NOM;FEM;SG
bacteria	bakterija	bacteria	bakterija	N	N;NOM;FEM;SG
bacteria	bakterije	bacteria	bakterija	N	N;NOM;FEM;PL
entren	dobil	entren	dobiti	V	V;PFV;MASC;SG;V.PTCP
entren	dobi	entren	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
parentes	sorodniki	parente	sorodnik	N	N;NOM;MASC;PL
bailes	plese	baile	plesti	N	N;ACC;MASC;PL
bailes	plesi	baile	plesiti	N	N;NOM;MASC;PL
empezaron	začel	empezar	začeti	V	V;PFV;MASC;SG;V.PTCP
empezaron	začela	empezar	začeti	V	V;PFV;FEM;SG;V.PTCP
empezaron	so	empezar	biti	V	V;IND;PL;3;POS;PRS;FIN
estadio	stadion	estadio	stadion	N	N;NOM;MASC;SG
estadio	arena	estadio	arena	N	N;NOM;MASC;SG
estadio	areni	estadio	arena	N	N;NOM;FEM;SG
estadio	areno	estadio	arena	N	N;ACC;FEM;SG
fósemos	bili	fósemo	biti	V	V;MASC;PL;V.PTCP
obstáculos	ovire	obstáculo	ovira	N	N;NOM;FEM;PL
sinxelamente	enostavno	sinxelamente	enostavno	ADV	ADV
sinxelamente	preprosto	sinxelamente	preprosto	ADV	ADV
variedades	sort	variedade	sorta	N	N;GEN;FEM;PL
variedades	sorte	variedade	sorta	N	N;NOM;FEM;PL
estupidez	neumnost	estupidez	neumnost	N	N;NOM;FEM;SG
estupidez	neumnosti	estupidez	neumnost	N	N;NOM;FEM;PL
hamburguesa	hamburger	hamburguesa	hamburger	N	N;NOM;MASC;SG
deitados	lažnivi	deitado	lažniv	N	N;NOM;MASC;PL
deitados	laganje	deitado	laganja	N	N;NOM;NEUT;SG
deitados	kavče	deitado	kavča	N	N;NOM;FEM;PL
razas	dirk	raza	dirka	N	N;GEN;FEM;PL
razas	dirkah	raza	dirka	N	N;ESS;FEM;PL
razas	rase	raza	rase	N	N;NOM;FEM;PL
razas	dirke	raza	dirka	N	N;NOM;FEM;PL
razas	dežja	raza	dež	N	N;GEN;MASC;SG
razas	dež	raza	dež	N	N;NOM;MASC;SG
pulmón	pljuč	pulmón	pljuč	N	N;NOM;MASC;SG
pulmón	pljuča	pulmón	pljuč	N	N;NOM;MASC;SG
cambiará	bo	cambiar	biti	V	V;IND;SG;3;POS;FUT;FIN
cambiará	spremeni	cambiar	spremeniti	V	V;PFV;IND;SG;3;PRS;FIN
catástrofe	katastrofo	catástrofe	katastrofa	N	N;ACC;FEM;SG
catástrofe	katastrofa	catástrofe	katastrof	N	N;NOM;FEM;SG
descuberta	odkrila	descuberta	odkriti	V	V;PFV;FEM;SG;V.PTCP
descuberta	odkril	descuberta	odkriti	V	V;PFV;MASC;SG;V.PTCP
descuberta	odkrili	descuberta	odkriti	V	V;PFV;MASC;PL;V.PTCP
voluntario	prostovoljec	voluntario	prostovoljec	N	N;NOM;MASC;SG
pódesme	lahko	pódesme	lahko	ADV	ADV
estarías	si	estar	biti	V	V;IND;SG;2;POS;PRS;FIN
ombro	rame	ombro	rame	N	N;ACC;MASC;PL
ombro	ramo	ombro	rama	N	N;ACC;FEM;SG
ombro	rama	ombro	rama	N	N;NOM;FEM;SG
ombro	rami	ombro	rama	N	N;NOM;FEM;SG
sentenza	kazen	sentenza	kazen	N	N;NOM;FEM;SG
sentenza	stavek	sentenza	stavek	N	N;NOM;MASC;SG
sentenza	obsodba	sentenza	obsodba	N	N;NOM;FEM;SG
construímos	zgradil	construír	zgraditi	V	V;PFV;MASC;SG;V.PTCP
cambiamos	spremeni	cambiar	spremeniti	V	V;PFV;IND;SG;3;PRS;FIN
entendedes	si	entendede	biti	V	V;IND;SG;2;POS;PRS;FIN
creador	stvarnika	creador	stvarnik	N	N;ANIM;ACC;MASC;SG
creador	ustvarjalec	creador	ustvarjalec	N	N;NOM;MASC;SG
creador	stvarnik	creador	stvarnik	N	N;NOM;MASC;SG
feixóns	fižol	feixón	fižol	N	N;NOM;MASC;SG
barras	bari	barra	bar	N	N;NOM;MASC;PL
barras	rešetke	barra	rešetek	N	N;ACC;MASC;PL
barras	bare	barra	bar	N	N;ACC;MASC;PL
barras	palice	barra	palica	N	N;NOM;FEM;PL
barras	kilogramov	barra	kilogram	N	N;GEN;MASC;PL
eficiente	učinkoviti	eficiente	učinkovit	ADJ	ADJ;NOM;MASC;PL
eficiente	učinkovita	eficiente	učinkovit	ADJ	ADJ;NOM;FEM;SG
eficiente	učinkovit	eficiente	učinkovit	ADJ	ADJ;NOM;INDF;MASC;SG
eficiente	učinkovito	eficiente	učinkovit	ADJ	ADJ;NOM;NEUT;SG
nenez	otroštvo	nenez	otroštvo	N	N;NOM;NEUT;SG
nenez	otroštva	nenez	otroštvo	N	N;GEN;NEUT;SG
vales	dolin	val	dolina	N	N;GEN;FEM;PL
vales	doline	val	dolina	N	N;NOM;FEM;PL
imaxinaba	misli	imaxinar	misliti	V	V;IPFV;IND;SG;3;PRS;FIN
naturais	naravnega	natural	naraven	ADJ	ADJ;GEN;NEUT;SG
naturais	naravni	natural	naraven	ADJ	ADJ;NOM;MASC;SG
naturais	naraven	natural	naraven	ADJ	ADJ;NOM;INDF;MASC;SG
naturais	naravno	natural	naraven	ADJ	ADJ;NOM;NEUT;SG
naturais	naravna	natural	naraven	ADJ	ADJ;NOM;FEM;SG
naturais	naravne	natural	naraven	ADJ	ADJ;NOM;FEM;PL
valioso	dragoceno	valioso	dragocen	ADJ	ADJ;NOM;NEUT;SG
valioso	dragocene	valioso	dragocen	ADJ	ADJ;NOM;FEM;PL
valioso	dragocen	valioso	dragocen	ADJ	ADJ;NOM;INDF;MASC;SG
valioso	dragocena	valioso	dragocen	ADJ	ADJ;NOM;FEM;SG
caendo	padajo	caendo	padati	V	V;IPFV;IND;PL;3;PRS;FIN
lavadora	pranje	lavador	pramje	N	N;NOM;NEUT;SG
lavadora	umivanje	lavador	umivanje	N	N;NOM;NEUT;SG
lavadora	mašina	lavador	mašina	N	N;NOM;FEM;SG
lavadora	stroj	lavador	stroj	N	N;NOM;MASC;SG
