catholicisme	katolilaisuus	catholicisme	katolilaisuus	N;MASC;SG	N;NOM;SG
problématique	ongelmallista	problématique	ongelmallinen	ADJ;FEM;SG	ADJ;PRT;SG
problématique	ongelmallinen	problématique	ongelmallinen	ADJ;FEM;SG	ADJ;NOM;SG
danseuse	tanssija	danseur	tanssija	N;FEM;SG	N;NOM;SG
conforme	yhteensopiva	conforme	yhteen#sopiva	ADJ;MASC;SG	ADJ;NOM;SG
earth	maa	earth	maa	N;MASC;SG	N;NOM;SG
earth	maapallo	earth	maa#pallo	N;MASC;SG	N;NOM;SG
earth	maan	earth	maa	N;MASC;SG	N;GEN;SG
violent	väkivaltaista	violent	väki#valtainen	ADJ;MASC;SG	ADJ;PRT;SG
violent	väkivaltainen	violent	väki#valtainen	ADJ;MASC;SG	ADJ;NOM;SG
démon	daemon	démon	daemo	N;MASC;SG	N;NOM;SG
démon	paholainen	démon	paholainen	N;MASC;SG	N;NOM;SG
démon	paholainen	démon	paholainen	N;MASC;SG	N;NOM;SG
démon	demoni	démon	demoni	N;MASC;SG	N;NOM;SG
démon	demonin	démon	demoni	N;MASC;SG	N;GEN;SG
constructeurs	rakentajat	constructeur	rakentaja	N;MASC;PL	N;NOM;PL
constructeurs	valmistajien	constructeur	valmistaja	N;MASC;PL	N;GEN;PL
constructeurs	valmistajat	constructeur	valmistaja	N;MASC;PL	N;NOM;PL
sourire	hymyä	sourire	hymy	N;MASC;SG	N;PRT;SG
sourire	hymy	sourire	hymy	N;MASC;SG	N;NOM;SG
sourire	hymyä	sourire	hymy	N;MASC;SG	N;PRT;SG
carrés	neliöt	carré	neliö	N;MASC;PL	N;NOM;PL
sommeil	sleepy	sommeil	sleepy	N;MASC;SG	N;NOM;SG
sommeil	uni	sommeil	uni	N;MASC;SG	N;NOM;SG
sommeil	nukkuminen	sommeil	nukkuminen	N;MASC;SG	N;NOM;SG
digne	arvoinen	digne	arvoinen	ADJ;MASC;SG	ADJ;NOM;SG
saoudite	arabia	saoudite	arabi	N;MASC;SG	N;NOM;SG
saoudite	arabian	saoudite	arabia	N;MASC;SG	N;GEN;SG
chirurgien	kirurgi	chirurgien	kirurgi	N;MASC;SG	N;NOM;SG
chirurgien	kirurgin	chirurgien	kirurgi	N;MASC;SG	N;GEN;SG
défi	haaste	défi	haaste	N;MASC;SG	N;NOM;SG
consulat	konsulaatti	consulat	konsulaatti	N;MASC;SG	N;NOM;SG
cinéaste	elokuvantekijä	cinéaste	elo#kuvanne#kijä	N;MASC;SG	N;NOM;SG
magnifique	kaunista	magnifique	kaunis	ADJ;MASC;SG	ADJ;PRT;SG
magnifique	kaunis	magnifique	kaunis	ADJ;MASC;SG	ADJ;NOM;SG
magnifique	upea	magnifique	upea	ADJ;MASC;SG	ADJ;NOM;SG
magnifique	upea	magnifique	upea	ADJ;MASC;SG	ADJ;NOM;SG
classic	classic	classic	classic	N;MASC;SG	N;NOM;SG
classic	klassikko	classic	klassikko	N;MASC;SG	N;NOM;SG
chances	kertoimet	chance	kertoa	N;FEM;PL	N;NOM;PL
hôpitaux	sairaaloissa	hôpital	sairaala	N;MASC;PL	N;IN+ESS;PL
hôpitaux	sairaalat	hôpital	sairaala	N;MASC;PL	N;NOM;PL
hôpitaux	sairaaloita	hôpital	sairaala	N;MASC;PL	N;PRT;PL
confiée	uskottu	confier	uskoa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
afro	afro	afro	afro	N;MASC;SG	N;NOM;SG
tigers	tiikerit	tiger	tiikeri	N;MASC;PL	N;NOM;PL
démontrer	osoitettava	démontrer	osoittaa	V;NFIN	V;NOM;SG;V.PTCP;PASS
entente	kartelli	entente	kartelli	N;FEM;SG	N;NOM;SG
entente	kartellin	entente	kartella	N;FEM;SG	N;GEN;SG
trilogie	trilogia	trilogie	trilogia	N;FEM;SG	N;NOM;SG
précieux	arvokas	précieux	arvokas	ADJ;MASC;SG	ADJ;NOM;SG
précieux	arvokasta	précieux	arvokas	ADJ;MASC;SG	ADJ;PRT;SG
précieux	arvokas	précieux	arvokas	ADJ;MASC;SG	ADJ;NOM;SG
précieux	arvokasta	précieux	arvokas	ADJ;MASC;SG	ADJ;PRT;SG
installent	asennetaan	installer	asentaa	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;PASS
danube	tonavan	danube	tonava	N;MASC;SG	N;GEN;SG
donjon	dungeons	donjon	dungeons	N;MASC;SG	N;NOM;SG
croissant	crescent	croissant	crescent	N;MASC;SG	N;NOM;SG
jul	heinä	jul	hän	N;MASC;SG	N;NOM;SG
amant	rakastaja	amant	rakastaja	N;MASC;SG	N;NOM;SG
amant	rakastajatar	amant	rakastajatar	N;MASC;SG	N;NOM;SG
caps	viitat	caps	viita	N;MASC;PL	N;NOM;PL
légal	oikeudellinen	légal	oikeudellinen	ADJ;MASC;SG	ADJ;NOM;SG
légal	laillinen	légal	laillinen	ADJ;MASC;SG	ADJ;NOM;SG
incapable	kykenemätön	incapable	kykenemätön	ADJ;MASC;SG	ADJ;NOM;SG
incapable	kykenemätön	incapable	kykenemätön	ADJ;MASC;SG	ADJ;NOM;SG
prévenir	varoittaa	prévenir	varoittaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
prévenir	estä	prévenir	estää	V;NFIN	V;IMP;SG;2;FIN;ACT
prévenir	estettävä	prévenir	estää	V;NFIN	V;NOM;SG;V.PTCP;PASS
prévenir	ehkäistä	prévenir	ehkäistä	V;NFIN	V;SG;NFIN;ACT
prévenir	estää	prévenir	estää	V;NFIN	V;IND;SG;PRS;FIN;ACT
jungle	viidakko	jungle	viidakko	N;FEM;SG	N;NOM;SG
jungle	viidakkoon	jungle	viidakko	N;FEM;SG	N;IN+ALL;SG
jungle	viidakon	jungle	viidakko	N;FEM;SG	N;GEN;SG
assomption	oletus	assomption	oletus	N;FEM;SG	N;NOM;SG
assomption	olettamus	assomption	olettamus	N;FEM;SG	N;NOM;SG
condamnation	tuomitseminen	condamnation	tuomitseminen	N;FEM;SG	N;NOM;SG
condamnation	tuomitseminen	condamnation	tuomitseminen	N;FEM;SG	N;NOM;SG
légitime	laillinen	légitime	laillinen	ADJ;MASC;SG	ADJ;NOM;SG
légitime	aito	légitime	aito	ADJ;MASC;SG	ADJ;NOM;SG
légitime	laillista	légitime	laillinen	ADJ;MASC;SG	ADJ;PRT;SG
légitime	laillinen	légitime	laillinen	ADJ;MASC;SG	ADJ;NOM;SG
lys	lilyn	lys	lily	N;MASC;SG	N;GEN;SG
lys	lys	lys	lys	N;MASC;SG	N;NOM;SG
rail	rautatie	rail	rauta#tie	N;MASC;SG	N;NOM;SG
cou	kaulan	cou	kaula	N;MASC;SG	N;GEN;SG
cou	niskan	cou	niska	N;MASC;SG	N;GEN;SG
cou	niska	cou	niska	N;MASC;SG	N;NOM;SG
cou	kaula	cou	kaula	N;MASC;SG	N;NOM;SG
accidents	onnettomuudet	accident	onnettomuus	N;MASC;PL	N;NOM;PL
accidents	onnettomuuksia	accident	onnettomuus	N;MASC;PL	N;PRT;PL
accidents	onnettomuuksien	accident	onnettomuus	N;MASC;PL	N;GEN;PL
accidents	onnettomuuksista	accident	onnettomuus	N;MASC;PL	N;IN+ABL;PL
spectre	spektri	spectre	spektri	N;MASC;SG	N;NOM;SG
spectre	kirjo	spectre	kirjo	N;MASC;SG	N;NOM;SG
spectre	spectre	spectre	spectre	N;MASC;SG	N;NOM;SG
ajoutant	lisätään	ajouter	lisätä	V;PRS;V.PTCP	V;IND;PRS;FIN;PASS
transcription	transkriptio	transcription	transkri#ptio	N;FEM;SG	N;NOM;SG
violoniste	viulisti	violoniste	viulisti	N;MASC;SG	N;NOM;SG
violoniste	viulunsoittaja	violoniste	viulu#soittaja	N;MASC;SG	N;NOM;SG
achille	achille	achille	ach	N;MASC;SG	N;NOM;SG
achille	akilles	achille	akilles	N;MASC;SG	N;NOM;SG
tag	merkintä	tag	merkintä	N;MASC;SG	N;NOM;SG
tag	tunniste	tag	tunniste	N;MASC;SG	N;NOM;SG
profiter	nauttia	profiter	nauttia	V;NFIN	V;SG;NFIN;ACT
profiter	nauti	profiter	nauti	V;NFIN	V;IMP;SG;2;FIN;ACT
profiter	nauttii	profiter	nauttia	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
datée	päivätty	dater	päivätä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
recrutement	rekrytointi	recrutement	rekrytointi	N;MASC;SG	N;NOM;SG
procédures	menettelytavat	procédure	menettely#tapa	N;FEM;PL	N;NOM;PL
procédures	menettelyjä	procédure	menettely	N;FEM;PL	N;PRT;PL
procédures	menettelyt	procédure	menettely	N;FEM;PL	N;NOM;PL
procédures	menetelmät	procédure	menetelmä	N;FEM;PL	N;NOM;PL
terminal	terminaali	terminal	terminaali	N;MASC;SG	N;NOM;SG
explorer	tutkimassa	explorer	tutkia	V;NFIN	V;IN+ESS;SG;NFIN;ACT
explorer	tutkia	explorer	tutkia	V;NFIN	V;SG;NFIN;ACT
explorer	tutustu	explorer	tutustua	V;NFIN	V;IMP;SG;2;FIN;ACT
explorer	tutki	explorer	tutkia	V;NFIN	V;IMP;SG;2;FIN;ACT
partition	osio	partition	osio	N;FEM;SG	N;NOM;SG
partition	osion	partition	osio	N;FEM;SG	N;GEN;SG
couples	parit	couple	pari	N;MASC;PL	N;NOM;PL
considérant	harkitaan	considérer	harkita	V;PRS;V.PTCP	V;IND;PRS;FIN;PASS
considérant	harkitsee	considérer	harkita	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
reconnus	tunnustettiin	reconnaître	tunnustaa	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
violation	rikkomisen	violation	rikkominen	N;FEM;SG	N;GEN;SG
violation	rikkomus	violation	rikkomus	N;FEM;SG	N;NOM;SG
violation	rikkomuksen	violation	rikkomus	N;FEM;SG	N;GEN;SG
violation	rikkominen	violation	rikkominen	N;FEM;SG	N;NOM;SG
violation	rikkomus	violation	rikkomus	N;FEM;SG	N;NOM;SG
violation	rikkomisen	violation	rikkominen	N;FEM;SG	N;GEN;SG
violation	rikkominen	violation	rikkominen	N;FEM;SG	N;NOM;SG
violation	rikkomisesta	violation	rikkominen	N;FEM;SG	N;IN+ABL;SG
conservateurs	konservatiivien	conservateur	konservatiivi	N;MASC;PL	N;GEN;PL
conservateurs	konservatiivit	conservateur	konservatiivit	N;MASC;PL	N;NOM;PL
conservateurs	konservatiivien	conservateur	konservatiivi	N;MASC;PL	N;GEN;PL
conservateurs	konservatiivit	conservateur	konservatiivit	N;MASC;PL	N;NOM;PL
rappel	muistutus	rappel	muistutus	N;MASC;SG	N;NOM;SG
rappel	muistutuksen	rappel	muistutus	N;MASC;SG	N;GEN;SG
plats	astiat	plat	astia	N;MASC;PL	N;NOM;PL
plats	ruokia	plat	ruoka	N;MASC;PL	N;PRT;PL
plats	astioita	plat	astia	N;MASC;PL	N;PRT;PL
miracle	ihme	miracle	ihme	N;MASC;SG	N;NOM;SG
gène	geeni	gène	geeni	N;MASC;SG	N;NOM;SG
formés	muodostettiin	former	muodostaa	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
formés	muodostivat	former	muodostaa	V;MASC;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
charlemagne	charlemagne	charlemagne	charlemagne	N;MASC;SG	N;NOM;SG
créature	olento	créature	olento	N;FEM;SG	N;NOM;SG
créature	olio	créature	olio	N;FEM;SG	N;NOM;SG
créature	otus	créature	otus	N;FEM;SG	N;NOM;SG
accusations	syytökset	accusation	syytös	N;FEM;PL	N;NOM;PL
accusations	syytöksiä	accusation	syytös	N;FEM;PL	N;PRT;PL
apporté	tuotiin	apporter	tuoda	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
négatif	kielteinen	négatif	kielteinen	ADJ;MASC;SG	ADJ;NOM;SG
négatif	negatiivinen	négatif	negatiivinen	ADJ;MASC;SG	ADJ;NOM;SG
résidents	asukkaille	résident	asukas	N;MASC;PL	N;AT+ALL;PL
résidents	asukkaita	résident	asukas	N;MASC;PL	N;PRT;PL
résidents	asukkaat	résident	asukas	N;MASC;PL	N;NOM;PL
provoqué	aiheuttama	provoquer	aiheuttaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
opérateurs	toimijoiden	opérateur	toimija	N;MASC;PL	N;GEN;PL
opérateurs	operaattorit	opérateur	operaattori	N;MASC;PL	N;NOM;PL
opérateurs	toimijat	opérateur	toimija	N;MASC;PL	N;NOM;PL
toiles	kankaita	toile	kangas	N;FEM;PL	N;PRT;PL
toiles	kankaat	toile	kangas	N;FEM;PL	N;NOM;PL
toiles	taulut	toile	taulu	N;FEM;PL	N;NOM;PL
toiles	maalaukset	toile	maalaus	N;FEM;PL	N;NOM;PL
toiles	maalauksia	toile	maalaus	N;FEM;PL	N;PRT;PL
toiles	tauluja	toile	taulu	N;FEM;PL	N;PRT;PL
albanie	albaniassa	albanie	albania	N;FEM;SG	N;IN+ESS;SG
albanie	albanian	albanie	albania	N;FEM;SG	N;GEN;SG
albanie	albania	albanie	albania	N;FEM;SG	N;NOM;SG
albanie	albaniaa	albanie	albania	N;FEM;SG	N;PRT;SG
thé	tea	thé	tea	N;MASC;SG	N;NOM;SG
thé	teetä	thé	tee	N;MASC;SG	N;PRT;SG
assister	osallistu	assister	osallistua	V;NFIN	V;IMP;SG;2;FIN;ACT
assister	osallistua	assister	osallistua	V;NFIN	V;SG;NFIN;ACT
enregistrés	kirjatut	enregistrer	kirjata	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
enregistrés	rekisteröidyt	enregistrer	rekisteröidä	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
enregistrés	tallennetut	enregistrer	tallentaa	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
connexion	yhdistäminen	connexion	yhdistäminen	N;FEM;SG	N;NOM;SG
connexion	yhteys	connexion	yhteys	N;FEM;SG	N;NOM;SG
connexion	yhteyden	connexion	yhteys	N;FEM;SG	N;GEN;SG
briques	tiiliä	brique	tiili	N;FEM;PL	N;PRT;PL
opinions	lausuntojen	opinion	lausunto	N;FEM;PL	N;GEN;PL
opinions	lausunnot	opinion	lausunto	N;FEM;PL	N;NOM;PL
opinions	mielipiteitä	opinion	mieli#pide	N;FEM;PL	N;PRT;PL
opinions	mielipiteet	opinion	mieli#pide	N;FEM;PL	N;NOM;PL
distribué	jaettu	distribuer	jakaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
bonnet	konepellin	bonnet	kone#pelti	N;MASC;SG	N;GEN;SG
coque	runko	coque	runko	N;FEM;SG	N;NOM;SG
coque	rungon	coque	runko	N;FEM;SG	N;GEN;SG
cloud	pilven	cloud	pilvi	N;MASC;SG	N;GEN;SG
cloud	pilvi	cloud	pilvi	N;MASC;SG	N;NOM;SG
confié	uskottu	confier	uskoa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
boutique	kauppa	boutique	kauppa	N;FEM;SG	N;NOM;SG
boutique	shop	boutique	shop	N;FEM;SG	N;NOM;SG
boutique	boutique	boutique	boutique	N;FEM;SG	N;NOM;SG
boutique	kaupassa	boutique	kauppa	N;FEM;SG	N;IN+ESS;SG
boutique	kaupan	boutique	kauppa	N;FEM;SG	N;GEN;SG
boutique	kauppa	boutique	kauppa	N;FEM;SG	N;NOM;SG
accuse	syyttää	accuser	syyttää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
accuse	syyttää	accuser	syyttää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
suspendu	keskeytetty	suspendre	keskeyttää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
conjointement	yhteisesti	conjointement	yhteisesti	ADV	ADV
mare	tamma	mare	tamma	N;FEM;SG	N;NOM;SG
exigences	vaatimuksia	exigence	vaatimus	N;FEM;PL	N;PRT;PL
exigences	vaatimukset	exigence	vaatimus	N;FEM;PL	N;NOM;PL
exigences	vaatimuksia	exigence	vaatimus	N;FEM;PL	N;PRT;PL
inventé	keksittiin	inventer	keksiä	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
inventé	keksi	inventer	keksiä	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
ténor	tenori	ténor	tenori	N;MASC;SG	N;NOM;SG
aveugle	sokeaa	aveugle	sokea	ADJ;MASC;SG	ADJ;PRT;SG
aveugle	sokea	aveugle	sokea	ADJ;MASC;SG	ADJ;NOM;SG
ferry	lautta	ferry	lautta	N;MASC;SG	N;NOM;SG
ferry	lautalla	ferry	lauta	N;MASC;SG	N;AT+ESS
;SG
ferry	lautan	ferry	lauta	N;MASC;SG	N;GEN;SG
espionnage	vakoilu	espionnage	vakoilu	N;MASC;SG	N;NOM;SG
espionnage	vakooja	espionnage	vakooja	N;MASC;SG	N;NOM;SG
espionnage	vakoilusta	espionnage	vakoilu	N;MASC;SG	N;IN+ABL;SG
vies	elämät	vie	elämä	N;FEM;PL	N;NOM;PL
segment	segmentin	segment	segmentti	N;MASC;SG	N;GEN;SG
roulant	pyörii	roulant	pyöriä	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
tabac	tupakointi	tabac	tupakointi	N;MASC;SG	N;NOM;SG
tabac	polttaminen	tabac	polttaminen	N;MASC;SG	N;NOM;SG
tabac	tupakoinnin	tabac	tupakointi	N;MASC;SG	N;GEN;SG
tabac	tupakka	tabac	tupakka	N;MASC;SG	N;NOM;SG
tabac	tupakan	tabac	tupakka	N;MASC;SG	N;GEN;SG
tabac	tupakkaa	tabac	tupakka	N;MASC;SG	N;PRT;SG
palace	palatsi	palace	palatsi	N;MASC;SG	N;NOM;SG
libérale	liberaali	libéral	liberaali	ADJ;FEM;SG	ADJ;NOM;SG
étendre	laajentaa	étendre	laajentaa	V;NFIN	V;SG;NFIN;ACT
étendre	pidentää	étendre	pidentää	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
étendre	laajenna	étendre	laajentaa	V;NFIN	V;IMP;SG;2;FIN;ACT
étendre	laajentaa	étendre	laajentaa	V;NFIN	V;SG;NFIN;ACT
étendre	laajenna	étendre	laajentaa	V;NFIN	V;IMP;SG;2;FIN;ACT
tutelle	holhouksen	tutelle	holhous	N;FEM;SG	N;GEN;SG
réunions	kokoukset	réunion	kokous	N;FEM;PL	N;NOM;PL
réunions	tapaamiset	réunion	tapaaminen	N;FEM;PL	N;NOM;PL
réunions	kokouksiin	réunion	kokous	N;FEM;PL	N;IN+ALL;PL
tissus	kankaat	tissu	kangas	N;MASC;PL	N;NOM;PL
suffisante	riittävä	suffisant	riittävä	ADJ;FEM;SG	ADJ;NOM;SG
afficher	näytä	afficher	näyttää	V;NFIN	V;IMP;SG;2;FIN;ACT
afficher	näytä	afficher	näyttää	V;NFIN	V;IMP;SG;2;FIN;ACT
dominante	määräävä	dominant	määräävä	ADJ;FEM;SG	ADJ;NOM;SG
dominante	määräävä	dominant	määräävä	ADJ;FEM;SG	ADJ;NOM;SG
entités	yhteisöt	entité	yhteisö	N;FEM;PL	N;NOM;PL
sélectionnés	valitut	sélectionner	valita	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
sélectionnés	valittiin	sélectionner	valita	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
hercule	herkules	hercule	herkules	N;MASC;SG	N;NOM;SG
hercule	hercule	hercule	hercule	N;MASC;SG	N;NOM;SG
forcé	pakotettu	forcer	pakottaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forcé	pakotti	forcer	pakottaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
forcé	pakotti	forcer	pakottaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
forcé	pakotettu	forcer	pakottaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
solde	vaaka	solde	vaaka	N;MASC;SG	N;NOM;SG
solde	saldo	solde	saldo	N;MASC;SG	N;NOM;SG
solde	tasapainoa	solde	tasa#paino	N;MASC;SG	N;PRT;SG
solde	tasapaino	solde	tasa#paino	N;MASC;SG	N;NOM;SG
solde	tase	solde	tase	N;MASC;SG	N;NOM;SG
récolte	sadon	récolte	sato	N;FEM;SG	N;GEN;SG
récolte	satoa	récolte	satoa	N;FEM;SG	N;PRT;SG
récolte	sato	récolte	sato	N;FEM;SG	N;NOM;SG
récolte	rajaa	récolte	raja	N;FEM;SG	N;PRT;SG
récolte	sadon	récolte	sato	N;FEM;SG	N;GEN;SG
récolte	satoa	récolte	satoa	N;FEM;SG	N;PRT;SG
récolte	sato	récolte	sato	N;FEM;SG	N;NOM;SG
récolte	sadonkorjuu	récolte	sadon#korjuu	N;FEM;SG	N;NOM;SG
attaqué	hyökkäsi	attaquer	hyökätä	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
attaqué	hyökätty	attaquer	hyökätä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
apprécié	piti	apprécier	pitää	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
apprécié	tykännyt	apprécier	tykätä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
apprécié	pidetty	apprécier	pitää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
apprécié	arvostettu	apprécier	arvostaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
apprécié	nautti	apprécier	nauttia	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
apprécié	nauttinut	apprécier	nauttia	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
cape	kap	cape	kap	N;FEM;SG	N;GEN;SG
cape	viitta	cape	viisi	N;FEM;SG	N;NOM;SG
infos	tiedot	info	tieto	N;FEM;PL	N;NOM;PL
infos	tietoja	info	tieto	N;FEM;PL	N;PRT;PL
infos	tiedot	info	tieto	N;FEM;PL	N;NOM;PL
infos	tietoja	info	tieto	N;FEM;PL	N;PRT;PL
monté	asennettu	monter	asentaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
artificielle	keinotekoinen	artificiel	keino#tekoinen	ADJ;FEM;SG	ADJ;NOM;SG
jésuite	jesuiitta	jésuite	jesuiitta	N;MASC;SG	N;NOM;SG
voyageur	matkustaja	voyageur	matkustaja	N;MASC;SG	N;NOM;SG
voyageur	matkustajan	voyageur	matkustaja	N;MASC;SG	N;GEN;SG
voyageur	matkustaja	voyageur	matkustaja	N;MASC;SG	N;NOM;SG
voyageur	matkaaja	voyageur	matkaaja	N;MASC;SG	N;NOM;SG
voyageur	matkustaja	voyageur	matkustaja	N;MASC;SG	N;NOM;SG
voyageur	matkaaja	voyageur	matkaaja	N;MASC;SG	N;NOM;SG
traitements	hoitoja	traitement	hoito	N;MASC;PL	N;PRT;PL
traitements	hoitojen	traitement	hoito	N;MASC;PL	N;GEN;PL
traitements	hoidot	traitement	hoito	N;MASC;PL	N;NOM;PL
serpents	käärmeitä	serpent	käärme	N;MASC;PL	N;PRT;PL
serpents	käärmeet	serpent	käärme	N;MASC;PL	N;NOM;PL
entourage	seurue	entourage	seurue	N;MASC;SG	N;NOM;SG
entourage	seurueen	entourage	seurue	N;MASC;SG	N;GEN;SG
cuir	nahkaa	cuir	nahka	N;MASC;SG	N;PRT;SG
cuir	nahka	cuir	nahka	N;MASC;SG	N;NOM;SG
cuir	nahan	cuir	nahka	N;MASC;SG	N;GEN;SG
serie	serie	serie	serie	N;FEM;SG	N;NOM;SG
carnaval	tivoli	carnaval	tivoli	N;MASC;SG	N;NOM;SG
location	vuokra	location	vuokra	N;FEM;SG	N;NOM;SG
location	vuokraus	location	vuokraus	N;FEM;SG	N;NOM;SG
condamnés	tuomittiin	condamner	tuomita	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
condamnés	tuomittiin	condamner	tuomita	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
cacher	piilota	cacher	piilota	V;NFIN	V;IMP;SG;2;FIN;ACT
cacher	piilottaa	cacher	piilottaa	V;NFIN	V;IND;SG;PRS;FIN;ACT
probabilité	todennäköisyys	probabilité	toden#näköisyys	N;FEM;SG	N;NOM;SG
probabilité	todennäköisyyttä	probabilité	toden#näköisyys	N;FEM;SG	N;PRT;SG
probabilité	todennäköisyys	probabilité	toden#näköisyys	N;FEM;SG	N;NOM;SG
probabilité	todennäköisyyttä	probabilité	toden#näköisyys	N;FEM;SG	N;PRT;SG
probabilité	todennäköisyyden	probabilité	toden#näköisyys	N;FEM;SG	N;GEN;SG
académique	akateemisen	académique	akateeminen	ADJ;MASC;SG	ADJ;GEN;SG
académique	akateeminen	académique	akateeminen	ADJ;MASC;SG	ADJ;NOM;SG
accusation	syytös	accusation	syytös	N;FEM;SG	N;NOM;SG
accusation	syyte	accusation	syyte	N;FEM;SG	N;NOM;SG
accusation	syyte	accusation	syyte	N;FEM;SG	N;NOM;SG
accusation	syyttäjä	accusation	syyttäjä	N;FEM;SG	N;NOM;SG
accusation	syyte	accusation	syyte	N;FEM;SG	N;NOM;SG
châssis	alusta	châssis	alku	N;MASC;SG	N;IN+ABL;SG
châssis	alustan	châssis	alusta	N;MASC;SG	N;GEN;SG
responsabilités	velvollisuudet	responsabilité	velvollisuus	N;FEM;PL	N;NOM;PL
responsabilités	vastuualueet	responsabilité	vastuu#alue	N;FEM;PL	N;NOM;PL
responsabilités	vastuut	responsabilité	vastuu	N;FEM;PL	N;NOM;PL
lyrique	lyyrinen	lyrique	lyyrinen	ADJ;MASC;SG	ADJ;NOM;SG
laser	laser	laser	laser	N;MASC;SG	N;NOM;SG
minimale	minimaalinen	minimal	minimaalinen	ADJ;FEM;SG	ADJ;NOM;SG
sérieusement	oikeesti	sérieusement	oikeasti	ADV	ADV
sérieusement	vakavasti	sérieusement	vakavasti	ADV	ADV
noté	luokitellut	noter	luokitella	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
noté	huomioitu	noter	huomioida	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sauvetage	pelastus	sauvetage	pelastus	N;MASC;SG	N;NOM;SG
sauvetage	pelastaminen	sauvetage	pelastaminen	N;MASC;SG	N;NOM;SG
doigts	sormien	doigt	sormi	N;MASC;PL	N;GEN;PL
doigts	sormet	doigt	sormi	N;MASC;PL	N;NOM;PL
doigts	sormia	doigt	sormi	N;MASC;PL	N;PRT;PL
convoi	saattue	convoi	saattua	N;MASC;SG	N;NOM;SG
atterrissage	purkaminen	atterrissage	purkaminen	N;MASC;SG	N;NOM;SG
atterrissage	laskeutuminen	atterrissage	laskeutuminen	N;MASC;SG	N;NOM;SG
atterrissage	lasku	atterrissage	lasku	N;MASC;SG	N;NOM;SG
blaise	blaise	blaise	blaise	N;MASC;SG	N;NOM;SG
encre	muste	encre	muste	N;FEM;SG	N;NOM;SG
encre	mustetta	encre	muste	N;FEM;SG	N;PRT;SG
remplir	täytä	remplir	täyttää	V;NFIN	V;IMP;SG;2;FIN;ACT
remplir	täyttää	remplir	täyttää	V;NFIN	V;SG;NFIN;ACT
progressiste	asteittainen	progressiste	asteittainen	ADJ;MASC;SG	ADJ;NOM;SG
invitation	kutsu	invitation	kutsu	N;FEM;SG	N;NOM;SG
invitation	kutsu	invitation	kutsu	N;FEM;SG	N;NOM;SG
