dan	ja	dan	ja	CONJ	CONJ
bidang	kentän	bidang	kenttä	N;SG	N;GEN;SG
kepala	pää	kepala	pää	N;SG	N;NOM;SG
kepala	päätä	kepala	pää	N;SG	N;PRT;SG
kepala	pään	kepala	pää	N;SG	N;GEN;SG
kepala	päällikkö	kepala	päällikkö	N;SG	N;NOM;SG
melakukan	tekemässä	menlakukan	tehdä	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
melakukan	tekee	menlakukan	tehdä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
pusat	keskus	pusat	keskus	N;SG	N;NOM;SG
pusat	keskusta	pusat	keskusta	N;SG	N;NOM;SG
pusat	center	pusat	center	N;SG	N;NOM;SG
pusat	keskus	pusat	keskus	N;SG	N;NOM;SG
pusat	keskusta	pusat	keskusta	N;SG	N;NOM;SG
agustus	elokuu	agustus	elokuu	N;SG	N;NOM;SG
agustus	elokuuta	agustus	elokuu	N;SG	N;PRT;SG
agustus	elokuussa	agustus	elokuu	N;SG	N;IN+ESS;SG
agustus	elokuun	agustus	elokuu	N;SG	N;GEN;SG
agustus	august	agustus	august	N;SG	N;NOM;SG
agustus	elokuu	agustus	elokuu	N;SG	N;NOM;SG
internasional	kansainvälisen	internasional	kansain#välinen	ADJ;SG	ADJ;GEN;SG
internasional	kansainvälinen	internasional	kansain#välinen	ADJ;SG	ADJ;NOM;SG
sumber	lähde	sumber	lähde	N;SG	N;NOM;SG
manusia	ihmisen	manusia	ihminen	N;SG	N;GEN;SG
manusia	ihminen	manusia	ihminen	N;SG	N;NOM;SG
manusia	mies	manusia	mies	N;SG	N;NOM;SG
manusia	äijä	manusia	äijä	N;SG	N;NOM;SG
sejarah	historia	sejarah	historia	N;SG	N;NOM;SG
sejarah	historiaan	sejarah	historia	N;SG	N;IN+ALL;SG
sejarah	historiaa	sejarah	historia	N;SG	N;PRT;SG
sejarah	historian	sejarah	historia	N;SG	N;GEN;SG
sejarah	historiasta	sejarah	historia	N;SG	N;IN+ABL;SG
gereja	kirkon	gereja	kirkko	N;SG	N;GEN;SG
gereja	kirkossa	gereja	kirkko	N;SG	N;IN+ESS;SG
gereja	kirkkoon	gereja	kirkko	N;SG	N;IN+ALL;SG
gereja	kirkko	gereja	kirkko	N;SG	N;NOM;SG
gereja	seurakunta	gereja	seura#kunta	N;SG	N;NOM;SG
pemain	pelaajan	penmain	pelaaja	N;SG	N;GEN;SG
pemain	pelaaja	penmain	pelaaja	N;SG	N;NOM;SG
program	ohjelmaa	program	ohjelma	N;SG	N;PRT;SG
program	ohjelmalla	program	ohjelma	N;SG	N;AT+ESS
;SG
program	ohjelman	program	ohjelma	N;SG	N;GEN;SG
program	ohjelma	program	ohjelma	N;SG	N;NOM;SG
program	ohjelman	program	ohjelma	N;SG	N;GEN;SG
program	ohjelma	program	ohjelma	N;SG	N;NOM;SG
pesawat	lentokone	pesawat	lento#kone	N;SG	N;NOM;SG
pesawat	lentokone	pesawat	lento#kone	N;SG	N;NOM;SG
pesawat	kone	pesawat	kone	N;SG	N;NOM;SG
pesawat	lentokoneen	pesawat	lento#kone	N;SG	N;GEN;SG
pesawat	lentokone	pesawat	lento#kone	N;SG	N;NOM;SG
juli	heinäkuu	juli	heinäkuu	N;SG	N;NOM;SG
juli	heinäkuussa	juli	heinäkuu	N;SG	N;IN+ESS;SG
juli	heinäkuun	juli	heinäkuu	N;SG	N;GEN;SG
juli	heinä	juli	hän	N;SG	N;NOM;SG
juli	heinäkuuta	juli	heinäkuu	N;SG	N;PRT;SG
umumnya	yleisesti	umumnya	yleisesti	ADV	ADV
umumnya	yleensä	umumnya	yleensä	ADV	ADV
stasiun	metroasema	stasiun	metro#asema	N;SG	N;NOM;SG
stasiun	rautatieasema	stasiun	rauta#tie#asema	N;SG	N;NOM;SG
stasiun	asema	stasiun	asema	N;SG	N;NOM;SG
akhirnya	lopulta	akhirnya	lopulta	ADV	ADV
akhirnya	vihdoinkin	akhirnya	vihdoin	ADV	ADV
akhirnya	vihdoin	akhirnya	vihdoin	ADV	ADV
nebula	sumu	nebula	sumu	N	N;NOM;SG
sebagian	osaksi	sebagian	osa	N;SG	N;TRANS;SG
lahir	syntynyt	lahir	syntyä	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
lahir	syntyi	lahir	syntyä	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
bumi	maa	bumi	maa	N;SG	N;NOM;SG
bumi	maapallo	bumi	maa#pallo	N;SG	N;NOM;SG
bumi	maan	bumi	maa	N;SG	N;GEN;SG
dilakukan	tehty	dilakukan	tehdä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
bentuk	muotoa	bentuk	muoto	N;SG	N;PRT;SG
bentuk	muotoon	bentuk	muoto	N;SG	N;IN+ALL;SG
bentuk	muodon	bentuk	muoto	N;SG	N;GEN;SG
bentuk	muoto	bentuk	muoto	N;SG	N;NOM;SG
bentuk	muoto	bentuk	muoto	N;SG	N;NOM;SG
bentuk	muodossa	bentuk	muoto	N;SG	N;IN+ESS;SG
bentuk	lomake	bentuk	lomake	N;SG	N;NOM;SG
sebelumnya	ennen	sebelumnya	ennen	ADV	ADV
sebelumnya	aikaisemmin	sebelumnya	aikaisemmin	ADV	ADV
sebelumnya	aiemmin	sebelumnya	aiemmin	ADV	ADV
februari	helmikuuta	februari	helmikuu	N;SG	N;PRT;SG
februari	helmikuussa	februari	helmikuu	N;SG	N;IN+ESS;SG
februari	helmikuu	februari	helmikuu	N;SG	N;NOM;SG
proses	prosessin	proses	prosessi	N;SG	N;GEN;SG
proses	prosessi	proses	prosessi	N;SG	N;NOM;SG
akhir	loppu	akhir	loppu	N;SG	N;NOM;SG
akhir	loppua	akhir	loppu	N;SG	N;PRT;SG
akhir	lopussa	akhir	loppu	N;SG	N;IN+ESS;SG
hasil	tulos	hasil	tulos	N;SG	N;NOM;SG
hasil	tuotos	hasil	tuotos	N;SG	N;NOM;SG
hasil	tuotto	hasil	tuotto	N;SG	N;NOM;SG
hasil	tulos	hasil	tulos	N;SG	N;NOM;SG
hasil	tuloksena	hasil	tulos	N;SG	N;FRML;SG
hasil	lopputulos	hasil	loppu#tulos	N;SG	N;NOM;SG
hasil	tuloksen	hasil	tulos	N;SG	N;GEN;SG
hasil	tulosta	hasil	tulos	N;SG	N;PRT;SG
versi	versio	versi	versio	N;SG	N;NOM;SG
versi	version	versi	versio	N;SG	N;GEN;SG
versi	versiota	versi	versio	N;SG	N;PRT;SG
pemerintahan	valtio	penperintahan	valtio	N;SG	N;NOM;SG
pemerintahan	hallitus	penperintahan	hallitus	N;SG	N;NOM;SG
pemerintahan	hallituksen	penperintahan	hallitus	N;SG	N;GEN;SG
pemerintahan	hallintoa	penperintahan	hallinto	N;SG	N;PRT;SG
pemerintahan	hallinto	penperintahan	hallinto	N;SG	N;NOM;SG
pemerintahan	hallinnointi	penperintahan	hallinnointi	N;SG	N;NOM;SG
republik	republikaani	republik	republikaani	N	N;NOM;SG
republik	tasavalta	republik	tasa#valta	N	N;NOM;SG
sering	usein	sering	usein	ADV	ADV
sering	usein	sering	usein	ADV	ADV
group	konserni	group	konserni	N	N;NOM;SG
group	ryhmän	group	ryhmä	N	N;GEN;SG
group	ryhmä	group	ryhmä	N	N;NOM;SG
buku	kirja	buku	kirja	N;SG	N;NOM;SG
buku	kirjaa	buku	kirja	N;SG	N;PRT;SG
buku	varaa	buku	vara	N;SG	N;PRT;SG
suku	heimo	suku	heimo	N;SG	N;NOM;SG
suku	heimo	suku	heimo	N;SG	N;NOM;SG
berhasil	onnistui	berhasil	onnistua	V;SG	V;IND;SG;3;PST;FIN;ACT
berhasil	menestynyt	berhasil	menestyä	V;SG	V;NOM;SG;V.PTCP;ACT
berhasil	onnistunut	berhasil	onnistua	V;SG	V;NOM;SG;V.PTCP;ACT
berhasil	onnistua	berhasil	onnistua	V;SG	V;SG;NFIN;ACT
partai	osapuoli	partai	osa#puoli	N;SG	N;NOM;SG
partai	juhla	partai	juhla	N;SG	N;NOM;SG
partai	puolue	partai	puolue	N;SG	N;NOM;SG
keluarga	suku	keluarga	suku	N;SG	N;NOM;SG
keluarga	perhe	keluarga	perhe	N;SG	N;NOM;SG
keluarga	perheen	keluarga	perhe	N;SG	N;GEN;SG
ilmu	tieteen	ilmu	tiede	N;SG	N;GEN;SG
ilmu	tiede	ilmu	tiede	N;SG	N;NOM;SG
ilmu	tiedettä	ilmu	tiede	N;SG	N;PRT;SG
berubah	muuttuu	berrubah	muuttua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berubah	muuttuva	berrubah	muuttua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berubah	muuttaa	berrubah	muuttaa	V;SG;ACT	V;SG;NFIN;ACT
berubah	muuttunut	berrubah	muuttua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berubah	muutti	berrubah	muuttaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
berubah	vaihda	berrubah	vaihda	V;SG;ACT	V;IMP;SG;2;FIN;ACT
berubah	muuttaa	berrubah	muuttaa	V;SG;ACT	V;SG;NFIN;ACT
pengguna	käyttäjää	penguna	käyttäjä	N;SG	N;PRT;SG
pengguna	käyttäjän	penguna	käyttäjä	N;SG	N;GEN;SG
pengguna	käyttäjä	penguna	käyttäjä	N;SG	N;NOM;SG
luas	tilava	luas	tilava	N;SG	N;NOM;SG
luas	alue	luas	alue	N;SG	N;NOM;SG
acara	tapahtuman	acara	tapahtuma	N;SG	N;GEN;SG
acara	tapahtuma	acara	tapahtuma	N;SG	N;NOM;SG
acara	tapahtumaan	acara	tapahtuma	N;SG	N;IN+ALL;SG
asal	alkuperä	asal	alku#perä	N;SG	N;NOM;SG
asal	alkuperää	asal	alku#perä	N;SG	N;PRT;SG
asal	alkuperä	asal	alku#perä	N;SG	N;NOM;SG
kapal	aluksen	kapal	alus	N;SG	N;GEN;SG
kapal	astia	kapal	asti	N;SG	N;NOM;SG
kapal	alus	kapal	alus	N;SG	N;NOM;SG
kapal	laiva	kapal	laiva	N;SG	N;NOM;SG
kapal	alusta	kapal	alku	N;SG	N;IN+ABL;SG
kapal	aluksen	kapal	alus	N;SG	N;GEN;SG
kapal	alus	kapal	alus	N;SG	N;NOM;SG
kapal	vene	kapal	vene	N;SG	N;NOM;SG
kapal	laiva	kapal	laiva	N;SG	N;NOM;SG
kapal	veneen	kapal	vene	N;SG	N;GEN;SG
kapal	venettä	kapal	vene	N;SG	N;PRT;SG
bermain	soita	bermain	soittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
bermain	pelata	bermain	pelata	V;SG;ACT	V;SG;NFIN;ACT
bermain	pelaa	bermain	pelata	V;SG;ACT	V;IMP;SG;2;FIN;ACT
bermain	pelaamassa	bermain	pelata	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
bermain	pelaa	bermain	pelata	V;SG;ACT	V;IMP;SG;2;FIN;ACT
bermain	leikkii	bermain	leikkiä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
kelompok	konserni	kelompok	konserni	N;SG	N;NOM;SG
kelompok	ryhmän	kelompok	ryhmä	N;SG	N;GEN;SG
kelompok	ryhmä	kelompok	ryhmä	N;SG	N;NOM;SG
agama	uskontoa	agama	uskonto	N;SG	N;PRT;SG
agama	uskonto	agama	uskonto	N;SG	N;NOM;SG
agama	uskonnon	agama	uskonto	N;SG	N;GEN;SG
anda	sinä	anda	sinä	PRO;SG;2;FORM	PRO;NOM;SG;2
memberikan	antamassa	menberikan	antaa	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
memberikan	antaa	menberikan	antaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
lama	vanha	lama	vanha	ADJ;SG	ADJ;NOM;SG
lama	vanhaa	lama	vanha	ADJ;SG	ADJ;PRT;SG
lama	pitkä	lama	pitkä	ADJ;SG	ADJ;NOM;SG
batu	kivistä	batu	kivi	N;SG	N;IN+ABL;SG
batu	kivestä	batu	kivi	N;SG	N;IN+ABL;SG
batu	kiven	batu	kivi	N;SG	N;GEN;SG
batu	kivi	batu	kivi	N;SG	N;NOM;SG
batu	kallio	batu	kallio	N;SG	N;NOM;SG
batu	kivi	batu	kivi	N;SG	N;NOM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N	N;NOM;SG
jiwa	sielu	jiwa	sielu	N;SG	N;NOM;SG
jiwa	sielua	jiwa	sielu	N;SG	N;PRT;SG
jiwa	sielun	jiwa	sielu	N;SG	N;GEN;SG
saja	ainoastaan	saja	ainoastaan	ADV	ADV
saja	vain	saja	vain	ADV	ADV
halaman	sivu	halaman	sivu	N;SG	N;NOM;SG
halaman	sivulla	halaman	sivu	N;SG	N;AT+ESS
;SG
hukum	laki	hukum	laki	N;SG;ACT	N;NOM;SG
hukum	oikeustieteen	hukum	oikeus#tiede	N;SG;ACT	N;GEN;SG
hukum	lainsäädäntö	hukum	lain#säädäntö	N;SG;ACT	N;NOM;SG
hukum	lakia	hukum	laki	N;SG;ACT	N;PRT;SG
orbit	kiertoradalta	orbit	kierto#rata	N	N;AT+ABL;SG
orbit	kiertoradalle	orbit	kierto#rata	N	N;AT+ALL;SG
orbit	kiertoradat	orbit	kierto#rata	N	N;NOM;PL
diterbitkan	annettu	diterbitkan	antaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diterbitkan	myönnetty	diterbitkan	myöntää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diterbitkan	julkaistu	diterbitkan	julkaista	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diterbitkan	julkaistaan	diterbitkan	julkaista	V;SG;PASS	V;IND;PRS;FIN;PASS
raya	raya	raya	raya	N;SG	N;NOM;SG
masuk	kirjaudu	masuk	kirjautua	V;SG;ACT	V;IMP;SG;2;FIN;ACT
pasukan	joukkue	pasukan	joukkue	N;SG	N;NOM;SG
pasukan	ryhmä	pasukan	ryhmä	N;SG	N;NOM;SG
dirilis	julkaistu	dirilis	julkaista	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dirilis	luovutettu	dirilis	luovuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dirilis	vapautettu	dirilis	vapauttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tokoh	luonne	tokoh	luonne	N;SG	N;NOM;SG
tokoh	hahmo	tokoh	hahmo	N;SG	N;NOM;SG
tokoh	luonnetta	tokoh	luonne	N;SG	N;PRT;SG
tokoh	hahmo	tokoh	hahmo	N;SG	N;NOM;SG
bangsa	kansakunta	bangsa	kansa#kunta	N;SG	N;NOM;SG
penghargaan	palkintoa	penhargaan	palkinto	N;SG	N;PRT;SG
penghargaan	palkinto	penhargaan	palkinto	N;SG	N;NOM;SG
penghargaan	arvostusta	penhargaan	arvostus	N;SG	N;PRT;SG
penghargaan	arvostus	penhargaan	arvostus	N;SG	N;NOM;SG
penghargaan	arvostuksen	penhargaan	arvostus	N;SG	N;GEN;SG
klub	klubi	klub	klubi	N;SG	N;NOM;SG
klub	club	klub	club	N;SG	N;NOM;SG
klub	kerho	klub	kerho	N;SG	N;NOM;SG
klub	seura	klub	seura	N;SG	N;NOM;SG
klub	kerho	klub	kerho	N;SG	N;NOM;SG
terkenal	kuuluisa	terkenal	kuuluisa	ADJ;SG;PASS	ADJ;NOM;SG
terkenal	tunnettu	terkenal	tunnettu	ADJ;SG;PASS	ADJ;NOM;SG
terkenal	tunnettu	terkenal	tunnettu	ADJ;SG;PASS	ADJ;NOM;SG
terkenal	pahamaineinen	terkenal	pahamaineinen	ADJ;SG;PASS	ADJ;NOM;SG
ketua	päällikkö	ketua	päällikkö	N;SG	N;NOM;SG
ketua	puheenjohtajan	ketua	puheen#johtaja	N;SG	N;GEN;SG
ketua	puheenjohtaja	ketua	puheen#johtaja	N;SG	N;NOM;SG
ketua	tuolin	ketua	tuoli	N;SG	N;GEN;SG
ketua	tuoli	ketua	tuoli	N;SG	N;NOM;SG
gunung	vuori	gunung	vuori	N;SG	N;NOM;SG
gunung	vuorta	gunung	vuori	N;SG	N;PRT;SG
gunung	vuoristo	gunung	vuoristo	N;SG	N;NOM;SG
gunung	vuori	gunung	vuori	N;SG	N;NOM;SG
gunung	mount	gunung	mount	N;SG	N;NOM;SG
gunung	vuoristo	gunung	vuoristo	N;SG	N;NOM;SG
terbaik	paras	terbaik	hyvä	ADJ;RL;SG	ADJ;NOM;RL;SG
terbaik	parasta	terbaik	hyvä	ADJ;RL;SG	ADJ;PRT;RL;SG
meskipun	vaikka	meskipun	vaikka	CONJ	CONJ
meskipun	vaikkakin	meskipun	vaikka	CONJ	CONJ
meskipun	vaikka	meskipun	vaikka	CONJ	CONJ
berbeda	eroaa	berbeda	erota	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
bintang	tähti	bintang	tähti	N;SG	N;NOM;SG
bintang	tähteä	bintang	tähteä	N;SG	N;PRT;SG
bintang	tähden	bintang	tähti	N;SG	N;GEN;SG
bintang	tähteä	bintang	tähteä	N;SG	N;PRT;SG
jalur	polku	jalur	polku	N;SG	N;NOM;SG
jalur	polkua	jalur	polku	N;SG	N;PRT;SG
jalur	polun	jalur	polku	N;SG	N;GEN;SG
apa	mitä	apa	mikä	PRO	PRO;PRT;SG
apa	mikä	apa	mikä	PRO	PRO;NOM;SG
politik	politiikan	politik	politiikka	N;SG	N;GEN;SG
politik	politiikka	politik	politiikka	N;SG	N;NOM;SG
politik	politiikkaa	politik	politiikka	N;SG	N;PRT;SG
ibu	mutsi	ibu	muttaa	N;SG	N;NOM;SG
ibu	äiti	ibu	äiti	N;SG	N;NOM;SG
ibu	äiti	ibu	äiti	N;SG	N;NOM;SG
tingkat	korko	tingkat	korko	N;SG	N;NOM;SG
tingkat	tason	tingkat	taso	N;SG	N;GEN;SG
tingkat	tasolla	tingkat	taso	N;SG	N;AT+ESS
;SG
tingkat	taso	tingkat	taso	N;SG	N;NOM;SG
kereta	juna	kereta	juna	N;SG	N;NOM;SG
kereta	junalla	kereta	juna	N;SG	N;AT+ESS
;SG
kereta	junan	kereta	juna	N;SG	N;GEN;SG
ruang	huoneen	ruang	huone	N;SG	N;GEN;SG
ruang	huone	ruang	huone	N;SG	N;NOM;SG
ruang	tila	ruang	tila	N;SG	N;NOM;SG
ruang	avaruus	ruang	avaruus	N;SG	N;NOM;SG
ruang	tilaa	ruang	tila	N;SG	N;PRT;SG
tinggal	jää	tinggal	jäädä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
tinggal	pysy	tinggal	pysyä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
empat	neljä	empat	neljä	NUM	NUM;NOM;SG
ekonomi	talous	ekonomi	talous	N;SG	N;NOM;SG
ekonomi	taloutta	ekonomi	talous	N;SG	N;PRT;SG
ekonomi	talous	ekonomi	talous	N;SG	N;NOM;SG
ekonomi	talouden	ekonomi	talous	N;SG	N;GEN;SG
organisasi	järjestö	organisasi	järjestö	N;SG	N;NOM;SG
organisasi	organisaatio	organisasi	organisaatio	N;SG	N;NOM;SG
organisasi	organisaation	organisasi	organisaatio	N;SG	N;GEN;SG
organisasi	järjestö	organisasi	järjestö	N;SG	N;NOM;SG
organisasi	organisaatio	organisasi	organisaatio	N;SG	N;NOM;SG
bahan	materiaali	bahan	materiaali	N;SG	N;NOM;SG
bahan	aineisto	bahan	aineisto	N;SG	N;NOM;SG
bahan	materiaalia	bahan	materiaali	N;SG	N;PRT;SG
bahan	materiaalin	bahan	materiaali	N;SG	N;GEN;SG
bahan	materiaali	bahan	materiaali	N;SG	N;NOM;SG
bahan	ainesosa	bahan	aines#osa	N;SG	N;NOM;SG
api	tulipalo	api	tuli#palo	N;SG	N;NOM;SG
api	api	api	api	N;SG	N;NOM;SG
api	apis	api	apis	N;SG	N;NOM;SG
video	videon	video	video	N;SG	N;GEN;SG
video	videossa	video	video	N;SG	N;IN+ESS;SG
video	videota	video	video	N;SG	N;PRT;SG
video	video	video	video	N;SG	N;NOM;SG
terakhir	viimeisin	terakhir	viimeinen	ADJ;RL;SG	ADJ;NOM;RL;SG
terakhir	viime	terakhir	viime	ADJ;RL;SG	ADJ
angkatan	voima	angkatan	voima	N;SG	N;NOM;SG
angkatan	luokan	angkatan	luokka	N;SG	N;GEN;SG
angkatan	luokka	angkatan	luokka	N;SG	N;NOM;SG
dibuat	tehty	dibuat	tehdä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibuat	valmistettu	dibuat	valmistaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibuat	luotu	dibuat	luoda	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibuat	luotiin	dibuat	luoda	V;SG;PASS	V;IND;PST;FIN;PASS
berkas	tiedostoa	berkas	tiedosto	N;SG	N;PRT;SG
berkas	tiedosto	berkas	tiedosto	N;SG	N;NOM;SG
berkas	tiedoston	berkas	tiedosto	N;SG	N;GEN;SG
berkas	kansio	berkas	kansio	N;SG	N;NOM;SG
bekerja	toimii	bekerja	toimia	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
bekerja	työskentelee	bekerja	työskennellä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
militer	sotilaallinen	militer	sotilaallinen	ADJ;SG	ADJ;NOM;SG
putra	poika	putra	poika	N;SG	N;NOM;SG
langsung	suoraan	langsung	suoraan	ADV	ADV
langsung	suoraan	langsung	suoraan	ADV	ADV
kaki	jalkaa	kaki	jalka	N;SG	N;PRT;SG
kaki	jalka	kaki	jalka	N;SG	N;NOM;SG
kaki	jalkaa	kaki	jalka	N;SG	N;PRT;SG
kaki	jalka	kaki	jalka	N;SG	N;NOM;SG
kaki	jalan	kaki	jalka	N;SG	N;GEN;SG
grup	konserni	grup	konserni	N;SG	N;NOM;SG
grup	ryhmän	grup	ryhmä	N;SG	N;GEN;SG
grup	ryhmä	grup	ryhmä	N;SG	N;NOM;SG
rakyat	folk	rakyat	folk	N;SG	N;NOM;SG
label	etiketti	label	etiketti	N;SG	N;NOM;SG
kehidupan	elämää	kehidupan	elämä	N;SG	N;PRT;SG
kehidupan	elämän	kehidupan	elämä	N;SG	N;GEN;SG
kehidupan	elämä	kehidupan	elämä	N;SG	N;NOM;SG
website	sivuston	website	sivusto	N;SG	N;GEN;SG
website	sivusto	website	sivusto	N;SG	N;NOM;SG
website	verkkosivusto	website	verkko#sivusto	N;SG	N;NOM;SG
terbentuk	muodostettu	terbentuk	muodostaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terbentuk	muodostettiin	terbentuk	muodostaa	V;SG;PASS	V;IND;PST;FIN;PASS
ditemukan	löydetty	ditemukan	löytää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
ditemukan	löydettiin	ditemukan	löytää	V;SG;PASS	V;IND;PST;FIN;PASS
ditemukan	löydetty	ditemukan	löytää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
ditemukan	löydettiin	ditemukan	löytää	V;SG;PASS	V;IND;PST;FIN;PASS
kurang	vähemmän	kurang	vähemmän	ADV;SG	ADV
bandung	bandung	bandung	bandung	N;SG	N;NOM;SG
informasi	tiedotus	informasi	tiedotus	N;SG	N;NOM;SG
informasi	tietoa	informasi	tieto	N;SG	N;PRT;SG
informasi	tiedottaminen	informasi	tiedottaminen	N;SG	N;NOM;SG
makanan	ruokaa	makanan	ruoka	N;SG	N;PRT;SG
makanan	ruoka	makanan	ruoka	N;SG	N;NOM;SG
web	web	web	web	N	N;NOM;SG
catatan	huomautus	catatan	huomautus	N;SG	N;NOM;SG
mencapai	saavuttaa	mencapai	saavuttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mencapai	saavuttanut	mencapai	saavuttaa	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
mencapai	saavutti	mencapai	saavuttaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
cinta	rakasta	cinta	rakas	N;SG	N;PRT;SG
cinta	rakkautta	cinta	rakkaus	N;SG	N;PRT;SG
cinta	rakkaus	cinta	rakkaus	N;SG	N;NOM;SG
biasa	tavallinen	biasa	tavallinen	ADJ;SG	ADJ;NOM;SG
biasa	tavallista	biasa	tavallinen	ADJ;SG	ADJ;PRT;SG
biasa	tavanomainen	biasa	tavan#omainen	ADJ;SG	ADJ;NOM;SG
biasa	tavallinen	biasa	tavallinen	ADJ;SG	ADJ;NOM;SG
biasa	säännöllinen	biasa	säännöllinen	ADJ;SG	ADJ;NOM;SG
biasa	tavallinen	biasa	tavallinen	ADJ;SG	ADJ;NOM;SG
biasa	normaali	biasa	normaali	ADJ;SG	ADJ;NOM;SG
biasa	normaalia	biasa	normaali	ADJ;SG	ADJ;PRT;SG
biasa	tavanomainen	biasa	tavan#omainen	ADJ;SG	ADJ;NOM;SG
mungkin	ehkä	mungkin	ehkä	ADV	ADV
mungkin	ehkäpä	mungkin	ehkäpä	ADV	ADV
mungkin	ehkä	mungkin	ehkä	ADV	ADV
mungkin	luultavasti	mungkin	luultavasti	ADV	ADV
mungkin	todennäköisesti	mungkin	toden#näköisesti	ADV	ADV
mungkin	varmaan	mungkin	varmaan	ADV	ADV
meninggal	kuolin	mentinggal	kuolla	V;SG;ACT	V;IND;SG;1;PST;FIN;ACT
meninggal	kuoli	mentinggal	kuolla	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
meninggal	edesmennyt	mentinggal	edes#mennä	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
meninggal	kuollut	mentinggal	kuolla	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
surat	mail	surat	mail	N;SG	N;NOM;SG
surat	postia	surat	posti	N;SG	N;PRT;SG
surat	posti	surat	posti	N;SG	N;NOM;SG
surat	sähköposti	surat	sähkö#posti	N;SG	N;NOM;SG
surat	kirjain	surat	kirjain	N;SG	N;NOM;SG
surat	kirje	surat	kirje	N;SG	N;NOM;SG
surat	kirjeen	surat	kirje	N;SG	N;GEN;SG
surat	kirjeellä	surat	kirje	N;SG	N;AT+ESS
;SG
wanita	nainen	wanita	nainen	N;SG	N;NOM;SG
tubuh	elin	tubuh	elin	N;SG	N;NOM;SG
tubuh	vartalo	tubuh	vartalo	N;SG	N;NOM;SG
tubuh	ruumis	tubuh	ruumis	N;SG	N;NOM;SG
tubuh	kehon	tubuh	keho	N;SG	N;GEN;SG
tubuh	keho	tubuh	keho	N;SG	N;NOM;SG
juta	miljoona	juta	miljoona	NUM	NUM;NOM;SG
juta	miljoonaa	juta	miljoona	NUM	NUM;PRT;SG
juta	miljoonia	juta	miljoona	NUM	NUM;PRT;PL
posisi	asema	posisi	asema	N;SG	N;NOM;SG
posisi	kannan	posisi	kanta	N;SG	N;GEN;SG
posisi	asento	posisi	asento	N;SG	N;NOM;SG
posisi	kanta	posisi	kanta	N;SG	N;NOM;SG
posisi	sijainti	posisi	sijainti	N;SG	N;NOM;SG
posisi	sijoittelu	posisi	sijoittelu	N;SG	N;NOM;SG
media	media	media	media	N;SG	N;NOM;SG
media	mediaa	media	media	N;SG	N;PRT;SG
media	medialle	media	media	N;SG	N;AT+ALL;SG
televisi	tv	televisi	tv	N;SG	N;NOM;SG
televisi	televisio	televisi	televisio	N;SG	N;NOM;SG
nya	hänen	nya	hän	PRO	PRO;GEN;SG;3
nya	hänet	nya	hän	PRO	PRO;ACC;SG;3
nya	hänen	nya	hän	PRO	PRO;GEN;SG;3
lisensi	lupakirjan	lisensi	lupa#kirja	N;SG	N;GEN;SG
lisensi	lisenssi	lisensi	lisenssi	N;SG	N;NOM;SG
lisensi	ajokortti	lisensi	ajokortti	N;SG	N;NOM;SG
lisensi	lisenssi	lisensi	lisenssi	N;SG	N;NOM;SG
nomor	lukumäärä	nomor	luku#määrä	N;SG	N;NOM;SG
