ve	et	ve	et	CONJ	CONJ
tarafsız	neutres	tarafsız	neutre	ADJ	ADJ;MASC;PL
tarafsız	impartial	tarafsız	impartial	ADJ	ADJ;MASC;SG
tarafsız	impartiaux	tarafsız	impartial	ADJ	ADJ;MASC;PL
tarafsız	impartiale	tarafsız	impartial	ADJ	ADJ;FEM;SG
bulmak	trouver	bul	trouver	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
bulmak	trouver	bul	trouver	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yazıları	écritures	yazı	écriture	N;ACC;PL;3	N;FEM;PL
sınırı	limite	sınır	limite	N;ACC;SG;3	N;FEM;SG
mesafe	distance	mesafe	distance	N;NOM;SG;3	N;FEM;SG
mesafe	éloignement	mesafe	éloignement	N;NOM;SG;3	N;MASC;SG
mesafe	gamme	mesafe	gamme	N;NOM;SG;3	N;FEM;SG
mezarlığı	cimetière	mezarlık	cimetière	N;NOM;SG;3	N;MASC;SG
mezarlığı	cimetière	mezarlık	cimetière	N;NOM;SG;3	N;MASC;SG
köpek	toutou	köpek	toutou	N;NOM;SG;3	N;MASC;SG
köpek	chien	köpek	chien	N;NOM;SG;3	N;MASC;SG
köpek	chienne	köpek	chienne	N;NOM;SG;3	N;FEM;SG
köpek	chien	köpek	chien	N;NOM;SG;3	N;MASC;SG
gözden	revue	göz	revue	N;AT+ABL;SG;3	N;FEM;SG
gözden	examen	göz	examen	N;AT+ABL;SG;3	N;MASC;SG
gözden	révision	göz	révision	N;AT+ABL;SG;3	N;FEM;SG
parçaları	morceaux	parça	morceau	N;ACC;PL;3	N;MASC;PL
parçaları	pièces	parça	pièce	N;ACC;PL;3	N;FEM;PL
parçaları	parties	parça	partie	N;ACC;PL;3	N;FEM;PL
parçaları	bits	parça	bit	N;ACC;PL;3	N;MASC;PL
golden	golden	gol	golden	N;AT+ABL;SG;3	N;MASC;SG
kredi	crédit	kredi	crédit	N;NOM;SG;3	N;MASC;SG
kredi	emprunt	kredi	emprunt	N;NOM;SG;3	N;MASC;SG
kapı	porte	kapı	porte	N;NOM;SG;3	N;FEM;SG
kapı	porte	kapı	porte	N;NOM;SG;3	N;FEM;SG
ağırlığı	poids	ağırlık	poids	N;NOM;SG;3	N;MASC;SG
kuralları	règles	kural	règle	N;ACC;PL;3	N;FEM;PL
kuralları	regles	kural	regle	N;ACC;PL;3	N;FEM;PL
kuralları	directives	kural	directive	N;ACC;PL;3	N;FEM;PL
diller	langues	dil	langue	N;NOM;PL;3	N;FEM;PL
önemi	importance	önem	importance	N;NOM;SG;3	N;FEM;SG
önemi	signification	önem	signification	N;NOM;SG;3	N;FEM;SG
önemi	importance	önem	importance	N;NOM;SG;3	N;FEM;SG
düzenlendi	modifié	düzenle	modifier	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
düzenlendi	édité	düzenle	éditer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bursaspor	bursaspor	bursaspor	bursaspor	N;NOM;SG;3	N;MASC;SG
sandalye	chaise	sandalye	chaise	N;NOM;SG;3	N;FEM;SG
sandalye	président	sandalye	président	N;NOM;SG;3	N;MASC;SG
sandalye	présidence	sandalye	présidence	N;NOM;SG;3	N;FEM;SG
sandalye	fauteuil	sandalye	fauteuil	N;NOM;SG;3	N;MASC;SG
sokak	rue	sokak	rue	N;NOM;SG;3	N;FEM;SG
sokak	ruelle	sokak	ruelle	N;NOM;SG;3	N;FEM;SG
biçimi	format	biçim	format	N;ACC;SG;3	N;MASC;SG
klibi	pince	klibi	pince	N;ACC;SG;3	N;FEM;SG
klibi	clip	klibi	clip	N;ACC;SG;3	N;MASC;SG
karayolu	routier	karayolu	routier	N;NOM;SG;3	N;MASC;SG
karayolu	route	karayolu	route	N;NOM;SG;3	N;FEM;SG
karayolu	chemin	karayolu	chemin	N;NOM;SG;3	N;MASC;SG
karayolu	route	karayolu	route	N;NOM;SG;3	N;FEM;SG
karayolu	autoroute	karayolu	autoroute	N;NOM;SG;3	N;FEM;SG
kraliçe	reine	kraliçe	reine	N;NOM;SG;3	N;FEM;SG
kraliçe	queen	kraliçe	queen	N;NOM;SG;3	N;MASC;SG
yetersiz	insuffisante	yetersiz	insuffisant	ADJ	ADJ;FEM;SG
yetersiz	insuffisant	yetersiz	insuffire	ADJ	ADJ;MASC;SG
yetersiz	insuffisantes	yetersiz	insuffisant	ADJ	ADJ;FEM;PL
yetersiz	insuffisants	yetersiz	insuffisant	ADJ	ADJ;MASC;PL
yetersiz	incompétent	yetersiz	incompétent	ADJ	ADJ;MASC;SG
yetersiz	incompétents	yetersiz	incompétent	ADJ	ADJ;MASC;PL
yetersiz	incompétente	yetersiz	incompétent	ADJ	ADJ;FEM;SG
yetersiz	insuffisant	yetersiz	insuffire	ADJ	ADJ;MASC;SG
yetersiz	inadapté	yetersiz	inadapté	ADJ	ADJ;MASC;SG
yetersiz	insuffisants	yetersiz	insuffisant	ADJ	ADJ;MASC;PL
yetersiz	inadéquat	yetersiz	inadéquat	ADJ	ADJ;MASC;SG
yetersiz	insuffisante	yetersiz	insuffisant	ADJ	ADJ;FEM;SG
seni	tu	sen	il	PRO;ACC;SG;2	PRO;SG;2
seni	toi	sen	soi	PRO;ACC;SG;2	PRO;SG;2
seni	you	sen	you	PRO;ACC;SG;2	PRO;SG;2
konular	sujets	konu	sujet	N;NOM;PL;3	N;MASC;PL
konular	thèmes	konu	thème	N;NOM;PL;3	N;MASC;PL
konular	sujets	konu	sujet	N;NOM;PL;3	N;MASC;PL
matematiksel	mathématique	matematiksel	mathématique	ADJ	ADJ;MASC;SG
verilmesi	accordant	ver	accorder	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;PRS;V.PTCP
verilmesi	octroyer	ver	octroyer	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
bölgeleri	régions	bölge	région	N;ACC;PL;3	N;FEM;PL
fikri	idée	fikir	idée	N;NOM;SG;3	N;FEM;SG
atletizm	athlétisme	atletizm	athlétisme	N;NOM;SG;3	N;MASC;SG
sorunlar	perturbations	sorun	perturbation	N;NOM;PL;3	N;FEM;PL
sorunlar	problèmes	sorun	problème	N;NOM;PL;3	N;MASC;PL
sorunlar	problèmes	sorun	problème	N;NOM;PL;3	N;MASC;PL
programları	programmes	program	programme	N;NOM;PL;3	N;MASC;PL
kitaplar	ouvrages	kitap	ouvrage	N;NOM;PL;3	N;MASC;PL
kitaplar	livres	kitap	livre	N;NOM;PL;3	N;MASC;PL
stratejik	stratégique	stratejik	stratégique	ADJ	ADJ;MASC;SG
stratejik	stratégiques	stratejik	stratégique	ADJ	ADJ;MASC;PL
askerler	troupes	asker	troupe	N;NOM;PL;3	N;FEM;PL
askerler	soldats	asker	soldat	N;NOM;PL;3	N;MASC;PL
fonksiyonu	fonction	fonksiyon	fonction	N;NOM;SG;3	N;FEM;SG
daire	plat	daire	plat	N;NOM;SG;3	N;MASC;SG
daire	cercle	daire	cercle	N;NOM;SG;3	N;MASC;SG
daire	appartement	daire	appartement	N;NOM;SG;3	N;MASC;SG
ilişkisi	relation	ilişki	relation	N;NOM;SG;3	N;FEM;SG
haritası	plan	harita	plan	N;NOM;SG;3	N;MASC;SG
haritası	carte	harita	carte	N;NOM;SG;3	N;FEM;SG
makine	machine	makine	machine	N;NOM;SG;3	N;FEM;SG
makine	machinerie	makine	machinerie	N;NOM;SG;3	N;FEM;SG
boğazı	détroit	boğaz	détroit	N;ACC;SG;3	N;MASC;SG
görmek	voir	gör	voir	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
görmek	vois	gör	vois	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;2;PRS;FIN
evde	maison	ev	maison	N;ESS;SG;3	N;FEM;SG
evde	domicile	ev	domicile	N;ESS;SG;3	N;MASC;SG
evde	accueil	ev	accueil	N;ESS;SG;3	N;MASC;SG
sessiz	silencieuse	sessiz	silencieux	ADJ	ADJ;FEM;SG
sessiz	tranquille	sessiz	tranquille	ADJ	ADJ;MASC;SG
sessiz	calme	sessiz	calme	ADJ	ADJ;MASC;SG
sessiz	silencieux	sessiz	silencieux	ADJ	ADJ;MASC;SG
sessiz	silencieuse	sessiz	silencieux	ADJ	ADJ;FEM;SG
sessiz	muet	sessiz	muet	ADJ	ADJ;MASC;SG
sessiz	silencieux	sessiz	silencieux	ADJ	ADJ;MASC;SG
sessiz	silencieuses	sessiz	silencieux	ADJ	ADJ;FEM;PL
antrenör	dresseur	antrenör	dresseur	N;NOM;SG;3	N;MASC;SG
antrenör	formateur	antrenör	formateur	N;NOM;SG;3	N;MASC;SG
antrenör	entraîneur	antrenör	entraîneur	N;NOM;SG;3	N;MASC;SG
antrenör	entraineur	antrenör	entraîneur	N;NOM;SG;3	N;MASC;SG
antrenör	coach	antrenör	coach	N;NOM;SG;3	N;MASC;SG
antrenör	entraineur	antrenör	entraîneur	N;NOM;SG;3	N;MASC;SG
antrenör	entraîneur	antrenör	entraîneur	N;NOM;SG;3	N;MASC;SG
batıda	occident	batı	occident	N;ESS;SG;3	N;MASC;SG
batıda	ouest	batı	ouest	N;ESS;SG;3	N;MASC;SG
eğlence	fun	eğlence	fun	N;NOM;SG;3	N;MASC;SG
eğlence	plaisir	eğlence	plaisir	N;NOM;SG;3	N;MASC;SG
eğlence	récréation	eğlence	récréation	N;NOM;SG;3	N;FEM;SG
eğlence	divertissement	eğlence	divertissement	N;NOM;SG;3	N;MASC;SG
miktarı	quantité	miktar	quantité	N;NOM;SG;3	N;FEM;SG
maçlar	matches	maç	match	N;NOM;PL;3	N;MASC;PL
maçlar	correspondances	maç	correspondance	N;NOM;PL;3	N;FEM;PL
maçlar	matchs	maç	match	N;NOM;PL;3	N;MASC;PL
maçlar	allumettes	maç	allumette	N;NOM;PL;3	N;FEM;PL
maçlar	jeux	maç	jeu	N;NOM;PL;3	N;MASC;PL
parçalar	pièces	parça	pièce	N;NOM;PL;3	N;FEM;PL
parçalar	parties	parça	partie	N;NOM;PL;3	N;FEM;PL
parçalar	composants	parça	composant	N;NOM;PL;3	N;MASC;PL
parçalar	composantes	parça	composante	N;NOM;PL;3	N;FEM;PL
yoğunluğu	intensité	yoğunluk	intensité	N;ACC;SG;3	N;FEM;SG
yoğunluğu	densité	yoğunluk	densité	N;ACC;SG;3	N;FEM;SG
görüldü	repéré	gör	repérer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
görüldü	repérée	gör	repérer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
görüldü	vu	gör	voir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
hıristiyan	christianisme	hıristiyan	christianisme	N;NOM;SG;3	N;MASC;SG
yapılar	structures	yap	structure	N;NOM;PL;3	N;FEM;PL
doğuda	orient	doğu	orier	N;ESS;SG;3	N;MASC;SG
günleri	jours	gün	jour	N;ACC;PL;3	N;MASC;PL
günleri	journées	gün	journée	N;ACC;PL;3	N;FEM;PL
mükemmel	parfaits	mükemmel	parfait	ADJ	ADJ;MASC;PL
mükemmel	parfait	mükemmel	parfait	ADJ	ADJ;MASC;SG
mükemmel	parfaites	mükemmel	parfait	ADJ	ADJ;FEM;PL
mükemmel	parfaite	mükemmel	parfait	ADJ	ADJ;FEM;SG
mükemmel	excellents	mükemmel	excellent	ADJ	ADJ;MASC;PL
mükemmel	excellente	mükemmel	excellent	ADJ	ADJ;FEM;SG
mükemmel	excellent	mükemmel	excellent	ADJ	ADJ;MASC;SG
felsefesi	philosophie	felsefe	philosophie	N;NOM;SG;3	N;FEM;SG
görünümü	apparence	görün	apparence	N;NOM;SG;3	N;FEM;SG
görünümü	apparition	görün	apparition	N;NOM;SG;3	N;FEM;SG
görünümü	aspect	görün	aspect	N;NOM;SG;3	N;MASC;SG
görünümü	affichage	görün	affichage	N;NOM;SG;3	N;MASC;SG
trafik	trafic	trafik	trafic	N;NOM;SG;3	N;MASC;SG
trafik	circulation	trafik	circulation	N;NOM;SG;3	N;FEM;SG
dinamo	dynamo	dinamo	dynamo	N;NOM;SG;3	N;MASC;SG
ittifak	alliance	ittifak	alliance	N;NOM;SG;3	N;FEM;SG
günler	jours	gün	jour	N;NOM;PL;3	N;MASC;PL
günler	journées	gün	journée	N;NOM;PL;3	N;FEM;PL
bölgeler	régions	bölge	région	N;NOM;PL;3	N;FEM;PL
bölgeler	districts	bölge	district	N;NOM;PL;3	N;MASC;PL
bölgeler	arrondissements	bölge	arrondissement	N;NOM;PL;3	N;MASC;PL
bölgeler	quartiers	bölge	quartier	N;NOM;PL;3	N;MASC;PL
bölgeler	zones	bölge	zone	N;NOM;PL;3	N;FEM;PL
bölgeler	domaines	bölge	domaine	N;NOM;PL;3	N;MASC;PL
bölgeler	zones	bölge	zone	N;NOM;PL;3	N;FEM;PL
muharebe	bataille	muharebe	bataille	N;NOM;SG;3	N;FEM;SG
muharebe	combat	muharebe	combat	N;NOM;SG;3	N;MASC;SG
muharebe	combat	muharebe	combat	N;NOM;SG;3	N;MASC;SG
rahatsız	inconfortable	rahatsız	inconfortable	ADJ	ADJ;MASC;SG
turnuvası	tournoi	turnuva	tournoi	N;NOM;SG;3	N;MASC;SG
yıldızlar	etoiles	yıl	etoile	N;NOM;PL;3	N;FEM;PL
yıldızlar	vedettes	yıl	vedette	N;NOM;PL;3	N;FEM;PL
yıldızlar	étoiles	yıl	étoile	N;NOM;PL;3	N;FEM;PL
turnuva	tournoi	tur	tournoi	N;NOM;SG;3	N;MASC;SG
okudu	étudié	oku	étudier	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
okudu	étudiée	oku	étudier	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
taarruz	agression	taarruz	agression	N;NOM;SG;3	N;FEM;SG
taarruz	assaut	taarruz	assaut	N;NOM;SG;3	N;MASC;SG
yazılar	articles	yazı	article	N;NOM;PL;3	N;MASC;PL
yazılar	écritures	yazı	écriture	N;NOM;PL;3	N;FEM;PL
düzeni	disposition	düzen	disposition	N;NOM;SG;3	N;FEM;SG
düzeni	agencement	düzen	agencement	N;NOM;SG;3	N;MASC;SG
hürriyet	liberté	hürriyet	liberté	N;NOM;SG;3	N;FEM;SG
hürriyet	liberté	hürriyet	liberté	N;NOM;SG;3	N;FEM;SG
yarısı	demi	yarı	demi	ADJ;NOM;SG;3	ADJ;MASC;SG
uygulamaları	applications	uygulama	application	N;NOM;PL;3	N;FEM;PL
uygulamaları	demandes	uygulama	demande	N;NOM;PL;3	N;FEM;PL
uygulamaları	pratiques	uygulama	pratique	N;NOM;PL;3	N;FEM;PL
uygulamaları	applications	uygulama	application	N;NOM;PL;3	N;FEM;PL
uygulamaları	apps	uygulama	apps	N;NOM;PL;3	N;FEM;PL
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;FEM;SG
ürünler	marchandises	ürün	marchandise	N;NOM;PL;3	N;FEM;PL
ürünler	biens	ürün	bien	N;NOM;PL;3	N;MASC;PL
olağanüstü	extraordinaire	olağanüstü	extraordinaire	ADJ	ADJ;MASC;SG
olağanüstü	extraordinaires	olağanüstü	extraordinaire	ADJ	ADJ;MASC;PL
olağanüstü	exceptionnel	olağanüstü	exceptionnel	ADJ	ADJ;MASC;SG
olağanüstü	exceptionnels	olağanüstü	exceptionnel	ADJ	ADJ;MASC;PL
olağanüstü	exceptionnelle	olağanüstü	exceptionnel	ADJ	ADJ;FEM;SG
olağanüstü	exceptionnelles	olağanüstü	exceptionnel	ADJ	ADJ;FEM;PL
olağanüstü	phénoménal	olağanüstü	phénoménal	ADJ	ADJ;MASC;SG
olağanüstü	phénoménale	olağanüstü	phénoménal	ADJ	ADJ;FEM;SG
olağanüstü	remarquables	olağanüstü	remarquable	ADJ	ADJ;MASC;PL
olağanüstü	remarquable	olağanüstü	remarquable	ADJ	ADJ;MASC;SG
gene	encore	gene	encore	ADV	ADV
geliştirilmiş	améliorée	geliş	améliorer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
geliştirilmiş	amélioré	geliş	améliorer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
geliştirilmiş	renforcée	geliş	renforcer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
geliştirilmiş	améliorée	geliş	améliorer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
geliştirilmiş	amélioré	geliş	améliorer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
geliştirilmiş	développée	geliş	développer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
geliştirilmiş	développé	geliş	développer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kardeşler	soeurs	kardeş	soeur	N;NOM;PL;3	N;FEM;PL
kardeşler	sœurs	kardeş	sœur	N;NOM;PL;3	N;FEM;PL
kardeşler	freres	kardeş	frer	N;NOM;PL;3	N;MASC;PL
kardeşler	frères	kardeş	frère	N;NOM;PL;3	N;MASC;PL
ücretsiz	gratuit	ücretsiz	gratuit	ADJ	ADJ;MASC;SG
ücretsiz	libre	ücretsiz	libre	ADJ	ADJ;MASC;SG
oluşturmak	créer	oluş	créer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
oluşturmak	créent	oluş	créer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IND;PL;3;PRS;FIN
bisiklet	vélo	bisiklet	vélo	N;NOM;SG;3	N;MASC;SG
bisiklet	cyclisme	bisiklet	cyclisme	N;NOM;SG;3	N;MASC;SG
bisiklet	bicyclette	bisiklet	bicyclette	N;NOM;SG;3	N;FEM;SG
bisiklet	vélo	bisiklet	vélo	N;NOM;SG;3	N;MASC;SG
bisiklet	vélo	bisiklet	vélo	N;NOM;SG;3	N;MASC;SG
bisiklet	bicyclette	bisiklet	bicyclette	N;NOM;SG;3	N;FEM;SG
kriterleri	repères	kriter	repère	N;ACC;PL;3	N;MASC;PL
kriterleri	référentiels	kriter	référentiel	N;ACC;PL;3	N;MASC;PL
kriterleri	critères	kriter	critère	N;ACC;PL;3	N;MASC;PL
fizikçi	physicien	fizikçi	physicien	N;NOM;SG;3	N;MASC;SG
limanı	port	liman	port	N;NOM;SG;3	N;MASC;SG
faaliyetleri	activités	faaliyet	activité	N;NOM;PL;3	N;FEM;PL
yayıncılık	édition	yayıncılık	édition	N;NOM;SG;3	N;FEM;SG
yayıncılık	publication	yayıncılık	publication	N;NOM;SG;3	N;FEM;SG
yayıncılık	publication	yayıncılık	publication	N;NOM;SG;3	N;FEM;SG
değiştirme	changeant	değiş	changer	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PRS;V.PTCP
değiştirme	changer	değiş	changer	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
değiştirme	remplaçant	değiş	remplacer	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PRS;V.PTCP
değiştirme	modifier	değiş	modifier	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
değiştirme	changer	değiş	changer	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
değiştirme	remplacer	değiş	remplacer	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
kuramı	théorie	kuram	théorie	N;NOM;SG;3	N;FEM;SG
sözleşmesi	contrat	sözleşme	contrat	N;NOM;SG;3	N;MASC;SG
açıklandı	annoncé	açıkla	annoncer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
açıklandı	annoncée	açıkla	annoncer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yararlı	utile	yararlı	utile	ADJ	ADJ;MASC;SG
yararlı	utiles	yararlı	utile	ADJ	ADJ;MASC;PL
yararlı	serviable	yararlı	serviable	ADJ	ADJ;MASC;SG
yararlı	utile	yararlı	utile	ADJ	ADJ;MASC;SG
yararlı	utiles	yararlı	utile	ADJ	ADJ;MASC;PL
gönderdi	envoyée	gönder	envoyer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
gönderdi	envoyé	gönder	envoyer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
cezası	peine	ceza	peine	N;NOM;SG;3	N;FEM;SG
cezası	pénalité	ceza	pénalité	N;NOM;SG;3	N;FEM;SG
cezası	sanction	ceza	sanction	N;NOM;SG;3	N;FEM;SG
cezası	punition	ceza	punition	N;NOM;SG;3	N;FEM;SG
cezası	châtiment	ceza	châtiment	N;NOM;SG;3	N;MASC;SG
cezası	sanction	ceza	sanction	N;NOM;SG;3	N;FEM;SG
sayfaları	pages	sayfa	page	N;ACC;PL;3	N;FEM;PL
sudan	soudan	su	soudan	N;AT+ABL;SG;3	N;MASC;SG
lake	lac	lake	lac	N;NOM;SG;3	N;MASC;SG
konum	position	konum	position	N;NOM;SG;3	N;FEM;SG
konum	localisation	konum	localisation	N;NOM;SG;3	N;FEM;SG
konum	emplacement	konum	emplacement	N;NOM;SG;3	N;MASC;SG
konum	localité	konum	localité	N;NOM;SG;3	N;FEM;SG
konum	lieu	konum	lieu	N;NOM;SG;3	N;MASC;SG
örnekler	exemples	örnek	exemple	N;NOM;PL;3	N;MASC;PL
örnekler	échantillons	örnek	échantillon	N;NOM;PL;3	N;MASC;PL
yöneticisi	admin	yönetici	admin	N;NOM;SG;3	N;MASC;SG
yöneticisi	administrateur	yönetici	administrateur	N;NOM;SG;3	N;MASC;SG
yöneticisi	directeur	yönetici	directeur	N;NOM;SG;3	N;MASC;SG
yöneticisi	manager	yönetici	manager	N;NOM;SG;3	N;MASC;SG
yöneticisi	directrice	yönetici	directrice	N;NOM;SG;3	N;FEM;SG
yöneticisi	gérant	yönetici	gérant	N;NOM;SG;3	N;MASC;SG
görünüm	perspective	görün	perspective	N;NOM;SG;3	N;FEM;SG
görünüm	apparence	görün	apparence	N;NOM;SG;3	N;FEM;SG
görünüm	apparition	görün	apparition	N;NOM;SG;3	N;FEM;SG
görünüm	aspect	görün	aspect	N;NOM;SG;3	N;MASC;SG
görünüm	affichage	görün	affichage	N;NOM;SG;3	N;MASC;SG
görünüm	affiche	görün	affiche	N;NOM;SG;3	N;FEM;SG
görünüm	affichage	görün	affichage	N;NOM;SG;3	N;MASC;SG
görünen	apparaître	görün	apparaître	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
görünen	apparaissant	görün	apparaître	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
ahşap	bois	ahşap	bois	N;NOM;SG;3	N;MASC;SG
ahşap	bois	ahşap	bois	N;NOM;SG;3	N;MASC;SG
motoru	moteur	motor	moteur	N;ACC;SG;3	N;MASC;SG
oğulları	sons	oğul	son	N;ACC;PL;3	N;MASC;PL
emniyet	sûreté	emniyet	sûreté	N;NOM;SG;3	N;FEM;SG
emniyet	sécurité	emniyet	sécurité	N;NOM;SG;3	N;FEM;SG
emniyet	securite	emniyet	securite	N;NOM;SG;3	N;FEM;SG
resimler	images	resim	image	N;NOM;PL;3	N;FEM;PL
resimler	images	resim	image	N;NOM;PL;3	N;FEM;PL
resimler	photos	resim	photo	N;NOM;PL;3	N;FEM;PL
resimler	photos	resim	photo	N;NOM;PL;3	N;FEM;PL
resimler	peintures	resim	peinture	N;NOM;PL;3	N;FEM;PL
resimler	toiles	resim	toile	N;NOM;PL;3	N;FEM;PL
resimler	tableaux	resim	tableau	N;NOM;PL;3	N;MASC;PL
resimler	photos	resim	photo	N;NOM;PL;3	N;FEM;PL
resimler	photographies	resim	photographie	N;NOM;PL;3	N;FEM;PL
çekilmiş	dessiné	çek	dessiner	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
çekilmiş	retirée	çek	retirer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
çekilmiş	retiré	çek	retirer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yakınında	proche	yakın	proche	ADJ;ESS;SG;3	ADJ;MASC;SG
yakınında	proche	yakın	proche	ADJ;ESS;SG;3	ADJ;MASC;SG
yüzü	visage	yüz	visage	N;ACC;SG;3	N;MASC;SG
yüzü	face	yüz	face	N;ACC;SG;3	N;FEM;SG
katılmış	rejoint	kat	rejoindre	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yayınlanmış	publiée	yayınla	publier	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
yayınlanmış	publiées	yayınla	publier	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
yayınlanmış	publiés	yayınla	publier	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
yayınlanmış	publié	yayınla	publier	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
yazları	étés	yaz	été	N;ACC;PL;3	N;MASC;PL
elemeleri	qualifications	eleme	qualification	N;ACC;PL;3	N;FEM;PL
kimlik	identification	kimlik	identification	N;NOM;SG;3	N;FEM;SG
kimlik	identité	kimlik	identité	N;NOM;SG;3	N;FEM;SG
görevleri	fonctions	görev	fonction	N;NOM;PL;3	N;FEM;PL
görevleri	devoirs	görev	devoir	N;NOM;PL;3	N;MASC;PL
görevleri	rôles	görev	rôle	N;NOM;PL;3	N;MASC;PL
görevleri	quêtes	görev	quête	N;NOM;PL;3	N;FEM;PL
eleştiriler	critiques	eleştiri	critique	N;NOM;PL;3	N;MASC;PL
eleştiriler	critiques	eleştiri	critique	N;NOM;PL;3	N;MASC;PL
sayılar	chiffres	say	chiffre	N;NOM;PL;3	N;MASC;PL
sayılar	numéros	say	numéro	N;NOM;PL;3	N;MASC;PL
sayılar	chiffres	say	chiffre	N;NOM;PL;3	N;MASC;PL
sayılar	nombres	say	nombre	N;NOM;PL;3	N;MASC;PL
deprem	tremblement	deprem	tremblement	N;NOM;SG;3	N;MASC;SG
deprem	séisme	deprem	séisme	N;NOM;SG;3	N;MASC;SG
deprem	tremblement	deprem	tremblement	N;NOM;SG;3	N;MASC;SG
kullanılmış	utilisé	kullan	utiliser	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kullanılmış	utilisée	kullan	utiliser	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kuvvetler	forces	kuvvet	force	N;NOM;PL;3	N;FEM;PL
kurgusal	fictive	kurgusal	fictif	ADJ	ADJ;FEM;SG
kurgusal	fictif	kurgusal	fictif	ADJ	ADJ;MASC;SG
değerleri	valeurs	değer	valeur	N;NOM;PL;3	N;FEM;PL
mektup	lettre	mektup	lettre	N;NOM;SG;3	N;FEM;SG
kamera	appareil	kamera	appareil	N;NOM;SG;3	N;MASC;SG
kamera	caméra	kamera	caméra	N;NOM;SG;3	N;FEM;SG
kamera	caméscope	kamera	caméscope	N;NOM;SG;3	N;MASC;SG
değişiklikleri	modifications	değişiklik	modification	N;ACC;PL;3	N;FEM;PL
değişiklikleri	changements	değişiklik	changement	N;ACC;PL;3	N;MASC;PL
kaldırıldı	retirée	kal	retirer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
