קטגוריה	kategorija	קטגוריה	kategorija	N;FEM;SG	N;NOM;FEM;SG
אוכלוסייה	populacija	אוכלוסייה	populacija	N;FEM;SG	N;NOM;FEM;SG
הקהילה	zajednica	הקהיל	zajednica	N;FEM;SG	N;NOM;FEM;SG
כנגד	protiv	כנגד	protiv	ADP	ADP;GEN
קיים	postojeći	קיים	postojeći	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
מחוז	okrugu	מחוז	okruga	N;MASC;SG	N;DAT;MASC;SG
מחוז	okrug	מחוז	okrug	N;MASC;SG	N;NOM;MASC;SG
מחוז	županija	מחוז	županija	N;MASC;SG	N;NOM;FEM;SG
מחוז	kotar	מחוז	kotar	N;MASC;SG	N;NOM;MASC;SG
מחוז	pokrajina	מחוז	pokrajina	N;MASC;SG	N;NOM;FEM;SG
מחוז	pokrajini	מחוז	pokrajina	N;MASC;SG	N;DAT;FEM;SG
מחוז	provincija	מחוז	provincija	N;MASC;SG	N;NOM;FEM;SG
מחוז	okrugu	מחוז	okruga	N;MASC;SG	N;DAT;MASC;SG
מחוז	okrug	מחוז	okrug	N;MASC;SG	N;NOM;MASC;SG
תואר	stupanj	תואר	stupanj	N;MASC;SG	N;NOM;MASC;SG
תואר	stupnja	תואר	stupanj	N;MASC;SG	N;GEN;MASC;SG
תואר	diploma	תואר	diploma	N;MASC;SG	N;NOM;FEM;SG
סדרת	serija	סדרה	serija	N;FEM;SG	N;NOM;FEM;SG
למצוא	pronađite	מצא	pronaći	V;NFIN;ACT	V;IMP;PL;2;FIN
למצוא	naći	מצא	naći	V;NFIN;ACT	V;NFIN
למצוא	nađi	מצא	nađi	V;NFIN;ACT	V;IMP;SG;2;FIN
למצוא	pronađi	מצא	pronaći	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
עבודה	posao	עבודה	posao	N;FEM;SG	N;NOM;MASC;SG
עבודה	rad	עבודה	rad	N;FEM;SG	N;NOM;MASC;SG
עבודה	posao	עבודה	posao	N;FEM;SG	N;NOM;MASC;SG
חשוב	važno	חשוב	važan	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
תבנית	uzorak	תבנית	uzorak	N;FEM;SG	N;NOM;MASC;SG
תבנית	obrazac	תבנית	obrazac	N;FEM;SG	N;NOM;MASC;SG
תבנית	predložak	תבנית	predložak	N;FEM;SG	N;NOM;MASC;SG
תבנית	oblik	תבנית	oblik	N;FEM;SG	N;NOM;MASC;SG
תבנית	format	תבנית	format	N;FEM;SG	N;NOM;MASC;SG
אמריקאים	amerikanci	אמריקני	amerikanac	N;MASC;PL	N;NOM;MASC;PL
דרום	jugu	דרום	jug	N;MASC;SG	N;DAT;MASC;SG
דרום	jug	דרום	jug	N;MASC;SG	N;NOM;MASC;SG
זכויות	prava	זכות	pravo	N;FEM;PL	N;NOM;NEUT;PL
אולי	možda	אולי	možda	ADV	ADV
אולי	možda	אולי	možda	ADV	ADV
לקבל	prihvati	קיבל	prihvatiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבל	dobiti	קיבל	dobiti	V;NFIN;ACT	V;NFIN
מבנה	struktura	מבנה	struktura	N;MASC;SG	N;NOM;FEM;SG
להשתמש	koristi	השתמש	koristiti	V;NFIN	V;IND;SG;3;PRS;FIN
להשתמש	iskoristi	השתמש	iskoristiti	V;NFIN	V;IND;SG;3;PRS;FIN
להשתמש	upotrijebi	השתמש	upotrijebiti	V;NFIN	V;IND;SG;3;PRS;FIN
בסיס	baza	בסיס	baza	N;MASC;SG	N;NOM;FEM;SG
בסיס	osnova	בסיס	osnova	N;MASC;SG	N;NOM;FEM;SG
משנה	materija	משנה	materija	N;MASC;SG	N;NOM;FEM;SG
משנה	tvar	משנה	tvar	N;MASC;SG	N;NOM;FEM;SG
נקודות	točke	נקודה	točka	N;FEM;PL	N;NOM;FEM;PL
נקודות	točkice	נקודה	točkica	N;FEM;PL	N;NOM;FEM;PL
נקודות	bodova	נקודה	bod	N;FEM;PL	N;GEN;MASC;PL
נקודות	točke	נקודה	točka	N;FEM;PL	N;NOM;FEM;PL
נקודות	bodovi	נקודה	bod	N;FEM;PL	N;NOM;MASC;PL
נקודות	pjege	נקודה	pjega	N;FEM;PL	N;NOM;FEM;PL
נקודות	točke	נקודה	točka	N;FEM;PL	N;NOM;FEM;PL
קבוצה	grupa	קבוצה	grupa	N;FEM;SG	N;NOM;FEM;SG
קבוצה	ekipa	קבוצה	ekipa	N;FEM;SG	N;NOM;FEM;SG
קבוצה	momčad	קבוצה	momčad	N;FEM;SG	N;NOM;FEM;SG
קבוצה	reprezentacija	קבוצה	reprezentacija	N;FEM;SG	N;NOM;FEM;SG
הקרב	bitku	הקרב	bitka	N;MASC;SG	N;ACC;FEM;SG
הקרב	boj	הקרב	boj	N;MASC;SG	N;NOM;MASC;SG
הקרב	bitka	הקרב	bitka	N;MASC;SG	N;NOM;FEM;SG
שירים	pjesme	שיר	pjesma	N;MASC;PL	N;NOM;FEM;PL
שירים	pesme	שיר	pesma	N;MASC;PL	N;NOM;FEM;PL
שירים	pjesme	שיר	pjesma	N;MASC;PL	N;NOM;FEM;PL
שירים	pesme	שיר	pesma	N;MASC;PL	N;NOM;FEM;PL
עת	vreme	עת	vreme	N;FEM;SG	N;NOM;NEUT;SG
עת	vrijeme	עת	vrijeme	N;FEM;SG	N;NOM;NEUT;SG
תפקיד	uloga	תפקיד	uloga	N;MASC;SG	N;NOM;FEM;SG
תפקיד	ulozi	תפקיד	uloga	N;MASC;SG	N;DAT;FEM;SG
שמות	imena	שם	ime	N;MASC;PL	N;NOM;NEUT;PL
יחסית	relativno	יחסית	relativno	ADV	ADV
הקמת	uspostavljanje	הקמה	uspostavljanje	N;PSSD;FEM;SG	N;NOM;NEUT;SG
הקמת	osnivanje	הקמה	osnivanje	N;PSSD;FEM;SG	N;NOM;NEUT;SG
הקמת	uspostavu	הקמה	uspostava	N;PSSD;FEM;SG	N;ACC;FEM;SG
הקמת	uspostava	הקמה	uspostava	N;PSSD;FEM;SG	N;NOM;FEM;SG
שערים	kapije	שער	kapo	N;MASC;PL	N;NOM;FEM;PL
שערים	portali	שער	portal	N;MASC;PL	N;NOM;MASC;PL
שערים	golova	שער	gol	N;MASC;PL	N;GEN;MASC;PL
שערים	ciljeve	שער	cilj	N;MASC;PL	N;ACC;MASC;PL
שערים	ciljevi	שער	cilj	N;MASC;PL	N;NOM;MASC;PL
מערכות	sustavi	מערכת	sustav	N;FEM;PL	N;NOM;MASC;PL
מערכות	sistemi	מערכת	sistem	N;FEM;PL	N;NOM;MASC;PL
ליצור	stvori	יצר	stvor	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
ליצור	stvoriti	יצר	stvoriti	V;NFIN;ACT	V;NFIN
מטרים	metara	מטר	metar	N;MASC;PL	N;GEN;MASC;PL
שר	char	שר	char	N;MASC;SG	N;NOM;MASC;SG
שר	pjevanje	שר	pjevanje	N;MASC;SG	N;NOM;NEUT;SG
שר	ministar	שר	ministar	N;MASC;SG	N;NOM;MASC;SG
שר	ministrica	שר	ministrica	N;MASC;SG	N;NOM;FEM;SG
קו	linija	קו	linija	N;MASC;SG	N;NOM;FEM;SG
קו	redak	קו	redak	N;MASC;SG	N;NOM;MASC;SG
כסף	novac	כסף	novac	N;MASC;SG	N;NOM;MASC;SG
כסף	lova	כסף	lov	N;MASC;SG	N;GEN;MASC;SG
כסף	love	כסף	lova	N;MASC;SG	N;NOM;MASC;SG
כסף	srebro	כסף	srebro	N;MASC;SG	N;NOM;NEUT;SG
תמונות	fotografije	תמונה	fotografija	N;FEM;PL	N;NOM;FEM;PL
תמונות	slike	תמונה	slika	N;FEM;PL	N;NOM;FEM;PL
תמונות	slike	תמונה	slika	N;FEM;PL	N;NOM;FEM;PL
תמונות	slike	תמונה	slika	N;FEM;PL	N;NOM;FEM;PL
נשיא	predsjednik	נשיא	predsjednik	N;MASC;SG	N;NOM;MASC;SG
נשיא	predsjednica	נשיא	predsjednica	N;MASC;SG	N;NOM;FEM;SG
מוזיקה	muzika	הוזיק	muzika	N;FEM;SG	N;NOM;FEM;SG
מוזיקה	glazba	הוזיק	glazba	N;FEM;SG	N;NOM;FEM;SG
מצב	status	מצב	status	N;MASC;SG	N;NOM;MASC;SG
מצב	stanje	מצב	stanje	N;MASC;SG	N;NOM;NEUT;SG
מצב	način	מצב	način	N;MASC;SG	N;NOM;MASC;SG
מצב	situacija	מצב	situacija	N;MASC;SG	N;NOM;FEM;SG
מצב	stanje	מצב	stanje	N;MASC;SG	N;NOM;NEUT;SG
מצב	uvjet	מצב	uvjet	N;MASC;SG	N;NOM;MASC;SG
היסטוריה	povijest	היסטוריה	povijest	N;FEM;SG	N;NOM;FEM;SG
היסטוריה	istorija	היסטוריה	istorija	N;FEM;SG	N;NOM;FEM;SG
שינוי	promjena	שינוי	promjena	N;MASC;SG	N;NOM;FEM;SG
כדורגל	nogomet	כדורגל	nogomet	N;MASC;SG	N;NOM;MASC;SG
כדורגל	fudbal	כדורגל	fudbal	N;MASC;SG	N;NOM;MASC;SG
כדורגל	nogomet	כדורגל	nogomet	N;MASC;SG	N;NOM;MASC;SG
ביקורת	kritika	ביקורת	kritika	N;FEM;SG	N;NOM;FEM;SG
ביקורת	kritika	ביקורת	kritika	N;FEM;SG	N;NOM;FEM;SG
ביקורת	kritiku	ביקורת	kritika	N;FEM;SG	N;ACC;FEM;SG
ביקורת	osvrt	ביקורת	osvrt	N;FEM;SG	N;NOM;MASC;SG
ביקורת	pregled	ביקורת	pregled	N;FEM;SG	N;NOM;MASC;SG
חודשים	meseci	חודש	mesec	N;MASC;PL	N;GEN;MASC;PL
חודשים	mjeseci	חודש	mjesec	N;MASC;PL	N;GEN;MASC;PL
חודשים	mjesecima	חודש	mjesec	N;MASC;PL	N;DAT;MASC;PL
שחקן	igrač	שחקן	igrač	N;MASC;SG	N;NOM;MASC;SG
שחקן	player	שחקן	player	N;MASC;SG	N;NOM;MASC;SG
שחקן	glumac	שחקן	glumac	N;MASC;SG	N;NOM;MASC;SG
שחקן	glumca	שחקן	glumac	N;MASC;SG	N;ANIM;ACC;MASC;SG
משפט	suđenje	משפט	suđenje	N;MASC;SG	N;NOM;NEUT;SG
משפט	sud	משפט	sud	N;MASC;SG	N;NOM;MASC;SG
משפט	dvor	משפט	dvor	N;MASC;SG	N;NOM;MASC;SG
משפט	kaznu	משפט	kazna	N;MASC;SG	N;ACC;FEM;SG
משפט	presuda	משפט	presuda	N;MASC;SG	N;NOM;FEM;SG
משפט	rečenica	משפט	rečenica	N;MASC;SG	N;NOM;FEM;SG
משפט	kazna	משפט	kazna	N;MASC;SG	N;NOM;FEM;SG
אמריקאי	američki	אמריקני	američki	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
אמריקאי	američka	אמריקני	američki	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
סרטים	filmovi	סרט	film	N;MASC;PL	N;NOM;MASC;PL
סרטים	filmovi	סרט	film	N;MASC;PL	N;NOM;MASC;PL
סרטים	filmove	סרט	film	N;MASC;PL	N;ACC;MASC;PL
משפחה	porodica	משפחה	porodica	N;FEM;SG	N;NOM;FEM;SG
משפחה	obitelj	משפחה	obitelj	N;FEM;SG	N;NOM;FEM;SG
משפחה	familija	משפחה	familija	N;FEM;SG	N;NOM;FEM;SG
במקביל	istovremeno	במקביל	istovremeno	ADV	ADV
במקביל	istodobno	במקביל	istodobno	ADV	ADV
במקביל	paralelno	במקביל	paralelno	ADV	ADV
מזרח	istok	מזרח	istok	N;MASC;SG	N;NOM;MASC;SG
ערים	gradove	עיר	grad	N;FEM;PL	N;ACC;MASC;PL
ערים	gradovi	עיר	grad	N;FEM;PL	N;NOM;MASC;PL
ערים	gradove	עיר	grad	N;FEM;PL	N;ACC;MASC;PL
ערים	gradova	עיר	grad	N;FEM;PL	N;GEN;MASC;PL
ערים	gradovi	עיר	grad	N;FEM;PL	N;NOM;MASC;PL
הצליח	uspjelo	הצליח	uspjeti	V;MASC;SG;3;PST;ACT	V;NEUT;SG;PST;V.PTCP;ACT
הצליח	uspio	הצליח	uspjeti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
שבע	sedam	שבע	sedam	NUM;FEM;SG	NUM
תהליך	postupak	תהליך	postupak	N;MASC;SG	N;NOM;MASC;SG
תהליך	proces	תהליך	proces	N;MASC;SG	N;NOM;MASC;SG
שיר	pjesma	שיר	pjesma	N;MASC;SG	N;NOM;FEM;SG
שיר	pesma	שיר	pesma	N;MASC;SG	N;NOM;FEM;SG
טלוויזיה	televizija	טלוויזיה	televizija	N;FEM;SG	N;NOM;FEM;SG
השתתף	nazočio	השתתף	nazočiti	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
השתתף	prisustvovao	השתתף	prisustvovati	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
השתתף	sudjelovati	השתתף	sudjelovati	V;MASC;SG;3;PST	V;NFIN
השתתף	sudjelovalo	השתתף	sudjelovati	V;MASC;SG;3;PST	V;NEUT;SG;PST;V.PTCP;ACT
השתתף	sudjelovao	השתתף	sudjelovati	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
השתתף	sudjelovala	השתתף	sudjelovati	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP;ACT
אישים	osobnosti	אישים	osobnost	N;MASC;PL	N;NOM;FEM;PL
גבוהה	visok	גבוה	visok	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
גבוהה	visoka	גבוה	visok	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
גבוהה	visoki	גבוה	visok	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
גבוהה	visok	גבוה	visok	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
גבוהה	visoka	גבוה	visok	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
מעט	neznatno	מעט	neznatno	ADV	ADV
חברות	prijateljstva	חברה	prijateljstvo	N;FEM;PL	N;NOM;NEUT;PL
חברות	poduzeća	חברה	poduzeće	N;FEM;PL	N;NOM;NEUT;PL
חברות	tvrtke	חברה	tvrtka	N;FEM;PL	N;NOM;FEM;PL
חברות	kompanije	חברה	kompanija	N;FEM;PL	N;NOM;FEM;PL
חברות	firme	חברה	firma	N;FEM;PL	N;NOM;FEM;PL
מבצע	operacija	מבצע	operacija	N;MASC;SG	N;NOM;FEM;SG
ברור	vedro	ברור	vedro	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
רשת	neto	רשת	neto	N;FEM;SG	N;NOM;MASC;SG
רשת	net	רשת	net	N;FEM;SG	N;NOM;MASC;SG
רשת	mreža	רשת	mreža	N;FEM;SG	N;NOM;FEM;SG
רשת	mreža	רשת	mreža	N;FEM;SG	N;NOM;FEM;SG
רשת	mreža	רשת	mreža	N;FEM;SG	N;NOM;FEM;SG
הערכים	vrednosti	הערך	vrednost	N;MASC;PL	N;NOM;FEM;PL
הערכים	vrijednosti	הערך	vrijednost	N;MASC;PL	N;NOM;FEM;PL
רקע	pozadina	רקע	pozadina	N;MASC;SG	N;NOM;FEM;SG
הגיעו	stigli	הגיע	stići	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP;ACT
תיאטרון	teatar	תיאטרון	teatar	N;MASC;SG	N;NOM;MASC;SG
תיאטרון	kazalište	תיאטרון	kazalište	N;MASC;SG	N;NOM;NEUT;SG
תיאטרון	teatar	תיאטרון	teatar	N;MASC;SG	N;NOM;MASC;SG
תיאטרון	kazalište	תיאטרון	kazalište	N;MASC;SG	N;NOM;NEUT;SG
חדשה	novo	חדש	nov	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
חדשה	nova	חדש	nov	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
חדשה	novi	חדש	nov	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
אלבום	album	אלבום	album	N;MASC;SG	N;NOM;MASC;SG
גן	vrta	גן	vrt	N;MASC;SG	N;GEN;MASC;SG
גן	garden	גן	garden	N;MASC;SG	N;NOM;MASC;SG
גן	vrt	גן	vrt	N;MASC;SG	N;NOM;MASC;SG
עשרה	deset	עשרה	deset	NUM;MASC;SG	NUM
תמיד	uvek	תמיד	uvek	ADV	ADV
תמיד	uvijek	תמיד	uvijek	ADV	ADV
מחקר	studij	מחקר	studij	N;MASC;SG	N;NOM;MASC;SG
מחקר	studija	מחקר	studij	N;MASC;SG	N;GEN;MASC;SG
מחקר	istraživanje	מחקר	istraživanje	N;MASC;SG	N;NOM;NEUT;SG
תרבות	kultura	תרבות	kultura	N;FEM;SG	N;NOM;FEM;SG
עונה	sezone	עונה	sezona	N;FEM;SG	N;GEN;FEM;SG
עונה	sezona	עונה	sezona	N;FEM;SG	N;NOM;FEM;SG
ארבע	četiri	ארבע	četiri	NUM;FEM;SG	NUM
חשיבות	važnost	חשיבות	važnost	N;FEM;SG	N;NOM;FEM;SG
חשיבות	značaj	חשיבות	značaj	N;FEM;SG	N;NOM;MASC;SG
חשיבות	značaj	חשיבות	značaj	N;FEM;SG	N;NOM;MASC;SG
סיום	završetak	סיום	završetak	N;MASC;SG	N;NOM;MASC;SG
סיום	završetak	סיום	završetak	N;MASC;SG	N;NOM;MASC;SG
סיום	kraj	סיום	kraj	N;MASC;SG	N;NOM;MASC;SG
סיום	diploma	סיום	diploma	N;MASC;SG	N;NOM;FEM;SG
סיום	matura	סיום	matura	N;MASC;SG	N;NOM;FEM;SG
ארבעה	četiri	ארבעה	četiri	NUM;MASC;SG	NUM
הכוחות	ovlasti	הכוחה	ovlast	N;FEM;PL	N;NOM;FEM;PL
הכוחות	sile	הכוחה	sila	N;FEM;PL	N;NOM;FEM;PL
הכוחות	sile	הכוחה	sila	N;FEM;PL	N;NOM;FEM;PL
כדור	sfera	כדור	sfera	N;MASC;SG	N;NOM;FEM;SG
כדור	kugla	כדור	kugao	N;MASC;SG	N;NOM;FEM;SG
כדור	lopta	כדור	lopt	N;MASC;SG	N;NOM;FEM;SG
כדור	loptica	כדור	loptica	N;MASC;SG	N;NOM;FEM;SG
כדור	loptu	כדור	lopta	N;MASC;SG	N;ACC;FEM;SG
כדור	kugla	כדור	kugao	N;MASC;SG	N;NOM;FEM;SG
כדור	metak	כדור	metak	N;MASC;SG	N;NOM;MASC;SG
עשר	deset	עשר	deset	NUM;FEM;SG	NUM
עבד	radila	עבד	raditi	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP;ACT
עבד	uspjelo	עבד	uspjeti	V;MASC;SG;3;PST	V;NEUT;SG;PST;V.PTCP;ACT
שער	kapija	שער	kapija	N;MASC;SG	N;NOM;FEM;SG
שער	gol	שער	gol	N;MASC;SG	N;NOM;MASC;SG
שער	cilj	שער	cilj	N;MASC;SG	N;NOM;MASC;SG
שער	prolaz	שער	prolaz	N;MASC;SG	N;NOM;MASC;SG
סביב	oko	סביב	oko	ADV	ADV
גבוה	visok	גבוה	visok	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
גבוה	visoka	גבוה	visok	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
גבוה	visoki	גבוה	visok	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
גבוה	visok	גבוה	visok	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
גבוה	visoka	גבוה	visok	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
גבוה	viši	גבוה	visok	ADJ;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
יודע	znati	ידע	znati	V;MASC;SG;V.PTCP;ACT	V;NFIN
פה	ovdje	פה	ovdje	ADV	ADV
בלי	bez	בלי	bez	ADP	ADP;GEN
סמל	simbol	סמל	simbol	N;MASC;SG	N;NOM;MASC;SG
סמל	narednik	סמל	narednik	N;MASC;SG	N;NOM;MASC;SG
סמל	ikona	סמל	ikona	N;MASC;SG	N;NOM;FEM;SG
ראה	vidio	ראה	vidjeti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
גביע	trofej	גביע	trofej	N;MASC;SG	N;NOM;MASC;SG
גביע	kupa	גביע	kup	N;MASC;SG	N;GEN;MASC;SG
גביע	pehar	גביע	pehar	N;MASC;SG	N;NOM;MASC;SG
גביע	šalica	גביע	šalica	N;MASC;SG	N;NOM;FEM;SG
גביע	kup	גביע	kup	N;MASC;SG	N;NOM;MASC;SG
קיימת	postojeći	קיים	postojeći	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
משהו	nesto	משהו	nesto	N;MASC;SG	N;NOM;NEUT;SG
דולר	dolar	דולר	dolar	N;MASC;SG	N;NOM;MASC;SG
מדליות	medalje	מדלית	medalja	N;FEM;PL	N;NOM;FEM;PL
מדליות	odličja	מדלית	odličje	N;FEM;PL	N;NOM;NEUT;PL
חיילים	vojnici	חייל	vojnik	N;MASC;PL	N;NOM;MASC;PL
חיילים	vojnici	חייל	vojnik	N;MASC;PL	N;NOM;MASC;PL
חיילים	trupe	חייל	trupa	N;MASC;PL	N;NOM;FEM;PL
דגל	zastava	דגל	zastava	N;MASC;SG	N;NOM;FEM;SG
מלחמה	rat	מלחמה	rat	N;FEM;SG	N;NOM;MASC;SG
מלחמה	rata	מלחמה	rat	N;FEM;SG	N;GEN;MASC;SG
צפון	sjever	צפון	sjever	N;MASC;SG	N;NOM;MASC;SG
כנראה	vjerojatno	כנראה	vjerojatno	ADV	ADV
כנראה	navodno	כנראה	navodno	ADV	ADV
בעלות	vlasništvo	בעלות	vlasništvo	N;FEM;SG	N;NOM;NEUT;SG
ללמוד	naučiti	למד	naučiti	V;NFIN;ACT	V;NFIN
ללמוד	naučite	למד	naučiti	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
ללמוד	učite	למד	učiti	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
ללמוד	uči	למד	učiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
ללמוד	nauči	למד	naučiti	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
פרק	poglavlje	פרק	poglavlje	N;MASC;SG	N;NOM;NEUT;SG
חברה	djevojka	חברה	djevojka	N;FEM;SG	N;NOM;FEM;SG
חברה	društvo	חברה	društvo	N;FEM;SG	N;NOM;NEUT;SG
חברה	drustvo	חברה	drustvo	N;FEM;SG	N;NOM;NEUT;SG
חברה	tvrtka	חברה	tvrtka	N;FEM;SG	N;NOM;FEM;SG
חברה	kompanija	חברה	kompanija	N;FEM;SG	N;NOM;FEM;SG
חברה	drustvo	חברה	drustvo	N;FEM;SG	N;NOM;NEUT;SG
חברה	prijatelj	חברה	prijatelj	N;FEM;SG	N;NOM;MASC;SG
חברה	prijateljica	חברה	prijateljica	N;FEM;SG	N;NOM;FEM;SG
חברה	prijatelju	חברה	prijatelj	N;FEM;SG	N;DAT;MASC;SG
דירוג	rejting	דירוג	rejting	N;MASC;SG	N;NOM;MASC;SG
דירוג	ocjena	דירוג	ocjena	N;MASC;SG	N;NOM;FEM;SG
טובה	dobro	None	dobro	ADV	ADV
שדה	polje	שדה	polje	N;MASC;SG	N;NOM;NEUT;SG
מתחת	ispod	מתחת	ispod	ADP	ADP;GEN
מתחת	ispod	מתחת	ispod	ADP	ADP;GEN
מתחת	pod	מתחת	pod	ADP	ADP;INS
מתחת	ispod	מתחת	ispod	ADP	ADP;GEN
הפכה	postao	הפך	postati	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
הפכה	postala	הפך	postati	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP;ACT
הפכה	postalo	הפך	postati	V;FEM;SG;3;PST	V;NEUT;SG;PST;V.PTCP;ACT
אליפות	prvenstvo	אליפות	prvenstvo	N;FEM;SG	N;NOM;NEUT;SG
משחקים	utakmice	משחק	utakmica	N;MASC;PL	N;NOM;FEM;PL
משחקים	igre	משחק	igra	N;MASC;PL	N;NOM;FEM;PL
משחקים	igrice	משחק	igrica	N;MASC;PL	N;NOM;FEM;PL
שניות	sekunde	שנייה	sekunda	N;FEM;PL	N;NOM;FEM;PL
מדיניות	polica	מדיניות	polica	N;FEM;SG	N;NOM;FEM;SG
מדיניות	politika	מדיניות	politika	N;FEM;SG	N;NOM;FEM;SG
שירות	usluga	שירות	usluga	N;MASC;SG	N;NOM;FEM;SG
גדולים	velike	גדול	velik	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;PL
למנוע	spriječi	מנע	spriječiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
למנוע	spriječiti	מנע	spriječiti	V;NFIN;ACT	V;NFIN
ספורט	sport	ספורט	sport	N;MASC;SG	N;NOM;MASC;SG
ספורט	sport	ספורט	sport	N;MASC;SG	N;NOM;MASC;SG
שיא	ploča	שיא	ploča	N;MASC;SG	N;NOM;FEM;SG
שיא	vrhunac	שיא	vrhunac	N;MASC;SG	N;NOM;MASC;SG
מס	poreza	מס	porez	N;MASC;SG	N;GEN;MASC;SG
מס	porez	מס	porez	N;MASC;SG	N;NOM;MASC;SG
צוות	osoblje	צוות	osoblje	N;FEM;SG	N;NOM;NEUT;SG
צוות	posada	צוות	posada	N;FEM;SG	N;NOM;FEM;SG
צוות	ekipa	צוות	ekipa	N;FEM;SG	N;NOM;FEM;SG
צוות	ekipa	צוות	ekipa	N;FEM;SG	N;NOM;FEM;SG
צוות	momčad	צוות	momčad	N;FEM;SG	N;NOM;FEM;SG
צוות	reprezentacija	צוות	reprezentacija	N;FEM;SG	N;NOM;FEM;SG
נושא	tema	נושא	tema	N;MASC;SG	N;NOM;FEM;SG
נושא	tema	נושא	tema	N;MASC;SG	N;NOM;FEM;SG
נושא	predmet	נושא	predmet	N;MASC;SG	N;NOM;MASC;SG
נושא	subjekt	נושא	subjekt	N;MASC;SG	N;NOM;MASC;SG
גיל	dob	גיל	dob	N;MASC;SG	N;NOM;FEM;SG
גיל	godine	גיל	godina	N;MASC;SG	N;GEN;FEM;SG
גיל	dobi	גיל	dob	N;MASC;SG	N;DAT;FEM;SG
גיל	godište	גיל	godište	N;MASC;SG	N;NOM;NEUT;SG
עורך	urednica	עורך	urednica	N;MASC;SG	N;NOM;FEM;SG
עורך	urednik	עורך	urednik	N;MASC;SG	N;NOM;MASC;SG
הרכבת	vlakom	הרכבה	vlak	N;FEM;SG	N;INS;MASC;SG
הרכבת	voz	הרכבה	voz	N;FEM;SG	N;NOM;MASC;SG
הרכבת	vlak	הרכבה	vlak	N;FEM;SG	N;NOM;MASC;SG
מת	mrtav	מת	mrtav	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מסע	putovanje	מסע	putovanje	N;MASC;SG	N;NOM;NEUT;SG
מסע	putovanje	מסע	putovanje	N;MASC;SG	N;NOM;NEUT;SG
בעיות	probleme	בעיה	problem	N;FEM;PL	N;ACC;MASC;PL
בעיות	problema	בעיה	problem	N;FEM;PL	N;GEN;MASC;PL
בעיות	problemi	בעיה	problem	N;FEM;PL	N;NOM;MASC;PL
בעיות	pitanja	בעיה	pitanje	N;FEM;PL	N;NOM;NEUT;PL
מערב	zapad	מערב	zapad	N;MASC;SG	N;NOM;MASC;SG
עברה	preselio	עבר	preseliti	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
חושב	mislio	חשב	misliti	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP;ACT
לידה	rođenje	לידה	rođenje	N;FEM;SG	N;NOM;NEUT;SG
שעות	sati	שעה	sat	N;FEM;PL	N;GEN;MASC;PL
שעות	satima	שעה	sat	N;FEM;PL	N;DAT;MASC;PL
הקשר	kontekst	הקשר	kontekst	N;MASC;SG	N;NOM;MASC;SG
ממש	stvarno	ממש	stvarno	ADV	ADV
