קטגוריה	kategooria	קטגוריה	kategooria	N;FEM;SG	N;NOM;SG
תבנית	malli	תבנית	mall	N;FEM;SG	N;PRT;SG
תבנית	vorming	תבנית	vorming	N;FEM;SG	N;NOM;SG
תבנית	vormindus	תבנית	vormindus	N;FEM;SG	N;NOM;SG
תבנית	formaat	תבנית	formaat	N;FEM;SG	N;NOM;SG
אמריקאים	ameeriklased	אמריקני	ameeriklane	N;MASC;PL	N;NOM;PL
דרום	lõuna	דרום	lõuna	N;MASC;SG	N;NOM;SG
דרום	lõuna	דרום	lõuna	N;MASC;SG	N;NOM;SG
דרום	lõunasse	דרום	lõuna	N;MASC;SG	N;IN+ALL;SG
דרום	lõunas	דרום	lõuna	N;MASC;SG	N;IN+ESS;SG
זכויות	õigused	זכות	õigus	N;FEM;PL	N;NOM;PL
אולי	ehk	אולי	ehk	ADV	ADV
אולי	ehk	אולי	ehk	ADV	ADV
אולי	võibolla	אולי	võib_olla	ADV	ADV
אולי	äkki	אולי	äkki	ADV	ADV
לקבל	lepi	קיבל	leppima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לקבל	nõustu	קיבל	nõustuma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לקבל	saa	קיבל	saama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
מבנה	struktuur	מבנה	struktuur	N;MASC;SG	N;NOM;SG
מבנה	ülesehitus	מבנה	üle_sehitus	N;MASC;SG	N;NOM;SG
להשתמש	kasuta	השתמש	kasutama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
בסיס	baasi	בסיס	baas	N;MASC;SG	N;PRT;SG
בסיס	baas	בסיס	baas	N;MASC;SG	N;NOM;SG
בסיס	alus	בסיס	alus	N;MASC;SG	N;NOM;SG
בסיס	alus	בסיס	alus	N;MASC;SG	N;NOM;SG
משנה	mateeria	משנה	mateeria	N;MASC;SG	N;NOM;SG
נקודות	täpid	נקודה	täpp	N;FEM;PL	N;NOM;PL
נקודות	punktid	נקודה	punkt	N;FEM;PL	N;NOM;PL
נקודות	punktid	נקודה	punkt	N;FEM;PL	N;NOM;PL
נקודות	täpid	נקודה	täpp	N;FEM;PL	N;NOM;PL
קבוצה	rühm	קבוצה	rühm	N;FEM;SG	N;NOM;SG
קבוצה	grupp	קבוצה	grupp	N;FEM;SG	N;NOM;SG
קבוצה	grupis	קבוצה	grupp	N;FEM;SG	N;IN+ESS;SG
קבוצה	tiim	קבוצה	tiim	N;FEM;SG	N;NOM;SG
קבוצה	meeskond	קבוצה	meeskond	N;FEM;SG	N;NOM;SG
הקרב	lahing	הקרב	lahing	N;MASC;SG	N;NOM;SG
שירים	luuletusi	שיר	luuletus	N;MASC;PL	N;PRT;PL
שירים	luuletused	שיר	luuletus	N;MASC;PL	N;NOM;PL
שירים	laulud	שיר	laul	N;MASC;PL	N;NOM;PL
שירים	laule	שיר	laul	N;MASC;PL	N;PRT;PL
עת	kellaaeg	עת	kella_aeg	N;FEM;SG	N;NOM;SG
עת	aeg	עת	aeg	N;FEM;SG	N;NOM;SG
עת	aja	עת	aeg	N;FEM;SG	N;GEN;SG
עת	ajas	עת	aeg	N;FEM;SG	N;IN+ESS;SG
עת	aega	עת	aeg	N;FEM;SG	N;PRT;SG
תפקיד	rollis	תפקיד	roll	N;MASC;SG	N;IN+ESS;SG
תפקיד	roll	תפקיד	roll	N;MASC;SG	N;NOM;SG
תפקיד	rolli	תפקיד	roll	N;MASC;SG	N;PRT;SG
למה	miks	למה	miks	ADV	ADV
שמות	nimetused	שם	nimetus	N;MASC;PL	N;NOM;PL
שמות	nimed	שם	nimi	N;MASC;PL	N;NOM;PL
יחסית	suhteliselt	יחסית	suhteliselt	ADV	ADV
הקמת	asutamine	הקמה	asutamine	N;PSSD;FEM;SG	N;NOM;SG
הקמת	kehtestamine	הקמה	kehtestamine	N;PSSD;FEM;SG	N;NOM;SG
שערים	väravad	שער	värav	N;MASC;PL	N;NOM;PL
שערים	portaalid	שער	portaal	N;MASC;PL	N;NOM;PL
שערים	eesmärgid	שער	ees_märk	N;MASC;PL	N;NOM;PL
מערכות	süsteemid	מערכת	süsteem	N;FEM;PL	N;NOM;PL
שנייה	sek	שנייה	sek	NUM;FEM;SG	NUM
ליצור	luua	יצר	looma	V;NFIN;ACT	V;NFIN
שר	char	שר	char	N;MASC;SG	N;NOM;SG
שר	cher	שר	cher	N;MASC;SG	N;NOM;SG
שר	sher	שר	sher	N;MASC;SG	N;NOM;SG
שר	laulmine	שר	laulmine	N;MASC;SG	N;NOM;SG
שר	minister	שר	minister	N;MASC;SG	N;NOM;SG
קו	liin	קו	liin	N;MASC;SG	N;NOM;SG
קו	joone	קו	joon	N;MASC;SG	N;GEN;SG
קו	joon	קו	joon	N;MASC;SG	N;NOM;SG
קו	rida	קו	rida	N;MASC;SG	N;NOM;SG
כסף	raha	כסף	raha	N;MASC;SG	N;NOM;SG
כסף	hõbeda	כסף	hõbe	N;MASC;SG	N;NOM;SG
כסף	silver	כסף	silver	N;MASC;SG	N;NOM;SG
כסף	hõbe	כסף	hõbe	N;MASC;SG	N;NOM;SG
תמונות	fotode	תמונה	foto	N;FEM;PL	N;GEN;PL
תמונות	fotod	תמונה	foto	N;FEM;PL	N;NOM;PL
תמונות	pildid	תמונה	pilt	N;FEM;PL	N;NOM;PL
תמונות	pilte	תמונה	pilt	N;FEM;PL	N;PRT;PL
תמונות	piltide	תמונה	pilt	N;FEM;PL	N;GEN;PL
תמונות	pildid	תמונה	pilt	N;FEM;PL	N;NOM;PL
נשיא	president	נשיא	president	N;MASC;SG	N;NOM;SG
מוזיקה	muusika	הוזיק	muusika	N;FEM;SG	N;NOM;SG
חדשים	uued	חדש	uus	ADJ;MASC;PL	ADJ;NOM;PL
מצב	staatus	מצב	staatus	N;MASC;SG	N;NOM;SG
מצב	seisund	מצב	seisund	N;MASC;SG	N;NOM;SG
מצב	oleku	מצב	olek	N;MASC;SG	N;GEN;SG
מצב	olek	מצב	olek	N;MASC;SG	N;NOM;SG
מצב	režiimi	מצב	režiim	N;MASC;SG	N;PRT;SG
מצב	režiim	מצב	režiim	N;MASC;SG	N;NOM;SG
מצב	mode	מצב	mode	N;MASC;SG	N;NOM;SG
מצב	olukord	מצב	olu_kord	N;MASC;SG	N;NOM;SG
מצב	situatsioon	מצב	situatsioon	N;MASC;SG	N;NOM;SG
מצב	seisukord	מצב	seisu_kord	N;MASC;SG	N;NOM;SG
מצב	tingimus	מצב	tingimus	N;MASC;SG	N;NOM;SG
מצב	seisund	מצב	seisund	N;MASC;SG	N;NOM;SG
היסטוריה	ajalugu	היסטוריה	aja_lugu	N;FEM;SG	N;NOM;SG
היסטוריה	ajaloo	היסטוריה	aja_lugu	N;FEM;SG	N;GEN;SG
שינוי	muudatus	שינוי	muudatus	N;MASC;SG	N;NOM;SG
שינוי	muutus	שינוי	muutus	N;MASC;SG	N;NOM;SG
כדורגל	jalgpall	כדורגל	jalg_pall	N;MASC;SG	N;NOM;SG
כדורגל	jalgpall	כדורגל	jalg_pall	N;MASC;SG	N;NOM;SG
ביקורת	kriitikat	ביקורת	kriitika	N;FEM;SG	N;PRT;SG
ביקורת	kriitika	ביקורת	kriitika	N;FEM;SG	N;NOM;SG
ביקורת	kriitika	ביקורת	kriitika	N;FEM;SG	N;NOM;SG
ביקורת	läbivaatamine	ביקורת	läbi_vaatamine	N;FEM;SG	N;NOM;SG
ביקורת	ülevaatus	ביקורת	üle_vaatus	N;FEM;SG	N;NOM;SG
ביקורת	läbivaatus	ביקורת	läbi_vaatus	N;FEM;SG	N;NOM;SG
חודשים	kuude	חודש	kuu	N;MASC;PL	N;GEN;PL
שחקן	mängija	שחקן	mängija	N;MASC;SG	N;NOM;SG
שחקן	näitleja	שחקן	näitleja	N;MASC;SG	N;NOM;SG
משפט	kohtuistung	משפט	kohtu_istung	N;MASC;SG	N;NOM;SG
משפט	kohus	משפט	kohus	N;MASC;SG	N;NOM;SG
משפט	lause	משפט	lause	N;MASC;SG	N;NOM;SG
אמריקאי	ameerika	אמריקני	ameerika	ADJ;MASC;SG	ADJ
סרטים	filmid	סרט	film	N;MASC;PL	N;NOM;PL
סרטים	filmid	סרט	film	N;MASC;PL	N;NOM;PL
משפחה	pere	משפחה	pere	N;FEM;SG	N;NOM;SG
משפחה	perekond	משפחה	perekond	N;FEM;SG	N;NOM;SG
במקביל	samaaegselt	במקביל	sama_aegselt	ADV	ADV
במקביל	üheaegselt	במקביל	ühe_aegselt	ADV	ADV
במקביל	paralleelselt	במקביל	paralleelselt	ADV	ADV
מזרח	idas	מזרח	ida	N;MASC;SG	N;IN+ESS;SG
מזרח	itta	מזרח	ida	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
מזרח	ida	מזרח	ida	N;MASC;SG	N;NOM;SG
מזרח	ida	מזרח	ida	N;MASC;SG	N;NOM;SG
ערים	linnad	עיר	linn	N;FEM;PL	N;NOM;PL
ערים	linnad	עיר	linn	N;FEM;PL	N;NOM;PL
הצליח	õnnestus	הצליח	õnnestuma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
שבע	seitse	שבע	seitse	NUM;FEM;SG	NUM;NOM;SG
תהליך	protsess	תהליך	protsess	N;MASC;SG	N;NOM;SG
תהליך	protsessi	תהליך	protsess	N;MASC;SG	N;PRT;SG
שיר	luuletus	שיר	luuletus	N;MASC;SG	N;NOM;SG
שיר	laulu	שיר	laul	N;MASC;SG	N;PRT;SG
שיר	laul	שיר	laul	N;MASC;SG	N;NOM;SG
טלוויזיה	televiisor	טלוויזיה	televiisor	N;FEM;SG	N;NOM;SG
טלוויזיה	televisiooni	טלוויזיה	televisioon	N;FEM;SG	N;PRT;SG
טלוויזיה	televisioon	טלוויזיה	televisioon	N;FEM;SG	N;NOM;SG
השתתף	osales	השתתף	osalema	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
השתתף	osalema	השתתף	osalema	V;MASC;SG;3;PST	V;IN+ALL;V.CVB;ACT
השתתף	osalenud	השתתף	osalema	V;MASC;SG;3;PST	V;PST;V.PTCP;ACT
השתתף	osales	השתתף	osalema	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
חזר	tagastatud	חזר	tagasta=tud	V;MASC;SG;3;PST	V;PST;V.PTCP;PASS
גבוהה	kõrge	גבוה	kõrge	ADJ;FEM;SG	ADJ;NOM;SG
רוצה	tahaks	רצה	tahtma	V;MASC;SG;V.PTCP;ACT	V;COND;PRS;FIN;ACT
מעט	veidi	מעט	veidi	ADV	ADV
מעט	kergelt	מעט	kergelt	ADV	ADV
חברות	äriühingud	חברה	äri_ühing	N;FEM;PL	N;NOM;PL
חברות	firmad	חברה	firma	N;FEM;PL	N;NOM;PL
חברות	ettevõtted	חברה	ette_võte	N;FEM;PL	N;NOM;PL
חברות	sõbrannad	חברה	sõbranna	N;FEM;PL	N;NOM;PL
מבצע	toimimine	מבצע	toimimine	N;MASC;SG	N;NOM;SG
מבצע	toiming	מבצע	toiming	N;MASC;SG	N;NOM;SG
מבצע	operatsioon	מבצע	operatsioon	N;MASC;SG	N;NOM;SG
ברור	puhas	ברור	puhas	ADJ;MASC;SG	ADJ;NOM;SG
ברור	selge	ברור	selge	ADJ;MASC;SG	ADJ;NOM;SG
רשת	neto	רשת	neto	N;FEM;SG	N;NOM;SG
רשת	võrk	רשת	võrk	N;FEM;SG	N;NOM;SG
רשת	net	רשת	net	N;FEM;SG	N;NOM;SG
רשת	võrk	רשת	võrk	N;FEM;SG	N;NOM;SG
רשת	võrgu	רשת	võrk	N;FEM;SG	N;NOM;SG
רשת	võrgustik	רשת	võrgustik	N;FEM;SG	N;NOM;SG
הערכים	väärtused	הערך	väärtus	N;MASC;PL	N;NOM;PL
רקע	tausta	רקע	taust	N;MASC;SG	N;PRT;SG
רקע	taust	רקע	taust	N;MASC;SG	N;NOM;SG
הגיעו	saabusid	הגיע	saabuma	V;PL;3;PST;ACT	V;IND;PL;3;PST;FIN;ACT
הגיעו	saabunud	הגיע	saabuma	V;PL;3;PST;ACT	V;PST;V.PTCP;ACT
תיאטרון	teater	תיאטרון	teater	N;MASC;SG	N;NOM;SG
תיאטרון	teater	תיאטרון	teater	N;MASC;SG	N;NOM;SG
צורך	vajalikkus	צורך	vajalikkus	N;MASC;SG	N;NOM;SG
צורך	vajadus	צורך	vajadus	N;MASC;SG	N;NOM;SG
צורך	vajadus	צורך	vajadus	N;MASC;SG	N;NOM;SG
חדשה	uus	חדש	uus	ADJ;FEM;SG	ADJ;NOM;SG
אלבום	album	אלבום	album	N;MASC;SG	N;NOM;SG
גן	gene	גן	gene	N;MASC;SG	N;NOM;SG
גן	geen	גן	geen	N;MASC;SG	N;NOM;SG
גן	geeni	גן	geen	N;MASC;SG	N;PRT;SG
גן	aia	גן	aed	N;MASC;SG	N;NOM;SG
גן	aed	גן	aed	N;MASC;SG	N;NOM;SG
עשרה	kümme	עשרה	kümme	NUM;MASC;SG	NUM;NOM;SG
תמיד	alati	תמיד	alati	ADV	ADV
מחקר	uuring	מחקר	uuring	N;MASC;SG	N;NOM;SG
מחקר	uurimistöö	מחקר	uurimis_töö	N;MASC;SG	N;NOM;SG
תרבות	kultuuri	תרבות	kultuur	N;FEM;SG	N;PRT;SG
תרבות	kultuur	תרבות	kultuur	N;FEM;SG	N;NOM;SG
למעלה	üleval	למעלה	üleval	ADV	ADV
עונה	hooaeg	עונה	hoo_aeg	N;FEM;SG	N;NOM;SG
ארבע	neli	ארבע	neli	NUM;FEM;SG	NUM;NOM;SG
חשיבות	olulisus	חשיבות	olulisus	N;FEM;SG	N;NOM;SG
חשיבות	tähtsus	חשיבות	tähtsus	N;FEM;SG	N;NOM;SG
חשיבות	olulisus	חשיבות	olulisus	N;FEM;SG	N;NOM;SG
סיום	lõpuleviimist	סיום	lõpu_leviimine	N;MASC;SG	N;PRT;SG
סיום	lõpetamine	סיום	lõpetamine	N;MASC;SG	N;NOM;SG
סיום	lõpuleviimine	סיום	lõpu+le_viimine	N;MASC;SG	N;NOM;SG
סיום	lõpp	סיום	lõpp	N;MASC;SG	N;NOM;SG
סיום	lõpetamine	סיום	lõpetamine	N;MASC;SG	N;NOM;SG
ארבעה	neli	ארבעה	neli	NUM;MASC;SG	NUM;NOM;SG
הכוחות	võimed	הכוחה	võime	N;FEM;PL	N;NOM;PL
הכוחות	volitused	הכוחה	volitus	N;FEM;PL	N;NOM;PL
כדור	sfääri	כדור	sfäär	N;MASC;SG	N;PRT;SG
כדור	kera	כדור	kera	N;MASC;SG	N;NOM;SG
כדור	ball	כדור	ball	N;MASC;SG	N;NOM;SG
כדור	pall	כדור	pall	N;MASC;SG	N;NOM;SG
כדור	palli	כדור	pall	N;MASC;SG	N;PRT;SG
כדור	kuuli	כדור	kuul	N;MASC;SG	N;PRT;SG
כדור	kuul	כדור	kuu	N;MASC;SG	N;NOM;SG
עשר	kümme	עשר	kümme	NUM;FEM;SG	NUM;NOM;SG
עבד	töötas	עבד	töötama	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
עבד	töötanud	עבד	töötama	V;MASC;SG;3;PST	V;PST;V.PTCP;ACT
שער	värav	שער	värav	N;MASC;SG	N;NOM;SG
שער	eesmärk	שער	ees_märk	N;MASC;SG	N;NOM;SG
שער	värav	שער	värav	N;MASC;SG	N;NOM;SG
סביב	ümber	סביב	ümber	ADV	ADV
סביב	ringi	סביב	ringi	ADV	ADV
גבוה	kõrge	גבוה	kõrge	ADJ;MASC;SG	ADJ;NOM;SG
גבוה	kõrgem	גבוה	kõrgem	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
אכן	tõepoolest	אכן	tõe_poolest	ADV	ADV
פה	siin	פה	siin	ADV	ADV
הוקם	püstitatud	הוקם	püstitama	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
סמל	sümbol	סמל	sümbol	N;MASC;SG	N;NOM;SG
סמל	seersant	סמל	seersant	N;MASC;SG	N;NOM;SG
סמל	ikoon	סמל	ikoon	N;MASC;SG	N;NOM;SG
סמל	ikooni	סמל	ikoon	N;MASC;SG	N;PRT;SG
ראה	vt	ראה	vt	V;MASC;SG;3;PST;ACT	V;IMP;FIN
גביע	trofee	גביע	trofee	N;MASC;SG	N;NOM;SG
גביע	cup	גביע	cup	N;MASC;SG	N;NOM;SG
גביע	tops	גביע	tops	N;MASC;SG	N;NOM;SG
גביע	tass	גביע	tass	N;MASC;SG	N;NOM;SG
גביע	karikas	גביע	karikas	N;MASC;SG	N;NOM;SG
קיימת	olemasolev	קיים	olemas_olev	ADJ;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
דולר	dollari	דולר	dollar	N;MASC;SG	N;GEN;SG
דולר	dollar	דולר	dollar	N;MASC;SG	N;NOM;SG
הופיע	ilmus	הופיע	ilmuma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
הופיע	ilmunud	הופיע	ilmuma	V;MASC;SG;3;PST;ACT	V;PST;V.PTCP;ACT
מדליות	medalid	מדלית	medal	N;FEM;PL	N;NOM;PL
חיילים	sõdurid	חייל	sõdur	N;MASC;PL	N;NOM;PL
חיילים	väed	חייל	vägi	N;MASC;PL	N;NOM;PL
דגל	lipp	דגל	lipp	N;MASC;SG	N;NOM;SG
דגל	lipu	דגל	lipp	N;MASC;SG	N;GEN;SG
מלחמה	sõda	מלחמה	sõda	N;FEM;SG	N;NOM;SG
צפון	põhi	צפון	põhi	N;MASC;SG	N;NOM;SG
צפון	põhja	צפון	põhi	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
צפון	põhjas	צפון	põhi	N;MASC;SG	N;IN+ESS;SG
צפון	põhja	צפון	põhi	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
כנראה	arvatavasti	כנראה	arvatavasti	ADV	ADV
כנראה	ilmselt	כנראה	ilmselt	ADV	ADV
כנראה	tõenäoliselt	כנראה	tõe_näoliselt	ADV	ADV
כנראה	ilmselt	כנראה	ilmselt	ADV	ADV
כנראה	nähtavasti	כנראה	nähtavasti	ADV	ADV
בעלות	omandi	בעלות	omand	N;FEM;SG	N;PRT;SG
בעלות	omand	בעלות	omand	N;FEM;SG	N;NOM;SG
בעלות	omandiõigus	בעלות	omandi_õigus	N;FEM;SG	N;NOM;SG
ללמוד	õppima	למד	õppima	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
ללמוד	õpime	למד	õppima	V;NFIN;ACT	V;IND;PL;1;PRS;FIN;ACT
ללמוד	õppida	למד	õppima	V;NFIN;ACT	V;NFIN
ללמוד	õpi	למד	õpp	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
פרק	peatükk	פרק	pea_tükk	N;MASC;SG	N;NOM;SG
פרק	episood	פרק	episoo	N;MASC;SG	N;NOM;SG
המשיך	jätkus	המשיך	jätkuma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
המשיך	jätkas	המשיך	jätkama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
חברה	sõbranna	חברה	sõbranna	N;FEM;SG	N;NOM;SG
חברה	tüdruksõber	חברה	tüdruk_sõber	N;FEM;SG	N;NOM;SG
חברה	äriühing	חברה	äri_ühing	N;FEM;SG	N;NOM;SG
חברה	ettevõte	חברה	ette_võte	N;FEM;SG	N;NOM;SG
חברה	seltskond	חברה	seltskond	N;FEM;SG	N;NOM;SG
חברה	sõber	חברה	sõber	N;FEM;SG	N;NOM;SG
חברה	sõbranna	חברה	sõbranna	N;FEM;SG	N;NOM;SG
דירוג	hinnang	דירוג	hinnang	N;MASC;SG	N;NOM;SG
דירוג	reiting	דירוג	reiting	N;MASC;SG	N;NOM;SG
דירוג	järjestus	דירוג	järjestus	N;MASC;SG	N;NOM;SG
שדה	põld	שדה	põld	N;MASC;SG	N;NOM;SG
שדה	väli	שדה	väli	N;MASC;SG	N;NOM;SG
הפכה	sai	הפך	saama	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
משחקים	mängud	משחק	mäng	N;MASC;PL	N;NOM;PL
שניות	sekundid	שנייה	sekund	N;FEM;PL	N;NOM;PL
מדיניות	poliitika	מדיניות	poliitika	N;FEM;SG	N;NOM;SG
מדיניות	poliitika	מדיניות	poliitika	N;FEM;SG	N;NOM;SG
שירות	teenindus	שירות	teenindus	N;MASC;SG	N;NOM;SG
שירות	teenus	שירות	teenus	N;MASC;SG	N;NOM;SG
גדולים	suured	גדול	suur	ADJ;MASC;PL	ADJ;NOM;PL
גדולים	suured	גדול	suur	ADJ;MASC;PL	ADJ;NOM;PL
למנוע	ennetada	מנע	ennetama	V;NFIN;ACT	V;NFIN
ספורט	sport	ספורט	sport	N;MASC;SG	N;NOM;SG
ספורט	spordiala	ספורט	spordi_ala	N;MASC;SG	N;NOM;SG
ספורט	sport	ספורט	sport	N;MASC;SG	N;NOM;SG
ספורט	spordi	ספורט	sport	N;MASC;SG	N;PRT;SG
שיא	rekord	שיא	rekord	N;MASC;SG	N;NOM;SG
שיא	kirje	שיא	kirje	N;MASC;SG	N;NOM;SG
שיא	kulminatsioon	שיא	kulminatsioon	N;MASC;SG	N;NOM;SG
שיא	tipp	שיא	tipp	N;MASC;SG	N;NOM;SG
מס	maks	מס	maks	N;MASC;SG	N;NOM;SG
צוות	personal	צוות	personal	N;FEM;SG	N;NOM;SG
צוות	meeskond	צוות	meeskond	N;FEM;SG	N;NOM;SG
צוות	tiim	צוות	tiim	N;FEM;SG	N;NOM;SG
צוות	meeskond	צוות	meeskond	N;FEM;SG	N;NOM;SG
נושא	teema	נושא	teema	N;MASC;SG	N;NOM;SG
נושא	teema	נושא	teema	N;MASC;SG	N;NOM;SG
נושא	teema	נושא	teema	N;MASC;SG	N;NOM;SG
נושא	subjekti	נושא	subjekt	N;MASC;SG	N;PRT;SG
נושא	subjekt	נושא	subjekt	N;MASC;SG	N;NOM;SG
גיל	gill	גיל	gill	N;MASC;SG	N;NOM;SG
גיל	age	גיל	age	N;MASC;SG	N;NOM;SG
גיל	vanust	גיל	vanu	N;MASC;SG	N;PRT;SG
גיל	vanus	גיל	vanus	N;MASC;SG	N;NOM;SG
עורך	redaktor	עורך	redaktor	N;MASC;SG	N;NOM;SG
עורך	toimetaja	עורך	toimetaja	N;MASC;SG	N;NOM;SG
הרכבת	rongi	הרכבה	rong	N;FEM;SG	N;PRT;SG
הרכבת	rong	הרכבה	rong	N;FEM;SG	N;NOM;SG
מת	surnud	מת	surnud	ADJ;MASC;SG	ADJ;PST;V.PTCP;ACT
מסע	reisimine	מסע	reisimine	N;MASC;SG	N;NOM;SG
מסע	reisi	מסע	reis	N;MASC;SG	N;PRT;SG
מסע	rännak	מסע	rännak	N;MASC;SG	N;NOM;SG
מסע	teekond	מסע	teekond	N;MASC;SG	N;NOM;SG
מסע	reis	מסע	reis	N;MASC;SG	N;NOM;SG
בעיות	probleemid	בעיה	probleem	N;FEM;PL	N;NOM;PL
בעיות	küsimused	בעיה	küsimus	N;FEM;PL	N;NOM;PL
מערב	west	מערב	west	N;MASC;SG	N;NOM;SG
מערב	lääs	מערב	lääs	N;MASC;SG	N;NOM;SG
מערב	lääne	מערב	lääs	N;MASC;SG	N;NOM;SG
מערב	läänemaa	מערב	lääne_maa	N;MASC;SG	N;NOM;SG
מערב	lääne	מערב	lääs	N;MASC;SG	N;NOM;SG
מערב	western	מערב	western	N;MASC;SG	N;NOM;SG
עברה	liigutatud	עבר	liigutama	V;FEM;SG;3;PST	V;PST;V.PTCP;PASS
עברה	kolis	עבר	kolima	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
חושב	mõeldes	חשב	mõtlema	V;MASC;SG;V.PTCP;ACT	V;V.CVB
לידה	sünd	לידה	sünd	N;FEM;SG	N;NOM;SG
לידה	sünni	לידה	sünd	N;FEM;SG	N;NOM;SG
תחילת	early	תחילה	early	N;PSSD;FEM;SG	N;NOM;SG
תחילת	vara	תחילה	vara	N;PSSD;FEM;SG	N;NOM;SG
בדיוק	täpselt	בדיוק	täpselt	ADV	ADV
שעות	tundides	שעה	tund	N;FEM;PL	N;IN+ESS;PL
שעות	tunnid	שעה	tund	N;FEM;PL	N;NOM;PL
מאות	sajad	מאות	sada	NUM;FEM;PL	NUM;NOM;PL
הצטרף	liitunud	הצטרף	liituma	V;MASC;SG;3;PST	V;PST;V.PTCP;ACT
הצטרף	liitus	הצטרף	liituma	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
הצטרף	ühines	הצטרף	ühinema	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
הקשר	kontekstist	הקשר	kontekst	N;MASC;SG	N;IN+ABL;SG
הקשר	kontekst	הקשר	kontekst	N;MASC;SG	N;NOM;SG
הקשר	konteksti	הקשר	kontekst	N;MASC;SG	N;PRT;SG
הקשר	taust	הקשר	taust	N;MASC;SG	N;NOM;SG
ממש	tõesti	ממש	tõesti	ADV	ADV
האוניברסיטה	ülikool	האוניברסיטה	üli_kool	N;FEM;SG	N;NOM;SG
אמר	ütles	אמר	ütlema	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
לתת	anda	נתן	andma	V;NFIN;ACT	V;NFIN
לתת	anna	נתן	andma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
הימים	päevad	הימה	päev	N;MASC;PL	N;NOM;PL
הימים	päevi	הימה	päev	N;MASC;PL	N;PRT;PL
חדשות	uudised	חדשות	uudis	N;FEM;PL	N;NOM;PL
סיפור	jutt	סיפור	jutt	N;MASC;SG	N;NOM;SG
מיוחד	eriline	מיוחד	eriline	ADJ;MASC;SG	ADJ;NOM;SG
חינוך	haridus	חינוך	haridus	N;MASC;SG	N;NOM;SG
הצי	laevastiku	הצי	laevastik	N;MASC;SG	N;NOM;SG
הצי	laevastik	הצי	laevastik	N;MASC;SG	N;NOM;SG
תרגום	tõlge	תרגום	tõlge	N;MASC;SG	N;NOM;SG
תרגום	tõlkimine	תרגום	tõlkimine	N;MASC;SG	N;NOM;SG
לבסוף	lõpuks	לבסוף	lõpuks	ADV	ADV
קרן	sihtasutus	קרן	siht_asutus	N;FEM;SG	N;NOM;SG
קרן	fond	קרן	fond	N;FEM;SG	N;NOM;SG
קרן	vundament	קרן	vundament	N;FEM;SG	N;NOM;SG
קרן	karen	קרן	karema	N;FEM;SG	N;NOM;SG
קרן	fondi	קרן	fond	N;FEM;SG	N;GEN;SG
קרן	fond	קרן	fond	N;FEM;SG	N;NOM;SG
הסכם	kokkulepe	הסכם	kokku_lepe	N;MASC;SG	N;NOM;SG
הסכם	leping	הסכם	leping	N;MASC;SG	N;NOM;SG
הסכם	leping	הסכם	leping	N;MASC;SG	N;NOM;SG
הסכם	asutamisleping	הסכם	asutamis_leping	N;MASC;SG	N;NOM;SG
חברים	sõbrad	חבר	sõber	N;MASC;PL	N;NOM;PL
גוף	keha	גוף	keha	N;MASC;SG	N;NOM;SG
רואה	vt	ראה	vt	V;MASC;SG;V.PTCP;ACT	V;IMP;FIN
קיימים	olemasolevad	קיים	olemas_olev	ADJ;MASC;PL	ADJ;NOM;PL;PRS;V.PTCP;ACT
ימין	õigus	ימין	õigus	N;MASC;SG	N;NOM;SG
מעמד	staatus	מעמד	staatus	N;MASC;SG	N;NOM;SG
מעמד	seisund	מעמד	seisund	N;MASC;SG	N;NOM;SG
מעמד	oleku	מעמד	olek	N;MASC;SG	N;GEN;SG
מעמד	olek	מעמד	olek	N;MASC;SG	N;NOM;SG
מעמד	klass	מעמד	klass	N;MASC;SG	N;NOM;SG
מעמד	klassi	מעמד	klass	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
