lui	his	el	he	PRO;3	PRO;MASC;SG;3
protecția	protection	protecție	protection	N;DEF;FEM;SG	N;SG
scene	scenes	scenă	scene	N;INDF;FEM;PL	N;PL
procesului	process	proces	process	N;DEF;MASC;SG	N;SG
obținerea	obtaining	obținere	obtain	N;DEF;FEM;SG	N;SG
margareta	daisy	margaretă	daisy	N;DEF;FEM;SG	N;SG
firma	firm	firmă	firm	N;DEF;FEM;SG	N;SG
domnia	reign	domnie	reign	N;DEF;FEM;SG	N;SG
campanie	campaign	campanie	campaign	N;INDF;FEM;SG	N;SG
parlament	parliament	parlament	parliament	N;INDF;MASC;SG	N;SG
vârf	peak	vârf	peak	N;INDF;MASC;SG	N;SG
mitologia	mythology	mitologie	mythology	N;DEF;FEM;SG	N;SG
doamna	madam	doamnă	madam	N;DEF;FEM;SG	N;SG
doamna	lady	doamnă	lady	N;DEF;FEM;SG	N;SG
greșit	wrong	greși	wrong	ADJ;INDF;MASC;SG	ADJ
retragerea	retreat	retragere	retreat	N;DEF;FEM;SG	N;SG
retragerea	withdrawal	retragere	withdrawal	N;DEF;FEM;SG	N;SG
ferate	railways	ferată	railway	N;INDF;FEM;PL	N;PL
street	street	street	street	N;INDF;MASC;SG	N;SG
design	design	design	design	N;INDF;MASC;SG	N;SG
fire	yarn	fire	yarn	N;INDF;FEM;SG	N;SG
mers	gait	mers	gait	N;INDF;MASC;SG	N;SG
frați	siblings	frate	sibling	N;INDF;MASC;PL	N;PL
frați	brothers	frate	brother	N;INDF;MASC;PL	N;PL
raportul	report	raport	report	N;DEF;MASC;SG	N;SG
land	land	land	land	N;INDF;MASC;SG	N;SG
directă	direct	direct	direct	ADJ;INDF;FEM;SG	ADJ
planuri	blueprints	plan	blueprint	N;INDF;FEM;PL	N;PL
planuri	plans	plan	plan	N;INDF;FEM;PL	N;PL
front	front	front	front	N;INDF;MASC;SG	N;SG
ochi	eyes	ochi	eye	N;INDF;MASC	N;PL
ochi	eye	ochi	eye	N;INDF;MASC	N;SG
aeroportul	airport	aeroport	airport	N;DEF;MASC;SG	N;SG
contextul	context	context	context	N;DEF;MASC;SG	N;SG
localizarea	locating	localizare	locate	N;DEF;FEM;SG	N;SG
gospodării	households	gospodărie	household	N;INDF;FEM;PL	N;PL
mitologie	mythology	mitologie	mythology	N;INDF;FEM;SG	N;SG
profilul	profile	profil	profile	N;DEF;MASC;SG	N;SG
enciclopedia	encyclopedia	enciclopedie	encyclopedia	N;DEF;FEM;SG	N;SG
medievală	medieval	medieval	medieval	ADJ;INDF;FEM;SG	ADJ
iarna	winter	iarnă	winter	N;DEF;FEM;SG	N;SG
poetul	poet	poet	poet	N;DEF;MASC;SG	N;SG
fond	fund	fond	fund	N;INDF;MASC;SG	N;SG
absolut	absolutely	absolut	absolutely	ADV	ADV
animalelor	animals	animal	animal	N;DEF;FEM;PL	N;PL
efecte	effects	efect	effect	N;INDF;FEM;PL	N;PL
culori	colours	culoare	colour	N;INDF;FEM;PL	N;PL
culori	colors	culoare	color	N;INDF;FEM;PL	N;PL
evreii	jews	evreu	jew	N;DEF;MASC;PL	N;PL
scara	ladder	scară	ladder	N;DEF;FEM;SG	N;SG
enciclopedie	encyclopedia	enciclopedie	encyclopedia	N;INDF;FEM;SG	N;SG
antice	ancient	antic	ancient	ADJ;INDF;FEM;PL	ADJ
mașină	machine	mașină	machine	N;INDF;FEM;SG	N;SG
mașină	car	mașină	car	N;INDF;FEM;SG	N;SG
echipele	teams	echipă	team	N;DEF;FEM;PL	N;PL
diferit	different	diferit	different	ADJ;INDF;MASC;SG	ADJ
teorie	theory	teorie	theory	N;INDF;FEM;SG	N;SG
navă	vessel	navă	vessel	N;INDF;FEM;SG	N;SG
navă	ship	navă	ship	N;INDF;FEM;SG	N;SG
interesul	interest	interes	interest	N;DEF;MASC;SG	N;SG
turul	tour	tur	tour	N;DEF;MASC;SG	N;SG
avocat	attorney	avocat	attorney	N;INDF;MASC;SG	N;SG
avocat	lawyer	avocat	lawyer	N;INDF;MASC;SG	N;SG
inițiativa	initiative	inițiativă	initiative	N;DEF;FEM;SG	N;SG
story	story	story	story	N;INDF;MASC;SG	N;SG
medici	physicians	medic	physician	N;INDF;MASC;PL	N;PL
medici	doctors	medic	doctor	N;INDF;MASC;PL	N;PL
peninsula	peninsula	peninsulă	peninsula	N;DEF;FEM;SG	N;SG
doctorat	doctorate	doctorat	doctorate	N;INDF;MASC;SG	N;SG
doctorat	phd	doctorat	phd	N;INDF;MASC;SG	N;SG
calcul	calculation	calcul	calculation	N;INDF;MASC;SG	N;SG
billboard	billboard	billboard	billboard	N;INDF;MASC;SG	N;SG
publicații	publications	publicație	publication	N;INDF;FEM;PL	N;PL
vrut	wanted	vrea	want	V;MASC;SG;V.PTCP	V;IND;PST;FIN
reală	real	real	real	ADJ;INDF;FEM;SG	ADJ
albe	white	alb	white	ADJ;INDF;FEM;PL	ADJ
japoneze	japanese	japona	japanese	ADJ;INDF;FEM;PL	ADJ
secol	century	secol	century	N;INDF;MASC;SG	N;SG
arhangheli	archangels	arhanghel	archangel	N;INDF;MASC;PL	N;PL
vale	valley	vale	valley	N;INDF;FEM;SG	N;SG
presiunea	pressure	presiune	pressure	N;DEF;FEM;SG	N;SG
accident	accident	accident	accident	N;INDF;MASC;SG	N;SG
accident	crash	accident	crash	N;INDF;MASC;SG	N;SG
cuvintele	words	cuvânt	word	N;DEF;FEM;PL	N;PL
caracterul	character	caracter	character	N;DEF;MASC;SG	N;SG
private	private	privat	private	ADJ;INDF;FEM;PL	ADJ
atenție	attention	atenție	attention	N;INDF;FEM;SG	N;SG
profesională	professional	profesional	professional	ADJ;INDF;FEM;SG	ADJ
melodii	melodies	melodie	melody	N;INDF;FEM;PL	N;PL
melodii	tunes	melodie	tune	N;INDF;FEM;PL	N;PL
melodii	songs	melodie	song	N;INDF;FEM;PL	N;PL
agent	agent	agent	agent	N;INDF;MASC;SG	N;SG
contemporană	contemporary	contemporan	contemporary	ADJ;INDF;FEM;SG	ADJ
scrierea	writing	scriere	writing	N;DEF;FEM;SG	N;SG
conceptul	concept	concept	concept	N;DEF;MASC;SG	N;SG
network	network	network	network	N;INDF;MASC;SG	N;SG
etnie	ethnicity	etnie	ethnicity	N;INDF;FEM;SG	N;SG
simbolul	symbol	simbol	symbol	N;DEF;MASC;SG	N;SG
căi	paths	cale	path	N;INDF;FEM;PL	N;PL
eliberarea	release	eliberare	release	N;DEF;FEM;SG	N;SG
eliberarea	liberation	eliberare	liberation	N;DEF;FEM;SG	N;SG
soluție	solution	soluție	solution	N;INDF;FEM;SG	N;SG
personajele	characters	personaj	character	N;DEF;FEM;PL	N;PL
patrimoniul	heritage	patrimoniu	heritage	N;DEF;MASC;SG	N;SG
actul	act	act	act	N;DEF;MASC;SG	N;SG
vreau	want	vrea	want	V;IND;SG;1;PRS;FIN	V;IND;PRS;FIN
gaze	gases	gaz	gas	N;INDF;FEM;PL	N;PL
institute	institutes	institut	institute	N;INDF;FEM;PL	N;PL
arabe	arab	arab	arab	ADJ;INDF;FEM;PL	ADJ
spirit	spirit	spirit	spirit	N;INDF;MASC;SG	N;SG
comandă	command	comandă	command	N;INDF;FEM;SG	N;SG
comandă	order	comandă	order	N;INDF;FEM;SG	N;SG
golful	gulf	golf	gulf	N;DEF;MASC;SG	N;SG
mâinile	hands	mână	hand	N;DEF;FEM;PL	N;PL
project	project	project	project	N;INDF;MASC;SG	N;SG
unic	unique	unic	unique	ADJ;INDF;MASC;SG	ADJ
lectură	reading	lectură	reading	N;INDF;FEM;SG	N;SG
siding	siding	siding	side	N;INDF;MASC;SG	N;SG
separate	separate	separat	separate	ADJ;INDF;FEM;PL	ADJ
bazinul	basin	bazin	basin	N;DEF;MASC;SG	N;SG
distanța	distance	distanță	distance	N;DEF;FEM;SG	N;SG
manual	manual	manual	manual	N;INDF;MASC;SG	N;SG
semnificativ	significantly	semnificativ	significantly	ADV	ADV
maestru	master	maestru	master	N;INDF;MASC;SG	N;SG
acordul	agreement	acord	agreement	N;DEF;MASC;SG	N;SG
sprijin	support	sprijin	support	N;INDF;MASC;SG	N;SG
rânduri	rows	rând	row	N;INDF;FEM;PL	N;PL
membre	limbs	membră	limb	N;INDF;FEM;PL	N;PL
proprietate	property	proprietate	property	N;INDF;FEM;SG	N;SG
proprietate	ownership	proprietate	ownership	N;INDF;FEM;SG	N;SG
hot	thief	hot	thief	N;INDF;MASC;SG	N;SG
cercul	circle	cerc	circle	N;DEF;MASC;SG	N;SG
insule	islands	insulă	island	N;INDF;FEM;PL	N;PL
comparație	comparison	comparație	comparison	N;INDF;FEM;SG	N;SG
reale	real	real	real	ADJ;INDF;FEM;PL	ADJ
mit	myth	mit	myth	N;INDF;MASC;SG	N;SG
ape	waters	apă	water	N;INDF;FEM;PL	N;PL
arbore	shaft	arbor	shaft	N;INDF;MASC;SG	N;SG
arbore	tree	arbor	tree	N;INDF;MASC;SG	N;SG
planeta	planet	planetă	planet	N;DEF;FEM;SG	N;SG
idee	idea	idee	idea	N;INDF;FEM;SG	N;SG
marca	brand	marcă	brand	N;DEF;FEM;SG	N;SG
actorii	actors	actor	actor	N;DEF;MASC;PL	N;PL
înregistrarea	recording	înregistrare	recording	N;DEF;FEM;SG	N;SG
seara	evening	seară	evening	N;DEF;FEM;SG	N;SG
variază	varies	varia	vary	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
transportul	transportation	transport	transportation	N;DEF;MASC;SG	N;SG
transportul	transport	transport	transport	N;DEF;MASC;SG	N;SG
termeni	terms	termen	term	N;INDF;MASC;PL	N;PL
altar	altar	altar	altar	N;INDF;MASC;SG	N;SG
altar	shrine	altar	shrine	N;INDF;MASC;SG	N;SG
bogată	rich	bogat	rich	ADJ;INDF;FEM;SG	ADJ
plină	full	plin	full	ADJ;INDF;FEM;SG	ADJ
schimbări	changes	schimbare	change	N;INDF;FEM;PL	N;PL
realitatea	reality	realitate	reality	N;DEF;FEM;SG	N;SG
poeme	poems	poem	poem	N;INDF;FEM;PL	N;PL
încercare	test	încercare	test	N;INDF;FEM;SG	N;SG
versiuni	versions	versiune	version	N;INDF;FEM;PL	N;PL
arm	arm	avea	arm	N;INDF;MASC;SG	N;SG
bus	bus	bus	bus	N;INDF;MASC;SG	N;SG
constant	constantly	constant	constantly	ADV	ADV
relief	relief	relief	relief	N;INDF;MASC;SG	N;SG
bulgară	bulgarian	bulgar	bulgarian	ADJ;INDF;FEM;SG	ADJ
detaliu	detail	detaliu	detail	N;INDF;MASC;SG	N;SG
fondul	fund	fond	fund	N;DEF;MASC;SG	N;SG
înălțimea	height	înălțime	height	N;DEF;FEM;SG	N;SG
subiecte	topics	subiect	topic	N;INDF;FEM;PL	N;PL
subiecte	subjects	subiect	subject	N;INDF;FEM;PL	N;PL
regim	mode	regim	mode	N;INDF;MASC;SG	N;SG
regim	regime	regim	regime	N;INDF;MASC;SG	N;SG
inima	heart	inimă	heart	N;DEF;FEM;SG	N;SG
sare	salt	sare	salt	N;INDF;FEM;SG	N;SG
sunet	sound	sunet	sound	N;INDF;MASC;SG	N;SG
utilizatorii	users	utilizator	user	N;DEF;MASC;PL	N;PL
tineret	youth	tineret	youth	N;INDF;MASC;SG	N;SG
cursă	race	cursă	race	N;INDF;FEM;SG	N;SG
participanți	participants	participant	participant	N;INDF;MASC;PL	N;PL
participanți	attendees	participant	attendee	N;INDF;MASC;PL	N;PL
notabile	notable	notabil	notable	ADJ;INDF;FEM;PL	ADJ
anopheles	anopheles	anopheles	anophele	N;INDF;MASC;SG	N;SG
comunistă	communist	comunist	communist	ADJ;INDF;FEM;SG	ADJ
urbane	urban	urban	urban	ADJ;INDF;FEM;PL	ADJ
presiune	pressure	presiune	pressure	N;INDF;FEM;SG	N;SG
interviuri	interviews	interviu	interview	N;INDF;FEM;PL	N;PL
reprezentant	rep	reprezentant	rep	N;INDF;MASC;SG	N;SG
reprezentant	representative	reprezentant	representative	N;INDF;MASC;SG	N;SG
prezentă	present	prezent	present	ADJ;INDF;FEM;SG	ADJ
substanțe	substances	substanță	substance	N;INDF;FEM;PL	N;PL
secundare	secondary	secundar	secondary	ADJ;INDF;FEM;PL	ADJ
manager	manager	manager	manager	N;INDF;MASC;SG	N;SG
alimentare	food	alimentare	food	N;INDF;FEM;SG	N;SG
scenariu	screenplay	scenariu	screenplay	N;INDF;MASC;SG	N;SG
scenariu	scenario	scenariu	scenario	N;INDF;MASC;SG	N;SG
scenariu	script	scenariu	script	N;INDF;MASC;SG	N;SG
arhitect	architect	arhitect	architect	N;INDF;MASC;SG	N;SG
discul	disk	disc	disk	N;DEF;MASC;SG	N;SG
flota	fleet	flotă	fleet	N;DEF;FEM;SG	N;SG
reguli	rules	regulă	rule	N;INDF;FEM;PL	N;PL
testament	testament	testament	testament	N;INDF;MASC;SG	N;SG
carbon	carbon	carbon	carbon	N;INDF;MASC;SG	N;SG
partide	parties	partid	party	N;INDF;FEM;PL	N;PL
ziare	newspapers	ziar	newspaper	N;INDF;FEM;PL	N;PL
constituția	constitution	constituție	constitution	N;DEF;FEM;SG	N;SG
pierderi	losses	pierdere	loss	N;INDF;FEM;PL	N;PL
pierderi	casualties	pierdere	casualty	N;INDF;FEM;PL	N;PL
global	global	global	global	ADJ;INDF;MASC;SG	ADJ
fragmente	fragments	fragment	fragment	N;INDF;FEM;PL	N;PL
stradă	street	stradă	street	N;INDF;FEM;SG	N;SG
sârbi	serbs	sârb	serb	N;INDF;MASC;PL	N;PL
fată	girl	fată	girl	N;INDF;FEM;SG	N;SG
activi	active	activ	active	ADJ;INDF;MASC;PL	ADJ
doresc	wish	dori	wish	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
funcțiile	functions	funcție	function	N;DEF;FEM;PL	N;PL
membră	member	membră	member	N;INDF;FEM;SG	N;SG
secundar	secondary	secundar	secondary	ADJ;INDF;MASC;SG	ADJ
aplicații	applications	aplicație	application	N;INDF;FEM;PL	N;PL
aplicații	apps	aplicație	app	N;INDF;FEM;PL	N;PL
licență	licence	licență	licence	N;INDF;FEM;SG	N;SG
licență	license	licență	license	N;INDF;FEM;SG	N;SG
facebook	facebook	facebook	facebook	N;INDF;MASC;SG	N;SG
puterile	powers	putere	power	N;DEF;FEM;PL	N;PL
comerț	commerce	comerț	commerce	N;INDF;MASC;SG	N;SG
comerț	trade	comerț	trade	N;INDF;MASC;SG	N;SG
importanța	importance	importanță	importance	N;DEF;FEM;SG	N;SG
componentă	component	componentă	component	N;INDF;FEM;SG	N;SG
copilărie	childhood	copilărie	childhood	N;INDF;FEM;SG	N;SG
spiritul	spirit	spirit	spirit	N;DEF;MASC;SG	N;SG
moștenitor	heir	moștenitor	heir	N;INDF;MASC;SG	N;SG
prieteni	friends	prieten	friend	N;INDF;MASC;PL	N;PL
secțiune	section	secțiune	section	N;INDF;FEM;SG	N;SG
urgență	urgency	urgență	urgency	N;INDF;FEM;SG	N;SG
urgență	emergency	urgență	emergency	N;INDF;FEM;SG	N;SG
memorie	memory	memorie	memory	N;INDF;FEM;SG	N;SG
studenți	students	student	student	N;INDF;MASC;PL	N;PL
parlamentare	parliamentary	parlamentar	parliamentary	ADJ;INDF;FEM;PL	ADJ
clase	classes	clasă	class	N;INDF;FEM;PL	N;PL
distribuție	distribution	distribuție	distribution	N;INDF;FEM;SG	N;SG
schimbare	change	schimbare	change	N;INDF;FEM;SG	N;SG
evreu	jew	evreu	jew	N;INDF;MASC;SG	N;SG
entertainment	entertainment	entertainment	entertainment	N;INDF;MASC;SG	N;SG
stabilirea	establishment	stabilire	establishment	N;DEF;FEM;SG	N;SG
imperiale	imperial	imperial	imperial	ADJ;INDF;FEM;PL	ADJ
propune	proposes	propune	propose	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
proprietăți	properties	proprietate	property	N;INDF;FEM;PL	N;PL
justiție	justice	justiție	justice	N;INDF;FEM;SG	N;SG
orchestră	orchestra	orchestră	orchestra	N;INDF;FEM;SG	N;SG
mulțime	crowd	mulțime	crowd	N;INDF;FEM;SG	N;SG
ocazie	occasion	ocazie	occasion	N;INDF;FEM;SG	N;SG
ocazie	opportunity	ocazie	opportunity	N;INDF;FEM;SG	N;SG
calculator	calculator	calculator	calculator	N;INDF;MASC;SG	N;SG
calculator	computer	calculator	computer	N;INDF;MASC;SG	N;SG
prefix	prefix	prefix	prefix	N;INDF;MASC;SG	N;SG
vertical	vertical	vertical	vertical	ADJ;INDF;MASC;SG	ADJ
tehnica	technique	tehnică	technique	N;DEF;FEM;SG	N;SG
medical	medical	medical	medical	ADJ;INDF;MASC;SG	ADJ
credința	faith	credință	faith	N;DEF;FEM;SG	N;SG
credința	belief	credință	belief	N;DEF;FEM;SG	N;SG
operațiunea	operation	operațiune	operation	N;DEF;FEM;SG	N;SG
jucătorul	player	jucător	player	N;DEF;MASC;SG	N;SG
multiple	multiple	multiplu	multiple	ADJ;INDF;FEM;PL	ADJ
grea	heavy	greu	heavy	ADJ;INDF;FEM;SG	ADJ
libertate	freedom	libertate	freedom	N;INDF;FEM;SG	N;SG
pericol	hazard	pericol	hazard	N;INDF;MASC;SG	N;SG
pericol	danger	pericol	danger	N;INDF;MASC;SG	N;SG
premier	premier	premier	premier	N;INDF;MASC;SG	N;SG
aspectul	appearance	aspect	appearance	N;DEF;MASC;SG	N;SG
bărbat	male	bărbat	male	N;INDF;MASC;SG	N;SG
bărbat	man	bărbat	man	N;INDF;MASC;SG	N;SG
sticlă	glass	sticlă	glass	N;INDF;FEM;SG	N;SG
sticlă	bottle	sticlă	bottle	N;INDF;FEM;SG	N;SG
materialul	material	material	material	N;DEF;MASC;SG	N;SG
lățime	width	lățime	width	N;INDF;FEM;SG	N;SG
tvr	tvr	tvr	tvr	N	N;SG
distrugerea	destruction	distrugere	destruction	N;DEF;FEM;SG	N;SG
schimbul	exchange	schimb	exchange	N;DEF;MASC;SG	N;SG
scenarist	screenwriter	scenarist	screenwriter	N;INDF;MASC;SG	N;SG
grădina	garden	grădină	garden	N;DEF;FEM;SG	N;SG
universul	universe	univers	universe	N;DEF;MASC;SG	N;SG
festivalului	festival	festival	festival	N;DEF;MASC;SG	N;SG
temperatură	temperature	temperatură	temperature	N;INDF;FEM;SG	N;SG
tradiție	tradition	tradiție	tradition	N;INDF;FEM;SG	N;SG
interpretarea	interpretation	interpretare	interpretation	N;DEF;FEM;SG	N;SG
industrial	industrial	industrial	industrial	ADJ;INDF;MASC;SG	ADJ
suport	support	suport	support	N;INDF;MASC;SG	N;SG
biroul	bureau	birou	bureau	N;DEF;MASC;SG	N;SG
biroul	office	birou	office	N;DEF;MASC;SG	N;SG
executiv	executive	executiv	executive	ADJ;INDF;MASC;SG	ADJ
soldat	soldier	soldat	soldier	N;INDF;MASC;SG	N;SG
antică	ancient	antic	ancient	ADJ;INDF;FEM;SG	ADJ
apel	appeal	apel	appeal	N;INDF;MASC;SG	N;SG
apel	call	apel	call	N;INDF;MASC;SG	N;SG
mesajul	message	mesaj	message	N;DEF;MASC;SG	N;SG
victime	casualties	victimă	casualty	N;INDF;FEM;PL	N;PL
victime	victims	victimă	victim	N;INDF;FEM;PL	N;PL
scrierile	writings	scriere	writings	N;DEF;FEM;PL	N;PL
way	way	way	way	N;INDF;MASC;SG	N;SG
mass	mass	mass	mass	N	N;SG
mort	dead	mort	dead	ADJ;INDF;MASC;SG	ADJ
dirijor	conductor	dirijor	conductor	N;INDF;MASC;SG	N;SG
box	boxing	box	box	N;INDF;MASC;SG	N;SG
vreodată	ever	vreodată	ever	ADV	ADV
casele	houses	casă	house	N;DEF;FEM;PL	N;PL
asemănător	similar	asemănător	similar	ADJ;INDF;MASC;SG	ADJ
miniștri	ministers	ministru	minister	N;INDF;MASC;PL	N;PL
actori	actors	actor	actor	N;INDF;MASC;PL	N;PL
capital	capital	capital	capital	N;INDF;MASC;SG	N;SG
fondatorul	founder	fondator	founder	N;DEF;MASC;SG	N;SG
atacuri	attacks	atac	attack	N;INDF;FEM;PL	N;PL
atacuri	assaults	atac	assault	N;INDF;FEM;PL	N;PL
dovadă	evidence	dovadă	evidence	N;INDF;FEM;SG	N;SG
dovadă	proof	dovadă	proof	N;INDF;FEM;SG	N;SG
documentare	documentaries	documentare	documentary	N;INDF;FEM;PL	N;PL
canadian	canadian	canadian	canadian	ADJ;INDF;MASC;SG	ADJ
humanitas	humanitas	humanitas	humanitas	N;INDF;MASC;SG	N;SG
suplimentare	additional	suplimentar	additional	ADJ;INDF;FEM;PL	ADJ
fenomen	phenomenon	fenomen	phenomenon	N;INDF;MASC;SG	N;SG
coroana	crown	coroană	crown	N;DEF;FEM;SG	N;SG
steagul	flag	steag	flag	N;DEF;MASC;SG	N;SG
campionat	championship	campiona	championship	N;INDF;MASC;SG	N;SG
australian	australian	australian	australian	ADJ;INDF;MASC;SG	ADJ
grave	serious	grav	serious	ADJ;INDF;FEM;PL	ADJ
spital	hospital	spital	hospital	N;INDF;MASC;SG	N;SG
break	break	break	break	N;INDF;MASC;SG	N;SG
arc	arc	arc	arc	N;INDF;MASC;SG	N;SG
arc	bow	arc	bow	N;INDF;MASC;SG	N;SG
comunicare	communication	comunicare	communication	N;INDF;FEM;SG	N;SG
semne	marks	semn	mark	N;INDF;FEM;PL	N;PL
semne	signs	semn	sign	N;INDF;FEM;PL	N;PL
caractere	characters	caracter	character	N;INDF;FEM;PL	N;PL
medalie	medal	medalie	medal	N;INDF;FEM;SG	N;SG
scriere	writing	scriere	writing	N;INDF;FEM;SG	N;SG
procese	trials	proces	trial	N;INDF;FEM;PL	N;PL
procese	processes	proces	process	N;INDF;FEM;PL	N;PL
procese	lawsuits	proces	lawsuit	N;INDF;FEM;PL	N;PL
dispărute	extinct	dispărut	extinct	ADJ;INDF;FEM;PL	ADJ
prizonieri	prisoners	prizonier	prisoner	N;INDF;MASC;PL	N;PL
power	power	power	power	N	N;SG
consecință	consequence	consecință	consequence	N;INDF;FEM;SG	N;SG
aliații	allies	aliație	ally	N;DEF;MASC;PL	N;PL
primară	primary	primar	primary	ADJ;INDF;FEM;SG	ADJ
introducere	introduction	introducere	introduction	N;INDF;FEM;SG	N;SG
introducere	intro	introducere	intro	N;INDF;FEM;SG	N;SG
dramaturg	playwright	dramaturg	playwright	N;INDF;MASC;SG	N;SG
cheile	keys	chel	key	N;DEF;FEM;PL	N;PL
prințesă	princess	prințesă	princess	N;INDF;FEM;SG	N;SG
lacuri	varnishes	lac	varnish	N;INDF;FEM;PL	N;PL
lacuri	lakes	lac	lake	N;INDF;FEM;PL	N;PL
administrație	administration	administrație	administration	N;INDF;FEM;SG	N;SG
promovare	promotion	promovare	promotion	N;INDF;FEM;SG	N;SG
lansare	launching	lansare	launching	N;INDF;FEM;SG	N;SG
nepotul	nephew	nepot	nephew	N;DEF;MASC;SG	N;SG
nepotul	grandson	nepot	grandson	N;DEF;MASC;SG	N;SG
independentă	independent	independent	independent	ADJ;INDF;FEM;SG	ADJ
secunde	seconds	secundă	seconds	N;INDF;FEM;PL	N;PL
încercarea	test	încercare	test	N;DEF;FEM;SG	N;SG
diploma	diploma	diploma	diploma	N;DEF;FEM;SG	N;SG
diploma	degree	diploma	degree	N;DEF;FEM;SG	N;SG
teologie	theology	teologie	theology	N;INDF;FEM;SG	N;SG
traducător	translator	traducător	translator	N;INDF;MASC;SG	N;SG
depinde	depends	depinde	depend	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
temă	theme	temă	theme	N;INDF;FEM;SG	N;SG
divizie	division	divizie	division	N;INDF;FEM;SG	N;SG
vase	vessels	vas	vessel	N;INDF;FEM;PL	N;PL
vase	dishes	vas	dish	N;INDF;FEM;PL	N;PL
legile	laws	lege	law	N;DEF;FEM;PL	N;PL
rurală	rural	rural	rural	ADJ;INDF;FEM;SG	ADJ
frunte	forehead	frunte	forehead	N;INDF;FEM;SG	N;SG
cavalerie	cavalry	cavalerie	cavalry	N;INDF;FEM;SG	N;SG
versurile	lyrics	vers	lyric	N;DEF;FEM;PL	N;PL
risc	risk	risc	risk	N;INDF;MASC;SG	N;SG
ziar	newspaper	ziar	newspaper	N;INDF;MASC;SG	N;SG
organizare	organisation	organizare	organisation	N;INDF;FEM;SG	N;SG
organizare	organization	organizare	organization	N;INDF;FEM;SG	N;SG
complexul	complex	complex	complex	N;DEF;MASC;SG	N;SG
rang	rank	rang	rank	N;INDF;MASC;SG	N;SG
gheață	ice	gheață	ice	N;INDF;FEM;SG	N;SG
templul	temple	templu	temple	N;DEF;MASC;SG	N;SG
continuu	continuously	continuu	continuously	ADV	ADV
etapa	stage	etapă	stage	N;DEF;FEM;SG	N;SG
turc	turkish	turc	turkish	ADJ;INDF;MASC;SG	ADJ
service	service	servic	service	N;INDF;FEM;SG	N;SG
liniile	lines	linie	line	N;DEF;FEM;PL	N;PL
semnificative	significant	semnificativ	significant	ADJ;INDF;FEM;PL	ADJ
sugerează	suggests	sugera	suggest	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
alianța	alliance	alianță	alliance	N;DEF;FEM;SG	N;SG
disponibile	available	disponibil	available	ADJ;INDF;FEM;PL	ADJ
recente	recent	recent	recent	ADJ;INDF;FEM;PL	ADJ
coordonate	coordinates	coordonată	coordinate	N;INDF;FEM;PL	N;PL
misiune	mission	misiune	mission	N;INDF;FEM;SG	N;SG
mașina	car	mașină	car	N;DEF;FEM;SG	N;SG
creangă	branch	creange	branch	N;INDF;FEM;SG	N;SG
diferența	difference	diferență	difference	N;DEF;FEM;SG	N;SG
coperta	cover	copertă	cover	N;DEF;FEM;SG	N;SG
întâlnire	meeting	întâlnire	meeting	N;INDF;FEM;SG	N;SG
trăsături	traits	trăsătură	trait	N;INDF;FEM;PL	N;PL
trăsături	features	trăsătură	feature	N;INDF;FEM;PL	N;PL
dreptate	justice	dreptate	justice	N;INDF;FEM;SG	N;SG
cor	choir	cor	choir	N;INDF;MASC;SG	N;SG
cor	chorus	cor	chorus	N;INDF;MASC;SG	N;SG
fruntea	forehead	frunte	forehead	N;DEF;FEM;SG	N;SG
egal	equal	egal	equal	ADJ;INDF;MASC;SG	ADJ
cavaler	knight	cavaler	knight	N;INDF;MASC;SG	N;SG
operare	operating	operare	operating	N;INDF;FEM;SG	N;SG
precedent	precedent	precedent	precedent	N;INDF;MASC;SG	N;SG
biografice	biographical	biografic	biographical	ADJ;INDF;FEM;PL	ADJ
sector	sector	sector	sector	N;INDF;MASC;SG	N;SG
conacul	mansion	conac	mansion	N;DEF;MASC;SG	N;SG
structuri	structures	structură	structure	N;INDF;FEM;PL	N;PL
istorici	historians	istoric	historian	N;INDF;MASC;PL	N;PL
deschiderea	opening	deschidere	opening	N;DEF;FEM;SG	N;SG
sală	gym	sală	gym	N;INDF;FEM;SG	N;SG
decizie	decision	decizie	decision	N;INDF;FEM;SG	N;SG
amestec	mix	amestec	mix	N;INDF;MASC;SG	N;SG
amestec	mixture	amestec	mixture	N;INDF;MASC;SG	N;SG
amestec	blend	amestec	blend	N;INDF;MASC;SG	N;SG
geografică	geographic	geografic	geographic	ADJ;INDF;FEM;SG	ADJ
geografică	geographical	geografic	geographical	ADJ;INDF;FEM;SG	ADJ
corectă	correct	corect	correct	ADJ;INDF;FEM;SG	ADJ
imperială	imperial	imperial	imperial	ADJ;INDF;FEM;SG	ADJ
clasament	ranking	clasament	rank	N;INDF;MASC;SG	N;SG
castel	castle	castel	castle	N;INDF;MASC;SG	N;SG
licența	licence	licență	licence	N;DEF;FEM;SG	N;SG
licența	license	licență	license	N;DEF;FEM;SG	N;SG
scenariul	screenplay	scenariu	screenplay	N;DEF;MASC;SG	N;SG
scenariul	scenario	scenariu	scenario	N;DEF;MASC;SG	N;SG
scenariul	script	scenariu	script	N;DEF;MASC;SG	N;SG
