категорія	類別	категорія	類別	N;INAN;NOM;FEM;SG	N
поділ	分裂	поділ	分裂	N;INAN;NOM;MASC;SG	N
поділ	裂變	поділ	裂變	N;INAN;NOM;MASC;SG	N
поділ	組織	поділ	組織	N;INAN;NOM;MASC;SG	N
довжина	長度	довжина	長度	N;INAN;NOM;FEM;SG	N
сили	力氣	сила	力氣	N;INAN;NOM;FEM;PL	N
сили	強度	сила	強度	N;INAN;NOM;FEM;PL	N
сили	實力	сила	實力	N;INAN;NOM;FEM;PL	N
сили	力量	сила	力量	N;INAN;NOM;FEM;PL	N
сили	體力	сила	體力	N;INAN;NOM;FEM;PL	N
роботу	工作	робота	工作	N;INAN;ACC;FEM;SG	N
прапора	旗幟	прапор	旗幟	N;INAN;NOM;MASC;SG	N
прапора	國旗	прапор	國旗	N;INAN;NOM;MASC;SG	N
прапора	旗	прапор	旗	N;INAN;NOM;MASC;SG	N
прапора	旗子	прапор	旗子	N;INAN;NOM;MASC;SG	N
тих	那些	той	那些	DET;GEN;PL	DET
дня	白天	день	白天	N;INAN;GEN;MASC;SG	N
твори	作文	твір	作文	N;INAN;NOM;MASC;PL	N
герб	藥草	герб	藥草	N;INAN;NOM;MASC;SG	N
індекс	索引	індекс	索引	N;INAN;NOM;MASC;SG	N
індекс	指數	індекс	指數	N;INAN;NOM;MASC;SG	N
місця	地方	місце	地方	N;INAN;NOM;NEUT;PL	N
місця	地點	місце	地點	N;INAN;NOM;NEUT;PL	N
місця	地點	місце	地點	N;INAN;NOM;NEUT;PL	N
місця	席位	місце	席位	N;INAN;NOM;NEUT;PL	N
місця	座位	місце	座位	N;INAN;NOM;NEUT;PL	N
альбом	相簿	альбом	相簿	N;INAN;NOM;MASC;SG	N
альбом	專輯	альбом	專輯	N;INAN;NOM;MASC;SG	N
товариства	社會	товариство	社會	N;INAN;NOM;NEUT;SG	N
гравці	球員	гравка	球員	N;ANIM;NOM;MASC;PL	N
гравці	玩家	гравка	玩家	N;ANIM;NOM;MASC;PL	N
серії	系列	серія	系列	N;INAN;NOM;FEM;PL	N
нові	新	новий	新	ADJ;NOM;PL	ADJ
письменник	作家	письменник	作家	N;ANIM;NOM;MASC;SG	N
письменник	作者	письменник	作者	N;ANIM;NOM;MASC;SG	N
письменник	編劇	письменник	編劇	N;ANIM;NOM;MASC;SG	N
слова	詞語	слово	詞語	N;INAN;NOM;NEUT;PL	N
слова	字	слово	字	N;INAN;NOM;NEUT;PL	N
слова	詞	слово	詞	N;INAN;NOM;NEUT;PL	N
працює	奔	працювати	奔	V;IPFV;IND;SG;3;PRS;FIN	V
працює	跑步	працювати	跑步	V;IPFV;IND;SG;3;PRS;FIN	V
працює	運行	працювати	運行	V;IPFV;IND;SG;3;PRS;FIN	V
батько	父親	батько	父親	N;ANIM;NOM;MASC;SG	N
батько	神父	батько	神父	N;ANIM;NOM;MASC;SG	N
батько	父	батько	父	N;ANIM;NOM;MASC;SG	N
відомості	資訊	відомість	資訊	N;INAN;NOM;FEM;PL	N
відомості	細節	відомість	細節	N;INAN;NOM;FEM;PL	N
відомості	詳情	відомість	詳情	N;INAN;NOM;FEM;PL	N
розмір	大小	розмір	大小	N;INAN;NOM;MASC;SG	N
розмір	體積	розмір	體積	N;INAN;NOM;MASC;SG	N
розмір	尺寸	розмір	尺寸	N;INAN;NOM;MASC;SG	N
президент	總統	президент	總統	N;ANIM;NOM;MASC;SG	N
президент	主席	президент	主席	N;ANIM;NOM;MASC;SG	N
повністю	完全	повністю	完全	ADV	ADV
повністю	完全	повністю	完全	ADV	ADV
пісні	歌曲	пісня	歌曲	N;INAN;NOM;FEM;PL	N
пісні	歌	пісня	歌	N;INAN;NOM;FEM;PL	N
члени	成員	член	成員	N;ANIM;NOM;MASC;PL	N
науки	科學	наука	科學	N;INAN;NOM;FEM;PL	N
нова	新	новий	新	ADJ;NOM;FEM;SG	ADJ
річка	河	річка	河	N;INAN;NOM;FEM;SG	N
річка	江河	річка	江河	N;INAN;NOM;FEM;SG	N
річка	河流	річка	河流	N;INAN;NOM;FEM;SG	N
чотири	四	чотири	四	NUM;NOM	NUM
чотири	四	чотири	四	NUM;NOM	NUM
чотири	四	чотири	四	NUM;NOM	NUM
обсерваторія	天文	обсерваторія	天文	N;INAN;NOM;FEM;SG	N
шаблон	圖案	шаблон	圖案	N;INAN;NOM;MASC;SG	N
шаблон	格局	шаблон	格局	N;INAN;NOM;MASC;SG	N
шаблон	模式	шаблон	模式	N;INAN;NOM;MASC;SG	N
шаблон	樣板	шаблон	樣板	N;INAN;NOM;MASC;SG	N
шаблон	模板	шаблон	模板	N;INAN;NOM;MASC;SG	N
можливість	能力	можливість	能力	N;INAN;NOM;FEM;SG	N
можливість	機遇	можливість	機遇	N;INAN;NOM;FEM;SG	N
можливість	機會	можливість	機會	N;INAN;NOM;FEM;SG	N
можливість	功能	можливість	功能	N;INAN;NOM;FEM;SG	N
можливість	特色	можливість	特色	N;INAN;NOM;FEM;SG	N
можливість	特徵	можливість	特徵	N;INAN;NOM;FEM;SG	N
можливість	可能	можливість	可能	N;INAN;NOM;FEM;SG	N
можливість	能力	можливість	能力	N;INAN;NOM;FEM;SG	N
текст	文字	текст	文字	N;INAN;NOM;MASC;SG	N
текст	案文	текст	案文	N;INAN;NOM;MASC;SG	N
текст	前景	текст	前景	N;INAN;NOM;MASC;SG	N
учасники	成員	учасник	成員	N;ANIM;NOM;MASC;PL	N
прапор	旗幟	прапор	旗幟	N;INAN;NOM;MASC;SG	N
прапор	國旗	прапор	國旗	N;INAN;NOM;MASC;SG	N
прапор	旗	прапор	旗	N;INAN;NOM;MASC;SG	N
прапор	旗子	прапор	旗子	N;INAN;NOM;MASC;SG	N
галузі	工業	галузь	工業	N;INAN;NOM;FEM;PL	N
галузі	產業	галузь	產業	N;INAN;NOM;FEM;PL	N
галузі	行業	галузь	行業	N;INAN;NOM;FEM;PL	N
галузі	工業	галузь	工業	N;INAN;NOM;FEM;PL	N
галузі	產業	галузь	產業	N;INAN;NOM;FEM;PL	N
галузі	行業	галузь	行業	N;INAN;NOM;FEM;PL	N
галузі	業界	галузь	業界	N;INAN;NOM;FEM;PL	N
ширина	寬度	ширина	寬度	N;INAN;NOM;FEM;SG	N
чемпіон	冠軍	чемпіон	冠軍	N;ANIM;NOM;MASC;SG	N
гравець	球員	гравець	球員	N;ANIM;NOM;MASC;SG	N
гравець	玩家	гравець	玩家	N;ANIM;NOM;MASC;SG	N
можливо	或	можливо	或	ADV	ADV
можливо	也	можливо	也	ADV	ADV
термін	任期	термін	任期	N;INAN;NOM;MASC;SG	N
термін	術語	термін	術語	N;INAN;NOM;MASC;SG	N
термін	學期	термін	學期	N;INAN;NOM;MASC;SG	N
король	國王	король	國王	N;ANIM;NOM;MASC;SG	N
лінії	線	лінія	線	N;INAN;NOM;FEM;PL	N
лінії	線	лінія	線	N;INAN;NOM;FEM;PL	N
виконання	處	виконання	處	N;INAN;NOM;NEUT;SG	N
учасник	會員	учасник	會員	N;ANIM;NOM;MASC;SG	N
учасник	成員	учасник	成員	N;ANIM;NOM;MASC;SG	N
питань	問題	питання	問題	N;INAN;GEN;NEUT;PL	N
питань	線索	питання	線索	N;INAN;GEN;NEUT;PL	N
доктор	醫師	доктор	醫師	N;ANIM;NOM;MASC;SG	N
доктор	醫生	доктор	醫生	N;ANIM;NOM;MASC;SG	N
доктор	博士	доктор	博士	N;ANIM;NOM;MASC;SG	N
художник	畫師	художник	畫師	N;ANIM;NOM;MASC;SG	N
художник	畫家	художник	畫家	N;ANIM;NOM;MASC;SG	N
художник	藝術	художник	藝術	N;ANIM;NOM;MASC;SG	N
художник	藝人	художник	藝人	N;ANIM;NOM;MASC;SG	N
форми	表格	форма	表格	N;INAN;NOM;FEM;PL	N
форми	形狀	форма	形狀	N;INAN;NOM;FEM;PL	N
собі	自己	себе	自己	PRO;DAT;REFL	PRO
підприємства	企業	підприємство	企業	N;INAN;NOM;NEUT;PL	N
підприємства	企業	підприємство	企業	N;INAN;NOM;NEUT;PL	N
правління	董事	правління	董事	N;INAN;NOM;NEUT;SG	N
правління	政府	правління	政府	N;INAN;NOM;NEUT;SG	N
секретар	秘書	секретар	秘書	N;ANIM;NOM;MASC;SG	N
галерея	畫廊	галерей	畫廊	N;INAN;NOM;FEM;SG	N
друга	秒	друг	秒	N;INAN;NOM;FEM;SG	N
друга	朋友	друг	朋友	N;INAN;NOM;FEM;SG	N
друга	好友	друг	好友	N;INAN;NOM;FEM;SG	N
містить	含有	містити	含有	V;IPFV;IND;SG;3;PRS;FIN	V
містить	包含	містити	包含	V;IPFV;IND;SG;3;PRS;FIN	V
територія	領地	територія	領地	N;INAN;NOM;FEM;SG	N
територія	領土	територія	領土	N;INAN;NOM;FEM;SG	N
політики	政策	політика	政策	N;INAN;NOM;FEM;PL	N
політики	政界	політика	政界	N;INAN;NOM;FEM;PL	N
політики	政客	політика	政客	N;INAN;NOM;FEM;PL	N
політики	政治	політика	政治	N;INAN;NOM;FEM;PL	N
політики	政策	політика	政策	N;INAN;NOM;FEM;PL	N
університеті	校區	університет	校區	N;INAN;DAT;MASC;SG	N
університеті	校園	університет	校園	N;INAN;DAT;MASC;SG	N
формування	編隊	формування	編隊	N;INAN;NOM;NEUT;SG	N
види	魚種	вид	魚種	N;INAN;NOM;MASC;PL	N
види	物種	вид	物種	N;INAN;NOM;MASC;PL	N
дружина	妻子	дружина	妻子	N;ANIM;NOM;FEM;SG	N
світ	世界	світ	世界	N;INAN;NOM;MASC;SG	N
зміни	輪班	зміна	輪班	N;INAN;NOM;FEM;PL	N
днів	日子	день	日子	N;INAN;GEN;MASC;PL	N
днів	天數	день	天數	N;INAN;GEN;MASC;PL	N
номер	數字	номер	數字	N;INAN;NOM;MASC;SG	N
номер	數	номер	數	N;INAN;NOM;MASC;SG	N
номер	號碼	номер	號碼	N;INAN;NOM;MASC;SG	N
номер	編號	номер	編號	N;INAN;NOM;MASC;SG	N
програми	方案	програма	方案	N;INAN;NOM;FEM;PL	N
програми	程式	програма	程式	N;INAN;NOM;FEM;PL	N
програми	方案	програма	方案	N;INAN;NOM;FEM;PL	N
програми	軟體	програма	軟體	N;INAN;NOM;FEM;PL	N
партія	黨	партія	黨	N;INAN;NOM;FEM;SG	N
партія	政黨	партія	政黨	N;INAN;NOM;FEM;SG	N
партія	宴會	партія	宴會	N;INAN;NOM;FEM;SG	N
партія	聚會	партія	聚會	N;INAN;NOM;FEM;SG	N
будівництво	大樓	будівництво	大樓	N;INAN;NOM;NEUT;SG	N
будівництво	建築	будівництво	建築	N;INAN;NOM;NEUT;SG	N
будівництво	施工	будівництво	施工	N;INAN;NOM;NEUT;SG	N
будівництво	建築	будівництво	建築	N;INAN;NOM;NEUT;SG	N
події	事件	подія	事件	N;INAN;NOM;FEM;PL	N
події	活動	подія	活動	N;INAN;NOM;FEM;PL	N
події	事件	подія	事件	N;INAN;NOM;FEM;PL	N
події	活動	подія	活動	N;INAN;NOM;FEM;PL	N
тип	型態	тип	型態	N;INAN;NOM;MASC;SG	N
тип	類型	тип	類型	N;INAN;NOM;MASC;SG	N
зображень	影像	зображення	影像	N;INAN;GEN;NEUT;PL	N
зображень	圖片	зображення	圖片	N;INAN;GEN;NEUT;PL	N
чемпіонат	錦標	чемпіонат	錦標	N;INAN;NOM;MASC;SG	N
категорії	類別	категорія	類別	N;INAN;NOM;FEM;PL	N
людина	人類	людина	人類	N;ANIM;NOM;FEM;SG	N
людина	人	людина	人	N;ANIM;NOM;FEM;SG	N
людина	男人	людина	男人	N;ANIM;NOM;FEM;SG	N
число	數字	число	數字	N;INAN;NOM;NEUT;SG	N
число	數	число	數	N;INAN;NOM;NEUT;SG	N
число	號碼	число	號碼	N;INAN;NOM;NEUT;SG	N
число	編號	число	編號	N;INAN;NOM;NEUT;SG	N
альбоми	相簿	альбий	相簿	N;INAN;NOM;MASC;PL	N
альбоми	專輯	альбий	專輯	N;INAN;NOM;MASC;PL	N
рівні	關卡	рівень	關卡	N;INAN;NOM;MASC;SG	N
менше	較	менше	較	ADV;CMPR	ADV
сезону	季	сезон	季	N;INAN;GEN;MASC;SG	N
сезону	季節	сезон	季節	N;INAN;GEN;MASC;SG	N
правило	細則	правило	細則	N;INAN;NOM;NEUT;SG	N
режисер	主任	режисер	主任	N;ANIM;NOM;MASC;SG	N
режисер	司長	режисер	司長	N;ANIM;NOM;MASC;SG	N
завжди	隨時	завжди	隨時	ADV	ADV
завжди	隨時	завжди	隨時	ADV	ADV
ряд	系列	ряд	系列	N;INAN;NOM;MASC;SG	N
погода	天氣	погода	天氣	N;INAN;NOM;FEM;SG	N
погода	氣象	погода	氣象	N;INAN;NOM;FEM;SG	N
завод	廠	завод	廠	N;INAN;NOM;MASC;SG	N
завод	植物	завод	植物	N;INAN;NOM;MASC;SG	N
завод	工廠	завод	工廠	N;INAN;NOM;MASC;SG	N
рух	動議	рух	動議	N;INAN;NOM;MASC;SG	N
рух	運動	рух	運動	N;INAN;NOM;MASC;SG	N
рух	交通	рух	交通	N;INAN;NOM;MASC;SG	N
рух	運動	рух	運動	N;INAN;NOM;MASC;SG	N
компанія	公司	компанія	公司	N;INAN;NOM;FEM;SG	N
площі	地區	площа	地區	N;INAN;ACC;FEM;PL	N
будівництва	施工	будівництво	施工	N;INAN;NOM;NEUT;SG	N
будівництва	建築	будівництво	建築	N;INAN;NOM;NEUT;SG	N
читати	讀	читати	讀	V;IPFV;NFIN	V
читати	讀取	читати	讀取	V;IPFV;NFIN	V
закінчення	終	закінчення	終	N;INAN;NOM;NEUT;SG	N
закінчення	結尾	закінчення	結尾	N;INAN;NOM;NEUT;SG	N
слово	詞	слово	詞	N;INAN;NOM;NEUT;SG	N
слово	單詞	слово	單詞	N;INAN;NOM;NEUT;SG	N
слово	字	слово	字	N;INAN;NOM;NEUT;SG	N
слово	單字	слово	單字	N;INAN;NOM;NEUT;SG	N
книга	圖書	книга	圖書	N;INAN;NOM;FEM;SG	N
книга	書	книга	書	N;INAN;NOM;FEM;SG	N
книга	書籍	книга	書籍	N;INAN;NOM;FEM;SG	N
виступи	外表	виступ	外表	N;INAN;NOM;MASC;PL	N
виступи	表象	виступ	表象	N;INAN;NOM;MASC;PL	N
гри	比賽	гра	比賽	N;INAN;NOM;FEM;PL	N
гри	遊戲	гра	遊戲	N;INAN;NOM;FEM;PL	N
тіла	屍體	тіло	屍體	N;INAN;NOM;NEUT;SG	N
тіла	體	тіло	體	N;INAN;NOM;NEUT;SG	N
тіла	身體	тіло	身體	N;INAN;NOM;NEUT;SG	N
сезон	季	сезон	季	N;INAN;NOM;MASC;SG	N
сезон	季節	сезон	季節	N;INAN;NOM;MASC;SG	N
теж	太	теж	太	ADV	ADV
поет	詩人	поет	詩人	N;ANIM;NOM;MASC;SG	N
матчів	火柴	матч	火柴	N;INAN;GEN;MASC;PL	N
клуби	俱樂部	клуб	俱樂部	N;INAN;NOM;MASC;PL	N
ігри	遊戲	ігра	遊戲	N;INAN;NOM;MASC;PL	N
відома	著名	відомий	著名	ADJ;NOM;FEM;SG	ADJ
директор	主任	директор	主任	N;ANIM;NOM;MASC;SG	N
директор	司長	директор	司長	N;ANIM;NOM;MASC;SG	N
директор	校長	директор	校長	N;ANIM;NOM;MASC;SG	N
заступник	演技	заступник	演技	N;ANIM;NOM;MASC;SG	N
часи	時代	час	時代	N;INAN;NOM;MASC;PL	N
часи	時報	час	時報	N;INAN;NOM;MASC;PL	N
теорії	理論	теорія	理論	N;INAN;NOM;FEM;PL	N
середній	平均	середній	平均	ADJ;NOM;MASC;SG	ADJ
уряд	政府	уряд	政府	N;INAN;NOM;MASC;SG	N
виробництво	產量	виробництво	產量	N;INAN;NOM;NEUT;SG	N
кіно	電影	кіно	電影	N;INAN;NOM;NEUT;SG	N
кіно	電影	кіно	電影	N;INAN;NOM;NEUT;SG	N
кіно	電影	кіно	電影	N;INAN;NOM;NEUT;SG	N
кіно	戲院	кіно	戲院	N;INAN;NOM;NEUT;SG	N
кіно	電影	кіно	電影	N;INAN;NOM;NEUT;SG	N
кіно	影片	кіно	影片	N;INAN;NOM;NEUT;SG	N
парк	樸	парк	樸	N;INAN;NOM;MASC;SG	N
парк	公園	парк	公園	N;INAN;NOM;MASC;SG	N
створено	生成	створити	生成	V;PFV;IND;0;FIN	V
повстання	起義	повстання	起義	N;INAN;NOM;NEUT;SG	N
повстання	叛亂	повстання	叛亂	N;INAN;NOM;NEUT;SG	N
повстання	起義	повстання	起義	N;INAN;NOM;NEUT;SG	N
повстання	暴動	повстання	暴動	N;INAN;NOM;NEUT;SG	N
повстання	暴亂	повстання	暴亂	N;INAN;NOM;NEUT;SG	N
повстання	叛亂	повстання	叛亂	N;INAN;NOM;NEUT;SG	N
повстання	叛逆	повстання	叛逆	N;INAN;NOM;NEUT;SG	N
жінок	婦女	жінка	婦女	N;ANIM;ACC;FEM;PL	N
жінок	女性	жінка	女性	N;ANIM;ACC;FEM;PL	N
провінція	省	провінція	省	N;INAN;NOM;FEM;SG	N
провінція	省省	провінція	省省	N;INAN;NOM;FEM;SG	N
провінція	省份	провінція	省份	N;INAN;NOM;FEM;SG	N
спорту	體育	спорт	體育	N;INAN;GEN;MASC;SG	N
спорту	運動	спорт	運動	N;INAN;GEN;MASC;SG	N
речі	事情	річ	事情	N;INAN;NOM;FEM;PL	N
відділення	班長	відділення	班長	N;INAN;NOM;NEUT;SG	N
відділення	小隊	відділення	小隊	N;INAN;NOM;NEUT;SG	N
метрів	公尺	метр	公尺	N;INAN;GEN;MASC;PL	N
метрів	米	метр	米	N;INAN;GEN;MASC;PL	N
метрів	公尺	метр	公尺	N;INAN;GEN;MASC;PL	N
найкращий	最好	найкращий	最好	ADJ;NOM;CMPR;MASC;SG	ADJ
досягнення	成績	досягнення	成績	N;INAN;NOM;NEUT;SG	N
досягнення	成績	досягнення	成績	N;INAN;NOM;NEUT;SG	N
театр	電影	театр	電影	N;INAN;NOM;MASC;SG	N
театр	劇場	театр	劇場	N;INAN;NOM;MASC;SG	N
театр	戲劇	театр	戲劇	N;INAN;NOM;MASC;SG	N
театр	劇院	театр	劇院	N;INAN;NOM;MASC;SG	N
театр	戲院	театр	戲院	N;INAN;NOM;MASC;SG	N
театр	劇場	театр	劇場	N;INAN;NOM;MASC;SG	N
театр	戰區	театр	戰區	N;INAN;NOM;MASC;SG	N
театр	戲劇	театр	戲劇	N;INAN;NOM;MASC;SG	N
театр	劇院	театр	劇院	N;INAN;NOM;MASC;SG	N
театр	戲院	театр	戲院	N;INAN;NOM;MASC;SG	N
республіка	共和	республіка	共和	N;INAN;NOM;FEM;SG	N
республіка	共和	республіка	共和	N;INAN;NOM;FEM;SG	N
вийшов	出局	вийти	出局	V;PFV;MASC;IND;SG;PST;FIN	V
мешканців	居民	мешканець	居民	N;ANIM;ACC;MASC;PL	N
герой	英雄	герой	英雄	N;ANIM;NOM;MASC;SG	N
острів	海島	острів	海島	N;INAN;NOM;MASC;SG	N
острів	島嶼	острів	島嶼	N;INAN;NOM;MASC;SG	N
культура	文化	культура	文化	N;INAN;NOM;FEM;SG	N
представників	代表	представник	代表	N;ANIM;ACC;MASC;PL	N
одиниця	股	одиниця	股	N;INAN;NOM;FEM;SG	N
одиниця	單元	одиниця	單元	N;INAN;NOM;FEM;SG	N
одиниця	單位	одиниця	單位	N;INAN;NOM;FEM;SG	N
бібліотека	圖書	бібліотека	圖書	N;INAN;NOM;FEM;SG	N
профіль	身分	профіль	身分	N;INAN;NOM;MASC;SG	N
профіль	身份	профіль	身份	N;INAN;NOM;MASC;SG	N
оборони	辯護	оборона	辯護	N;INAN;NOM;FEM;PL	N
оборони	國防	оборона	國防	N;INAN;NOM;FEM;PL	N
оборони	防禦	оборона	防禦	N;INAN;NOM;FEM;PL	N
оборони	防守	оборона	防守	N;INAN;NOM;FEM;PL	N
момент	時刻	момент	時刻	N;INAN;NOM;MASC;SG	N
момент	力	момент	力	N;INAN;NOM;MASC;SG	N
момент	扭矩	момент	扭矩	N;INAN;NOM;MASC;SG	N
момент	扭力	момент	扭力	N;INAN;NOM;MASC;SG	N
рахунок	帳號	рахунок	帳號	N;INAN;NOM;MASC;SG	N
рахунок	帳戶	рахунок	帳戶	N;INAN;NOM;MASC;SG	N
рахунок	分數	рахунок	分數	N;INAN;NOM;MASC;SG	N
