על	sobre	על	sobre	ADP	ADP
יד	hand	יד	hand	N;FEM;SG	N;MASC;SG
מדינה	país	מדינה	país	N;FEM;SG	N;MASC;SG
מדינה	state	מדינה	state	N;FEM;SG	N;MASC;SG
מדינה	estado	מדינה	estado	N;FEM;SG	N;MASC;SG
ארגון	organização	ארגון	organização	N;MASC;SG	N;FEM;SG
ארגון	organização	ארגון	organização	N;MASC;SG	N;FEM;SG
לכתוב	escreve	כתב	escrever	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לכתוב	escreva	כתב	escrever	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לכתוב	escrever	כתב	escrever	V;NFIN;ACT	V;NFIN
גדולה	grande	גדול	grande	ADJ;FEM;SG	ADJ;MASC;SG
גדולה	grande	גדול	grande	ADJ;FEM;SG	ADJ;MASC;SG
אוכלוסייה	população	אוכלוסייה	população	N;FEM;SG	N;FEM;SG
הקהילה	comunidade	הקהיל	comunidade	N;FEM;SG	N;FEM;SG
כנגד	contra	כנגד	contra	ADP	ADP
קיים	existente	קיים	existente	ADJ;MASC;SG	ADJ;MASC;SG
מחוז	condado	מחוז	condar	N;MASC;SG	N;MASC;SG
מחוז	província	מחוז	província	N;MASC;SG	N;FEM;SG
מחוז	distrito	מחוז	distrito	N;MASC;SG	N;MASC;SG
תואר	licenciatura	תואר	licenciatura	N;MASC;SG	N;FEM;SG
תואר	grau	תואר	grau	N;MASC;SG	N;MASC;SG
סדרת	série	סדרה	série	N;FEM;SG	N;FEM;SG
למצוא	encontrar	מצא	encontrar	V;NFIN;ACT	V;NFIN
למצוא	encontre	מצא	encontre	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
למצוא	encontra	מצא	encontrar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
נקרא	chamou	נקרא	chamar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
נקרא	chamada	נקרא	chamar	V;MASC;SG;3;PST;MID	V;FEM;SG;V.PTCP
נקרא	chamado	נקרא	chamar	V;MASC;SG;3;PST;MID	V;MASC;SG;V.PTCP
עבודה	emprego	עבודה	emprego	N;FEM;SG	N;MASC;SG
עבודה	job	עבודה	job	N;FEM;SG	N;MASC;SG
עבודה	trabalho	עבודה	trabalho	N;FEM;SG	N;MASC;SG
עבודה	jó	עבודה	jó	N;FEM;SG	N;MASC;SG
עבודה	trabalho	עבודה	trabalho	N;FEM;SG	N;MASC;SG
חשוב	importante	חשוב	importante	ADJ;MASC;SG	ADJ;MASC;SG
תבנית	padrão	תבנית	padrão	N;FEM;SG	N;MASC;SG
תבנית	modelo	תבנית	modelo	N;FEM;SG	N;MASC;SG
תבנית	formato	תבנית	formato	N;FEM;SG	N;MASC;SG
תבנית	formatação	תבנית	formatação	N;FEM;SG	N;FEM;SG
אמריקאים	americanos	אמריקני	americano	N;MASC;PL	N;MASC;PL
אמריקאים	americanos	אמריקני	americano	N;MASC;PL	N;MASC;PL
נחשב	considerada	נחשב	considerar	V;MASC;SG;V.PTCP;MID	V;FEM;SG;V.PTCP
נחשב	considerado	נחשב	considerar	V;MASC;SG;V.PTCP;MID	V;MASC;SG;V.PTCP
דרום	sul	דרום	sul	N;MASC;SG	N;MASC;SG
דרום	southern	דרום	southern	N;MASC;SG	N;MASC;SG
דרום	sul	דרום	sul	N;MASC;SG	N;MASC;SG
דרום	south	דרום	south	N;MASC;SG	N;MASC;SG
זכויות	direitos	זכות	direito	N;FEM;PL	N;MASC;PL
אולי	talvez	אולי	talvez	ADV	ADV
אולי	talvez	אולי	talvez	ADV	ADV
לקבל	aceitamos	קיבל	aceitar	V;NFIN;ACT	V;IND;PL;1;PRS;FIN
לקבל	aceito	קיבל	aceitar	V;NFIN;ACT	V;MASC;SG;V.PTCP
לקבל	aceitar	קיבל	aceitar	V;NFIN;ACT	V;NFIN
לקבל	aceita	קיבל	aceitar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבל	apanha	קיבל	apanhar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבל	obtenha	קיבל	obter	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לקבל	receba	קיבל	receber	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לקבל	obter	קיבל	obter	V;NFIN;ACT	V;NFIN
מבנה	estrutura	מבנה	estrutura	N;MASC;SG	N;FEM;SG
להשתמש	usar	השתמש	usar	V;NFIN	V;NFIN
להשתמש	use	השתמש	usar	V;NFIN	V;SBJV;SG;3;PRS;FIN
להשתמש	utilizar	השתמש	utilizar	V;NFIN	V;NFIN
בסיס	base	בסיס	base	N;MASC;SG	N;FEM;SG
בסיס	base	בסיס	base	N;MASC;SG	N;FEM;SG
לשעבר	anteriormente	לשעבר	anteriormente	ADV	ADV
לשעבר	antigamente	לשעבר	antigamente	ADV	ADV
משנה	matéria	משנה	matéria	N;MASC;SG	N;FEM;SG
נקודות	pontos	נקודה	ponto	N;FEM;PL	N;MASC;PL
נקודות	pontos	נקודה	ponto	N;FEM;PL	N;MASC;PL
נקודות	pintas	נקודה	pinta	N;FEM;PL	N;FEM;PL
נקודות	manchas	נקודה	mancha	N;FEM;PL	N;FEM;PL
נקודות	spots	נקודה	spot	N;FEM;PL	N;MASC;PL
קבוצה	grupo	קבוצה	grupo	N;FEM;SG	N;MASC;SG
קבוצה	team	קבוצה	team	N;FEM;SG	N;MASC;SG
קבוצה	equipa	קבוצה	equipa	N;FEM;SG	N;FEM;SG
קבוצה	time	קבוצה	time	N;FEM;SG	N;MASC;SG
קבוצה	equipe	קבוצה	equipe	N;FEM;SG	N;FEM;SG
הקרב	battle	הקרב	battle	N;MASC;SG	N;MASC;SG
הקרב	batalha	הקרב	batalha	N;MASC;SG	N;FEM;SG
שירים	poemas	שיר	poema	N;MASC;PL	N;MASC;PL
שירים	músicas	שיר	música	N;MASC;PL	N;FEM;PL
שירים	canções	שיר	canção	N;MASC;PL	N;FEM;PL
עת	hora	עת	hora	N;FEM;SG	N;FEM;SG
עת	horário	עת	horário	N;FEM;SG	N;MASC;SG
עת	tempo	עת	tempo	N;FEM;SG	N;MASC;SG
עת	time	עת	time	N;FEM;SG	N;MASC;SG
תפקיד	papel	תפקיד	papel	N;MASC;SG	N;MASC;SG
למה	porquê	למה	porquê	ADV	ADV
נולדה	nascido	נולד	nascer	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נולדה	nascida	נולד	nascer	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
נולדה	nasceu	נולד	nascer	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
שמות	nomes	שם	nome	N;MASC;PL	N;MASC;PL
יחסית	comparativamente	יחסית	comparativamente	ADV	ADV
יחסית	relativamente	יחסית	relativamente	ADV	ADV
הקמת	estabelecimento	הקמה	estabelecimento	N;PSSD;FEM;SG	N;MASC;SG
שערים	portões	שער	portão	N;MASC;PL	N;MASC;PL
שערים	portas	שער	porta	N;MASC;PL	N;FEM;PL
שערים	portais	שער	portal	N;MASC;PL	N;MASC;PL
שערים	portais	שער	portal	N;MASC;PL	N;MASC;PL
שערים	objectivos	שער	objectivo	N;MASC;PL	N;MASC;PL
שערים	gols	שער	gol	N;MASC;PL	N;MASC;PL
שערים	metas	שער	meta	N;MASC;PL	N;FEM;PL
שערים	golos	שער	golo	N;MASC;PL	N;MASC;PL
שערים	objetivos	שער	objetivo	N;MASC;PL	N;MASC;PL
מערכות	sistemas	מערכת	sistema	N;FEM;PL	N;MASC;PL
ליצור	crie	יצר	criar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
ליצור	criar	יצר	criar	V;NFIN;ACT	V;NFIN
ליצור	cria	יצר	criar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
מטרים	contadores	מטר	contador	N;MASC;PL	N;MASC;PL
מטרים	metros	מטר	metro	N;MASC;PL	N;MASC;PL
מטרים	medidores	מטר	medidor	N;MASC;PL	N;MASC;PL
מטרים	metros	מטר	metro	N;MASC;PL	N;MASC;PL
שר	char	שר	char	N;MASC;SG	N;MASC;SG
שר	cher	שר	cher	N;MASC;SG	N;FEM;SG
שר	sher	שר	sher	N;MASC;SG	N;MASC;SG
שר	ministro	שר	ministro	N;MASC;SG	N;MASC;SG
שר	ministra	שר	ministra	N;MASC;SG	N;FEM;SG
קו	line	קו	line	N;MASC;SG	N;MASC;SG
קו	linha	קו	linha	N;MASC;SG	N;FEM;SG
כסף	dinheiro	כסף	dinheiro	N;MASC;SG	N;MASC;SG
כסף	money	כסף	money	N;MASC;SG	N;MASC;SG
כסף	grana	כסף	grana	N;MASC;SG	N;FEM;SG
כסף	silver	כסף	silver	N;MASC;SG	N;MASC;SG
כסף	prata	כסף	prata	N;MASC;SG	N;FEM;SG
תמונות	fotografias	תמונה	fotografia	N;FEM;PL	N;FEM;PL
תמונות	fotos	תמונה	foto	N;FEM;PL	N;FEM;PL
תמונות	fotografias	תמונה	fotografia	N;FEM;PL	N;FEM;PL
תמונות	fotos	תמונה	foto	N;FEM;PL	N;FEM;PL
תמונות	imagens	תמונה	imagem	N;FEM;PL	N;FEM;PL
תמונות	imagens	תמונה	imagem	N;FEM;PL	N;FEM;PL
נשיא	presidente	נשיא	presidente	N;MASC;SG	N;MASC;SG
מוזיקה	music	הוזיק	music	N;FEM;SG	N;MASC;SG
מוזיקה	música	הוזיק	música	N;FEM;SG	N;FEM;SG
מוזיקה	musica	הוזיק	musica	N;FEM;SG	N;FEM;SG
חדשים	novas	חדש	novo	ADJ;MASC;PL	ADJ;FEM;PL
חדשים	novos	חדש	novo	ADJ;MASC;PL	ADJ;MASC;PL
מצב	status	מצב	status	N;MASC;SG	N;MASC;SG
מצב	estatuto	מצב	estatuto	N;MASC;SG	N;MASC;SG
מצב	estado	מצב	estado	N;MASC;SG	N;MASC;SG
מצב	mode	מצב	mode	N;MASC;SG	N;MASC;SG
מצב	modalidade	מצב	modalidade	N;MASC;SG	N;FEM;SG
מצב	modo	מצב	modo	N;MASC;SG	N;MASC;SG
מצב	situação	מצב	situação	N;MASC;SG	N;FEM;SG
מצב	condição	מצב	condição	N;MASC;SG	N;FEM;SG
מצב	estado	מצב	estado	N;MASC;SG	N;MASC;SG
היסטוריה	historia	היסטוריה	historia	N;FEM;SG	N;FEM;SG
היסטוריה	história	היסטוריה	história	N;FEM;SG	N;FEM;SG
שינוי	mudança	שינוי	mudança	N;MASC;SG	N;FEM;SG
שינוי	troco	שינוי	troco	N;MASC;SG	N;MASC;SG
כדורגל	soccer	כדורגל	soccer	N;MASC;SG	N;MASC;SG
כדורגל	futebol	כדורגל	futebol	N;MASC;SG	N;MASC;SG
כדורגל	football	כדורגל	football	N;MASC;SG	N;MASC;SG
כדורגל	futebol	כדורגל	futebol	N;MASC;SG	N;MASC;SG
ביקורת	crítica	ביקורת	crítico	N;FEM;SG	N;FEM;SG
ביקורת	crítica	ביקורת	crítico	N;FEM;SG	N;FEM;SG
ביקורת	resenha	ביקורת	resenha	N;FEM;SG	N;FEM;SG
ביקורת	revisão	ביקורת	revisão	N;FEM;SG	N;FEM;SG
ביקורת	reexame	ביקורת	reexame	N;FEM;SG	N;MASC;SG
חודשים	meses	חודש	mês	N;MASC;PL	N;MASC;PL
שחקן	player	שחקן	player	N;MASC;SG	N;MASC;SG
שחקן	reprodutor	שחקן	reprodutor	N;MASC;SG	N;MASC;SG
שחקן	jogador	שחקן	jogador	N;MASC;SG	N;MASC;SG
שחקן	ator	שחקן	ator	N;MASC;SG	N;MASC;SG
שחקן	actor	שחקן	actor	N;MASC;SG	N;MASC;SG
משפט	julgamento	משפט	julgamento	N;MASC;SG	N;MASC;SG
משפט	tribunal	משפט	tribunal	N;MASC;SG	N;MASC;SG
משפט	corte	משפט	corte	N;MASC;SG	N;MASC;SG
משפט	frase	משפט	frase	N;MASC;SG	N;FEM;SG
משפט	sentença	משפט	sentença	N;MASC;SG	N;FEM;SG
סרטים	filmes	סרט	filme	N;MASC;PL	N;MASC;PL
סרטים	películas	סרט	película	N;MASC;PL	N;FEM;PL
סרטים	filmes	סרט	filme	N;MASC;PL	N;MASC;PL
משפחה	família	משפחה	família	N;FEM;SG	N;FEM;SG
משפחה	familia	משפחה	familia	N;FEM;SG	N;FEM;SG
במקביל	simultaneamente	במקביל	simultaneamente	ADV	ADV
מזרח	oriente	מזרח	oriente	N;MASC;SG	N;MASC;SG
מזרח	leste	מזרח	leste	N;MASC;SG	N;MASC;SG
מזרח	east	מזרח	east	N;MASC;SG	N;MASC;SG
מזרח	leste	מזרח	leste	N;MASC;SG	N;MASC;SG
מזרח	eastern	מזרח	eastern	N;MASC;SG	N;MASC;SG
ערים	vilas	עיר	vila	N;FEM;PL	N;FEM;PL
ערים	cidades	עיר	cidade	N;FEM;PL	N;FEM;PL
הצליח	sucedeu	הצליח	suceder	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
שבע	sete	שבע	sete	NUM;FEM;SG	NUM
תהליך	processo	תהליך	processo	N;MASC;SG	N;MASC;SG
שיר	shir	שיר	shir	N;MASC;SG	N;MASC;SG
שיר	poema	שיר	poema	N;MASC;SG	N;MASC;SG
שיר	poesia	שיר	poesia	N;MASC;SG	N;FEM;SG
שיר	canção	שיר	canção	N;MASC;SG	N;FEM;SG
שיר	song	שיר	song	N;MASC;SG	N;MASC;SG
טלוויזיה	televisão	טלוויזיה	televisão	N;FEM;SG	N;FEM;SG
השתתף	frequentou	השתתף	frequentar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
השתתף	compareceu	השתתף	comparecer	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
השתתף	participar	השתתף	participar	V;MASC;SG;3;PST	V;NFIN
השתתף	participou	השתתף	participar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
חזר	retornado	חזר	retornar	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
חזר	retornou	חזר	retornar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
חזר	regressou	חזר	regressar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
חזר	voltou	חזר	voltar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
חזר	devolvido	חזר	devolver	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
אישים	personalidades	אישים	personalidade	N;MASC;PL	N;FEM;PL
מעט	levemente	מעט	levemente	ADV	ADV
מעט	ligeiramente	מעט	ligeiramente	ADV	ADV
חברות	amizades	חברה	amizade	N;FEM;PL	N;FEM;PL
חברות	companhias	חברה	companhia	N;FEM;PL	N;FEM;PL
חברות	empresas	חברה	empresa	N;FEM;PL	N;FEM;PL
חברות	amigas	חברה	amiga	N;FEM;PL	N;FEM;PL
סיים	terminou	סיים	terminar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
סיים	acabado	סיים	acabar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
סיים	concluído	סיים	concluir	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
סיים	terminado	סיים	terminar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
סיים	terminada	סיים	terminar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
סיים	concluir	סיים	concluir	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	finalizar	סיים	finalizar	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	terminar	סיים	terminar	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	feito	סיים	fazer	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
מבצע	funcionamento	מבצע	funcionamento	N;MASC;SG	N;MASC;SG
מבצע	operação	מבצע	operação	N;MASC;SG	N;FEM;SG
רמת	ramat	רמה	ramat	N;FEM;SG	N;MASC;SG
ברור	limpo	ברור	limpo	ADJ;MASC;SG	ADJ;MASC;SG
רשת	net	רשת	net	N;FEM;SG	N;FEM;SG
רשת	rede	רשת	rede	N;FEM;SG	N;FEM;SG
רשת	grade	רשת	grade	N;FEM;SG	N;FEM;SG
רשת	grelha	רשת	grelha	N;FEM;SG	N;FEM;SG
רשת	grid	רשת	grid	N;FEM;SG	N;MASC;SG
רשת	network	רשת	network	N;FEM;SG	N;MASC;SG
רשת	rede	רשת	rede	N;FEM;SG	N;FEM;SG
הערכים	valores	הערך	valor	N;MASC;PL	N;MASC;PL
רקע	fundo	רקע	fundo	N;MASC;SG	N;MASC;SG
הגיעו	chegaram	הגיע	chegar	V;PL;3;PST;ACT	V;IND;PL;3;FIN
תיאטרון	teatro	תיאטרון	teatro	N;MASC;SG	N;MASC;SG
תיאטרון	teatro	תיאטרון	teatro	N;MASC;SG	N;MASC;SG
צורך	necessario	צורך	necessario	N;MASC;SG	N;MASC;SG
צורך	necessidade	צורך	necessidade	N;MASC;SG	N;FEM;SG
צורך	need	צורך	need	N;MASC;SG	N;MASC;SG
צורך	necessidade	צורך	necessidade	N;MASC;SG	N;FEM;SG
חדשה	novo	חדש	novo	ADJ;FEM;SG	ADJ;MASC;SG
חדשה	nova	חדש	novo	ADJ;FEM;SG	ADJ;FEM;SG
אלבום	álbum	אלבום	álbum	N;MASC;SG	N;MASC;SG
אלבום	album	אלבום	album	N;MASC;SG	N;MASC;SG
גן	gan	גן	gan	N;MASC;SG	N;MASC;SG
גן	gene	גן	gene	N;MASC;SG	N;MASC;SG
גן	jardim	גן	jardim	N;MASC;SG	N;MASC;SG
גן	horta	גן	horta	N;MASC;SG	N;FEM;SG
עשרה	dez	עשרה	dez	NUM;MASC;SG	NUM
תמיד	sempre	תמיד	sempre	ADV	ADV
מחקר	estudo	מחקר	estudo	N;MASC;SG	N;MASC;SG
מחקר	investigação	מחקר	investigação	N;MASC;SG	N;FEM;SG
מחקר	pesquisa	מחקר	pesquisa	N;MASC;SG	N;FEM;SG
תרבות	cultura	תרבות	cultura	N;FEM;SG	N;FEM;SG
כללי	genéricos	כלל	genérico	N;MASC;PL	N;MASC;PL
כללי	generalidades	כלל	generalidade	N;MASC;PL	N;MASC;PL
כללי	gerais	כלל	geral	N;MASC;PL	N;MASC;PL
עונה	temporada	עונה	temporada	N;FEM;SG	N;FEM;SG
עונה	época	עונה	época	N;FEM;SG	N;FEM;SG
ארבע	quatro	ארבע	quatro	NUM;FEM;SG	NUM
חשיבות	importancia	חשיבות	importancia	N;FEM;SG	N;FEM;SG
חשיבות	importância	חשיבות	importância	N;FEM;SG	N;FEM;SG
חשיבות	significância	חשיבות	significância	N;FEM;SG	N;FEM;SG
חשיבות	significado	חשיבות	significado	N;FEM;SG	N;MASC;SG
סיום	completação	סיום	completação	N;MASC;SG	N;FEM;SG
סיום	finalização	סיום	finalização	N;MASC;SG	N;FEM;SG
סיום	conclusão	סיום	conclusão	N;MASC;SG	N;FEM;SG
סיום	end	סיום	end	N;MASC;SG	N;MASC;SG
סיום	final	סיום	final	N;MASC;SG	N;MASC;SG
סיום	fim	סיום	fim	N;MASC;SG	N;MASC;SG
סיום	formatura	סיום	formatura	N;MASC;SG	N;FEM;SG
סיום	graduação	סיום	graduação	N;MASC;SG	N;FEM;SG
ארבעה	quatro	ארבעה	quatro	NUM;MASC;SG	NUM
הכוחות	potências	הכוחה	potências	N;FEM;PL	N;FEM;PL
הכוחות	poderes	הכוחה	poder	N;FEM;PL	N;MASC;PL
הכוחות	competências	הכוחה	competência	N;FEM;PL	N;FEM;PL
הכוחות	forcas	הכוחה	forca	N;FEM;PL	N;FEM;PL
הכוחות	forças	הכוחה	força	N;FEM;PL	N;FEM;PL
כדור	esfera	כדור	esfera	N;MASC;SG	N;FEM;SG
כדור	bola	כדור	bola	N;MASC;SG	N;FEM;SG
כדור	ball	כדור	ball	N;MASC;SG	N;MASC;SG
כדור	bullet	כדור	bullet	N;MASC;SG	N;MASC;SG
כדור	bala	כדור	bala	N;MASC;SG	N;FEM;SG
עשר	dez	עשר	dez	NUM;FEM;SG	NUM
עבד	trabalhou	עבד	trabalhar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
עבד	funcionou	עבד	funcionar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
עבד	trabalhado	עבד	trabalhar	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
שער	portão	שער	portão	N;MASC;SG	N;MASC;SG
שער	portal	שער	portal	N;MASC;SG	N;MASC;SG
שער	gate	שער	gate	N;MASC;SG	N;MASC;SG
שער	gol	שער	gol	N;MASC;SG	N;MASC;SG
שער	objetivo	שער	objetivo	N;MASC;SG	N;MASC;SG
שער	golo	שער	golo	N;MASC;SG	N;MASC;SG
שער	baliza	שער	baliza	N;MASC;SG	N;FEM;SG
שער	meta	שער	meta	N;MASC;SG	N;FEM;SG
שער	gateway	שער	gateway	N;MASC;SG	N;MASC;SG
גבוה	superior	גבוה	alto	ADJ;MASC;SG	ADJ;MASC;SG
פה	aqui	פה	aqui	ADV	ADV
בלי	sem	בלי	sem	ADP	ADP
הוקם	estabelecida	הוקם	estabelecer	V;MASC;SG;3;PST;PASS	V;FEM;SG;V.PTCP
הוקם	estabelecido	הוקם	estabelecer	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
הוקם	erguido	הוקם	erguido	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
סמל	símbolo	סמל	símbolo	N;MASC;SG	N;MASC;SG
סמל	simbolo	סמל	simbolo	N;MASC;SG	N;MASC;SG
סמל	sargento	סמל	sargento	N;MASC;SG	N;MASC;SG
סמל	ícone	סמל	ícone	N;MASC;SG	N;MASC;SG
ראה	ver	ראה	ver	V;MASC;SG;3;PST;ACT	V;NFIN
ראה	viu	ראה	ver	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
גביע	troféu	גביע	troféu	N;MASC;SG	N;MASC;SG
גביע	xícara	גביע	xícara	N;MASC;SG	N;FEM;SG
גביע	copa	גביע	copa	N;MASC;SG	N;FEM;SG
גביע	taça	גביע	taça	N;MASC;SG	N;FEM;SG
גביע	chávena	גביע	cháveno	N;MASC;SG	N;FEM;SG
גביע	copo	גביע	copo	N;MASC;SG	N;MASC;SG
קיימת	existente	קיים	existente	ADJ;FEM;SG	ADJ;MASC;SG
דולר	dólar	דולר	dólar	N;MASC;SG	N;MASC;SG
הופיע	compareceu	הופיע	comparecer	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיע	apareceu	הופיע	aparecer	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מדליות	medalhas	מדלית	medalha	N;FEM;PL	N;FEM;PL
חיילים	soldados	חייל	soldado	N;MASC;PL	N;MASC;PL
חיילים	tropas	חייל	tropa	N;MASC;PL	N;FEM;PL
דגל	pavilhão	דגל	pavilhão	N;MASC;SG	N;MASC;SG
דגל	bandeira	דגל	bandeira	N;MASC;SG	N;FEM;SG
דגל	flags	דגל	flags	N;MASC;SG	N;MASC;SG
מלחמה	guerra	מלחמה	guerra	N;FEM;SG	N;FEM;SG
מלחמה	war	מלחמה	war	N;FEM;SG	N;MASC;SG
צפון	norte	צפון	norte	N;MASC;SG	N;MASC;SG
צפון	north	צפון	north	N;MASC;SG	N;MASC;SG
צפון	norte	צפון	norte	N;MASC;SG	N;MASC;SG
צפון	northern	צפון	northern	N;MASC;SG	N;MASC;SG
כנראה	provavelmente	כנראה	provavelmente	ADV	ADV
כנראה	aparentemente	כנראה	aparentemente	ADV	ADV
בעלות	apropriação	בעלות	apropriação	N;FEM;SG	N;FEM;SG
בעלות	propriedade	בעלות	propriedade	N;FEM;SG	N;FEM;SG
בעלות	posse	בעלות	posse	N;FEM;SG	N;FEM;SG
ללמוד	aprenda	למד	aprender	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
ללמוד	aprender	למד	aprender	V;NFIN;ACT	V;NFIN
ללמוד	aprende	למד	aprender	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
פרק	capitulo	פרק	capitulo	N;MASC;SG	N;MASC;SG
פרק	capítulo	פרק	capítulo	N;MASC;SG	N;MASC;SG
פרק	episódio	פרק	episódio	N;MASC;SG	N;MASC;SG
המשיך	continuado	המשיך	continuar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
המשיך	continuou	המשיך	continuar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
חברה	namorada	חברה	namorada	N;FEM;SG	N;FEM;SG
חברה	empresa	חברה	empresa	N;FEM;SG	N;FEM;SG
חברה	company	חברה	company	N;FEM;SG	N;MASC;SG
חברה	companhia	חברה	companhia	N;FEM;SG	N;FEM;SG
חברה	galera	חברה	galera	N;FEM;SG	N;FEM;SG
חברה	pessoal	חברה	pessoal	N;FEM;SG	N;MASC;SG
חברה	amigo	חברה	amigo	N;FEM;SG	N;MASC;SG
חברה	amiga	חברה	amiga	N;FEM;SG	N;FEM;SG
דירוג	classificação	דירוג	classificação	N;MASC;SG	N;FEM;SG
דירוג	notação	דירוג	notação	N;MASC;SG	N;FEM;SG
דירוג	ranking	דירוג	ranking	N;MASC;SG	N;MASC;SG
הוקמה	estabelecida	הוקם	estabelecer	V;FEM;SG;3;PST;PASS	V;FEM;SG;V.PTCP
הוקמה	estabelecido	הוקם	estabelecer	V;FEM;SG;3;PST;PASS	V;MASC;SG;V.PTCP
שדה	field	שדה	field	N;MASC;SG	N;MASC;SG
שדה	campo	שדה	campo	N;MASC;SG	N;MASC;SG
מתחת	sob	מתחת	sob	ADP	ADP
אליפות	campeonato	אליפות	campeonato	N;FEM;SG	N;MASC;SG
אליפות	championship	אליפות	championship	N;FEM;SG	N;MASC;SG
משחקים	games	משחק	game	N;MASC;PL	N;MASC;PL
משחקים	jogos	משחק	jogo	N;MASC;PL	N;MASC;PL
שניות	segundos	שנייה	segundo	N;FEM;PL	N;MASC;PL
הכל	everything	הכיל	everything	N	N;MASC;SG
מדיניות	política	מדיניות	política	N;FEM;SG	N;FEM;SG
שירות	serviço	שירות	serviço	N;MASC;SG	N;MASC;SG
למנוע	evitar	מנע	evitar	V;NFIN;ACT	V;NFIN
למנוע	prevenir	מנע	prevenir	V;NFIN;ACT	V;NFIN
למנוע	impedir	מנע	impedir	V;NFIN;ACT	V;NFIN
ספורט	desporto	ספורט	desporto	N;MASC;SG	N;MASC;SG
ספורט	esporte	ספורט	esporte	N;MASC;SG	N;MASC;SG
ספורט	desporto	ספורט	desporto	N;MASC;SG	N;MASC;SG
שיא	registro	שיא	registro	N;MASC;SG	N;MASC;SG
שיא	recorde	שיא	recorde	N;MASC;SG	N;MASC;SG
שיא	record	שיא	record	N;MASC;SG	N;FEM;SG
שיא	clímax	שיא	clímax	N;MASC;SG	N;MASC;SG
שיא	pico	שיא	pico	N;MASC;SG	N;MASC;SG
שיא	peak	שיא	peak	N;MASC;SG	N;MASC;SG
צוות	pessoal	צוות	pessoal	N;FEM;SG	N;MASC;SG
צוות	crew	צוות	crew	N;FEM;SG	N;MASC;SG
צוות	tripulação	צוות	tripulação	N;FEM;SG	N;FEM;SG
צוות	team	צוות	team	N;FEM;SG	N;MASC;SG
צוות	equipa	צוות	equipa	N;FEM;SG	N;FEM;SG
צוות	time	צוות	time	N;FEM;SG	N;MASC;SG
צוות	equipe	צוות	equipe	N;FEM;SG	N;FEM;SG
נושא	tópico	נושא	tópico	N;MASC;SG	N;MASC;SG
נושא	temática	נושא	temático	N;MASC;SG	N;FEM;SG
נושא	tema	נושא	tema	N;MASC;SG	N;MASC;SG
נושא	assunto	נושא	assunto	N;MASC;SG	N;MASC;SG
נושא	objecto	נושא	objecto	N;MASC;SG	N;MASC;SG
גיל	gill	גיל	gill	N;MASC;SG	N;MASC;SG
גיל	idade	גיל	idade	N;MASC;SG	N;FEM;SG
גיל	gil	גיל	gil	N;MASC;SG	N;MASC;SG
