progettata	navrhl	progettare	navrhnout	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
miniere	miny	miniera	mina	N;FEM;PL	N;NOM;FEM;PL;POS
miniere	doly	miniera	důl	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
rilascio	uvolnění	rilascio	uvolnění	N;MASC;SG	N;NOM;NEUT;SG;POS
rilascio	propuštění	rilascio	propuštění	N;MASC;SG	N;NOM;NEUT;SG;POS
miranda	miranda	miranda	miranda	N;FEM;SG	N;NOM;FEM;SG;POS
armistizio	příměří	armistizio	příměří	N;MASC;SG	N;NOM;NEUT;SG;POS
armistizio	příměří	armistizio	příměří	N;MASC;SG	N;NOM;NEUT;SG;POS
attilio	attilio	attilio	attilio	N;MASC;SG	N;NOM;MASC;SG;POS
missile	raketa	missile	raketa	N;MASC;SG	N;NOM;FEM;SG;POS
missile	střela	missile	střela	N;MASC;SG	N;NOM;FEM;SG;POS
missile	raketa	missile	raketa	N;MASC;SG	N;NOM;FEM;SG;POS
pugno	úder	pugno	úder	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pugno	pěsti	pugno	pěst	N;MASC;SG	N;NOM;FEM;SG;POS
pugno	pěst	pugno	pěst	N;MASC;SG	N;NOM;FEM;SG;POS
astronomia	astronomie	astronomia	astronomie	N;FEM;SG	N;NOM;FEM;SG;POS
pensione	penzion	pensione	penzión	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
pensione	penze	pensione	penze	N;FEM;SG	N;NOM;FEM;SG;POS
pensione	důchod	pensione	důchod	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
masse	masy	massa	masa	N;FEM;PL	N;NOM;FEM;PL;POS
ezio	ezio	ezio	ezio	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
depositi	vklady	deposito	vklad	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
corruzione	úplatkářství	corruzione	úplatkářství	N;FEM;SG	N;NOM;NEUT;SG;POS
corruzione	korupce	corruzione	korupce	N;FEM;SG	N;NOM;FEM;SG;POS
corruzione	korupci	corruzione	korupce	N;FEM;SG	N;ACC;FEM;SG;POS
direttiva	směrnici	direttiva	směrnice	N;FEM;SG	N;ACC;FEM;SG;POS
direttiva	směrnice	direttiva	směrnice	N;FEM;SG	N;NOM;FEM;SG;POS
avviato	začalo	avviare	začít	V;MASC;SG;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
avviato	začal	avviare	začít	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
spettro	přízrak	spettro	přízrak	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
spettro	duch	spettro	duch	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
spettro	duchu	spettro	duch	N;MASC;SG	N;ANIM;DAT;MASC;SG;POS
spettro	strašidlo	spettro	strašidlo	N;MASC;SG	N;NOM;NEUT;SG;POS
spettro	přízrak	spettro	přízrak	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
spettro	strašidlo	spettro	strašidlo	N;MASC;SG	N;NOM;NEUT;SG;POS
spettro	spektrum	spettro	spektrum	N;MASC;SG	N;NOM;NEUT;SG;POS
spettro	přízrak	spettro	přízrak	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
spettro	strašidlo	spettro	strašidlo	N;MASC;SG	N;NOM;NEUT;SG;POS
pannelli	panely	pannello	panel	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
pannelli	panelů	pannello	panel	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
genera	generovat	generare	generovat	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
illuminazione	osvětlení	illuminazione	osvětlení	N;FEM;SG	N;NOM;NEUT;SG;POS
illuminazione	osvětlení	illuminazione	osvětlení	N;FEM;SG	N;NOM;NEUT;SG;POS
doge	dóže	doge	dóže	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
incrociatori	křižníky	incrociatore	křižník	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
minacce	výhružky	minaccia	výhružka	N;FEM;PL	N;NOM;FEM;PL;POS
minacce	výhrůžky	minaccia	výhrůžka	N;FEM;PL	N;NOM;FEM;PL;POS
minacce	hrozby	minaccia	hrozba	N;FEM;PL	N;NOM;FEM;PL;POS
dovere	clo	dovere	clo	N;MASC;SG	N;NOM;NEUT;SG;POS
dovere	povinnost	dovere	povinnost	N;MASC;SG	N;NOM;FEM;SG;POS
mezzogiorno	poledne	mezzogiorno	poledne	N;MASC;SG	N;NOM;NEUT;SG;POS
mezzogiorno	poledne	mezzogiorno	poledne	N;MASC;SG	N;NOM;NEUT;SG;POS
mangiare	jíst	mangiare	jíst	V;NFIN	V;POS;NFIN
mangiare	sníst	mangiare	sníst	V;NFIN	V;POS;NFIN
mangiare	jíst	mangiare	jíst	V;NFIN	V;POS;NFIN
aurora	aurora	aurora	auror	N;FEM;SG	N;NOM;FEM;SG;POS
trappola	past	trappola	pasta	N;FEM;SG	N;NOM;FEM;SG;POS
cortina	cortina	cortina	cortina	N;FEM;SG	N;NOM;FEM;SG;POS
meccanismi	mechanismů	meccanismo	mechanismus	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
meccanismi	mechanismy	meccanismo	mechanismus	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
fattoria	farma	fattoria	farma	N;FEM;SG	N;NOM;FEM;SG;POS
fattoria	statek	fattoria	statek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
fattoria	farmě	fattoria	farma	N;FEM;SG	N;DAT;FEM;SG;POS
allestimento	inscenace	allestimento	inscenace	N;MASC;SG	N;NOM;FEM;SG;POS
marinai	námořníci	marinaio	námořník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
marinai	námořníků	marinaio	námořník	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
marinai	námořníky	marinaio	námořník	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
marinai	námořníci	marinaio	námořník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
marinai	námořníků	marinaio	námořník	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
marinai	námořníky	marinaio	námořník	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
camp	kemp	camp	kemp	N	N;INAN;NOM;MASC;SG;POS
camp	camp	camp	camp	N	N;INAN;NOM;MASC;SG;POS
camp	tábor	camp	tábor	N	N;INAN;NOM;MASC;SG;POS
barriera	bariéra	barriera	bariéra	N;FEM;SG	N;NOM;FEM;SG;POS
barriera	překážka	barriera	překážka	N;FEM;SG	N;NOM;FEM;SG;POS
barriera	bariéru	barriera	bariéra	N;FEM;SG	N;ACC;FEM;SG;POS
petrolio	ropa	petrolio	ropa	N;MASC;SG	N;NOM;FEM;SG;POS
petrolio	olej	petrolio	olej	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
petrolio	ropa	petrolio	ropa	N;MASC;SG	N;NOM;FEM;SG;POS
jaime	jamieho	jaima	jamie	N;SG	N;ANIM;ACC;MASC;SG;POS
avanguardia	vanguard	avanguardia	vanguard	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
primario	primární	primario	primární	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
duncan	duncana	duncan	duncan	N;FEM;SG	N;ANIM;ACC;MASC;SG;POS
amata	miloval	amato	milovat	V;FEM;SG;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
arancione	pomeranč	arancione	pomeranč	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
orazio	orazio	orazio	orazio	N;MASC;SG	N;NOM;MASC;SG;POS
orazio	horatio	orazio	horatio	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
orazio	horace	orazio	horace	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
tyler	tylera	tyler	tyler	N;SG	N;ANIM;ACC;MASC;SG;POS
elite	elita	elite	elita	N	N;NOM;FEM;SG;POS
elite	elity	elite	elita	N	N;NOM;FEM;PL;POS
incisione	rytina	incisione	rytina	N;FEM;SG	N;NOM;FEM;SG;POS
incisione	leptání	incisione	leptání	N;FEM;SG	N;NOM;NEUT;SG;POS
incisione	řez	incisione	řez	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
stand	stánky	stand	stánek	N;MASC	N;INAN;NOM;MASC;PL;POS
stand	stát	stand	stát	N;MASC	N;INAN;NOM;MASC;SG;POS
stand	budka	stand	budka	N;MASC	N;NOM;FEM;SG;POS
stand	stánek	stand	stánek	N;MASC	N;INAN;NOM;MASC;SG;POS
rom	romština	rom	romština	N	N;NOM;FEM;SG;POS
rom	romové	rom	romový	N	N;ANIM;NOM;MASC;PL;POS
rom	romy	rom	rom	N	N;ANIM;ACC;MASC;PL;POS
rom	romů	rom	rom	N	N;ANIM;GEN;MASC;PL;POS
sacramento	sacramentu	sacramento	sacrament	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
sacramento	svátost	sacramento	svátost	N;MASC;SG	N;NOM;FEM;SG;POS
carburante	palivo	carburante	palivo	N;MASC;SG	N;NOM;NEUT;SG;POS
xbox	xbox	xbox	xbox	N;MASC	N;MASC;SG;POS
rabbia	hněv	rabbia	hněv	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
rabbia	zloba	rabbia	zloba	N;FEM;SG	N;NOM;FEM;SG;POS
rabbia	vztek	rabbia	vztek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
rabbia	zlost	rabbia	zlost	N;FEM;SG	N;NOM;FEM;SG;POS
rabbia	vzteklinu	rabbia	vzteklina	N;FEM;SG	N;ACC;FEM;SG;POS
rabbia	zuřivost	rabbia	zuřivost	N;FEM;SG	N;NOM;FEM;SG;POS
rabbia	hněv	rabbia	hněv	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
rabbia	vztek	rabbia	vztek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
rabbia	zlost	rabbia	zlost	N;FEM;SG	N;NOM;FEM;SG;POS
erroneamente	mylně	erroneamente	mylně	ADV	ADV;POS
erroneamente	chybně	erroneamente	chybně	ADV	ADV;POS
erroneamente	chybně	erroneamente	chybně	ADV	ADV;POS
kenny	kennyho	kenny	kenny	N;MASC	N;ANIM;ACC;MASC;SG;POS
spinto	strčil	spingere	strčit	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
uscite	východy	uscire	východ	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
seven	sedmička	seven	sedmička	N	N;NOM;FEM;SG;POS
giovedì	čtvrtek	giovedì	čtvrtek	N;MASC	N;INAN;NOM;MASC;SG;POS
manhattan	manhattanu	manhattan	manhattan	N;FEM;SG	N;INAN;DAT;MASC;SG;POS
manhattan	manhattan	manhattan	manhattan	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
finanziario	finanční	finanziario	finanční	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
imparare	naučit	imparare	naučit	V;NFIN	V;PFV;POS;NFIN
dignità	důstojnosti	dignità	důstojnost	N;FEM	N;NOM;FEM;SG;POS
dignità	důstojnost	dignità	důstojnost	N;FEM	N;NOM;FEM;SG;POS
cacciatori	lovce	cacciatore	lovec	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
cacciatori	lovci	cacciatore	lovec	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
cavità	dutiny	cavità	dutina	N;FEM	N;NOM;FEM;PL;POS
cavità	dutiny	cavità	dutina	N;FEM	N;NOM;FEM;PL;POS
espressioni	výrazů	espressione	výraz	N;FEM;PL	N;INAN;GEN;MASC;PL;POS
espressioni	výrazy	espressione	výraz	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
violenta	násilné	violento	násilný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
violenta	násilný	violento	násilný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
debito	dluh	debito	dluh	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
debito	zadlužení	debito	zadlužení	N;MASC;SG	N;NOM;NEUT;SG;POS
hank	hanka	hank	hanka	N	N;NOM;FEM;SG;POS
hank	hank	hank	hanka	N	N;ANIM;NOM;MASC;SG;POS
hank	hanku	hank	hanka	N	N;ACC;FEM;SG;POS
adventures	dobrodružství	adventures	dobrodružství	N	N;NOM;NEUT;SG;POS
falco	falcon	falco	falcon	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
falco	jestřáb	falco	jestřáb	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
falco	falco	falco	falco	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
continue	průběžné	continuo	průběžný	ADJ;FEM;PL	ADJ;NOM;MASC;PL;POS
ristampa	reedice	ristampare	reedice	N;FEM;SG	N;NOM;FEM;SG;POS
madame	madam	madame	madam	N;FEM;SG	N;NOM;FEM;SG;POS
iscrizioni	nápisy	iscrizione	nápis	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
daniela	daniela	daniela	daniela	N;FEM;SG	N;NOM;FEM;SG;POS
storm	bouře	storm	bouře	N	N;NOM;FEM;SG;POS
storm	bouřka	storm	bouřka	N	N;NOM;FEM;SG;POS
fretta	spěch	fretta	spěch	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
fretta	spěch	fretta	spěch	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
portaerei	přepravce	portare	přepravka	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
portaerei	dopravce	portare	dopravce	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
portaerei	nosič	portare	nosič	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
polemica	kontroverze	polemica	kontroverze	N;FEM;SG	N;NOM;FEM;SG;POS
elsa	elsa	elso	elsa	N;FEM;SG	N;NOM;FEM;SG;POS
battesimo	křest	battesimo	křest	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
battesimo	křest	battesimo	křest	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
interazione	interakce	interazione	interakce	N;FEM;SG	N;NOM;FEM;SG;POS
interazione	interakci	interazione	interakce	N;FEM;SG	N;ACC;FEM;SG;POS
islamica	islámský	islamico	islámský	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
islamica	islámské	islamico	islámský	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
diagnosi	diagnózy	diagnosi	diagnóza	N;FEM	N;NOM;FEM;PL;POS
diagnosi	diagnózu	diagnosi	diagnóza	N;FEM	N;ACC;FEM;SG;POS
diagnosi	diagnostika	diagnosi	diagnostika	N;FEM	N;NOM;FEM;SG;POS
diagnosi	diagnóza	diagnosi	diagnóza	N;FEM	N;NOM;FEM;SG;POS
diagnosi	diagnostiku	diagnosi	diagnostika	N;FEM	N;ACC;FEM;SG;POS
diagnosi	diagnostika	diagnosi	diagnostika	N;FEM	N;NOM;FEM;SG;POS
africana	africký	africano	africký	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
africana	africká	africano	africký	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
prestazione	představení	prestazione	představení	N;FEM;SG	N;NOM;NEUT;SG;POS
prestazione	výkon	prestazione	výkon	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
prestazione	výkonnost	prestazione	výkonnost	N;FEM;SG	N;NOM;FEM;SG;POS
prestazione	výkonnosti	prestazione	výkonnost	N;FEM;SG	N;NOM;FEM;SG;POS
prestazione	vystoupení	prestazione	vystoupení	N;FEM;SG	N;NOM;NEUT;SG;POS
adulto	dospělá	adulto	dospělý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
adulto	dospělý	adulto	dospělý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
carla	carlu	carla	carlo	N;FEM;SG	N;DAT;NEUT;SG;POS
ferita	zranění	ferito	zranění	N;FEM;SG	N;NOM;NEUT;SG;POS
ferita	rána	ferito	ráno	N;FEM;SG	N;NOM;FEM;SG;POS
controlla	zkontrolovat	controllare	zkontrolovat	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
dolci	sladkosti	dolce	sladkost	N;PL	N;NOM;FEM;PL;POS
dolci	cukrovinky	dolce	cukrovinka	N;PL	N;NOM;FEM;PL;POS
dolci	dorty	dolce	dort	N;PL	N;INAN;NOM;MASC;PL;POS
dolci	koláče	dolce	koláč	N;PL	N;INAN;NOM;MASC;PL;POS
dolci	dezerty	dolce	dezert	N;PL	N;INAN;NOM;MASC;PL;POS
dolci	zákusky	dolce	zákuska	N;PL	N;INAN;NOM;MASC;PL;POS
shanghai	šanghaji	shanghaio	šanghaj	N;MASC	N;DAT;FEM;SG;POS
malcolm	malcolm	malcolm	malcolm	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
malcolm	malcolma	malcolm	malcolma	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
pole	tyč	pole	tyč	N;FEM;SG	N;NOM;FEM;SG;POS
pole	pól	pole	pól	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
pole	sloup	pole	sloup	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
pole	pólu	pole	pól	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
espressa	expresní	espresso	expresní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
espressa	vyjádřeno	espresso	vyjádřený	ADJ;FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
quotidiani	noviny	quotidiano	noviny	N;MASC;PL	N;NOM;FEM;PL;POS
false	falešné	falso	falešný	ADJ;FEM;PL	ADJ;NOM;NEUT;PL;POS
evil	zlo	evile	zlo	N	N;NOM;NEUT;SG;POS
improvviso	náhlá	improvviso	náhlý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
improvviso	náhlý	improvviso	náhlý	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
improvviso	náhlé	improvviso	náhlý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
censura	cenzura	censurare	cenzura	N;FEM;SG	N;NOM;FEM;SG;POS
browser	prohlížeče	browser	prohlížeč	N;MASC	N;INAN;NOM;MASC;PL;POS
browser	prohlížeč	browser	prohlížeč	N;MASC	N;INAN;NOM;MASC;SG;POS
ombre	stíny	ombra	stín	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
margini	okraje	margine	okraj	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
incrocio	křižovatce	incrocio	křižovatka	N;MASC;SG	N;DAT;FEM;SG;POS
incrocio	křižovatka	incrocio	křižovatka	N;MASC;SG	N;NOM;FEM;SG;POS
catturati	zajali	catturare	zajmout	V;MASC;PL;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
rod	tyč	rod	tyč	N;MASC	N;NOM;FEM;SG;POS
rod	rod	rod	rod	N;MASC	N;INAN;NOM;MASC;SG;POS
rod	prut	rod	prut	N;MASC	N;INAN;NOM;MASC;SG;POS
invisibile	neviditelné	invisibile	viditelný	ADJ;SG	ADJ;NOM;NEUT;SG;NEG
invisibile	neviditelná	invisibile	viditelný	ADJ;SG	ADJ;NOM;FEM;SG;NEG
invisibile	neviditelný	invisibile	viditelný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;NEG
invisibile	neviditelné	invisibile	viditelný	ADJ;SG	ADJ;NOM;NEUT;SG;NEG
unesco	unesco	unesco	unésco	N;MASC;SG	N;NOM;MASC;SG;POS
mammiferi	savců	mammifero	savec	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
mammiferi	savců	mammifero	savec	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
mammiferi	savce	mammifero	savec	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
mammiferi	savci	mammifero	savec	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
superstiti	přeživší	superstite	přeživší	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
biologia	biologie	biologia	biologie	N;FEM;SG	N;NOM;FEM;SG;POS
propulsione	pohon	propulsione	pohon	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
sonata	sonata	sonato	sonata	N;FEM;SG	N;NOM;FEM;SG;POS
crema	smetana	crema	smetana	N;FEM;SG	N;NOM;FEM;SG;POS
crema	krém	crema	krém	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
esclusiva	výhradní	esclusivo	výhradní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
esclusiva	výlučné	esclusivo	výlučný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
esclusiva	exkluzivní	esclusivo	exkluzivní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
profeta	prorok	profeto	prorok	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
profeta	proroka	profeto	prorok	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
profeta	proroku	profeto	prorok	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
cartone	krabička	cartone	krabička	N;MASC;SG	N;NOM;FEM;SG;POS
cartone	karton	cartone	karton	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
cartone	lepenka	cartone	lepenka	N;MASC;SG	N;NOM;FEM;SG;POS
cartone	karton	cartone	karton	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
cartone	lepenka	cartone	lepenka	N;MASC;SG	N;NOM;FEM;SG;POS
attivamente	aktivně	attivamente	aktivně	ADV	ADV;POS
bando	oznámení	bando	oznámení	N;MASC;SG	N;NOM;NEUT;SG;POS
brigate	brigád	brigato	brigáda	N;FEM;PL	N;GEN;FEM;PL;POS
brigate	brigády	brigato	brigáda	N;FEM;PL	N;NOM;FEM;PL;POS
incredibile	úžasný	incredibile	úžasný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
incredibile	úžasné	incredibile	úžasný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
incredibile	úžasná	incredibile	úžasný	ADJ;SG	ADJ;NOM;FEM;SG;POS
incredibile	neuvěřitelné	incredibile	uvěřitelný	ADJ;SG	ADJ;NOM;NEUT;SG;NEG
incredibile	neuvěřitelný	incredibile	uvěřitelný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;NEG
incredibile	neuvěřitelné	incredibile	uvěřitelný	ADJ;SG	ADJ;NOM;NEUT;SG;NEG
incredibile	neuvěřitelný	incredibile	uvěřitelný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;NEG
comunicare	sdělovat	comunicare	sdělovat	V;NFIN	V;IPFV;POS;NFIN
comunicare	komunikovat	comunicare	komunikovat	V;NFIN	V;POS;NFIN
discreto	diskrétní	discreto	diskrétní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
discreto	diskrétní	discreto	diskrétní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
assegnazione	příděl	assegnazione	příděl	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
assegnazione	přidělení	assegnazione	přidělení	N;FEM;SG	N;NOM;NEUT;SG;POS
assegnazione	přidělování	assegnazione	přidělování	N;FEM;SG	N;NOM;NEUT;SG;POS
assegnazione	úkol	assegnazione	úkol	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
assegnazione	přidělení	assegnazione	přidělení	N;FEM;SG	N;NOM;NEUT;SG;POS
assegnazione	zadání	assegnazione	zadání	N;FEM;SG	N;NOM;NEUT;SG;POS
assegnazione	přiřazení	assegnazione	přiřazení	N;FEM;SG	N;NOM;NEUT;SG;POS
patricia	patricie	patricia	patricie	N;FEM;SG	N;NOM;FEM;SG;POS
patricia	patricia	patricia	patricium	N;FEM;SG	N;NOM;FEM;SG;POS
sfruttamento	vykořisťování	sfruttamento	vykořisťování	N;MASC;SG	N;NOM;NEUT;SG;POS
sfruttamento	využívání	sfruttamento	využívání	N;MASC;SG	N;NOM;NEUT;SG;POS
bond	bonde	bond	bond	N	N;INAN;NOM;MASC;SG;POS
bond	kauce	bond	kauce	N	N;NOM;FEM;SG;POS
bond	pouto	bond	pouto	N	N;NOM;NEUT;SG;POS
rap	rap	rap	rap	N;MASC	N;INAN;NOM;MASC;SG;POS
sparta	sparta	spartare	sparta	N;FEM;SG	N;NOM;FEM;SG;POS
baroni	baroni	barono	baroň	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
persiano	perské	persiano	perský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
six	šestka	six	šestka	N	N;NOM;FEM;SG;POS
cileno	chilské	cileno	chilský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
generare	generovat	generare	generovat	V;NFIN	V;IPFV;POS;NFIN
valvole	ventily	valvola	ventil	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
valvole	ventily	valvola	ventil	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
raggiungibile	dosažitelné	raggiungibile	dosažitelný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
raggiungibile	dosažitelné	raggiungibile	dosažitelný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
acquistare	zakoupit	acquistare	zakoupit	V;NFIN	V;PFV;POS;NFIN
acquistare	koupit	acquistare	koupit	V;NFIN	V;PFV;POS;NFIN
acquistare	zakoupit	acquistare	zakoupit	V;NFIN	V;PFV;POS;NFIN
decima	desáté	decimare	desátý	ADJ;FEM;SG	ADJ;NOM;MASC;SG
decima	desátý	decimare	desátý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
trascorso	strávil	trascorrere	strávit	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
parodia	parodie	parodia	parodie	N;FEM;SG	N;NOM;FEM;SG;POS
risposto	odpovědělo	rispondere	odpovědět	V;MASC;SG;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
risposto	odpověděl	rispondere	odpovědět	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
risposto	odpovědělo	rispondere	odpovědět	V;MASC;SG;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
risposto	odpověděl	rispondere	odpovědět	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
ordina	seřadit	ordinare	seřadit	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
ordina	třídit	ordinare	třídit	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
ordina	objednat	ordinare	objednat	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
marketing	marketing	marketing	marketing	N;MASC	N;INAN;NOM;MASC;SG;POS
ventura	ventura	ventura	ventura	N;FEM;SG	N;NOM;FEM;SG;POS
etica	etiku	etica	etika	N;FEM;SG	N;ACC;FEM;SG;POS
etica	etika	etica	etika	N;FEM;SG	N;NOM;FEM;SG;POS
convoglio	konvoj	convoglio	konvoj	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
turni	směny	turno	směna	N;MASC;PL	N;NOM;FEM;PL;POS
dinamica	dynamický	dinamica	dynamický	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
dinamica	dynamická	dinamica	dynamický	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
dinamica	dynamické	dinamica	dynamický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
trampolino	trampolíně	trampolino	trampolíně	N;MASC;SG	N;DAT;FEM;SG;POS
edilizia	stavebnictví	edilizia	stavebnictví	N;FEM;SG	N;NOM;NEUT;SG;POS
edilizia	výstavba	edilizia	výstavba	N;FEM;SG	N;NOM;FEM;SG;POS
edilizia	stavba	edilizia	stavba	N;FEM;SG	N;NOM;FEM;SG;POS
edilizia	konstrukce	edilizia	konstrukce	N;FEM;SG	N;NOM;FEM;SG;POS
