met	مع	met	مَعَ	ADP	ADP;ACC
reeks	السلسلة	reeks	سِلسِلَة	N;SG	N;NOM;DEF;SG
eilande	جزر	eilande	جَزِيرَة	N;PL	N;NOM;INDF;PL
speel	تلعب	speel	لَعِب	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
speel	لعب	speel	لَعِب	V;PRS	V;PFV;MASC;SG;3;ACT
speel	يلعب	speel	لَعِب	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
gelei	قاد	lei	قَاد	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
stigting	تاسيس	stigting	تاسيس	N;SG	N;NOM;INDF;SG
stigting	التشكيل	stigting	تَشكِيل	N;SG	N;NOM;DEF;SG
stigting	تشكيل	stigting	تَشكِيل	N;SG	N;NOM;INDF;SG
beskryf	وصف	beskryf	وَصَف	V;PRS	V;PFV;MASC;SG;3;ACT
streek	منطقة	streek	مِنطَقَة	N;SG	N;NOM;INDF;SG
streek	المنطقة	streek	مِنطَقَة	N;SG	N;NOM;DEF;SG
rivier	النهر	rivier	نَهر	N;SG	N;NOM;DEF;SG
rivier	نهر	rivier	نَهر	N;SG	N;NOM;INDF;SG
ses	ستة	ses	سِتَّة	NUM	NUM;NOM;INDF;MASC
grond	تربة	grond	تَربَة	N;SG	N;NOM;INDF;SG
grond	التربة	grond	تَرَبَّة	N;SG	N;NOM;DEF;SG
grond	الارض	grond	أَرض	N;SG	N;NOM;DEF;SG
spesies	الانواع	spesie	نَوع	N;PL	N;NOM;DEF;PL
beroep	المهنة	beroep	مُهَنِّئ	N;SG	N;NOM;DEF;SG
beroep	مهنة	beroep	مِهنَة	N;SG	N;NOM;INDF;SG
verklaar	اعلنت	verklaar	أَعلَن	V;PRS	V;PFV;FEM;SG;3;ACT
gedoen	فعلت	doen	فَعَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
gedoen	تمت	doen	تَمّ	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
gedoen	تم	doen	تَمّ	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
gedoen	انتهيت	doen	اِنتَهَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
lede	الاعضاء	lid	عُضو	N;PL	N;NOM;DEF;PL
lede	اعضاء	lid	عُضو	N;PL	N;NOM;INDF;PL
historiese	تاريخي	histories	تَارِيخِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
historiese	تاريخية	histories	تَارِيخِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
historiese	تاريخي	histories	تَارِيخِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
historiese	تاريخية	histories	تَارِيخِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
minister	وزير	minister	وَزِير	N;SG	N;NOM;INDF;SG
minister	وزيرة	minister	وَزِيرَة	N;SG	N;NOM;INDF;SG
minister	الوزيرة	minister	وَزِيرَة	N;SG	N;NOM;DEF;SG
minister	الوزير	minister	وَزِير	N;SG	N;NOM;DEF;SG
span	الفريق	span	فَرِيق	N;SG	N;NOM;DEF;SG
span	فريق	span	فَرِيق	N;SG	N;NOM;INDF;SG
ontwikkeling	التنمية	ontwikkeling	تَنمِيَة	N;SG	N;NOM;DEF;SG
ontwikkeling	تنمية	ontwikkeling	تَنمِيَة	N;SG	N;NOM;INDF;SG
ontwikkeling	التطوير	ontwikkeling	تَطوِير	N;SG	N;NOM;DEF;SG
dele	اجزاء	deel	جُزء	N;PL	N;NOM;INDF;PL
distrik	المنطقة	distrik	مِنطَقَة	N;SG	N;NOM;DEF;SG
distrik	المقاطعة	distrik	مُقَاطَعَة	N;SG	N;NOM;DEF;SG
distrik	منطقة	distrik	مِنطَقَة	N;SG	N;NOM;INDF;SG
gewen	فاز	wen	فَاز	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
god	اللهم	god	لُهِمّ	N;SG	N;NOM;DEF;SG
god	الله	god	اَللّٰه	N;SG	N;NOM;DEF;SG
pad	الطريق	pad	طَرِيق	N;SG	N;NOM;DEF;SG
pad	طريق	pad	طَرِيق	N;SG	N;NOM;INDF;SG
militêre	عسكرية	militêr	عَسكَرِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
militêre	العسكري	militêr	عَسكَرِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
militêre	عسكري	militêr	عَسكَرِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
inligting	الاعلام	inligting	إِعلَام	N;SG	N;NOM;DEF;SG
veroorsaak	سببت	veroorsaak	سَبَب	V;PRS	V;PFV;FEM;SG;3;ACT
veroorsaak	تسبب	veroorsaak	تَسَبَّب	V;PRS	V;PFV;MASC;SG;3;ACT
veroorsaak	يسبب	veroorsaak	سَبَّب	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
ontdek	اكتشف	ontdek	اِكتَشَف	V;PRS	V;PFV;MASC;SG;3;PASS
ontdek	يكتشف	ontdek	اِكتَشَف	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
oorspronklike	الاصلي	oorspronklik	أَصلِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
oorspronklike	الاصلية	oorspronklik	أَصلِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
oorspronklike	اصلية	oorspronklik	أَصلِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
boek	الكتاب	boek	كِتَاب	N;SG	N;NOM;DEF;SG
boek	كتاب	boek	كِتَاب	N;SG	N;NOM;INDF;SG
artikels	مقالات	artikel	مَقَالَة	N;PL	N;NOM;INDF;PL
artikels	المقالات	artikel	المقالات	N;PL	N;NOM;DEF;PL
artikels	الاقسام	artikel	قِسم	N;PL	N;NOM;DEF;PL
artikels	اقسام	artikel	قِسم	N;PL	N;NOM;INDF;PL
opgerig	شيدت	opgerig	شَيَّد	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
kalender	تقويم	kalender	تَقوِيم	N;SG	N;NOM;INDF;SG
kalender	التقويم	kalender	تَقوِيم	N;SG	N;NOM;DEF;SG
wet	القانون	wet	قَانُون	N;SG	N;NOM;DEF;SG
wet	قانون	wet	قَانُون	N;SG	N;NOM;INDF;SG
wet	التصرف	wet	تَصَرُّف	N;SG	N;NOM;DEF;SG
wet	الفعل	wet	فِعل	N;SG	N;NOM;DEF;SG
wet	التمثيل	wet	تَمثِيل	N;SG	N;NOM;DEF;SG
val	اسقط	val	أَسقَط	V;PRS	V;PFV;MASC;SG;3;ACT
val	اسقط	val	أَسقَط	V;PRS	V;PFV;MASC;SG;3;ACT
gevind	وجد	vind	وَجَد	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
gevind	خلصت	vind	خَلَّص	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
gevind	وجدت	vind	وَجَد	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
omgewing	البيئة	omgewing	بِيئَة	N;SG	N;NOM;DEF;SG
omgewing	بيئة	omgewing	بِيئَة	N;SG	N;NOM;INDF;SG
omgewing	مساحة	omgewing	مِسَاحَة	N;SG	N;NOM;INDF;SG
omgewing	المساحة	omgewing	مِسَاحَة	N;SG	N;NOM;DEF;SG
omgewing	منطقة	omgewing	مِنطَقَة	N;SG	N;NOM;INDF;SG
omgewing	المنطقة	omgewing	مِنطَقَة	N;SG	N;NOM;DEF;SG
lid	عضوة	lid	عُضوَة	N;SG	N;NOM;INDF;SG
lid	عضو	lid	عُضو	N;SG	N;NOM;INDF;SG
lid	العضو	lid	عُضو	N;SG	N;NOM;DEF;SG
voormalige	سابق	voormalig	سَابِق	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
skeidsregter	حكم	skeidsregter	حُكم	N;SG	N;NOM;INDF;SG
skeidsregter	الحكم	skeidsregter	حُكم	N;SG	N;NOM;DEF;SG
buite	خارج	buite	خَارِجَ	ADP	ADP;ACC
ouderdom	السن	ouderdom	سِنّ	N;SG	N;NOM;DEF;SG
ouderdom	العمر	ouderdom	عُمر	N;SG	N;NOM;DEF;SG
diens	الخدمة	diens	خِدمَة	N;SG	N;NOM;DEF;SG
diens	خدمة	diens	خِدمَة	N;SG	N;NOM;INDF;SG
noordelike	الشمالية	noordelik	شَمَالِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
noordelike	الشمالي	noordelik	شَمَالِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
woorde	الكلمات	woord	كَلِمَة	N;PL	N;NOM;DEF;PL
woorde	كلمات	woord	كَلِمَة	N;PL	N;NOM;INDF;PL
verkiesing	انتخاب	verkiesing	اِنتِخَاب	N;SG	N;NOM;INDF;SG
verkiesing	الانتخاب	verkiesing	اِنتِخَاب	N;SG	N;NOM;DEF;SG
geval	القضية	geval	قَضِيَّة	N;SG	N;NOM;DEF;SG
geval	حالة	geval	حَالَة	N;SG	N;NOM;INDF;SG
geval	قضية	geval	قَضِيَّة	N;SG	N;NOM;INDF;SG
geval	الحالة	geval	حَالَة	N;SG	N;NOM;DEF;SG
unie	النقابة	unie	نِقَابَة	N;SG	N;NOM;DEF;SG
unie	نقابة	unie	نِقَابَة	N;SG	N;NOM;INDF;SG
unie	الاتحاد	unie	اِتِّحَاد	N;SG	N;NOM;DEF;SG
werke	الوظائف	werk	وَظِيفَة	N;PL	N;NOM;DEF;PL
werke	وظائف	werk	وَظِيفَة	N;PL	N;NOM;INDF;PL
sterre	شرارات	sterr	شِرَار	N;PL	N;NOM;INDF;PL
sterre	حانات	sterr	حَانَة	N;PL	N;NOM;INDF;PL
sterre	الحانات	sterr	حَانَة	N;PL	N;NOM;DEF;PL
sterre	قضبان	sterr	قَضِيب	N;PL	N;NOM;INDF;PL
sterre	القضبان	sterr	قَضَب	N;PL	N;NOM;DEF;PL
sterre	النجوم	sterr	نَجم	N;PL	N;NOM;DEF;PL
sterre	نجوم	sterr	نَجم	N;PL	N;NOM;INDF;PL
slag	معركة	slag	مَعرَكَة	N;SG	N;NOM;INDF;SG
slag	المعركة	slag	مَعرَكَة	N;SG	N;NOM;DEF;SG
deelstaat	الولاية	deelstaat	وِلَايَة	N;SG	N;NOM;DEF;SG
deelstaat	دولة	deelstaat	دَولَة	N;SG	N;NOM;INDF;SG
deelstaat	ولاية	deelstaat	وِلَايَة	N;SG	N;NOM;INDF;SG
deelstaat	الحالة	deelstaat	حَالَة	N;SG	N;NOM;DEF;SG
deelstaat	الدولة	deelstaat	دَولَة	N;SG	N;NOM;DEF;SG
oseaan	المحيط	oseaan	مُحِيط	N;SG	N;NOM;DEF;SG
help	ساعد	help	سَاعَد	V;PRS	V;MASC;IMP;SG
museum	المتحف	museum	مَتحَف	N;SG	N;NOM;DEF;SG
museum	متحف	museum	مَتحَف	N;SG	N;NOM;INDF;SG
want	لان	want	لِأَنَّ	CONJ	CONJ
probeer	حاول	probeer	حَاوَل	V;PRS	V;MASC;IMP;SG;FIN
bome	اشجار	bome	شَجَر	N;PL	N;NOM;INDF;PL
bome	الاشجار	bome	شَجَر	N;PL	N;NOM;DEF;PL
stelsel	نظام	stelsel	نِظَام	N;SG	N;NOM;INDF;SG
stelsel	النظام	stelsel	نِظَام	N;SG	N;NOM;DEF;SG
stelsel	المنظومة	stelsel	مَنظُومَة	N;SG	N;NOM;DEF;SG
raad	المشورة	raad	مُشَوِّر	N;SG	N;NOM;DEF;SG
raad	نصيحة	raad	نَصِيحَة	N;SG	N;NOM;INDF;SG
raad	النصيحة	raad	نَصِيح	N;SG	N;NOM;DEF;SG
raad	مجلس	raad	مَجلِس	N;SG	N;NOM;INDF;SG
raad	المجلس	raad	مَجلِس	N;SG	N;NOM;DEF;SG
dorpe	البلدات	dorpe	بَلدَة	N;PL	N;NOM;DEF;PL
dorpe	المدن	dorpe	مَدِينَة	N;PL	N;NOM;DEF;PL
dorpe	بلدات	dorpe	بَلدَة	N;PL	N;NOM;INDF;PL
dorpe	مدن	dorpe	مَدِينَة	N;PL	N;NOM;INDF;PL
stede	المدن	stede	مَدِينَة	N;PL	N;NOM;DEF;PL
stede	مدن	stede	مَدِينَة	N;PL	N;NOM;INDF;PL
klub	النادي	klub	نَادِي	N;SG	N;NOM;DEF;SG
klub	ناد	klub	نَادِي	N;SG	N;NOM;INDF;SG
ster	نجمة	ster	نَجمَة	N;SG	N;NOM;INDF;SG
ster	النجم	ster	نَجم	N;SG	N;NOM;DEF;SG
ster	النجمة	ster	نَجمَة	N;SG	N;NOM;DEF;SG
vanuit	من	vanuit	مِن	ADP	ADP
weke	الاسابيع	week	أُسبُوع	N;PL	N;NOM;DEF;PL
weke	اسابيع	week	أُسبُوع	N;PL	N;NOM;INDF;PL
generaal	عام	generaal	عَام	N;SG	N;NOM;INDF;SG
generaal	لواء	generaal	لِوَاء	N;SG	N;NOM;INDF;SG
generaal	اللواء	generaal	لِوَاء	N;SG	N;NOM;DEF;SG
generaal	الجنرال	generaal	جِنِرَال	N;SG	N;NOM;DEF;SG
vergadering	اجتماع	vergadering	اِجتِمَاع	N;SG	N;NOM;INDF;SG
vergadering	لقاء	vergadering	لِقَاء	N;SG	N;NOM;INDF;SG
vergadering	الاجتماع	vergadering	اِجتِمَاع	N;SG	N;NOM;DEF;SG
vergadering	الجلسة	vergadering	جَلسَة	N;SG	N;NOM;DEF;SG
orde	امر	orde	أَمر	N;SG	N;NOM;INDF;SG
orde	طلب	orde	طَلَب	N;SG	N;NOM;INDF;SG
orde	ترتيب	orde	تَرتِيب	N;SG	N;NOM;INDF;SG
orde	الطلب	orde	طَلَب	N;SG	N;NOM;DEF;SG
orde	النظام	orde	نِظَام	N;SG	N;NOM;DEF;SG
loop	يمشي	loop	أَمشَى	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
antieke	قديم	antiek	قَدِيم	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
uitgawe	الطبعة	uitgawe	طَبعَة	N;SG	N;NOM;DEF;SG
uitgawe	اصدار	uitgawe	إِصدَار	N;SG	N;NOM;INDF;SG
uitgawe	طبعة	uitgawe	طبعة	N;SG	N;NOM;INDF;SG
uitgawe	الاصدار	uitgawe	إِصدَار	N;SG	N;NOM;DEF;SG
verkry	اكتسبت	verkry	اِكتَسَب	V;PRS	V;PFV;FEM;SG;3;ACT
verkry	اكتسب	verkry	اِكتَسَب	V;PRS	V;PFV;MASC;SG;3;ACT
verkoop	تباع	verkoop	أَبَاع	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;PASS
verkoop	بيعت	verkoop	بَيع	V;PRS	V;PFV;FEM;SG;3;PASS
verkoop	بعت	verkoop	بَعَى	V;PRS	V;PFV;FEM;SG;3;ACT
verkoop	باع	verkoop	بَاع	V;PRS	V;PFV;MASC;SG;3;ACT
verkoop	يبيع	verkoop	بَاع	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
voël	الطائر	voël	طَائِر	N;SG	N;NOM;DEF;SG
voël	الطير	voël	الطير	N;SG	N;NOM;DEF;SG
voël	طائر	voël	طَائِر	N;SG	N;NOM;INDF;SG
vierde	الرابعة	vierde	رَابِع	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
vierde	رابع	vierde	رَابِع	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
vierde	رابعة	vierde	رَابِع	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
vierde	الرابع	vierde	رَابِع	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
hoër	الاعلى	hoog	أَعلَى	ADJ;NOM;CMPR	ADJ;NOM;DEF;MASC;SG
groei	النمو	groei	نُمُوّ	N;SG	N;NOM;DEF;SG
groei	نمو	groei	نُمُوّ	N;SG	N;NOM;INDF;SG
foto	صورة	foto	صُورَة	N;SG	N;NOM;INDF;SG
foto	الصورة	foto	صُورَة	N;SG	N;NOM;DEF;SG
gevestig	انشئت	vestig	أَنشَأ	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
verloor	خسرت	verloor	خَسِر	V;PRS	V;PFV;FEM;SG;3;ACT
verloor	خسر	verloor	خَسِر	V;PRS	V;PFV;MASC;SG;3;ACT
verloor	فقدت	verloor	فَقَد	V;PRS	V;PFV;FEM;SG;3;ACT
verloor	ضاع	verloor	ضَاع	V;PRS	V;PFV;MASC;SG;3;ACT
sewe	سبع	sewe	سَبعَة	NUM	NUM;NOM;INDF;FEM
sewe	سبعة	sewe	سَبعَة	NUM	NUM;NOM;INDF;MASC
sewe	السبعة	sewe	سَبعَة	NUM	NUM;NOM;DEF;MASC
voorbeeld	العينة	voorbeeld	عَينَة	N;SG	N;NOM;DEF;SG
voorbeeld	عينة	voorbeeld	عَيِّنَة	N;SG	N;NOM;INDF;SG
voorbeeld	مثال	voorbeeld	مِثَال	N;SG	N;NOM;INDF;SG
voorbeeld	المثال	voorbeeld	مِثَال	N;SG	N;NOM;DEF;SG
voorsitter	الكرسي	voorsitter	كُرسِيّ	N;SG	N;NOM;DEF;SG
verskil	نختلف	verskil	نختلف	V;PRS	V;IPFV;MASC;IND;PL;1;FIN;ACT
bevestig	اكد	bevestig	أَكَّد	V;PRS	V;PFV;MASC;SG;3;ACT
bepaal	يحدد	bepaal	حَدَّد	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
klas	الطبقة	klas	طَبَقَة	N;SG	N;NOM;DEF;SG
klas	الفصل	klas	فَصل	N;SG	N;NOM;DEF;SG
klas	صف	klas	صَفّ	N;SG	N;NOM;INDF;SG
klas	الصف	klas	صَفّ	N;SG	N;NOM;DEF;SG
klas	الفئة	klas	فِئَة	N;SG	N;NOM;DEF;SG
vertoon	تكشف	vertoon	كَشَف	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
punt	نقطة	punt	نُقطَة	N;SG	N;NOM;INDF;SG
punt	نقطة	punt	نُقطَة	N;SG	N;NOM;INDF;SG
punt	النقطة	punt	نُقطَة	N;SG	N;NOM;DEF;SG
week	اسبوعا	week	أُسبُوع	N;SG	N;ACC;INDF;SG
week	الاسبوع	week	أُسبُوع	N;SG	N;NOM;DEF;SG
week	اسبوع	week	أُسبُوع	N;SG	N;NOM;INDF;SG
stadium	المنصة	stadium	مِنَصَّة	N;SG	N;NOM;DEF;SG
stadium	المسرح	stadium	مَسرَح	N;SG	N;NOM;DEF;SG
stadium	المرحلة	stadium	مَرحَلَة	N;SG	N;NOM;DEF;SG
stadium	مرحلة	stadium	مَرحَلَة	N;SG	N;NOM;INDF;SG
vervaardig	انتج	vervaardig	أَنتَج	V;PRS	V;PFV;MASC;SG;3;ACT
geskep	خلق	skep	خَلَق	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
geskep	خلقت	skep	خَلَق	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
openbare	عامة	openbaar	عَامّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
openbare	علنية	openbaar	عَلَنِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
akteur	الممثل	akteur	مُمَثِّل	N;SG	N;NOM;DEF;SG
akteur	ممثل	akteur	مُمَثِّل	N;SG	N;NOM;INDF;SG
sentrale	الوسطى	sentraal	أَوسَط	N;SG	N;NOM;DEF;SG
sentrale	وسط	sentraal	وَسط	N;SG	N;NOM;INDF;SG
totale	المجموع	totaal	مَجمُوع	N;SG	N;NOM;DEF;SG
totale	اجمالي	totaal	إِجمَالِيّ	N;SG	N;NOM;INDF;SG
natuurlike	الطبيعية	natuurlik	طَبِيعِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
natuurlike	الطبيعي	natuurlik	طَبِيعِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
natuurlike	طبيعي	natuurlik	طَبِيعِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
natuurlike	طبيعية	natuurlik	طَبِيعِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
loopbaan	مسير	loopbaan	مَسِير	N;SG	N;NOM;INDF;SG
loopbaan	المهنة	loopbaan	مُهَنِّئ	N;SG	N;NOM;DEF;SG
loopbaan	مهنة	loopbaan	مِهنَة	N;SG	N;NOM;INDF;SG
skep	يخلق	skep	خَلَق	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
skep	خلق	skep	خَلَق	V;PRS	V;PFV;MASC;SG;3;ACT
olimpiese	الاولمبية	olimpies	أُولِمبِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
dogter	الابنة	dogter	الابنة	N;SG	N;NOM;DEF;SG
dogter	البنت	dogter	بَنت	N;SG	N;NOM;DEF;SG
dogter	ابنة	dogter	اِبنَة	N;SG	N;NOM;INDF;SG
dra	تحمل	dra	حَمَل	V;PRS	V;PFV;MASC;SG;3;FIN;ACT
dra	احمل	dra	احمل	V;PRS	V;PFV;MASC;SG;3;ACT
verteenwoordig	يمثل	verteenwoordig	مَثَّل	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
boeke	الكتب	boeke	كِتَاب	N;PL	N;NOM;DEF;PL
geplaas	نشرت	plaas	نَشَر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
etniese	عرقية	etnies	عِرقِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
kus	الساحل	kus	سَاحِل	N;SG	N;NOM;DEF;SG
gepubliseer	تعيش	publiseer	عَاش	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
gepubliseer	يعيش	publiseer	عَاش	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
gepubliseer	نشرت	publiseer	نَشَر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
bring	جلب	bring	جَلب	V;PRS	V;PFV;MASC;SG;3;ACT
bring	احضر	bring	اِحضَرّ	V;PRS	V;PFV;MASC;SG;3;ACT
geld	المال	geld	مَال	N;SG	N;NOM;DEF;SG
erken	نعترف	erken	نعترف	V;PRS	V;IPFV;MASC;IND;PL;1;FIN;ACT
leier	زعيم	leier	زَعِيم	N;SG	N;NOM;INDF;SG
leier	قائد	leier	قَائِد	N;SG	N;NOM;INDF;SG
boom	الشجرة	boom	شُجرَة	N;SG	N;NOM;DEF;SG
boom	شجرة	boom	شُجرَة	N;SG	N;NOM;INDF;SG
rolprent	الفيلم	rolprent	فِيلم	N;SG	N;NOM;DEF;SG
rolprent	فيلم	rolprent	فِيلم	N;SG	N;NOM;INDF;SG
rolprent	الفلم	rolprent	فَلَّم	N;SG	N;NOM;DEF;SG
rolprent	الفيلم	rolprent	فِيلم	N;SG	N;NOM;DEF;SG
rolprent	فيلم	rolprent	فِيلم	N;SG	N;NOM;INDF;SG
westelike	غربي	westelik	غَربِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
westelike	غربية	westelik	غَربِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
westelike	الغربية	westelik	غَربِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
tradisionele	التقليدي	tradisioneel	تَقلِيدِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
tradisionele	التقليدية	tradisioneel	تَقلِيدِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
tradisionele	تقليدية	tradisioneel	تَقلِيدِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
tradisionele	تقليدي	tradisioneel	تَقلِيدِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
beweging	الحركة	beweging	حَرَكَة	N;SG	N;NOM;DEF;SG
beweging	حركة	beweging	حَرَكَة	N;SG	N;NOM;INDF;SG
beweging	الحركة	beweging	حَرَكَة	N;SG	N;NOM;DEF;SG
beweging	حركة	beweging	حَرَكَة	N;SG	N;NOM;INDF;SG
japannese	ياباني	japannees	يَابَانِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
japannese	اليابانية	japannees	يَابَانِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
diere	حيوانات	dier	حيوانات	N;PL	N;NOM;INDF;PL
diere	الحيوانات	dier	حَيَوَان	N;PL	N;NOM;DEF;PL
punte	النقاط	punt	نُقطَة	N;PL	N;NOM;DEF;PL
punte	نقاط	punt	نُقطَة	N;PL	N;NOM;INDF;PL
kulturele	الثقافي	kultureel	ثَقَافِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
kulturele	ثقافي	kultureel	ثَقَافِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kulturele	ثقافية	kultureel	ثَقَافِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
kulturele	الثقافية	kultureel	ثَقَافِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
liggaam	الجسد	liggaam	جَسَد	N;SG	N;NOM;DEF;SG
liggaam	جسم	liggaam	جَسم	N;SG	N;NOM;INDF;SG
liggaam	جثة	liggaam	جُثَّة	N;SG	N;NOM;INDF;SG
liggaam	الجسم	liggaam	جِسم	N;SG	N;NOM;DEF;SG
basis	القاعدة	basis	قَاعِدَة	N;SG	N;NOM;DEF;SG
basis	قاعدة	basis	قَاعِدَة	N;SG	N;NOM;INDF;SG
verlaat	غادر	verlaat	غَادَر	V;PRS	V;PFV;MASC;SG;3;ACT
goewerneur	محافظ	goewerneur	مُحَافِظ	N;SG	N;NOM;INDF;SG
goewerneur	الحاكم	goewerneur	حَاكِم	N;SG	N;NOM;DEF;SG
kultuur	الثقافة	kultuur	ثَقَافَة	N;SG	N;NOM;DEF;SG
kultuur	ثقافة	kultuur	ثَقَافَة	N;SG	N;NOM;INDF;SG
kaart	خارطة	kaart	خَارِطَة	N;SG	N;NOM;INDF;SG
kaart	الخريطة	kaart	خَرِيطَة	N;SG	N;NOM;DEF;SG
kaart	خريطة	kaart	خَرِيطَة	N;SG	N;NOM;INDF;SG
kennis	التعارف	kennis	تَعَارُف	N;SG	N;NOM;DEF;SG
kennis	معرفة	kennis	مَعرِفَة	N;SG	N;NOM;INDF;SG
kennis	معرفة	kennis	مَعرِفَة	N;SG	N;NOM;INDF;SG
kennis	المعرفة	kennis	مَعرِفَة	N;SG	N;NOM;DEF;SG
parlement	البرلمان	parlement	بَرلَمَان	N;SG	N;NOM;DEF;SG
parlement	برلمان	parlement	بَرلَمَان	N;SG	N;NOM;INDF;SG
sosiale	اجتماعية	sosiaal	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
sosiale	الاجتماعية	sosiaal	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
sosiale	الاجتماعي	sosiaal	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
sosiale	اجتماعي	sosiaal	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
geboue	المباني	bou	مَبنَى	N;PL	N;NOM;DEF;PL
geboue	البنايات	bou	بِنَايَة	N;PL	N;NOM;DEF;PL
geboue	مبان	bou	مَبَّان	N;PL	N;NOM;INDF;PL
geboue	مباني	bou	مَبنَى	N;PL	N;NOM;INDF;PL
gebring	جلبت	bring	جَلَب	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
gebring	احضرت	bring	أَحضَر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
trek	اسحب	trek	أَسحَب	V;PRS	V;PFV;MASC;SG;3;ACT
stem	صوتوا	stem	صَوت	V;PRS	V;PFV;MASC;PL;3;ACT
energie	طاقة	energie	طَاقَة	N;SG	N;NOM;INDF;SG
energie	الطاقة	energie	طَاقَة	N;SG	N;NOM;DEF;SG
boere	المزارعين	boer	مُزَارِع	N;PL	N;NOM;DEF;PL
boere	المزارعون	boer	مُزَارِع	N;PL	N;NOM;DEF;PL
