категория	類別	категория	類別	N;INAN;NOM;FEM;SG	N
действия	行動	действие	行動	N;INAN;NOM;NEUT;PL	N
действия	動態	действие	動態	N;INAN;NOM;NEUT;PL	N
действия	活動	действие	活動	N;INAN;NOM;NEUT;PL	N
дивизии	師團	дивизия	師團	N;INAN;NOM;FEM;PL	N
музей	博物	музей	博物	N;INAN;NOM;MASC;SG	N
ряд	划	ряд	划	N;INAN;NOM;MASC;SG	N
ряд	排	ряд	排	N;INAN;NOM;MASC;SG	N
душу	靈魂	душа	靈魂	N;INAN;ACC;FEM;SG	N
школа	學校	школа	學校	N;INAN;NOM;FEM;SG	N
выше	更高	высокий	更高	ADJ;CMPR	ADJ
выше	較高	высокий	較高	ADJ;CMPR	ADJ
выше	更高	высокий	更高	ADJ;CMPR	ADJ
медаль	獎章	медаль	獎章	N;INAN;NOM;FEM;SG	N
медаль	勳章	медаль	勳章	N;INAN;NOM;FEM;SG	N
медаль	獎牌	медаль	獎牌	N;INAN;NOM;FEM;SG	N
земли	土地	земля	土地	N;INAN;NOM;FEM;PL	N
земли	陸地	земля	陸地	N;INAN;NOM;FEM;PL	N
земли	土地	земля	土地	N;INAN;NOM;FEM;PL	N
режиссёр	主任	режиссёр	主任	N;ANIM;NOM;MASC;SG	N
режиссёр	司長	режиссёр	司長	N;ANIM;NOM;MASC;SG	N
правила	規則	правило	規則	N;INAN;NOM;NEUT;PL	N
правила	細則	правило	細則	N;INAN;NOM;NEUT;PL	N
правила	條例	правило	條例	N;INAN;NOM;NEUT;PL	N
полка	架子	полк	架子	N;INAN;NOM;MASC;SG	N
полка	貨架	полк	貨架	N;INAN;NOM;MASC;SG	N
полка	書架	полк	書架	N;INAN;NOM;MASC;SG	N
полка	團	полк	團	N;INAN;NOM;MASC;SG	N
полка	兵團	полк	兵團	N;INAN;NOM;MASC;SG	N
линии	線	линия	線	N;INAN;NOM;FEM;PL	N
линии	線路	линия	線路	N;INAN;NOM;FEM;PL	N
линии	線	линия	線	N;INAN;NOM;FEM;PL	N
линии	線	линия	線	N;INAN;NOM;FEM;PL	N
места	地點	место	地點	N;INAN;NOM;NEUT;PL	N
места	地方	место	地方	N;INAN;NOM;NEUT;PL	N
места	地點	место	地點	N;INAN;NOM;NEUT;PL	N
места	席位	место	席位	N;INAN;NOM;NEUT;PL	N
места	座位	место	座位	N;INAN;NOM;NEUT;PL	N
категории	類別	категория	類別	N;INAN;NOM;FEM;PL	N
категории	類別	категория	類別	N;INAN;NOM;FEM;PL	N
компания	公司	компания	公司	N;INAN;NOM;FEM;SG	N
используется	使用	использовать	使用	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
начало	開端	начало	開端	N;INAN;NOM;NEUT;SG	N
положение	情況	положение	情況	N;INAN;NOM;NEUT;SG	N
положение	職位	положение	職位	N;INAN;NOM;NEUT;SG	N
положение	位置	положение	位置	N;INAN;NOM;NEUT;SG	N
положение	立場	положение	立場	N;INAN;NOM;NEUT;SG	N
мужчин	男性	мужчина	男性	N;ANIM;GEN;MASC;PL	N
мужчин	男性	мужчина	男性	N;ANIM;GEN;MASC;PL	N
мужчин	男人	мужчина	男人	N;ANIM;GEN;MASC;PL	N
мужчин	男子	мужчина	男子	N;ANIM;GEN;MASC;PL	N
острова	群島	остров	群島	N;INAN;NOM;MASC;PL	N
острова	島嶼	остров	島嶼	N;INAN;NOM;MASC;PL	N
острова	海島	остров	海島	N;INAN;NOM;MASC;PL	N
острова	島嶼	остров	島嶼	N;INAN;NOM;MASC;PL	N
дело	案例	дело	案例	N;INAN;NOM;NEUT;SG	N
дело	個案	дело	個案	N;INAN;NOM;NEUT;SG	N
дело	案件	дело	案件	N;INAN;NOM;NEUT;SG	N
полк	團	полк	團	N;INAN;NOM;MASC;SG	N
полк	兵團	полк	兵團	N;INAN;NOM;MASC;SG	N
станция	站	станция	站	N;INAN;NOM;FEM;SG	N
станция	車站	станция	車站	N;INAN;NOM;FEM;SG	N
профессор	教授	профессор	教授	N;ANIM;NOM;MASC;SG	N
особенно	尤其	особенно	尤其	ADV	ADV
особенно	尤其	особенно	尤其	ADV	ADV
право	法律	право	法律	N;INAN;NOM;NEUT;SG	N
чемпион	冠軍	чемпион	冠軍	N;ANIM;NOM;MASC;SG	N
чемпион	冠軍	чемпион	冠軍	N;ANIM;NOM;MASC;SG	N
лучше	更好	хороший	更好	ADJ;CMPR	ADJ
шаблоны	樣板	шаблон	樣板	N;INAN;NOM;MASC;PL	N
шаблоны	模板	шаблон	模板	N;INAN;NOM;MASC;PL	N
шаблоны	格局	шаблон	格局	N;INAN;NOM;MASC;PL	N
шаблоны	模式	шаблон	模式	N;INAN;NOM;MASC;PL	N
правило	細則	правило	細則	N;INAN;NOM;NEUT;SG	N
роли	作用	роль	作用	N;INAN;NOM;FEM;PL	N
роли	角色	роль	角色	N;INAN;NOM;FEM;PL	N
роли	作用	роль	作用	N;INAN;NOM;FEM;PL	N
роли	角色	роль	角色	N;INAN;NOM;FEM;PL	N
сезон	季	сезон	季	N;INAN;NOM;MASC;SG	N
сезон	季節	сезон	季節	N;INAN;NOM;MASC;SG	N
люди	人類	человек	人類	N;ANIM;NOM;MASC;PL	N
люди	人	человек	人	N;ANIM;NOM;MASC;PL	N
люди	人們	человек	人	N;ANIM;NOM;MASC;PL	N;PL
люди	人民	человек	人民	N;ANIM;NOM;MASC;PL	N
управление	施政	управление	施政	N;INAN;NOM;NEUT;SG	N
управление	治理	управление	治理	N;INAN;NOM;NEUT;SG	N
длина	長度	длина	長度	N;INAN;NOM;FEM;SG	N
тип	型態	тип	型態	N;INAN;NOM;MASC;SG	N
тип	類型	тип	類型	N;INAN;NOM;MASC;SG	N
кладбище	墓園	кладбище	墓園	N;INAN;NOM;NEUT;SG	N
кладбище	墓地	кладбище	墓地	N;INAN;NOM;NEUT;SG	N
кладбище	公墓	кладбище	公墓	N;INAN;NOM;NEUT;SG	N
кладбище	墓地	кладбище	墓地	N;INAN;NOM;NEUT;SG	N
средняя	平均	средний	平均	ADJ;NOM;FEM;SG	ADJ
театр	電影	театр	電影	N;INAN;NOM;MASC;SG	N
театр	劇場	театр	劇場	N;INAN;NOM;MASC;SG	N
театр	戲劇	театр	戲劇	N;INAN;NOM;MASC;SG	N
театр	劇院	театр	劇院	N;INAN;NOM;MASC;SG	N
театр	戲院	театр	戲院	N;INAN;NOM;MASC;SG	N
театр	劇場	театр	劇場	N;INAN;NOM;MASC;SG	N
театр	戰區	театр	戰區	N;INAN;NOM;MASC;SG	N
театр	戲劇	театр	戲劇	N;INAN;NOM;MASC;SG	N
театр	劇院	театр	劇院	N;INAN;NOM;MASC;SG	N
театр	戲院	театр	戲院	N;INAN;NOM;MASC;SG	N
художник	畫師	художник	畫師	N;ANIM;NOM;MASC;SG	N
художник	畫家	художник	畫家	N;ANIM;NOM;MASC;SG	N
художник	藝術	художник	藝術	N;ANIM;NOM;MASC;SG	N
художник	藝人	художник	藝人	N;ANIM;NOM;MASC;SG	N
коммуны	公社	коммун	公社	N;INAN;NOM;FEM;PL	N
коммуны	市鎮	коммун	市鎮	N;INAN;NOM;FEM;PL	N
возможность	機遇	возможность	機遇	N;INAN;NOM;FEM;SG	N
возможность	機會	возможность	機會	N;INAN;NOM;FEM;SG	N
возможность	可能	возможность	可能	N;INAN;NOM;FEM;SG	N
премия	溢價	премия	溢價	N;INAN;NOM;FEM;SG	N
премия	保費	премия	保費	N;INAN;NOM;FEM;SG	N
премия	保險	премия	保險	N;INAN;NOM;FEM;SG	N
премия	獎品	премия	獎品	N;INAN;NOM;FEM;SG	N
премия	獎賞	премия	獎賞	N;INAN;NOM;FEM;SG	N
премия	獎	премия	獎	N;INAN;NOM;FEM;SG	N
премия	獎	премия	獎	N;INAN;NOM;FEM;SG	N
выпускники	老年	выпускник	老年	N;ANIM;NOM;MASC;PL	N
выпускники	校友	выпускник	校友	N;ANIM;NOM;MASC;PL	N
новые	新	новый	新	ADJ;NOM;PL	ADJ
метров	公尺	метр	公尺	N;INAN;GEN;MASC;PL	N
метров	米	метр	米	N;INAN;GEN;MASC;PL	N
метров	公尺	метр	公尺	N;INAN;GEN;MASC;PL	N
практически	幾乎	практически	幾乎	ADV	ADV
президент	總統	президент	總統	N;ANIM;NOM;MASC;SG	N
президент	主席	президент	主席	N;ANIM;NOM;MASC;SG	N
четыре	四	четыре	四	NUM;NOM	NUM
четыре	四	четыре	四	NUM;NOM	NUM
четыре	四	четыре	四	NUM;NOM	NUM
информация	資訊	информация	資訊	N;INAN;NOM;FEM;SG	N
кино	電影	кино	電影	N;INAN;NOM;NEUT;SG	N
кино	影片	кино	影片	N;INAN;NOM;NEUT;SG	N
кино	電影	кино	電影	N;INAN;NOM;NEUT;SG	N
кино	電影	кино	電影	N;INAN;NOM;NEUT;SG	N
кино	膠片	кино	膠片	N;INAN;NOM;NEUT;SG	N
кино	影片	кино	影片	N;INAN;NOM;NEUT;SG	N
кино	電影	кино	電影	N;INAN;NOM;NEUT;SG	N
кино	電影	кино	電影	N;INAN;NOM;NEUT;SG	N
кино	戲院	кино	戲院	N;INAN;NOM;NEUT;SG	N
номер	數字	номер	數字	N;INAN;NOM;MASC;SG	N
номер	數	номер	數	N;INAN;NOM;MASC;SG	N
номер	號碼	номер	號碼	N;INAN;NOM;MASC;SG	N
номер	編號	номер	編號	N;INAN;NOM;MASC;SG	N
деревни	鄉村	деревня	鄉村	N;INAN;NOM;FEM;PL	N
деревни	村	деревня	村	N;INAN;NOM;FEM;PL	N
силы	武力	сила	武力	N;INAN;NOM;FEM;PL	N
внимание	重點	внимание	重點	N;INAN;NOM;NEUT;SG	N
внимание	焦點	внимание	焦點	N;INAN;NOM;NEUT;SG	N
государства	國家	государство	國家	N;INAN;NOM;NEUT;PL	N
писатель	作家	писатель	作家	N;ANIM;NOM;MASC;SG	N
писатель	作者	писатель	作者	N;ANIM;NOM;MASC;SG	N
писатель	編劇	писатель	編劇	N;ANIM;NOM;MASC;SG	N
движения	交通	движение	交通	N;INAN;NOM;NEUT;PL	N
роман	小說	роман	小說	N;INAN;NOM;MASC;SG	N
дней	日子	день	日子	N;INAN;GEN;MASC;PL	N
дней	天數	день	天數	N;INAN;GEN;MASC;PL	N
новых	新	новый	新	ADJ;GEN;PL	ADJ
клубы	俱樂部	клуб	俱樂部	N;INAN;NOM;MASC;PL	N
граф	數	граф	數	N;ANIM;NOM;MASC;SG	N
граф	伯爵	граф	伯爵	N;ANIM;NOM;MASC;SG	N
граф	數數	граф	數數	N;ANIM;NOM;MASC;SG	N
граф	計數	граф	計數	N;ANIM;NOM;MASC;SG	N
граф	圖表	граф	圖表	N;ANIM;NOM;MASC;SG	N
граф	圖形	граф	圖形	N;ANIM;NOM;MASC;SG	N
граф	圖	граф	圖	N;ANIM;NOM;MASC;SG	N
процент	百分	процент	百分	N;INAN;NOM;MASC;SG	N
провинции	省份	провинция	省份	N;INAN;NOM;FEM;PL	N
провинции	各省	провинция	各省	N;INAN;NOM;FEM;PL	N
новая	新	новый	新	ADJ;NOM;FEM;SG	ADJ
памятник	碑	памятник	碑	N;INAN;NOM;MASC;SG	N
каждый	每個	каждый	每個	DET;NOM;MASC;SG	DET
каждый	每個	каждый	每個	DET;NOM;MASC;SG	DET
каждый	每	каждый	每	DET;NOM;MASC;SG	DET
каждый	每個	каждый	每個	DET;NOM;MASC;SG	DET
потом	然後	потом	然後	ADV	ADV
потом	那麼	потом	那麼	ADV	ADV
герб	藥草	герб	藥草	N;INAN;NOM;MASC;SG	N
герб	國徽	герб	國徽	N;INAN;NOM;MASC;SG	N
счёт	帳號	счет	帳號	N;INAN;NOM;MASC;SG	N
счёт	帳戶	счет	帳戶	N;INAN;NOM;MASC;SG	N
счёт	分數	счет	分數	N;INAN;NOM;MASC;SG	N
счёт	得分	счет	得分	N;INAN;NOM;MASC;SG	N
книга	圖書	книга	圖書	N;INAN;NOM;FEM;SG	N
книга	書	книга	書	N;INAN;NOM;FEM;SG	N
книга	書籍	книга	書籍	N;INAN;NOM;FEM;SG	N
отношения	關係	отношение	關係	N;INAN;NOM;NEUT;PL	N
отношения	關係	отношение	關係	N;INAN;NOM;NEUT;PL	N
отношения	戀愛	отношение	戀愛	N;INAN;NOM;NEUT;PL	N
отношения	感情	отношение	感情	N;INAN;NOM;NEUT;PL	N
отношения	關係	отношение	關係	N;INAN;NOM;NEUT;PL	N
доктор	醫師	доктор	醫師	N;ANIM;NOM;MASC;SG	N
доктор	醫生	доктор	醫生	N;ANIM;NOM;MASC;SG	N
доктор	博士	доктор	博士	N;ANIM;NOM;MASC;SG	N
использовать	利用	использовать	利用	V;IPFV;NFIN;ACT	V
использовать	使用	использовать	使用	V;IPFV;NFIN;ACT	V
стран	國家	страна	國家	N;INAN;GEN;FEM;PL	N
стран	各國	страна	各國	N;INAN;GEN;FEM;PL	N
заголовок	頭條	заголовок	頭條	N;INAN;NOM;MASC;SG	N
заголовок	標題	заголовок	標題	N;INAN;NOM;MASC;SG	N
заголовок	標題	заголовок	標題	N;INAN;NOM;MASC;SG	N
заголовок	標題	заголовок	標題	N;INAN;NOM;MASC;SG	N
лучший	最好	лучший	最好	ADJ;NOM;MASC;SG	ADJ
видов	魚種	вид	魚種	N;INAN;GEN;MASC;PL	N
видов	物種	вид	物種	N;INAN;GEN;MASC;PL	N
всем	大家	все	大家	PRO;ANIM;DAT;PL	PRO
здание	大樓	здание	大樓	N;INAN;NOM;NEUT;SG	N
здание	建築	здание	建築	N;INAN;NOM;NEUT;SG	N
слово	詞	слово	詞	N;INAN;NOM;NEUT;SG	N
слово	單詞	слово	單詞	N;INAN;NOM;NEUT;SG	N
слово	字	слово	字	N;INAN;NOM;NEUT;SG	N
слово	單字	слово	單字	N;INAN;NOM;NEUT;SG	N
дочь	女兒	дочь	女兒	N;ANIM;NOM;FEM;SG	N
правил	規則	правило	規則	N;INAN;GEN;NEUT;PL	N
правил	細則	правило	細則	N;INAN;GEN;NEUT;PL	N
точки	點	точка	點	N;INAN;NOM;FEM;PL	N
точки	點數	точка	點數	N;INAN;NOM;FEM;PL	N
коммуна	公社	коммуна	公社	N;INAN;NOM;FEM;SG	N
партия	黨	партия	黨	N;INAN;NOM;FEM;SG	N
партия	政黨	партия	政黨	N;INAN;NOM;FEM;SG	N
партия	宴會	партия	宴會	N;INAN;NOM;FEM;SG	N
партия	聚會	партия	聚會	N;INAN;NOM;FEM;SG	N
партия	批次	партия	批次	N;INAN;NOM;FEM;SG	N
партия	分批	партия	分批	N;INAN;NOM;FEM;SG	N
страницы	頁	страница	頁	N;INAN;NOM;FEM;PL	N
включает	包括	включать	包括	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
актёр	男	актёр	男	N;ANIM;NOM;MASC;SG	N
актёр	演員	актёр	演員	N;ANIM;NOM;MASC;SG	N
правительства	政府	правительство	政府	N;INAN;NOM;NEUT;PL	N
председатель	總統	председатель	總統	N;ANIM;NOM;MASC;SG	N
председатель	主席	председатель	主席	N;ANIM;NOM;MASC;SG	N
председатель	椅	председатель	椅	N;ANIM;NOM;MASC;SG	N
председатель	椅子	председатель	椅子	N;ANIM;NOM;MASC;SG	N
председатель	主席	председатель	主席	N;ANIM;NOM;MASC;SG	N
председатель	主席	председатель	主席	N;ANIM;NOM;MASC;SG	N
моря	大海	море	大海	N;INAN;NOM;NEUT;PL	N
моря	海上	море	海上	N;INAN;NOM;NEUT;PL	N
моря	海	море	海	N;INAN;NOM;NEUT;PL	N
страна	國家	страна	國家	N;INAN;NOM;FEM;SG	N
вариант	選項	вариант	選項	N;INAN;NOM;MASC;SG	N
дороги	公路	дорога	公路	N;INAN;NOM;FEM;PL	N
дороги	道路	дорога	道路	N;INAN;NOM;FEM;PL	N
мир	世界	мир	世界	N;INAN;NOM;MASC;SG	N
мир	和平	мир	和平	N;INAN;NOM;MASC;SG	N
работа	工作	работа	工作	N;INAN;NOM;FEM;SG	N
работа	工作	работа	工作	N;INAN;NOM;FEM;SG	N
работа	工作	работа	工作	N;INAN;NOM;FEM;SG	N
японии	日文	япония	日文	N;INAN;NOM;FEM;SG	N
серия	系列	серия	系列	N;INAN;NOM;FEM;SG	N
серия	插曲	серия	插曲	N;INAN;NOM;FEM;SG	N
серия	集	серия	集	N;INAN;NOM;FEM;SG	N
песня	歌曲	песня	歌曲	N;INAN;NOM;FEM;SG	N
песня	首歌	песня	首歌	N;INAN;NOM;FEM;SG	N
песня	歌	песня	歌	N;INAN;NOM;FEM;SG	N
вопросы	問題	вопрос	問題	N;INAN;NOM;MASC;PL	N
завод	廠	завод	廠	N;INAN;NOM;MASC;SG	N
завод	植物	завод	植物	N;INAN;NOM;MASC;SG	N
завод	工廠	завод	工廠	N;INAN;NOM;MASC;SG	N
завод	廠	завод	廠	N;INAN;NOM;MASC;SG	N
завод	工廠	завод	工廠	N;INAN;NOM;MASC;SG	N
штат	國家	штат	國家	N;INAN;NOM;MASC;SG	N
штат	州	штат	州	N;INAN;NOM;MASC;SG	N
проблемы	問題	проблема	問題	N;INAN;NOM;FEM;PL	N
ниже	更低	низкий	更低	ADJ;CMPR	ADJ
ниже	較低	низкий	較低	ADJ;CMPR	ADJ
улицы	街道	улица	街道	N;INAN;NOM;FEM;PL	N
найти	找到	найти	找到	V;PFV;NFIN;ACT	V
найти	尋找	найти	尋找	V;PFV;NFIN;ACT	V
лиги	聯盟	лига	聯盟	N;INAN;NOM;FEM;SG	N
лиги	同盟	лига	同盟	N;INAN;NOM;FEM;SG	N
лиги	聯賽	лига	聯賽	N;INAN;NOM;FEM;SG	N
директор	主任	директор	主任	N;ANIM;NOM;MASC;SG	N
директор	司長	директор	司長	N;ANIM;NOM;MASC;SG	N
директор	校長	директор	校長	N;ANIM;NOM;MASC;SG	N
командир	司令	командир	司令	N;ANIM;NOM;MASC;SG	N
друг	朋友	друг	朋友	N;ANIM;NOM;MASC;SG	N
друг	好友	друг	好友	N;ANIM;NOM;MASC;SG	N
рок	岩	рок	岩	N;INAN;NOM;MASC;SG	N
рок	岩石	рок	岩石	N;INAN;NOM;MASC;SG	N
рок	石頭	рок	石頭	N;INAN;NOM;MASC;SG	N
рок	搖滾	рок	搖滾	N;INAN;NOM;MASC;SG	N
отличие	差額	отличие	差額	N;INAN;NOM;NEUT;SG	N
отличие	區別	отличие	區別	N;INAN;NOM;NEUT;SG	N
отличие	差別	отличие	差別	N;INAN;NOM;NEUT;SG	N
отличие	差異	отличие	差異	N;INAN;NOM;NEUT;SG	N
журнал	雜誌	журнал	雜誌	N;INAN;NOM;MASC;SG	N
журнал	日誌	журнал	日誌	N;INAN;NOM;MASC;SG	N
журнал	日刊	журнал	日刊	N;INAN;NOM;MASC;SG	N
журнал	日記	журнал	日記	N;INAN;NOM;MASC;SG	N
журнал	期刊	журнал	期刊	N;INAN;NOM;MASC;SG	N
журнал	日誌	журнал	日誌	N;INAN;NOM;MASC;SG	N
министр	大臣	министр	大臣	N;ANIM;NOM;MASC;SG	N
министр	部長	министр	部長	N;ANIM;NOM;MASC;SG	N
значение	含義	значение	含義	N;INAN;NOM;NEUT;SG	N
значение	價值	значение	價值	N;INAN;NOM;NEUT;SG	N
значение	數值	значение	數值	N;INAN;NOM;NEUT;SG	N
значение	值	значение	值	N;INAN;NOM;NEUT;SG	N
производства	產量	производство	產量	N;INAN;NOM;NEUT;PL	N
премьер	總理	премьер	總理	N;ANIM;NOM;MASC;SG	N
игра	比賽	игра	比賽	N;INAN;NOM;FEM;SG	N
игра	遊戲	игра	遊戲	N;INAN;NOM;FEM;SG	N
строительство	大樓	строительство	大樓	N;INAN;NOM;NEUT;SG	N
строительство	建築	строительство	建築	N;INAN;NOM;NEUT;SG	N
строительство	施工	строительство	施工	N;INAN;NOM;NEUT;SG	N
строительство	建築	строительство	建築	N;INAN;NOM;NEUT;SG	N
пункт	項目	пункт	項目	N;INAN;NOM;MASC;SG	N
мать	母后	мать	母后	N;ANIM;NOM;FEM;SG	N
мать	母親	мать	母親	N;ANIM;NOM;FEM;SG	N
старший	資深	старший	資深	ADJ;NOM;MASC;SG	ADJ
снова	再次	снова	再次	ADV	ADV
здания	建築	здание	建築	N;INAN;NOM;NEUT;PL	N
тренер	教練	тренер	教練	N;ANIM;NOM;MASC;SG	N
поле	欄位	поле	欄位	N;INAN;NOM;NEUT;SG	N
