como	hogyan	como	hogyan	ADV	ADV
público	nyilvánosság	público	nyilvánosság	N;MASC;SG	N;NOM;SG
fase	szakasz	fase	szakasz	N;FEM;SG	N;NOM;SG
fase	fázis	fase	fázis	N;FEM;SG	N;NOM;SG
lisboa	lisszabon	lisboa	lisszú	N;FEM;SG	N;NOM;SG
capital	főváros	capital	főváros	N;MASC;SG	N;NOM;SG
capital	tőke	capital	tőke	N;MASC;SG	N;NOM;SG
empresa	társaság	empresa	társaság	N;FEM;SG	N;NOM;SG
empresa	vállalat	empresa	vállalat	N;FEM;SG	N;NOM;SG
empresa	cég	empresa	cég	N;FEM;SG	N;NOM;SG
empresa	század	empresa	század	N;FEM;SG	N;NOM;SG
empresa	vállalkozás	empresa	vállalkozás	N;FEM;SG	N;NOM;SG
empresa	enterprise	empresa	enterprise	N;FEM;SG	N;NOM;SG
single	szingli	single	szingli	N;MASC;SG	N;NOM;SG
corpo	test	corpo	test	N;MASC;SG	N;NOM;SG
corpo	testem	corpo	test	N;MASC;SG	N;NOM;SG
corpo	holttest	corpo	holttes	N;MASC;SG	N;NOM;SG
década	évtized	década	évtized	N;FEM;SG	N;NOM;SG
década	évtizedben	década	évtized	N;FEM;SG	N;IN+ESS;SG
década	évtizede	década	évtized	N;FEM;SG	N;NOM;SG
divisão	hadosztály	divisão	hadosztály	N;FEM;SG	N;NOM;SG
divisão	körzet	divisão	körzet	N;FEM;SG	N;NOM;SG
divisão	részleg	divisão	részleg	N;FEM;SG	N;NOM;SG
divisão	divízió	divisão	divízió	N;FEM;SG	N;NOM;SG
relação	kapcsolat	relação	kapcsolat	N;FEM;SG	N;NOM;SG
república	köztársaság	república	köztársaság	N;FEM;SG	N;NOM;SG
votação	szavazás	votação	szavazás	N;FEM;SG	N;NOM;SG
votação	szavazás	votação	szavazás	N;FEM;SG	N;NOM;SG
votação	szavazati	votação	szavazati	N;FEM;SG	N;NOM;SG
américa	amerika	américo	amerika	N;FEM;SG	N;NOM;SG
data	dátum	data	dátum	N;FEM;SG	N;NOM;SG
data	időpont	data	időpont	N;FEM;SG	N;NOM;SG
data	adat	data	adat	N;FEM;SG	N;NOM;SG
data	adatforgalom	data	adatforgalom	N;FEM;SG	N;NOM;SG
agora	most	agora	most	ADV	ADV
desenvolvimento	fejlesztés	desenvolvimento	fejlesztés	N;MASC;SG	N;NOM;SG
desenvolvimento	fejlődés	desenvolvimento	fejlődés	N;MASC;SG	N;NOM;SG
mil	ezer	mil	ezer	NUM	NUM;NOM;SG
logo	hamarosan	logo	hamarosan	ADV	ADV
diretor	rendező	diretor	rendező	N;MASC;SG	N;NOM;SG
diretor	igazgató	diretor	igazgató	N;MASC;SG	N;NOM;SG
mar	tenger	mar	tenger	N;MASC;SG	N;NOM;SG
militar	katonaság	militar	katonaság	N;MASC;SG	N;NOM;SG
militar	hadsereg	militar	hadsereg	N;MASC;SG	N;NOM;SG
campeão	bajnok	campeão	bajn	N;MASC;SG	N;NOM;SG
campeão	bajnok	campeão	bajn	N;MASC;SG	N;NOM;SG
diz	mondja	dizer	mond	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
sucesso	siker	sucesso	siker	N;MASC;SG	N;NOM;SG
comunidade	közösség	comunidade	közösség	N;FEM;SG	N;NOM;SG
idade	kor	idade	kor	N;FEM;SG	N;NOM;SG
idade	életkor	idade	életkor	N;FEM;SG	N;NOM;SG
portuguesa	portugália	portuguesa	portugália	N;FEM;SG	N;NOM;SG
alemanha	németország	alemanha	németország	N;FEM;SG	N;NOM;SG
recebeu	kapott	receber	kap	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
recebeu	fogadott	receber	fogad	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
recebeu	beérkezett	receber	be+érkezik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
departamento	részleg	departamento	részleg	N;MASC;SG	N;NOM;SG
processo	eljárás	processo	eljárás	N;MASC;SG	N;NOM;SG
processo	folyamat	processo	folyamat	N;MASC;SG	N;NOM;SG
rock	szikla	rock	szikla	N;MASC;SG	N;NOM;SG
rock	kő	rock	kő	N;MASC;SG	N;NOM;SG
arte	művészet	arte	művészet	N;FEM;SG	N;NOM;SG
lei	jog	lei	jog	N;FEM;SG	N;NOM;SG
lei	törvény	lei	törvény	N;FEM;SG	N;NOM;SG
importante	fontos	importante	fontos	ADJ;MASC;SG	ADJ;NOM;SG
censo	népszámlálás	censo	népszámlálás	N;MASC;SG	N;NOM;SG
ficou	maradt	ficar	marad	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
feito	készítette	fazer	készít	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
feito	készült	fazer	készül	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
feito	tett	fazer	tesz	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
língua	nyelve	língua	nyelve	N;FEM;SG	N;NOM;SG
língua	nyelv	língua	nyelv	N;FEM;SG	N;NOM;SG
língua	nyelv	língua	nyelv	N;FEM;SG	N;NOM;SG
sede	szomjúság	sede	szomjúság	N;FEM;SG	N;NOM;SG
sede	főhadiszállás	sede	főhadiszállás	N;FEM;SG	N;NOM;SG
sede	székhely	sede	székhely	N;FEM;SG	N;NOM;SG
pontos	pontokat	ponto	pont	N;MASC;PL	N;ACC;PL
pontos	pontok	ponto	pont	N;MASC;PL	N;NOM;PL
pontos	pontok	ponto	pont	N;MASC;PL	N;NOM;PL
costa	tengerpart	costa	tengerpart	N;FEM;SG	N;NOM;SG
origem	eredet	origem	eredet	N;FEM;SG	N;NOM;SG
origem	eredete	origem	eredet	N;FEM;SG	N;NOM;SG
origem	származás	origem	származás	N;FEM;SG	N;NOM;SG
origem	forrás	origem	forrás	N;FEM;SG	N;NOM;SG
exército	sereg	exército	sereg	N;MASC;SG	N;NOM;SG
exército	hadsereg	exército	hadsereg	N;MASC;SG	N;NOM;SG
texto	sms	texto	sms	N;MASC;SG	N;NOM;SG
texto	szöveg	texto	szöveg	N;MASC;SG	N;NOM;SG
membros	végtagok	membro	végtag	N;MASC;PL	N;NOM;PL
membros	tagjai	membro	tag	N;MASC;PL	N;NOM;PL
membros	tagok	membro	tag	N;MASC;PL	N;NOM;PL
membros	tagoknak	membro	tag	N;MASC;PL	N;DAT;PL
membros	képviselők	membro	képviselő	N;MASC;PL	N;NOM;PL
altura	magassága	altura	magasság	N;FEM;SG	N;NOM;SG
cor	színes	cor	színes	N;FEM;SG	N;NOM;SG
cor	színe	cor	színe	N;FEM;SG	N;NOM;SG
cor	szín	cor	szín	N;FEM;SG	N;NOM;SG
cor	színes	cor	színes	N;FEM;SG	N;NOM;SG
cor	színe	cor	színe	N;FEM;SG	N;NOM;SG
cor	szín	cor	szín	N;FEM;SG	N;NOM;SG
direção	irány	direção	irány	N;FEM;SG	N;NOM;SG
direção	irányba	direção	irány	N;FEM;SG	N;IN+ALL;SG
direção	igazgatóság	direção	igazgatóság	N;FEM;SG	N;NOM;SG
direção	kormányzás	direção	kormányzás	N;FEM;SG	N;NOM;SG
direção	irány	direção	irány	N;FEM;SG	N;NOM;SG
isto	ezt	isto	ez	PRO;MASC;SG	PRO;ACC;SG;3
isto	ez	isto	ez	PRO;MASC;SG	PRO;NOM;SG;3
nível	szint	nível	szint	N;MASC;SG	N;NOM;SG
imagem	képet	imagem	kép	N;FEM;SG	N;ACC;SG
imagem	kép	imagem	kép	N;FEM;SG	N;NOM;SG
imagem	fénykép	imagem	fénykép	N;FEM;SG	N;NOM;SG
imagem	kép	imagem	kép	N;FEM;SG	N;NOM;SG
imagem	képet	imagem	kép	N;FEM;SG	N;ACC;SG
homem	férfi	homem	férfi	N;MASC;SG	N;NOM;SG
homem	ember	homem	ember	N;MASC;SG	N;NOM;SG
criação	létrehozása	criação	létrehozás	N;FEM;SG	N;NOM;SG
criação	alkotás	criação	alkotás	N;FEM;SG	N;NOM;SG
criação	teremtés	criação	teremtés	N;FEM;SG	N;NOM;SG
criação	létrehozása	criação	létrehozás	N;FEM;SG	N;NOM;SG
criação	létrehozva	criação	létrehozva	N;FEM;SG	N;NOM;SG
construção	épület	construção	épület	N;FEM;SG	N;NOM;SG
construção	építkezés	construção	építkezés	N;FEM;SG	N;NOM;SG
construção	építés	construção	építés	N;FEM;SG	N;NOM;SG
jogador	lejátszó	jogador	lejátszó	N;MASC;SG	N;NOM;SG
jogador	játékos	jogador	játékos	N;MASC;SG	N;NOM;SG
televisão	tv	televisão	tv	N;FEM;SG	N;NOM;SG
televisão	televízió	televisão	televízió	N;FEM;SG	N;NOM;SG
social	társadalmi	social	társadalmi	ADJ;MASC;SG	ADJ;NOM;SG
revista	magazin	revista	magazin	N;FEM;SG	N;NOM;SG
revista	tár	revista	tár	N;FEM;SG	N;NOM;SG
revista	újság	revista	újság	N;FEM;SG	N;NOM;SG
vitória	győzelem	vitória	győzelem	N;FEM;SG	N;NOM;SG
vitória	győzelem	vitória	győzelem	N;FEM;SG	N;NOM;SG
vitória	viktória	vitória	viktória	N;FEM;SG	N;NOM;SG
vitória	victoria	vitória	victoria	N;FEM;SG	N;NOM;SG
união	szakszervezet	união	szakszervezet	N;FEM;SG	N;NOM;SG
cultura	tenyésztés	cultura	tenyésztés	N;FEM;SG	N;NOM;SG
cultura	kultúra	cultura	kultúra	N;FEM;SG	N;NOM;SG
político	politikus	político	politikus	N;MASC;SG	N;NOM;SG
político	politika	político	politika	N;MASC;SG	N;NOM;SG
canal	csatorna	canal	csator	N;MASC;SG	N;NOM;SG
canal	csatorna	canal	csator	N;MASC;SG	N;NOM;SG
papel	papír	papel	papír	N;MASC;SG	N;NOM;SG
papel	szerepet	papel	szerep	N;MASC;SG	N;ACC;SG
papel	szerep	papel	szerep	N;MASC;SG	N;NOM;SG
papel	szerepe	papel	szerep	N;MASC;SG	N;NOM;SG
força	erőt	força	erő	N;FEM;SG	N;ACC;SG
força	erő	força	erő	N;FEM;SG	N;NOM;SG
força	erő	força	erő	N;FEM;SG	N;NOM;SG
principalmente	elsősorban	principalmente	elsősorban	ADV	ADV
principalmente	elsősorban	principalmente	elsősorban	ADV	ADV
principalmente	leginkább	principalmente	inkább	ADV	ADV
lançamento	kilövés	lançamento	kilövés	N;MASC;SG	N;NOM;SG
lançamento	kilövés	lançamento	kilövés	N;MASC;SG	N;NOM;SG
lançamento	indítás	lançamento	indítás	N;MASC;SG	N;NOM;SG
personagem	jellem	personagem	jellem	N;MASC;SG	N;NOM;SG
personagem	karakter	personagem	karakter	N;MASC;SG	N;NOM;SG
estilo	stílus	estilo	stílus	N;MASC;SG	N;NOM;SG
prêmio	díj	prêmio	díj	N;MASC;SG	N;NOM;SG
prêmio	jutalom	prêmio	jutalom	N;MASC;SG	N;NOM;SG
prêmio	nyeremény	prêmio	nyeremény	N;MASC;SG	N;NOM;SG
prêmio	díj	prêmio	díj	N;MASC;SG	N;NOM;SG
prêmio	díjat	prêmio	díjat	N;MASC;SG	N;ACC;SG
território	terület	território	terület	N;MASC;SG	N;NOM;SG
território	területe	território	terület	N;MASC;SG	N;NOM;SG
world	vilag	world	vilag	N;MASC;SG	N;NOM;SG
mãe	anya	mãe	anya	N;FEM;SG	N;NOM;SG
mãe	édesanyám	mãe	édesanya	N;FEM;SG	N;NOM;SG
mãe	anya	mãe	anya	N;FEM;SG	N;NOM;SG
mãe	anya	mãe	anya	N;FEM;SG	N;NOM;SG
europa	európában	europa	európa	N;FEM;SG	N;IN+ESS;SG
existe	létezik	existir	létezik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
movimento	mozgás	movimento	mozgás	N;MASC;SG	N;NOM;SG
movimento	indítvány	movimento	indítvány	N;MASC;SG	N;NOM;SG
movimento	mozgás	movimento	mozgás	N;MASC;SG	N;NOM;SG
santos	szentek	santo	szenik	N;MASC;PL	N;NOM;PL
fato	öltöny	fato	öltöny	N;MASC;SG	N;NOM;SG
cruz	kereszt	cruz	kereszt	N;FEM;SG	N;NOM;SG
possível	lehetséges	possível	lehetséges	ADJ;MASC;SG	ADJ;NOM;SG
fonte	forrás	fonte	forrás	N;FEM;SG	N;NOM;SG
fonte	font	fonte	font	N;FEM;SG	N;NOM;SG
fonte	betűtípus	fonte	betűtípus	N;FEM;SG	N;NOM;SG
fonte	kút	fonte	kút	N;FEM;SG	N;NOM;SG
localidades	helyszínek	localidade	helyszín	N;FEM;PL	N;NOM;PL
localidades	helyek	localidade	hely	N;FEM;PL	N;NOM;PL
bairro	borough	bairro	borough	N;MASC;SG	N;NOM;SG
bairro	környéken	bairro	környék	N;MASC;SG	N;ON+ESS;SG
bairro	szomszédság	bairro	szomszédság	N;MASC;SG	N;NOM;SG
bairro	környék	bairro	környék	N;MASC;SG	N;NOM;SG
bairro	szomszédság	bairro	szomszédság	N;MASC;SG	N;NOM;SG
bairro	környék	bairro	környék	N;MASC;SG	N;NOM;SG
filha	lányom	filha	lány	N;FEM;SG	N;NOM;SG
filha	lánya	filha	lány	N;FEM;SG	N;NOM;SG
liga	liga	liga	liga	N;FEM;SG	N;NOM;SG
liga	liga	liga	liga	N;FEM;SG	N;NOM;SG
sociedade	társadalom	sociedade	társadalom	N;FEM;SG	N;NOM;SG
império	birodalom	império	birodalom	N;MASC;SG	N;NOM;SG
episódio	epizód	episódio	epizód	N;MASC;SG	N;NOM;SG
episódio	rész	episódio	rész	N;MASC;SG	N;NOM;SG
batalha	harc	batalha	harc	N;FEM;SG	N;NOM;SG
batalha	csata	batalha	csata	N;FEM;SG	N;NOM;SG
seleção	válogatás	seleção	válogatás	N;FEM;SG	N;NOM;SG
seleção	kiválasztás	seleção	kiválasztás	N;FEM;SG	N;NOM;SG
seleção	kijelölés	seleção	kijelölés	N;FEM;SG	N;NOM;SG
cidades	városok	cidade	város	N;FEM;PL	N;NOM;PL
cidades	városokat	cidade	város	N;FEM;PL	N;ACC;PL
encontra	találni	encontrar	talál	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
encontra	megtalálni	encontrar	meg+talál	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
espaço	űr	espaço	űr	N;MASC;SG	N;NOM;SG
espaço	tér	espaço	tér	N;MASC;SG	N;NOM;SG
conjunto	szett	conjunto	szett	N;MASC;SG	N;NOM;SG
conjunto	forgatás	conjunto	forgatás	N;MASC;SG	N;NOM;SG
deus	isten	deu	isten	N;MASC;SG	N;NOM;SG
clubes	klubok	clube	klub	N;MASC;PL	N;NOM;PL
filmes	filmek	filme	film	N;MASC;PL	N;NOM;PL
filmes	filmeket	filme	film	N;MASC;PL	N;ACC;PL
filmes	filmek	filme	film	N;MASC;PL	N;NOM;PL
filmes	filmeket	filme	film	N;MASC;PL	N;ACC;PL
professor	professzor	professor	professzor	N;MASC;SG	N;NOM;SG
professor	tanárnő	professor	tanárnő	N;MASC;SG	N;NOM;SG
professor	tanár	professor	tanár	N;MASC;SG	N;NOM;SG
modelo	minta	modelo	minta	N;MASC;SG	N;NOM;SG
modelo	modell	modelo	modell	N;MASC;SG	N;NOM;SG
modelo	sablon	modelo	sablon	N;MASC;SG	N;NOM;SG
administrativa	adminisztratív	administrativo	adminisztratív	N;FEM;SG	N;NOM;SG
musical	zenei	musical	zenei	ADJ;MASC;SG	ADJ;NOM;SG
somente	csak	somente	csak	ADV	ADV
páginas	lapok	página	lap	N;FEM;PL	N;NOM;PL
páginas	oldalakon	página	oldal	N;FEM;PL	N;ON+ESS;PL
páginas	oldalak	página	oldal	N;FEM;PL	N;NOM;PL
informações	információk	informação	információ	N;FEM;PL	N;NOM;PL
chamada	hívd	chamar	hívd	V;FEM;SG;V.PTCP	V;DEF;IMP;SG;1;PRS;FIN;ACT
chamada	hívott	chamar	hív	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ator	színésznek	ator	színészik	N;MASC;SG	N;GEN;SG
ator	színész	ator	színész	N;MASC;SG	N;NOM;SG
novamente	újra	novamente	újra	ADV	ADV
estação	állomás	estação	állomás	N;FEM;SG	N;NOM;SG
estação	pályaudvar	estação	pályaudvar	N;FEM;SG	N;NOM;SG
luta	küzdelem	luta	küzdelem	N;FEM;SG	N;NOM;SG
luta	harc	luta	harc	N;FEM;SG	N;NOM;SG
disco	lemez	disco	lemez	N;MASC;SG	N;NOM;SG
disco	lemezt	disco	lemez	N;MASC;SG	N;ACC;SG
disco	lemez	disco	lemez	N;MASC;SG	N;NOM;SG
disco	lemezt	disco	lemez	N;MASC;SG	N;ACC;SG
disco	diszkó	disco	diszkó	N;MASC;SG	N;NOM;SG
criado	nevelt	criar	nevel	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
criado	teremtett	criar	teremtett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
estende	kiterjed	estender	kiterjed	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
estende	kiterjeszti	estender	kiterjeszti	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
festival	fesztivál	festival	fesztivál	N;MASC;SG	N;NOM;SG
general	tábornok	general	tábornok	N;MASC;SG	N;NOM;SG
especial	speciális	especial	speciális	ADJ;MASC;SG	ADJ;NOM;SG
algum	néhány	algum	néhány	DET;MASC;SG	DET;INDF
teatro	színház	teatro	színház	N;MASC;SG	N;NOM;SG
teatro	színházi	teatro	színházi	N;MASC;SG	N;NOM;SG
teatro	színház	teatro	színház	N;MASC;SG	N;NOM;SG
problemas	bajok	problema	bajok	N;MASC;PL	N;NOM;PL
problemas	gondok	problema	gond	N;MASC;PL	N;NOM;PL
problemas	gondok	problema	gond	N;MASC;PL	N;NOM;PL
problemas	problémák	problema	probléma	N;MASC;PL	N;NOM;PL
problemas	problémákat	problema	probléma	N;MASC;PL	N;ACC;PL
problemas	problémákkal	problema	probléma	N;MASC;PL	N;INS;PL
problemas	problémák	problema	probléma	N;MASC;PL	N;NOM;PL
problemas	kérdések	problema	kérdés	N;MASC;PL	N;NOM;PL
superior	felsőbbrendű	alto	felsőbbrendű	ADJ;MASC;SG	ADJ;NOM;SG
superior	magasabb	alto	magas	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
superior	nagyobb	alto	nagy	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
serviço	szerviz	serviço	szerviz	N;MASC;SG	N;NOM;SG
serviço	szolgálat	serviço	szolgálat	N;MASC;SG	N;NOM;SG
serviço	szolgáltatás	serviço	szolgáltatás	N;MASC;SG	N;NOM;SG
cinema	mozi	cinema	mozi	N;MASC;SG	N;NOM;SG
cinema	mozi	cinema	mozi	N;MASC;SG	N;NOM;SG
deu	adta	dar	ad	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
deu	adott	dar	ad	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
disse	mondta	dizer	mond	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
participação	bevonása	participação	bevonás	N;FEM;SG	N;NOM;SG
participação	részvétel	participação	részvétel	N;FEM;SG	N;NOM;SG
participação	részvétel	participação	részvétel	N;FEM;SG	N;NOM;SG
membro	tag	membro	tag	N;MASC;SG	N;NOM;SG
filhos	fiai	filho	fiai	N;MASC;PL	N;NOM;PL
filhos	gyerekek	filho	gyerek	N;MASC;PL	N;NOM;PL
filhos	gyermekeknek	filho	gyermek	N;MASC;PL	N;DAT;PL
filhos	gyermekek	filho	gyermek	N;MASC;PL	N;NOM;PL
filhos	gyerekek	filho	gyerek	N;MASC;PL	N;NOM;PL
filhos	kölykök	filho	kölyk	N;MASC;PL	N;NOM;PL
modo	mód	modo	mód	N;MASC;SG	N;NOM;SG
modo	üzemmód	modo	üzemmód	N;MASC;SG	N;NOM;SG
grupos	csoportok	grupo	csoport	N;MASC;PL	N;NOM;PL
grupos	csoportoknak	grupo	csoport	N;MASC;PL	N;DAT;PL
usado	használt	usar	használt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
usado	felhasznált	usar	felhasznált	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
resultado	végeredmény	resultado	végeredmény	N;MASC;SG	N;NOM;SG
resultado	eredmény	resultado	eredmény	N;MASC;SG	N;NOM;SG
resultado	eredmény	resultado	eredmény	N;MASC;SG	N;NOM;SG
atriz	színésznő	atriz	színésznő	N;FEM;SG	N;NOM;SG
existem	léteznek	existir	létezik	V;IND;PL;3;PRS;FIN	V;INDF;IND;PL;3;PRS;FIN;ACT
existem	létezni	existir	létezik	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
meses	hónapokig	mês	hónap	N;MASC;PL	N;PL
meses	hónapok	mês	hónap	N;MASC;PL	N;NOM;PL
estúdio	stúdió	estúdio	stúdió	N;MASC;SG	N;NOM;SG
código	kód	código	kód	N;MASC;SG	N;NOM;SG
momento	pillanat	momento	pillan	N;MASC;SG	N;NOM;SG
antiga	régit	antigo	régit	N;FEM;SG	N;ACC;SG
instituto	intézet	instituto	intézet	N;MASC;SG	N;NOM;SG
instituto	intézmény	instituto	intézmény	N;MASC;SG	N;NOM;SG
autor	író	autor	író	N;MASC;SG	N;NOM;SG
chegou	megérkezett	chegar	meg+érkezik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
chegou	jött	chegar	jön	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
amor	szeretettel	amor	szeretet	N;MASC;SG	N;INS;SG
amor	szeretet	amor	szeretet	N;MASC;SG	N;NOM;SG
amor	szerelem	amor	szerelem	N;MASC;SG	N;NOM;SG
espécies	fajok	espécie	fajok	N;FEM;PL	N;NOM;PL
descoberto	felfedezte	descobrir	felfedez	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
descoberto	felfedezett	descobrir	felfedezett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
termo	kifejezés	termo	kifejezés	N;MASC;SG	N;NOM;SG
mulher	nő	mulher	nő	N;FEM;SG	N;NOM;SG
mulher	asszony	mulher	asszony	N;FEM;SG	N;NOM;SG
mulher	nő	mulher	nő	N;FEM;SG	N;NOM;SG
mulher	nőstény	mulher	nőstény	N;FEM;SG	N;NOM;SG
mulher	feleségem	mulher	fel+eség	N;FEM;SG	N;NOM;SG
mulher	felesége	mulher	fel+eség	N;FEM;SG	N;NOM;SG
mulher	feleség	mulher	feleség	N;FEM;SG	N;NOM;SG
parece	tűnik	parecer	tűnik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
densidade	sűrűség	densidade	sűrűség	N;FEM;SG	N;NOM;SG
densidade	sűrűsége	densidade	sűrűség	N;FEM;SG	N;NOM;SG
edições	módosítások	edição	módosítás	N;FEM;PL	N;NOM;PL
edições	módosításai	edição	módosítás	N;FEM;PL	N;NOM;PL
edições	módosításokkal	edição	módosítás	N;FEM;PL	N;INS;PL
irmão	testvér	irmão	testvér	N;MASC;SG	N;NOM;SG
conteúdo	tartalma	conteúdo	tartalom	N;MASC;SG	N;NOM;SG
conteúdo	tartalom	conteúdo	tartalom	N;MASC;SG	N;NOM;SG
conteúdo	tartalma	conteúdo	tartalom	N;MASC;SG	N;NOM;SG
conteúdo	tartalmát	conteúdo	tartalom	N;MASC;SG	N;ACC;SG
conteúdo	tartalom	conteúdo	tartalom	N;MASC;SG	N;NOM;SG
elenco	gipsz	elenco	gipsz	N;MASC;SG	N;NOM;SG
elenco	casting	elenco	casting	N;MASC;SG	N;NOM;SG
personagens	karakterek	personagem	karakter	N;MASC;PL	N;NOM;PL
personagens	szereplők	personagem	szereplő	N;MASC;PL	N;NOM;PL
vista	megtekintés	vista	megtekintés	N;FEM;SG	N;NOM;SG
vista	kilátás	vista	kilátás	N;FEM;SG	N;NOM;SG
vista	nézet	vista	néz	N;FEM;SG	N;NOM;SG
formação	tréning	formação	tréning	N;FEM;SG	N;NOM;SG
formação	kiképzés	formação	kiképzés	N;FEM;SG	N;NOM;SG
formação	képzés	formação	képzés	N;FEM;SG	N;NOM;SG
formação	edzés	formação	edzés	N;FEM;SG	N;NOM;SG
formação	formáció	formação	formáció	N;FEM;SG	N;NOM;SG
formação	alakzat	formação	alakzat	N;FEM;SG	N;NOM;SG
rua	utca	rua	utca	N;FEM;SG	N;NOM;SG
apoio	támogatás	apoio	támogatás	N;MASC;SG	N;NOM;SG
apoio	támogatást	apoio	támogatás	N;MASC;SG	N;ACC;SG
rádio	rádió	rádio	rádió	N;MASC;SG	N;NOM;SG
favor	szívességet	favor	szívesség	N;MASC;SG	N;ACC;SG
favor	szívesség	favor	szívesség	N;MASC;SG	N;NOM;SG
favor	szívesség	favor	szívesség	N;MASC;SG	N;NOM;SG
torneio	torna	torneio	torna	N;MASC;SG	N;NOM;SG
torneio	bajnokság	torneio	bajnokság	N;MASC;SG	N;NOM;SG
organização	szervezés	organização	szervezés	N;FEM;SG	N;NOM;SG
organização	szervezet	organização	szervezet	N;FEM;SG	N;NOM;SG
organização	szervezés	organização	szervezés	N;FEM;SG	N;NOM;SG
organização	szervezet	organização	szervezet	N;FEM;SG	N;NOM;SG
museu	múzeumi	museu	múzeumi	N;MASC;SG	N;NOM;SG
museu	múzeum	museu	múzeum	N;MASC;SG	N;NOM;SG
educação	oktatás	educação	oktatás	N;FEM;SG	N;NOM;SG
histórico	történelmi	histórico	történelmi	ADJ;MASC;SG	ADJ;NOM;SG
histórico	történelmi	histórico	történelmi	ADJ;MASC;SG	ADJ;NOM;SG
peso	súlya	peso	súly	N;MASC;SG	N;NOM;SG
peso	súly	peso	súly	N;MASC;SG	N;NOM;SG
peso	testtömeg	peso	testtömeg	N;MASC;SG	N;NOM;SG
peso	testsúly	peso	testsúly	N;MASC;SG	N;NOM;SG
peso	tömeg	peso	tömeg	N;MASC;SG	N;NOM;SG
peso	peso	peso	peso	N;MASC;SG	N;NOM;SG
informação	információ	informação	információ	N;FEM;SG	N;NOM;SG
informação	tájékoztatás	informação	tájékoztatás	N;FEM;SG	N;NOM;SG
áreas	térségek	área	térség	N;FEM;PL	N;NOM;PL
áreas	területek	área	terület	N;FEM;PL	N;NOM;PL
homens	férfiak	homem	férfi	N;MASC;PL	N;NOM;PL
homens	emberek	homem	ember	N;MASC;PL	N;NOM;PL
valor	érték	valor	ők	N;MASC;SG	N;NOM;SG
valor	értéke	valor	érték	N;MASC;SG	N;NOM;SG
velocidade	sebesség	velocidade	sebesség	N;FEM;SG	N;NOM;SG
velocidade	sebesség	velocidade	sebesség	N;FEM;SG	N;NOM;SG
velocidade	fordulatszám	velocidade	fordulatszám	N;FEM;SG	N;NOM;SG
velocidade	gyorsaság	velocidade	gyorsaság	N;FEM;SG	N;NOM;SG
problema	probléma	problema	probléma	N;MASC;SG	N;NOM;SG
jovem	fiatalos	jovem	fiatalos	ADJ;MASC;SG	ADJ;NOM;SG
forças	erők	força	erő	N;FEM;PL	N;NOM;PL
tema	téma	tema	téma	N;MASC;SG	N;NOM;SG
associação	társulás	associação	társulás	N;FEM;SG	N;NOM;SG
associação	társulási	associação	társulási	N;FEM;SG	N;NOM;SG
associação	szövetség	associação	szövetség	N;FEM;SG	N;NOM;SG
associação	egyesület	associação	egyesület	N;FEM;SG	N;NOM;SG
vivo	életben	vivo	élet	N;MASC;SG	N;IN+ESS;SG
minas	aknák	mina	ak	N;FEM;PL	N;NOM;PL
natural	természetes	natural	természetes	ADJ;MASC;SG	ADJ;NOM;SG
