yang	זה	yang	זה	PRO	PRO;MASC;SG;3
biasa	רגילה	biasa	רגיל	ADJ;SG	ADJ;FEM;SG
biasa	רגיל	biasa	רגיל	ADJ;SG	ADJ;MASC;SG
biasa	קבוע	biasa	קבוע	ADJ;SG	ADJ;MASC;SG
biasa	נורמלי	biasa	נורמלי	ADJ;SG	ADJ;MASC;SG
biasa	נורמאלי	biasa	נורמאלי	ADJ;SG	ADJ;MASC;SG
biasa	רגיל	biasa	רגיל	ADJ;SG	ADJ;MASC;SG
mungkin	אולי	mungkin	אולי	ADV	ADV
mungkin	אולי	mungkin	אולי	ADV	ADV
mungkin	אפשרית	mungkin	אפשרי	ADV	ADV
mungkin	כנראה	mungkin	כנראה	ADV	ADV
surat	דואר	surat	דואר	N;SG	N;MASC;SG
surat	מכתב	surat	מכתב	N;SG	N;MASC;SG
wanita	אשה	wanita	איש	N;SG	N;FEM;SG
wanita	אישה	wanita	איש	N;SG	N;FEM;SG
tubuh	גוף	tubuh	גוף	N;SG	N;MASC;SG
tubuh	גופה	tubuh	גופה	N;SG	N;FEM;SG
tubuh	גוף	tubuh	גוף	N;SG	N;MASC;SG
juta	מיליון	juta	מיליון	NUM	NUM;MASC;SG
juta	מיליונים	juta	מיליונים	NUM	NUM;MASC;PL
posisi	עמדה	posisi	עמדה	N;SG	N;FEM;SG
posisi	משרה	posisi	משרה	N;SG	N;FEM;SG
posisi	העמדה	posisi	העמדה	N;SG	N;FEM;SG
media	מדיה	media	מדיה	N;SG	N;MASC;SG
media	תקשורת	media	תקשורת	N;SG	N;FEM;SG
televisi	טלוויזיה	televisi	טלוויזיה	N;SG	N;FEM;SG
televisi	טלויזיה	televisi	טלויזיה	N;SG	N
nya	אותו	nya	None	PRO	PRO;ACC;MASC;SG;3
nya	אותה	nya	None	PRO	PRO;ACC;FEM;SG;3
lisensi	רישיון	lisensi	רישיון	N;SG	N;MASC;SG
lisensi	רישיון	lisensi	רישיון	N;SG	N;MASC;SG
lisensi	הרישיון	lisensi	הרישיון	N;SG	N;MASC;SG
nomor	מספר	nomor	מספר	N;SG	N;MASC;SG
muncul	הופיעה	muncul	הופיע	V;SG;ACT	V;FEM;SG;3;PST;ACT
muncul	הופיע	muncul	הופיע	V;SG;ACT	V;MASC;SG;3;PST;ACT
muncul	מופיע	muncul	הופיע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
muncul	מופיעה	muncul	הופיע	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
khusus	ספציפי	khusus	ספציפי	ADJ;SG	ADJ;MASC;SG
khusus	מיוחדת	khusus	מיוחד	ADJ;SG	ADJ;FEM;SG
khusus	מיוחד	khusus	מיוחד	ADJ;SG	ADJ;MASC;SG
juara	אלוף	juara	אלוף	N;SG	N;MASC;SG
juara	אלופה	juara	אלופה	N;SG	N;FEM;SG
berarti	מתכוון	berarti	התכוון	V;SG;ACT	V;MASC;SG;V.PTCP
penting	חשוב	penting	חשוב	ADJ;SG	ADJ;MASC;SG
penting	חשובה	penting	חשוב	ADJ;SG	ADJ;FEM;SG
penting	הכרחי	penting	הכרחי	ADJ;SG	ADJ;MASC;SG
penting	חיונית	penting	חיוני	ADJ;SG	ADJ;FEM;SG
penting	חיוני	penting	חיוני	ADJ;SG	ADJ;MASC;SG
gelar	דרגה	gelar	דרגה	N;SG;ACT	N;FEM;SG
gelar	תואר	gelar	תואר	N;SG;ACT	N;MASC;SG
gelar	כותרת	gelar	כותרת	N;SG;ACT	N;FEM;SG
didirikan	מבוסס	didirikan	None	V;SG;PASS	V;MASC;SG;V.PTCP
didirikan	הוקם	didirikan	הוקם	V;SG;PASS	V;MASC;SG;3;PST;PASS
didirikan	הוקמה	didirikan	הוקם	V;SG;PASS	V;FEM;SG;3;PST;PASS
didirikan	הוקם	didirikan	הוקם	V;SG;PASS	V;MASC;SG;3;PST;PASS
mata	העיניים	mata	העיניים	N;SG	N
mata	עין	mata	עין	N;SG	N;FEM;SG
mesin	מכונת	mesin	מכונה	N;SG	N;FEM;SG
mesin	מנוע	mesin	מנוע	N;SG	N;MASC;SG
kitab	ספר	kitab	ספר	N;SG	N;MASC;SG
distrik	מחוז	distrik	מחוז	N;SG	N;MASC;SG
jaringan	רשת	jaringan	רשת	N;SG	N;FEM;SG
jaringan	רקמה	jaringan	רקמה	N;SG	N;FEM;SG
hubungan	קרבה	hubungan	קרבה	N;SG	N;FEM;SG
hubungan	קירבה	hubungan	קירב	N;SG	N;FEM;SG
hubungan	יחס	hubungan	יחס	N;SG	N;MASC;SG
perempuan	אשה	perempuan	איש	N;SG	N;FEM;SG
perempuan	אישה	perempuan	איש	N;SG	N;FEM;SG
episode	פרקים	episode	פרק	N	N;MASC;PL
episode	פרק	episode	פרק	N	N;MASC;SG
piala	גביע	piala	גביע	N;SG	N;MASC;SG
piala	גביע	piala	גביע	N;SG	N;MASC;SG
kegiatan	פעילות	kegiatan	פעילות	N;SG	N;FEM;SG
minor	קטין	minor	קטין	N	N;MASC;SG
minor	מינור	minor	מינור	N	N;MASC;SG
istilah	המונח	istilah	המונח	N;SG	N;MASC;SG
budaya	תרבות	budaya	תרבות	N;SG	N;FEM;SG
budaya	התרבות	budaya	התרבות	N;SG	N;FEM;SG
stadion	אצטדיון	stadion	אצטדיון	N;SG	N;MASC;SG
merah	אדום	merah	אדום	ADJ;SG	ADJ;MASC;SG
terutama	במיוחד	terutama	במיוחד	ADV;RL;SG	ADV
terutama	בעיקר	terutama	בעיקר	ADV;RL;SG	ADV
terutama	במיוחד	terutama	במיוחד	ADV;RL;SG	ADV
lima	חמישה	lima	חמישה	NUM	NUM;MASC;SG
lima	חמש	lima	חמש	NUM	NUM;FEM;SG
teknologi	טכנולוגיה	teknologi	טכנולוגיה	N;SG	N;FEM;SG
teknologi	הטכנולוגיה	teknologi	הטכנולוגיה	N;SG	N
menyatakan	מכריז	mennyatakan	הכריז	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyatakan	מצהיר	mennyatakan	הצהיר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
cerita	סיפור	cerita	סיפור	N;SG	N;MASC;SG
penerbangan	טיסה	penterbangan	טיסה	N;SG	N;FEM;SG
penerbangan	תעופה	penterbangan	תעופה	N;SG	N;FEM;SG
dewan	מועצה	dewan	מועצה	N;SG	N;FEM;SG
liga	ליגה	liga	ליגה	N;SG	N;FEM;SG
tujuan	שער	tujuan	שער	N;SG	N;MASC;SG
tujuan	מטרה	tujuan	מטרה	N;SG	N;FEM;SG
tujuan	מטרה	tujuan	מטרה	N;SG	N;FEM;SG
tujuan	תכלית	tujuan	תכלית	N;SG	N;FEM;SG
tujuan	מטרה	tujuan	מטרה	N;SG	N;FEM;SG
tujuan	אובייקטיבי	tujuan	אובייקטיבי	N;SG	N;MASC;SG
bangunan	בניין	bangunan	בניין	N;SG	N;MASC;SG
bangunan	בנייה	bangunan	בנייה	N;SG	N;FEM;SG
periode	נקודה	periode	נקודה	N;SG	N;FEM;SG
periode	תקופה	periode	תקופה	N;SG	N;FEM;SG
seni	אומנות	seni	אומנות	N;SG	N;FEM;SG
seni	אמנות	seni	אמנות	N;SG	N;FEM;SG
pertandingan	גפרור	pertandingan	גפרור	N;SG	N;MASC;SG
pertandingan	התאמה	pertandingan	התאמה	N;SG	N;FEM;SG
pertandingan	התאמת	pertandingan	התאמה	N;SG	N;FEM;SG
melawan	כנגד	menlawan	כנגד	ADP;SG;ACT	ADP
melawan	נגד	menlawan	נגד	ADP;SG;ACT	ADP
bergabung	הצטרף	bergabung	הצטרף	V;SG;ACT	V;MASC;SG;3;PST
bergabung	להצטרף	bergabung	הצטרף	V;SG;ACT	V;NFIN
bergabung	הצטרף	bergabung	הצטרף	V;SG;ACT	V;MASC;SG;3;PST
bergabung	הצטרפתי	bergabung	הצטרפתי	V;SG;ACT	V;SG;1;PST
bergabung	הצטרפה	bergabung	הצטרף	V;SG;ACT	V;FEM;SG;3;PST
bergabung	מצטרף	bergabung	הצטרף	V;SG;ACT	V;MASC;SG;V.PTCP
bergabung	מצטרף	bergabung	הצטרף	V;SG;ACT	V;MASC;SG;V.PTCP
bergabung	מצטרפת	bergabung	הצטרף	V;SG;ACT	V;FEM;SG;V.PTCP
badan	גוף	badan	גוף	N;SG	N;MASC;SG
badan	גופה	badan	גופה	N;SG	N;FEM;SG
badan	סוכנות	badan	סוכנות	N;SG	N;FEM;SG
badan	הסוכנות	badan	הסוכנות	N;SG	N;FEM
badan	גוף	badan	גוף	N;SG	N;MASC;SG
jenderal	גנרל	jenderal	גנרל	N;SG	N;MASC;SG
pembangunan	פיתוח	penbangunan	פיתוח	N;SG	N;MASC;SG
pembangunan	התפתחות	penbangunan	התפתחות	N;SG	N;FEM;SG
pembangunan	בניה	penbangunan	בניה	N;SG	N;FEM;SG
pembangunan	בנייה	penbangunan	בנייה	N;SG	N;FEM;SG
menemukan	לגלות	mentemukan	None	V;SG;ACT	V;NFIN
menemukan	התגלתה	mentemukan	התגלה	V;SG;ACT	V;FEM;SG;3;PST
menemukan	שהתגלה	mentemukan	שהגלל	V;SG;ACT	V;MASC;SG;3;PST
menemukan	גילה	mentemukan	גילה	V;SG;ACT	V;MASC;SG;3;PST;ACT
menemukan	התגלה	mentemukan	התגלה	V;SG;ACT	V;MASC;SG;3;PST
menemukan	מצאתי	mentemukan	מצא	V;SG;ACT	V;SG;1;PST;ACT
menemukan	מצא	mentemukan	מצא	V;SG;ACT	V;MASC;SG;3;PST;ACT
teknik	טכניקה	teknik	טכניקה	N;SG	N;FEM;SG
teknik	טכניקת	teknik	טכניקה	N;SG	N;FEM;SG
teknik	הנדסה	teknik	הנדסה	N;SG	N;FEM;SG
pecahan	שבר	pecahan	שבר	N;SG	N;MASC;SG
industri	תעשיה	industri	תעשייה	N;SG	N;FEM;SG
industri	תעשייה	industri	תעשייה	N;SG	N;FEM;SG
industri	תעשיית	industri	תעשייה	N;SG	N;FEM;SG
industri	התעשייה	industri	התעשייה	N;SG	N;FEM;SG
agung	נהדר	agung	נהדר	ADJ;SG	ADJ;MASC;SG
agung	גדול	agung	גדול	ADJ;SG	ADJ;MASC;SG
agung	עליון	agung	עליון	ADJ;SG	ADJ;MASC;SG
pasar	שוק	pasar	שוק	N;SG	N;MASC;SG
tentara	חיילת	tentara	חייל	N;SG	N;FEM;SG
tentara	חייל	tentara	חייל	N;SG	N;MASC;SG
tentara	צבא	tentara	צבא	N;SG	N;MASC;SG
gambar	תמונה	gambar	תמונה	N;SG	N;FEM;SG
gambar	תדמית	gambar	תדמית	N;SG	N;FEM;SG
gambar	תמונה	gambar	תמונה	N;SG	N;FEM;SG
gambar	ציור	gambar	ציור	N;SG	N;MASC;SG
bank	בנק	bank	בנק	N;SG	N;MASC;SG
nilai	דרג	nilai	דרג	N;SG	N;MASC;SG
nilai	שיעור	nilai	שיעור	N;SG	N;MASC;SG
nilai	ערך	nilai	ערך	N;SG	N;MASC;SG
diberikan	הוענק	diberikan	הוענק	V;SG;PASS	V;MASC;SG;3;PST;PASS
diberikan	הוענק	diberikan	הוענק	V;SG;PASS	V;MASC;SG;3;PST;PASS
menerima	מקבל	menterima	קיבל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menerima	מקבלת	menterima	קיבל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menerima	מקבל	menterima	קיבל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menerima	לקבל	menterima	קיבל	V;SG;ACT	V;NFIN;ACT
band	להקה	band	להקה	N	N;FEM;SG
band	להקות	band	הקה	N	N;FEM;PL
guru	מורה	guru	מורה	N;SG	N;MASC;SG
kawasan	אזור	kawasan	אזור	N;SG	N;MASC;SG
kawasan	איזור	kawasan	איזור	N;SG	N;MASC;SG
kawasan	שטח	kawasan	שטח	N;SG	N;MASC;SG
kawasan	אזור	kawasan	אזור	N;SG	N;MASC;SG
background	רקע	background	רקע	N	N;MASC;SG
dimulai	התחיל	dimulai	התחיל	V;SG;PASS	V;MASC;SG;3;PST
dimulai	התחילה	dimulai	התחיל	V;SG;PASS	V;FEM;SG;3;PST
dimulai	מתחיל	dimulai	התחיל	V;SG;PASS	V;MASC;SG;V.PTCP
dimulai	מתחיל	dimulai	התחיל	V;SG;PASS	V;MASC;SG;V.PTCP
ingin	רוצה	ingin	רצה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
masalah	סוגיה	masalah	סוגיה	N;SG	N;FEM;SG
masalah	בעייה	masalah	בעיה	N;SG	N;FEM;SG
masalah	בעיה	masalah	בעיה	N;SG	N;FEM;SG
pihak	מפלגה	pihak	מפלגה	N;SG	N;FEM;SG
pihak	מפלגת	pihak	מפלגה	N;SG	N;FEM;SG
kerja	עבודה	kerja	עבודה	N;SG	N;FEM;SG
jauh	מרוחקת	jauh	מרוחק	ADJ;SG	ADJ;FEM;SG
jauh	מרוחקת	jauh	מרוחק	ADJ;SG	ADJ;FEM;SG
serial	סידורי	serial	סידורי	N	N;MASC;PL
tanaman	יבול	tanaman	יבול	N;SG	N;MASC;SG
tanaman	יבול	tanaman	יבול	N;SG	N;MASC;SG
tanaman	היבול	tanaman	היבול	N;SG	N;MASC;SG
penulis	סופר	pentulis	סופר	N;SG	N;MASC;SG
penulis	סופרת	pentulis	סופר	N;SG	N;FEM;SG
penulis	סופר	pentulis	סופר	N;SG	N;MASC;SG
gol	שער	gol	שער	N;SG	N;MASC;SG
gol	מטרה	gol	מטרה	N;SG	N;FEM;SG
iii	iii	iii	iii	NUM	NUM
pertempuran	קרב	pertempuran	קרב	N;SG	N;MASC;SG
pertempuran	קרב	pertempuran	קרב	N;SG	N;MASC;SG
pertempuran	הקרב	pertempuran	הקרב	N;SG	N;MASC;SG
selalu	תמיד	selalu	תמיד	ADV	ADV
alat	כלי	alat	כלי	N;SG	N;MASC;SG
pemimpin	מנהיג	penpimpin	מנהיג	N;SG	N;MASC;SG
pemimpin	מנהיגה	penpimpin	מנהיג	N;SG	N;FEM;SG
permainan	משחק	permainan	משחק	N;SG	N;MASC;SG
perubahan	שינוי	perubahan	שינוי	N;SG	N;MASC;SG
model	מודל	model	מודל	N;SG	N;MASC;SG
model	דגם	model	דגם	N;SG	N;MASC;SG
warna	צבע	warna	צבע	N;SG	N;MASC;SG
warna	צבע	warna	צבע	N;SG	N;MASC;SG
taman	תחנה	taman	תחנה	N;SG	N;FEM;SG
taman	הגינה	taman	הגין	N;SG	N;FEM;SG
taman	גן	taman	גן	N;SG	N;MASC;SG
taman	גינה	taman	גינה	N;SG	N;FEM;SG
mengambil	מצרף	menambil	מצרף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengambil	לוקחת	menambil	לקח	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengambil	לוקח	menambil	לקח	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
datang	בא	datang	בא	V;SG;ACT	V;MASC;SG;3;PST;ACT
datang	מגיע	datang	הגיע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menunjukkan	מציינת	mentunjukkan	ציין	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menunjukkan	להדגים	mentunjukkan	הדגים	V;SG;ACT	V;NFIN;ACT
menunjukkan	מציג	mentunjukkan	הציג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
produksi	ההפקה	produksi	ההפקה	N;SG	N;FEM;SG
produksi	ייצור	produksi	ייצור	N;SG	N;MASC;SG
produksi	הפקה	produksi	הפקה	N;SG	N;FEM;SG
depan	חזית	depan	חזית	N;SG	N;FEM;SG
operasi	מבצע	operasi	מבצע	N;SG	N;MASC;SG
operasi	ניתוח	operasi	ניתוח	N;SG	N;MASC;SG
operasi	כירורגיה	operasi	כירורגיה	N;SG	N
karier	קריירה	karier	קריירה	N;SG	N;FEM;SG
karier	הקריירה	karier	הקריירה	N;SG	N
karier	קריירה	karier	קריירה	N;SG	N;FEM;SG
benar	ימני	benar	ימני	ADJ;SG	ADJ;MASC;SG
benar	נכון	benar	נכון	ADJ;SG	ADJ;MASC;SG
benar	נכון	benar	נכון	ADJ;SG	ADJ;MASC;SG
aktor	שחקן	aktor	שחקן	N;SG	N;MASC;SG
fakultas	הפקולטות	fakultas	הפקולטות	N;SG	N;FEM;SG
modern	מודרני	modern	מודרני	ADJ;SG	ADJ;MASC;SG
undang	הזמנה	undang	הזמנה	N;SG	N;FEM;SG
menulis	לכתוב	mentulis	כתב	V;SG;ACT	V;NFIN;ACT
menulis	תכתוב	mentulis	כתב	V;SG;ACT	V;MASC;SG;2;FUT;ACT
menulis	כותבת	mentulis	כתב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menulis	כותב	mentulis	כתב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menulis	כתבתי	mentulis	כתבתי	V;SG;ACT	V;SG;1;PST;ACT
menulis	כותבת	mentulis	כתב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menulis	כותב	mentulis	כתב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
memulai	התחיל	menmulai	התחיל	V;SG;ACT	V;MASC;SG;3;PST
memulai	התחלתי	menmulai	התחיל	V;SG;ACT	V;SG;1;PST;ACT
memulai	התחילה	menmulai	התחיל	V;SG;ACT	V;FEM;SG;3;PST
memulai	מתחילה	menmulai	התחיל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memulai	מתחיל	menmulai	התחיל	V;SG;ACT	V;MASC;SG;V.PTCP
contoh	מדגם	contoh	מדגם	N;SG	N;MASC;SG
contoh	דגימה	contoh	דגימה	N;SG	N;FEM;SG
contoh	דוגמה	contoh	דוגמה	N;SG	N;FEM;SG
hampir	כמעט	hampir	כמעט	ADV	ADV
hampir	כמעט	hampir	כמעט	ADV	ADV
komputer	מחשב	komputer	מחשב	N;SG	N;MASC;SG
perjanjian	הסכם	perjanjian	הסכם	N;SG	N;MASC;SG
perjanjian	הסכמה	perjanjian	הסכמה	N;SG	N;FEM;SG
perjanjian	הסכם	perjanjian	הסכם	N;SG	N;MASC;SG
lembaga	מוסד	lembaga	מוסד	N;SG	N;MASC;SG
dirinya	עצמו	diri	עצמו	PRO;SG	PRO;MASC;SG;3;REFL
daya	כוח	daya	כוח	N;SG	N;MASC;SG
daya	עוצמה	daya	עוצמה	N;SG	N;FEM;SG
daya	דאייה	daya	דאייה	N;SG	N;FEM;SG
awalnya	בתחילה	awal	בתחילה	ADV;SG	ADV
usia	גיל	usia	גיל	N;SG	N;MASC;SG
serangan	תקיפות	serangan	תקיפות	N;SG	N;FEM;SG
serangan	התקפה	serangan	התקפה	N;SG	N;FEM;SG
serangan	התקף	serangan	התקף	N;SG	N;MASC;SG
serangan	פיגוע	serangan	פיגוע	N;SG	N;MASC;SG
serangan	תקיפה	serangan	תקיפה	N;SG	N;FEM;SG
serangan	התקפה	serangan	התקפה	N;SG	N;FEM;SG
serangan	מתקפה	serangan	מתקפה	N;SG	N;FEM;SG
serangan	פוגעני	serangan	פוגעני	N;SG	N
serangan	תקיפה	serangan	תקיפה	N;SG	N;FEM;SG
mengikuti	עוקבת	menikuti	עקב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengikuti	עוקב	menikuti	עקב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengikuti	עוקב	menikuti	עקב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
warga	אזרח	warga	אזרח	N;SG	N;MASC;SG
sepanjang	לאורך	sepanjang	לאורך	ADP	ADP
sepanjang	לאורך	sepanjang	לאורך	ADP	ADP
unit	יחידה	unit	יחידה	N;SG	N;FEM;SG
membantu	מסייע	menbantu	סייע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membantu	מסייעת	menbantu	סייע	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
membantu	מסייע	menbantu	סייע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membantu	מועיל	menbantu	מועיל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membantu	מועילה	menbantu	הועיל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
lingkungan	סביבה	lingkungan	סביבה	N;SG	N;FEM;SG
lingkungan	שכונה	lingkungan	שכונה	N;SG	N;FEM;SG
lingkungan	שכונה	lingkungan	שכונה	N;SG	N;FEM;SG
kode	צופן	kode	צפן	N;SG	N;MASC;SG
penggunaan	שימוש	pengunaan	שימוש	N;SG	N;MASC;SG
penggunaan	שימוש	pengunaan	שימוש	N;SG	N;MASC;SG
kadang	לפעמים	kadang	לפעמים	ADV	ADV
kadang	לעתים	kadang	לעתים	ADV	ADV
kadang	מתישהו	kadang	התישה	ADV	ADV
mobil	הרכב	mobil	הרכב	N;SG	N;MASC;SG
mobil	מכונית	mobil	מכונית	N;SG	N;FEM;SG
mobil	רכב	mobil	רכב	N;SG	N;MASC;SG
mobil	מכונית	mobil	מכונית	N;SG	N;FEM;SG
mobil	רכב	mobil	רכב	N;SG	N;MASC;SG
menghasilkan	יוצר	menhasilkan	יצר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menghasilkan	מייצר	menhasilkan	ייצר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menghasilkan	לייצר	menhasilkan	ייצר	V;SG;ACT	V;NFIN;ACT
jam	שעה	jam	שעה	N;SG	N;FEM;SG
kantor	משרד	kantor	משרד	N;SG	N;MASC;SG
malam	לילה	malam	לילה	N;SG	N;MASC;SG
membawa	מביאה	menbawa	הביא	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
membawa	מביא	menbawa	הביא	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
tangan	יד	tangan	יד	N;SG	N;FEM;SG
usaha	מאמץ	usaha	מאמץ	N;SG	N;MASC;SG
usaha	מיזם	usaha	מיזם	N;SG	N;MASC;SG
lokasi	המיקום	lokasi	המיקום	N;SG	N;MASC;SG
lokasi	מיקום	lokasi	מיקום	N;SG	N;MASC;SG
pertanian	חוות	pertanian	חווה	N;SG	N;FEM;SG
pertanian	חווה	pertanian	חווה	N;SG	N;FEM;SG
pertanian	חקלאי	pertanian	חקלאי	N;SG	N;MASC;SG
pertanian	חוות	pertanian	חווה	N;SG	N;FEM;SG
pertanian	חקלאות	pertanian	חקלאות	N;SG	N;FEM;SG
pertanian	חקלאות	pertanian	חקלאות	N;SG	N;FEM;SG
gerakan	תנועה	gerakan	תנועה	N;SG	N;FEM;SG
gerakan	תנועה	gerakan	תנועה	N;SG	N;FEM;SG
gedung	בניין	gedung	בניין	N;SG	N;MASC;SG
gedung	בנייה	gedung	בנייה	N;SG	N;FEM;SG
image	תדמית	image	תדמית	N	N;FEM;SG
image	תמונה	image	תמונה	N	N;FEM;SG
berisi	הכילה	berisi	הכיל	V;SG;ACT	V;FEM;SG;3;PST;ACT
berisi	הכיל	berisi	הכיל	V;SG;ACT	V;MASC;SG;3;PST;ACT
berisi	מכיל	berisi	הכיל	V;SG;ACT	V;MASC;SG;V.PTCP
berisi	מכילה	berisi	הכיל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berisi	להכיל	berisi	הכיל	V;SG;ACT	V;NFIN;ACT
sakit	כאב	sakit	כאב	N;SG	N;MASC;SG
tuhan	אלוהים	tuhan	אלוהים	N;SG	N;MASC;SG
laporan	דיווח	laporan	דיווח	N;SG	N;MASC;SG
laporan	דיווח	laporan	דיווח	N;SG	N;MASC;SG
pemilihan	בחירה	penpilihan	בחירה	N;SG	N;FEM;SG
pemilihan	מבחר	penpilihan	מבחר	N;SG	N;MASC;SG
belajar	לומד	belajar	למד	V;SG	V;MASC;SG;V.PTCP;ACT
belajar	לומדת	belajar	למד	V;SG	V;FEM;SG;V.PTCP;ACT
belajar	למד	belajar	למד	V;SG	V;MASC;SG;3;PST
belajar	למדה	belajar	למד	V;SG	V;FEM;SG;3;PST
belajar	לומד	belajar	למד	V;SG	V;MASC;SG;V.PTCP;ACT
belajar	לומדת	belajar	למד	V;SG	V;FEM;SG;V.PTCP;ACT
belajar	ללמוד	belajar	למד	V;SG	V;NFIN;ACT
belajar	למד	belajar	למד	V;SG	V;MASC;SG;3;PST
belajar	תלמד	belajar	למד	V;SG	V;MASC;SG;3;FUT
bagaimana	איך	bagaimana	איך	ADV	ADV
bagaimana	כיצד	bagaimana	כיצד	ADV	ADV
tugas	עבודה	tugas	עבודה	N;SG	N;FEM;SG
tugas	משרה	tugas	משרה	N;SG	N;FEM;SG
tugas	משימה	tugas	משימה	N;SG	N;FEM;SG
tugas	מטלה	tugas	הטלה	N;SG	N;FEM;SG
produk	המוצר	produk	המוצר	N;SG	N;MASC;SG
produk	מוצר	produk	מוצר	N;SG	N;MASC;SG
seri	סדרה	seri	סדרה	N;SG	N;FEM;SG
seri	סידרה	seri	סדרה	N;SG	N;FEM;SG
seri	סדרת	seri	סדרה	N;SG	N;FEM;SG
kekuatan	כוח	kekuatan	כוח	N;SG	N;MASC;SG
kekuatan	חוזק	kekuatan	חזק	N;SG	N;MASC;SG
kekuatan	עוצמה	kekuatan	עוצמה	N;SG	N;FEM;SG
kekuatan	כוח	kekuatan	כוח	N;SG	N;MASC;SG
kekuatan	עוצמה	kekuatan	עוצמה	N;SG	N;FEM;SG
mengatakan	אומרת	menkatakan	אמר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengatakan	אומר	menkatakan	אמר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengatakan	אמר	menkatakan	אמר	V;SG;ACT	V;MASC;SG;3;PST;ACT
mengatakan	אומרת	menkatakan	אמר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengatakan	אומר	menkatakan	אמר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
asli	מקורי	asli	מקורי	ADJ;SG	ADJ;MASC;SG
stadium	אצטדיון	stadium	אצטדיון	N	N;MASC;SG
tua	ישנה	tua	ישן	ADJ;SG	ADJ;FEM;SG
sekali	פעם	sekali	פעם	ADV	ADV
mati	מכובה	mati	מכובה	ADJ;SG	ADJ;MASC;SG
mati	מת	mati	מת	ADJ;SG	ADJ;MASC;SG
pendek	קצר	pendek	קצר	ADJ;SG	ADJ;MASC;SG
ahli	מומחה	ahli	מומחה	N;SG	N;MASC;SG
ahli	מומחית	ahli	מומחי	N;SG	N;FEM;SG
hitam	שחורה	hitam	שחורה	ADJ;SG	ADJ;FEM;SG
hitam	שחור	hitam	שחור	ADJ;SG	ADJ;MASC;SG
gaya	סגנון	gaya	סגנון	N;SG	N;MASC;SG
milik	שייכות	milik	שייכות	N;SG;ACT	N;FEM;SG
milik	שייכות	milik	שייכות	N;SG;ACT	N;FEM;SG
studi	לימוד	studi	לימוד	N;SG	N;MASC;SG
studi	מחקר	studi	מחקר	N;SG	N;MASC;SG
karakter	דמות	karakter	דמות	N;SG	N;FEM;SG
karakter	אופי	karakter	אופי	N;SG	N;MASC;SG
final	סופיות	final	סופיות	N	N;FEM;PL
final	גמר	final	גמר	N	N;MASC;SG
final	גמר	final	גמר	N	N;MASC;SG
kampung	כפר	kampung	כפר	N;SG	N;MASC;SG
list	רשימה	list	רשימה	N	N;FEM;SG
top	עליון	top	עליון	ADJ;SG	ADJ;MASC;SG
rendah	נמוך	rendah	נמוך	ADJ;SG	ADJ;MASC;SG
rendah	נמוכה	rendah	נמוך	ADJ;SG	ADJ;FEM;SG
peristiwa	אירוע	peristiwa	אירוע	N;SG	N;MASC;SG
perjalanan	מסע	perjalanan	מסע	N;SG	N;MASC;SG
perjalanan	נסיעה	perjalanan	נסיעה	N;SG	N;FEM;SG
perjalanan	טיול	perjalanan	טיול	N;SG	N;MASC;SG
huruf	מכתב	huruf	מכתב	N;SG	N;MASC;SG
keturunan	ירידה	keturunan	ירידה	N;SG	N;FEM;SG
sisi	צד	sisi	צד	N;SG	N;MASC;SG
