vir	pre	vir	pre	ADP	ADP;ACC
skrywer	spisovateľka	skrywer	spisovateľka	N;SG	N;NOM;FEM;SG
skrywer	autor	skrywer	autor	N;SG	N;ANIM;NOM;MASC;SG
skrywer	autora	skrywer	autor	N;SG	N;ANIM;ACC;MASC;SG
skrywer	autorka	skrywer	autorka	N;SG	N;NOM;FEM;SG
skrywer	autorom	skrywer	autor	N;SG	N;ANIM;INS;MASC;SG
verander	zrušiť	verander	zrušiť	V;PRS	V;PFV;POS;NFIN
verander	pozmeniť	verander	pozmeniť	V;PRS	V;PFV;POS;NFIN
verander	zmeniť	verander	zmeniť	V;PRS	V;PFV;POS;NFIN
verander	upraviť	verander	upraviť	V;PRS	V;PFV;POS;NFIN
verander	zmeniť	verander	zmeniť	V;PRS	V;PFV;POS;NFIN
bereik	dosiahnuť	bereik	dosiahnuť	V;PRS	V;PFV;POS;NFIN
russiese	ruské	russies	ruský	ADJ;NOM	ADJ;NOM;NEUT;SG
russiese	ruská	russies	ruský	ADJ;NOM	ADJ;NOM;FEM;SG
russiese	ruský	russies	ruský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
inwoners	obyvatelia	inwoner	obyvateľ	N;PL	N;ANIM;NOM;MASC;PL
inwoners	obyvateľov	inwoner	obyvateľ	N;PL	N;ANIM;ACC;MASC;PL
inwoners	obyvateľom	inwoner	obyvateľ	N;PL	N;ANIM;DAT;MASC;PL
beteken	znamená	beteken	znamenať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
man	manžela	man	manžel	N;SG	N;ANIM;ACC;MASC;SG
man	manžel	man	manžel	N;SG	N;ANIM;NOM;MASC;SG
man	muž	man	muž	N;SG	N;ANIM;NOM;MASC;SG
man	človek	man	človek	N;SG	N;ANIM;NOM;MASC;SG
huis	house	huis	hous	N;SG	N;INAN;NOM;MASC;SG
huis	domček	huis	domček	N;SG	N;INAN;NOM;MASC;SG
huis	dom	huis	dom	N;SG	N;INAN;NOM;MASC;SG
besoek	navštívte	besoek	navštíviť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
besoek	navštíviť	besoek	navštíviť	V;PRS	V;PFV;POS;NFIN
administratiewe	administratívny	administratief	administratívny	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
administratiewe	administratívne	administratief	administratívne	ADJ;NOM	ADJ;NOM;NEUT;SG
administratiewe	administratívna	administratief	administratívny	ADJ;NOM	ADJ;NOM;FEM;SG
bekende	slávny	bekend	slávny	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
bekende	slávna	bekend	slávny	ADJ;NOM	ADJ;NOM;FEM;SG
gespeel	nehral	speel	hrať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
gespeel	hralo	speel	hrať	V;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
gespeel	hrala	speel	hrať	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
gespeel	hral	speel	hrať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
gespeel	hrali	speel	hrať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
kerke	kostoly	kerk	kostol	N;PL	N;INAN;NOM;MASC;PL
kerke	cirkvi	kerk	cirkev	N;PL	N;NOM;FEM;PL
kerke	kostolov	kerk	kostol	N;PL	N;INAN;GEN;MASC;PL
skryf	píšte	skryf	písiť	V;PRS	V;IPFV;IMP;PL;2;POS;FIN
skryf	písať	skryf	písať	V;PRS	V;IPFV;POS;NFIN
skryf	napísať	skryf	napísať	V;PRS	V;PFV;POS;NFIN
skryf	napíšte	skryf	napísiť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
skryf	píš	skryf	pís	V;PRS	V;IPFV;IMP;SG;2;POS;FIN
skryf	napíš	skryf	napísať	V;PRS	V;PFV;IMP;SG;2;POS;FIN
skryf	horieť	skryf	horieť	V;PRS	V;IPFV;POS;NFIN
skryf	spáliť	skryf	spáliť	V;PRS	V;IPFV;POS;NFIN
visse	ryby	visse	ryba	N;PL	N;NOM;FEM;PL
visse	ryby	visse	ryba	N;PL	N;NOM;FEM;PL
suidelike	južný	suidelik	južný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
suidelike	južná	suidelik	južný	ADJ;NOM	ADJ;NOM;FEM;SG
suidelike	južné	suidelik	južný	ADJ;NOM	ADJ;NOM;NEUT;SG
romeinse	romana	romeins	romana	N;SG	N;NOM;FEM;SG
alhoewel	hoci	alhoewel	hoci	CONJ	CONJ
gekry	našiel	kry	nájsť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gekry	našli	kry	nájsť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gekry	našlo	kry	nájsť	V;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
alfabetiese	abecedný	alfabeties	abecedný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
gekom	cestoval	kom	cestovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
gekom	cestovali	kom	cestovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
gekom	cestovala	kom	cestovať	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
reeks	séria	reeks	séria	N;SG	N;NOM;FEM;SG
reeks	rad	reeks	rad	N;SG	N;INAN;NOM;MASC;SG
reeks	sériu	reeks	séria	N;SG	N;ACC;FEM;SG
hoofsaaklik	primárne	hoofsaaklik	primárne	ADV	ADV
eilande	ostrovov	eilande	ostrov	N;PL	N;INAN;GEN;MASC;PL
eilande	ostrovy	eilande	ostrov	N;PL	N;INAN;NOM;MASC;PL
speel	prehrať	speel	prehrať	V;PRS	V;PFV;POS;NFIN
speel	hrať	speel	hrať	V;PRS	V;IPFV;POS;NFIN
speel	zahrať	speel	zahrať	V;PRS	V;PFV;POS;NFIN
speel	hrať	speel	hrať	V;PRS	V;IPFV;POS;NFIN
speel	hrajú	speel	hrať	V;PRS	V;IPFV;IND;PL;3;POS;PRS;FIN
bou	postaviť	bou	postaviť	V;PRS	V;PFV;POS;NFIN
bou	budovať	bou	budovať	V;PRS	V;IPFV;POS;NFIN
bou	stavať	bou	stavať	V;PRS	V;IPFV;POS;NFIN
bou	vybudovať	bou	vybudovať	V;PRS	V;PFV;POS;NFIN
gelei	viedlo	lei	viesť	V;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
gelei	viedol	lei	viesť	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
stigting	založenie	stigting	založenie	N;SG	N;NOM;NEUT;SG
stigting	tvorbe	stigting	tvorba	N;SG	N;DAT;FEM;SG
stigting	tvorba	stigting	tvorba	N;SG	N;NOM;FEM;SG
stigting	formácia	stigting	formácia	N;SG	N;NOM;FEM;SG
stigting	formovanie	stigting	formovanie	N;SG	N;NOM;NEUT;SG
beskryf	popísať	beskryf	popísať	V;PRS	V;PFV;POS;NFIN
beskryf	opísať	beskryf	opísať	V;PRS	V;PFV;POS;NFIN
streek	kraj	streek	kraj	N;SG	N;INAN;NOM;MASC;SG
streek	regiónu	streek	región	N;SG	N;INAN;GEN;MASC;SG
streek	oblasť	streek	oblasť	N;SG	N;NOM;FEM;SG
streek	región	streek	región	N;SG	N;INAN;NOM;MASC;SG
rivier	rieke	rivier	rieka	N;SG	N;DAT;FEM;SG
rivier	rieka	rivier	rieka	N;SG	N;NOM;FEM;SG
mees	najviac	baie	veľa	ADV;RL	ADV;RL
ses	šesť	ses	šesť	NUM	NUM;NOM;NEUT;SG
ses	šiestich	ses	šesť	NUM	NUM;GEN;MASC;PL
ses	šiesti	ses	šiesť	NUM	NUM;ANIM;NOM;MASC;PL
grond	pôdu	grond	pôda	N;SG	N;ACC;FEM;SG
grond	pôda	grond	pôda	N;SG	N;NOM;FEM;SG
grond	pozemok	grond	pozemok	N;SG	N;INAN;NOM;MASC;SG
grond	pôda	grond	pôda	N;SG	N;NOM;FEM;SG
grond	zemi	grond	zem	N;SG	N;DAT;FEM;SG
grond	zem	grond	zem	N;SG	N;NOM;FEM;SG
spesies	druhov	spesie	druh	N;PL	N;INAN;GEN;MASC;PL
spesies	druhy	spesie	druh	N;PL	N;INAN;NOM;MASC;PL
beroep	povolanie	beroep	povolanie	N;SG	N;NOM;NEUT;SG
beroep	profesia	beroep	profesi	N;SG	N;NOM;NEUT;SG
gedoen	urobil	doen	urobiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
lede	poslanci	lid	poslanec	N;PL	N;ANIM;NOM;MASC;PL
lede	členovia	lid	člen	N;PL	N;ANIM;NOM;MASC;PL
lede	členov	lid	člen	N;PL	N;ANIM;ACC;MASC;PL
historiese	historický	histories	historický	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
historiese	historické	histories	historický	ADJ;NOM	ADJ;NOM;NEUT;SG
historiese	historická	histories	historický	ADJ;NOM	ADJ;NOM;FEM;SG
historiese	historický	histories	historický	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
historiese	historické	histories	historický	ADJ;NOM	ADJ;NOM;NEUT;SG
historiese	historická	histories	historický	ADJ;NOM	ADJ;NOM;FEM;SG
minister	minister	minister	minister	N;SG	N;ANIM;NOM;MASC;SG
minister	ministerka	minister	ministerka	N;SG	N;NOM;FEM;SG
span	mužstvo	span	mužstvo	N;SG	N;NOM;NEUT;SG
span	tím	span	tím	N;SG	N;INAN;NOM;MASC;SG
ontwikkeling	rozvoj	ontwikkeling	rozvoj	N;SG	N;INAN;NOM;MASC;SG
ontwikkeling	vývoj	ontwikkeling	vývoj	N;SG	N;INAN;NOM;MASC;SG
dele	diely	deel	diely	N;PL	N;NOM;FEM;PL
dele	súčiastky	deel	súčiastka	N;PL	N;INAN;NOM;MASC;PL
dele	častí	deel	časť	N;PL	N;GEN;FEM;PL
distrik	obvod	distrik	obvod	N;SG	N;INAN;NOM;MASC;SG
distrik	okrsok	distrik	okrsok	N;SG	N;INAN;NOM;MASC;SG
gewen	získala	wen	získať	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gewen	pribral	wen	pribrať	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gewen	vyhrali	wen	vyhrať	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gewen	vyhrala	wen	vyhrať	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gewen	zvíťazil	wen	zvíťaziť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gewen	vyhral	wen	vyhrať	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
god	boh	god	boh	N;SG	N;ANIM;NOM;MASC;SG
god	boha	god	boh	N;SG	N;ANIM;ACC;MASC;SG
pad	cesta	pad	cesta	N;SG	N;NOM;FEM;SG
militêre	vojenský	militêr	vojenský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
militêre	vojenské	militêr	vojenský	ADJ;NOM	ADJ;NOM;NEUT;SG
inligting	informovanie	inligting	informovanie	N;SG	N;NOM;NEUT;SG
inligting	informácia	inligting	informácia	N;SG	N;NOM;FEM;SG
veroorsaak	spôsobuje	veroorsaak	spôsobovať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
veroorsaak	spôsobujú	veroorsaak	spôsobovať	V;PRS	V;IPFV;IND;PL;3;POS;PRS;FIN
veroorsaak	spôsobiť	veroorsaak	spôsobiť	V;PRS	V;PFV;POS;NFIN
ontdek	objavovať	ontdek	objavovať	V;PRS	V;IPFV;POS;NFIN
ontdek	objaviť	ontdek	objaviť	V;PRS	V;PFV;POS;NFIN
oorspronklike	originálny	oorspronklik	originálny	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
oorspronklike	pôvodný	oorspronklik	pôvodný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
oorspronklike	originálne	oorspronklik	originálne	ADJ;NOM	ADJ;NOM;NEUT;SG
oorspronklike	pôvodné	oorspronklik	pôvodný	ADJ;NOM	ADJ;NOM;NEUT;SG
boek	kniha	boek	kniha	N;SG	N;NOM;FEM;SG
boek	knižku	boek	knižka	N;SG	N;ACC;FEM;SG
boek	knihu	boek	kniha	N;SG	N;ACC;FEM;SG
artikels	články	artikel	článok	N;PL	N;INAN;NOM;MASC;PL
artikels	článkov	artikel	článok	N;PL	N;INAN;GEN;MASC;PL
artikels	predmety	artikel	predmet	N;PL	N;INAN;NOM;MASC;PL
artikels	oddiely	artikel	oddiel	N;PL	N;INAN;NOM;MASC;PL
artikels	úseky	artikel	úsek	N;PL	N;INAN;NOM;MASC;PL
artikels	sekcií	artikel	sekcia	N;PL	N;GEN;FEM;PL
artikels	sekcie	artikel	sekcia	N;PL	N;NOM;FEM;PL
aanvanklik	pôvodne	aanvanklik	pôvodne	ADV	ADV
aanvanklik	spočiatku	aanvanklik	spočiatku	ADV	ADV
kalender	kalendár	kalender	kalendár	N;SG	N;INAN;NOM;MASC;SG
kalender	kalendára	kalender	kalendár	N;SG	N;INAN;GEN;MASC;SG
wet	právo	wet	právo	N;SG	N;NOM;NEUT;SG
wet	zákon	wet	zákon	N;SG	N;INAN;NOM;MASC;SG
wet	čin	wet	čin	N;SG	N;INAN;NOM;MASC;SG
wet	akt	wet	akt	N;SG	N;INAN;NOM;MASC;SG
val	padnúť	val	padnúť	V;PRS	V;PFV;POS;NFIN
val	spadnúť	val	spadnúť	V;PRS	V;PFV;POS;NFIN
beheer	ovládať	beheer	ovládať	V;PRS	V;IPFV;POS;NFIN
beheer	kontrolovať	beheer	kontrolovať	V;PRS	V;IPFV;POS;NFIN
predikant	duchovenstvo	predikant	duchovenstvo	N;SG	N;NOM;NEUT;SG
gevind	našiel	vind	nájsť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gevind	našli	vind	nájsť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gevind	našlo	vind	nájsť	V;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
verkies	uprednostňovať	verkies	uprednostňovať	V;PRS	V;IPFV;POS;NFIN
omgewing	prostredie	omgewing	prostredie	N;SG	N;NOM;NEUT;SG
omgewing	oblasť	omgewing	oblasť	N;SG	N;NOM;FEM;SG
omgewing	plocha	omgewing	plocha	N;SG	N;NOM;FEM;SG
lid	členka	lid	členka	N;SG	N;NOM;FEM;SG
lid	členom	lid	člen	N;SG	N;ANIM;INS;MASC;SG
lid	člena	lid	člen	N;SG	N;ANIM;ACC;MASC;SG
lid	poslanec	lid	poslanec	N;SG	N;ANIM;NOM;MASC;SG
lid	člen	lid	člen	N;SG	N;ANIM;NOM;MASC;SG
voormalige	bývalý	voormalig	bývalý	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
voormalige	bývalí	voormalig	bývalý	ADJ;NOM	ADJ;ANIM;NOM;MASC;PL
voormalige	bývalá	voormalig	bývalý	ADJ;NOM	ADJ;NOM;FEM;SG
voormalige	bývalé	voormalig	bývalý	ADJ;NOM	ADJ;NOM;NEUT;SG
grens	hranicu	grens	hranica	N;SG	N;ACC;FEM;SG
grens	hranica	grens	hranica	N;SG	N;NOM;FEM;SG
skeidsregter	rozhodca	skeidsregter	rozhodca	N;SG	N;ANIM;NOM;MASC;SG
skeidsregter	rozhodcu	skeidsregter	rozhodca	N;SG	N;ANIM;ACC;MASC;SG
data	data	data	data	N;SG	N;NOM;FEM;SG
invloed	ovplyvňovať	invloed	ovplyvňovať	V;PRS	V;IPFV;POS;NFIN
invloed	ovplyvniť	invloed	ovplyvniť	V;PRS	V;PFV;POS;NFIN
ouderdom	veku	ouderdom	vek	N;SG	N;INAN;GEN;MASC;SG
ouderdom	vek	ouderdom	vek	N;SG	N;INAN;NOM;MASC;SG
diens	obsluha	diens	obsluha	N;SG	N;NOM;FEM;SG
diens	služba	diens	služba	N;SG	N;NOM;FEM;SG
diens	servis	diens	servis	N;SG	N;INAN;NOM;MASC;SG
diens	doručovanie	diens	doručovanie	N;SG	N;NOM;NEUT;SG
noordelike	severný	noordelik	severný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
noordelike	severné	noordelik	severný	ADJ;NOM	ADJ;NOM;NEUT;SG
noordelike	severná	noordelik	severný	ADJ;NOM	ADJ;NOM;FEM;SG
vind	nájdite	vind	nájsť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
vind	nájdi	vind	nájsť	V;PRS	V;PFV;IMP;SG;2;POS;FIN
vind	nájsť	vind	nájsť	V;PRS	V;PFV;POS;NFIN
woorde	slov	woord	slovo	N;PL	N;GEN;NEUT;PL
woorde	slová	woord	slovo	N;PL	N;NOM;NEUT;PL
verkiesing	zvolenie	verkiesing	zvolenie	N;SG	N;NOM;NEUT;SG
verbind	pripojiť	verbind	pripojiť	V;PRS	V;PFV;POS;NFIN
verbind	spojiť	verbind	spojiť	V;PRS	V;PFV;POS;NFIN
geval	case	geval	cas	N;SG	N;INAN;NOM;MASC;SG
geval	prípade	geval	prípad	N;SG	N;INAN;NOM;MASC;SG
geval	prípad	geval	prípad	N;SG	N;INAN;NOM;MASC;SG
geval	kufrík	geval	kufrík	N;SG	N;INAN;NOM;MASC;SG
unie	únia	unie	únia	N;SG	N;NOM;FEM;SG
griekse	grécka	grieks	grécka	N;SG	N;NOM;NEUT;SG
sterre	bary	sterr	bara	N;PL	N;NOM;FEM;PL
sterre	mreže	sterr	mreže	N;PL	N;INAN;NOM;MASC;PL
sterre	tyčinky	sterr	tyčinka	N;PL	N;NOM;FEM;PL
sterre	tyče	sterr	tyče	N;PL	N;NOM;FEM;PL
sterre	hviezd	sterr	hviezda	N;PL	N;GEN;FEM;PL
sterre	hviezdy	sterr	hviezda	N;PL	N;NOM;FEM;PL
sterre	hviezdičky	sterr	hviezdička	N;PL	N;NOM;FEM;PL
slag	bitka	slag	bitka	N;SG	N;NOM;FEM;SG
slag	súboj	slag	súboj	N;SG	N;INAN;NOM;MASC;SG
deelstaat	štátu	deelstaat	štát	N;SG	N;INAN;GEN;MASC;SG
deelstaat	štát	deelstaat	štát	N;SG	N;INAN;NOM;MASC;SG
oseaan	oceánu	oseaan	oceán	N;SG	N;INAN;GEN;MASC;SG
oseaan	oceán	oseaan	oceán	N;SG	N;INAN;NOM;MASC;SG
help	pomôžte	help	pomôcť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
help	pomôže	help	pomôcť	V;PRS	V;PFV;IND;SG;3;POS;PRS;FIN
help	pomôcť	help	pomôcť	V;PRS	V;PFV;POS;NFIN
museum	múzeum	museum	múzeum	N;SG	N;NOM;NEUT;SG
want	lebo	want	lebo	CONJ	CONJ
probeer	vyskúšať	probeer	vyskúšať	V;PRS	V;PFV;POS;NFIN
probeer	skúsiť	probeer	skúsiť	V;PRS	V;PFV;POS;NFIN
probeer	skúste	probeer	skúsiť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
probeer	skús	probeer	skús	V;PRS	V;IPFV;IMP;SG;2;POS;FIN
probeer	vyskúšajte	probeer	vyskúšať	V;PRS	V;PFV;IMP;PL;2;POS;FIN
bome	stromy	bome	strom	N;PL	N;INAN;NOM;MASC;PL
bome	stromov	bome	strom	N;PL	N;INAN;GEN;MASC;PL
gemeentes	farností	gemeente	farnosť	N;PL	N;GEN;FEM;PL
kilometer	kilometer	kilometer	kilometer	N;SG	N;INAN;NOM;MASC;SG
stelsel	systém	stelsel	systém	N;SG	N;INAN;NOM;MASC;SG
stelsel	systému	stelsel	systém	N;SG	N;INAN;GEN;MASC;SG
stelsel	sústava	stelsel	sústava	N;SG	N;NOM;FEM;SG
raad	poradenstvo	raad	poradenstvo	N;SG	N;NOM;NEUT;SG
raad	rada	raad	rád	N;SG	N;NOM;FEM;SG
raad	radu	raad	rada	N;SG	N;ACC;FEM;SG
raad	rada	raad	rád	N;SG	N;NOM;FEM;SG
dorpe	mestá	dorpe	mesto	N;PL	N;NOM;NEUT;PL
stede	mestá	stede	mesto	N;PL	N;NOM;NEUT;PL
klub	klub	klub	klub	N;SG	N;INAN;NOM;MASC;SG
klub	klubu	klub	klub	N;SG	N;INAN;GEN;MASC;SG
vader	otče	vader	otče	N;SG	N;ANIM;VOC;MASC;SG
vader	otec	vader	otec	N;SG	N;ANIM;NOM;MASC;SG
vader	otca	vader	otec	N;SG	N;ANIM;ACC;MASC;SG
ster	hviezda	ster	hviezda	N;SG	N;NOM;FEM;SG
ster	hviezdička	ster	hviezdička	N;SG	N;NOM;FEM;SG
vanuit	od	vanuit	od	ADP	ADP;GEN
skakel	spojiť	skakel	spojiť	V;PRS	V;PFV;POS;NFIN
skakel	prepojiť	skakel	prepojiť	V;PRS	V;PFV;POS;NFIN
skakel	volať	skakel	volať	V;PRS	V;IPFV;POS;NFIN
skakel	zavolať	skakel	zavolať	V;PRS	V;PFV;POS;NFIN
skakel	volajte	skakel	volať	V;PRS	V;IPFV;IMP;PL;2;POS;FIN
weke	týždňov	week	týždeň	N;PL	N;INAN;GEN;MASC;PL
weke	týždne	week	týždeň	N;PL	N;INAN;NOM;MASC;PL
generaal	general	generaal	generať	N;SG	N;INAN;NOM;MASC;SG
vergadering	stretko	vergadering	stretko	N;SG	N;NOM;NEUT;SG
vergadering	schôdza	vergadering	schôdza	N;SG	N;NOM;FEM;SG
vergadering	zasadnutie	vergadering	zasadnutie	N;SG	N;NOM;NEUT;SG
vergadering	stretnutie	vergadering	stretnutie	N;SG	N;NOM;NEUT;SG
orde	poradie	orde	poradie	N;SG	N;NOM;NEUT;SG
orde	objednávka	orde	objednávka	N;SG	N;NOM;FEM;SG
orde	poriadok	orde	poriadok	N;SG	N;INAN;NOM;MASC;SG
loop	kráčať	loop	kráčať	V;PRS	V;IPFV;POS;NFIN
nooit	nikdy	nooit	nikdy	ADV	ADV
antieke	staroveký	antiek	staroveký	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
antieke	staroveké	antiek	staroveký	ADJ;NOM	ADJ;NOM;NEUT;SG
uitgawe	edícia	uitgawe	edícia	N;SG	N;NOM;FEM;SG
uitgawe	vydanie	uitgawe	vydanie	N;SG	N;NOM;NEUT;SG
verkry	získať	verkry	získať	V;PRS	V;PFV;POS;NFIN
verkry	nadobudnúť	verkry	nadobudnúť	V;PRS	V;PFV;POS;NFIN
verkry	nadobúdať	verkry	nadobúdať	V;PRS	V;IPFV;POS;NFIN
verkoop	predať	verkoop	predať	V;PRS	V;PFV;POS;NFIN
verkoop	predávať	verkoop	predávať	V;PRS	V;IPFV;POS;NFIN
verkoop	predávať	verkoop	predávať	V;PRS	V;IPFV;POS;NFIN
verkoop	predáva	verkoop	predávať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
voël	vtáčik	voël	vtáčik	N;SG	N;ANIM;NOM;MASC;SG
voël	vták	voël	vták	N;SG	N;ANIM;NOM;MASC;SG
voël	vtáka	voël	vták	N;SG	N;ANIM;ACC;MASC;SG
vierde	štvrtá	vierde	štvrť	ADJ;NOM	ADJ;NOM;FEM;SG
vierde	štvrté	vierde	štvrť	ADJ;NOM	ADJ;NOM;NEUT;SG
vierde	štvrtý	vierde	štvrtý	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
hoër	vyššia	hoog	vysoký	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
hoër	vyšší	hoog	vysoký	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
lei	viesť	lei	viesť	V;PRS	V;IPFV;POS;NFIN
groei	rast	groei	rast	N;SG	N;INAN;NOM;MASC;SG
groei	nárast	groei	nárast	N;SG	N;INAN;NOM;MASC;SG
groei	rastu	groei	rast	N;SG	N;INAN;GEN;MASC;SG
gestel	nastaviť	stel	nastaviť	V;PST;V.PTCP	V;PFV;POS;NFIN
foto	foto	foto	foto	N;SG	N;NOM;NEUT;SG
foto	fotografia	foto	fotografia	N;SG	N;NOM;FEM;SG
foto	fotka	foto	fotka	N;SG	N;NOM;FEM;SG
foto	fotku	foto	fotka	N;SG	N;ACC;FEM;SG
sewe	siedmich	sewe	sedem	NUM	NUM;GEN;MASC;PL
sewe	sedem	sewe	sedem	NUM	NUM;NOM;NEUT;SG
oorspronklik	pôvodne	oorspronklik	pôvodne	ADV	ADV
voorbeeld	vzorku	voorbeeld	vzork	N;SG	N;ACC;FEM;SG
voorbeeld	vzorka	voorbeeld	vzorka	N;SG	N;NOM;FEM;SG
voorbeeld	ukážka	voorbeeld	ukážka	N;SG	N;NOM;FEM;SG
voorbeeld	stupňa	voorbeeld	stupeň	N;SG	N;INAN;GEN;MASC;SG
voorbeeld	príklad	voorbeeld	príklad	N;SG	N;INAN;NOM;MASC;SG
voorsitter	kreslo	voorsitter	kreslo	N;SG	N;NOM;NEUT;SG
voorsitter	predseda	voorsitter	predseda	N;SG	N;ANIM;NOM;MASC;SG
voorsitter	stolička	voorsitter	stolička	N;SG	N;NOM;FEM;SG
sterf	zomrieť	sterf	zomrieť	V;PRS	V;PFV;POS;NFIN
sterf	umrieť	sterf	umrieť	V;PRS	V;PFV;POS;NFIN
verskil	nesúhlasiť	verskil	nesúhlasiť	V;PRS	V;IPFV;NEG;NFIN
verskil	nesúhlasím	verskil	súhlasiť	V;PRS	V;IPFV;IND;SG;1;NEG;PRS;FIN
sentraal	centrálne	sentraal	centrálne	ADV	ADV
oppervlakte	oblasti	oppervlak	oblasť	N;PL	N;NOM;FEM;PL
bevestig	potvrdiť	bevestig	potvrdiť	V;PRS	V;PFV;POS;NFIN
bepaal	určuje	bepaal	určovať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
bepaal	určí	bepaal	určiť	V;PRS	V;PFV;IND;SG;3;POS;PRS;FIN
klas	trieda	klas	trieda	N;SG	N;NOM;FEM;SG
vertoon	prezradiť	vertoon	prezradiť	V;PRS	V;PFV;POS;NFIN
vertoon	odhaliť	vertoon	odhaliť	V;PRS	V;PFV;POS;NFIN
vertoon	zobraziť	vertoon	zobraziť	V;PRS	V;PFV;POS;NFIN
altyd	vždy	altyd	vždy	ADV	ADV
lig	zdvihnúť	lig	zdvihnúť	V;PRS	V;PFV;POS;NFIN
lig	zvýšiť	lig	zvýšiť	V;PRS	V;PFV;POS;NFIN
lig	zvyšovať	lig	zvyšovať	V;PRS	V;IPFV;POS;NFIN
punt	bodka	punt	bodka	N;SG	N;NOM;FEM;SG
punt	bod	punt	bod	N;SG	N;INAN;NOM;MASC;SG
vroue	ženy	vrou	žena	N;PL	N;NOM;FEM;PL
vroue	žien	vrou	žena	N;PL	N;GEN;FEM;PL
vroue	dámske	vrou	dámsky	N;PL	N;NOM;FEM;PL
betrokke	zasnúbená	betrek	zasnúbený	ADJ;NOM	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
betrokke	zapojené	betrek	zapojený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
betrokke	zasnúbený	betrek	zasnúbený	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
week	týždňa	week	týždeň	N;SG	N;INAN;GEN;MASC;SG
week	týždeň	week	týždeň	N;SG	N;INAN;ACC;MASC;SG
stadium	etapa	stadium	etap	N;SG	N;NOM;FEM;SG
stadium	javisko	stadium	javisko	N;SG	N;NOM;NEUT;SG
stadium	fáze	stadium	fáza	N;SG	N;DAT;FEM;SG
stadium	fáza	stadium	fáza	N;SG	N;NOM;FEM;SG
stadium	pódium	stadium	pódium	N;SG	N;NOM;NEUT;SG
