kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG
škola	schule	škola	schule	N;NOM;FEM;SG	N;NOM;FEM;SG
albumy	alben	album	albe	N;INAN;NOM;MASC;PL	N;NOM;PL
dielo	werk	dielo	werk	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dielo	arbeit	dielo	arbeit	N;NOM;NEUT;SG	N;NOM;FEM;SG
nakoniec	schließlich	nakoniec	schließlich	ADV	ADV
nakoniec	irgendwann	nakoniec	irgendwann	ADV	ADV
väčšina	mehrheit	väčšina	mehrheit	N;NOM;FEM;SG	N;NOM;SG
zápasy	übereinstimmungen	zápas	übereinstimmung	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zápasy	spiele	zápas	spiel	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
zápasy	spiele	zápas	spiel	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
turnaj	wettkampf	turnaj	wettkampf	N;INAN;NOM;MASC;SG	N
rovnako	ebenso	rovnako	ebenso	ADV	ADV
rovnako	ebenfalls	rovnako	ebenfalls	ADV	ADV
rovnako	gleichfalls	rovnako	gleichfalls	ADV	ADV
rovnako	ebenso	rovnako	ebenso	ADV	ADV
rovnako	gleichermaßen	rovnako	gleichermaßen	ADV	ADV
rovnako	genauso	rovnako	genauso	ADV	ADV
rovnako	gleich	rovnako	gleich	ADV	ADV
rovnako	dasselbe	rovnako	dasselbe	ADV	ADV
druh	art	druh	art	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
priamo	gerade	priamo	gerade	ADV	ADV
anglický	englisch	anglický	englisch	ADJ;ANIM;NOM;MASC;SG	ADJ
anglický	deutsch	anglický	deutsch	ADJ;ANIM;NOM;MASC;SG	ADJ
funkcia	funktion	funkcia	Funktion	N;NOM;FEM;SG	N;SG
funkcia	funktion	funkcia	Funktion	N;NOM;FEM;SG	N;SG
von	draußen	von	draußen	ADV	ADV
von	raus	von	raus	ADV	ADV
článkov	satzung	článok	satzung	N;INAN;GEN;MASC;PL	N
južnej	südlich	južný	südlich	ADJ;GEN;FEM;SG	ADJ
piesne	lieder	piesne	lasder	N;NOM;FEM;PL	N;NOM;NEUT;PL
piesne	songs	piesne	songs	N;NOM;FEM;PL	N;NOM;MASC;PL
verzia	version	verzia	version	N;NOM;FEM;SG	N;NOM;FEM;SG
hoci	obwohl	hoci	obwohl	CONJ	CONJ
hoci	obwohl	hoci	obwohl	CONJ	CONJ
rad	serie	rad	serie	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zatiaľ	noch	zatiaľ	noch	ADV	ADV
zatiaľ	doch	zatiaľ	doch	ADV	ADV
zatiaľ	trotzdem	zatiaľ	trotzdem	ADV	ADV
zatiaľ	dennoch	zatiaľ	dennoch	ADV	ADV
zatiaľ	unterdessen	zatiaľ	unterdessen	ADV	ADV
zatiaľ	mittlerweile	zatiaľ	mittlerweile	ADV	ADV
zatiaľ	inzwischen	zatiaľ	inzwischen	ADV	ADV
zatiaľ	währenddessen	zatiaľ	währenddessen	ADV	ADV
výška	erhöhung	výška	erhöhung	N;NOM;FEM;SG	N;NOM;FEM;SG
výška	größe	výška	groß	N;NOM;FEM;SG	N;NOM;FEM;SG
stav	status	stav	status	N;INAN;NOM;MASC;SG	N
právo	gesetz	právo	gesetz	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	termin	stretnutie	termin	N;NOM;NEUT;SG	N;SG
stretnutie	berufung	stretnutie	berufung	N;NOM;NEUT;SG	N
stretnutie	bestellung	stretnutie	bestellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
stretnutie	tagung	stretnutie	tagung	N;NOM;NEUT;SG	N;NOM;FEM;SG
stretnutie	besprechung	stretnutie	besprechung	N;NOM;NEUT;SG	N;SG
stretnutie	sitzung	stretnutie	sitzung	N;NOM;NEUT;SG	N;SG
vznikla	entstand	vzniknúť	entstehen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
vznikla	entstanden	vzniknúť	entstehen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
univerzity	hochschulen	univerzita	hochschulen	N;NOM;FEM;PL	N;NOM;FEM;PL
univerzity	universitäten	univerzita	universitäten	N;NOM;FEM;PL	N;NOM;PL
univerzity	universitäten	univerzita	universitäten	N;NOM;FEM;PL	N;NOM;PL
viacerých	mehrfach	viacero	mehrfach	ADJ;ANIM;GEN;MASC;PL	ADJ
zmysle	sinne	zmysel	sinnen	N;INAN;NOM;MASC;SG	N
deti	kinder	dieťa	kinder	N;NOM;NEUT;PL	N;NOM;NEUT;PL
deti	kindern	dieťa	kindern	N;NOM;NEUT;PL	N;NOM;NEUT;PL
deti	kinder	dieťa	kinder	N;NOM;NEUT;PL	N;NOM;NEUT;PL
deti	kindern	dieťa	kindern	N;NOM;NEUT;PL	N;NOM;NEUT;PL
malo	hatte	mať	haben	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
znamená	meint	znamenať	meinen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
znamená	bedeutet	znamenať	bedeuten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
severnej	nordeuropa	severný	nordeuropa	ADJ;GEN;FEM;SG	ADJ
dom	haus	dom	haus	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
patria	dazugehören	patriť	dazugehören	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN
patria	gehören	patriť	gehören	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;3;PRS;FIN
patria	angehören	patriť	angehören	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN
vždy	stets	vždy	stets	ADV	ADV
vždy	immer	vždy	immer	ADV	ADV
práva	genehmigungen	právo	genehmigung	N;NOM;NEUT;PL	N;NOM;FEM;PL
práva	berechtigungen	právo	berechtigung	N;NOM;NEUT;PL	N;NOM;FEM;PL
ľudia	menschen	človek	menschen	N;ANIM;NOM;MASC;PL	N;NOM;PL
ľudia	leute	človek	leute	N;ANIM;NOM;MASC;PL	N;NOM;PL
ľudia	menschen	človek	menschen	N;ANIM;NOM;MASC;PL	N;NOM;PL
ľudia	personen	človek	Person	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
známe	bekannter	známy	bekannter	ADJ;NOM;NEUT;SG	ADJ
známe	bekannt	známy	bekennen	ADJ;NOM;NEUT;SG	ADJ
známe	vertraut	známy	vertraut	ADJ;NOM;NEUT;SG	ADJ
známe	vertrauter	známy	vertraut	ADJ;NOM;NEUT;SG	ADJ
menej	weniger	málo	weniger	ADV;CMPR	ADV
menej	weniger	málo	weniger	ADV;CMPR	ADV
známa	bekannter	známy	bekannter	ADJ;NOM;FEM;SG	ADJ
známa	bekannt	známy	bekennen	ADJ;NOM;FEM;SG	ADJ
les	wald	les	wald	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
les	wald	les	wald	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
skôr	vielmehr	skôr	vielmehr	ADV	ADV
skôr	eher	skôr	eher	ADV	ADV
skôr	zuvor	skôr	zuvor	ADV	ADV
štyri	vier	štyri	vier	NUM;INAN;NOM;MASC;PL	NUM
lode	boote	loď	bioten	N;NOM;FEM;PL	N;NOM;NEUT;PL
lode	schiffe	loď	schiff	N;NOM;FEM;PL	N;NOM;NEUT;PL
lode	schiffe	loď	schiff	N;NOM;FEM;PL	N;NOM;NEUT;PL
úplne	absolut	úplne	absolut	ADV	ADV
úplne	unbedingt	úplne	unbedingt	ADV	ADV
úplne	absolut	úplne	absolut	ADV	ADV
ďalší	nächstes	ďalší	nah	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ďalší	nächster	ďalší	nah	ADJ;ANIM;NOM;MASC;SG	ADJ
rozdiel	unterschiede	rozdiel	unterscheiden	N;INAN;NOM;MASC;SG	N;NOM
tím	team	tím	team	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
družstvo	kader	družstvo	kader	N;NOM;NEUT;SG	N;NOM;MASC;SG
družstvo	einheit	družstvo	einheit	N;NOM;NEUT;SG	N;NOM;FEM;SG
armády	armeen	armáda	armeen	N;NOM;FEM;PL	N;NOM;PL
rady	rat	rada	rat	N;NOM;FEM;PL	N
rady	rat	rada	rat	N;NOM;FEM;PL	N
mať	haben	mať	haben	V;IPFV;POS;NFIN	V;IND;PL;3;FIN
označenie	kennzeichnung	označenie	kennzeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
označenie	indikation	označenie	indikation	N;NOM;NEUT;SG	N;NOM;FEM;SG
označenie	kennzeichnung	označenie	kennzeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
označenie	etikettierung	označenie	Etikettierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
označenie	kennzeichnung	označenie	kennzeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
druhá	zweiter	druhý	zweit	ADJ;NOM;FEM;SG	ADJ
mužstvo	team	mužstvo	team	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jazyk	sprache	jazyk	sprechen	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
predtým	zuvor	predtým	zuvor	ADV	ADV
predtým	vorher	predtým	vorher	ADV	ADV
predtým	bisher	predtým	bisher	ADV	ADV
predtým	zuvor	predtým	zuvor	ADV	ADV
predtým	davor	predtým	davor	ADV	ADV
predtým	vorher	predtým	vorher	ADV	ADV
finále	finale	fináľ	final	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
finále	abschlussprüfung	fináľ	abschlussprüfung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
finále	finale	fináľ	final	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
finále	endspiel	fináľ	endspiel	N;INAN;NOM;MASC;SG	N;NOM;SG
finále	endrunde	fináľ	endrunde	N;INAN;NOM;MASC;SG	N;SG
vojna	krieg	vojna	kriegen	N;NOM;FEM;SG	N
súťaže	wettkämpfe	súťaž	wettkampf	N;NOM;FEM;PL	N;NOM
súťaže	wettbewerbe	súťaž	wettbewerb	N;NOM;FEM;PL	N;NOM;PL
súťaže	wettkampf	súťaž	wettkampf	N;NOM;FEM;PL	N
súťaže	wettkämpfe	súťaž	wettkampf	N;NOM;FEM;PL	N;NOM
súťaže	wettbewerbe	súťaž	wettbewerb	N;NOM;FEM;PL	N;NOM;PL
súťaže	wettkampf	súťaž	wettkampf	N;NOM;FEM;PL	N
väčšinou	meistens	väčšinou	meistens	ADV	ADV
väčšinou	meist	väčšinou	meist	ADV	ADV
väčšinou	größtenteils	väčšinou	größtenteils	ADV	ADV
pracoval	gearbeitet	pracovať	arbeiten	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
pracoval	arbeitete	pracovať	arbeiten	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
česká	tschechien	česká	tschechen	ADJ;NOM;FEM;SG	ADJ
česká	tschechisch	česká	tschechisch	ADJ;NOM;FEM;SG	ADJ
cesty	wanderwege	cesta	wanderweg	N;NOM;FEM;PL	N;NOM;PL
cesty	straßen	cesta	straß	N;NOM;FEM;PL	N;NOM;PL
základné	unentbehrlich	základný	unentbehrlich	ADJ;NOM;NEUT;SG	ADJ
základné	wesentlichen	základný	wesentlich	ADJ;NOM;NEUT;SG	ADJ
základné	wesentlich	základný	wesentlich	ADJ;NOM;NEUT;SG	ADJ
základné	grundlegendes	základný	grundlegend	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
chránené	geschützter	chránený	geschützter	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
chránené	geschützte	chránený	geschützt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
chránené	geschützt	chránený	schützen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
chránené	geschützter	chránený	geschützter	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
chránené	geschützte	chránený	geschützt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
chránené	geschützt	chránený	schützen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
rýchlosť	zinssatz	rýchlosť	zinssatz	N;NOM;FEM;SG	N;SG
podarilo	gelungen	podariť	gelingen	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
podarilo	geschafft	podariť	schaffen	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
podarilo	verwaltet	podariť	verwalten	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
podarilo	bewirtschaftet	podariť	bewirtschaften	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
knihy	bücher	kniha	büchern	N;NOM;FEM;PL	N;NOM;NEUT;PL
prírodná	natürlichen	prírodný	natürlich	ADJ;NOM;FEM;SG	ADJ
prírodná	natürliches	prírodný	natürlich	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
prírodná	natürlicher	prírodný	natürlich	ADJ;NOM;FEM;SG	ADJ
študoval	untersucht	študovať	untersuchen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
študoval	studierte	študovať	studieren	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
študoval	studiert	študovať	studieren	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
hral	spielte	hrať	spielen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
hral	gespielt	hrať	spielen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
hral	abgespielt	hrať	abspielen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
organizácie	organisationen	organizácia	organisation	N;NOM;FEM;PL	N;NOM;FEM;PL
organizácie	organisationen	organizácia	organisation	N;NOM;FEM;PL	N;NOM;FEM;PL
ostrov	insel	ostrov	insel	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
triedy	klassen	trieda	klassen	N;NOM;FEM;PL	N;NOM;PL
triedy	klassen	trieda	klassen	N;NOM;FEM;PL	N;NOM;PL
americká	amerikaner	americký	amerikaner	ADJ;NOM;FEM;SG	ADJ
americká	amerikanisches	americký	amerikanisch	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
americká	amerikanisch	americký	amerikanisch	ADJ;NOM;FEM;SG	ADJ
hlavný	wichtigste	hlavný	wichtig	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
vznikol	entstand	vzniknúť	entstehen	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
vznikol	entstanden	vzniknúť	entstehen	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
kluby	diskotheken	klub	diskotheken	N;INAN;NOM;MASC;PL	N;NOM;PL
najviac	meist	veľa	meist	ADV;RL	ADV
došlo	aufgetreten	dôjsť	auftreten	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
došlo	eingetreten	dôjsť	eintreten	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
sídlo	sitz	sídlo	sitz	N;NOM;NEUT;SG	N;NOM;MASC;SG
sídlo	sitz	sídlo	sitz	N;NOM;NEUT;SG	N;NOM;MASC;SG
druhov	arten	druh	arten	N;INAN;GEN;MASC;PL	N;PL
nikdy	niemals	nikdy	niemals	ADV	ADV
nikdy	nie	nikdy	nie	ADV	ADV
lebo	denn	lebo	denn	CONJ	CONJ
prevažne	größtenteils	prevažne	größtenteils	ADV	ADV
prevažne	meistens	prevažne	meistens	ADV	ADV
prevažne	meist	prevažne	meist	ADV	ADV
prevažne	größtenteils	prevažne	größtenteils	ADV	ADV
štáty	länder	štát	land	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
štáty	ländern	štát	ländern	N;INAN;NOM;MASC;PL	N;PL
hudba	musik	hudba	musik	N;NOM;FEM;SG	N;NOM;FEM;SG
cirkvi	kirchen	cirkev	Kirche	N;NOM;FEM;PL	N;PL
cirkvi	kirchen	cirkev	Kirche	N;NOM;FEM;PL	N;PL
spojených	angeschlossen	spojený	anschließen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;V.PTCP
význam	sinne	význam	sinnen	N;INAN;NOM;MASC;SG	N
malé	kleines	malý	klein	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
malé	kleiner	malý	klein	ADJ;NOM;NEUT;SG	ADJ
malé	klein	malý	klein	ADJ;NOM;NEUT;SG	ADJ
malé	kleiner	malý	klein	ADJ;NOM;NEUT;SG	ADJ
malé	klein	malý	klein	ADJ;NOM;NEUT;SG	ADJ
raz	irgendwann	raz	irgendwann	ADV	ADV
raz	einst	raz	einst	ADV	ADV
raz	einmal	raz	einmal	ADV	ADV
raz	mal	raz	mal	ADV	ADV
raz	sobald	raz	sobald	ADV	ADV
človek	mensch	človek	mensch	N;ANIM;NOM;MASC;SG	N;SG
človek	mensch	človek	mensch	N;ANIM;NOM;MASC;SG	N;SG
ostatné	sonstiges	ostatný	sonstig	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ostatné	anderes	ostatný	ander	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ostatné	sonstiges	ostatný	sonstig	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
skóre	punktzahl	skóre	punktzahl	N;NOM;FEM;PL	N
skóre	filmmusik	skóre	filmmusik	N;NOM;FEM;PL	N
skóre	punktzahl	skóre	punktzahl	N;NOM;FEM;PL	N
kultúry	kulturen	kultúra	kultur	N;NOM;FEM;PL	N;NOM;PL
filmy	folien	film	folien	N;INAN;NOM;MASC;PL	N;NOM;PL
stanice	tankstellen	stanica	tankstellen	N;NOM;FEM;PL	N;NOM;PL
stanice	bahnhöfe	stanica	bahnhöfen	N;NOM;FEM;PL	N;NOM;MASC;PL
stanice	stationen	stanica	station	N;NOM;FEM;PL	N;NOM;FEM;PL
stanice	haltestellen	stanica	haltestellen	N;NOM;FEM;PL	N;NOM;FEM;PL
české	tschechien	český	tschechen	ADJ;NOM;NEUT;SG	ADJ
české	tschechisch	český	tschechisch	ADJ;NOM;NEUT;SG	ADJ
napísal	geschrieben	napísať	schreiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
napísal	geschrieben	napísať	schreiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
napísal	schrieb	napísať	schreiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
dal	gab	dať	geben	V;ANIM;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
liga	liga	liga	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
liga	liga	liga	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
stalo	passierte	stať	passieren	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
stalo	geschah	stať	geschehen	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
stalo	geschehen	stať	geschehen	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;V.PTCP
kategórie	kategorien	kategória	kategorien	N;NOM;FEM;PL	N;NOM;FEM;PL
kategórie	hauptkategorien	kategória	hauptkategorien	N;NOM;FEM;PL	N;NOM;PL
kategórie	kategorien	kategória	kategorien	N;NOM;FEM;PL	N;NOM;FEM;PL
kategórie	klassen	kategória	klassen	N;NOM;FEM;PL	N;NOM;PL
republika	republik	republika	republik	N;NOM;FEM;SG	N;NOM;FEM;SG
najlepší	besten	dobrý	gut	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najlepší	schönste	dobrý	schön	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;FEM;SG
najlepší	bestes	dobrý	gut	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;NEUT;SG
pieseň	lied	pieseň	lied	N;NOM;FEM;SG	N;NOM;NEUT;SG
univerzite	hochschule	univerzite	hochschule	N;NOM;FEM;SG	N;NOM;FEM;SG
hrá	spielt	hrať	spielen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
druhy	arten	druh	arten	N;INAN;NOM;MASC;PL	N;PL
federácie	vereinigungen	federácia	vereinigung	N;NOM;FEM;PL	N;NOM;FEM;PL
federácie	verbände	federácia	verbänden	N;NOM;FEM;PL	N;NOM;PL
rieka	fluss	rieka	flassen	N;NOM;FEM;SG	N;NOM;MASC;SG
najprv	zuerst	najprv	zuerst	ADV	ADV
miliónov	million	milión	Million	NUM;INAN;GEN;MASC;PL	NUM
miliónov	million	milión	Million	NUM;INAN;GEN;MASC;PL	NUM
najčastejšie	meistens	často	meistens	ADV;RL	ADV
najčastejšie	meist	často	meist	ADV;RL	ADV
najčastejšie	größtenteils	často	größtenteils	ADV;RL	ADV
skladba	lied	skladba	lied	N;NOM;FEM;SG	N;NOM;NEUT;SG
účasti	beteiligung	účasť	Beteiligung	N;NOM;FEM;SG	N;NOM;FEM;SG
účasti	mitwirkung	účasť	mitwirkung	N;NOM;FEM;SG	N;NOM;FEM;SG
skladby	gleise	skladba	gleis	N;NOM;FEM;PL	N
skladby	lieder	skladba	lasder	N;NOM;FEM;PL	N;NOM;NEUT;PL
skladby	songs	skladba	songs	N;NOM;FEM;PL	N;NOM;MASC;PL
získala	gekauft	získať	kaufen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
získala	erworben	získať	erwerben	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
získala	gewonnen	získať	gewinnen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
získala	eingegangen	získať	eingehen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
získala	empfangen	získať	empfangen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
získala	erhielt	získať	erhalten	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
mape	stadtplan	mapa	stadtplan	N;DAT;FEM;SG	N
most	brücke	most	brücken	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dobre	okay	dobre	Okay	ADV	ADV
ulice	straßen	ulica	straß	N;NOM;FEM;PL	N;NOM;PL
mapa	stadtplan	mapa	stadtplan	N;NOM;FEM;SG	N
sily	kräfte	sila	krafen	N;NOM;FEM;PL	N
sily	kräfte	sila	krafen	N;NOM;FEM;PL	N
mená	bezeichnungen	meno	bezeichnungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
významné	signifikante	významný	signifikante	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
významné	erheblich	významný	erheblich	ADJ;NOM;NEUT;SG	ADJ
významné	signifikant	významný	signifikant	ADJ;NOM;NEUT;SG	ADJ
kým	während	kým	während	CONJ	CONJ
university	universitäten	universita	universitäten	N;NOM;FEM;PL	N;NOM;PL
prípadne	möglicherweise	prípadne	möglicherweise	ADV	ADV
prípadne	eventuell	prípadne	eventuell	ADV	ADV
miesta	plätze	miesto	platz	N;NOM;NEUT;PL	N;NOM;MASC;PL
miesta	orte	miesto	ort	N;NOM;NEUT;PL	N;NOM;MASC;PL
miesta	orte	miesto	ort	N;NOM;NEUT;PL	N;NOM;MASC;PL
miesta	standorte	miesto	standort	N;NOM;NEUT;PL	N;NOM
celkom	insgesamt	celkom	insgesamt	ADV	ADV
názvy	bezeichnungen	názov	bezeichnungen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
krajín	ländern	krajina	ländern	N;GEN;FEM;PL	N;PL
vedie	führt	viesť	führen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
založené	basierend	založený	basierend	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
európskej	europäisch	európsky	europäisch	ADJ;GEN;FEM;SG	ADJ
európskej	europäischer	európsky	europäisch	ADJ;GEN;FEM;SG	ADJ
pohár	pokal	pohár	pokal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
jednotlivých	einzelnen	jednotlivý	einzeln	ADJ;GEN;MASC;PL	ADJ
jednotlivých	einzelperson	jednotlivý	einzelperson	ADJ;GEN;MASC;PL	ADJ
jednotlivých	individuell	jednotlivý	individuell	ADJ;GEN;MASC;PL	ADJ
manželka	ehefrau	manželka	ehefrau	N;NOM;FEM;SG	N;NOM;FEM;SG
manželka	ehefrau	manželka	ehefrau	N;NOM;FEM;SG	N;NOM;FEM;SG
manželka	frau	manželka	frau	N;NOM;FEM;SG	N;NOM;FEM;SG
nobelovej	nobelpreisträger	nobelový	nobelpreisträger	ADJ;GEN;FEM;SG	ADJ
music	musik	musica	musik	N;NOM;MASC;SG	N;NOM;FEM;SG
divadlo	kino	divadlo	kino	N;NOM;NEUT;SG	N;NOM;NEUT;SG
divadlo	theater	divadlo	theat	N;NOM;NEUT;SG	N;NOM;SG
divadlo	theater	divadlo	theat	N;NOM;NEUT;SG	N;NOM;SG
malý	kleines	malý	klein	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
malý	kleiner	malý	klein	ADJ;ANIM;NOM;MASC;SG	ADJ
malý	klein	malý	klein	ADJ;ANIM;NOM;MASC;SG	ADJ
malý	kleiner	malý	klein	ADJ;ANIM;NOM;MASC;SG	ADJ
malý	klein	malý	klein	ADJ;ANIM;NOM;MASC;SG	ADJ
seba	mich	seba	ich	PRO;ACC;SG;REFL	PRO;ACC;SG;1
vplyv	auswirkung	vplyv	auswirkung	N;INAN;NOM;MASC;SG	N;SG
vplyv	wirkung	vplyv	wirkung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vplyv	beeinflussung	vplyv	beeinflussung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vplyv	einfluß	vplyv	einfluß	N;INAN;NOM;MASC;SG	N
vplyv	auswirkung	vplyv	auswirkung	N;INAN;NOM;MASC;SG	N;SG
vplyv	wirkung	vplyv	wirkung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vplyv	effekt	vplyv	effekt	N;INAN;NOM;MASC;SG	N
mimo	außen	mimo	außen	ADV	ADV
mimo	draussen	mimo	draussen	ADV	ADV
mimo	draußen	mimo	draußen	ADV	ADV
existuje	existieren	existovať	existieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
existuje	existiert	existovať	existieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
celkovo	insgesamt	celkovo	insgesamt	ADV	ADV
celkovo	insgesamt	celkovo	insgesamt	ADV	ADV
zákon	gesetz	zákon	gesetz	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
vodné	wasserwirtschaft	vodný	wasserwirtschaft	ADJ;NOM;NEUT;SG	ADJ
vodné	trinkwasser	vodný	trinkwasser	ADJ;NOM;NEUT;SG	ADJ
vodné	wasserversorgung	vodný	wasserversorgung	ADJ;NOM;NEUT;SG	ADJ
nástroje	messgeräte	nástroj	meßgerät	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
nástroje	werkzeuge	nástroj	werkzeugen	N;INAN;NOM;MASC;PL	N;NOM;PL
nástroje	werkzeuge	nástroj	werkzeugen	N;INAN;NOM;MASC;PL	N;NOM;PL
hmotnosť	gewicht	hmotnosť	wechen	N;NOM;FEM;SG	N;NOM;NEUT;SG
vpravo	recht	vpravo	recht	ADV	ADV
