partigiani	partisaner	partigiano	partisan	N;MASC;PL	N;INDF;MASC+FEM;PL
fortificazioni	befæstninger	fortificazione	befæstning	N;FEM;PL	N;INDF;MASC+FEM;PL
radiazione	bestråling	radiazione	bestråling	N;FEM;SG	N;INDF;MASC+FEM;SG
radiazione	radioaktivitet	radiazione	radioaktivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
radiazione	stråling	radiazione	stråling	N;FEM;SG	N;INDF;MASC+FEM;SG
vario	diverse	vario	diverse	ADJ;MASC;SG	ADJ
sopravvivenza	overlevelsen	sopravvivenza	overlevelse	N;FEM;SG	N;DEF;MASC+FEM;SG
sopravvivenza	overlevelse	sopravvivenza	overlevelse	N;FEM;SG	N;INDF;MASC+FEM;SG
accompagnata	ledsaget	accompagnare	ledsag	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
caratterizza	karakteriserer	caratterizzare	karakterisere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
caratterizza	karakteriserer	caratterizzare	karakterisere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
xavier	xavier	xavier	xavie	N;MASC;SG	N;INDF;MASC+FEM;SG
visitatori	gæster	visitatore	gæst	N;MASC;PL	N;INDF;MASC+FEM;PL
roberta	roberta	roberto	roberta	N;FEM;SG	N;INDF;MASC+FEM;SG
saltare	hoppe	saltare	hoppe	V;NFIN	V;NFIN;ACT
saltare	hop	saltare	hop	V;NFIN	V;IMP
saltare	springe	saltare	springe	V;NFIN	V;NFIN;ACT
saltare	springe	saltare	springe	V;NFIN	V;NFIN;ACT
saltare	springer	saltare	springe	V;NFIN	V;IND;PRS;FIN;ACT
saltare	hopper	saltare	hoppe	V;NFIN	V;IND;PRS;FIN;ACT
saltare	hoppe	saltare	hoppe	V;NFIN	V;NFIN;ACT
saltare	hoppende	saltare	hoppe	V;NFIN	V;PRS;V.PTCP
laguna	lagune	laguna	lagun	N;FEM;SG	N;INDF;MASC+FEM;SG
rappresentati	repræsenterede	rappresentare	repræsentere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
nestor	nestor	nestor	nestor	N;MASC;SG	N;INDF;MASC+FEM;SG
stoccarda	stuttgart	stoccardare	stuttgart	N;FEM;SG	N;INDF;NEUT;SG
castiglione	castiglione	castiglione	castiglion	N;FEM;SG	N;INDF;MASC+FEM;SG
tullio	tullius	tullio	tullius	N;MASC;SG	N;INDF;MASC+FEM;SG
tullio	tullio	tullio	tullio	N;MASC;SG	N;INDF;MASC+FEM;SG
galli	gallere	galle	gallere	N;MASC;PL	N;INDF;MASC+FEM;PL
galli	haner	galle	hane	N;MASC;PL	N;INDF;MASC+FEM;PL
atlantic	atlanterhavet	atlantic	atlanterhavet	N;MASC	N;DEF;NEUT;SG
atlantic	atlanterhav	atlantic	atlanterhav	N;MASC	N;INDF;NEUT;SG
seguaci	følgere	seguace	følger	N;MASC;PL	N;INDF;MASC+FEM;PL
seguaci	tilhængere	seguace	tilhænger	N;MASC;PL	N;INDF;MASC+FEM;PL
ricostruito	rekonstrueret	ricostruire	rekonstruere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ricostruito	genskabt	ricostruire	genskabt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ricostruito	genopbygget	ricostruire	genopbygget	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ricostruito	ombygget	ricostruire	ombygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ricostruito	genopbygges	ricostruire	genopbygge	V;MASC;SG;PST;V.PTCP	V;NFIN;PASS
secondari	sekundære	secondario	sekundær	ADJ;MASC;PL	ADJ;PL
rispettivi	respektive	rispettivo	respektive	ADJ;MASC;PL	ADJ;PL
nominata	udnævnt	nominare	udnævne	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
nominata	nomineret	nominare	nominere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
nominata	udpeget	nominare	udpege	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
butler	butler	butlere	butle	N;MASC;SG	N;INDF;MASC+FEM;SG
sospeso	bortvist	sospendere	bortvist	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sospeso	suspenderede	sospendere	suspendere	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
sospeso	suspenderet	sospendere	suspendere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
apostoli	apostle	apostolo	apostl	N;MASC;PL	N;INDF;MASC+FEM;PL
vendute	solgte	vendere	sælge	V;FEM;PL;PST;V.PTCP	V;PST;FIN;ACT
volti	ansigterne	volto	ansigt	N;MASC;PL	N;DEF;NEUT;PL
volti	ansigter	volto	ansigt	N;MASC;PL	N;INDF;NEUT;PL
cooperazione	samarbejde	cooperazione	samarbejde	N;FEM;SG	N;INDF;NEUT;SG
cooperazione	samarbejdet	cooperazione	samarbejde	N;FEM;SG	N;DEF;NEUT;SG
verlag	verlag	verlag	verlag	N;MASC	N;INDF;NEUT;SG
egiziano	egyptisk	egiziare	egyptisk	ADJ;MASC;SG	ADJ;INDF;SG
miniere	miner	miniera	mine	N;FEM;PL	N;INDF;MASC+FEM;PL
miniere	minerne	miniera	min	N;FEM;PL	N;DEF;MASC+FEM;PL
rilascio	release	rilascio	release	N;MASC;SG	N;INDF;MASC+FEM;SG
rilascio	udslip	rilascio	udslip	N;MASC;SG	N;INDF;NEUT;SG
rilascio	frigivelse	rilascio	frigivelse	N;MASC;SG	N;INDF;MASC+FEM;SG
rilascio	udsætning	rilascio	udsætning	N;MASC;SG	N;INDF;MASC+FEM;SG
uniche	enestående	unico	enestående	ADJ;FEM;PL	ADJ
uniche	unikke	unico	unik	ADJ;FEM;PL	ADJ;PL
ashley	ashley	ashley	ashley	N;FEM	N;INDF;MASC+FEM;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;SG	N;INDF;MASC+FEM;SG
armistizio	våbenhvile	armistizio	våbenhvile	N;MASC;SG	N;INDF;MASC+FEM;SG
armistizio	våbenstilstand	armistizio	våbenstilstand	N;MASC;SG	N;INDF;MASC+FEM;SG
armistizio	våbenstilstand	armistizio	våbenstilstand	N;MASC;SG	N;INDF;MASC+FEM;SG
missile	raket	missile	raket	N;MASC;SG	N;INDF;MASC+FEM;SG
missile	missil	missile	missil	N;MASC;SG	N;INDF;NEUT;SG
pugno	slag	pugno	slag	N;MASC;SG	N;INDF;NEUT;SG
pugno	knytnæve	pugno	knytnæve	N;MASC;SG	N;INDF;MASC+FEM;SG
pugno	næve	pugno	næve	N;MASC;SG	N;INDF;MASC+FEM;SG
astronomia	astronomi	astronomia	astronomi	N;FEM;SG	N;INDF;MASC+FEM;SG
pensione	pension	pensione	pension	N;FEM;SG	N;INDF;MASC+FEM;SG
depositi	indeståender	deposito	indestående	N;MASC;PL	N;INDF;NEUT;PL
depositi	aflejringer	deposito	aflejring	N;MASC;PL	N;INDF;MASC+FEM;PL
depositi	indlån	deposito	indlån	N;MASC;PL	N;INDF;NEUT;PL
corruzione	bestikkelse	corruzione	bestikkelse	N;FEM;SG	N;INDF;MASC+FEM;SG
corruzione	fordærv	corruzione	fordærv	N;FEM;SG	N;INDF;NEUT;SG
corruzione	korruption	corruzione	korruption	N;FEM;SG	N;INDF;MASC+FEM;SG
corruzione	bestikkelse	corruzione	bestikkelse	N;FEM;SG	N;INDF;MASC+FEM;SG
chiedendo	spørger	chiedere	spørge	V;V.MSDR	V;IND;PRS;FIN;ACT
chiedendo	spørge	chiedere	spørge	V;V.MSDR	V;NFIN;ACT
avviato	startet	avviare	starte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avviato	påbegyndt	avviare	påbegynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avviato	begyndte	avviare	begynde	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
avviato	begyndt	avviare	begynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avviato	startede	avviare	starte	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
avviato	igangsat	avviare	igangsætte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avviato	påbegyndt	avviare	påbegynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avviato	indledt	avviare	indlede	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
spettro	spøgelset	spettro	spøgelse	N;MASC;SG	N;DEF;NEUT;SG
spettro	spøgelse	spettro	spøgelse	N;MASC;SG	N;INDF;NEUT;SG
spettro	spektrum	spettro	spektrum	N;MASC;SG	N;INDF;NEUT;SG
pannelli	tavler	pannello	tavel	N;MASC;PL	N;INDF;MASC+FEM;PL
pannelli	paneler	pannello	panel	N;MASC;PL	N;INDF;NEUT;PL
genera	genererer	generare	generere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
genera	generere	generare	generere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
genera	genererer	generare	generere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
illuminazione	belysning	illuminazione	belysning	N;FEM;SG	N;INDF;MASC+FEM;SG
illuminazione	belysningen	illuminazione	belysning	N;FEM;SG	N;DEF;MASC+FEM;SG
illuminazione	belysning	illuminazione	belysning	N;FEM;SG	N;INDF;MASC+FEM;SG
incrociatori	krydsere	incrociatore	krydser	N;MASC;PL	N;INDF;NEUT;PL
singapore	singapore	singapore	singapor	N;MASC;SG	N;INDF;NEUT;SG
fisher	fisher	fisher	fishe	N;MASC	N;INDF;MASC+FEM;SG
minacce	trusler	minaccia	trusel	N;FEM;PL	N;INDF;MASC+FEM;PL
minacce	trusler	minaccia	trusel	N;FEM;PL	N;INDF;MASC+FEM;PL
dovere	pligt	dovere	pligt	N;MASC;SG	N;INDF;MASC+FEM;SG
dovere	pligten	dovere	pligt	N;MASC;SG	N;DEF;MASC+FEM;SG
dovere	told	dovere	told	N;MASC;SG	N;INDF;MASC+FEM;SG
armstrong	armstrong	armstrong	armstrong	N;MASC;SG	N;INDF;MASC+FEM;SG
mezzogiorno	mezzogiorno	mezzogiorno	mezzogiorno	N;MASC;SG	N;INDF;MASC+FEM;SG
mezzogiorno	syditalien	mezzogiorno	syditalie	N;MASC;SG	N;DEF;MASC+FEM;SG
mezzogiorno	middag	mezzogiorno	middag	N;MASC;SG	N;INDF;MASC+FEM;SG
mezzogiorno	middagstid	mezzogiorno	middagstid	N;MASC;SG	N;INDF;MASC+FEM;SG
mangiare	spiser	mangiare	spise	V;NFIN	V;IND;PRS;FIN;ACT
mangiare	spise	mangiare	spise	V;NFIN	V;NFIN;ACT
mangiare	spis	mangiare	spise	V;NFIN	V;IMP
mangiare	spiser	mangiare	spise	V;NFIN	V;IND;PRS;FIN;ACT
mangiare	æd	mangiare	æd	V;NFIN	V;IMP
mangiare	spise	mangiare	spise	V;NFIN	V;NFIN;ACT
aurora	tornerose	aurora	torneros	N;FEM;SG	N;INDF;MASC+FEM;SG
trappola	fælden	trappola	fælde	N;FEM;SG	N;DEF;MASC+FEM;SG
trappola	fælde	trappola	fælde	N;FEM;SG	N;INDF;MASC+FEM;SG
karen	karen	karen	kar	N;FEM;SG	N;DEF;MASC+FEM;SG
esposta	blottet	esporre	blotte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
esposta	udsat	esporre	udsætte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
esposta	afsløret	esporre	afsløre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
esposta	eksponeret	esporre	eksponere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
meccanismi	mekanismer	meccanismo	mekanisme	N;MASC;PL	N;INDF;MASC+FEM;PL
meccanismi	mekanismerne	meccanismo	mekanisme	N;MASC;PL	N;DEF;MASC+FEM;PL
bang	knald	bang	knald	N	N;INDF;NEUT;SG
bang	bang	bang	bang	N	N;INDF;NEUT;SG
bang	brag	bang	brag	N	N;INDF;NEUT;SG
fattoria	gård	fattoria	gård	N;FEM;SG	N;INDF;MASC+FEM;SG
allestimento	iscenesættelse	allestimento	iscenesættelse	N;MASC;SG	N;INDF;MASC+FEM;SG
allestimento	afpudsning	allestimento	afpudsning	N;MASC;SG	N;INDF;MASC+FEM;SG
marinai	sømænd	marinaio	sømænd	N;MASC;PL	N;INDF;MASC+FEM;PL
marinai	søfolk	marinaio	søfolk	N;MASC;PL	N;INDF;NEUT;PL
marinai	sømænd	marinaio	sømænd	N;MASC;PL	N;INDF;MASC+FEM;PL
camp	lejren	camp	lejr	N	N;DEF;MASC+FEM;SG
camp	lejr	camp	lejr	N	N;INDF;MASC+FEM;SG
barriera	barrieren	barriera	barriere	N;FEM;SG	N;DEF;MASC+FEM;SG
barriera	hindring	barriera	hindring	N;FEM;SG	N;INDF;MASC+FEM;SG
barriera	barriere	barriera	barri	N;FEM;SG	N;INDF;MASC+FEM;SG
petrolio	olien	petrolio	olie	N;MASC;SG	N;DEF;MASC+FEM;SG
petrolio	olie	petrolio	olie	N;MASC;SG	N;INDF;MASC+FEM;SG
petrolio	råolie	petrolio	råolie	N;MASC;SG	N;INDF;MASC+FEM;SG
petrolio	petroleum	petrolio	petroleum	N;MASC;SG	N;INDF;MASC+FEM;SG
avanguardia	fortrop	avanguardia	fortrop	N;FEM;SG	N;INDF;MASC+FEM;SG
duncan	duncan	duncan	duncan	N;FEM;SG	N;INDF;MASC+FEM;SG
amata	elsket	amato	elske	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
amata	elskede	amato	elske	V;FEM;SG;PST;V.PTCP	V;DEF;SG;PST;V.PTCP
amata	elsket	amato	elske	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
amata	elskede	amato	elske	V;FEM;SG;PST;V.PTCP	V;DEF;SG;PST;V.PTCP
arancione	appelsin	arancione	appelsin	N;MASC;SG	N;INDF;MASC+FEM;SG
orazio	horatio	orazio	horatio	N;MASC;SG	N;INDF;MASC+FEM;SG
tyler	tyler	tyler	tyle	N;SG	N;INDF;MASC+FEM;SG
elite	eliten	elite	elit	N	N;DEF;MASC+FEM;SG
elite	elite	elite	elite	N	N;INDF;MASC+FEM;SG
alpini	alperne	alpino	alperne	N;MASC;PL	N;DEF;MASC+FEM;PL
incisione	indgravering	incisione	indgravering	N;FEM;SG	N;INDF;MASC+FEM;SG
incisione	radering	incisione	radering	N;FEM;SG	N;INDF;MASC+FEM;SG
incisione	snit	incisione	snit	N;FEM;SG	N;INDF;NEUT;SG
stand	stande	stand	stand	N;MASC	N;INDF;MASC+FEM;PL
stand	støtteben	stand	støtteb	N;MASC	N;INDF;MASC+FEM;SG
stand	stand	stand	stand	N;MASC	N;INDF;MASC+FEM;SG
stand	bås	stand	bås	N;MASC	N;INDF;MASC+FEM;SG
assassinato	myrdet	assassinare	myrde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
rom	romaer	rom	roma	N	N;INDF;MASC+FEM;PL
rom	romaerne	rom	roma	N	N;DEF;MASC+FEM;PL
sacramento	sakramente	sacramento	sakrament	N;MASC;SG	N;INDF;NEUT;SG
disposizioni	hensættelser	disposizione	hensættelse	N;FEM;PL	N;INDF;MASC+FEM;PL
disposizioni	bestemmelser	disposizione	bestemmelse	N;FEM;PL	N;INDF;MASC+FEM;PL
protetto	beskyttet	protetto	beskytte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
protetto	fredet	protetto	fred	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
carburante	brændstof	carburante	brændstof	N;MASC;SG	N;INDF;NEUT;SG
carburante	brændsel	carburante	brændsel	N;MASC;SG	N;INDF;NEUT;SG
xbox	xbox	xbox	xbox	N;MASC	N;INDF;MASC+FEM;SG
rabbia	hundegalskab	rabbia	hundegalskab	N;FEM;SG	N;INDF;MASC+FEM;SG
rabbia	rabies	rabbia	rabie	N;FEM;SG	N;INDF;MASC+FEM;SG
rabbia	raseri	rabbia	raseri	N;FEM;SG	N;INDF;NEUT;SG
erroneamente	fejlagtigt	erroneamente	fejlagtigt	ADV	ADV
erroneamente	fejlagtigt	erroneamente	fejlagtigt	ADV	ADV
spinto	skubbede	spingere	skubbe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
spinto	skubbet	spingere	skubbe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uscite	udgange	uscire	udgang	N;FEM;PL	N;INDF;MASC+FEM;PL
giovedì	torsdag	giovedì	torsdag	N;MASC	N;INDF;MASC+FEM;SG
manhattan	manhattan	manhattan	manhattan	N;FEM;SG	N;INDF;MASC+FEM;SG
colpita	imponeret	colpire	imponere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
imparare	lærer	imparare	lære	V;NFIN	V;IND;PRS;FIN;ACT
imparare	lær	imparare	lær	V;NFIN	V;IMP
dignità	værdighed	dignità	værdighed	N;FEM	N;INDF;MASC+FEM;SG
ridotte	nedsatte	ridurre	nedsat	V;FEM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
rari	sjældne	raro	sjælden	ADJ;MASC;PL	ADJ;PL
cacciatori	jægerne	cacciatore	jæge	N;MASC;PL	N;DEF;MASC+FEM;PL
cacciatori	jægere	cacciatore	jæger	N;MASC;PL	N;INDF;MASC+FEM;PL
romanico	romansk	romanico	romansk	ADJ;MASC;SG	ADJ;INDF;SG
cavità	hulrum	cavità	hulrum	N;FEM	N;INDF;NEUT;SG
cavità	hulrum	cavità	hulrum	N;FEM	N;INDF;NEUT;SG
violenta	voldelig	violento	voldelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
violenta	voldeligt	violento	voldeligt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
violenta	voldsom	violento	voldsom	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
debito	gælden	debito	gælde	N;MASC;SG	N;DEF;MASC+FEM;SG
debito	gæld	debito	gæld	N;MASC;SG	N;INDF;MASC+FEM;SG
debito	debet	debito	debe	N;MASC;SG	N;DEF;NEUT;SG
assumendo	antager	assumere	antage	V;V.MSDR	V;IND;PRS;FIN;ACT
hank	hank	hank	hank	N	N;INDF;MASC+FEM;SG
decimale	decimal	decimale	decimal	N;MASC;SG	N;INDF;MASC+FEM;SG
adventures	oplevelser	adventures	oplevelse	N	N;INDF;MASC+FEM;PL
adventures	eventyr	adventures	eventyr	N	N;INDF;NEUT;SG
falco	høg	falco	høg	N;MASC;SG	N;INDF;MASC+FEM;SG
continue	fortløbende	continuo	fortløbende	ADJ;FEM;PL	ADJ
continue	løbende	continuo	løbende	ADJ;FEM;PL	ADJ
madame	frue	madame	frue	N;FEM;SG	N;INDF;MASC+FEM;SG
madame	madame	madame	madame	N;FEM;SG	N;INDF;MASC+FEM;SG
iscrizioni	registreringer	iscrizione	registrering	N;FEM;PL	N;INDF;MASC+FEM;PL
daniela	daniela	daniela	daniela	N;FEM;SG	N;INDF;MASC+FEM;SG
storm	stormen	storm	stor	N	N;DEF;MASC+FEM;SG
storm	stormvejr	storm	stormvejr	N	N;INDF;NEUT;SG
storm	storm	storm	storm	N	N;INDF;MASC+FEM;SG
storm	uvejr	storm	uvejr	N	N;INDF;NEUT;SG
fretta	rus	fretta	rus	N;FEM;SG	N;INDF;MASC+FEM;SG
fretta	hast	fretta	hast	N;FEM;SG	N;INDF;MASC+FEM;SG
fretta	hastværk	fretta	hastværk	N;FEM;SG	N;INDF;NEUT;SG
portaerei	luftfartsselskab	portare	luftfartsselskab	N;FEM;SG	N;INDF;NEUT;SG
portaerei	hangarskib	portare	hangarskib	N;FEM;SG	N;INDF;NEUT;SG
portaerei	transportør	portare	transportør	N;FEM;SG	N;INDF;MASC+FEM;SG
polemica	polemik	polemica	polemik	N;FEM;SG	N;INDF;MASC+FEM;SG
polemica	strid	polemica	strid	N;FEM;SG	N;INDF;MASC+FEM;SG
polemica	kontrovers	polemica	kontrovers	N;FEM;SG	N;INDF;MASC+FEM;SG
polemica	uenighed	polemica	uenighed	N;FEM;SG	N;INDF;MASC+FEM;SG
battesimo	dåb	battesimo	dåb	N;MASC;SG	N;INDF;MASC+FEM;SG
battesimo	dåb	battesimo	dåb	N;MASC;SG	N;INDF;MASC+FEM;SG
battesimo	barnedåb	battesimo	barnedåb	N;MASC;SG	N;INDF;MASC+FEM;SG
interazione	vekselvirkning	interazione	vekselvirkning	N;FEM;SG	N;INDF;MASC+FEM;SG
interazione	interaktion	interazione	interaktion	N;FEM;SG	N;INDF;MASC+FEM;SG
interazione	samspil	interazione	samspil	N;FEM;SG	N;INDF;NEUT;SG
islamica	islamisk	islamico	islamisk	ADJ;FEM;SG	ADJ;INDF;SG
diagnosi	diagnose	diagnosi	diagnose	N;FEM	N;INDF;MASC+FEM;SG
diagnosi	diagnosticering	diagnosi	diagnosticering	N;FEM	N;INDF;MASC+FEM;SG
diagnosi	diagnosen	diagnosi	diagnos	N;FEM	N;DEF;MASC+FEM;SG
diagnosi	diagnoser	diagnosi	diagnos	N;FEM	N;INDF;MASC+FEM;PL
diagnosi	diagnostik	diagnosi	diagnostik	N;FEM	N;INDF;MASC+FEM;SG
africana	afrikansk	africano	afrikansk	ADJ;FEM;SG	ADJ;INDF;SG
prestazione	effektivitet	prestazione	effektivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
prestazione	ydelse	prestazione	ydelse	N;FEM;SG	N;INDF;MASC+FEM;SG
prestazione	ydeevne	prestazione	yde	N;FEM;SG	N;INDF;MASC+FEM;SG
prestazione	præstation	prestazione	præstation	N;FEM;SG	N;INDF;MASC+FEM;SG
adulto	voksen	adulto	voksen	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
adulto	voksent	adulto	voksen	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
ferita	såret	ferito	sår	N;FEM;SG	N;DEF;NEUT;SG
ferita	sår	ferito	sår	N;FEM;SG	N;INDF;NEUT;SG
conservate	bevares	conservare	bevare	V;FEM;PL;PST;V.PTCP	V;NFIN;PASS
conservate	bevarede	conservare	bevare	V;FEM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
conservate	konserverede	conservare	konservere	V;FEM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
installato	installeret	installare	installere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
installato	monteret	installare	monter	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reliquie	relikvier	reliquia	relikvie	N;FEM;PL	N;INDF;NEUT;PL
dolci	kager	dolce	kage	N;PL	N;INDF;MASC+FEM;PL
dolci	desserter	dolce	dessert	N;PL	N;INDF;MASC+FEM;PL
shanghai	shanghai	shanghaio	shanghai	N;MASC	N;INDF;NEUT;SG
pole	polak	pole	polak	N;FEM;SG	N;INDF;MASC+FEM;SG
pole	pæl	pole	pæl	N;FEM;SG	N;INDF;MASC+FEM;SG
pole	stang	pole	stang	N;FEM;SG	N;INDF;MASC+FEM;SG
quotidiani	dagblade	quotidiano	dagblad	N;MASC;PL	N;INDF;NEUT;PL
quotidiani	aviser	quotidiano	avis	N;MASC;PL	N;INDF;MASC+FEM;PL
poggio	poggio	poggio	poggio	N;MASC;SG	N;INDF;MASC+FEM;SG
false	falske	falso	falsk	ADJ;FEM;PL	ADJ;PL
evil	ondskab	evile	ondskab	N	N;INDF;MASC+FEM;SG
censura	mistillidsvotum	censurare	mistillidsvotum	N;FEM;SG	N;INDF;NEUT;SG
censura	censur	censurare	censur	N;FEM;SG	N;INDF;MASC+FEM;SG
browser	browsere	browser	browser	N;MASC	N;INDF;MASC+FEM;PL
browser	browseren	browser	browser	N;MASC	N;DEF;MASC+FEM;SG
browser	browser	browser	browse	N;MASC	N;INDF;MASC+FEM;SG
ombre	skyggerne	ombra	skygge	N;FEM;PL	N;DEF;MASC+FEM;PL
ombre	skygger	ombra	skygge	N;FEM;PL	N;INDF;MASC+FEM;PL
incrocio	krydset	incrocio	kryds	N;MASC;SG	N;DEF;NEUT;SG
catturati	fangede	catturare	fange	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
eastern	øst	eastern	øst	N;SG	N;INDF
gilles	gilles	gilles	gilles	N;MASC;SG	N;INDF;MASC+FEM;SG
imo	imo	imo	imo	N;MASC;SG	N;INDF;MASC+FEM;SG
rod	rod	rod	rod	N;MASC	N;INDF;MASC+FEM;SG
rod	stang	rod	stang	N;MASC	N;INDF;MASC+FEM;SG
invisibile	usynlig	invisibile	usynlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
invisibile	usynligt	invisibile	usynligt	ADJ;SG	ADJ;INDF;NEUT;SG
mammiferi	pattedyr	mammifero	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
mammiferi	pattedyr	mammifero	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
mammiferi	pattedyr	mammifero	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
biologia	biologi	biologia	biologi	N;FEM;SG	N;INDF;MASC+FEM;SG
propulsione	fremdrift	propulsione	fremdrift	N;FEM;SG	N;INDF;MASC+FEM;SG
crema	creme	crema	crem	N;FEM;SG	N;INDF;MASC+FEM;SG
crema	fløde	crema	flød	N;FEM;SG	N;INDF;MASC+FEM;SG
assia	hesse	assia	hesse	N;FEM;SG	N;INDF;MASC+FEM;SG
esclusiva	eksklusivt	esclusivo	eksklusiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
esclusiva	eksklusiv	esclusivo	eksklusiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
profeta	profet	profeto	profe	N;MASC;SG	N;INDF;MASC+FEM;SG
profeta	profeten	profeto	profet	N;MASC;SG	N;DEF;MASC+FEM;SG
cartone	æske	cartone	æske	N;MASC;SG	N;INDF;MASC+FEM;SG
cartone	karton	cartone	karton	N;MASC;SG	N;INDF;MASC+FEM;SG
cartone	pap	cartone	pap	N;MASC;SG	N;INDF;NEUT;SG
cartone	pap	cartone	pap	N;MASC;SG	N;INDF;NEUT;SG
bando	meddelelse	bando	meddelelse	N;MASC;SG	N;INDF;MASC+FEM;SG
bando	bekendtgørelse	bando	bekendtgørelse	N;MASC;SG	N;INDF;MASC+FEM;SG
provenza	provence	provenza	provence	N;FEM;SG	N;INDF;MASC+FEM;SG
brigate	brigader	brigato	brigade	N;FEM;PL	N;INDF;MASC+FEM;PL
incredibile	fantastisk	incredibile	fantastisk	ADJ;SG	ADJ;INDF;SG
incredibile	utroligt	incredibile	utrolig	ADJ;SG	ADJ;INDF;NEUT;SG
incredibile	utroligt	incredibile	utrolig	ADJ;SG	ADJ;INDF;NEUT;SG
incredibile	utrolig	incredibile	utrolig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
incredibile	utrolig	incredibile	utrolig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
incredibile	utroligt	incredibile	utrolig	ADJ;SG	ADJ;INDF;NEUT;SG
comunicare	kommunikere	comunicare	kommuniker	V;NFIN	V;NFIN;ACT
comunicare	kommunikerer	comunicare	kommunikere	V;NFIN	V;IND;PRS;FIN;ACT
comunicare	kommunikere	comunicare	kommuniker	V;NFIN	V;NFIN;ACT
comunicare	kommunikerer	comunicare	kommunikere	V;NFIN	V;IND;PRS;FIN;ACT
discreto	diskret	discreto	diskret	ADJ;MASC;SG	ADJ;INDF;SG
discreto	diskret	discreto	diskret	ADJ;MASC;SG	ADJ;INDF;SG
