bija	είχε	būt	έχω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
liela	μεγάλη	liela	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
liela	μεγάλος	liela	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
liela	μεγάλο	liela	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
liela	τέλεια	liela	τέλεια	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ieņēma	πήρε	ieņemt	παίρνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
vairāki	αρκετές	vairāki	αρκετός	PRO;NOM;MASC;PL	PRO;NOM;FEM;PL;3
vairāki	αρκετοί	vairāki	αρκετός	PRO;NOM;MASC;PL	PRO;NOM;MASC;PL;3
stacija	σταθμός	stacija	σταθμός	N;NOM;FEM;SG	N;NOM;MASC;SG
rakstnieks	συγγραφέας	rakstnieks	συγγραφέα	N;NOM;MASC;SG	N;NOM;MASC;SG
dziesmas	τραγούδια	dziesma	τραγούδιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
zem	υπό	zem	υπό	ADP	ADP
sākotnēji	αρχικώς	sākotnēji	αρχικώς	ADV	ADV
sākotnēji	αρχικά	sākotnēji	αρχικά	ADV	ADV
sākotnēji	αρχικώς	sākotnēji	αρχικώς	ADV	ADV
sākotnēji	αρχικά	sākotnēji	αρχικά	ADV	ADV
filma	ταινία	filma	ταινία	N;NOM;FEM;SG	N;NOM;FEM;SG
filma	ταινια	filma	ταινιά	N;NOM;FEM;SG	N;NOM;FEM;SG
filma	μεμβράνη	filma	μεμβράνη	N;NOM;FEM;SG	N;NOM;FEM;SG
filma	ταινία	filma	ταινία	N;NOM;FEM;SG	N;NOM;FEM;SG
filma	ταινια	filma	ταινιά	N;NOM;FEM;SG	N;NOM;FEM;SG
filma	φιλμ	filma	φιλμ	N;NOM;FEM;SG	N;NOM;NEUT;SG
filmas	ταινίες	filma	ταινία	N;NOM;FEM;PL	N;NOM;FEM;PL
filmas	ταινίες	filma	ταινία	N;NOM;FEM;PL	N;NOM;FEM;PL
atkal	πάλι	atkal	πάλι	ADV	ADV
atkal	ξανά	atkal	ξανά	ADV	ADV
atkal	παλι	atkal	παλι	ADV	ADV
devās	πήγε	doties	πηγαίνω	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
autors	συγγραφέας	autors	συγγραφέα	N;NOM;MASC;SG	N;NOM;MASC;SG
autors	συντάκτης	autors	συντάκτης	N;NOM;MASC;SG	N;NOM;MASC;SG
dzīvoja	έζησε	dzīvot	φήνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
dzīvoja	έζησαν	dzīvot	χάνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
dzīvoja	ζούσε	dzīvot	ζωύνω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
zeme	γη	zeme	γη	N;NOM;FEM;SG	N;NOM;FEM;SG
zeme	γη	zeme	γη	N;NOM;FEM;SG	N;NOM;FEM;SG
zeme	στεριά	zeme	στεριά	N;NOM;FEM;SG	N;NOM;FEM;SG
zeme	έδαφος	zeme	έδαφος	N;NOM;FEM;SG	N;NOM;NEUT;SG
labi	λοιπόν	labi	λοιπόν	ADV	ADV
labi	καλο	labi	καλος	ADV	ADV
labi	καλά	labi	καλά	ADV	ADV
labi	καλα	labi	καλά	ADV	ADV
labi	εντάξει	labi	εντάξει	ADV	ADV
dibināta	ιδρύθηκε	dibināt	ιδρύω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
dibināta	ίδρυσε	dibināt	ιδρύω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vēlēšanās	εκλογή	vēlēšanās	εκλογή	N;NOM;FEM;SG	N;NOM;FEM;SG
stadions	στάδιο	stadions	στάδιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
stadions	γήπεδο	stadions	γήπεδο	N;NOM;MASC;SG	N;NOM;NEUT;SG
karš	πόλεμος	karš	πόλεμος	N;NOM;MASC;SG	N;NOM;MASC;SG
iedzīvotāji	κάτοικοι	iedzīvotājs	κάτοικος	N;NOM;MASC;PL	N;NOM;MASC;PL
iedzīvotāji	κάτοικοι	iedzīvotājs	κάτοικος	N;NOM;MASC;PL	N;NOM;MASC;PL
iedzīvotāji	πολίτες	iedzīvotājs	πολίτης	N;NOM;MASC;PL	N;NOM;MASC;PL
saules	σουν	saule	σε	N;NOM;FEM;PL	N
saules	ηλιακές	saule	ηλιακός	N;NOM;FEM;PL	N;NOM;FEM;PL
laiks	χρόνος	laiks	χρόνος	N;NOM;MASC;SG	N;NOM;MASC;SG
saņēma	έλαβε	saņemt	λαμβάνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
valstis	πολιτείες	valsts	πολιτεία	N;NOM;FEM;PL	N;NOM;FEM;PL
valstis	κράτη	valsts	κράτος	N;NOM;FEM;PL	N;NOM;NEUT;PL
valstis	χώρες	valsts	χώρα	N;NOM;FEM;PL	N;NOM;FEM;PL
valstis	χωρες	valsts	χωρα	N;NOM;FEM;PL	N;NOM;FEM;PL
skolas	σχολεία	skola	σχολείο	N;NOM;FEM;PL	N;NOM;NEUT;PL
skolas	σχολές	skola	σχολή	N;NOM;FEM;PL	N;NOM;FEM;PL
vasaras	καλοκαίρια	vasara	καλοκαίριο	N;NOM;FEM;PL	N;NOM;NEUT;PL
vasaras	σάμερς	vasara	σάμερ	N;NOM;FEM;PL	N
diena	μερα	diena	μερα	N;NOM;FEM;SG	N;NOM;FEM;SG
diena	ημερα	diena	ημερα	N;NOM;FEM;SG	N;NOM;FEM;SG
diena	ημέρα	diena	ημέρα	N;NOM;FEM;SG	N;NOM;FEM;SG
temperatūra	θερμοκρασία	temperatūra	θερμοκρασία	N;NOM;FEM;SG	N;NOM;FEM;SG
spēlēja	έπαιζε	spēlēt	παίζω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
spēlēja	έπαιξε	spēlēt	παίζω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
aktieris	ηθοποιός	aktieris	ηθοποιός	N;NOM;MASC;SG	N;NOM;MASC;SG
darbi	έργα	darbs	έργο	N;NOM;MASC;PL	N;NOM;NEUT;PL
darbi	δουλειές	darbs	δουλειή	N;NOM;MASC;PL	N;NOM;FEM;PL
darbi	εργασίες	darbs	εργασία	N;NOM;MASC;PL	N;NOM;FEM;PL
uzskata	θεωρεί	uzskatīt	θεωρώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
jūlijs	ιουλιος	jūlijs	ιουλιος	N;NOM;MASC;SG	N;NOM;MASC;SG
čempionāts	πρωτάθλημα	čempionāts	πρωτάθλημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
datums	ραντεβού	datums	ραντεβός	N;NOM;MASC;SG	N;NOM;NEUT;SG
datums	ημερομηνια	datums	ημερομηνία	N;NOM;MASC;SG	N;NOM;FEM;SG
izveidota	δημιουργήθηκε	izveidot	δημιουργώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
izveidota	δημιούργησε	izveidot	δημιουργώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
strādāja	δούλεψε	strādāt	δουλεύω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
strādāja	δούλευε	strādāt	δούλεύω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
ēka	κτίριο	ēka	κτίριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
ēka	κτήριο	ēka	κτήριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
sistēma	συστημα	sistēma	συστημα	N;NOM;FEM;SG	N;NOM;NEUT;SG
sistēma	σύστημα	sistēma	σύστημα	N;NOM;FEM;SG	N;NOM;NEUT;SG
vadītājs	διαχειριστής	vadītājs	διαχειριστής	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	διευθυντής	vadītājs	διευθυντής	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	οδηγός	vadītājs	οδηγός	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	ηγέτης	vadītājs	ηγέτης	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	αρχηγός	vadītājs	αρχηγός	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	κεφάλι	vadītājs	κεφάλι	N;NOM;MASC;SG	N;NOM;NEUT;SG
caur	μέσω	caur	μέσω	ADP	ADP
caur	μεσω	caur	μεσω	ADP	ADP
caur	μέσω	caur	μέσω	ADP	ADP
kārtas	γύροι	kārta	γύρος	N;NOM;FEM;PL	N;NOM;MASC;PL
ievēlēts	εκλεγμένος	ievēlēt	εκλέγω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ievēlēts	εκλεγεί	ievēlēt	εκλέγω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NFIN;ACT
ievēlēts	εξελέγη	ievēlēt	εκλέγω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
ietilpst	καλύπτει	ietilpt	καλύπτω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ietilpst	περιλαμβάνει	ietilpt	περιλαμβάνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ēkas	κτήρια	ēka	κτήριος	N;NOM;FEM;PL	N;NOM;NEUT;PL
ēkas	κτίρια	ēka	κτίριο	N;NOM;FEM;PL	N;NOM;NEUT;PL
janvāris	ιανουάριο	janvāris	ιανουάριο	N;NOM;MASC;SG	N
janvāris	ιανουάριος	janvāris	ιανουάριος	N;NOM;MASC;SG	N;NOM;MASC;SG
karjeru	καριέρα	karjera	καριέρα	N;ACC;FEM;SG	N;ACC;FEM;SG
grupu	ομάδα	grupa	ομάδα	N;ACC;FEM;SG	N;ACC;FEM;SG
darbojās	ενήργησε	darboties	ενηργώ	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
uzņēmums	λόχος	uzņēmums	λόχος	N;NOM;MASC;SG	N;NOM;MASC;SG
uzņēmums	εταιρεία	uzņēmums	εταιρεία	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	εταιρία	uzņēmums	εταιρία	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	ίδρυση	uzņēmums	ίδρυση	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	εντερπράιζ	uzņēmums	εντερπράιζ	N;NOM;MASC;SG	N
tēvs	πατέρας	tēvs	πατέρα	N;NOM;MASC;SG	N;NOM;MASC;SG
vārdu	λέξη	vārds	λέξη	N;ACC;MASC;SG	N;ACC;FEM;SG
dēls	γιος	dēls	γιος	N;NOM;MASC;SG	N;NOM;MASC;SG
dēls	υιός	dēls	υιός	N;NOM;MASC;SG	N;NOM;MASC;SG
sudraba	ασήμι	sudrabs	ασήμι	N;NOM;FEM;SG	N;NOM;NEUT;SG
vārds	ονομασία	vārds	ονομασία	N;NOM;MASC;SG	N;NOM;FEM;SG
vārds	όνομα	vārds	όνομα	N;NOM;MASC;SG	N;NOM;NEUT;SG
vārds	ονομα	vārds	ονομα	N;NOM;MASC;SG	N;NOM;NEUT;SG
teritorija	έδαφος	teritorija	έδαφος	N;NOM;FEM;SG	N;NOM;NEUT;SG
teritorija	επικράτεια	teritorija	επικράτεια	N;NOM;FEM;SG	N;NOM;FEM;SG
teritorija	εμβαδόν	teritorija	εμβαδόν	N;NOM;FEM;SG	N;NOM;NEUT;SG
teritorija	περιοχή	teritorija	περιοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
teritorija	περιοχη	teritorija	περιοχος	N;NOM;FEM;SG	N;NOM;FEM;SG
futbolists	ποδοσφαιριστής	futbolists	ποδοσφαιριστής	N;NOM;MASC;SG	N;NOM;MASC;SG
sākas	ξεκινά	sākties	ξεκινός	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	ξεκινάει	sākties	ξεκινώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	αρχίζει	sākties	αρχίζω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	ξεκινά	sākties	ξεκινός	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	ξεκινάει	sākties	ξεκινώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	αρχίζει	sākties	αρχίζω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	αρχίζοντας	sākties	αρχίζω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
sākas	ξεκινώντας	sākties	ξεκινώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
netālu	κοντά	netālu	κοντά	ADV	ADV
netālu	κοντά	netālu	κοντά	ADV	ADV
režisors	διευθύντρια	režisors	διευθύντρια	N;NOM;MASC;SG	N;NOM;FEM;SG
režisors	σκηνοθέτης	režisors	σκηνόθετος	N;NOM;MASC;SG	N;NOM;MASC;SG
režisors	διευθυντής	režisors	διευθυντής	N;NOM;MASC;SG	N;NOM;MASC;SG
labākais	καλύτερο	labs	καλά	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
radio	ασύρματο	radio	άσυρμα	N	N;NOM;NEUT;SG
radio	ραδιόφωνο	radio	ραδιόφωνος	N	N;NOM;NEUT;SG
radio	ραδιο	radio	ραδιο	N	N
administratīvais	διοικητική	administratīvs	διοικητικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
administratīvais	διοικητικός	administratīvs	διοικητικός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
administratīvais	διοικητικό	administratīvs	διοικητικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
darbojas	λειτουργεί	darboties	λειτουργώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dziesma	τραγουδι	dziesma	τραγουδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
dziesma	τραγούδι	dziesma	τραγούδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
isbn	isbn	isbn	isbn	N	N
pavadonis	φεγγάρι	pavadonis	φεγγάρι	N;NOM;MASC;SG	N;NOM;NEUT;SG
pavadonis	σελήνη	pavadonis	σελήνη	N;NOM;MASC;SG	N;NOM;FEM;SG
tiesnesis	δικαστής	tiesnesis	δικαστής	N;NOM;MASC;SG	N;NOM;MASC;SG
tiesnesis	κριτής	tiesnesis	κριτός	N;NOM;MASC;SG	N;NOM;MASC;SG
sala	νησί	sals	νησί	N;NOM;FEM;SG	N;NOM;NEUT;SG
sala	νησι	sals	νησι	N;NOM;FEM;SG	N;NOM;NEUT;SG
marts	μάρτιος	marts	μάρτιος	N;NOM;MASC;SG	N;NOM;MASC;SG
marts	μάρτιο	marts	μάρτιο	N;NOM;MASC;SG	N
valdības	κυβερνήσεις	valdība	κυβέρνηση	N;NOM;FEM;PL	N;NOM;FEM;PL
veids	τύπος	veids	τύπος	N;NOM;MASC;SG	N;NOM;MASC;SG
veids	είδος	veids	είδος	N;NOM;MASC;SG	N;NOM;NEUT;SG
saraksts	λίστα	saraksts	λίστα	N;NOM;MASC;SG	N;NOM;FEM;SG
saraksts	κατάλογος	saraksts	κατάλογος	N;NOM;MASC;SG	N;NOM;MASC;SG
vasarā	σάμμερ	vasara	σάμμερ	N;ESS;FEM;SG	N
starptautiskā	διεθνής	starptautiska	διεθνής	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
starptautiskā	διεθνές	starptautiska	διεθνής	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
maijs	μάιος	maijs	μάιος	N;NOM;MASC;SG	N;NOM;MASC;SG
maijs	μάης	maijs	μάος	N;NOM;MASC;SG	N;NOM;MASC;SG
agrāk	προηγουμένως	agrāk	προηγουμένως	ADV	ADV
agrāk	νωρίτερα	agrāk	νωρίς	ADV	ADV;CMPR
nedaudz	ελαφρά	nedaudz	ελαφρά	ADV	ADV
nedaudz	ελαφρώς	nedaudz	ελαφρώς	ADV	ADV
izmaiņas	μεταβολές	izmaiņa	μεταβολή	N;NOM;FEM;PL	N;NOM;FEM;PL
izmaiņas	αλλαγές	izmaiņa	αλλαγή	N;NOM;FEM;PL	N;NOM;FEM;PL
izmaiņas	τροποποιήσεις	izmaiņa	τροποποίηση	N;NOM;FEM;PL	N;NOM;FEM;PL
izmaiņas	ρέστα	izmaiņa	ρέστα	N;NOM;FEM;PL	N;NOM;NEUT;PL
albuma	άλμπουμ	albums	άλμπουμ	N;GEN;MASC;SG	N;MASC;SG
atklāja	αποκάλυψε	atklāt	αποκαλύπτω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
guva	σκόραρε	gūt	σκοράρω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
sezonu	εποχή	sezona	εποχή	N;ACC;FEM;SG	N;ACC;FEM;SG
sezonu	σεζόν	sezona	σεζόν	N;ACC;FEM;SG	N;ACC;FEM;SG
robežas	όρια	robeža	όριο	N;NOM;FEM;PL	N;NOM;NEUT;PL
robežas	σύνορα	robeža	σύνορο	N;NOM;FEM;PL	N;NOM;NEUT;PL
robežas	συνορα	robeža	σύνορο	N;NOM;FEM;PL	N;NOM;NEUT;PL
robežas	σύνορα	robeža	σύνορο	N;NOM;FEM;PL	N;NOM;NEUT;PL
robežas	συνορα	robeža	σύνορο	N;NOM;FEM;PL	N;NOM;NEUT;PL
robežas	όρια	robeža	όριο	N;NOM;FEM;PL	N;NOM;NEUT;PL
medaļas	μετάλλια	medaļa	μετάλλια	N;NOM;FEM;PL	N;NOM;NEUT;PL
medaļas	παράσημα	medaļa	παράσημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
pēdējā	τελευταίο	pēdējā	τελευταίος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
pēdējā	τελευταίος	pēdējā	τελευταίος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
dienu	μέρα	diena	μέρα	N;ACC;FEM;SG	N;ACC;FEM;SG
periods	περίοδος	periods	περίοδος	N;NOM;MASC;SG	N;NOM;FEM;SG
vēsture	ιστορία	vēsture	ιστορία	N;NOM;FEM;SG	N;NOM;FEM;SG
vēsture	ιστορια	vēsture	ιστορια	N;NOM;FEM;SG	N;NOM;FEM;SG
platība	εμβαδόν	platība	εμβαδόν	N;NOM;FEM;SG	N;NOM;NEUT;SG
platība	περιοχή	platība	περιοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
platība	περιοχη	platība	περιοχος	N;NOM;FEM;SG	N;NOM;FEM;SG
karaspēks	στράτευμα	karaspēks	στράτευμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
liels	μεγάλο	liels	μεγάλος	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
liels	μεγάλη	liels	μεγάλος	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
liels	μεγάλος	liels	μεγάλος	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
liels	μεγάλο	liels	μεγάλος	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
liels	τέλεια	liels	τέλεια	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
aktrise	ηθοποιός	aktrise	ηθοποιός	N;NOM;FEM;SG	N;NOM;MASC;SG
aktrise	ηθοποιό	aktrise	ηθοποιός	N;NOM;FEM;SG	N;NOM;FEM;SG
joprojām	ακόμη	joprojām	ακόμα	ADV	ADV
joprojām	ακομα	joprojām	ακομα	ADV	ADV
joprojām	ακόμα	joprojām	ακόμα	ADV	ADV
februāris	φεβρουάριος	februāris	φεβρουάριος	N;NOM;MASC;SG	N;NOM;MASC;SG
februāris	φεβρουάριο	februāris	φεβρουάριο	N;NOM;MASC;SG	N
kārta	στρογγυλό	kārta	στρογγυλός	N;NOM;FEM;SG	N;NOM;NEUT;SG
kārta	γύρος	kārta	γύρος	N;NOM;FEM;SG	N;NOM;MASC;SG
tirdzniecības	συναλλαγές	tirdzniecība	συναλλαγή	N;NOM;FEM;PL	N;NOM;FEM;PL
pastāv	υπάρχεις	pastāvēt	ύπαρχης	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
cilvēks	άτομο	cilvēks	άτομο	N;NOM;MASC;SG	N;NOM;NEUT;SG
cilvēks	πρόσωπο	cilvēks	πρόσωπο	N;NOM;MASC;SG	N;NOM;NEUT;SG
cilvēks	άνθρωπος	cilvēks	άνθρωπος	N;NOM;MASC;SG	N;NOM;MASC;SG
cilvēks	άνθρωπος	cilvēks	άνθρωπος	N;NOM;MASC;SG	N;NOM;MASC;SG
brālis	αδερφός	brālis	αδερφός	N;NOM;MASC;SG	N;NOM;MASC;SG
brālis	αδελφός	brālis	αδελφός	N;NOM;MASC;SG	N;NOM;MASC;SG
parks	πάρκο	parks	πάρκο	N;NOM;MASC;SG	N;NOM;NEUT;SG
lapa	φύλλο	lapa	φύλλο	N;NOM;FEM;SG	N;NOM;NEUT;SG
lapa	σεντόνι	lapa	σεντόνι	N;NOM;FEM;SG	N;NOM;NEUT;SG
lapa	σελίδα	lapa	σελίδα	N;NOM;FEM;SG	N;NOM;FEM;SG
uzbrucējs	στράικερ	uzbrucējs	στράικερ	N;NOM;MASC;SG	N
karogs	σημαία	karogs	σημαία	N;NOM;MASC;SG	N;NOM;FEM;SG
zemi	γή	zeme	γή	N;ACC;FEM;SG	N;ACC;FEM;SG
dažas	μερικές	daža	μερικοί	PRO;NOM;FEM;PL	PRO;NOM;FEM;PL;3
dažas	κάποια	daža	κάποιος	PRO;NOM;FEM;PL	PRO;NOM;NEUT;PL;3
dažas	κάποιοι	daža	κάποιος	PRO;NOM;FEM;PL	PRO;NOM;MASC;PL;3
dažas	μερικοί	daža	μερικοί	PRO;NOM;FEM;PL	PRO;NOM;MASC;PL;3
dažas	μερικά	daža	μερικοί	PRO;NOM;FEM;PL	PRO;NOM;NEUT;PL;3
māte	μητέρα	māte	μητέρα	N;NOM;FEM;SG	N;NOM;FEM;SG
kategorijas	κατηγορίες	kategorija	κατηγορία	N;NOM;FEM;PL	N;NOM;FEM;PL
kategorijas	κατηγοριες	kategorija	κατηγορία	N;NOM;FEM;PL	N;NOM;FEM;PL
septembris	σεπτέμβριος	septembris	σεπτέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
septembris	σεπτέμβριο	septembris	σεπτέμβριο	N;NOM;MASC;SG	N
tālāk	περαιτέρω	tālu	περαιτέρω	ADV;CMPR	ADV
treneris	προπονητής	treneris	προπονητής	N;NOM;MASC;SG	N;NOM;MASC;SG
treneris	κόουτς	treneris	κόουτς	N;NOM;MASC;SG	N;NOM;MASC;SG
kāds	τι	kāds	τι	PRO;NOM;MASC;SG	PRO;NOM;NEUT;SG;3
līnijas	ατάκες	līnija	ατάκα	N;NOM;FEM;PL	N;NOM;FEM;PL
līnijas	γραμμές	līnija	γραμμή	N;NOM;FEM;PL	N;NOM;FEM;PL
paziņoja	ανακοίνωσαν	paziņot	ανακοινώνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
paziņoja	ανακοίνωσε	paziņot	ανακοινώνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
komandieris	διοικητής	komandieris	διοικητής	N;NOM;MASC;SG	N;NOM;MASC;SG
dzīvi	ζωή	dzīve	ζωή	N;ACC;FEM;SG	N;ACC;FEM;SG
dzīvi	ζωη	dzīve	ζωη	N;ACC;FEM;SG	N;ACC;FEM;SG
uzvaru	νίκη	uzvara	νίκη	N;ACC;FEM;SG	N;ACC;FEM;SG
jauna	νέος	jauns	νέος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
augstākā	υπέρτατη	augsta	υπέρτατος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
augstākā	ανώτατο	augsta	ανώτερος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
augstākā	ανώτατη	augsta	ανώτερος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
augstākā	υψηλότερη	augsta	ψηλός	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
augstākā	υψηλότερο	augsta	ψηλός	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
novembris	νοέμβριο	novembris	νοέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
novembris	νοέμβριος	novembris	νοέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
izveidots	εγκατεστημένος	izveidot	εγκατεστημένος	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
izveidots	δημιουργήθηκε	izveidot	δημιουργώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
izveidots	δημιούργησε	izveidot	δημιουργώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
jūlija	ιουλίου	jūlijs	ιούλιος	N;GEN;MASC;SG	N;GEN;NEUT;SG
pulka	σύνταγμα	pulka	σύνταγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
valdība	κυβέρνηση	valdība	κυβέρνηση	N;NOM;FEM;SG	N;NOM;FEM;SG
plaši	ευρέως	plaši	ευρέως	ADV	ADV
mazāk	λιγότερο	mazi	λίγο	ADV;CMPR	ADV;CMPR
mazāk	λιγότερα	mazi	λίγο	ADV;CMPR	ADV;CMPR
impērija	αυτοκρατορία	impērija	αυτοκρατορία	N;NOM;FEM;SG	N;NOM;FEM;SG
impērija	εμπάιρ	impērija	εμπάιρ	N;NOM;FEM;SG	N
decembris	δεκέμβριο	decembris	δεκέμβριος	N;NOM;MASC;SG	N
decembris	δεκέμβριος	decembris	δεκέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
decembris	απόφ	decembris	απόφ	N;NOM;MASC;SG	N
aprīlis	απρίλιος	aprīlis	απρίλιος	N;NOM;MASC;SG	N;NOM;MASC;SG
aprīlis	απρίλιο	aprīlis	απρίλιο	N;NOM;MASC;SG	N
aprīlis	απρίλη	aprīlis	απρίλιος	N;NOM;MASC;SG	N
aprīlis	έιπριλ	aprīlis	έιπριλ	N;NOM;MASC;SG	N
