年	ano	年	ano	N	N
城鎮	aldea	城鎮	aldea	N	N
城鎮	vilas	城鎮	vila	N	N
春	primavera	春	primavera	N	N
海軍	frota	海軍	frota	N	N
公路	estradas	公路	estrada	N	N
公路	camiños	公路	camiño	N	N
公路	estrada	公路	estrada	N	N
公路	camiño	公路	camiño	N	N
公路	estrada	公路	estrada	N	N
冠	coroa	冠	coroa	N	N
作家	escritores	作家	escritor	N	N
空	valeiro	空	valeiro	N	N
牛	gando	牛	gando	N	N
牛	vacas	牛	vaca	N	N
牛	gado	牛	gado	N	N
牛	vaca	牛	vaca	N	N
牛	touro	牛	touro	N	N
火	lume	火	lume	N	N
火	fogo	火	fogo	N	N
攻擊	ataca	攻擊	ataca	V	V
攻擊	atacar	攻擊	atacar	V	V
值	valores	值	valor	N	N
值	valor	值	valor	N	N
值	revenda	值	revenda	N	N
西部	oeste	西部	oeste	N	N
西部	occidente	西部	occidente	N	N
土	terra	土	terra	N	N
土	chan	土	chan	N	N
土	terra	土	terra	N	N
速度	velocidade	速度	velocidade	N	N
速度	rapidez	速度	rapidez	N	N
建築	edificio	建築	edificio	N	N
建築	construción	建築	construción	N	N
建築	edificios	建築	edificio	N	N
建築	construción	建築	construción	N	N
建築	construcción	建築	construcción	N	N
建築	construtora	建築	construtor	N	N
建築	arquitectura	建築	arquitectura	N	N
道路	estradas	道路	estrada	N	N
道路	camiños	道路	camiño	N	N
道路	estrada	道路	estrada	N	N
道路	camiño	道路	camiño	N	N
發表	publicar	發表	publicar	V	V
色	cor	色	cor	N	N
色	cores	色	cora	N	N
仍然	aínda	仍然	aínda	ADV	ADV
來	da	來	da	V	V
技術	técnico	技術	técnico	N	N
技術	técnica	技術	técnica	N	N
技術	tecnoloxías	技術	tecnoloxía	N	N
技術	técnica	技術	técnica	N	N
技術	tecnoloxía	技術	tecnoloxía	N	N
技術	técnicas	技術	técnica	N	N
主任	dirección	主任	dirección	N	N
機場	aeroporto	機場	aeroporto	N	N
房	sala	房	sala	N	N
房	habitación	房	habitación	N	N
她	ela	她	el	PRO;3	PRO
我們	que	我	que	PRO;PL;1	PRO
情況	situación	情況	situación	N	N
來源	fonte	來源	fonte	N	N
來源	orixe	來源	orixe	N	N
來源	fontes	來源	fonte	N	N
首都	capital	首都	capital	N	N
首都	capitais	首都	capital	N	N
牌	tarxetas	牌	tarxeta	N	N
牌	cartas	牌	carta	N	N
牌	naipes	牌	naipe	N	N
牌	ás	牌	á	N	N
杯	cunca	杯	cunca	N	N
杯	café	杯	café	N	N
廣告	publicidade	廣告	publicidade	N	N
描述	describir	描述	describir	V	V
皇帝	emperador	皇帝	emperador	N	N
團體	dous	團體	dous	N	N
團體	grupos	團體	grupo	N	N
計畫	plan	計畫	plan	N	N
計畫	plano	計畫	plano	N	N
計畫	posición	計畫	posición	N	N
計畫	oferta	計畫	oferta	N	N
列車	tren	列車	tren	N	N
列車	metro	列車	metro	N	N
列車	trens	列車	tren	N	N
環	anel	環	anel	N	N
環	aneis	環	aneis	N	N
環	acople	環	acoplar	N	N
環	volta	環	volta	N	N
父	pai	父	pai	N	N
父	padre	父	padre	N	N
取代	substituída	取代	substituír	V	V
取代	substituír	取代	substituír	V	V
兄弟	irmán	兄弟	irmán	N	N
底	fondo	底	fondo	N	N
底	final	底	final	N	N
武器	armas	武器	arma	N	N
武器	armamento	武器	armamento	N	N
武器	arma	武器	arma	N	N
武器	arma	武器	arma	N	N
顯示	amosando	顯示	amosar	V	V
顯示	amosar	顯示	amosar	V	V
顯示	demostra	顯示	demostrar	V	V
顯示	amosar	顯示	amosar	V	V
制度	réxime	制度	réxime	N	N
報告	informe	報告	informe	N	N
報告	información	報告	información	N	N
報告	informes	報告	informe	N	N
秒	segundos	秒	segundo	N	N
雲	nube	雲	nubir	N	N
小說	novela	小說	novelar	N	N
風	vento	風	vento	N	N
風	corda	風	corda	N	N
父親	pai	父親	pai	N	N
父親	padre	父親	padre	N	N
和平	paz	和平	paz	N	N
西北	noroeste	西北	noroeste	N	N
圈	círculo	圈	círculo	N	N
谷	val	谷	val	N	N
家庭	familias	家庭	familia	N	N
家庭	familia	家庭	familia	N	N
宗教	relixión	宗教	relixión	N	N
當地	local	當地	local	N	N
當地	locais	當地	local	N	N
作用	papel	作用	papel	N	N
藝術	arte	藝術	arte	N	N
藝術	artística	藝術	artístico	N	N
球員	músicos	球員	músico	N	N
球員	entidades	球員	entidade	N	N
處理	manexar	處理	manexar	V	V
處理	arranxar	處理	arranxar	V	V
處理	facer	處理	facer	V	V
處理	procesando	處理	procesar	V	V
先生	señor	先生	señor	N	N
先生	xefe	先生	xefar	N	N
旅	brigade	旅	brigade	N	N
旅	brigada	旅	brigado	N	N
人員	persoal	人員	persoal	N	N
虎	tigre	虎	tigre	N	N
土地	terra	土地	terra	N	N
土地	país	土地	país	N	N
土地	terras	土地	terra	N	N
展	exposición	展	exposición	N	N
特色	características	特色	característica	N	N
特色	característica	特色	característica	N	N
公園	parque	公園	parque	N	N
翼	nunha	翼	nunha	N	N
翼	á	翼	á	N	N
翼	ás	翼	á	N	N
十一	once	十一	once	NUM	NUM
協會	asociación	協會	asociación	N	N
文學	literatura	文學	literatura	N	N
頻道	canle	頻道	canle	N	N
紀錄	disco	紀錄	disco	N	N
紀錄	discos	紀錄	disco	N	N
影片	filmes	影片	filme	N	N
影片	película	影片	película	N	N
影片	filme	影片	filme	N	N
影片	cine	影片	cinir	N	N
影片	cinema	影片	cinema	N	N
影片	vídeo	影片	vídeo	N	N
影片	video	影片	video	N	N
影片	videoxogos	影片	videoxogos	N	N
影片	película	影片	película	N	N
影片	filme	影片	filme	N	N
身份	identidade	身份	identidade	N	N
基地	base	基地	base	N	N
文件	arquivos	文件	arquivo	N	N
電視	drama	電視	dramar	N	N
藍	azul	藍	azul	N	N
藍	azuis	藍	azuis	N	N
力量	fortaleza	力量	fortalezar	N	N
力量	forzas	力量	forza	N	N
力量	forza	力量	forza	N	N
板	pratos	板	prato	N	N
船	barco	船	barco	N	N
船	barco	船	barco	N	N
文章	artigos	文章	artigo	N	N
意見	opinión	意見	opinión	N	N
意見	opinións	意見	opinión	N	N
意見	comentarios	意見	comentario	N	N
意見	opinión	意見	opinión	N	N
意見	na	意見	na	N	N
公主	princesa	公主	princesar	N	N
同意	concordo	同意	concordo	V	V
果	froita	果	froita	N	N
十	10	十	10	NUM	NUM
銀行	bancos	銀行	banco	N	N
銀行	banco	銀行	banco	N	N
銀行	ribeira	銀行	ribeira	N	N
銀行	penedo	銀行	pener	N	N
銀行	citybank	銀行	citybank	N	N
媒體	prensa	媒體	prensa	N	N
媒體	medios	媒體	medio	N	N
媒體	comunicación	媒體	comunicación	N	N
支援	apoiar	支援	apoiar	V	V
拍攝	disparar	拍攝	disparar	V	V
拍攝	disparar	拍攝	disparar	V	V
拍攝	disparando	拍攝	disparar	V	V
旗	bandeira	旗	bandeira	N	N
行星	planeta	行星	planeta	N	N
行星	planetas	行星	planeta	N	N
作者	escritores	作者	escritor	N	N
皇家	teatro	皇家	teatro	N	N
皇家	alteza	皇家	altezar	N	N
三十	trinta	三十	trinta	NUM	NUM
範圍	rango	範圍	rango	N	N
範圍	cadea	範圍	cadea	N	N
範圍	abano	範圍	abano	N	N
黨	festa	黨	festa	N	N
黨	partido	黨	partido	N	N
教堂	igrexas	教堂	igrexa	N	N
教堂	igrexa	教堂	igrexir	N	N
教堂	á	教堂	á	N	N
警察	policía	警察	policía	N	N
原本	orixinalmente	原本	orixinal	ADV	ADV
娛樂	entretemento	娛樂	entretemento	N	N
方案	programa	方案	programa	N	N
方案	programas	方案	programa	N	N
屋	casa	屋	casa	N	N
部隊	tropas	部隊	tropa	N	N
詞	palabra	詞	palabra	N	N
詞	palabras	詞	palabra	N	N
詞	verbas	詞	verba	N	N
影	sombras	影	sombra	N	N
影	sombra	影	sombra	N	N
速	velocidade	速	velocidade	N	N
速	rapidez	速	rapidez	N	N
會議	conferencia	會議	conferencia	N	N
會議	conferencias	會議	conferencia	N	N
會議	rolda	會議	rolda	N	N
會議	xunta	會議	xunta	N	N
會議	reunión	會議	reunión	N	N
會議	encontro	會議	encontro	N	N
會議	cita	會議	cita	N	N
資訊	información	資訊	información	N	N
戰鬥	batalla	戰鬥	batalla	N	N
戰鬥	loita	戰鬥	loita	N	N
戰鬥	combate	戰鬥	combate	N	N
戰鬥	loita	戰鬥	loita	N	N
項目	proxecto	項目	proxecto	N	N
項目	obxectos	項目	obxecto	N	N
項目	puntos	項目	punto	N	N
項目	artigos	項目	artigo	N	N
項目	das	項目	das	N	N
項目	proxectos	項目	proxecto	N	N
玩家	músicos	玩家	músico	N	N
玩家	entidades	玩家	entidade	N	N
電腦	ordenador	電腦	ordenador	N	N
電腦	computador	電腦	computador	N	N
電腦	ordenadores	電腦	ordenador	N	N
電腦	ordenadores	電腦	ordenador	N	N
電腦	computadores	電腦	computador	N	N
引擎	máquina	引擎	máquina	N	N
引擎	motor	引擎	motor	N	N
英雄	heroes	英雄	heroes	N	N
英雄	heroínas	英雄	heroína	N	N
英雄	heroe	英雄	heroe	N	N
下午	tarde	下午	tarde	N	N
下午	bos	下午	bo	N	N
下午	tardes	下午	tarde	N	N
透過	por	透過	por	ADP	ADP
小時	horas	小時	hora	N	N
小時	hora	小時	hora	N	N
體育	deporte	體育	deporte	N	N
體育	deportes	體育	deporte	N	N
體育	deporte	體育	deporte	N	N
元素	elementos	元素	elemento	N	N
元素	ingredientes	元素	ingrediente	N	N
區域	zona	區域	zona	N	N
區域	área	區域	área	N	N
區域	zona	區域	zona	N	N
區域	rexión	區域	rexión	N	N
區域	rexións	區域	rexión	N	N
報	xornais	報	xornal	N	N
報	xornal	報	xornal	N	N
分子	molecular	分子	molecular	N	N
分子	moleculares	分子	molecular	N	N
分子	molécula	分子	molécula	N	N
分子	molecular	分子	molecular	N	N
分子	moléculas	分子	molécula	N	N
隧道	túneles	隧道	túnele	N	N
雜誌	revistas	雜誌	revista	N	N
雜誌	revista	雜誌	revista	N	N
雜誌	revistas	雜誌	revista	N	N
平台	plataforma	平台	plataforma	N	N
概念	concepto	概念	concepto	N	N
概念	noción	概念	noción	N	N
概念	idea	概念	idea	N	N
概念	conceptos	概念	concepto	N	N
議會	parlamento	議會	parlamento	N	N
傳統	tradición	傳統	tradición	N	N
傳統	tradicións	傳統	tradición	N	N
傳統	tradicións	傳統	tradición	N	N
照片	fotos	照片	foto	N	N
照片	fotografías	照片	fotografía	N	N
照片	foto	照片	foto	N	N
照片	imaxe	照片	imaxe	N	N
照片	fotografía	照片	fotografía	N	N
照片	fotografía	照片	fotografía	N	N
照片	foto	照片	foto	N	N
照片	fotos	照片	foto	N	N
照片	imaxes	照片	imaxe	N	N
照片	fotografías	照片	fotografía	N	N
照片	fotos	照片	foto	N	N
照片	fotografías	照片	fotografía	N	N
照片	foto	照片	foto	N	N
照片	foto	照片	foto	N	N
核	nuclear	核	nuclear	N	N
核	núcleo	核	núcleo	N	N
停止	deter	停止	deter	V	V
停止	parar	停止	parar	V	V
停止	deixa	停止	deixar	V	V
劍	espada	劍	espada	N	N
機構	axencia	機構	axencia	N	N
機構	institucións	機構	institución	N	N
機構	institución	機構	institución	N	N
帶	trae	帶	trae	V	V
人類	seres	人類	ser	N	N
人類	humáns	人類	humán	N	N
市場	mercado	市場	mercado	N	N
市場	mercados	市場	mercado	N	N
市場	feira	市場	feira	N	N
飛	voo	飛	voo	N	N
軍事	exército	軍事	exército	N	N
橋	oco	橋	oco	N	N
橋	ponte	橋	ponte	N	N
橋	pontes	橋	ponte	N	N
投	ton	投	ton	N	N
主教	bispo	主教	bispo	N	N
地點	lugar	地點	lugar	N	N
地點	casa	地點	casa	N	N
地點	sitio	地點	sitio	N	N
地點	lugares	地點	lugar	N	N
地點	sitios	地點	sitio	N	N
地點	lugares	地點	lugar	N	N
決賽	final	決賽	final	N	N
大臣	ministro	大臣	ministro	N	N
大臣	ministra	大臣	ministrar	N	N
大臣	pastor	大臣	pastor	N	N
人工	artifical	人工	artifical	N	N
移動	mover	移動	mover	V	V
陸軍	exército	陸軍	exército	N	N
法院	suprema	法院	suprema	N	N
法院	tribunal	法院	tribunal	N	N
法院	xulgado	法院	xulgado	N	N
法院	corte	法院	corte	N	N
留	quedar	留	quedar	V	V
留	ficar	留	ficar	V	V
留	queda	留	quedar	V	V
電	electricidade	電	electricidade	N	N
夢	soño	夢	soño	N	N
夢	soños	夢	soño	N	N
夢	soños	夢	soño	N	N
科學	ciencia	科學	ciencia	N	N
科學	ciencias	科學	ciencia	N	N
科學	cencia	科學	cencia	N	N
皇后	raíña	皇后	raíña	N	N
柱	columna	柱	columna	N	N
柱	retagarda	柱	retagarda	N	N
動物	animais	動物	animal	N	N
動物	animais	動物	animal	N	N
動物	animal	動物	animal	N	N
精神	senda	精神	senda	N	N
精神	espírito	精神	espírito	N	N
精神	mentais	精神	mental	N	N
企業	negocios	企業	negocio	N	N
企業	negocio	企業	negocio	N	N
企業	asunto	企業	asunto	N	N
企業	traballo	企業	traballo	N	N
核心	núcleo	核心	núcleo	N	N
環境	entorno	環境	entornar	N	N
環境	ambiente	環境	ambiente	N	N
環境	medio	環境	medio	N	N
環境	entornos	環境	entorno	N	N
環境	ambientes	環境	ambiente	N	N
冰	xeo	冰	xeo	N	N
飛機	avión	飛機	avión	N	N
太陽	sol	太陽	sol	N	N
廳	corredor	廳	corredor	N	N
廳	concello	廳	concello	N	N
廳	sede	廳	sede	N	N
選擇	elixir	選擇	elixir	V	V
選擇	escollen	選擇	escoller	V	V
選擇	escoller	選擇	escoller	V	V
選擇	escolle	選擇	escoller	V	V
選擇	escoller	選擇	escoller	V	V
眼	ollos	眼	ollo	N	N
眼	ollo	眼	ollo	N	N
眼	ollos	眼	ollo	N	N
妻子	muller	妻子	muller	N	N
妻子	esposa	妻子	esposa	N	N
妻子	dona	妻子	don	N	N
雨	chuvia	雨	chuvia	N	N
雨	choiva	雨	choiva	N	N
雨	razas	雨	raza	N	N
編號	identidade	編號	identidade	N	N
編號	número	編號	número	N	N
思想	pensamentos	思想	pensamento	N	N
思想	pensamento	思想	pensamento	N	N
重建	reedificar	重建	reedificar	V	V
重建	reconstruír	重建	reconstruír	V	V
洋	océano	洋	océano	N	N
洋	océanos	洋	océano	N	N
公民	cidadáns	公民	cidadán	N	N
公民	cidadán	公民	cidadán	N	N
改善	mellorou	改善	mellorar	V	V
改善	mellorar	改善	mellorar	V	V
改善	mellora	改善	mellorar	V	V
鐵道	tren	鐵道	tren	N	N
網路	web	網路	web	N	N
網路	rede	網路	rede	N	N
炮	canóns	炮	canón	N	N
炮	canón	炮	canón	N	N
炮	arma	炮	arma	N	N
炮	pistola	炮	pistola	N	N
炮	revólver	炮	revólver	N	N
岩	rochas	岩	rocha	N	N
岩	xeo	岩	xeo	N	N
岩	pedras	岩	pedra	N	N
岩	rocha	岩	rocha	N	N
岩	pedra	岩	pedra	N	N
岩	rock	岩	rock	N	N
排	fila	排	fila	N	N
朋友	amigos	朋友	amigo	N	N
朋友	amigo	朋友	amigo	N	N
朋友	amiga	朋友	amigar	N	N
離開	deixar	離開	deixar	V	V
生命	vida	生命	vida	N	N
找到	atopei	找到	atopar	V	V
找到	atopamos	找到	atopar	V	V
找到	atoparon	找到	atopar	V	V
找到	atopou	找到	atopar	V	V
找到	atopar	找到	atopar	V	V
十五	quince	十五	quince	NUM	NUM
油	petróleo	油	petróleo	N	N
油	aceite	油	aceite	N	N
狀態	posición	狀態	posición	N	N
狀態	statu	狀態	statu	N	N
狀態	status	狀態	status	N	N
彈	xogo	彈	xogo	N	N
艦	barco	艦	barco	N	N
主題	tema	主題	tema	N	N
主題	asunto	主題	asunto	N	N
主題	temas	主題	tema	N	N
主題	suxeito	主題	suxeito	N	N
主題	tema	主題	tema	N	N
主題	materia	主題	materia	N	N
返回	volve	返回	volver	V	V
返回	volvo	返回	volvo	V	V
返回	regresar	返回	regresar	V	V
返回	volva	返回	volva	V	V
返回	volver	返回	volver	V	V
宇宙	universo	宇宙	universo	N	N
醫院	hospital	醫院	hospital	N	N
醫院	hospitais	醫院	hospital	N	N
平方	praza	平方	praza	N	N
大道	avenida	大道	avenida	N	N
旅客	pasaxeiros	旅客	pasaxeiro	N	N
未來	futuro	未來	futuro	N	N
營	batallón	營	batallón	N	N
營	campo	營	campo	N	N
營	campamento	營	campamento	N	N
營	acampamento	營	acampamento	N	N
任務	tarefa	任務	tarefa	N	N
任務	tarefas	任務	tarefa	N	N
任務	misión	任務	misión	N	N
商業	comercio	商業	comercio	N	N
商業	anuncio	商業	anuncio	N	N
商業	negocios	商業	negocio	N	N
商業	negocio	商業	negocio	N	N
商業	asunto	商業	asunto	N	N
商業	traballo	商業	traballo	N	N
基金	fondo	基金	fondo	N	N
空間	espacios	空間	espacio	N	N
空間	espazos	空間	espazo	N	N
空間	espazo	空間	espazo	N	N
空間	espacio	空間	espacio	N	N
詩	poema	詩	poema	N	N
詩	poesía	詩	poesía	N	N
詩	poemas	詩	poema	N	N
提高	incrementar	提高	incrementar	V	V
提高	aumenta	提高	aumentar	V	V
提高	aumentar	提高	aumentar	V	V
嚴重	seria	嚴重	seria	ADJ	ADJ
嚴重	grave	嚴重	grave	ADJ	ADJ
嚴重	grave	嚴重	grave	ADJ	ADJ
嚴重	graves	嚴重	grave	ADJ	ADJ
論	teoría	論	teoría	N	N
母親	nai	母親	nai	N	N
母親	á	母親	á	N	N
母親	mamá	母親	mamá	N	N
訓練	estudan	訓練	estudar	V	V
行為	condutas	行為	conduta	N	N
行為	comportamento	行為	comportamento	N	N
行為	conducta	行為	conducta	N	N
行為	comportamentos	行為	comportamento	N	N
行為	conduta	行為	conduta	N	N
工業	industria	工業	industria	N	N
工業	industrial	工業	industrial	N	N
坦克	tanque	坦克	tanque	N	N
坦克	depósito	坦克	depósito	N	N
坦克	tanques	坦克	tanque	N	N
劇場	teatro	劇場	teatro	N	N
劇場	recinto	劇場	recinto	N	N
劇場	teatro	劇場	teatro	N	N
收入	ingresos	收入	ingreso	N	N
收入	ingreso	收入	ingreso	N	N
收入	renda	收入	renda	N	N
成績	logro	成績	logro	N	N
菜	louza	菜	louza	N	N
菜	pratos	菜	prato	N	N
古代	antigo	古代	antigo	N	N
古代	antigos	古代	antigo	N	N
工具	ferramenta	工具	ferramenta	N	N
工具	ferramentas	工具	ferramenta	N	N
工具	ferramentas	工具	ferramenta	N	N
品牌	marca	品牌	marca	N	N
翻譯	traducido	翻譯	traducir	V	V
翻譯	traduce	翻譯	traducir	V	V
目標	obxectivo	目標	obxectivo	N	N
目標	obxectivos	目標	obxectivo	N	N
目標	obxectivo	目標	obxectivo	N	N
目標	obxectivos	目標	obxectivo	N	N
目標	brancos	目標	branco	N	N
目標	obxectivo	目標	obxectivo	N	N
基礎	base	基礎	base	N	N
基礎	base	基礎	base	N	N
群島	illas	群島	illa	N	N
理論	teoría	理論	teoría	N	N
軍隊	exército	軍隊	exército	N	N
鏡	espello	鏡	espello	N	N
大樓	edificio	大樓	edificio	N	N
大樓	construción	大樓	construción	N	N
出口	saída	出口	saída	N	N
關於	sobre	關於	sobre	ADP	ADP
關於	de	關於	de	ADP	ADP
產品	produto	產品	produto	N	N
產品	produtos	產品	produto	N	N
產品	orixe	產品	orixe	N	N
助理	axudante	助理	axudante	N	N
畫	sur	畫	sur	N	N
畫	cadro	畫	cadro	N	N
畫	pintura	畫	pintura	N	N
舞	baile	舞	baile	N	N
舞	danza	舞	danza	N	N
舞	baile	舞	baile	N	N
獸	besta	獸	besta	N	N
汽車	coche	汽車	coche	N	N
汽車	auto	汽車	auto	N	N
汽車	carro	汽車	carro	N	N
汽車	coches	汽車	coche	N	N
汽車	coche	汽車	coche	N	N
汽車	autos	汽車	auto	N	N
避免	evitar	避免	evitar	V	V
命令	comando	命令	comar	V	V
結構	estruturas	結構	estrutura	N	N
結構	arquitectura	結構	arquitectura	N	N
結構	estrutura	結構	estrutura	N	N
結構	rede	結構	rede	N	N
字母	cartas	字母	carta	N	N
字母	letras	字母	letra	N	N
字母	carta	字母	carta	N	N
字母	letra	字母	letra	N	N
大陸	continente	大陸	continente	N	N
大陸	continente	大陸	continente	N	N
海岸	costa	海岸	costa	N	N
海岸	costa	海岸	costa	N	N
海岸	marfil	海岸	marfil	N	N
海岸	na	海岸	na	N	N
學習	estudando	學習	estudar	V	V
學習	estudar	學習	estudar	V	V
學習	estudar	學習	estudar	V	V
學習	estudamos	學習	estudar	V	V
學習	aprender	學習	aprender	V	V
學習	aprendendo	學習	aprender	V	V
學習	aprenden	學習	aprender	V	V
學習	aprender	學習	aprender	V	V
樂團	banda	樂團	banda	N	N
樂團	orquestra	樂團	orquestra	N	N
那些	eses	那些	ese	DET	DET
那些	esas	那些	ese	DET	DET
那些	os	那些	o	DET	DET
材料	materiais	材料	material	N	N
材料	material	材料	material	N	N
材料	prima	材料	prima	N	N
材料	materiais	材料	material	N	N
以後	tarde	以後	tarde	N	N
魔法	maxia	魔法	maxia	N	N
茶	té	茶	té	N	N
孩子	nena	孩子	nena	N	N
孩子	neno	孩子	neno	N	N
孩子	fillo	孩子	fillo	N	N
代理	actuando	代理	actuar	V	V
代理	actuar	代理	actuar	V	V
組合	combinación	組合	combinación	N	N
組合	mestura	組合	mestura	N	N
正常	normais	正常	normal	N	N
王子	príncipe	王子	príncipe	N	N
模型	modelos	模型	modelo	N	N
模型	modelo	模型	modelo	N	N
夜	noites	夜	noite	N	N
夜	noite	夜	noite	N	N
夜	polas	夜	pola	N	N
夜	noite	夜	noite	N	N
夜	pola	夜	pola	N	N
夜	noites	夜	noite	N	N
乘客	pasaxeiros	乘客	pasaxeiro	N	N
禁止	prohibido	禁止	prohibir	V	V
禁止	prohibidas	禁止	prohibir	V	V
宣傳	publicidade	宣傳	publicidade	N	N
宣傳	propaganda	宣傳	propaganda	N	N
巨大	enormes	巨大	enorme	ADJ	ADJ
巨大	enorme	巨大	enorme	ADJ	ADJ
巨大	gran	巨大	gran	ADJ	ADJ
