το	la	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;FEM;SG
ίσως	potser	ίσως	potser	ADV	ADV
επόμενη	pròxima	επόμενος	pròxim	ADJ;ACC;FEM;SG	ADJ;FEM;SG
επόμενη	següent	επόμενος	següent	ADJ;ACC;FEM;SG	ADJ;SG
επόμενη	propera	επόμενος	proper	ADJ;ACC;FEM;SG	ADJ;FEM;SG
στιγμή	moment	στιγμή	moment	N;ACC;FEM;SG	N;MASC;SG
μήνες	mesos	μήνας	mes	N;NOM;MASC;PL	N;MASC;PL
αποτελείται	consta	αποτελώ	constar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
θεωρία	teoria	θεωρία	teoria	N;NOM;FEM;SG	N;FEM;SG
ύψος	alçada	ύψος	alçada	N;NOM;NEUT;SG	N;FEM;SG
ύψος	alçària	ύψος	alçari	N;NOM;NEUT;SG	N;FEM;SG
ύψος	altura	ύψος	altura	N;NOM;NEUT;SG	N;FEM;SG
τώρα	ara	τώρα	ara	ADV	ADV
προπονητής	autocar	προπονητής	autocar	N;NOM;MASC;SG	N;MASC;SG
προπονητής	entrenador	προπονητής	entrenador	N;NOM;MASC;SG	N;MASC;SG
θέατρο	teatre	θέατρο	teatre	N;NOM;NEUT;SG	N;MASC;SG
θέατρο	teatre	θέατρο	teatre	N;NOM;NEUT;SG	N;MASC;SG
σημαντική	important	σημαντικός	important	ADJ;NOM;FEM;SG	ADJ;SG
ημέρα	jornada	ημέρα	jornada	N;NOM;FEM;SG	N;FEM;SG
ημέρα	dia	ημέρα	dia	N;NOM;FEM;SG	N;MASC;SG
θέματα	temes	θέμα	tema	N;NOM;NEUT;PL	N;MASC;PL
θέματα	temes	θέμα	tema	N;NOM;NEUT;PL	N;MASC;PL
θέματα	qüestions	θέμα	qüestió	N;NOM;NEUT;PL	N;FEM;PL
στάδιο	estadi	στάδιο	estadi	N;NOM;NEUT;SG	N;MASC;SG
στάδιο	stadium	στάδιο	stadium	N;NOM;NEUT;SG	N;MASC;SG
στάδιο	etapa	στάδιο	etapa	N;NOM;NEUT;SG	N;FEM;SG
στάδιο	escenari	στάδιο	escenari	N;NOM;NEUT;SG	N;MASC;SG
χωριά	viles	χωριό	vila	N;NOM;NEUT;PL	N;FEM;PL
επίθεση	atac	επίθεση	atac	N;ACC;FEM;SG	N;MASC;SG
τραγούδια	cançons	τραγούδιο	cançó	N;NOM;NEUT;PL	N;FEM;PL
πληθυσμός	població	πληθυσμός	població	N;NOM;MASC;SG	N;FEM;SG
προβλήματα	problemes	πρόβλημα	problema	N;NOM;NEUT;PL	N;MASC;PL
δύναμη	potència	δύναμη	potència	N;ACC;FEM;SG	N;FEM;SG
επανάσταση	revolució	επανάσταση	revolució	N;ACC;FEM;SG	N;FEM;SG
τύπος	premsa	τύπος	premsa	N;NOM;MASC;SG	N;FEM;SG
τύπος	tipus	τύπος	tipus	N;NOM;MASC;SG	N;MASC
εκατομμύρια	milions	εκατομμύριο	milió	N;NOM;NEUT;PL	N;MASC;PL
εκατομμύρια	milions	εκατομμύριο	milió	N;NOM;NEUT;PL	N;MASC;PL
τέσσερις	quatre	τέσσερις	quatre	NUM;NOM;MASC;PL	NUM;PL
πορεία	curs	πορεία	curs	N;ACC;FEM;SG	N;MASC;SG
μέση	cintura	μέσο	cintura	N;NOM;FEM;SG	N;FEM;SG
πρόβλημα	problema	πρόβλημα	problema	N;NOM;NEUT;SG	N;MASC;SG
νερό	aigua	νερό	aigua	N;NOM;NEUT;SG	N;FEM;SG
τοπική	local	τοπικός	local	ADJ;NOM;FEM;SG	ADJ;SG
περιφέρεια	regió	περιφέρεια	regió	N;NOM;FEM;SG	N;FEM;SG
περιφέρεια	districte	περιφέρεια	districte	N;NOM;FEM;SG	N;MASC;SG
παρουσία	presència	παρουσία	presència	N;NOM;FEM;SG	N;FEM;SG
μητέρα	mare	μητέρα	mare	N;NOM;FEM;SG	N;FEM;SG
έξι	sis	έξι	sis	NUM;NOM;MASC;PL	NUM;PL
κατασκευή	fabricació	κατασκευή	fabricació	N;NOM;FEM;SG	N;FEM;SG
κατασκευή	construcció	κατασκευή	construcció	N;NOM;FEM;SG	N;FEM;SG
περιέχει	conté	περιέχω	contenir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
περιπτώσεις	casos	περίπτωση	cas	N;NOM;FEM;PL	N;MASC;PL
ημέρες	dies	ημέρα	dia	N;NOM;FEM;PL	N;MASC;PL
μερικές	alguns	μερικοί	algun	PRO;NOM;FEM;PL;3	PRO;MASC;PL
μερικές	algunes	μερικοί	algun	PRO;NOM;FEM;PL;3	PRO;FEM;PL
τιμή	preu	τιμή	preu	N;NOM;FEM;SG	N;MASC;SG
τιμή	valor	τιμή	valor	N;NOM;FEM;SG	N;MASC;SG
διαδικασία	procés	διαδικασία	procés	N;NOM;FEM;SG	N;MASC;SG
διαδικασία	procediment	διαδικασία	procediment	N;NOM;FEM;SG	N;MASC;SG
κοινό	audiència	κοινό	audiència	N;NOM;NEUT;SG	N;FEM;SG
απογραφή	cens	απογραφή	cens	N;NOM;FEM;SG	N;MASC;SG
απογραφή	inventari	απογραφή	inventari	N;NOM;FEM;SG	N;MASC;SG
ναός	temple	ναός	temple	N;NOM;MASC;SG	N;MASC;SG
βοήθεια	assistència	βοήθεια	assistència	N;ACC;FEM;SG	N;FEM;SG
απόσταση	distància	απόσταση	distància	N;ACC;FEM;SG	N;FEM;SG
αμέσως	immediatament	αμέσως	immediatament	ADV	ADV
αναφορά	informe	αναφορά	informe	N;NOM;FEM;SG	N;MASC;SG
ποδοσφαιριστής	futbolista	ποδοσφαιριστής	futbolista	N;NOM;MASC;SG	N;SG
δράση	acció	δράση	acció	N;NOM;FEM;SG	N;FEM;SG
απλά	només	απλά	només	ADV	ADV
γιώργος	giorgos	γιώργος	giorgos	N;NOM;MASC;SG	N;MASC;SG
κανείς	ningú	κανένας	ningú	PRO;NOM;MASC;SG;3	PRO;SG
γεγονότα	esdeveniments	γεγονός	esdeveniment	N;NOM;NEUT;PL	N;MASC;PL
στρατό	exèrcit	στρατός	exèrcit	N;ACC;MASC;SG	N;MASC;SG
αποτελέσματα	resultats	αποτέλεσμα	resultat	N;NOM;NEUT;PL	N;MASC;PL
σπίτι	domicili	σπίτι	domicili	N;NOM;NEUT;SG	N;MASC;SG
σπίτι	llar	σπίτι	llar	N;NOM;NEUT;SG	N;FEM;SG
σπίτι	casa	σπίτι	casa	N;NOM;NEUT;SG	N;FEM;SG
αρκετές	diversos	αρκετός	divers	PRO;NOM;FEM;PL;3	PRO;MASC;PL
τμήματα	divisions	τμήμα	divisió	N;NOM;NEUT;PL	N;FEM;PL
τμήματα	segments	τμήμα	segment	N;NOM;NEUT;PL	N;MASC;PL
τμήματα	departaments	τμήμα	departament	N;NOM;NEUT;PL	N;MASC;PL
τμήματα	seccions	τμήμα	secció	N;NOM;NEUT;PL	N;FEM;PL
λειτουργία	funció	λειτουργία	funció	N;ACC;FEM;SG	N;FEM;SG
λειτουργία	modalitat	λειτουργία	modalitat	N;ACC;FEM;SG	N;FEM;SG
λειτουργία	mode	λειτουργία	mode	N;ACC;FEM;SG	N;MASC;SG
λειτουργία	operació	λειτουργία	operació	N;ACC;FEM;SG	N;FEM;SG
βιβλία	llibres	βιβλία	llibre	N;NOM;NEUT;PL	N;MASC;PL
κείμενο	text	κείμενο	text	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	projecte	σχέδιο	projecte	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	disseny	σχέδιο	disseny	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	pla	σχέδιο	pla	N;NOM;NEUT;SG	N;MASC;SG
βουλευτής	membre	βουλευτής	membre	N;NOM;MASC;SG	N;MASC;SG
χρήστες	usuaris	χρήστης	usuari	N;NOM;MASC;PL	N;MASC;PL
χρήστης	usuari	χρήστης	usuari	N;NOM;MASC;SG	N;MASC;SG
θάλασσα	mar	θάλασσα	mar	N;NOM;FEM;SG	N;SG
πολιτείες	estats	πολιτεία	estat	N;NOM;FEM;PL	N;MASC;PL
χρήστη	usuari	χρήστης	usuari	N;ACC;NEUT;SG	N;MASC;SG
πληθυσμού	població	πληθυσμός	població	N;GEN;MASC;SG	N;FEM;SG
εξουσία	autoritat	εξουσία	autoritat	N;NOM;FEM;SG	N;FEM;SG
εξουσία	potència	εξουσία	potència	N;NOM;FEM;SG	N;FEM;SG
καλοκαίρι	estiu	καλοκαίρι	estiu	N;NOM;NEUT;SG	N;MASC;SG
παράδοση	lliurament	παράδοση	lliurament	N;ACC;FEM;SG	N;MASC;SG
παράδοση	rendició	παράδοση	rendició	N;ACC;FEM;SG	N;FEM;SG
παράδοση	tradició	παράδοση	tradició	N;ACC;FEM;SG	N;FEM;SG
άνδρες	homes	άντρας	home	N;NOM;MASC;PL	N;MASC;PL
ακριβώς	precisament	ακριβώς	precisament	ADV	ADV
ακριβώς	exactament	ακριβώς	exactament	ADV	ADV
γυναίκα	esposa	γυναίκα	esposar	N;NOM;FEM;SG	N;FEM;SG
περιοδικό	revista	περιοδικός	revista	N;NOM;NEUT;SG	N;FEM;SG
κατάλογος	directori	κατάλογος	directori	N;NOM;MASC;SG	N;MASC;SG
κατάλογος	llista	κατάλογος	llista	N;NOM;MASC;SG	N;FEM;SG
κεντρική	central	κεντρικός	central	ADJ;NOM;FEM;SG	ADJ;SG
γλώσσες	llengües	γλώσσα	llengua	N;NOM;FEM;PL	N;FEM;PL
γλώσσες	idiomes	γλώσσα	idioma	N;NOM;FEM;PL	N;MASC;PL
νησιά	illes	νησί	illa	N;NOM;NEUT;PL	N;FEM;PL
χρώμα	color	χρώμα	color	N;NOM;NEUT;SG	N;MASC;SG
χρώμα	color	χρώμα	color	N;NOM;NEUT;SG	N;MASC;SG
διεθνής	internacional	διεθνής	internacional	ADJ;NOM;FEM;SG	ADJ;SG
διεθνής	international	διεθνής	international	ADJ;NOM;FEM;SG	ADJ;SG
γυναίκες	dones	γυναίκα	dona	N;NOM;FEM;PL	N;FEM;PL
μονή	monestir	μονή	monestir	N;NOM;FEM;SG	N;MASC;SG
μονή	convent	μονή	convent	N;NOM;FEM;SG	N;MASC;SG
πρότυπα	plantilles	πρότυπο	plantilla	N;NOM;NEUT;PL	N;FEM;PL
πρότυπα	estàndards	πρότυπο	estàndard	N;NOM;NEUT;PL	N;MASC;PL
σχέσεις	relacions	σχέση	relació	N;NOM;FEM;PL	N;FEM;PL
σχέσεις	relacions	σχέση	relació	N;NOM;FEM;PL	N;FEM;PL
εμφάνιση	espectacle	εμφάνιση	espectacle	N;ACC;FEM;SG	N;MASC;SG
τέσσερα	quatre	τέσσερις	quatre	NUM;NOM;NEUT;PL	NUM;PL
αυτοκρατορία	imperi	αυτοκρατορία	imperi	N;NOM;FEM;SG	N;MASC;SG
συνθήκες	circumstàncies	συνθήκη	circumstància	N;NOM;FEM;PL	N;FEM;PL
μελέτη	estudi	μελέτη	estudi	N;NOM;FEM;SG	N;MASC;SG
σχολείο	escola	σχολείο	escola	N;NOM;NEUT;SG	N;FEM;SG
ειδικά	sobretot	ειδικά	sobretot	ADV	ADV
ειδικά	especialment	ειδικά	especialment	ADV	ADV
υλικό	material	υλικό	material	N;NOM;NEUT;SG	N;MASC;SG
συνεργασία	cooperació	συνεργασία	cooperació	N;ACC;FEM;SG	N;FEM;SG
επιτροπή	comissió	επιτροπή	comissió	N;NOM;FEM;SG	N;FEM;SG
επιτροπή	comitè	επιτροπή	comitè	N;NOM;FEM;SG	N;MASC;SG
άνθρωποι	persones	άνθρωπος	persona	N;NOM;MASC;PL	N;FEM;PL
αρχηγός	líder	αρχηγός	líder	N;NOM;MASC;SG	N;SG
σύνθεση	composició	σύνθεση	composició	N;ACC;FEM;SG	N;FEM;SG
σύνθεση	síntesi	σύνθεση	síntesi	N;ACC;FEM;SG	N;FEM;SG
προσπάθεια	intent	προσπάθεια	intent	N;NOM;FEM;SG	N;MASC;SG
προσπάθεια	esforç	προσπάθεια	esforç	N;NOM;FEM;SG	N;MASC;SG
τελευταίο	darrer	τελευταίος	darrer	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τελευταίο	últim	τελευταίος	últim	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τελευταίο	última	τελευταίος	últim	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τελευταίο	darrera	τελευταίος	darrer	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
απόφαση	decisió	απόφαση	decisió	N;NOM;FEM;SG	N;FEM;SG
αυτοκράτορα	emperador	αυτοκράτορα	emperador	N;ACC;MASC;SG	N;MASC;SG
αγορά	mercat	αγορά	mercat	N;ACC;FEM;SG	N;MASC;SG
αγορά	mercat	αγορά	mercat	N;ACC;FEM;SG	N;MASC;SG
πρόταση	proposta	πρόταση	proposta	N;NOM;FEM;SG	N;FEM;SG
ταυτόχρονα	simultàniament	ταυτόχρονα	simultàniament	ADV	ADV
μέρες	dies	μέρα	dia	N;NOM;FEM;PL	N;MASC;PL
ποσοστό	percentatge	ποσοστό	percentatge	N;NOM;NEUT;SG	N;MASC;SG
ποσοστό	taxa	ποσοστό	taxa	N;NOM;NEUT;SG	N;FEM;SG
καθηγητής	catedràtic	καθηγητής	catedràtic	N;NOM;MASC;SG	N;MASC;SG
καθηγητής	professor	καθηγητής	professor	N;NOM;MASC;SG	N;MASC;SG
καθηγητής	mestra	καθηγητής	mestra	N;NOM;MASC;SG	N;FEM;SG
συμβούλιο	consell	συμβούλιο	consell	N;NOM;NEUT;SG	N;MASC;SG
μέσο	instrument	μέσος	instrument	N;ACC;NEUT;SG	N;MASC;SG
σταθμός	estació	σταθμός	estació	N;NOM;MASC;SG	N;FEM;SG
έρευνα	enquesta	έρευνα	enquesta	N;NOM;FEM;SG	N;FEM;SG
έρευνα	recerca	έρευνα	recerca	N;NOM;FEM;SG	N;FEM;SG
έρευνα	investigació	έρευνα	investigació	N;NOM;FEM;SG	N;FEM;SG
γέννησης	naixement	γέννηση	naixement	N;GEN;FEM;SG	N;MASC;SG
έννοια	concepte	έννοια	concepte	N;NOM;FEM;SG	N;MASC;SG
χαρακτήρα	caràcter	χαρακτήρας	caràcter	N;ACC;MASC;SG	N;MASC;SG
χαρακτήρα	personatge	χαρακτήρας	personatge	N;ACC;MASC;SG	N;MASC;SG
δυνατότητα	possibilitat	δυνατότητα	possibilitat	N;ACC;FEM;SG	N;FEM;SG
θερμοκρασία	temperatura	θερμοκρασία	temperatura	N;NOM;FEM;SG	N;FEM;SG
σπουδές	estudis	σπουδός	estudi	N;NOM;FEM;PL	N;MASC;PL
γενική	general	γενικός	general	ADJ;NOM;FEM;SG	ADJ;SG
οργάνωση	organització	οργάνωση	organització	N;NOM;FEM;SG	N;FEM;SG
μερικά	alguns	μερικοί	algun	PRO;NOM;NEUT;PL;3	PRO;MASC;PL
μερικά	algunes	μερικοί	algun	PRO;NOM;NEUT;PL;3	PRO;FEM;PL
όμιλος	grup	όμιλος	grup	N;NOM;MASC;SG	N;MASC;SG
επιφάνεια	superfície	επιφάνεια	superfície	N;NOM;FEM;SG	N;FEM;SG
μετάφραση	traducció	μετάφραση	traducció	N;ACC;FEM;SG	N;FEM;SG
βιβλιοθήκη	biblioteca	βιβλιοθήκη	biblioteca	N;NOM;FEM;SG	N;FEM;SG
λόγους	motius	λόγος	motiu	N;ACC;MASC;PL	N;MASC;PL
λόγους	raons	λόγος	raó	N;ACC;MASC;PL	N;FEM;PL
σημαία	bandera	σημαία	bandera	N;NOM;FEM;SG	N;FEM;SG
δεδομένων	dades	δεδομένο	dada	N;GEN;NEUT;PL	N;FEM;PL
διοίκηση	gestió	διοίκηση	gestió	N;ACC;FEM;SG	N;FEM;SG
διοίκηση	administració	διοίκηση	administració	N;ACC;FEM;SG	N;FEM;SG
εφαρμογή	implementació	εφαρμογή	implementació	N;NOM;FEM;SG	N;FEM;SG
εφαρμογή	aplicació	εφαρμογή	aplicació	N;NOM;FEM;SG	N;FEM;SG
σύζυγος	cònjuge	σύζυγος	cònjuge	N;NOM;MASC;SG	N;MASC;SG
σύζυγος	marit	σύζυγος	marit	N;NOM;MASC;SG	N;MASC;SG
σύζυγος	esposa	σύζυγος	esposar	N;NOM;MASC;SG	N;FEM;SG
βραβεία	premis	βραβείο	premi	N;NOM;NEUT;PL	N;MASC;PL
βραβεία	premis	βραβείο	premi	N;NOM;NEUT;PL	N;MASC;PL
ημερομηνία	data	ημερομηνία	data	N;ACC;FEM;SG	N;FEM;SG
υπουργείο	ministeri	υπουργείο	ministeri	N;NOM;NEUT;SG	N;MASC;SG
μέρη	parts	μέρος	part	N;NOM;NEUT;PL	N;FEM;PL
μέρη	llocs	μέρος	lloc	N;NOM;NEUT;PL	N;MASC;PL
μέρη	parts	μέρος	part	N;NOM;NEUT;PL	N;FEM;PL
λόγος	raó	λόγος	raó	N;NOM;MASC;SG	N;FEM;SG
λόγος	motiu	λόγος	motiu	N;NOM;MASC;SG	N;MASC;SG
λόγος	discurs	λόγος	discurs	N;NOM;MASC;SG	N;MASC;SG
παιχνίδι	partida	παιχνίδι	partida	N;NOM;NEUT;SG	N;FEM;SG
παιχνίδι	joc	παιχνίδι	joc	N;NOM;NEUT;SG	N;MASC;SG
γαλλική	francès	γαλλική	francès	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δημοτικό	elemental	δημοτικός	elemental	ADJ;NOM;NEUT;SG	ADJ;SG
φεστιβάλ	festival	φεστιβάλ	festival	N;NOM;NEUT;SG	N;MASC;SG
ονόματα	noms	όνομα	nom	N;NOM;NEUT;PL	N;MASC;PL
επίσημα	formalment	επίσημα	formalment	ADV	ADV
επίσημα	oficialment	επίσημα	oficialment	ADV	ADV
επιχείρηση	operació	επιχείρηση	operació	N;ACC;FEM;SG	N;FEM;SG
πρόσωπο	persona	πρόσωπο	persona	N;NOM;NEUT;SG	N;FEM;SG
εξέλιξη	desenvolupament	εξέλιξη	desenvolupament	N;ACC;FEM;SG	N;MASC;SG
εξέλιξη	evolució	εξέλιξη	evolució	N;ACC;FEM;SG	N;FEM;SG
κοινότητας	comunitat	κοινότητα	comunitat	N;GEN;FEM;SG	N;FEM;SG
κίνηση	trànsit	κίνηση	trànsit	N;ACC;FEM;SG	N;MASC;SG
κίνηση	tràfic	κίνηση	tràfic	N;ACC;FEM;SG	N;MASC;SG
κίνηση	moviment	κίνηση	moviment	N;ACC;FEM;SG	N;MASC;SG
μέρα	jornada	μέρα	jornada	N;ACC;FEM;SG	N;FEM;SG
μέρα	dia	μέρα	dia	N;ACC;FEM;SG	N;MASC;SG
ώρα	temps	ώρα	temps	N;ACC;FEM;SG	N;MASC
συμφωνία	acord	συμφωνία	acord	N;ACC;FEM;SG	N;MASC;SG
μεγάλα	grans	μεγάλος	gran	ADJ;NOM;NEUT;PL	ADJ;PL
ιστορικά	històricament	ιστορικά	històricament	ADV	ADV
συγγραφείς	escriptores	σύγγραφη	escriptora	N;NOM;MASC;PL	N;FEM;PL
συγγραφείς	escriptors	σύγγραφη	escriptor	N;NOM;MASC;PL	N;MASC;PL
συγγραφείς	autors	σύγγραφη	autor	N;NOM;MASC;PL	N;MASC;PL
πλοία	embarcacions	πλοίο	embarcació	N;NOM;NEUT;PL	N;FEM;PL
πλοία	vaixells	πλοίο	vaixell	N;NOM;NEUT;PL	N;MASC;PL
πλοία	barques	πλοίο	barca	N;NOM;NEUT;PL	N;FEM;PL
πλοία	naus	πλοίο	nau	N;NOM;NEUT;PL	N;FEM;PL
πλοία	vaixells	πλοίο	vaixell	N;NOM;NEUT;PL	N;MASC;PL
συστήματα	sistemes	σύστημα	sistema	N;NOM;NEUT;PL	N;MASC;PL
σημεία	punts	σημείο	punt	N;NOM;NEUT;PL	N;MASC;PL
σημασία	importància	σημασία	importància	N;NOM;FEM;SG	N;FEM;SG
σημασία	transcendència	σημασία	transcendència	N;NOM;FEM;SG	N;FEM;SG
σημασία	significació	σημασία	significació	N;NOM;FEM;SG	N;FEM;SG
χαρακτηριστικό	atribut	χαρακτηριστικός	atribut	N;NOM;NEUT;SG	N;MASC;SG
διαίρεση	divisió	διαίρεση	divisió	N;NOM;FEM;SG	N;FEM;SG
διευθυντής	director	διευθυντής	director	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	directora	διευθυντής	directora	N;NOM;MASC;SG	N;FEM;SG
διευθυντής	realitzador	διευθυντής	realitzador	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	gestor	διευθυντής	gestor	N;NOM;MASC;SG	N;MASC;SG
τέχνη	art	τέχνω	art	N;NOM;FEM;SG	N;MASC;SG
επτά	set	επτά	set	NUM;NOM;MASC;PL	NUM;PL
διεθνές	internacional	διεθνής	internacional	ADJ;NOM;NEUT;SG	ADJ;SG
διεθνές	international	διεθνής	international	ADJ;NOM;NEUT;SG	ADJ;SG
δικαιώματα	drets	δικαίωμα	dret	N;NOM;NEUT;PL	N;MASC;PL
διαφορά	diferència	διαφορά	diferència	N;NOM;FEM;SG	N;FEM;SG
επίδραση	influència	επίδραση	influència	N;ACC;FEM;SG	N;FEM;SG
επίδραση	efecte	επίδραση	efecte	N;ACC;FEM;SG	N;MASC;SG
ναό	temple	ναός	temple	N;ACC;MASC;SG	N;MASC;SG
τροχιά	pista	τροχιά	pista	N;NOM;FEM;SG	N;FEM;SG
τροχιά	peça	τροχιά	peça	N;NOM;FEM;SG	N;SG
τροχιά	trajectòria	τροχιά	trajectòria	N;NOM;FEM;SG	N;FEM;SG
τροχιά	òrbita	τροχιά	òrbita	N;NOM;FEM;SG	N;FEM;SG
ιδέα	idea	ιδέα	idea	N;NOM;FEM;SG	N;FEM;SG
ιστορική	històric	ιστορικός	històric	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ιστορική	històrica	ιστορικός	històric	ADJ;NOM;FEM;SG	ADJ;FEM;SG
αντίθεση	oposició	αντίθεση	oposició	N;ACC;FEM;SG	N;FEM;SG
πίνακα	pintura	πίνακα	pintura	N;ACC;MASC;SG	N;FEM;SG
υπηρεσία	agència	υπηρεσία	agència	N;NOM;FEM;SG	N;FEM;SG
υπηρεσία	servei	υπηρεσία	servei	N;NOM;FEM;SG	N;MASC;SG
στοιχείο	element	στοιχείο	element	N;NOM;NEUT;SG	N;MASC;SG
ταχύτητα	velocitat	ταχύτητα	velocitat	N;ACC;FEM;SG	N;FEM;SG
ταχύτητα	velocitat	ταχύτητα	velocitat	N;ACC;FEM;SG	N;FEM;SG
όρους	termes	όρος	terme	N;ACC;MASC;PL	N;MASC;PL
όρους	condicions	όρος	condició	N;ACC;MASC;PL	N;FEM;PL
αττικής	àtica	αττικός	àtic	ADJ;GEN;FEM;SG	ADJ;FEM;SG
αεκ	aek	αεκ	aek	N	N;MASC;SG
ολυμπιακός	olympic	ολυμπιακός	olympic	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ολυμπιακός	olímpic	ολυμπιακός	olímpic	ADJ;NOM;MASC;SG	ADJ;MASC;SG
λιγότερο	menys	λίγο	menys	ADV;CMPR	ADV
κυκλοφορία	trànsit	κυκλοφορία	trànsit	N;ACC;FEM;SG	N;MASC;SG
κυκλοφορία	tràfic	κυκλοφορία	tràfic	N;ACC;FEM;SG	N;MASC;SG
κυκλοφορία	circulació	κυκλοφορία	circulació	N;ACC;FEM;SG	N;FEM;SG
αλλαγές	canvis	αλλαγή	canvi	N;NOM;FEM;PL	N;MASC;PL
μυθολογία	mitologia	μυθολογία	mitologia	N;NOM;FEM;SG	N;FEM;SG
αντικείμενο	objecte	αντικείμενο	objecte	N;NOM;NEUT;SG	N;MASC;SG
στρατιωτική	militar	στρατιωτικός	militar	ADJ;NOM;FEM;SG	ADJ;SG
μετάλλιο	medalla	μετάλλιο	medalla	N;NOM;NEUT;SG	N;FEM;SG
χρονικό	crònica	χρονικός	crònica	N;NOM;NEUT;SG	N;FEM;SG
ίδρυση	establiment	ίδρυση	establiment	N;NOM;FEM;SG	N;MASC;SG
καλή	bona	καλός	bo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
πλαίσιο	context	πλαίσιο	context	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	sòl	έδαφος	sòl	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	territori	έδαφος	territori	N;NOM;NEUT;SG	N;MASC;SG
αυτοκράτορας	emperador	αυτοκράτορα	emperador	N;NOM;MASC;SG	N;MASC;SG
έδρες	seients	έδρα	seient	N;NOM;FEM;PL	N;MASC;PL
έδρες	assentaments	έδρα	assentament	N;NOM;FEM;PL	N;MASC;PL
αναφορές	referències	αναφορά	referència	N;NOM;FEM;PL	N;FEM;PL
αναφορές	informes	αναφορά	informe	N;NOM;FEM;PL	N;MASC;PL
αγωνίζεται	lluitant	αγωνίζομαι	lluitar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.MSDR
εκπαίδευση	entrenament	εκπαίδευση	entrenament	N;ACC;FEM;SG	N;MASC;SG
εκπαίδευση	formació	εκπαίδευση	formació	N;ACC;FEM;SG	N;FEM;SG
εκπαίδευση	educació	εκπαίδευση	educació	N;ACC;FEM;SG	N;FEM;SG
δέκα	deu	δέκα	deu	NUM;NOM;NEUT;PL	NUM;PL
επόμενο	pròxima	επόμενος	pròxim	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
επόμενο	següent	επόμενος	següent	ADJ;NOM;NEUT;SG	ADJ;SG
επόμενο	propera	επόμενος	proper	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ανθρώπους	persones	άνθρωπος	persona	N;ACC;MASC;PL	N;FEM;PL
φυσική	natural	φυσικός	natural	ADJ;NOM;FEM;SG	ADJ;SG
φυσική	física	φυσικός	físic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
φυσική	físic	φυσικός	físic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τομέα	sector	τομέας	sector	N;ACC;MASC;SG	N;MASC;SG
πρωταθλητής	champ	πρωταθλητής	champ	N;NOM;MASC;SG	N;FEM
πρωταθλητής	campió	πρωταθλητής	campió	N;NOM;MASC;SG	N;MASC;SG
πρωταθλητής	campiona	πρωταθλητής	campiona	N;NOM;MASC;SG	N;FEM;SG
πεδίο	àmbit	πεδίο	àmbit	N;NOM;NEUT;SG	N;MASC;SG
πεδίο	abast	πεδίο	abast	N;NOM;NEUT;SG	N;MASC;SG
πεδίο	àmbit	πεδίο	àmbit	N;NOM;NEUT;SG	N;MASC;SG
πεδίο	camp	πεδίο	camp	N;NOM;NEUT;SG	N;MASC;SG
ενότητα	secció	ενότητα	secció	N;NOM;FEM;SG	N;FEM;SG
ενότητα	mòdul	ενότητα	mòdul	N;NOM;FEM;SG	N;MASC;SG
ερμηνεία	interpretació	ερμηνεία	interpretació	N;NOM;FEM;SG	N;FEM;SG
παγκόσμια	global	παγκόσμιος	global	ADJ;NOM;FEM;SG	ADJ;SG
κίνημα	moviment	κίνημα	moviment	N;NOM;NEUT;SG	N;MASC;SG
κιθάρα	guitarra	κιθάρα	guitarra	N;NOM;FEM;SG	N;FEM;SG
δεδομένα	dades	δεδομένο	dada	N;NOM;NEUT;PL	N;FEM;PL
