partigiani	partyzantów	partigiano	partyzant	N;MASC;PL	N;ACC;MASC;PL
crema	śmietanki	crema	śmietanka	N;FEM;SG	N;GEN;FEM;SG
crema	krem	crema	krem	N;FEM;SG	N;NOM;MASC;SG
crema	śmietanka	crema	śmietanka	N;FEM;SG	N;NOM;FEM;SG
esclusiva	ekskluzywne	esclusivo	ekskluzywny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
esclusiva	ekskluzywny	esclusivo	ekskluzywny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
esclusiva	wyłączne	esclusivo	wyłączny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
profeta	prorok	profeto	prorok	N;MASC;SG	N;NOM;MASC;SG
profeta	proroka	profeto	prorok	N;MASC;SG	N;ACC;MASC;SG
profeta	prorokiem	profeto	prorok	N;MASC;SG	N;INS;MASC;SG
cartone	tektura	cartone	tektura	N;MASC;SG	N;NOM;FEM;SG
cartone	tektura	cartone	tektura	N;MASC;SG	N;NOM;FEM;SG
attivamente	aktywnie	attivamente	aktywnie	ADV	ADV
bando	zawiadomienie	bando	zawiadomienie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
incredibile	niesamowite	incredibile	niesamowity	ADJ;SG	ADJ;NOM;NEUT;SG
incredibile	niesamowity	incredibile	niesamowity	ADJ;SG	ADJ;NOM;MASC;SG
incredibile	niewiarygodne	incredibile	niewiarygodny	ADJ;SG	ADJ;NOM;NEUT;SG
incredibile	niesamowite	incredibile	niesamowity	ADJ;SG	ADJ;NOM;NEUT;SG
incredibile	niewiarygodne	incredibile	niewiarygodny	ADJ;SG	ADJ;NOM;NEUT;SG
discreto	dyskretny	discreto	dyskretny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
discreto	dyskretny	discreto	dyskretny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
assegnazione	przydział	assegnazione	przydział	N;FEM;SG	N;ACC;MASC;SG
assegnazione	przydziału	assegnazione	przydział	N;FEM;SG	N;GEN;MASC;SG
assegnazione	przydział	assegnazione	przydział	N;FEM;SG	N;ACC;MASC;SG
assegnazione	zadanie	assegnazione	zadanie	N;FEM;SG	N;NOM;NEUT;SG
sfruttamento	eksploatacji	sfruttamento	eksploatacja	N;MASC;SG	N;GEN;FEM;SG
sfruttamento	wykorzystywanie	sfruttamento	wykorzystywać	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sfruttamento	eksploatacja	sfruttamento	eksploatacja	N;MASC;SG	N;NOM;FEM;SG
sfruttamento	eksploatację	sfruttamento	eksploatacja	N;MASC;SG	N;ACC;FEM;SG
bond	obligacji	bond	obligacja	N	N;ACC;FEM;SG
bond	więź	bond	więź	N	N;NOM;FEM;SG
bond	wiązanie	bond	wiązanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
baroni	baronów	barono	baron	N;MASC;PL	N;ACC;MASC;PL
persiano	perski	persiano	perski	ADJ;MASC;SG	ADJ;NOM;MASC;SG
six	szóstka	six	szóstka	N	N;NOM;FEM;SG
generare	generuje	generare	generować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
generare	wygenerować	generare	wygenerować	V;NFIN	V;PFV;NFIN;ACT
generare	generować	generare	generować	V;NFIN	V;IPFV;NFIN;ACT
valvole	zawory	valvola	zawór	N;FEM;PL	N;NOM;MASC;PL
tolosa	toulouse	toloso	toulous	N;FEM;SG	N;NOM;MASC;SG
raggiungibile	osiągalne	raggiungibile	osiągalny	ADJ;SG	ADJ;NOM;NEUT;SG
acquistare	kupić	acquistare	kupić	V;NFIN	V;PFV;NFIN;ACT
acquistare	kup	acquistare	kup	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
decima	dziesiątej	decimare	dziesiąty	ADJ;FEM;SG	ADJ;GEN;FEM;SG
decima	dziesiąty	decimare	dziesiąty	ADJ;FEM;SG	ADJ;NOM;MASC;SG
trascorso	spędził	trascorrere	spędzić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
trascorso	upłynął	trascorrere	upłynąć	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
parodia	parodia	parodia	parodia	N;FEM;SG	N;NOM;FEM;SG
alejandro	alejandro	alejandro	alejandro	N;MASC;SG	N;NOM;MASC;SG
risposto	odpowiedział	rispondere	odpowiedzieć	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
risposto	odpowiedział	rispondere	odpowiedzieć	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pasqua	wielkanocy	pasqua	wielkanoc	N;FEM;SG	N;GEN;FEM;SG
pasqua	wielkanoc	pasqua	wielkanoc	N;FEM;SG	N;NOM;NEUT;SG
marketing	obrót	marketing	obrót	N;MASC	N;NOM;MASC;SG
marketing	marketingu	marketing	marketing	N;MASC	N;GEN;MASC;SG
etica	etyka	etica	etyka	N;FEM;SG	N;NOM;FEM;SG
convoglio	konwój	convoglio	konwój	N;MASC;SG	N;NOM;MASC;SG
convoglio	konwoju	convoglio	konwój	N;MASC;SG	N;GEN;MASC;SG
dinamica	dynamiczny	dinamica	dynamiczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
dinamica	dynamiczne	dinamica	dynamiczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
dinamica	dynamiczny	dinamica	dynamiczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
edilizia	konstrukcja	edilizia	konstrukcja	N;FEM;SG	N;NOM;FEM;SG
edilizia	budownictwo	edilizia	budownictwo	N;FEM;SG	N;NOM;NEUT;SG
plastica	plastiku	plastica	plastik	N;FEM;SG	N;GEN;MASC;SG
plastica	plastik	plastica	plastik	N;FEM;SG	N;NOM;MASC;SG
vantaggi	zalety	vantaggio	zaleta	N;MASC;PL	N;NOM;MASC;PL
risolto	stał	risolvere	stać	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
risolto	stała	risolvere	stać	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
gun	pistolet	gun	pistolet	N	N;NOM;MASC;SG
adottare	przyjąć	adottare	przyjąć	V;NFIN	V;PFV;NFIN;ACT
adottare	przyjmują	adottare	przyjmować	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
adottare	adoptować	adottare	adoptować	V;NFIN	V;PFV;NFIN;ACT
narrazione	narracja	narrazione	narracja	N;FEM;SG	N;NOM;FEM;SG
narrazione	opowiadanie	narrazione	opowiadać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
narrazione	narracji	narrazione	narracja	N;FEM;SG	N;GEN;FEM;SG
osservatore	obserwator	osservatore	obserwator	N;MASC;SG	N;NOM;MASC;SG
osservatore	obserwator	osservatore	obserwator	N;MASC;SG	N;NOM;MASC;SG
fair	targi	fair	targa	N;MASC	N;NOM;MASC;PL
fair	jarmark	fair	jarmark	N;MASC	N;NOM;MASC;SG
original	oryginał	original	oryginał	N;SG	N;ACC;MASC;SG
coinvolgimento	zaangażowanie	coinvolgimento	zaangażowanie	N;MASC;SG	N;NOM;NEUT;SG
quote	kontyngentów	quota	kontyngent	N;FEM;PL	N;GEN;MASC;PL
quote	kwoty	quota	kwota	N;FEM;PL	N;ACC;FEM;PL
quote	kontyngenty	quota	kontyngent	N;FEM;PL	N;NOM;MASC;PL
divino	boskie	divino	boski	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
divino	boski	divino	bosk	ADJ;MASC;SG	ADJ;NOM;MASC;SG
caos	chaosie	caos	chaos	N;MASC	N;INS;MASC;SG
caos	chaosu	caos	chaos	N;MASC	N;GEN;MASC;SG
caos	chaos	caos	chaos	N;MASC	N;NOM;MASC;SG
divorzio	rozwód	divorzio	rozwód	N;MASC;SG	N;NOM;MASC;SG
planet	planety	planet	planet	N;MASC	N;NOM;FEM;PL
planet	planeta	planet	planeta	N;MASC	N;NOM;FEM;SG
imperatori	cesarzy	imperatore	cesarz	N;MASC;PL	N;GEN;MASC;PL
volontario	wolontariat	volontario	wolontariat	N;MASC;SG	N;NOM;MASC;SG
volontario	ochotnika	volontario	ochotnik	N;MASC;SG	N;ACC;MASC;SG
volontario	wolontariat	volontario	wolontariat	N;MASC;SG	N;NOM;MASC;SG
hughes	hughes	hughes	hughes	N;MASC	N;NOM;MASC;SG
linux	linuksa	linux	linuks	N;MASC	N;GEN;MASC;SG
linux	linux	linux	linux	N;MASC	N;NOM;MASC;SG
funzionale	funkcjonalne	funzionale	funkcjonalny	ADJ;SG	ADJ;NOM;NEUT;SG
funzionale	funkcjonalny	funzionale	funkcjonalny	ADJ;SG	ADJ;NOM;MASC;SG
misteriosa	tajemnicze	misterioso	tajemniczy	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
misteriosa	tajemnicza	misterioso	tajemniczy	ADJ;FEM;SG	ADJ;NOM;FEM;SG
misteriosa	tajemniczy	misterioso	tajemniczy	ADJ;FEM;SG	ADJ;NOM;MASC;SG
tradurre	tłumaczyć	tradurre	tłumaczyć	V;NFIN	V;IPFV;NFIN;ACT
tradurre	przetłumaczyć	tradurre	przetłumaczyć	V;NFIN	V;PFV;NFIN;ACT
tradurre	tłumacz	tradurre	tłumacz	V;NFIN	V;IPFV;IND;SG;PST;FIN;ACT
attribuzione	przypisanie	attribuzione	przypisać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
attribuzione	przydzielenie	attribuzione	przydzielenie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
attendere	czeka	attendere	czekać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
attendere	czekamy	attendere	czekać	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
attendere	czekam	attendere	czekać	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
tipografia	typografia	tipografia	typografia	N;FEM;SG	N;NOM;FEM;SG
affermazioni	twierdzenia	affermazione	twierdzić	N;FEM;PL	N;NOM;NEUT;PL
adesione	przyczepności	adesione	przyczepność	N;FEM;SG	N;GEN;FEM;SG
adesione	przystąpienie	adesione	przystąpienie	N;FEM;SG	N;NOM;NEUT;SG
adesione	przystąpienia	adesione	przystąpienie	N;FEM;SG	N;GEN;NEUT;SG
reich	rzesza	reich	rzeszać	N;MASC	N;NOM;FEM;SG
doctor	lekarz	doctor	lekarz	N;MASC	N;NOM;MASC;SG
applicato	zastosowano	applicare	zastosować	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
cara	kochany	caro	kochany	ADJ;FEM;SG	ADJ;NOM;MASC;SG
cara	kochana	caro	kochać	ADJ;FEM;SG	ADJ;NOM;FEM;SG
esegue	wykonuje	eseguire	wykonywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
esegue	wykonuje	eseguire	wykonywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
causata	spowodował	causare	spowodować	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
causata	spowodowało	causare	spowodować	V;FEM;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
causata	spowodowała	causare	spowodować	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
ovunque	gdziekolwiek	ovunque	gdziekolwiek	ADV	ADV
ovunque	gdziekolwiek	ovunque	gdziekolwiek	ADV	ADV
ovunque	wszędzie	ovunque	wszędzie	ADV	ADV
precipitazioni	opady	precipitazione	opad	N;FEM;PL	N;NOM;MASC;PL
precipitazioni	opady	precipitazione	opad	N;FEM;PL	N;NOM;MASC;PL
processore	procesora	processore	procesor	N;MASC;SG	N;GEN;MASC;SG
processore	procesor	processore	procesor	N;MASC;SG	N;NOM;MASC;SG
ricostruire	odbudować	ricostruire	odbudować	V;NFIN	V;PFV;NFIN;ACT
proteste	protesty	protesta	protest	N;FEM;PL	N;NOM;MASC;PL
proteste	protesty	protesta	protest	N;FEM;PL	N;NOM;MASC;PL
membrana	membranę	membrana	membrana	N;FEM;SG	N;ACC;FEM;SG
banche	banki	banca	bank	N;FEM;PL	N;NOM;MASC;PL
banche	bankami	banca	bank	N;FEM;PL	N;INS;MASC;PL
banche	banków	banca	bank	N;FEM;PL	N;GEN;MASC;PL
piombo	ołów	piombo	ołowa	N;MASC;SG	N;NOM;MASC;SG
ripristino	przywrócenie	ripristino	przywrócenie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ripristino	przywrócenie	ripristino	przywrócenie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ripristino	odtworzenie	ripristino	odtworzyć	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ripristino	przywrócenia	ripristino	przywrócić	N;MASC;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
ripristino	przywrócenie	ripristino	przywrócenie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
nazisti	naziści	nazista	naziść	N;MASC;PL	N;NOM;MASC;PL
nazisti	naziści	nazista	naziść	N;MASC;PL	N;NOM;MASC;PL
nazisti	nazistów	nazista	nazist	N;MASC;PL	N;ACC;MASC;PL
faro	latarni	faro	latarnia	N;MASC;SG	N;GEN;FEM;SG
edimburgo	edynburgu	edimburgo	edynburg	N;MASC;SG	N;GEN;MASC;SG
hood	kaptur	hood	kaptura	N	N;ACC;MASC;SG
cripta	krypcie	cripta	krypt	N;FEM;SG	N;DAT;FEM;SG
uovo	jajka	uovo	jajko	N;MASC;SG	N;NOM;NEUT;SG
rifiuti	odpady	rifiuto	odpad	N;MASC;PL	N;NOM;MASC;PL
rifiuti	odpadów	rifiuto	odpad	N;MASC;PL	N;GEN;MASC;PL
rifiuti	odpady	rifiuto	odpad	N;MASC;PL	N;NOM;MASC;PL
rifiuti	odpadów	rifiuto	odpad	N;MASC;PL	N;GEN;MASC;PL
entrate	dochody	entrata	dochód	N;FEM;PL	N;NOM;MASC;PL
entrate	przychody	entrata	przychody	N;FEM;PL	N;NOM;MASC;PL
entrate	przychody	entrata	przychody	N;FEM;PL	N;NOM;MASC;PL
entrate	dochody	entrata	dochód	N;FEM;PL	N;NOM;MASC;PL
cancelliere	kanclerz	cancelliere	kanclerz	N;MASC;SG	N;NOM;MASC;SG
cancelliere	sekretarza	cancelliere	sekretarz	N;MASC;SG	N;ACC;MASC;SG
cancelliere	sekretarz	cancelliere	sekretarz	N;MASC;SG	N;NOM;MASC;SG
incidenti	wypadki	incidente	wypaść	N;MASC;PL	N;NOM;MASC;PL
incidenti	wypadków	incidente	wypadek	N;MASC;PL	N;GEN;MASC;PL
incidenti	incydentów	incidente	incydent	N;MASC;PL	N;GEN;MASC;PL
sonda	sonda	sonda	sonda	N;FEM;SG	N;NOM;FEM;SG
sonda	sondę	sonda	sonda	N;FEM;SG	N;ACC;FEM;SG
boeing	boeing	boeing	boeing	N;MASC	N;NOM;MASC;SG
applicare	zastosować	applicare	zastosować	V;NFIN	V;PFV;NFIN;ACT
applicare	stosować	applicare	stosować	V;NFIN	V;IPFV;NFIN;ACT
grasso	tłuszcz	grasso	tłuszcz	N;MASC;SG	N;NOM;MASC;SG
grasso	grubas	grasso	grubas	N;MASC;SG	N;NOM;MASC;SG
grasso	tłuszczu	grasso	tłuszcz	N;MASC;SG	N;GEN;MASC;SG
grasso	tłuszcz	grasso	tłuszcz	N;MASC;SG	N;NOM;MASC;SG
annuncio	ogłoszenie	annuncio	ogłoszenie	N;MASC;SG	N;NOM;NEUT;SG;V.MSDR
collettivo	zbiorowego	collettivo	zbiorowy	ADJ;MASC;SG	ADJ;ACC;MASC;SG
collettivo	zbiorowe	collettivo	zbiorowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
febbre	gorączka	febbre	gorączka	N;FEM;SG	N;NOM;FEM;SG
sella	siodło	sella	sieść	N;FEM;SG	N;NOM;NEUT;SG
cacciatore	łowca	cacciatore	łowiec	N;MASC;SG	N;NOM;MASC;SG
cacciatore	myśliwy	cacciatore	myśliwy	N;MASC;SG	N;NOM;MASC;SG
seta	jedwabiu	seta	jedwabie	N;FEM;SG	N;GEN;MASC;SG
liberali	liberałowie	liberale	liberałowie	N;PL	N;NOM;MASC;PL
liberali	liberałów	liberale	liberał	N;PL	N;GEN;MASC;PL
elettronico	elektroniczne	elettronico	elektroniczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
elettronico	elektroniczna	elettronico	elektroniczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
elettronico	elektroniczny	elettronico	elektroniczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
estetica	estetycznej	estetico	estetyczny	ADJ;FEM;SG	ADJ;GEN;FEM;SG
sonno	śpiący	sonno	śpiąc	N;MASC;SG	N;NOM;MASC;SG
sonno	śpiąca	sonno	śpiący	N;MASC;SG	N;NOM;FEM;SG
sonno	śpiący	sonno	śpiąc	N;MASC;SG	N;NOM;MASC;SG
shadow	cieniu	shadow	cień	N	N;GEN;MASC;SG
shadow	cienia	shadow	cień	N	N;GEN;MASC;SG
eccezionale	wybitny	eccezionale	wybitny	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eccezionale	wyjątkowe	eccezionale	wyjątkowy	ADJ;SG	ADJ;NOM;NEUT;SG
eccezionale	wyjątkowa	eccezionale	wyjątkowy	ADJ;SG	ADJ;NOM;FEM;SG
eccezionale	wyjątkowy	eccezionale	wyjątkowy	ADJ;SG	ADJ;NOM;MASC;SG
incisioni	ryciny	incisione	rycina	N;FEM;PL	N;NOM;FEM;PL
progressivo	stopniowe	progressivo	stopniowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
progressivo	stopniowego	progressivo	stopniowy	ADJ;MASC;SG	ADJ;ACC;MASC;SG
progressivo	stopniowe	progressivo	stopniowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
progressivo	stopniowego	progressivo	stopniowy	ADJ;MASC;SG	ADJ;ACC;MASC;SG
rischi	zagrożeń	rischio	zagrożenie	N;MASC;PL	N;GEN;NEUT;PL
rischi	ryzyk	rischio	ryzyk	N;MASC;PL	N;GEN;FEM;PL
fusto	beczka	fusto	beczka	N;MASC;SG	N;NOM;FEM;SG
rumore	hałas	rumore	hałas	N;MASC;SG	N;NOM;MASC;SG
rumore	hałasu	rumore	hałas	N;MASC;SG	N;GEN;MASC;SG
rumore	szum	rumore	szum	N;MASC;SG	N;NOM;MASC;SG
specializzato	wyspecjalizowane	specializzato	wyspecjalizować	ADJ;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
specializzato	specjalistyczne	specializzato	specjalistyczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
specializzato	wyspecjalizowane	specializzato	wyspecjalizować	ADJ;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
specializzato	specjalistyczne	specializzato	specjalistyczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
palestina	palestyny	palestina	palestyna	N;FEM;SG	N;GEN;FEM;SG
rinascita	odrodzenie	rinascita	odrodzić	N;FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
rinascita	ożywienie	rinascita	ożywienie	N;FEM;SG	N;NOM;NEUT;SG
rinascita	odrodzenie	rinascita	odrodzić	N;FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
sciatore	narciarz	sciatore	narciarz	N;MASC;SG	N;NOM;MASC;SG
sceglie	wybiera	scegliere	wybierać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
scout	zwiadowcy	scout	zwiadowiec	N;MASC	N;NOM;MASC;PL
eccessiva	nadmierna	eccessivo	nadmierny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
eccessiva	nadmiernego	eccessivo	nadmierny	ADJ;FEM;SG	ADJ;ACC;MASC;SG
attrazione	atrakcja	attrazione	atrakcja	N;FEM;SG	N;NOM;FEM;SG
attrazione	przyciąganie	attrazione	przyciągać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
attrazione	atrakcyjność	attrazione	atrakcyjność	N;FEM;SG	N;NOM;FEM;SG
divieto	zakazu	divieto	zakaz	N;MASC;SG	N;GEN;MASC;SG
divieto	zakaz	divieto	zakaz	N;MASC;SG	N;NOM;MASC;SG
divieto	zakazu	divieto	zakaz	N;MASC;SG	N;GEN;MASC;SG
divieto	zakaz	divieto	zakaz	N;MASC;SG	N;NOM;MASC;SG
earl	earla	earl	earel	N;MASC	N;ACC;MASC;SG
earl	hrabia	earl	hrabia	N;MASC	N;NOM;MASC;SG
intelligente	sprytne	intelligente	sprytny	ADJ;SG	ADJ;NOM;NEUT;SG
intelligente	sprytny	intelligente	sprytny	ADJ;SG	ADJ;NOM;MASC;SG
intelligente	inteligentna	intelligente	inteligentny	ADJ;SG	ADJ;NOM;FEM;SG
intelligente	inteligentny	intelligente	inteligentny	ADJ;SG	ADJ;NOM;MASC;SG
intelligente	inteligentne	intelligente	inteligentny	ADJ;SG	ADJ;NOM;NEUT;SG
intelligente	inteligentne	intelligente	inteligentny	ADJ;SG	ADJ;NOM;NEUT;SG
minoranza	mniejszość	minoranza	mniejszość	N;FEM;SG	N;NOM;FEM;SG
minoranza	mniejszości	minoranza	mniejszość	N;FEM;SG	N;GEN;FEM;SG
abraham	abraham	abraham	abraham	N;MASC;SG	N;NOM;MASC;SG
abraham	abrahama	abraham	abraham	N;MASC;SG	N;ACC;MASC;SG
molecola	cząsteczka	molecola	cząsteczko	N;FEM;SG	N;NOM;FEM;SG
square	plac	square	plac	N;MASC	N;NOM;MASC;SG
square	kwadrat	square	kwadrat	N;MASC	N;NOM;MASC;SG
magica	magiczne	magico	magiczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
magica	magiczna	magico	magiczny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
magica	magiczne	magico	magiczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
magica	magiczny	magico	magiczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
bacio	całowanie	bacio	całować	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bacio	pocałunek	bacio	pocałunek	N;MASC;SG	N;NOM;MASC;SG
spara	strzelać	sparare	strzelać	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
spara	strzela	sparare	strzelać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rispose	odpowiedział	rispondere	odpowiedzieć	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
sensibile	wrażliwy	sensibile	wrażliwy	ADJ;SG	ADJ;NOM;MASC;SG
sensibile	wrażliwe	sensibile	wrażliwy	ADJ;SG	ADJ;NOM;NEUT;SG
sensibile	wrażliwa	sensibile	wrażliwy	ADJ;SG	ADJ;NOM;FEM;SG
cartoni	kartonów	cartone	karton	N;MASC;PL	N;GEN;MASC;PL
incantesimo	zaklęcie	incantesimo	zaklęty	N;MASC;SG	N;NOM;NEUT;SG
incantesimo	czar	incantesimo	czar	N;MASC;SG	N;NOM;MASC;SG
incantesimo	zaklęcie	incantesimo	zaklęty	N;MASC;SG	N;NOM;NEUT;SG
incantesimo	zaklęcie	incantesimo	zaklęty	N;MASC;SG	N;NOM;NEUT;SG
incantesimo	czar	incantesimo	czar	N;MASC;SG	N;NOM;MASC;SG
spade	miecze	spada	miecz	N;FEM;PL	N;NOM;MASC;PL
bureau	prezydium	bureau	prezydium	N;MASC;SG	N;NOM;NEUT;SG
miniera	kopalnia	miniera	kopalniać	N;FEM;SG	N;NOM;FEM;SG
battute	dowcipy	battuta	dowcip	N;FEM;PL	N;NOM;MASC;PL
battute	żarty	battuta	żart	N;FEM;PL	N;NOM;MASC;PL
battute	kawały	battuta	kawać	N;FEM;PL	N;NOM;MASC;PL
determina	określa	determinare	określać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
determina	określić	determinare	określić	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
onorario	honorowym	onorario	honorowy	ADJ;MASC;SG	ADJ;INS;MASC;SG
onorario	honorowe	onorario	honorowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
onorario	honorowy	onorario	honorowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
trovate	znaleźć	trovare	znaleźć	V;IND;PL;2;PRS;FIN	V;PFV;NFIN;ACT
selezionato	wybrano	selezionato	wybrać	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
nido	gniazda	nido	gniazda	N;MASC;SG	N;ACC;NEUT;SG
nido	gniazdo	nido	gniazdo	N;MASC;SG	N;NOM;NEUT;SG
pubblicamente	publicznie	pubblicamente	publicznie	ADV	ADV
ordinaria	zwykły	ordinario	zwykły	ADJ;FEM;SG	ADJ;NOM;MASC;SG
ordinaria	zwyczajne	ordinario	zwyczajny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
ordinaria	zwykła	ordinario	zwykły	ADJ;FEM;SG	ADJ;NOM;FEM;SG
ordinaria	zwyczajny	ordinario	zwyczajny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
ordinaria	zwykłe	ordinario	zwykły	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
riso	ryż	riso	ryż	N;MASC;SG	N;NOM;MASC;SG
player	gracz	player	gracz	N;MASC	N;NOM;MASC;SG
player	zawodnik	player	zawodnik	N;MASC	N;NOM;MASC;SG
player	gracza	player	gracza	N;MASC	N;ACC;MASC;SG
player	odtwarzacz	player	odtwarzacz	N;MASC	N;NOM;MASC;SG
mortale	śmiertelne	mortale	śmiertelny	ADJ;SG	ADJ;NOM;NEUT;SG
mortale	fatalne	mortale	fatalny	ADJ;SG	ADJ;NOM;NEUT;SG
mortale	śmiertelne	mortale	śmiertelny	ADJ;SG	ADJ;NOM;NEUT;SG
mortale	śmiertelny	mortale	śmiertelny	ADJ;SG	ADJ;NOM;MASC;SG
mortale	śmiertelna	mortale	śmiertelny	ADJ;SG	ADJ;NOM;FEM;SG
mortale	śmiertelna	mortale	śmiertelny	ADJ;SG	ADJ;NOM;FEM;SG
mortale	śmiertelny	mortale	śmiertelny	ADJ;SG	ADJ;NOM;MASC;SG
opzione	opcję	opzione	opcja	N;FEM;SG	N;ACC;FEM;SG
opzione	opcja	opzione	opcja	N;FEM;SG	N;NOM;FEM;SG
strana	dziwny	strano	dziwny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
strana	dziwna	strano	dziwny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
strana	dziwne	strano	dziwny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
strana	dziwny	strano	dziwny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
strana	dziwna	strano	dziwny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
strana	dziwne	strano	dziwny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
interviste	wywiady	intervista	wywiad	N;FEM;PL	N;NOM;MASC;PL
celebrare	uczcić	celebrare	uczcić	V;NFIN	V;PFV;NFIN;ACT
celebrare	świętować	celebrare	świętować	V;NFIN	V;IPFV;NFIN;ACT
giovinezza	młodzież	giovinezza	młodzież	N;FEM;SG	N;NOM;FEM;SG
giovinezza	młodości	giovinezza	młodość	N;FEM;SG	N;GEN;FEM;SG
giovinezza	młodość	giovinezza	młodość	N;FEM;SG	N;NOM;FEM;SG
guitar	gitara	guitare	gitar	N;MASC	N;NOM;MASC;SG
