dari	от	dari	от	ADP	ADP
sumber	източник	sumber	източник	N;SG	N;INDF;MASC;SG
manusia	човек	manusia	човек	N;SG	N;INDF;MASC;SG
manusia	човек	manusia	човек	N;SG	N;INDF;MASC;SG
manusia	мъж	manusia	мъж	N;SG	N;INDF;MASC;SG
sejarah	историята	sejarah	история	N;SG	N;DEF;FEM;SG
sejarah	история	sejarah	история	N;SG	N;INDF;FEM;SG
gereja	църква	gereja	църква	N;SG	N;INDF;FEM;SG
gereja	църквата	gereja	църква	N;SG	N;DEF;FEM;SG
dasar	основна	dasar	основен	ADJ;SG	ADJ;INDF;FEM;SG
dasar	основен	dasar	основен	ADJ;SG	ADJ;INDF;MASC;SG
diri	селф	diri	селф	N;SG	N;INDF;FEM;SG
pemain	плеър	penmain	плеър	N;SG	N;INDF;MASC;SG
pemain	играч	penmain	играч	N;SG	N;INDF;MASC;SG
program	програмата	program	програма	N;SG	N;DEF;FEM;SG
program	програма	program	програма	N;SG	N;INDF;FEM;SG
program	програма	program	програма	N;SG	N;INDF;FEM;SG
pesawat	вс	pesawat	вс	N;SG	N;INDF;MASC;SG
pesawat	самолет	pesawat	самолет	N;SG	N;INDF;MASC;SG
pesawat	равнина	pesawat	равнина	N;SG	N;INDF;FEM;SG
pesawat	самолет	pesawat	самолет	N;SG	N;INDF;MASC;SG
juli	юли	juli	юли	N;SG	N;INDF;MASC;SG
stasiun	станция	stasiun	станция	N;SG	N;INDF;FEM;SG
stasiun	station	stasiun	station	N;SG	N;INDF;MASC;SG
stasiun	гара	stasiun	гара	N;SG	N;INDF;FEM;SG
nebula	мъглявина	nebula	мъглявина	N	N;INDF;FEM;SG
nebula	мъглявини	nebula	мъглявина	N	N;INDF;FEM;PL
bumi	земята	bumi	земя	N;SG	N;DEF;FEM;SG
bumi	земя	bumi	земя	N;SG	N;INDF;FEM;SG
dilakukan	направено	dilakukan	направя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dilakukan	сторено	dilakukan	сторя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bentuk	формата	bentuk	форма	N;SG	N;DEF;FEM;SG
bentuk	форма	bentuk	форма	N;SG	N;INDF;FEM;SG
bentuk	формуляр	bentuk	формуляр	N;SG	N;INDF;MASC;SG
bentuk	форма	bentuk	форма	N;SG	N;INDF;FEM;SG
sebelumnya	предишно	sebelumnya	предишно	ADV	ADV
februari	февруари	februari	февруари	N;SG	N;INDF;MASC;SG
proses	процес	proses	процес	N;SG	N;INDF;MASC;SG
hasil	добив	hasil	добив	N;SG	N;INDF;MASC;SG
hasil	доходност	hasil	доходност	N;SG	N;INDF;FEM;SG
hasil	резултат	hasil	резултат	N;SG	N;INDF;MASC;SG
hasil	резултата	hasil	резултат	N;SG	N;DEF;MASC;SG
versi	версия	versi	версия	N;SG	N;INDF;FEM;SG
pemerintahan	правителство	penperintahan	правителство	N;SG	N;INDF;NEUT;SG
pemerintahan	управление	penperintahan	управление	N;SG	N;INDF;NEUT;SG
republik	републиканец	republik	републиканец	N	N;INDF;MASC;SG
republik	републиканци	republik	републиканец	N	N;INDF;MASC;PL
republik	република	republik	република	N	N;INDF;FEM;SG
sering	често	sering	често	ADV	ADV
group	група	group	група	N	N;INDF;FEM;SG
group	групиране	group	групиране	N	N;INDF;NEUT;SG
buku	тефтер	buku	тефтер	N;SG	N;INDF;MASC;SG
buku	книга	buku	книга	N;SG	N;INDF;FEM;SG
suku	племето	suku	племе	N;SG	N;DEF;NEUT;SG
suku	племе	suku	племе	N;SG	N;INDF;NEUT;SG
berhasil	успее	berhasil	успея	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
partai	парти	partai	парта	N;SG	N;INDF;NEUT;SG
partai	купон	partai	купон	N;SG	N;INDF;MASC;SG
partai	партия	partai	партия	N;SG	N;INDF;FEM;SG
keluarga	семейство	keluarga	семейство	N;SG	N;INDF;NEUT;SG
keluarga	семейството	keluarga	семейство	N;SG	N;DEF;NEUT;SG
ilmu	науката	ilmu	наука	N;SG	N;DEF;FEM;SG
ilmu	наука	ilmu	наука	N;SG	N;INDF;FEM;SG
pengguna	потребител	penguna	потребител	N;SG	N;INDF;MASC;SG
pengguna	ползвател	penguna	ползвател	N;SG	N;INDF;MASC;SG
luas	зона	luas	зона	N;SG	N;INDF;FEM;SG
luas	площ	luas	площ	N;SG	N;INDF;FEM;SG
luas	област	luas	област	N;SG	N;INDF;FEM;SG
luas	район	luas	район	N;SG	N;INDF;MASC;SG
acara	събитието	acara	събитие	N;SG	N;DEF;NEUT;SG
acara	събитие	acara	събитие	N;SG	N;INDF;NEUT;SG
asal	произход	asal	произход	N;SG	N;INDF;MASC;SG
asal	произход	asal	произход	N;SG	N;INDF;MASC;SG
kapal	кораб	kapal	кораб	N;SG	N;INDF;MASC;SG
kapal	съд	kapal	съд	N;SG	N;INDF;MASC;SG
kapal	кораб	kapal	кораб	N;SG	N;INDF;MASC;SG
kapal	кораб	kapal	кораб	N;SG	N;INDF;MASC;SG
kapal	лодката	kapal	лодка	N;SG	N;DEF;FEM;SG
kapal	лодка	kapal	лодка	N;SG	N;INDF;FEM;SG
kapal	корабче	kapal	корабче	N;SG	N;INDF;NEUT;SG
bermain	играе	bermain	играя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bermain	играй	bermain	играй	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
bermain	свири	bermain	свиря	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bermain	играе	bermain	играя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bermain	играе	bermain	играя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kelompok	група	kelompok	група	N;SG	N;INDF;FEM;SG
kelompok	групиране	kelompok	групиране	N;SG	N;INDF;NEUT;SG
agama	религията	agama	религия	N;SG	N;DEF;FEM;SG
agama	религия	agama	религия	N;SG	N;INDF;FEM;SG
anda	ти	anda	аз	PRO;SG;2;FORM	PRO;NOM;SG;2
anda	ви	anda	аз	PRO;SG;2;FORM	PRO;ACC;SG;2
memberikan	дай	menberikan	дам-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
eropa	европеец	eropa	европеец	N;SG	N;INDF;MASC;SG
lama	стар	lama	стар	ADJ;SG	ADJ;INDF;MASC;SG
lama	стара	lama	стар	ADJ;SG	ADJ;INDF;FEM;SG
lama	дълъг	lama	дълъг	ADJ;SG	ADJ;INDF;MASC;SG
batu	камък	batu	камък	N;SG	N;INDF;MASC;SG
batu	скала	batu	скала	N;SG	N;INDF;FEM;SG
batu	рок	batu	рок	N;SG	N;INDF;MASC;SG
batu	камък	batu	камък	N;SG	N;INDF;MASC;SG
wikipedia	уикипедия	wikipedia	уикипедия	N	N;INDF;FEM;SG
jiwa	душа	jiwa	душа	N;SG	N;INDF;FEM;SG
jiwa	соул	jiwa	соул	N;SG	N;INDF;MASC;SG
jiwa	душата	jiwa	душа	N;SG	N;DEF;FEM;SG
saja	само	saja	само	ADV	ADV
saja	единствено	saja	единствено	ADV	ADV
halaman	страница	halaman	страница	N;SG	N;INDF;FEM;SG
halaman	страницата	halaman	страница	N;SG	N;DEF;FEM;SG
hukum	закон	hukum	закон	N;SG;ACT	N;INDF;MASC;SG
orbit	орбита	orbit	орбита	N	N;INDF;FEM;SG
orbit	орбитата	orbit	орбита	N	N;DEF;FEM;SG
orbit	орбитите	orbit	орбит	N	N;DEF;MASC;PL
diterbitkan	издадена	diterbitkan	издам-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diterbitkan	издаден	diterbitkan	издам-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diterbitkan	издадено	diterbitkan	издам-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diterbitkan	публикуван	diterbitkan	публикувам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diterbitkan	публикувана	diterbitkan	публикувам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diterbitkan	публикувано	diterbitkan	публикувам	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
pasukan	войска	pasukan	войска	N;SG	N;INDF;FEM;SG
pasukan	отряд	pasukan	отряд	N;SG	N;INDF;MASC;SG
pasukan	взвод	pasukan	взвод	N;SG	N;INDF;MASC;SG
dirilis	освободена	dirilis	освободя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dirilis	освободен	dirilis	освободя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tokoh	характер	tokoh	характер	N;SG	N;INDF;MASC;SG
tokoh	фигура	tokoh	фигура	N;SG	N;INDF;FEM;SG
tokoh	фигурата	tokoh	фигура	N;SG	N;DEF;FEM;SG
tanpa	без	tanpa	без	ADP	ADP
bangsa	нация	bangsa	нация	N;SG	N;INDF;FEM;SG
penghargaan	възлагане	penhargaan	възлагане	N;SG	N;INDF;NEUT;SG
penghargaan	награда	penhargaan	награда	N;SG	N;INDF;FEM;SG
penghargaan	признателност	penhargaan	признателност	N;SG	N;INDF;FEM;SG
penghargaan	благодарност	penhargaan	благодарност	N;SG	N;INDF;FEM;SG
klub	клуб	klub	клуб	N;SG	N;INDF;MASC;SG
klub	клубът	klub	клуб	N;SG	N;DEF;MASC;SG
klub	спатия	klub	спатия	N;SG	N;INDF;FEM;SG
terkenal	прочут	terkenal	прочут	ADJ;SG;PASS	ADJ;INDF;MASC;SG
terkenal	прочута	terkenal	прочутам-се	ADJ;SG;PASS	ADJ;INDF;FEM;SG
terkenal	известна	terkenal	известен	ADJ;SG;PASS	ADJ;INDF;FEM;SG
terkenal	известен	terkenal	известен	ADJ;SG;PASS	ADJ;INDF;MASC;SG
terkenal	прочут	terkenal	прочут	ADJ;SG;PASS	ADJ;INDF;MASC;SG
ketua	елдър	ketua	елдър	N;SG	N;INDF;MASC;SG
ketua	старейшина	ketua	старейшина	N;SG	N;INDF;MASC;SG
ketua	началник	ketua	началник	N;SG	N;INDF;MASC;SG
ketua	председателят	ketua	председател	N;SG	N;DEF;MASC;SG
ketua	председател	ketua	председател	N;SG	N;INDF;MASC;SG
ketua	стол	ketua	стол	N;SG	N;INDF;MASC;SG
ketua	столче	ketua	столче	N;SG	N;INDF;NEUT;SG
ketua	столът	ketua	стол	N;SG	N;DEF;MASC;SG
gunung	планина	gunung	планина	N;SG	N;INDF;FEM;SG
gunung	планината	gunung	планина	N;SG	N;DEF;FEM;SG
gunung	връх	gunung	връх	N;SG	N;INDF;MASC;SG
gunung	хълм	gunung	хълм	N;SG	N;INDF;MASC;SG
gunung	планина	gunung	планина	N;SG	N;INDF;FEM;SG
gunung	монтиране	gunung	монтиране	N;SG	N;INDF;NEUT;SG
gunung	планината	gunung	планина	N;SG	N;DEF;FEM;SG
sedang	средно	sedang	средно	ADV	ADV
bintang	звезда	bintang	звезда	N;SG	N;INDF;FEM;SG
jalur	пътека	jalur	пътека	N;SG	N;INDF;FEM;SG
jalur	път	jalur	път	N;SG	N;INDF;MASC;SG
politik	политиката	politik	политика	N;SG	N;DEF;FEM;SG
politik	политика	politik	политика	N;SG	N;INDF;FEM;SG
ibu	мама	ibu	мама	N;SG	N;INDF;FEM;SG
ibu	майка	ibu	майка	N;SG	N;INDF;FEM;SG
tingkat	ставка	tingkat	ставка	N;SG	N;INDF;FEM;SG
tingkat	равнище	tingkat	равнище	N;SG	N;INDF;NEUT;SG
tingkat	ниво	tingkat	ниво	N;SG	N;INDF;NEUT;SG
kereta	колесница	kereta	колесница	N;SG	N;INDF;FEM;SG
kereta	влака	kereta	влак	N;SG	N;DEF;MASC;SG
kereta	влакът	kereta	влак	N;SG	N;DEF;MASC;SG
kereta	влак	kereta	влак	N;SG	N;INDF;MASC;SG
ruang	стая	ruang	стая	N;SG	N;INDF;FEM;SG
ruang	стаята	ruang	стая	N;SG	N;DEF;FEM;SG
ruang	пространство	ruang	пространство	N;SG	N;INDF;NEUT;SG
ruang	космос	ruang	космос	N;SG	N;INDF;MASC;SG
ruang	космоса	ruang	космос	N;SG	N;DEF;MASC;SG
tinggal	остани	tinggal	остана	V;SG;ACT	V;PFV;IMP;SG;2;FIN
empat	четири	empat	четири	NUM	NUM;INDF;PL
empat	четирима	empat	четирима	NUM	NUM;INDF;PL
ekonomi	икономика	ekonomi	икономика	N;SG	N;INDF;FEM;SG
ekonomi	икономия	ekonomi	икономия	N;SG	N;INDF;FEM;SG
ekonomi	икономика	ekonomi	икономика	N;SG	N;INDF;FEM;SG
organisasi	организация	organisasi	организация	N;SG	N;INDF;FEM;SG
organisasi	организация	organisasi	организация	N;SG	N;INDF;FEM;SG
bahan	материал	bahan	материал	N;SG	N;INDF;MASC;SG
bahan	съставка	bahan	съставка	N;SG	N;INDF;FEM;SG
api	огън	api	огън	N;SG	N;INDF;MASC;SG
api	пожар	api	пожар	N;SG	N;INDF;MASC;SG
api	api	api	api	N;SG	N;INDF;NEUT;SG
ilmiah	научен	ilmiah	научен	ADJ;SG	ADJ;INDF;MASC;SG
video	запис	video	запис	N;SG	N;INDF;MASC;SG
video	видеоклип	video	видеоклип	N;SG	N;INDF;MASC;SG
video	видео	video	видео	N;SG	N;INDF;NEUT;SG
angkatan	сила	angkatan	сила	N;SG	N;INDF;FEM;SG
angkatan	клас	angkatan	клас	N;SG	N;INDF;MASC;SG
angkatan	класа	angkatan	клас	N;SG	N;DEF;MASC;SG
dibuat	направена	dibuat	направя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibuat	направено	dibuat	направя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibuat	направен	dibuat	направя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibuat	създадено	dibuat	създам	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibuat	създадена	dibuat	създам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibuat	създаден	dibuat	създам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
berkas	файл	berkas	файл	N;SG	N;INDF;MASC;SG
berkas	файлът	berkas	файл	N;SG	N;DEF;MASC;SG
berkas	досие	berkas	досие	N;SG	N;INDF;NEUT;SG
bekerja	работи	bekerja	работя	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
bekerja	работи	bekerja	работя	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
militer	военен	militer	военен	ADJ;SG	ADJ;INDF;MASC;SG
militer	военна	militer	военен	ADJ;SG	ADJ;INDF;FEM;SG
putra	син	putra	син	N;SG	N;INDF;MASC;SG
langsung	директно	langsung	директно	ADV	ADV
langsung	пряко	langsung	пряко	ADV	ADV
langsung	директно	langsung	директно	ADV	ADV
langsung	пряко	langsung	пряко	ADV	ADV
kaki	крак	kaki	крак	N;SG	N;INDF;MASC;SG
kaki	крак	kaki	крак	N;SG	N;INDF;MASC;SG
grup	група	grup	група	N;SG	N;INDF;FEM;SG
grup	групиране	grup	групиране	N;SG	N;INDF;NEUT;SG
rakyat	фолк	rakyat	фолк	N;SG	N;INDF;MASC;SG
rakyat	народ	rakyat	народ	N;SG	N;INDF;MASC;SG
label	тагове	label	таг	N;SG	N;INDF;MASC;SG
label	етикет	label	етикет	N;SG	N;INDF;MASC;SG
kehidupan	живот	kehidupan	живот	N;SG	N;INDF;MASC;SG
kehidupan	живота	kehidupan	живот	N;SG	N;DEF;MASC;SG
kehidupan	лайф	kehidupan	лайф	N;SG	N;INDF;MASC;SG
kehidupan	животът	kehidupan	живот	N;SG	N;DEF;MASC;SG
website	уебсайт	website	уебсайт	N;SG	N;INDF;MASC;SG
website	сайт	website	сайт	N;SG	N;INDF;MASC;SG
kelurahan	предградие	kelurahan	предградие	N;SG	N;INDF;NEUT;SG
ditemukan	открит	ditemukan	открия-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ditemukan	открита	ditemukan	открия-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ditemukan	намерено	ditemukan	намеря-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ditemukan	открит	ditemukan	открия-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ditemukan	намерена	ditemukan	намеря-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ditemukan	намерен	ditemukan	намеря-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bandung	бандунг	bandung	бандунг	N;SG	N;INDF;MASC;SG
informasi	информация	informasi	информация	N;SG	N;INDF;FEM;SG
informasi	информиране	informasi	информиране	N;SG	N;INDF;NEUT;SG
makanan	храна	makanan	храна	N;SG	N;INDF;FEM;SG
web	web	web	web	N	N;INDF;MASC;SG
web	уеб	web	уеб	N	N;INDF;MASC;SG
catatan	забележка	catatan	забележка	N;SG	N;INDF;FEM;SG
catatan	бележка	catatan	бележка	N;SG	N;INDF;FEM;SG
mencapai	достига	mencapai	достигам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
cinta	обич	cinta	обич	N;SG	N;INDF;FEM;SG
cinta	любов	cinta	любов	N;SG	N;INDF;FEM;SG
cinta	любовта	cinta	любов	N;SG	N;DEF;FEM;SG
biasa	обичайното	biasa	обичаен	ADJ;SG	ADJ;DEF;NEUT;SG
biasa	редовен	biasa	редовен	ADJ;SG	ADJ;INDF;MASC;SG
biasa	редовна	biasa	редовен	ADJ;SG	ADJ;INDF;FEM;SG
biasa	нормален	biasa	нормален	ADJ;SG	ADJ;INDF;MASC;SG
biasa	нормална	biasa	нормален	ADJ;SG	ADJ;INDF;FEM;SG
mungkin	възможно	mungkin	възможно	ADV	ADV
mungkin	вероятно	mungkin	вероятно	ADV	ADV
meninggal	умрял	mentinggal	умра	V;SG;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
meninggal	умряла	mentinggal	умра	V;SG;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
meninggal	починала	mentinggal	почина-(си)	V;SG;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
meninggal	починал	mentinggal	почина-(си)	V;SG;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
surat	поща	surat	поща	N;SG	N;INDF;FEM;SG
surat	писмо	surat	писмо	N;SG	N;INDF;NEUT;SG
surat	буква	surat	буква	N;SG	N;INDF;FEM;SG
wanita	жената	wanita	жена	N;SG	N;DEF;FEM;SG
wanita	жена	wanita	жена	N;SG	N;INDF;FEM;SG
tubuh	тялото	tubuh	тяло	N;SG	N;DEF;NEUT;SG
tubuh	тяло	tubuh	тяло	N;SG	N;INDF;NEUT;SG
posisi	позиция	posisi	позиция	N;SG	N;INDF;FEM;SG
posisi	положение	posisi	положение	N;SG	N;INDF;NEUT;SG
posisi	длъжност	posisi	длъжност	N;SG	N;INDF;FEM;SG
posisi	разполагане	posisi	разполагане	N;SG	N;INDF;NEUT;SG
posisi	позициониране	posisi	позициониране	N;SG	N;INDF;NEUT;SG
media	медия	media	медия	N;SG	N;INDF;FEM;SG
televisi	телевизия	televisi	телевизия	N;SG	N;INDF;FEM;SG
televisi	телевизията	televisi	телевизия	N;SG	N;DEF;FEM;SG
televisi	телевизор	televisi	телевизор	N;SG	N;INDF;MASC;SG
nya	му	nya	мой	PRO	PRO;DAT;MASC;SG;3
nya	него	nya	аз	PRO	PRO;ACC;MASC;SG;3
nya	нея	nya	аз	PRO	PRO;ACC;FEM;SG;3
lisensi	лиценз	lisensi	лиценз	N;SG	N;INDF;MASC;SG
lisensi	лицензия	lisensi	лицензия	N;SG	N;INDF;FEM;SG
lisensi	лиценз	lisensi	лиценз	N;SG	N;INDF;MASC;SG
lisensi	книжка	lisensi	книжка	N;SG	N;INDF;FEM;SG
lisensi	книжката	lisensi	книжка	N;SG	N;DEF;FEM;SG
nomor	брой	nomor	брой	N;SG	N;INDF;MASC;SG
nomor	число	nomor	число	N;SG	N;INDF;NEUT;SG
nomor	номер	nomor	номер	N;SG	N;INDF;MASC;SG
zaman	заман	zaman	заман	N;SG	N;INDF;MASC;SG
zaman	епоха	zaman	епоха	N;SG	N;INDF;FEM;SG
zaman	ерата	zaman	ера	N;SG	N;DEF;FEM;SG
zaman	ера	zaman	ера	N;SG	N;INDF;FEM;SG
khusus	специфичен	khusus	специфичен	ADJ;SG	ADJ;INDF;MASC;SG
khusus	специфична	khusus	специфичен	ADJ;SG	ADJ;INDF;FEM;SG
khusus	потребителски	khusus	потребителски	ADJ;SG	ADJ;INDF;MASC;SG
khusus	специална	khusus	специален	ADJ;SG	ADJ;INDF;FEM;SG
khusus	специален	khusus	специален	ADJ;SG	ADJ;INDF;MASC;SG
juara	шампион	juara	шампион	N;SG	N;INDF;MASC;SG
juara	шампиона	juara	шампион	N;SG	N;DEF;MASC;SG
juara	шампионка	juara	шампионка	N;SG	N;INDF;FEM;SG
berarti	означава	berarti	означавам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
alam	алам	alam	алам	N;SG	N;INDF;MASC;SG
alam	естество	alam	естество	N;SG	N;INDF;NEUT;SG
alam	природа	alam	природа	N;SG	N;INDF;FEM;SG
alam	природата	alam	природа	N;SG	N;DEF;FEM;SG
penting	спешна	penting	спешен	ADJ;SG	ADJ;INDF;FEM;SG
penting	важен	penting	важен	ADJ;SG	ADJ;INDF;MASC;SG
penting	важна	penting	важен	ADJ;SG	ADJ;INDF;FEM;SG
penting	съществена	penting	съществен	ADJ;SG	ADJ;INDF;FEM;SG
gelar	градус	gelar	градус	N;SG;ACT	N;INDF;MASC;SG
gelar	степен	gelar	степен	N;SG;ACT	N;INDF;FEM;SG
gelar	заглавие	gelar	заглавие	N;SG;ACT	N;INDF;NEUT;SG
gelar	дял	gelar	дял	N;SG;ACT	N;INDF;MASC;SG
gelar	титла	gelar	титла	N;SG;ACT	N;INDF;FEM;SG
didirikan	основана	didirikan	основа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
didirikan	основано	didirikan	основа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
