hän	sy	hän	sy	PRO;NOM;SG;3	PRO;NOM;SG;3
autoja	karre	auto	karr	N;PRT;PL	N;PL
puun	boom	puu	boom	N;GEN;SG	N;SG
ehdokkaana	kandidaat	ehdokas	kandidaat	N;FRML;SG	N;SG
arvostelu	resensie	arvostelu	resensie	N;NOM;SG	N;SG
arvostelu	hersiening	arvostelu	hersiening	N;NOM;SG	N;SG
arvostelu	oorsig	arvostelu	oorsig	N;NOM;SG	N;SG
ongelmat	probleme	ongelma	probleem	N;NOM;PL	N;PL
ongelmat	kwessies	ongelma	kwessie	N;NOM;PL	N;PL
ylläpitää	handhaaf	ylläpitää	handhaaf	V;IND;SG;3;PRS;FIN;ACT	V;PRS
ylläpitää	onderhou	ylläpitää	onderhou	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kattaa	toemaak	kattaa	toemaak	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kattaa	bedek	kattaa	bedek	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kattaa	dek	kattaa	dek	V;IND;SG;3;PRS;FIN;ACT	V;PRS
tuleva	toekomstige	tulla	toekomstig	ADJ;NOM;SG	ADJ;NOM
tuleva	naderende	tulla	naderend	ADJ;NOM;SG	ADJ;NOM
torni	toring	torni	toring	N;NOM;SG	N;SG
torni	toring	torni	toring	N;NOM;SG	N;SG
vaihtoehto	opsie	vaihto#ehto	opsie	N;NOM;SG	N;SG
kommentin	kommentaar	kommentti	kommentaar	N;GEN;SG	N;SG
palvelut	dienste	palvelu	diens	N;NOM;PL	N;PL
majuri	majoor	majuri	majoor	N;NOM;SG	N;SG
majuri	hoofvak	majuri	hoofvak	N;NOM;SG	N;SG
maininta	melding	maininta	melding	N;NOM;SG	N;SG
pelaajien	spelers	pelaaja	speler	N;GEN;PL	N;PL
sport	sport	sport	sport	N;NOM;SG	N;SG
sport	sportsoort	sport	sportsoort	N;NOM;SG	N;SG
luokat	klasse	luokka	klas	N;NOM;PL	N;PL
luokat	kategorieë	luokka	kategorie	N;NOM;PL	N;PL
materiaali	rots	materiaali	rots	N;NOM;SG	N;SG
materiaali	materiaal	materiaali	materiaal	N;NOM;SG	N;SG
materiaali	materiaal	materiaali	materiaal	N;NOM;SG	N;SG
maailmaan	wêreld	maailma	wêreld	N;IN+ALL;SG	N;SG
merkitä	merk	merkitä	merk	V;SG;NFIN;ACT	V;PRS
merkitä	merker	merkitä	merker	V;SG;NFIN;ACT	V;PRS
keksi	uitgevind	keksiä	uitvind	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
väestön	bevolking	väestö	bevolking	N;GEN;SG	N;SG
nopea	vinnige	nopea	vinnig	ADJ;NOM;SG	ADJ;NOM
ympäristön	omgewing	ympäristö	omgewing	N;GEN;SG	N;SG
äänestää	stem	äänestää	stem	V;SG;NFIN;ACT	V;PRS
pankin	bank	pankki	bank	N;GEN;SG	N;SG
yhdistetty	verbind	yhdistää	verbind	V;NOM;SG;V.PTCP;PASS	V;PRS
yhdistetty	gekombineer	yhdistää	kombineer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
yhdistetty	saamgevoeg	yhdistää	saamvoeg	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
ooppera	opera	ooppera	opera	N;NOM;SG	N;SG
ooppera	sepie	ooppera	sepie	N;NOM;SG	N;SG
etu	voorkant	etu	voorkant	N;NOM;SG	N;SG
etu	voordeel	etu	voordeel	N;NOM;SG	N;SG
versioita	weergawes	versio	weergawe	N;PRT;PL	N;PL
ikä	ouderdom	ikä	ouderdom	N;NOM;SG	N;SG
suhteet	verhoudings	suhde	verhouding	N;NOM;PL	N;PL
suhteet	verhoudinge	suhde	verhouding	N;NOM;PL	N;PL
suhteet	betrekkinge	suhde	betrekking	N;NOM;PL	N;PL
säilytettävä	handhaaf	säilyttää	handhaaf	V;NOM;SG;V.PTCP;PASS	V;PRS
säilytettävä	onderhou	säilyttää	onderhou	V;NOM;SG;V.PTCP;PASS	V;PRS
suosio	gewildheid	suosio	gewildheid	N;NOM;SG	N;SG
kuvernööri	goewerneur	kuvernööri	goewerneur	N;NOM;SG	N;SG
sydän	hart	sydän	hart	N;NOM;SG	N;SG
sydän	hartjie	sydän	hartjig	N;NOM;SG	N;SG
henkilökohtaiset	persoonlike	henkilö#kohtainen	persoonlik	ADJ;NOM;PL	ADJ;NOM
oopperan	opera	ooppera	opera	N;GEN;SG	N;SG
oopperan	sepie	ooppera	sepie	N;GEN;SG	N;SG
versiot	weergawes	versiot	weergawe	N;NOM;PL	N;PL
aineita	stowwe	aine	stof	N;PRT;PL	N;PL
politiikan	beleid	politiikka	beleid	N;GEN;SG	N;SG
politiikan	politiek	politiikka	politiek	N;GEN;SG	N;SG
osui	getref	osua	tref	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
termiä	termyn	termi	termyn	N;PRT;SG	N;SG
puhua	praat	puhua	praat	V;SG;NFIN;ACT	V;PRS
puhua	praat	puhua	praat	V;SG;NFIN;ACT	V;PRS
näytti	gewys	näyttää	wys	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
vastaanoton	ontvangs	vastaanotto	ontvangs	N;GEN;SG	N;SG
eroa	egskeiding	ero	egskeiding	N;PRT;SG	N;SG
äänet	geluide	ääni	geluid	N;NOM;PL	N;PL
äänet	klanke	ääni	klank	N;NOM;PL	N;PL
kuvien	prente	kuva	prent	N;GEN;PL	N;PL
kuvien	beelde	kuva	beelde	N;GEN;PL	N;PL
luvan	magtiging	lupa	magtiging	N;GEN;SG	N;SG
lakia	wet	laki	wet	N;PRT;SG	N;SG
villa	wol	villa	wol	N;NOM;SG	N;SG
villa	villa	villa	villa	N;NOM;SG	N;SG
kova	harde	kova	hard	ADJ;NOM;SG	ADJ;NOM
samanlainen	soortgelyke	samanlainen	soortgelyk	ADJ;NOM;SG	ADJ;NOM
roomalaiset	romeine	roomalainen	romeine	N;NOM;PL	N;PL
asunut	geleef	asua	leef	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
voitot	oorwinnings	voitto	oorwinning	N;NOM;PL	N;PL
kilogrammaa	kilogram	kilogrammaa	kilogram	N;PRT;SG	N;SG
tuhota	verwoes	tuhota	verwoes	V;SG;NFIN;ACT	V;PRS
tuhota	vernietig	tuhota	vernietig	V;SG;NFIN;ACT	V;PRS
institute	instituut	institute	instituut	N;NOM;SG	N;SG
sanoja	woorde	sana	woord	N;PRT;PL	N;PL
andreas	andreas	andreas	andreas	N;NOM;SG	N;SG
liittyivät	aangesluit	liittyä	aansluit	V;IND;PL;3;PST;FIN;ACT	V;PST;V.PTCP
kieliä	tale	kieli	taal	N;PRT;PL	N;PL
täynnä	volle	täynnä	volle	ADV	ADV
valtioiden	provinsies	valtio	provinsie	N;GEN;PL	N;PL
valtioiden	deelstate	valtio	deelstaat	N;GEN;PL	N;PL
valtioiden	state	valtio	staat	N;GEN;PL	N;PL
toimitti	aangestuur	toimittaa	aanstuur	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
toimitti	ingedien	toimittaa	indien	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
toimitti	ingestuur	toimittaa	instuur	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
energian	energie	energia	energie	N;GEN;SG	N;SG
poisto	verwydering	poisto	verwydering	N;NOM;SG	N;SG
kevyt	ligte	kevyt	lig	ADJ;NOM;SG	ADJ;NOM
maatalous	landbou	maa#talous	landbou	N;NOM;SG	N;SG
henkilökohtainen	persoonlike	henkilö#kohtainen	persoonlik	ADJ;NOM;SG	ADJ;NOM
luvut	figure	luku	figure	N;NOM;PL	N;PL
luvut	getalle	luku	getal	N;NOM;PL	N;PL
luvut	nommers	luku	nommer	N;NOM;PL	N;PL
ylitti	gekruis	ylittää	kruis	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kehitystä	ontwikkeling	kehitys	ontwikkeling	N;PRT;SG	N;SG
koulua	skool	koulu	skool	N;PRT;SG	N;SG
pääosassa	rolverdeling	pää#osa	rolverdeling	N;IN+ESS;SG	N;SG
kapinan	opstand	kapina	opstand	N;GEN;SG	N;SG
kala	vis	kala	vis	N;NOM;SG	N;SG
vietiin	geneem	viedä	neem	V;IND;PST;FIN;PASS	V;PST;V.PTCP
areena	arena	are	arena	N;NOM;SG	N;SG
yleisö	gehoor	yleisö	gehoor	N;NOM;SG	N;SG
yleisö	skare	yleisö	skaar	N;NOM;SG	N;SG
lukumäärä	nommer	luku#määrä	nommer	N;NOM;SG	N;SG
lukumäärä	getal	luku#määrä	getal	N;NOM;SG	N;SG
edustavat	verteenwoordig	edustaa	verteenwoordig	V;IND;PL;3;PRS;FIN;ACT	V;PRS
tuotiin	gebring	tuoda	bring	V;IND;PST;FIN;PASS	V;PST;V.PTCP
myöntää	verleen	myöntää	verleen	V;SG;NFIN;ACT	V;PRS
muotoinen	gevormde	muotoinen	vorm	ADJ;NOM;SG	ADJ;NOM
mäki	heuwel	mäki	heuwel	N;NOM;SG	N;SG
sydämen	hart	sydän	hart	N;GEN;SG	N;SG
sydämen	hartjie	sydän	hartjig	N;GEN;SG	N;SG
rekisteröity	geregistreer	rekisteröidä	registreer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
aiheita	onderwerpe	aihe	onderwerp	N;PRT;PL	N;PL
aiheita	vakke	aihe	vak	N;PRT;PL	N;PL
paikassa	plek	paikka	plek	N;IN+ESS;SG	N;SG
arvoa	waarde	arvo	waarde	N;PRT;SG	N;SG
kunkin	elk	kukin	elk	PRO;GEN;SG	PRO
sairaalassa	hospitaal	sairaala	hospitaal	N;IN+ESS;SG	N;SG
tavallinen	normale	tavallinen	normaal	ADJ;NOM;SG	ADJ;NOM
tavallinen	gereelde	tavallinen	gereeld	ADJ;NOM;SG	ADJ;NOM
linkit	skakels	linkki	skakel	N;NOM;PL	N;PL
menetelmä	metode	menetelmä	metode	N;NOM;SG	N;SG
ylläpitäjä	administrateur	ylläpitäjä	administrateur	N;NOM;SG	N;SG
säännöt	reëls	sääntö	reël	N;NOM;PL	N;PL
matematiikan	wiskunde	matematiikka	wiskunde	N;GEN;SG	N;SG
matematiikan	wiskunde	matematiikka	wiskunde	N;GEN;SG	N;SG
manner	kontinentale	manner	kontinentaal	N;NOM;SG	N;SG
boeing	boeing	boeing	boeing	N;NOM;SG	N;SG
ensisijaisesti	hoofsaaklik	ensi#sijaisesti	hoofsaaklik	ADV	ADV
venäläisiä	russe	venäläinen	russe	N;PRT;PL	N;PL
laite	masjien	laite	masjien	N;NOM;SG	N;SG
laite	apparaat	laite	apparaat	N;NOM;SG	N;SG
paljastaa	vertoon	paljastaa	vertoon	V;IND;SG;3;PRS;FIN;ACT	V;PRS
paljastaa	onthul	paljastaa	onthul	V;IND;SG;3;PRS;FIN;ACT	V;PRS
luutnantti	luitenant	luutnantti	luitenant	N;NOM;SG	N;SG
loppu	einde	loppu	einde	N;NOM;SG	N;SG
taloudellinen	ekonomiese	taloudellinen	ekonomies	ADJ;NOM;SG	ADJ;NOM
myydään	verkoop	myydä	verkoop	V;IND;PRS;FIN;PASS	V;PRS
myydään	verkoop	myydä	verkoop	V;IND;PRS;FIN;PASS	V;PRS
myydään	verkoop	myydä	verkoop	V;IND;PRS;FIN;PASS	V;PRS
omistettu	opgedra	omistaa	opdra	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
reitin	roete	reitti	roet	N;GEN;SG	N;SG
kumpikin	elk	kumpikin	elk	PRO;NOM;SG	PRO
ruoka	kos	ruoka	kos	N;NOM;SG	N;SG
ruoka	voedsel	ruoka	voedsel	N;NOM;SG	N;SG
kotipaikka	woonplek	koti#paikka	woonplek	N;NOM;SG	N;SG
kotipaikka	sitplek	koti#paikka	sitplek	N;NOM;SG	N;SG
avioliitto	huwelik	avio#liitto	huwelik	N;NOM;SG	N;SG
rouva	mevrou	rouva	mevrou	N;NOM;SG	N;SG
kaikkialla	oral	kaikkialla	oral	ADV	ADV
kaikkialla	orals	kaikkialla	orals	ADV	ADV
logo	logo	logo	logo	N;NOM;SG	N;SG
yksinkertainen	eenvoudige	yksin#kertainen	eenvoudig	ADJ;NOM;SG	ADJ;NOM
voittajat	wenners	voittaja	wenners	N;NOM;PL	N;PL
pankki	bank	pankki	bank	N;NOM;SG	N;SG
koti	huistoe	koti	huistoe	N;NOM;SG	N;SG
koti	tuisblad	koti	tuisblad	N;NOM;SG	N;SG
koti	huis	koti	huis	N;NOM;SG	N;SG
suosion	gewildheid	suosio	gewildheid	N;GEN;SG	N;SG
valmistaja	vervaardiger	valmistaja	vervaardiger	N;NOM;SG	N;SG
autot	motors	auto	motors	N;NOM;PL	N;PL
autot	karre	auto	karr	N;NOM;PL	N;PL
tehtävän	taak	tehtävä	taak	N;GEN;SG	N;SG
tehtävän	missie	tehtävä	missie	N;GEN;SG	N;SG
kääntyi	geskakel	kääntyä	skakel	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
tekniikka	ingenieurswese	tekniikka	ingenieurswese	N;NOM;SG	N;SG
tekniikka	tegniek	tekniikka	tegniek	N;NOM;SG	N;SG
kuu	maan	kuu	maan	N;NOM;SG	N;SG
oikeuksia	regte	oikeus	reg	N;PRT;PL	N;PL
linkkejä	skakels	linkki	skakel	N;PRT;PL	N;PL
kapina	opstand	kapina	opstand	N;NOM;SG	N;SG
filosofia	filosofie	filosofi	filosofie	N;PRT;SG	N;SG
siipien	vlerke	siipi	vlerk	N;GEN;PL	N;PL
siipien	vleuels	siipi	vleuel	N;GEN;PL	N;PL
siipien	hordes	siipi	horde	N;GEN;PL	N;PL
beach	strand	beach	strand	N;NOM;SG	N;SG
kasvit	plante	kasvi	plant	N;NOM;PL	N;PL
elämäkerta	biografie	elämä#kerta	biografie	N;NOM;SG	N;SG
paikalliset	plaaslike	paikallinen	plaaslik	ADJ;NOM;PL	ADJ;NOM
tulevaisuudessa	toekoms	tulevaisuus	toekoms	N;IN+ESS;SG	N;SG
erilainen	verskillende	erilainen	verskil	ADJ;NOM;SG	ADJ;NOM
uudistettu	opgeknap	uudistaa	opknap	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
alkuperä	oorsprong	alku#perä	oorsprong	N;NOM;SG	N;SG
muokkaukset	wysigings	muokkaus	wysiging	N;NOM;PL	N;PL
olosuhteissa	omstandighede	olo#suhteet	omstandigheid	N;IN+ESS;PL	N;PL
avattu	oopgemaak	avata	oopmaak	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
julkinen	openbare	julkinen	openbaar	ADJ;NOM;SG	ADJ;NOM
onni	geluk	onni	geluk	N;NOM;SG	N;SG
synty	geboorte	syntyä	geboorte	N;NOM;SG	N;SG
viikolla	week	viikko	week	N;AT+ESS
;SG	N;SG
viikolla	vakansie	viikko	vakansie	N;AT+ESS
;SG	N;SG
ryhmät	spanne	ryhmä	span	N;NOM;PL	N;PL
vankilaan	tronk	vankila	tronk	N;IN+ALL;SG	N;SG
kadonnut	verlore	kadota	verlore	V;NOM;SG;V.PTCP;ACT	V;PRS
kadonnut	verloor	kadota	verloor	V;NOM;SG;V.PTCP;ACT	V;PRS
kadonnut	ontbreek	kadota	ontbreek	V;NOM;SG;V.PTCP;ACT	V;PRS
kadonnut	vermis	kadota	vermis	V;NOM;SG;V.PTCP;ACT	V;PRS
arvioi	evalueer	arvioida	evalueer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
arvioi	gradeer	arvioida	gradeer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
arvioi	beoordeel	arvioida	beoordeel	V;IND;SG;3;PRS;FIN;ACT	V;PRS
arvioi	skat	arvioida	skat	V;IND;SG;3;PRS;FIN;ACT	V;PRS
palautettiin	teruggestuur	palauttaa	terugstuur	V;IND;PST;FIN;PASS	V;PST;V.PTCP
paikat	plekke	paikka	plek	N;NOM;PL	N;PL
paikat	sitplekke	paikka	sitplek	N;NOM;PL	N;PL
yhteistyö	samewerking	yhteis#työ	samewerking	N;NOM;SG	N;SG
yhteistyö	samewerking	yhteis#työ	samewerking	N;NOM;SG	N;SG
kaukana	ver	kaukana	ver	ADV	ADV
valtiot	provinsies	valtio	provinsie	N;NOM;PL	N;PL
valtiot	deelstate	valtio	deelstaat	N;NOM;PL	N;PL
valtiot	state	valtio	staat	N;NOM;PL	N;PL
valtiot	lande	valtio	land	N;NOM;PL	N;PL
eläimiä	diere	eläin	dier	N;PRT;PL	N;PL
kirkkoherra	pastor	kirkko#herra	pastor	N;NOM;SG	N;SG
kasvu	groei	kasvu	groei	N;NOM;SG	N;SG
osavaltio	staat	osa#valtio	staat	N;NOM;SG	N;SG
osavaltio	deelstaat	osa#valtio	deelstaat	N;NOM;SG	N;SG
osavaltio	provinsie	osa#valtio	provinsie	N;NOM;SG	N;SG
osavaltio	toestand	osa#valtio	toestand	N;NOM;SG	N;SG
osavaltio	spasie	osa#valtio	spasie	N;NOM;SG	N;SG
suunnattu	gerig	suunnata	rig	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
viulu	viool	viulu	viool	N;NOM;SG	N;SG
tarvita	benodig	tarvita	benodig	V;IMP;SG;2;FIN;ACT	V;PRS
sotilaita	soldiers	sotilas	soldier	N;PRT;PL	N;PL
tuotto	inkomste	tuotto	inkomste	N;NOM;SG	N;SG
tuotto	opbrengs	tuotto	opbreng	N;NOM;SG	N;SG
julistettiin	aangekondig	julistaa	aankondig	V;IND;PST;FIN;PASS	V;PST;V.PTCP
tutkimuksessa	studie	tutkimus	studie	N;IN+ESS;SG	N;SG
ruumis	lyf	ruumis	lyf	N;NOM;SG	N;SG
ruumis	liggaam	ruumis	liggaam	N;NOM;SG	N;SG
esineitä	voorwerpe	esine	voorwerpe	N;PRT;PL	N;PL
esineitä	objekte	esine	objekte	N;PRT;PL	N;PL
maaleja	doelwitte	maali	doelwit	N;PRT;PL	N;PL
maaleja	doele	maali	doele	N;PRT;PL	N;PL
kysymyksiä	kwessies	kysymys	kwessie	N;PRT;PL	N;PL
kysymyksiä	vrae	kysymys	vraag	N;PRT;PL	N;PL
corporation	korporasie	corporation	korporasie	N;NOM;SG	N;SG
corporation	onderneming	corporation	onderneming	N;NOM;SG	N;SG
piilota	versteek	piilota	versteek	V;IMP;SG;2;FIN;ACT	V;PRS
mennyt	gegaan	mennä	gegaan	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
käyty	besoek	käydä	besoek	V;NOM;SG;V.PTCP;PASS	V;PRS
osallistuivat	bygewoon	osallistua	bywoon	V;IND;PL;3;PST;FIN;ACT	V;PST;V.PTCP
osallistuivat	deelgeneem	osallistua	deelneneem	V;IND;PL;3;PST;FIN;ACT	V;PST;V.PTCP
viranomaiset	owerhede	viran#omainen	owerheid	N;NOM;PL	N;PL
uskonnon	religie	uskonto	religie	N;GEN;SG	N;SG
uskonnon	godsdiens	uskonto	godsdiens	N;GEN;SG	N;SG
katsoo	kyk	katsoa	kyk	V;IND;SG;3;PRS;FIN;ACT	V;PRS
työntekijää	werker	työ#tekijä	werker	N;PRT;SG	N;SG
työntekijää	werknemer	työ#tekijä	werknemer	N;PRT;SG	N;SG
vaikutuksen	impak	vaikutus	impak	N;GEN;SG	N;SG
juuret	wortels	juuri	wortels	N;NOM;PL	N;PL
lause	frase	lause	frase	N;NOM;SG	N;SG
tunnistaa	identifiseer	tunnistaa	identifiseer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
vankilassa	tronk	vankila	tronk	N;IN+ESS;SG	N;SG
vankilassa	gevangenis	vankila	gevangenis	N;IN+ESS;SG	N;SG
metsä	woud	metsä	woud	N;NOM;SG	N;SG
reagoi	reageer	reagoida	reageer	V;IND;SG;2;PRS;FIN;ACT	V;PRS
tappoi	gedood	tappaa	dood	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
tappoi	doodgemaak	tappaa	doodgemaak	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
siivet	vlerke	siivi	vlerk	N;NOM;PL	N;PL
siivet	vleuels	siivi	vleuel	N;NOM;PL	N;PL
siivet	hordes	siivi	horde	N;NOM;PL	N;PL
koiran	hond	koira	hond	N;GEN;SG	N;SG
maantie	hoofweg	maantie	hoofweg	N;NOM;SG	N;SG
maantie	grootpad	maantie	grootpad	N;NOM;SG	N;SG
maantie	pad	maantie	pad	N;NOM;SG	N;SG
suunnitelma	plan	suunnitelma	plan	N;NOM;SG	N;SG
laivue	fleet	laivue	fleet	N;NOM;SG	N;SG
laivue	eskader	laivue	eskader	N;NOM;SG	N;SG
rauha	vrede	rauha	vrede	N;NOM;SG	N;SG
tulosta	uitslag	tulos	uitslag	N;PRT;SG	N;SG
tulosta	resultaat	tulos	resultaat	N;PRT;SG	N;SG
sodat	oorloë	sota	oorloë	N;NOM;PL	N;PL
tähteä	ster	tähteä	ster	N;PRT;SG	N;SG
tuotteet	produkte	tuote	produk	N;NOM;PL	N;PL
uimari	swemmer	uimari	swemmer	N;NOM;SG	N;SG
ohjelmia	programme	ohjelma	program	N;PRT;PL	N;PL
autolla	motor	auto	motor	N;AT+ESS
;SG	N;SG
autolla	motorvoertuig	auto	motorvoertuig	N;AT+ESS
;SG	N;SG
nato	navo	nato	navo	N;NOM;SG	N;SG
kirjain	brief	kirjain	brief	N;NOM;SG	N;SG
kirjain	letter	kirjain	letter	N;NOM;SG	N;SG
sekunnin	sekonde	sekunti	sekond	N;GEN;SG	N;SG
laulua	sang	laulu	sang	N;PRT;SG	N;SG
laulua	liedjie	laulu	liedjie	N;PRT;SG	N;SG
laulua	lied	laulu	lied	N;PRT;SG	N;SG
luonut	geskep	luoda	skep	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
muutettu	gewysig	muuttaa	wysig	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
muutettu	gewysig	muuttaa	wysig	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
rikkoi	geskend	rikkoa	geskend	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
aikainen	vroeë	aikainen	vroeg	ADJ;NOM;SG	ADJ;NOM
ritari	ridder	ritari	ridder	N;NOM;SG	N;SG
ritari	ruiter	ritari	ruiter	N;NOM;SG	N;SG
luotu	gegenereer	luoda	genenereer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
luotu	geskep	luoda	skep	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
hanke	projek	hanke	projek	N;NOM;SG	N;SG
johtokunnan	bord	johto#kunta	bord	N;GEN;SG	N;SG
liittää	plak	liittää	plak	V;SG;NFIN;ACT	V;PRS
kristian	kristian	kristian	kristian	N;NOM;SG	N;SG
päättänyt	besluit	päättää	besluit	V;NOM;SG;V.PTCP;ACT	V;PRS
ymmärrä	verstaan	ymmärtää	verstaan	V;IMP;SG;2;FIN;ACT	V;PRS
määritellä	definieer	määritellä	definieer	V;SG;NFIN;ACT	V;PRS
koe	toets	kokea	toets	V;IMP;SG;2;FIN;ACT	V;PRS
koe	eksperimenteer	kokea	eksperimenteer	V;IMP;SG;2;FIN;ACT	V;PRS
toteutettu	uitgevoer	toteuttaa	uitvoer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
jaksot	episodes	jakso	episode	N;NOM;PL	N;PL
jaksot	tydperke	jakso	tydperk	N;NOM;PL	N;PL
jaksot	periodes	jakso	periode	N;NOM;PL	N;PL
jaksot	seksies	jakso	seksie	N;NOM;PL	N;PL
jaksot	afdelings	jakso	afdeling	N;NOM;PL	N;PL
jaksot	artikels	jakso	artikel	N;NOM;PL	N;PL
sopiva	geskikte	sopiva	geskik	ADJ;NOM;SG	ADJ;NOM
sopiva	toepaslike	sopiva	toepaslik	ADJ;NOM;SG	ADJ;NOM
muusikot	musikante	muusikko	musikant	N;NOM;PL	N;PL
senaattori	senator	senaattori	senator	N;NOM;SG	N;SG
hyväksytty	aangeneem	hyväksyä	aanneem	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
hyväksytty	aanvaar	hyväksyä	aanvaar	V;NOM;SG;V.PTCP;PASS	V;PRS
hyväksytty	goedgekeur	hyväksyä	goedkeur	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
muhammad	mohammed	muha	mohammed	N;NOM;SG	N;SG
seurata	volg	seurata	volg	V;SG;NFIN;ACT	V;PRS
post	plasing	post	plasing	N;NOM;SG	N;SG
mallit	modelle	malli	modelle	N;NOM;PL	N;PL
mallit	voorbeelde	malli	voorbeeld	N;NOM;PL	N;PL
mallit	ontwerpe	malli	ontwerp	N;NOM;PL	N;PL
tilat	holdings	tila	holdings	N;NOM;PL	N;PL
tilat	fasiliteite	tila	fasiliteit	N;NOM;PL	N;PL
tilat	geriewe	tila	rief	N;NOM;PL	N;PL
tilat	ruimtes	tila	ruimte	N;NOM;PL	N;PL
tilat	spasies	tila	spasie	N;NOM;PL	N;PL
koneita	masjiene	kone	masjien	N;PRT;PL	N;PL
laakso	vallei	laakso	vallei	N;NOM;SG	N;SG
mainetta	reputasie	maine	reputasie	N;PRT;SG	N;SG
mainetta	bekendheid	maine	bekendheid	N;PRT;SG	N;SG
pommi	bom	pommi	bom	N;NOM;SG	N;SG
ympäristö	omgewing	ympäristö	omgewing	N;NOM;SG	N;SG
rakennusten	geboue	rakennus	bou	N;GEN;PL	N;PL
linnun	voël	lintu	voël	N;GEN;SG	N;SG
myönnetty	uitgereik	myöntää	uitreik	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
myönnetty	toegestaan	myöntää	toestaan	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
sukupuuttoon	uitwissing	suku#puutto	uitwissing	N;IN+ALL;SG	N;SG
kohteita	items	kohde	item	N;PRT;PL	N;PL
kohteita	bestemmings	kohde	bestemming	N;PRT;PL	N;PL
edustajia	verteenwoordigers	edustaja	verteenwoordiger	N;PRT;PL	N;PL
koodi	kode	koodi	kode	N;NOM;SG	N;SG
argentiina	argentinië	argentiina	argentinië	N;IN+ALL;SG	N;SG
historiaan	geskiedenis	historia	geskiedenis	N;IN+ALL;SG	N;SG
kommentti	kommentaar	kommentti	kommentaar	N;NOM;SG	N;SG
yrityksiä	maatskappye	yritys	maatskappy	N;PRT;PL	N;PL
yrityksiä	ondernemings	yritys	onderneming	N;PRT;PL	N;PL
yrityksiä	besighede	yritys	besigheid	N;PRT;PL	N;PL
tarjolla	beskikbaar	tarjolla	beskikbaar	ADV	ADV
oikeutta	geregtigheid	oikeus	geregtigheid	N;PRT;SG	N;SG
oikeutta	justisie	oikeus	justisie	N;PRT;SG	N;SG
avioliiton	huwelik	avio#liitto	huwelik	N;GEN;SG	N;SG
täyttää	invul	täyttää	invul	V;SG;NFIN;ACT	V;PRS
täyttää	volmaak	täyttää	volmaak	V;SG;NFIN;ACT	V;PRS
normaali	normale	normaali	normaal	ADJ;NOM;SG	ADJ;NOM
japanilaiset	japannees	japanilainen	japannees	N;NOM;PL	N;PL
pelien	speletjies	peli	speletjies	N;GEN;PL	N;PL
pelien	wedstryde	peli	wedstryde	N;GEN;PL	N;PL
varhainen	vroeë	varhainen	vroeg	ADJ;NOM;SG	ADJ;NOM
luotiin	geskep	luoda	skep	V;IND;PST;FIN;PASS	V;PST;V.PTCP
lehtiä	blare	lehti	blaar	N;PRT;PL	N;PL
lehtiä	tydskrifte	lehti	tydskrif	N;PRT;PL	N;PL
hankkeen	projek	hanke	projek	N;GEN;SG	N;SG
yksinkertaisesti	eenvoudig	yksinkertaisesti	eenvoudig	ADV	ADV
juoksija	naaswenner	juoksija	naaswenner	N;NOM;SG	N;SG
keskustella	bespreek	keskustella	bespreek	V;SG;NFIN;ACT	V;PRS
todisteita	bewyse	todiste	bewys	N;PRT;PL	N;PL
