les	the	le	the	DET;DEF;PL	DET;DEF
journal	timeline	journal	timeline	N;MASC;SG	N;SG
journal	journal	journal	journal	N;MASC;SG	N;SG
journal	diary	journal	diary	N;MASC;SG	N;SG
différents	different	différent	different	ADJ;MASC;PL	ADJ
possible	possible	possible	possible	ADJ;MASC;SG	ADJ
dix	ten	dix	ten	NUM	NUM
taille	waist	taille	waist	N;FEM;SG	N;SG
taille	height	taille	height	N;FEM;SG	N;SG
taille	size	taille	size	N;FEM;SG	N;SG
sport	sport	sport	sport	N;MASC;SG	N;SG
principal	main	principal	main	ADJ;MASC;SG	ADJ
principal	principal	principal	principal	ADJ;MASC;SG	ADJ
sujet	topic	sujet	topic	N;MASC;SG	N;SG
sujet	subject	sujet	subject	N;MASC;SG	N;SG
référence	reference	référence	reference	N;FEM;SG	N;SG
croix	cross	croix	cross	N;FEM;SG	N;SG
élections	elections	élection	election	N;FEM;PL	N;PL
mettre	put	mettre	put	V;NFIN	V;IMP;FIN
titres	securities	titre	security	N;MASC;PL	N;PL
titres	titles	titre	title	N;MASC;PL	N;PL
enfin	finally	enfin	finally	ADV	ADV
millions	millions	million	million	N;MASC;PL	N;PL
agglomération	sintering	agglomération	sinter	N;FEM;SG	N;SG
agglomération	agglomeration	agglomération	agglomeration	N;FEM;SG	N;SG
moment	moment	moment	moment	N;MASC;SG	N;SG
chapelle	chapel	chapelle	chapel	N;FEM;SG	N;SG
russe	russian	russe	russian	ADJ;MASC;SG	ADJ
manière	way	manière	way	N;FEM;SG	N;SG
activités	activities	activité	activity	N;FEM;PL	N;PL
réalisateur	director	réalisateur	director	N;MASC;SG	N;SG
réalisateur	filmmaker	réalisateur	filmmaker	N;MASC;SG	N;SG
monument	monument	monument	monument	N;MASC;SG	N;SG
sciences	sciences	science	science	N;FEM;PL	N;PL
radio	radio	radio	radio	N;FEM;SG	N;SG
classe	classroom	classe	classroom	N;FEM;SG	N;SG
classe	class	classe	class	N;FEM;SG	N;SG
lieux	venues	lieu	venue	N;MASC;PL	N;PL
lieux	locations	lieu	location	N;MASC;PL	N;PL
lieux	places	lieu	place	N;MASC;PL	N;PL
née	born	naître	bear	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
actuel	current	actuel	current	ADJ;MASC;SG	ADJ
actuel	present	actuel	present	ADJ;MASC;SG	ADJ
espace	space	espace	space	N;MASC;SG	N;SG
villes	cities	ville	city	N;FEM;PL	N;PL
activité	activity	activité	activity	N;FEM;SG	N;SG
commence	begins	commencer	begin	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
commence	starts	commencer	start	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
organisation	organization	organisation	organization	N;FEM;SG	N;SG
organisation	organisation	organisation	organisation	N;FEM;SG	N;SG
sélection	selection	sélection	selection	N;FEM;SG	N;SG
participe	participates	participer	participate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
institut	institute	institut	institute	N;MASC;SG	N;SG
internationale	international	international	international	ADJ;FEM;SG	ADJ
internationale	internationale	international	internationale	ADJ;FEM;SG	ADJ
cadre	framework	cadre	framework	N;MASC;SG	N;SG
cadre	frame	cadre	frame	N;MASC;SG	N;SG
sept	seven	sept	seven	NUM	NUM
différentes	different	différent	different	ADJ;FEM;PL	ADJ
télévision	television	télévision	television	N;FEM;SG	N;SG
personnage	character	personnage	character	N;MASC;SG	N;SG
précédent	previous	précédent	previous	ADJ;MASC;SG	ADJ
cour	courtyard	cour	courtyard	N;FEM;SG	N;SG
cour	court	cour	court	N;FEM;SG	N;SG
adresse	address	adresse	address	N;FEM;SG	N;SG
résultats	results	résultat	result	N;MASC;PL	N;PL
problème	problem	problème	problem	N;MASC;SG	N;SG
finalement	eventually	finalement	eventually	ADV	ADV
finalement	finally	finalement	finally	ADV	ADV
bonne	good	bon	good	ADJ;FEM;SG	ADJ
nature	nature	nature	nature	N;FEM;SG	N;SG
grandes	large	grand	large	ADJ;FEM;PL	ADJ
vol	flight	vol	flight	N;MASC;SG	N;SG
vol	theft	vol	theft	N;MASC;SG	N;SG
port	port	port	port	N;MASC;SG	N;SG
port	harbour	port	harbour	N;MASC;SG	N;SG
donné	given	donner	give	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
donné	donated	donner	donate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
discussion	discussion	discussion	discussion	N;FEM;SG	N;SG
discussion	chat	discussion	chat	N;FEM;SG	N;SG
dame	lady	dame	lady	N;FEM;SG	N;SG
épouse	bride	épouse	bride	N;FEM;SG	N;SG
épouse	spouse	épouse	spouse	N;FEM;SG	N;SG
épouse	wife	épouse	wife	N;FEM;SG	N;SG
historiques	historic	historique	historic	ADJ;MASC;PL	ADJ
historiques	historical	historique	historical	ADJ;MASC;PL	ADJ
axe	axe	axe	be	N;MASC;SG	N;SG
axe	axis	axe	axis	N;MASC;SG	N;SG
mesure	measuring	mesure	measure	N;FEM;SG	N;SG
mesure	measurement	mesure	measurement	N;FEM;SG	N;SG
mesure	measure	mesure	measure	N;FEM;SG	N;SG
prendre	taking	prendre	take	V;NFIN	V;V.MSDR
prendre	take	prendre	take	V;NFIN	V;IMP;FIN
important	important	important	important	ADJ;MASC;SG	ADJ
force	strength	force	strength	N;FEM;SG	N;SG
force	force	force	force	N;FEM;SG	N;SG
couleur	color	couleur	color	N;FEM;SG	N;SG
couleur	colour	couleur	colour	N;FEM;SG	N;SG
collection	collection	collection	collection	N;FEM;SG	N;SG
actrice	actress	acteur	actress	N;FEM;SG	N;SG
élu	elected	élire	elect	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
régiment	regiment	régiment	regiment	N;MASC;SG	N;SG
station	station	station	station	N;FEM;SG	N;SG
bande	band	bande	band	N;FEM;SG	N;SG
bande	tape	bande	tape	N;FEM;SG	N;SG
bande	gang	bande	gang	N;FEM;SG	N;SG
capitale	capital	capitale	capital	N;FEM;SG	N;SG
côte	rib	côte	rib	N;FEM;SG	N;SG
côte	coastline	côte	coastline	N;FEM;SG	N;SG
côte	coast	côte	coast	N;FEM;SG	N;SG
façon	way	façon	way	N;FEM;SG	N;SG
étape	step	étape	step	N;FEM;SG	N;SG
étape	stage	étape	stage	N;FEM;SG	N;SG
créée	created	créer	create	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
combat	battle	combat	battle	N;MASC;SG	N;SG
combat	fighting	combat	fighting	N;MASC;SG	N;SG
combat	combat	combat	combat	N;MASC;SG	N;SG
footballeur	footballer	footballeur	footballer	N;MASC;SG	N;SG
forces	strengths	force	strength	N;FEM;PL	N;PL
forces	forces	force	force	N;FEM;PL	N;PL
mètres	meters	mètre	meter	N;MASC;PL	N;PL
mètres	metres	mètre	metre	N;MASC;PL	N;PL
possède	possesses	posséder	possess	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
possède	owns	posséder	own	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
presse	press	presse	press	N;FEM;SG	N;SG
académie	academy	académie	academy	N;FEM;SG	N;SG
construit	constructed	construire	construct	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
construit	built	construire	build	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
tournoi	tournament	tournoi	tournament	N;MASC;SG	N;SG
épisodes	episodes	épisode	episode	N;MASC;PL	N;PL
passage	passage	passage	passage	N;MASC;SG	N;SG
revue	journal	revue	journal	N;FEM;SG	N;SG
revue	magazine	revue	magazine	N;FEM;SG	N;SG
revue	review	revue	review	N;FEM;SG	N;SG
jeunes	young	jeune	young	ADJ;MASC;PL	ADJ
présence	attendance	présence	attendance	N;FEM;SG	N;SG
présence	presence	présence	presence	N;FEM;SG	N;SG
course	race	course	race	N;FEM;SG	N;SG
course	racing	course	racing	N;FEM;SG	N;SG
ceinture	belt	ceinture	belt	N;FEM;SG	N;SG
meilleure	better	meilleur	better	ADJ;FEM;SG	ADJ;CMPR
meilleure	best	meilleur	best	ADJ;FEM;SG	ADJ;RL
tableau	table	tableau	table	N;MASC;SG	N;SG
heures	hours	heure	hour	N;FEM;PL	N;PL
maître	master	maître	master	N;MASC;SG	N;SG
services	services	service	service	N;MASC;PL	N;PL
marque	brand	marque	brand	N;FEM;SG	N;SG
marque	trademark	marque	trademark	N;FEM;SG	N;SG
intérieur	indoor	intérieur	indoor	N;MASC;SG	N;SG
intérieur	interior	intérieur	interior	N;MASC;SG	N;SG
appelé	called	appeler	call	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
locales	local	local	local	ADJ;FEM;PL	ADJ
subdivision	subdivision	subdivision	subdivision	N;FEM;SG	N;SG
qualité	quality	qualité	quality	N;FEM;SG	N;SG
langues	languages	langue	language	N;FEM;PL	N;PL
propre	own	propre	own	ADJ;MASC;SG	ADJ
propre	clean	propre	clean	ADJ;MASC;SG	ADJ
lettres	letters	lettre	letter	N;FEM;PL	N;PL
patrimoine	patrimony	patrimoine	patrimony	N;MASC;SG	N;SG
patrimoine	heritage	patrimoine	heritage	N;MASC;SG	N;SG
évolution	evolution	évolution	evolution	N;FEM;SG	N;SG
tours	towers	tour	tower	N;MASC;PL	N;PL
tours	tours	tour	tour	N;MASC;PL	N;PL
obtient	gets	obtenir	get	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
obtient	obtains	obtenir	obtain	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
compositeur	songwriter	compositeur	songwriter	N;MASC;SG	N;SG
compositeur	composer	compositeur	composer	N;MASC;SG	N;SG
joueurs	players	joueur	player	N;MASC;PL	N;PL
joueurs	gamers	joueur	gamer	N;MASC;PL	N;PL
généralement	usually	généralement	usually	ADV	ADV
généralement	typically	généralement	typically	ADV	ADV
généralement	generally	généralement	generally	ADV	ADV
rock	rock	rock	rock	N;MASC;SG	N;SG
abbaye	abbey	abbaye	abbey	N;FEM;SG	N;SG
nuit	night	nuit	night	N;FEM;SG	N;SG
principalement	mostly	principalement	mostly	ADV	ADV
principalement	mainly	principalement	mainly	ADV	ADV
principalement	predominantly	principalement	predominantly	ADV	ADV
principalement	primarily	principalement	primarily	ADV	ADV
prise	taken	prendre	take	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
clubs	clubs	club	club	N;MASC;PL	N;PL
générale	general	général	general	ADJ;FEM;SG	ADJ
vitesse	velocity	vitesse	velocity	N;FEM;SG	N;SG
vitesse	speed	vitesse	speed	N;FEM;SG	N;SG
scénario	screenplay	scénario	screenplay	N;MASC;SG	N;SG
scénario	scenario	scénario	scenario	N;MASC;SG	N;SG
scénario	script	scénario	script	N;MASC;SG	N;SG
chemin	path	chemin	path	N;MASC;SG	N;SG
chemin	road	chemin	road	N;MASC;SG	N;SG
réalisation	realisation	réalisation	realisation	N;FEM;SG	N;SG
réalisation	realization	réalisation	realization	N;FEM;SG	N;SG
centrale	central	central	central	ADJ;FEM;SG	ADJ
statut	status	statut	status	N;MASC;SG	N;SG
statut	statute	statut	statute	N;MASC;SG	N;SG
groupes	bands	groupe	band	N;MASC;PL	N;PL
groupes	groups	groupe	group	N;MASC;PL	N;PL
avis	opinion	avis	opinion	N;MASC;SG	N;SG
avis	notice	avis	notice	N;MASC;SG	N;SG
éléments	elements	élément	element	N;MASC;PL	N;PL
salle	room	salle	room	N;FEM;SG	N;SG
carte	map	carte	map	N;FEM;SG	N;SG
sociale	social	social	social	ADJ;FEM;SG	ADJ
valeur	value	valeur	value	N;FEM;SG	N;SG
utilisation	usage	utilisation	usage	N;FEM;SG	N;SG
allemande	german	allemand	german	ADJ;FEM;SG	ADJ
palais	palace	palais	palace	N;MASC;SG	N;SG
émission	emission	émission	emission	N;FEM;SG	N;SG
composé	composed	composer	compose	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
situation	situation	situation	situation	N;FEM;SG	N;SG
droits	rights	droit	rights	N;MASC;PL	N;PL
court	short	court	short	ADJ;MASC;SG	ADJ
vallée	valley	vallée	valley	N;FEM;SG	N;SG
comité	committee	comité	committee	N;MASC;SG	N;SG
anciens	ancient	ancien	ancient	ADJ;MASC;PL	ADJ
anciens	old	ancien	old	ADJ;MASC;PL	ADJ
rugby	rugby	rugby	rugby	N;MASC;SG	N;SG
cité	quoted	citer	quote	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
basse	low	bas	low	ADJ;FEM;SG	ADJ
occasion	occasion	occasion	occasion	N;FEM;SG	N;SG
nationalité	nationality	nationalité	nationality	N;FEM;SG	N;SG
nationalité	citizenship	nationalité	citizenship	N;FEM;SG	N;SG
chambre	room	chambre	room	N;FEM;SG	N;SG
chambre	bedroom	chambre	bedroom	N;FEM;SG	N;SG
nouveaux	new	nouveau	new	ADJ;MASC;PL	ADJ
savoir	know	savoir	know	V;NFIN	V;IND;PRS;FIN
glace	ice	glace	ice	N;FEM;SG	N;SG
originale	original	original	original	ADJ;FEM;SG	ADJ
proche	close	proche	close	ADJ;MASC;SG	ADJ
mot	word	mot	word	N;MASC;SG	N;SG
main	hand	main	hand	N;FEM;SG	N;SG
assemblée	assembly	assemblée	assembly	N;FEM;SG	N;SG
populaire	popular	populaire	popular	ADJ;MASC;SG	ADJ
critique	critical	critique	critical	ADJ;MASC;SG	ADJ
publication	post	publication	post	N;FEM;SG	N;SG
publication	publication	publication	publication	N;FEM;SG	N;SG
publication	publishing	publication	publish	N;FEM;SG	N;SG
japonais	japanese	japonais	japanese	ADJ;MASC;SG	ADJ
hôtel	hotel	hôtel	hotel	N;MASC;SG	N;SG
catholique	catholic	catholique	catholic	ADJ;MASC;SG	ADJ
mission	mission	mission	mission	N;FEM;SG	N;SG
https	https	https	http	N;MASC;SG	N;SG
accord	accord	accord	accord	N;MASC;SG	N;SG
accord	chord	accord	chord	N;MASC;SG	N;SG
accord	agreement	accord	agreement	N;MASC;SG	N;SG
campagne	countryside	campagne	countryside	N;FEM;SG	N;SG
campagne	campaign	campagne	campaign	N;FEM;SG	N;SG
rapidement	quickly	rapidement	quickly	ADV	ADV
traduction	translation	traduction	translation	N;FEM;SG	N;SG
départ	departure	départ	departure	N;MASC;SG	N;SG
étude	study	étude	study	N;FEM;SG	N;SG
programme	program	programme	program	N;MASC;SG	N;SG
programme	programme	programme	programme	N;MASC;SG	N;SG
importante	important	important	important	ADJ;FEM;SG	ADJ
choix	selection	choix	selection	N;MASC;SG	N;SG
choix	choice	choix	choice	N;MASC;SG	N;SG
coup	blow	coup	blow	N;MASC;SG	N;SG
coup	shot	coup	shot	N;MASC;SG	N;SG
enfant	child	enfant	child	N;MASC;SG	N;SG
information	information	information	information	N;FEM;SG	N;SG
défense	defence	défense	defence	N;FEM;SG	N;SG
défense	defense	défense	defense	N;FEM;SG	N;SG
contrôle	control	contrôle	control	N;MASC;SG	N;SG
noms	names	nom	name	N;MASC;PL	N;PL
internet	internet	internet	internet	N;MASC;SG	N;SG
label	label	label	label	N;MASC;SG	N;SG
hiver	winter	hiver	winter	N;MASC;SG	N;SG
fondation	foundation	fondation	foundation	N;FEM;SG	N;SG
européenne	european	européen	european	ADJ;FEM;SG	ADJ
troupes	troops	troupe	troops	N;FEM;PL	N;PL
file	queue	file	queue	N;FEM;SG	N;SG
cœur	heart	cœur	heart	N;MASC;SG	N;SG
îles	islands	île	island	N;FEM;PL	N;PL
pris	caught	prendre	catch	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
pris	took	prendre	take	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
pris	taken	prendre	take	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
marine	navy	marine	navy	N;FEM;SG	N;SG
marine	marine	marine	marine	N;FEM;SG	N;SG
bâtiment	building	bâtiment	building	N;MASC;SG	N;SG
juste	just	juste	just	ADV	ADV
fondé	founded	fonder	found	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
vient	comes	venir	come	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
faisant	doing	faire	do	V;PRS;V.PTCP	V;V.MSDR
mont	mount	mont	mount	N;MASC;SG	N;SG
statistiques	statistics	statistique	statistic	N;FEM;PL	N;PL
statistiques	stats	statistique	stat	N;FEM;PL	N;PL
science	science	science	science	N;FEM;SG	N;SG
personnages	characters	personnage	character	N;MASC;PL	N;PL
bonjour	hello	bonjour	hello	INTJ	INTJ
altitude	altitude	altitude	altitude	N;FEM;SG	N;SG
altitude	elevation	altitude	elevation	N;FEM;SG	N;SG
économique	economic	économique	economic	ADJ;MASC;SG	ADJ
unité	unity	unité	unity	N;FEM;SG	N;SG
unité	unit	unité	unit	N;FEM;SG	N;SG
particulièrement	particularly	particulièrement	particularly	ADV	ADV
particulièrement	especially	particulièrement	especially	ADV	ADV
lignes	rows	ligne	row	N;FEM;PL	N;PL
lignes	lines	ligne	line	N;FEM;PL	N;PL
idée	idea	idée	idea	N;FEM;SG	N;SG
éditeur	publisher	éditeur	publisher	N;MASC;SG	N;SG
éditeur	editor	éditeur	editor	N;MASC;SG	N;SG
littérature	literature	littérature	literature	N;FEM;SG	N;SG
attaque	stroke	attaque	stroke	N;FEM;SG	N;SG
attaque	attack	attaque	attack	N;FEM;SG	N;SG
records	records	record	record	N;MASC;PL	N;PL
principaux	main	principal	main	ADJ;MASC;PL	ADJ
sol	soil	sol	soil	N;MASC;SG	N;SG
sol	floor	sol	floor	N;MASC;SG	N;SG
chaîne	chain	chaîne	chain	N;FEM;SG	N;SG
chaîne	channel	chaîne	channel	N;FEM;SG	N;SG
chaîne	string	chaîne	string	N;FEM;SG	N;SG
fondée	founded	fonder	found	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
actuellement	currently	actuellement	currently	ADV	ADV
reçoit	receives	recevoir	receive	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fond	bottom	fond	bottom	N;MASC;SG	N;SG
fond	background	fond	background	N;MASC;SG	N;SG
format	format	format	format	N;MASC;SG	N;SG
mode	fashion	mode	fashion	N;FEM;SG	N;SG
mode	mode	mode	mode	N;FEM;SG	N;SG
original	original	original	original	ADJ;MASC;SG	ADJ
espagnol	spanish	espagnol	spanish	ADJ;MASC;SG	ADJ
producteur	producer	producteur	producer	N;MASC;SG	N;SG
artiste	artist	artiste	artist	N;MASC;SG	N;SG
créer	create	créer	create	V;NFIN	V;IMP;FIN
créer	creating	créer	create	V;NFIN	V;V.MSDR
composition	composition	composition	composition	N;FEM;SG	N;SG
décide	decides	décider	decide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
décide	resolves	décider	resolve	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
garde	guard	garde	guard	N;FEM;SG	N;SG
garde	custody	garde	custody	N;FEM;SG	N;SG
sécurité	security	sécurité	security	N;FEM;SG	N;SG
sécurité	safety	sécurité	safety	N;FEM;SG	N;SG
fédération	federation	fédération	federation	N;FEM;SG	N;SG
police	font	police	font	N;FEM;SG	N;SG
comédie	comedy	comédie	comedy	N;FEM;SG	N;SG
infanterie	infantry	infanterie	infantry	N;FEM;SG	N;SG
ministère	ministry	ministère	ministry	N;MASC;SG	N;SG
chevalier	knight	chevalier	knight	N;MASC;SG	N;SG
chevalier	chevalier	chevalier	chevalier	N;MASC;SG	N;SG
armes	arms	arme	arm	N;FEM;PL	N;PL
armes	weapons	arme	weapon	N;FEM;PL	N;PL
armes	firearms	arme	firearm	N;FEM;PL	N;PL
armes	guns	arme	gun	N;FEM;PL	N;PL
livres	books	livre	book	N;MASC;PL	N;PL
principales	main	principal	main	ADJ;FEM;PL	ADJ
personnalités	personalities	personnalité	personality	N;FEM;PL	N;PL
unique	single	unique	single	ADJ;MASC;SG	ADJ
unique	unique	unique	unique	ADJ;MASC;SG	ADJ
large	wide	large	wide	ADJ;MASC;SG	ADJ
tel	such	tel	such	ADJ;MASC;SG	ADJ
commission	commission	commission	commission	N;FEM;SG	N;SG
demandé	requested	demander	request	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
demandé	asked	demander	ask	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
divers	various	divers	various	ADJ;MASC;PL	ADJ
divers	miscellaneous	divers	miscellaneous	ADJ;MASC;PL	ADJ
tels	such	tel	such	ADJ;MASC;PL	ADJ
décision	decision	décision	decision	N;FEM;SG	N;SG
actuelle	current	actuel	current	ADJ;FEM;SG	ADJ
classique	classical	classique	classical	ADJ;MASC;SG	ADJ
classique	classic	classique	classic	ADJ;MASC;SG	ADJ
présent	present	présent	present	ADJ;MASC;SG	ADJ
mandat	warrant	mandat	warrant	N;MASC;SG	N;SG
mandat	mandate	mandat	mandate	N;MASC;SG	N;SG
taux	rate	taux	rate	N;MASC;SG	N;SG
surface	surface	surface	surface	N;FEM;SG	N;SG
architecture	architecture	architecture	architecture	N;FEM;SG	N;SG
inscrit	registered	inscrire	register	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
inscrit	enrolled	inscrire	enrol	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
astéroïde	asteroid	astéroïde	asteroid	N;MASC;SG	N;SG
transport	transportation	transport	transportation	N;MASC;SG	N;SG
transport	transport	transport	transport	N;MASC;SG	N;SG
sort	spell	sort	spell	N;MASC;SG	N;SG
annonce	announcement	annonce	announcement	N;FEM;SG	N;SG
annonce	advertisement	annonce	advertisement	N;FEM;SG	N;SG
pièce	coin	pièce	coin	N;FEM;SG	N;SG
pratique	convenient	pratique	convenient	ADJ;FEM;SG	ADJ
pratique	practical	pratique	practical	ADJ;FEM;SG	ADJ
conseiller	adviser	conseiller	adviser	N;MASC;SG	N;SG
conseiller	consultant	conseiller	consultant	N;MASC;SG	N;SG
conseiller	counsellor	conseiller	counsellor	N;MASC;SG	N;SG
conseiller	advisor	conseiller	advisor	N;MASC;SG	N;SG
portail	portal	portail	portal	N;MASC;SG	N;SG
terrain	land	terrain	land	N;MASC;SG	N;SG
terrain	terrain	terrain	terrain	N;MASC;SG	N;SG
usage	usage	usage	usage	N;MASC;SG	N;SG
comprend	understands	comprendre	understand	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comprend	includes	comprendre	include	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
secrétaire	secretary	secrétaire	secretary	N;MASC;SG	N;SG
tennis	tennis	tennis	tennis	N;MASC;SG	N;SG
donner	donate	donner	donate	V;NFIN	V;IMP;FIN
donner	give	donner	give	V;NFIN	V;IMP;FIN
chose	thing	chose	thing	N;FEM;SG	N;SG
pièces	coins	pièce	coin	N;FEM;PL	N;PL
pièces	parts	pièce	part	N;FEM;PL	N;PL
fonctions	functions	fonction	function	N;FEM;PL	N;PL
fonctions	features	fonction	feature	N;FEM;PL	N;PL
fonctions	duties	fonction	duty	N;FEM;PL	N;PL
accès	access	accès	access	N;MASC;SG	N;SG
charge	load	charge	load	N;FEM;SG	N;SG
charge	charge	charge	charge	N;FEM;SG	N;SG
sites	sites	site	site	N;MASC;PL	N;PL
sites	websites	site	website	N;MASC;PL	N;PL
basket	basket	basket	basket	N;MASC;SG	N;SG
basket	basketball	basket	basketball	N;MASC;SG	N;SG
utiliser	using	utiliser	use	V;NFIN	V;V.MSDR
utiliser	use	utiliser	use	V;NFIN	V;IMP;FIN
économie	economy	économie	economy	N;FEM;SG	N;SG
longueur	length	longueur	length	N;FEM;SG	N;SG
légende	legend	légende	legend	N;FEM;SG	N;SG
vingt	twenty	vingt	twenty	NUM	NUM
conditions	conditions	condition	condition	N;FEM;PL	N;PL
élection	election	élection	election	N;FEM;SG	N;SG
protection	protection	protection	protection	N;FEM;SG	N;SG
scénariste	writer	scénariste	writer	N;MASC;SG	N;SG
scénariste	screenwriter	scénariste	screenwriter	N;MASC;SG	N;SG
bibliothèque	library	bibliothèque	library	N;FEM;SG	N;SG
commerce	commerce	commerce	commerce	N;MASC;SG	N;SG
commerce	trade	commerce	trade	N;MASC;SG	N;SG
influence	influence	influence	influence	N;FEM;SG	N;SG
énergie	energy	énergie	energy	N;FEM;SG	N;SG
publique	public	public	public	ADJ;FEM;SG	ADJ
petits	small	petit	small	ADJ;MASC;PL	ADJ
parties	parts	partie	part	N;FEM;PL	N;PL
parties	parties	partie	party	N;FEM;PL	N;PL
fiction	fiction	fiction	fiction	N;FEM;SG	N;SG
intérêt	interest	intérêt	interest	N;MASC;SG	N;SG
structure	structure	structure	structure	N;FEM;SG	N;SG
kilomètres	kilometres	kilomètre	kilometre	N;MASC;PL	N;PL
kilomètres	miles	kilomètre	mile	N;MASC;PL	N;PL
kilomètres	kilometers	kilomètre	kilometer	N;MASC;PL	N;PL
jeunesse	youth	jeunesse	youth	N;FEM;SG	N;SG
régions	regions	région	region	N;FEM;PL	N;PL
majorité	majority	majorité	majority	N;FEM;SG	N;SG
passer	pass	passer	pass	V;NFIN	V;IMP;FIN
enseignement	teaching	enseignement	teaching	N;MASC;SG	N;SG
enseignement	education	enseignement	education	N;MASC;SG	N;SG
seigneur	lord	seigneur	lord	N;MASC;SG	N;SG
veut	wants	vouloir	want	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
exposition	exhibit	exposition	exhibit	N;FEM;SG	N;SG
exposition	exhibition	exposition	exhibition	N;FEM;SG	N;SG
exposition	exposure	exposition	exposure	N;FEM;SG	N;SG
poids	weight	poids	weight	N;MASC;SG	N;SG
santé	health	santé	health	N;FEM;SG	N;SG
heure	hour	heure	hour	N;FEM;SG	N;SG
heure	time	heure	time	N;FEM;SG	N;SG
feu	fire	feu	fire	N;MASC;SG	N;SG
italienne	italian	italien	italian	ADJ;FEM;SG	ADJ
atteint	reached	atteindre	reach	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
atteint	achieved	atteindre	achieve	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
profession	profession	profession	profession	N;FEM;SG	N;SG
profession	occupation	profession	occupation	N;FEM;SG	N;SG
trouver	find	trouver	find	V;NFIN	V;IMP;FIN
voyage	travel	voyage	travel	N;MASC;SG	N;SG
voyage	journey	voyage	journey	N;MASC;SG	N;SG
voyage	trip	voyage	trip	N;MASC;SG	N;SG
supérieur	superior	supérieur	superior	ADJ;MASC;SG	ADJ
supérieur	higher	supérieur	higher	ADJ;MASC;SG	ADJ;CMPR
logo	logo	logo	logo	N;MASC;SG	N;SG
gestion	management	gestion	management	N;FEM;SG	N;SG
