bir	ایک.	bir	ایک.		
ev	دارالاصلاح.	ev	دارالاصلاح.	N;NOM;SG;3	N;NOM;MASC;SG;3
ev	بل	ev	بل	N;NOM;SG;3	N;NOM;MASC;SG;3
ev	پالتو	ev	پالتو	N;NOM;SG;3	N;NOM;MASC;SG;3
ev	گھر	ev	گھر	N;NOM;SG;3	N;NOM;MASC;SG;3
ev	سوراخ	ev	سوراخ	N;NOM;SG;3	N;NOM;MASC;SG;3
ev	دارالاصلاح.	ev	دارالاصلاح.	N;NOM;SG;3	N;NOM;MASC;SG;3
ev	بل	ev	بل	N;NOM;SG;3	N;NOM;MASC;SG;3
hareket	حرکت	hareket	حرکت	N;NOM;SG;3	N;NOM;MASC;SG;3
hareket	حرکت	hareket	حرکت	N;NOM;SG;3	N;NOM;MASC;SG;3
hareket	حرکت	hareket	حرکت	N;NOM;SG;3	N;NOM;MASC;SG;3
bölgesi	خطہ	bölge	خطہ	N;NOM;SG;3	N;NOM;MASC;SG;3
bölgesi	شعبہ	bölge	شعبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
bölgesi	علاقہ	bölge	علاقہ	N;NOM;SG;3	N;NOM;MASC;SG;3
bölgesi	ریاست	bölge	ریاست	N;NOM;SG;3	N;NOM;FEM;SG;3
kontrol	روک.	kontrol	روک.		
yaşayan	بولی	yaşa	بول	V;PFV;IND;POS;PRS;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
hiç	ہمیشہ	hiç	ہمیشہ	ADV	ADV
ifade	برخاستگی	ifade	برخاستگی	N;NOM;SG;3	N;NOM;MASC;SG;3
ifade	شہادت	ifade	شہادت	N;NOM;SG;3	N;NOM;MASC;SG;3
ifade	اظہار	ifade	اظہار	N;NOM;SG;3	N;NOM;MASC;SG;3
ifade	بیان	ifade	بیان	N;NOM;SG;3	N;NOM;MASC;SG;3
ifade	تصریح	ifade	تصریح	N;NOM;SG;3	N;NOM;MASC;SG;3
şey	شے	şey	شے	N;NOM;SG;3	N;NOM;FEM;SG;3
şey	اثاثہ.	şey	اثاثہ.	N;NOM;SG;3	N;NOM;MASC;SG;3
şey	بات	şey	بات	N;NOM;SG;3	N;NOM;FEM;SG;3
şey	قول	şey	قول	N;NOM;SG;3	N;NOM;MASC;SG;3
şey	طریقہ.	şey	طریقہ.	N;NOM;SG;3	N;NOM;MASC;SG;3
yönetim	معالجہ.	yönetim	معالجہ.		
final	اخیر	final	اخیر		
forma	(	forma	(		
dizi	لباس	dizi	لباس	N;NOM;SG;3	N;NOM;MASC;SG;3
dizi	قطار	dizi	قطار	N;NOM;SG;3	N;NOM;MASC;SG;3
dizi	سلسلہ	dizi	سلسلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
dizi	تسلسل	dizi	تسلسل	N;NOM;SG;3	N;NOM;MASC;SG;3
gerekli	لازم	gerekli	لازم		
ayrı	الگ	ayrı	الگ	ADJ	ADJ
ayrı	جداگانہ	ayrı	جداگانہ	ADJ	ADJ
yerleşim	مواد	yerleş	مواد		
adet	دور.	adet	دور.		
yaz	قلم	yaz	قلم		
yaz	(	yaz	(		
yaz	in	yaz	in		
göz	آنکھ	göz	آنکھ	N;NOM;SG;3	N;NOM;MASC;SG;3
göz	بصارت	göz	بصارت	N;NOM;SG;3	N;NOM;MASC;SG;3
göz	شعور	göz	شعور	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	رسوخ	durum	رسوخ	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	رسائی.	durum	رسائی.	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	مرتبہ	durum	مرتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	رسوخ	durum	رسوخ	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	رسائی.	durum	رسائی.	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	درجہ	durum	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	کوائف	durum	کوائف	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	ماحول	durum	ماحول	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	عہدہ	durum	عہدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	شرط	durum	شرط	N;NOM;SG;3	N;NOM;FEM;SG;3
durum	موجب	durum	موجب	N;NOM;SG;3	N;NOM;MASC;SG;3
durum	کیفیت	durum	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
yıldız	ستارہ.	yıldız	ستارہ.		
yıldız	ستارہ.	yıldız	ستارہ.		
gelenek	روایت	gelenek	روایت	N;NOM;SG;3	N;NOM;FEM;SG;3
gelenek	ریت	gelenek	ریت	N;NOM;SG;3	N;NOM;MASC;SG;3
gelenek	رواج	gelenek	رواج	N;NOM;SG;3	N;NOM;MASC;SG;3
gelenek	عادت	gelenek	عادت	N;NOM;SG;3	N;NOM;FEM;SG;3
tip	طرح.	tip	طرح.		
tip	زمرہ.	tip	زمرہ.		
mücadele	(	mücadele	(		
mücadele	(	mücadele	(		
mücadele	(	mücadele	(		
mücadele	(	mücadele	(		
yanlış	غلط	yanlış	غلط	ADJ	ADJ
yanlış	نامناسب	yanlış	نامناسب	ADJ	ADJ
yanlış	خراب	yanlış	خراب	ADJ	ADJ
yanlış	غلط	yanlış	غلط	ADJ	ADJ
yanlış	نامناسب	yanlış	نامناسب	ADJ	ADJ
yanlış	خراب	yanlış	خراب	ADJ	ADJ
yanlış	غیرقانونی	yanlış	غیرقانونی	ADJ	ADJ
yanlış	جعلی	yanlış	جعلی	ADJ	ADJ
yanlış	ناجائز	yanlış	ناجائز	ADJ	ADJ
yanlış	غلط	yanlış	غلط	ADJ	ADJ
yanlış	غیرقانونی	yanlış	غیرقانونی	ADJ	ADJ
yanlış	نقلی	yanlış	نقلی	ADJ	ADJ
yanlış	جعلی	yanlış	جعلی	ADJ	ADJ
yanlış	ناجائز	yanlış	ناجائز	ADJ	ADJ
al	پانا	al	پانا	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
al	کھانا	al	کھا	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	سمجھنا	al	سمجھ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	پکڑنا	al	پکڑ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	چُننا	al	چُن	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	آزمانا	al	آزما	V;PFV;IMP;SG;2;POS;PRS	V;SG;ACT
al	ڈالنا	al	ڈال	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	کمانا	al	کمانا	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	چاہنا	al	چاہ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	سیکھنا	al	سیکھ	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
al	سمجھنا	al	سمجھ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	کمانا	al	کمانا	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	پانا	al	پانا	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
al	سیکھنا	al	سیکھ	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
al	سمجھنا	al	سمجھ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
al	کمانا	al	کمانا	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
gerçek	سچّا	gerçek	سچّا		
gerçek	سچّا	gerçek	سچّا		
gerçek	سچّا	gerçek	سچّا		
ses	رطوبت	ses	رطوبت	N;NOM;SG;3	N;NOM;FEM;SG;3
ses	صوت	ses	صوت	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	آواز	ses	آواز	N;NOM;SG;3	N;NOM;FEM;SG;3
ses	رطوبت	ses	رطوبت	N;NOM;SG;3	N;NOM;FEM;SG;3
ses	صوت	ses	صوت	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	v	ses	v	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	طور	ses	طور	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	g	ses	g	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	d	ses	d	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	صوت	ses	صوت	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	آواز	ses	آواز	N;NOM;SG;3	N;NOM;FEM;SG;3
ses	صوت	ses	صوت	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	شور	ses	شور	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	وسعت	ses	وسعت	N;NOM;SG;3	N;NOM;MASC;SG;3
ses	کتاب	ses	کتاب	N;NOM;SG;3	N;NOM;MASC;SG;3
rock	تھرکنا.	rock	تھرکنا.		
rock	رقم.	rock	رقم.		
rock	خصیے.	rock	خصیے.		
milli	قومی	milli	قومی	ADJ	ADJ
kitap	رسالہ	kitap	رسالہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kitap	جریدہ	kitap	جریدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kitap	لیبل	kitap	لیبل	N;NOM;SG;3	N;NOM;MASC;SG;3
temsil	مورت	temsil	مورت		
temsil	(	temsil	(		
ten	پوست	ten	پوست		
with	مقابلہ.	with	مقابلہ.		
with	مقابلہ.	with	مقابلہ.		
by	بجانب	by	بجانب		
by	جونہی	by	جونہی		
bakanı	وزیر	bakan	وزیر	N;NOM;SG;3	N;NOM;MASC;SG;3
benzer	جوڑ.	benze	جوڑ.		
inşa	ہاڑ	inşa	ہاڑ		
inşa	ہاڑ	inşa	ہاڑ		
türü	طرح.	tür	طرح.		
türü	زمرہ.	tür	زمرہ.		
başkanlığı	صدارت	başkanlık	صدارت	N;NOM;SG;3	N;NOM;MASC;SG;3
başkanlığı	چیئرمینی	başkanlık	چیئرمینی	N;NOM;SG;3	N;NOM;MASC;SG;3
başkanlığı	صدارت	başkanlık	صدارت	N;NOM;SG;3	N;NOM;MASC;SG;3
as	on	as	on		
as	یکہ	as	یکہ		
van	چھڑلا.	van	چھڑلا.		
van	چھاج	van	چھاج		
örnek	مثال.	örnek	مثال.		
durumu	رسوخ	durum	رسوخ	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	رسائی.	durum	رسائی.	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	مرتبہ	durum	مرتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	رسوخ	durum	رسوخ	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	رسائی.	durum	رسائی.	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	درجہ	durum	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	شرط	durum	شرط	N;NOM;SG;3	N;NOM;FEM;SG;3
durumu	موجب	durum	موجب	N;NOM;SG;3	N;NOM;MASC;SG;3
durumu	کیفیت	durum	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
kırmızı	اشتراکی	kırmızı	اشتراکی	ADJ	ADJ
kırmızı	سرخ	kırmızı	سرخ	ADJ	ADJ
kırmızı	روسی	kırmızı	روسی	ADJ	ADJ
ön	to	ön	to		
ön	اگلا	ön	اگلا		
ön	to	ön	to		
ön	اگلا	ön	اگلا		
tamamen	عین	tamamen	عین		
tipi	طرح.	tip	طرح.		
tipi	زمرہ.	tip	زمرہ.		
yardım	مدد	yardım	مدد	N;NOM;SG;3	N;NOM;MASC;SG;3
yardım	علاج	yardım	علاج	N;NOM;SG;3	N;NOM;MASC;SG;3
yardım	مدد	yardım	مدد	N;NOM;SG;3	N;NOM;MASC;SG;3
yardım	علاج	yardım	علاج	N;NOM;SG;3	N;NOM;MASC;SG;3
değer	دام	değer	دام		
değer	ارز	değer	ارز		
oranı	درجہ	oran	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
oranı	شرح	oran	شرح	N;NOM;SG;3	N;NOM;FEM;SG;3
oranı	درجہ	oran	درجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
oranı	تناسب	oran	تناسب	N;NOM;SG;3	N;NOM;MASC;SG;3
bugün	آج	bugün	آج	N;NOM;SG;3	N;NOM;MASC;SG;3
single	سچّا	sing	سچّا		
single	تنہا	sing	تنہا		
single	سچّا	sing	سچّا		
ekonomik	معاشی	ekonomik	معاشی	ADJ	ADJ
ekonomik	عملی	ekonomik	عملی	ADJ	ADJ
ekonomik	کاروباری	ekonomik	کاروباری	ADJ	ADJ
adam	آدمی	adam	آدمی	N;NOM;SG;3	N;NOM;MASC;SG;3
adam	شخص	adam	شخص	N;NOM;SG;3	N;NOM;MASC;SG;3
adam	سپاہی	adam	سپاہی	N;NOM;SG;3	N;NOM;MASC;SG;3
adam	پیشے	adam	پیشا	N;NOM;SG;3	N;NOM;MASC;SG;3
adam	شطرنج	adam	شطرنج	N;NOM;SG;3	N;NOM;MASC;SG;3
adam	انسان	adam	انسان	N;NOM;SG;3	N;NOM;MASC;SG;3
adam	جہاز	adam	جہاز	N;NOM;SG;3	N;NOM;MASC;SG;3
it	گھسنا	it	گھسنا		
it	بحران.	it	بحران.		
it	گھسنا	it	گھسنا		
it	بحران.	it	بحران.		
hizmet	تربیت	hizmet	تربیت	N;NOM;SG;3	N;NOM;MASC;SG;3
hizmet	بجلی	hizmet	بجلی	N;NOM;SG;3	N;NOM;FEM;SG;3
hizmet	دعا	hizmet	دعا	N;NOM;SG;3	N;NOM;FEM;SG;3
hizmet	گیس	hizmet	گیس	N;NOM;SG;3	N;NOM;MASC;SG;3
hizmet	خدمت	hizmet	خدمت	N;NOM;SG;3	N;NOM;FEM;SG;3
çalışma	پڑھائی	çalış	پڑھا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;FEM;SG;V.PTCP;ACT
çalışma	کوٹنا	çalış	کوٹنا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çalışma	پھڑکنا	çalış	پھڑک	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çalışma	سنبھالنا	çalış	سنبھال	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
çalışma	چلانا	çalış	چلا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
çalışma	کوٹنا	çalış	کوٹنا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çalışma	پھڑکنا	çalış	پھڑک	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çalışma	سنبھالنا	çalış	سنبھال	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
çalışma	چلانا	çalış	چلا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
başlık	mr	başlık	mr		
sürekli	مسلسل	sürekli	مسلسل	ADV	ADV
kullanımı	رواج	kullanım	رواج	N;NOM;SG;3	N;NOM;MASC;SG;3
kullanımı	رواج	kullanım	رواج	N;NOM;SG;3	N;NOM;MASC;SG;3
kullanımı	استعمال	kullanım	استعمال	N;NOM;SG;3	N;NOM;MASC;SG;3
can	(	can	(		
kardeş	بیر.	kardeş	بیر.		
kardeş	بیر.	kardeş	بیر.		
belli	یقینی	belli	یقینی	ADJ	ADJ
belli	آشکار	belli	آشکار	ADJ	ADJ
belli	واضح	belli	واضح	ADJ	ADJ
belli	آشکار	belli	آشکار	ADJ	ADJ
belli	عیاں	belli	عیاں	ADJ	ADJ
belli	واضح	belli	واضح	ADJ	ADJ
öldü	نڈھال	öl	نڈھال	V;PFV;IND;SG;3;POS;PST	V;ACT
öldü	سُن	öl	سُن	V;PFV;IND;SG;3;POS;PST	V;ACT
öldü	ٹھنڈا	öl	ٹھنڈا	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP;ACT
öldü	نڈھال	öl	نڈھال	V;PFV;IND;SG;3;POS;PST	V;ACT
öldü	سُن	öl	سُن	V;PFV;IND;SG;3;POS;PST	V;ACT
hızlı	روزہ.	hızlı	روزہ.	ADJ	ADJ
hızlı	زندہ	hızlı	زندہ	ADJ	ADJ
hızlı	تیز	hızlı	تیز	ADJ	ADJ
hızlı	زندہ	hızlı	زندہ	ADJ	ADJ
hızlı	فراخی	hızlı	فراخی	ADJ	ADJ
ağır	وافر	ağır	وافر		
ağır	کھڑنک	ağır	کھڑنک		
ağır	ٹھگ.	ağır	ٹھگ.		
ağır	گمبھیر	ağır	گمبھیر		
ağır	وافر	ağır	وافر		
ağır	کھڑنک	ağır	کھڑنک		
ağır	ٹھگ.	ağır	ٹھگ.		
ağır	with	ağır	with		
ağır	with	ağır	with		
kiralık	گھاٹی	kiralık	گھاٹی	N;NOM;SG;3	N;NOM;FEM;SG;3
madalya	تمغا	madalya	تمغا	N;NOM;SG;3	N;NOM;MASC;SG;3
mevcut	(	mevcut	(		
güç	قدرت.	güç	قدرت.		
güç	قدرت.	güç	قدرت.		
güç	قدرت.	güç	قدرت.		
güç	زور.	güç	زور.		
güç	قدرت.	güç	قدرت.		
güç	زور.	güç	زور.		
ileri	تیز.	ileri	تیز.		
ileri	بیش	ileri	بیش		
değişiklik	ترمیم	değişiklik	ترمیم	N;NOM;SG;3	N;NOM;FEM;SG;3
değişiklik	تبدیلی	değişiklik	تبدیلی	N;NOM;SG;3	N;NOM;FEM;SG;3
değişiklik	منڈی	değişiklik	منڈی	N;NOM;SG;3	N;NOM;FEM;SG;3
değişiklik	منڈی	değişiklik	منڈی	N;NOM;SG;3	N;NOM;FEM;SG;3
sık	بھیڑ	sık	بھیڑ		
dili	جیبھ	dili	جیبھ		
konusu	(	konu	(		
metal	رانگ	metal	رانگ		
metal	فلز	metal	فلز		
kulübü	گروہ	kulüb	گروہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kulübü	گروہ	kulüb	گروہ	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	مشاہدہ	fark	مشاہدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	توجہ	fark	توجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	جھگڑا	fark	جھگڑا	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	تنازع	fark	تنازع	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	تکرار	fark	تکرار	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	اختلاف	fark	اختلاف	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	فصل	fark	فصل	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	جھگڑا	fark	جھگڑا	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	تنازع	fark	تنازع	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	تکرار	fark	تکرار	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	اختلاف	fark	اختلاف	N;NOM;SG;3	N;NOM;MASC;SG;3
fark	فصل	fark	فصل	N;NOM;SG;3	N;NOM;MASC;SG;3
gitar	قطار.	gitar	قطار.		
posta	زرہ	posta	زرہ		
eyalet	وقار.	eyalet	وقار.		
eyalet	وقار.	eyalet	وقار.		
baş	فرد	baş	فرد	N;NOM;SG;3	N;NOM;MASC;SG;3
baş	اسم	baş	اسم	N;NOM;SG;3	N;NOM;MASC;SG;3
baş	سربراہ	baş	سربراہ	N;NOM;SG;3	N;NOM;MASC;SG;3
baş	فرد	baş	فرد	N;NOM;SG;3	N;NOM;MASC;SG;3
baş	اسم	baş	اسم	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	زندگی	yaşam	زندگی	N;NOM;SG;3	N;NOM;FEM;SG;3
yaşam	موقع	yaşam	موقع	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	اتفاق	yaşam	اتفاق	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	اعمال	yaşam	اعمال	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	زندگی	yaşam	زندگی	N;NOM;SG;3	N;NOM;FEM;SG;3
yaşam	موقع	yaşam	موقع	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	اتفاق	yaşam	اتفاق	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	اعمال	yaşam	اعمال	N;NOM;SG;3	N;NOM;MASC;SG;3
yaşam	حیات	yaşam	شریک_حیات	N;NOM;SG;3	N;NOM;MASC;SG;3
black	(	black	(		
black	(	black	(		
kanal	نہر.	kanal	نہر.		
kanal	(	kanal	(		
kötü	بد.	kötü	بد.		
kötü	قبح.	kötü	قبح.		
kötü	بد.	kötü	بد.		
kötü	قبح.	kötü	قبح.		
kötü	گندا	kötü	گندا		
kötü	گندا	kötü	گندا		
yahudi	کنجوس	yahudi	کنجوس		
isim	شہرت	isim	شہرت	N;NOM;SG;3	N;NOM;FEM;SG;3
isim	افکار	isim	فکر	N;NOM;SG;3	N;NOM;MASC;SG;3
isim	جگہ	isim	جگہ	N;NOM;SG;3	N;NOM;MASC;SG;3
uzay	وقفہ.	uzay	وقفہ.		
pop	up	pop	up		
pop	out	pop	out		
sonrası	گوکہ	sonra	گوکہ		
sonrası	گوکہ	sonra	گوکہ		
hale	تندرست	hal	تندرست		
gece	رات	gece	رات	N;NOM;SG;3	N;NOM;FEM;SG;3
emin	قدیم	emin	قدیم	ADJ	ADJ
bilgiler	خبریں	bilgi	خبر	N;NOM;PL;3	N;NOM;MASC;PL;3
çift	جفت	çift	جفت		
çift	توام	çift	توام		
olay	خلاصہ.	olay	خلاصہ.		
olay	خلاصہ.	olay	خلاصہ.		
dolayısıyla	پس.	dolayısıyla	پس.		
sonuç	(	sonuç	(		
sonuç	(	sonuç	(		
sınıf	انداز	sınıf	انداز	N;NOM;SG;3	N;NOM;MASC;SG;3
sınıf	وضعداری	sınıf	وضعداری	N;NOM;SG;3	N;NOM;MASC;SG;3
sınıf	ڈویژن	sınıf	ڈویژن	N;NOM;SG;3	N;NOM;MASC;SG;3
dizisi	سلسلہ	dizi	سلسلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
dizisi	تسلسل	dizi	تسلسل	N;NOM;SG;3	N;NOM;MASC;SG;3
antik	پارینہ	antik	پارینہ		
yukarıda	اونچا	yukarı	اونچا	ADJ;ESS;SG;3	ADJ;MASC;SG
yukarıda	سابقہ-	yukarı	سابقہ-	ADJ;ESS;SG;3	ADJ
yukarıda	بالائی	yukarı	بالائی	ADJ;ESS;SG;3	ADJ
yana	ڈینگ	yan	ڈینگ		
yana	(	yan	(		
yana	ڈینگ	yan	ڈینگ		
yana	(	yan	(		
kategori	زمرہ.	kategori	زمرہ.		
kategori	زمرہ.	kategori	زمرہ.		
altına	معمولی	alt	معمولی	ADJ;DAT;SG;3	ADJ
altına	معمولی	alt	معمولی	ADJ;DAT;SG;3	ADJ
savunma	بچاؤ	savun	بچاؤ		
savunma	بچاؤ	savun	بچاؤ		
yoğun	with	yoğun	with		
yoğun	with	yoğun	with		
yoğun	گھنا	yoğun	گھنا		
yoğun	(	yoğun	(		
yoğun	(	yoğun	(		
park	کھلاباغ	park	کھلاباغ	N;NOM;SG;3	N
edebiyat	ادبی	edebiyat	ادبی	N;NOM;SG;3	N;NOM;MASC;SG;3
et	ماوا	et	ماوا		
et	میوے	et	میوے		
haber	اطلاع	haber	اطلاع	N;NOM;SG;3	N;NOM;FEM;SG;3
all	ازبس	all	ازبس		
all	ازبس	all	ازبس		
kupa	ٹھگ.	kupa	ٹھگ.		
kupa	دہانہ.	kupa	دہانہ.		
yönetimi	دھوکا	yönetim	دھوکا	N;NOM;SG;3	N;NOM;MASC;SG;3
yönetimi	انتظام	yönetim	انتظام	N;NOM;SG;3	N;NOM;MASC;SG;3
yönetimi	انتظام	yönetim	انتظام	N;NOM;SG;3	N;NOM;MASC;SG;3
yönetimi	حکومت	yönetim	حکومت	N;NOM;SG;3	N;NOM;FEM;SG;3
yönetimi	انتظام	yönetim	انتظام	N;NOM;SG;3	N;NOM;MASC;SG;3
yönetimi	بندوبست	yönetim	بندوبست	N;NOM;SG;3	N;NOM;MASC;SG;3
yönetimi	حکومت	yönetim	حکومت	N;NOM;SG;3	N;NOM;FEM;SG;3
sağ	to	sağ	to		
sağ	بالکل-	sağ	بالکل-		
sağ	واقعی	sağ	واقعی		
sağ	out	sağ	out		
sağ	to	sağ	to		
sağ	بالکل-	sağ	بالکل-		
sağ	واقعی	sağ	واقعی		
sağ	راست	sağ	راست		
sağ	out	sağ	out		
dakika	منٹ	dakika	منٹ		
toprak	(	toprak	(		
toprak	(	toprak	(		
toprak	(	toprak	(		
toprak	طین	toprak	طین		
toprak	بل.	toprak	بل.		
siyah	(	siyah	(		
siyah	(	siyah	(		
doğum	ولادت	doğum	ولادت	N;NOM;SG;3	N;NOM;MASC;SG;3
doğum	سالگرہ	doğum	سالگرہ	N;NOM;SG;3	N;NOM;FEM;SG;3
doğum	حیثیت	doğum	حیثیت	N;NOM;SG;3	N;NOM;MASC;SG;3
doğum	رشتہ	doğum	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
güvenlik	تحفظ	güvenlik	تحفظ	N;NOM;SG;3	N;NOM;MASC;SG;3
güvenlik	بچاؤ	güvenlik	بچاؤ	N;NOM;SG;3	N;NOM;MASC;SG;3
güvenlik	آلہ	güvenlik	آلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tamamı	کُل	tamam	کُل		
tamamı	ازبس	tamam	ازبس		
tamamı	ازبس	tamam	ازبس		
tamamı	(	tamam	(		
tamamı	(	tamam	(		
tamamı	سارا	tamam	سارا		
derneği	تنظیم.	dernek	تنظیم.	N;NOM;SG;3	N;NOM;MASC;SG;3
derneği	جمعیت	dernek	جمعیت	N;NOM;SG;3	N;NOM;MASC;SG;3
derneği	تنظیم.	dernek	تنظیم.	N;NOM;SG;3	N;NOM;MASC;SG;3
derneği	جمعیت	dernek	جمعیت	N;NOM;SG;3	N;NOM;MASC;SG;3
derneği	رفاقت	dernek	رفاقت	N;NOM;SG;3	N;NOM;FEM;SG;3
değişik	to	değişik	to		
öğretim	تعلیم	öğretim	تعلیم	N;NOM;SG;3	N;NOM;FEM;SG;3
yazı	(	yazı	(		
yazı	(	yazı	(		
star	ستارہ.	star	ستارہ.		
star	ستارہ.	star	ستارہ.		
dikkat	اہمیت	dikkat	اہمیت	N;NOM;SG;3	N;NOM;MASC;SG;3
dikkat	توجہ	dikkat	توجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
dikkat	زور	dikkat	زور	N;NOM;SG;3	N;NOM;MASC;SG;3
dikkat	دھیان	dikkat	دھیان	N;NOM;SG;3	N;NOM;MASC;SG;3
takip	وغیرہ.	takip	وغیرہ.		
takip	میں.	takip	میں.		
takip	بعدہ	takip	بعدہ		
izin	آگے.	izin	آگے.		
izin	بالکل.	izin	بالکل.		
bilimsel	منظم	bilimsel	منظم	ADJ	ADJ
bilimsel	سائنسی	bilimsel	سائنسی	ADJ	ADJ
aşk	محبت	aşk	محبت	N;NOM;SG;3	N;NOM;FEM;SG;3
aşk	محبت	aşk	محبت	N;NOM;SG;3	N;NOM;FEM;SG;3
geçmiş	حد	geç	حد		
geçmiş	وقائع.	geç	وقائع.		
sarı	(	sarı	(		
sarı	(	sarı	(		
etkisi	اثر	etki	اثر	N;NOM;SG;3	N;NOM;MASC;SG;3
etkisi	فلم	etki	فلم	N;NOM;SG;3	N;NOM;FEM;SG;3
müdürlüğü	نظامت	müdürlük	نظامت	N;NOM;SG;3	N;NOM;MASC;SG;3
yeşil	ہلکا	yeşil	ہلکا	ADJ	ADJ;NOM;MASC;SG
