une	ένας	un	ένας	DET;INDF;FEM;SG	DET;NOM;INDF;MASC;SG
division	διαίρεση	division	διαίρεση	N;FEM;SG	N;NOM;FEM;SG
président	πρόεδρος	président	πρόεδρος	N;MASC;SG	N;ACC;MASC;SG
président	πρόεδρε	président	πρόεδρος	N;MASC;SG	N;VOC;MASC;SG
président	πρόεδρο	président	πρόεδρος	N;MASC;SG	N;ACC;MASC;SG
président	πολυθρόνα	président	πολυθρόνω	N;MASC;SG	N;NOM;FEM;SG
président	καρέκλα	président	καρέκλος	N;MASC;SG	N;NOM;FEM;SG
national	εθνικός	national	εθνικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
national	εθνικό	national	εθνικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
national	εθνικη	national	εθνικη	ADJ;MASC;SG	ADJ;NOM;FEM;SG
national	εθνική	national	εθνικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
société	κοινωνία	société	κοινωνία	N;FEM;SG	N;NOM;FEM;SG
société	κοινωνια	société	κοινωνια	N;FEM;SG	N;NOM;FEM;SG
société	λόχος	société	λόχος	N;FEM;SG	N;NOM;MASC;SG
société	εταιρεία	société	εταιρεία	N;FEM;SG	N;NOM;FEM;SG
société	εταιρία	société	εταιρία	N;FEM;SG	N;NOM;FEM;SG
quatre	τέσσερις	quatre	τέσσερις	NUM	NUM;NOM;MASC;PL
quatre	τέσσερα	quatre	τέσσερις	NUM	NUM;NOM;NEUT;PL
cas	περίπτωση	cas	περίπτωση	N;MASC;SG	N;ACC;FEM;SG
cas	υποθεση	cas	υποθεση	N;MASC;SG	N;NOM;FEM;SG
cas	υπόθεση	cas	υπόθεση	N;MASC;SG	N;NOM;FEM;SG
jeu	παιχνίδι	jeu	παιχνίδι	N;MASC;SG	N;NOM;NEUT;SG
jeu	τζόγος	jeu	τζόγος	N;MASC;SG	N;NOM;MASC;SG
jeu	τζόγο	jeu	τζόγος	N;MASC;SG	N;ACC;MASC;SG
genre	φύλο	genre	φύλο	N;MASC;SG	N;NOM;NEUT;SG
genre	γένος	genre	γένος	N;MASC;SG	N;NOM;NEUT;SG
genre	γένος	genre	γένος	N;MASC;SG	N;NOM;NEUT;SG
genre	γένους	genre	γένος	N;MASC;SG	N;GEN;NEUT;SG
musique	μουσικη	musique	μουσίκη	N;FEM;SG	N;NOM;FEM;SG
fils	καλώδιο	fils	καλώδιο	N;MASC;SG	N;NOM;NEUT;SG
fils	σύρμα	fils	σύρμα	N;MASC;SG	N;NOM;NEUT;SG
fils	γιος	fils	γιος	N;MASC;SG	N;NOM;MASC;SG
fils	υιός	fils	υιός	N;MASC;SG	N;NOM;MASC;SG
fils	νήμα	fils	νήμα	N;MASC;SG	N;NOM;NEUT;SG
roi	βασιλεύς	roi	βασιλής	N;MASC;SG	N;NOM;MASC;SG
roi	βασιλιάς	roi	βασιλιάς	N;MASC;SG	N;NOM;MASC;SG
roi	βασιλιά	roi	βασιλιάς	N;MASC;SG	N;ACC;MASC;SG
roi	αε	roi	αε	N;MASC;SG	N
parti	έφυγε	partir	φεύγω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
parti	εφυγε	partir	φύγω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
jour	μερα	jour	μερα	N;MASC;SG	N;NOM;FEM;SG
jour	ημερα	jour	ημερα	N;MASC;SG	N;NOM;FEM;SG
jour	ημέρα	jour	ημέρα	N;MASC;SG	N;NOM;FEM;SG
jour	μέρα	jour	μέρα	N;MASC;SG	N;ACC;FEM;SG
europe	ευρωπη	europe	ευρωπη	N;FEM;SG	N;NOM;FEM;SG
forme	μορφη	forme	μορφη	N;FEM;SG	N;NOM;FEM;SG
forme	μορφή	forme	μορφή	N;FEM;SG	N;NOM;FEM;SG
forme	έντυπο	forme	έντυπο	N;FEM;SG	N;NOM;NEUT;SG
forme	φόρμα	forme	φόρμα	N;FEM;SG	N;ACC;FEM;SG
forme	σχήμα	forme	σχήμα	N;FEM;SG	N;NOM;NEUT;SG
époque	εποχή	époque	εποχή	N;FEM;SG	N;ACC;FEM;SG
époque	εποχή	époque	εποχή	N;FEM;SG	N;ACC;FEM;SG
ancien	αρχαίος	ancien	αρχαίος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
ancien	αρχαίο	ancien	αρχαίος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ancien	αρχαία	ancien	αρχαίος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ancien	παλιό	ancien	παλιός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ancien	παλαιό	ancien	παλιός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ancien	πρεσβύτερος	ancien	πρεσβύς	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
origine	προέλευση	origine	προέλευση	N;FEM;SG	N;ACC;FEM;SG
origine	καταγωγή	origine	καταγωγή	N;FEM;SG	N;NOM;FEM;SG
origine	προέλευση	origine	προέλευση	N;FEM;SG	N;ACC;FEM;SG
origine	καταγωγή	origine	καταγωγή	N;FEM;SG	N;NOM;FEM;SG
ordre	τάξη	ordre	τάξη	N;MASC;SG	N;NOM;FEM;SG
ordre	παραγγελία	ordre	παραγγελία	N;MASC;SG	N;NOM;FEM;SG
ordre	σειρά	ordre	σειρά	N;MASC;SG	N;ACC;FEM;SG
ordre	διαταγή	ordre	διαταγή	N;MASC;SG	N;ACC;FEM;SG
château	σατό	château	σατός	N;MASC;SG	N
château	καστρο	château	καστρο	N;MASC;SG	N;NOM;NEUT;SG
château	πύργο	château	πύργος	N;MASC;SG	N;ACC;MASC;SG
école	σχολείο	école	σχολείο	N;FEM;SG	N;NOM;NEUT;SG
école	σχολη	école	σχολος	N;FEM;SG	N;NOM;FEM;SG
école	σχολειο	école	σχολειο	N;FEM;SG	N;NOM;NEUT;SG
école	σχολή	école	σχολή	N;FEM;SG	N;NOM;FEM;SG
carrière	σταδιοδρομία	carrière	σταδιοδρομία	N;FEM;SG	N;NOM;FEM;SG
carrière	καριέρα	carrière	καριέρα	N;FEM;SG	N;ACC;FEM;SG
carrière	λατομείο	carrière	λατομείο	N;FEM;SG	N;NOM;NEUT;SG
carrière	σταδιοδρομία	carrière	σταδιοδρομία	N;FEM;SG	N;NOM;FEM;SG
part	κοινοποίηση	part	κοινοποίηση	N;FEM;SG	N;NOM;FEM;SG
part	μετοχή	part	μετοχή	N;FEM;SG	N;NOM;FEM;SG
part	μερίδιο	part	μερίδιο	N;FEM;SG	N;NOM;NEUT;SG
bar	ράβδος	bar	ράβδος	N;MASC;SG	N;NOM;FEM;SG
bar	μπάρ	bar	μπάρ	N;MASC;SG	N;NOM;NEUT;SG
bar	μπάρα	bar	μπάρα	N;MASC;SG	N;NOM;FEM;SG
située	εντοπίστηκε	situer	εντοπίζω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
charles	κάρολος	charle	κάρολος	N;MASC;SG	N;NOM;MASC;SG
points	σημεία	point	σημείο	N;MASC;PL	N;NOM;NEUT;PL
points	βαθμοί	point	βαθμός	N;MASC;PL	N;NOM;MASC;PL
points	πόντοι	point	πόντος	N;MASC;PL	N;NOM;MASC;PL
paul	πολ	paul	πολ	N;MASC;SG	N
rue	οδός	rue	οδός	N;FEM;SG	N;NOM;FEM;SG
rue	δρόμος	rue	δρόμος	N;FEM;SG	N;NOM;MASC;SG
rue	ρου	rue	ρου	N;FEM;SG	N;ACC;MASC;SG
chef	αρχηγός	chef	αρχηγός	N;MASC;SG	N;NOM;MASC;SG
chef	αρχηγέ	chef	αρχηγός	N;MASC;SG	N;VOC;MASC;SG
père	πατερα	père	πατέρα	N;MASC;SG	N;VOC;MASC;SG
père	πατέρας	père	πατέρα	N;MASC;SG	N;NOM;MASC;SG
père	πατέρα	père	πατέρα	N;MASC;SG	N;ACC;MASC;SG
père	πάτερ	père	πάτερ	N;MASC;SG	N;VOC;MASC;SG
exemple	παράδειγμα	exemple	παράδειγμα	N;MASC;SG	N;NOM;NEUT;SG
exemple	παραδειγμα	exemple	παραδειγμα	N;MASC;SG	N;NOM;NEUT;SG
trouve	βρίσκει	trouver	βρίσκω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rapport	έκθεση	rapport	έκθεση	N;MASC;SG	N;ACC;FEM;SG
rapport	εκθεση	rapport	εκθεση	N;MASC;SG	N;ACC;FEM;SG
rapport	αναφορα	rapport	αναφορά	N;MASC;SG	N;ACC;FEM;SG
rapport	αναφορά	rapport	αναφορά	N;MASC;SG	N;NOM;FEM;SG
art	τέχνη	art	τέχνω	N;MASC;SG	N;NOM;FEM;SG
art	τεχνη	art	τεχνς	N;MASC;SG	N;NOM;FEM;SG
canton	κάντον	canton	κάντον	N;MASC;SG	N
dernier	τελευταίο	dernier	τελευταίος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
dernier	τελευταίος	dernier	τελευταίος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
type	τύπου	type	τύπος	N;MASC;SG	N;GEN;MASC;SG
type	τύπος	type	τύπος	N;MASC;SG	N;NOM;MASC;SG
type	είδος	type	είδος	N;MASC;SG	N;NOM;NEUT;SG
habitants	κάτοικοι	habitant	κάτοικος	N;MASC;PL	N;NOM;MASC;PL
habitants	κατοίκους	habitant	κάτοικος	N;MASC;PL	N;ACC;MASC;PL
habitants	κάτοικοι	habitant	κάτοικος	N;MASC;PL	N;NOM;MASC;PL
habitants	κατοίκους	habitant	κάτοικος	N;MASC;PL	N;ACC;MASC;PL
point	σημειο	point	σημειο	N;MASC;SG	N;NOM;NEUT;SG
point	σημείο	point	σημείο	N;MASC;SG	N;NOM;NEUT;SG
compte	καταμέτρηση	compte	καταμέτρηση	N;MASC;SG	N;ACC;FEM;SG
compte	κόμης	compte	κόμη	N;MASC;SG	N;NOM;MASC;SG
compte	κόμη	compte	κόμη	N;MASC;SG	N;ACC;MASC;SG
compte	λογαριασμός	compte	λογαριασμός	N;MASC;SG	N;NOM;MASC;SG
compte	λογαριασμό	compte	λογαριασμός	N;MASC;SG	N;ACC;MASC;SG
période	περίοδος	période	περίοδος	N;FEM;SG	N;NOM;FEM;SG
période	περίοδο	période	περίοδος	N;FEM;SG	N;ACC;FEM;SG
armée	στρατός	armée	στρατός	N;FEM;SG	N;NOM;MASC;SG
armée	στρατός	armée	στρατός	N;FEM;SG	N;NOM;MASC;SG
armée	στρατό	armée	στρατός	N;FEM;SG	N;ACC;MASC;SG
eau	νερό	eau	νερό	N;FEM;SG	N;NOM;NEUT;SG
eau	νερο	eau	νερο	N;FEM;SG	N;NOM;NEUT;SG
marie	μαίρη	marier	μαίρης	N;FEM;SG	N;NOM;FEM;SG
discuter	συζητήστε	discuter	συζητώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
discuter	συζητήσουμε	discuter	συζητώ	V;NFIN	V;PFV;IND;PL;1;FIN;ACT
projet	έργο	projet	έργο	N;MASC;SG	N;NOM;NEUT;SG
projet	εργο	projet	εργο	N;MASC;SG	N;NOM;NEUT;SG
projet	σχέδιο	projet	σχέδιο	N;MASC;SG	N;NOM;NEUT;SG
province	επαρχία	province	επαρχία	N;FEM;SG	N;NOM;FEM;SG
international	διεθνής	international	διεθνής	ADJ;MASC;SG	ADJ;NOM;FEM;SG
international	διεθνές	international	διεθνής	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
conseil	συμβουλή	conseil	συμβουλής	N;MASC;SG	N;NOM;FEM;SG
conseil	συμβούλιο	conseil	συμβούλιο	N;MASC;SG	N;NOM;NEUT;SG
maison	σπιτι	maison	σπιτι	N;FEM;SG	N;NOM;NEUT;SG
maison	σπίτι	maison	σπίτι	N;FEM;SG	N;NOM;NEUT;SG
maison	πατρίδα	maison	πατρίδα	N;FEM;SG	N;ACC;FEM;SG
maison	σπιτι	maison	σπιτι	N;FEM;SG	N;NOM;NEUT;SG
maison	σπίτι	maison	σπίτι	N;FEM;SG	N;NOM;NEUT;SG
cela	αυτο	cela	αυτός	PRO;SG	PRO;NOM;NEUT;SG;3
cela	αυτό	cela	αυτός	PRO;SG	PRO;NOM;NEUT;SG;3
cela	αυτό	cela	αυτός	PRO;SG	PRO;NOM;NEUT;SG;3
demande	παράκληση	demande	παράκληση	N;FEM;SG	N;ACC;FEM;SG
demande	αίτηση	demande	αίτηση	N;FEM;SG	N;NOM;FEM;SG
demande	αίτημα	demande	αίτημα	N;FEM;SG	N;NOM;NEUT;SG
fonction	συνάρτηση	fonction	συνάρτηση	N;FEM;SG	N;ACC;FEM;SG
fonction	λειτουργία	fonction	λειτουργία	N;FEM;SG	N;ACC;FEM;SG
toujours	πάντα	toujours	πάντα	ADV	ADV
toujours	πάντοτε	toujours	πάντοτε	ADV	ADV
toujours	παντα	toujours	παντα	ADV	ADV
toujours	ακόμη	toujours	ακόμα	ADV	ADV
toujours	ακομα	toujours	ακομα	ADV	ADV
toujours	ακόμα	toujours	ακόμα	ADV	ADV
doit	πρέπει	devoir	πρέπει	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
production	παραγωγή	production	παραγωγή	N;FEM;SG	N;NOM;FEM;SG
production	παραγωγής	production	παραγωγή	N;FEM;SG	N;GEN;FEM;SG
certains	μερικές	certain	μερικοί	PRO;MASC;PL	PRO;NOM;FEM;PL;3
certains	κάποια	certain	κάποιος	PRO;MASC;PL	PRO;NOM;NEUT;PL;3
certains	κάποιοι	certain	κάποιος	PRO;MASC;PL	PRO;NOM;MASC;PL;3
certains	μερικοί	certain	μερικοί	PRO;MASC;PL	PRO;NOM;MASC;PL;3
certains	μερικά	certain	μερικοί	PRO;MASC;PL	PRO;NOM;NEUT;PL;3
membre	μέλος	membre	μέλος	N;MASC;SG	N;NOM;NEUT;SG
membre	βουλευτής	membre	βουλευτής	N;MASC;SG	N;NOM;MASC;SG
membre	μελος	membre	μελος	N;MASC;SG	N;NOM;NEUT;SG
près	κοντά	près	κοντά	ADV	ADV
rôle	ρόλος	rôle	ρόλος	N;MASC;SG	N;NOM;MASC;SG
rôle	ρόλο	rôle	ρόλος	N;MASC;SG	N;ACC;MASC;SG
meilleur	καλύτερο	meilleur	καλά	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
meilleur	καλύτερη	meilleur	καλός	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
meilleur	καλύτερο	meilleur	καλά	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
droit	νόμο	droit	νόμος	N;MASC;SG	N;ACC;MASC;SG
droit	δίκαιο	droit	δίκαιο	N;MASC;SG	N;NOM;NEUT;SG
droit	νόμος	droit	νόμος	N;MASC;SG	N;NOM;MASC;SG
mois	μήνα	mois	μήνας	N;MASC;SG	N;ACC;MASC;SG
mois	μήνας	mois	μήνας	N;MASC;SG	N;NOM;MASC;SG
île	νησί	île	νησί	N;FEM;SG	N;NOM;NEUT;SG
île	νησι	île	νησι	N;FEM;SG	N;NOM;NEUT;SG
république	δημοκρατια	république	δημοκρατια	N;FEM;SG	N;NOM;FEM;SG
république	δημοκρατία	république	δημοκρατία	N;FEM;SG	N;NOM;FEM;SG
service	υπηρεσία	service	υπηρεσία	N;MASC;SG	N;NOM;FEM;SG
service	εξυπηρέτηση	service	εξυπηρέτηση	N;MASC;SG	N;ACC;FEM;SG
score	βαθμολογία	score	βαθμολογία	N;MASC;SG	N;ACC;FEM;SG
ensuite	τότε	ensuite	τότε	ADV	ADV
ensuite	μετά	ensuite	μετά	ADV	ADV
langue	γλώσσα	langue	γλώσσα	N;FEM;SG	N;NOM;FEM;SG
langue	γλωσσα	langue	γλωσσα	N;FEM;SG	N;ACC;FEM;SG
dit	είπε	dire	λέγω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gouvernement	κυβερνηση	gouvernement	κυβερνηση	N;MASC;SG	N;ACC;FEM;SG
gouvernement	κυβέρνηση	gouvernement	κυβέρνηση	N;MASC;SG	N;NOM;FEM;SG
center	κέντρο	center	κέντρο	N;MASC;SG	N;NOM;NEUT;SG
center	κεντρο	center	κεντρο	N;MASC;SG	N;NOM;NEUT;SG
petit	μικρή	petit	μικρός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
petit	μικρό	petit	μικρός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
petit	μικρός	petit	μικρός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
petit	μικρή	petit	μικρός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
petit	μικρό	petit	μικρός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
argent	χρήμα	argent	χρήμα	N;MASC;SG	N;NOM;NEUT;SG
argent	ασήμι	argent	ασήμι	N;MASC;SG	N;NOM;NEUT;SG
argent	μετρητά	argent	μετρητά	N;MASC;SG	N;NOM;NEUT;SG
souvent	συχνά	souvent	συχνά	ADV	ADV
souvent	συχνα	souvent	συχνα	ADV	ADV
souvent	συχνά	souvent	συχνά	ADV	ADV
style	στυλ	style	στυλ	N;MASC;SG	N;NOM;NEUT;SG
style	ύφος	style	ύφος	N;MASC;SG	N;NOM;NEUT;SG
style	στιλ	style	στιλ	N;MASC;SG	N;NOM;NEUT;SG
face	πρόσωπο	face	πρόσωπο	N;FEM;SG	N;NOM;NEUT;SG
face	προσωπο	face	προσωπο	N;FEM;SG	N;NOM;NEUT;SG
face	φάτσα	face	φάτσα	N;FEM;SG	N;ACC;FEM;SG
olympiques	ολυμπιακοί	olympique	ολυμπιακός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
olympiques	ολυμπιακούς	olympique	ολυμπιακός	ADJ;MASC;PL	ADJ;ACC;MASC;PL
quand	όταν	quand	όταν	CONJ	CONJ
quand	οταν	quand	οταν	CONJ	CONJ
top	τοπ	top	τοπ	N;MASC;SG	N
top	κορυφή	top	κορυφή	N;MASC;SG	N;ACC;FEM;SG
ministre	υπουργός	ministre	υπουργός	N;MASC;SG	N;NOM;MASC;SG
mondiale	παγκόσμια	mondial	παγκόσμιος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mondiale	παγκόσμια	mondial	παγκόσμιος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mondiale	παγκόσμιο	mondial	παγκόσμιος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
ensemble	μαζί	ensemble	μαζί	ADV	ADV
théâtre	θέατρο	théâtre	θέατρο	N;MASC;SG	N;NOM;NEUT;SG
théâtre	θεατρο	théâtre	θεατρο	N;MASC;SG	N;NOM;FEM;SG
théâtre	θέατρο	théâtre	θέατρο	N;MASC;SG	N;NOM;NEUT;SG
théâtre	θεατρο	théâtre	θεατρο	N;MASC;SG	N;NOM;FEM;SG
épisode	επεισόδιο	épisode	επεισόδιο	N;MASC;SG	N;NOM;NEUT;SG
scène	σκηνή	scène	σκηνός	N;FEM;SG	N;ACC;FEM;SG
scène	σκηνη	scène	σκηνός	N;FEM;SG	N;ACC;FEM;SG
scène	στάδιο	scène	στάδιο	N;FEM;SG	N;NOM;NEUT;SG
situé	εντοπίστηκε	situer	εντοπίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
musée	μουσείο	musée	μουσείο	N;MASC;SG	N;NOM;NEUT;SG
nombreux	πολλά	nombreux	πολύς	ADJ;MASC;PL	ADJ;NOM;NEUT;PL
nombreux	πολλοι	nombreux	πολύς	ADJ;MASC;PL	ADJ;NOM;MASC;PL
nombreux	πολλοί	nombreux	πολύς	ADJ;MASC;PL	ADJ;NOM;MASC;PL
nombreux	πολλές	nombreux	πολύς	ADJ;MASC;PL	ADJ;NOM;FEM;PL
nombreux	πολυάριθμες	nombreux	πολύαριθμος	ADJ;MASC;PL	ADJ;NOM;FEM;PL
nombreux	πολυάριθμα	nombreux	πολυάριθμος	ADJ;MASC;PL	ADJ;NOM;NEUT;PL
auteur	συγγραφέας	auteur	συγγραφέα	N;MASC;SG	N;NOM;MASC;SG
auteur	συγγραφέα	auteur	συγγραφέα	N;MASC;SG	N;VOC;MASC;SG
auteur	συντάκτης	auteur	συντάκτης	N;MASC;SG	N;NOM;MASC;SG
auteur	συγγραφέας	auteur	συγγραφέα	N;MASC;SG	N;NOM;MASC;SG
auteur	συγγραφέα	auteur	συγγραφέα	N;MASC;SG	N;VOC;MASC;SG
cependant	εντούτοις	cependant	εντούτοις	ADV	ADV
système	συστημα	système	συστημα	N;MASC;SG	N;NOM;NEUT;SG
système	σύστημα	système	σύστημα	N;MASC;SG	N;NOM;NEUT;SG
création	δημιουργία	création	δημιουργία	N;FEM;SG	N;ACC;FEM;SG
stade	στάδιο	stade	στάδιο	N;MASC;SG	N;NOM;NEUT;SG
stade	γήπεδο	stade	γήπεδο	N;MASC;SG	N;NOM;NEUT;SG
stade	στάδιο	stade	στάδιο	N;MASC;SG	N;NOM;NEUT;SG
tard	αργά	tard	αργά	ADV	ADV
jours	ημέρες	jour	ημέρα	N;MASC;PL	N;NOM;FEM;PL
jours	μέρες	jour	μέρα	N;MASC;PL	N;NOM;FEM;PL
édition	έκδοση	édition	έκδοση	N;FEM;SG	N;ACC;FEM;SG
édition	εκδοση	édition	εκδοση	N;FEM;SG	N;NOM;FEM;SG
historique	ιστορική	historique	ιστορικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
historique	ιστορικός	historique	ιστορικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
historique	ιστορική	historique	ιστορικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
historique	ιστορικός	historique	ιστορικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
historique	ιστορικό	historique	ιστορικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
permet	επιτρέπει	permettre	επιτρέπω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
âge	ηλικίας	âge	ηλικία	N;MASC;SG	N;GEN;FEM;SG
âge	ηλικία	âge	ηλικία	N;MASC;SG	N;NOM;FEM;SG
âge	ηλικια	âge	ηλικια	N;MASC;SG	N;NOM;FEM;SG
officiel	επίσημο	officiel	επίσημος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
officiel	επίσημη	officiel	επίσημος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
environ	περίπου	environ	περίπου	ADV	ADV
effet	αποτέλεσμα	effet	αποτέλεσμα	N;MASC;SG	N;ACC;NEUT;SG
effet	επίδραση	effet	επίδραση	N;MASC;SG	N;ACC;FEM;SG
version	έκδοση	version	έκδοση	N;FEM;SG	N;ACC;FEM;SG
version	εκδοχή	version	εκδοχή	N;FEM;SG	N;ACC;FEM;SG
membres	έλη	membre	έλος	N;MASC;PL	N;NOM;NEUT;PL
membres	μέλη	membre	μέλος	N;MASC;PL	N;NOM;NEUT;PL
membres	μελη	membre	μέλος	N;MASC;PL	N;NOM;NEUT;PL
niveau	επίπεδο	niveau	επίπεδο	N;MASC;SG	N;NOM;NEUT;SG
niveau	στάθμη	niveau	στάθμη	N;MASC;SG	N;ACC;FEM;SG
champion	πρωταθλητής	champion	πρωταθλητής	N;MASC;SG	N;NOM;MASC;SG
champion	πρωταθλητή	champion	πρωταθλητής	N;MASC;SG	N;ACC;MASC;SG
champion	πρωταθλήτρια	champion	πρωταθλήτρια	N;MASC;SG	N;NOM;FEM;SG
champion	πρωταθλητής	champion	πρωταθλητής	N;MASC;SG	N;NOM;MASC;SG
champion	πρωταθλητή	champion	πρωταθλητής	N;MASC;SG	N;ACC;MASC;SG
espèce	είδος	espèce	είδος	N;FEM;SG	N;NOM;NEUT;SG
raison	αιτία	raison	αιτία	N;FEM;SG	N;NOM;FEM;SG
raison	λόγος	raison	λόγος	N;FEM;SG	N;NOM;MASC;SG
modèle	μοντελο	modèle	μοντελο	N;MASC;SG	N;NOM;NEUT;SG
modèle	υπόδειγμα	modèle	υπόδειγμα	N;MASC;SG	N;NOM;NEUT;SG
modèle	μοντέλο	modèle	μοντέλο	N;MASC;SG	N;NOM;NEUT;SG
modèle	πρότυπο	modèle	πρότυπο	N;MASC;SG	N;NOM;NEUT;SG
modèle	πρότυπο	modèle	πρότυπο	N;MASC;SG	N;NOM;NEUT;SG
travail	έργο	travail	έργο	N;MASC;SG	N;NOM;NEUT;SG
travail	δουλειά	travail	δουλειά	N;MASC;SG	N;NOM;FEM;SG
travail	εργασία	travail	εργασία	N;MASC;SG	N;NOM;FEM;SG
travail	δουλεια	travail	δουλεια	N;MASC;SG	N;ACC;FEM;SG
femme	γυναικα	femme	γυναικα	N;FEM;SG	N;NOM;FEM;SG
femme	γυναίκα	femme	γυναίκα	N;FEM;SG	N;NOM;FEM;SG
femme	γυναίκα	femme	γυναίκα	N;FEM;SG	N;NOM;FEM;SG
femme	θηλυκό	femme	θηλυκός	N;FEM;SG	N;NOM;NEUT;SG
femme	γυναίκα	femme	γυναίκα	N;FEM;SG	N;NOM;FEM;SG
femme	σύζυγος	femme	σύζυγος	N;FEM;SG	N;NOM;MASC;SG
femme	σύζυγο	femme	σύζυγος	N;FEM;SG	N;ACC;FEM;SG
cinq	πεντε	cinq	πεντε	NUM	NUM
cinq	πέντε	cinq	πέντε	NUM	NUM;NOM;MASC;PL
déjà	ήδη	déjà	ήδη	ADV	ADV
déjà	ηδη	déjà	ηδη	ADV	ADV
bas	χαμηλό	bas	χαμηλός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
bas	χαμηλή	bas	χαμηλός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
bas	χαμηλός	bas	χαμηλός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
texte	κείμενο	texte	κείμενο	N;MASC;SG	N;NOM;NEUT;SG
terre	γη	terre	γη	N;FEM;SG	N;NOM;FEM;SG
terre	γή	terre	γή	N;FEM;SG	N;ACC;FEM;SG
terre	γη	terre	γη	N;FEM;SG	N;NOM;FEM;SG
terre	στεριά	terre	στεριά	N;FEM;SG	N;NOM;FEM;SG
terre	χώμα	terre	χώμα	N;FEM;SG	N;NOM;NEUT;SG
terre	έδαφος	terre	έδαφος	N;FEM;SG	N;NOM;NEUT;SG
compétition	ανταγωνισμού	compétition	ανταγωνισμός	N;FEM;SG	N;GEN;MASC;SG
compétition	διαγωνισμός	compétition	διαγωνισμός	N;FEM;SG	N;NOM;MASC;SG
compétition	ανταγωνισμός	compétition	ανταγωνισμός	N;FEM;SG	N;NOM;MASC;SG
britannique	βρετανικό	britannique	βρετανικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
britannique	βρετανός	britannique	βρετανός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
britannique	βρετανική	britannique	βρετανικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
porte	θύρα	porte	θύρα	N;FEM;SG	N;NOM;FEM;SG
porte	πύλη	porte	πύλη	N;FEM;SG	N;NOM;FEM;SG
porte	πορτα	porte	πορτα	N;FEM;SG	N;NOM;FEM;SG
porte	πόρτα	porte	πόρτα	N;FEM;SG	N;ACC;FEM;SG
hommes	ανδρες	homme	άντρας	N;MASC;PL	N;NOM;MASC;PL
hommes	άντρες	homme	άντρας	N;MASC;PL	N;NOM;MASC;PL
hommes	άνδρες	homme	άντρας	N;MASC;PL	N;NOM;MASC;PL
bataille	μαχη	bataille	μαχη	N;FEM;SG	N;ACC;FEM;SG
bataille	μάχη	bataille	μάχη	N;FEM;SG	N;ACC;FEM;SG
corps	σωμα	corps	σωμα	N;MASC;SG	N;NOM;NEUT;SG
corps	πτώμα	corps	πτώμα	N;MASC;SG	N;NOM;NEUT;SG
corps	κορμί	corps	κορμί	N;MASC;SG	N;NOM;NEUT;SG
