med	so	med	s	ADP	ADP;INS
mål	gól	mål	gól	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
län	county	län	count	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
län	provincia	län	provincie	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
bosnien	bosna	bosnie	bosna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
afghanistan	afganistan	afghanistan	afganistan	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
afghanistan	afganistane	afghanistan	afganistane	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hercegovina	hercegovina	hercegovin	hercegovina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
administrativ	administratívny	administrativ	administratívny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
administrativ	administratívne	administrativ	administratívne	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
administrativ	administratívna	administrativ	administratívny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bara	jedine	bara	jedine	ADV	ADV
bara	práve	bara	práve	ADV	ADV
plats	miesto	plats	miesto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
plats	place	plats	placať	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
plats	umiestnenie	plats	umiestnenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
plats	miesto	plats	miesto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
plats	poloha	plats	poloha	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
plats	lokalita	plats	lokalita	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
församling	montáž	församling	montáž	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
församling	zostava	församling	zostava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
församling	zhromaždenie	församling	zhromaždenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
land	štát	land	štát	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
land	krajina	land	krajina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
land	pozemok	land	pozemok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
land	pôda	land	pôda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
dess	jej	den	ona	PRO;DEF	PRO;DAT;FEM;SG;3
amerikansk	americké	amerikansk	americký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
amerikansk	americká	amerikansk	americký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
amerikansk	americký	amerikansk	americký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
tid	čas	tid	čas	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tid	doba	tid	doba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ofta	často	ofta	často	ADV	ADV
ofta	častokrát	ofta	častokrát	ADV	ADV
ofta	často	ofta	často	ADV	ADV
tog	zobrala	ta	zobrať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
tog	vzal	ta	vziať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
tog	bral	ta	brať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
några	niektorých	någon	niektorý	DET;INDF;PL	DET;GEN;MASC;PL
några	niektorí	någon	niektorý	DET;INDF;PL	DET;ANIM;NOM;MASC;PL
kommer	prichádza	komma	prichádzať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
exempel	príklad	exempel	príklad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
någon	kohokoľvek	någon	kohokoľvek	PRO;INDF;MASC+FEM;SG	PRO;ANIM;ACC;MASC;SG
någon	ktokoľvek	någon	ktokoľvek	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
någon	niekto	någon	niekto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
någon	niekto	någon	niekto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
någon	niekomu	någon	niekto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;DAT;MASC;SG
någon	niekoho	någon	niekto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
någon	niekto	någon	niekto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
någon	niekoho	någon	niekto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
saint	svätec	saint	svätec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
något	niečo	någon	niečo	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;SG
något	čosi	någon	čosi	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;SG
gjorde	spravil	göra	spraviť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gjorde	urobila	göra	urobiť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
gjorde	urobil	göra	urobiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
stor	veľké	stor	veľký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stor	veľká	stor	veľký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
stor	veľký	stor	veľký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
stor	veľký	stor	veľký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
stor	veľké	stor	veľký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stor	veľká	stor	veľký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ingen	nikto	ingen	nikto	PRO;INDF;MASC+FEM;SG	PRO;ANIM;NOM;MASC;SG
staden	mesto	stad	mesto	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
staden	mesta	stad	mesto	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
staden	mestečko	stad	mestečko	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
staden	mesto	stad	mesto	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
staden	mesta	stad	mesto	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
kallt	studená	kallt	studený	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kallt	studené	kallt	studený	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
kallt	chladná	kallt	chladný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
naturlig	prirodzený	naturlig	prirodzený	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
naturlig	prírodný	naturlig	prírodný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
naturlig	prirodzené	naturlig	prirodzený	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
naturlig	prírodné	naturlig	prírodný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
naturlig	prírodná	naturlig	prírodný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mest	najviac	mycket	veľa	ADV;RL	ADV;RL
mest	najčastejšie	mycket	často	ADV;RL	ADV;RL
webbplats	web	pebbplats	web	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
webbplats	webe	pebbplats	wiaba	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
webbplats	stránka	pebbplats	stránka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
webbplats	lokalita	pebbplats	lokalita	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
webbplats	mieste	pebbplats	miesto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
webbplats	miesto	pebbplats	miesto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ger	rozdáva	ge	rozdávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ger	dávať	ge	dávať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
ger	dáva	ge	dávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ger	dáva	ge	dávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
team	mužstvo	team	mužstvo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
team	tím	team	tím	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
började	začali	börja	začať	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;POS;PST;V.PTCP
började	začalo	börja	začať	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
började	začal	börja	začať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
började	začala	börja	začať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
började	začal	börja	začať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
började	začalo	börja	začať	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
började	začali	börja	začať	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;POS;PST;V.PTCP
började	začala	börja	začať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
hela	celý	hel	celý	ADJ;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
hela	celé	hel	celý	ADJ;NOM;DEF;SG	ADJ;NOM;NEUT;SG
hela	celá	hel	celý	ADJ;NOM;DEF;SG	ADJ;NOM;FEM;SG
gör	robiť	göra	robiť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
gör	vyrobiť	göra	vyrobiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
gör	urobiť	göra	urobiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
honom	ho	han	on	PRO;ACC;DEF;MASC+FEM;SG	PRO;ANIM;ACC;MASC;SG;3
gick	išiel	gå	ísť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
gick	išla	gå	ísť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
gick	šiel	gå	ísť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
gick	kráčal	gå	kráčať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
gick	vošiel	gå	vojsť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kyrka	kostol	kyrka	kostol	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kyrka	cirkev	kyrka	cirkev	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
svg	svg	svg	svg	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
distrikt	obvod	distrikt	obvod	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
distrikt	okrsok	distrikt	okrsok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fuktigt	vlhké	fuktig	vlhký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fuktigt	vlhké	fuktig	vlhký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fuktigt	vlhké	fuktig	vlhký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fuktigt	vlhký	fuktig	vlhký	ADJ;NOM;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
fyra	štyria	fyra	štyri	NUM;NOM	NUM;ANIM;NOM;MASC;PL
fyra	štyri	fyra	štyri	NUM;NOM	NUM;INAN;NOM;MASC;PL
eftersom	pretože	eftersom	pretože	CONJ	CONJ
början	začiatok	början	začiatok	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vann	vyhrali	vann	vyhrať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
vann	vyhrala	vann	vyhrať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
vann	zvíťazil	vann	zvíťaziť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vann	vyhral	vann	vyhrať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
går	pôjde	gå	ísť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
går	ide	gå	ísť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
hur	ako	hur	ako	ADV	ADV
bay	zálive	bay	záliva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
bay	záliv	bay	záliv	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
barn	deti	barn	dieťa	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
barn	decká	barn	decko	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
barn	deti	barn	dieťa	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
barn	dieťaťa	barn	dieťa	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
kunde	mohla	kunna	môcť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
kunde	mohol	kunna	môcť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kunde	mohli	kunna	môcť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
kunde	mohlo	kunna	môcť	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
dem	nich	de	on	PRO;ACC;DEF;PL	PRO;ANIM;ACC;MASC;PL;3
övrigt	ďalšie	övrigt	ďalší	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
övrigt	ostatné	övrigt	ostatný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
övrigt	rozličné	övrigt	rozličný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
övrigt	rôzne	övrigt	rôzny	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
artikel	článok	artikel	článok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hennes	jej	hon	ona	PRO;DEF	PRO;DAT;FEM;SG;3
hennes	ju	hon	ona	PRO;DEF	PRO;ACC;FEM;SG;3
hennes	nej	hon	ona	PRO;DEF	PRO;DAT;FEM;SG;3
hennes	ňu	hon	ona	PRO;DEF	PRO;ACC;FEM;SG;3
argentina	argentíne	argentin	argentína	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
argentina	argentína	argentin	argentína	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mountain	hora	mountai	hora	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grund	základ	grund	základ	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
deras	ich	de	on	PRO;DEF	PRO;NOM;MASC;PL;3
förekommer	nastáva	förekomma	nastávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
distriktet	obvod	distrikt	obvod	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
distriktet	okrsok	distrikt	okrsok	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
dam	priehrada	dam	priehrada	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dam	pani	dam	pani	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dam	dáma	dam	dáma	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dam	lady	dam	lada	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
idag	dnes	idag	dnes	ADV	ADV
skådespelare	herec	skådespelare	herec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
personer	osoby	person	osoba	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
personer	ludia	person	ludia	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
personer	ľudia	person	človek	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
fanns	existovali	finnas	existovať	V;IND;PST;FIN	V;IPFV;MASC;PL;POS;PST;V.PTCP
fanns	existovala	finnas	existovať	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
fanns	existoval	finnas	existovať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
fanns	existovalo	finnas	existovať	V;IND;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
spelade	nehral	spela	hrať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
spelade	hralo	spela	hrať	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
spelade	hrala	spela	hrať	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
spelade	hral	spela	hrať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
spelade	hrali	spela	hrať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
endast	jedine	endast	jedine	ADV	ADV
öar	ostrovy	öar	ostrov	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
son	syn	son	syn	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
son	synček	son	synček	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
river	rieka	riva	rieka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
helt	úplne	helt	úplne	ADV	ADV
helt	kompletne	helt	kompletne	ADV	ADV
helt	úplne	helt	úplne	ADV	ADV
helt	totálne	helt	totálne	ADV	ADV
artiklar	články	artikel	článok	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
artiklar	predmety	artikel	predmet	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
därefter	následne	därefter	následne	ADV	ADV
cirka	približne	cirka	približne	ADV	ADV
före	pred	före	pred	ADP	ADP;INS
känd	známe	känd	známy	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
känd	známa	känd	známy	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
känd	známy	känd	známy	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG
känd	slávny	känd	slávny	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG
känd	slávna	känd	slávny	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
engelska	angličtina	engelsk	angličtina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
engelska	slovenčina	engelsk	slovenčina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
engelska	slovak	engelsk	slovak	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
departement	ministerstvá	departement	ministerstvo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
departement	oddelenia	departement	oddelenie	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
departement	útvary	departement	útvar	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
antal	gróf	antal	gróf	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
antal	číslo	antal	číslo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
antal	počet	antal	počet	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
antal	čislo	antal	čislo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
vill	chce	vilja	chcieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
vill	nechce	vilja	chcieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN
vill	chcieť	vilja	chcieť	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
vill	chceš	vilja	chcieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;2;POS;PRS;FIN
vill	chcem	vilja	chcieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
författare	autori	författare	autori	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
författare	autori	författare	autori	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
författare	spisovatelia	författare	spisovateľ	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
cst	cst	cst	cst	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
äldre	starší	gammal	starý	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
äldre	starší	gammal	starý	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
äldre	starší	gammal	starý	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
äldre	staršia	gammal	starý	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
lag	mužstvo	lag	mužstvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
lag	tím	lag	tím	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
lag	právo	lag	právo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
lag	zákon	lag	zákon	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
innebär	znamená	innebära	znamenať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
diskussion	diskusia	diskussion	diskusi	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
medan	kým	medan	kým	CONJ	CONJ
kommuner	obce	kommun	obec	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kommuner	obce	kommun	obec	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kyrkan	kostol	kyrka	kostol	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kyrkan	cirkev	kyrka	cirkev	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
punta	punta	punta	punta	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
iucn	iucn	iucn	iucn	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kullar	kopce	kulla	kopca	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
varje	každý	varje	každý	DET;INDF;SG	DET;ANIM;NOM;MASC;SG
varje	každá	varje	každý	DET;INDF;SG	DET;NOM;FEM;SG
varje	každý	varje	každý	DET;INDF;SG	DET;ANIM;NOM;MASC;SG
varje	každého	varje	každý	DET;INDF;SG	DET;ANIM;ACC;MASC;SG
varje	každé	varje	každý	DET;INDF;SG	DET;NOM;NEUT;SG
varje	každá	varje	každý	DET;INDF;SG	DET;NOM;FEM;SG
bild	fotka	bild	fotka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bild	obrázok	bild	obrázok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bild	obraz	bild	obraz	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bild	image	bild	imag	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bild	obrázok	bild	obrázok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bild	obraz	bild	obraz	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
france	francúzska	fra	francúzsky	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vik	vika	vik	vika	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
politiker	politiky	politik	politika	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
politiker	politici	politik	politica	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
göra	vyrobiť	göra	vyrobiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
göra	urobiť	göra	urobiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
band	pásmo	band	pásmo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
band	kapela	band	kapel	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
band	páska	band	páska	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
rock	skala	rock	skala	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rock	kameň	rock	kameň	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rock	rock	rock	rock	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sista	posledný	sista	posledný	ADJ;NOM;DEF;RL	ADJ;INAN;NOM;MASC;SG
sista	posledné	sista	posledný	ADJ;NOM;DEF;RL	ADJ;NOM;NEUT;SG
inåt	dovnútra	inåt	dovnútra	ADV	ADV
inåt	dovnútra	inåt	dovnútra	ADV	ADV
delar	zdieľania	del	zdieľanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
delar	diely	del	diely	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
delar	súčiastky	del	súčiastka	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
delar	akcie	del	akcia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
delar	podiely	del	podiel	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
delar	zdieľania	del	zdieľanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
auto	auto	auto	auto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hett	horúca	hett	horúci	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
åren	roky	år	rok	N;NOM;DEF;NEUT;PL	N;INAN;NOM;MASC;PL
säsongen	sezóna	säsong	sezón	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
poäng	bod	poäng	bod	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tyska	nemčina	tysk	nemčina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sätt	spôsob	sätt	spôsob	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
sätt	cesta	sätt	cesta	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
stad	mesto	stad	mesto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stad	mesta	stad	mesto	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stad	mestečko	stad	mestečko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
