年	año	年	año	N	N;MASC;SG
說	dí	說	dí	V	V;IND;SG;1;PST;FIN
說	decir	說	decir	V	V;NFIN
說	diga	說	decir	V	V;IMP;SG;3;FIN
男	macho	男	macho	N	N;MASC;SG
男	varón	男	varón	N	N;MASC;SG
男	machos	男	macho	N	N;MASC;PL
合作	colaborar	合作	colaborar	V	V;NFIN
合作	cooperar	合作	cooperar	V	V;NFIN
門	portón	門	portón	N	N;MASC;SG
門	gate	門	gate	N	N;MASC;SG
門	puerta	門	puerta	N	N;FEM;SG
門	puertas	門	puerta	N	N;FEM;PL
門	puerta	門	puerta	N	N;FEM;SG
門	doors	門	door	N	N
門	puertas	門	puerta	N	N;FEM;PL
卷	rollo	卷	rollo	N	N;MASC;SG
卷	roll	卷	roll	N	N;MASC;SG
卷	rollos	卷	rollo	N	N;MASC;PL
卷	rolls	卷	rolls	N	N;MASC
卷	bobinas	卷	bobina	N	N;FEM;PL
位置	posicion	位置	posicion	N	N;FEM;SG
位置	posición	位置	posición	N	N;FEM;SG
位置	lugar	位置	lugar	N	N;MASC;SG
位置	ubicacion	位置	ubicacion	N	N;FEM;SG
位置	ubicación	位置	ubicación	N	N;FEM;SG
位置	emplazamiento	位置	emplazamiento	N	N;MASC;SG
位置	localización	位置	localización	N	N;FEM;SG
活動	actividades	活動	actividad	N	N;FEM;PL
活動	eventos	活動	evento	N	N;MASC;PL
活動	acontecimientos	活動	acontecimiento	N	N;MASC;PL
活動	acontecimiento	活動	acontecimiento	N	N;MASC;SG
活動	evento	活動	evento	N	N;MASC;SG
活動	actividad	活動	actividad	N	N;FEM;SG
只	únicamente	只	únicamente	ADV	ADV
只	solo	只	solo	ADV	ADV
只	sólo	只	sólo	ADV	ADV
只	solamente	只	solamente	ADV	ADV
歷史	historia	歷史	historia	N	N;FEM;SG
歷史	historial	歷史	historial	N	N;MASC;SG
歌曲	cantos	歌曲	canto	N	N;MASC;PL
歌曲	canciones	歌曲	canción	N	N;FEM;PL
歌曲	songs	歌曲	songs	N	N
歌曲	canto	歌曲	canto	N	N;MASC;SG
歌曲	cancion	歌曲	cancionar	N	N;FEM;SG
歌曲	canción	歌曲	canción	N	N;FEM;SG
點	puntos	點	punto	N	N;MASC;PL
點	dot	點	dat	N	N
點	punto	點	punto	N	N;MASC;SG
點	punta	點	punta	N	N;FEM;SG
點	point	點	point	N	N
點	punto	點	punto	N	N;MASC;SG
一	once	一	once	NUM	NUM;PL
植物	plantas	植物	planta	N	N;FEM;PL
植物	planta	植物	planta	N	N;FEM;SG
植物	plantas	植物	planta	N	N;FEM;PL
植物	planta	植物	planta	N	N;FEM;SG
封	sella	封	sella	V	V;IND;SG;3;PRS;FIN
皮	cuero	皮	cuero	N	N;MASC;SG
皮	piel	皮	piel	N	N;FEM;SG
皮	cueros	皮	cuero	N	N;MASC;PL
非常	muy	非常	mucho	ADV	ADV
通常	habitualmente	通常	habitualmente	ADV	ADV
通常	normalmente	通常	normalmente	ADV	ADV
通常	generalmente	通常	generalmente	ADV	ADV
通常	usualmente	通常	usualmente	ADV	ADV
通常	normalmente	通常	normalmente	ADV	ADV
形成	formando	形成	formar	V	V;V.MSDR
比賽	juego	比賽	juego	N	N;MASC;SG
比賽	race	比賽	race	N	N
比賽	carrera	比賽	carrera	N	N;FEM;SG
比賽	raza	比賽	raza	N	N;FEM;SG
比賽	concurso	比賽	concurso	N	N;MASC;SG
比賽	certamen	比賽	certamen	N	N;MASC;SG
聯賽	league	聯賽	league	N	N;FEM;SG
聯賽	liga	聯賽	liga	N	N;FEM;SG
聯賽	ligas	聯賽	liga	N	N;FEM;PL
學校	escuelas	學校	escuela	N	N;FEM;PL
學校	colegios	學校	colegio	N	N;MASC;PL
學校	escuela	學校	escuela	N	N;FEM;SG
學校	colegio	學校	colegio	N	N;MASC;SG
學校	escuela	學校	escuela	N	N;FEM;SG
完全	totalmente	完全	totalmente	ADV	ADV
完全	completamente	完全	completamente	ADV	ADV
完全	totalmente	完全	totalmente	ADV	ADV
信	cartas	信	carta	N	N;FEM;PL
信	letras	信	letra	N	N;FEM;PL
信	letra	信	letra	N	N;FEM;SG
信	carta	信	carta	N	N;FEM;SG
期間	periodo	期間	periodo	N	N;MASC;SG
期間	período	期間	período	N	N;MASC;SG
接受	aceptan	接受	aceptar	V	V;IND;PL;3;PRS;FIN
接受	aceptamos	接受	aceptar	V	V;IND;PL;1;PRS;FIN
接受	acepto	接受	acepto	V	V;IND;SG;1;PRS;FIN
接受	aceptar	接受	aceptar	V	V;NFIN
接受	acepta	接受	aceptar	V	V;IND;SG;3;PRS;FIN
書	libro	書	libro	N	N;MASC;SG
書	libros	書	libro	N	N;MASC;PL
交通	transportes	交通	transporte	N	N;MASC;PL
交通	transporte	交通	transporte	N	N;MASC;SG
交通	transportación	交通	transportación	N	N;FEM;SG
交通	tránsito	交通	tránsito	N	N;MASC;SG
交通	tráfico	交通	tráfico	N	N;MASC;SG
交通	trafico	交通	trafico	N	N;MASC;SG
交通	transportes	交通	transporte	N	N;MASC;PL
交通	transporte	交通	transporte	N	N;MASC;SG
木	madera	木	madera	N	N;FEM;SG
木	maderas	木	madera	N	N;FEM;PL
木	madera	木	madera	N	N;FEM;SG
木	leña	木	echar_leña	N	N;FEM;SG
木	wood	木	wood	N	N
討論	discuta	討論	discuta	V	V;IMP;SG;3;FIN
討論	discutir	討論	discutir	V	V;NFIN
故事	historia	故事	historia	N	N;FEM;SG
故事	story	故事	story	N	N
故事	historias	故事	historia	N	N;FEM;PL
故事	relatos	故事	relato	N	N;MASC;PL
故事	cuentos	故事	cuento	N	N;MASC;PL
直接	directamente	直接	directamente	ADV	ADV
直接	directamente	直接	directamente	ADV	ADV
參與	participando	參與	participar	V	V;V.MSDR
湖	lagos	湖	lago	N	N;MASC;PL
湖	lago	湖	lago	N	N;MASC;SG
湖	laguna	湖	laguna	N	N;FEM;SG
保留	reservación	保留	reservación	V	V;IMP;SG;3;PRS;FIN
手	hand	手	hand	N	N
手	mano	手	mano	N	N;FEM;SG
手	manos	手	mano	N	N;FEM;PL
心	corazón	心	corazón	N	N;MASC;SG
心	corazon	心	corazon	N	N;MASC;SG
心	heart	心	heart	N	N
心	hearts	心	hear	N	N;MASC
心	corazones	心	corazón	N	N;MASC;PL
巴士	bus	巴士	bus	N	N;MASC;SG
巴士	autobus	巴士	autobus	N	N;MASC;SG
巴士	autobús	巴士	autobús	N	N;MASC;SG
巴士	autobuses	巴士	autobús	N	N;MASC;PL
巴士	ómnibus	巴士	ómnibus	N	N;MASC
巴士	ómnibus	巴士	ómnibus	N	N;MASC
巴士	autobuses	巴士	autobús	N	N;MASC;PL
巴士	buses	巴士	bus	N	N;MASC;PL
播放	juegue	播放	jugar	V	V;IMP;SG;3;FIN
播放	juega	播放	jugar	V	V;IND;SG;3;PRS;FIN
播放	jugar	播放	jugar	V	V;NFIN
播放	reproducir	播放	reproducir	V	V;NFIN
播放	juega	播放	jugar	V	V;IND;SG;3;PRS;FIN
播放	jugando	播放	jugar	V	V;V.MSDR
播放	tocando	播放	tocar	V	V;V.MSDR
播放	jugar	播放	jugar	V	V;NFIN
音	consonante	音	consonante	N	N;FEM;SG
音	tonos	音	tono	N	N;MASC;PL
音	tono	音	tono	N	N;MASC;SG
增加	aumentar	增加	aumentar	V	V;NFIN
增加	aumenta	增加	aumentar	V	V;IND;SG;3;PRS;FIN
增加	aumentan	增加	aumentar	V	V;IND;PL;3;PRS;FIN
增加	aumentar	增加	aumentar	V	V;NFIN
增加	incrementando	增加	incrementar	V	V;V.MSDR
增加	aumentando	增加	aumentar	V	V;V.MSDR
增加	aumenta	增加	aumentar	V	V;IND;SG;3;PRS;FIN
角	corner	角	corner	N	N;MASC;SG
角	rincón	角	rincón	N	N;MASC;SG
角	esquina	角	esquina	N	N;FEM;SG
角	ángulo	角	ángulo	N	N;MASC;SG
角	angulo	角	angulo	N	N;MASC;SG
角	cabo	角	cabo	N	N;MASC;SG
角	capa	角	capa	N	N;FEM;SG
角	punta	角	punta	N	N;FEM;SG
角	point	角	point	N	N
角	punto	角	punto	N	N;MASC;SG
天文	observatorios	天文	observatorio	N	N;MASC;PL
天文	observatorio	天文	observatorio	N	N;MASC;SG
太	también	太	también	ADV	ADV
太	demasiado	太	demasiado	ADV	ADV
歌	cantos	歌	canto	N	N;MASC;PL
歌	canciones	歌	canción	N	N;FEM;PL
歌	songs	歌	songs	N	N
歌	canto	歌	canto	N	N;MASC;SG
歌	cancion	歌	cancionar	N	N;FEM;SG
歌	canción	歌	canción	N	N;FEM;SG
圖	diagrama	圖	diagrama	N	N;MASC;SG
圖	grafo	圖	grafo	N	N;MASC;SG
圖	figura	圖	figura	N	N;FEM;SG
圖	cifra	圖	cifra	N	N;FEM;SG
投票	votando	投票	votar	V	V;V.MSDR
投票	votar	投票	votar	V	V;NFIN
灣	cala	灣	cala	N	N;FEM;SG
灣	caleta	灣	caleta	N	N;FEM;SG
灣	bahía	灣	bahía	N	N;FEM;SG
民主	democracia	民主	democracia	N	N;FEM;SG
寺	templos	寺	templo	N	N;MASC;PL
寺	sien	寺	sien	N	N;FEM;SG
寺	temple	寺	temple	N	N;MASC;SG
寺	templo	寺	templo	N	N;MASC;SG
參加	asistir	參加	asistir	V	V;NFIN
參加	asista	參加	asistir	V	V;SBJV;SG;3;FIN
參加	asistan	參加	asistir	V	V;IMP;PL;3;FIN
參加	participando	參加	participar	V	V;V.MSDR
參加	asistiendo	參加	asistir	V	V;V.MSDR
參加	asistir	參加	asistir	V	V;NFIN
控制	controlar	控制	controlar	V	V;NFIN
控制	controla	控制	controlar	V	V;IND;SG;3;PRS;FIN
戰	batalla	戰	batalla	N	N;FEM;SG
戰	combate	戰	combate	N	N;MASC;SG
戰	batallas	戰	batalla	N	N;FEM;PL
戰	guerra	戰	guerra	N	N;FEM;SG
戰	war	戰	war	N	N;SG
電視	televisor	電視	televisor	N	N;MASC;SG
電視	television	電視	television	N	N;FEM;SG
電視	televisión	電視	televisión	N	N;FEM;SG
電視	televisiones	電視	televisión	N	N;FEM;PL
然而	aún	然而	aún	ADV	ADV
七	siete	七	siete	NUM	NUM;PL
口	mouth	口	mouth	N	N
口	desembocadura	口	desembocadura	N	N;FEM;SG
口	boca	口	boca	N	N;FEM;SG
委員	comisión	委員	comisión	N	N;FEM;SG
委員	comision	委員	comision	N	N;FEM;SG
編輯	edición	編輯	edición	N	N;FEM;SG
編輯	edición	編輯	edición	N	N;FEM;SG
編輯	montaje	編輯	montaje	N	N;MASC;SG
編輯	redactor	編輯	redactor	N	N;MASC;SG
編輯	editor	編輯	editor	N	N;MASC;SG
編輯	editora	編輯	editora	N	N;FEM;SG
資料	data	資料	datar	N	N;FEM;SG
資料	dato	資料	dato	N	N;MASC;SG
資料	datos	資料	dato	N	N;MASC;PL
青	ching	青	ching	N	N
青	qing	青	qing	N	N;SG
青	tsing	青	tsing	N	N;MASC;SG
路線	rutas	路線	ruta	N	N;FEM;PL
路線	ruta	路線	ruta	N	N;FEM;SG
年度	año	年度	año	N	N;MASC;SG
歌手	cantantes	歌手	cantante	N	N;PL
歌手	cantor	歌手	cantor	N	N;MASC;SG
歌手	cantante	歌手	cantante	N	N;SG
店	tienda	店	tienda	N	N;FEM;SG
店	almacén	店	almacén	N	N;MASC;SG
店	tienda	店	tienda	N	N;FEM;SG
店	store	店	store	N	N
二十	veinte	二十	veinte	NUM	NUM;PL
組織	organizacion	組織	organizacion	N	N;FEM;SG
組織	organización	組織	organización	N	N;FEM;SG
組織	organizacion	組織	organizacion	N	N;FEM;SG
組織	organización	組織	organización	N	N;FEM;SG
組織	division	組織	division	N	N;FEM;SG
組織	división	組織	división	N	N;FEM;SG
分類	clasificaciones	分類	clasificación	N	N;FEM;PL
分類	clasificación	分類	clasificación	N	N;FEM;SG
教授	profesor	教授	profesor	N	N;MASC;SG
教授	catedrático	教授	catedrático	N	N;MASC;SG
教授	profesora	教授	profesora	N	N;FEM;SG
盃	taza	盃	taza	N	N;FEM;SG
盃	copa	盃	copa	N	N;FEM;SG
盃	cup	盃	cupo	N	N;FEM;SG
八	ocho	八	ocho	NUM	NUM;PL
文字	text	文字	text	N	N
文字	texto	文字	texto	N	N;MASC;SG
民族	etnia	民族	etnia	N	N;FEM;SG
民族	etnias	民族	etnia	N	N;FEM;PL
民族	nacionalidades	民族	nacionalidad	N	N;FEM;PL
主席	president	主席	president	N	N;MASC;SG
主席	presidenta	主席	presidenta	N	N;FEM;SG
主席	presidente	主席	presidente	N	N;MASC;SG
主席	presidenta	主席	presidenta	N	N;FEM;SG
主席	presidente	主席	presidente	N	N;MASC;SG
主席	presidenta	主席	presidenta	N	N;FEM;SG
主席	presidente	主席	presidente	N	N;MASC;SG
文物	artefactos	文物	artefacto	N	N;MASC;PL
文物	antigüedades	文物	antigüedad	N	N;FEM;PL
文物	reliquias	文物	reliquia	N	N;FEM;PL
女子	mujer	女子	mujer	N	N;FEM;SG
選	pick	選	pick	N	N;SG
世紀	siglo	世紀	siglo	N	N;MASC;SG
票	entradas	票	entrada	N	N;FEM;PL
票	billetes	票	billete	N	N;MASC;PL
票	boletos	票	boleto	N	N;MASC;PL
票	tickets	票	ticket	N	N;MASC;PL
票	pasaje	票	pasaje	N	N;MASC;SG
票	ticket	票	ticket	N	N;MASC;SG
票	boleto	票	boleto	N	N;MASC;SG
票	billete	票	billete	N	N;MASC;SG
動畫	anime	動畫	animar	N	N;MASC;SG
打	luchar	打	luchar	V	V;NFIN
關係	relaciones	關係	relación	N	N;FEM;PL
關係	relación	關係	relación	N	N;FEM;SG
關係	relaciones	關係	relación	N	N;FEM;PL
關係	parentesco	關係	parentesco	N	N;MASC;SG
關係	relación	關係	relación	N	N;FEM;SG
關係	relacion	關係	relacion	N	N;FEM;SG
關係	relaciones	關係	relación	N	N;FEM;PL
能力	competencias	能力	competencia	N	N;FEM;PL
能力	capacidad	能力	capacidad	N	N;FEM;SG
能力	capacidad	能力	capacidad	N	N;FEM;SG
能力	habilidad	能力	habilidad	N	N;FEM;SG
能力	capacidad	能力	capacidad	N	N;FEM;SG
能力	capacidades	能力	capacidad	N	N;FEM;PL
能力	capacidad	能力	capacidad	N	N;FEM;SG
網站	website	網站	website	N	N;MASC;SG
網站	web	網站	web	N	N;FEM;SG
網站	sitio	網站	sitio	N	N;MASC;SG
網站	sitio	網站	sitio	N	N;MASC;SG
網站	site	網站	sitir	N	N;MASC;SG
網站	webs	網站	webs	N	N;FEM;PL
網站	sitios	網站	sitio	N	N;MASC;PL
模板	plantillas	模板	plantilla	N	N;FEM;PL
模板	plantilla	模板	plantilla	N	N;FEM;SG
頭	head	頭	head	N	N
頭	cabezal	頭	cabezal	N	N;MASC;SG
頭	cabeza	頭	cabeza	N	N;FEM;SG
個人	individuo	個人	individuo	N	N;MASC;SG
擁有	poseer	擁有	poseer	V	V;NFIN
學生	alumnos	學生	alumno	N	N;MASC;PL
學生	estudiantes	學生	estudiante	N	N;PL
學生	alumna	學生	alumna	N	N;FEM;SG
學生	alumno	學生	alumno	N	N;MASC;SG
學生	estudiantes	學生	estudiante	N	N;PL
學生	estudiante	學生	estudiante	N	N;SG
鎮	pueblo	鎮	pueblo	N	N;MASC;SG
鎮	ciudad	鎮	ciudad	N	N;FEM;SG
南部	southern	南部	southern	N	N
南部	sur	南部	sur	N	N;MASC;SG
南部	sur	南部	sur	N	N;MASC;SG
語言	idiomas	語言	idioma	N	N;MASC;PL
語言	lenguas	語言	lengua	N	N;FEM;PL
語言	lengua	語言	lengua	N	N;FEM;SG
語言	idioma	語言	idioma	N	N;MASC;SG
語言	lenguaje	語言	lenguaje	N	N;MASC;SG
語言	idiomas	語言	idioma	N	N;MASC;PL
模式	modos	模式	modos	N	N;MASC;PL
模式	patrón	模式	patrón	N	N;MASC;SG
模式	patrones	模式	patrón	N	N;MASC;PL
模式	patron	模式	patron	N	N;MASC;SG
模式	pauta	模式	pauta	N	N;FEM;SG
模式	pautas	模式	pauta	N	N;FEM;PL
模式	patrones	模式	patrón	N	N;MASC;PL
模式	modalidad	模式	modalidad	N	N;FEM;SG
模式	mode	模式	mode	N	N
模式	modo	模式	modo	N	N;MASC;SG
決定	decide	決定	decidir	V	V;IND;SG;3;PRS;FIN
方向	indicaciones	方向	indicación	N	N;FEM;PL
方向	instrucciones	方向	instrucción	N	N;FEM;PL
方向	direcciones	方向	dirección	N	N;FEM;PL
方向	direction	方向	direction	N	N;PL
方向	dirección	方向	dirección	N	N;FEM;SG
方向	orientación	方向	orientación	N	N;FEM;SG
方法	metodologías	方法	metodología	N	N;FEM;PL
方法	método	方法	método	N	N;MASC;SG
方法	métodos	方法	método	N	N;MASC;PL
影響	influir	影響	influir	V	V;NFIN
影響	influenciar	影響	influenciar	V	V;NFIN
屬	pertenecía	屬	pertenecer	V	V;IND;SG;3;IPFV;FIN
屬	perteneció	屬	pertenecer	V	V;IND;SG;3;PST;FIN
屬	pertenecían	屬	pertenecer	V	V;IND;PL;3;IPFV;FIN
死	muertos	死	muerto	N	N;MASC;PL
死	dead	死	dead	N	N
甚至	incluso	甚至	incluso	ADV	ADV
甚至	aun	甚至	aun	ADV	ADV
見	véase	見	véase	V	V;SBJV;SG;3;PRS;FIN
見	ver	見	ver	V	V;NFIN
見	vea	見	ver	V	V;IMP;SG;3;FIN
只	solo	只	solo	ADV	ADV
只	simplemente	只	simplemente	ADV	ADV
只	sólo	只	sólo	ADV	ADV
保護	proteger	保護	proteger	V	V;NFIN
保護	protegiendo	保護	proteger	V	V;V.MSDR
保護	proteja	保護	proteger	V	V;IMP;SG;3;FIN
保護	proteger	保護	proteger	V	V;NFIN
保護	protege	保護	proteger	V	V;IND;SG;3;PRS;FIN
加上	agregar	加上	agregar	V	V;NFIN
加上	agrega	加上	agregar	V	V;IND;SG;3;PRS;FIN
加上	añadir	加上	añadir	V	V;NFIN
加上	añade	加上	añadir	V	V;IND;SG;3;PRS;FIN
獨立	indie	獨立	indie	N	N;SG
獨立	independent	獨立	independent	N	N;SG
獨立	independientes	獨立	independiente	N	N;PL
獨立	autonomía	獨立	autonomía	N	N;FEM;SG
獨立	independencia	獨立	independencia	N	N;FEM;SG
包含	contiene	包含	contener	V	V;IND;SG;3;PRS;FIN
包含	contenga	包含	contener	V	V;SBJV;SG;3;PRS;FIN
社會	society	社會	society	N	N;SG
社會	sociedad	社會	sociedad	N	N;FEM;SG
社會	sociedades	社會	sociedad	N	N;FEM;PL
兩	dos	兩	dos	NUM	NUM;PL
公尺	contadores	公尺	contador	N	N;MASC;PL
公尺	metros	公尺	metro	N	N;MASC;PL
公尺	medidores	公尺	medidor	N	N;MASC;PL
公尺	medidor	公尺	medidor	N	N;MASC;SG
公尺	metros	公尺	metro	N	N;MASC;PL
公尺	metros	公尺	metro	N	N;MASC;PL
還	igualmente	還	igualmente	ADV	ADV
還	además	還	además	ADV	ADV
還	también	還	también	ADV	ADV
鐵路	ferrocarril	鐵路	ferrocarril	N	N;MASC;SG
鐵路	carril	鐵路	carril	N	N;MASC;SG
鐵路	ferroviarios	鐵路	ferroviario	N	N;MASC;PL
鐵路	ferrocarril	鐵路	ferrocarril	N	N;MASC;SG
鐵路	ferrocarriles	鐵路	ferrocarril	N	N;MASC;PL
鐵路	ferroviarios	鐵路	ferroviario	N	N;MASC;PL
鐵路	ferrocarril	鐵路	ferrocarril	N	N;MASC;SG
鐵路	ferrocarriles	鐵路	ferrocarril	N	N;MASC;PL
鐵路	ferrocarril	鐵路	ferrocarril	N	N;MASC;SG
鐵路	ferrocarriles	鐵路	ferrocarril	N	N;MASC;PL
居民	residentes	居民	residente	N	N;PL
居民	habitantes	居民	habitante	N	N;PL
功能	función	功能	función	N	N;FEM;SG
功能	características	功能	característica	N	N;FEM;PL
功能	rasgos	功能	rasgo	N	N;MASC;PL
功能	caracteristicas	功能	caracteristica	N	N;FEM;PL
功能	funciones	功能	función	N	N;FEM;PL
功能	característica	功能	característica	N	N;FEM;SG
功能	rasgo	功能	rasgo	N	N;MASC;SG
功能	largometraje	功能	largometraje	N	N;MASC;SG
功能	funcionalidad	功能	funcionalidad	N	N;FEM;SG
功能	funcionalidades	功能	funcionalidad	N	N;FEM;PL
聯盟	union	聯盟	union	N	N;SG
聯盟	unión	聯盟	unión	N	N;FEM;SG
聯盟	sindicato	聯盟	sindicato	N	N;MASC;SG
聯盟	league	聯盟	league	N	N;FEM;SG
聯盟	liga	聯盟	liga	N	N;FEM;SG
聯盟	ligas	聯盟	liga	N	N;FEM;PL
聯盟	alliance	聯盟	alliance	N	N;SG
聯盟	alianza	聯盟	alianza	N	N;FEM;SG
聯盟	alianzas	聯盟	alianza	N	N;FEM;PL
聯盟	coalición	聯盟	coalición	N	N;FEM;SG
利用	usar	利用	usar	V	V;NFIN
利用	utilizar	利用	utilizar	V	V;NFIN
再次	nuevamente	再次	nuevamente	ADV	ADV
網	web	網	web	N	N;FEM;SG
網	telaraña	網	telaraña	N	N;FEM;SG
網	network	網	network	N	N;SG
網	red	網	red	N	N;FEM;SG
網	net	網	net	N	N
網	red	網	red	N	N;FEM;SG
網	netos	網	neto	N	N;MASC;PL
量	cantidad	量	cantidad	N	N;FEM;SG
演員	reparto	演員	reparto	N	N;MASC;SG
演員	elenco	演員	elenco	N	N;MASC;SG
演員	actores	演員	actor	N	N;MASC;PL
演員	actriz	演員	actriz	N	N;FEM;SG
演員	actor	演員	actor	N	N;MASC;SG
全球	globo	全球	globo	N	N;MASC;SG
全球	globe	全球	globe	N	N;SG
北部	norte	北部	norte	N	N;MASC;SG
北部	norte	北部	norte	N	N;MASC;SG
北部	northern	北部	northern	N	N
運動	deportes	運動	deporte	N	N;MASC;PL
運動	deporte	運動	deporte	N	N;MASC;SG
運動	motion	運動	motion	N	N;MASC;SG
運動	movimiento	運動	movimiento	N	N;MASC;SG
運動	moción	運動	moción	N	N;FEM;SG
運動	deportes	運動	deporte	N	N;MASC;PL
運動	sport	運動	sport	N	N
運動	deporte	運動	deporte	N	N;MASC;SG
運動	movimiento	運動	movimiento	N	N;MASC;SG
運動	movimientos	運動	movimiento	N	N;MASC;PL
草	césped	草	césped	N	N;MASC;SG
草	hierba	草	hierba	N	N;FEM;SG
直到	hasta	直到	hasta	ADP	ADP
名字	nombre	名字	nombre	N	N;MASC;SG
名字	name	名字	name	N	N
名字	denominación	名字	denominación	N	N;FEM;SG
戰爭	guerra	戰爭	guerra	N	N;FEM;SG
戰爭	war	戰爭	war	N	N;SG
戰爭	guerras	戰爭	guerra	N	N;FEM;PL
溪	riachuelo	溪	riachuelo	N	N;MASC;SG
溪	creek	溪	creek	N	N;MASC
溪	arroyo	溪	arroyo	N	N;MASC;SG
紅	rojo	紅	rojo	N	N;MASC;SG
紅	red	紅	red	N	N;FEM;SG
唱片	registro	唱片	registro	N	N;MASC;SG
唱片	récord	唱片	récord	N	N;MASC;SG
安全	safe	安全	safir	N	N
學院	academy	學院	academy	N	N
學院	academia	學院	academia	N	N;FEM;SG
學院	college	學院	collegar	N	N;MASC;SG
學院	colegio	學院	colegio	N	N;MASC;SG
學院	universidad	學院	universidad	N	N;FEM;SG
學院	colegios	學院	colegio	N	N;MASC;PL
學院	universidades	學院	universidad	N	N;FEM;PL
勝	sheng	勝	sheng	N	N;MASC;SG
鄉	municipio	鄉	municipio	N	N;MASC;SG
原因	motivos	原因	motivo	N	N;MASC;PL
原因	razones	原因	razón	N	N;FEM;PL
原因	razón	原因	razón	N	N;FEM;SG
原因	motivo	原因	motivo	N	N;MASC;SG
原因	razon	原因	razon	N	N;FEM;SG
原因	causa	原因	causa	N	N;FEM;SG
通過	mediante	通過	mediante	ADP	ADP
強	strong	強	strong	N	N
辛	sheen	辛	sheir	N	N;SG
辛	pecado	辛	pecado	N	N;MASC;SG
辛	xin	辛	xin	N	N;SG
法律	derecho	法律	derecho	N	N;MASC;SG
法律	leyes	法律	ley	N	N;FEM;PL
法律	legislación	法律	legislación	N	N;FEM;SG
法律	ley	法律	ley	N	N;FEM;SG
法律	leyes	法律	ley	N	N;FEM;PL
革命	revolution	革命	revolution	N	N
革命	revolución	革命	revolución	N	N;FEM;SG
革命	revoluciones	革命	revolución	N	N;FEM;PL
時代	tiempos	時代	tiempo	N	N;MASC;PL
時代	veces	時代	vez	N	N;FEM;PL
時代	épocas	時代	época	N	N;FEM;PL
時代	times	時代	time	N	N
男性	varones	男性	varón	N	N;MASC;PL
男性	machos	男性	macho	N	N;MASC;PL
男性	macho	男性	macho	N	N;MASC;SG
男性	varón	男性	varón	N	N;MASC;SG
男性	machos	男性	macho	N	N;MASC;PL
男性	men	男性	men	N	N
男性	hombres	男性	hombre	N	N;MASC;PL
目的	objetivos	目的	objetivo	N	N;MASC;PL
目的	finalidades	目的	finalidad	N	N;FEM;PL
形式	forma	形式	forma	N	N;FEM;SG
形式	formulario	形式	formulario	N	N;MASC;SG
形式	formato	形式	formato	N	N;MASC;SG
基本	basic	基本	basic	N	N;SG
單位	unidades	單位	unidad	N	N;FEM;PL
單位	unit	單位	unit	N	N
單位	unidad	單位	unidad	N	N;FEM;SG
修	arreglar	修	arreglar	V	V;NFIN
修	fijar	修	fijar	V	V;NFIN
科技	tecnologia	科技	tecnologia	N	N;FEM;SG
科技	tecnología	科技	tecnología	N	N;FEM;SG
科技	técnico	科技	técnico	N	N;MASC;SG
科技	tech	科技	tech	N	N
科技	tecnología	科技	tecnología	N	N;FEM;SG
青年	juventud	青年	juventud	N	N;FEM;SG
青年	jovenes	青年	joven	N	N;PL
青年	jóvenes	青年	joven	N	N;PL
流	streaming	流	streaming	N	N;MASC;SG
流	caudal	流	caudal	N	N;MASC;SG
流	flow	流	flow	N	N
流	flujo	流	flujo	N	N;MASC;SG
流	arroyos	流	arroyo	N	N;MASC;PL
流	stream	流	stream	N	N
流	arroyo	流	arroyo	N	N;MASC;SG
結果	desenlace	結果	desenlace	N	N;MASC;SG
結果	resultado	結果	resultado	N	N;MASC;SG
結果	resultados	結果	resultado	N	N;MASC;PL
結果	resultado	結果	resultado	N	N;MASC;SG
教	docencia	教	docencia	N	N;FEM;SG
教	enseñanza	教	enseñanza	N	N;FEM;SG
教	enseñas	教	enseña	N	N;FEM;PL
解放	liberó	解放	liberar	V	V;IND;SG;3;PST;FIN
體	cuerpo	體	cuerpo	N	N;MASC;SG
體	cadáver	體	cadáver	N	N;MASC;SG
體	body	體	body	N	N
球隊	equipos	球隊	equipo	N	N;MASC;PL
球隊	equipo	球隊	equipo	N	N;MASC;SG
球隊	team	球隊	team	N	N
左	izquierda	左	izquierda	N	N;FEM;SG
戴	desgaste	戴	desgaste	N	N;MASC;SG
自然	naturalidad	自然	naturalidad	N	N;FEM;SG
自然	naturaleza	自然	naturaleza	N	N;FEM;SG
自然	nature	自然	nature	N	N
新	nuevas	新	nuevo	ADJ	ADJ;FEM;PL
新	nuevos	新	nuevo	ADJ	ADJ;MASC;PL
新	nuevo	新	nuevo	ADJ	ADJ;MASC;SG
新	nueva	新	nuevo	ADJ	ADJ;FEM;SG
經濟	economía	經濟	economía	N	N;FEM;SG
經濟	economia	經濟	economia	N	N;FEM;SG
經濟	economía	經濟	economía	N	N;FEM;SG
一起	together	一起	together	N	N
快速	rapidez	快速	rapidez	N	N;FEM;SG
快速	rapidez	快速	rapidez	N	N;FEM;SG
快速	fast	快速	fast	N	N
快速	ayuno	快速	ayuno	N	N;MASC;SG
學	aprendizaje	學	aprendizaje	N	N;MASC;SG
職業	profesiones	職業	profesión	N	N;FEM;PL
