kategória	kategoria	kategória	kategoria	N;NOM;FEM;SG	N;NOM;FEM;SG
nový	nowe	nový	nowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nový	nowy	nový	nowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obsahuje	zawiera	obsahovať	zawierać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
správa	raport	správa	raport	N;NOM;FEM;SG	N;NOM;MASC;SG
správa	sprawozdanie	správa	sprawozdać	N;NOM;FEM;SG	N;NOM;NEUT;SG
správa	zgłoszenie	správa	zgłosić	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
správa	komunikat	správa	komunikat	N;NOM;FEM;SG	N;NOM;MASC;SG
správa	wiadomość	správa	wiadomość	N;NOM;FEM;SG	N;NOM;FEM;SG
správa	administracja	správa	administracja	N;NOM;FEM;SG	N;NOM;FEM;SG
správa	podawanie	správa	podawać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
štát	ojczyzna	štát	ojczyzna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štát	kraj	štát	kraj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štát	państwo	štát	państwo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
štát	stan	štát	stan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štát	państwo	štát	państwo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
hráč	gracz	hráč	gracz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hráč	zawodnik	hráč	zawodnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hráč	odtwarzacz	hráč	odtwarzacz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
júna	czerwca	jún	czerwiec	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
cesta	ścieżka	cesta	ścieżkać	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	szlak	cesta	szlak	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	trasa	cesta	trasa	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	podróż	cesta	podróż	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	droga	cesta	droga	N;NOM;FEM;SG	N;NOM;FEM;SG
krajiny	kraje	krajina	kraj	N;NOM;FEM;PL	N;NOM;MASC;PL
krajiny	krajobrazy	krajina	krajobraza	N;NOM;FEM;PL	N;NOM;MASC;PL
krajiny	kraje	krajina	kraj	N;NOM;FEM;PL	N;NOM;MASC;PL
začala	rozpoczęto	začať	rozpocząć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
začala	zaczął	začať	zacząć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ceny	ceny	cena	cena	N;NOM;FEM;PL	N;NOM;FEM;PL
ceny	nagrody	cena	nagroda	N;NOM;FEM;PL	N;NOM;FEM;PL
žilo	mieszkał	žiť	mieszkać	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žilo	żyła	žiť	żyć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
žilo	żył	žiť	żyć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žilo	żył	žiť	żyć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
číslo	numer	číslo	numer	N;NOM;NEUT;SG	N;NOM;MASC;SG
číslo	liczba	číslo	liczba	N;NOM;NEUT;SG	N;NOM;FEM;SG
typ	rodzaj	typ	rodzaj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
politik	polityk	politik	polityk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
politik	polityka	politik	polityka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
rôznych	różnych	rôzny	różny	ADJ;GEN;MASC;PL	ADJ;GEN;MASC;PL
spojené	zjednoczone	spojený	zjednoczyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spojené	zjednoczona	spojený	zjednoczyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
čas	czas	čas	czas	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prípade	sprawa	prípad	sprawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prípade	przypadek	prípad	przypadek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
novembra	listopada	november	listopada	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
víťaz	zwycięzca	víťaz	zwycięzca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
decembra	grudniu	december	grudzień	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
hlavné	główne	hlavný	główny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
hlavné	główny	hlavný	główny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
galaxia	galaktyka	galaxia	galaktyka	N;NOM;FEM;SG	N;NOM;FEM;SG
vrátane	włącznie	vrátane	włącznie	ADV	ADV
postupne	stopniowo	postupne	stopniowo	ADV	ADV
práce	prace	práca	praca	N;NOM;FEM;PL	N;NOM;FEM;PL
veľká	duża	veľký	duży	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
veľká	duży	veľký	duży	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
veľká	duże	veľký	duży	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
veľká	duża	veľký	duży	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
veľká	duże	veľký	duży	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
veľká	wielka	veľký	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
veľká	duży	veľký	duży	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
veľká	wielki	veľký	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
množstvo	kwota	množstvo	kwota	N;NOM;NEUT;SG	N;NOM;FEM;SG
množstvo	ilość	množstvo	ilość	N;NOM;NEUT;SG	N;NOM;FEM;SG
množstvo	ilość	množstvo	ilość	N;NOM;NEUT;SG	N;NOM;FEM;SG
opäť	ponownie	opäť	ponownie	ADV	ADV
opäť	znowu	opäť	znowu	ADV	ADV
priezvisko	nazwisko	priezvisko	nazwisko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
otec	tata	otec	tata	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
otec	ojciec	otec	ojciec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
podobne	podobnie	podobne	podobnie	ADV	ADV
podobne	podobnie	podobne	podobnie	ADV	ADV
podobne	analogicznie	podobne	analogicznie	ADV	ADV
stránky	strony	stránka	strona	N;NOM;FEM;PL	N;NOM;FEM;PL
diela	prace	dielo	praca	N;NOM;NEUT;PL	N;NOM;FEM;PL
poloha	położenie	poloha	położenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
poloha	stanowisko	poloha	stanowisko	N;NOM;FEM;SG	N;NOM;NEUT;SG
poloha	pozycja	poloha	pozycja	N;NOM;FEM;SG	N;NOM;FEM;SG
poloha	lokalizacja	poloha	lokalizacja	N;NOM;FEM;SG	N;NOM;FEM;SG
poloha	położenie	poloha	położenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
deň	dzień	deň	dzień	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
druhý	druga	druhý	drugi	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
druhý	drugi	druhý	drugi	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
druhý	drugie	druhý	drugi	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
články	wyroby	článok	wyrób	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
články	artykuły	článok	artykuł	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vtedy	wtedy	vtedy	wtedy	ADV	ADV
každý	każdy	každý	każdy	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
každý	każdy	každý	każdy	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
každý	każda	každý	każdy	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
každý	każdy	každý	każdy	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
každý	każda	každý	każdy	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
každý	każdy	každý	każdy	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
obrázok	rysunek	obrázok	rysunek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obrázok	obrazek	obrázok	obrazek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obrázok	obraz	obrázok	obraz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obrázok	zdjęcie	obrázok	zdjęcie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
obrázok	obrazek	obrázok	obrazek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obrázok	obraz	obrázok	obraz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obrázok	rysunek	obrázok	rysunek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obrázok	figura	obrázok	figura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
celý	cały	celý	cały	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
celý	cała	celý	cały	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
členovia	posłowie	člen	poseł	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
členovia	członkowie	člen	członek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
stále	nadal	stále	nadal	ADV	ADV
stále	wciąż	stále	wciąż	ADV	ADV
jednotky	jednostki	jednotka	jednostka	N;NOM;FEM;PL	N;NOM;FEM;PL
jednotky	oddziały	jednotka	oddział	N;NOM;FEM;PL	N;NOM;MASC;PL
priemerný	średni	priemerný	średnia	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
priemerný	przeciętny	priemerný	przeciętny	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
diskusia	dyskusja	diskusi	dyskusja	N;NOM;FEM;SG	N;NOM;FEM;SG
diskusia	omówienie	diskusi	omówienie	N;NOM;FEM;SG	N;NOM;NEUT;SG
diskusia	debata	diskusi	debata	N;NOM;FEM;SG	N;NOM;FEM;SG
program	program	program	program	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
program	agendy	program	agendy	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
program	agenda	program	agenda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
program	program	program	program	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
gitara	gitara	gitaer	gitar	N;NOM;FEM;SG	N;NOM;MASC;SG
článku	artykułu	článok	artykuł	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
hudobný	muzyczne	hudobný	muzyczny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
hudobný	muzyczny	hudobný	muzyczny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
kolo	okrążenie	kolo	okrążenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
kolo	runda	kolo	runda	N;NOM;NEUT;SG	N;NOM;FEM;SG
začali	rozpoczęto	začať	rozpocząć	V;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
strana	przyjęcie	strana	przyjąć	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
strana	partia	strana	partia	N;NOM;FEM;SG	N;NOM;FEM;SG
strana	impreza	strana	impreza	N;NOM;FEM;SG	N;NOM;FEM;SG
strana	strona	strana	strona	N;NOM;FEM;SG	N;NOM;FEM;SG
obdobia	okresy	obdobie	okres	N;NOM;NEUT;PL	N;NOM;MASC;PL
autor	autorka	autor	autorka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
park	park	park	park	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pravdepodobne	prawdopodobnie	pravdepodobne	prawdopodobnie	ADV	ADV
pravdepodobne	prawdopodobnie	pravdepodobne	prawdopodobnie	ADV	ADV
nová	nowe	nový	nowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nová	nowy	nový	nowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
rôzne	różne	rôzny	różny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rôzne	inna	rôzny	inny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
rôzne	różne	rôzny	różny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rôzne	inny	rôzny	inny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
rôzne	różne	rôzny	różny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rôzne	różne	rôzny	różny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
obdobie	okres	obdobie	okres	N;NOM;NEUT;SG	N;NOM;MASC;SG
škola	szkoła	škola	szkoła	N;NOM;FEM;SG	N;NOM;FEM;SG
františek	franciszek	františek	franciszek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
albumy	albumy	album	albuma	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
dielo	praca	dielo	praca	N;NOM;NEUT;SG	N;NOM;FEM;SG
nakoniec	ostatecznie	nakoniec	ostatecznie	ADV	ADV
nakoniec	ewentualnie	nakoniec	ewentualnie	ADV	ADV
väčšina	większość	väčšina	większość	N;NOM;FEM;SG	N;NOM;FEM;SG
väčšina	większość	väčšina	większość	N;NOM;FEM;SG	N;NOM;FEM;SG
zápasy	mecze	zápas	mecz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
zápasy	mecze	zápas	mecz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
turnaj	turniej	turnaj	turnia	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rovnako	podobnie	rovnako	podobnie	ADV	ADV
druh	rodzaj	druh	rodzaj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
druh	gatunek	druh	gatunek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stavby	konstrukcje	stavba	konstrukcja	N;NOM;FEM;PL	N;NOM;FEM;PL
stavby	konstrukcje	stavba	konstrukcja	N;NOM;FEM;PL	N;NOM;FEM;PL
stavby	budowle	stavba	budowa	N;NOM;FEM;PL	N;NOM;MASC;PL
priamo	bezpośrednio	priamo	bezpośrednio	ADV	ADV
metrov	metrów	meter	metr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
metrov	metrach	meter	metr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
metrov	metrów	meter	metr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
anglický	angielski	anglický	angielski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
funkcia	funkcja	funkcia	funkcja	N;NOM;FEM;SG	N;NOM;FEM;SG
funkcia	funkcja	funkcia	funkcja	N;NOM;FEM;SG	N;NOM;FEM;SG
funkcia	cecha	funkcia	cechać	N;NOM;FEM;SG	N;NOM;FEM;SG
článkov	artykułów	článok	artykuł	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
štátov	stanów	štát	stan	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
južnej	południowej	južný	południowy	ADJ;GEN;FEM;SG	ADJ;GEN;FEM;SG
piesne	utwory	piesne	utwór	N;NOM;FEM;PL	N;NOM;MASC;PL
verzia	wersja	verzia	wersja	N;NOM;FEM;SG	N;NOM;FEM;SG
image	obrazek	imag	obrazek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
image	obraz	imag	obraz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rad	seria	rad	seria	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rad	rząd	rad	rząd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rad	wiersz	rad	wiersz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
členom	członkiem	člen	członek	N;ANIM;INS;MASC;SG	N;INS;MASC;SG
zatiaľ	tymczasem	zatiaľ	tymczasem	ADV	ADV
výška	wzrost	výška	wzrost	N;NOM;FEM;SG	N;NOM;MASC;SG
výška	wysokość	výška	wysokość	N;NOM;FEM;SG	N;NOM;FEM;SG
stav	status	stav	status	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stav	stan	stav	stan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
william	williama	willia	williem	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
právo	prawo	právo	prawo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
právo	prawo	právo	prawo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	mianowanie	stretnutie	mianować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
stretnutie	spotkanie	stretnutie	spotkanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	posiedzenie	stretnutie	posiedzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	zebranie	stretnutie	zebranie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	spotkanie	stretnutie	spotkanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	zlot	stretnutie	zlot	N;NOM;NEUT;SG	N;NOM;MASC;SG
stretnutie	zjednoczenie	stretnutie	zjednoczenie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
stretnutie	zjazd	stretnutie	zjazd	N;NOM;NEUT;SG	N;NOM;MASC;SG
oficiálne	oficjalnie	oficiálne	oficjalnie	ADV	ADV
oficiálne	oficjalnie	oficiálne	oficjalnie	ADV	ADV
univerzity	uniwersytety	univerzita	uniwersytet	N;NOM;FEM;PL	N;NOM;MASC;PL
univerzity	uniwersytety	univerzita	uniwersytet	N;NOM;FEM;PL	N;NOM;MASC;PL
tímov	zespołów	tím	zespół	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
rozhodca	sędzia	rozhodca	sędzia	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozhodca	sędzia	rozhodca	sędzia	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozhodca	sędzia	rozhodca	sędzia	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zmysle	znaczenie	zmysel	znaczenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
informácie	informacje	informácia	informacja	N;NOM;FEM;PL	N;NOM;FEM;PL
informácie	informacje	informácia	informacja	N;NOM;FEM;PL	N;NOM;FEM;PL
bystrica	bystrica	bystrica	bystrica	N;NOM;FEM;SG	N;NOM;MASC;SG
dokonca	nawet	dokonca	nawet	PART	PART
deti	dzieci	dieťa	dziecko	N;NOM;NEUT;PL	N;NOM;NEUT;PL
deti	dzieciaki	dieťa	dzieciak	N;NOM;NEUT;PL	N;NOM;MASC;PL
deti	dzieci	dieťa	dziecko	N;NOM;NEUT;PL	N;NOM;NEUT;PL
deti	maluchy	dieťa	maluch	N;NOM;NEUT;PL	N;NOM;MASC;PL
malo	mial	mať	mial	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
malo	miał	mať	mieć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
malo	miała	mať	mieć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
malo	miał	mať	mieć	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
znamená	oznacza	znamenať	oznaczać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
severnej	północnej	severný	północny	ADJ;GEN;FEM;SG	ADJ;GEN;FEM;SG
dom	dom	dom	dom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dom	dom	dom	dom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
patria	należeć	patriť	należeć	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;NFIN;ACT
patria	należą	patriť	należeć	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
vždy	zawsze	vždy	zawsze	ADV	ADV
práva	uprawnienia	právo	uprawnić	N;NOM;NEUT;PL	N;NOM;NEUT;PL
ľudia	ludzie	človek	człowiek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ľudia	osoby	človek	osoba	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
ľudia	ludzie	človek	człowiek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
známe	znane	známy	znać	ADJ;NOM;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
herečka	aktorka	herečka	aktorka	N;NOM;FEM;SG	N;NOM;FEM;SG
menej	mniej	málo	mało	ADV;CMPR	ADV;CMPR
menej	mniej	málo	mało	ADV;CMPR	ADV;CMPR
známa	znane	známy	znać	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
les	las	les	las	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
les	las	les	las	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
systému	systemu	systém	system	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
lode	łodzie	loď	łódź	N;NOM;FEM;PL	N;NOM;FEM;PL
lode	okręty	loď	okręt	N;NOM;FEM;PL	N;NOM;MASC;PL
lode	statki	loď	statek	N;NOM;FEM;PL	N;NOM;MASC;PL
banská	wydobycie	banský	wydobyć	N;NOM;FEM;SG	N;NOM;NEUT;SG
banská	kopalnia	banský	kopalniać	N;NOM;FEM;SG	N;NOM;FEM;SG
básnik	poeta	básnik	poeta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
úplne	absolutnie	úplne	absolutnie	ADV	ADV
úplne	całkowicie	úplne	całkowicie	ADV	ADV
úplne	totalnie	úplne	totalnie	ADV	ADV
úplne	całkowicie	úplne	całkowicie	ADV	ADV
ďalší	inny	ďalší	inny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
ďalší	kolejna	ďalší	kolejny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ďalší	następny	ďalší	następny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
ďalší	następne	ďalší	następny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
skladateľ	kompozytor	skladateľ	kompozytor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
skladateľ	edytor	skladateľ	edytor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozdiel	różnica	rozdiel	różnica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rozdiel	zróżnicowanie	rozdiel	zróżnicowanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
rozdiel	różnica	rozdiel	różnica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
tím	ekipa	tím	ekipa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
tím	drużyna	tím	drużyna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
tím	zespół	tím	zespół	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
družstvo	oddział	družstvo	oddział	N;NOM;NEUT;SG	N;NOM;MASC;SG
matematik	matematyk	matematik	matematyk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
armády	armie	armáda	arma	N;NOM;FEM;PL	N;NOM;FEM;PL
mať	posiadać	mať	posiadać	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
mať	mają	mať	mieć	V;IPFV;POS;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
mať	mieć	mať	mieć	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
označenie	oznakowanie	označenie	oznakowanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	oznaczenie	označenie	oznaczenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	oznaczanie	označenie	oznaczać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
označenie	znakowanie	označenie	znakowanie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
označenie	oznaczenie	označenie	oznaczenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	wyznaczenie	označenie	wyznaczyć	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
označenie	wskazanie	označenie	wskazać	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	oznaczenie	označenie	oznaczenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	wskazania	označenie	wskazanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	oznakowanie	označenie	oznakowanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
označenie	identyfikacja	označenie	identyfikacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
druhá	druga	druhý	drugi	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
druhá	drugi	druhý	drugi	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
druhá	drugie	druhý	drugi	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
mužstvo	męskość	mužstvo	męskość	N;NOM;NEUT;SG	N;NOM;FEM;SG
mužstvo	ekipa	mužstvo	ekipa	N;NOM;NEUT;SG	N;NOM;FEM;SG
mužstvo	drużyna	mužstvo	drużyna	N;NOM;NEUT;SG	N;NOM;FEM;SG
mužstvo	zespół	mužstvo	zespół	N;NOM;NEUT;SG	N;NOM;MASC;SG
musí	musi	musieť	musieć	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
jazyk	język	jazyk	język	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
jazyk	język	jazyk	język	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obvode	obwód	obvod	obwód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
predtým	poprzednio	predtým	poprzednio	ADV	ADV
finále	finał	fináľ	finał	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
činnosť	działania	činnosť	działanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
činnosť	działalność	činnosť	działalność	N;NOM;FEM;SG	N;NOM;FEM;SG
činnosť	aktywność	činnosť	aktywność	N;NOM;FEM;SG	N;NOM;FEM;SG
činnosť	czynność	činnosť	czynność	N;NOM;FEM;SG	N;NOM;FEM;SG
činnosť	działalność	činnosť	działalność	N;NOM;FEM;SG	N;NOM;FEM;SG
vojna	wojna	vojna	wojna	N;NOM;FEM;SG	N;NOM;FEM;SG
vrch	szczyt	vrch	szczyt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
súťaže	konkursy	súťaž	konkurs	N;NOM;FEM;PL	N;NOM;MASC;PL
súťaže	konkursy	súťaž	konkurs	N;NOM;FEM;PL	N;NOM;MASC;PL
