aturar	stå	aturar	stå	V	V;IMP;FIN;ACT
cheminea	skorsten	chemineo	skorst	N	N;NOM;DEF;MASC+FEM;SG
criticar	kritisera	criticar	kritisera	V	V;IMP;FIN;ACT
criticar	kritiserar	criticar	kritisera	V	V;IND;PRS;FIN;ACT
estragar	förstöra	estragar	förstöra	V	V;NFIN;ACT
patrulla	patrullen	patrulla	patrull	N	N;NOM;DEF;MASC+FEM;SG
patrulla	patrull	patrulla	patrull	N	N;NOM;INDF;MASC+FEM;SG
salta	jump	salta	jump	N	N;NOM;INDF;NEUT;SG
salta	hopp	salta	hopp	N	N;NOM;INDF;NEUT;SG
rematará	avsluta	rematar	avsluta	V	V;IMP;FIN;ACT
rematará	will	rematar	will	V	V;IMP;FIN;ACT
rematará	kommer	rematar	komma	V	V;IND;PRS;FIN;ACT
traidores	förrädare	traidor	förrädare	N	N;NOM;INDF;MASC+FEM;PL
desexas	vill	desexa	vilja	V	V;IND;PRS;FIN;ACT
milicia	milisen	milicia	milis	N	N;NOM;DEF;MASC+FEM;SG
milicia	milis	milicia	milis	N	N;NOM;INDF;MASC+FEM;SG
morrese	dö	morrer	dö	V	V;IMP;FIN;ACT
morrese	dör	morrer	dör	V	V;IMP;FIN;ACT
morrese	dog	morrer	dö	V	V;IMP;FIN;ACT
serea	siren	ser	sir	N	N;NOM;INDF;MASC+FEM;SG
serea	blås	ser	blå	N	N;NOM;INDF;NEUT;SG
chamando	ringer	chamar	ringa	V	V;IND;PRS;FIN;ACT
chamando	anropar	chamar	anropa	V	V;IND;PRS;FIN;ACT
gustouche	gjorde	gustouche	göra	V	V;IND;PST;FIN;ACT
gustouche	gilla	gustouche	gilla	V	V;IMP;FIN;ACT
gustouche	gillar	gustouche	gilla	V	V;IND;PRS;FIN;ACT
gustouche	like	gustouche	like	V	V;IMP;FIN;ACT
comerciantes	näringsidkare	comerciante	näringsidkare	N	N;NOM;INDF;MASC+FEM;PL
comerciantes	handlare	comerciante	handlare	N	N;NOM;INDF;MASC+FEM;PL
comerciantes	köpmän	comerciante	köpman	N	N;NOM;INDF;MASC+FEM;PL
facela	fabrikat	facelar	fabrika	N	N;NOM;INDF;NEUT;SG
facela	her	facelar	her	N	N;NOM;INDF;MASC+FEM;SG
varón	manlig	varón	manlig	N	N;NOM;INDF;MASC+FEM;SG
varón	hane	varón	hane	N	N;NOM;INDF;MASC+FEM;SG
varón	boy	varón	boy	N	N;NOM;INDF;NEUT;SG
varón	pojke	varón	pojke	N	N;NOM;INDF;MASC+FEM;SG
varón	gosse	varón	gosse	N	N;NOM;INDF;MASC+FEM;SG
varón	pojk	varón	pojk	N	N;NOM;INDF;MASC+FEM;SG
probábel	osannolikt	probábel	osannolik	ADJ	ADJ;NOM;INDF;NEUT;SG
probábel	osannolik	probábel	osannolik	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
probábel	osannolika	probábel	osannolik	ADJ	ADJ;NOM;PL
indio	indier	indio	indi	N	N;NOM;INDF;NEUT;SG
indio	indian	indio	indian	N	N;NOM;INDF;MASC+FEM;SG
liras	lire	lira	lire	N	N;NOM;INDF;MASC+FEM;SG
berce	vaggan	berce	vagga	N	N;NOM;DEF;MASC+FEM;SG
berce	vagga	berce	vagga	N	N;NOM;INDF;MASC+FEM;SG
traficante	återförsäljare	traficante	återförsäljare	N	N;NOM;INDF;MASC+FEM;PL
traficante	handlare	traficante	handlare	N	N;NOM;INDF;MASC+FEM;PL
traficante	givare	traficante	givare	N	N;NOM;INDF;MASC+FEM;PL
benditos	are	bendito	are	N	N;NOM;INDF;MASC+FEM;SG
reféns	gisslan	refén	gisslan	N	N;NOM;INDF;MASC+FEM;SG
putos	fucking	puto	fucking	N	N;NOM;INDF;MASC+FEM;SG
dios	skull	dio	skull	N	N;NOM;INDF;MASC+FEM;SG
frota	flotta	frota	flotta	N	N;NOM;INDF;MASC+FEM;SG
frota	flottan	frota	flottan	N	N;NOM;DEF;MASC+FEM;SG
seo	seo	seo	seo	N	N;NOM;INDF;MASC+FEM;SG
mercadorías	handelsvaror	mercadoría	handelsvara	N	N;NOM;INDF;MASC+FEM;PL
mercadorías	råvaror	mercadoría	råvaro	N	N;NOM;INDF;MASC+FEM;PL
mercadorías	varor	mercadoría	vara	N	N;NOM;INDF;MASC+FEM;PL
mercadorías	gods	mercadoría	god	N	N;NOM;INDF;NEUT;SG
mercadorías	varor	mercadoría	vara	N	N;NOM;INDF;MASC+FEM;PL
anano	dvärg	anano	dvärg	N	N;NOM;INDF;MASC+FEM;SG
anano	mannen	anano	man	N	N;NOM;DEF;MASC+FEM;SG
anano	människan	anano	människa	N	N;NOM;DEF;MASC+FEM;SG
gueto	gettot	gueto	gettod	N	N;NOM;DEF;NEUT;SG
impulso	pulsen	impulso	puls	N	N;NOM;DEF;MASC+FEM;SG
impulso	puls	impulso	puls	N	N;NOM;INDF;MASC+FEM;SG
corán	koran	corán	koran	N	N;NOM;INDF;MASC+FEM;SG
corán	koranen	corán	kora	N	N;NOM;DEF;MASC+FEM;SG
dígolles	tell	dígolle	tell	N	N;NOM;INDF;NEUT;SG
clínicas	kliniska	clínico	klinisk	ADJ	ADJ;NOM;PL
rifles	gevär	rifle	gevär	N	N;NOM;INDF;NEUT;SG
lombo	rygg	lombo	rygg	N	N;NOM;INDF;MASC+FEM;SG
parei	slutade	parei	sluta	V	V;IND;PST;FIN;ACT
parei	stannade	parei	stanna	V	V;IND;PST;FIN;ACT
procedemento	förfarandet	procedemento	förfarande	N	N;NOM;DEF;NEUT;SG
procedemento	procedur	procedemento	procedur	N	N;NOM;INDF;MASC+FEM;SG
procedemento	förfarande	procedemento	förfarande	N	N;NOM;INDF;NEUT;SG
custo	kostnader	custo	kostnad	N	N;NOM;INDF;MASC+FEM;PL
custo	kostnad	custo	kostnad	N	N;NOM;INDF;MASC+FEM;SG
aforros	sparande	aforro	sparande	N	N;NOM;INDF;NEUT;SG
aforros	besparingar	aforro	besparing	N	N;NOM;INDF;MASC+FEM;PL
previr	förebygga	previr	förebygga	V	V;IMP;NFIN;ACT
previr	förebygger	previr	förebygga	V	V;IND;PRS;FIN;ACT
previr	förhindrar	previr	förhindra	V	V;IND;PRS;FIN;ACT
previr	förhindra	previr	förhindra	V	V;IMP;FIN;ACT
chiste	skämt	chistir	skämt	N	N;NOM;INDF;NEUT;SG
tigre	tiger	tigre	tig	N	N;NOM;INDF;MASC+FEM;SG
crecen	odla	crecer	odla	V	V;IMP;FIN;ACT
crecen	växa	crecer	växa	V	V;IMP;FIN;ACT
crecen	växer	crecer	växa	V	V;IND;PRS;FIN;ACT
crecen	hämta	crecer	hämta	V	V;IMP;FIN;ACT
crecen	skaffa	crecer	skaffa	V	V;IMP;FIN;ACT
empezan	börja	empezar	börja	V	V;IMP;FIN;ACT
empezan	startar	empezar	starta	V	V;IND;PRS;FIN;ACT
empezan	starta	empezar	starta	V	V;IMP;NFIN;ACT
tradución	översättning	tradución	översättning	N	N;NOM;INDF;MASC+FEM;SG
pintar	måla	pintar	måla	V	V;IMP;FIN;ACT
colectivo	kollektiv	colectivo	kollektiv	N	N;NOM;INDF;MASC+FEM;SG
instintos	instinkt	instinto	instinkt	N	N;NOM;INDF;MASC+FEM;SG
instintos	instinkter	instinto	instinkt	N	N;NOM;INDF;MASC+FEM;PL
básicos	grundläggande	básico	grundläggande	ADJ	ADJ;NOM;PRS;V.PTCP
alimentación	livsmedel	alimentación	livsmedel	N	N;NOM;INDF;NEUT;SG
alimentación	mat	alimentación	mat	N	N;NOM;INDF;MASC+FEM;SG
alimentación	föda	alimentación	föda	N	N;NOM;INDF;MASC+FEM;SG
alimentación	kläder	alimentación	kläder	N	N;NOM;INDF;MASC+FEM;PL
alimentación	klädesplagg	alimentación	klädesplagg	N	N;NOM;INDF;NEUT;SG
loitas	kamp	loita	kamp	N	N;NOM;INDF;MASC+FEM;SG
bunker	bunker	bunker	bunke	N	N;NOM;INDF;MASC+FEM;SG
bunker	bunkern	bunker	bunkern	N	N;NOM;DEF;MASC+FEM;SG
bunker	bunkrar	bunker	bunkra	N	N;NOM;INDF;MASC+FEM;PL
favorito	favoriten	favorito	favoriten	N	N;NOM;DEF;MASC+FEM;SG
favorito	favorit	favorito	favorit	N	N;NOM;INDF;MASC+FEM;SG
básico	grundläggande	básico	grundläggande	ADJ	ADJ;NOM;PRS;V.PTCP
defensores	försvarare	defensor	försvarare	N	N;NOM;INDF;MASC+FEM;PL
axencias	byråer	axencia	byrå	N	N;NOM;INDF;MASC+FEM;PL
axencias	agentur	axencia	agentur	N	N;NOM;INDF;MASC+FEM;SG
axencias	byrån	axencia	byrån	N	N;NOM;DEF;MASC+FEM;SG
axencias	byrå	axencia	byrå	N	N;NOM;INDF;MASC+FEM;SG
pausa	paus	pausa	paus	N	N;NOM;INDF;MASC+FEM;SG
celas	celler	cela	cell	N	N;NOM;INDF;MASC+FEM;PL
alfombra	matta	alfombra	matta	N	N;NOM;INDF;MASC+FEM;SG
alfombra	matta	alfombra	matta	N	N;NOM;INDF;MASC+FEM;SG
botarlle	take	botarlle	take	N	N;NOM;INDF;MASC+FEM;SG
botarlle	tagning	botarlle	tagning	N	N;NOM;INDF;MASC+FEM;SG
visións	syner	visión	syna	N	N;NOM;INDF;MASC+FEM;PL
visións	visioner	visión	vision	N	N;NOM;INDF;MASC+FEM;PL
reacciona	reagerar	reaccionar	reagera	V	V;IND;PRS;FIN;ACT
conceptos	begrepp	concepto	begrepp	N	N;NOM;INDF;NEUT;PL
conceptos	koncept	concepto	koncept	N	N;NOM;INDF;NEUT;SG
xenéticas	genetiskt	xenético	genetisk	ADJ	ADJ;NOM;INDF;NEUT;SG
xenéticas	genetiska	xenético	genetisk	ADJ	ADJ;NOM;PL
xenéticas	genetisk	xenético	genetisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
confuso	lost	confuso	lost	N	N;NOM;INDF;MASC+FEM;SG
empregar	använda	empregar	använda	V	V;IMP;FIN;ACT
empregar	använd	empregar	använda	V	V;IMP;FIN;ACT
oposición	motstånd	oposición	motstånd	N	N;NOM;INDF;NEUT;SG
oposición	oppositionen	oposición	opposition	N	N;NOM;DEF;MASC+FEM;SG
oposición	invändning	oposición	invändning	N	N;NOM;INDF;MASC+FEM;SG
oposición	opposition	oposición	opposition	N	N;NOM;INDF;MASC+FEM;SG
agochados	dölja	agochar	dölja	V	V;IMP;FIN;ACT
agochados	döljer	agochar	dölja	V	V;IND;PRS;FIN;ACT
agochados	gömmer	agochar	gömma	V	V;IND;PRS;FIN;ACT
agochados	gömma	agochar	gömma	V	V;IMP;FIN;ACT
buraco	hål	buraco	hål	N	N;NOM;INDF;NEUT;SG
buraco	hole	buraco	hole	N	N;NOM;INDF;NEUT;SG
inevitable	oundviklig	inevitable	oundviklig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
inevitable	oundvikligt	inevitable	oundviklig	ADJ	ADJ;NOM;INDF;NEUT;SG
inevitable	ofrånkomligt	inevitable	ofrånkomlig	ADJ	ADJ;NOM;INDF;NEUT;SG
inevitable	oundvikliga	inevitable	oundviklig	ADJ	ADJ;NOM;PL
elevado	höga	elevado	hög	ADJ	ADJ;NOM;PL
elevado	hög	elevado	hög	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
elevado	högt	elevado	hög	ADJ	ADJ;NOM;INDF;NEUT;SG
direccións	riktningen	dirección	riktning	N	N;NOM;DEF;MASC+FEM;SG
direccións	riktning	dirección	riktning	N	N;NOM;INDF;MASC+FEM;SG
situacións	situationer	situación	situation	N	N;NOM;INDF;MASC+FEM;PL
situacións	situationerna	situación	situation	N	N;NOM;DEF;MASC+FEM;PL
odia	hata	odia	hata	V	V;IMP;FIN;ACT
odia	hatar	odia	hata	V	V;IND;PRS;FIN;ACT
odia	hatar	odia	hata	V	V;IND;PRS;FIN;ACT
afectan	påverkar	afectar	påverka	V	V;IND;PRS;FIN;ACT
afectan	påverka	afectar	påverka	V	V;IMP;FIN;ACT
facerte	gör	facerte	göra	V	V;IMP;FIN;ACT
facerte	göra	facerte	göra	V	V;IMP;FIN;ACT
continúan	fortsätter	continuar	fortsätta	V	V;IND;PRS;FIN;ACT
continúan	fortsätta	continuar	fortsätta	V	V;IMP;FIN;ACT
tentarei	testa	tentar	testa	V	V;IMP;FIN;ACT
tentarei	prova	tentar	prova	V	V;IMP;FIN;ACT
tentarei	pröva	tentar	pröva	V	V;IMP;FIN;ACT
tentarei	hämta	tentar	hämta	V	V;IMP;FIN;ACT
tentarei	skaffa	tentar	skaffa	V	V;IMP;FIN;ACT
prioridade	prioritet	prioridade	prioritet	N	N;NOM;INDF;MASC+FEM;SG
prioridade	prioritering	prioridade	prioritering	N	N;NOM;INDF;MASC+FEM;SG
descuberto	upptäckts	descuberto	upptäcka	V	V;V.CVB;PASS
descuberto	upptäcktes	descuberto	upptäcka	V	V;IND;PST;FIN;PASS
descuberto	upptäckte	descuberto	upptäcka	V	V;IND;PST;FIN;ACT
pensabamos	tyckte	pensabar	tycka	V	V;IND;PST;FIN;ACT
pensabamos	trodde	pensabar	tro	V	V;IND;PST;FIN;ACT
pensabamos	tänkte	pensabar	tänka	V	V;IND;PST;FIN;ACT
revistas	tidskrift	revista	tidskrift	N	N;NOM;INDF;MASC+FEM;SG
revistas	tidskriften	revista	tidskrift	N	N;NOM;DEF;MASC+FEM;SG
revistas	tidningen	revista	tidning	N	N;NOM;DEF;MASC+FEM;SG
revistas	tidning	revista	tidning	N	N;NOM;INDF;MASC+FEM;SG
revistas	magasin	revista	magasin	N	N;NOM;INDF;NEUT;SG
revistas	tidningar	revista	tidning	N	N;NOM;INDF;MASC+FEM;PL
revistas	tidskrifter	revista	tidskrift	N	N;NOM;INDF;MASC+FEM;PL
bocas	munnar	boca	munna	N	N;NOM;INDF;MASC+FEM;PL
lograr	hämta	lograr	hämta	V	V;IMP;FIN;ACT
lograr	skaffa	lograr	skaffa	V	V;IMP;FIN;ACT
lograr	gör	lograr	göra	V	V;IMP;FIN;ACT
lograr	göra	lograr	göra	V	V;IMP;FIN;ACT
distinguir	skilja	distinguir	skilja	V	V;IMP;FIN;ACT
distinguir	särskilja	distinguir	särskilja	V	V;IMP;FIN;ACT
distinguir	urskilja	distinguir	urskilja	V	V;IMP;NFIN;ACT
distinguir	berätta	distinguir	berätta	V	V;IMP;FIN;ACT
lagos	sjöar	lago	sjö	N	N;NOM;INDF;MASC+FEM;PL
recentes	senaste	recente	sen	ADJ	ADJ;NOM;DEF;RL
funcione	arbeta	funcionar	arbeta	V	V;IMP;FIN;ACT
funcione	jobba	funcionar	jobba	V	V;IMP;FIN;ACT
certificado	intyg	certificado	intyg	N	N;NOM;INDF;NEUT;SG
certificado	certifikat	certificado	certifika	N	N;NOM;INDF;NEUT;SG
pipa	pipe	pipa	pipe	N	N;NOM;INDF;MASC+FEM;SG
pipa	rör	pipa	röra	N	N;NOM;INDF;NEUT;SG
pipa	pipa	pipa	pipa	N	N;NOM;INDF;NEUT;SG
conversas	konversationer	converso	konversation	N	N;NOM;INDF;MASC+FEM;PL
conversas	samtal	converso	samtal	N	N;NOM;INDF;NEUT;SG
vivendas	hemmen	vivenda	hem	N	N;NOM;DEF;NEUT;PL
radical	radikal	radical	radikal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
radical	radikala	radical	radikal	ADJ	ADJ;NOM;PL
obesidade	fetma	obesidade	fetma	N	N;NOM;INDF;MASC+FEM;SG
obesidade	övervikt	obesidade	övervikt	N	N;NOM;INDF;MASC+FEM;SG
cadrado	fyrkantig	cadrado	fyrkantig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
prosperidade	välgång	prosperidade	välgång	N	N;NOM;INDF;MASC+FEM;SG
prosperidade	välståndet	prosperidade	välstånd	N	N;NOM;DEF;NEUT;SG
prosperidade	välfärd	prosperidade	välfärd	N	N;NOM;INDF;MASC+FEM;SG
prosperidade	välstånd	prosperidade	välstånd	N	N;NOM;INDF;NEUT;SG
exilio	exil	exilio	exil	N	N;NOM;INDF;MASC+FEM;SG
palma	palm	palma	palm	N	N;NOM;INDF;NEUT;SG
palma	handflata	palma	handflata	N	N;NOM;INDF;MASC+FEM;SG
relativamente	relativt	relativamente	relativt	ADV	ADV
relativamente	förhållandevis	relativamente	förhållandevis	ADV	ADV
cordas	strängar	corda	sträng	N	N;NOM;INDF;MASC+FEM;PL
órganos	organen	órgano	organ	N	N;NOM;DEF;NEUT;PL
órganos	organ	órgano	organ	N	N;NOM;INDF;NEUT;SG
decatarse	inser	decatarse	inse	V	V;IND;PRS;FIN;ACT
decatarse	märka	decatarse	märka	V	V;IMP;FIN;ACT
penicilina	penicillin	penicilinar	penicilli	N	N;NOM;INDF;MASC+FEM;SG
funcións	funktionerna	función	funktion	N	N;NOM;DEF;MASC+FEM;PL
funcións	funktioner	función	funktion	N	N;NOM;INDF;MASC+FEM;PL
domina	dominerar	domina	dominera	V	V;IND;PRS;FIN;ACT
modernos	moderna	moderno	modern	ADJ	ADJ;NOM;PL
modernos	modernt	moderno	modern	ADJ	ADJ;NOM;INDF;NEUT;SG
colonial	koloniala	colonial	kolonial	ADJ	ADJ;NOM;PL
exceso	överskott	exceso	överskott	N	N;NOM;INDF;NEUT;SG
ostras	ostron	ostra	ostron	N	N;NOM;INDF;NEUT;SG
ocupados	upptagna	ocupado	upptagen	ADJ	ADJ;NOM;PL;PST;V.PTCP
ocupados	upptaget	ocupado	upptagen	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ocupados	upptagen	ocupado	upptagen	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cascos	hjälmar	casco	hjälma	N	N;NOM;INDF;MASC+FEM;PL
darvos	ge	darvo	ge	V	V;IMP;FIN;ACT
darvos	giv	darvo	giv	V	V;IMP;FIN;ACT
darvos	gilla	darvo	gilla	V	V;IMP;FIN;ACT
darvos	gillar	darvo	gilla	V	V;IND;PRS;FIN;ACT
darvos	like	darvo	like	V	V;IMP;FIN;ACT
botóns	knappar	botóns	knapp	N	N;NOM;INDF;MASC+FEM;PL
botóns	knapparna	botóns	knappare	N	N;NOM;DEF;MASC+FEM;PL
afirmación	uttalande	afirmación	uttalande	N	N;NOM;INDF;NEUT;SG
afirmación	bekräftelse	afirmación	bekräftelse	N	N;NOM;INDF;MASC+FEM;SG
champaña	champagne	champaña	champagne	N	N;NOM;INDF;MASC+FEM;SG
lanzou	kastade	lanzar	kasta	V	V;IND;PST;FIN;ACT
lanzou	slängde	lanzar	slänga	V	V;IND;PST;FIN;ACT
inda	fortfarande	inda	fortfarande	ADV	ADV
inda	ändå	inda	ändå	ADV	ADV
chamaría	ring	chamar	ring	V	V;IMP;FIN;ACT
chamaría	ringa	chamar	ringa	V	V;FIN;ACT
agricultura	jordbruket	agricultura	jordbruk	N	N;NOM;DEF;NEUT;SG
agricultura	jordbruk	agricultura	jordbruk	N	N;NOM;INDF;NEUT;SG
agricultura	lantbruk	agricultura	lantbruk	N	N;NOM;INDF;NEUT;SG
ratos	möss	rato	möss	N	N;NOM;INDF;NEUT;PL
ratos	råttor	rato	råttor	N	N;NOM;INDF;MASC+FEM;PL
dispoñible	tillgänglig	dispoñible	tillgänglig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
dispoñible	tillgängligt	dispoñible	tillgänglig	ADJ	ADJ;NOM;INDF;NEUT;SG
dispoñible	tillgängliga	dispoñible	tillgänglig	ADJ	ADJ;NOM;PL
plataforma	plattformen	plataforma	plattform	N	N;NOM;DEF;MASC+FEM;SG
plataforma	plattform	plataforma	plattform	N	N;NOM;INDF;MASC+FEM;SG
celebración	firande	celebración	firande	N	N;NOM;INDF;NEUT;SG
soubera	visste	soubera	veta	V	V;IMP;FIN;ACT
soubera	kände	soubera	känna	V	V;IND;PST;FIN;ACT
soubera	viste	soubera	viste	V	V;IMP;FIN;ACT
soubera	vet	soubera	veta	V	V;IND;PRS;FIN;ACT
soubera	veta	soubera	veta	V	V;IMP;FIN;ACT
avós	farföräldrar	avó	farförälder	N	N;NOM;INDF;MASC+FEM;PL
avós	farföräldrar	avó	farförälder	N	N;NOM;INDF;MASC+FEM;PL
avós	morföräldrar	avó	morförälder	N	N;NOM;INDF;MASC+FEM;PL
namorada	älska	namorar	älsk	V	V;IMP;FIN;ACT
namorada	älskar	namorar	älska	V	V;IND;PRS;FIN;ACT
enviado	skickas	enviar	skicka	V	V;IND;PRS;FIN;PASS
enviado	skickade	enviar	skicka	V	V;IND;PST;FIN;ACT
dígoo	bara	dígoo	bara	ADV	ADV
evidencias	bevis	evidencia	bevis	N	N;NOM;INDF;NEUT;SG
evidencias	belägg	evidencia	belägg	N	N;NOM;INDF;NEUT;SG
evidencias	bevisning	evidencia	bevisning	N	N;NOM;INDF;MASC+FEM;SG
evidencias	bevismaterial	evidencia	bevismaterial	N	N;NOM;INDF;NEUT;SG
secundaria	höga	secundario	hög	ADJ	ADJ;NOM;PL
secundaria	hög	secundario	hög	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
secundaria	högt	secundario	hög	ADJ	ADJ;NOM;INDF;NEUT;SG
secundaria	sekundära	secundario	sekundär	ADJ	ADJ;NOM;PL
secundaria	sekundär	secundario	sekundär	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
secundaria	sekundärt	secundario	sekundär	ADJ	ADJ;NOM;INDF;NEUT;SG
primas	material	prima	material	N	N;NOM;INDF;NEUT;SG
seguín	åkte	seguir	åka	V	V;IMP;PST;FIN;ACT
seguín	gick	seguir	gå	V	V;IND;PST;FIN;ACT
seguín	följs	seguir	följa	V	V;IND;PRS;FIN;PASS
seguín	följde	seguir	följa	V	V;IND;PST;FIN;ACT
seguín	följt	seguir	följa	V	V;V.CVB;ACT
seguín	hållit	seguir	hålla	V	V;V.CVB;ACT
seguín	höll	seguir	hålla	V	V;IND;PST;FIN;ACT
seguín	behöll	seguir	behålla	V	V;IND;PST;FIN;ACT
seguín	behållit	seguir	behålla	V	V;V.CVB;ACT
mercou	köptes	mercar	köpa	V	V;IND;PST;FIN;PASS
mercou	köpte	mercar	köpa	V	V;IND;PST;FIN;ACT
escritores	författare	escritor	författare	N	N;NOM;INDF;MASC+FEM;PL
universidades	universitet	universidade	universitet	N	N;NOM;INDF;NEUT;SG
universidades	universiteten	universidade	universitet	N	N;NOM;DEF;NEUT;PL
universidades	university	universidade	university	N	N;NOM;INDF;MASC+FEM;SG
universidades	universitet	universidade	universitet	N	N;NOM;INDF;NEUT;SG
universidades	universitetet	universidade	universitet	N	N;NOM;DEF;NEUT;SG
universidades	högskola	universidade	högskola	N	N;NOM;INDF;MASC+FEM;SG
calcetíns	strumpor	calcetíns	strumpa	N	N;NOM;INDF;MASC+FEM;PL
buscamos	söker	buscar	söka	V	V;IND;PRS;FIN;ACT
buscamos	letar	buscar	leta	V	V;IND;PRS;FIN;ACT
buscamos	tittar	buscar	titta	V	V;IND;PRS;FIN;ACT
anual	årlig	anual	årlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
anual	årliga	anual	årlig	ADJ	ADJ;NOM;PL
anual	årligt	anual	årligt	ADJ	ADJ;NOM;INDF;NEUT;SG
avances	förskott	avance	förskott	N	N;NOM;INDF;NEUT;SG
partidos	fester	partido	fest	N	N;NOM;INDF;MASC+FEM;PL
partidos	parter	partido	part	N	N;NOM;INDF;MASC+FEM;PL
partidos	partier	partido	parti	N	N;NOM;INDF;NEUT;PL
partidos	parterna	partido	part	N	N;NOM;DEF;MASC+FEM;PL
partidos	matcher	partido	matcher	N	N;NOM;INDF;MASC+FEM;PL
partidos	tändstickor	partido	tändsticka	N	N;NOM;INDF;MASC+FEM;PL
necesarias	nödvändigt	necesario	nödvändig	ADJ	ADJ;NOM;INDF;NEUT;SG
necesarias	nödvändig	necesario	nödvändig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
necesarias	nödvändiga	necesario	nödvändig	ADJ	ADJ;NOM;PL
posiblemente	möjligen	posible	möjligen	ADV	ADV
posiblemente	möjligtvis	posible	möjligtvis	ADV	ADV
delicado	ömtåliga	delicar	ömtålig	ADJ	ADJ;NOM;PL
delicado	känsligt	delicar	känslig	ADJ	ADJ;NOM;INDF;NEUT;SG
delicado	känslig	delicar	känslig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ofrecerlle	erbjudande	ofrecerlle	erbjudande	ADJ	ADJ;NOM;PRS;V.PTCP
durmas	viloläge	durma	viloläge	N	N;NOM;DEF;MASC+FEM;SG
durmas	sömn	durma	sömn	N	N;NOM;INDF;MASC+FEM;SG
durmas	vaken	durma	vaken	N	N;NOM;DEF;MASC+FEM;SG
repito	repetera	repito	repetera	V	V;IMP;FIN;ACT
repito	upprepar	repito	upprepa	V	V;IND;PRS;FIN;ACT
repito	upprepa	repito	upprepa	V	V;IMP;FIN;ACT
crían	tros	crían	tros	V	V;IND;PRS;FIN;PASS
crían	trodde	crían	tro	V	V;IND;PST;FIN;ACT
crían	tror	crían	tro	V	V;IND;PRS;FIN;ACT
crían	tro	crían	tro	V	V;IMP;FIN;ACT
mensaxeiro	budbärare	mensaxeiro	budbärare	N	N;NOM;INDF;MASC+FEM;PL
mensaxeiro	messenger	mensaxeiro	messeng	N	N;NOM;INDF;MASC+FEM;PL
respiro	paus	respiro	paus	N	N;NOM;INDF;MASC+FEM;SG
respiro	break	respiro	break	N	N;NOM;INDF;NEUT;SG
respiro	rast	respiro	rast	N	N;NOM;INDF;MASC+FEM;SG
respiro	brytning	respiro	brytning	N	N;NOM;INDF;MASC+FEM;SG
respiro	andedräkt	respiro	andedräkt	N	N;NOM;INDF;MASC+FEM;SG
respiro	andetag	respiro	andetag	N	N;NOM;INDF;NEUT;SG
combustible	drivmedel	combustible	drivmedel	N	N;NOM;INDF;NEUT;SG
combustible	bränsle	combustible	bränsle	N	N;NOM;INDF;NEUT;SG
sutil	diskret	sutil	diskret	ADJ	ADJ;NOM;INDF;NEUT;SG
crendo	tror	crendo	tro	V	V;IND;PRS;FIN;ACT
crendo	tro	crendo	tro	V	V;IMP;FIN;ACT
crendo	tänka	crendo	tänka	V	V;IMP;FIN;ACT
crendo	funderar	crendo	fundera	V	V;IND;PRS;FIN;ACT
crendo	tänker	crendo	tänka	V	V;IND;PRS;FIN;ACT
crendo	tänkte	crendo	tänka	V	V;IND;PST;FIN;ACT
adoitaban	använda	adoitar	använda	V	V;IMP;FIN;ACT
adoitaban	använt	adoitar	använda	V	V;V.CVB;ACT
adoitaban	används	adoitar	använda	V	V;IND;PRS;FIN;PASS
mortalidade	dödlighet	mortalidade	dödlighet	N	N;NOM;INDF;MASC+FEM;SG
mortalidade	mortalitet	mortalidade	mortalitet	N	N;NOM;INDF;MASC+FEM;SG
mortalidade	död	mortalidade	död	N	N;NOM;INDF;MASC+FEM;SG
mortalidade	döden	mortalidade	död	N	N;NOM;DEF;MASC+FEM;SG
mortalidade	death	mortalidade	death	N	N;NOM;INDF;NEUT;SG
mortalidade	dödsfall	mortalidade	dödsfall	N	N;NOM;INDF;NEUT;PL
accidentes	olycksfall	accidente	olycksfall	N	N;NOM;INDF;NEUT;PL
accidentes	olyckor	accidente	olycka	N	N;NOM;INDF;MASC+FEM;PL
accidentes	olyckshändelse	accidente	olyckshändelse	N	N;NOM;INDF;MASC+FEM;SG
accidentes	olycksfall	accidente	olycksfall	N	N;NOM;INDF;NEUT;PL
accidentes	olycka	accidente	olycka	N	N;NOM;INDF;MASC+FEM;SG
inclúe	inkluderar	incluír	inkludera	V	V;IND;PRS;FIN;ACT
inclúe	innefattar	incluír	innefatta	V	V;IND;PRS;FIN;ACT
inclúe	ingår	incluír	ingå	V	V;IND;PRS;FIN;ACT
inclúe	inbegriper	incluír	inbegripa	V	V;IND;PRS;FIN;ACT
