mistério	geheimnis	mistério	geheimnis	N;MASC;SG	N;NOM;NEUT;SG
inscrições	registrierungen	inscrição	registrierung	N;FEM;PL	N;NOM;FEM;PL
efetivo	wirksam	efetivo	wirksam	ADJ;MASC;SG	ADJ
efetivo	effektiver	efetivo	effektiv	ADJ;MASC;SG	ADJ
efetivo	effektiv	efetivo	effektiv	ADJ;MASC;SG	ADJ
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;NOM;NEUT;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;NOM;NEUT;SG
originou	entstanden	originar	entstehen	V;IND;SG;3;PST;FIN	V;V.PTCP
originou	entstand	originar	entstehen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
adotada	angenommen	adotar	annehmen	V;FEM;SG;V.PTCP	V;V.PTCP
adotada	verabschiedet	adotar	verabschieden	V;FEM;SG;V.PTCP	V;V.PTCP
adotada	erlassen	adotar	erlassen	V;FEM;SG;V.PTCP	V;NFIN
adotada	adoptiert	adotar	adoptieren	V;FEM;SG;V.PTCP	V;V.PTCP
dadas	gegeben	dar	geben	V;FEM;PL;V.PTCP	V;V.PTCP
manuscritos	manuskripte	manuscrever	manuskript	N;MASC;PL	N;NOM;FEM;PL
manuscritos	handschriften	manuscrever	handschreifen	N;MASC;PL	N
aquecimento	klimaanlage	aquecimento	klimaanlage	N;MASC;SG	N;NOM;FEM;SG
derrotando	besiegen	derrotar	besiegen	V;V.MSDR	V;NFIN
apagado	ausgelöscht	apagar	auslöschen	V;MASC;SG;V.PTCP	V;V.PTCP
automática	automatischen	automático	automatisch	ADJ;FEM;SG	ADJ
automática	automatisches	automático	automatisch	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
automática	automatik	automático	automatik	ADJ;FEM;SG	ADJ
automática	automatisch	automático	automatisch	ADJ;FEM;SG	ADJ
treino	ausbildung	treino	ausbildung	N;MASC;SG	N;FEM;SG
treino	schulung	treino	schulung	N;MASC;SG	N;NOM;FEM;SG
treino	fortbildung	treino	fortbildung	N;MASC;SG	N;NOM;FEM;SG
adquirida	gekauft	adquirir	kaufen	V;FEM;SG;V.PTCP	V;V.PTCP
adquirida	erworben	adquirir	erwerben	V;FEM;SG;V.PTCP	V;V.PTCP
poderosos	mächtig	poderoso	mächtig	ADJ;MASC;PL	ADJ
poderosos	kraftvoll	poderoso	kraftvoll	ADJ;MASC;PL	ADJ
poderosos	mächtigen	poderoso	mächtig	ADJ;MASC;PL	ADJ
poderosos	starke	poderoso	stark	ADJ;MASC;PL	ADJ;NOM;FEM;PL
poderosos	leistungsfähige	poderoso	leistungsfähig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
poderosos	mächtige	poderoso	mächtig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
contêm	enthalten	conter	enthalten	V;IND;PL;3;PRS;FIN	V;NFIN
exposto	aufgedeckt	expor	aufdecken	V;MASC;SG;V.PTCP	V;V.PTCP
exposto	ausgesetzt	expor	aussetzen	V;MASC;SG;V.PTCP	V;V.PTCP
combinado	kombiniert	combinar	kombinieren	V;MASC;SG;V.PTCP	V;V.PTCP
combinado	kombinierte	combinar	kombiniert	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
secundários	sekundär	secundário	sekundär	ADJ;MASC;PL	ADJ
secundários	sekundäre	secundário	sekundäre	ADJ;MASC;PL	ADJ;NOM;FEM;PL
secundários	sekundärer	secundário	sekundärer	ADJ;MASC;PL	ADJ
nomeados	nominierten	nomear	nominiert	V;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
nomeados	ernannt	nomear	ernennen	V;MASC;PL;V.PTCP	V;V.PTCP
nomeados	ernannt	nomear	ernennen	V;MASC;PL;V.PTCP	V;V.PTCP
nomeados	nominiert	nomear	nominieren	V;MASC;PL;V.PTCP	V;V.PTCP
nomeados	nominierten	nomear	nominiert	V;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
andares	etagen	andar	etagen	N;MASC;PL	N;PL
andares	fußböden	andar	fußböden	N;MASC;PL	N;NOM;PL
derivada	abgeleitet	derivar	ableiten	V;FEM;SG;V.PTCP	V;V.PTCP
foguetes	raketen	foguete	raket	N;MASC;PL	N;PL
foguetes	raketen	foguete	raket	N;MASC;PL	N;PL
ensinamentos	lektionen	ensinamento	lektion	N;MASC;PL	N;NOM;PL
ensinamentos	unterrichtsstunden	ensinamento	unterrichtsstunden	N;MASC;PL	N;NOM;FEM;PL
deslocamento	vertreibung	deslocamento	vertreibung	N;MASC;SG	N;NOM;FEM;SG
deslocamento	verschiebung	deslocamento	verschiebung	N;MASC;SG	N;SG
deslocamento	verlagerung	deslocamento	verlagerung	N;MASC;SG	N;NOM;FEM;SG
incrível	erstaunlich	incrível	erstaunlich	ADJ;MASC;SG	ADJ
incrível	verblüffend	incrível	verblüffend	ADJ;MASC;SG	ADJ
incrível	unglaublich	incrível	unglaublich	ADJ;MASC;SG	ADJ
incrível	geil	incrível	geil	ADJ;MASC;SG	ADJ
incrível	hammer	incrível	Hammer	ADJ;MASC;SG	ADJ
incrível	krass	incrível	kraß	ADJ;MASC;SG	ADJ
acompanhou	begleitet	acompanhar	begleiten	V;IND;SG;3;PST;FIN	V;V.PTCP
acompanhou	begleitete	acompanhar	begleiten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
medir	messen	medir	messen	V;NFIN	V;NFIN
medir	vermessen	medir	vermessen	V;NFIN	V;V.PTCP
medir	messen	medir	messen	V;NFIN	V;NFIN
medir	maß	medir	messen	V;NFIN	V;IND;SG;3;PST;FIN
falada	sprach	falar	sprechen	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
falada	gesprochen	falar	sprechen	V;FEM;SG;V.PTCP	V;V.PTCP
fechar	schließen	fechar	schließen	V;NFIN	V;NFIN
fechar	schliessen	fechar	schließen	V;NFIN	V;NFIN
fechar	schließen	fechar	schließen	V;NFIN	V;NFIN
sobreviver	überleben	sobreviver	überleben	V;NFIN	V;NFIN
sobreviver	überstehen	sobreviver	überstehen	V;NFIN	V;NFIN
sobreviver	überlebt	sobreviver	überleben	V;NFIN	V;V.PTCP
sobreviver	überleben	sobreviver	überleben	V;NFIN	V;NFIN
sobreviver	überlebenden	sobreviver	überlebend	V;NFIN	V;IND;PL;3;FIN
sobreviver	überlebt	sobreviver	überleben	V;NFIN	V;V.PTCP
jurista	anwalt	jurista	anwalt	N;MASC;SG	N;NOM;SG
listados	angegeben	listar	angeben	V;MASC;PL;V.PTCP	V;V.PTCP
listados	aufgeführten	listar	aufgeführt	V;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
listados	aufgeführt	listar	aufführen	V;MASC;PL;V.PTCP	V;V.PTCP
listados	gelistet	listar	listen	V;MASC;PL;V.PTCP	V;V.PTCP
listados	aufgelistet	listar	auflisten	V;MASC;PL;V.PTCP	V;V.PTCP
estreita	schmalen	estreito	schmal	ADJ;FEM;SG	ADJ
estreita	eng	estreito	eng	ADJ;FEM;SG	ADJ
estreita	enge	estreito	eng	ADJ;FEM;SG	ADJ;NOM;FEM;SG
estreita	engen	estreito	eng	ADJ;FEM;SG	ADJ
estreita	schmal	estreito	schmal	ADJ;FEM;SG	ADJ
rito	ritual	rito	ritual	N;MASC;SG	N;NOM;SG
oferecido	angeboten	oferecer	anbieten	V;MASC;SG;V.PTCP	V;V.PTCP
afiliada	angegliedert	afiliar	angliedern	V;FEM;SG;V.PTCP	V;V.PTCP
chapéu	hut	chapéu	hun	N;MASC;SG	N;SG
chapéu	kappe	chapéu	kappen	N;MASC;SG	N;SG
chapéu	mütze	chapéu	mützen	N;MASC;SG	N;NOM;SG
apontado	hingewiesen	apontar	hinweisen	V;MASC;SG;V.PTCP	V;V.PTCP
apontado	verwies	apontar	verweisen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
apontado	wies	apontar	weisen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
renunciou	verzichtete	renunciar	verzichten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
renunciou	zurückgetreten	renunciar	zurücktreten	V;IND;SG;3;PST;FIN	V;V.PTCP
renunciou	gekündigt	renunciar	kündigen	V;IND;SG;3;PST;FIN	V;V.PTCP
renunciou	trat	renunciar	treten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
discutido	diskutiert	discutir	diskutieren	V;MASC;SG;V.PTCP	V;V.PTCP
discutido	erörtert	discutir	erörtern	V;MASC;SG;V.PTCP	V;V.PTCP
discutido	besprochen	discutir	besprechen	V;MASC;SG;V.PTCP	V;V.PTCP
discutido	diskutierte	discutir	diskutieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
singular	einzigartig	singular	einzigartig	ADJ;MASC;SG	ADJ
singular	singular	singular	singular	ADJ;MASC;SG	ADJ
