jako	como	jako	como	CONJ	CONJ
téměř	casi	téměř	casi	ADV	ADV
téměř	casi	téměř	casi	ADV	ADV
království	reino	království	reino	N;NOM;NEUT;SG;POS	N;MASC;SG
království	kingdom	království	kingdom	N;NOM;NEUT;SG;POS	N;MASC;SG
zcela	totalmente	zcela	totalmente	ADV	ADV
zcela	completamente	zcela	completamente	ADV	ADV
zcela	enteramente	zcela	enteramente	ADV	ADV
zcela	totalmente	zcela	totalmente	ADV	ADV
celé	entera	celý	entero	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
celé	entero	celý	entero	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
kolo	rueda	kolo	rueda	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	bici	kolo	bici	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	moto	kolo	moto	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	bike	kolo	bike	N;NOM;NEUT;SG;POS	N
kolo	bicicleta	kolo	bicicleta	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	bici	kolo	bici	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	bicicleta	kolo	bicicleta	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	redonda	kolo	redonda	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	ronda	kolo	ronda	N;NOM;NEUT;SG;POS	N;FEM;SG
kolo	round	kolo	round	N;NOM;NEUT;SG;POS	N;MASC;SG
spisovatel	escritora	spisovatel	escritora	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
spisovatel	escritor	spisovatel	escritor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
spisovatel	writer	spisovatel	writer	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
stanice	estacion	stanice	estacion	N;NOM;FEM;SG;POS	N;FEM;SG
stanice	estación	stanice	estación	N;NOM;FEM;SG;POS	N;FEM;SG
informace	informaciones	informace	información	N;NOM;FEM;PL;POS	N;FEM;PL
zápasy	cerillas	zápas	cerilla	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
zápasy	fósforos	zápas	fósforo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
zápasy	coincidencias	zápas	coincidencia	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
zápasy	partidos	zápas	partido	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
zápasy	peleas	zápas	pelea	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
zápasy	luchas	zápas	lucha	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
stát	state	stát	state	N;INAN;NOM;MASC;SG;POS	N
stát	estado	stát	estado	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
stát	stand	stát	stand	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
stále	todavía	stále	todavía	ADV	ADV
stále	aún	stále	aún	ADV	ADV
čtyři	cuatro	čtyři	cuatro	NUM;NOM;PL	NUM;PL
klubu	club	klub	club	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
klubu	garrote	klub	garrote	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
klubu	discoteca	klub	discoteca	N;INAN;DAT;MASC;SG;POS	N;FEM;SG
obsahuje	contiene	obsahovat	contener	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
označení	marcación	označení	marcación	N;NOM;NEUT;SG;POS	N;FEM;SG
označení	designación	označení	designación	N;NOM;NEUT;SG;POS	N;FEM;SG
označení	denominación	označení	denominación	N;NOM;NEUT;SG;POS	N;FEM;SG
označení	label	označení	label	N;NOM;NEUT;SG;POS	N;SG
označení	etiqueta	označení	etiqueta	N;NOM;NEUT;SG;POS	N;FEM;SG
označení	etiqueta	označení	etiqueta	N;NOM;NEUT;SG;POS	N;FEM;SG
označení	tag	označení	tag	N;NOM;NEUT;SG;POS	N;MASC;SG
tým	equipo	tým	equipo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
tým	team	tým	team	N;INAN;NOM;MASC;SG;POS	N
stadion	estadio	stadión	estadio	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
stadion	stadium	stadión	stadium	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
soutěž	concurso	soutěž	concurso	N;NOM;FEM;SG;POS	N;MASC;SG
soutěž	competición	soutěž	competición	N;NOM;FEM;SG;POS	N;FEM;SG
soutěž	competencia	soutěž	competencia	N;NOM;FEM;SG;POS	N;FEM;SG
soutěž	concurso	soutěž	concurso	N;NOM;FEM;SG;POS	N;MASC;SG
soutěž	certamen	soutěž	certamen	N;NOM;FEM;SG;POS	N;MASC;SG
král	king	král	king	N;ANIM;NOM;MASC;SG;POS	N
král	rey	král	rey	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
obvykle	habitualmente	obvykle	habitualmente	ADV;POS	ADV
obvykle	normalmente	obvykle	normalmente	ADV;POS	ADV
obvykle	generalmente	obvykle	generalmente	ADV;POS	ADV
obvykle	usualmente	obvykle	usualmente	ADV;POS	ADV
obvykle	normalmente	obvykle	normalmente	ADV;POS	ADV
následující	siguiente	následující	siguiente	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;SG
rady	consejos	rada	consejo	N;NOM;FEM;PL;POS	N;MASC;PL
režie	directora	režie	directora	N;NOM;FEM;SG;POS	N;FEM;SG
režie	director	režie	director	N;NOM;FEM;SG;POS	N;MASC;SG
používá	utiliza	používat	utilizar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
postupně	progresivamente	postupně	progresivamente	ADV;POS	ADV
postupně	gradualmente	postupně	gradualmente	ADV;POS	ADV
následně	posteriormente	následně	posteriormente	ADV;POS	ADV
report	reporte	report	reportar	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
report	denuncia	report	denuncia	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
report	informe	report	informe	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
okolí	entorno	okolí	entorno	N;NOM;NEUT;SG;POS	N;MASC;SG
okolí	vecindario	okolí	vecindario	N;NOM;NEUT;SG;POS	N;MASC;SG
okolí	barrio	okolí	barrio	N;NOM;NEUT;SG;POS	N;MASC;SG
okolí	vecindad	okolí	vecindad	N;NOM;NEUT;SG;POS	N;FEM;SG
okolí	vecindad	okolí	vecindad	N;NOM;NEUT;SG;POS	N;FEM;SG
okolí	barrio	okolí	barrio	N;NOM;NEUT;SG;POS	N;MASC;SG
okolí	vecindario	okolí	vecindario	N;NOM;NEUT;SG;POS	N;MASC;SG
válce	guerra	válka	guerra	N;DAT;FEM;SG;POS	N;FEM;SG
válce	war	válka	war	N;DAT;FEM;SG;POS	N;SG
navíc	además	navíc	además	ADV	ADV
mezinárodní	internacional	mezinárodní	internacional	ADJ;NOM;MASC;SG;POS	ADJ;SG
mezinárodní	international	mezinárodní	international	ADJ;NOM;MASC;SG;POS	ADJ;SG
typu	type	typ	type	N;INAN;GEN;MASC;SG;POS	N
typu	tipo	typ	tipo	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
většinou	habitualmente	většinou	habitualmente	ADV	ADV
většinou	normalmente	většinou	normalmente	ADV	ADV
většinou	generalmente	většinou	generalmente	ADV	ADV
většinou	usualmente	většinou	usualmente	ADV	ADV
většinou	principalmente	většinou	principalmente	ADV	ADV
většinou	mayormente	většinou	mayormente	ADV	ADV
délka	eslora	délka	eslora	N;NOM;FEM;SG;POS	N;FEM;SG
délka	longitud	délka	longitud	N;NOM;FEM;SG;POS	N;FEM;SG
délka	longitud	délka	longitud	N;NOM;FEM;SG;POS	N;FEM;SG
roli	rol	role	rol	N;ACC;FEM;SG;POS	N;MASC;SG
typ	type	typ	type	N;INAN;NOM;MASC;SG;POS	N
typ	tipo	typ	tipo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dříve	anteriormente	brzy	anteriormente	ADV;CMPR;POS	ADV
dříve	previamente	brzy	previamente	ADV;CMPR;POS	ADV
dříve	antes	brzy	antes	ADV;CMPR;POS	ADV
dříve	anteriormente	brzy	anteriormente	ADV;CMPR;POS	ADV
dříve	anteriormente	brzy	anteriormente	ADV;CMPR;POS	ADV
dříve	antiguamente	brzy	antiguamente	ADV;CMPR;POS	ADV
branky	metas	branka	meta	N;NOM;FEM;PL;POS	N;FEM;PL
branky	objetivos	branka	objetivo	N;NOM;FEM;PL;POS	N;MASC;PL
branky	goles	branka	gol	N;NOM;FEM;PL;POS	N;MASC;PL
syn	hijo	syn	hijo	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
množství	monto	množství	monto	N;NOM;NEUT;SG;POS	N;MASC;SG
množství	cantidad	množství	cantidad	N;NOM;NEUT;SG;POS	N;FEM;SG
množství	importe	množství	importe	N;NOM;NEUT;SG;POS	N;MASC;SG
množství	cantidad	množství	cantidad	N;NOM;NEUT;SG;POS	N;FEM;SG
rozhodčí	árbitro	rozhodčí	árbitro	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
rozhodčí	árbitro	rozhodčí	árbitro	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
historie	historia	historie	historia	N;NOM;FEM;SG;POS	N;FEM;SG
historie	historial	historie	historial	N;NOM;FEM;SG;POS	N;MASC;SG
místní	local	místní	local	ADJ;NOM;MASC;SG;POS	ADJ;SG
znovu	nuevamente	znovu	nuevamente	ADV	ADV
hry	juegos	hra	juego	N;NOM;FEM;PL;POS	N;MASC;PL
přímo	directamente	přímo	directamente	ADV;POS	ADV
přímo	directamente	přímo	directamente	ADV;POS	ADV
většina	most	většina	most	N;NOM;FEM;SG;POS	N
většina	mayoría	většina	mayoría	N;NOM;FEM;SG;POS	N;FEM;SG
většina	mayoria	většina	mayoria	N;NOM;FEM;SG;POS	N;FEM;SG
práva	privilegios	právo	privilegio	N;NOM;NEUT;PL;POS	N;MASC;PL
práva	atribuciones	právo	atribución	N;NOM;NEUT;PL;POS	N;FEM;PL
práva	prerrogativas	právo	prerrogativa	N;NOM;NEUT;PL;POS	N;FEM;PL
práva	derechos	právo	derecho	N;NOM;NEUT;PL;POS	N;MASC;PL
přírodní	naturales	přírodní	natural	ADJ;NOM;MASC;PL;POS	ADJ;PL
krále	king	král	king	N;ANIM;ACC;MASC;SG;POS	N
krále	rey	král	rey	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
profil	perfil	profil	perfil	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
oblast	region	oblast	region	N;NOM;FEM;SG;POS	N;FEM;SG
oblast	comarca	oblast	comarca	N;NOM;FEM;SG;POS	N;FEM;SG
oblast	región	oblast	región	N;NOM;FEM;SG;POS	N;FEM;SG
oblast	superficie	oblast	superficie	N;NOM;FEM;SG;POS	N;FEM;SG
oblast	zona	oblast	zona	N;NOM;FEM;SG;POS	N;FEM;SG
oblast	area	oblast	area	N;NOM;FEM;SG;POS	N;FEM;SG
oblast	área	oblast	área	N;NOM;FEM;SG;POS	N;FEM;SG
prostředí	medioambiente	prostředí	medioambiente	N;NOM;NEUT;SG;POS	N;MASC;SG
prostředí	ambiente	prostředí	ambiente	N;NOM;NEUT;SG;POS	N;MASC;SG
prostředí	entorno	prostředí	entorno	N;NOM;NEUT;SG;POS	N;MASC;SG
školy	escuelas	škola	escuela	N;NOM;FEM;PL;POS	N;FEM;PL
školy	colegios	škola	colegio	N;NOM;FEM;PL;POS	N;MASC;PL
kraj	region	kraj	region	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kraj	comarca	kraj	comarca	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kraj	región	kraj	región	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kraj	comarca	kraj	comarca	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
říše	imperio	říše	imperio	N;NOM;FEM;SG;POS	N;MASC;SG
říše	empire	říše	empire	N;NOM;FEM;SG;POS	N
říše	reich	říše	reich	N;NOM;FEM;SG;POS	N;MASC;SG
západní	occidental	západní	occidental	ADJ;NOM;MASC;SG;POS	ADJ;SG
západní	occidental	západní	occidental	ADJ;NOM;MASC;SG;POS	ADJ;SG
rodu	género	rod	género	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
žilo	vivió	žít	vivir	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
žilo	viví	žít	vivir	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;1;PST;FIN
kaple	ermita	kaple	ermitir	N;NOM;FEM;SG;POS	N;FEM;SG
kaple	capilla	kaple	capilla	N;NOM;FEM;SG;POS	N;FEM;SG
mít	teniendo	mít	tener	V;POS;NFIN	V;V.MSDR
mít	tener	mít	tener	V;POS;NFIN	V;NFIN
mít	tener	mít	tener	V;POS;NFIN	V;NFIN
mít	tengan	mít	tener	V;POS;NFIN	V;IMP;PL;3;PRS;FIN
mít	tienen	mít	tener	V;POS;NFIN	V;IND;PL;3;PRS;FIN
skladatel	compositor	skladatel	compositor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
skladatel	compositora	skladatel	compositora	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
skladatel	cantautor	skladatel	cantautor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
skladatel	compositor	skladatel	compositor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
skladatel	compositora	skladatel	compositora	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
velký	grande	velký	grande	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
velký	grande	velký	grande	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
velký	gran	velký	gran	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
systému	system	systém	system	N;INAN;GEN;MASC;SG;POS	N
systému	sistema	systém	sistema	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
hrál	jugó	hrát	jugar	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
cena	precio	cena	precio	N;NOM;FEM;SG;POS	N;MASC;SG
cena	price	cena	price	N;NOM;FEM;SG;POS	N
cena	coste	cena	coste	N;NOM;FEM;SG;POS	N;MASC;SG
cena	costo	cena	costo	N;NOM;FEM;SG;POS	N;MASC;SG
cena	premio	cena	premio	N;NOM;FEM;SG;POS	N;MASC;SG
zemi	pais	země	pais	N;ACC;FEM;SG;POS	N;MASC;SG
zemi	país	země	país	N;ACC;FEM;SG;POS	N;MASC;SG
zemi	earth	země	earth	N;ACC;FEM;SG;POS	N
zemi	tierra	země	tierra	N;ACC;FEM;SG;POS	N;FEM;SG
velká	grande	velký	grande	ADJ;NOM;FEM;SG;POS	ADJ;SG
velká	grande	velký	grande	ADJ;NOM;FEM;SG;POS	ADJ;SG
velká	gran	velký	gran	ADJ;NOM;FEM;SG;POS	ADJ;SG
dokonce	incluso	dokonce	incluso	ADV	ADV
dokonce	aun	dokonce	aun	ADV	ADV
děti	ninos	dítě	nino	N;NOM;FEM;PL;POS	N;MASC;PL
děti	niños	dítě	niño	N;NOM;FEM;PL;POS	N;MASC;PL
děti	kids	dítě	kids	N;NOM;FEM;PL;POS	N
děti	ninos	dítě	nino	N;NOM;FEM;PL;POS	N;MASC;PL
děti	niños	dítě	niño	N;NOM;FEM;PL;POS	N;MASC;PL
děti	bebes	dítě	beber	N;NOM;FEM;PL;POS	N;MASC;PL
děti	bebés	dítě	bebé	N;NOM;FEM;PL;POS	N;MASC;PL
wikipedie	wikipedia	wikipedie	wikipedia	N;NOM;FEM;SG;POS	N;FEM;SG
německý	alemana	německý	alemán	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
dílo	arte	dílo	arte	N;NOM;NEUT;SG;POS	N;SG
nová	nuevo	nový	nuevo	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
nová	nueva	nový	nuevo	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
díla	trabajos	dílo	trabajo	N;NOM;NEUT;PL;POS	N;MASC;PL
díla	obras	dílo	obra	N;NOM;NEUT;PL;POS	N;FEM;PL
funkce	función	funkce	función	N;NOM;FEM;SG;POS	N;FEM;SG
kostela	iglesia	kostel	iglesia	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
aktivní	activo	aktivní	activo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
aktivní	activa	aktivní	activo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
přibližně	aproximadamente	přibližně	aproximadamente	ADV;POS	ADV
přibližně	aproximadamente	přibližně	aproximadamente	ADV;POS	ADV
zatímco	mientras	zatímco	mientras	CONJ	CONJ
hlavně	principalmente	hlavně	principalmente	ADV;POS	ADV
hlavně	especialmente	hlavně	especialmente	ADV;POS	ADV
hlavně	principalmente	hlavně	principalmente	ADV;POS	ADV
hlavně	mayormente	hlavně	mayormente	ADV;POS	ADV
vždy	siempre	vždy	siempre	ADV	ADV
nyní	ahora	nyní	ahora	ADV	ADV
osobní	personal	osobní	personal	ADJ;NOM;MASC;SG;POS	ADJ;SG
viz	ver	viz	ver	V;PFV;IMP;SG;2;POS;FIN	V;NFIN
kariéra	carrera	kariéra	carrera	N;NOM;FEM;SG;POS	N;FEM;SG
železniční	ferroviario	železniční	ferroviario	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
kluby	palos	klub	palo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kluby	discotecas	klub	discoteca	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
kluby	tréboles	klub	trébol	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kluby	clubes	klub	club	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
východní	oriental	východní	oriental	ADJ;NOM;FEM;SG;POS	ADJ;SG
silnice	road	silnice	road	N;NOM;FEM;SG;POS	N;MASC
silnice	camino	silnice	camino	N;NOM;FEM;SG;POS	N;MASC;SG
silnice	carretera	silnice	carretera	N;NOM;FEM;SG;POS	N;FEM;SG
třídy	clases	třída	clase	N;NOM;FEM;PL;POS	N;FEM;PL
třídy	clases	třída	clase	N;NOM;FEM;PL;POS	N;FEM;PL
herec	actor	herec	actor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
funkci	función	funkce	función	N;ACC;FEM;SG;POS	N;FEM;SG
druhý	segunda	druhý	segundo	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
druhý	segundo	druhý	segundo	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
finále	final	finále	final	N;NOM;NEUT;SG;POS	N;MASC;SG
finále	final	finále	final	N;NOM;NEUT;SG;POS	N;MASC;SG
finále	final	finále	final	N;NOM;NEUT;SG;POS	N;MASC;SG
rozdíl	diff	rozdíl	diff	N;INAN;NOM;MASC;SG;POS	N
rozdíl	diferencia	rozdíl	diferencia	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
náměstí	cuadrado	náměstí	cuadrado	N;NOM;NEUT;SG;POS	N;MASC;SG
náměstí	square	náměstí	square	N;NOM;NEUT;SG;POS	N;MASC;SG
náměstí	plaza	náměstí	plaza	N;NOM;NEUT;SG;POS	N;FEM;SG
divadlo	teatro	divadlo	teatro	N;NOM;NEUT;SG;POS	N;MASC;SG
divadlo	teatro	divadlo	teatro	N;NOM;NEUT;SG;POS	N;MASC;SG
řeky	griegos	řeka	griego	N;NOM;FEM;PL;POS	N;MASC;PL
řeky	rios	řeka	rio	N;NOM;FEM;PL;POS	N;MASC;PL
řeky	rivers	řeka	river	N;NOM;FEM;PL;POS	N
řeky	ríos	řeka	río	N;NOM;FEM;PL;POS	N;MASC;PL
zařízení	dispositivo	zařízení	dispositivo	N;NOM;NEUT;SG;POS	N;MASC;SG
zařízení	equipamiento	zařízení	equipamiento	N;NOM;NEUT;SG;POS	N;MASC;SG
zařízení	equipo	zařízení	equipo	N;NOM;NEUT;SG;POS	N;MASC;SG
současné	actual	současný	actual	ADJ;NOM;NEUT;SG;POS	ADJ;SG
současné	contemporáneo	současný	contemporáneo	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
současné	contemporánea	současný	contemporáneo	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
vody	aguas	voda	agua	N;NOM;FEM;PL;POS	N;FEM;PL
vody	waters	voda	waters	N;NOM;FEM;PL;POS	N
dům	house	dům	house	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dům	casita	dům	casita	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
dům	casa	dům	casa	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
výška	altitud	výška	altitud	N;NOM;FEM;SG;POS	N;FEM;SG
výška	estatura	výška	estatura	N;NOM;FEM;SG;POS	N;FEM;SG
výška	altura	výška	altura	N;NOM;FEM;SG;POS	N;FEM;SG
něco	algo	něco	algo	PRO;NOM	PRO;SG
pozice	posicion	pozice	posicion	N;NOM;FEM;SG;POS	N;FEM;SG
pozice	posición	pozice	posición	N;NOM;FEM;SG;POS	N;FEM;SG
škola	colegio	škola	colegio	N;NOM;FEM;SG;POS	N;MASC;SG
škola	escuela	škola	escuela	N;NOM;FEM;SG;POS	N;FEM;SG
kategorie	categoria	kategorie	categoria	N;NOM;FEM;SG;POS	N;FEM;SG
kategorie	categoría	kategorie	categoría	N;NOM;FEM;SG;POS	N;FEM;SG
organizace	organizacion	organizace	organizacion	N;NOM;FEM;SG;POS	N;FEM;SG
organizace	organización	organizace	organización	N;NOM;FEM;SG;POS	N;FEM;SG
organizace	organizacion	organizace	organizacion	N;NOM;FEM;SG;POS	N;FEM;SG
organizace	organización	organizace	organización	N;NOM;FEM;SG;POS	N;FEM;SG
vydání	edición	vydání	edición	N;NOM;NEUT;SG;POS	N;FEM;SG
vydání	edition	vydání	edition	N;NOM;NEUT;SG;POS	N;MASC;SG
vydání	cuestión	vydání	cuestión	N;NOM;NEUT;SG;POS	N;FEM;SG
vydání	extradición	vydání	extradición	N;NOM;NEUT;SG;POS	N;FEM;SG
vítězství	victory	vítězství	victory	N;NOM;NEUT;SG;POS	N;MASC;SG
dolní	inferior	dolní	inferior	ADJ;NOM;FEM;SG;POS	ADJ;SG
dostal	consiguió	dostat	conseguir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
soutěže	concursos	soutěž	concurso	N;NOM;FEM;PL;POS	N;MASC;PL
soutěže	competencias	soutěž	competencia	N;NOM;FEM;PL;POS	N;FEM;PL
soutěže	oposiciones	soutěž	oposición	N;NOM;FEM;PL;POS	N;FEM;PL
soutěže	competiciones	soutěž	competición	N;NOM;FEM;PL;POS	N;FEM;PL
soutěže	concursos	soutěž	concurso	N;NOM;FEM;PL;POS	N;MASC;PL
vývoj	desarrollo	vývoj	desarrollo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
vývoj	evolution	vývoj	evolution	N;INAN;NOM;MASC;SG;POS	N
vývoj	evolución	vývoj	evolución	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
vývoj	evolución	vývoj	evolución	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zvolen	elegido	zvolený	elegido	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
zvolen	escogido	zvolený	escogido	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
zvolen	elegida	zvolený	elegido	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
zvolen	escogida	zvolený	escogida	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
zvolen	elegido	zvolený	elegido	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
zvolen	elegida	zvolený	elegido	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
zvolen	votada	zvolený	votado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
zvolen	votado	zvolený	votado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
druhy	especies	druh	especie	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
druhy	tipos	druh	tipo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
pracoval	trabajó	pracovat	trabajar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
pracoval	funcionó	pracovat	funcionar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
malé	pequeñas	malý	pequeño	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL
malé	pequeños	malý	pequeño	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
práci	empleo	práce	empleo	N;ACC;FEM;SG;POS	N;MASC;SG
práci	trabajo	práce	trabajo	N;ACC;FEM;SG;POS	N;MASC;SG
práci	obra	práce	obra	N;ACC;FEM;SG;POS	N;FEM;SG
práci	trabajo	práce	trabajo	N;ACC;FEM;SG;POS	N;MASC;SG
různé	diferentes	různý	diferente	ADJ;NOM;MASC;PL;POS	ADJ;PL
převážně	principalmente	převážně	principalmente	ADV;POS	ADV
převážně	principalmente	převážně	principalmente	ADV;POS	ADV
převážně	mayormente	převážně	mayormente	ADV;POS	ADV
převážně	predominantemente	převážně	predominantemente	ADV;POS	ADV
cca	cca	cca	cca	N;FEM;POS	N;SG
vodní	acuático	vodní	acuático	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
vodní	acuática	vodní	acuático	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
dobře	bien	dobře	bien	ADV;POS	ADV
lidé	humanos	člověk	humanos	N;ANIM;NOM;MASC;PL;POS	N
lidé	personas	člověk	persona	N;ANIM;NOM;MASC;PL;POS	N;FEM;PL
řada	serie	řada	serie	N;NOM;FEM;SG;POS	N;FEM;SG
řada	hilera	řada	haler	N;NOM;FEM;SG;POS	N;FEM;SG
řada	fila	řada	fila	N;NOM;FEM;SG;POS	N;FEM;SG
otec	papá	otec	papá	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
otec	papa	otec	papa	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
otec	padre	otec	padre	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
druh	type	druh	type	N;INAN;NOM;MASC;SG;POS	N
druh	tipo	druh	tipo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
druh	especie	druh	especie	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
univerzity	universidades	univerzita	universidad	N;NOM;FEM;PL;POS	N;FEM;PL
univerzity	universitarios	univerzita	universitario	N;NOM;FEM;PL;POS	N;MASC;PL
univerzity	universidades	univerzita	universidad	N;NOM;FEM;PL;POS	N;FEM;PL
republice	republic	republika	republic	N;DAT;FEM;SG;POS	N
republice	republica	republika	republica	N;DAT;FEM;SG;POS	N;FEM;SG
republice	república	republika	república	N;DAT;FEM;SG;POS	N;FEM;SG
shromáždění	rally	shromáždění	rally	N;NOM;NEUT;SG;POS	N;MASC;SG
shromáždění	mitin	shromáždění	mitin	N;NOM;NEUT;SG;POS	N;MASC;SG
shromáždění	reunión	shromáždění	reunión	N;NOM;NEUT;SG;POS	N;FEM;SG
shromáždění	recolección	shromáždění	recolección	N;NOM;NEUT;SG;POS	N;FEM;SG
shromáždění	ensamblaje	shromáždění	ensamblaje	N;NOM;NEUT;SG;POS	N;MASC;SG
shromáždění	asamblea	shromáždění	asamblea	N;NOM;NEUT;SG;POS	N;FEM;SG
shromáždění	montaje	shromáždění	montaje	N;NOM;NEUT;SG;POS	N;MASC;SG
shromáždění	congregación	shromáždění	congregación	N;NOM;NEUT;SG;POS	N;FEM;SG
článků	articulos	článek	articulo	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
