ini	इस	ini	यह	DET	DET;ACC;SG;3
bentuk	आकार	bentuk	आकार	N;SG	N;NOM;MASC;SG;3
bentuk	प्रपत्र	bentuk	प्रपत्र	N;SG	N;NOM;MASC;SG;3
bentuk	फॉर्म	bentuk	फॉर्म	N;SG	N;NOM;MASC;SG;3
bentuk	फार्म	bentuk	फार्म	N;SG	N;NOM;MASC;SG;3
bentuk	रूप	bentuk	रूप	N;SG	N;NOM;MASC;SG;3
sebelumnya	पहले	sebelumnya	पहले	ADV	ADV;NOM;MASC;SG;3
sebelumnya	पहले	sebelumnya	पहले	ADV	ADV;NOM;MASC;SG;3
proses	प्रक्रिया	proses	प्रक्रिया	N;SG	N;NOM;FEM;SG;3
proses	प्रक्रम	proses	प्रक्रम	N;SG	N;NOM;MASC;SG;3
proses	प्रक्रिया	proses	प्रक्रिया	N;SG	N;NOM;FEM;SG;3
akhir	अंत	akhir	अंत	N;SG	N;NOM;MASC;SG;3
akhir	समाप्ति	akhir	समाप्ति	N;SG	N;NOM;FEM;SG;3
hasil	रिजल्ट	hasil	रिजल्ट	N;SG	N;NOM;MASC;SG;3
hasil	उपज	hasil	उपज	N;SG	N;NOM;FEM;SG;3
hasil	रिजल्ट	hasil	रिजल्ट	N;SG	N;NOM;MASC;SG;3
dekat	बंद	dekat	बंद	ADJ;SG	ADJ
versi	वर्जन	versi	वर्जन	N;SG	N;NOM;MASC;SG;3
versi	संस्करण	versi	संस्करण	N;SG	N;NOM;MASC;SG;3
versi	संस्करण	versi	संस्करण	N;SG	N;NOM;MASC;SG;3
pemerintahan	सरकार	penperintahan	सरकार	N;SG	N;NOM;FEM;SG;3
pemerintahan	शासन	penperintahan	शासन	N;SG	N;NOM;MASC;SG;3
republik	गणतंत्र	republik	गणतंत्र	N	N;NOM;MASC;SG;3
sering	अक्सर	sering	अक्सर	ADV	ADV
sering	अक्सर	sering	अक्सर	ADV	ADV
sering	प्रायः	sering	प्रायः	ADV	ADV
group	ग्रुप	group	ग्रुप	N	N;NOM;MASC;SG;3
group	समूह	group	समूह	N	N;NOM;MASC;SG;3
buku	बुक	buku	बुक	N;SG	N;NOM;MASC;SG;3
buku	पुस्तक	buku	पुस्तक	N;SG	N;NOM;FEM;SG;3
buku	किताब	buku	किताब	N;SG	N;NOM;FEM;SG;3
suku	जनजाति	suku	जनजाति	N;SG	N;NOM;FEM;SG;3
suku	आदिवासी	suku	आदिवासी	N;SG	N;NOM;MASC;SG;3
partai	दल	partai	दल	N;SG	N;NOM;MASC;SG;3
partai	पार्टी	partai	पार्टी	N;SG	N;NOM;FEM;SG;3
keluarga	फैमिली	keluarga	फैमिली	N;SG	N;NOM;FEM;SG;3
keluarga	परिवार	keluarga	परिवार	N;SG	N;NOM;MASC;SG;3
ilmu	विज्ञान	ilmu	विज्ञान	N;SG	N;NOM;MASC;SG;3
berubah	बदलना	berrubah	बदल	V;SG;ACT	V;MASC;NFIN;ACT
berubah	बदला	berrubah	बदल	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
berubah	बदलें	berrubah	बदल	V;SG;ACT	V;SBJV;SG;FIN;ACT
pengguna	उपयोक्ता	penguna	उपयोक्ता	N;SG	N;NOM;MASC;SG;3
pengguna	यूजर	penguna	यूजर	N;SG	N;NOM;MASC;SG;3
pengguna	प्रयोक्ता	penguna	प्रयोक्ता	N;SG	N;NOM;MASC;SG;3
pengguna	उपयोक्ता	penguna	उपयोक्ता	N;SG	N;NOM;MASC;SG;3
luas	वाइड	luas	वाइड	N;SG	N;NOM;MASC;SG;3
luas	क्षेत्र	luas	क्षेत्र	N;SG	N;NOM;MASC;SG;3
luas	क्षेत्रफल	luas	क्षेत्रफल	N;SG	N;NOM;MASC;SG;3
acara	ईवेंट	acara	ईवेंट	N;SG	N;NOM;MASC;SG;3
acara	कार्यक्रम	acara	कार्यक्रम	N;SG	N;NOM;MASC;SG;3
acara	ईवेंट	acara	ईवेंट	N;SG	N;NOM;MASC;SG;3
acara	घटना	acara	घटना	N;SG	N;NOM;FEM;SG;3
acara	कार्यक्रम	acara	कार्यक्रम	N;SG	N;NOM;MASC;SG;3
acara	इवेंट	acara	इवेंट	N;SG	N;NOM;MASC;SG;3
asal	उद्गम	asal	उद्गम	N;SG	N;NOM;MASC;SG;3
asal	मूल	asal	मूल	N;SG	N;NOM;MASC;SG;3
asal	उत्पत्ति	asal	उत्पत्ति	N;SG	N;NOM;FEM;SG;3
kapal	पोत	kapal	पोत	N;SG	N;NOM;MASC;SG;3
kapal	जहाज	kapal	जहाज	N;SG	N;NOM;MASC;SG;3
kapal	जलयान	kapal	जलयान	N;SG	N;NOM;MASC;SG;3
kapal	जहाज	kapal	जहाज	N;SG	N;NOM;MASC;SG;3
kapal	नौका	kapal	नौका	N;SG	N;NOM;FEM;SG;3
kapal	नाव	kapal	नाव	N;SG	N;NOM;FEM;SG;3
kelompok	ग्रुप	kelompok	ग्रुप	N;SG	N;NOM;MASC;SG;3
kelompok	समूह	kelompok	समूह	N;SG	N;NOM;MASC;SG;3
kelompok	समूह	kelompok	समूह	N;SG	N;NOM;MASC;SG;3
kelompok	क्लस्टर	kelompok	कलस्टर	N;SG	N;NOM;MASC;SG;3
agama	धर्म	agama	धर्म	N;SG	N;NOM;MASC;SG;3
agama	धर्म	agama	धर्म	N;SG	N;NOM;MASC;SG;3
anda	आपको	anda	आप	PRO;SG;2;FORM	PRO;SG;2;FORM
anda	आप	anda	आप	PRO;SG;2;FORM	PRO;NOM;SG;2;FORM
memberikan	दे	menberikan	दे	V;SG;ACT	V;FIN;ACT
lama	पुरानी	lama	पुराना	ADJ;SG	ADJ;FEM;SG
lama	पुराना	lama	पुराना	ADJ;SG	ADJ;MASC;SG
lama	लंबी	lama	लंबा	ADJ;SG	ADJ;NOM;FEM;SG
lama	लंबा	lama	लंबा	ADJ;SG	ADJ;MASC;SG
lama	लम्बी	lama	लंबा	ADJ;SG	ADJ;NOM;FEM;SG
batu	रॉक	batu	रॉक	N;SG	N;NOM;MASC;SG;3
batu	चट्टान	batu	चट्टान	N;SG	N;NOM;FEM;SG;3
jiwa	आत्मा	jiwa	आत्मा	N;SG	N;NOM;FEM;SG;3
halaman	पृष्ठ	halaman	पृष्ठ	N;SG	N;NOM;MASC;SG;3
halaman	पेज	halaman	पेज	N;SG	N;NOM;MASC;SG;3
halaman	पृष्ठ	halaman	पृष्ठ	N;SG	N;NOM;MASC;SG;3
halaman	पेज	halaman	पेज	N;SG	N;NOM;MASC;SG;3
halaman	पन्ने	halaman	पन्ना	N;SG	N;NOM;MASC;SG;3
hukum	कानून	hukum	कानून	N;SG;ACT	N;NOM;MASC;SG;3
hukum	विधि	hukum	विधि	N;SG;ACT	N;NOM;FEM;SG;3
hukum	विधिक	hukum	विधिक	N;SG;ACT	N;NOM;MASC;SG;3
orbit	कक्षीय	orbit	कक्षीय	N	N;NOM;MASC;SG;3
orbit	कक्षा	orbit	कक्षा	N	N;NOM;FEM;SG;3
pasukan	दस्ता	pasukan	दस्ता	N;SG	N;NOM;MASC;SG;3
pasukan	दस्ते	pasukan	दस्ता	N;SG	N;NOM;MASC;SG;3
pasukan	स्क्वाड	pasukan	स्क्वाड	N;SG	N;NOM;MASC;SG;3
tokoh	कैरेक्टर	tokoh	कैरेक्टर	N;SG	N;NOM;MASC;SG;3
tokoh	वर्ण	tokoh	वर्ण	N;SG	N;NOM;MASC;SG;3
tokoh	अक्षर	tokoh	अक्षर	N;SG	N;NOM;MASC;SG;3
tokoh	आकृति	tokoh	आकृति	N;SG	N;NOM;FEM;SG;3
bangsa	देश	bangsa	देश	N;SG	N;NOM;MASC;SG;3
bangsa	राष्ट्र	bangsa	राष्ट्र	N;SG	N;NOM;MASC;SG;3
penghargaan	पुरस्कार	penhargaan	पुरस्कार	N;SG	N;NOM;MASC;SG;3
penghargaan	अवार्ड	penhargaan	अवार्ड	N;SG	N;NOM;MASC;SG;3
penghargaan	पुरस्कार	penhargaan	पुरस्कार	N;SG	N;NOM;MASC;SG;3
penghargaan	सराहना	penhargaan	सराहना	N;SG	N;NOM;FEM;SG;3
klub	क्लब	klub	क्लब	N;SG	N;NOM;MASC;SG;3
klub	क्लब	klub	क्लब	N;SG	N;NOM;MASC;SG;3
terkenal	मशहूर	terkenal	मशहूर	ADJ;SG;PASS	ADJ
terkenal	प्रसिद्ध	terkenal	प्रसिद्ध	ADJ;SG;PASS	ADJ
terkenal	प्रसिद्ध	terkenal	प्रसिद्ध	ADJ;SG;PASS	ADJ
ketua	प्रधान	ketua	प्रधान	N;SG	N;NOM;MASC;SG;3
ketua	प्रमुख	ketua	प्रमुख	N;SG	N;NOM;MASC;SG;3
ketua	मुखिया	ketua	मुखिया	N;SG	N;NOM;MASC;SG;3
ketua	चेयरमैन	ketua	चेयरमैन	N;SG	N;NOM;MASC;SG;3
ketua	अध्यक्ष	ketua	अध्यक्ष	N;SG	N;NOM;MASC;SG;3
ketua	कुर्सी	ketua	कुर्सी	N;SG	N;NOM;FEM;SG;3
gunung	पर्वत	gunung	पर्वत	N;SG	N;NOM;MASC;SG;3
gunung	पहाड़	gunung	पहाड	N;SG	N;NOM;MASC;SG;3
gunung	आरोह	gunung	आरोह	N;SG	N;NOM;MASC;SG;3
terbaik	बेहतरीन	terbaik	बेहतरीन	ADJ;RL;SG	ADJ
meskipun	हालाँकि	meskipun	हालाँकि	CONJ	CONJ
meskipun	हालांकि	meskipun	हालांकि	CONJ	CONJ
meskipun	हालांकि	meskipun	हालांकि	CONJ	CONJ
bintang	तारे	bintang	तारा	N;SG	N;NOM;MASC;SG;3
bintang	स्टार	bintang	स्टार	N;SG	N;NOM;MASC;SG;3
bintang	तारे	bintang	तारा	N;SG	N;NOM;MASC;SG;3
bintang	सितारे	bintang	सितारा	N;SG	N;NOM;MASC;SG;3
jalur	पथ	jalur	पथ	N;SG	N;NOM;MASC;SG;3
apa	क्या	apa	क्या	PRO	PRO
politik	राजनीति	politik	राजनीति	N;SG	N;NOM;FEM;SG;3
politik	पॉलिटिक्स	politik	पॉलिटिक्स	N;SG	N;NOM;MASC;SG;3
politik	राजनैतिक	politik	राजनैतिक	N;SG	N;NOM;MASC;SG;3
tingkat	दर	tingkat	दर	N;SG	N;NOM;FEM;SG;3
tingkat	रेट	tingkat	रेट	N;SG	N;NOM;MASC;SG;3
tingkat	स्तर	tingkat	स्तर	N;SG	N;NOM;MASC;SG;3
tingkat	स्तर	tingkat	स्तर	N;SG	N;NOM;MASC;SG;3
kereta	रथ	kereta	रथ	N;SG	N;NOM;MASC;SG;3
kereta	ट्रेन	kereta	ट्रेन	N;SG	N;NOM;FEM;SG;3
kereta	रेलगाड़ी	kereta	रेलगाड़ी	N;SG	N;NOM;FEM;SG;3
ruang	कमरे	ruang	कमरा	N;SG	N;NOM;MASC;SG;3
ruang	रूम	ruang	रूम	N;SG	N;NOM;MASC;SG;3
ruang	अंतरिक्ष	ruang	अंतरिक्ष	N;SG	N;NOM;MASC;SG;3
ruang	जगह	ruang	जगह	N;SG	N;NOM;FEM;SG;3
ruang	स्पेस	ruang	स्पेस	N;SG	N;NOM;MASC;SG;3
empat	चार	empat	चार	NUM	NUM
ekonomi	अर्थशास्त्र	ekonomi	अर्थशास्त्र	N;SG	N;NOM;MASC;SG;3
ekonomi	अर्थव्यवस्था	ekonomi	अर्थव्यवस्था	N;SG	N;NOM;FEM;SG;3
organisasi	संगठन	organisasi	संगठन	N;SG	N;NOM;MASC;SG;3
organisasi	संगठन	organisasi	संगठन	N;SG	N;NOM;MASC;SG;3
organisasi	संगठन	organisasi	संगठन	N;SG	N;NOM;MASC;SG;3
bahan	संघटक	bahan	संघटक	N;SG	N;NOM;MASC;SG;3
bahan	वस्तु	bahan	वस्तु	N;SG	N;NOM;FEM;SG;3
bahan	पदार्थ	bahan	पदार्थ	N;SG	N;NOM;MASC;SG;3
bahan	सामग्री	bahan	सामग्री	N;SG	N;NOM;FEM;SG;3
bahan	पदार्थ	bahan	पदार्थ	N;SG	N;NOM;MASC;SG;3
bahan	सामग्री	bahan	सामग्री	N;SG	N;NOM;FEM;SG;3
bahan	संघटक	bahan	संघटक	N;SG	N;NOM;MASC;SG;3
api	फायर	api	फायर	N;SG	N;NOM;FEM;SG;3
api	आग	api	आग	N;SG	N;NOM;FEM;SG;3
api	api	api	api	N;SG	N;NOM;MASC;SG;3
api	api	api	api	N;SG	N;NOM;MASC;SG;3
video	विडियो	video	विडियो	N;SG	N;NOM;MASC;SG;3
video	वीडियो	video	वीडियो	N;SG	N;NOM;MASC;SG;3
video	वीडियोज़	video	वीडियोज़	N;SG	N;NOM;MASC;SG;3
video	वीडियो	video	वीडियो	N;SG	N;NOM;MASC;SG;3
terakhir	अंतिम	terakhir	अंतिम	ADJ;RL;SG	ADJ;NOM
terakhir	आखिरी	terakhir	आखिरी	ADJ;RL;SG	ADJ
terakhir	पिछला	terakhir	पिछला	ADJ;RL;SG	ADJ;NOM;MASC;SG
angkatan	बल	angkatan	बल	N;SG	N;NOM;MASC;SG;3
angkatan	फ़ोर्स	angkatan	फानर्स	N;SG	N;NOM;FEM;SG;3
angkatan	कक्षा	angkatan	कक्षा	N;SG	N;NOM;FEM;SG;3
angkatan	वर्ग	angkatan	वर्ग	N;SG	N;NOM;MASC;SG;3
bukan	नहीं	bukan	नहीं	PART;NEG	PART;NEG
berkas	फ़ाइल	berkas	फााइल	N;SG	N;NOM;MASC;SG;3
berkas	संचिका	berkas	संचिका	N;SG	N;NOM;FEM;SG;3
berkas	फाइल	berkas	फाइल	N;SG	N;NOM;FEM;SG;3
berkas	फ़ाइल	berkas	फााइल	N;SG	N;NOM;MASC;SG;3
berkas	संचिका	berkas	संचिका	N;SG	N;NOM;FEM;SG;3
putra	बेटा	putra	बेटा	N;SG	N;NOM;MASC;SG;3
putra	पुत्र	putra	पुत्र	N;SG	N;NOM;MASC;SG;3
putra	बेटे	putra	बेटा	N;SG	N;NOM;MASC;SG;3
langsung	सीधे	langsung	सीधे	ADV	ADV
kaki	टांग	kaki	टांग	N;SG	N;NOM;FEM;SG;3
kaki	लेग	kaki	लेग	N;SG	N;NOM;MASC;SG;3
kaki	पाँव	kaki	पाँव	N;SG	N;NOM;MASC;SG;3
kaki	पांव	kaki	पाँव	N;SG	N;NOM;MASC;SG;3
kaki	फ़ुट	kaki	फोुट	N;SG	N;NOM;MASC;SG;3
kaki	फीट	kaki	फुट	N;SG	N;NOM;MASC;SG;3
kaki	टाँगे	kaki	टाँग	N;SG	N;NOM;MASC;SG;3
grup	ग्रुप	grup	ग्रुप	N;SG	N;NOM;MASC;SG;3
grup	समूह	grup	समूह	N;SG	N;NOM;MASC;SG;3
grup	समूह	grup	समूह	N;SG	N;NOM;MASC;SG;3
rakyat	लोक	rakyat	लोक	N;SG	N;NOM;MASC;SG;3
label	लेबल	label	लेबल	N;SG	N;NOM;MASC;SG;3
label	टैग	label	टैग	N;SG	N;NOM;MASC;SG;3
label	लेबल	label	लेबल	N;SG	N;NOM;MASC;SG;3
kehidupan	जिंदगी	kehidupan	जिंदगी	N;SG	N;NOM;FEM;SG;3
kehidupan	ज़िन्दगी	kehidupan	ज़िन्दगी	N;SG	N;NOM;FEM;SG;3
kehidupan	ज़िंदगी	kehidupan	ज़िंदगी	N;SG	N;NOM;FEM;SG;3
kehidupan	जिन्दगी	kehidupan	जिन्दगी	N;SG	N;NOM;FEM;SG;3
kehidupan	जीवन	kehidupan	जीवन	N;SG	N;NOM;MASC;SG;3
website	वेबसाइट	website	वेबसाइट	N;SG	N;NOM;FEM;SG;3
website	जालस्थल	website	जालस्थल	N;SG	N;NOM;MASC;SG;3
website	वेबसाईट	website	वेबसाईट	N;SG	N;NOM;FEM;SG;3
kelurahan	उपनगरीय	kelurahan	उपनगरीय	N;SG	N;NOM
informasi	सुचना	informasi	सुचना	N;SG	N;NOM;FEM;SG;3
informasi	एनोटेशन	informasi	एनोटेशन	N;SG	N;NOM;MASC;SG;3
informasi	जानकारी	informasi	जानकारी	N;SG	N;NOM;FEM;SG;3
informasi	सूचना	informasi	सूचना	N;SG	N;NOM;FEM;SG;3
makanan	भोजन	makanan	भोजन	N;SG	N;NOM;MASC;SG;3
makanan	खाना	makanan	खाना	N;SG	N;NOM;MASC;SG;3
makanan	भोजन	makanan	भोजन	N;SG	N;NOM;MASC;SG;3
web	वेब	web	वेब	N	N;NOM;MASC;SG;3
catatan	व्याख्या	catatan	व्याख्या	N;SG	N;NOM;FEM;SG;3
catatan	नोट	catatan	नोट	N;SG	N;NOM;MASC;SG;3
catatan	रिकॉर्ड	catatan	रिकॉर्ड	N;SG	N;NOM;MASC;SG;3
catatan	नोट्स	catatan	नोट्स	N;SG	N;NOM;MASC;SG;3
catatan	नोट	catatan	नोट	N;SG	N;NOM;MASC;SG;3
catatan	टिप्पणी	catatan	टिप्पणी	N;SG	N;NOM;FEM;SG;3
mencapai	पहुँच	mencapai	पहुँच	V;SG;ACT	V;ACT
mencapai	पहुंचा	mencapai	पहुंच	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
cinta	प्यार	cinta	प्यार	N;SG	N;NOM;MASC;SG;3
cinta	मोहब्बत	cinta	मोहब्बत	N;SG	N;NOM;FEM;SG;3
cinta	प्रेम	cinta	प्रेम	N;SG	N;NOM;MASC;SG;3
biasa	नियमित	biasa	नियमित	ADJ;SG	ADJ;NOM
mungkin	शायद	mungkin	शायद	ADV	ADV
mungkin	शायद	mungkin	शायद	ADV	ADV
mungkin	संभवतः	mungkin	संभवतः	ADV	ADV
mungkin	शायद	mungkin	शायद	ADV	ADV
mungkin	संभवतः	mungkin	संभवतः	ADV	ADV
surat	डाक	surat	डाक	N;SG	N;NOM;FEM;SG;3
surat	मेल	surat	मेल	N;SG	N;NOM;FEM;SG;3
surat	लेटर	surat	लेटर	N;SG	N;NOM;MASC;SG;3
surat	पत्र	surat	पत्र	N;SG	N;NOM;MASC;SG;3
surat	अक्षर	surat	अक्षर	N;SG	N;NOM;MASC;SG;3
wanita	औरत	wanita	औरत	N;SG	N;NOM;FEM;SG;3
wanita	महिला	wanita	महिला	N;SG	N;NOM;FEM;SG;3
wanita	स्त्री	wanita	स्त्री	N;SG	N;NOM;FEM;SG;3
tubuh	जिस्म	tubuh	जिस्म	N;SG	N;NOM;MASC;SG;3
tubuh	बॉडी	tubuh	बॉडी	N;SG	N;NOM;FEM;SG;3
tubuh	शरीर	tubuh	शरीर	N;SG	N;NOM;MASC;SG;3
juta	लाख	juta	लाख	NUM	NUM
posisi	पद	posisi	पद	N;SG	N;NOM;MASC;SG;3
posisi	स्थिति	posisi	स्थिति	N;SG	N;NOM;FEM;SG;3
media	मिडिया	media	मिडिया	N;SG	N;NOM;FEM;SG;3
media	मीडिया	media	मीडिया	N;SG	N;NOM;MASC;SG;3
televisi	टेलीविज़न	televisi	टेलीविज़न	N;SG	N;NOM;MASC;SG;3
televisi	टेलीविजन	televisi	टेलीविजन	N;SG	N;NOM;MASC;SG;3
televisi	टीवी	televisi	टीवी	N;SG	N;NOM;MASC;SG;3
televisi	दूरदर्शन	televisi	दूरदर्शन	N;SG	N;NOM;MASC;SG;3
televisi	टेलीविज़न	televisi	टेलीविज़न	N;SG	N;NOM;MASC;SG;3
nya	उसकी	nya	वह	PRO	PRO;FEM;SG;3
nya	उसका	nya	वह	PRO	PRO;MASC;SG;3
nya	उसके	nya	वह	PRO	PRO;MASC;SG;3
nya	उससे	nya	वह	PRO	PRO;SG;3
nya	उसको	nya	वह	PRO	PRO;SG;3
nya	उसे	nya	वह	PRO	PRO;SG;3
nya	उसे	nya	वह	PRO	PRO;SG;3
nya	उसका	nya	वह	PRO	PRO;MASC;SG;3
nya	उसकी	nya	वह	PRO	PRO;FEM;SG;3
nya	उसके	nya	वह	PRO	PRO;MASC;SG;3
lisensi	लाइसेंस	lisensi	लाइसेंस	N;SG	N;NOM;MASC;SG;3
lisensi	लाइसेंस	lisensi	लाइसेंस	N;SG	N;NOM;MASC;SG;3
lisensi	लाइसेंस	lisensi	लाइसेंस	N;SG	N;NOM;MASC;SG;3
nomor	संख्या	nomor	संख्या	N;SG	N;NOM;FEM;SG;3
nomor	नंबर	nomor	नंबर	N;SG	N;NOM;MASC;SG;3
nomor	संख्या	nomor	संख्या	N;SG	N;NOM;FEM;SG;3
khusus	विशिष्ट	khusus	विशिष्ट	ADJ;SG	ADJ
khusus	अनुकूलित	khusus	अनुकूलित	ADJ;SG	ADJ
khusus	विशेष	khusus	विशेष	ADJ;SG	ADJ;NOM
khusus	खास	khusus	खास	ADJ;SG	ADJ;NOM
juara	चैम्पियन	juara	चैम्पियन	N;SG	N;NOM;MASC;SG;3
juara	चैंपियन	juara	चैंपियन	N;SG	N;NOM;MASC;SG;3
juara	चैंपियंस	juara	चैंपियंस	N;SG	N;NOM;MASC;SG;3
juara	champions	juara	champions	N;SG	N;NOM;MASC;SG;3
alam	प्रकृति	alam	प्रकृति	N;SG	N;NOM;FEM;SG;3
penting	आवश्यक	penting	आवश्यक	ADJ;SG	ADJ
penting	महत्वपूर्ण	penting	महत्वपूर्ण	ADJ;SG	ADJ
gelar	शीर्षक	gelar	शीर्षक	N;SG;ACT	N;NOM;MASC;SG;3
gelar	डिग्री	gelar	डिग्री	N;SG;ACT	N;NOM;FEM;SG;3
gelar	उपाधि	gelar	उपाधि	N;SG;ACT	N;NOM;FEM;SG;3
gelar	शीर्षक	gelar	शीर्षक	N;SG;ACT	N;NOM;MASC;SG;3
mata	नेत्र	mata	नेत्र	N;SG	N;NOM;MASC;SG;3
mata	आँख	mata	आँख	N;SG	N;NOM;FEM;SG;3
mata	नजर	mata	नजर	N;SG	N;NOM;FEM;SG;3
mata	माता	mata	माता	N;SG	N;NOM;FEM;SG;3
mesin	मशीन	mesin	मशीन	N;SG	N;NOM;FEM;SG;3
mesin	यंत्र	mesin	यंत्र	N;SG	N;NOM;MASC;SG;3
mesin	इंजन	mesin	इंजन	N;SG	N;NOM;MASC;SG;3
mesin	इंजन	mesin	इंजन	N;SG	N;NOM;MASC;SG;3
mesin	मशीनरी	mesin	मशीनरी	N;SG	N;NOM;FEM;SG;3
mesin	मशीने	mesin	मशी	N;SG	N;NOM;MASC;SG;3
kitab	बुक	kitab	बुक	N;SG	N;NOM;MASC;SG;3
kitab	पुस्तक	kitab	पुस्तक	N;SG	N;NOM;FEM;SG;3
kitab	किताब	kitab	किताब	N;SG	N;NOM;FEM;SG;3
distrik	जिले	distrik	जिला	N;SG	N;NOM;MASC;SG;3
distrik	जिला	distrik	जिला	N;SG	N;NOM;MASC;SG;3
distrik	डिस्ट्रिक्ट	distrik	डिस्ट्रिक्ट	N;SG	N;NOM;MASC;SG;3
distrik	ज़िला	distrik	ज़िला	N;SG	N;NOM;MASC;SG;3
jaringan	नेटवर्किंग	jaringan	नेटवर्किंग	N;SG	N;NOM;FEM;SG;3
jaringan	नेटवर्क	jaringan	नेटवर्क	N;SG	N;NOM;MASC;SG;3
jaringan	ऊतक	jaringan	ऊतक	N;SG	N;NOM;MASC;SG;3
jaringan	नेटवर्क	jaringan	नेटवर्क	N;SG	N;NOM;MASC;SG;3
hubungan	संबंध	hubungan	संबंध	N;SG	N;NOM;MASC;SG;3
hubungan	रिश्ता	hubungan	रिश्ता	N;SG	N;NOM;MASC;SG;3
hubungan	संबंध	hubungan	संबंध	N;SG	N;NOM;MASC;SG;3
hubungan	सम्बन्ध	hubungan	संबन्ध	N;SG	N;NOM;MASC;SG;3
hubungan	संबंध	hubungan	संबंध	N;SG	N;NOM;MASC;SG;3
hubungan	रिश्ता	hubungan	रिश्ता	N;SG	N;NOM;MASC;SG;3
hubungan	सम्बन्ध	hubungan	संबन्ध	N;SG	N;NOM;MASC;SG;3
hubungan	संबंध	hubungan	संबंध	N;SG	N;NOM;MASC;SG;3
perempuan	औरत	perempuan	औरत	N;SG	N;NOM;FEM;SG;3
perempuan	महिला	perempuan	महिला	N;SG	N;NOM;FEM;SG;3
perempuan	स्त्री	perempuan	स्त्री	N;SG	N;NOM;FEM;SG;3
perempuan	स्त्री	perempuan	स्त्री	N;SG	N;NOM;FEM;SG;3
perempuan	महिला	perempuan	महिला	N;SG	N;NOM;FEM;SG;3
perempuan	मादा	perempuan	मादा	N;SG	N;NOM;MASC;SG;3
episode	धारावाहिक	episode	धारावाहिक	N	N;NOM;MASC;SG;3
episode	एपिसोड	episode	एपिसोड	N	N;NOM;MASC;SG;3
