lui	그의	el	그+의	PRO;3	PRO
componenta	컴포넌트	componenta	컴포넌트	N;DEF;FEM;SG	N
componenta	구성요소	componenta	구성+요소	N;DEF;FEM;SG	N
varsta	연령	varsta	연령	N;DEF;FEM;SG	N
varsta	나이	varsta	나이	N;DEF;FEM;SG	N
varsta	연령	varsta	연령	N;DEF;FEM;SG	N
varsta	나이	varsta	나이	N;DEF;FEM;SG	N
varsta	연령	varsta	연령	N;DEF;FEM;SG	N
varsta	나이	varsta	나이	N;DEF;FEM;SG	N
origine	출처	origine	출처	N;INDF;FEM;SG	N
recensamant	인구조사	recensamant	인구+조사	N;INDF;MASC;SG	N
actor	배우	actor	배우	N;INDF;MASC;SG	N
literatura	문학	literatură	문학	N;DEF;FEM;SG	N
literatura	문학	literatură	문학	N;DEF;FEM;SG	N
guvernul	정부	guvern	정부	N;DEF;MASC;SG	N
estul	동부	est	동부	N;DEF;MASC;SG	N
total	완전히	total	완전+히	ADV	ADV
petru	피터	petru	피터		
specii	종족	specie	종족	N;INDF;FEM;PL	N
batalia	전투	batalie	전투	N;DEF;FEM;SG	N
membri	구성원	membru	구성원	N;INDF;MASC;PL	N
membri	멤버들	membru	멤버+들	N;INDF;MASC;PL	N
calitate	화질	calitate	화질	N;INDF;FEM;SG	N
calitate	화질이	calitate	화질+이	N;INDF;FEM;SG	N
scrie	쓰기	scrie	쓰+기	V;IND;SG;3;PRS;FIN	V
scrie	글쓰기	scrie	글쓰기	V;IND;SG;3;PRS;FIN	V
uniunii	동맹	uniune	동맹	N;DEF;FEM;SG	N
uniunii	연맹	uniune	연맹	N;DEF;FEM;SG	N
uniunii	연합	uniune	연합	N;DEF;FEM;SG	N
mama	어머니	mamă	어머니	N;DEF;FEM;SG	N
mama	어머니	mamă	어머니	N;DEF;FEM;SG	N
locuri	음식점	loc	음식점	N;INDF;FEM;PL	N
locuri	장소	loc	장소	N;INDF;FEM;PL	N
locuri	좌석	loc	좌석	N;INDF;FEM;PL	N
manastirea	수도원	manastire	수도원	N;DEF;FEM;SG	N
manastirea	수도원	manastire	수도원	N;DEF;FEM;SG	N
produs	제작	produs	제작	N;INDF;MASC;SG	N
produs	제품	produs	제품	N;INDF;MASC;SG	N
presedintele	회장	presedinte	회장	N;DEF;MASC;SG	N
presedintele	대통령	presedinte	대통령	N;DEF;MASC;SG	N
presedintele	회장	presedinte	회장	N;DEF;MASC;SG	N
presedintele	대통령	presedinte	대통령	N;DEF;MASC;SG	N
surse	출처	sursă	출처	N;INDF;FEM;PL	N
obicei	습관	obicei	습관	N;INDF;MASC;SG	N
compania	회사	companie	회사	N;DEF;FEM;SG	N
compania	기업	companie	기업	N;DEF;FEM;SG	N
sezonul	계절	sezon	계절	N;DEF;MASC;SG	N
liga	동맹	ligă	동맹	N;DEF;FEM;SG	N
liga	리그	ligă	리그	N;DEF;FEM;SG	N
liga	동맹	ligă	동맹	N;DEF;FEM;SG	N
liga	리그	ligă	리그	N;DEF;FEM;SG	N
rol	역할	rol	역할	N;INDF;MASC;SG	N
uniunea	동맹	uniune	동맹	N;DEF;FEM;SG	N
uniunea	연맹	uniune	연맹	N;DEF;FEM;SG	N
uniunea	연합	uniune	연합	N;DEF;FEM;SG	N
carti	카드	carti	카드	N;INDF;FEM;PL	N
carti	카드	carti	카드	N;INDF;FEM;PL	N
carti	카드	carti	카드	N;INDF;FEM;PL	N
teatru	연극	teatru	연극	N;INDF;MASC;SG	N
teatru	극장	teatru	극장	N;INDF;MASC;SG	N
teatru	영화관	teatru	영화관	N;INDF;MASC;SG	N
teatru	연극	teatru	연극	N;INDF;MASC;SG	N
teatru	극장	teatru	극장	N;INDF;MASC;SG	N
ziarul	신문	ziar	신문	N;DEF;MASC;SG	N
militara	군사	militară	군사	N;DEF;FEM;SG	N
post	게시	post	게시	N;INDF;MASC;SG	N
post	게시물	post	게시물	N;INDF;MASC;SG	N
codul	부호	cod	부호	N;DEF;MASC;SG	N
administratia	행정학	administratie	행정학	N;DEF;FEM;SG	N
scopul	조준	scop	조준	N;DEF;MASC;SG	N
scopul	목적	scop	목적	N;DEF;MASC;SG	N
scopul	목표	scop	목표	N;DEF;MASC;SG	N
grupul	집단	grup	집단	N;DEF;MASC;SG	N
pozitia	직위	pozitie	직위	N;DEF;FEM;SG	N
pozitia	포지션	pozitie	포지션	N;DEF;FEM;SG	N
pozitia	직위	pozitie	직위	N;DEF;FEM;SG	N
pozitia	포지션	pozitie	포지션	N;DEF;FEM;SG	N
albumul	앨범	album	앨범	N;DEF;MASC;SG	N
albumul	음반	album	음반	N;DEF;MASC;SG	N
sase	여섯	sas	여섯		
sase	여섯	sas	여섯		
sase	여섯	sas	여섯		
director	감독	director	감독	N;INDF;MASC;SG	N
director	디렉토리	director	디렉토리	N;INDF;MASC;SG	N
director	디렉터리	director	디렉터리	N;INDF;MASC;SG	N
website	웹사이트	websit	웹사이트		
state	상태	stat	상태	N;INDF;FEM;PL	N
state	국가	stat	국가	N;INDF;FEM;PL	N
pop	pop	pop	pop		
uneori	가끔	uneori	가끔	ADV	ADV
uneori	때때로	uneori	때때로	ADV	ADV
university	대학교	university	대학교	N;INDF;MASC;SG	N
university	대학	university	대학	N;INDF;MASC;SG	N
jumatate	절반	jumata	절반		
jumatate	절반	jumata	절반		
capitala	자본	capitală	자본	N;DEF;FEM;SG	N
capitala	자본주의	capitală	자본주의	N;DEF;FEM;SG	N
capitala	자본	capitală	자본	N;DEF;FEM;SG	N
capitala	자본주의	capitală	자본주의	N;DEF;FEM;SG	N
activitate	활동	activitate	활동	N;INDF;FEM;SG	N
stiinte	과학	stiinte	과학	N;INDF;FEM;PL	N
stiinte	과학	stiinte	과학	N;INDF;FEM;PL	N
stiinte	과학	stiinte	과학	N;INDF;FEM;PL	N
stiinte	과학	stiinte	과학	N;INDF;FEM;PL	N
sotia	아내	sotie	아내	N;DEF;FEM;SG	N
sotia	아내	sotie	아내	N;DEF;FEM;SG	N
imperiului	제국	imperiu	제국	N;DEF;MASC;SG	N
singur	외로운	singur	외롭+ㄴ	ADJ;INDF;MASC;SG	ADJ
oamenii	인간들	om	인간+들	N;DEF;MASC;PL	N
oamenii	인간	om	인간	N;DEF;MASC;PL	N
oamenii	국민	om	국민	N;DEF;MASC;PL	N
oamenii	사람	om	사람	N;DEF;MASC;PL	N
oamenii	사람들	om	사람+들	N;DEF;MASC;PL	N
caz	케이스	caz	케이스	N;INDF;MASC;SG	N
caz	사례	caz	사례	N;INDF;MASC;SG	N
televiziune	텔레비전	televiziune	텔레비전	N;INDF;FEM;SG	N
curtea	법정	curte	법정	N;DEF;FEM;SG	N
curtea	재판소	curte	재판소	N;DEF;FEM;SG	N
probleme	문제	problemă	문제	N;INDF;FEM;PL	N
probleme	쟁점	problemă	쟁점	N;INDF;FEM;PL	N
probleme	문제	problemă	문제	N;INDF;FEM;PL	N
regia	감독	regie	감독	N;DEF;FEM;SG	N
plan	계획	plan	계획	N;INDF;MASC;SG	N
facultatea	대학교	facultate	대학교	N;DEF;FEM;SG	N
facultatea	대학	facultate	대학	N;DEF;FEM;SG	N
facultatea	학부	facultate	학부	N;DEF;FEM;SG	N
facultatea	교수	facultate	교수	N;DEF;FEM;SG	N
pamant	대지	pamant	대+지		
pamant	육지	pamant	육지		
pamant	랜드	pamant	랜드		
pamant	대지	pamant	대+지		
arte	예술	artă	예술	N;INDF;FEM;PL	N
dezvoltarea	개발	dezvoltare	개발	N;DEF;FEM;SG	N
dezvoltarea	발달	dezvoltare	발달	N;DEF;FEM;SG	N
dezvoltarea	개발	dezvoltare	개발	N;DEF;FEM;SG	N
sef	과장	sef	과장	N;INDF;MASC;SG	N
sef	과장	sef	과장	N;INDF;MASC;SG	N
palatul	궁전	palat	궁전	N;DEF;MASC;SG	N
termenul	용어	termen	용어	N;DEF;MASC;SG	N
religie	종교	religie	종교	N;INDF;FEM;SG	N
conducerea	경영	conducere	경영	N;DEF;FEM;SG	N
conducerea	관리	conducere	관리	N;DEF;FEM;SG	N
conducerea	지도력	conducere	지도력	N;DEF;FEM;SG	N
final	종료	final	종료	N;INDF;MASC;SG	N
final	기말고사	final	기말고사	N;INDF;MASC;SG	N
final	결승전	final	결승전	N;INDF;MASC;SG	N
membrii	구성원	membru	구성원	N;DEF;MASC;PL	N
membrii	멤버들	membru	멤버+들	N;DEF;MASC;PL	N
acord	협정	acord	협정	N;INDF;MASC;SG	N
acord	합의	acord	합의	N;INDF;MASC;SG	N
teatrul	연극	teatru	연극	N;DEF;MASC;SG	N
teatrul	극장	teatru	극장	N;DEF;MASC;SG	N
teatrul	영화관	teatru	영화관	N;DEF;MASC;SG	N
teatrul	연극	teatru	연극	N;DEF;MASC;SG	N
teatrul	극장	teatru	극장	N;DEF;MASC;SG	N
stanga	좌파	stanga	좌파	N;DEF;FEM;SG	N
stanga	좌파	stanga	좌파	N;DEF;FEM;SG	N
traducere	번역기	traducere	번역기	N;INDF;FEM;SG	N
momentul	순간	moment	순간	N;DEF;MASC;SG	N
evenimente	이벤트	eveniment	이벤트	N;INDF;FEM;PL	N
evenimente	행사	eveniment	행사	N;INDF;FEM;PL	N
poet	시인	poet	시인	N;INDF;MASC;SG	N
poarta	착용	poartă	착용	N;DEF;FEM;SG	N
observatorul	천문대	observator	천문대	N;DEF;MASC;SG	N
romane	소설	roman	소설	N;INDF;FEM;PL	N
pas	단계	pas	단계	N;INDF;MASC;SG	N
spus	말했다	spune	말하+었+다	V;MASC;SG;V.PTCP	V
paianjeni	거미	paianjean	거미	N;INDF;MASC;PL	N
biserici	교회	biserică	교회	N;INDF;FEM;PL	N
elemente	상품	element	상품	N;INDF;FEM;PL	N
elemente	항목	element	항목	N;INDF;FEM;PL	N
elemente	품목	element	품목	N;INDF;FEM;PL	N
elemente	아이템	element	아이템	N;INDF;FEM;PL	N
elemente	원소	element	원소	N;INDF;FEM;PL	N
piatra	석기	piatră	석기	N;DEF;FEM;SG	N
piatra	석기	piatră	석기	N;DEF;FEM;SG	N
produse	제품	produs	제품	N;INDF;FEM;PL	N
produse	상품	produs	상품	N;INDF;FEM;PL	N
produse	제품	produs	제품	N;INDF;FEM;PL	N
piese	트랙	piesă	트랙	N;INDF;FEM;PL	N
piese	부품	piesă	부품	N;INDF;FEM;PL	N
piese	부분	piesă	부분	N;INDF;FEM;PL	N
piata	시장	piată	시장	N;DEF;FEM;SG	N
piata	시장	piată	시장	N;DEF;FEM;SG	N
piata	시장	piată	시장	N;DEF;FEM;SG	N
piata	시장	piată	시장	N;DEF;FEM;SG	N
piata	시장	piată	시장	N;DEF;FEM;SG	N
gasit	찾았다	gasit	찾+았+다	V;MASC;SG;V.PTCP	V
gasit	찾았습니다	gasit	찾+았+습니다	V;MASC;SG;V.PTCP	V
gasit	발견됨	gasit	발견+되+ㄴ	V;MASC;SG;V.PTCP	V
gasit	찾았다	gasit	찾+았+다	V;MASC;SG;V.PTCP	V
gasit	찾았습니다	gasit	찾+았+습니다	V;MASC;SG;V.PTCP	V
gasit	발견됨	gasit	발견+되+ㄴ	V;MASC;SG;V.PTCP	V
afaceri	업체	afacere	업체	N;INDF;FEM;PL	N
afaceri	사업	afacere	사업	N;INDF;FEM;PL	N
medie	평균	medie	평균	N;INDF;FEM;SG	N
medie	미디어	medie	미디어	N;INDF;FEM;SG	N
medie	중간	medie	중간	N;INDF;FEM;SG	N
medie	평균	medie	평균	N;INDF;FEM;SG	N
puterea	체력	putere	체력	N;DEF;FEM;SG	N
puterea	전력	putere	전력	N;DEF;FEM;SG	N
puterea	권력	putere	권력	N;DEF;FEM;SG	N
puternic	강한	puternic	강하+ㄴ	ADJ;INDF;MASC;SG	ADJ
legea	법칙	lege	법칙	N;DEF;FEM;SG	N
legea	법률	lege	법률	N;DEF;FEM;SG	N
legea	법학	lege	법학	N;DEF;FEM;SG	N
afara	밖에서	afara	밖+에서	ADV	ADV
afara	밖에서	afara	밖+에서	ADV	ADV
cariera	경력	carieră	경력	N;DEF;FEM;SG	N
cariera	직업	carieră	직업	N;DEF;FEM;SG	N
cariera	경력	carieră	경력	N;DEF;FEM;SG	N
cariera	직업	carieră	직업	N;DEF;FEM;SG	N
germani	독일인	german	독일인	N;INDF;MASC;PL	N
rezultat	결과	rezultat	결과	N;INDF;MASC;SG	N
structura	구조물	structură	구조물	N;DEF;FEM;SG	N
structura	구조	structură	구조	N;DEF;FEM;SG	N
structura	구조물	structură	구조물	N;DEF;FEM;SG	N
structura	구조	structură	구조	N;DEF;FEM;SG	N
constanta	상수	constantă	상수	N;DEF;FEM;SG	N
constanta	상수	constantă	상수	N;DEF;FEM;SG	N
nordul	북부	nord	북부	N;DEF;MASC;SG	N
nordul	북쪽	nord	북+쪽	N;DEF;MASC;SG	N
nordul	북부	nord	북부	N;DEF;MASC;SG	N
putere	체력	putere	체력	N;INDF;FEM;SG	N
putere	전력	putere	전력	N;INDF;FEM;SG	N
putere	권력	putere	권력	N;INDF;FEM;SG	N
fiu	아들	fiu	아들	N;INDF;MASC;SG	N
naturala	자연	natural	자연	N;DEF;FEM;SG	N
naturala	천연	natural	천연	N;DEF;FEM;SG	N
naturala	자연	natural	자연	N;DEF;FEM;SG	N
naturala	천연	natural	천연	N;DEF;FEM;SG	N
consiliului	협의회	consiliu	협의회	N;DEF;MASC;SG	N
consiliului	평의회	consiliu	평의회	N;DEF;MASC;SG	N
premii	수상	premiu	수상	N;INDF;FEM;PL	N
puncte	점수	punct	점수	N;INDF;FEM;PL	N
printul	왕자	print	왕자	N;DEF;MASC;SG	N
printul	왕자	print	왕자	N;DEF;MASC;SG	N
meteorologie	기상학	meteorologie	기상학	N;INDF;FEM;SG	N
generalul	장군	general	장군	N;DEF;MASC;SG	N
generalul	일반	general	일반	N;DEF;MASC;SG	N
femei	여자들	femeie	여자+들	N;INDF;FEM;PL	N
femei	여자	femeie	여자	N;INDF;FEM;PL	N
femei	여성	femeie	여성	N;INDF;FEM;PL	N
descrierea	설명	descriere	설명	N;DEF;FEM;SG	N
descrierea	묘사	descriere	묘사	N;DEF;FEM;SG	N
plante	식물	plantă	식물	N;INDF;FEM;PL	N
plante	식물학	plantă	식물학	N;INDF;FEM;PL	N
adesea	자주	adesea	자주	ADV	ADV
volumul	볼륨	volum	볼륨	N;DEF;MASC;SG	N
continua	계속하기	continua	계속+하+기	V;IND;SG;3;IPFV;FIN	V
continua	계속하기	continua	계속+하+기	V;IND;SG;3;IPFV;FIN	V
referinte	참조	referint	참조		
referinte	참고	referint	참+고		
referinte	참조	referint	참조		
referinte	참고	referint	참+고		
media	미디어	medie	미디어	N;DEF;FEM;SG	N
permite	허용하기	permite	허용+하+기	V;IND;SG;3;PRS;FIN	V
consiliul	협의회	consiliu	협의회	N;DEF;MASC;SG	N
consiliul	평의회	consiliu	평의회	N;DEF;MASC;SG	N
literara	문학	literar	문학	N;DEF;FEM;SG	N
planet	행성	planet	행성	N;INDF;MASC;SG	N
case	케이스	casă	케이스	N;INDF;FEM;PL	N
case	사례	casă	사례	N;INDF;FEM;PL	N
case	주택	casă	주택	N;INDF;FEM;PL	N
art	예술	art	예술	N;INDF;MASC;SG	N
art	미술	art	미술	N;INDF;MASC;SG	N
politician	정치인	politician	정치인	N;INDF;MASC;SG	N
politician	정치가	politician	정치+가	N;INDF;MASC;SG	N
politician	정치	politician	정치	N;INDF;MASC;SG	N
scurta	짧은	scurta	짧+ㄴ	ADJ;DEF;FEM;SG	ADJ
scurta	짧은	scurta	짧+ㄴ	ADJ;DEF;FEM;SG	ADJ
detalii	세부사항	detaliu	세부+사항	N;INDF;FEM;PL	N
detalii	상세	detaliu	상세	N;INDF;FEM;PL	N
detalii	세부사항	detaliu	세부+사항	N;INDF;FEM;PL	N
trupele	군대	trupă	군대	N;DEF;FEM;PL	N
cultura	문화	cultură	문화	N;DEF;FEM;SG	N
cultura	문화	cultură	문화	N;DEF;FEM;SG	N
romanul	소설	roman	소설	N;DEF;MASC;SG	N
problema	문제	problemă	문제	N;DEF;FEM;SG	N
problema	문제	problemă	문제	N;DEF;FEM;SG	N
problema	문제	problemă	문제	N;DEF;FEM;SG	N
volume	볼륨	volum	볼륨	N;INDF;FEM;PL	N
americana	미국인	americană	미국인	N;DEF;FEM;SG	N
persoana	사람	persoană	사람	N;DEF;FEM;SG	N
persoana	사람	persoană	사람	N;DEF;FEM;SG	N
complet	완전히	complet	완전+히	ADV	ADV
obiective	목표	obiectiv	목표	N;INDF;FEM;PL	N
obiective	목표	obiectiv	목표	N;INDF;FEM;PL	N
obiective	타겟	obiectiv	타산	N;INDF;FEM;PL	N
actrita	배우	actrita	배우	N;DEF;FEM;SG	N
actrita	여배우	actrita	여배우	N;DEF;FEM;SG	N
actrita	배우	actrita	배우	N;DEF;FEM;SG	N
actrita	여배우	actrita	여배우	N;DEF;FEM;SG	N
masura	측정	masură	측정	N;DEF;FEM;SG	N
masura	측정	masură	측정	N;DEF;FEM;SG	N
masura	측정	masură	측정	N;DEF;FEM;SG	N
catolica	가톨릭주의	catolică	가톨릭주의	N;DEF;FEM;SG	N
catolica	가톨릭	catolică	가톨릭	N;DEF;FEM;SG	N
catolica	가톨릭주의	catolică	가톨릭주의	N;DEF;FEM;SG	N
catolica	가톨릭	catolică	가톨릭	N;DEF;FEM;SG	N
joc	게임	joc	게임	N;INDF;MASC;SG	N
joc	경기	joc	경기	N;INDF;MASC;SG	N
parcul	공원	parc	공원	N;DEF;MASC;SG	N
stare	상태	stare	상태	N;INDF;FEM;SG	N
stare	상태	stare	상태	N;INDF;FEM;SG	N
stare	국가	stare	국가	N;INDF;FEM;SG	N
stare	조건	stare	조건	N;INDF;FEM;SG	N
fizica	물리학	fizică	물리학	N;DEF;FEM;SG	N
fizica	물리	fizică	물리	N;DEF;FEM;SG	N
fizica	물리적	fizică	물리+적	N;DEF;FEM;SG	N
fizica	물리	fizică	물리	N;DEF;FEM;SG	N
fizica	물리학	fizică	물리학	N;DEF;FEM;SG	N
fizica	물리	fizică	물리	N;DEF;FEM;SG	N
procesul	프로세스	proces	프로세스	N;DEF;MASC;SG	N
procesul	과정	proces	과정	N;DEF;MASC;SG	N
procesul	재판	proces	재판	N;DEF;MASC;SG	N
unitati	단위계	unitati	단위계	N;INDF;FEM;PL	N
unitati	단위계	unitati	단위계	N;INDF;FEM;PL	N
unitati	단위계	unitati	단위계	N;INDF;FEM;PL	N
clasa	학급	clasă	학급	N;DEF;FEM;SG	N
clasa	계급	clasă	계급	N;DEF;FEM;SG	N
clasa	클래스	clasă	클래스	N;DEF;FEM;SG	N
clasa	수업	clasă	수업	N;DEF;FEM;SG	N
clasa	학급	clasă	학급	N;DEF;FEM;SG	N
clasa	계급	clasă	계급	N;DEF;FEM;SG	N
clasa	클래스	clasă	클래스	N;DEF;FEM;SG	N
clasa	수업	clasă	수업	N;DEF;FEM;SG	N
lipsa	부족	lipsă	부족	N;DEF;FEM;SG	N
lipsa	실종	lipsă	실종	N;DEF;FEM;SG	N
stadion	경기장	stadion	경기장	N;INDF;MASC;SG	N
stadion	스타디움	stadion	스타디움	N;INDF;MASC;SG	N
articolele	기사	articol	기사	N;DEF;FEM;PL	N
niciodata	절대	niciodata	절대		
niciodata	절대로	niciodata	절대로		
niciodata	절대	niciodata	절대		
niciodata	절대로	niciodata	절대로		
imparatul	황제	imparat	황제	N;DEF;MASC;SG	N
imparatul	천황	imparat	천황	N;DEF;MASC;SG	N
divizia	사단	divizie	사단	N;DEF;FEM;SG	N
divizia	디비전	divizie	디비전	N;DEF;FEM;SG	N
metal	금속	metal	금속	N;INDF;MASC;SG	N
monumente	기념물	monument	기념물	N;INDF;FEM;PL	N
monumente	기념비	monument	기념비	N;INDF;FEM;PL	N
dezvoltare	개발	dezvoltare	개발	N;INDF;FEM;SG	N
dezvoltare	발달	dezvoltare	발달	N;INDF;FEM;SG	N
cursul	코스	curs	코스	N;DEF;MASC;SG	N
cursul	과정	curs	과정	N;DEF;MASC;SG	N
constructie	공사	constructie	공사	N;INDF;FEM;SG	N
constructie	건설	constructie	건설	N;INDF;FEM;SG	N
constructie	건축	constructie	건축	N;INDF;FEM;SG	N
constructie	공사	constructie	공사	N;INDF;FEM;SG	N
constructie	건설	constructie	건설	N;INDF;FEM;SG	N
constructie	건축	constructie	건축	N;INDF;FEM;SG	N
alb	하얗게	alb	하얗+게	ADJ;INDF;MASC;SG	ADJ
verde	녹색	verde	녹색		
verde	그린	verde	그리+ㄴ		
verde	초록색	verde	초록색		
verde	초록	verde	초록		
maghiari	헝가리인	maghiar	헝가리+이+ㄴ	N;INDF;MASC;PL	N
debit	직불카드	debit	직불카드	N;INDF;MASC;SG	N
arata	보이기	arata	보이+기	V;IND;SG;3;IPFV;FIN	V
arata	보이기	arata	보이+기	V;IND;SG;3;IPFV;FIN	V
actiune	행동	actiune	행동	N;INDF;FEM;SG	N
actiune	활동	actiune	활동	N;INDF;FEM;SG	N
actiune	작업	actiune	작업	N;INDF;FEM;SG	N
actiune	동작	actiune	동작	N;INDF;FEM;SG	N
actiune	액션	actiune	액션	N;INDF;FEM;SG	N
actiune	행동	actiune	행동	N;INDF;FEM;SG	N
actiune	활동	actiune	활동	N;INDF;FEM;SG	N
actiune	작업	actiune	작업	N;INDF;FEM;SG	N
actiune	동작	actiune	동작	N;INDF;FEM;SG	N
actiune	액션	actiune	액션	N;INDF;FEM;SG	N
actiune	행동	actiune	행동	N;INDF;FEM;SG	N
actiune	활동	actiune	활동	N;INDF;FEM;SG	N
actiune	작업	actiune	작업	N;INDF;FEM;SG	N
actiune	동작	actiune	동작	N;INDF;FEM;SG	N
actiune	액션	actiune	액션	N;INDF;FEM;SG	N
include	포함됨	include	포함+되+ㄴ	V;IND;SG;3;PRS;FIN	V
obtine	받기	obtin	받+기	V;IND;SG;3;PRS;FIN	V
league	동맹	league	동맹	N;INDF;MASC;SG	N
league	리그	league	리그	N;INDF;MASC;SG	N
destul	충분히	destul	충분+히	ADV	ADV
jurnalul	학술	jurnal	학술	N;DEF;MASC;SG	N
jurnalul	학술지	jurnal	학술지	N;DEF;MASC;SG	N
jurnalul	저널	jurnal	저널	N;DEF;MASC;SG	N
jurnalul	일기	jurnal	일기	N;DEF;MASC;SG	N
live	라이브	livă	라이브		
situatia	상황	situatie	상황	N;DEF;FEM;SG	N
situatia	상황이	situatie	상황+이	N;DEF;FEM;SG	N
situatia	상황	situatie	상황	N;DEF;FEM;SG	N
situatia	상황이	situatie	상황+이	N;DEF;FEM;SG	N
omul	남자	om	남자	N;DEF;MASC;SG	N
omul	남성	om	남성	N;DEF;MASC;SG	N
omul	사람	om	사람	N;DEF;MASC;SG	N
interes	관심사	interes	관심사	N;INDF;MASC;SG	N
interes	관심	interes	관심	N;INDF;MASC;SG	N
stiinta	과학	stiintă	과학	N;DEF;FEM;SG	N
stiinta	과학	stiintă	과학	N;DEF;FEM;SG	N
teoria	이론	teorie	이론	N;DEF;FEM;SG	N
rand	랜드	rand	랜드		
foloseste	이용하기	folosest	이용+하+기	V;IND;SG;3;PRS;FIN	V
foloseste	사용하기	folosest	사용+하+기	V;IND;SG;3;PRS;FIN	V
valoare	가치	valoare	가치	N;INDF;FEM;SG	N
modul	모드	mod	모드	N;DEF;MASC;SG	N
modul	모듈	mod	모듈	N;DEF;MASC;SG	N
sursa	출처	sursă	출처	N;DEF;FEM;SG	N
sursa	출처	sursă	출처	N;DEF;FEM;SG	N
lacul	호수	lac	호수	N;DEF;MASC;SG	N
schimb	교환	schimb	교환	N;INDF;MASC;SG	N
schimb	스왑	schimb	스왑	N;INDF;MASC;SG	N
chitara	기타	chitară	기타	N;DEF;FEM;SG	N
chitara	기타	chitară	기타	N;DEF;FEM;SG	N
munca	직장	muncă	직장	N;DEF;FEM;SG	N
munca	작업	muncă	작업	N;DEF;FEM;SG	N
munca	직장	muncă	직장	N;DEF;FEM;SG	N
munca	작업	muncă	작업	N;DEF;FEM;SG	N
model	모델	model	모델	N;INDF;MASC;SG	N
model	모형	model	모형	N;INDF;MASC;SG	N
model	템플릿	model	템플릿	N;INDF;MASC;SG	N
folosind	사용하기	folosi	사용+하+기	V;V.MSDR	V
gaseste	찾기	gaseste	찾+기	V;IND;SG;3;PRS;FIN	V
gaseste	찾기	gaseste	찾+기	V;IND;SG;3;PRS;FIN	V
materiale	물질	material	물질	N;INDF;FEM;PL	N
materiale	재료	material	재료	N;INDF;FEM;PL	N
materiale	재료	material	재료	N;INDF;FEM;PL	N
populara	인기	populară	인기	N;DEF;FEM;SG	N
populara	인기가	populară	인기+가	N;DEF;FEM;SG	N
populara	인기	populară	인기	N;DEF;FEM;SG	N
populara	인기가	populară	인기+가	N;DEF;FEM;SG	N
corpul	시체	corp	시체	N;DEF;MASC;SG	N
corpul	몸매	corp	몸매	N;DEF;MASC;SG	N
corpul	몸매가	corp	몸매+가	N;DEF;MASC;SG	N
autori	작가	autor	작가	N;INDF;MASC;PL	N
autori	제작자	autor	제작자	N;INDF;MASC;PL	N
autori	작성자	autor	작성자	N;INDF;MASC;PL	N
diagrama	도표	diagramă	도표	N;DEF;FEM;SG	N
diagrama	도표	diagramă	도표	N;DEF;FEM;SG	N
diagrama	차트	diagramă	차트	N;DEF;FEM;SG	N
cercetare	조사	cercetare	조사	N;INDF;FEM;SG	N
cercetare	연구	cercetare	연구	N;INDF;FEM;SG	N
companie	회사	companie	회사	N;INDF;FEM;SG	N
companie	기업	companie	기업	N;INDF;FEM;SG	N
controlul	통제	control	통제	N;DEF;MASC;SG	N
controlul	제어	control	제어	N;DEF;MASC;SG	N
artist	음악가	artist	음악가	N;INDF;MASC;SG	N
artist	예술가	artist	예술가	N;INDF;MASC;SG	N
artist	아티스트	artist	아티스트	N;INDF;MASC;SG	N
artist	아티스트가	artist	아티스트+가	N;INDF;MASC;SG	N
pace	평화	pace	평화	N;INDF;FEM;SG	N
societatea	사회	societate	사회	N;DEF;FEM;SG	N
evrei	유대인	evreu	유대+이+ㄴ	N;INDF;MASC;PL	N
sens	감각	sens	감각	N;INDF;MASC;SG	N
formula	공식	formulă	공식	N;DEF;FEM;SG	N
formula	공식	formulă	공식	N;DEF;FEM;SG	N
contra	콘트라	contra	콘트라		
contra	카운터	contra	카운터		
utilizator	사용자	utilizator	사용자	N;INDF;MASC;SG	N
locuitorii	주민들	locuitor	주민+들	N;DEF;MASC;PL	N
printesa	공주님	printesă	공주님	N;DEF;FEM;SG	N
printesa	공주님	printesă	공주님	N;DEF;FEM;SG	N
printesa	공주님	printesă	공주님	N;DEF;FEM;SG	N
comunitatea	공동체	comunitate	공동체	N;DEF;FEM;SG	N
cap	머리	cap	머리	N;INDF;MASC;SG	N
colaborare	콜라보레이션	colaborare	콜라보레이션	N;INDF;FEM;SG	N
colaborare	협력	colaborare	협력	N;INDF;FEM;SG	N
colaborare	협업	colaborare	협업	N;INDF;FEM;SG	N
jocurile	게임	joc	게임	N;DEF;FEM;PL	N
personal	개인적으로	personal	개인+적+으로	ADV	ADV
regizor	감독	regizor	감독	N;INDF;MASC;SG	N
antrenor	코치	antrenor	코치	N;INDF;MASC;SG	N
atac	공격	atac	공격	N;INDF;MASC;SG	N
atac	폭행	atac	폭행	N;INDF;MASC;SG	N
atac	공격	atac	공격	N;INDF;MASC;SG	N
discuri	디스크	disc	디스크	N;INDF;FEM;PL	N
discuri	레코드	disc	레코드	N;INDF;FEM;PL	N
discuri	디스크	disc	디스크	N;INDF;FEM;PL	N
port	항구	port	항구	N;INDF;MASC;SG	N
numere	숫자	număr	숫자	N;INDF;FEM;PL	N
infanterie	보병	infanterie	보병	N;INDF;FEM;SG	N
voce	목소리	voce	목소리	N;INDF;FEM;SG	N
voce	음성	voce	음성	N;INDF;FEM;SG	N
greu	열심히	greu	열심히	ADV	ADV
