年	год	年	год	N	N;INAN;NOM;MASC;SG
航空	авиакомпании	航空	авиакомпания	N	N;INAN;NOM;FEM;PL
航空	авиалинии	航空	авиалиния	N	N;INAN;NOM;FEM;PL
航空	воздух	航空	воздух	N	N;INAN;NOM;MASC;SG
數	граф	數	граф	N	N;ANIM;NOM;MASC;SG
數	подсчет	數	подсчет	N	N;INAN;NOM;MASC;SG
數	число	數	число	N	N;INAN;NOM;NEUT;SG
數	номер	數	номер	N	N;INAN;NOM;MASC;SG
數	количество	數	количество	N	N;INAN;NOM;NEUT;SG
出版	опубликован	出版	опубликовать	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
出版	опубликованный	出版	опубликовать	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
出版	опубликовано	出版	опубликовать	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
出版	опубликована	出版	опубликовать	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
出版	опубликованные	出版	опубликовать	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
成功	успех	成功	успех	N	N;INAN;NOM;MASC;SG
成功	успеха	成功	успех	N	N;INAN;GEN;MASC;SG
面積	область	面積	область	N	N;INAN;NOM;FEM;SG
面積	район	面積	район	N	N;INAN;NOM;MASC;SG
面積	площадь	面積	площадь	N	N;INAN;NOM;FEM;SG
堡	форт	堡	форт	N	N;INAN;NOM;MASC;SG
堡	крепость	堡	крепость	N	N;INAN;NOM;FEM;SG
系統	система	系統	система	N	N;INAN;NOM;FEM;SG
系統	системы	系統	система	N	N;INAN;NOM;FEM;PL
系統	систем	系統	система	N	N;INAN;GEN;FEM;PL
冠軍	чемпион	冠軍	чемпион	N	N;ANIM;NOM;MASC;SG
冠軍	чемпион	冠軍	чемпион	N	N;ANIM;NOM;MASC;SG
冠軍	чемпионов	冠軍	чемпион	N	N;ANIM;GEN;MASC;PL
冠軍	чемпионы	冠軍	чемпион	N	N;ANIM;NOM;MASC;PL
問題	проблемы	問題	проблема	N	N;INAN;NOM;FEM;PL
問題	проблема	問題	проблема	N	N;INAN;NOM;FEM;SG
問題	вопрос	問題	вопрос	N	N;INAN;NOM;MASC;SG
問題	вопросы	問題	вопрос	N	N;INAN;NOM;MASC;PL
海拔	высота	海拔	высота	N	N;INAN;NOM;FEM;SG
方式	способ	方式	способ	N	N;INAN;NOM;MASC;SG
方式	метод	方式	метод	N	N;INAN;NOM;MASC;SG
率	ставка	率	ставка	N	N;INAN;NOM;FEM;SG
名稱	имя	名稱	имя	N	N;INAN;NOM;NEUT;SG
名稱	название	名稱	название	N	N;INAN;NOM;NEUT;SG
名稱	названия	名稱	название	N	N;INAN;NOM;NEUT;PL
名稱	имена	名稱	имя	N	N;INAN;NOM;NEUT;PL
愛	любить	愛	любить	V	V;IPFV;NFIN;ACT
愛	люблю	愛	любить	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
愛	любим	愛	любить	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
得到	получить	得到	получить	V	V;PFV;NFIN;ACT
得到	получите	得到	получить	V	V;PFV;IND;PL;2;FUT;FIN;ACT
平	пин	平	пин		
街道	улица	街道	улица	N	N;INAN;NOM;FEM;SG
街道	улицы	街道	улица	N	N;INAN;NOM;FEM;PL
街道	улицах	街道	улица	N	N;INAN;ESS;FEM;PL
街道	микрорайон	街道	микрорайон	N	N;INAN;NOM;MASC;SG
刪除	удаленные	刪除	удаленный	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
刪除	исключен	刪除	исключить	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
刪除	удалена	刪除	удалить	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
刪除	удалено	刪除	удалить	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
刪除	убрать	刪除	убрать	V	V;PFV;NFIN;ACT
刪除	удалить	刪除	удалить	V	V;PFV;NFIN;ACT
刪除	исключить	刪除	исключить	V	V;PFV;NFIN;ACT
刪除	удалить	刪除	удалить	V	V;PFV;NFIN;ACT
群	группа	群	группа	N	N;INAN;NOM;FEM;SG
群	группы	群	группа	N	N;INAN;NOM;FEM;PL
命名	назвать	命名	назвать	V	V;PFV;NFIN;ACT
服務	подавать	服務	подавать	V	V;IPFV;NFIN;ACT
服務	служить	服務	служить	V	V;IPFV;NFIN;ACT
服務	служит	服務	служить	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
機	машина	機	машина	N	N;INAN;NOM;FEM;SG
機	аппарат	機	аппарат	N	N;INAN;NOM;MASC;SG
任何	любой	任何	любой	DET	DET;NOM;MASC;SG
任何	любую	任何	любой	DET	DET;ACC;FEM;SG
任何	любые	任何	любой	DET	DET;NOM;PL
任何	любое	任何	любой	DET	DET;NOM;NEUT;SG
任何	любая	任何	любой	DET	DET;NOM;FEM;SG
頁	страницы	頁	страница	N	N;INAN;NOM;FEM;PL
頁	страниц	頁	страница	N	N;INAN;GEN;FEM;PL
條	полоски	條	полоска	N	N;INAN;NOM;FEM;PL
兩	два	兩	два	NUM	NUM;NOM;MASC
兩	две	兩	два	NUM	NUM;NOM;FEM
兩	двое	兩	двое	NUM	NUM;NOM
著名	известная	著名	известный	ADJ	ADJ;NOM;FEM;SG
著名	знаменитая	著名	знаменитый	ADJ	ADJ;NOM;FEM;SG
著名	известный	著名	известный	ADJ	ADJ;NOM;MASC;SG
著名	знаменитый	著名	знаменитый	ADJ	ADJ;NOM;MASC;SG
已經	уже	已經	уже	ADV	ADV
專輯	альбом	專輯	альбый	N	N;INAN;NOM;MASC;SG
專輯	альбомы	專輯	альбом	N	N;INAN;NOM;MASC;PL
角色	характер	角色	характер	N	N;INAN;NOM;MASC;SG
角色	персонаж	角色	персонаж	N	N;ANIM;NOM;MASC;SG
角色	символ	角色	символ	N	N;INAN;NOM;MASC;SG
角色	роль	角色	роль	N	N;INAN;NOM;FEM;SG
角色	роли	角色	роль	N	N;INAN;NOM;FEM;PL
角色	символов	角色	символ	N	N;INAN;GEN;MASC;PL
角色	персонажей	角色	персонаж	N	N;ANIM;GEN;MASC;PL
角色	символы	角色	символ	N	N;INAN;NOM;MASC;PL
角色	персонажи	角色	персонаж	N	N;ANIM;NOM;MASC;PL
角色	ролях	角色	роль	N	N;INAN;ESS;FEM;PL
角色	роли	角色	роль	N	N;INAN;NOM;FEM;PL
武	такэси	武	такэси	N	N;INAN;NOM;MASC;SG
成員	участник	成員	участник	N	N;ANIM;NOM;MASC;SG
成員	член	成員	член	N	N;ANIM;NOM;MASC;SG
成員	членов	成員	член	N	N;ANIM;GEN;MASC;PL
成員	члены	成員	член	N	N;ANIM;NOM;MASC;PL
成員	участники	成員	участник	N	N;ANIM;NOM;MASC;PL
新聞	новость	新聞	новость	N	N;INAN;NOM;FEM;SG
新聞	новости	新聞	новость	N	N;INAN;NOM;FEM;PL
劇	драма	劇	драма	N	N;INAN;NOM;FEM;SG
劇	драмы	劇	драма	N	N;INAN;NOM;FEM;PL
女性	самки	女性	самка	N	N;ANIM;NOM;FEM;PL
女性	женщины	女性	женщина	N	N;ANIM;NOM;FEM;PL
女性	женщины	女性	женщина	N	N;ANIM;NOM;FEM;PL
女性	женщина	女性	женщина	N	N;ANIM;NOM;FEM;SG
女性	женщины	女性	женщина	N	N;ANIM;NOM;FEM;PL
女性	женщин	女性	женщина	N	N;ANIM;GEN;FEM;PL
高度	высота	高度	высота	N	N;INAN;NOM;FEM;SG
高度	высота	高度	высота	N	N;INAN;NOM;FEM;SG
高度	рост	高度	рост	N	N;INAN;NOM;MASC;SG
說	скажи	說	сказать	V	V;PFV;IMP;SG;2;FIN;ACT
說	скажем	說	сказать	V	V;PFV;IND;PL;1;FUT;FIN;ACT
說	скажите	說	сказать	V	V;PFV;IMP;PL;2;FIN;ACT
說	сказать	說	сказать	V	V;PFV;NFIN;ACT
男	мужчина	男	мужчина	N	N;ANIM;NOM;MASC;SG
男	самец	男	самец	N	N;ANIM;NOM;MASC;SG
合作	сотрудничать	合作	сотрудничать	V	V;IPFV;NFIN;ACT
門	врата	門	врат	N	N;INAN;NOM;MASC;PL
門	ворота	門	ворота	N	N;INAN;NOM;NEUT;PL
門	двери	門	дверь	N	N;INAN;NOM;FEM;PL
門	дверь	門	дверь	N	N;INAN;NOM;FEM;SG
門	двери	門	дверь	N	N;INAN;NOM;FEM;PL
卷	ролл	卷	ролл	N	N;INAN;NOM;MASC;SG
位置	позиция	位置	позиция	N	N;INAN;NOM;FEM;SG
位置	должность	位置	должность	N	N;INAN;NOM;FEM;SG
位置	положение	位置	положение	N	N;INAN;NOM;NEUT;SG
位置	местоположение	位置	местоположение	N	N;INAN;NOM;NEUT;SG
位置	расположение	位置	расположение	N	N;INAN;NOM;NEUT;SG
位置	местонахождение	位置	местонахождение	N	N;INAN;NOM;NEUT;SG
位置	место	位置	место	N	N;INAN;NOM;NEUT;SG
活動	мероприятия	活動	мероприятие	N	N;INAN;NOM;NEUT;PL
活動	деятельность	活動	деятельность	N	N;INAN;NOM;FEM;SG
活動	события	活動	событие	N	N;INAN;NOM;NEUT;PL
活動	мероприятия	活動	мероприятие	N	N;INAN;NOM;NEUT;PL
活動	мероприятие	活動	мероприятие	N	N;INAN;NOM;NEUT;SG
活動	событие	活動	событие	N	N;INAN;NOM;NEUT;SG
活動	активность	活動	активность	N	N;INAN;NOM;FEM;SG
活動	действия	活動	действие	N	N;INAN;NOM;NEUT;PL
活動	деятельность	活動	деятельность	N	N;INAN;NOM;FEM;SG
歷史	истории	歷史	история	N	N;INAN;NOM;FEM;PL
歷史	история	歷史	история	N	N;INAN;NOM;FEM;SG
歌曲	песни	歌曲	песня	N	N;INAN;NOM;FEM;PL
歌曲	песня	歌曲	песня	N	N;INAN;NOM;FEM;SG
歌曲	песнь	歌曲	песнь	N	N;INAN;NOM;FEM;SG
點	точки	點	точка	N	N;INAN;NOM;FEM;PL
點	точками	點	точка	N	N;INAN;INS;FEM;PL
點	точка	點	точка	N	N;INAN;NOM;FEM;SG
點	дот	點	дот	N	N;INAN;NOM;MASC;SG
點	точка	點	точка	N	N;INAN;NOM;FEM;SG
點	очко	點	очко	N	N;INAN;NOM;NEUT;SG
植物	растения	植物	растение	N	N;INAN;NOM;NEUT;PL
植物	растения	植物	растение	N	N;INAN;NOM;NEUT;PL
植物	завод	植物	завод	N	N;INAN;NOM;MASC;SG
植物	растение	植物	растение	N	N;INAN;NOM;NEUT;SG
植物	растений	植物	растение	N	N;INAN;GEN;NEUT;PL
皮	кожа	皮	кожа	N	N;INAN;NOM;FEM;SG
非常	очень	非常	очень	ADV	ADV
通常	обычно	通常	обычно	ADV	ADV
通常	обычно	通常	обычно	ADV	ADV
形成	формируется	形成	формироваться	V	V;IPFV;IND;SG;3;PRS;FIN;MID
比賽	игра	比賽	игра	N	N;INAN;NOM;FEM;SG
比賽	гонки	比賽	гонка	N	N;INAN;NOM;FEM;PL
比賽	гонка	比賽	гонка	N	N;INAN;NOM;FEM;SG
比賽	расы	比賽	раса	N	N;INAN;NOM;FEM;PL
比賽	раса	比賽	раса	N	N;INAN;NOM;FEM;SG
比賽	конкурс	比賽	конкурс	N	N;INAN;NOM;MASC;SG
比賽	евровидение	比賽	евровидение	N	N;INAN;NOM;NEUT;SG
聯賽	лиги	聯賽	лига	N	N;INAN;NOM;FEM;SG
聯賽	лига	聯賽	лиго	N	N;INAN;NOM;FEM;SG
學校	школ	學校	школа	N	N;INAN;GEN;FEM;PL
學校	школы	學校	школа	N	N;INAN;NOM;FEM;PL
學校	школе	學校	школа	N	N;INAN;DAT;FEM;SG
學校	школа	學校	школа	N	N;INAN;NOM;FEM;SG
學校	школы	學校	школа	N	N;INAN;NOM;FEM;PL
完全	полностью	完全	полностью	ADV	ADV
完全	совершенно	完全	совершенно	ADV	ADV
完全	совершенно	完全	совершенно	ADV	ADV
完全	полностью	完全	полностью	ADV	ADV
完全	абсолютно	完全	абсолютно	ADV	ADV
信	буквы	信	буква	N	N;INAN;NOM;FEM;PL
信	письма	信	письмо	N	N;INAN;NOM;NEUT;PL
信	буква	信	буква	N	N;INAN;NOM;FEM;SG
信	письмо	信	письмо	N	N;INAN;NOM;NEUT;SG
期間	период	期間	период	N	N;INAN;NOM;MASC;SG
接受	принят	接受	принять	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
接受	принята	接受	принять	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
接受	приняты	接受	принять	V	V;PFV;PL;PST;V.PTCP;PASS
接受	принято	接受	принять	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
接受	принимаю	接受	принимать	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
接受	примите	接受	принять	V	V;PFV;IMP;PL;2;FIN;ACT
接受	принимаем	接受	принимать	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
接受	принять	接受	принять	V	V;PFV;NFIN;ACT
書	книга	書	книга	N	N;INAN;NOM;FEM;SG
書	книгу	書	книга	N	N;INAN;ACC;FEM;SG
書	книг	書	книга	N	N;INAN;GEN;FEM;PL
書	книги	書	книга	N	N;INAN;NOM;FEM;PL
交通	транспорт	交通	транспорт	N	N;INAN;NOM;MASC;SG
交通	транспортировка	交通	транспортировка	N	N;INAN;NOM;FEM;SG
交通	пробки	交通	пробка	N	N;INAN;NOM;FEM;PL
交通	движения	交通	движение	N	N;INAN;NOM;NEUT;PL
交通	трафик	交通	трафик	N	N;INAN;NOM;MASC;SG
交通	движение	交通	движение	N	N;INAN;NOM;NEUT;SG
交通	транспорт	交通	транспорт	N	N;INAN;NOM;MASC;SG
交通	перевозка	交通	перевозка	N	N;INAN;NOM;FEM;SG
交通	перевозки	交通	перевозка	N	N;INAN;NOM;FEM;PL
木	дерево	木	дерево	N	N;INAN;NOM;NEUT;SG
木	древесина	木	древесина	N	N;INAN;NOM;FEM;SG
木	вуд	木	вуд	N	N;ANIM;NOM;MASC;SG
木	дрова	木	дрова	N	N;INAN;NOM;NEUT;PL
木	древесины	木	древесина	N	N;INAN;NOM;FEM;PL
討論	обсудить	討論	обсудить	V	V;PFV;NFIN;ACT
故事	новость	故事	новость	N	N;INAN;NOM;FEM;SG
故事	рассказ	故事	рассказ	N	N;INAN;NOM;MASC;SG
故事	история	故事	история	N	N;INAN;NOM;FEM;SG
故事	истории	故事	история	N	N;INAN;NOM;FEM;PL
故事	рассказы	故事	рассказ	N	N;INAN;NOM;MASC;PL
直接	напрямую	直接	напрямую	ADV	ADV
直接	непосредственно	直接	непосредственно	ADV	ADV
參與	участвующие	參與	участвовать	V	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
參與	участвовавшие	參與	участвовать	V	V;IPFV;NOM;PL;PST;V.PTCP;ACT
參與	участвующих	參與	участвовать	V	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
朗	лон	朗	лон		
湖	озеро	湖	озеро	N	N;INAN;NOM;NEUT;SG
湖	лейк	湖	лейк	N	N;INAN;NOM;MASC;SG
保留	защищены	保留	защитить	V	V;PFV;PL;PST;V.PTCP;PASS
希望	надеюсь	希望	надеяться	V	V;IPFV;IND;SG;1;PRS;FIN;MID
希望	надеемся	希望	надеяться	V	V;IPFV;IND;PL;1;PRS;FIN;MID
手	рука	手	рука	N	N;INAN;NOM;FEM;SG
手	руку	手	рука	N	N;INAN;ACC;FEM;SG
手	руки	手	рука	N	N;INAN;NOM;FEM;PL
心	сердце	心	сердце	N	N;INAN;NOM;NEUT;SG
心	сердцу	心	сердце	N	N;INAN;DAT;NEUT;SG
心	сердца	心	сердце	N	N;INAN;NOM;NEUT;PL
巴士	автобус	巴士	автобус	N	N;INAN;NOM;MASC;SG
巴士	автобусы	巴士	автобус	N	N;INAN;NOM;MASC;PL
巴士	автобусов	巴士	автобус	N	N;INAN;GEN;MASC;PL
播放	играть	播放	играть	V	V;IPFV;NFIN;ACT
播放	играйте	播放	играть	V	V;IPFV;IMP;PL;2;FIN;ACT
播放	играй	播放	играть	V	V;IPFV;IMP;SG;2;FIN;ACT
播放	играет	播放	играть	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
播放	играю	播放	играть	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
播放	играет	播放	играть	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
音	тон	音	тон	N	N;INAN;NOM;MASC;SG
增加	увеличить	增加	увеличить	V	V;PFV;NFIN;ACT
增加	увеличивает	增加	увеличивать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
角	углу	角	угол	N	N;INAN;DAT;MASC;SG
角	уголок	角	уголок	N	N;INAN;NOM;MASC;SG
角	угол	角	угол	N	N;INAN;NOM;MASC;SG
角	угол	角	угол	N	N;INAN;NOM;MASC;SG
角	плащ	角	плащ	N	N;INAN;NOM;MASC;SG
角	мыс	角	мы	N	N;INAN;NOM;MASC;SG
角	точка	角	точка	N	N;INAN;NOM;FEM;SG
角	очко	角	очко	N	N;INAN;NOM;NEUT;SG
天文	обсерваторий	天文	обсерватория	N	N;INAN;GEN;FEM;PL
天文	обсерватории	天文	обсерватория	N	N;INAN;NOM;FEM;PL
天文	обсерватория	天文	обсерватория	N	N;INAN;NOM;FEM;SG
耶	ура	耶	ура		
這些	эти	這些	этот	DET	DET;NOM;PL
太	слишком	太	слишком	ADV	ADV
歌	песни	歌	песня	N	N;INAN;NOM;FEM;PL
歌	песня	歌	песня	N	N;INAN;NOM;FEM;SG
歌	песнь	歌	песнь	N	N;INAN;NOM;FEM;SG
圖	диаграмма	圖	диаграмма	N	N;INAN;NOM;FEM;SG
圖	граф	圖	граф	N	N;ANIM;NOM;MASC;SG
圖	график	圖	график	N	N;INAN;NOM;MASC;SG
圖	диаграмма	圖	диаграмма	N	N;INAN;NOM;FEM;SG
圖	фигура	圖	фигура	N	N;INAN;NOM;FEM;SG
圖	диаграмма	圖	диаграмма	N	N;INAN;NOM;FEM;SG
圖	рисунок	圖	рисунок	N	N;INAN;NOM;MASC;SG
圖	цифра	圖	цифра	N	N;INAN;NOM;FEM;SG
投票	проголосовать	投票	голосовать	V	V;PFV;NFIN;ACT
投票	голосовать	投票	голосовать	V	V;IPFV;NFIN;ACT
投票	голосуйте	投票	голосовать	V	V;IPFV;IMP;PL;2;FIN;ACT
灣	бухте	灣	бухт	N	N;INAN;DAT;FEM;SG
灣	бэй	灣	бэй	N	N;INAN;NOM;MASC;SG
灣	залив	灣	залив	N	N;INAN;NOM;MASC;SG
民主	демократии	民主	демократия	N	N;INAN;NOM;FEM;PL
民主	демократия	民主	демократия	N	N;INAN;NOM;FEM;SG
寺	храм	寺	храм	N	N;INAN;NOM;MASC;SG
參加	участвующие	參加	участвовать	V	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
參加	участвовавшие	參加	участвовать	V	V;IPFV;NOM;PL;PST;V.PTCP;ACT
參加	участвующих	參加	участвовать	V	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
參加	посещающих	參加	посещать	V	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
控制	контролирует	控制	контролировать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
戰	битва	戰	битва	N	N;INAN;NOM;FEM;SG
戰	бой	戰	бой	N	N;INAN;NOM;MASC;SG
戰	сражение	戰	сражение	N	N;INAN;NOM;NEUT;SG
戰	войны	戰	война	N	N;INAN;NOM;FEM;PL
戰	война	戰	война	N	N;INAN;NOM;FEM;SG
電視	телевидения	電視	телевидение	N	N;INAN;NOM;NEUT;PL
電視	телевидение	電視	телевидение	N	N;INAN;NOM;NEUT;SG
電視	телевизор	電視	телевизор	N	N;INAN;NOM;MASC;SG
然而	однако	然而	однако	ADV	ADV
七	семь	七	семь	NUM	NUM;NOM
口	рот	口	рот	N	N;INAN;NOM;MASC;SG
