kot	jako	kot	jako	CONJ	CONJ
pot	silnice	pot	silnice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pot	cesta	pot	cesta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pot	způsob	pot	způsob	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
houten	houten	houten	houtený	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
vsi	všichni	ves	všechen	DET;NOM;MASC;PL	DET;ANIM;NOM;MASC;PL
vsi	všichni	ves	všechen	DET;NOM;MASC;PL	DET;ANIM;NOM;MASC;PL
vsi	všechny	ves	všechen	DET;NOM;MASC;PL	DET;NOM;MASC;PL
vsi	všichni	ves	všechen	DET;NOM;MASC;PL	DET;ANIM;NOM;MASC;PL
nekateri	nějaké	nekateri	nějaký	DET;NOM;MASC;PL	DET;NOM;NEUT;PL
nekateri	někteří	nekateri	některý	DET;NOM;MASC;PL	DET;ANIM;NOM;MASC;PL
nekateri	některé	nekateri	některý	DET;NOM;MASC;PL	DET;NOM;MASC;PL
avgusta	srpna	avgust	srpen	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
aprila	dubna	april	duben	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
vsebuje	obsahovat	vsebovati	obsahovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
vsebuje	obsahuje	vsebovati	obsahovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
umrl	zemři	umreti	zemřit	V;PFV;MASC;SG;V.PTCP	V;IMP;SG;2;POS;FIN
umrl	zemřel	umreti	zemřít	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
predsednik	prezident	predsednik	prezident	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
predsednik	předseda	predsednik	předseda	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
predsednik	president	predsednik	prezident	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
predsednik	prezidentka	predsednik	prezidentka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
predsednik	předseda	predsednik	předseda	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
večina	většina	večina	většina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
večina	většina	večina	většina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
večina	většiny	večina	většina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pogovor	diskuse	pogovor	diskuse	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
pogovor	diskuze	pogovor	diskuse	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
pogovor	rozhovor	pogovor	rozhovor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pogovor	konverzace	pogovor	konverzace	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
razvoj	rozvoj	razvoj	rozvoj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
razvoj	vývoj	razvoj	vývoj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
razvoj	vývoj	razvoj	vývoj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
razvoj	evoluce	razvoj	evoluce	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
razvoj	rozvíjení	razvoj	rozvíjení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
velike	velké	velik	velký	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
velike	velké	velik	velký	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
velike	big	velik	big	ADJ;NOM;FEM;PL	ADJ;POS
imela	měl	imeti	mít	V;IPFV;FEM;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
uradna	oficiální	uraden	oficiální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
uradna	úřední	uraden	úřední	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
album	album	album	album	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ampak	ale	ampak	ale	CONJ	CONJ
novembra	listopadu	november	listopad	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
napisal	psal	napisati	psát	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
napisal	napsal	napisati	napsat	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
roman	romane	roman	romane	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
roman	říman	roman	říman	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
roman	román	roman	román	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
dobil	mám	dobiti	mít	V;PFV;MASC;SG;V.PTCP	V;IND;SG;1;POS;PRS;FIN;ACT
dobil	dostal	dobiti	dostat	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
dobil	získat	dobiti	získat	V;PFV;MASC;SG;V.PTCP	V;PFV;POS;NFIN
dobil	dostat	dobiti	dostat	V;PFV;MASC;SG;V.PTCP	V;POS;NFIN
rowspan	rowspan	rowspan	rowspan	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
imenovan	jmenovaný	imenovan	jmenovaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
imenovan	jmenován	imenovan	jmenovaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
vojska	armáda	vojska	armáda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vojska	armáda	vojska	armáda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vojska	vojsko	vojska	vojsko	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
italijanski	italské	italijanski	italský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
italijanski	italská	italijanski	italský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
italijanski	italský	italijanski	italský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
naslov	adresu	naslov	adresa	N;INAN;ACC;MASC;SG	N;ACC;FEM;SG;POS
loneos	loneos	loneos	loneos	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
znan	známo	znan	známý	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS
znan	známý	znan	známý	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
znan	známé	znan	známý	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
znan	známá	znan	známý	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
znan	slavná	znan	slavný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
znan	slavný	znan	slavný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
znan	slavné	znan	slavný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
mora	musí	morati	muset	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
formule	vzorce	formeti	vzorec	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
formule	vzorce	formeti	vzorec	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
pisatelj	spisovatel	pisatelj	spisovatel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
pisatelj	autor	pisatelj	autor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
pisatelj	spisovatelka	pisatelj	spisovatelka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
močno	silně	močno	silně	ADV	ADV;POS
običajno	většinou	običajno	většinou	ADV	ADV
običajno	obvykle	običajno	obvykle	ADV	ADV;POS
običajno	běžně	običajno	běžně	ADV	ADV;POS
običajno	normálně	običajno	normálně	ADV	ADV;POS
običajno	obvykle	običajno	obvykle	ADV	ADV;POS
začela	začalo	začeti	začít	V;PFV;FEM;SG;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
začela	začal	začeti	začít	V;PFV;FEM;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
najprej	nejdřív	najprej	brzy	ADV;RL	ADV;RL;POS
najprej	nejprve	najprej	nejprve	ADV;RL	ADV
najprej	nejdříve	najprej	brzy	ADV;RL	ADV;RL;POS
vir	vir	vir	vir	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vir	zdroj	vir	zdroj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vir	zdroj	vir	zdroj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
svet	svět	svet	svět	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
svet	rada	svet	rada	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
nove	nové	nov	nový	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
angleški	anglické	angleški	anglický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
okrog	okolo	okrog	okolo	ADP;GEN	ADP;GEN
okrog	kolem	okrog	kolem	ADP;GEN	ADP;GEN
politik	politik	politik	politik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
politik	politik	politik	politik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vsak	každý	vsak	každý	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
vsak	každé	vsak	každý	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;POS
vsak	každý	vsak	každý	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
vsak	každé	vsak	každý	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;POS
vsak	každá	vsak	každý	DET;NOM;MASC;SG	DET;NOM;FEM;SG;POS
novi	nový	nov	nový	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
novi	nová	nov	nový	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
posebej	speciálně	posebej	speciálně	ADV	ADV;POS
posebej	zvláště	posebej	zvláště	ADV	ADV
posebej	konkrétně	posebej	konkrétně	ADV	ADV;POS
posebej	specificky	posebej	specificky	ADV	ADV;POS
posebej	výslovně	posebej	výslovně	ADV	ADV;POS
posebej	zvlášť	posebej	zvlášť	ADV	ADV
posebej	hlavně	posebej	hlavně	ADV	ADV;POS
posebej	obzvlášť	posebej	obzvlášť	ADV	ADV
posebej	zejména	posebej	zejména	ADV	ADV
posebej	zvláště	posebej	zvláště	ADV	ADV
predstavlja	zastupuje	predstavljati	zastupovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
predstavlja	reprezentuje	predstavljati	reprezentovat	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
predstavlja	představuje	predstavljati	představovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ruski	ruské	ruski	ruský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
ruski	ruská	ruski	ruský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
ruski	ruský	ruski	ruský	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
pozneje	později	pozno	pozdě	ADV;CMPR	ADV;CMPR;POS
bolezni	nemoci	bolezen	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bolezni	nemoci	bolezen	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bolezni	choroby	bolezen	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bolezni	nemoci	bolezen	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bolezni	choroby	bolezen	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bolezni	nemoci	bolezen	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
cerkve	kostely	cerkev	kostel	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
jezik	jazyk	jezik	jazyk	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
jezik	jazyk	jezik	jazyk	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nekatere	nějaké	nekateri	nějaký	DET;NOM;FEM;PL	DET;NOM;NEUT;PL
nekatere	někteří	nekateri	některý	DET;NOM;FEM;PL	DET;ANIM;NOM;MASC;PL
nekatere	některé	nekateri	některý	DET;NOM;FEM;PL	DET;NOM;MASC;PL
velik	velký	velik	velký	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
velik	velká	velik	velký	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
velik	big	velik	big	ADJ;NOM;INDF;MASC;SG	ADJ;POS
bataljon	prapor	bataljon	prapor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
februarja	února	februar	únor	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
njen	její	njen	jeho	DET;NOM;MASC;SG;3	DET;NOM;FEM;SG;3
njen	její	njen	jeho	DET;NOM;MASC;SG;3	DET;NOM;FEM;SG;3
klub	klub	klub	klub	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sedež	ústředí	sedež	ústředí	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sedež	velitelství	sedež	velitelství	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sedež	sídlo	sedež	sídlo	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sedež	sedadlo	sedež	sedadlo	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sedež	sedačka	sedež	sedačka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
kraj	místo	kraj	místo	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
kraj	misto	kraj	misto	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
članek	článek	članek	článek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
oče	táta	oče	táta	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
oče	otec	oče	otec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
oče	otče	oče	oteč	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
oče	otec	oče	otec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
igralec	přehrávač	igralec	přehrávač	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
igralec	hráč	igralec	hráč	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
igralec	herec	igralec	herec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
toda	ale	toda	ale	CONJ	CONJ
popolnoma	kompletně	popolnoma	kompletně	ADV	ADV;POS
popolnoma	zcela	popolnoma	zcela	ADV	ADV
popolnoma	naprosto	popolnoma	naprosto	ADV	ADV
popolnoma	úplně	popolnoma	úplně	ADV	ADV;POS
popolnoma	úplně	popolnoma	úplně	ADV	ADV;POS
popolnoma	naprosto	popolnoma	naprosto	ADV	ADV
popolnoma	zcela	popolnoma	zcela	ADV	ADV
papež	papež	papež	papež	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
list	list	list	list	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
list	list	list	list	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
različne	různé	različen	různý	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
različne	různí	različen	různý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
povprečna	průměrný	povprečen	průměrný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
povprečna	průměrné	povprečen	průměrný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
povprečna	průměrná	povprečen	průměrný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
tretji	třetí	tretji	třetí	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
zveza	vztah	zveza	vztah	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
igral	hrál	igrati	hrát	V;IPFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
martin	martina	martin	martina	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
sodeloval	spolupracoval	sodelovati	spolupracovat	V;IPFV;MASC;SG;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
povprečno	průměrný	povprečen	průměrný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
povprečno	průměrné	povprečen	průměrný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
povprečno	průměrná	povprečen	průměrný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
konec	over	konec	over	N;NOM;MASC;SG	N;MASC;SG;POS
konec	konec	konec	konec	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
konec	konec	konec	konec	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
colspan	colspan	colspan	colspan	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vrh	top	vrh	top	N;NOM;MASC;SG	N;MASC;POS
vrh	vrchol	vrh	vrchol	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vrh	vrchol	vrh	vrchol	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vrh	summit	vrh	summit	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
hitro	rychle	hitro	rychle	ADV	ADV;POS
hitro	rychle	hitro	rychle	ADV	ADV;POS
hitro	rychle	hitro	rychle	ADV	ADV;POS
podatki	informace	podatek	informace	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
podatki	data	podatek	data	N;NOM;MASC;PL	N;NOM;NEUT;PL;POS
podatki	údaje	podatek	údaj	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
starost	stáří	starost	stáří	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
starost	věk	starost	věk	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ženske	ženy	ženska	žena	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nemško	německý	nemški	německý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
nemško	německá	nemški	německý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
pomembno	důležitý	pomemben	důležitý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
pomembno	důležitá	pomemben	důležitý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
pomembno	důležité	pomemben	důležitý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
naprej	vpřed	naprej	vpřed	ADV	ADV
naprej	kupředu	naprej	kupředu	ADV	ADV
naprej	dopředu	naprej	dopředu	ADV	ADV
srbsko	srbské	srbski	srbský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
britanski	britská	britanski	britský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
britanski	britský	britanski	britský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
britanski	british	britanski	british	ADJ;NOM;MASC;SG	ADJ;POS
britanski	britské	britanski	britský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
cesar	císař	cesar	císař	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
cesar	cesar	cesar	cesar	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
škof	biskup	škof	biskup	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
škof	střelec	škof	střelec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zveze	vztahy	zveza	vztah	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
reke	řeky	reka	řeka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
včasih	někdy	včasih	někdy	ADV	ADV
včasih	občas	včasih	občas	ADV	ADV
snovi	látky	snov	látka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
šolo	školu	šola	škola	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
oblike	tvary	oblika	tvar	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
oblike	formy	oblika	forma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
oblike	formuláře	oblika	formulář	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
type	druh	typ	druh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
type	typ	typ	typ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
type	type	typ	typ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zgodovina	dějepis	zgodovina	dějepis	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
zgodovina	historie	zgodovina	historie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
enote	jednotky	enota	jednotka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
enote	agregáty	enota	agregát	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
program	program	program	program	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
program	program	program	program	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ljudje	lidé	človek	člověk	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ljudje	lidi	človek	člověk	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ljudje	lidé	človek	člověk	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
igre	hry	igra	hra	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
hkrati	současně	hkrati	současně	ADV	ADV;POS
hkrati	souběžně	hkrati	souběžně	ADV	ADV;POS
znani	známí	znan	známý	ADJ;NOM;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
znani	slavní	znan	slavný	ADJ;NOM;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
območje	pásmo	območje	pásmo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
območje	zóna	območje	zóna	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
območje	oblast	območje	oblast	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
območje	plocha	območje	plocha	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
vodi	vede	voditi	vést	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
podobno	podobná	podoben	podobný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
podobno	podobný	podoben	podobný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
vojaški	vojenský	vojaški	vojenský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
vojaški	vojenská	vojaški	vojenský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
sprva	původně	sprva	původně	ADV	ADV;POS
sprva	zpočátku	sprva	zpočátku	ADV	ADV
poveljnik	velitel	poveljnik	velitel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zadnji	poslední	zadnji	poslední	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
enota	jednotka	enota	jednotka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
obstaja	existuje	obstajati	existovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
letalo	letoun	letalo	letoun	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
letalo	letadlo	letalo	letadlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
letalo	rovina	letalo	rovina	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
letalo	letadlo	letalo	letadlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
letalo	letadlo	letalo	letadlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
letalo	letoun	letalo	letoun	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
deluje	pracuje	delovati	pracovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
deluje	funguje	delovati	fungovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
prostor	vesmír	prostor	vesmír	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prostor	prostor	prostor	prostor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ferrari	ferrari	ferrar	ferrare	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
pravi	říká	praviti	říkat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ustanovljena	založen	ustanovljen	založený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
ustanovljena	založeno	ustanovljen	založený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
ustanovljena	založená	ustanovljen	založený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
ustanovljena	zřízený	ustanovljen	zřízený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
podjetje	firma	podjetje	firma	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
podjetje	společnost	podjetje	společnost	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
družine	rodiny	družina	rodina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
univerze	univerzity	univerza	univerzita	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
skupino	skupinu	skupina	skupina	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
središče	centrum	središče	centrum	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
središče	střed	središče	střed	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
središče	centrum	središče	centrum	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
središče	středisko	središče	středisko	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
središče	střed	središče	střed	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
izraz	pojem	izraz	pojem	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
izraz	výraz	izraz	výraz	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
izraz	termín	izraz	termín	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
izraz	výraz	izraz	výraz	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
izraz	vyjádření	izraz	vyjádření	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
živali	zvířata	žival	zvíře	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
živali	živočichové	žival	živočich	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
moč	síla	moč	síla	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
moč	moc	moč	moc	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
moč	napájení	moč	napájení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
moč	výkon	moč	výkon	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
moč	síla	moč	síla	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
potrebno	nutná	potreben	nutný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
