ve	og	ve	og	CONJ	CONJ
tiyatro	teatret	tiyatro	teater	N;NOM;SG;3	N;DEF;NEUT;SG
tiyatro	teater	tiyatro	teater	N;NOM;SG;3	N;INDF;NEUT;SG
kazandı	vandt	kazan	vinde	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kazandı	vundet	kazan	vinde	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
karar	afgørelse	karar	afgørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karar	beslutning	karar	beslutning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karar	afgørelsen	karar	afgørelse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
tarih	date	tarih	date	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tarih	dato	tarih	dato	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tarih	historik	tarih	historik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tarih	historie	tarih	historie	N;NOM;SG;3	N;INDF;MASC+FEM;SG
temel	grundlæggende	temel	grundlæggende	ADJ	ADJ
temel	grundlæggende	temel	grundlæggende	ADJ	ADJ
ünlü	berømt	ünlü	berømt	ADJ	ADJ;INDF;SG
ünlü	berømte	ünlü	berømt	ADJ	ADJ;PL
ünlü	kendt	ünlü	kendt	ADJ	ADJ;INDF;SG
kalan	resterende	kal	resterende	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
sosyal	socialt	sosyal	socialt	ADJ	ADJ;INDF;NEUT;SG
geldi	ankom	gel	ankomme	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
geldi	ankommet	gel	ankomme	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
böylece	således	böylece	således	ADV	ADV
böylece	dermed	böylece	dermed	ADV	ADV
oy	afstemning	oy	afstemning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oy	stemme	oy	stemme	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oy	afstemningen	oy	afstemning	N;NOM;SG;3	N;DEF;MASC+FEM;SG
oy	afstemning	oy	afstemning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oy	afstemning	oy	afstemning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
geniş	bred	geniş	bred	ADJ	ADJ;INDF;MASC+FEM;SG
geniş	brede	geniş	bred	ADJ	ADJ;PL
geniş	bred	geniş	bred	ADJ	ADJ;INDF;MASC+FEM;SG
geniş	bredt	geniş	bred	ADJ	ADJ;INDF;NEUT;SG
geniş	brede	geniş	bred	ADJ	ADJ;PL
geniş	store	geniş	stor	ADJ	ADJ;PL
geniş	stor	geniş	stor	ADJ	ADJ;INDF;MASC+FEM;SG
geniş	stort	geniş	stor	ADJ	ADJ;INDF;NEUT;SG
geniş	rummelige	geniş	rummelig	ADJ	ADJ;PL
geniş	rummelig	geniş	rummelig	ADJ	ADJ;INDF;MASC+FEM;SG
geniş	rummeligt	geniş	rummelig	ADJ	ADJ;INDF;NEUT;SG
ev	startside	ev	startside	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ev	house	ev	house	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ev	huset	ev	hus	N;NOM;SG;3	N;DEF;NEUT;SG
ev	hus	ev	hus	N;NOM;SG;3	N;INDF;NEUT;SG
hareket	bevægelse	hareket	bevægelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hareket	bevægelighed	hareket	bevægelighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hareket	flytning	hareket	flytning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hareket	bevægelse	hareket	bevægelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bölgesi	region	bölge	region	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bölgesi	område	bölge	område	N;NOM;SG;3	N;INDF;NEUT;SG
bölgesi	territorium	bölge	territorium	N;NOM;SG;3	N;INDF;NEUT;SG
sahibi	ejeren	sahip	ejer	N;NOM;SG;3	N;DEF;MASC+FEM;SG
bilim	naturvidenskab	bilim	naturvidenskab	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bilim	videnskab	bilim	videnskab	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sistemi	systemet	sistem	system	N;ACC;SG;3	N;DEF;NEUT;SG
sistemi	ordning	sistem	ordning	N;ACC;SG;3	N;INDF;MASC+FEM;SG
sistemi	system	sistem	system	N;ACC;SG;3	N;INDF;NEUT;SG
verdi	gav	ver	give	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
yaşayan	leve	yaşa	leve	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN;ACT
hiç	aldrig	hiç	aldrig	ADV	ADV
hiç	nogensinde	hiç	nogensinde	ADV	ADV
ifade	ekspres	ifade	ekspre	N;NOM;SG;3	N;INDF;NEUT;SG
ifade	afsættelse	ifade	afsættelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ifade	deposition	ifade	deposition	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ifade	erklæring	ifade	erklæring	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ifade	redegørelse	ifade	redegørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ifade	vidneudsagn	ifade	vidneudsagn	N;NOM;SG;3	N;INDF;NEUT;SG
ifade	vidnesbyrd	ifade	vidnesbyrd	N;NOM;SG;3	N;INDF;NEUT;SG
ifade	vidneforklaring	ifade	vidneforklaring	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ifade	udtryk	ifade	udtryk	N;NOM;SG;3	N;INDF;NEUT;SG
rapor	betænkning	rapor	betænkning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
rapor	rapport	rapor	rapport	N;NOM;SG;3	N;INDF;MASC+FEM;SG
altı	seks	altı	seks	NUM	NUM
dizi	serie	dizi	serie	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dizi	serien	dizi	serie	N;NOM;SG;3	N;DEF;MASC+FEM;SG
dizi	array	dizi	array	N;NOM;SG;3	N;INDF;NEUT;SG
dizi	sekvens	dizi	sekvens	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dizi	rækkefølge	dizi	rækkefølg	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ayrı	særskilt	ayrı	særskilt	ADJ	ADJ;INDF;SG
şampiyonası	mesterskabet	şampiyon	mesterskab	N;NOM;SG;3	N;DEF;NEUT;SG
şampiyonası	mesterskab	şampiyon	mesterskab	N;NOM;SG;3	N;INDF;NEUT;SG
şampiyonası	championship	şampiyon	championship	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kuvvetleri	styrkerne	kuvvet	styrke	N;ACC;PL;3	N;DEF;MASC+FEM;PL
kuvvetleri	styrker	kuvvet	styrke	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kuvvetleri	kræfter	kuvvet	kraft	N;ACC;PL;3	N;INDF;MASC+FEM;PL
göz	øje	göz	øje	N;NOM;SG;3	N;INDF;NEUT;SG
göz	blik	göz	blik	N;NOM;SG;3	N;INDF;NEUT;SG
göz	øjet	göz	øje	N;NOM;SG;3	N;DEF;NEUT;SG
televizyon	tv	televizyon	tv	N;NOM;SG;3	N;INDF;NEUT;SG
televizyon	fjernsynet	televizyon	fjernsyn	N;NOM;SG;3	N;DEF;NEUT;SG
televizyon	fjernsyn	televizyon	fjernsyn	N;NOM;SG;3	N;INDF;NEUT;SG
galatasaray	galatasaray	galatasarayay	galatasaray	N;NOM;SG;3	N;INDF;MASC+FEM;SG
galatasaray	liverpool	galatasarayay	liverpool	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sezonu	årstid	sezon	årstid	N;ACC;SG;3	N;INDF;MASC+FEM;SG
sezonu	sæsonen	sezon	sæson	N;ACC;SG;3	N;DEF;MASC+FEM;SG
sezonu	sæson	sezon	sæson	N;ACC;SG;3	N;INDF;MASC+FEM;SG
fenerbahçe	fenerbahce	fenerbahç	fenerbahce	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fenerbahçe	fenerbahçe	fenerbahç	fenerbahçe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durum	status	durum	status	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durum	statussen	durum	statusse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
durum	situation	durum	situation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durum	situationen	durum	situation	N;NOM;SG;3	N;DEF;MASC+FEM;SG
durum	tilstand	durum	tilstand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durum	betingelse	durum	betingelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durum	stand	durum	stand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gelenek	tradition	gelenek	tradition	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gelenek	traditionen	gelenek	tradition	N;NOM;SG;3	N;DEF;MASC+FEM;SG
yeri	lokalisering	yer	lokalisering	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yeri	beliggenhed	yer	beliggenhed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yeri	sted	yer	sted	N;ACC;SG;3	N;INDF;NEUT;SG
yeri	placering	yer	placering	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yeri	lokation	yer	lokation	N;ACC;SG;3	N;INDF;MASC+FEM;SG
bunlar	disse	bu	denne	PRO;NOM;PL;3	PRO;PL
yanlış	forkert	yanlış	forkert	ADJ	ADJ;INDF;SG
yanlış	ukorrekt	yanlış	ukorrekt	ADJ	ADJ;INDF;SG
yanlış	forkert	yanlış	forkert	ADJ	ADJ;INDF;SG
yanlış	forkerte	yanlış	forkert	ADJ	ADJ;PL
yanlış	falsk	yanlış	falsk	ADJ	ADJ;INDF;SG
yanlış	falske	yanlış	falsk	ADJ	ADJ;PL
al	tage	al	tage	V;PFV;IMP;SG;2;POS;PRS	V;NFIN;ACT
al	tag	al	tage	V;PFV;IMP;SG;2;POS;PRS	V;IMP
al	få	al	få	V;PFV;IMP;SG;2;POS;PRS	V;NFIN;ACT
ses	lyd	ses	lyd	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	lyden	ses	lyd	N;NOM;SG;3	N;DEF;MASC+FEM;SG
ses	stemme	ses	stemme	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	lyd	ses	lyd	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	audio	ses	audio	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	støj	ses	støj	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	larm	ses	larm	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	rumfang	ses	rumfang	N;NOM;SG;3	N;INDF;NEUT;SG
ses	volumen	ses	volumen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	bind	ses	bind	N;NOM;SG;3	N;INDF;NEUT;SG
ses	lydstyrke	ses	lydstyrke	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ses	mængde	ses	mængde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
milli	nationale	milli	national	ADJ	ADJ;PL
milli	landsdækkende	milli	landsdækkende	ADJ	ADJ
kitap	bogen	kitap	bog	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kitap	bog	kitap	bog	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ödülleri	belønninger	ödül	belønning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ödülleri	tildelinger	ödül	tildeling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ödülleri	præmier	ödül	præmie	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kaldı	blev	kal	blive	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kaldı	forblevet	kal	forbleve	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
kaldı	opholdt	kal	opholde	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kaldı	forblev	kal	forblev	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
bakanı	ministeren	bakan	minister	N;NOM;SG;3	N;DEF;MASC+FEM;SG
bakanı	minister	bakan	minist	N;NOM;SG;3	N;INDF;MASC+FEM;SG
geçti	passeret	geç	passere	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
geçti	bestået	geç	bestå	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
krallık	kongeriget	krallık	kongerig	N;NOM;SG;3	N;DEF;NEUT;SG
krallık	kongerige	krallık	kongerig	N;NOM;SG;3	N;INDF;NEUT;SG
doğdu	fødte	doğ	føde	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
doğdu	født	doğ	føde	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
başkanlığı	formandskabet	başkanlık	formandskab	N;NOM;SG;3	N;DEF;NEUT;SG
başkanlığı	formandskab	başkanlık	formandskab	N;NOM;SG;3	N;INDF;NEUT;SG
başkanlığı	formandskab	başkanlık	formandskab	N;NOM;SG;3	N;INDF;NEUT;SG
bakanlığı	ministeriet	bakanlık	ministerium	N;NOM;SG;3	N;DEF;NEUT;SG
bakanlığı	ministerium	bakanlık	ministerium	N;NOM;SG;3	N;INDF;NEUT;SG
kurulmuştur	fastslået	kur	fastslå	V;PFV;NFH;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kurulmuştur	etableret	kur	etablere	V;PFV;NFH;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
durumu	status	durum	status	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durumu	statussen	durum	statusse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
durumu	tilstand	durum	tilstand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durumu	betingelse	durum	betingelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
durumu	stand	durum	stand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kırmızı	rødt	kırmızı	rød	ADJ	ADJ;INDF;NEUT;SG
kırmızı	røde	kırmızı	rød	ADJ	ADJ;PL
kırmızı	rød	kırmızı	rød	ADJ	ADJ;INDF;MASC+FEM;SG
atatürk	atatürk	atatürk	atatürk	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardım	assistance	yardım	assistance	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardım	bistand	yardım	bistand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardım	hjælp	yardım	hjælp	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oranı	rate	oran	rate	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oranı	sats	oran	sats	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oranı	nøgletal	oran	nøgletal	N;NOM;SG;3	N;INDF;MASC+FEM;SG
oranı	forhold	oran	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
şarkıcı	sanger	şarkıcı	sang	N;NOM;SG;3	N;INDF;MASC+FEM;SG
şarkıcı	singer	şarkıcı	singer	N;NOM;SG;3	N;INDF;MASC+FEM;SG
şarkıcı	sangerinde	şarkıcı	sangerinde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
katıldı	deltaget	kat	deltage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
hafta	ugen	hafta	uge	N;NOM;SG;3	N;DEF;MASC+FEM;SG
hafta	uge	hafta	uge	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ekonomik	økonomiske	ekonomik	økonomisk	ADJ	ADJ;PL
adam	fyr	adam	fyr	N;NOM;SG;3	N;INDF;MASC+FEM;SG
adam	gut	adam	gut	N;NOM;SG;3	N;INDF;MASC+FEM;SG
adam	adam	adam	adam	N;NOM;SG;3	N;INDF;MASC+FEM;SG
adam	mennesket	adam	menneske	N;NOM;SG;3	N;DEF;NEUT;SG
adam	mand	adam	mand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
adam	manden	adam	mand	N;NOM;SG;3	N;DEF;MASC+FEM;SG
yayınları	udgivelser	yayın	udgivelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
yayınları	publikationer	yayın	publikation	N;ACC;PL;3	N;INDF;MASC+FEM;PL
nehri	floden	nehir	flod	N;ACC;SG;3	N;DEF;MASC+FEM;SG
nehri	flod	nehir	flod	N;ACC;SG;3	N;INDF;MASC+FEM;SG
hizmet	serv	hizmet	serv	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hizmet	betjening	hizmet	betjening	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hizmet	forkyndelse	hizmet	forkyndelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hizmet	tjenesteydelse	hizmet	tjenesteydelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hizmet	tjeneste	hizmet	tjen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hizmet	service	hizmet	service	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yolu	sti	yol	sti	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yolu	stien	yol	stie	N;ACC;SG;3	N;DEF;MASC+FEM;SG
girdi	trådte	gir	træde	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
girdi	indtastet	gir	indtaste	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
çalışma	arbejder	çalış	arbejde	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
ilan	reklame	ilan	reklame	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ilan	annoncering	ilan	annoncering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sürekli	kontinuerligt	sürekli	kontinuerligt	ADV	ADV
basketbol	basket	basketbol	baske	N;NOM;SG;3	N;INDF;NEUT;SG
basketbol	basketball	basketbol	basketball	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kullanımı	brug	kullanım	brug	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kullanımı	anvendelse	kullanım	anvendelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
vardı	havde	var	have	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
vardı	haft	var	have	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
belli	visse	belli	vis	ADJ	ADJ;PL
belli	oplagt	belli	oplagt	ADJ	ADJ;INDF;SG
belli	indlysende	belli	indlysende	ADJ	ADJ
hızlı	hurtig	hızlı	hurtig	ADJ	ADJ;INDF;MASC+FEM;SG
hızlı	hurtige	hızlı	hurtig	ADJ	ADJ;PL
hızlı	hurtig	hızlı	hurtig	ADJ	ADJ;INDF;MASC+FEM;SG
hızlı	hurtige	hızlı	hurtig	ADJ	ADJ;PL
oynadı	spillet	oyna	spille	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
oynadı	afspillet	oyna	afspil	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
oynadı	spillede	oyna	spille	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kiralık	lejebolig	kiralık	lejebolig	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kiralık	leje	kiralık	leje	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kiralık	udlejning	kiralık	udlejning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kiralık	leje	kiralık	leje	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kiralık	husleje	kiralık	husleje	N;NOM;SG;3	N;INDF;MASC+FEM;SG
aslında	faktisk	aslında	faktisk	ADV	ADV
zaten	allerede	zaten	allerede	ADV	ADV
madalya	medalje	madalya	medalje	N;NOM;SG;3	N;INDF;MASC+FEM;SG
madalya	medaljen	madalya	medalje	N;NOM;SG;3	N;DEF;MASC+FEM;SG
milletvekili	kongresmedlem	milletvekili	kongresmedlem	N;NOM;SG;3	N;INDF;NEUT;SG
milletvekili	kongresmedlem	milletvekili	kongresmedlem	N;NOM;SG;3	N;INDF;NEUT;SG
hakları	rettigheder	hak	rettighed	N;ACC;PL;3	N;INDF;MASC+FEM;PL
sayfası	side	sayfa	side	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değişiklik	modifikation	değişiklik	modifikation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değişiklik	ændring	değişiklik	ændring	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değişiklik	skift	değişiklik	skift	N;NOM;SG;3	N;INDF;NEUT;SG
değişiklik	ændring	değişiklik	ændring	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değişiklik	forandring	değişiklik	forandring	N;NOM;SG;3	N;INDF;MASC+FEM;SG
beşiktaş	beşiktaş	beşiktaş	beşiktaş	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maddeler	stoffer	madde	stof	N;NOM;PL;3	N;INDF;NEUT;PL
kulübü	klub	kulüb	klub	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kulübü	club	kulüb	club	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kulübü	natklub	kulüb	natklub	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kulübü	kølle	kulüb	kølle	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kulübü	klubben	kulüb	klub	N;NOM;SG;3	N;DEF;MASC+FEM;SG
tanımlar	definitioner	tanım	definition	N;NOM;PL;3	N;INDF;MASC+FEM;PL
fark	meddelelse	fark	meddelelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fark	bekendtgørelse	fark	bekendtgørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fark	realisering	fark	realisering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fark	virkeliggørelse	fark	virkeliggørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fark	erkendelse	fark	erkendelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
fark	forskel	fark	forskel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bölgede	region	bölge	region	N;ESS;SG;3	N;INDF;MASC+FEM;SG
ilçesi	distriktet	ilçe	distrikte	N;NOM;SG;3	N;DEF;NEUT;SG
ilçesi	district	ilçe	district	N;NOM;SG;3	N;INDF;NEUT;SG
ilçesi	distrikt	ilçe	distrikt	N;NOM;SG;3	N;INDF;NEUT;SG
yayınlanan	offentliggøres	yayınla	offentliggøre	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN;PASS
yalnızca	kun	yalnızca	kun	ADV	ADV
güncelleme	opdatere	güncelle	opdater	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
güncelleme	opdaterer	güncelle	opdatere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
baş	hovede	baş	hove	N;NOM;SG;3	N;INDF;NEUT;SG
baş	hovedet	baş	hoved	N;NOM;SG;3	N;DEF;NEUT;SG
baş	hoved	baş	hoved	N;NOM;SG;3	N;INDF;NEUT;SG
düşünüyorum	tænker	düşün	tænke	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;PRS;FIN;ACT
düşünüyorum	overvejer	düşün	overveje	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;PRS;FIN;ACT
düşünüyorum	tænke	düşün	tænke	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN;ACT
yaşam	liv	yaşam	liv	N;NOM;SG;3	N;INDF;NEUT;SG
yaşam	livet	yaşam	liv	N;NOM;SG;3	N;DEF;NEUT;SG
yaşam	livstid	yaşam	livstid	N;NOM;SG;3	N;INDF;MASC+FEM;SG
festivali	festival	festivali	festival	N;ACC;SG;3	N;INDF;MASC+FEM;SG
isim	navneord	isim	navneord	N;NOM;SG;3	N;INDF;NEUT;SG
isim	betegnelse	isim	betegnelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
isim	navn	isim	navn	N;NOM;SG;3	N;INDF;NEUT;SG
gece	godnat	gece	godnat	N;NOM;SG;3	N;INDF;NEUT;SG
gece	natten	gece	nat	N;NOM;SG;3	N;DEF;MASC+FEM;SG
gece	nat	gece	nat	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gece	aften	gece	aften	N;NOM;SG;3	N;DEF;MASC+FEM;SG
emin	tillidsfuld	emin	tillidsfuld	ADJ	ADJ;INDF;MASC+FEM;SG
emin	selvsikker	emin	selvsikker	ADJ	ADJ;INDF;MASC+FEM;SG
bilgiler	oplysninger	bilgi	oplysning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bilgiler	oplysninger	bilgi	oplysning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
site	website	sit	website	N;NOM;SG;3	N;INDF;NEUT;SG
site	hjemmeside	sit	hjemmeside	N;NOM;SG;3	N;INDF;MASC+FEM;SG
site	webside	sit	webside	N;NOM;SG;3	N;INDF;MASC+FEM;SG
site	hjemmesiden	sit	hjemmeside	N;NOM;SG;3	N;DEF;MASC+FEM;SG
site	websted	sit	websted	N;NOM;SG;3	N;INDF;MASC+FEM;SG
site	site	sit	site	N;NOM;SG;3	N;INDF;NEUT;SG
site	skrivebord	sit	skrivebord	N;NOM;SG;3	N;INDF;NEUT;SG
site	computer	sit	compute	N;NOM;SG;3	N;INDF;MASC+FEM;SG
site	desktop	sit	desktop	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınıf	klasseværelset	sınıf	klasseværelse	N;NOM;SG;3	N;DEF;NEUT;SG
sınıf	klasseværelse	sınıf	klasseværelse	N;NOM;SG;3	N;INDF;NEUT;SG
sınıf	klasse	sınıf	klasse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınıf	klassen	sınıf	klasse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
dizisi	sekvens	dizi	sekvens	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dizisi	rækkefølge	dizi	rækkefølg	N;NOM;SG;3	N;INDF;MASC+FEM;SG
seçildi	valgt	seç	vælge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçildi	udvalgt	seç	udvælge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçildi	valgt	seç	vælge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçildi	valgt	seç	vælge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçildi	udvalgt	seç	udvælge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçildi	markeret	seç	markere	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yapılmış	lavet	yap	lave	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
yapılmış	foretaget	yap	foretage	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
oyunları	kampe	oyun	kamp	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kazanan	vinder	kazan	vinde	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
yapıldı	lavet	yap	lave	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yapıldı	foretaget	yap	foretage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yapıldı	udfærdiget	yap	udfærdige	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yapıldı	udført	yap	udføre	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yapıldı	gjort	yap	gøre	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
park	park	park	park	N;NOM;SG;3	N;INDF;MASC+FEM;SG
park	parken	park	park	N;NOM;SG;3	N;DEF;MASC+FEM;SG
