for	pour	for	pour	ADP	ADP
bygget	bâti	bygge	bâtir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
skuespiller	actrice	skuespiller	acteur	N;INDF;MASC+FEM;SG	N;FEM;SG
skuespiller	comédien	skuespiller	comédien	N;INDF;MASC+FEM;SG	N;MASC;SG
skuespiller	acteur	skuespiller	acteur	N;INDF;MASC+FEM;SG	N;MASC;SG
liv	vie	liv	vie	N;INDF;NEUT;SG	N;FEM;SG
dele	pièces	del	pièce	N;INDF;MASC+FEM;PL	N;FEM;PL
dele	parties	del	partie	N;INDF;MASC+FEM;PL	N;FEM;PL
fem	cinq	fem	cinq	NUM	NUM
personer	personnes	person	personne	N;INDF;MASC+FEM;PL	N;FEM;PL
personer	gens	person	gens	N;INDF;MASC+FEM;PL	N;MASC;PL
personer	personnes	person	personne	N;INDF;MASC+FEM;PL	N;FEM;PL
øst	orient	øst	orier	N;INDF	N;MASC;SG
forfatter	rédacteur	forfatter	rédacteur	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	auteur	forfatter	auteur	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	écrivain	forfatter	écrivain	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	scénariste	forfatter	scénariste	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	auteure	forfatter	auteure	N;INDF;MASC+FEM;SG	N;FEM;SG
forfatter	auteur	forfatter	auteur	N;INDF;MASC+FEM;SG	N;MASC;SG
nok	suffisamment	nok	suffisamment	ADV	ADV
nok	assez	nok	assez	ADV	ADV
brugt	utilisé	bruge	utiliser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
brugt	utilisée	bruge	utiliser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
brugt	dépensé	bruge	dépenser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
wikipedia	wikipedia	wikipedia	wikipedia	N;INDF;MASC+FEM;SG	N;FEM;SG
album	album	album	album	N;INDF;NEUT;SG	N;MASC;SG
næsten	presque	næsten	presque	ADV	ADV
næsten	quasi	næsten	quasi	ADV	ADV
næsten	pratiquement	næsten	pratiquement	ADV	ADV
næsten	quasiment	næsten	quasiment	ADV	ADV
næsten	presque	næsten	presque	ADV	ADV
areal	région	areal	région	N;INDF;NEUT;SG	N;FEM;SG
areal	zone	areal	zone	N;INDF;NEUT;SG	N;FEM;SG
areal	domaine	areal	domaine	N;INDF;NEUT;SG	N;MASC;SG
giver	donnant	give	donner	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
giver	fournit	give	fournir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	donner	give	donner	V;IND;PRS;FIN;ACT	V;NFIN
giver	donne	give	donner	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nuværende	actuel	nuværende	actuel	ADJ	ADJ;MASC;SG
nuværende	actuels	nuværende	actuel	ADJ	ADJ;MASC;PL
nuværende	actuelle	nuværende	actuel	ADJ	ADJ;FEM;SG
nuværende	actuel	nuværende	actuel	ADJ	ADJ;MASC;SG
nuværende	présent	nuværende	présent	ADJ	ADJ;MASC;SG
nuværende	présents	nuværende	présent	ADJ	ADJ;MASC;PL
nuværende	présente	nuværende	présent	ADJ	ADJ;FEM;SG
indbyggere	habitants	indbygger	habitant	N;INDF;MASC+FEM;PL	N;MASC;PL
indbyggere	habitants	indbygger	habitant	N;INDF;MASC+FEM;PL	N;MASC;PL
indbyggere	résidents	indbygger	résident	N;INDF;MASC+FEM;PL	N;MASC;PL
indbyggere	populations	indbygger	population	N;INDF;MASC+FEM;PL	N;FEM;PL
mennesker	gens	menneske	gens	N;INDF;NEUT;PL	N;MASC;PL
mennesker	personnes	menneske	personne	N;INDF;NEUT;PL	N;FEM;PL
skrev	écrivit	skrive	écrire	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
skrev	écrit	skrive	écrire	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
imidlertid	toutefois	imidlertid	toutefois	ADV	ADV
imidlertid	cependant	imidlertid	cependant	ADV	ADV
deltog	participé	deltage	participer	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
deltog	participé	deltage	participer	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
datter	fille	datter	fille	N;INDF;MASC+FEM;SG	N;FEM;SG
område	champ	område	champ	N;INDF;NEUT;SG	N;MASC;SG
område	domaine	område	domaine	N;INDF;NEUT;SG	N;MASC;SG
område	territoire	område	territoire	N;INDF;NEUT;SG	N;MASC;SG
område	zone	område	zone	N;INDF;NEUT;SG	N;FEM;SG
område	région	område	région	N;INDF;NEUT;SG	N;FEM;SG
område	zone	område	zone	N;INDF;NEUT;SG	N;FEM;SG
område	domaine	område	domaine	N;INDF;NEUT;SG	N;MASC;SG
året	annee	år	annee	N;DEF;NEUT;SG	N;FEM;SG
året	an	år	an	N;DEF;NEUT;SG	N;MASC;SG
året	année	år	année	N;DEF;NEUT;SG	N;FEM;SG
dens	sa	dens	son	DET;3	DET;FEM;SG
dens	ses	dens	son	DET;3	DET;MASC;PL
dens	son	dens	son	DET;3	DET;MASC;SG
franske	françaises	fransk	français	ADJ;PL	ADJ;FEM;PL
slaget	bataille	slag	bataille	N;DEF;NEUT;SG	N;FEM;SG
slaget	combat	slag	combat	N;DEF;NEUT;SG	N;MASC;SG
måde	façon	måde	façon	N;INDF;MASC+FEM;SG	N;FEM;SG
måde	manière	måde	manière	N;INDF;MASC+FEM;SG	N;FEM;SG
udgave	edition	udgave	edition	N;INDF;MASC+FEM;SG	N;FEM;SG
udgave	édition	udgave	édition	N;INDF;MASC+FEM;SG	N;FEM;SG
udgave	version	udgave	version	N;INDF;MASC+FEM;SG	N;FEM;SG
fransk	francais	fransk	francais	ADJ;INDF;SG	ADJ;MASC;SG
fransk	française	fransk	français	ADJ;INDF;SG	ADJ;FEM;SG
fransk	français	fransk	français	ADJ;INDF;SG	ADJ;MASC;SG
folk	gens	folk	gens	N;INDF;NEUT;PL	N;MASC;PL
folk	personnes	folk	personne	N;INDF;NEUT;PL	N;FEM;PL
far	papa	far	papa	N;INDF;MASC+FEM;SG	N;MASC;SG
far	père	far	père	N;INDF;MASC+FEM;SG	N;MASC;SG
far	papa	far	papa	N;INDF;MASC+FEM;SG	N;MASC;SG
far	pére	far	pére	N;INDF;MASC+FEM;SG	N;MASC;SG
far	pere	far	pere	N;INDF;MASC+FEM;SG	N;MASC;SG
far	père	far	père	N;INDF;MASC+FEM;SG	N;MASC;SG
ses	vu	se	voir	V;NFIN;PASS	V;MASC;SG;PST;V.PTCP
ses	vus	se	voir	V;NFIN;PASS	V;MASC;PL;PST;V.PTCP
liste	liste	liste	liste	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	combat	kamp	combat	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	lutte	kamp	lutte	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	combat	kamp	combat	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	bagarre	kamp	bagarre	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	gibier	kamp	gibier	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	match	kamp	match	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	jeu	kamp	jeu	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	lutte	kamp	lutte	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	bataille	kamp	bataille	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	combat	kamp	combat	N;INDF;MASC+FEM;SG	N;MASC;SG
eksempel	exemple	eksempel	exemple	N;INDF;NEUT;SG	N;MASC;SG
langt	loin	langt	loin	ADV	ADV
tiden	temps	tid	temps	N;DEF;MASC+FEM;SG	N;MASC;SG
tiden	heure	tid	heure	N;DEF;MASC+FEM;SG	N;FEM;SG
fil	dossier	fil	dossier	N;INDF;MASC+FEM;SG	N;MASC;SG
fil	fichier	fil	fichier	N;INDF;MASC+FEM;SG	N;MASC;SG
musik	musique	musik	musique	N;INDF;MASC+FEM;SG	N;FEM;SG
fandt	trouvée	finde	trouver	V;IND;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
fandt	trouvé	finde	trouver	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fandt	trouvées	finde	trouver	V;IND;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
fandt	retrouvé	finde	retrouver	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fandt	trouvés	finde	trouver	V;IND;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
krigen	guerre	krig	guerre	N;DEF;MASC+FEM;SG	N;FEM;SG
krigen	war	krig	war	N;DEF;MASC+FEM;SG	N;SG
solid	solide	solid	solide	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
station	station	station	station	N;INDF;MASC+FEM;SG	N;FEM;SG
station	gare	station	gare	N;INDF;MASC+FEM;SG	N;FEM;SG
små	petits	lille	petit	ADJ;PL	ADJ;MASC;PL
små	petites	lille	petit	ADJ;PL	ADJ;FEM;PL
universitet	université	universitet	université	N;INDF;NEUT;SG	N;FEM;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;MASC;SG
egen	propre	egen	propre	ADJ;MASC+FEM;SG	ADJ;MASC;SG
dage	jours	dag	jour	N;INDF;MASC+FEM;PL	N;MASC;PL
dage	journées	dag	journée	N;INDF;MASC+FEM;PL	N;FEM;PL
bind	volume	bind	volume	N;INDF;NEUT;SG	N;MASC;SG
division	division	division	division	N;INDF;MASC+FEM;SG	N;FEM;SG
division	circonscription	division	circonscription	N;INDF;MASC+FEM;SG	N;FEM;SG
kaldet	appelée	kalde	appeler	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
kaldet	appelé	kalde	appeler	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ret	droite	ret	droite	N;INDF;MASC+FEM;SG	N;FEM;SG
ret	droit	ret	droit	N;INDF;MASC+FEM;SG	N;MASC;SG
aldrig	jamais	aldrig	jamais	ADV	ADV
valgt	choisi	vælge	choisir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
valgt	choisie	vælge	choisir	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
valgt	élue	vælge	élire	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
valgt	élu	vælge	élire	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
valgt	sélectionnée	vælge	sélectionner	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
valgt	sélectionné	vælge	sélectionner	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
via	via	via	via	ADP	ADP
britiske	britanniques	britisk	britannique	ADJ;PL	ADJ;MASC;PL
amt	comté	amt	comté	N;INDF;NEUT;SG	N;MASC;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	N;MASC;SG
serien	série	serie	série	N;DEF;MASC+FEM;SG	N;FEM;SG
data	données	data	donnée	N;INDF;NEUT;PL	N;FEM;PL
konge	roi	konge	roi	N;INDF;MASC+FEM;SG	N;MASC;SG
finde	trouver	finde	trouver	V;NFIN;ACT	V;NFIN
finde	trouver	finde	trouver	V;NFIN;ACT	V;NFIN
finde	trouvez	finde	trouver	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
periode	période	periode	période	N;INDF;MASC+FEM;SG	N;FEM;SG
hende	her	hun	her	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
antal	nombre	antal	nombre	N;INDF;NEUT;SG	N;MASC;SG
antal	numéro	antal	numéro	N;INDF;NEUT;SG	N;MASC;SG
taget	pris	tage	prendre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
taget	prise	tage	prendre	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
instrueret	dirigé	instruere	diriger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
instrueret	réalisé	instruere	réaliser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
instrueret	orienté	instruere	orienter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
international	international	international	international	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
international	internationale	international	international	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
formand	présidente	formand	président	N;INDF;MASC+FEM;SG	N;FEM;SG
formand	président	formand	président	N;INDF;MASC+FEM;SG	N;MASC;SG
formand	président	formand	président	N;INDF;MASC+FEM;SG	N;MASC;SG
internationale	internationaux	international	international	ADJ;PL	ADJ;MASC;PL
stadion	stade	stadion	stade	N;INDF;NEUT;SG	N;MASC;SG
position	position	position	position	N;INDF;MASC+FEM;SG	N;FEM;SG
tredje	troisieme	tredje	troisieme	ADJ	ADJ;MASC;SG
tredje	troisième	tredje	troisième	ADJ	ADJ;MASC;SG
områder	régions	område	région	N;INDF;NEUT;PL	N;FEM;PL
områder	domaines	område	domaine	N;INDF;NEUT;PL	N;MASC;PL
områder	zones	område	zone	N;INDF;NEUT;PL	N;FEM;PL
hjælp	aide	hjælp	aide	N;INDF;MASC+FEM;SG	N;FEM;SG
angreb	attaque	angreb	attaque	N;INDF;NEUT;SG	N;FEM;SG
angreb	attentat	angreb	attentat	N;INDF;NEUT;SG	N;MASC;SG
angreb	agression	angreb	agression	N;INDF;NEUT;SG	N;FEM;SG
angreb	assaut	angreb	assaut	N;INDF;NEUT;SG	N;MASC;SG
betyder	signifie	betyde	signifier	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
betydning	importance	betydning	importance	N;INDF;MASC+FEM;SG	N;FEM;SG
betydning	signification	betydning	signification	N;INDF;MASC+FEM;SG	N;FEM;SG
betydning	sens	betydning	sens	N;INDF;MASC+FEM;SG	N;MASC;SG
betydning	signification	betydning	signification	N;INDF;MASC+FEM;SG	N;FEM;SG
betydning	importance	betydning	importance	N;INDF;MASC+FEM;SG	N;FEM;SG
rolle	rôle	rolle	rôle	N;INDF;MASC+FEM;SG	N;MASC;SG
begyndelsen	commencement	begyndelse	commencement	N;DEF;MASC+FEM;SG	N;MASC;SG
begyndelsen	début	begyndelse	début	N;DEF;MASC+FEM;SG	N;MASC;SG
leder	directeur	leder	directeur	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	manager	leder	manager	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	directrice	leder	directrice	N;INDF;MASC+FEM;SG	N;FEM;SG
leder	gérant	leder	gérant	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	meneur	leder	meneur	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	leader	leder	leader	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	rédaction	leder	rédaction	N;INDF;MASC+FEM;SG	N;FEM;SG
tage	prend	tage	prendre	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
tage	prendre	tage	prendre	V;NFIN;ACT	V;NFIN
tage	prenez	tage	prendre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
tage	prends	tage	prendre	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
perioden	période	periode	période	N;DEF;MASC+FEM;SG	N;FEM;SG
rapport	reportage	rapport	reportage	N;INDF;MASC+FEM;SG	N;MASC;SG
rapport	rapport	rapport	rapport	N;INDF;MASC+FEM;SG	N;MASC;SG
albummet	album	album	album	N;DEF;NEUT;SG	N;MASC;SG
moderne	moderne	moderne	moderne	ADJ	ADJ;MASC;SG
moderne	modernes	moderne	moderne	ADJ	ADJ;MASC;PL
moderne	contemporains	moderne	contemporain	ADJ	ADJ;MASC;PL
moderne	contemporain	moderne	contemporain	ADJ	ADJ;MASC;SG
moderne	contemporaine	moderne	contemporain	ADJ	ADJ;FEM;SG
karriere	carrière	karriere	carrière	N;INDF;MASC+FEM;SG	N;FEM;SG
karriere	carrière	karriere	carrière	N;INDF;MASC+FEM;SG	N;FEM;SG
højde	altitude	højde	altitude	N;INDF;MASC+FEM;SG	N;FEM;SG
højde	taille	højde	taille	N;INDF;MASC+FEM;SG	N;FEM;SG
højde	hauteur	højde	hauteur	N;INDF;MASC+FEM;SG	N;FEM;SG
seks	six	seks	six	NUM	NUM
viser	montrant	vise	montrer	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
viser	affichant	vise	afficher	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
direkte	directement	direkte	directement	ADV	ADV
direkte	directement	direkte	directement	ADV	ADV
give	fournir	give	fournir	V;NFIN;ACT	V;NFIN
give	fournissent	give	fournir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
give	donner	give	donner	V;NFIN;ACT	V;NFIN
give	donne	give	donner	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
give	donnez	give	donner	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
præsident	présidente	præsident	président	N;INDF;MASC+FEM;SG	N;FEM;SG
præsident	président	præsident	président	N;INDF;MASC+FEM;SG	N;MASC;SG
millioner	millions	million	million	N;INDF;MASC+FEM;PL	N;MASC;PL
millioner	millions	million	million	N;INDF;MASC+FEM;PL	N;MASC;PL
familie	famille	familie	famille	N;INDF;MASC+FEM;SG	N;FEM;SG
nåede	atteints	nå	atteindre	V;IND;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
nåede	atteint	nå	atteindre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ser	regardant	se	regarder	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
ser	regardant	se	regarder	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
ser	regarder	se	regarder	V;IND;PRS;FIN;ACT	V;NFIN
steder	localisations	sted	localisation	N;INDF;NEUT;PL	N;FEM;PL
steder	lieux	sted	lieu	N;INDF;NEUT;PL	N;MASC;PL
steder	endroits	sted	endroit	N;INDF;NEUT;PL	N;MASC;PL
steder	lieux	sted	lieu	N;INDF;NEUT;PL	N;MASC;PL
gruppen	groupe	gruppe	groupe	N;DEF;MASC+FEM;SG	N;MASC;SG
krig	guerre	krig	guerre	N;INDF;MASC+FEM;SG	N;FEM;SG
krig	war	krig	war	N;INDF;MASC+FEM;SG	N;SG
bare	simplement	bare	simplement	ADV	ADV
bare	juste	bare	juste	ADV	ADV
resultat	aboutissement	resultat	aboutissement	N;INDF;NEUT;SG	N;MASC;SG
resultat	résultat	resultat	résultat	N;INDF;NEUT;SG	N;MASC;SG
bedre	meilleures	god	meilleur	ADJ;CMPR	ADJ;FEM;PL
bedre	meilleure	god	meilleur	ADJ;CMPR	ADJ;FEM;SG
bedre	meilleurs	god	meilleur	ADJ;CMPR	ADJ;MASC;PL
bedre	meilleur	god	meilleur	ADJ;CMPR	ADJ;MASC;SG
museum	musée	museum	musée	N;INDF;NEUT;SG	N;MASC;SG
tale	discours	tale	discours	N;INDF;MASC+FEM;SG	N;MASC;SG
tale	allocution	tale	allocution	N;INDF;MASC+FEM;SG	N;FEM;SG
oprettet	créée	oprette	créer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
oprettet	créé	oprette	créer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
oprettet	crée	oprette	créer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
byer	bourgs	by	bourg	N;INDF;MASC+FEM;PL	N;MASC;PL
byer	villes	by	ville	N;INDF;MASC+FEM;PL	N;FEM;PL
øen	île	ø	île	N;DEF;MASC+FEM;SG	N;FEM;SG
par	pair	par	pair	N;INDF;NEUT;SG	N;MASC;SG
par	paire	par	paire	N;INDF;NEUT;SG	N;FEM;SG
par	couple	par	couple	N;INDF;NEUT;SG	N;MASC;SG
muligt	possible	mulig	possible	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
flag	pavillon	flag	pavillon	N;INDF;NEUT;SG	N;MASC;SG
flag	flag	flag	flag	N;INDF;NEUT;SG	N;MASC;SG
flag	drapeau	flag	drapeau	N;INDF;NEUT;SG	N;MASC;SG
bog	livre	bog	livre	N;INDF;MASC+FEM;SG	N;MASC;SG
samlet	assemblé	samle	assembler	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sæson	saison	sæson	saison	N;INDF;MASC+FEM;SG	N;FEM;SG
mænd	mâles	mand	mâle	N;INDF;MASC+FEM;PL	N;MASC;PL
mænd	hommes	mand	homme	N;INDF;MASC+FEM;PL	N;MASC;PL
mænd	hommes	mand	homme	N;INDF;MASC+FEM;PL	N;MASC;PL
venstre	gauche	venstre	gauche	ADJ	ADJ;MASC;SG
tidspunkt	temps	tidspunkt	temps	N;INDF;NEUT;SG	N;MASC;SG
tidspunkt	heure	tidspunkt	heure	N;INDF;NEUT;SG	N;FEM;SG
cup	gobelet	cup	gobelet	N;INDF;MASC+FEM;SG	N;MASC;SG
cup	tasse	cup	tasse	N;INDF;MASC+FEM;SG	N;FEM;SG
cup	coupe	cup	coupe	N;INDF;MASC+FEM;SG	N;FEM;SG
professor	professeur	professor	professeur	N;INDF;MASC+FEM;SG	N;MASC;SG
professor	professeure	professor	professeur	N;INDF;MASC+FEM;SG	N;FEM;SG
skole	ecole	skole	ecole	N;INDF;MASC+FEM;SG	N;FEM;SG
skole	école	skole	école	N;INDF;MASC+FEM;SG	N;FEM;SG
fodboldspiller	footballeur	fodboldspiller	footballeur	N;INDF;MASC+FEM;SG	N;MASC;SG
opført	listé	opføre	listé	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
familien	famille	familie	famille	N;DEF;MASC+FEM;SG	N;FEM;SG
karl	karl	karl	karl	N;INDF;MASC+FEM;SG	N;MASC;SG
grad	diplôme	grad	diplôme	N;INDF;MASC+FEM;SG	N;MASC;SG
grad	degré	grad	degré	N;INDF;MASC+FEM;SG	N;MASC;SG
baseret	basée	basere	baser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
baseret	basé	basere	baser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
nær	proche	nær	proche	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
bandet	groupe	band	groupe	N;DEF;NEUT;SG	N;MASC;SG
bandet	orchestre	band	orchestre	N;DEF;NEUT;SG	N;MASC;SG
bandet	bande	band	bande	N;DEF;NEUT;SG	N;FEM;SG
hurtigt	rapidement	hurtigt	rapidement	ADV	ADV
hurtigt	vite	hurtigt	vite	ADV	ADV
hurtigt	rapidement	hurtigt	rapidement	ADV	ADV
hurtigt	vite	hurtigt	vite	ADV	ADV
hurtigt	rapidement	hurtigt	rapidement	ADV	ADV
hurtigt	vite	hurtigt	vite	ADV	ADV
fundet	trouvée	finde	trouver	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
fundet	trouvé	finde	trouver	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
fundet	retrouvé	finde	retrouver	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
kommunen	municipalité	kommune	municipalité	N;DEF;MASC+FEM;SG	N;FEM;SG
høj	haut	høj	haut	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
høj	haute	høj	haut	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
høj	élevé	høj	élevé	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hær	armée	hær	armée	N;INDF;MASC+FEM;SG	N;FEM;SG
svenske	suédoises	svensk	suédois	ADJ;PL	ADJ;FEM;PL
bruger	utiliser	bruge	utiliser	V;IND;PRS;FIN;ACT	V;NFIN
bruger	utilisant	bruge	utiliser	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	N;MASC;SG
sang	chant	sang	chant	N;INDF;MASC+FEM;SG	N;MASC;SG
sang	chant	sang	chant	N;INDF;MASC+FEM;SG	N;MASC;SG
sang	chanson	sang	chanson	N;INDF;MASC+FEM;SG	N;FEM;SG
floden	fleuve	flod	fleuve	N;DEF;MASC+FEM;SG	N;MASC;SG
floden	rivière	flod	rivière	N;DEF;MASC+FEM;SG	N;FEM;SG
hvordan	comment	hvordan	comment	ADV	ADV
oprindeligt	initialement	oprindeligt	initialement	ADV	ADV
oprindeligt	initialement	oprindeligt	initialement	ADV	ADV
kategori	catégorie	kategori	catégorie	N;INDF;MASC+FEM;SG	N;FEM;SG
altid	toujours	altid	toujours	ADV	ADV
vej	façon	vej	façon	N;INDF;MASC+FEM;SG	N;FEM;SG
vej	manière	vej	manière	N;INDF;MASC+FEM;SG	N;FEM;SG
vej	routier	vej	routier	N;INDF;MASC+FEM;SG	N;MASC;SG
vej	route	vej	route	N;INDF;MASC+FEM;SG	N;FEM;SG
vej	chemin	vej	chemin	N;INDF;MASC+FEM;SG	N;MASC;SG
unge	jeunes	ung	jeune	ADJ;PL	ADJ;MASC;PL
unge	jeunes	ung	jeune	ADJ;PL	ADJ;MASC;PL
god	bonne	god	bon	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
god	bon	god	bon	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
kirken	église	kirk	église	N;DEF;MASC+FEM;SG	N;FEM;SG
kirken	eglise	kirk	eglise	N;DEF;MASC+FEM;SG	N;FEM;SG
synes	semble	synes	sembler	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
synes	pense	synes	penser	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
synes	penser	synes	penser	V;IND;PRS;FIN;ACT	V;NFIN
synes	réfléchir	synes	réfléchir	V;IND;PRS;FIN;ACT	V;NFIN
university	université	university	université	N;INDF;MASC+FEM;SG	N;FEM;SG
tal	chiffres	tal	chiffre	N;INDF;NEUT;PL	N;MASC;PL
tal	numéros	tal	numéro	N;INDF;NEUT;PL	N;MASC;PL
tal	chiffres	tal	chiffre	N;INDF;NEUT;PL	N;MASC;PL
tal	nombres	tal	nombre	N;INDF;NEUT;PL	N;MASC;PL
league	league	league	league	N;INDF;MASC+FEM;SG	N;MASC;SG
league	ligue	league	ligue	N;INDF;MASC+FEM;SG	N;FEM;SG
gammel	ancienne	gammel	ancien	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
gammel	ancien	gammel	ancien	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
gammel	vieux	gammel	vieux	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
gammel	vieille	gammel	vieux	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
tilfælde	cas	tilfælde	cas	N;INDF;NEUT;SG	N;MASC;SG
ord	mots	ord	mot	N;INDF;NEUT;PL	N;MASC;PL
lange	longues	lang	long	ADJ;PL	ADJ;FEM;PL
lange	longs	lang	long	ADJ;PL	ADJ;MASC;PL
holdt	tenu	holde	tenir	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
holdt	gardé	holde	garder	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
politiker	politicien	politiker	politicien	N;INDF;MASC+FEM;SG	N;MASC;SG
kvinder	femmes	kvinde	femme	N;INDF;MASC+FEM;PL	N;FEM;PL
kvinder	femelles	kvinde	femelle	N;INDF;MASC+FEM;PL	N;FEM;PL
kvinder	femmes	kvinde	femme	N;INDF;MASC+FEM;PL	N;FEM;PL
top	top	top	top	N;INDF;MASC+FEM;SG	N;MASC;SG
ældre	âgées	gammel	âgé	ADJ;CMPR	ADJ;FEM;PL
ældre	âgées	gammel	âgé	ADJ;CMPR	ADJ;FEM;PL
