wat	que	wat	que	PRO	PRO;MASC;SG
speel	joga	speel	jogar	V;PRS	V;IND;SG;3;PRS;FIN
speel	jogue	speel	joguar	V;PRS	V;SBJV;SG;3;PRS;FIN
speel	reproduzir	speel	reproduzir	V;PRS	V;NFIN
speel	jogar	speel	jogar	V;PRS	V;NFIN
speel	tocando	speel	tocar	V;PRS	V;V.MSDR
speel	jogando	speel	jogar	V;PRS	V;V.MSDR
speel	brincando	speel	brincar	V;PRS	V;V.MSDR
wel	bem	wel	bem	ADV	ADV
bou	construir	bou	construir	V;PRS	V;NFIN
bou	construa	bou	construo	V;PRS	V;SBJV;SG;3;PRS;FIN
bou	constrói	bou	construir	V;PRS	V;IND;SG;3;PRS;FIN
gelei	liderado	lei	liderar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gelei	liderou	lei	liderar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
stigting	fundação	stigting	fundação	N;SG	N;FEM;SG
stigting	formação	stigting	formação	N;SG	N;FEM;SG
gegee	dada	gee	dar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gegee	dado	gee	dar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gegee	dadas	gee	dar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
beskryf	descrever	beskryf	descrever	V;PRS	V;NFIN
beskryf	descreve	beskryf	descrever	V;PRS	V;IND;SG;3;PRS;FIN
beskryf	descreva	beskryf	descrever	V;PRS	V;SBJV;SG;3;PRS;FIN
streek	região	streek	região	N;SG	N;FEM;SG
streek	regional	streek	regional	N;SG	N;MASC;SG
rivier	rio	rivier	rio	N;SG	N;MASC;SG
ses	seis	ses	seis	NUM	NUM
grond	solo	grond	solo	N;SG	N;MASC;SG
grond	land	grond	land	N;SG	N;MASC;SG
grond	terra	grond	terra	N;SG	N;FEM;SG
grond	ground	grond	ground	N;SG	N;MASC;SG
grond	terreno	grond	terreno	N;SG	N;MASC;SG
spesies	espécies	spesie	espécie	N;PL	N;FEM;PL
beroep	profissão	beroep	profissão	N;SG	N;FEM;SG
verklaar	declaradas	verklaar	declarar	V;PRS	V;FEM;PL;V.PTCP
verklaar	declarada	verklaar	declarar	V;PRS	V;FEM;SG;V.PTCP
verklaar	declarado	verklaar	declarar	V;PRS	V;MASC;SG;V.PTCP
verklaar	declarados	verklaar	declarar	V;PRS	V;MASC;PL;V.PTCP
gedoen	feito	doen	fazer	V;PST;V.PTCP	V;MASC;SG;V.PTCP
lede	sócios	lid	sócio	N;PL	N;MASC;PL
lede	membros	lid	membro	N;PL	N;MASC;PL
historiese	histórico	histories	histórico	ADJ;NOM	ADJ;MASC;SG
historiese	históricas	histories	histórico	ADJ;NOM	ADJ;FEM;PL
historiese	histórica	histories	histórico	ADJ;NOM	ADJ;FEM;SG
historiese	históricos	histories	histórico	ADJ;NOM	ADJ;MASC;PL
historiese	históricas	histories	histórico	ADJ;NOM	ADJ;FEM;PL
historiese	histórico	histories	histórico	ADJ;NOM	ADJ;MASC;SG
historiese	histórica	histories	histórico	ADJ;NOM	ADJ;FEM;SG
historiese	históricos	histories	histórico	ADJ;NOM	ADJ;MASC;PL
minister	ministro	minister	ministro	N;SG	N;MASC;SG
minister	ministra	minister	ministra	N;SG	N;FEM;SG
span	team	span	team	N;SG	N;MASC;SG
span	equipa	span	equipa	N;SG	N;FEM;SG
span	time	span	time	N;SG	N;MASC;SG
span	equipe	span	equipe	N;SG	N;FEM;SG
ontwikkeling	desenvolvimento	ontwikkeling	desenvolvimento	N;SG	N;MASC;SG
ontwikkeling	evolução	ontwikkeling	evolução	N;SG	N;FEM;SG
dele	peças	deel	peça	N;PL	N;FEM;PL
dele	partes	deel	parte	N;PL	N;FEM;PL
distrik	distrito	distrik	distrito	N;SG	N;MASC;SG
gewen	venceu	wen	vencer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gewen	ganhou	wen	ganhar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gewen	ganhado	wen	ganhar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
god	deus	god	deu	N;SG	N;MASC;SG
pad	rodoviário	pad	rodoviário	N;SG	N;MASC;SG
pad	estrada	pad	estrada	N;SG	N;FEM;SG
pad	road	pad	road	N;SG	N;MASC;SG
inligting	informação	inligting	informação	N;SG	N;FEM;SG
veroorsaak	causado	veroorsaak	causar	V;PRS	V;MASC;SG;V.PTCP
veroorsaak	causados	veroorsaak	causar	V;PRS	V;MASC;PL;V.PTCP
veroorsaak	causada	veroorsaak	causar	V;PRS	V;FEM;SG;V.PTCP
veroorsaak	causando	veroorsaak	causar	V;PRS	V;V.MSDR
veroorsaak	causar	veroorsaak	causar	V;PRS	V;NFIN
veroorsaak	provocando	veroorsaak	provocar	V;PRS	V;V.MSDR
veroorsaak	cause	veroorsaak	cause	V;PRS	V;SBJV;SG;3;PRS;FIN
ontdek	descubra	ontdek	descubrar	V;PRS	V;SBJV;SG;3;PRS;FIN
ontdek	descobre	ontdek	descobrir	V;PRS	V;IND;SG;3;PRS;FIN
ontdek	descobrir	ontdek	descobrir	V;PRS	V;NFIN
ontdek	descubram	ontdek	descubrar	V;PRS	V;SBJV;PL;3;PRS;FIN
oorspronklike	original	oorspronklik	original	ADJ;NOM	ADJ;MASC;SG
boek	livro	boek	livro	N;SG	N;MASC;SG
artikels	artigos	artikel	artigo	N;PL	N;MASC;PL
artikels	secções	artikel	secção	N;PL	N;FEM;PL
artikels	seções	artikel	seção	N;PL	N;FEM;PL
opgerig	erguido	opgerig	erguido	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opgerig	construída	opgerig	construir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
opgerig	construídos	opgerig	construir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
opgerig	construído	opgerig	construir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aanvanklik	inicialmente	aanvanklik	inicialmente	ADV	ADV
kalender	calendário	kalender	calendário	N;SG	N;MASC;SG
wet	lei	wet	lei	N;SG	N;FEM;SG
wet	direito	wet	direito	N;SG	N;MASC;SG
wet	law	wet	law	N;SG	N;MASC;SG
wet	ato	wet	ato	N;SG	N;MASC;SG
wet	acto	wet	acto	N;SG	N;MASC;SG
wet	act	wet	act	N;SG	N;MASC;SG
predikant	clero	predikant	clero	N;SG	N;MASC;SG
gevind	encontrada	vind	encontrar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gevind	encontrados	vind	encontrar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gevind	encontraram	vind	encontrar	V;PST;V.PTCP	V;IND;PL;3;FIN
gevind	encontrado	vind	encontrar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
verkies	favorecer	verkies	favorecer	V;PRS	V;NFIN
omgewing	ambiente	omgewing	ambiente	N;SG	N;MASC;SG
omgewing	area	omgewing	area	N;SG	N;FEM;SG
omgewing	área	omgewing	área	N;SG	N;FEM;SG
lid	membro	lid	membro	N;SG	N;MASC;SG
grens	borda	grens	borda	N;SG	N;FEM;SG
grens	fronteira	grens	fronteira	N;SG	N;FEM;SG
grens	contorno	grens	contorno	N;SG	N;MASC;SG
skeidsregter	árbitro	skeidsregter	árbitro	N;SG	N;MASC;SG
sekere	certas	seker	certo	PRO	PRO;FEM;PL
data	data	data	data	N;SG	N;FEM;SG
invloed	influencia	invloed	influencia	V;PRS	V;IND;SG;3;PRS;FIN
invloed	influenciar	invloed	influenciar	V;PRS	V;NFIN
ouderdom	idade	ouderdom	idade	N;SG	N;FEM;SG
diens	serviço	diens	serviço	N;SG	N;MASC;SG
noordelike	setentrional	noordelik	setentrional	ADJ;NOM	ADJ;MASC;SG
vind	encontrar	vind	encontrar	V;PRS	V;NFIN
vind	encontre	vind	encontre	V;PRS	V;SBJV;SG;3;PRS;FIN
vind	encontra	vind	encontrar	V;PRS	V;IND;SG;3;PRS;FIN
woorde	palavras	woord	palavra	N;PL	N;FEM;PL
verkiesing	eleição	verkiesing	eleição	N;SG	N;FEM;SG
verbind	ligada	verbind	ligar	V;PRS	V;FEM;SG;V.PTCP
verbind	conectados	verbind	conectar	V;PRS	V;MASC;PL;V.PTCP
verbind	ligado	verbind	ligar	V;PRS	V;MASC;SG;V.PTCP
verbind	ligados	verbind	ligar	V;PRS	V;MASC;PL;V.PTCP
verbind	conectado	verbind	conectar	V;PRS	V;MASC;SG;V.PTCP
verbind	conecte	verbind	conecte	V;PRS	V;SBJV;SG;3;PRS;FIN
verbind	ligar	verbind	ligar	V;PRS	V;NFIN
verbind	conectar	verbind	conectar	V;PRS	V;NFIN
geval	case	geval	case	N;SG	N;MASC;SG
geval	caso	geval	caso	N;SG	N;MASC;SG
unie	union	unie	union	N;SG	N;MASC;SG
unie	união	unie	união	N;SG	N;FEM;SG
griekse	grega	grieks	grego	N;SG	N;FEM;SG
griekse	grécia	grieks	grécia	N;SG	N;FEM;SG
griekse	grego	grieks	grego	N;SG	N;MASC;SG
werke	trabalhos	werk	trabalho	N;PL	N;MASC;PL
werke	empregos	werk	emprego	N;PL	N;MASC;PL
sterre	faíscas	sterr	faísca	N;PL	N;FEM;PL
sterre	barras	sterr	barra	N;PL	N;FEM;PL
sterre	bares	sterr	bar	N;PL	N;MASC;PL
sterre	estrelas	sterr	estrela	N;PL	N;FEM;PL
slag	battle	slag	battle	N;SG	N;MASC;SG
slag	batalha	slag	batalha	N;SG	N;FEM;SG
deelstaat	state	deelstaat	state	N;SG	N;MASC;SG
deelstaat	estado	deelstaat	estado	N;SG	N;MASC;SG
oseaan	oceano	oseaan	oceano	N;SG	N;MASC;SG
help	ajude	help	ajude	V;PRS	V;SBJV;SG;3;PRS;FIN
help	ajudar	help	ajudar	V;PRS	V;NFIN
museum	museu	museum	museu	N;SG	N;MASC;SG
gregoriaanse	gregoriano	gregoriaans	gregoriano	N;SG	N;MASC;SG
probeer	tenta	probeer	tentar	V;PRS	V;IND;SG;3;PRS;FIN
probeer	tente	probeer	tentar	V;PRS	V;SBJV;SG;3;PRS;FIN
probeer	tentar	probeer	tentar	V;PRS	V;NFIN
probeer	experimente	probeer	experimentar	V;PRS	V;SBJV;SG;3;PRS;FIN
probeer	experimenta	probeer	experimentar	V;PRS	V;IND;SG;3;PRS;FIN
bome	árvores	bome	árvore	N;PL	N;FEM;PL
bome	arvores	bome	arvor	N;PL	N;FEM;PL
gemeentes	freguesias	gemeente	freguesia	N;PL	N;FEM;PL
gemeentes	paróquias	gemeente	paróquia	N;PL	N;FEM;PL
kilometer	quilómetro	kilometer	quilómetro	N;SG	N;MASC;SG
stelsel	system	stelsel	syetir	N;SG	N;MASC;SG
stelsel	sistema	stelsel	sistema	N;SG	N;MASC;SG
raad	assessoria	raad	assessoria	N;SG	N;FEM;SG
raad	conselho	raad	conselho	N;SG	N;MASC;SG
raad	aconselhamento	raad	aconselhamento	N;SG	N;MASC;SG
raad	concílio	raad	concílio	N;SG	N;MASC;SG
raad	conselho	raad	conselho	N;SG	N;MASC;SG
dorpe	vilas	dorpe	vila	N;PL	N;FEM;PL
stede	cidades	stede	cidade	N;PL	N;FEM;PL
klub	club	klub	club	N;SG	N;MASC;SG
klub	clube	klub	clube	N;SG	N;MASC;SG
vader	pai	vader	pai	N;SG	N;MASC;SG
vader	padre	vader	padre	N;SG	N;MASC;SG
ster	estrela	ster	estrela	N;SG	N;FEM;SG
ster	star	ster	star	N;SG	N;MASC;SG
almal	tudo	almal	tudo	PRO	PRO;MASC;SG
vanuit	de	vanuit	de	ADP	ADP
skakel	chamada	skakel	chamar	V;PRS	V;FEM;SG;V.PTCP
skakel	ligar	skakel	ligar	V;PRS	V;NFIN
skakel	ligue	skakel	ligar	V;PRS	V;SBJV;SG;3;PRS;FIN
skakel	chama	skakel	chamar	V;PRS	V;IND;SG;3;PRS;FIN
genus	género	genus	género	N;SG	N;MASC;SG
genus	gênero	genus	gênero	N;SG	N;MASC;SG
weke	semanas	week	semana	N;PL	N;FEM;PL
generaal	geral	generaal	geral	N;SG	N;MASC;SG
generaal	general	generaal	general	N;SG	N;MASC;SG
vergadering	encontro	vergadering	encontro	N;SG	N;MASC;SG
vergadering	reunião	vergadering	reunião	N;SG	N;FEM;SG
orde	ordem	orde	ordem	N;SG	N;FEM;SG
orde	encomenda	orde	encomenda	N;SG	N;FEM;SG
loop	passear	loop	passear	V;PRS	V;NFIN
loop	andar	loop	andar	V;PRS	V;NFIN
loop	caminhar	loop	caminhar	V;PRS	V;NFIN
nooit	nunca	nooit	nunca	ADV	ADV
antieke	antigo	antiek	antigo	ADJ;NOM	ADJ;MASC;SG
antieke	antigos	antiek	antigo	ADJ;NOM	ADJ;MASC;PL
uitgawe	edição	uitgawe	edição	N;SG	N;FEM;SG
verkry	adquirida	verkry	adquirir	V;PRS	V;FEM;SG;V.PTCP
verkry	adquiridos	verkry	adquirir	V;PRS	V;MASC;PL;V.PTCP
verkry	adquiridas	verkry	adquirir	V;PRS	V;FEM;PL;V.PTCP
verkry	adquirido	verkry	adquirir	V;PRS	V;MASC;SG;V.PTCP
verkry	adquira	verkry	adquir	V;PRS	V;SBJV;SG;3;PRS;FIN
verkry	adquirir	verkry	adquirir	V;PRS	V;NFIN
verkry	adquire	verkry	adquirir	V;PRS	V;IND;SG;3;PRS;FIN
verkoop	vender	verkoop	vender	V;PRS	V;NFIN
verkoop	vendo	verkoop	ver	V;PRS	V;V.MSDR
verkoop	vende	verkoop	vender	V;PRS	V;IND;SG;3;PRS;FIN
verkoop	vendida	verkoop	vender	V;PRS	V;FEM;SG;V.PTCP
verkoop	vendido	verkoop	vender	V;PRS	V;MASC;SG;V.PTCP
verkoop	vendidos	verkoop	vender	V;PRS	V;MASC;PL;V.PTCP
verkoop	vendidas	verkoop	vender	V;PRS	V;FEM;PL;V.PTCP
verkoop	vender	verkoop	vender	V;PRS	V;NFIN
verkoop	vendendo	verkoop	vender	V;PRS	V;V.MSDR
voël	ave	voël	ave	N;SG	N;FEM;SG
voël	bird	voël	bird	N;SG	N;MASC;SG
voël	passarinho	voël	passarinho	N;SG	N;MASC;SG
voël	pássaro	voël	pássaro	N;SG	N;MASC;SG
vierde	quarta	vierde	quarto	ADJ;NOM	ADJ;FEM;SG
hoër	superior	hoog	alto	ADJ;NOM;CMPR	ADJ;MASC;SG
lei	liderar	lei	liderar	V;PRS	V;NFIN
groei	crescimento	groei	crescimento	N;SG	N;MASC;SG
gestel	definir	stel	definir	V;PST;V.PTCP	V;NFIN
gestel	definido	stel	definir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
foto	foto	foto	foto	N;SG	N;FEM;SG
foto	fotografia	foto	fotografia	N;SG	N;FEM;SG
gevestig	estabelecida	vestig	estabelecer	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gevestig	estabelecido	vestig	estabelecer	V;PST;V.PTCP	V;MASC;SG;V.PTCP
verloor	perdido	verloor	perder	V;PRS	V;MASC;SG;V.PTCP
verloor	perdida	verloor	perder	V;PRS	V;FEM;SG;V.PTCP
verloor	perdidos	verloor	perder	V;PRS	V;MASC;PL;V.PTCP
sewe	sete	sewe	sete	NUM	NUM
oorspronklik	originalmente	oorspronklik	originalmente	ADV	ADV
oorspronklik	inicialmente	oorspronklik	inicialmente	ADV	ADV
voorbeeld	amostra	voorbeeld	amostra	N;SG	N;FEM;SG
voorbeeld	instância	voorbeeld	instância	N;SG	N;FEM;SG
voorbeeld	exemplo	voorbeeld	exemplo	N;SG	N;MASC;SG
voorsitter	cadeira	voorsitter	cadeira	N;SG	N;FEM;SG
sterf	morra	sterf	morrer	V;PRS	V;SBJV;SG;3;PRS;FIN
sterf	morram	sterf	morrer	V;PRS	V;SBJV;PL;3;PRS;FIN
sterf	morre	sterf	morrer	V;PRS	V;IND;SG;3;PRS;FIN
sterf	morrer	sterf	morrer	V;PRS	V;NFIN
verskil	discordar	verskil	discordar	V;PRS	V;NFIN
verskil	discorda	verskil	discordar	V;PRS	V;IND;SG;3;PRS;FIN
verskil	discordo	verskil	discordo	V;PRS	V;IND;SG;1;PRS;FIN
bevestig	verificadas	bevestig	verificar	V;PRS	V;FEM;PL;V.PTCP
bevestig	verificados	bevestig	verificar	V;PRS	V;MASC;PL;V.PTCP
bevestig	verificada	bevestig	verificar	V;PRS	V;FEM;SG;V.PTCP
bevestig	verificado	bevestig	verificar	V;PRS	V;MASC;SG;V.PTCP
bevestig	confirmar	bevestig	confirmar	V;PRS	V;NFIN
bevestig	confirmem	bevestig	confirmar	V;PRS	V;SBJV;PL;3;PRS;FIN
bevestig	confirme	bevestig	confirmar	V;PRS	V;SBJV;SG;3;PRS;FIN
bepaal	determinado	bepaal	determinar	V;PRS	V;MASC;SG;V.PTCP
bepaal	determinada	bepaal	determinar	V;PRS	V;FEM;SG;V.PTCP
bepaal	determinados	bepaal	determinar	V;PRS	V;MASC;PL;V.PTCP
bepaal	determina	bepaal	determinar	V;PRS	V;IND;SG;3;PRS;FIN
klas	turma	klas	turma	N;SG	N;FEM;SG
klas	classe	klas	classe	N;SG	N;FEM;SG
klas	aula	klas	aula	N;SG	N;FEM;SG
vertoon	revelar	vertoon	revelar	V;PRS	V;NFIN
vertoon	revele	vertoon	revelar	V;PRS	V;SBJV;SG;3;PRS;FIN
vertoon	exibindo	vertoon	exibir	V;PRS	V;V.MSDR
vertoon	mostrando	vertoon	mostrar	V;PRS	V;V.MSDR
vertoon	exibir	vertoon	exibir	V;PRS	V;NFIN
vertoon	exibida	vertoon	exibir	V;PRS	V;FEM;SG;V.PTCP
vertoon	exibidos	vertoon	exibir	V;PRS	V;MASC;PL;V.PTCP
vertoon	exibidas	vertoon	exibir	V;PRS	V;FEM;PL;V.PTCP
vertoon	mostrado	vertoon	mostrar	V;PRS	V;MASC;SG;V.PTCP
vertoon	exibido	vertoon	exibir	V;PRS	V;MASC;SG;V.PTCP
altyd	sempre	altyd	sempre	ADV	ADV
lig	leve	lig	levar	V;PRS	V;SBJV;SG;3;PRS;FIN
lig	levantar	lig	levantar	V;PRS	V;NFIN
lig	levantem	lig	levantar	V;PRS	V;SBJV;PL;3;PRS;FIN
lig	levante	lig	levante	V;PRS	V;SBJV;SG;3;PRS;FIN
txt	txt	txt	txt	N;SG	N;MASC;SG
punt	ponto	punt	ponto	N;SG	N;MASC;SG
punt	dot	punt	dot	N;SG	N;MASC;SG
punt	ponto	punt	ponto	N;SG	N;MASC;SG
punt	point	punt	point	N;SG	N;MASC;SG
vroue	mulheres	vrou	mulher	N;PL	N;FEM;PL
week	semana	week	semana	N;SG	N;FEM;SG
stadium	palco	stadium	palco	N;SG	N;MASC;SG
stadium	etapa	stadium	etapa	N;SG	N;FEM;SG
vervaardig	produzidos	vervaardig	produzir	V;PRS	V;MASC;PL;V.PTCP
vervaardig	produzida	vervaardig	produzir	V;PRS	V;FEM;SG;V.PTCP
vervaardig	produzidas	vervaardig	produzir	V;PRS	V;FEM;PL;V.PTCP
vervaardig	produzido	vervaardig	produzir	V;PRS	V;MASC;SG;V.PTCP
vervaardig	produza	vervaardig	produzir	V;PRS	V;SBJV;SG;3;PRS;FIN
vervaardig	produzir	vervaardig	produzir	V;PRS	V;NFIN
geskep	criadas	skep	criar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
geskep	criada	skep	criar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geskep	criado	skep	criar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geskep	criados	skep	criar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
geskep	criou	skep	criar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
plaasgevind	ocorreram	plaasvind	ocorrer	V;PST;V.PTCP	V;IND;PL;3;FIN
plaasgevind	ocorreu	plaasvind	ocorrer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
plaasgevind	ocorrido	plaasvind	ocorrer	V;PST;V.PTCP	V;MASC;SG;V.PTCP
dui	indique	dui	indique	V;PRS	V;SBJV;SG;3;PRS;FIN
dui	indiquem	dui	indiquir	V;PRS	V;SBJV;PL;3;PRS;FIN
dui	indicar	dui	indicar	V;PRS	V;NFIN
akteur	ator	akteur	ator	N;SG	N;MASC;SG
akteur	actor	akteur	actor	N;SG	N;MASC;SG
sentrale	central	sentraal	central	N;SG	N;FEM;SG
totale	total	totaal	total	N;SG	N;MASC;SG
natuurlike	natural	natuurlik	natural	ADJ;NOM	ADJ;MASC;SG
bied	ofereça	bied	oferecer	V;PRS	V;SBJV;SG;3;PRS;FIN
bied	oferecer	bied	oferecer	V;PRS	V;NFIN
loopbaan	carreira	loopbaan	carreira	N;SG	N;FEM;SG
skep	crie	skep	criar	V;PRS	V;SBJV;SG;3;PRS;FIN
skep	criar	skep	criar	V;PRS	V;NFIN
skep	cria	skep	criar	V;PRS	V;IND;SG;3;PRS;FIN
dogter	filha	dogter	filha	N;SG	N;FEM;SG
dra	contribua	dra	contribuir	V;PRS	V;SBJV;SG;3;PRS;FIN
dra	contribuir	dra	contribuir	V;PRS	V;NFIN
dra	contribuam	dra	contribuir	V;PRS	V;SBJV;PL;3;PRS;FIN
verteenwoordig	representada	verteenwoordig	representar	V;PRS	V;FEM;SG;V.PTCP
verteenwoordig	representado	verteenwoordig	representar	V;PRS	V;MASC;SG;V.PTCP
verteenwoordig	representados	verteenwoordig	representar	V;PRS	V;MASC;PL;V.PTCP
verteenwoordig	representadas	verteenwoordig	representar	V;PRS	V;FEM;PL;V.PTCP
verteenwoordig	representa	verteenwoordig	representar	V;PRS	V;IND;SG;3;PRS;FIN
verteenwoordig	represente	verteenwoordig	represente	V;PRS	V;SBJV;SG;3;PRS;FIN
verteenwoordig	representem	verteenwoordig	representar	V;PRS	V;SBJV;PL;3;PRS;FIN
verteenwoordig	representar	verteenwoordig	representar	V;PRS	V;NFIN
verteenwoordig	represente	verteenwoordig	represente	V;PRS	V;SBJV;SG;3;PRS;FIN
verteenwoordig	representam	verteenwoordig	representar	V;PRS	V;IND;PL;3;PRS;FIN
boeke	livros	boeke	livro	N;PL	N;MASC;PL
geplaas	publicado	plaas	publicar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geplaas	postado	plaas	postar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geplaas	postou	plaas	postar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geplaas	postei	plaas	postar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
geplaas	publicou	plaas	publicar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
etniese	étnico	etnies	étnico	ADJ;NOM	ADJ;MASC;SG
kus	litoral	kus	litoral	N;SG	N;MASC;SG
kus	costa	kus	costa	N;SG	N;FEM;SG
gepubliseer	viver	publiseer	viver	V;PST;V.PTCP	V;NFIN
gepubliseer	publicados	publiseer	publicar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gepubliseer	publicou	publiseer	publicar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gepubliseer	publicadas	publiseer	publicar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gepubliseer	publicada	publiseer	publicar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gepubliseer	publicado	publiseer	publicar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
bring	trazer	bring	trazer	V;PRS	V;NFIN
bring	tragam	bring	trazer	V;PRS	V;SBJV;PL;3;PRS;FIN
bring	traga	bring	trazer	V;PRS	V;SBJV;SG;3;PRS;FIN
bring	traz	bring	trazer	V;PRS	V;IND;SG;3;PRS;FIN
geld	dinheiro	geld	dinheiro	N;SG	N;MASC;SG
geld	money	geld	money	N;SG	N;MASC;SG
geld	grana	geld	grana	N;SG	N;FEM;SG
erken	admitir	erken	admitir	V;PRS	V;NFIN
erken	admita	erken	admitir	V;PRS	V;SBJV;SG;3;PRS;FIN
erken	admite	erken	admitir	V;PRS	V;IND;SG;3;PRS;FIN
erken	reconhecer	erken	reconhecer	V;PRS	V;NFIN
leier	lider	leier	lider	N;SG	N;MASC;SG
leier	leader	leier	leader	N;SG	N;MASC;SG
leier	líder	leier	líder	N;SG	N;MASC;SG
boom	árvore	boom	árvore	N;SG	N;FEM;SG
boom	arvore	boom	arvore	N;SG	N;FEM;SG
boom	boom	boom	boom	N;SG	N;MASC;SG
boom	bum	boom	bum	N;SG	N;MASC;SG
rolprent	filme	rolprent	filme	N;SG	N;MASC;SG
rolprent	película	rolprent	película	N;SG	N;FEM;SG
rolprent	filme	rolprent	filme	N;SG	N;MASC;SG
tradisionele	tradicional	tradisioneel	tradicional	ADJ;NOM	ADJ;MASC;SG
tradisionele	tradicionais	tradisioneel	tradicional	ADJ;NOM	ADJ;MASC;PL
verdeel	dividir	verdeel	dividir	V;PRS	V;NFIN
verdeel	divide	verdeel	dividir	V;PRS	V;IND;SG;3;PRS;FIN
beweging	moção	beweging	moção	N;SG	N;FEM;SG
beweging	motion	beweging	motion	N;SG	N;MASC;SG
beweging	movimento	beweging	movimento	N;SG	N;MASC;SG
beweging	movimentação	beweging	movimentação	N;SG	N;FEM;SG
beweging	movimento	beweging	movimento	N;SG	N;MASC;SG
diere	animais	dier	animal	N;PL	N;MASC;PL
beter	melhor	goed	melhor	ADV;CMPR	ADV
punte	pontos	punt	ponto	N;PL	N;MASC;PL
kulturele	cultural	kultureel	cultural	ADJ;NOM	ADJ;MASC;SG
kulturele	culturais	kultureel	cultural	ADJ;NOM	ADJ;MASC;PL
liggaam	body	liggaam	body	N;SG	N;MASC;SG
liggaam	corpo	liggaam	corpo	N;SG	N;MASC;SG
wen	ganhe	wen	ganhar	V;PRS	V;SBJV;SG;3;PRS;FIN
wen	ganhar	wen	ganhar	V;PRS	V;NFIN
wen	vencer	wen	vencer	V;PRS	V;NFIN
basis	base	basis	base	N;SG	N;FEM;SG
verlaat	deixe	verlaat	deixar	V;PRS	V;SBJV;SG;3;PRS;FIN
verlaat	sair	verlaat	sair	V;PRS	V;NFIN
verlaat	deixar	verlaat	deixar	V;PRS	V;NFIN
verlaat	sair	verlaat	sair	V;PRS	V;NFIN
magte	forcas	mag	forca	N;PL	N;FEM;PL
magte	forças	mag	força	N;PL	N;FEM;PL
goewerneur	governadora	goewerneur	governadora	N;SG	N;FEM;SG
goewerneur	governador	goewerneur	governador	N;SG	N;MASC;SG
kultuur	cultura	kultuur	cultura	N;SG	N;FEM;SG
kaart	mapa	kaart	mapa	N;SG	N;MASC;SG
oorsprong	origem	oorsprong	origem	N;SG	N;FEM;SG
kennis	familiaridade	kennis	familiaridade	N;SG	N;FEM;SG
kennis	conhecimento	kennis	conhecimento	N;SG	N;MASC;SG
parlement	parlamento	parlement	parlamento	N;SG	N;MASC;SG
sosiale	sociais	sosiaal	social	ADJ;NOM	ADJ;MASC;PL
sosiale	social	sosiaal	social	ADJ;NOM	ADJ;MASC;SG
geboue	edifícios	bou	edifício	N;PL	N;MASC;PL
geboue	imóveis	bou	imóvel	N;PL	N;MASC;PL
geboue	prédios	bou	prédio	N;PL	N;MASC;PL
gebring	trouxeram	bring	trouxer	V;PST;V.PTCP	V;IND;PL;3;FIN
gebring	trouxe	bring	trazer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gebring	trazido	bring	trazer	V;PST;V.PTCP	V;MASC;SG;V.PTCP
trek	puxa	trek	pôr	V;PRS	V;IND;SG;3;PRS;FIN
trek	puxar	trek	puxar	V;PRS	V;NFIN
trek	puxe	trek	pober	V;PRS	V;SBJV;SG;3;PRS;FIN
stem	vote	stem	vote	V;PRS	V;SBJV;SG;3;PRS;FIN
stem	votem	stem	votar	V;PRS	V;SBJV;PL;3;PRS;FIN
stem	votar	stem	votar	V;PRS	V;NFIN
energie	energia	energie	energia	N;SG	N;FEM;SG
boere	agricultores	boer	agricultor	N;PL	N;MASC;PL
boere	fazendeiros	boer	fazendeiro	N;PL	N;MASC;PL
