sovieticii	شوراها	sovietică	شورا	N;DEF;MASC;PL	N;PL
inelul	رینگ	inel	None	N;DEF;MASC;SG	N;SG
inelul	انگشتر	inel	انگشتر	N;DEF;MASC;SG	N;SG
kill	کشتن	kill	کشتن	N;INDF;MASC;SG	N;SG
proteste	اعتراضات	proteste	اعتراض	N;INDF;FEM;PL	N;PL
kid	کید	kid	کرد#کن	N;INDF;MASC;SG	N;SG
imn	تسبیح	imn	تسبیح	N;INDF;MASC;SG	N;SG
imn	سرود	imn	سرود	N;INDF;MASC;SG	N;SG
imn	سرود	imn	سرود	N;INDF;MASC;SG	N;SG
sudan	سودان	sudan	None	N;INDF;MASC;SG	N;SG
cronologie	گاهشمار	cronologie	گاهشمار	N;INDF;FEM;SG	N;SG
arn	rna	arn	rna	N;INDF;MASC	N;SG
fotograf	photographer	fotograf	photographer	N;INDF;MASC;SG	N;SG
fotograf	عکاس	fotograf	عکاس	N;INDF;MASC;SG	N;SG
tub	لوله	tub	None	N;INDF;MASC;SG	N;SG
fotomodel	model	fotomodel	model	N;INDF;MASC;SG	N;SG
fotomodel	مدل	fotomodel	مدل	N;INDF;MASC;SG	N;SG
ambasada	سفارت	ambasadă	سفارت	N;DEF;FEM;SG	N;SG
ambasada	سفارتخانه	ambasadă	سفارتخانه	N;DEF;FEM;SG	N;SG
ambasada	سفارت	ambasadă	سفارت	N;DEF;FEM;SG	N;SG
ambasada	سفارتخانه	ambasadă	سفارتخانه	N;DEF;FEM;SG	N;SG
muschi	عضلات	muschi	عضله	N;INDF;MASC;PL	N;PL
muschi	عضلات	muschi	عضله	N;INDF;MASC;PL	N;PL
muschi	عضلات	muschi	عضله	N;INDF;MASC;PL	N;PL
clanul	قبیله	clan	None	N;DEF;MASC;SG	N;SG
clanul	خاندان	clan	خاندان	N;DEF;MASC;SG	N;SG
clanul	طایفه	clan	None	N;DEF;MASC;SG	N;SG
albumele	آلبومهای	album	آلبوم	N;DEF;FEM;PL	N;PL
doisprezece	دوازده	doisprezece	دوازده	NUM;PL	NUM
nas	ناس	nas	ناس	N;INDF;MASC;SG	N;SG
nas	دماغ	nas	دماغ	N;INDF;MASC;SG	N;SG
nas	بینی	nas	بینی	N;INDF;MASC;SG	N;SG
semnatura	امضا	semnatură	None	N;DEF;FEM;SG	N;SG
semnatura	امضا	semnatură	None	N;DEF;FEM;SG	N;SG
semnatura	امضا	semnatură	None	N;DEF;FEM;SG	N;SG
triumf	پیروزی	triumf	پیروزی	N;INDF;MASC;SG	N;SG
triumf	تریومف	triumf	تریومف	N;INDF;MASC;SG	N;SG
geometria	هندسه	geometrie	هندسه	N;DEF;FEM;SG	N;SG
modernizarea	ارتقاء	modernizare	ارتقاءء	N;DEF;FEM;SG	N;SG
trio	trio	trio	trio	N;INDF;MASC;SG	N;SG
profetul	پیغمبر	profet	پیغمبر	N;DEF;MASC;SG	N;SG
profetul	پیامبر	profet	پیامبر	N;DEF;MASC;SG	N;SG
profetul	پیغمبری	profet	پیغمبری	N;DEF;MASC;SG	N;SG
bust	بالاتنه	bust	بالاتنه	N;INDF;MASC;SG	N;SG
divort	طلاق	divort	طلاق	N;INDF;MASC;SG	N;SG
specializare	تخصص	specializare	تخصص	N;INDF;FEM;SG	N;SG
teodora	تئودورا	teodora	تئودورا	N;DEF;FEM;SG	N;SG
teodora	تئودورا	teodora	تئودورا	N;DEF;FEM;SG	N;SG
creative	خلاقانه	creativă	خلاقانه	ADJ;INDF;FEM;PL	ADJ
chirilic	سیریلیک	chirilic	سیریلیک	N;INDF;MASC;SG	N;SG
odeon	odeon	odeon	odeon	N;INDF;MASC;SG	N;SG
ureche	خوشه	ureche	خوشه	N;INDF;FEM;SG	N;SG
functionari	افسران	functionar	افسر	N;INDF;MASC;PL	N;PL
functionari	مقامات	functionar	مقام	N;INDF;MASC;PL	N;PL
formularea	فرمولبندی	formulare	فرمولبندی	N;DEF;FEM;SG	N;SG
formularea	lex	formulare	lex	N;DEF;FEM;SG	N;SG
muncitorii	کارگرها	muncitor	کارگر	N;DEF;MASC;PL	N;PL
muncitorii	کارگران	muncitor	کارگر	N;DEF;MASC;PL	N;PL
reporter	گزارشگر	reporter	None	N;INDF;MASC;SG	N;SG
calvin	کالوین	calvin	کالوین	N;INDF;MASC;SG	N;SG
leader	لیدر	leader	لیدر	N;INDF;MASC;SG	N;SG
leader	رهبر	leader	رهبر	N;INDF;MASC;SG	N;SG
coast	کوست	coast	کوست	N;INDF;MASC;SG	N;SG
raid	هجوم	raid	هجوم	N;INDF;MASC;SG	N;SG
ngc	ngc	ngc	ngc	N;INDF;MASC;SG	N;SG
cereri	کاربردها	cerere	کاربرد	N;INDF;FEM;PL	N;PL
cereri	درخواستها	cerere	درخواست	N;INDF;FEM;PL	N;PL
sandra	ساندرا	sandra	ساندرا	N;DEF;FEM;SG	N;SG
rotaru	روتارو	rotaru	روتارو	N;INDF;MASC;SG	N;SG
poster	پوستر	poster	پوستر	N;INDF;MASC;SG	N;SG
poster	اعلامیه	poster	None	N;INDF;MASC;SG	N;SG
borussia	بروسیا	borussie	بروسیا	N;DEF;FEM;SG	N;SG
messier	مسیه	messier	مسیه	N;INDF;MASC;SG	N;SG
diplomatica	دیپلماتیک	diplomatică	دیپلماتیک	N;DEF;FEM;SG	N;SG
monetara	پولی	monetara	پولی	N;DEF;FEM;SG	N;SG
factorul	فاکتور	factor	فاکتور	N;DEF;MASC;SG	N;SG
factorul	عامل	factor	عامل	N;DEF;MASC;SG	N;SG
tesut	بافت	tesut	بافت	N;INDF;MASC;SG	N;SG
tesut	بافتی	tesut	بافت#باب	N;INDF;MASC;SG	N;SG
tesut	نساجی	tesut	نساجی	N;INDF;MASC;SG	N;SG
tesut	بافتن	tesut	بافتن	N;INDF;MASC;SG	N;SG
tesut	بافت	tesut	بافت	N;INDF;MASC;SG	N;SG
tesut	بافتی	tesut	بافت#باب	N;INDF;MASC;SG	N;SG
helena	هلنا	helenă	هلنا	N;DEF;FEM;SG	N;SG
focuri	نماها	foc	نما	N;INDF;FEM;PL	N;PL
kings	کینگز	kings	کینگز	N;INDF;MASC;SG	N;SG
provizii	تدارکات	providiu	تدارک	N;INDF;FEM;PL	N;PL
provizii	تجهیزات	providiu	تجهیزات	N;INDF;FEM;PL	N;PL
unix	یونیکس	unix	یونیکس	N;INDF;MASC;SG	N;SG
bianca	بیانکا	biancă	بیانکا	N;DEF;FEM;SG	N;SG
cererile	درخواستها	cerere	درخواست	N;DEF;FEM;PL	N;PL
orizontala	افقی	orizontal	افقی	N;DEF;FEM;SG	N;SG
somn	خوابم	somn	خوابت#خواب	N;INDF;MASC;SG	N;SG
somn	خواب	somn	خواب	N;INDF;MASC;SG	N;SG
sincer	خالصانه	sincer	None	ADV	ADV
sincer	صادقانه	sincer	صادقانه	ADV	ADV
sincer	صادقانه	sincer	صادقانه	ADV	ADV
ascunsa	پنهان	ascunsa	پنهان	N;DEF;FEM;SG	N;SG
ascunsa	مخفی	ascunsa	مخفی	N;DEF;FEM;SG	N;SG
ascunsa	پنهان	ascunsa	پنهان	N;DEF;FEM;SG	N;SG
ascunsa	مخفی	ascunsa	مخفی	N;DEF;FEM;SG	N;SG
recuperare	ترمیمی	recuperare	ترمیمی	N;INDF;FEM;SG	N;SG
recuperare	ریکاوری	recuperare	ریکاوری	N;INDF;FEM;SG	N;SG
recuperare	بازیابی	recuperare	بازیابی	N;INDF;FEM;SG	N;SG
recuperare	بهبودی	recuperare	بهبودی	N;INDF;FEM;SG	N;SG
isfdb	isfdb	isfdb	isfdb		
oglinda	انعکاس	oglindă	انعکاس	N;DEF;FEM;SG	N;SG
oglinda	آیینه	oglindă	آیینه	N;DEF;FEM;SG	N;SG
oglinda	آینه	oglindă	آینه	N;DEF;FEM;SG	N;SG
oglinda	آئینه	oglindă	آئینه	N;DEF;FEM;SG	N;SG
oglinda	انعکاس	oglindă	انعکاس	N;DEF;FEM;SG	N;SG
oglinda	آیینه	oglindă	آیینه	N;DEF;FEM;SG	N;SG
oglinda	آینه	oglindă	آینه	N;DEF;FEM;SG	N;SG
oglinda	آئینه	oglindă	آئینه	N;DEF;FEM;SG	N;SG
determinate	مصمم	determinat	مصمم	ADJ;INDF;FEM;PL	ADJ
segmentul	قطعه	segment	قطعه	N;DEF;MASC;SG	N;SG
irene	آیرین	iren	آیرین	N;INDF;MASC;SG	N;SG
irene	ایرن	iren	ایرن	N;INDF;MASC;SG	N;SG
irene	ایرین	iren	ایرین	N;INDF;MASC;SG	N;SG
finalist	فینالیست	finalist	فینالیست	N;INDF;MASC;SG	N;SG
finalist	finalist	finalist	finalist	N;INDF;MASC;SG	N;SG
cutia	باکس	cutie	باکس	N;DEF;FEM;SG	N;SG
cutia	جعبه	cutie	جعبه	N;DEF;FEM;SG	N;SG
explorator	کاوشگر	explorator	کاوشگر	N;INDF;MASC;SG	N;SG
explorator	اکسپلورر	explorator	اکسپلورر	N;INDF;MASC;SG	N;SG
femela	نسوان	femelă	نسوان	N;DEF;FEM;SG	N;SG
femela	زن	femelă	زن	N;DEF;FEM;SG	N;SG
femela	مؤنث	femelă	مؤنث	N;DEF;FEM;SG	N;SG
femela	مونث	femelă	مونث	N;DEF;FEM;SG	N;SG
femela	ماده	femelă	ماده	N;DEF;FEM;SG	N;SG
femela	نسوان	femelă	نسوان	N;DEF;FEM;SG	N;SG
femela	زن	femelă	زن	N;DEF;FEM;SG	N;SG
femela	مؤنث	femelă	مؤنث	N;DEF;FEM;SG	N;SG
femela	مونث	femelă	مونث	N;DEF;FEM;SG	N;SG
femela	ماده	femelă	ماده	N;DEF;FEM;SG	N;SG
umar	شونه	umar	شونه	N;INDF;MASC;SG	N;SG
umar	شانه	umar	شانه	N;INDF;MASC;SG	N;SG
umar	شونه	umar	شونه	N;INDF;MASC;SG	N;SG
umar	شانه	umar	شانه	N;INDF;MASC;SG	N;SG
gest	ژست	gest	ژست	N;INDF;MASC;SG	N;SG
subiectele	موضوعات	subiect	موضوع	N;DEF;FEM;PL	N;PL
subiectele	موضوعاتی	subiect	موضوع	N;DEF;FEM;PL	N;PL
hohenstaufen	اشتاوفر	hohenstaufen	اشتاوفر	N;INDF;MASC;SG	N;SG
fuziunea	ادغام	fuziune	None	N;DEF;FEM;SG	N;SG
fuziunea	تلفیق	fuziune	None	N;DEF;FEM;SG	N;SG
usman	عثمان	usman	عثمان	N;INDF;MASC;SG	N;SG
dreams	پریشان	dreams	پریش	N;INDF;MASC;SG	N;SG
asociere	انجمن	asociere	انجمن	N;INDF;FEM;SG	N;SG
imediata	فوری	imediat	فوری	N;DEF;FEM;SG	N;SG
fixat	ثابت	fixat	ثابت	ADJ;INDF;MASC;SG	ADJ
corn	هورن	corn	هورن	N;INDF;MASC;SG	N;SG
corn	بوق	corn	بوق	N;INDF;MASC;SG	N;SG
corn	شیپور	corn	شیپور	N;INDF;MASC;SG	N;SG
