som	像	som	像	ADP	ADP
angrep	襲擊	angrep	襲擊	N;INDF;NEUT;SG	N
angrep	襲擊	angrep	襲擊	N;INDF;NEUT;SG	N
datter	女兒	datter	女兒	N;INDF;FEM;SG	N
omfatter	包括	omfatter	包括	V;IND;PRS;FIN	V
vise	展示	vise	展示	V;NFIN	V
vise	顯示	vise	顯示	V;NFIN	V
vise	顯示	vise	顯示	V;NFIN	V
vise	顯示	vise	顯示	V;NFIN	V
vise	展示	vise	展示	V;NFIN	V
område	面積	område	面積	N;INDF;NEUT;SG	N
område	地區	område	地區	N;INDF;NEUT;SG	N
område	區域	område	區域	N;INDF;NEUT;SG	N
område	區	område	區	N;INDF;NEUT;SG	N
befolkningen	人口	befolkning	人口	N;DEF;MASC;SG	N
regjeringen	內閣	regjering	內閣	N;DEF;MASC;SG	N
sterkt	強壯	sterk	強壯	ADJ;INDF;NEUT;SG	ADJ
sterkt	強烈	sterk	強烈	ADJ;INDF;NEUT;SG	ADJ
sterkt	堅強	sterk	堅強	ADJ;INDF;NEUT;SG	ADJ
sesong	季	sesong	季	N;INDF;MASC;SG	N
sesong	季節	sesong	季節	N;INDF;MASC;SG	N
tekst	文字	tekst	文字	N;INDF;FEM;SG	N
tekst	案文	tekst	案文	N;INDF;FEM;SG	N
serie	系列	serie	系列	N;INDF;MASC;SG	N
nåværende	電流	nåværende	電流	N;INDF;NEUT;SG	N
nåværende	現任	nåværende	現任	N;INDF;NEUT;SG	N
nåværende	目前	nåværende	目前	N;INDF;NEUT;SG	N
nåværende	現任	nåværende	現任	N;INDF;NEUT;SG	N
betydning	含義	betydning	含義	N;INDF;FEM;SG	N
tilsvarende	對	tilsvarende	對	N;INDF;MASC;SG	N
sier	說	seie	說	V;IND;PRS;FIN	V
fall	跌	falle	跌	V;IND;PST;FIN	V
karriere	職業	karriere	職業	N;INDF;FEM;SG	N
karriere	職業	karriere	職業	N;INDF;FEM;SG	N
posisjon	職位	posisjon	職位	N;INDF;MASC;SG	N
posisjon	位置	posisjon	位置	N;INDF;MASC;SG	N
posisjon	立場	posisjon	立場	N;INDF;MASC;SG	N
posisjon	位置	posisjon	位置	N;INDF;MASC;SG	N
posisjon	地點	posisjon	地點	N;INDF;MASC;SG	N
gate	門	gate	門	N;INDF;FEM;SG	N
gate	大門	gate	大門	N;INDF;FEM;SG	N
gate	街頭	gate	街頭	N;INDF;FEM;SG	N
gate	街道	gate	街道	N;INDF;FEM;SG	N
gate	街	gate	街	N;INDF;FEM;SG	N
island	海島	island	海島	N;INDF;NEUT;SG	N
island	島嶼	island	島嶼	N;INDF;NEUT;SG	N
stadion	體育	stadion	體育	N;INDF;NEUT;SG	N
stadion	球場	stadion	球場	N;INDF;NEUT;SG	N
unge	年輕	ung	年輕	ADJ;PL	ADJ
kilometer	公里	kilometer	公里	N;INDF;MASC;PL	N
kilometer	公里	kilometer	公里	N;INDF;MASC;PL	N
kilometer	公里	kilometer	公里	N;INDF;MASC;PL	N
skip	船	skip	船	N;INDF;NEUT;PL	N
skip	船隻	skip	船隻	N;INDF;NEUT;PL	N
skip	艦	skip	艦	N;INDF;NEUT;PL	N
skip	船舶	skip	船舶	N;INDF;NEUT;PL	N
skip	船隻	skip	船隻	N;INDF;NEUT;PL	N
skip	船舶	skip	船舶	N;INDF;NEUT;PL	N
hus	屋	hus	屋	N;INDF;NEUT;SG	N
hus	房屋	hus	房屋	N;INDF;NEUT;SG	N
hus	房子	hus	房子	N;INDF;NEUT;SG	N
hus	房屋	hus	房屋	N;INDF;NEUT;SG	N
hus	房子	hus	房子	N;INDF;NEUT;SG	N
byer	城市	by	城市	N;INDF;FEM;PL	N
farge	色	farge	色	N;INDF;MASC;SG	N
farge	彩色	farge	彩色	N;INDF;MASC;SG	N
farge	顏色	farge	顏色	N;INDF;MASC;SG	N
farge	色彩	farge	色彩	N;INDF;MASC;SG	N
farge	彩色	farge	彩色	N;INDF;MASC;SG	N
farge	顏色	farge	顏色	N;INDF;MASC;SG	N
farge	色彩	farge	色彩	N;INDF;MASC;SG	N
international	國際	international	國際	N;INDF;NEUT;SG	N
høsten	秋季	høst	秋季	N;DEF;MASC;SG	N
høsten	秋天	høst	秋天	N;DEF;MASC;SG	N
høsten	秋季	høst	秋季	N;DEF;MASC;SG	N
høsten	秋天	høst	秋天	N;DEF;MASC;SG	N
krig	戰	krig	戰	N;INDF;MASC;SG	N
krig	戰爭	krig	戰爭	N;INDF;MASC;SG	N
midten	中間	midt	中間	N;DEF;MASC;SG	N
lengde	長度	lengje	長度	N;INDF;FEM;SG	N
teksten	文字	tekst	文字	N;DEF;MASC;SG	N
teksten	案文	tekst	案文	N;DEF;MASC;SG	N
hører	聆聽	høre	聆聽	V;IND;PRS;FIN	V
data	資料	data	資料	N;INDF;NEUT;SG	N
live	活	live	活	N	N
følger	追隨	følge	追隨	V;IND;PRS;FIN	V
følger	跟	følge	跟	V;IND;PRS;FIN	V
lett	輕鬆	lett	輕鬆	ADJ;INDF;NEUT;SG	ADJ
lett	簡單	lett	簡單	ADJ;INDF;NEUT;SG	ADJ
national	國家	national	國家	N;INDF;MASC;SG	N
fly	飛	fly	飛	N;INDF;NEUT;SG	N
fly	蒼蠅	fly	蒼蠅	N;INDF;NEUT;SG	N
fly	飛翔	fly	飛翔	N;INDF;NEUT;SG	N
fly	飛機	fly	飛機	N;INDF;NEUT;SG	N
fly	飛機	fly	飛機	N;INDF;NEUT;SG	N
mester	冠軍	mester	冠軍	N;INDF;MASC;SG	N
mester	主人	mester	主人	N;INDF;MASC;SG	N
mester	大師	mester	大師	N;INDF;MASC;SG	N
mester	師父	mester	師父	N;INDF;MASC;SG	N
mester	師傅	mester	師傅	N;INDF;MASC;SG	N
mester	冠軍	mester	冠軍	N;INDF;MASC;SG	N
par	夫妻	par	夫妻	N;INDF;NEUT;SG	N
par	情侶	par	情侶	N;INDF;NEUT;SG	N
par	夫婦	par	夫婦	N;INDF;NEUT;SG	N
par	夫妻	par	夫妻	N;INDF;NEUT;SG	N
par	情侶	par	情侶	N;INDF;NEUT;SG	N
par	夫婦	par	夫婦	N;INDF;NEUT;SG	N
saken	案例	sak	案例	N;DEF;MASC;SG	N
saken	個案	sak	個案	N;DEF;MASC;SG	N
saken	案件	sak	案件	N;DEF;MASC;SG	N
runde	輪	runde	輪	N;INDF;MASC;SG	N
lov	法律	lov	法律	N;INDF;FEM;SG	N
bror	弟弟	bror	弟弟	N;INDF;MASC;SG	N
bror	師兄	bror	師兄	N;INDF;MASC;SG	N
bror	哥哥	bror	哥哥	N;INDF;MASC;SG	N
bror	兄弟	bror	兄弟	N;INDF;MASC;SG	N
lørdag	星期	lørdag	星期	N;INDF;MASC;SG	N
lørdag	週六	lørdag	週六	N;INDF;MASC;SG	N
dagen	白天	dag	白天	N;DEF;MASC;SG	N
ting	事情	ting	事情	N;INDF;MASC;PL	N
styrker	強項	styrke	強項	N;INDF;MASC;PL	N
styrker	長處	styrke	長處	N;INDF;MASC;PL	N
ønsker	祝願	ønske	祝願	V;IND;PRS;FIN	V
ønsker	祝願	ønske	祝願	V;IND;PRS;FIN	V
dommer	法官	dommer	法官	N;INDF;FEM;PL	N
dommer	裁判	dommer	裁判	N;INDF;FEM;PL	N
dommer	裁判	dommer	裁判	N;INDF;FEM;PL	N
rock	岩	rock	岩	N;INDF;MASC;SG	N
rock	岩石	rock	岩石	N;INDF;MASC;SG	N
rock	石頭	rock	石頭	N;INDF;MASC;SG	N
rock	搖滾	rock	搖滾	N;INDF;MASC;SG	N
voksne	成人	voksne	成人	N;INDF;NEUT;SG	N
voksne	成人	voksne	成人	N;INDF;NEUT;SG	N
voksne	成年	voksne	成年	N;INDF;NEUT;SG	N
produsent	廠	produsent	廠	N;INDF;MASC;SG	N
maler	樣板	male	樣板	N;INDF;NEUT;SG	N
maler	模板	male	模板	N;INDF;NEUT;SG	N
maler	畫師	male	畫師	N;INDF;NEUT;SG	N
maler	畫家	male	畫家	N;INDF;NEUT;SG	N
maler	油漆	male	油漆	N;INDF;NEUT;SG	N
maler	顏料	male	顏料	N;INDF;NEUT;SG	N
arena	舞台	arena	舞台	N;INDF;MASC;SG	N
arena	體育	arena	體育	N;INDF;MASC;SG	N
sommerfugler	蝴蝶	sommerfugle	蝴蝶	N;INDF;FEM;PL	N
klasse	階級	klasse	階級	N;INDF;FEM;SG	N
klasse	類	klasse	類	N;INDF;FEM;SG	N
klasse	類別	klasse	類別	N;INDF;FEM;SG	N
klasse	課堂	klasse	課堂	N;INDF;FEM;SG	N
klasse	班級	klasse	班級	N;INDF;FEM;SG	N
status	狀況	status	狀況	N;INDF;MASC;SG	N
status	狀態	status	狀態	N;INDF;MASC;SG	N
status	現況	status	現況	N;INDF;MASC;SG	N
vokal	母音	vokal	母音	N;INDF;MASC;SG	N
kultur	文化	kultur	文化	N;INDF;MASC;SG	N
biller	甲蟲	bille	甲蟲	N;INDF;FEM;PL	N
deg	你	du	你	PRO;HUM;ACC;SG;2	PRO;2
enkelt	簡單	enkel	簡單	ADJ;INDF;NEUT;SG	ADJ
enkelt	輕鬆	enkel	輕鬆	ADJ;INDF;NEUT;SG	ADJ
enkelt	簡單	enkel	簡單	ADJ;INDF;NEUT;SG	ADJ
valgte	選取	velge	選取	V;IND;PST;FIN	V
kroppen	屍體	kropp	屍體	N;DEF;MASC;SG	N
kroppen	體	kropp	體	N;DEF;MASC;SG	N
kroppen	身體	kropp	身體	N;DEF;MASC;SG	N
klubber	俱樂部	klubbe	俱樂部	N;INDF;FEM;PL	N
park	樸	park	樸	N;INDF;MASC;SG	N
park	公園	park	公園	N;INDF;MASC;SG	N
league	聯盟	league	聯盟	N;INDF;MASC;SG	N
league	同盟	league	同盟	N;INDF;MASC;SG	N
league	聯賽	league	聯賽	N;INDF;MASC;SG	N
records	紀錄	record	紀錄	N;INDF;NEUT;SG	N
life	生命	life	生命	N;INDF;MASC;SG	N
life	人生	life	人生	N;INDF;MASC;SG	N
samarbeid	協作	samarbeid	協作	N;INDF;NEUT;SG	N
samarbeid	協作	samarbeid	協作	N;INDF;NEUT;SG	N
grenser	邊界	grense	邊界	N;INDF;FEM;PL	N
grenser	界	grense	界	N;INDF;FEM;PL	N
grenser	界	grense	界	N;INDF;FEM;PL	N
grenser	邊界	grense	邊界	N;INDF;FEM;PL	N
grenser	邊框	grense	邊框	N;INDF;FEM;PL	N
grenser	邊境	grense	邊境	N;INDF;FEM;PL	N
grenser	極限	grense	極限	N;INDF;FEM;PL	N
grenser	限額	grense	限額	N;INDF;FEM;PL	N
www	www	www	www		
skriver	書寫	skrive	書寫	V;IND;PRS;FIN	V
skriver	寫入	skrive	寫入	V;IND;PRS;FIN	V
skriver	寫	skrive	寫	V;IND;PRS;FIN	V
skriver	撰寫	skrive	撰寫	V;IND;PRS;FIN	V
skriver	打字	skrive	打字	V;IND;PRS;FIN	V
mandag	週	mandag	週	N;INDF;MASC;SG	N
mandag	星期	mandag	星期	N;INDF;MASC;SG	N
krav	債權	krav	債權	N;INDF;NEUT;SG	N
rapport	報告	rapport	報告	N;INDF;MASC;SG	N
black	黑	black	黑	N	N
black	黑色	black	黑色	N	N
black	黑人	black	黑人	N	N
lufthavn	機場	lufthavn	機場	N;INDF;MASC;SG	N
mor	母后	mor	母后	N;INDF;FEM;SG	N
mor	母親	mor	母親	N;INDF;FEM;SG	N
havet	大海	hav	大海	N;DEF;NEUT;SG	N
havet	海上	hav	海上	N;DEF;NEUT;SG	N
havet	海	hav	海	N;DEF;NEUT;SG	N
regjering	內閣	regjering	內閣	N;INDF;FEM;SG	N
regjering	政府	regjering	政府	N;INDF;FEM;SG	N
staten	國家	stat	國家	N;DEF;MASC;SG	N
staten	州	stat	州	N;DEF;MASC;SG	N
soldater	士兵	soldat	士兵	N;INDF;MASC;SG	N
problemer	麻煩	problem	麻煩	N;INDF;MASC;PL	N
arbeider	勞動	arbeide	勞動	V;IND;PRS;FIN	V
hvite	白	hvite	白	N;INDF;NEUT;SG	N
hvite	白色	hvite	白色	N;INDF;NEUT;SG	N
filmer	影片	film	影片	N;INDF;FEM;PL	N
filmer	電影	film	電影	N;INDF;FEM;PL	N
filmer	拍戲	film	拍戲	N;INDF;FEM;PL	N
listen	名單	list	名單	N;DEF;MASC;SG	N
listen	清單	list	清單	N;DEF;MASC;SG	N
dyr	動物	dyr	動物	N;INDF;NEUT;SG	N
dyr	動物	dyr	動物	N;INDF;NEUT;SG	N
hjem	家	hjem	家	N;INDF;NEUT;SG	N
hjem	住家	hjem	住家	N;INDF;NEUT;SG	N
skipet	船	skip	船	N;DEF;NEUT;SG	N
skipet	船隻	skip	船隻	N;DEF;NEUT;SG	N
skipet	艦	skip	艦	N;DEF;NEUT;SG	N
skipet	船舶	skip	船舶	N;DEF;NEUT;SG	N
litteratur	文獻	litteratur	文獻	N;INDF;MASC;SG	N
litteratur	文學	litteratur	文學	N;INDF;MASC;SG	N
trommer	鼓聲	tromme	鼓聲	N;INDF;FEM;PL	N
trommer	鼓	tromme	鼓	N;INDF;FEM;PL	N
grensen	邊界	grens	邊界	N;DEF;MASC;SG	N
grensen	邊框	grens	邊框	N;DEF;MASC;SG	N
grensen	邊境	grens	邊境	N;DEF;MASC;SG	N
system	系統	system	系統	N;INDF;NEUT;SG	N
system	系統	system	系統	N;INDF;NEUT;SG	N
bind	領結	binde	領結	N;INDF;NEUT;SG	N
bind	平局	binde	平局	N;INDF;NEUT;SG	N
bind	領帶	binde	領帶	N;INDF;NEUT;SG	N
love	戀愛	love	戀愛	N;INDF;FEM;SG	N
love	愛情	love	愛情	N;INDF;FEM;SG	N
huset	屋	hus	屋	N;DEF;NEUT;SG	N
huset	房屋	hus	房屋	N;DEF;NEUT;SG	N
huset	房子	hus	房子	N;DEF;NEUT;SG	N
bjørn	熊	bjørn	熊	N;INDF;MASC;SG	N
trenger	需要	trenger	需要	V;IND;PRS;FIN	V
enda	然而	enda	然而	ADV	ADV
brukere	使用	brukere	使用	V;NFIN	V
hæren	集團	hær	集團	N;DEF;MASC;SG	N
hæren	軍隊	hær	軍隊	N;DEF;MASC;SG	N
hæren	軍	hær	軍	N;DEF;MASC;SG	N
hæren	陸軍	hær	陸軍	N;DEF;MASC;SG	N
utvalg	樣品	utvalg	樣品	N;INDF;NEUT;SG	N
utvalg	抽樣	utvalg	抽樣	N;INDF;NEUT;SG	N
utvalg	樣本	utvalg	樣本	N;INDF;NEUT;SG	N
utvalg	甄選	utvalg	甄選	N;INDF;NEUT;SG	N
fjell	山	fjell	山	N;INDF;NEUT;SG	N
fjell	山區	fjell	山區	N;INDF;NEUT;SG	N
fjell	山地	fjell	山地	N;INDF;NEUT;SG	N
fjell	山	fjell	山	N;INDF;NEUT;SG	N
fjell	山脈	fjell	山脈	N;INDF;NEUT;SG	N
fjell	山區	fjell	山區	N;INDF;NEUT;SG	N
måneder	月	måned	月	N;INDF;MASC;PL	N
måneder	月份	måned	月份	N;INDF;MASC;PL	N
nettsted	網站	nettsted	網站	N;INDF;NEUT;SG	N
nettsted	網頁	nettsted	網頁	N;INDF;NEUT;SG	N
nettsted	網站	nettsted	網站	N;INDF;NEUT;SG	N
nettsted	工地	nettsted	工地	N;INDF;NEUT;SG	N
århundre	世紀	århundre	世紀	N;INDF;NEUT;SG	N
prosent	百分	prosent	百分	N;INDF;MASC;PL	N
prosent	百分	prosent	百分	N;INDF;MASC;PL	N
biskop	主教	biskop	主教	N;INDF;MASC;SG	N
stortinget	國會	storting	國會	N;DEF;NEUT;SG	N
stortinget	議會	storting	議會	N;DEF;NEUT;SG	N
sørøst	東南	sørøs	東南	N;INDF;NEUT;SG	N
tour	游	tour	游	N;INDF;SG	N
tour	導覽	tour	導覽	N;INDF;SG	N
tour	旅遊	tour	旅遊	N;INDF;SG	N
produksjon	產量	produksjon	產量	N;INDF;MASC;SG	N
linje	線	linje	線	N;INDF;FEM;SG	N
linje	線路	linje	線路	N;INDF;FEM;SG	N
lys	光線	lys	光線	N;INDF;NEUT;SG	N
lys	光	lys	光	N;INDF;NEUT;SG	N
lys	燈光	lys	燈光	N;INDF;NEUT;SG	N
lys	光明	lys	光明	N;INDF;NEUT;SG	N
lys	燭	lys	燭	N;INDF;NEUT;SG	N
lys	蠟燭	lys	蠟燭	N;INDF;NEUT;SG	N
redaktør	編輯	redaktør	編輯	N;INDF;MASC;SG	N
stasjon	站	stasjon	站	N;INDF;MASC;SG	N
stasjon	車站	stasjon	車站	N;INDF;MASC;SG	N
kunst	美術	kunst	美術	N;INDF;FEM;SG	N
kunst	藝術	kunst	藝術	N;INDF;FEM;SG	N
kunst	藝術	kunst	藝術	N;INDF;FEM;SG	N
universitet	大學	universitet	大學	N;INDF;NEUT;SG	N
radio	電台	radio	電台	N;INDF;MASC;SG	N
radio	廣播	radio	廣播	N;INDF;MASC;SG	N
radio	廣播	radio	廣播	N;INDF;MASC;SG	N
fredag	星期	fredag	星期	N;INDF;MASC;SG	N
fredag	週	fredag	週	N;INDF;MASC;SG	N
direktør	主任	direktør	主任	N;INDF;MASC;SG	N
direktør	司長	direktør	司長	N;INDF;MASC;SG	N
grupper	群組	gruppe	群組	N;INDF;FEM;PL	N
grupper	團體	gruppe	團體	N;INDF;FEM;PL	N
history	歷史	history	歷史	N;INDF;NEUT;SG	N
keiser	皇帝	keise	皇帝	N;INDF;MASC;SG	N
keiser	天皇	keise	天皇	N;INDF;MASC;SG	N
møtte	遇見	møte	遇見	V;IND;PST;FIN	V
gangen	走廊	gang	走廊	N;DEF;MASC;SG	N
rike	豐富	rik	豐富	ADJ;PL	ADJ
rike	富裕	rik	富裕	ADJ;PL	ADJ
tap	虧損	tap	虧損	N;INDF;NEUT;SG	N
tap	損失	tap	損失	N;INDF;NEUT;SG	N
tap	虧損	tap	虧損	N;INDF;NEUT;SG	N
tap	損失	tap	損失	N;INDF;NEUT;SG	N
tap	傷亡	tap	傷亡	N;INDF;NEUT;SG	N
onsdag	週	onsdag	週	N;INDF;MASC;SG	N
onsdag	星期	onsdag	星期	N;INDF;MASC;SG	N
biografi	傳記	biografi	傳記	N;INDF;MASC;SG	N
biografi	自傳	biografi	自傳	N;INDF;MASC;SG	N
politikk	政治	politikk	政治	N;INDF;MASC;SG	N
politikk	政治	politikk	政治	N;INDF;MASC;SG	N
politikk	政策	politikk	政策	N;INDF;MASC;SG	N
tilfeller	案例	tilfelle	案例	N;INDF;FEM;PL	N
ansatte	僱員	ansatte	僱員	N;INDF;FEM;SG	N
ansatte	員工	ansatte	員工	N;INDF;FEM;SG	N
nivå	層次	nivå	層次	N;INDF;NEUT;SG	N
nivå	級別	nivå	級別	N;INDF;NEUT;SG	N
nivå	等級	nivå	等級	N;INDF;NEUT;SG	N
nivå	關卡	nivå	關卡	N;INDF;NEUT;SG	N
dato	日期	dato	日期	N;INDF;MASC;SG	N
dato	約會	dato	約會	N;INDF;MASC;SG	N
dato	日期	dato	日期	N;INDF;MASC;SG	N
bygge	大樓	bygge	大樓	N;INDF;NEUT;SG	N
bygge	建築	bygge	建築	N;INDF;NEUT;SG	N
time	時辰	time	時辰	N;INDF;MASC;SG	N
time	小時	time	小時	N;INDF;MASC;SG	N
hodet	頭	hod	頭	N;DEF;NEUT;SG	N
hodet	頭部	hod	頭部	N;DEF;NEUT;SG	N
journalist	記者	journalist	記者	N;INDF;MASC;SG	N
utgave	版	utgave	版	N;INDF;MASC;SG	N
kraftig	嚴重	kraftig	嚴重	ADJ;INDF;NEUT;SG	ADJ
kategorien	類別	kategori	類別	N;DEF;MASC;SG	N
kategorien	標籤	kategori	標籤	N;DEF;MASC;SG	N
ansatt	僱員	ansatt	僱員	N;INDF;MASC;SG	N
ansatt	員工	ansatt	員工	N;INDF;MASC;SG	N
ansatt	職工	ansatt	職工	N;INDF;MASC;SG	N
torsdag	週	torsdag	週	N;INDF;MASC;SG	N
torsdag	星期	torsdag	星期	N;INDF;MASC;SG	N
styrke	力氣	styrke	力氣	N;INDF;MASC;SG	N
styrke	強度	styrke	強度	N;INDF;MASC;SG	N
styrke	實力	styrke	實力	N;INDF;MASC;SG	N
styrke	力量	styrke	力量	N;INDF;MASC;SG	N
styrke	體力	styrke	體力	N;INDF;MASC;SG	N
air	空中	air	空中	N	N
air	航空	air	航空	N	N
air	空氣	air	空氣	N	N
music	音樂	music	音樂	N;INDF;MASC;SG	N
distriktet	區	distrikt	區	N;DEF;NEUT;SG	N
distriktet	地區	distrikt	地區	N;DEF;NEUT;SG	N
stemmer	選票	stemme	選票	N;INDF;FEM;PL	N
royal	皇家	royal	皇家	N;INDF;MASC;SG	N
royal	皇室	royal	皇室	N;INDF;MASC;SG	N
college	學院	colleg	學院	N;INDF;NEUT;SG	N
college	書院	colleg	書院	N;INDF;NEUT;SG	N
college	大學	colleg	大學	N;INDF;NEUT;SG	N
forening	協會	forening	協會	N;INDF;FEM;SG	N
spørsmål	問題	spørsmål	問題	N;INDF;NEUT;SG	N
spørsmål	問題	spørsmål	問題	N;INDF;NEUT;SG	N
sterk	強壯	sterk	強壯	ADJ;INDF;SG	ADJ
sterk	強烈	sterk	強烈	ADJ;INDF;SG	ADJ
sterk	堅強	sterk	堅強	ADJ;INDF;SG	ADJ
etappe	腿	etappe	腿	N;INDF;MASC;SG	N
les	讀	lese	讀	V;IMP;FIN	V
les	讀取	lese	讀取	V;IMP;FIN	V
tittel	標題	tittel	標題	N;INDF;MASC;SG	N
lærer	學習	lære	學習	V;IND;PRS;FIN	V
pave	教皇	pave	教皇	N;INDF;MASC;SG	N
pave	教宗	pave	教宗	N;INDF;MASC;SG	N
kart	地圖	kart	地圖	N;INDF;NEUT;SG	N
kart	地圖	kart	地圖	N;INDF;NEUT;SG	N
suksess	成功	suksess	成功	N;INDF;MASC;SG	N
tirsdag	星期	tirsdag	星期	N;INDF;MASC;SG	N
tirsdag	週二	tirsdag	週二	N;INDF;MASC;SG	N
kysten	沿海	kyst	沿海	N;DEF;MASC;SG	N
kysten	沿岸	kyst	沿岸	N;DEF;MASC;SG	N
kysten	海岸	kyst	海岸	N;DEF;MASC;SG	N
kysten	海岸	kyst	海岸	N;DEF;MASC;SG	N
kategori	類別	kategori	類別	N;INDF;MASC;SG	N
west	西邊	west	西邊	N;INDF;MASC;SG	N
west	西	west	西	N;INDF;MASC;SG	N
west	西部	west	西部	N;INDF;MASC;SG	N
stil	樣式	stil	樣式	N;INDF;MASC;SG	N
stil	風格	stil	風格	N;INDF;MASC;SG	N
dronning	女王	dronning	女王	N;INDF;FEM;SG	N
dronning	皇后	dronning	皇后	N;INDF;FEM;SG	N
dronning	王后	dronning	王后	N;INDF;FEM;SG	N
bygninger	建築	bygninger	建築	N;INDF;MASC;PL	N
bildet	照片	bilde	照片	N;DEF;NEUT;SG	N
bildet	圖片	bilde	圖片	N;DEF;NEUT;SG	N
bildet	影象	bilde	影象	N;DEF;NEUT;SG	N
bildet	影像	bilde	影像	N;DEF;NEUT;SG	N
bildet	圖片	bilde	圖片	N;DEF;NEUT;SG	N
stein	岩	stein	岩	N;INDF;MASC;SG	N
stein	岩石	stein	岩石	N;INDF;MASC;SG	N
stein	石頭	stein	石頭	N;INDF;MASC;SG	N
stein	搖滾	stein	搖滾	N;INDF;MASC;SG	N
dikt	詩	dikt	詩	N;INDF;NEUT;PL	N
dikt	詩	dikt	詩	N;INDF;NEUT;PL	N
dikt	詩歌	dikt	詩歌	N;INDF;NEUT;PL	N
reise	旅行	reise	旅行	N;INDF;FEM;SG	N
reise	旅費	reise	旅費	N;INDF;FEM;SG	N
reise	旅遊	reise	旅遊	N;INDF;FEM;SG	N
reise	旅途	reise	旅途	N;INDF;FEM;SG	N
reise	旅程	reise	旅程	N;INDF;FEM;SG	N
reise	旅行	reise	旅行	N;INDF;FEM;SG	N
reise	旅遊	reise	旅遊	N;INDF;FEM;SG	N
interesse	興趣	interesse	興趣	N;INDF;FEM;SG	N
interesse	利息	interesse	利息	N;INDF;FEM;SG	N
top	頂	top	頂	N	N
top	頂端	top	頂端	N	N
top	熱門	top	熱門	N	N
cup	盃	cup	盃	N;INDF;NEUT;SG	N
cup	杯	cup	杯	N;INDF;NEUT;SG	N
cup	杯子	cup	杯子	N;INDF;NEUT;SG	N
flagg	旗幟	flagg	旗幟	N;INDF;NEUT;SG	N
flagg	國旗	flagg	國旗	N;INDF;NEUT;SG	N
flagg	旗	flagg	旗	N;INDF;NEUT;SG	N
flagg	旗子	flagg	旗子	N;INDF;NEUT;SG	N
flagg	旗幟	flagg	旗幟	N;INDF;NEUT;SG	N
flagg	旗	flagg	旗	N;INDF;NEUT;SG	N
flagg	旗子	flagg	旗子	N;INDF;NEUT;SG	N
fjellet	山	fjell	山	N;DEF;NEUT;SG	N
fjellet	山區	fjell	山區	N;DEF;NEUT;SG	N
fjellet	山地	fjell	山地	N;DEF;NEUT;SG	N
plassering	位置	plassering	位置	N;INDF;FEM;SG	N
plassering	地點	plassering	地點	N;INDF;FEM;SG	N
ordfører	市長	ordføre	市長	N;INDF;MASC;SG	N
ordfører	鎮長	ordføre	鎮長	N;INDF;MASC;SG	N
toppen	頂	topp	頂	N;DEF;MASC;SG	N
toppen	頂端	topp	頂端	N;DEF;MASC;SG	N
toppen	熱門	topp	熱門	N;DEF;MASC;SG	N
stand	站	stand	站	N;INDF;MASC;SG	N
stand	條件	stand	條件	N;INDF;MASC;SG	N
stand	狀況	stand	狀況	N;INDF;MASC;SG	N
mangler	缺少	mangle	缺少	V;IND;PRS;FIN	V
mangler	失蹤	mangle	失蹤	V;IND;PRS;FIN	V
mangler	遺失	mangle	遺失	V;IND;PRS;FIN	V
områdene	地區	område	地區	N;DEF;FEM;PL	N
spor	曲目	spor	曲目	N;INDF;NEUT;PL	N
spor	軌道	spor	軌道	N;INDF;NEUT;PL	N
spor	軌跡	spor	軌跡	N;INDF;NEUT;PL	N
spor	曲目	spor	曲目	N;INDF;NEUT;PL	N
spor	軌道	spor	軌道	N;INDF;NEUT;PL	N
organisasjonen	組織	organisasjon	組織	N;DEF;MASC;SG	N
organisasjonen	組織	organisasjon	組織	N;DEF;MASC;SG	N
forsøkte	企圖	forsøkje	企圖	V;IND;PST;FIN	V
nordøst	東北	nordøs	東北	N;INDF;NEUT;SG	N
praksis	實踐	praksis	實踐	N;INDF;MASC;SG	N
priser	物價	prise	物價	N;INDF;FEM;PL	N
priser	價格	prise	價格	N;INDF;FEM;PL	N
priser	獎勵	prise	獎勵	N;INDF;FEM;PL	N
priser	獎	prise	獎	N;INDF;FEM;PL	N
stammer	部族	stamme	部族	N;INDF;FEM;PL	N
stammer	部落	stamme	部落	N;INDF;FEM;PL	N
mark	標記	mark	標記	N;INDF;NEUT;SG	N
klassen	階級	klasse	階級	N;DEF;MASC;SG	N
klassen	類	klasse	類	N;DEF;MASC;SG	N
klassen	類別	klasse	類別	N;DEF;MASC;SG	N
klassen	課堂	klasse	課堂	N;DEF;MASC;SG	N
klassen	班級	klasse	班級	N;DEF;MASC;SG	N
formann	主席	formann	主席	N;INDF;MASC;SG	N
metal	金屬	metal	金屬	N;INDF;MASC;SG	N
local	當地	local	當地	N	N
local	局部	local	局部	N	N
local	本地	local	本地	N	N
teater	電影	teater	電影	N;INDF;NEUT;SG	N
teater	劇場	teater	劇場	N;INDF;NEUT;SG	N
teater	戲劇	teater	戲劇	N;INDF;NEUT;SG	N
teater	劇院	teater	劇院	N;INDF;NEUT;SG	N
teater	戲院	teater	戲院	N;INDF;NEUT;SG	N
teater	劇場	teater	劇場	N;INDF;NEUT;SG	N
teater	戰區	teater	戰區	N;INDF;NEUT;SG	N
teater	戲劇	teater	戲劇	N;INDF;NEUT;SG	N
teater	劇院	teater	劇院	N;INDF;NEUT;SG	N
teater	戲院	teater	戲院	N;INDF;NEUT;SG	N
