冥王	pluton	冥王	pluton	N	N;NOM;MASC;SG
赤字	manjak	赤字	manjak	N	N;NOM;MASC;SG
赤字	deficit	赤字	deficit	N	N;NOM;MASC;SG
放大	pojačalo	放大	pojačati	V	V;NEUT;SG;PST;V.PTCP;ACT
放大	pojačalo	放大	pojačati	V	V;NEUT;SG;PST;V.PTCP;ACT
放大	pojačala	放大	pojačati	V	V;FEM;SG;PST;V.PTCP;ACT
放大	pojačala	放大	pojačati	V	V;FEM;SG;PST;V.PTCP;ACT
現況	status	現況	status	N	N;NOM;MASC;SG
現況	stanje	現況	stanje	N	N;NOM;NEUT;SG
鬍子	brkove	鬍子	brk	N	N;ACC;MASC;PL
鬍子	brkovima	鬍子	brk	N	N;INS;MASC;PL
鬍子	brkovi	鬍子	brk	N	N;NOM;MASC;PL
鬍子	brkove	鬍子	brk	N	N;ACC;MASC;PL
鬍子	brk	鬍子	brk	N	N;NOM;MASC;SG
鬍子	brkovima	鬍子	brk	N	N;INS;MASC;PL
鬍子	brkovi	鬍子	brk	N	N;NOM;MASC;PL
鬍子	bradu	鬍子	brada	N	N;ACC;FEM;SG
鬍子	brada	鬍子	brad	N	N;NOM;MASC;SG
鬍子	bradom	鬍子	brada	N	N;INS;FEM;SG
油脂	masti	油脂	mast	N	N;NOM;FEM;PL
油脂	mast	油脂	mast	N	N;NOM;FEM;SG
強	silovanje	強	silovanje	N	N;NOM;NEUT;SG
強	silovanja	強	silovanje	N	N;NOM;NEUT;PL
棕櫚	dlan	棕櫚	dlan	N	N;NOM;MASC;SG
棕櫚	dlanove	棕櫚	dlan	N	N;ACC;MASC;PL
棕櫚	dlanovi	棕櫚	dlan	N	N;NOM;MASC;PL
流星	meteora	流星	meteor	N	N;GEN;MASC;SG
流星	meteor	流星	meteor	N	N;NOM;MASC;SG
點心	snack	點心	snack	N	N;NOM;MASC;SG
點心	zalogaj	點心	zalogaj	N	N;NOM;MASC;SG
梯度	gradijent	梯度	gradijent	N	N;NOM;MASC;SG
和睦	sklad	和睦	sklad	N	N;NOM;MASC;SG
和睦	harmonija	和睦	harmonija	N	N;NOM;FEM;SG
和睦	sloga	和睦	sloga	N	N;NOM;FEM;SG
突顯	istaknuti	突顯	istaknuti	V	V;NFIN
浴室	kupaonice	浴室	kupaonica	N	N;NOM;FEM;PL
浴室	kupatila	浴室	kupatilo	N	N;NOM;NEUT;PL
僱員	zaposlenik	僱員	zaposlenik	N	N;NOM;MASC;SG
僱員	zaposlenica	僱員	zaposlenica	N	N;NOM;FEM;SG
僱員	zaposlenika	僱員	zaposlenik	N	N;ACC;MASC;PL
僱員	zaposlenici	僱員	zaposlenik	N	N;NOM;MASC;PL
僱員	zaposlenika	僱員	zaposlenik	N	N;ACC;MASC;PL
牛角	rogovi	牛角	rog	N	N;NOM;MASC;PL
牛角	rogova	牛角	rog	N	N;GEN;MASC;PL
牛角	rogove	牛角	rog	N	N;ACC;MASC;PL
牛角	rog	牛角	rog	N	N;NOM;MASC;SG
抹	bris	抹	bris	N	N;NOM;MASC;SG
鎂	magnezij	鎂	magnezij	N	N;NOM;MASC;SG
敏捷	okretan	敏捷	okretan	ADJ	ADJ;NOM;INDF;MASC;SG
自豪	ponosa	自豪	ponos	N	N;GEN;MASC;SG
自豪	pride	自豪	pride	N	N;NOM;MASC;SG
自豪	ponos	自豪	ponos	N	N;NOM;MASC;SG
天花	strop	天花	strop	N	N;NOM;MASC;SG
天花	stropovi	天花	strop	N	N;NOM;MASC;PL
荒地	pustoš	荒地	pustoš	N	N;NOM;FEM;SG
丙酮	aceton	丙酮	aceton	N	N;NOM;MASC;SG
刑罰	kazna	刑罰	kazna	N	N;NOM;FEM;SG
刑罰	penal	刑罰	penal	N	N;NOM;MASC;SG
刑罰	kazne	刑罰	kazna	N	N;NOM;FEM;PL
刑罰	kaznu	刑罰	kazna	N	N;ACC;FEM;SG
刑罰	kazna	刑罰	kazna	N	N;NOM;FEM;SG
債券	obveznica	債券	obveznica	N	N;NOM;FEM;SG
債券	bond	債券	bond	N	N;NOM;MASC;SG
債券	obveznice	債券	obveznica	N	N;NOM;FEM;PL
山洞	pećina	山洞	pećina	N	N;NOM;FEM;SG
山洞	pećini	山洞	pećina	N	N;DAT;FEM;SG
山洞	spilja	山洞	spilje	N	N;NOM;FEM;SG
山洞	špilja	山洞	špilje	N	N;NOM;FEM;SG
山洞	špilje	山洞	špilje	N	N;NOM;NEUT;PL
山洞	pećine	山洞	pećina	N	N;NOM;FEM;PL
山洞	spilje	山洞	spilje	N	N;NOM;FEM;PL
中	broker	中	broker	N	N;NOM;MASC;SG
折射	refrakcija	折射	refrakcija	N	N;NOM;FEM;SG
課室	učionica	課室	učionica	N	N;NOM;FEM;SG
課室	učionice	課室	učionica	N	N;NOM;FEM;PL
課室	učionici	課室	učionica	N	N;DAT;FEM;SG
課室	učionica	課室	učionica	N	N;NOM;FEM;SG
課室	učionice	課室	učionica	N	N;NOM;FEM;PL
藝術	umjetnost	藝術	umjetnost	N	N;NOM;FEM;SG
藝術	umjetnine	藝術	umjetnina	N	N;NOM;FEM;PL
頭盔	kaciga	頭盔	kaciga	N	N;NOM;FEM;SG
頭盔	kacigu	頭盔	kaciga	N	N;ACC;FEM;SG
頭盔	kacige	頭盔	kaciga	N	N;NOM;FEM;PL
異形	stranac	異形	stranac	N	N;NOM;MASC;SG
異形	izvanzemaljac	異形	izvanzemaljac	N	N;NOM;MASC;SG
異形	vanzemaljac	異形	vanzemaljac	N	N;NOM;MASC;SG
異形	vanzemaljaca	異形	vanzemaljac	N	N;GEN;MASC;SG
異形	vanzemaljci	異形	vanzemaljci	N	N;NOM;MASC;PL
異形	izvanzemaljci	異形	izvanzemaljci	N	N;NOM;MASC;PL
同學	okupljanje	同學	okupljanje	N	N;NOM;NEUT;SG
畫廊	galerije	畫廊	galerija	N	N;NOM;FEM;PL
畫廊	galerija	畫廊	galerija	N	N;NOM;FEM;SG
畫廊	galerije	畫廊	galerija	N	N;NOM;FEM;PL
畫廊	galeriju	畫廊	galerija	N	N;ACC;FEM;SG
耕作	poljoprivreda	耕作	poljoprivreda	N	N;NOM;FEM;SG
耕作	uzgoj	耕作	uzgoj	N	N;NOM;MASC;SG
籃	koš	籃	koš	N	N;NOM;MASC;SG
籃	košara	籃	košar	N	N;NOM;FEM;SG
籃	košaru	籃	košara	N	N;ACC;FEM;SG
籃	košare	籃	košar	N	N;NOM;FEM;PL
稅務	oporezivanja	稅務	oporezivanje	N	N;NOM;NEUT;PL
稅務	poreza	稅務	porez	N	N;GEN;MASC;SG
稅務	porez	稅務	porez	N	N;NOM;MASC;SG
稅務	porezi	稅務	porez	N	N;NOM;MASC;PL
稅務	poreze	稅務	porez	N	N;ACC;MASC;PL
稅務	porez	稅務	porez	N	N;NOM;MASC;SG
西瓜	lubenice	西瓜	lubenica	N	N;NOM;FEM;PL
西瓜	lubenice	西瓜	lubenica	N	N;NOM;FEM;PL
西瓜	lubenica	西瓜	lubenica	N	N;NOM;FEM;SG
印章	pečat	印章	pečat	N	N;NOM;MASC;SG
印章	žig	印章	žig	N	N;NOM;MASC;SG
印章	pečat	印章	pečat	N	N;NOM;MASC;SG
丸子	kuglice	丸子	kuglica	N	N;NOM;FEM;PL
丸子	muda	丸子	mudo	N	N;NOM;MASC;SG
丸子	lopte	丸子	lopta	N	N;NOM;FEM;PL
丸子	loptice	丸子	loptica	N	N;NOM;FEM;PL
永生	besmrtnost	永生	besmrtnost	N	N;NOM;FEM;SG
迷信	praznovjerje	迷信	praznovjerje	N	N;NOM;NEUT;SG
負荷	napuni	負荷	napun	V	V;IND;SG;3;PRS;FIN
槍手	revolveraš	槍手	revolveraš	N	N;NOM;MASC;SG
槍手	strijelaca	槍手	strijelac	N	N;GEN;MASC;PL
槍手	strijelci	槍手	strijelac	N	N;NOM;MASC;PL
嘴	usta	嘴	usta	N	N;NOM;NEUT;SG
威士忌	viski	威士忌	viska	N	N;NOM;MASC;SG
威士忌	viski	威士忌	viska	N	N;NOM;MASC;SG
傘兵	padobranci	傘兵	padobranac	N	N;NOM;MASC;PL
熱火	toplina	熱火	toplina	N	N;NOM;FEM;SG
熱火	vrućina	熱火	vrućina	N	N;NOM;FEM;SG
熱火	topline	熱火	toplina	N	N;NOM;FEM;PL
熱火	grijanje	熱火	grijanje	N	N;NOM;NEUT;SG
土豆	krumpir	土豆	krumpir	N	N;NOM;MASC;SG
土豆	krumpir	土豆	krumpir	N	N;NOM;MASC;SG
土豆	krumpira	土豆	krumpirati	N	N;GEN;MASC;SG
塗鴉	doodle	塗鴉	doodle	N	N;NOM;MASC;SG
塗鴉	grafite	塗鴉	grafiti	N	N;ACC;MASC;PL
蜱	krpelja	蜱	krpelj	N	N;NOM;MASC;SG
蜱	tik	蜱	tik	N	N;NOM;FEM;SG
彈簧	proljeće	彈簧	proljeće	N	N;NOM;NEUT;SG
彈簧	proljeća	彈簧	proljeće	N	N;NOM;NEUT;PL
彈簧	springs	彈簧	springs	N	N;NOM;MASC;SG
豬肉	svinjetinu	豬肉	svinjetina	N	N;ACC;FEM;SG
豬肉	svinjetina	豬肉	svinjetina	N	N;NOM;FEM;SG
馬尾	repić	馬尾	repić	N	N;NOM;MASC;SG
飛躍	skok	飛躍	skok	N	N;NOM;MASC;SG
歌舞	kabuki	歌舞	kabuk	N	N;INS;MASC;SG
錘	čekić	錘	čekić	N	N;NOM;MASC;SG
篩選	filter	篩選	filter	N	N;NOM;MASC;SG
篩選	filtar	篩選	filtar	N	N;NOM;MASC;SG
篩選	filtriranje	篩選	filtriranje	N	N;NOM;NEUT;SG
篩選	screening	篩選	screening	N	N;NOM;MASC;SG
篩選	filteri	篩選	filter	N	N;NOM;MASC;PL
香草	vanilija	香草	vanilija	N	N;NOM;FEM;SG
香草	vanilije	香草	vanilija	N	N;NOM;FEM;PL
博覽	expo	博覽	expo	N	N;NOM;MASC;SG
噴泉	fontana	噴泉	fontana	N	N;NOM;FEM;SG
噴泉	fontanu	噴泉	fontana	N	N;ACC;FEM;SG
噴泉	fontana	噴泉	fontana	N	N;NOM;FEM;SG
噴泉	fontane	噴泉	fontana	N	N;NOM;FEM;PL
裸露	golotinje	裸露	golotinja	N	N;NOM;FEM;PL
桿菌	bacil	桿菌	bacil	N	N;NOM;MASC;SG
綠化	zelenilo	綠化	zeleniti	V	V;NEUT;SG;PST;V.PTCP;ACT
鉀	kalij	鉀	kalij	N	N;NOM;MASC;SG
火藥	barut	火藥	barut	N	N;NOM;MASC;SG
火藥	baruta	火藥	barut	N	N;NOM;FEM;SG
火藥	prah	火藥	prah	N	N;NOM;MASC;SG
火藥	prašak	火藥	prašak	N	N;NOM;MASC;SG
火藥	barut	火藥	barut	N	N;NOM;MASC;SG
遺失	nedostaje	遺失	nedostajati	V	V;IND;SG;3;PRS;FIN
遺失	nestala	遺失	nestati	V	V;FEM;SG;PST;V.PTCP;ACT
遺失	fali	遺失	faliti	V	V;IND;SG;3;PRS;FIN
遺失	nestao	遺失	nestati	V	V;MASC;SG;PST;V.PTCP;ACT
爆裂	praska	爆裂	praska	N	N;GEN;MASC;SG
羊毛	runo	羊毛	runo	N	N;NOM;NEUT;SG
羊毛	vunu	羊毛	vuna	N	N;ACC;FEM;SG
羊毛	vune	羊毛	vuna	N	N;NOM;FEM;PL
羊毛	vuna	羊毛	vuna	N	N;NOM;FEM;SG
泥土	tlo	泥土	tlo	N	N;NOM;NEUT;SG
泥土	prljavštine	泥土	prljavština	N	N;NOM;FEM;PL
價值	vrednosti	價值	vrednost	N	N;NOM;FEM;PL
價值	vrijednosti	價值	vrijednost	N	N;NOM;FEM;PL
激動	uzbuđen	激動	uzbuditi	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
激動	uzbuđeno	激動	uzbuditi	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP
刺刀	bajunetom	刺刀	bajunet	N	N;INS;MASC;SG
刺刀	bajunete	刺刀	bajunet	N	N;ACC;MASC;PL
畫像	portret	畫像	portret	N	N;NOM;MASC;SG
畫像	portreta	畫像	portret	N	N;GEN;MASC;SG
畫像	portrete	畫像	portreta	N	N;ACC;FEM;PL
輪迴	reinkarnaciju	輪迴	reinkarnacija	N	N;ACC;FEM;SG
解碼	dekodiranje	解碼	dekodiranje	N	N;NOM;NEUT;SG
園藝	vrtlarstvo	園藝	vrtlarstvo	N	N;NOM;NEUT;SG
園藝	vrta	園藝	vrt	N	N;GEN;MASC;SG
園藝	garden	園藝	garden	N	N;NOM;MASC;SG
園藝	vrt	園藝	vrt	N	N;NOM;MASC;SG
幻象	vizije	幻象	vizjeti	N	N;NOM;FEM;PL
幻象	vizijama	幻象	vizija	N	N;INS;FEM;PL
幻象	mirage	幻象	mirag	N	N;NOM;MASC;SG
閃耀	sjaj	閃耀	sjaj	N	N;NOM;MASC;SG
閃耀	sjajnom	閃耀	sjajan	N	N;INS;FEM;SG
信使	glasnik	信使	glasnik	N	N;NOM;MASC;SG
信使	messenger	信使	messenger	N	N;NOM;MASC;SG
信使	glasnici	信使	glasnik	N	N;NOM;MASC;PL
信使	kurir	信使	kurir	N	N;NOM;MASC;SG
羽球	badminton	羽球	badminton	N	N;NOM;MASC;SG
鴞	sova	鴞	sov	N	N;NOM;FEM;SG
鴞	sove	鴞	sov	N	N;NOM;FEM;PL
鴞	sovu	鴞	sov	N	N;ACC;FEM;SG
絲帶	vrpce	絲帶	vrpca	N	N;NOM;FEM;PL
絲帶	vrpca	絲帶	vrpca	N	N;NOM;FEM;SG
戶籍	boravište	戶籍	boravište	N	N;NOM;NEUT;SG
盔甲	oklop	盔甲	oklop	N	N;NOM;MASC;SG
盔甲	oklop	盔甲	oklop	N	N;NOM;MASC;SG
太監	eunusi	太監	eunus	N	N;NOM;MASC;SG
太監	eunuh	太監	eunuh	N	N;NOM;MASC;SG
鈦	titan	鈦	titan	N	N;NOM;MASC;SG
鈦	titana	鈦	titana	N	N;ACC;MASC;SG
簡訊	sms	簡訊	sms	N	N;NOM;MASC;SG
釘	noktiju	釘	nokt	N	N;NOM;FEM;SG
釘	čavao	釘	čavati	N	N;NOM;MASC;SG
釘	nokat	釘	nokat	N	N;NOM;MASC;SG
延後	odgoditi	延後	odgoditi	V	V;NFIN
水管	cijevi	水管	cijev	N	N;NOM;FEM;PL
脖子	vrat	脖子	vrat	N	N;NOM;MASC;SG
開車	vozi	開車	voziti	V	V;IND;SG;3;PRS;FIN
班長	odred	班長	odred	N	N;NOM;MASC;SG
班長	desetina	班長	desetina	N	N;NOM;MASC;SG
班長	momčad	班長	momčad	N	N;NOM;FEM;SG
沙子	pijesak	沙子	pijesak	N	N;NOM;MASC;SG
沙子	pješčana	沙子	pješčan	N	N;NOM;FEM;SG
創傷	traume	創傷	trauma	N	N;NOM;FEM;PL
創傷	traume	創傷	trauma	N	N;NOM;FEM;PL
創傷	trauma	創傷	trauma	N	N;NOM;FEM;SG
含義	značenje	含義	značenje	N	N;NOM;NEUT;SG
地毯	tepih	地毯	tepih	N	N;NOM;MASC;SG
地毯	tepih	地毯	tepih	N	N;NOM;MASC;SG
營救	spasiti	營救	spasiti	V	V;NFIN
勘察	izmjere	勘察	izmjera	N	N;NOM;FEM;PL
古蘭	kuran	古蘭	kuran	N	N;NOM;MASC;SG
古蘭	kuran	古蘭	kuran	N	N;NOM;MASC;SG
古蘭	kur	古蘭	kur	N	N;NOM;MASC;SG
護衛	fregate	護衛	fregat	N	N;NOM;FEM;PL
陡峭	strme	陡峭	strma	N	N;NOM;FEM;PL
美德	vrline	美德	vrlina	N	N;NOM;FEM;PL
美德	vrlina	美德	vrlina	N	N;NOM;FEM;SG
美德	vrline	美德	vrlina	N	N;NOM;FEM;PL
教訓	lekcija	教訓	lekcija	N	N;NOM;FEM;SG
教訓	lekciju	教訓	lekcija	N	N;ACC;FEM;SG
教訓	pouka	教訓	pouka	N	N;NOM;FEM;SG
深化	produbiti	深化	produbiti	V	V;NFIN
深化	produbljuje	深化	produbljivati	V	V;IND;SG;3;PRS;FIN
男	dečko	男	dečko	N	N;NOM;MASC;SG
男	dečka	男	dečko	N	N;ANIM;ACC;MASC;SG
橘色	naranče	橘色	naranče	N	N;NOM;FEM;PL
骨髓	srži	骨髓	sržeti	N	N;INS;FEM;SG
骨髓	srž	骨髓	srž	N	N;NOM;FEM;SG
租戶	stanari	租戶	stanar	N	N;NOM;MASC;PL
租戶	stanar	租戶	stanar	N	N;NOM;MASC;SG
下雨	kiša	下雨	kiša	N	N;NOM;FEM;SG
眼科	oftalmologija	眼科	oftalmologija	N	N;NOM;FEM;SG
墳	grobnica	墳	grobnica	N	N;NOM;FEM;SG
墳	grobovi	墳	grob	N	N;NOM;MASC;PL
墳	graves	墳	graves	N	N;NOM;MASC;SG
墳	grobove	墳	grob	N	N;ACC;MASC;PL
墳	grob	墳	grob	N	N;NOM;MASC;SG
墳	groba	墳	grob	N	N;ACC;MASC;SG
校正	korekcija	校正	korekcija	N	N;NOM;FEM;SG
校正	ispravak	校正	ispravak	N	N;NOM;MASC;SG
江河	rijeke	江河	rijeka	N	N;NOM;FEM;PL
江河	rijeci	江河	rijeka	N	N;DAT;FEM;SG
江河	rijeka	江河	rijeka	N	N;NOM;FEM;SG
石灰	limun	石灰	limun	N	N;NOM;MASC;SG
空洞	šuplje	空洞	šuplje	N	N;NOM;FEM;PL
手錶	satovi	手錶	sat	N	N;NOM;MASC;PL
手錶	satova	手錶	sat	N	N;GEN;MASC;PL
手錶	satove	手錶	sat	N	N;ACC;MASC;PL
本能	instinkt	本能	instinkt	N	N;NOM;MASC;SG
冷凍	zamrzavanje	冷凍	zamrzavanje	N	N;NOM;NEUT;SG
基石	keystone	基石	keyston	N	N;NOM;MASC;SG
賺取	zaraditi	賺取	zaraditi	V	V;NFIN
賺取	zaradi	賺取	zaraditi	V	V;IND;SG;3;PRS;FIN
賺取	zaradio	賺取	zaraditi	V	V;MASC;SG;PST;V.PTCP;ACT
賺取	zaradili	賺取	zaraditi	V	V;MASC;PL;PST;V.PTCP;ACT
賺取	zaslužio	賺取	zaslužiti	V	V;MASC;SG;PST;V.PTCP;ACT
罪惡	grijeha	罪惡	grijeha	N	N;ACC;MASC;SG
罪惡	grijeh	罪惡	grijeh	N	N;NOM;MASC;SG
罪惡	greh	罪惡	greh	N	N;NOM;MASC;SG
罪惡	grijesi	罪惡	grijesiti	N	N;NOM;MASC;PL
罪惡	grijehe	罪惡	grijeha	N	N;ACC;MASC;PL
自動	automatizirani	自動	automatiziran	ADJ	ADJ;NOM;DEF;MASC;PL
品味	okus	品味	okus	N	N;NOM;MASC;SG
品味	ukus	品味	ukus	N	N;NOM;MASC;SG
品味	okusa	品味	okus	N	N;GEN;MASC;SG
品味	okusi	品味	okus	N	N;NOM;MASC;PL
品味	okusa	品味	okus	N	N;GEN;MASC;SG
挫折	frustracija	挫折	frustracija	N	N;NOM;FEM;SG
挫折	frustracije	挫折	frustracija	N	N;NOM;FEM;PL
全息	hologram	全息	hologram	N	N;NOM;MASC;SG
漂浮	pluta	漂浮	plut	N	N;NOM;MASC;SG
漂浮	splav	漂浮	splav	N	N;NOM;MASC;SG
笑容	osmijeh	笑容	osmijeh	N	N;NOM;MASC;SG
笑容	osmjeh	笑容	osmjeh	N	N;NOM;MASC;SG
技師	tehničar	技師	tehničar	N	N;NOM;MASC;SG
遊說	lobirao	遊說	lobirati	V	V;MASC;SG;PST;V.PTCP;ACT
